cd5ffca93a15c6ec251ab52d0c6535bd7c03380e82e19655866c2360600b1a05,1d897eaf826a11f5794a3c03f1c47b267f19d451783a72d1acb1f2fb7a31ab00,22d73aa2b52213bc2f27dc2dee10015a390e8f117f0f240af0ed893c88408b03,24cff93a81f2bd12d4d306ae99a8c73e8143383131a49e52e29bb1e72a229ec5,f4762ab1bc7c9d6d17859d4e11854bb53b72b98769a98cb0cd7184c13b2e4c48,a7f056b557f2722b0cbb8a940c157a9948cf0c152d06f073c03515daab52320a,82d43c6e8f87aec8a9d83a5596907b2d357a5ab66661586af36b7ad319d21485,ad29d6705838126edd43b27dbb50d990fd5b0b28790e2dcd19ff5696b0591b25,2d747f1ee97ac7bfdc08d9c28e3c12b67d3958437bffb3baf19c0d3938ae46eb,bcc00e465f9eb446aed1e18357c15e80f01ae2c8ba55daa84c79aaed2f4d8cdc,134837bb37a7610844b2d7f675f00cd8e463f2dc76ae31fa52815bfaf5bb52ce,9cbe5d45b01436bb54cfcea845ac89f745f75cf1163334b4d938a2bdeace26cf,056d6a434611f113c4c8434e18e9255921e2dcf3db1f196abe257a56d5af5c63,3af892349d3d09d5007f03c8d2f56a111b69cd20c12cc79e528843b1a9c1f114
"","20061106","52","2","8","-285","1","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","11.88","104","莫妮卡（咖啡廳）","125201"
"","20061107","51","4","8","-285","4","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","0","201","珠希","104601"
"","20061108","51","4","8","-285","4","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","0","201","珠希（咖啡廳）","125101"
"","20061109","51","2","8","-285","1","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","10.57","202","珠希（咖啡廳）","125101"
"","20061110","51","1","-12","-285","6","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","10.38","203","珠希（咖啡廳）","125101"
"","20061111","52","2","8","-285","4","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","12.28","204","珠希","104601"
"","20061112","52","2","8","-285","4","2030/01/01 14:59:59","2025/06/26 16:00:00","20061","12.28","204","珠希（咖啡廳）","125101"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20062001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20062002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20062003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20062004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20062005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20062006","55","2","0","-363","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20062007","55","1","0","-363","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20062008","56","1","0","-363","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20062009","56","1","0","-363","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","1.875","4","花凜","190801"
"","20062101","51","2","8","-285","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","5.65","101","可可蘿","105901"
"","20062102","52","2","8","-285","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","13.6","104","可可蘿","105901"
"","20062103","51","2","8","-285","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","0","201","栞","103801"
"","20062104","52","2","8","-285","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","0","204","栞","103801"
"","20062105","51","2","8","-285","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","5.65","111","可可蘿（遊俠）","125302"
"","20062106","51","2","8","-285","4","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","9.57","112","可可蘿（遊俠）","125302"
"","20062107","51","2","8","-285","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","4.43","113","可可蘿（遊俠）","125302"
"","20062108","52","2","8","-285","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","13.6","114","可可蘿（遊俠）","125302"
"","20062109","51","2","8","-285","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","0","211","栞（遊俠）","125402"
"","20062110","51","5","8","-285","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","8.44","212","栞（遊俠）","125402"
"","20062111","51","2","8","-285","1","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","8.55","213","栞（遊俠）","125402"
"","20062112","52","2","8","-285","2","2030/01/01 14:59:59","2025/07/26 16:00:00","20062","0","214","栞（遊俠）","125402"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20063001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20063002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20063003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20063004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20063005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20063006","55","2","0","-363","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20063007","55","1","0","-363","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20063008","56","1","0","-363","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20063009","56","1","0","-363","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","1.875","4","花凜","190801"
"","20063101","51","1","8","-285","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","3.36","101","吉塔","105701"
"","20063102","51","1","8","-285","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","2.12","102","吉塔","105701"
"","20063103","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","8.78","103","吉塔","105701"
"","20063104","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","8.78","123","吉塔（術士）","125501"
"","20063105","51","1","8","-285","4","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","4.82","104","吉塔（術士）","125501"
"","20063106","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","6.84","201","碧卡拉（陽）","125601"
"","20063107","51","3","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","6.24","202","碧卡拉（陽）","125601"
"","20063108","51","1","8","-285","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","4.32","203","碧卡拉（陽）","125601"
"","20063109","51","1","8","-285","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","4.32","203","碧卡拉（陽）","125601"
"","20063110","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","11.02","204","碧卡拉（陽）","125601"
"","20063111","51","1","8","-285","4","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","9.52","207","碧卡拉（陰）","125602"
"","20063112","51","1","8","-285","2","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","5.78","208","碧卡拉（陰）","125602"
"","20063113","51","5","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","11.8","209","碧卡拉（陰）","125602"
"","20063114","51","4","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","12.3","210","碧卡拉（陰）","125602"
"","20063115","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","4.75","301","花凜","190801"
"","20063116","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","10.4","302","花凜（鍊金術師）","125701"
"","20063117","51","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","16.2","303","花凜（鍊金術師）","125701"
"","20063118","51","1","8","-285","4","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","5.43","304","花凜（鍊金術師）","125701"
"","20063119","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","9.18","105","吉塔","105701"
"","20063120","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","9.18","125","吉塔（術士）","125501"
"","20063121","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","7.52","205","碧卡拉（陽）","125601"
"","20063122","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","7.52","205","碧卡拉（陽）","125601"
"","20063123","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","9.58","211","碧卡拉（陰）","125602"
"","20063124","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","5.82","305","花凜","190801"
"","20063125","52","2","8","-285","1","2030/01/01 14:59:59","2025/08/26 16:00:00","20063","5.82","325","花凜（鍊金術師）","125701"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20064001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20064002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20064003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20064004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20064005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20064006","55","2","0","-363","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20064007","55","1","0","-363","2","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20064008","56","1","0","-363","2","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20064009","56","1","0","-363","2","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","1.875","4","花凜","190801"
"","20064102","51","2","0","-285","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","12.33","101","伊莉亞（祭服）","126201"
"","20064103","51","2","0","-285","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","20.23","102","伊莉亞（祭服）","126201"
"","20064104","51","6","0","-285","4","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","13.05","103","伊莉亞（祭服）","126201"
"","20064106","52","2","8","-285","2","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","0","104","伊莉亞（祭服）","126202"
"","20064108","51","1","8","-285","2","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","12.37","201","雪（祭服）","126301"
"","20064109","51","1","8","-285","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","0","202","雪（祭服）","126301"
"","20064110","51","5","8","-285","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","5.58","203","雪（祭服）","126301"
"","20064112","52","2","8","-285","1","2030/01/01 14:59:59","2025/09/26 16:00:00","20064","13.28","204","雪（祭服）","126301"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20065001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20065002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20065003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20065004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20065005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20065006","55","2","0","-363","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20065007","55","1","0","-363","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20065008","56","1","0","-363","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20065009","56","1","0","-363","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","1.875","4","花凜","190801"
"","20065101","51","1","8","-285","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","13.78","101","似似花（夏日）","126601"
"","20065102","51","2","8","-285","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","12.1","102","似似花（夏日）","126601"
"","20065103","51","1","8","-285","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","0","103","似似花（夏日）","126601"
"","20065104","51","4","8","-285","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","5.3","201","秋乃（夏日）","126701"
"","20065105","51","2","8","-285","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","15.8","202","秋乃（夏日）","126701"
"","20065106","51","1","8","-285","6","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","9","203","秋乃（夏日）","126701"
"","20065107","51","4","8","-285","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","12.52","301","優花梨（夏日）","126801"
"","20065108","51","4","8","-285","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","7.2","302","優花梨（夏日）","126801"
"","20065109","51","2","8","-285","1","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","10.8","303","優花梨（夏日）","126801"
"","20065110","52","2","8","-285","2","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","0","104","似似花（夏日）","126601"
"","20065111","52","2","8","-285","5","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","16.7","204","秋乃（夏日）","126701"
"","20065112","52","6","8","-285","4","2030/01/01 14:59:59","2025/10/26 16:00:00","20065","11.1","304","優花梨（夏日）","126801"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20066001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","3.414","1","花凜","190805"
"將任務完成，\n並獲得獎勵吧！","20066002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","3.099","2","花凜","190805"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20066003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","2.801","3","花凜","190805"
"能夠領取獎勵了！\n請檢查看看","20066004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","0","4","花凜","190805"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20066005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","0","5","花凜","190805"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20066006","55","2","0","-363","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","5.506","1","花凜","190805"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20066007","55","1","0","-363","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","1.216","2","花凜","190805"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20066008","56","1","0","-363","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","1.539","3","花凜","190805"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20066009","56","1","0","-363","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","1.875","4","花凜","190805"
"","20066101","51","4","8","-285","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","4.64","101","忍（夏日）","127101"
"","20066102","51","2","8","-285","3","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","5.47","102","忍（夏日）","127101"
"","20066103","51","4","8","-285","6","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","4.32","103","忍（夏日）","127101"
"","20066104","52","5","8","-285","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","12.21","104","忍（夏日）","127101"
"","20066105","51","5","8","-285","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","12.07","201","空花（夏日）","127001"
"","20066106","51","5","8","-285","4","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","10.13","202","空花（夏日）","127001"
"","20066107","51","5","8","-285","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","5.43","203","空花（夏日）","127001"
"","20066108","52","4","8","-285","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","14.48","204","空花（夏日）","127001"
"","20066109","51","7","0","-285","6","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","6.83","301","蘭法（夏日）","126901"
"","20066110","51","1","0","-285","7","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","16.4","302","蘭法（夏日）","126901"
"","20066111","51","5","0","-285","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","16","303","蘭法（夏日）","126901"
"","20066112","52","5","0","-285","2","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","28.92","304","蘭法（夏日）","126901"
"","20066113","51","1","82","-330","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","3.582","402","骷髏老爸（夏日）","427101"
"","20066114","52","1","82","-330","1","2030/01/01 14:59:59","2025/11/26 16:00:00","20066","0","404","骷髏老爸（夏日）","427101"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20067001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20067002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20067003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20067004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20067005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20067006","55","2","0","-363","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20067007","55","1","0","-363","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20067008","56","1","0","-363","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20067009","56","1","0","-363","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","1.875","4","花凜","190801"
"","20067101","51","1","8","-285","4","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","8.511","101","怜","100301"
"","20067102","51","2","8","-285","6","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","8.76","102","怜（星素）","128802"
"","20067105","51","1","8","-285","6","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","8.15","201","優衣","100202"
"","20067106","51","2","8","-285","6","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","7.82","202","優衣（星素）","128901"
"","20067109","51","2","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","4.843","301","日和","100101"
"","20067110","51","6","8","-285","6","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","0","302","日和（星素）","128701"
"","20067113","51","2","-8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","5.338","401","埃拉","129101"
"","20067114","51","4","-8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20067","16.348","501","志那都","129201"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20068001","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20068002","53","2","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20068003","54","2","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20068004","54","2","0","-416.5","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20068005","57","1","0","-416.5","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20068006","55","2","0","-363","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20068007","55","1","0","-363","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20068008","56","1","0","-363","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20068009","56","1","0","-363","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","1.875","4","花凜","190801"
"","20068101","51","2","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","12.3","101","怜（星素）","128802"
"","20068102","51","2","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","6.65","102","怜（星素）","128802"
"","20068104","51","1","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","0","201","優衣（星素）","128901"
"","20068105","51","1","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","0","202","優衣（星素）","128901"
"","20068107","51","3","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","6.43","301","日和（星素）","128701"
"","20068108","51","2","8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","7.35","302","日和（星素）","128701"
"","20068110","51","2","-8","-285","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","0","401","埃拉","129101"
"","20068112","51","2","-8","-285","2","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","0","501","志那都","129201"
"","20068114","51","2","-8","-285","1","2030/01/01 14:59:59","2025/12/26 16:00:00","20068","20.7","601","厄莉絲","129001"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20069001","53","2","0","-416.5","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20069002","53","2","0","-416.5","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20069003","54","2","0","-416.5","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","20069004","54","2","0","-416.5","2","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","20069005","57","1","0","-416.5","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","20069006","55","2","0","-363","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","20069007","55","1","0","-363","2","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","20069008","56","1","0","-363","2","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","20069009","56","1","0","-363","2","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","1.875","4","花凜","190801"
"","20069101","51","2","8","-285","5","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","14.6","101","凱留（插班生）","127202"
"","20069102","51","5","8","-285","6","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","17.5","102","凱留（插班生）","127202"
"","20069103","51","2","8","-285","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","10.6","103","凱留（插班生）","127203"
"","20069104","52","2","8","-285","4","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","6.98","104","凱留（插班生）","127202"
"","20069105","51","5","8","-285","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","13.25","201","鈴奈（插班生）","127302"
"","20069106","51","2","8","-285","1","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","10.93","202","鈴奈（插班生）","127302"
"","20069107","51","5","8","-285","2","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","6.52","203","鈴奈（插班生）","127302"
"","20069108","52","5","8","-285","4","2030/01/01 14:59:59","2026/01/26 16:00:00","20069","4.43","204","鈴奈（插班生）","127302"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","20070001","53","2","0","-416.5","1","2030/01/01 14:59:59","2026/02/26 16:00:00","20070","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","20070002","53","2","0","-416.5","1","2030/01/01 14:59:59","2026/02/26 16:00:00","20070","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","20070003","54","2","0","-416.5","1","2030/01/01 14:59:59","2026/02/26 16:00:00","20070","2.801","3","花凜","190801"
