0a7e70e4ae3a3b2abd7027161be5ac9c05acb3be555fbf787ca2d104b825ce92,e47e0136caa922db41d049886bc3b2cce09fdbcc454342e6e7f796ff2f2d407c,38e3ee307ab45b199e8dcdc9a3b2fc8ae348c4ee6d0852bdc79804ef22df9716,26dcd56ff1d4e332b4aedb4cc4523d45a8c7302f7086722d62264291f5afba25,cd2ac85af2908c39743fa12bfc1847330563d1870be08d5fdf91a2f67d1238ab,97668855af98555f1f66e56b7fc8913bef95aa5a7983dfe9b807946d5314bc80,83f44b81dedfdbde4160af2a679473cd5037fca782e879a0cb1ed7b6890b4e6e,63cd5e2c14150896206ee8818c6b5537e56b8937cdc5488270553f5cdd0035f3,150a846cca92dfb2aa5e10e642df90af21d6ef614a1134688a2b97da3456fa5c,085686cb808c5ba7aa39e482c761afadecab9cef0a016db3ff3f37df83940b92,74339a0b47d9f22f50f6923e9ff6c87dca93f51fb4d5ef4b8450e2d87172e45e
"1912010016","0","","91201","0","13","900005","31","1","","0"
"1912010017","-600","","91201","0","18","900011","31","1","","0"
"1912010018","0","","91201","0","17","900009","31","1","","-34"
"1912010019","0","","91201","0","912001","912001","31","1","","0"
"1912010020","","","91201","","0","0","91","","",""
"1912010021","","","91201","","1","10","32","","",""
"1912010022","","","91201","","0","0.7","93","","",""
"1912010023","","","91201","","1","0","32","","",""
"1912010024","","","91201","","1","17","32","","",""
"1912010025","1","","91201","0","checkpoint_karin_idle","118511","3","","",""
"1912010026","","","91201","","","0.5","26","","",""
"1912010027","0","","91201","","se_caravan_goal_amb_gehena","se_caravan","23","","",""
"1912010028","0","","91201","","se_caravan_goal_onigiri","se_caravan","23","","",""
"1912010029","","","91201","","0","0.5","93","","",""
"1912010030","0","","91201","0","run_checkpoint","100","3","1","0","idle"
"1912010031","0","","91201","0","run_checkpoint","110","3","1","0","idle"
"1912010032","","","91201","","1","12","32","","",""
"1912010033","-276","","91201","","67","100","2","11","","2.5"
"1912010034","-276","","91201","","67","110","2","11","","2.5"
"1912010035","-276","","91201","","67","12","33","11","","2.5"
"1912010036","","","91201","","0","2","93","","",""
"1912010037","0","","91201","","se_caravan_goal_chara_appear","se_caravan","23","","",""
"1912010038","0","","91201","0","checkpoint_peko_in","105811","3","1","0","checkpoint_peko_loop"
"1912010039","0","","91201","0","checkpoint_kokkoro_in","105911","3","1","0","checkpoint_kokkoro_loop"
"1912010040","0","","91201","0","checkpoint_kyaru_in","106011","3","1","0","checkpoint_kyaru_loop"
"1912010041","0","","91201","0","checkpoint_shefy_in","106411","3","1","0","checkpoint_shefy_loop"
"1912010042","0","","91201","","0","6","140","","",""
"1912010043","","","91201","","0","1.6","93","","",""
"1912010044","0","","91201","","se_caravan_goal_arrival_gehenna","se_caravan","23","","",""
"1912010045","","","91201","","1","13","32","","",""
"1912010046","1","","91201","0.2","checkpoint_karin_clap","118511","3","","",""
"1912010047","","","91201","","0","2.6","93","","",""
"1912010048","0","","91201","","-600","11","33","3","","1"
"1912010049","1","","91201","3","0","600","121","1","","1"
"1912010050","0","","91201","","se_caravan_goal_bandy_appear","se_caravan","23","","",""
"1912010051","0","","91201","","run_gakkari","11","3","","",""
"1912010052","0","","91201","","run_gakkari","12","3","","",""
"1912010053","0","","91201","","run_gakkari","13","3","","",""
"1912010054","0","","91201","","run_gakkari","200","3","1","0.1","idle"
"1912010055","","","91201","","1","912001","32","","",""
"1912010056","","","91201","","0","0.4","93","","",""
"1912010057","1","","91201","0.1","checkpoint_peko_loop_r","105811","3","","",""
"1912010058","1","","91201","0.1","checkpoint_kokkoro_loop_r","105911","3","","",""
"1912010059","1","","91201","0.1","checkpoint_kyaru_loop_r","106011","3","","",""
"1912010060","1","","91201","0.1","checkpoint_shefy_loop_r","106411","3","","",""
"1912010061","0","","91201","","0","61","140","","",""
"1912010062","","","91201","","0","0.1","93","","",""
"1912010063","","","91201","","1","18","32","","",""
"1912010064","","","91201","","0","3.7","93","","",""
"1912010065","","","91201","","","1912010066","101","","",""
"1912010066","","","91201","","bgm_MC103","bgm_MC103","25","","",""
"1912010067","","","91201","","0","12","32","","",""
"1912010068","","","91201","","0","912001","32","","",""
"1912010069","","","91201","","","1","113","","",""
"1912010070","","","91201","","0","0.3","93","","",""
"1912010071","","","91201","","1","11","32","","",""
"1912010072","","","91201","","0","0.4","93","","",""
"1912010073","","","91201","","0","0","32","","",""
"1912010074","","","91201","","0","13","32","","",""
"1912010075","","","91201","","0","18","32","","",""
"1912010076","","","91201","","0","17","32","","",""
"1912010077","1","","91201","0","1","105811","6","0","0","1"
"1912010078","1","","91201","0","1","105911","6","0","0","1"
"1912010079","1","","91201","0","1","106011","6","0","0","1"
"1912010080","1","","91201","0","1","106411","6","0","0","1"
"1912010081","1","","91201","0","1","100","6","0","0","1"
"1912010082","1","","91201","0","1","110","6","0","0","1"
"1912010083","1","","91201","0","1","118511","6","0","0","1"
"1912010084","1","","91201","0","1","11","6","0","0","1"
"1912010085","1","","91201","0","1","12","6","0","0","1"
"1912010086","1","","91201","0","1","13","6","0","0","1"
"1912010087","1","","91201","0","1","200","6","0","0","1"
"1912010088","1","","91201","3","0","0","121","0","","1"
"1912010089","0","","91201","","0","11","33","0","","0"
"1912010090","","","91201","","","0","91","","",""
"1913010001","62","empty","91301","1","105811","1","1","-50","0","-1250"
"1913010002","66","empty","91301","1","105911","1","1","-70","0","-1390"
"1913010003","64","empty","91301","1","106011","1","1","-50","0","-1520"
"1913010004","64","empty","91301","1","106411","1","1","-70","0","-1660"
"1913010005","58","idle","91301","0.4","100","100","5","-266","1","-1085"
"1913010006","56","idle","91301","0.4","110","110","5","-266","1","-1085"
"1913010007","64","empty","91301","0.64","11","14","5","-330","0","285"
"1913010008","66","empty","91301","0.64","12","15","5","-330","0","570"
"1913010009","62","empty","91301","0.64","13","16","5","-300","0","425"
"1913010010","58","empty","91301","0.75","200","200","5","-250","0","570"
"1913010011","-300","","91301","0","0","911000","31","1","","0"
"1913010012","0","","91301","0","10","900001","31","1","","0"
"1913010013","0","","91301","0","11","900002","31","1","","0"
"1913010014","430","","91301","0","912000","912000","31","1","","0"
"1913010015","-1250","","91301","0","20021","912002","31","1","","-50"
"1913010016","-1390","","91301","0","20022","912002","31","1","","-70"
"1913010017","-1520","","91301","0","20023","912002","31","1","","-50"
"1913010018","-1660","","91301","0","20024","912002","31","1","","-70"
"1913010019","0","","91301","0","19","900012","31","1","","0"
"1913010020","","","91301","","0","0","91","","",""
"1913010021","","","91301","","1","10","32","","",""
"1913010022","","","91301","","0","0.7","93","","",""
"1913010023","","","91301","","1","0","32","","",""
"1913010024","1","","91301","","doya_wait","11","3","","",""
"1913010025","1","","91301","","doya_wait","12","3","","",""
"1913010026","1","","91301","","doya_wait","13","3","","",""
"1913010027","1","","91301","","idle","200","3","","",""
"1913010028","","","91301","","1","912000","32","","",""
"1913010029","","","91301","","","0.5","26","","",""
"1913010030","0","","91301","","se_caravan_goal_amb_gehena","se_caravan","23","","",""
"1913010031","0","","91301","","se_caravan_goal_onigiri_bishoku_appear","se_caravan","23","","",""
"1913010032","1","","91301","","run","105811","3","","",""
"1913010033","1","","91301","","run","105911","3","","",""
"1913010034","1","","91301","","run","106011","3","","",""
"1913010035","1","","91301","","run","106411","3","","",""
"1913010036","0","","91301","0","run_checkpoint","100","3","1","0","idle"
"1913010037","0","","91301","0","run_checkpoint","110","3","1","0","idle"
"1913010038","-50","","91301","","-150","105811","2","11","","2.5"
"1913010039","-70","","91301","","-290","105911","2","11","","2.5"
"1913010040","-50","","91301","","-420","106011","2","11","","2.5"
"1913010041","-70","","91301","","-560","106411","2","11","","2.5"
"1913010042","","","91301","","1","20021","32","","",""
"1913010043","","","91301","","1","20022","32","","",""
"1913010044","","","91301","","1","20023","32","","",""
"1913010045","","","91301","","1","20024","32","","",""
"1913010046","-50","","91301","","-150","20021","33","11","","2.5"
"1913010047","-70","","91301","","-290","20022","33","11","","2.5"
"1913010048","-50","","91301","","-420","20023","33","11","","2.5"
"1913010049","-70","","91301","","-560","20024","33","11","","2.5"
"1913010050","-276","","91301","","-100","100","2","11","","2.5"
"1913010051","-276","","91301","","-100","110","2","11","","2.5"
"1913010052","","","91301","","0","2.1","93","","",""
"1913010053","0","","91301","","0","62","140","","",""
"1913010054","","","91301","","1","19","32","","",""
"1913010055","","","91301","","0","0.4","93","","",""
"1913010056","0","","91301","0.3","gakkari","105811","3","","",""
"1913010057","0","","91301","0.3","gakkari","105911","3","","",""
"1913010058","0","","91301","0.3","gakkari","106011","3","","",""
"1913010059","0","","91301","0.3","gakkari","106411","3","","",""
"1913010060","","","91301","","0","0.9","93","","",""
"1913010061","0","","91301","0.1","doya_loop_in","11","3","1","","doya_loop"
"1913010062","0","","91301","0.1","doya_loop_in","12","3","1","","doya_loop"
"1913010063","0","","91301","0.1","doya_loop_in","13","3","1","","doya_loop"
"1913010064","","","91301","","0","2.9","93","","",""
"1913010065","","","91301","","","1913010066","101","","",""
"1913010066","","","91301","","bgm_MC103","bgm_MC103","25","","",""
"1913010067","","","91301","","0","20021","32","","",""
"1913010068","","","91301","","0","20022","32","","",""
"1913010069","","","91301","","0","20023","32","","",""
"1913010070","","","91301","","0","20024","32","","",""
"1913010071","","","91301","","","1","113","","",""
"1913010072","","","91301","","0","0.3","93","","",""
"1913010073","","","91301","","1","11","32","","",""
"1913010074","","","91301","","0","0.4","93","","",""
"1913010075","","","91301","","0","19","32","","",""
"1913010076","","","91301","","0","0","32","","",""
"1913010077","","","91301","","0","912000","32","","",""
"1913010078","1","","91301","0","1","105811","6","0","0","1"
"1913010079","1","","91301","0","1","105911","6","0","0","1"
"1913010080","1","","91301","0","1","106011","6","0","0","1"
"1913010081","1","","91301","0","1","106411","6","0","0","1"
"1913010082","1","","91301","0","1","100","6","0","0","1"
"1913010083","1","","91301","0","1","110","6","0","0","1"
"1913010084","1","","91301","0","1","11","6","0","0","1"
"1913010085","1","","91301","0","1","12","6","0","0","1"
"1913010086","1","","91301","0","1","13","6","0","0","1"
"1913010087","1","","91301","0","1","200","6","0","0","1"
"1913010088","","","91301","","","0","91","","",""
"1914010001","62","empty","91401","1","105811","1","1","-34","0","0"
"1914010002","66","empty","91401","1","105911","1","1","-34","0","0"
"1914010003","64","empty","91401","1","106011","1","1","-34","0","0"
"1914010004","65","empty","91401","1","106411","1","1","-34","0","0"
"1914010005","52","empty","91401","1","118511","1","1","-34","0","0"
"1914010006","58","idle","91401","0.4","100","100","5","-266","1","-1085"
"1914010007","56","idle","91401","0.4","110","110","5","-266","1","-1085"
"1914010008","0","","91401","0","40","904000","31","1","","0"
"1914010009","0","","91401","0","41","904001","31","1","","0"
"1914010010","0","","91401","0","42","904002","31","1","","0"
"1914010011","-300","","91401","0","0","911000","31","1","","0"
"1914010012","0","","91401","0","1","900002","31","1","","0"
"1914010013","0","","91401","0","2","900002","31","1","","0"
"1914010014","0","","91401","0","3","900002","31","1","","0"
"1914010015","-1085","","91401","0","4","900004","31","1","","-266"
"1914010016","0","","91401","0","5","900005","31","1","","0"
"1914010017","0","","91401","0","9","900009","31","1","","-34"
"1914010018","","","91401","","0","0","91","","",""
"1914010019","","","91401","","1","1","32","","",""
"1914010020","","","91401","","0","0.4","93","","",""
"1914010021","","","91401","","1","40","32","","",""
"1914010022","","","91401","","1","41","32","","",""
"1914010023","","","91401","","1","42","32","","",""
"1914010024","0","","91401","","se_caravan_section_skip","se_caravan","23","","",""
"1914010025","0","","91401","","vo_caravan_onigiriskip","vo_caravan","21","","",""
"1914010026","-266","","91401","","240","100","2","11","","0"
"1914010027","-266","","91401","","240","110","2","11","","0"
"1914010028","1","","91401","","skip","100","3","","",""
"1914010029","1","","91401","","skip","110","3","","",""
"1914010030","","","91401","","0","2.2","93","","",""
"1914010031","","","91401","","1","2","32","","",""
"1914010032","","","91401","","0","0.4","93","","",""
"1914010033","","","91401","","0","40","32","","",""
"1914010034","","","91401","","0","41","32","","",""
"1914010035","","","91401","","0","42","32","","",""
"1914010036","-266","","91401","","-1085","100","2","11","","0"
"1914010037","-266","","91401","","-1085","110","2","11","","0"
"1914010038","","","91401","","1","0","32","","",""
"1914010039","","","91401","","1","9","32","","",""
"1914010040","1","","91401","0","checkpoint_karin_idle","118511","3","","",""
"1914010041","","","91401","","","0.5","26","","",""
"1914010042","0","","91401","","se_caravan_goal_amb_gehena","se_caravan","23","","",""
"1914010043","","","91401","","0","0.9","93","","",""
"1914010044","0","","91401","","se_caravan_goal_onigiri","se_caravan","23","","",""
"1914010045","","","91401","","0","0.5","93","","",""
"1914010046","0","","91401","0","run_checkpoint","100","3","1","0","idle"
"1914010047","0","","91401","0","run_checkpoint","110","3","1","0","idle"
"1914010048","","","91401","","1","4","32","","",""
"1914010049","-276","","91401","","67","100","2","11","","2.5"
"1914010050","-276","","91401","","67","110","2","11","","2.5"
"1914010051","-276","","91401","","67","4","33","11","","2.5"
"1914010052","","","91401","","0","2","93","","",""
"1914010053","0","","91401","","se_caravan_goal_chara_appear","se_caravan","23","","",""
"1914010054","0","","91401","0","checkpoint_peko_in","105811","3","1","0","checkpoint_peko_loop"
"1914010055","0","","91401","0","checkpoint_kokkoro_in","105911","3","1","0","checkpoint_kokkoro_loop"
"1914010056","0","","91401","0","checkpoint_kyaru_in","106011","3","1","0","checkpoint_kyaru_loop"
"1914010057","0","","91401","0","checkpoint_shefy_in","106411","3","1","0","checkpoint_shefy_loop"
"1914010058","0","","91401","","0","6","140","","",""
"1914010059","","","91401","","0","1.6","93","","",""
"1914010060","0","","91401","","se_caravan_goal_arrival_gehenna","se_caravan","23","","",""
"1914010061","","","91401","","1","5","32","","",""
"1914010062","1","","91401","0.2","checkpoint_karin_clap","118511","3","","",""
"1914010063","","","91401","","0","3","93","","",""
"1914010064","","","91401","","","1914010065","101","","",""
"1914010065","","","91401","","bgm_MC103","bgm_MC103","25","","",""
"1914010066","","","91401","","0","4","32","","",""
"1914010067","","","91401","","","1","113","","",""
"1914010068","","","91401","","0","0.3","93","","",""
"1914010069","","","91401","","1","3","32","","",""
"1914010070","","","91401","","0","0.4","93","","",""
"1914010071","1","","91401","0","1","100","6","0","0","1"
"1914010072","1","","91401","0","1","110","6","0","0","1"
"1914010073","","","91401","","0","0","32","","",""
"1914010074","","","91401","","0","5","32","","",""
"1914010075","","","91401","","0","9","32","","",""
"1914010076","1","","91401","0","1","105811","6","0","0","1"
"1914010077","1","","91401","0","1","105911","6","0","0","1"
"1914010078","1","","91401","0","1","106011","6","0","0","1"
"1914010079","1","","91401","0","1","106411","6","0","0","1"
"1914010080","1","","91401","0","1","118511","6","0","0","1"
"1914010081","","","91401","","","0","91","","",""
"1921010001","62","empty","92101","1","105811","1","1","-34","0","0"
"1921010002","66","empty","92101","1","105911","1","1","-34","0","0"
"1921010003","64","empty","92101","1","106011","1","1","-34","0","0"
"1921010004","65","empty","92101","1","106411","1","1","-34","0","0"
"1921010005","52","empty","92101","1","118511","1","1","-34","0","0"
"1921010006","58","idle","92101","0.4","100","100","5","-266","1","-1085"
"1921010007","56","idle","92101","0.4","110","110","5","-266","1","-1085"
"1921010008","-300","","92101","0","0","921000","31","1","","0"
"1921010009","0","","92101","0","1","900001","31","1","","0"
"1921010010","0","","92101","0","2","900002","31","1","","0"
"1921010011","-1085","","92101","0","4","900004","31","1","","-266"
"1921010012","0","","92101","0","5","900005","31","1","","0"
"1921010013","0","","92101","0","9","900009","31","1","","-34"
"1921010014","","","92101","","0","0","91","","",""
"1921010015","","","92101","","1","1","32","","",""
"1921010016","","","92101","","0","0.7","93","","",""
"1921010017","","","92101","","1","0","32","","",""
"1921010018","","","92101","","1","9","32","","",""
"1921010019","1","","92101","0","checkpoint_karin_idle","118511","3","","",""
"1921010020","","","92101","","","0.5","26","","",""
"1921010021","0","","92101","","se_caravan_goal_amb_niflhel","se_caravan","23","","",""
"1921010022","","","92101","","0","0.9","93","","",""
"1921010023","0","","92101","","se_caravan_goal_onigiri","se_caravan","23","","",""
"1921010024","","","92101","","0","0.5","93","","",""
"1921010025","0","","92101","0","run_checkpoint","100","3","1","0","idle"
"1921010026","0","","92101","0","run_checkpoint","110","3","1","0","idle"
"1921010027","","","92101","","1","4","32","","",""
"1921010028","-276","","92101","","67","100","2","11","","2.5"
"1921010029","-276","","92101","","67","110","2","11","","2.5"
"1921010030","-276","","92101","","67","4","33","11","","2.5"
"1921010031","","","92101","","0","2","93","","",""
"1921010032","0","","92101","","se_caravan_goal_chara_appear","se_caravan","23","","",""
"1921010033","0","","92101","0","checkpoint_peko_in","105811","3","1","0","checkpoint_peko_loop"
"1921010034","0","","92101","0","checkpoint_kokkoro_in","105911","3","1","0","checkpoint_kokkoro_loop"
"1921010035","0","","92101","0","checkpoint_kyaru_in","106011","3","1","0","checkpoint_kyaru_loop"
"1921010036","0","","92101","0","checkpoint_shefy_in","106411","3","1","0","checkpoint_shefy_loop"
"1921010037","0","","92101","","0","6","140","","",""
"1921010038","","","92101","","0","1.6","93","","",""
"1921010039","0","","92101","","se_caravan_goal_arrival_niflhel","se_caravan","23","","",""
"1921010040","","","92101","","1","5","32","","",""
"1921010041","1","","92101","0.2","checkpoint_karin_clap","118511","3","","",""
"1921010042","","","92101","","0","3","93","","",""
"1921010043","","","92101","","","1921010044","101","","",""
"1921010044","","","92101","","bgm_MC211","bgm_MC211","25","","",""
"1921010045","","","92101","","0","4","32","","",""
"1921010046","","","92101","","","1","113","","",""
"1921010047","","","92101","","0","0.3","93","","",""
"1921010048","","","92101","","1","2","32","","",""
"1921010049","","","92101","","0","0.4","93","","",""
"1921010050","1","","92101","0","1","100","6","0","0","1"
"1921010051","1","","92101","0","1","110","6","0","0","1"
"1921010052","","","92101","","0","0","32","","",""
"1921010053","","","92101","","0","5","32","","",""
"1921010054","","","92101","","0","9","32","","",""
"1921010055","1","","92101","0","1","105811","6","0","0","1"
"1921010056","1","","92101","0","1","105911","6","0","0","1"
"1921010057","1","","92101","0","1","106011","6","0","0","1"
"1921010058","1","","92101","0","1","106411","6","0","0","1"
"1921010059","1","","92101","0","1","118511","6","0","0","1"
"1921010060","","","92101","","","0","91","","",""
"1921020001","62","empty","92102","1","105811","1","1","-34","0","0"
"1921020002","66","empty","92102","1","105911","1","1","-34","0","0"
"1921020003","64","empty","92102","1","106011","1","1","-34","0","0"
"1921020004","64","empty","92102","1","106411","1","1","-34","0","0"
"1921020005","52","empty","92102","1","118511","1","1","-34","0","0"
"1921020006","54","empty","92102","1","900000","900000","5","-34","0","0"
"1921020007","1","","92102","0","1","105811","6","1","0","1"
"1921020008","1","","92102","0","1","105911","6","1","0","1"
"1921020009","1","","92102","0","1","106011","6","1","0","1"
"1921020010","1","","92102","0","1","106411","6","1","0","1"
"1921020011","1","","92102","0","1","118511","6","1","0","1"
"1921020012","-34","","92102","0","0","105811","2","1","0","0"
"1921020013","-34","","92102","0","0","105911","2","1","0","0"
"1921020014","-34","","92102","0","0","106011","2","1","0","0"
"1921020015","-34","","92102","0","0","106411","2","1","0","0"
"1921020016","-250","","92102","1","921001","921001","31","1","","0"
"1921020017","0","","92102","0","900002","900002","31","1","","0"
"1921020018","0","","92102","0","900003","900003","31","1","","0"
"1921020019","0","","92102","0","900006","900006","31","1","","0"
"1921020020","0","","92102","0","900008","900008","31","1","","0"
"1921020021","","","92102","","0","0","91","","",""
"1921020022","1","","92102","0","treasure_peko","105811","3","","",""
"1921020023","1","","92102","0","treasure_kokkoro","105911","3","","",""
"1921020024","1","","92102","0","treasure_kyaru","106011","3","","",""
"1921020025","1","","92102","0","treasure_shefy","106411","3","","",""
"1921020026","0","","92102","0","treasure_karin_normal","118511","3","","",""
"1921020027","0","","92102","0","treasure_karin_normal","900000","3","","",""
"1921020028","","","92102","","1","900006","32","","",""
"1921020029","","","92102","","1","900008","32","","",""
"1921020030","","","92102","","0","0.4","93","","",""
"1921020031","0","","92102","","0","7","140","","",""
"1921020032","","","92102","","0","3.9","93","","",""
"1921020033","","","92102","","","1921020035","101","","",""
"1921020034","","","92102","","0","900006","32","","",""
"1921020035","1","","92102","0.1","","2","113","0","0","1"
"1921020036","","","92102","","0","0.2","93","","",""
"1921020037","","","92102","","1","900003","32","","",""
"1921020038","","","92102","","0","0.2","93","","",""
"1921020039","","","92102","","0","921001","32","","",""
"1921020040","","","92102","","0","900006","32","","",""
"1921020041","1","","92102","0","1","105811","6","0","0","1"
"1921020042","1","","92102","0","1","105911","6","0","0","1"
"1921020043","1","","92102","0","1","106011","6","0","0","1"
"1921020044","1","","92102","0","1","106411","6","0","0","1"
"1921020045","1","","92102","0","1","118511","6","0","0","1"
"1921020046","1","","92102","0","1","900000","6","0","0","1"
"1921020047","","","92102","","0","0.1","93","","",""
"1921030001","62","empty","92103","1","105811","1","1","-34","0","0"
"1921030002","66","empty","92103","1","105911","1","1","-34","0","0"
"1921030003","64","empty","92103","1","106011","1","1","-34","0","0"
"1921030004","64","empty","92103","1","106411","1","1","-34","0","0"
"1921030005","52","empty","92103","1","118511","1","1","-34","0","0"
"1921030006","54","empty","92103","1","900000","900000","5","-34","0","0"
"1921030007","1","","92103","0","1","105811","6","1","0","1"
"1921030008","1","","92103","0","1","105911","6","1","0","1"
"1921030009","1","","92103","0","1","106011","6","1","0","1"
"1921030010","1","","92103","0","1","106411","6","1","0","1"
"1921030011","1","","92103","0","1","118511","6","1","0","1"
"1921030012","-34","","92103","0","0","105811","2","1","0","0"
"1921030013","-34","","92103","0","0","105911","2","1","0","0"
"1921030014","-34","","92103","0","0","106011","2","1","0","0"
"1921030015","-34","","92103","0","0","106411","2","1","0","0"
"1921030016","-250","","92103","1","921001","921001","31","1","","0"
"1921030017","0","","92103","0","900002","900002","31","1","","0"
"1921030018","0","","92103","0","900003","900003","31","1","","0"
"1921030019","0","","92103","0","900007","900007","31","1","","0"
"1921030020","0","","92103","0","900008","900008","31","1","","0"
"1921030021","","","92103","","0","0","91","","",""
"1921030022","1","","92103","0","treasure_peko","105811","3","","",""
"1921030023","1","","92103","0","treasure_kokkoro","105911","3","","",""
"1921030024","1","","92103","0","treasure_kyaru","106011","3","","",""
"1921030025","1","","92103","0","treasure_shefy","106411","3","","",""
"1921030026","0","","92103","0","treasure_karin_rare","118511","3","","",""
"1921030027","0","","92103","0","treasure_karin_rare","900000","3","","",""
"1921030028","","","92103","","1","900007","32","","",""
"1921030029","","","92103","","1","900008","32","","",""
"1921030030","","","92103","","0","0.4","93","","",""
"1921030031","0","","92103","","0","7","140","","",""
"1921030032","","","92103","","0","2.2","93","","",""
"1921030033","0","","92103","","vo_caravan_118501_appraise_001","vo_caravan","21","","","0"
"1921030034","","","92103","","0","2.7","93","","",""
"1921030035","","","92103","","","1921030037","101","","",""
"1921030036","","","92103","","0","900007","32","","",""
"1921030037","1","","92103","0.1","","2","113","0","0","1"
"1921030038","","","92103","","0","0.2","93","","",""
"1921030039","","","92103","","1","900003","32","","",""
"1921030040","","","92103","","0","0.2","93","","",""
"1921030041","","","92103","","0","921001","32","","",""
"1921030042","","","92103","","0","900007","32","","",""
"1921030043","","","92103","","0","900008","32","","",""
"1921030044","1","","92103","0","1","105811","6","0","0","1"
"1921030045","1","","92103","0","1","105911","6","0","0","1"
"1921030046","1","","92103","0","1","106011","6","0","0","1"
"1921030047","1","","92103","0","1","106411","6","0","0","1"
"1921030048","1","","92103","0","1","118511","6","0","0","1"
"1921030049","1","","92103","0","1","900000","6","0","0","1"
"1921030050","","","92103","","0","0.1","93","","",""
"1922010001","62","empty","92201","1","105811","1","1","-34","0","0"
"1922010002","66","empty","92201","1","105911","1","1","-34","0","0"
"1922010003","64","empty","92201","1","106011","1","1","-34","0","0"
"1922010004","65","empty","92201","1","106411","1","1","-34","0","0"
"1922010005","58","idle","92201","0.4","100","100","5","-266","1","-1085"
"1922010006","56","idle","92201","0.4","110","110","5","-266","1","-1085"
"1922010007","52","empty","92201","1","118511","1","1","-34","0","0"
"1922010008","62","empty","92201","0.64","11","14","5","-300","0","-800"
"1922010009","64","empty","92201","0.64","12","15","5","-300","0","-1120"
"1922010010","66","empty","92201","0.64","13","16","5","-320","0","-970"
"1922010011","58","empty","92201","0.75","200","200","5","-250","1","-1120"
"1922010012","-300","","92201","0","0","921000","31","1","","0"
"1922010013","0","","92201","0","10","900001","31","1","","0"
"1922010014","0","","92201","0","11","900002","31","1","","0"
"1922010015","-1085","","92201","0","12","900004","31","1","","-266"
"1922010016","0","","92201","0","13","900005","31","1","","0"
"1922010017","-600","","92201","0","18","900011","31","1","","0"
"1922010018","0","","92201","0","17","900009","31","1","","-34"
"1922010019","0","","92201","0","912001","912001","31","1","","0"
"1922010020","","","92201","","0","0","91","","",""
"1922010021","","","92201","","1","10","32","","",""
"1922010022","","","92201","","0","0.7","93","","",""
"1922010023","","","92201","","1","0","32","","",""
"1922010024","","","92201","","1","17","32","","",""
"1922010025","1","","92201","0","checkpoint_karin_idle","118511","3","","",""
"1922010026","","","92201","","","0.5","26","","",""
"1922010027","0","","92201","","se_caravan_goal_amb_niflhel","se_caravan","23","","",""
"1922010028","0","","92201","","se_caravan_goal_onigiri","se_caravan","23","","",""
"1922010029","","","92201","","0","0.5","93","","",""
"1922010030","0","","92201","0","run_checkpoint","100","3","1","0","idle"
"1922010031","0","","92201","0","run_checkpoint","110","3","1","0","idle"
"1922010032","","","92201","","1","12","32","","",""
"1922010033","-276","","92201","","67","100","2","11","","2.5"
"1922010034","-276","","92201","","67","110","2","11","","2.5"
"1922010035","-276","","92201","","67","12","33","11","","2.5"
"1922010036","","","92201","","0","2","93","","",""
"1922010037","0","","92201","","se_caravan_goal_chara_appear","se_caravan","23","","",""
"1922010038","0","","92201","0","checkpoint_peko_in","105811","3","1","0","checkpoint_peko_loop"
"1922010039","0","","92201","0","checkpoint_kokkoro_in","105911","3","1","0","checkpoint_kokkoro_loop"
"1922010040","0","","92201","0","checkpoint_kyaru_in","106011","3","1","0","checkpoint_kyaru_loop"
"1922010041","0","","92201","0","checkpoint_shefy_in","106411","3","1","0","checkpoint_shefy_loop"
"1922010042","0","","92201","","0","6","140","","",""
"1922010043","","","92201","","0","1.6","93","","",""
"1922010044","0","","92201","","se_caravan_goal_arrival_niflhel","se_caravan","23","","",""
"1922010045","","","92201","","1","13","32","","",""
"1922010046","1","","92201","0.2","checkpoint_karin_clap","118511","3","","",""
"1922010047","","","92201","","0","2.6","93","","",""
"1922010048","0","","92201","","-600","11","33","3","","1"
"1922010049","1","","92201","3","0","600","121","1","","1"
"1922010050","0","","92201","","se_caravan_goal_bandy_appear","se_caravan","23","","",""
"1922010051","0","","92201","","run_gakkari","11","3","","",""
"1922010052","0","","92201","","run_gakkari","12","3","","",""
"1922010053","0","","92201","","run_gakkari","13","3","","",""
"1922010054","0","","92201","","run_gakkari","200","3","1","0.1","idle"
"1922010055","","","92201","","1","912001","32","","",""
"1922010056","","","92201","","0","0.4","93","","",""
"1922010057","1","","92201","0.1","checkpoint_peko_loop_r","105811","3","","",""
"1922010058","1","","92201","0.1","checkpoint_kokkoro_loop_r","105911","3","","",""
"1922010059","1","","92201","0.1","checkpoint_kyaru_loop_r","106011","3","","",""
"1922010060","1","","92201","0.1","checkpoint_shefy_loop_r","106411","3","","",""
"1922010061","0","","92201","","0","61","140","","",""
"1922010062","","","92201","","0","0.1","93","","",""
"1922010063","","","92201","","1","18","32","","",""
"1922010064","","","92201","","0","3.7","93","","",""
"1922010065","","","92201","","","1922010066","101","","",""
"1922010066","","","92201","","bgm_MC211","bgm_MC211","25","","",""
"1922010067","","","92201","","0","12","32","","",""
"1922010068","","","92201","","0","912001","32","","",""
"1922010069","","","92201","","","1","113","","",""
"1922010070","","","92201","","0","0.3","93","","",""
"1922010071","","","92201","","1","11","32","","",""
"1922010072","","","92201","","0","0.4","93","","",""
