801cf61fa9a310acfb9925ee8c95bf8be8f04943dce8d4bf488d2a459e95b85e,d2e605415f139beca30a695d0e6ef992aba01cb085c41d5cbb1e726487ea54aa,316ff06080f702f81425406d4a8b544fb06480f65ef1662b0858e9d6e63937db,3f45154b3679c3152c433c5d36a967b27b26222ea0d74988bbf3e03d79c4231e,2dab1efce72b38559e29f2b3ce52e8c6881a89e22b1b6caeeb39bfa72cd59f50
"boss_tp_down_cut","610","92501110","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","611","92501110","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","612","92501110","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","613","92501110","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","614","92501120","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","615","92501120","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","616","92501120","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","617","92501120","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","618","92501120","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","619","92501120","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","620","92501120","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","621","92501130","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","622","92501130","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","623","92501130","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","624","92501130","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","625","92501130","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","626","92501130","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","627","92501130","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","628","92501140","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","629","92501140","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","630","92501140","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","631","92501140","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","632","92501140","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","633","92501140","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","634","92501140","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","635","92501210","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","636","92501210","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","637","92501210","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","638","92501210","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","639","92501210","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","640","92501210","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","641","92501210","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","642","92501220","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","643","92501220","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","644","92501220","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","645","92501220","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","646","92501220","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","647","92501220","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","648","92501220","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","649","92501230","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","650","92501230","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","651","92501230","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","652","92501230","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","653","92501230","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","654","92501230","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","655","92501230","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","656","92501240","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","657","92501240","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","658","92501240","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","659","92501240","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","660","92501240","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","661","92501240","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","662","92501240","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","663","92501310","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","664","92501310","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","665","92501310","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","666","92501310","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","667","92501310","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","668","92501310","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","669","92501310","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","670","92501320","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","671","92501320","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","672","92501320","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","673","92501320","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","674","92501320","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","675","92501320","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","676","92501320","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","677","92501330","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","678","92501330","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","679","92501330","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","680","92501330","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","681","92501330","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","682","92501330","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","683","92501330","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"16","684","92501340","闇屬性獎勵特大幅度提升","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","685","92501340","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","686","92501340","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","687","92501340","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","688","92501340","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","689","92501340","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","690","92501340","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","691","92414010","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","692","92414010","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","693","92414010","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","694","92414010","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","695","92414010","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","696","92414020","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","697","92414020","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","698","92414020","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","699","92414020","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","700","92414020","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","701","92414030","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","702","92414030","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","703","92414030","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","704","92414030","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","705","92414030","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","706","92414110","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","707","92414110","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","708","92414110","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","709","92414110","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","710","92414110","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","711","92414110","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","712","92414110","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","713","92414120","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","714","92414120","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","715","92414120","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","716","92414120","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","717","92414120","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","718","92414120","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","719","92414120","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","720","92414130","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","721","92414130","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","722","92414130","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","723","92414130","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","724","92414130","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","725","92414130","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","726","92414130","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","727","92414140","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","728","92414140","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","729","92414140","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","730","92414140","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","731","92414140","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","732","92414140","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","733","92414140","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","734","92414210","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","735","92414210","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","736","92414210","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","737","92414210","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","738","92414210","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","739","92414210","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","740","92414210","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","741","92414220","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","742","92414220","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","743","92414220","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","744","92414220","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","745","92414220","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","746","92414220","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","747","92414220","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","748","92414230","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","749","92414230","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","750","92414230","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","751","92414230","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","752","92414230","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","753","92414230","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","754","92414230","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","755","92414240","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","756","92414240","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","757","92414240","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","758","92414240","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","759","92414240","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","760","92414240","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","761","92414240","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","762","92414310","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","763","92414310","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","764","92414310","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","765","92414310","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","766","92414310","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","767","92414310","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","768","92414310","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","769","92414320","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","770","92414320","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","771","92414320","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","772","92414320","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","773","92414320","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","774","92414320","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","775","92414320","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","776","92414330","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","777","92414330","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","778","92414330","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","779","92414330","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","780","92414330","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","781","92414330","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","782","92414330","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"13","783","92414340","水屬性獎勵特大幅度提升","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","784","92414340","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","785","92414340","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","786","92414340","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","787","92414340","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","788","92414340","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","789","92414340","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","790","92415010","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","791","92415010","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","792","92415010","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","793","92415010","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","794","92415010","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","795","92415020","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","796","92415020","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","797","92415020","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","798","92415020","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","799","92415020","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","800","92415030","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","801","92415030","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","802","92415030","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"17","803","92415030","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","804","92415030","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","805","92415110","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","806","92415110","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","807","92415110","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"boss_tp_down_cut","808","92415110","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"18","809","92415110","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"17","810","92415110","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"9","811","92415110","降低HP吸收","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"14","812","92415120","風屬性獎勵特大幅度提升","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"boss_def_lower_limit","813","92415120","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"boss_magic_def_lower_limit","814","92415120","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
