194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"3","大吉嶺紅茶","6","0","2","5155","6","22823","32005","33590","這個的名稱是什麼？","","十分受歡迎的紅茶品種。和「烏巴紅茶」、「祁門紅茶」齊名，被譽為「世界三大紅茶」。","23994","5","21513","6","大吉嶺紅茶","6","6"
"2","格雷伯爵茶","6","0","2","5156","6","26684","29237","33590","這個的名稱是什麼？","","受大眾歡迎的一種紅茶，也常是製作點心的食材。含有「伯爵」的意思。","20271","5","38647","6","格雷伯爵茶","6","6"
"2","阿薩姆紅茶","6","0","2","5157","6","38463","32005","33590","這個的名稱是什麼？","","紅茶的一種。帶有淡淡的麥芽香、玫瑰香。","22982","5","34217","6","阿薩姆紅茶","6","6"
"2","恩格爾定律","6","0","2","5158","6","24681","23450","24459","這個的名稱是什麼？","","意指家庭支出總額中，「伙食費」所占的比例。","29246","5","26684","6","恩格爾定律","6","6"
"2","高尿酸血症","6","0","2","5159","6","39640","34880","30151","這個的名稱是什麼？","","血中尿酸過多的□□□□□，會增加痛風的風險。","37240","5","23615","6","高尿酸血症","6","6"
"2","台茶18號","6","0","2","5160","1","21488","56","34399","這個的名稱是什麼？","","紅茶的一種。在地野生種臺灣山茶與緬甸大葉種紅茶配種而成，茶色偏紅。又稱為「紅玉」","49","5","33590","1","台茶18號","6","6"
"3","錫蘭烏巴茶","6","0","2","5161","6","37675","24052","33590","這個的名稱是什麼？","錫蘭烏巴茶","紅茶的一種。帶有樹、草與苔的中性香氣，最適合調製奶茶。","28879","5","34349","6","錫蘭烏巴茶","6","6"
"3","東方美人茶","6","0","2","5162","6","26481","20154","33590","這個的名稱是什麼？","","茶類之一。有濃濃的蜂蜜香、熟果味。顏色是橙紅色。","32654","5","26041","6","東方美人茶","6","6"
"2","過敏性鼻炎","6","0","2","5163","6","36942","40763","28814","這個的名稱是什麼？","","又稱為「花粉症」。","24615","5","25935","6","過敏性鼻炎","6","6"
"2","彈性工時制","6","0","2","5164","6","24392","26178","21046","這個的名稱是什麼？","","不同於以往在固定時段工作的形式，可以自由決定上下班時間的工作制度。","24037","5","24615","6","彈性工時制","6","6"
"2","日式和風醬","6","0","2","5165","6","26085","39080","37292","這個的名稱是什麼？","","沙拉醬之一，醬油為基底，除了加上果糖、洋蔥、糖之外，額外還會加上鹽巴，使得鈉含量偏高。","21644","5","24335","6","日式和風醬","6","6"
"2","Salsa","3","0","2","5166","3","83","115","97","這個的名稱是什麼？","","「莎莎醬」的英文。","108","5","97","3","Salsa","3","2"
"1","Ketchup","3","0","2","5167","3","75","99","104","這個的名稱是什麼？","Ketchup","「番茄醬」的英文。","116","5","101","3","Ketch","3","2"
"1","反式脂肪酸","6","0","2","5168","6","21453","32938","37240","這個的名稱是什麼？","","人造奶油因生產過程經氫化後會產生□□□□□，容易增加心臟病與糖尿病等機率。","33026","5","24335","6","反式脂肪酸","6","6"
"3","糖、鹽、醋、醬油、味精","6","0","2","5169","6","31958","37292","27833","這個的名稱是什麼？","糖、鹽、醋、醬油、味精","料理的「基本調味料」，其使用順序為何？","37259","5","40573","6","糖鹽醋醬油","6","6"
"1","自助餐=Buffet  吃到飽=All-you-can-eat","3","0","2","5170","3","66","102","101","這個的名稱是什麼？","自助餐=Buffet  吃到飽=All-you-can-eat","","102","5","117","3","Buffet","3","2"
"3","吃到飽=All-you-can-eat","3","0","2","5171","3","108","97","116","這個的名稱是什麼？","吃到飽=All-you-can-eat","「吃到飽」的英文簡稱為「AYCE」，那全名為？","101","5","108","3","lleat","3","3"
"3","史高維爾指標","6","0","2","5172","6","39640","25351","27161","這個的名稱是什麼？","史高維爾指標","現今飲食界廣泛使用的辣度量度指標是：","29246","5","32173","6","高維爾指標","6","6"
"2","墨西哥綠番茄","6","0","2","5173","6","22696","30058","33540","這個的名稱是什麼？","墨西哥綠番茄","黏果酸漿，有著獨特的酸味，是墨西哥菜常用的佐料。又稱為？","21733","5","35199","6","墨西哥番茄","6","6"
"1","櫻花蝦炒飯","6","0","2","5174","6","27387","28818","39151","這個的名稱是什麼？","","經過炸什錦等方式料理後頗受歡迎的食用小蝦。身體是透明的粉紅色，再與飯一起炒可成為一道料理。","34662","5","33457","6","櫻花蝦炒飯","6","6"
"3","1910年6月19日","1","0","2","5175","1","49","49","57","這個的名稱是什麼？","1910年6月19日","美國為第一個設立父親節的國家，請問當時設立父親節的日期為？ ","54","5","48","1","10619","1","1"
"3","牧場莎莎醬","6","0","2","5176","6","29287","33678","37292","這個的名稱是什麼？","","以生番茄、各種辣椒、香料製成，為濃稠滑順的醬料，通常使用在熱菜上。","33678","5","22580","6","牧場莎莎醬","6","6"
"2","勇敢莎莎醬","6","0","2","5177","6","21191","33678","37292","這個的名稱是什麼？","","「狂野莎莎醬」是從西班牙馬德里變化出的莎莎醬，因為吃來很辣，又被稱為？","33678","5","25954","6","勇敢莎莎醬","6","6"
"2","酪梨莎莎醬","6","0","2","5178","6","37226","33678","37292","這個的名稱是什麼？","","以酪梨為主料的混醬(混醬是以紅辣椒為基底的墨西哥醬料形式)。","33678","5","26792","6","酪梨莎莎醬","6","6"
"3","芒果莎莎醬","6","0","2","5179","6","33426","33678","37292","這個的名稱是什麼？","","用酸度較高的芒果，搭配又辣又甜Tabasco辣椒醬的醬料。","33678","5","26524","6","芒果莎莎醬","6","6"
"3","番茄莎莎醬","6","0","2","5180","6","30058","33678","37292","這個的名稱是什麼？","","臺灣人熟悉的醬料，常用於開胃小點，會搭配白麵包。","33678","5","33540","6","番茄莎莎醬","6","6"
"3","巴薩米克醋","6","0","2","5181","6","24052","20811","37259","這個的名稱是什麼？","","是一種用葡萄榨汁熬煮，再進行醋化後的調味品，可使用在沙拉、醬汁，搭配肉類、海鮮類的餐點。","31859","5","34217","6","巴薩米克醋","6","6"
"2","柑橘莎莎醬","6","0","2","5182","6","26577","33678","37292","這個的名稱是什麼？","","用柳丁做基底的莎莎醬，酸甜清新，很適合拌入沙拉。","33678","5","27224","6","柑橘莎莎醬","6","6"
"1","最右側車道","6","0","2","5183","6","26368","36554","36947","這個的名稱是什麼？","","在高速公路上，外側車道是指主線車道中□□□□□。","20596","5","21491","6","最右側車道","6","6"
"2","纖瘦肌肉男","6","0","2","5184","6","32406","32905","30007","這個的名稱是什麼？","","意指「具有恰到好處的肌肉，低脂肪且結實的身材」的俗語。反義詞是「猩猩肌肉猛男」。","32908","5","30246","6","纖瘦肌肉男","6","6"
"1","最左側車道","6","0","2","5185","6","26368","36554","36947","這個的名稱是什麼？","","在高速公路上，內側車道是指主線車道中□□□□□。","20596","5","24038","6","最左側車道","6","6"
"2","同向三車道","6","0","2","5186","6","21516","36554","36947","這個的名稱是什麼？","","在高速公路上，中線車道是指□□□□□或五車道中之中間車道","19977","5","21521","6","同向三車道","6","6"
"2","鄰接外側車道之車道","6","0","2","5187","6","37168","20596","36554","這個的名稱是什麼？","鄰接外側車道之車道","在高速公路上，中外車道是指同向四車道或五車道中□□□□□道之車道。","22806","5","25509","6","鄰接外側車","6","6"
"1","小黃瓜壽司","6","0","2","5188","6","23567","22781","21496","這個的名稱是什麼？","","海苔壽司捲之一，中間捲有黃瓜。","29916","5","40643","6","小黃瓜壽司","6","6"
"2","鄰接內側車道之車道","6","0","2","5189","6","37168","20596","36554","這個的名稱是什麼？","鄰接內側車道之車道","在高速公路上，中內車道是指同向四車道或五車道中□□□□□道之車道。","20839","5","25509","6","鄰接內側車","6","6"
"3","匝道與主線車道之間","6","0","2","5190","6","21277","32218","36554","這個的名稱是什麼？","匝道與主線車道之間","在高速公路上，加速車道是指設於□□與□□□道之間，專供汽車由匝道駛入主線車道前加速之車道。","20027","5","36947","6","匝道主線車","6","6"
"3","二八蕎麥麵","6","0","2","5191","6","20108","40613","40629","這個的名稱是什麼？","","「蕎麥麵」的一種分類，將蕎麥麵粉與烏龍麵專用粉以2：8比例混製的蕎麥麵。","34126","5","20843","6","二八蕎麥麵","6","6"
"1","甲、乙、丙、丁、戊、己、庚……","6","0","2","5192","6","30002","19969","25098","這個的名稱是什麼？","甲、乙、丙、丁、戊、己、庚……","如果按照順序排列「地支」，最前面的五個是？","19993","5","20057","6","甲乙丙丁戊","6","6"
"3","子、丑、寅、卯、辰、巳、午、未、申……","6","0","2","5193","6","23376","21359","36784","這個的名稱是什麼？","子、丑、寅、卯、辰、巳、午、未、申……","如果按照順序排列「天干」，最前面的五個是？","23493","5","19985","6","子丑寅卯辰","6","6"
"1","可燃垃圾⇔不可燃垃圾","6","0","2","5194","6","19981","22403","22334","這個的名稱是什麼？","","","29123","5","21487","6","不可燃垃圾","6","6"
"3","駛離主線車道","6","0","2","5195","6","39387","32218","36554","這個的名稱是什麼？","駛離主線車道","在高速公路上，減速車道是指設於主線車道與匝道之間，專供汽車□□□□□道進入匝道前減速之車道。","20027","5","38626","6","駛離主線車","6","6"
"3","主線車道外側","6","0","2","5196","6","20027","36947","22806","這個的名稱是什麼？","主線車道外側","輔助車道是指設於□□□□□側，銜接相鄰兩交流道間加、減速車道，專供車輛進出高速公路及快速公路使用之車道。","36554","5","32218","6","主線車道外","6","6"
"2","高乘載車道","6","0","2","5197","6","39640","36554","36947","這個的名稱是什麼？","","在高速公路上，指專供特定車種或乘載一定人數以上之車輛行駛之車道。","36617","5","20056","6","高乘載車道","6","6"
"2","匝道構成立體相交","6","0","2","5198","6","21277","39636","30456","這個的名稱是什麼？","匝道構成立體相交","交流道指高速公路或快速公路與其他道路連接，以□□構成□□□交之部分。","31435","5","36947","6","匝道立體相","6","6"
"3","主線車道外側","6","0","2","5199","6","20027","36947","22806","這個的名稱是什麼？","主線車道外側","在高速公路上，爬坡道是指設於上坡路段□□□□□側，供爬坡時速低於最低速限之車輛行駛之車道。","36554","5","32218","6","主線車道外","6","6"
"2","中央分隔帶","6","0","2","5200","6","20013","38548","24118","這個的名稱是什麼？","","在高速公路上，指隔離雙向行車之中間界區。","20998","5","22830","6","中央分隔帶","6","6"
"2","大型重型機車","6","0","2","5201","6","22411","27231","36554","這個的名稱是什麼？","大型重型機車","哪一種機車是能行駛於高速公路與快速道路。","22411","5","37325","6","型重型機車","6","6"
"2","Rest area","3","0","2","5202","3","115","101","97","這個的名稱是什麼？","Rest area","「休息站」的英文。","114","5","116","3","strea","3","3"
"1","電動刮鬍刀","6","0","2","5203","6","38651","39693","20992","這個的名稱是什麼？","","刮鬍刀的一種。能節省時間，需要用到電才能使用。","21038","5","21205","6","電動刮鬍刀","6","6"
"2","Highway","3","0","2","5204","3","105","119","97","這個的名稱是什麼？","Highway","「高速公路」的英文。","104","5","103","3","ighwa","3","3"
"1","Breakfast","3","0","2","5205","3","66","97","107","這個的名稱是什麼？","Breakfast","「早餐」的英文。","101","5","114","3","Break","3","2"
"1","Lunch","3","0","2","5206","3","76","99","104","這個的名稱是什麼？","","「午餐」的英文。","110","5","117","3","Lunch","3","2"
"2","Egg roll","3","0","2","5207","3","69","114","111","這個的名稱是什麼？","Egg roll","「蛋餅」的英文。","103","5","103","3","Eggro","3","2"
"3","里士滿工商會","6","6020","1","5209","6","22763","21830","26371","這個的名稱是什麼？","里士滿工商會","隸屬「克蕾琪塔」的公會名稱是？","24037","5","28415","6","士滿工商會","6","6"
"3","Steamed bun","3","0","2","5211","3","83","97","109","這個的名稱是什麼？","Steamed bun","「饅頭」的英文。","101","5","116","3","Steam","3","2"
"2","Fried bread stick","3","0","2","5212","3","70","101","100","這個的名稱是什麼？","Fried bread stick","「油條」的英文。","105","5","114","3","Fried","3","2"
"2","Rice and peanut milk","3","0","2","5213","3","112","110","117","這個的名稱是什麼？","Rice and peanut milk","「米漿」的英文。","97","5","101","3","peanu","3","3"
"2","大家的遊戲桌","6","5214","1","5214","6","22823","25138","26700","這個的名稱是什麼？","大家的遊戲桌","可遊玩小遊戲的公會小屋家具。","36938","5","23478","6","大家遊戲桌","6","6"
"3","花凜的辦公桌","6","5215","1","5215","6","33457","20844","26700","這個的名稱是什麼？","花凜的辦公桌","「花凜」會製造出掃蕩券的公會小屋家具。","36774","5","20956","6","花凜辦公桌","6","6"
"3","頂級的龍尾關東煮","6","5216","1","5216","6","40845","26481","29038","這個的名稱是什麼？","頂級的龍尾關東煮","作為登頂「綠龍骸嶺」的證明，美食殿堂所獲得的料理兼公會小屋家具。","38364","5","23614","6","龍尾關東煮","6","6"
"3","雲海的魔物肉","6","5217","1","5217","6","38642","29289","32905","這個的名稱是什麼？","雲海的魔物肉","作為登頂「雲海山脈」的證明，美食殿堂所獲得的料理兼公會小屋家具。","39764","5","28023","6","雲海魔物肉","6","6"
"3","絕世好蛋與海量飯山","6","5218","1","5218","6","32085","37327","39151","這個的名稱是什麼？","絕世好蛋與海量飯山","作為登頂「毒瘴闇稜」的證明，美食殿堂所獲得的料理兼公會小屋家具。","28023","5","19990","6","絕世海量飯","6","6"
"3","Grilled squid","3","0","2","5219","3","115","105","100","這個的名稱是什麼？","Grilled squid","「魷魚串」的英文。","117","5","113","3","squid","3","3"
"2","可可蘿的錢包","6","5220","1","5220","6","21487","37666","21253","這個的名稱是什麼？","可可蘿的錢包","某位角色親手製作的公會小屋家具，可以儲存瑪那。","34367","5","21487","6","可可蘿錢包","6","6"
"3","新春金槍鮪釣起圖","6","5221","1","5221","6","26032","27085","39850","這個的名稱是什麼？","新春金槍鮪釣起圖","洋溢著振興大間鎮的希望，繪有釣起某大魚景象的海報。","37329","5","26149","6","新春金槍鮪","6","6"
"2","涼拌小黃瓜","6","0","2","5222","6","28092","40643","29916","這個的名稱是什麼？","","「Cucumber Salad 」的中文為：","23567","5","25292","6","涼拌小黃瓜","6","6"
"3","克莉絲提娜度假SPA","6","5223","1","5223","2","24230","80","65","這個的名稱是什麼？","克莉絲提娜度假SPA","克莉絲提娜所打造的SPA設備，不僅外觀華美，效果更是超群。","83","5","20551","2","度假SPA","2","6"
"2","Bacon root","3","0","2","5224","3","66","111","110","這個的名稱是什麼？","Bacon root","「培根串」的英文。","99","5","97","3","Bacon","3","2"
"1","世界運動會","6","0","2","6001","6","19990","21205","26371","全名是什麼？","世界運動會","又稱為世運會，每四年舉行一次，於每屆奧運一年後舉行，世運會沒有冬季項目。","36939","6","30028","6","世界運動會","6","6"
"1","兩棲類生物","6","0","2","6002","6","20841","29983","29289","這個的名稱是什麼？","","青蛙或蠑螈這類水陸兩棲的生物。","39006","6","26866","6","兩棲類生物","6","6"
"2","變態可疑分子","6","6003","1","6003","6","35722","30097","20998","左側的角色如何稱呼右邊的角色？","變態可疑分子","","21487","6","24907","6","變態可疑分","6","6"
"2","德蕾女的狂人","6","6004","1","6004","6","24503","29378","20154","這個的名稱是什麼？","德蕾女的狂人","疑似是月光學院的男同學用以指稱優妮之「恐怖」的用語。","22899","6","34174","6","德蕾女狂人","6","6"
"2","德蕾女的狂人","6","6005","1","6005","6","24503","29378","20154","這個的名稱是什麼？","德蕾女的狂人","疑似是月光學院的男同學用以指稱琪愛兒之「恐怖」的用語。","22899","6","34174","6","德蕾女狂人","6","6"
"2","德蕾女的狂人","6","6006","1","6006","6","24503","29378","20154","這個的名稱是什麼？","德蕾女的狂人","疑似是月光學院的男同學用以指稱克蘿依之「恐怖」的用語。","22899","6","34174","6","德蕾女狂人","6","6"
"2","可愛到爆的超強魔法少女","6","6007","1","6007","6","24375","23569","22899","這個的名稱是什麼？","可愛到爆的超強魔法少女","將「七七香」升到★5時\n可獲得的稱號。","27861","6","39764","6","強魔法少女","6","6"
"2","安第斯紅鶴","6","0","2","6008","6","23433","32005","40372","這個的名稱是什麼？","","紅鶴的一種。分布在安地斯山脈，羽毛是粉白色，腳是唯一一種有者黃色腳的紅鶴。","26031","6","31532","6","安第斯紅鶴","6","6"
"1","哺乳類動物","6","0","2","6009","6","21754","21205","29289","這個的名稱是什麼？","","犰狳屬於什麼類型的動物？","39006","6","20083","6","哺乳類動物","6","6"
"1","Goose","3","0","2","6010","3","71","115","101","這個的名稱是什麼？","","「鵝」的英文。","111","6","111","3","Goose","3","2"
"2","四川金絲猴","6","0","2","6012","6","22235","32114","29492","這個的名稱是什麼？","","一種猿類。他的肩及背部有長達30公分的親黃色長毛。","37329","6","24029","6","四川金絲猴","6","6"
"2","白掌長臂猿","6","0","2","6013","6","30333","33218","29503","這個的名稱是什麼？","","長臂猿分為：白臂長臂猿和？","38263","6","25484","6","白掌長臂猿","6","6"
"3","加拉帕戈斯象龜","6","0","2","6014","6","21152","25096","26031","這個的名稱是什麼？","加拉帕戈斯象龜","世界最大的陸龜。最高紀錄為身長6米，800斤重。","24085","6","25289","6","加拉帕戈斯","6","6"
"1","Kangaroo","3","0","2","6015","3","75","103","97","這個的名稱是什麼？","Kangaroo","「袋鼠」的英文。","110","6","97","3","Kanga","3","2"
"1","克蕾琪塔‧凱許","6","6020","1","6020","6","34174","20977","35377","這個的名稱是什麼？","克蕾琪塔‧凱許","【里士滿工商會】的公會長「克蕾琪塔」。全名叫作什麼？","22612","6","29738","6","蕾琪塔凱許","6","6"
"2","傲嬌的害羞女孩","6","6021","1","6021","6","20658","23475","32670","這個人是誰？","傲嬌的害羞女孩","將「依里」升到★5時\n可獲得的稱號。","30340","6","23308","6","傲嬌的害羞","6","6"
"1","Panda","3","0","2","6022","3","80","100","97","這個的名稱是什麼？","","「貓熊」的英文。","110","6","97","3","Panda","3","2"
"1","慈樂之音好棒棒武士","6","6024","1","6024","6","22909","27494","22763","這個人是誰？","慈樂之音好棒棒武士","琪愛兒身為「慈樂之音粉絲」的綽號。","26834","6","26834","6","好棒棒武士","6","6"
"2","疾風之冥姬","6","3002","1","6025","6","30142","20901","23020","這個的名稱是什麼？","疾風之冥姬","「杏奈」的綽號。","20043","6","39080","6","疾風之冥姬","6","6"
"2","你看，是媽媽哦～","6","6028","1","6028","6","20320","23229","23229","這上面寫著什麼？","你看，是媽媽哦～","將「美里」升到★5時可獲得的稱號。","26159","6","30475","6","你看是媽媽","6","6"
"2","百地希留耶","6","0","1","6041","6","30334","30041","32822","這個的名稱是什麼？","","「凱留」在夢境裡的姓名為？","24076","6","22320","6","百地希留耶","6","6"
"1","哀嘆之女神","6","6042","1","6042","6","21696","22899","31070","這個的名稱是什麼？","哀嘆之女神","活動「王都的名偵探 嘆息的追緝者」的Boss。","20043","6","22022","6","哀嘆之女神","6","6"
"2","衣之咲璃乃","6","0","1","6043","6","34915","29827","20035","這個的名稱是什麼？","衣之咲璃乃","「璃乃」在夢境裡的姓名為？","21682","6","20043","6","衣之咲璃乃","6","6"
"1","覺醒‧花心星","6","6044","1","6044","6","35258","24515","26143","這個的名稱是什麼？","覺醒‧花心星","活動「七夕劍客旅情譚 天際川流夏之戀」的Boss。","33457","6","37266","6","覺醒花心星","6","6"
"2","究極金槍鮪","6","6045","1","6045","6","31350","27085","39850","這個的名稱是什麼？","究極金槍鮪","活動「新春美食公主！　賭上關鍵一擲的少女們」的Boss。","37329","6","26997","6","究極金槍鮪","6","6"
"1","女王歌唱水母","6","6046","1","6046","6","22899","27700","27597","這個的名稱是什麼？","女王歌唱水母","活動「慈樂之音的夏日演唱會　Just a moment！」的Boss。","27468","6","29579","6","女王歌水母","6","6"
"1","反逆獸‧三重","6","6047","1","6047","6","21453","19977","37325","這個的名稱是什麼？","反逆獸‧三重","活動「魔法少女外傳　黑暗魔法★三人組！」的Boss。","29560","6","36870","6","反逆獸三重","6","6"
"2","成熟的淑女","6","6048","1","6048","6","25104","28113","22899","這個的名稱是什麼？","成熟的淑女","用以形容「美咲」是個什麼樣的女性的俗稱。裝成熟的感覺很可愛。","30340","6","29087","6","成熟的淑女","6","6"
"3","三線閉殼龜","6","0","2","6049","6","19977","27580","40860","這個的名稱是什麼？","","別名金錢龜、紅邊龜、金頭龜。","38281","6","32218","6","三線閉殼龜","6","6"
"2","迷你麝香龜","6","0","2","6050","6","36855","39321","40860","這個的名稱是什麼？","","世界上體型最小的烏龜。","40605","6","20320","6","迷你麝香龜","6","6"
"2","風之唱喚歌姬","6","0","2","6051","6","39080","27468","23020","這個的名稱是什麼？","風之唱喚歌姬","將「千歌」升到★5時可獲得的稱號。","21914","6","21809","6","風唱喚歌姬","6","6"
"2","紅樹林生態系","6","0","2","6052","6","32005","29983","24907","這個的名稱是什麼？","紅樹林生態系","生長在熱帶和亞熱帶部分水域的植物之總稱，會形成形狀非常獨特的根部，具有重要的生態功能。","26519","6","27193","6","紅樹林生態","6","6"
"1","自然紀念物","6","0","2","6053","6","33258","24565","29289","這個的名稱是什麼？","","作為學術性貴重資產而被保護的天然動植物、地質、礦物。例如信天翁和朱鷺等。","32000","6","28982","6","自然紀念物","6","6"
"2","僵硬性扁平足","6","0","2","6054","6","20725","25153","24179","這個的名稱是什麼？","僵硬性扁平足","扁平足分為兩種：柔軟性扁平足與？","24615","6","30828","6","僵硬性扁平","6","6"
"2","白翼的指揮官","6","6055","1","6055","6","30333","25582","23448","這是什麼？","白翼的指揮官","將「莫妮卡」升到★5時\n可獲得的稱號。","25351","6","32764","6","白翼指揮官","6","6"
"3","獨眼惡魔\n=One Eye Devil","3","6056","1","6056","3","68","105","108","這個的唸法是什麼？","獨眼惡魔=One Eye Devil","令地下社會聞之喪膽的「深月」的綽號。任誰也無法逃過她的獨眼。","118","6","101","3","Devil","3","2"
"3","收藏家（=Collector）","3","6057","1","6057","3","101","111","114","這個的唸法是什麼？","收藏家（=Collector）","「七七香」的綽號。源自於她會收集各式各樣魔法的習慣。","116","6","99","3","ector","3","3"
"3","蒼空的騎空士","6","6058","1","6058","6","33980","31354","22763","這個的唸法是什麼？","蒼空的騎空士","將「吉塔」升到★5時\n可獲得的稱號。","39438","6","31354","6","蒼空騎空士","6","6"
"2","笨蛋打架狂","6","6059","1","6059","6","31528","26550","29378","這個的名稱是什麼？","","「祈梨」在對「嘉夜」發火或嘲笑時的稱呼方式。","25171","6","34507","6","笨蛋打架狂","6","6"
"3","安達盧西亞馬（Andalucian）","6","0","2","6060","6","23433","35199","20126","這個的名稱是什麼？","安達盧西亞馬（Andalucian）","自十九世紀以來歐洲第一的馬，更是騎術學校的專用馬。","30439","6","36948","6","安達盧西亞","6","6"
"3","英育阿拉伯馬","6","0","2","6061","6","33521","25289","20271","這個的名稱是什麼？","英育阿拉伯馬","外貌上比較接近純血馬，擁有純血馬的體型和阿拉伯馬的耐力，具快跑能力。","38463","6","32946","6","英育阿拉伯","6","6"
"2","荷蘭溫血馬","6","0","2","6062","6","33655","34880","39340","這個的名稱是什麼？","","結合了兩種荷蘭本土馬種的混種馬。","28331","6","34349","6","荷蘭溫血馬","6","6"
"1","赫克力士大兜蟲","6","0","2","6063","6","36203","22763","20828","這個的名稱是什麼？","赫克力士大兜蟲","獨角仙當中體型最大的一種，超受孩子們喜愛的昆蟲。","21147","6","20811","6","赫克力士兜","6","6"
"2","半圓形頭冠","6","0","2","6064","6","21322","38957","20896","這個的名稱是什麼？","","冠龍的名字由來，是因為頭上有著？","24418","6","22291","6","半圓形頭冠","6","6"
"1","我是諾維姆啊！","6","6065","1","6065","6","25105","32173","22982","這個的名稱是什麼？","我是諾維姆啊！","將「矛依未」升到★5時\n可獲得的稱號。","35582","6","26159","6","我是諾維姆","6","6"
"1","相信前世的中二病患「疾風之冥姬」","6","0","1","6066","6","30142","20901","23020","這個的名稱是什麼？","相信前世的中二病患「疾風之冥姬」","「杏奈」的角色介紹詞。","20043","6","39080","6","疾風之冥姬","6","6"
"2","元氣滿點的空腹少女","6","0","1","6067","6","20803","40670","30340","這個的名稱是什麼？","元氣滿點的空腹少女","「貪吃佩可」的角色介紹詞。","28415","6","27683","6","元氣滿點的","6","6"
"1","肉食性昆蟲","6","0","2","6068","6","32905","26118","34802","這個的名稱是什麼？","","蜻蜓與豆娘都是屬於□□□□□，不管是成蟲還是水蠆都是以捕食維生","24615","6","39135","6","肉食性昆蟲","6","6"
"3","Grooming","3","0","2","6069","3","71","111","109","這個的名稱是什麼？","Grooming","廣為人知的貓科動物習性「理毛」。英文要怎麼說？","111","6","114","3","Groom","3","2"
"2","魅惑眾多男性的純潔女老師","6","0","1","6070","6","32020","32769","24107","這個的名稱是什麼？","魅惑眾多男性的純潔女老師","「伊緒」的角色介紹詞。","22899","6","28500","6","純潔女老師","6","6"
"2","醒悟了忠義的女商人","6","0","1","6071","6","24544","21830","20154","這個的名稱是什麼？","醒悟了忠義的女商人","「克蕾琪塔」的角色介紹詞。","22899","6","32681","6","忠義女商人","6","6"
"1","一年生草本植物","6","0","2","6072","6","19968","33609","26412","這個的名稱是什麼？","一年生草本植物","從種子發芽、生長、開花、結實至枯萎死亡，其壽命只有一年的草本植物。","29983","6","24180","6","一年生草本","6","6"
"2","小扇撲流螢","6","0","2","6073","6","23567","27969","34722","這個的名稱是什麼？","","唐詩三百首中，有一首與螢火蟲有關的詩為「銀燭秋光冷畫屏，輕羅□□□□□」。","25778","6","25159","6","小扇撲流螢","6","6"
"1","倒在路旁的謎之貓耳魔法師","6","0","1","6074","6","35987","27861","24107","這個的名稱是什麼？","倒在路旁的謎之貓耳魔法師","「凱留」的角色介紹詞。","39764","6","32819","6","貓耳魔法師","6","6"
"3","大王具足蟲","6","0","2","6075","6","22823","36275","34802","這個的名稱是什麼？","","棲息在深海裡的甲殼類。外觀類似潮蟲，大型個體體長可超過五十公分。","20855","6","29579","6","大王具足蟲","6","6"
"3","花園鰻=Garden eel","3","0","2","6076","3","97","101","110","這個的名稱是什麼？","花園鰻=Garden eel","","100","6","114","3","arden","3","3"
"3","肉質寄生性草本植物","6","0","2","6077","6","32905","29983","24615","這個的名稱是什麼？","肉質寄生性草本植物","大王花是□□□□□草本植物，自己不製造養分，所有的生活所需的養分水分皆奪取自寄生的植物。","23492","6","36074","6","肉質寄生性","6","6"
"3","毒蠅鵝膏菌","6","0","2","6078","6","27602","33167","33740","這個的名稱是什麼？","","毒蠅傘是有白點的一種菇類。具有毒性，吃下肚會產生幻覺、腹痛等症狀。又稱為？","40285","6","34821","6","毒蠅鵝膏菌","6","6"
"1","夜行性動物","6","0","2","6079","6","22812","21205","29289","這個的名稱是什麼？","","貓頭鷹屬於□□□□□，大部分活動時間都是在夜晚。","24615","6","34892","6","夜行性動物","6","6"
