35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9
"73011","1","0","0","0","0","可於活動期間得到的票券。使用票券即可挑戰頭目戰。","討伐券","13","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"79001","1","0","0","0","0","可於煉獄之叛亂得到的魔蜘蛛的金絲。使用魔蜘蛛的金絲即可挑戰Boss戰。","魔蜘蛛的金絲","31","2015/12/17 15:00:00","99","2030/04/24 14:59:59"
"80001","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv1","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80002","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv2","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80003","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv3","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80004","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv4","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80005","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv5","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80006","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv6","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80007","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv7","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80008","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv8","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80009","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv9","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"80010","0","0","0","0","0","專精強化用素材。可以用來強化全部角色。","全部專精Lv10","35","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81101","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81102","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81103","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81104","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81105","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81106","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81107","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81108","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81109","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81110","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化攻擊力提升。","【攻擊者】攻擊力提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81201","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81202","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81203","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81204","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81205","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81206","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81207","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81208","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81209","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81210","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化暴擊提升。","【攻擊者】暴擊提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81301","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81302","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81303","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81304","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81305","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81306","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81307","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81308","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81309","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81310","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化造成傷害提升。","【攻擊者】造成傷害提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81401","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81402","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81403","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81404","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81405","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81406","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81407","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81408","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81409","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"81410","0","0","0","0","0","攻擊者職階的專精強化用素材。可以用來強化普通攻擊強化。","【攻擊者】普通攻擊強化專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82101","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82102","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82103","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82104","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82105","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82106","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82107","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82108","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82109","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82110","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化攻擊力提升。","【破防者】攻擊力提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82201","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82202","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82203","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82204","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82205","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82206","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82207","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82208","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82209","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82210","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊提升。","【破防者】暴擊提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82301","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82302","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82303","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82304","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82305","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82306","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82307","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82308","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82309","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82310","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化暴擊傷害提升。","【破防者】暴擊傷害提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82401","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82402","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82403","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82404","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82405","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82406","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82407","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82408","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82409","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"82410","0","0","0","0","0","破防者職階的專精強化用素材。可以用來強化普通攻擊強化。","【破防者】普通攻擊強化專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83101","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83102","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83103","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83104","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83105","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83106","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83107","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83108","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83109","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83110","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【增益者】ＨＰ提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83201","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83202","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83203","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83204","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83205","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83206","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83207","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83208","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83209","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83210","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化物理防禦力提升。","【增益者】物理防禦力提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83301","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83302","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83303","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83304","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83305","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83306","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83307","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83308","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83309","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83310","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化魔法防禦力提升。","【增益者】魔法防禦力提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83401","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83402","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83403","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83404","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83405","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83406","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83407","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83408","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83409","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"83410","0","0","0","0","0","增益者職階的專精強化用素材。可以用來強化增益強化。","【增益者】增益強化專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84101","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv1","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84102","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv2","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84103","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv3","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84104","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv4","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84105","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv5","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84106","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv6","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84107","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv7","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84108","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv8","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84109","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv9","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
"84110","0","0","0","0","0","減益者職階的專精強化用素材。可以用來強化ＨＰ提升。","【減益者】ＨＰ提升專精Lv10","34","2015/12/17 15:00:00","9999","2030/04/24 14:59:59"
