154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"wac_birthday_idle_smile","230","100411","1","1","256","35314","1","-270","35314003","2"
"wac_birthday_idle_wish","410","102011","1","1","257","35314","1","-310","35314004","2"
"","","300","103611","13","","35314","","","35314005",""
"","","300","100411","13","","35314","","","35314006",""
"","","300","102011","13","","35314","","","35314007",""
"","0","502","502","31","0","35314","","1","35314008","0"
"","0","600","600","31","0","35314","","1","35314009","1"
"","0","602","602","31","0","35314","","1","35314010","0"
"","0","603","603","31","0","35314","","1","35314011","0"
"","60","604","604","31","30","35314","","1","35314012","1"
"","0","615","615","31","0","35314","","1","35314013","1"
"","0","700","700","31","0","35314","","1","35314014","0"
"","0","701","701","31","0","35314","","1","35314015","0"
"","0","702","702","31","0","35314","","1","35314016","0"
"","0","800","800","31","0","35314","","1","35314017","0"
"","60","960","960","31","30","35314","","1","35314018","1"
"","","","1","93","","35314","","","35314019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","102011","3","0","35314","0.2","1","35314020","0.2"
"","","","0.1","93","","35314","","","35314021",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","100411","3","0","35314","0.2","1","35314022","0.2"
"","","","0.3","93","","35314","","","35314023",""
"","","wac_birthday_kyoka_run_01","103611","3","1","35314","","","35314024","0.2"
"","3","0","103611","2","-70","35314","","","35314025",""
"","","","2.5","93","","35314","","","35314026",""
"","","1","602","32","","35314","","","35314027",""
"","","","0.6","93","","35314","","","35314028",""
"","","1","502","32","","35314","","","35314029",""
"","","0","600","32","","35314","","","35314030",""
"","","0","615","32","","35314","","","35314031",""
"","","0","604","32","","35314","","","35314032",""
"","","1","701","32","","35314","","","35314033",""
"","0.01","0","960","33","0","35314","","","35314034",""
"","wac_birthday_wish_04","wac_birthday_blowout_03","103611","3","0","35314","0.2","1","35314035","0.2"
"","0.01","-200","103611","2","-330","35314","","","35314036",""
"","","wac_birthday_idle_smile","100411","3","1","35314","","","35314037","0.2"
"","0.01","180","100411","2","-320","35314","","","35314038",""
"","","wac_birthday_idle_wish","102011","3","1","35314","","","35314039","0.2"
"","0.01","320","102011","2","-340","35314","","","35314040",""
"","","","0","93","","35314","","","35314041",""
"","","1","800","32","","35314","","","35314042",""
"","","","0.7","93","","35314","","","35314043",""
"","","1","702","32","","35314","","","35314044",""
"","","","0.5","93","","35314","","","35314045",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","35314","","","35314046",""
"","","0","701","32","","35314","","","35314047",""
"","","","0.4","93","","35314","","","35314048",""
"","","se_sys_login_birthday_cracker","se_common","23","0","35314","","","35314049",""
"","","1","700","32","","35314","","","35314050",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","35314","","","35314051",""
"","wac_birthday_idle_smile","wac_birthday_clap","100411","3","0","35314","0.2","1","35314052","0.2"
"","","","0.1","93","","35314","","","35314053",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","102011","3","0","35314","0.2","1","35314054","0.2"
"","","","2","93","","35314","","","35314055",""
"","","","1","131","","35314","","","35314056",""
"","0","vo_wac_35314_000","vo_wac_35314","21","0","35314","","","35314057",""
"0.5","1","那個，今天謝謝你們……！\n可是這麼壯觀的生日蛋糕，\n我真的可以收下嗎？\n錢沒問題嗎……？","103611","11","10","35314","0","1","35314058","0"
"","","","0","91","","35314","","","35314059",""
"","","wac_birthday_idle_wish","103611","3","1","35314","","","35314060","0.2"
"","","wac_birthday_talk_normal","100411","3","1","35314","","","35314061","0.2"
"","0","vo_wac_35314_001","vo_wac_35314","21","0","35314","","","35314062",""
"0.5","1","鏡華還真是認真耶～\n禊收到蛋糕時，只有思考\n該從哪個裝飾開始吃而已呢。","100411","11","10","35314","0","1","35314063","0"
"","","","0","91","","35314","","","35314064",""
"","","wac_birthday_idle_normal","100411","3","1","35314","","","35314065","0.2"
"","","wac_birthday_talk_sad","103611","3","1","35314","","","35314066","0.2"
"","0","vo_wac_35314_002","vo_wac_35314","21","0","35314","","","35314067",""
"0.5","1","可是，需要回禮對吧？\n我得努力準備跟這個一樣\n壯觀的禮物給大家才行！","103611","11","10","35314","0","1","35314068","0"
"","","","0","91","","35314","","","35314069",""
"","","wac_birthday_idle_sad","103611","3","1","35314","","","35314070","0.2"
"","","wac_birthday_talk_smile","102011","3","1","35314","","","35314071","0.2"
"","0","vo_wac_35314_003","vo_wac_35314","21","0","35314","","","35314072",""
"0.5","1","鏡華，不要緊的。\n美美我們，還有哥哥，\n只要看到鏡華高興，\n就覺得很開心了喔♪","102011","11","10","35314","0","1","35314073","0"
"","","","0","91","","35314","","","35314074",""
"","","wac_birthday_idle_smile","102011","3","1","35314","","","35314075","0.2"
"","","wac_birthday_talk_wish","103611","3","1","35314","","","35314076","0.2"
"","0","vo_wac_35314_004","vo_wac_35314","21","0","35314","","","35314077",""
"0.5","1","……嗯，我知道了。\n之後要是有誰生日，\n再像這樣一起慶生吧♪\n我想這樣就會是最棒的回禮了。","103611","11","10","35314","0","1","35314078","0"
"","","","0","91","","35314","","","35314079",""
"","","","0","22","","35314","","","35314080",""
"","","bgm_M321_2C","bgm_M321","25","","35514","","","35514001",""
"wac_birthday_idle_normal","-1000","109311","1","1","250","35514","0","-70","35514002","2"
"wac_birthday_idle_smile","230","109211","1","1","256","35514","1","-270","35514003","2"
"wac_birthday_idle_normal","410","109411","1","1","257","35514","1","-310","35514004","2"
"","","300","109311","13","","35514","","","35514005",""
"","","300","109211","13","","35514","","","35514006",""
"","","300","109411","13","","35514","","","35514007",""
"","0","502","502","31","0","35514","","1","35514008","0"
"","0","600","600","31","0","35514","","1","35514009","1"
"","0","602","602","31","0","35514","","1","35514010","0"
"","0","603","603","31","0","35514","","1","35514011","0"
"","60","604","604","31","30","35514","","1","35514012","1"
"","0","615","615","31","0","35514","","1","35514013","1"
"","0","700","700","31","0","35514","","1","35514014","0"
"","0","701","701","31","0","35514","","1","35514015","0"
"","0","702","702","31","0","35514","","1","35514016","0"
"","0","800","800","31","0","35514","","1","35514017","0"
"","60","961","961","31","30","35514","","1","35514018","1"
"","","","1","93","","35514","","","35514019",""
"","wac_birthday_reaction_04","wac_birthday_reaction_02","109411","3","0","35514","0.2","1","35514020","0.2"
"","","","0.1","93","","35514","","","35514021",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","109211","3","0","35514","0.2","1","35514022","0.2"
"","","","0.3","93","","35514","","","35514023",""
"","","wac_birthday_run_01","109311","3","1","35514","","","35514024","0.2"
"","3","0","109311","2","-70","35514","","","35514025",""
"","","","2.5","93","","35514","","","35514026",""
"","","1","602","32","","35514","","","35514027",""
"","","","0.6","93","","35514","","","35514028",""
"","","1","502","32","","35514","","","35514029",""
"","","0","600","32","","35514","","","35514030",""
"","","0","615","32","","35514","","","35514031",""
"","","0","604","32","","35514","","","35514032",""
"","","1","701","32","","35514","","","35514033",""
"","0.01","0","961","33","0","35514","","","35514034",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","109311","3","0","35514","0.2","1","35514035","0.2"
"","0.01","-200","109311","2","-330","35514","","","35514036",""
"","","wac_birthday_idle_smile","109211","3","1","35514","","","35514037","0.2"
"","0.01","180","109211","2","-320","35514","","","35514038",""
"","","wac_birthday_idle_normal","109411","3","1","35514","","","35514039","0.2"
"","0.01","320","109411","2","-340","35514","","","35514040",""
"","","","0","93","","35514","","","35514041",""
"","","1","800","32","","35514","","","35514042",""
"","","","0.7","93","","35514","","","35514043",""
"","","1","702","32","","35514","","","35514044",""
"","","","0.5","93","","35514","","","35514045",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","35514","","","35514046",""
"","","0","701","32","","35514","","","35514047",""
"","","","0.4","93","","35514","","","35514048",""
"","","se_sys_login_birthday_cracker","se_common","23","0","35514","","","35514049",""
"","","1","700","32","","35514","","","35514050",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","35514","","","35514051",""
"","wac_birthday_idle_smile","wac_birthday_clap","109211","3","0","35514","0.2","1","35514052","0.2"
"","","","0.1","93","","35514","","","35514053",""
"","wac_birthday_idle_normal","wac_birthday_clap","109411","3","0","35514","0.2","1","35514054","0.2"
"","","","2","93","","35514","","","35514055",""
"","","","1","131","","35514","","","35514056",""
"","0","vo_wac_35514_000","vo_wac_35514","21","0","35514","","","35514057",""
"0.5","1","哇～咿！是露的蛋糕～～♪\n露一直很期待大家為露慶生呢！","109311","11","10","35514","0","1","35514058","0"
"","","","0","91","","35514","","","35514059",""
"","","wac_birthday_idle_smile","109311","3","1","35514","","","35514060","0.2"
"","","wac_birthday_talk_normal","109211","3","1","35514","","","35514061","0.2"
"","0","vo_wac_35514_001","vo_wac_35514","21","0","35514","","","35514062",""
"0.5","1","妳這麼期待真是太好了！\n因為這次是我和古蕾婭一起\n為露親手製作的呢！\n我負責把材料攪拌混合……","109211","11","10","35514","0","1","35514063","0"
"","","","0","91","","35514","","","35514064",""
"","","wac_birthday_idle_normal","109211","3","1","35514","","","35514065","0.2"
"","","wac_birthday_talk_doya","109411","3","1","35514","","","35514066","0.2"
"","0","vo_wac_35514_002","vo_wac_35514","21","0","35514","","","35514067",""
"0.5","1","我負責將用水果裝飾。\n還有，我們聽了那個人的建議，\n做得比較甜。\n想說露妳應該會喜歡……","109411","11","10","35514","0","1","35514068","0"
"","","","0","91","","35514","","","35514069",""
"","","wac_birthday_idle_doya","109411","3","1","35514","","","35514070","0.2"
"","","wac_birthday_talk_kyapi","109311","3","1","35514","","","35514071","0.2"
"","0","vo_wac_35514_003","vo_wac_35514","21","0","35514","","","35514072",""
"0.5","1","嗚嗚嗚……\n很甜的蛋糕、學姊們……\n還有你，我都最喜歡了！！","109311","11","10","35514","0","1","35514073","0"
"","","","0","91","","35514","","","35514074",""
"","","","0","22","","35514","","","35514075",""
"","","bgm_M321_2C","bgm_M321","25","","35814","","","35814001",""
"wac_birthday_idle_normal","-1000","107111","1","1","250","35814","0","-70","35814002","2"
"wac_birthday_idle_doya","200","103711","1","1","256","35814","1","-270","35814003","2"
"wac_birthday_idle_normal","320","100511","1","1","258","35814","1","-310","35814004","2"
"wac_birthday_idle_normal","450","104711","1","1","257","35814","1","-290","35814005","2"
"","","300","107111","13","","35814","","","35814006",""
"","","300","103711","13","","35814","","","35814007",""
"","","300","100511","13","","35814","","","35814008",""
"","","300","104711","13","","35814","","","35814009",""
"","0","502","502","31","0","35814","","1","35814010","0"
"","0","600","600","31","0","35814","","1","35814011","1"
"","0","602","602","31","0","35814","","1","35814012","0"
"","0","603","603","31","0","35814","","1","35814013","0"
"","60","604","604","31","30","35814","","1","35814014","1"
"","0","615","615","31","0","35814","","1","35814015","1"
"","0","700","700","31","0","35814","","1","35814016","0"
"","0","701","701","31","0","35814","","1","35814017","0"
"","0","702","702","31","0","35814","","1","35814018","0"
"","0","800","800","31","0","35814","","1","35814019","0"
"","60","962","962","31","30","35814","","1","35814020","1"
"","","","1","93","","35814","","","35814021",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","100511","3","0","35814","0.2","1","35814022","0.2"
"","","","0.1","93","","35814","","","35814023",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","103711","3","0","35814","0.2","1","35814024","0.2"
"","wac_birthday_reaction_04","wac_birthday_reaction_01","104711","3","0","35814","0.2","1","35814025","0.2"
"","","","0.3","93","","35814","","","35814026",""
"","","wac_birthday_run_03","107111","3","1","35814","","","35814027","0.2"
"","3","0","107111","2","-70","35814","","","35814028",""
"","","","2.5","93","","35814","","","35814029",""
"","","1","602","32","","35814","","","35814030",""
"","","","0.6","93","","35814","","","35814031",""
"","","1","502","32","","35814","","","35814032",""
"","","0","600","32","","35814","","","35814033",""
"","","0","615","32","","35814","","","35814034",""
"","","0","604","32","","35814","","","35814035",""
"","","1","701","32","","35814","","","35814036",""
"","0.01","0","962","33","0","35814","","","35814037",""
"","wac_birthday_wish_04","wac_birthday_blowout_01","107111","3","0","35814","0.2","1","35814038","0.2"
"","0.01","-200","107111","2","-330","35814","","","35814039",""
"","","wac_birthday_idle_doya","103711","3","1","35814","","","35814040","0.2"
"","0.01","180","103711","2","-320","35814","","","35814041",""
"","","wac_birthday_idle_normal","100511","3","1","35814","","","35814042","0.2"
"","0.01","300","100511","2","-360","35814","","","35814043",""
"","","wac_birthday_idle_normal","104711","3","1","35814","","","35814044","0.2"
"","0.01","430","104711","2","-340","35814","","","35814045",""
"","","","0","93","","35814","","","35814046",""
"","","1","800","32","","35814","","","35814047",""
"","","","0.7","93","","35814","","","35814048",""
"","","1","702","32","","35814","","","35814049",""
"","","","0.5","93","","35814","","","35814050",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","35814","","","35814051",""
"","","0","701","32","","35814","","","35814052",""
"","","","0.4","93","","35814","","","35814053",""
"","","se_sys_login_birthday_cracker","se_common","23","0","35814","","","35814054",""
"","","1","700","32","","35814","","","35814055",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","35814","","","35814056",""
"","wac_birthday_idle_doya","wac_birthday_clap","103711","3","0","35814","0.2","1","35814057","0.2"
"","","","0.1","93","","35814","","","35814058",""
"","wac_birthday_idle_normal","wac_birthday_clap","100511","3","0","35814","0.2","1","35814059","0.2"
"","","","0.1","93","","35814","","","35814060",""
"","wac_birthday_idle_normal","wac_birthday_clap","104711","3","0","35814","0.2","1","35814061","0.2"
"","","","2","93","","35814","","","35814062",""
"","","","1","131","","35814","","","35814063",""
"","0","vo_wac_35814_000","vo_wac_35814","21","0","35814","","","35814064",""
"0.5","1","……雖然很感謝你們的心意，\n但幫我慶生沒問題嗎？\n我對外的形象，可是在問題嚴重的情形下\n逃離公會的女人耶。","107111","11","10","35814","0","1","35814065","0"
"","","","0","91","","35814","","","35814066",""
"","","wac_birthday_idle_normal","107111","3","1","35814","","","35814067","0.2"
"","","wac_birthday_talk_normal","103711","3","1","35814","","","35814068","0.2"
"","0","vo_wac_35814_001","vo_wac_35814","21","0","35814","","","35814069",""
"0.5","1","呃，至今為止，我們生日的時候\n妳不都會現身嗎?\n每次都興致勃勃地做準備，\n還以為妳老早就直接將錯就錯了。","103711","11","10","35814","0","1","35814070","0"
"","","","0","91","","35814","","","35814071",""
"","","wac_birthday_idle_normal","103711","3","1","35814","","","35814072","0.2"
"","","wac_birthday_talk_smile","100511","3","1","35814","","","35814073","0.2"
"","0","vo_wac_35814_002","vo_wac_35814","21","0","35814","","","35814074",""
"0.5","1","再說克莉絲提娜阿姨\n從一開始就一堆問題了，\n那種事大家都不在意了啦！","100511","11","10","35814","0","1","35814075","0"
"","","","0","91","","35814","","","35814076",""
"","","wac_birthday_idle_smile","100511","3","1","35814","","","35814077","0.2"
"","","wac_birthday_talk_doya","107111","3","1","35814","","","35814078","0.2"
"","0","vo_wac_35814_003","vo_wac_35814","21","0","35814","","","35814079",""
"0.5","1","原來如此，我了解了。\n這麼看來妳們沒打算要認真祝賀我吧？\n妳們兩個都給我站到那邊，我就在蛋糕前面\n把妳們那無禮的舌頭從前端切開吧☆","107111","11","10","35814","0","1","35814080","0"
"","","","0","91","","35814","","","35814081",""
"","","wac_birthday_idle_doya","107111","3","1","35814","","","35814082","0.2"
"","","wac_birthday_talk_smile","104711","3","1","35814","","","35814083","0.2"
"","0","vo_wac_35814_004","vo_wac_35814","21","0","35814","","","35814084",""
"0.5","1","……少年，你看。\n小克莉絲嘴上雖然這麼說，\n看起來卻很開心呢。\n因為她的嘴角一直都上揚著啊。","104711","11","10","35814","0","1","35814085","0"
"","","","0","91","","35814","","","35814086",""
"","","","0","22","","35814","","","35814087",""
"","","bgm_M321_2C","bgm_M321","25","","36914","","","36914001",""
"wac_birthday_idle_normal","-1000","123011","1","1","250","36914","0","-70","36914002","2"
"wac_birthday_idle_smile","200","100211","1","1","256","36914","1","-270","36914003","2"
"wac_birthday_idle_doya","320","100111","1","1","258","36914","1","-310","36914004","2"
"wac_birthday_idle_normal","440","100311","1","1","257","36914","1","-290","36914005","2"
"","","300","123011","13","","36914","","","36914006",""
"","","300","100211","13","","36914","","","36914007",""
"","","300","100111","13","","36914","","","36914008",""
"","","300","100311","13","","36914","","","36914009",""
"","0","502","502","31","0","36914","","1","36914010","0"
"","0","600","600","31","0","36914","","1","36914011","1"
"","0","602","602","31","0","36914","","1","36914012","0"
"","0","603","603","31","0","36914","","1","36914013","0"
"","60","604","604","31","30","36914","","1","36914014","1"
"","0","615","615","31","0","36914","","1","36914015","1"
"","0","700","700","31","0","36914","","1","36914016","0"
"","0","701","701","31","0","36914","","1","36914017","0"
"","0","702","702","31","0","36914","","1","36914018","0"
"","0","800","800","31","0","36914","","1","36914019","0"
"","60","963","963","31","30","36914","","1","36914020","1"
"","","","1","93","","36914","","","36914021",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","100111","3","0","36914","0.2","1","36914022","0.2"
"","","","0.1","93","","36914","","","36914023",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","100211","3","0","36914","0.2","1","36914024","0.2"
"","wac_birthday_reaction_04","wac_birthday_reaction_02","100311","3","0","36914","0.2","1","36914025","0.2"
"","","","0.3","93","","36914","","","36914026",""
"","","wac_birthday_ames_run_01","123011","3","1","36914","","","36914027","0.2"
"","3","0","123011","2","-70","36914","","","36914028",""
"","","","2.5","93","","36914","","","36914029",""
"","","1","602","32","","36914","","","36914030",""
"","","","0.6","93","","36914","","","36914031",""
"","","1","502","32","","36914","","","36914032",""
"","","0","600","32","","36914","","","36914033",""
"","","0","615","32","","36914","","","36914034",""
"","","0","604","32","","36914","","","36914035",""
"","","1","701","32","","36914","","","36914036",""
"","0.01","0","963","33","0","36914","","","36914037",""
"","wac_birthday_ames_talk_yareyare","wac_birthday_ames_blowout","123011","3","0","36914","0.2","1","36914038","0.1"
"","0.01","-200","123011","2","-330","36914","","","36914039",""
"","","wac_birthday_idle_smile","100211","3","1","36914","","","36914040","0.2"
"","0.01","180","100211","2","-320","36914","","","36914041",""
"","","wac_birthday_idle_doya","100111","3","1","36914","","","36914042","0.2"
"","0.01","290","100111","2","-360","36914","","","36914043",""
"","","wac_birthday_idle_normal","100311","3","1","36914","","","36914044","0.2"
"","0.01","420","100311","2","-340","36914","","","36914045",""
"","","","0","93","","36914","","","36914046",""
"","","1","800","32","","36914","","","36914047",""
"","","","0.7","93","","36914","","","36914048",""
"","","1","702","32","","36914","","","36914049",""
"","","","0.5","93","","36914","","","36914050",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","36914","","","36914051",""
"","","0","701","32","","36914","","","36914052",""
"","","","0.4","93","","36914","","","36914053",""
"","","se_sys_login_birthday_cracker","se_common","23","0","36914","","","36914054",""
"","","1","700","32","","36914","","","36914055",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","36914","","","36914056",""
"","wac_birthday_idle_smile","wac_birthday_clap","100211","3","0","36914","0.2","1","36914057","0.2"
"","","","0.1","93","","36914","","","36914058",""
"","wac_birthday_idle_doya","wac_birthday_clap","100111","3","0","36914","0.2","1","36914059","0.2"
"","","","0.1","93","","36914","","","36914060",""
"","wac_birthday_idle_normal","wac_birthday_clap","100311","3","0","36914","0.2","1","36914061","0.2"
"","","","2","93","","36914","","","36914062",""
"","","","1","131","","36914","","","36914063",""
"","0","vo_wac_36914_000","vo_wac_36914","21","0","36914","","","36914064",""
"0.5","1","……我該從哪裡吐槽起才好呢？\n我雖然照你們說的把蠟燭吹熄了，\n但今天不是我的生日喔？\n說起來我根本就沒有生日。","123011","11","10","36914","0","1","36914065","0"
"","","","0","91","","36914","","","36914066",""
"","","wac_birthday_ames_idle_normal","123011","3","1","36914","","","36914067","0.2"
"","","wac_birthday_talk_normal","100211","3","1","36914","","","36914068","0.2"
"","0","vo_wac_36914_001","vo_wac_36914","21","0","36914","","","36914069",""
"0.5","1","這是騎士先生的主意。\n因為平時受到妳諸多照顧，\n只有妳一個人沒機會慶生，\n感覺很寂寞……","100211","11","10","36914","0","1","36914070","0"
"","","","0","91","","36914","","","36914071",""
"","","wac_birthday_idle_normal","100211","3","1","36914","","","36914072","0.2"
"","","wac_birthday_talk_smile","100111","3","1","36914","","","36914073","0.2"
"","0","vo_wac_36914_002","vo_wac_36914","21","0","36914","","","36914074",""
"0.5","1","於是打鐵趁熱，\n就試著以蛋糕來表達\n我們的謝意啦～♪\n所以小細節就別在意了！","100111","11","10","36914","0","1","36914075","0"
"","","","0","91","","36914","","","36914076",""
"","","wac_birthday_idle_smile","100111","3","1","36914","","","36914077","0.2"
"","","wac_birthday_ames_talk_smile","123011","3","1","36914","","","36914078","0.2"
"","0","vo_wac_36914_003","vo_wac_36914","21","0","36914","","","36914079",""
"0.5","1","啊～原來如此啊～\n這點我倒也沒有特別在意，\n你們還挺周到的嘛♪\n而且「今天」這日期也還不錯。","123011","11","10","36914","0","1","36914080","0"
"","","","0","91","","36914","","","36914081",""
"","","wac_birthday_ames_idle_smile","123011","3","1","36914","","","36914082","0.2"
"","","wac_birthday_talk_sad","100311","3","1","36914","","","36914083","0.2"
"","0","vo_wac_36914_004","vo_wac_36914","21","0","36914","","","36914084",""
"0.5","1","嗯？今天是什麼特別的日子嗎？\n我記得說要把日期訂在今天的人……\n是你吧？","100311","11","10","36914","0","1","36914085","0"
"","","","0","91","","36914","","","36914086",""
"","","wac_birthday_idle_normal","100311","3","1","36914","","","36914087","0.2"
"","","wac_birthday_ames_talk_wish","123011","3","1","36914","","","36914088","0.2"
"","0","vo_wac_36914_005","vo_wac_36914","21","0","36914","","","36914089",""
"0.5","1","雖然你可能不記得了，但今天，\n是你和我初次相遇的日子喔。\n我們故事開始的紀念日……","123011","11","10","36914","0","1","36914090","0"
"","","","0","91","","36914","","","36914091",""
"","","wac_birthday_ames_talk_doya","123011","3","1","36914","","","36914092","0.2"
"","0","vo_wac_36914_006","vo_wac_36914","21","0","36914","","","36914093",""
"0.5","1","即使名字或模樣變了，\n我還是你們的嚮導。\n為了不讓你們誤入歧途，\n今後我也會繼續給你們建議的♪","123011","11","10","36914","0","1","36914094","0"
"","","","0","91","","36914","","","36914095",""
"","","","0","22","","36914","","","36914096",""
"","","bgm_M321_2C","bgm_M321","25","","37914","","","37914001",""
"wac_birthday_idle_normal","-1000","111011","1","1","250","37914","0","-70","37914002","2"
"wac_birthday_idle_smile","230","110811","1","1","256","37914","1","-270","37914003","2"
"wac_birthday_idle_doya","410","110911","1","1","257","37914","1","-310","37914004","2"
"","","300","111011","13","","37914","","","37914005",""
"","","300","110811","13","","37914","","","37914006",""
"","","300","110911","13","","37914","","","37914007",""
"","0","502","502","31","0","37914","","1","37914008","0"
"","0","600","600","31","0","37914","","1","37914009","1"
"","0","602","602","31","0","37914","","1","37914010","0"
"","0","603","603","31","0","37914","","1","37914011","0"
"","60","604","604","31","30","37914","","1","37914012","1"
"","0","615","615","31","0","37914","","1","37914013","1"
"","0","700","700","31","0","37914","","1","37914014","0"
"","0","701","701","31","0","37914","","1","37914015","0"
"","0","702","702","31","0","37914","","1","37914016","0"
"","0","800","800","31","0","37914","","1","37914017","0"
"","60","964","964","31","30","37914","","1","37914018","1"
"","","","1","93","","37914","","","37914019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","110911","3","0","37914","0.2","1","37914020","0.2"
"","","","0.1","93","","37914","","","37914021",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","110811","3","0","37914","0.2","1","37914022","0.2"
"","","","0.3","93","","37914","","","37914023",""
"","","wac_birthday_run_01","111011","3","1","37914","","","37914024","0.2"
"","3","0","111011","2","-70","37914","","","37914025",""
"","","","2.5","93","","37914","","","37914026",""
"","","1","602","32","","37914","","","37914027",""
"","","","0.6","93","","37914","","","37914028",""
"","","1","502","32","","37914","","","37914029",""
"","","0","600","32","","37914","","","37914030",""
"","","0","615","32","","37914","","","37914031",""
"","","0","604","32","","37914","","","37914032",""
"","","1","701","32","","37914","","","37914033",""
"","0.01","0","964","33","0","37914","","","37914034",""
"","wac_birthday_wish_04","wac_birthday_blowout_01","111011","3","0","37914","0.2","1","37914035","0.2"
"","0.01","-200","111011","2","-330","37914","","","37914036",""
"","","wac_birthday_idle_smile","110811","3","1","37914","","","37914037","0.2"
"","0.01","180","110811","2","-320","37914","","","37914038",""
"","","wac_birthday_idle_doya","110911","3","1","37914","","","37914039","0.2"
"","0.01","320","110911","2","-340","37914","","","37914040",""
"","","","0","93","","37914","","","37914041",""
"","","1","800","32","","37914","","","37914042",""
"","","","0.7","93","","37914","","","37914043",""
"","","1","702","32","","37914","","","37914044",""
"","","","0.5","93","","37914","","","37914045",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","37914","","","37914046",""
"","","0","701","32","","37914","","","37914047",""
"","","","0.4","93","","37914","","","37914048",""
"","","se_sys_login_birthday_cracker","se_common","23","0","37914","","","37914049",""
"","","1","700","32","","37914","","","37914050",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","37914","","","37914051",""
"","wac_birthday_idle_smile","wac_birthday_clap","110811","3","0","37914","0.2","1","37914052","0.2"
"","","","0.1","93","","37914","","","37914053",""
"","wac_birthday_idle_doya","wac_birthday_clap","110911","3","0","37914","0.2","1","37914054","0.2"
"","","","2","93","","37914","","","37914055",""
"","","","1","131","","37914","","","37914056",""
"","0","vo_wac_37914_000","vo_wac_37914","21","0","37914","","","37914057",""
"0.5","1","喔喔，這蠟燭是為我準備的？\n多麼細膩的複雜香氣。\n下面的基底也很驚人……\n這就是所謂的生日蛋糕基底啊！","111011","11","10","37914","0","1","37914058","0"
"","","","0","91","","37914","","","37914059",""
"","","wac_birthday_idle_wish","111011","3","1","37914","","","37914060","0.2"
"","","wac_birthday_talk_normal","110811","3","1","37914","","","37914061","0.2"
"","0","vo_wac_37914_001","vo_wac_37914","21","0","37914","","","37914062",""
"0.5","1","基本上是我們親手做的，\n不過反正學姊對蛋糕沒興趣吧。\n等等我們會隨意收拾掉的，\n所以妳可以回去囉。辛苦了～","110811","11","10","37914","0","1","37914063","0"
"","","","0","91","","37914","","","37914064",""
"","","wac_birthday_idle_normal","110811","3","1","37914","","","37914065","0.2"
"","","wac_birthday_yuni_talk_anger","111011","3","1","37914","","","37914066","0.2"
"","0","vo_wac_37914_002","vo_wac_37914","21","0","37914","","","37914067",""
"0.5","1","後輩們別說蠢話。\n你們這麼努力準備，我怎麼可能不吃。\n我會確實接受你們的心意。\n講白一點，就是別排擠我。","111011","11","10","37914","0","1","37914068","0"
"","","","0","91","","37914","","","37914069",""
"","","wac_birthday_talk_normal","111011","3","1","37914","","","37914070","0.2"
"","0","vo_wac_37914_003","vo_wac_37914","21","0","37914","","","37914071",""
"0.5","1","啊，不對，還是讓我道個謝吧。\n準備了如此精美的蠟燭和基底，\n肯定費了不少工夫，謝謝你們的好意。\n那麼開始慶祝生日吧，呀哈──！","111011","11","10","37914","0","1","37914072","0"
"","","1","11","93","","37914","","","37914073",""
