b75a3a704e5c05c8223f4a3bedd940768e8999dc62127fb6dbc5bcb05b1c7a9f,c55e2ab0503dde72ce039614292b3970e69b82216caf671286910527c0947079,76c45f1af41752f4044f0a21001eb18520f302fdb18cea63e6519dc3a2290783,0b1a06c48b79179965dcad37d51b051249143b65053c2ea107c4da8aab2f9816,a9d175c553289a3f98d96ebd7952a97ad5b7ce647b7e5e9f7522c7a30330aa73,30f6ff162261a6b678a181589effc1327cd72e608ae9f2a0556e4467e28543cb,97a029d5ed4013ac8ef6dab9b2a95e6201d7f2ca36e59ec9142f837d7e781694,3cd16cc2837a185938e31c921f1e76bfe06f3f6e75f521225a2d530544dca9be,bf37f34d91f3c153ed8c4dcaf88fb8995b5d1815046323041417a4e8709ffb27,c564785200bff6d6e7d4e2cbf7831a6b759dfe8253e193216259fc232c523a6c,bc737560baaa966944c5930d3c24a7795ac6e2033cb9414213900d07c5439cae,1c6af9fd7124072aa9a9bc6ef72d1ae0bc5687da2d8f9ed1ae2eaf9a5291bb91,df73557e4183545d5547564e104a4b9c01e99e335338fede16a5bc9d7bc44d9d,88c5bef26f4ff6e51f788a8423c2bb5bfd50e6cf499611cb57e3341f757f44a6
"71130021","10130","10130104","6002","0","0","0","9006","1","601","2024/03/19 15:59:59","將討伐證交換的獎賞一覽重置1次","2024/03/01 16:00:00","71130021"
"71130022","10130","10130104","6002","0","0","0","9006","2","601","2024/03/19 15:59:59","將討伐證交換的獎賞一覽重置2次","2024/03/01 16:00:00","71130022"
"71130023","10130","10130104","6002","0","0","0","9006","3","601","2024/03/19 15:59:59","將討伐證交換的獎賞一覽重置3次","2024/03/01 16:00:00","71130023"
"71130024","10130","10130104","6002","0","0","0","9006","4","601","2024/03/19 15:59:59","將討伐證交換的獎賞一覽重置4次","2024/03/01 16:00:00","71130024"
"71130025","10130","10130104","6002","0","0","0","9006","5","601","2024/03/19 15:59:59","將討伐證交換的獎勵清單重置5次","2024/03/01 16:00:00","71130025"
"71130026","10130","10130105","6008","0","0","0","9011","5","601","2024/03/19 15:59:59","打倒5隻美空（全難易度皆可）","2024/03/01 16:00:00","71130026"
"71130027","10130","10130105","6008","0","0","0","9011","10","601","2024/03/19 15:59:59","打倒10隻美空（全難易度皆可）","2024/03/01 16:00:00","71130027"
"71130028","10130","10130105","6008","0","0","0","9011","15","601","2024/03/19 15:59:59","打倒15隻美空（全難易度皆可）","2024/03/01 16:00:00","71130028"
"71130029","10130","10130105","6008","0","0","0","9011","20","601","2024/03/19 15:59:59","打倒20隻美空（全難易度皆可）","2024/03/01 16:00:00","71130029"
"71130030","10130","10130105","6008","0","0","0","9011","25","601","2024/03/19 15:59:59","打倒25隻美空（全難易度皆可）","2024/03/01 16:00:00","71130030"
"71130031","10130","10130105","6008","0","0","0","9011","30","601","2024/03/19 15:59:59","打倒30隻美空（全難易度皆可）","2024/03/01 16:00:00","71130031"
"71130032","10130","10130106","6010","0","1013003","0","9019","1","601","2024/03/19 15:59:59","打倒1隻美空（VERY HARD限定）","2024/03/01 16:00:00","71130032"
"71131001","10131","10131102","6004","0","10131101","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-1 (NORMAL)","2024/03/18 16:00:00","71131001"
"71131002","10131","10131102","6004","0","10131102","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-2 (NORMAL)","2024/03/18 16:00:00","71131002"
"71131003","10131","10131102","6004","0","10131103","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-3 (NORMAL)","2024/03/18 16:00:00","71131003"
"71131004","10131","10131102","6004","0","10131104","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-4 (NORMAL)","2024/03/18 16:00:00","71131004"
"71131005","10131","10131102","6004","0","10131105","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-5 (NORMAL)","2024/03/18 16:00:00","71131005"
"71131006","10131","10131102","6004","0","10131106","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-6 (NORMAL)","2024/03/18 16:00:00","71131006"
"71131007","10131","10131102","6004","0","10131107","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-7 (NORMAL)","2024/03/18 16:00:00","71131007"
"71131008","10131","10131102","6004","0","10131108","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-8 (NORMAL)","2024/03/18 16:00:00","71131008"
"71131009","10131","10131102","6004","0","10131109","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-9 (NORMAL)","2024/03/18 16:00:00","71131009"
"71131010","10131","10131102","6004","0","10131110","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-10 (NORMAL)","2024/03/18 16:00:00","71131010"
"71131011","10131","10131102","6004","0","10131111","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-11 (NORMAL)","2024/03/18 16:00:00","71131011"
"71131012","10131","10131102","6004","0","10131112","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-12 (NORMAL)","2024/03/18 16:00:00","71131012"
"71131013","10131","10131102","6004","0","10131113","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-13 (NORMAL)","2024/03/18 16:00:00","71131013"
"71131014","10131","10131102","6004","0","10131114","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-14 (NORMAL)","2024/03/18 16:00:00","71131014"
"71131015","10131","10131102","6004","0","10131115","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-15 (NORMAL)","2024/03/18 16:00:00","71131015"
"71131016","10131","10131103","6005","0","10131201","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-1 (HARD)","2024/03/18 16:00:00","71131016"
"71131017","10131","10131103","6005","0","10131202","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-2 (HARD)","2024/03/18 16:00:00","71131017"
"71131018","10131","10131103","6005","0","10131203","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-3 (HARD)","2024/03/18 16:00:00","71131018"
"71131019","10131","10131103","6005","0","10131204","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-4 (HARD)","2024/03/18 16:00:00","71131019"
"71131020","10131","10131103","6005","0","10131205","0","9003","1","601","2024/03/27 15:59:59","完成活動任務1-5 (HARD)","2024/03/18 16:00:00","71131020"
"71131021","10131","10131104","6002","0","0","0","9006","1","601","2024/03/27 15:59:59","將討伐證交換的獎賞一覽重置1次","2024/03/18 16:00:00","71131021"
"71131022","10131","10131104","6002","0","0","0","9006","2","601","2024/03/27 15:59:59","將討伐證交換的獎賞一覽重置2次","2024/03/18 16:00:00","71131022"
"71131023","10131","10131104","6002","0","0","0","9006","3","601","2024/03/27 15:59:59","將討伐證交換的獎賞一覽重置3次","2024/03/18 16:00:00","71131023"
"71131024","10131","10131104","6002","0","0","0","9006","4","601","2024/03/27 15:59:59","將討伐證交換的獎賞一覽重置4次","2024/03/18 16:00:00","71131024"
"71131025","10131","10131104","6002","0","0","0","9006","5","601","2024/03/27 15:59:59","將討伐證交換的獎勵清單重置5次","2024/03/18 16:00:00","71131025"
"71131026","10131","10131105","6008","0","0","0","9011","5","601","2024/03/27 15:59:59","打倒5隻黑曜魔像（全難易度共通）","2024/03/18 16:00:00","71131026"
"71131027","10131","10131105","6008","0","0","0","9011","10","601","2024/03/27 15:59:59","打倒10隻黑曜魔像（全難易度共通）","2024/03/18 16:00:00","71131027"
"71131028","10131","10131105","6008","0","0","0","9011","15","601","2024/03/27 15:59:59","打倒15隻黑曜魔像（全難易度共通）","2024/03/18 16:00:00","71131028"
"71131029","10131","10131105","6008","0","0","0","9011","20","601","2024/03/27 15:59:59","打倒20隻黑曜魔像（全難易度共通）","2024/03/18 16:00:00","71131029"
"71131030","10131","10131105","6008","0","0","0","9011","25","601","2024/03/27 15:59:59","打倒25隻黑曜魔像（全難易度共通）","2024/03/18 16:00:00","71131030"
"71131031","10131","10131105","6008","0","0","0","9011","30","601","2024/03/27 15:59:59","打倒30隻黑曜魔像（全難易度共通）","2024/03/18 16:00:00","71131031"
"71131032","10131","10131107","6010","0","1013103","0","9019","1","601","2024/03/27 15:59:59","打倒1隻黑曜魔像 (VERY HARD限定)","2024/03/18 16:00:00","71131033"
"71132001","10132","10132102","6004","0","10132101","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-1（NORMAL）","2024/04/01 16:00:00","71132001"
"71132002","10132","10132102","6004","0","10132102","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-2（NORMAL）","2024/04/01 16:00:00","71132002"
"71132003","10132","10132102","6004","0","10132103","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-3（NORMAL）","2024/04/01 16:00:00","71132003"
"71132004","10132","10132102","6004","0","10132104","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-4（NORMAL）","2024/04/01 16:00:00","71132004"
"71132005","10132","10132102","6004","0","10132105","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-5（NORMAL）","2024/04/01 16:00:00","71132005"
"71132006","10132","10132102","6004","0","10132106","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-6（NORMAL）","2024/04/01 16:00:00","71132006"
"71132007","10132","10132102","6004","0","10132107","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-7（NORMAL）","2024/04/01 16:00:00","71132007"
"71132008","10132","10132102","6004","0","10132108","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-8（NORMAL）","2024/04/01 16:00:00","71132008"
"71132009","10132","10132102","6004","0","10132109","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-9（NORMAL）","2024/04/01 16:00:00","71132009"
"71132010","10132","10132102","6004","0","10132110","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-10（NORMAL）","2024/04/01 16:00:00","71132010"
"71132016","10132","10132103","6005","0","10132201","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-1（HARD）","2024/04/01 16:00:00","71132016"
"71132017","10132","10132103","6005","0","10132202","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-2（HARD）","2024/04/01 16:00:00","71132017"
"71132018","10132","10132103","6005","0","10132203","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-3（HARD）","2024/04/01 16:00:00","71132018"
"71132019","10132","10132103","6005","0","10132204","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-4（HARD）","2024/04/01 16:00:00","71132019"
"71132020","10132","10132103","6005","0","10132205","0","9003","1","601","2024/04/19 15:59:59","完成活動冒險1-5（HARD）","2024/04/01 16:00:00","71132020"
"71132021","10132","10132104","6002","0","0","0","9006","1","601","2024/04/19 15:59:59","將討伐證交換的獎賞一覽重置1次","2024/04/01 16:00:00","71132021"
"71132022","10132","10132104","6002","0","0","0","9006","2","601","2024/04/19 15:59:59","將討伐證交換的獎賞一覽重置2次","2024/04/01 16:00:00","71132022"
"71132023","10132","10132104","6002","0","0","0","9006","3","601","2024/04/19 15:59:59","將討伐證交換的獎賞一覽重置3次","2024/04/01 16:00:00","71132023"
"71132024","10132","10132104","6002","0","0","0","9006","4","601","2024/04/19 15:59:59","將討伐證交換的獎賞一覽重置4次","2024/04/01 16:00:00","71132024"
"71132025","10132","10132104","6002","0","0","0","9006","5","601","2024/04/19 15:59:59","將討伐證交換的獎勵清單重置5次","2024/04/01 16:00:00","71132025"
"71132026","10132","10132105","6008","0","0","0","9011","5","601","2024/04/19 15:59:59","打倒5隻巴西利斯克‧阿洛斯（EX、EX＋除外）","2024/04/01 16:00:00","71132026"
"71132027","10132","10132105","6008","0","0","0","9011","10","601","2024/04/19 15:59:59","打倒10隻巴西利斯克‧阿洛斯（EX、EX＋除外）","2024/04/01 16:00:00","71132027"
"71132028","10132","10132105","6008","0","0","0","9011","15","601","2024/04/19 15:59:59","打倒15隻巴西利斯克‧阿洛斯（EX、EX＋除外）","2024/04/01 16:00:00","71132028"
"71132029","10132","10132105","6008","0","0","0","9011","20","601","2024/04/19 15:59:59","打倒20隻巴西利斯克‧阿洛斯（EX、EX＋除外）","2024/04/01 16:00:00","71132029"
"71132030","10132","10132105","6008","0","0","0","9011","25","601","2024/04/19 15:59:59","打倒25隻巴西利斯克‧阿洛斯（EX、EX＋除外）","2024/04/01 16:00:00","71132030"
"71132031","10132","10132105","6008","0","0","0","9011","30","601","2024/04/19 15:59:59","打倒30隻巴西利斯克‧阿洛斯（EX、EX＋除外）","2024/04/01 16:00:00","71132031"
"71132032","10132","10132106","6010","0","1013203","0","9019","1","601","2024/04/19 15:59:59","打倒1隻巴西利斯克‧阿洛斯（VERY HARD限定）","2024/04/01 16:00:00","71132032"
"71133001","10133","10133102","6004","0","10133101","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-1 (NORMAL)","2024/04/16 16:00:00","71133001"
"71133002","10133","10133102","6004","0","10133102","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-2 (NORMAL)","2024/04/16 16:00:00","71133002"
"71133003","10133","10133102","6004","0","10133103","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-3 (NORMAL)","2024/04/16 16:00:00","71133003"
"71133004","10133","10133102","6004","0","10133104","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-4 (NORMAL)","2024/04/16 16:00:00","71133004"
"71133005","10133","10133102","6004","0","10133105","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-5 (NORMAL)","2024/04/16 16:00:00","71133005"
"71133006","10133","10133102","6004","0","10133106","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-6 (NORMAL)","2024/04/16 16:00:00","71133006"
"71133007","10133","10133102","6004","0","10133107","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-7 (NORMAL)","2024/04/16 16:00:00","71133007"
"71133008","10133","10133102","6004","0","10133108","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-8 (NORMAL)","2024/04/16 16:00:00","71133008"
"71133009","10133","10133102","6004","0","10133109","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-9 (NORMAL)","2024/04/16 16:00:00","71133009"
"71133010","10133","10133102","6004","0","10133110","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-10 (NORMAL)","2024/04/16 16:00:00","71133010"
"71133011","10133","10133102","6004","0","10133111","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-11 (NORMAL)","2024/04/16 16:00:00","71133011"
"71133012","10133","10133102","6004","0","10133112","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-12 (NORMAL)","2024/04/16 16:00:00","71133012"
"71133013","10133","10133102","6004","0","10133113","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-13 (NORMAL)","2024/04/16 16:00:00","71133013"
"71133014","10133","10133102","6004","0","10133114","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-14 (NORMAL)","2024/04/16 16:00:00","71133014"
"71133015","10133","10133102","6004","0","10133115","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-15 (NORMAL)","2024/04/16 16:00:00","71133015"
"71133016","10133","10133103","6005","0","10133201","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-1 (HARD)","2024/04/16 16:00:00","71133016"
"71133017","10133","10133103","6005","0","10133202","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-2 (HARD)","2024/04/16 16:00:00","71133017"
"71133018","10133","10133103","6005","0","10133203","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-3 (HARD)","2024/04/16 16:00:00","71133018"
"71133019","10133","10133103","6005","0","10133204","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-4 (HARD)","2024/04/16 16:00:00","71133019"
"71133020","10133","10133103","6005","0","10133205","0","9003","1","601","2024/04/26 15:59:59","完成活動任務1-5 (HARD)","2024/04/16 16:00:00","71133020"
"71133021","10133","10133104","6002","0","0","0","9006","1","601","2024/04/26 15:59:59","將討伐證交換的獎賞一覽重置1次","2024/04/16 16:00:00","71133021"
"71133022","10133","10133104","6002","0","0","0","9006","2","601","2024/04/26 15:59:59","將討伐證交換的獎賞一覽重置2次","2024/04/16 16:00:00","71133022"
"71133023","10133","10133104","6002","0","0","0","9006","3","601","2024/04/26 15:59:59","將討伐證交換的獎賞一覽重置3次","2024/04/16 16:00:00","71133023"
"71133024","10133","10133104","6002","0","0","0","9006","4","601","2024/04/26 15:59:59","將討伐證交換的獎賞一覽重置4次","2024/04/16 16:00:00","71133024"
"71133025","10133","10133104","6002","0","0","0","9006","5","601","2024/04/26 15:59:59","將討伐證交換的獎勵清單重置5次","2024/04/16 16:00:00","71133025"
"71133026","10133","10133105","6008","0","0","0","9011","5","601","2024/04/26 15:59:59","打倒5隻不幸福的多倫多獸（全難易度共通）","2024/04/16 16:00:00","71133026"
"71133027","10133","10133105","6008","0","0","0","9011","10","601","2024/04/26 15:59:59","打倒10隻不幸福的多倫多獸（全難易度共通）","2024/04/16 16:00:00","71133027"
"71133028","10133","10133105","6008","0","0","0","9011","15","601","2024/04/26 15:59:59","打倒15隻不幸福的多倫多獸（全難易度共通）","2024/04/16 16:00:00","71133028"
"71133029","10133","10133105","6008","0","0","0","9011","20","601","2024/04/26 15:59:59","打倒20隻不幸福的多倫多獸（全難易度共通）","2024/04/16 16:00:00","71133029"
"71133030","10133","10133105","6008","0","0","0","9011","25","601","2024/04/26 15:59:59","打倒25隻不幸福的多倫多獸（全難易度共通）","2024/04/16 16:00:00","71133030"
"71133031","10133","10133105","6008","0","0","0","9011","30","601","2024/04/26 15:59:59","打倒30隻不幸福的多倫多獸（全難易度共通）","2024/04/16 16:00:00","71133031"
"71133032","10133","10133106","6006","0","1013301","0","9019","1","601","2024/04/26 15:59:59","打倒1隻不幸福的多倫多獸（NORMAL限定）","2024/04/16 16:00:00","71133032"
"71133033","10133","10133107","6010","0","1013303","0","9019","1","601","2024/04/26 15:59:59","打倒1隻不幸福的多倫多獸 (VERY HARD限定)","2024/04/16 16:00:00","71133033"
"71134001","10134","10134102","6004","0","10134101","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-1（NORMAL）","2024/05/01 16:00:00","71134001"
"71134002","10134","10134102","6004","0","10134102","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-2（NORMAL）","2024/05/01 16:00:00","71134002"
"71134003","10134","10134102","6004","0","10134103","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-3（NORMAL）","2024/05/01 16:00:00","71134003"
"71134004","10134","10134102","6004","0","10134104","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-4（NORMAL）","2024/05/01 16:00:00","71134004"
"71134005","10134","10134102","6004","0","10134105","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-5（NORMAL）","2024/05/01 16:00:00","71134005"
"71134006","10134","10134102","6004","0","10134106","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-6（NORMAL）","2024/05/01 16:00:00","71134006"
"71134007","10134","10134102","6004","0","10134107","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-7（NORMAL）","2024/05/01 16:00:00","71134007"
"71134008","10134","10134102","6004","0","10134108","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-8（NORMAL）","2024/05/01 16:00:00","71134008"
"71134009","10134","10134102","6004","0","10134109","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-9（NORMAL）","2024/05/01 16:00:00","71134009"
"71134010","10134","10134102","6004","0","10134110","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-10（NORMAL）","2024/05/01 16:00:00","71134010"
"71134016","10134","10134103","6005","0","10134201","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-1（HARD）","2024/05/01 16:00:00","71134016"
"71134017","10134","10134103","6005","0","10134202","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-2（HARD）","2024/05/01 16:00:00","71134017"
"71134018","10134","10134103","6005","0","10134203","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-3（HARD）","2024/05/01 16:00:00","71134018"
"71134019","10134","10134103","6005","0","10134204","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-4（HARD）","2024/05/01 16:00:00","71134019"
"71134020","10134","10134103","6005","0","10134205","0","9003","1","601","2024/05/19 15:59:59","完成活動冒險1-5（HARD）","2024/05/01 16:00:00","71134020"
"71134021","10134","10134104","6002","0","0","0","9006","1","601","2024/05/19 15:59:59","將討伐證交換的獎賞一覽重置1次","2024/05/01 16:00:00","71134021"
"71134022","10134","10134104","6002","0","0","0","9006","2","601","2024/05/19 15:59:59","將討伐證交換的獎賞一覽重置2次","2024/05/01 16:00:00","71134022"
"71134023","10134","10134104","6002","0","0","0","9006","3","601","2024/05/19 15:59:59","將討伐證交換的獎賞一覽重置3次","2024/05/01 16:00:00","71134023"
"71134024","10134","10134104","6002","0","0","0","9006","4","601","2024/05/19 15:59:59","將討伐證交換的獎賞一覽重置4次","2024/05/01 16:00:00","71134024"
"71134025","10134","10134104","6002","0","0","0","9006","5","601","2024/05/19 15:59:59","將討伐證交換的獎勵清單重置5次","2024/05/01 16:00:00","71134025"
"71134026","10134","10134105","6008","0","0","0","9011","5","601","2024/05/19 15:59:59","打倒5隻夢中隕石（全難易度皆可）","2024/05/01 16:00:00","71134026"
"71134027","10134","10134105","6008","0","0","0","9011","10","601","2024/05/19 15:59:59","打倒10隻夢中隕石（全難易度皆可）","2024/05/01 16:00:00","71134027"
"71134028","10134","10134105","6008","0","0","0","9011","15","601","2024/05/19 15:59:59","打倒15隻夢中隕石（全難易度皆可）","2024/05/01 16:00:00","71134028"
"71134029","10134","10134105","6008","0","0","0","9011","20","601","2024/05/19 15:59:59","打倒20隻夢中隕石（全難易度皆可）","2024/05/01 16:00:00","71134029"
"71134030","10134","10134105","6008","0","0","0","9011","25","601","2024/05/19 15:59:59","打倒25隻夢中隕石（全難易度皆可）","2024/05/01 16:00:00","71134030"
"71134031","10134","10134105","6008","0","0","0","9011","30","601","2024/05/19 15:59:59","打倒30隻夢中隕石（全難易度皆可）","2024/05/01 16:00:00","71134031"
"71134032","10134","10134106","6006","0","1013401","0","9019","1","601","2024/05/19 15:59:59","打倒1隻夢中隕石（NORMAL限定）","2024/05/01 16:00:00","71134032"
"71134033","10134","10134107","6010","0","1013403","0","9019","1","601","2024/05/19 15:59:59","打倒1隻夢中隕石（VERY HARD限定）","2024/05/01 16:00:00","71134033"
"71135001","10135","10135102","6004","0","10135101","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-1（NORMAL）","2024/05/17 16:00:00","71135001"
"71135002","10135","10135102","6004","0","10135102","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-2（NORMAL）","2024/05/17 16:00:00","71135002"
"71135003","10135","10135102","6004","0","10135103","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-3（NORMAL）","2024/05/17 16:00:00","71135003"
"71135004","10135","10135102","6004","0","10135104","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-4（NORMAL）","2024/05/17 16:00:00","71135004"
"71135005","10135","10135102","6004","0","10135105","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-5（NORMAL）","2024/05/17 16:00:00","71135005"
"71135006","10135","10135102","6004","0","10135106","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-6（NORMAL）","2024/05/17 16:00:00","71135006"
"71135007","10135","10135102","6004","0","10135107","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-7（NORMAL）","2024/05/17 16:00:00","71135007"
"71135008","10135","10135102","6004","0","10135108","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-8（NORMAL）","2024/05/17 16:00:00","71135008"
"71135009","10135","10135102","6004","0","10135109","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-9（NORMAL）","2024/05/17 16:00:00","71135009"
"71135010","10135","10135102","6004","0","10135110","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-10（NORMAL）","2024/05/17 16:00:00","71135010"
"71135011","10135","10135102","6004","0","10135111","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-11（NORMAL）","2024/05/17 16:00:00","71135011"
"71135012","10135","10135102","6004","0","10135112","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-12（NORMAL）","2024/05/17 16:00:00","71135012"
"71135013","10135","10135102","6004","0","10135113","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-13（NORMAL）","2024/05/17 16:00:00","71135013"
"71135014","10135","10135102","6004","0","10135114","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-14（NORMAL）","2024/05/17 16:00:00","71135014"
"71135015","10135","10135102","6004","0","10135115","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-15（NORMAL）","2024/05/17 16:00:00","71135015"
"71135016","10135","10135103","6005","0","10135201","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-1（HARD）","2024/05/17 16:00:00","71135016"
"71135017","10135","10135103","6005","0","10135202","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-2（HARD）","2024/05/17 16:00:00","71135017"
"71135018","10135","10135103","6005","0","10135203","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-3（HARD）","2024/05/17 16:00:00","71135018"
"71135019","10135","10135103","6005","0","10135204","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-4（HARD）","2024/05/17 16:00:00","71135019"
"71135020","10135","10135103","6005","0","10135205","0","9003","1","601","2024/05/27 15:59:59","完成活動冒險1-5（HARD）","2024/05/17 16:00:00","71135020"
"71135021","10135","10135104","6002","0","0","0","9006","1","601","2024/05/27 15:59:59","將討伐證交換的獎賞一覽重置1次","2024/05/17 16:00:00","71135021"
"71135022","10135","10135104","6002","0","0","0","9006","2","601","2024/05/27 15:59:59","將討伐證交換的獎賞一覽重置2次","2024/05/17 16:00:00","71135022"
"71135023","10135","10135104","6002","0","0","0","9006","3","601","2024/05/27 15:59:59","將討伐證交換的獎賞一覽重置3次","2024/05/17 16:00:00","71135023"
"71135024","10135","10135104","6002","0","0","0","9006","4","601","2024/05/27 15:59:59","將討伐證交換的獎賞一覽重置4次","2024/05/17 16:00:00","71135024"
"71135025","10135","10135104","6002","0","0","0","9006","5","601","2024/05/27 15:59:59","將討伐證交換的獎勵清單重置5次","2024/05/17 16:00:00","71135025"
"71135026","10135","10135105","6008","0","0","0","9011","5","601","2024/05/27 15:59:59","打倒5隻汙穢的湯之神‧陽卵（全難易度皆可）","2024/05/17 16:00:00","71135026"
"71135027","10135","10135105","6008","0","0","0","9011","10","601","2024/05/27 15:59:59","打倒10隻汙穢的湯之神‧陽卵（全難易度皆可）","2024/05/17 16:00:00","71135027"
"71135028","10135","10135105","6008","0","0","0","9011","15","601","2024/05/27 15:59:59","打倒15隻汙穢的湯之神‧陽卵（全難易度皆可）","2024/05/17 16:00:00","71135028"
"71135029","10135","10135105","6008","0","0","0","9011","20","601","2024/05/27 15:59:59","打倒20隻汙穢的湯之神‧陽卵（全難易度皆可）","2024/05/17 16:00:00","71135029"
"71135030","10135","10135105","6008","0","0","0","9011","25","601","2024/05/27 15:59:59","打倒25隻汙穢的湯之神‧陽卵（全難易度皆可）","2024/05/17 16:00:00","71135030"
"71135031","10135","10135105","6008","0","0","0","9011","30","601","2024/05/27 15:59:59","打倒30隻汙穢的湯之神‧陽卵（全難易度皆可）","2024/05/17 16:00:00","71135031"
"71135032","10135","10135106","6006","0","1013501","0","9019","1","601","2024/05/27 15:59:59","打倒1隻汙穢的湯之神‧陽卵（NORMAL限定）","2024/05/17 16:00:00","71135032"
"71135033","10135","10135107","6010","0","1013503","0","9019","1","601","2024/05/27 15:59:59","打倒1隻汙穢的湯之神‧陽卵（VERY HARD限定）","2024/05/17 16:00:00","71135033"
"71136001","10136","10136102","6004","0","10136101","0","9003","1","601","2024/06/29 15:59:59","完成活動冒險1-1（NORMAL）前篇","2024/06/01 16:00:00","71136001"
