53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"13","9","13","13","289","13","1","0","13","1865","13","13","30","0","10","0","13","0","0","0","13","0","203801","13","14","1","0","0","670380113","13","1","13","0","13","13","200000001","13","13","10","13"
"14","10","14","14","316","14","1","0","14","2156","14","14","30","0","10","0","14","0","0","0","14","0","203801","14","15","1","0","0","670380114","14","1","14","0","14","14","200000001","14","14","10","14"
"15","10","15","15","344","15","1","0","15","2447","15","15","30","0","10","0","15","0","0","0","15","0","203801","15","15","1","0","0","670380115","15","1","15","0","15","15","200000001","15","15","10","15"
"16","11","16","16","371","16","1","0","16","2738","16","16","30","0","10","0","16","0","0","0","16","0","203801","16","15","1","0","0","670380116","16","1","16","0","16","16","200000001","16","16","10","16"
"17","12","17","17","396","17","1","0","17","3029","17","17","30","0","10","0","17","0","0","0","17","0","203801","17","18","1","0","0","670380117","17","1","17","0","17","17","200000001","17","17","10","17"
"18","13","18","18","423","18","1","0","18","3320","18","18","30","0","10","0","18","0","0","0","18","0","203801","18","19","1","0","0","670380118","18","1","18","0","18","18","200000001","18","18","10","18"
"19","13","19","19","450","19","1","0","19","3610","19","19","30","0","10","0","19","0","0","0","19","0","203801","19","19","1","0","0","670380119","19","1","19","0","19","19","200000001","19","19","10","19"
"20","13","20","20","478","20","1","0","20","3901","20","20","30","0","10","0","20","0","0","0","20","0","203801","20","20","1","0","0","670380120","20","1","20","0","20","20","200000001","20","20","10","20"
"21","13","21","21","492","21","1","0","21","4115","21","21","30","0","10","0","21","0","0","0","21","0","203801","21","20","1","0","0","670380121","21","1","21","0","21","21","200000001","21","21","10","21"
"22","13","22","22","508","22","1","0","22","4328","22","22","30","0","10","0","22","0","0","0","22","0","203801","22","20","1","0","0","670380122","22","1","22","0","22","22","200000001","22","22","10","22"
"23","13","23","23","522","23","1","0","23","4542","23","23","30","0","10","0","23","0","0","0","23","0","203801","23","20","1","0","0","670380123","23","1","23","0","23","23","200000001","23","23","10","23"
"24","22","24","24","604","24","1","0","24","4512","24","24","30","0","10","0","24","0","0","0","24","0","203801","24","30","1","0","0","670380124","24","1","24","0","24","24","200000001","24","24","10","24"
"25","22","25","25","636","25","1","0","25","4897","25","25","30","0","10","0","25","0","0","0","25","0","203801","25","30","1","0","0","670380125","25","1","25","0","25","25","200000001","25","25","10","25"
"26","22","26","26","666","26","1","0","26","5278","26","26","30","0","10","0","26","0","0","0","26","0","203801","26","31","1","0","0","670380126","26","1","26","0","26","26","200000001","26","26","10","26"
"27","22","27","27","697","27","1","0","27","5663","27","27","30","0","10","0","27","0","0","0","27","0","203801","27","31","1","0","0","670380127","27","1","27","0","27","27","200000001","27","27","10","27"
"28","22","28","28","727","28","1","0","28","6047","28","28","30","0","10","0","28","0","0","0","28","0","203801","28","31","1","0","0","670380128","28","1","28","0","28","28","200000001","28","28","10","28"
"29","22","29","29","758","29","1","0","29","6428","29","29","30","0","10","0","29","0","0","0","29","0","203801","29","33","1","0","0","670380129","29","1","29","0","29","29","200000001","29","29","10","29"
"30","22","30","30","788","30","1","0","30","6813","30","30","30","0","10","0","30","0","0","0","30","0","203801","30","33","1","0","0","670380130","30","1","30","0","30","30","200000001","30","30","10","30"
"31","23","31","31","852","31","1","0","31","8118","31","31","30","0","10","0","31","0","0","0","31","0","203801","31","34","1","0","0","670380131","31","1","31","0","31","31","200000001","31","31","10","31"
"32","25","32","32","917","32","1","0","32","9420","32","32","30","0","10","0","32","0","0","0","32","0","203801","32","36","1","0","0","670380132","32","1","32","0","32","32","200000001","32","32","10","32"
"33","26","33","33","979","33","1","0","33","10725","33","33","30","0","10","0","33","0","0","0","33","0","203801","33","38","1","0","0","670380133","33","1","33","0","33","33","200000001","33","33","10","33"
"34","27","34","34","1044","34","1","0","34","12030","34","34","30","0","10","0","34","0","0","0","34","0","203801","34","39","1","0","0","670380134","34","1","34","0","34","34","200000001","34","34","10","34"
"35","29","35","35","1108","35","1","0","35","13332","35","35","30","0","10","0","35","0","0","0","35","0","203801","35","40","1","0","0","670380135","35","1","35","0","35","35","200000001","35","35","10","35"
"36","30","36","36","1172","36","1","0","36","14637","36","36","30","0","10","0","36","0","0","0","36","0","203801","36","43","1","0","0","670380136","36","1","36","0","36","36","200000001","36","36","10","36"
"37","31","37","37","1236","37","1","0","37","15939","37","37","30","0","10","0","37","0","0","0","37","0","203801","37","44","1","0","0","670380137","37","1","37","0","37","37","200000001","37","37","10","37"
"38","32","38","38","1300","38","1","0","38","17244","38","38","30","0","10","0","38","0","0","0","38","0","203801","38","45","1","0","0","670380138","38","1","38","0","38","38","200000001","38","38","10","38"
"39","33","39","39","1363","39","1","0","39","18549","39","39","30","0","10","0","39","0","0","0","39","0","203801","39","46","1","0","0","670380139","39","1","39","0","39","39","200000001","39","39","10","39"
"40","35","40","40","1427","40","1","0","40","19851","40","40","30","0","10","0","40","0","0","0","40","0","203801","40","49","1","0","0","670380140","40","1","40","0","40","40","200000001","40","40","10","40"
"41","36","41","41","1460","41","1","0","41","20036","41","41","30","0","10","0","41","0","0","0","41","0","203801","41","49","1","0","0","670380141","41","1","41","0","41","41","200000001","41","41","10","41"
"42","36","42","42","1543","42","1","0","42","21027","42","42","30","0","10","0","42","0","0","0","42","0","203801","42","50","1","0","0","670380142","42","1","42","0","42","42","200000001","42","42","10","42"
"43","37","43","43","1574","43","1","0","43","21454","43","43","30","0","10","0","43","0","0","0","43","0","203801","43","52","1","0","0","670380143","43","1","43","0","43","43","200000001","43","43","10","43"
"44","38","44","44","1583","44","1","0","44","21880","44","44","30","0","10","0","44","0","0","0","44","0","203801","44","53","1","0","0","670380144","44","1","44","0","44","44","200000001","44","44","10","44"
"45","38","45","45","1667","45","1","0","45","21943","45","45","30","0","10","0","45","0","0","0","45","0","203801","45","53","1","0","0","670380145","45","1","45","0","45","45","200000001","45","45","10","45"
"46","40","46","46","1668","46","1","0","46","22552","46","46","30","0","10","0","46","0","0","0","46","0","203801","46","56","1","0","0","670380146","46","1","46","0","46","46","200000001","46","46","10","46"
"47","42","47","47","1696","47","1","0","47","23160","47","47","30","0","10","0","47","0","0","0","47","0","203801","47","58","1","0","0","670380147","47","1","47","0","47","47","200000001","47","47","10","47"
"48","42","48","48","1741","48","1","0","48","23160","48","48","30","0","10","0","48","0","0","0","48","0","203801","48","59","1","0","0","670380148","48","1","48","0","48","48","200000001","48","48","10","48"
"49","42","49","49","1785","49","1","0","49","23160","49","49","30","0","10","0","49","0","0","0","49","0","203801","49","59","1","0","0","670380149","49","1","49","0","49","49","200000001","49","49","10","49"
"50","50","50","50","1843","50","1","0","50","23660","50","50","30","0","10","0","50","0","0","0","50","0","203801","50","65","1","0","0","670380150","50","1","50","0","50","50","200000001","50","50","10","50"
"51","51","51","51","1900","51","1","0","51","24160","51","51","30","0","10","0","51","0","0","0","51","0","203801","51","66","1","0","0","670380151","51","1","51","0","51","51","200000001","51","51","10","51"
"52","51","52","52","1958","52","1","0","52","24660","52","52","30","0","10","0","52","0","0","0","52","0","203801","52","66","1","0","0","670380152","52","1","52","0","52","52","200000001","52","52","10","52"
"53","51","53","53","2016","53","1","0","53","25160","53","53","30","0","10","0","53","0","0","0","53","0","203801","53","66","1","0","0","670380153","53","1","53","0","53","53","200000001","53","53","10","53"
"54","51","54","54","2073","54","1","0","54","25660","54","54","30","0","10","0","54","0","0","0","54","0","203801","54","66","1","0","0","670380154","54","1","54","0","54","54","200000001","54","54","10","54"
"55","51","55","55","2131","55","1","0","55","26160","55","55","30","0","10","0","55","0","0","0","55","0","203801","55","66","1","0","0","670380155","55","1","55","0","55","55","200000001","55","55","10","55"
"56","51","56","56","2072","56","1","0","56","27160","56","56","30","0","10","0","56","0","0","0","56","0","203801","56","67","1","0","0","670380156","56","1","56","0","56","56","200000001","56","56","10","56"
"57","51","57","57","2099","57","1","0","57","27410","57","57","30","0","10","0","57","0","0","0","57","0","203801","57","67","1","0","0","670380157","57","1","57","0","57","57","200000001","57","57","10","57"
"58","51","58","58","2243","58","1","0","58","28660","58","58","30","0","10","0","58","0","0","0","58","0","203801","58","67","1","0","0","670380158","58","1","58","0","58","58","200000001","58","58","10","58"
"59","53","59","59","2154","59","1","0","59","27910","59","59","30","0","10","0","59","0","0","0","59","0","203801","59","68","1","0","0","670380159","59","1","59","0","59","59","200000001","59","59","10","59"
"60","54","60","60","2181","60","1","0","60","28160","60","60","30","0","10","0","60","0","0","0","60","0","203801","60","69","1","0","0","670380160","60","1","60","0","60","60","200000001","60","60","10","60"
"61","55","61","61","2208","61","1","0","61","28410","61","61","30","0","10","0","61","0","0","0","61","0","203801","61","70","1","0","0","670380161","61","1","61","0","61","61","200000001","61","61","10","61"
"62","56","62","62","2251","62","1","0","62","28433","62","62","30","0","10","0","62","0","0","0","62","0","203801","62","70","1","0","0","670380162","62","1","62","0","62","62","200000001","62","62","10","62"
"63","58","63","63","2294","63","1","0","63","28455","63","63","30","0","10","0","63","0","0","0","63","0","203801","63","71","1","0","0","670380163","63","1","63","0","63","63","200000001","63","63","10","63"
"64","59","64","64","2337","64","1","0","64","28478","64","64","30","0","10","0","64","0","0","0","64","0","203801","64","71","1","0","0","670380164","64","1","64","0","64","64","200000001","64","64","10","64"
"65","60","65","65","2380","65","1","0","65","28500","65","65","30","0","10","0","65","0","0","0","65","0","203801","65","72","1","0","0","670380165","65","1","65","0","65","65","200000001","65","65","10","65"
"66","62","66","66","2423","66","1","0","66","28523","66","66","30","0","10","0","66","0","0","0","66","0","203801","66","72","1","0","0","670380166","66","1","66","0","66","66","200000001","66","66","10","66"
"67","63","67","67","2466","67","1","0","67","28545","67","67","30","0","10","0","67","0","0","0","67","0","203801","67","72","1","0","0","670380167","67","1","67","0","67","67","200000001","67","67","10","67"
"68","65","68","68","2509","68","1","0","68","28568","68","68","30","0","10","0","68","0","0","0","68","0","203801","68","73","1","0","0","670380168","68","1","68","0","68","68","200000001","68","68","10","68"
"69","66","69","69","2552","69","1","0","69","28590","69","69","30","0","10","0","69","0","0","0","69","0","203801","69","73","1","0","0","670380169","69","1","69","0","69","69","200000001","69","69","10","69"
"70","67","70","70","2595","70","1","0","70","28613","70","70","30","0","10","0","70","0","0","0","70","0","203801","70","74","1","0","0","670380170","70","1","70","0","70","70","200000001","70","70","10","70"
"71","69","71","71","2638","71","1","0","71","28636","71","71","30","0","10","0","71","0","0","0","71","0","203801","71","74","1","0","0","670380171","71","1","71","0","71","71","200000001","71","71","10","71"
"1","4","1","1","71","1","1","0","1","331","1","1","30","0","10","0","1","0","0","0","1","0","203900","1","4","1","0","0","670390001","1","1","1","0","1","1","200000006","1","1","10","1"
"2","4","2","2","83","2","1","0","2","340","2","2","30","0","10","0","2","0","0","0","2","0","203900","2","9","1","0","0","670390002","2","1","2","0","2","2","200000006","2","2","10","2"
"3","5","3","3","96","3","1","0","3","349","3","3","30","0","10","0","3","0","0","0","3","0","203900","3","5","1","0","0","670390003","3","1","3","0","3","3","200000006","3","3","10","3"
"4","5","4","4","96","4","1","0","4","349","4","4","30","0","10","0","4","0","0","0","4","0","203900","4","5","1","0","0","670390004","4","1","4","0","4","4","200000006","4","4","10","4"
"5","5","5","5","105","5","1","0","5","351","5","5","30","0","10","0","5","0","0","0","5","0","203900","5","5","1","0","0","670390005","5","1","5","0","5","5","200000006","5","5","10","5"
"6","7","6","6","143","6","1","0","6","369","6","6","30","0","10","0","6","0","0","0","6","0","203900","6","8","1","0","0","670390006","6","1","6","0","6","6","200000006","6","6","10","6"
"7","9","7","7","163","7","1","0","7","415","7","7","30","0","10","0","7","0","0","0","7","0","203900","7","9","1","0","0","670390007","7","1","7","0","7","7","200000006","7","7","10","7"
"8","9","8","8","183","8","1","0","8","462","8","8","30","0","10","0","8","0","0","0","8","0","203900","8","9","1","0","0","670390008","8","1","8","0","8","8","200000006","8","8","10","8"
"9","10","9","9","203","9","1","0","9","508","9","9","30","0","10","0","9","0","0","0","9","0","203900","9","9","1","0","0","670390009","9","1","9","0","9","9","200000006","9","9","10","9"
"10","11","10","10","223","10","1","0","10","554","10","10","30","0","10","0","10","0","0","0","10","0","203900","10","10","1","0","0","670390010","10","1","10","0","10","10","200000006","10","10","10","10"
"11","11","11","11","244","11","1","0","11","601","11","11","30","0","10","0","11","0","0","0","11","0","203900","11","11","1","0","0","670390011","11","1","11","0","11","11","200000006","11","11","10","11"
"12","12","12","12","266","12","1","0","12","648","12","12","30","0","10","0","12","0","0","0","12","0","203900","12","13","1","0","0","670390012","12","1","12","0","12","12","200000006","12","12","10","12"
"13","13","13","13","284","13","1","0","13","694","13","13","30","0","10","0","13","0","0","0","13","0","203900","13","13","1","0","0","670390013","13","1","13","0","13","13","200000006","13","13","10","13"
"14","13","14","14","304","14","1","0","14","740","14","14","30","0","10","0","14","0","0","0","14","0","203900","14","14","1","0","0","670390014","14","1","14","0","14","14","200000006","14","14","10","14"
"15","15","15","15","324","15","1","0","15","786","15","15","30","0","10","0","15","0","0","0","15","0","203900","15","15","1","0","0","670390015","15","1","15","0","15","15","200000006","15","15","10","15"
"16","15","16","16","364","16","1","0","16","855","16","16","30","0","10","0","16","0","0","0","16","0","203900","16","15","1","0","0","670390016","16","1","16","0","16","16","200000006","16","16","10","16"
"17","15","17","17","404","17","1","0","17","924","17","17","30","0","10","0","17","0","0","0","17","0","203900","17","15","1","0","0","670390017","17","1","17","0","17","17","200000006","17","17","10","17"
"18","16","18","18","489","18","1","0","18","1304","18","18","30","0","10","0","18","0","0","0","18","0","203900","18","15","1","0","0","670390018","18","1","18","0","18","18","200000006","18","18","10","18"
"19","16","19","19","527","19","1","0","19","1490","19","19","30","0","10","0","19","0","0","0","19","0","203900","19","15","1","0","0","670390019","19","1","19","0","19","19","200000006","19","19","10","19"
"20","16","20","20","554","20","1","0","20","1572","20","20","30","0","10","0","20","0","0","0","20","0","203900","20","17","1","0","0","670390020","20","1","20","0","20","20","200000006","20","20","10","20"
"21","18","21","21","614","21","1","0","21","1794","21","21","30","0","10","0","21","0","0","0","21","0","203900","21","19","1","0","0","670390021","21","1","21","0","21","21","200000006","21","21","10","21"
"22","21","22","22","670","22","1","0","22","2015","22","22","30","0","10","0","22","0","0","0","22","0","203900","22","21","1","0","0","670390022","22","1","22","0","22","22","200000006","22","22","10","22"
"23","21","23","23","687","23","1","0","23","2162","23","23","30","0","10","0","23","0","0","0","23","0","203900","23","21","1","0","0","670390023","23","1","23","0","23","23","200000006","23","23","10","23"
"24","21","24","24","702","24","1","0","24","2309","24","24","30","0","10","0","24","0","0","0","24","0","203900","24","21","1","0","0","670390024","24","1","24","0","24","24","200000006","24","24","10","24"
"25","22","25","25","719","25","1","0","25","2457","25","25","30","0","10","0","25","0","0","0","25","0","203900","25","21","1","0","0","670390025","25","1","25","0","25","25","200000006","25","25","10","25"
"26","22","26","26","736","26","1","0","26","2603","26","26","30","0","10","0","26","0","0","0","26","0","203900","26","21","1","0","0","670390026","26","1","26","0","26","26","200000006","26","26","10","26"
"27","22","27","27","751","27","1","0","27","2750","27","27","30","0","10","0","27","0","0","0","27","0","203900","27","21","1","0","0","670390027","27","1","27","0","27","27","200000006","27","27","10","27"
"28","22","28","28","768","28","1","0","28","2897","28","28","30","0","10","0","28","0","0","0","28","0","203900","28","21","1","0","0","670390028","28","1","28","0","28","28","200000006","28","28","10","28"
"29","22","29","29","782","29","1","0","29","3123","29","29","30","0","10","0","29","0","0","0","29","0","203900","29","22","1","0","0","670390029","29","1","29","0","29","29","200000006","29","29","10","29"
"30","22","30","30","797","30","1","0","30","3349","30","30","30","0","10","0","30","0","0","0","30","0","203900","30","22","1","0","0","670390030","30","1","30","0","30","30","200000006","30","30","10","30"
"31","23","31","31","812","31","1","0","31","3575","31","31","30","0","10","0","31","0","0","0","31","0","203900","31","22","1","0","0","670390031","31","1","31","0","31","31","200000006","31","31","10","31"
"32","23","32","32","826","32","1","0","32","3801","32","32","30","0","10","0","32","0","0","0","32","0","203900","32","23","1","0","0","670390032","32","1","32","0","32","32","200000006","32","32","10","32"
"33","23","33","33","829","33","1","0","33","3901","33","33","30","0","10","0","33","0","0","0","33","0","203900","33","23","1","0","0","670390033","33","1","33","0","33","33","200000006","33","33","10","33"
"34","23","34","34","922","34","1","0","34","4913","34","34","30","0","10","0","34","0","0","0","34","0","203900","34","24","1","0","0","670390034","34","1","34","0","34","34","200000006","34","34","10","34"
"35","23","35","35","964","35","1","0","35","5398","35","35","30","0","10","0","35","0","0","0","35","0","203900","35","24","1","0","0","670390035","35","1","35","0","35","35","200000006","35","35","10","35"
"36","23","36","36","1007","36","1","0","36","5524","36","36","30","0","10","0","36","0","0","0","36","0","203900","36","24","1","0","0","670390036","36","1","36","0","36","36","200000006","36","36","10","36"
"37","25","37","37","1049","37","1","0","37","6013","37","37","30","0","10","0","37","0","0","0","37","0","203900","37","26","1","0","0","670390037","37","1","37","0","37","37","200000006","37","37","10","37"
"38","27","38","38","1091","38","1","0","38","6501","38","38","30","0","10","0","38","0","0","0","38","0","203900","38","28","1","0","0","670390038","38","1","38","0","38","38","200000006","38","38","10","38"
"39","30","39","39","1133","39","1","0","39","6990","39","39","30","0","10","0","39","0","0","0","39","0","203900","39","30","1","0","0","670390039","39","1","39","0","39","39","200000006","39","39","10","39"
"40","32","40","40","1176","40","1","0","40","7478","40","40","30","0","10","0","40","0","0","0","40","0","203900","40","32","1","0","0","670390040","40","1","40","0","40","40","200000006","40","40","10","40"
"41","34","41","41","1218","41","1","0","41","7967","41","41","30","0","10","0","41","0","0","0","41","0","203900","41","34","1","0","0","670390041","41","1","41","0","41","41","200000006","41","41","10","41"
"42","36","42","42","1260","42","1","0","42","8455","42","42","30","0","10","0","42","0","0","0","42","0","203900","42","36","1","0","0","670390042","42","1","42","0","42","42","200000006","42","42","10","42"
"43","37","43","43","1261","43","1","0","43","8808","43","43","30","0","10","0","43","0","0","0","43","0","203900","43","37","1","0","0","670390043","43","1","43","0","43","43","200000006","43","43","10","43"
"44","37","44","44","1261","44","1","0","44","9160","44","44","30","0","10","0","44","0","0","0","44","0","203900","44","38","1","0","0","670390044","44","1","44","0","44","44","200000006","44","44","10","44"
"45","38","45","45","1262","45","1","0","45","9513","45","45","30","0","10","0","45","0","0","0","45","0","203900","45","39","1","0","0","670390045","45","1","45","0","45","45","200000006","45","45","10","45"
"46","39","46","46","1277","46","1","0","46","9866","46","46","30","0","10","0","46","0","0","0","46","0","203900","46","40","1","0","0","670390046","46","1","46","0","46","46","200000006","46","46","10","46"
"47","42","47","47","1241","47","1","0","47","13752","47","47","30","0","10","0","47","0","0","0","47","0","203900","47","42","1","0","0","670390047","47","1","47","0","47","47","200000006","47","47","10","47"
"48","42","48","48","1306","48","1","0","48","11772","48","48","30","0","10","0","48","0","0","0","48","0","203900","48","43","1","0","0","670390048","48","1","48","0","48","48","200000006","48","48","10","48"
"49","46","49","49","1306","49","1","0","49","11772","49","49","30","0","10","0","49","0","0","0","49","0","203900","49","46","1","0","0","670390049","49","1","49","0","49","49","200000006","49","49","10","49"
"50","50","50","50","1306","50","1","0","50","11772","50","50","30","0","10","0","50","0","0","0","50","0","203900","50","48","1","0","0","670390050","50","1","50","0","50","50","200000006","50","50","10","50"
"51","50","51","51","1323","51","1","0","51","12772","51","51","30","0","10","0","51","0","0","0","51","0","203900","51","48","1","0","0","670390051","51","1","51","0","51","51","200000006","51","51","10","51"
"52","51","52","52","1340","52","1","0","52","13899","52","52","30","0","10","0","52","0","0","0","52","0","203900","52","48","1","0","0","670390052","52","1","52","0","52","52","200000006","52","52","10","52"
"53","51","53","53","1356","53","1","0","53","14772","53","53","30","0","10","0","53","0","0","0","53","0","203900","53","48","1","0","0","670390053","53","1","53","0","53","53","200000006","53","53","10","53"
"54","51","54","54","1379","54","1","0","54","15554","54","54","30","0","10","0","54","0","0","0","54","0","203900","54","48","1","0","0","670390054","54","1","54","0","54","54","200000006","54","54","10","54"
"55","51","55","55","1402","55","1","0","55","16336","55","55","30","0","10","0","55","0","0","0","55","0","203900","55","49","1","0","0","670390055","55","1","55","0","55","55","200000006","55","55","10","55"
"56","51","56","56","1424","56","1","0","56","17117","56","56","30","0","10","0","56","0","0","0","56","0","203900","56","49","1","0","0","670390056","56","1","56","0","56","56","200000006","56","56","10","56"
"57","51","57","57","1447","57","1","0","57","17899","57","57","30","0","10","0","57","0","0","0","57","0","203900","57","49","1","0","0","670390057","57","1","57","0","57","57","200000006","57","57","10","57"
"58","52","58","58","1447","58","1","0","58","18232","58","58","30","0","10","0","58","0","0","0","58","0","203900","58","49","1","0","0","670390058","58","1","58","0","58","58","200000006","58","58","10","58"
"59","53","59","59","1447","59","1","0","59","18566","59","59","30","0","10","0","59","0","0","0","59","0","203900","59","50","1","0","0","670390059","59","1","59","0","59","59","200000006","59","59","10","59"
"60","54","60","60","1447","60","1","0","60","18899","60","60","30","0","10","0","60","0","0","0","60","0","203900","60","50","1","0","0","670390060","60","1","60","0","60","60","200000006","60","60","10","60"
"61","55","61","61","1447","61","1","0","61","19232","61","61","30","0","10","0","61","0","0","0","61","0","203900","61","50","1","0","0","670390061","61","1","61","0","61","61","200000006","61","61","10","61"
"62","58","62","62","1573","62","1","0","62","20019","62","62","30","0","10","0","62","0","0","0","62","0","203900","62","53","1","0","0","670390062","62","1","62","0","62","62","200000006","62","62","10","62"
"63","61","63","63","1700","63","1","0","63","20806","63","63","30","0","10","0","63","0","0","0","63","0","203900","63","57","1","0","0","670390063","63","1","63","0","63","63","200000006","63","63","10","63"
"64","64","64","64","1826","64","1","0","64","21593","64","64","30","0","10","0","64","0","0","0","64","0","203900","64","60","1","0","0","670390064","64","1","64","0","64","64","200000006","64","64","10","64"
"65","66","65","65","1952","65","1","0","65","22380","65","65","30","0","10","0","65","0","0","0","65","0","203900","65","64","1","0","0","670390065","65","1","65","0","65","65","200000006","65","65","10","65"
"66","69","66","66","2078","66","1","0","66","23167","66","66","30","0","10","0","66","0","0","0","66","0","203900","66","67","1","0","0","670390066","66","1","66","0","66","66","200000006","66","66","10","66"
"67","72","67","67","2205","67","1","0","67","23954","67","67","30","0","10","0","67","0","0","0","67","0","203900","67","70","1","0","0","670390067","67","1","67","0","67","67","200000006","67","67","10","67"
"68","75","68","68","2331","68","1","0","68","24741","68","68","30","0","10","0","68","0","0","0","68","0","203900","68","74","1","0","0","670390068","68","1","68","0","68","68","200000006","68","68","10","68"
"69","78","69","69","2457","69","1","0","69","25528","69","69","30","0","10","0","69","0","0","0","69","0","203900","69","77","1","0","0","670390069","69","1","69","0","69","69","200000006","69","69","10","69"
"70","81","70","70","2584","70","1","0","70","26316","70","70","30","0","10","0","70","0","0","0","70","0","203900","70","81","1","0","0","670390070","70","1","70","0","70","70","200000006","70","70","10","70"
"71","83","71","71","2710","71","1","0","71","27103","71","71","30","0","10","0","71","0","0","0","71","0","203900","71","84","1","0","0","670390071","71","1","71","0","71","71","200000006","71","71","10","71"
"1","2","1","1","38","1","1","0","1","355","1","1","30","0","10","0","1","0","0","0","1","0","204000","1","3","1","0","0","670400001","1","1","1","0","1","1","200000001","1","1","10","1"
"2","3","2","2","53","2","1","0","2","670","2","2","30","0","10","0","2","0","0","0","2","0","204000","2","10","1","0","0","670400002","2","1","2","0","2","2","200000001","2","2","10","2"
"3","4","3","3","79","3","1","0","3","566","3","3","30","0","10","0","3","0","0","0","3","0","204000","3","6","1","0","0","670400003","3","1","3","0","3","3","200000001","3","3","10","3"
"4","5","4","4","97","4","1","0","4","597","4","4","30","0","10","0","4","0","0","0","4","0","204000","4","8","1","0","0","670400004","4","1","4","0","4","4","200000001","4","4","10","4"
"5","6","5","5","114","5","1","0","5","627","5","5","30","0","10","0","5","0","0","0","5","0","204000","5","9","1","0","0","670400005","5","1","5","0","5","5","200000001","5","5","10","5"
"6","6","6","6","136","6","1","0","6","651","6","6","30","0","10","0","6","0","0","0","6","0","204000","6","9","1","0","0","670400006","6","1","6","0","6","6","200000001","6","6","10","6"
"7","7","7","7","161","7","1","0","7","855","7","7","30","0","10","0","7","0","0","0","7","0","204000","7","10","1","0","0","670400007","7","1","7","0","7","7","200000001","7","7","10","7"
"8","7","8","8","186","8","1","0","8","1059","8","8","30","0","10","0","8","0","0","0","8","0","204000","8","10","1","0","0","670400008","8","1","8","0","8","8","200000001","8","8","10","8"
