dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009811088","0","","vo_lsv_1130","","21","","1009811","","vo_lsv","0"
"1009811089","1","0","當老師很有趣呢～\n欸嘿嘿♪","0","11","0","1009811","1","102011","10"
"1009811090","","","","","91","","1009811","","0",""
"1009811091","","","lsv_idle_joy","0.2","3","","1009811","","102011","1"
"1009811092","","","","","102","","1009811","","",""
"1009811093","","","0.2","","22","","1009811","","0",""
"1009811094","","","","","93","","1009811","","1",""
"1009811095","0","0","2","0","12","0","1009811","0","100411","1"
"1009811096","","","lsv_talk_bitter","0.2","3","","1009811","","100411","1"
"1009811097","","","0","","93","","1009811","","3",""
"1009811098","","","lsv_idle_normal","0.2","3","","1009811","","100411","1"
"1009811099","0","0","10","0","12","0","1009811","0","103611","1"
"1009811100","","","lsv_talk_joy1_normal","0.2","3","","1009811","","103611","1"
"1009811101","","","0","","93","","1009811","","3",""
"1009811102","","","lsv_idle_wish","0.2","3","","1009811","","103611","1"
"1009811103","0","0","6","0","12","0","1009811","0","102011","1"
"1009811104","","","lsv_talk_memory_dere2","0.2","3","","1009811","","102011","1"
"1009811105","","","0","","93","","1009811","","3",""
"1009811106","","","lsv_idle_joy","0.2","3","","1009811","","102011","1"
"1009811107","","","","","101","","1009811","","1009811095",""
"1009811108","1","","1","1","6","0","1009811","0","333","1"
"1009811109","","","1","","4","","1009811","","102011",""
"1009811110","","","lsv_run","0.2","3","","1009811","","102011","1"
"1009811111","0.8","","-750","","2","","1009811","0","102011","-235"
"1009811112","","","0","","4","","1009811","","103611",""
"1009811113","","","lsv_run","0.2","3","","1009811","","103611","1"
"1009811114","0.8","","750","","2","","1009811","0","103611","-220"
"1009811115","","","0","","4","","1009811","","100411",""
"1009811116","","","lsv_run","0.2","3","","1009811","","100411","1"
"1009811117","0.8","","850","","2","","1009811","0","100411","-250"
"1009811118","","","","","93","","1009811","","0.6",""
"1009811119","1","","1","0.2","6","0","1009811","0","102011","1"
"1009811120","1","","1","0.2","6","0","1009811","0","103611","1"
"1009811121","1","","1","0.2","6","0","1009811","0","100411","1"
"1009811122","","","","","91","","1009811","","0",""
"1009812001","-750","lsv_idle_normal","103611","1.95","1","0","1009812","-235","1","102"
"1009812002","650","lsv_idle_normal","100411","1.95","1","1","1009812","-220","1","100"
"1009812003","750","lsv_idle_normal","102011","1.95","1","1","1009812","-250","1","101"
"1009812004","0","lsv_white_loop","333","1","5","0","1009812","0","1","0"
"1009812005","1","","1","0","6","0","1009812","0","333","1"
"1009812006","1","","1","0","6","0","1009812","0","103611","1"
"1009812007","1","","1","0","6","0","1009812","0","100411","1"
"1009812008","1","","1","0","6","0","1009812","0","102011","1"
"1009812009","0","","2","","7","","1009812","","103611","0"
"1009812010","0.5","","-750","","2","","1009812","0","103611","-235"
"1009812011","10","","16","0","31","","1009812","0.8","1","-140"
"1009812012","0","","2","","34","","1009812","","16","0"
"1009812013","","","0","","93","","1009812","","1",""
"1009812014","1","","1","0.8","6","0","1009812","0.4","333","1"
"1009812015","lsv_see_think","","lsv_see_think_pre","0.2","3","0","1009812","1","103611","0"
"1009812016","1.1","","-600","","2","","1009812","0","103611","-235"
"1009812017","1","","1","0.4","6","0","1009812","1","103611","1"
"1009812018","","","","","93","","1009812","","1",""
"1009812019","","","1","","32","","1009812","","16",""
"1009812020","","","","","91","","1009812","","0",""
"1009812021","0","","240","","94","","1009812","80","103611","260"
"1009812022","","","0","","32","","1009812","","16",""
"1009812023","0","","0","","7","","1009812","","103611","2"
"1009812024","","","lsv_walk","0.2","3","","1009812","","103611","1"
"1009812025","2","","-250","","2","","1009812","0","103611","-235"
"1009812026","","","lsv_walk_joy","0.2","3","","1009812","","100411","1"
"1009812027","2","","100","","2","","1009812","0","100411","-220"
"1009812028","1","","1","0.4","6","0","1009812","1","100411","1"
"1009812029","","","lsv_walk","0.2","3","","1009812","","102011","1"
"1009812030","2","","270","","2","","1009812","0","102011","-250"
"1009812031","1","","1","0.4","6","0","1009812","1","102011","1"
"1009812032","","","","","93","","1009812","","2",""
"1009812033","","","lsv_idle_normal","0.2","3","","1009812","","103611","1"
"1009812034","","","lsv_idle_joy","0.2","3","","1009812","","100411","1"
"1009812035","","","lsv_idle_normal","0.2","3","","1009812","","102011","1"
"1009812036","","","","","93","","1009812","","0.5",""
"1009812037","","","","","91","","1009812","","0",""
"1009812038","","","lsv_talk_normal_sad","0.2","3","","1009812","","103611","1"
"1009812039","0","","vo_lsv_1221","","21","","1009812","","vo_lsv","0"
"1009812040","1","0","寫說是祕密……\n但答案已經畫出來了吧？","0","11","0","1009812","1","103611","10"
"1009812041","","","","","91","","1009812","","0",""
"1009812042","","","lsv_idle_normal_sad","0.2","3","","1009812","","103611","1"
"1009812043","","","lsv_talk_sad","0.2","3","","1009812","","102011","1"
"1009812044","0","","vo_lsv_1222","","21","","1009812","","vo_lsv","0"
"1009812045","1","0","禊\n對哥哥\n惡作劇了嗎？","0","11","0","1009812","1","102011","10"
"1009812046","","","","","91","","1009812","","0",""
"1009812047","","","lsv_idle_sad","0.2","3","","1009812","","102011","1"
"1009812048","lsv_talk_cool_joy_loop","","lsv_talk_cool_joy","0","3","0.2","1009812","1","100411","0"
"1009812049","0","","vo_lsv_1223","","21","","1009812","","vo_lsv","0"
"1009812050","1","0","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","0","11","0","1009812","1","100411","10"
"1009812051","","","","","91","","1009812","","0",""
"1009812052","","","lsv_talk_cool_joy_loop","0.2","3","","1009812","","100411","1"
"1009812053","0","","vo_lsv_1224","","21","","1009812","","vo_lsv","0"
"1009812054","1","0","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","0","11","0","1009812","1","100411","10"
"1009812055","","","","","91","","1009812","","0",""
"1009812056","","","lsv_idle_cool_joy","0.2","3","","1009812","","100411","1"
"1009812057","","","lsv_talk_bitter_sad","0.2","3","","1009812","","103611","1"
"1009812058","0","","vo_lsv_1225","","21","","1009812","","vo_lsv","0"
"1009812059","1","0","禊到底教了些什麼啊？\n真叫人不安……","0","11","0","1009812","1","103611","10"
"1009812060","","","","","91","","1009812","","0",""
"1009812061","","","lsv_idle_bitter_sad","0.2","3","","1009812","","103611","1"
"1009812062","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009812","1","103611","0"
"1009812063","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009812","1","100411","0"
"1009812064","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009812","1","102011","0"
"1009812065","","","0","","93","","1009812","","0.1",""
"1009812066","0.33","","-452","","2","0.2","1009812","2","103611","-235"
"1009812067","0.33","","420","","2","0.2","1009812","2","100411","-220"
"1009812068","0.33","","545","","2","0.2","1009812","2","102011","-250"
"1009812069","","","0","0.2","22","","1009812","","0","1"
"1009812070","","","1009812073","","103","","1009812","","地洞陷阱的作法之類的？","0"
"1009812071","","","1009812097","","103","","1009812","","逃跑講座之類的？","0"
"1009812072","","","1009812121","","103","","1009812","","假哭的方法之類的？","0"
"1009812073","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","103611","0"
"1009812074","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","100411","0"
"1009812075","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","102011","0"
"1009812076","","","0","","93","","1009812","","0.1",""
"1009812077","0.33","","-200","","2","0.2","1009812","2","103611","-235"
"1009812078","0.33","","100","","2","0.2","1009812","2","100411","-220"
"1009812079","0.33","","270","","2","0.2","1009812","2","102011","-250"
"1009812080","","","0","","93","","1009812","","0.7",""
"1009812081","lsv_talk_surprise_R2","","lsv_surprise_R2","0","3","0.2","1009812","1","102011","0"
"1009812082","0","","vo_lsv_1226","","21","","1009812","","vo_lsv","0"
"1009812083","1","0","咦咦？\n地洞陷阱有點危險耶～","0","11","0","1009812","1","102011","10"
"1009812084","","","","","91","","1009812","","0",""
"1009812085","","","lsv_idle_surprise","0.2","3","","1009812","","102011","1"
"1009812086","","","lsv_talk_bitter","0.2","3","","1009812","","100411","1"
"1009812087","0","","vo_lsv_1227","","21","","1009812","","vo_lsv","0"
"1009812088","1","0","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","0","11","0","1009812","1","100411","10"
"1009812089","","","","","91","","1009812","","0",""
"1009812090","","","lsv_idle_bitter","0.2","3","","1009812","","100411","1"
"1009812091","lsv_talk_cool_sad_loop","","lsv_talk_cool_sad","0","3","0.2","1009812","1","103611","0"
"1009812092","0","","vo_lsv_1228","","21","","1009812","","vo_lsv","0"
"1009812093","1","0","所以有嘗試過啊……","0","11","0","1009812","1","103611","10"
"1009812094","","","","","91","","1009812","","0",""
"1009812095","","","lsv_idle_normal_sad","0.2","3","","1009812","","103611","1"
"1009812096","","","","","101","","1009812","","1009812145",""
"1009812097","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","103611","0"
"1009812098","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","100411","0"
"1009812099","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","102011","0"
"1009812100","","","0","","93","","1009812","","0.1",""
"1009812101","0.33","","-200","","2","0.2","1009812","2","103611","-235"
"1009812102","0.33","","100","","2","0.2","1009812","2","100411","-220"
"1009812103","0.33","","270","","2","0.2","1009812","2","102011","-250"
"1009812104","","","0","","93","","1009812","","0.7",""
"1009812105","lsv_exactly_joy_loop","","lsv_exactly_joy_in","0","3","0.2","1009812","1","100411","0"
"1009812106","0","","vo_lsv_1229","","21","","1009812","","vo_lsv","0"
"1009812107","1","0","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","0","11","0","1009812","1","100411","10"
"1009812108","","","","","91","","1009812","","0",""
"1009812109","","","lsv_idle_joy","0.2","3","","1009812","","100411","1"
"1009812110","","","lsv_talk_thinking","0.2","3","","1009812","","103611","1"
"1009812111","0","","vo_lsv_1230","","21","","1009812","","vo_lsv","0"
"1009812112","1","0","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","0","11","0","1009812","1","103611","10"
"1009812113","","","","","91","","1009812","","0",""
"1009812114","","","lsv_idle_thinking_anger","0.2","3","","1009812","","103611","1"
"1009812115","","","lsv_talk_wish_joy","0.2","3","","1009812","","102011","1"
"1009812116","0","","vo_lsv_1231","","21","","1009812","","vo_lsv","0"
"1009812117","1","0","擅長賽跑的小繆\n也很可愛呢～","0","11","0","1009812","1","102011","10"
"1009812118","","","","","91","","1009812","","0",""
"1009812119","","","lsv_idle_wish_joy","0.2","3","","1009812","","102011","1"
"1009812120","","","","","101","","1009812","","1009812145",""
"1009812121","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","103611","0"
"1009812122","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","100411","0"
"1009812123","lsv_idle_normal","","lsv_choice","0","3","0.2","1009812","1","102011","0"
"1009812124","","","0","","93","","1009812","","0.1",""
"1009812125","0.33","","-200","","2","0.2","1009812","2","103611","-235"
"1009812126","0.33","","100","","2","0.2","1009812","2","100411","-220"
"1009812127","0.33","","270","","2","0.2","1009812","2","102011","-250"
"1009812128","","","0","","93","","1009812","","0.7",""
"1009812129","","","lsv_idle_sad3","0.2","3","","1009812","","100411","1"
"1009812130","0","","vo_lsv_1232","","21","","1009812","","vo_lsv","0"
"1009812131","1","0","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","0","11","0","1009812","1","100411","10"
"1009812132","","","","","91","","1009812","","0",""
"1009812133","","","lsv_idle_sad3","0.2","3","","1009812","","100411","1"
"1009812134","","","lsv_talk_sad3","0.2","3","","1009812","","102011","1"
"1009812135","0","","vo_lsv_1233","","21","","1009812","","vo_lsv","0"
"1009812136","1","0","哇哇……！\n禊，不要哭～","0","11","0","1009812","1","102011","10"
"1009812137","","","","","91","","1009812","","0",""
"1009812138","","","lsv_idle_sad","0.2","3","","1009812","","102011","1"
"1009812139","lsv_talk_cool_sad_loop","","lsv_talk_cool_sad","0","3","0.2","1009812","1","103611","0"
"1009812140","0","","vo_lsv_1234","","21","","1009812","","vo_lsv","0"
"1009812141","1","0","……這絕對是教了吧。\n真是的……","0","11","0","1009812","1","103611","10"
"1009812142","","","","","91","","1009812","","0",""
"1009812143","","","lsv_idle_cool_sad","0.2","3","","1009812","","103611","1"
"1009812144","","","","","101","","1009812","","1009812145",""
"1009812145","","","","","91","","1009812","","0",""
"1009812146","","","","","102","","1009812","","",""
"1009812147","","","0.2","","22","","1009812","","0",""
"1009812148","","","","","93","","1009812","","0.2",""
"1009812149","0","0","10","0","12","0","1009812","0","100411","1"
"1009812150","lsv_eieio_loop","","lsv_eieio","0","3","0.2","1009812","1","100411","0"
"1009812151","","","0","","93","","1009812","","3",""
"1009812152","","","lsv_idle_cool_joy","0.2","3","","1009812","","100411","1"
"1009812153","0","0","4","0","12","0","1009812","0","102011","1"
"1009812154","lsv_talk_surprise","","lsv_surprise","0","3","0.2","1009812","1","102011","0"
"1009812155","","","0","","93","","1009812","","3",""
"1009812156","","","lsv_idle_wish_joyR","0.2","3","","1009812","","102011","1"
"1009812157","0","0","2","0","12","0","1009812","0","103611","1"
"1009812158","","","lsv_talk_sad","0.2","3","","1009812","","103611","1"
"1009812159","","","0","","93","","1009812","","3",""
"1009812160","","","lsv_idle_sad","0.2","3","","1009812","","103611","1"
"1009812161","","","","","101","","1009812","","1009812149",""
"1009812162","1","","1","1","6","0","1009812","0","333","1"
"1009812163","","","1","","4","","1009812","","103611",""
"1009812164","","","lsv_run","0.2","3","","1009812","","103611","1"
"1009812165","0.8","","-750","","2","","1009812","0","103611","-235"
"1009812166","","","0","","4","","1009812","","100411",""
"1009812167","","","lsv_run","0.2","3","","1009812","","100411","1"
"1009812168","0.8","","750","","2","","1009812","0","100411","-220"
"1009812169","","","0","","4","","1009812","","102011",""
"1009812170","","","lsv_run","0.2","3","","1009812","","102011","1"
"1009812171","0.8","","850","","2","","1009812","0","102011","-250"
"1009812172","","","","","93","","1009812","","0.6",""
"1009812173","1","","1","0.2","6","0","1009812","0","103611","1"
"1009812174","1","","1","0.2","6","0","1009812","0","100411","1"
"1009812175","1","","1","0.2","6","0","1009812","0","102011","1"
"1009812176","","","","","91","","1009812","","0",""
"1009813001","-750","lsv_idle_normal","100411","1.95","1","0","1009813","-235","1","102"
"1009813002","650","lsv_idle_normal","103611","1.95","1","1","1009813","-220","1","100"
"1009813003","750","lsv_idle_normal","102011","1.95","1","1","1009813","-250","1","101"
"1009813004","0","lsv_white_loop","333","1","5","0","1009813","0","1","0"
"1009813005","1","","1","0","6","0","1009813","0","333","1"
"1009813006","1","","1","0","6","0","1009813","0","100411","1"
"1009813007","1","","1","0","6","0","1009813","0","103611","1"
"1009813008","1","","1","0","6","0","1009813","0","102011","1"
"1009813009","0","","2","","7","","1009813","","100411","0"
"1009813010","0.5","","-750","","2","","1009813","0","100411","-235"
"1009813011","10","","16","0","31","","1009813","0.8","1","-140"
"1009813012","0","","2","","34","","1009813","","16","0"
"1009813013","","","0","","93","","1009813","","1",""
"1009813014","1","","1","0.8","6","0","1009813","0.4","333","1"
"1009813015","lsv_see_think","","lsv_see_think_pre","0.2","3","0","1009813","1","100411","0"
"1009813016","1.1","","-600","","2","","1009813","0","100411","-235"
"1009813017","1","","1","0.4","6","0","1009813","1","100411","1"
"1009813018","","","","","93","","1009813","","1",""
"1009813019","","","1","","32","","1009813","","16",""
"1009813020","","","","","91","","1009813","","0",""
"1009813021","0","","240","","94","","1009813","80","100411","260"
"1009813022","","","0","","32","","1009813","","16",""
"1009813023","0","","0","","7","","1009813","","100411","2"
"1009813024","","","lsv_walk","0.2","3","","1009813","","100411","1"
"1009813025","2","","-250","","2","","1009813","0","100411","-235"
"1009813026","","","lsv_walk_joy","0.2","3","","1009813","","103611","1"
"1009813027","2","","100","","2","","1009813","0","103611","-220"
"1009813028","1","","1","0.4","6","0","1009813","1","103611","1"
"1009813029","","","lsv_walk","0.2","3","","1009813","","102011","1"
"1009813030","2","","270","","2","","1009813","0","102011","-250"
"1009813031","1","","1","0.4","6","0","1009813","1","102011","1"
"1009813032","","","","","93","","1009813","","2",""
"1009813033","","","lsv_idle_normal_talkR","0.2","3","","1009813","","100411","1"
"1009813034","","","lsv_idle_joy","0.2","3","","1009813","","103611","1"
"1009813035","","","lsv_idle_normal","0.2","3","","1009813","","102011","1"
"1009813036","","","","","93","","1009813","","0.5",""
"1009813037","","","","","91","","1009813","","0",""
"1009813038","","","lsv_talk_sad","0.2","3","","1009813","","100411","1"
"1009813039","0","","vo_lsv_1321","","21","","1009813","","vo_lsv","0"
"1009813040","1","0","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","0","11","0","1009813","1","100411","10"
"1009813041","","","","","91","","1009813","","0",""
"1009813042","","","lsv_idle_surprise_talkR1","0.2","3","","1009813","","100411","1"
"1009813043","lsv_talk_doya_loop","","lsv_talk_doya","0","3","0.2","1009813","1","103611","0"
"1009813044","0","","vo_lsv_1322","","21","","1009813","","vo_lsv","0"
"1009813045","1","0","因為今天我是老師啊。\n當然得像位老師才行！","0","11","0","1009813","1","103611","10"
"1009813046","","","","","91","","1009813","","0",""
"1009813047","","","lsv_idle_doya","0.2","3","","1009813","","103611","1"
"1009813048","","","lsv_talk_wish_joy","0.2","3","","1009813","","102011","1"
"1009813049","0","","vo_lsv_1323","","21","","1009813","","vo_lsv","0"
"1009813050","1","0","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","0","11","0","1009813","1","102011","10"
"1009813051","","","","","91","","1009813","","0",""
"1009813052","","","lsv_idle_wish_joy","0.2","3","","1009813","","102011","1"
"1009813053","","","lsv_talk_cool_joy_loop","0.2","3","","1009813","","103611","1"
"1009813054","0","","vo_lsv_1324","","21","","1009813","","vo_lsv","0"
"1009813055","1","0","美美妳問得很好。\n那麼……\n在此要向各位提問。","0","11","0","1009813","1","103611","10"
"1009813056","","","","","91","","1009813","","0",""
"1009813057","","","lsv_idle_cool_joy","0.2","3","","1009813","","103611","1"
"1009813058","lsv_talk_cool_sad_loop","","lsv_talk_cool_sad","0","3","0.2","1009813","1","100411","0"
"1009813059","0","","vo_lsv_1325","","21","","1009813","","vo_lsv","0"
"1009813060","1","0","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","0","11","0","1009813","1","100411","10"
"1009813061","","","","","91","","1009813","","0",""
"1009813062","","","lsv_idle_cool_sad","0.2","3","","1009813","","100411","1"
"1009813063","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009813","1","100411","0"
"1009813064","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009813","1","103611","0"
"1009813065","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009813","1","102011","0"
"1009813066","","","0","","93","","1009813","","0.1",""
"1009813067","0.33","","-452","","2","0.2","1009813","2","100411","-235"
"1009813068","0.33","","420","","2","0.2","1009813","2","103611","-220"
"1009813069","0.33","","545","","2","0.2","1009813","2","102011","-250"
"1009813070","","","0","0.2","22","","1009813","","0","1"
"1009813071","","","1009813074","","103","","1009813","","好的老師！","0"
"1009813072","","","1009813096","","103","","1009813","","裝睡吧。","0"
"1009813073","","","1009813119","","103","","1009813","","要問我們什麼呢？","0"
"1009813074","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","100411","0"
"1009813075","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","103611","0"
"1009813076","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","102011","0"
"1009813077","","","0","","93","","1009813","","0.1",""
"1009813078","0.33","","-200","","2","0.2","1009813","2","100411","-235"
"1009813079","0.33","","100","","2","0.2","1009813","2","103611","-220"
"1009813080","0.33","","270","","2","0.2","1009813","2","102011","-250"
"1009813081","","","0","","93","","1009813","","0.7",""
"1009813082","lsv_surprise3_loop","","lsv_surprise3","0","3","0.2","1009813","1","100411","0"
"1009813083","0","","vo_lsv_1326","","21","","1009813","","vo_lsv","0"
"1009813084","1","0","竟然躍躍欲試！？","0","11","0","1009813","1","100411","10"
"1009813085","","","","","91","","1009813","","0",""
"1009813086","","","lsv_talk_thinking_joyR","0.2","3","","1009813","","103611","1"
"1009813087","0","","vo_lsv_1327","","21","","1009813","","vo_lsv","0"
"1009813088","1","0","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","0","11","0","1009813","1","103611","10"
"1009813089","","","","","91","","1009813","","0",""
"1009813090","","","lsv_idle_thinking_joy1","0.2","3","","1009813","","103611","1"
"1009813091","lsv_idle_joy","","lsv_handsup_joy","0","3","0.2","1009813","1","102011","0"
"1009813092","0","","vo_lsv_1328","","21","","1009813","","vo_lsv","0"
"1009813093","1","0","好的～我知道了。\n鏡華老師♪","0","11","0","1009813","1","102011","10"
"1009813094","","","","","91","","1009813","","0",""
"1009813095","","","","","101","","1009813","","1009813143",""
"1009813096","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","100411","0"
"1009813097","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","103611","0"
"1009813098","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","102011","0"
"1009813099","","","0","","93","","1009813","","0.1",""
"1009813100","0.33","","-200","","2","0.2","1009813","2","100411","-235"
"1009813101","0.33","","100","","2","0.2","1009813","2","103611","-220"
"1009813102","0.33","","270","","2","0.2","1009813","2","102011","-250"
"1009813103","","","0","","93","","1009813","","0.7",""
"1009813104","lsv_sleep","","lsv_look_idle_sad_wink","0.2","3","0.2","1009813","1","100411","0"
"1009813105","0","","vo_lsv_1329","","21","","1009813","","vo_lsv","0"
"1009813106","1","0","就……\n就是這個！哥哥。\n……呼──呼──呼──","0","11","0","1009813","1","100411","10"
"1009813107","","","","","91","","1009813","","0",""
"1009813108","","","lsv_sleep","0.2","3","","1009813","","100411","1"
"1009813109","lsv_exactly_loop","","lsv_exactly_in","0","3","0.2","1009813","1","103611","0"
"1009813110","0","","vo_lsv_1330","","21","","1009813","","vo_lsv","0"
"1009813111","1","0","嘿，那邊兩位同學！\n別在上課時睡覺！","0","11","0","1009813","1","103611","10"
"1009813112","","","","","91","","1009813","","0",""
"1009813113","","","lsv_idle_arm_crossed","0.2","3","","1009813","","103611","1"
"1009813114","lsv_surprise3_pain_loop","","lsv_surprise3_pain","0","3","0.2","1009813","1","102011","0"
"1009813115","0","","vo_lsv_1331","","21","","1009813","","vo_lsv","0"
"1009813116","1","0","你們起來啦～！\n大家一起學習嘛～！","0","11","0","1009813","1","102011","10"
"1009813117","","","","","91","","1009813","","0",""
"1009813118","","","","","101","","1009813","","1009813143",""
"1009813119","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","100411","0"
"1009813120","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","103611","0"
"1009813121","lsv_idle_normal","","lsv_choice","0","3","0.2","1009813","1","102011","0"
"1009813122","","","0","","93","","1009813","","0.1",""
"1009813123","0.33","","-200","","2","0.2","1009813","2","100411","-235"
"1009813124","0.33","","100","","2","0.2","1009813","2","103611","-220"
"1009813125","0.33","","270","","2","0.2","1009813","2","102011","-250"
"1009813126","","","0","","93","","1009813","","0.7",""
"1009813127","","","lsv_talk_bitter_sad","0.2","3","","1009813","","100411","1"
"1009813128","0","","vo_lsv_1332","","21","","1009813","","vo_lsv","0"
"1009813129","1","0","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","0","11","0","1009813","1","100411","10"
"1009813130","","","","","91","","1009813","","0",""
"1009813131","","","lsv_idle_bitter","0.2","3","","1009813","","100411","1"
"1009813132","lsv_exactly_loop","","lsv_exactly_in","0","3","0.2","1009813","1","103611","0"
"1009813133","0","","vo_lsv_1333","","21","","1009813","","vo_lsv","0"
"1009813134","1","0","禊同學？\n不可以說老師\n是在扮演！","0","11","0","1009813","1","103611","10"
"1009813135","","","","","91","","1009813","","0",""
"1009813136","","","lsv_idle_arm_crossed","0.2","3","","1009813","","103611","1"
"1009813137","","","lsv_talk_surprise_talkjoy","0.2","3","","1009813","","102011","1"
"1009813138","0","","vo_lsv_1334","","21","","1009813","","vo_lsv","0"
"1009813139","1","0","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","0","11","0","1009813","1","102011","10"
"1009813140","","","","","91","","1009813","","0",""
"1009813141","","","lsv_idle_surprise_joy","0.2","3","","1009813","","102011","1"
"1009813142","","","","","101","","1009813","","1009813143",""
"1009813143","","","","","91","","1009813","","0",""
"1009813144","","","","","102","","1009813","","",""
"1009813145","","","0.2","","22","","1009813","","0",""
"1009813146","","","","","93","","1009813","","0.2",""
"1009813147","0","0","5","0","12","0","1009813","0","102011","1"
"1009813148","","","lsv_talk_surprise","0.2","3","","1009813","","102011","1"
"1009813149","","","0","","93","","1009813","","3",""
"1009813150","","","lsv_idle_surprise","0.2","3","","1009813","","102011","1"
"1009813151","0","0","10","0","12","0","1009813","0","103611","1"
"1009813152","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009813","1","103611","0"
"1009813153","","","0","","93","","1009813","","3",""
"1009813154","","","lsv_idle_cool_joy","0.2","3","","1009813","","103611","1"
"1009813155","0","0","2","0","12","0","1009813","0","100411","1"
"1009813156","","","lsv_talk_bitter","0.2","3","","1009813","","100411","1"
"1009813157","","","0","","93","","1009813","","3",""
"1009813158","","","lsv_idle_normal_talkR","0.2","3","","1009813","","100411","1"
"1009813159","","","","","101","","1009813","","1009813147",""
"1009813160","1","","1","1","6","0","1009813","0","333","1"
"1009813161","","","1","","4","","1009813","","100411",""
"1009813162","","","lsv_run","0.2","3","","1009813","","100411","1"
"1009813163","0.8","","-750","","2","","1009813","0","100411","-235"
"1009813164","","","0","","4","","1009813","","103611",""
"1009813165","","","lsv_run","0.2","3","","1009813","","103611","1"
"1009813166","0.8","","750","","2","","1009813","0","103611","-220"
"1009813167","","","0","","4","","1009813","","102011",""
"1009813168","","","lsv_run","0.2","3","","1009813","","102011","1"
"1009813169","0.8","","850","","2","","1009813","0","102011","-250"
"1009813170","","","","","93","","1009813","","0.6",""
"1009813171","1","","1","0.2","6","0","1009813","0","100411","1"
"1009813172","1","","1","0.2","6","0","1009813","0","103611","1"
"1009813173","1","","1","0.2","6","0","1009813","0","102011","1"
"1009813174","","","","","91","","1009813","","0",""
"1009814001","-650","lsv_idle_normal","122811","1.95","1","0","1009814","-235","1","102"
"1009814002","650","lsv_idle_normal","122911","1.95","1","1","1009814","-220","1","100"
"1009814003","750","lsv_idle_normal","122711","1.95","1","1","1009814","-250","1","101"
"1009814004","0","lsv_white_loop","333","1","5","0","1009814","0","1","0"
"1009814005","1","","1","0","6","0","1009814","0","333","1"
"1009814006","1","","1","0","6","0","1009814","0","122811","1"
"1009814007","1","","1","0","6","0","1009814","0","122911","1"
"1009814008","1","","1","0","6","0","1009814","0","122711","1"
