8a18da80a11f2e6278494c8003027dd1f46fc583d52738eb1e9fa44cfbf1cfef,2e0399a4faa0dcc36b3e64a871d1f58a14d2e1e648df0d001431ae8c6ff004af,194a0271bdda9db55b14d51899a55cf9e86121692f9b490d8cfd988c4fb46ccd,f41efb0dd2256bd943ffd24e0fb84adb3477df1fc66e9a68d5f5db7958671781,56dee8d424915f47277a7401995d7c724b591ec2289569e9f3e050eeb01a7e39,181482422fb2846493b7fb4a2dec071a2af16a1dd2f9216284cb39fea75da7fc,89798a8c2e538818f264ae96e460d567ab79e5691b110fbfa929b1c31e3a3aac,398dbdf48a42ed0687e5d8fe39c1f7398b529fd9f79beb1b6b7934f4d658a92f,27fcc62e884c28208725e76d2afa05999b6d7f27e0ed7f49b8ad22b7428c8062,40667edd3666db47548bfef98afb11120bdf59f945bf0dde78d4e1e21405ddd3,19e7957318011af211ebc2a1b80a5d61b2be1fd5de332bb7cd3909910e8ba9df
"1","0.5","1","31312028","0","31312","10","她的臉看起來睡得很香甜呢～\n要叫醒她感覺也有點不忍心，\n就暫時讓她\n睡在老師的腿上吧～？","11","101511","0"
"","","","31312029","","31312","","","91","0",""
"","","","31312030","","31312","","0","22","0",""
"","","","31312031","","31312","","","111","",""
"","","","31313001","0.2","31313","1","wac_idle_sleep","3","101211",""
"","","","31313002","0.2","31313","1","wac_idle_smile_L","3","101511",""
"","","","31313003","0.2","31313","1","wac_idle_surprise_shy","3","104011",""
"","","","31313004","0.2","31313","1","wac_no_items","3","111",""
"","","","31313005","0.2","31313","1","wac_no_items","3","112",""
"","","","31313006","0.2","31313","1","wac_no_items","3","113",""
"0","","","31313007","","31313","-335","190","2","101211",""
"0","","","31313008","","31313","-360","-190","2","101511",""
"0","","","31313009","","31313","-360","350","2","104011",""
"0","","","31313010","","31313","-335","190","2","111",""
"0","","","31313011","","31313","-360","-190","2","112",""
"0","","","31313012","","31313","-360","350","2","113",""
"","","","31313013","","31313","","0","32","62",""
"","","","31313014","","31313","","1","32","63",""
"","","","31313015","","31313","","0","32","16",""
"","","","31313016","","31313","","","91","0",""
"-108","wac_default_bot_21","-325","31411001","2","31411","202","104011","1","1","0"
"-108","wac_default_bot_21","-325","31411002","2","31411","201","111","5","1","0"
"0","","1","31411003","1","31411","0","45","31","45",""
"0","","1","31411004","0","31411","0","57","31","57",""
"0","","1","31411005","0","31411","0","13","31","13",""
"0","","1","31411006","1","31411","0","502","31","502",""
"","","0","31411007","0.2","31411","0","wac_paint_bot_21","3","104011",""
"","","0","31411008","0.2","31411","0","wac_paint_bot_21","3","111",""
"","","","31411009","","31411","","0","93","0",""
"","","","31411010","","31411","","1","32","13",""
"","","","31411011","","31411","0","se_sys_login_birthday_calendar_brush","23","se_common",""
"","","","31411012","","31411","","300","13","104011",""
"","","","31411013","","31411","","","131","1",""
"wac_talk_wish_loop","","1","31412001","0.2","31412","0","wac_talk_wish_in","3","104011",""
"","","","31412002","0.2","31412","1","wac_no_items","3","111",""
"0","","","31412003","","31412","-340","200","2","104011",""
"0","","","31412004","","31412","-340","200","2","111",""
"","","","31412005","","31412","","0","32","45",""
"","","","31412006","","31412","","1","32","57",""
"","","","31412007","","31412","","0","32","13",""
"0","","","31412008","","31412","0","vo_wac_221225_000","21","vo_wac_221225",""
"1","0.5","1","31412009","0","31412","10","……從事畫畫的工作讓我想起來了，\n過去曾有段時期，\n我在筆記本上畫了\n名為「我的理想朋友」的畫和設定。","11","104011","0"
"","","","31412010","","31412","","","91","0",""
"0","","","31412011","","31412","0","vo_wac_221225_001","21","vo_wac_221225",""
"1","0.5","1","31412012","0","31412","10","他的興趣和喜歡的店跟我一樣，\n在我難受時會無止盡地鼓勵我，\n晚上還會跟我舉辦睡衣派對……！\n現在就繼續畫下去好了……？","11","104011","0"
"","","","31412013","","31412","","","91","0",""
"","","","31412014","","31412","","0","22","0",""
"","","","31413001","0.2","31413","1","wac_idle_wish","3","104011",""
"","","","31413002","0.2","31413","1","wac_no_items","3","111",""
"0","","","31413003","","31413","-340","200","2","104011",""
"0","","","31413004","","31413","-340","200","2","111",""
"","","","31413005","","31413","","0","32","45",""
"","","","31413006","","31413","","1","32","57",""
"","","","31413007","","31413","","0","32","13",""
"","","","31413008","","31413","","","91","0",""
"-108","wac_default_bot_21","-325","31511001","2","31511","202","101511","1","1","0"
"-108","wac_default_bot_26","-325","31511002","2","31511","201","111","5","1","0"
"0","","1","31511003","1","31511","0","45","31","45",""
"0","","1","31511004","0","31511","0","57","31","57",""
"0","","1","31511005","0","31511","0","13","31","13",""
"0","","1","31511006","1","31511","0","502","31","502",""
"","","0","31511007","0.2","31511","0","wac_paint_bot_21","3","101511",""
"","","0","31511008","0.2","31511","0","wac_paint_bot_26","3","111",""
"","","","31511009","","31511","","0","93","0",""
"","","","31511010","","31511","","1","32","13",""
"","","","31511011","","31511","0","se_sys_login_birthday_calendar_brush","23","se_common",""
"","","","31511012","","31511","","300","13","101511",""
"","","","31511013","","31511","","","131","1",""
"wac_talk_smile_loop","","1","31512001","0.2","31512","0","wac_talk_smile_in","3","101511",""
"","","","31512002","0.2","31512","1","wac_no_items","3","111",""
"0","","","31512003","","31512","-340","200","2","101511",""
"0","","","31512004","","31512","-340","200","2","111",""
"","","","31512005","","31512","","0","32","45",""
"","","","31512006","","31512","","1","32","57",""
"","","","31512007","","31512","","0","32","13",""
"0","","","31512008","","31512","0","vo_wac_221226_000","21","vo_wac_221226",""
"1","0.5","1","31512009","0","31512","10","今天就畫到這裡吧。\n也謝謝你\n幫忙老師畫畫～♪","11","101511","0"
"","","","31512010","","31512","","","91","0",""
"0","","","31512011","","31512","0","vo_wac_221226_001","21","vo_wac_221226",""
"1","0.5","1","31512012","0","31512","10","作為獎勵，\n我幫你在手掌畫一個好棒章。\n……好了，你做得很好喔～♪\n啊，在吃飯之前要把它洗掉喔？","11","101511","0"
"","","","31512013","","31512","","","91","0",""
"","","","31512014","","31512","","0","22","0",""
"","","","31513001","0.2","31513","1","wac_idle_smile","3","101511",""
"","","","31513002","0.2","31513","1","wac_no_items","3","111",""
"0","","","31513003","","31513","-340","200","2","101511",""
"0","","","31513004","","31513","-340","200","2","111",""
"","","","31513005","","31513","","0","32","45",""
"","","","31513006","","31513","","1","32","57",""
"","","","31513007","","31513","","0","32","13",""
"","","","31513008","","31513","","","91","0",""
"-108","wac_default_01","-213","31611001","2","31611","202","106411","1","1","0"
"-108","wac_default_02","-213","31611002","2","31611","201","111","5","1","0"
"0","","1","31611003","1","31611","0","43","31","43",""
"0","","1","31611004","0","31611","0","57","31","57",""
"0","","1","31611005","0","31611","0","11","31","11",""
"0","","1","31611006","1","31611","0","502","31","502",""
"","","0","31611007","0.2","31611","0","wac_paint_01","3","106411",""
"","","0","31611008","0.2","31611","0","wac_paint_02","3","111",""
"","","","31611009","","31611","","0","93","0",""
"","","","31611010","","31611","","1","32","11",""
"","","","31611011","","31611","0","se_10035700_brush","23","se_10035700",""
"","","","31611012","","31611","","300","13","106411",""
"","","","31611013","","31611","","","131","1",""
"wac_talk_wish_loop_joy","","1","31612001","0.2","31612","0","wac_talk_wish_in_joy","3","106411",""
"","","","31612002","0.2","31612","1","wac_no_items","3","111",""
"0","","","31612003","","31612","-340","200","2","106411",""
"0","","","31612004","","31612","-340","200","2","111",""
"","","","31612005","","31612","","0","32","43",""
"","","","31612006","","31612","","1","32","57",""
"","","","31612007","","31612","","0","32","11",""
"0","","","31612008","","31612","0","vo_wac_221227_000","21","vo_wac_221227",""
"1","0.5","1","31612009","0","31612","10","……這幅壁畫真的很棒。\n畢竟這並不是光靠某人所畫的，\n而是由許多的人拿起畫筆，\n一直持續畫到今天的。","11","106411","0"
"","","","31612010","","31612","","","91","0",""
"0","","","31612011","","31612","0","vo_wac_221227_001","21","vo_wac_221227",""
"1","0.5","1","31612012","0","31612","10","我……對於能夠自認\n自己也是其中的一員這件事，\n感到無比的高興。\n若你也是這麼想的話，那我會更高興的。","11","106411","0"
"","","","31612013","","31612","","","91","0",""
"","","","31612014","","31612","","0","22","0",""
"","","","31613001","0.2","31613","1","wac_idle_wish_joy","3","106411",""
"","","","31613002","0.2","31613","1","wac_no_items","3","111",""
"0","","","31613003","","31613","-340","200","2","106411",""
"0","","","31613004","","31613","-340","200","2","111",""
"","","","31613005","","31613","","0","32","43",""
"","","","31613006","","31613","","1","32","57",""
"","","","31613007","","31613","","0","32","11",""
"","","","31613008","","31613","","","91","0",""
"-167","wac_default_31","-205","31711001","2","31711","202","105911","1","1","0"
"-64","wac_default_bot_41","-350","31711002","2","31711","254","123311","1","1","0"
"230","wac_default_51","-325","31711003","2","31711","252","118111","1","1","0"
"-167","wac_default_32","-205","31711004","2","31711","201","111","5","1","0"
"-64","wac_default_48","-350","31711005","2","31711","253","112","5","1","0"
"230","wac_default_bot_52","-325","31711006","2","31711","251","113","5","1","0"
"","","","31711007","","31711","","300","13","118111",""
"","","","31711008","","31711","","300","13","105911",""
"","","","31711009","","31711","","300","13","123311",""
"0","","1","31711010","1","31711","0","58","31","58",""
"0","","1","31711011","0","31711","0","63","31","63",""
"0","","1","31711012","0","31711","0","15","31","15",""
"0","","1","31711013","1","31711","0","502","31","502",""
"","","0","31711014","0.2","31711","0","wac_paint_31","3","105911",""
"","","0","31711015","0.2","31711","0","wac_paint_32","3","111",""
"","","0","31711016","0.2","31711","0","wac_paint_bot_41","3","123311",""
"","","0","31711017","0.2","31711","0","wac_paint_48","3","112",""
"","","0","31711018","0.2","31711","0","wac_paint_bot_51","3","118111",""
"","","0","31711019","0.2","31711","0","wac_paint_bot_52","3","113",""
"","","","31711020","","31711","","0","93","0",""
"","","","31711021","","31711","","1","32","15",""
"","","","31711022","","31711","0","se_sys_login_birthday_calendar_smallbrush","23","se_common",""
"","","","31711023","","31711","","","131","1",""
"","","","31712001","0","31712","1","wac_idle_sad","3","118111",""
"","","","31712002","0","31712","1","wac_idle_normal_L","3","105911",""
"","","","31712003","0","31712","1","wac_idle_smile","3","123311",""
"","","","31712004","0","31712","1","wac_no_items","3","111",""
"","","","31712005","0","31712","1","wac_no_items","3","112",""
"","","","31712006","0","31712","1","wac_no_items","3","113",""
"0","","","31712007","","31712","-335","190","2","118111",""
"0","","","31712008","","31712","-360","-190","2","105911",""
"0","","","31712009","","31712","-360","350","2","123311",""
"0","","","31712010","","31712","-335","190","2","111",""
"0","","","31712011","","31712","-360","-190","2","112",""
"0","","","31712012","","31712","-360","350","2","113",""
"","","","31712013","","31712","","0","32","58",""
"","","","31712014","","31712","","1","32","63",""
"","","","31712015","","31712","","0","32","15",""
"wac_talk_sad_loop","","1","31712016","0.2","31712","0","wac_talk_sad_in","3","118111",""
"0","","","31712017","","31712","0","vo_wac_221228_000","21","vo_wac_221228",""
"1","0.5","1","31712018","0","31712","10","嗚嗚嗚……終於、畫好了……\n果然、我很沒用呢……\n不只塗錯了好幾次……\n還把油漆弄倒了……","11","118111","0"
"","","","31712019","","31712","","","91","0",""
"","","1","31712020","0.2","31712","1","wac_idle_sad","3","118111",""
"wac_talk_wish_loop_joy_L","","1","31712021","0.2","31712","0","wac_talk_wish_in_joy_L","3","105911",""
"0","","","31712022","","31712","0","vo_wac_221228_001","21","vo_wac_221228",""
"1","0.5","1","31712023","0","31712","10","蘭法小姐……\n俗話說「失敗為成功之母」，\n而且在下認為這幅畫的完成度\n非常高喔。","11","105911","0"
"","","","31712024","","31712","","","91","0",""
"","","1","31712025","0.2","31712","1","wac_idle_wish_joy_L","3","105911",""
"wac_talk_wish_loop","","1","31712026","0.2","31712","0","wac_talk_wish_in","3","118111",""
"0","","","31712027","","31712","0","vo_wac_221228_002","21","vo_wac_221228",""
"1","0.5","1","31712028","0","31712","10","真、真的嗎……？\n可可蘿，謝謝妳……！\n不知道讓他看了以後，\n他會不會、也誇獎我……♪","11","118111","0"
"","","","31712029","","31712","","","91","0",""
"","","","31712030","","31712","","0","22","0",""
"","","","31712031","","31712","","","111","",""
"","","","31713001","0.2","31713","1","wac_idle_wish","3","118111",""
"","","","31713002","0.2","31713","1","wac_idle_wish_joy_L","3","105911",""
"","","","31713003","0.2","31713","1","wac_idle_smile","3","123311",""
"","","","31713004","0.2","31713","1","wac_no_items","3","111",""
"","","","31713005","0.2","31713","1","wac_no_items","3","112",""
"","","","31713006","0.2","31713","1","wac_no_items","3","113",""
"0","","","31713007","","31713","-335","190","2","118111",""
"0","","","31713008","","31713","-360","-190","2","105911",""
"0","","","31713009","","31713","-360","350","2","123311",""
"0","","","31713010","","31713","-335","190","2","111",""
"0","","","31713011","","31713","-360","-190","2","112",""
"0","","","31713012","","31713","-360","350","2","113",""
"","","","31713013","","31713","","0","32","58",""
"","","","31713014","","31713","","1","32","63",""
"","","","31713015","","31713","","0","32","15",""
"","","","31713016","","31713","","","91","0",""
"-108","wac_default_01","-213","31811001","2","31811","202","106011","1","1","0"
"-108","wac_default_02","-213","31811002","2","31811","201","111","5","1","0"
"0","","1","31811003","1","31811","0","43","31","43",""
"0","","1","31811004","0","31811","0","57","31","57",""
"0","","1","31811005","0","31811","0","11","31","11",""
"0","","1","31811006","1","31811","0","502","31","502",""
"","","0","31811007","0.2","31811","0","wac_paint_01","3","106011",""
"","","0","31811008","0.2","31811","0","wac_paint_02","3","111",""
"","","","31811009","","31811","","0","93","0",""
"","","","31811010","","31811","","1","32","11",""
"","","","31811011","","31811","0","se_10035700_brush","23","se_10035700",""
"","","","31811012","","31811","","300","13","106011",""
"","","","31811013","","31811","","","131","1",""
"","","","31812001","0.2","31812","1","wac_talk_sad_loop_shy","3","106011",""
"","","","31812002","0.2","31812","1","wac_no_items","3","111",""
"0","","","31812003","","31812","-340","200","2","106011",""
"0","","","31812004","","31812","-340","200","2","111",""
"","","","31812005","","31812","","0","32","43",""
"","","","31812006","","31812","","1","32","57",""
"","","","31812007","","31812","","0","32","11",""
"0","","","31812008","","31812","0","vo_wac_221229_000","21","vo_wac_221229",""
"1","0.5","1","31812009","0","31812","10","這、這次的份終於畫完了……\n明明應該已經畫了很多才對，\n但卻還看不到終點呢。","11","106011","0"
"","","","31812010","","31812","","","91","0",""
"wac_talk_wish_loop","","1","31812011","0.2","31812","0","wac_talk_wish_in","3","106011",""
"0","","","31812012","","31812","0","vo_wac_221229_001","21","vo_wac_221229",""
"1","0.5","1","31812013","0","31812","10","雖然牆壁目前就已經變得很繽紛了，\n但是不曉得完成的時候\n會變得多華麗呢？\n感覺到時會忘記牆壁原本的顏色呢。","11","106011","0"
"","","","31812014","","31812","","","91","0",""
"","","","31812015","","31812","","0","22","0",""
"","","","31813001","0.2","31813","1","wac_idle_wish","3","106011",""
"","","","31813002","0.2","31813","1","wac_no_items","3","111",""
"0","","","31813003","","31813","-340","200","2","106011",""
"0","","","31813004","","31813","-340","200","2","111",""
"","","","31813005","","31813","","0","32","43",""
"","","","31813006","","31813","","1","32","57",""
"","","","31813007","","31813","","0","32","11",""
"","","","31813008","","31813","","","91","0",""
"-108","wac_default_01","-213","31911001","2","31911","202","105911","1","1","0"
"-108","wac_default_02","-213","31911002","2","31911","201","111","5","1","0"
"0","","1","31911003","1","31911","0","43","31","43",""
"0","","1","31911004","0","31911","0","57","31","57",""
"0","","1","31911005","0","31911","0","11","31","11",""
"0","","1","31911006","1","31911","0","502","31","502",""
"","","0","31911007","0.2","31911","0","wac_paint_01","3","105911",""
"","","0","31911008","0.2","31911","0","wac_paint_02","3","111",""
"","","","31911009","","31911","","0","93","0",""
"","","","31911010","","31911","","1","32","11",""
"","","","31911011","","31911","0","se_10035700_brush","23","se_10035700",""
"","","","31911012","","31911","","300","13","105911",""
"","","","31911013","","31911","","","131","1",""
"wac_talk_wish_loop","","1","31912001","0.2","31912","0","wac_talk_wish_in","3","105911",""
"","","","31912002","0.2","31912","1","wac_no_items","3","111",""
"0","","","31912003","","31912","-340","200","2","105911",""
"0","","","31912004","","31912","-340","200","2","111",""
"","","","31912005","","31912","","0","32","43",""
"","","","31912006","","31912","","1","32","57",""
"","","","31912007","","31912","","0","32","11",""
"0","","","31912008","","31912","0","vo_wac_221230_000","21","vo_wac_221230",""
"1","0.5","1","31912009","0","31912","10","這份工作也持續了很長一段時間，\n所以牆壁的畫也變得很多樣化，\n而且相當華麗呢。","11","105911","0"
"","","","31912010","","31912","","","91","0",""
"0","","","31912011","","31912","0","vo_wac_221230_001","21","vo_wac_221230",""
"1","0.5","1","31912012","0","31912","10","光是到處看看，與大家的回憶\n似乎就會再次浮現於眼前。\n主人，我們就用這股氣勢，\n繼續畫美好的畫直到最後吧。","11","105911","0"
"","","","31912013","","31912","","","91","0",""
"","","","31912014","","31912","","0","22","0",""
"","","","31913001","0.2","31913","1","wac_idle_wish","3","105911",""
"","","","31913002","0.2","31913","1","wac_no_items","3","111",""
"0","","","31913003","","31913","-340","200","2","105911",""
"0","","","31913004","","31913","-340","200","2","111",""
"","","","31913005","","31913","","0","32","43",""
"","","","31913006","","31913","","1","32","57",""
"","","","31913007","","31913","","0","32","11",""
"","","","31913008","","31913","","","91","0",""
"-108","wac_default_11","-212.75","32011001","2","32011","202","105811","1","1","0"
"-108","wac_default_12","-212.75","32011002","2","32011","201","111","5","1","0"
"0","","1","32011003","1","32011","0","43","31","43",""
"0","","1","32011004","0","32011","0","63","31","63",""
"0","","1","32011005","0","32011","0","11","31","11",""
"0","","1","32011006","0","32011","0","14","31","14",""
"0","","1","32011007","0","32011","0","18","31","18",""
"0","","1","32011008","1","32011","0","502","31","502",""
"","","0","32011009","0.2","32011","0","wac_paint_11","3","105811",""
"","","0","32011010","0.2","32011","0","wac_paint_12","3","111",""
"","","","32011011","","32011","","0","93","0.3",""
"","","","32011012","","32011","","1","32","11",""
"","","","32011013","","32011","0","se_10035700_roller","23","se_10035700",""
"","","","32011014","","32011","","300","13","105811",""
"","","","32011015","","32011","","","131","1",""
"wac_talk_smile_loop","","1","32012001","0.2","32012","0","wac_talk_smile_in","3","105811",""
"","","","32012002","0.2","32012","1","wac_no_items","3","111",""
"0","","","32012003","","32012","-350","420","2","105811",""
"0","","","32012004","","32012","-350","420","2","111",""
"","","","32012005","","32012","","0","32","43",""
"","","","32012006","","32012","","1","32","63",""
"","","","32012007","","32012","","0","32","11",""
"","","","32012008","","32012","","1","32","14",""
"","","","32012009","","32012","","1","32","18",""
"","","","32012010","","32012","","0","93","1.8",""
"0","","","32012011","","32012","0","vo_wac_221231_000","21","vo_wac_221231",""
"1","0.5","1","32012012","0","32012","10","這片牆也變得\n相當不錯了呢～♪\n大家常常都會發揮出自己的特色，\n感覺很有蘭德索爾的風格，真是太讚了☆","11","105811","0"
"","","","32012013","","32012","","","91","0",""
"0","","","32012014","","32012","0","vo_wac_221231_001","21","vo_wac_221231",""
"1","0.5","1","32012015","0","32012","10","……作為公主，\n果然還是希望能把這個國家，打造成\n想法不同的各種人都能幸福生活的地方。\n希望這面牆能成為這種願景的象徵♪","11","105811","0"
"","","","32012016","","32012","","","91","0",""
"","","","32012017","","32012","","0","22","0",""
"","","","32013001","0.2","32013","1","wac_idle_smile","3","105811",""
"","","","32013002","0.2","32013","1","wac_no_items","3","111",""
"0","","","32013003","","32013","-350","420","2","105811",""
"0","","","32013004","","32013","-350","420","2","111",""
"","","","32013005","","32013","","0","32","43",""
"","","","32013006","","32013","","1","32","63",""
"","","","32013007","","32013","","0","32","11",""
"","","","32013008","","32013","","0","32","14",""
"","","","32013009","","32013","","1","32","18",""
"","","","32013010","","32013","","","91","0",""
"-167","wac_default_bot_31","-325","32111001","2","32111","204","103311","1","1","0"
"230","wac_default_51","-325","32111002","2","32111","202","102611","1","1","0"
"-330","wac_default_bot_61","-350","32111003","2","32111","256","103811","1","1","0"
"340","wac_default_bot_91","-350","32111004","2","32111","254","105211","1","1","0"
"-167","wac_default_bot_33","-325","32111005","2","32111","203","111","5","1","0"
"230","wac_default_bot_51","-325","32111006","2","32111","201","113","5","1","0"
"-330","wac_default_64","-350","32111007","2","32111","255","114","5","1","0"
"340","wac_default_92","-350","32111008","2","32111","253","115","5","1","0"
"","","","32111009","","32111","","300","13","103811",""
"","","","32111010","","32111","","300","13","105211",""
"","","","32111011","","32111","","300","13","102611",""
"","","","32111012","","32111","","300","13","103311",""
"0","","1","32111013","1","32111","0","59","31","59",""
"0","","1","32111014","0","32111","0","63","31","63",""
"0","","1","32111015","0","32111","0","17","31","17",""
"0","","1","32111016","1","32111","0","502","31","502",""
"","","0","32111017","0.2","32111","0","wac_paint_bot_31","3","103311",""
"","","0","32111018","0.2","32111","0","wac_paint_bot_33","3","111",""
"","","0","32111019","0.2","32111","0","wac_paint_bot_51","3","102611",""
"","","0","32111020","0.2","32111","0","wac_paint_bot_51","3","113",""
"","","0","32111021","0.2","32111","0","wac_paint_bot_61","3","103811",""
"","","0","32111022","0.2","32111","0","wac_paint_64","3","114",""
"","","0","32111023","0.2","32111","0","wac_paint_bot_91","3","105211",""
"","","0","32111024","0.2","32111","0","wac_paint_92","3","115",""
"","","","32111025","","32111","","0","93","0",""
"","","","32111026","","32111","","1","32","17",""
"","","","32111027","","32111","0","se_sys_login_birthday_calendar_smallbrush","23","se_common",""
"","","","32111028","","32111","","","131","1",""
"","","","32112001","0","32112","1","wac_idle_wish_L","3","103811",""
"","","","32112002","0","32112","1","wac_idle_kyapi_L","3","105211",""
"","","","32112003","0","32112","1","wac_idle_smile_L","3","102611",""
"","","","32112004","0","32112","1","wac_idle_smile","3","103311",""
"","","","32112005","0","32112","1","wac_no_items","3","111",""
"","","","32112006","0","32112","1","wac_no_items","3","113",""
"","","","32112007","0","32112","1","wac_no_items","3","114",""
"","","","32112008","0","32112","1","wac_no_items","3","115",""
"0","","","32112009","","32112","-360","-335","2","103811",""
"0","","","32112010","","32112","-335","-190","2","105211",""
"0","","","32112011","","32112","-335","190","2","102611",""
"0","","","32112012","","32112","-360","350","2","103311",""
"0","","","32112013","","32112","-360","-335","2","111",""
"0","","","32112014","","32112","-335","-190","2","113",""
"0","","","32112015","","32112","-335","190","2","114",""
"0","","","32112016","","32112","-360","350","2","115",""
"","","","32112017","","32112","","0","32","59",""
"","","","32112018","","32112","","1","32","63",""
"","","","32112019","","32112","","0","32","17",""
"wac_talk_sad_loop_surprise","","1","32112020","0.2","32112","0","wac_talk_sad_in_surprise","3","102611",""
"0","","","32112021","","32112","0","vo_wac_230101_000","21","vo_wac_230101",""
"1","0.5","1","32112022","0","32112","10","我每次都會想～\n難道沒有那種能一瞬間\n就自動把壁畫畫好的\n魔法嗎？","11","102611","0"
"","","","32112023","","32112","","","91","0",""
"","","1","32112024","0.2","32112","1","wac_idle_sad_surprise","3","102611",""
"wac_talk_nerv_loop_L","","1","32112025","0.2","32112","0","wac_talk_nerv_in_L","3","103811",""
"0","","","32112026","","32112","0","vo_wac_230101_001","21","vo_wac_230101",""
"1","0.5","1","32112027","0","32112","10","【伊麗莎白牧場】裡\n沒有會使用那種高難度魔法的人……\n如果是姊姊的話，\n或許做得到。","11","103811","0"
"","","","32112028","","32112","","","91","0",""
"","","1","32112029","0.2","32112","1","wac_idle_nerv_L","3","103811",""
"wac_talk_kyapi_loop_L","","1","32112030","0.2","32112","0","wac_talk_kyapi_in_L","3","105211",""
"0","","","32112031","","32112","0","vo_wac_230101_002","21","vo_wac_230101",""
"1","0.5","1","32112032","0","32112","10","不過，我有點嚮往\n用魔法畫畫呢～♪\n是不是能畫出腦袋裡\n想像出來的圖呢？","11","105211","0"
"","","","32112033","","32112","","","91","0",""
"","","1","32112034","0.2","32112","1","wac_idle_kyapi_L","3","105211",""
"wac_talk_smile_loop","","1","32112035","0.2","32112","0","wac_talk_smile_in","3","103311",""
"0","","","32112036","","32112","0","vo_wac_230101_003","21","vo_wac_230101",""
"1","0.5","1","32112037","0","32112","10","那種事情要是能做到，\n感覺超方便的啦！\n真想把招牌之類的換新，\n成為受客人歡迎的牧場喔～♪","11","103311","0"
"","","","32112038","","32112","","","91","0",""
"","","","32112039","","32112","","0","22","0",""
"","","","32112040","","32112","","","111","",""
"","","","32113001","0.2","32113","1","wac_idle_nerv_L","3","103811",""
"","","","32113002","0.2","32113","1","wac_idle_kyapi_L","3","105211",""
"","","","32113003","0.2","32113","1","wac_idle_sad_surprise","3","102611",""
"","","","32113004","0.2","32113","1","wac_idle_smile","3","103311",""
"","","","32113005","0.2","32113","1","wac_no_items","3","111",""
"","","","32113006","0.2","32113","1","wac_no_items","3","113",""
"","","","32113007","0.2","32113","1","wac_no_items","3","114",""
"","","","32113008","0.2","32113","1","wac_no_items","3","115",""
"0","","","32113009","","32113","-360","-335","2","103811",""
"0","","","32113010","","32113","-335","-190","2","105211",""
"0","","","32113011","","32113","-335","190","2","102611",""
"0","","","32113012","","32113","-360","350","2","103311",""
"0","","","32113013","","32113","-360","-335","2","111",""
"0","","","32113014","","32113","-335","-190","2","113",""
"0","","","32113015","","32113","-335","190","2","114",""
"0","","","32113016","","32113","-360","350","2","115",""
"","","","32113017","","32113","","0","32","59",""
"","","","32113018","","32113","","1","32","63",""
"","","","32113019","","32113","","0","32","17",""
"","","","32113020","","32113","","","91","0",""
"-108","wac_default_21","-177","32211001","2","32211","202","106011","1","1","0"
"-108","wac_default_26","-177","32211002","2","32211","201","111","5","1","0"
"0","","1","32211003","1","32211","0","46","31","46",""
"0","","1","32211004","0","32211","0","57","31","57",""
"0","","1","32211005","0","32211","0","12","31","12",""
"0","","1","32211006","1","32211","0","502","31","502",""
"","","0","32211007","0.2","32211","0","wac_paint_21","3","106011",""
"","","0","32211008","0.2","32211","0","wac_paint_26","3","111",""
"","","","32211009","","32211","","0","93","0",""
"","","","32211010","","32211","","1","32","12",""
"","","","32211011","","32211","0","se_sys_login_birthday_calendar_brush","23","se_common",""
"","","","32211012","","32211","","300","13","106011",""
"","","","32211013","","32211","","","131","1",""
"wac_talk_doya_loop","","1","32212001","0.2","32212","0","wac_talk_doya_in","3","106011",""
"","","","32212002","0.2","32212","1","wac_no_items","3","111",""
"0","","","32212003","","32212","-340","200","2","106011",""
"0","","","32212004","","32212","-340","200","2","111",""
"","","","32212005","","32212","","0","32","46",""
"","","","32212006","","32212","","1","32","57",""
"","","","32212007","","32212","","0","32","12",""
"0","","","32212008","","32212","0","vo_wac_230102_000","21","vo_wac_230102",""
"1","0.5","1","32212009","0","32212","10","好的，完成了！\n感覺我也\n已經完全是個\n能獨當一面的畫家了呢？","11","106011","0"
"","","","32212010","","32212","","","91","0",""
"0","","","32212011","","32212","0","vo_wac_230102_001","21","vo_wac_230102",""
"1","0.5","1","32212012","0","32212","10","不久後就會出現贊助商，\n周遭的人也會\n開始叫我凱留老師……\n為什麼要歪著頭啦！","11","106011","0"
"","","","32212013","","32212","","","91","0",""
"","","","32212014","","32212","","0","22","0",""
"","","","32213001","0.2","32213","1","wac_idle_doya","3","106011",""
"","","","32213002","0.2","32213","1","wac_no_items","3","111",""
"0","","","32213003","","32213","-340","200","2","106011",""
"0","","","32213004","","32213","-340","200","2","111",""
"","","","32213005","","32213","","0","32","46",""
"","","","32213006","","32213","","1","32","57",""
"","","","32213007","","32213","","0","32","12",""
"","","","32213008","","32213","","","91","0",""
"-167","wac_default_31","-85","32311001","2","32311","202","101611","1","1","0"
"-64","wac_default_41","-211","32311002","2","32311","254","101811","1","1","0"
"230","wac_default_51","-211","32311003","2","32311","252","105011","1","1","0"
"-167","wac_default_31","-85","32311004","2","32311","201","111","5","1","0"
"-64","wac_default_48","-211","32311005","2","32311","253","112","5","1","0"
"230","wac_default_56","-211","32311006","2","32311","251","113","5","1","0"
"","","","32311007","","32311","","300","13","105011",""
"","","","32311008","","32311","","300","13","101611",""
"","","","32311009","","32311","","300","13","101811",""
"0","","1","32311010","1","32311","0","62","31","62",""
"0","","1","32311011","0","32311","0","63","31","63",""
