0124ebd5f4caeb6b2c84df10dbceae41a760249fb3f58082f719ccb4865e5954,d9eba0c71ede3123ca7d22bac77c298a928c9dc8c68a81c6f3e0a42246e85f6d,f0b82001b54203f124c129a15887c09b1370b88a14351966ba5c0f762cb80584,92491e01bb235ee6e612ffc92e27ec0d8b71818f900747431de06b08712ab1d3,db0eec9db27a38627ec3ec23b555e1d59bb33b7326848412d982147e8f6a074a,81d47bde016abced92f2b808a5121033f93f15b85b625b7ccb65e1ff268c2564,7997157304fb18d5d7b90f2c837a8eea0a122287a847179341f7b9597c092fbb,e4b798376c6cea57cbd9545cbde13bf2155819d4f12aacd0707ba5de2878b1e1,acf5a0c67fe98cc069339dde9ab478ab5c275dd7dfd8c56a56bbb601fa1de4cf,d6268b8c860d93a333e4eacfd793c5f2b94ed9321d7dc3e75a05c94bf317934c,ad84571b3593ec0fca65f8cdba4e668a36730cbcc0e11e192d32c02a22b279ae
"tahaha_idle","68069","","","3","0.2","1","105811","5146068","",""
"tahaha_idle","68070","","","3","0.2","1","1058","5146068","",""
"surprise3_in_anger2","68071","","0","3","0.2","0","106011","5146068","1","surprise3_loop_anger2"
"surprise3_in_anger2","68072","","0","3","0.2","0","1060","5146068","1","surprise3_loop_anger2"
"vo_apg_0808","68073","","","21","","0","vo_apg","5146068","","0"
"不要把方向盤跟甜甜圈搞混啦～！","68074","0","0","11","0","9","106011","5146068","1","1"
"","68075","","","91","","","0","5146068","",""
"0","68076","","","4","","","106011","5146068","",""
"0","68077","","","4","","","1060","5146068","",""
"surprise3_loop_surprise_slow","68078","","","3","0.2","1","106011","5146068","",""
"surprise3_loop_surprise_slow","68079","","","3","0.2","1","1060","5146068","",""
"peko_slurp_in","68080","","0","3","0.2","0","105811","5146068","1","peko_slurp_loop"
"peko_slurp_in","68081","","0","3","0.2","0","1058","5146068","1","peko_slurp_loop"
"takeout_in","68082","","0","3","0.2","0","130911","5146068","1","takeout_talk"
"takeout_in","68083","","0","3","0.2","0","97","5146068","1","takeout_talk"
"vo_apg_0809","68084","","","21","","0","vo_apg","5146068","","0"
"啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","68085","0","0","11","0","7","130911","5146068","1","1"
"","68086","","","91","","","0","5146068","",""
"takeout_idle","68087","","","3","0.2","1","130911","5146068","",""
"takeout_idle","68088","","","3","0.2","1","97","5146068","",""
"peko_slurp_loop","68089","","","3","0.2","1","105811","5146068","",""
"peko_slurp_loop","68090","","","3","0.2","1","1058","5146068","",""
"cool_idle_jitome","68091","","0.2","3","0.2","0","106011","5146068","1","cool_talk_jitome"
"cool_idle_jitome_in","68092","","0.2","3","0.2","0","1060","5146068","1","cool_talk_jitome"
"vo_apg_0810","68093","","","21","","0","vo_apg","5146068","","0"
"……\n甜甜圈就是甜甜圈吧……","68094","0","0","11","0","9","106011","5146068","1","1"
"","68095","","","91","","","0","5146068","",""
"","68096","","","101","","","68097","5146068","",""
"0.2","68097","","","22","","","0","5146068","",""
"131311","69001","riri_idle","0","1","1.8","100","1","5146069","-278","-225"
"1313","69002","riri_idle","0","5","1.8","101","5","5146069","-278","-225"
"131411","69003","idle_normal","0","1","1.8","103","1","5146069","-288","-385"
"1314","69004","idle_normal","0","5","1.8","104","2","5146069","-288","-385"
"130911","69005","joy_idle_noface","1","1","1.8","106","1","5146069","-278","225"
"98","69006","joy_idle_kururu","1","5","1.8","107","1","5146069","-278","225"
"200","69007","","","13","","","131311","5146069","",""
"203","69008","","","13","","","131411","5146069","",""
"206","69009","","","13","","","130911","5146069","",""
"9","69010","idle","0","5","0.85","15","9","5146069","-174","0"
"22","69011","empty","0","5","1","210","22","5146069","12","-307"
"21","69012","empty","0","5","1","60","21","5146069","153","0"
"1","69013","","","31","1","0","1","5146069","1","0"
"0","69014","","","91","","","0","5146069","",""
"0","69015","","","102","","0","0","5146069","",""
"0","69016","","","93","","","1","5146069","",""
"riri_talk_noface","69017","","","3","0.2","1","131311","5146069","",""
"riri_talk_noface","69018","","","3","0.2","1","1313","5146069","",""
"idle_normal_surprise_lookupS","69019","","","3","0.2","1","131411","5146069","",""
"idle_normal_surprise_lookupS","69020","","","3","0.2","1","1314","5146069","",""
"vo_apg_0901","69021","","","21","","0","vo_apg","5146069","","0"
"璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","69022","0","0","11","0","7","131311","5146069","1","1"
"","69023","","","91","","","0","5146069","",""
"riri_idle_lookup","69024","","","3","0.2","1","131311","5146069","",""
"riri_idle_lookup","69025","","","3","0.2","1","1313","5146069","",""
"coffee_2_in","69026","","","3","0","0","21","5146069","",""
"se_10055900_photo","69027","","","23","","0","se_10055900","5146069","",""
"0","69028","","","93","","","0.1","5146069","",""
"idle_normal_surprise_lookup","69029","","0.2","3","0.2","0","131411","5146069","1","talk_normal_joy_lookup"
"idle_normal_surprise_lookup","69030","","0.2","3","0.2","0","1314","5146069","1","talk_normal_joy_lookup"
"vo_apg_0902","69031","","","21","","0","vo_apg","5146069","","0"
"咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","69032","0","0","11","0","7","131411","5146069","1","1"
"","69033","","","91","","","0","5146069","",""
"riri_idle_surprise","69034","","","3","0.2","1","131311","5146069","",""
"riri_idle_surprise","69035","","","3","0.2","1","1313","5146069","",""
"idle_normal_surprise","69036","","","3","0.2","1","131411","5146069","",""
"idle_normal_surprise","69037","","","3","0.2","1","1314","5146069","",""
"handsup_to_talk","69038","","0.2","3","0.2","0","130911","5146069","1","talk_normal_joy"
"handsup","69039","","0.2","3","0.2","1","98","5146069","",""
"vo_apg_0903","69040","","","21","","0","vo_apg","5146069","","0"
"恭喜恭喜妳們！！\n真虧妳們能發現！","69041","0","0","11","0","6","130911","5146069","1","1"
"","69042","","","91","","","0","5146069","",""
"joy_talk_anger","69043","","","3","0.2","1","130911","5146069","",""
"vo_apg_0904","69044","","","21","","0","vo_apg","5146069","","0"
"這個就是！\n「隱藏卡巴邦」哦♪","69045","0","0","11","0","7","130911","5146069","1","1"
"","69046","","","91","","","0","5146069","",""
"joy_idle_doya","69047","","","3","0.2","1","130911","5146069","",""
"notice_in_shy","69048","","0","3","0.2","0","131311","5146069","1","notice_loop_shy"
"notice_in_shy","69049","","0","3","0.2","0","1313","5146069","1","notice_loop_shy"
"surprise_talk_normal","69050","","","3","0.2","1","131411","5146069","",""
"surprise_talk_normal","69051","","","3","0.2","1","1314","5146069","",""
"vo_apg_0905","69052","","","21","","0","vo_apg","5146069","","0"
"0905_in","69053","","","3","0","0","22","5146069","",""
"1","69054","","","93","","","1.2","5146069","",""
"0905_mid","69055","","","3","0","0","22","5146069","",""
"","69056","","","92","","","","5146069","",""
"0905_out","69057","","","3","0","0","22","5146069","",""
"0","69058","","","93","","","0.2","5146069","",""
"","69059","","","91","","","0","5146069","",""
"riri_sad_talk_dead","69060","","","3","0.2","1","131311","5146069","",""
"riri_sad_talk_dead","69061","","","3","0.2","1","1313","5146069","",""
"surprise_idle","69062","","","3","0.2","1","131411","5146069","",""
"surprise_idle","69063","","","3","0.2","1","1314","5146069","",""
"idle_normal_surprise2","69064","","","3","0.2","1","130911","5146069","",""
"vo_apg_0906","69065","","","21","","0","vo_apg","5146069","","0"
"原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","69066","0","0","11","0","9","131311","5146069","1","1"
"","69067","","","91","","","0","5146069","",""
"riri_sad_idle","69068","","","3","0.2","1","131311","5146069","",""
"riri_sad_idle","69069","","","3","0.2","1","1313","5146069","",""
"watawata","69070","","0.2","3","0.2","0","130911","5146069","1","talk_normal_dere"
"watawata","69071","","0.2","3","0.2","0","98","5146069","1","talk_normal_dere"
"vo_apg_0907","69072","","","21","","0","vo_apg","5146069","","0"
"不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","69073","0","0","11","0","8","130911","5146069","1","1"
"","69074","","","91","","","0","5146069","",""
"idle_normal_noface","69075","","","3","0.2","1","130911","5146069","",""
"idle_normal_kururu","69076","","","3","0.2","1","98","5146069","",""
"coffee_2_out","69077","","","3","0","0","21","5146069","",""
"clear_wish_talk_joy","69078","","","3","0.2","1","131411","5146069","",""
"clear_wish_talk_joy","69079","","","3","0.2","1","1314","5146069","",""
"vo_apg_0908","69080","","","21","","0","vo_apg","5146069","","0"
"哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","69081","0","0","11","0","8","131411","5146069","1","1"
"","69082","","","91","","","0","5146069","",""
"clear_wish_idle","69083","","","3","0.2","1","131411","5146069","",""
"clear_wish_idle","69084","","","3","0.2","1","1314","5146069","",""
"guts2_talk_joy3","69085","","","3","0.2","1","131311","5146069","",""
"guts2_talk_joy3","69086","","","3","0.2","1","1313","5146069","",""
"vo_apg_0909","69087","","","21","","0","vo_apg","5146069","","0"
"好的，璃亞！","69088","0","0","11","0","8","131311","5146069","1","1"
"","69089","","","91","","","0","5146069","",""
"riri_idle","69090","","","3","0.2","1","131311","5146069","",""
"riri_idle","69091","","","3","0.2","1","1313","5146069","",""
"clear_wish_idle_normal","69092","","","3","0.2","1","131411","5146069","",""
"clear_wish_idle_normal","69093","","","3","0.2","1","1314","5146069","",""
"talk_normal_anger","69094","","","3","0.2","1","130911","5146069","",""
"talk_normal","69095","","","3","0.2","1","98","5146069","",""
"vo_apg_0910","69096","","","21","","0","vo_apg","5146069","","0"
"那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","69097","0","0","11","0","8","130911","5146069","1","1"
"","69098","","","91","","","0","5146069","",""
"idle_normal_noface","69099","","","3","0.2","1","130911","5146069","",""
"idle_normal_kururu","69100","","","3","0.2","1","98","5146069","",""
"riri_bow","69101","","0","3","0.2","0","131311","5146069","1","idle_normal_joy2"
"riri_bow","69102","","0","3","0.2","0","1313","5146069","1","idle_normal_joy2"
"clear_agree","69103","","0.2","3","0.2","0","131411","5146069","1","idle_normal_joy2"
"clear_agree","69104","","0.2","3","0.2","0","1314","5146069","1","idle_normal_joy2"
"vo_apg_0911","69105","","","21","","0","vo_apg","5146069","","0"
"0911_in","69106","","","3","0","0","22","5146069","",""
"1","69107","","","93","","","0.9","5146069","",""
"0911_mid","69108","","","3","0","0","22","5146069","",""
"","69109","","","92","","","","5146069","",""
"0911_out","69110","","","3","0","0","22","5146069","",""
"0","69111","","","93","","","0.2","5146069","",""
"","69112","","","91","","","0","5146069","",""
"0","69113","","","4","","","130911","5146069","",""
"0","69114","","","4","","","98","5146069","",""
"walk_normal_slow","69115","","","3","0.2","1","131311","5146069","",""
"walk_normal_slow","69116","","","3","0.2","1","1313","5146069","",""
"walk_normal_slow","69117","","","3","0.2","1","131411","5146069","",""
"walk_normal_slow","69118","","","3","0.2","1","1314","5146069","",""
"walk_kyapi_slow","69119","","","3","0.2","1","130911","5146069","",""
"walk_kyapi_slow","69120","","","3","0.2","1","98","5146069","",""
"-75","69121","","","2","","-278","131311","5146069","0","1.5"
"-75","69122","","","2","","-278","1313","5146069","0","1.5"
"-225","69123","","","2","","-288","131411","5146069","0","1.5"
"-225","69124","","","2","","-288","1314","5146069","0","1.5"
"325","69125","","","2","","-278","130911","5146069","0","1.5"
"0","69126","","","93","","","1.5","5146069","",""
"1","69127","","","4","","","131311","5146069","",""
"1","69128","","","4","","","1313","5146069","",""
"1","69129","","","4","","","130911","5146069","",""
"idle_normal_surprise","69130","","","3","0.2","1","131311","5146069","",""
"idle_normal_surprise","69131","","","3","0.2","1","1313","5146069","",""
"notice_in_dere","69132","","0","3","0.2","0","131411","5146069","1","notice_loop_dere"
"notice_in_dere","69133","","0","3","0.2","0","1314","5146069","1","notice_loop_dere"
"idle_normal_surprise","69134","","","3","0.2","1","130911","5146069","",""
"vo_apg_0912","69135","","","21","","0","vo_apg","5146069","","0"
"……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","69136","0","0","11","0","11","131411","5146069","1","1"
"","69137","","","91","","","0","5146069","",""
"hawawa","69138","","","3","0.2","0","130911","5146069","",""
"vo_apg_0913","69139","","","21","","0","vo_apg","5146069","","0"
"哈哇哇！？","69140","0","0","11","-30","8","130911","5146069","1","1"
"","69141","","","91","","","0","5146069","",""
"bowbowbow","69142","","","3","0.1","0","130911","5146069","",""
"0","69143","","","4","","","131311","5146069","",""
"0","69144","","","4","","","1313","5146069","",""
"riri_talk_noervous","69145","","","3","0.2","1","131311","5146069","",""
"riri_talk_noervous","69146","","","3","0.2","1","1313","5146069","",""
"clear_smile_in","69147","","0","3","0.2","0","131411","5146069","1","clear_smile_idle"
"clear_smile_in","69148","","0","3","0.2","0","1314","5146069","1","clear_smile_idle"
"2","69149","0","0","12","0","2","131311","5146069","0","0"
"2","69150","0","0","12","0","2","131411","5146069","0","0"
"2","69151","0","0","12","-30","2","130911","5146069","0","0"
"0","69152","","","93","","","2","5146069","",""
"","69153","","","101","","","69154","5146069","",""
"0.2","69154","","","22","","","0","5146069","",""
"102111","70001","walk_normal_joy","1","1","1.8","106","1","5146070","-278","0"
"99","70002","idle_normal","0","5","1.8","107","1","5146070","-278","-195"
"130911","70003","idle_normal_noface","1","1","1.8","108","1","5146070","-278","195"
"98","70004","idle_normal_kururu","1","5","1.8","109","1","5146070","-278","195"
"206","70005","","","13","","","102111","5146070","",""
"208","70006","","","13","","","130911","5146070","",""
"10","70007","idle","0","5","0.85","15","10","5146070","-174","0"
"20","70008","empty","0","5","1","290","20","5146070","48","-237"
"1","70009","","","31","1","0","1","5146070","1","0"
"2","70010","","","31","1","0","2","5146070","1","-57.7"
"black","70011","","","37","","","2","5146070","",""
"14","70012","","","31","0","-176","14","5146070","1","-278"
"0","70013","","","91","","","0","5146070","",""
"0","70014","","","102","","0","0","5146070","",""
"0","70015","","","93","","","0.4","5146070","",""
"iris_out","70016","","","37","","","2","5146070","",""
"-195","70017","","","2","","-278","102111","5146070","0","2"
"0","70018","","","93","","","2","5146070","",""
"0","70019","","","4","","","102111","5146070","",""
"idle_normal_joy","70020","","","3","0.2","1","102111","5146070","",""
"idle_normal_joy","70021","","","3","0.2","1","99","5146070","",""
"0","70022","","","93","","","0.1","5146070","",""
"wish_talk_noface","70023","","","3","0.2","1","102111","5146070","",""
"kurumi_wish_talk","70024","","","3","0.2","1","99","5146070","",""
"vo_apg_1001","70025","","","21","","0","vo_apg","5146070","","0"
"哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","70026","0","0","11","0","7","102111","5146070","1","1"
"","70027","","","91","","","0","5146070","",""
"notice_in_normal2","70028","","0.2","3","0.2","0","102111","5146070","1","sad_talk_normal"
"notice_in","70029","","0.2","3","0.2","0","99","5146070","1","sad_talk"
"vo_apg_1002","70030","","","21","","0","vo_apg","5146070","","0"
"對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","70031","0","0","11","0","10","102111","5146070","1","1"
"","70032","","","91","","","0","5146070","",""
"talk_normal_noface","70033","","","3","0.2","1","102111","5146070","",""
"kurumi_talk_normal","70034","","","3","0.2","1","99","5146070","",""
"vo_apg_1003","70035","","","21","","0","vo_apg","5146070","","0"
"庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","70036","0","0","11","0","9","102111","5146070","1","1"
"","70037","","","91","","","0","5146070","",""
"idle_normal_noface","70038","","","3","0.2","1","102111","5146070","",""
"kurumi_idle_normal","70039","","","3","0.2","1","99","5146070","",""
"kururu_wish_talk_joy","70040","","","3","0.2","1","130911","5146070","",""
"kururu_wish_talk_joy","70041","","","3","0.2","1","98","5146070","",""
"vo_apg_1004","70042","","","21","","0","vo_apg","5146070","","0"
"哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","70043","0","0","11","0","7","130911","5146070","1","1"
"","70044","","","91","","","0","5146070","",""
"kururu_wish_idle_surprise","70045","","","3","0.2","1","130911","5146070","",""
"kururu_wish_idle_light","70046","","","3","0.2","1","98","5146070","",""
"surprise_talk_dere","70047","","","3","0.2","1","102111","5146070","",""
"surprise_talk_dere","70048","","","3","0.2","1","99","5146070","",""
"vo_apg_1005","70049","","","21","","0","vo_apg","5146070","","0"
"大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","70050","0","0","11","0","9","102111","5146070","1","1"
"","70051","","","91","","","0","5146070","",""
"0","70052","","","22","","","0","5146070","",""
"kurumi_witch_in","70053","","0","3","0.2","0","102111","5146070","1","kurumi_witch_loop"
"kurumi_witch_in","70054","","0","3","0.2","0","99","5146070","1","kurumi_witch_loop"
"0","70055","","","93","","","0.3","5146070","",""
"20","70056","","","121","0","1.05","0","5146070","0","1.05"
"fade105_in","70057","","","37","","","2","5146070","",""
"30","70058","","","122","","0.5","30","5146070","",""
"kururu_wish_doteyes_static","70059","","","3","0","1","130911","5146070","",""
"vo_apg_1006","70060","","","21","","0","vo_apg","5146070","","0"
"1006_in","70061","","","3","0","0","20","5146070","",""
"1","70062","","","93","","","1.2","5146070","",""
"1006_mid","70063","","","3","0","0","20","5146070","",""
"","70064","","","92","","","","5146070","",""
"1006_out","70065","","","3","0","0","20","5146070","",""
"0","70066","","","93","","","0.2","5146070","",""
"kurumi_witch_out","70067","","0","3","0.2","0","102111","5146070","1","idle_normal"
"kurumi_witch_out","70068","","0","3","0.2","0","99","5146070","1","idle_normal"
"305","70069","","","2","","-45","20","5146070","0","0"
"fade105_out","70070","","","37","","","2","5146070","",""
"0","70071","","","121","0","1","0","5146070","0","1"
"30","70072","","","122","","0.5","30","5146070","",""
"kururu_scared_in","70073","","0","3","0.2","0","130911","5146070","1","kururu_scared_idle"
"vo_apg_1007","70074","","","21","","0","vo_apg","5146070","","0"
"1007_in","70075","","","3","0","0","20","5146070","",""
"1","70076","","","93","","","1.2","5146070","",""
"1007_mid","70077","","","3","0","0","20","5146070","",""
"","70078","","","92","","","","5146070","",""
"1007_out","70079","","","3","0","0","20","5146070","",""
"0","70080","","","93","","","0.2","5146070","",""
"empty","70081","","","3","0","0","20","5146070","",""
"worry_talk_lookdown","70082","","","3","0.2","1","102111","5146070","",""
"worry_talk_lookdown","70083","","","3","0.2","1","99","5146070","",""
"vo_apg_1008","70084","","","21","","0","vo_apg","5146070","","0"
"對……對不起……\n妳沒事吧……？","70085","0","0","11","0","8","102111","5146070","1","1"
"","70086","","","91","","","0","5146070","",""
"kururu_scared_talk_dere","70087","","","3","0.2","1","130911","5146070","",""
"kururu_scared_talk_dere","70088","","","3","0.2","1","98","5146070","",""
"vo_apg_1009","70089","","","21","","0","vo_apg","5146070","","0"
"不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","70090","0","-60","11","-10","10","130911","5146070","1","1"
"","70091","","","91","","","0","5146070","",""
"kururu_scared_idle_noface","70092","","","3","0.2","1","130911","5146070","",""
"kururu_scared_idle","70093","","","3","0.2","1","98","5146070","",""
"anger_talk_dere_red","70094","","","3","0.2","1","102111","5146070","",""
"anger_talk_dere_red","70095","","","3","0.2","1","99","5146070","",""
"vo_apg_1010","70096","","","21","","0","vo_apg","5146070","","0"
"……竟、竟然說我是天才……","70097","0","0","11","0","10","102111","5146070","1","1"
"","70098","","","91","","","0","5146070","",""
"0","70099","","","22","","","0","5146070","",""
"1","70100","","","32","","","14","5146070","",""
"kurumi_shy_in","70101","","0","3","0.2","0","102111","5146070","1","kurumi_shy_loop"
"kurumi_shy_in","70102","","0","3","0.2","0","99","5146070","1","kurumi_shy_loop"
"0","70103","","","93","","","2.5","5146070","",""
"kururu_scared_talk_dere","70104","","","3","0.2","1","130911","5146070","",""
"kururu_scared_talk_dere","70105","","","3","0.2","1","98","5146070","",""
"vo_apg_1011","70106","","","21","","0","vo_apg","5146070","","0"
"……那個","70107","0","-60","11","-10","13","130911","5146070","1","1"
"","70108","","","91","","","0","5146070","",""
"kururu_scared_talk_nervous","70109","","","3","0.2","1","130911","5146070","",""
"kururu_scared_talk_sweat_in","70110","","0","3","0","0","98","5146070","1","kururu_scared_talk_sweat_loop"
"vo_apg_1012","70111","","","21","","0","vo_apg","5146070","","0"
"我嚇到腳軟了……","70112","0","-60","11","-10","7","130911","5146070","1","1"
"","70113","","","91","","","0","5146070","",""
"","70114","","","101","","","70115","5146070","",""
"0.2","70115","","","22","","","0","5146070","",""
"130911","71001","idle_normal","0","1","1.8","110","1","5146071","-278","-1100"
"8","71002","idle","0","5","0.5","106","11","5146071","-233","-193"
"9","71003","idle","0","5","0.6","107","12","5146071","-233","267"
"210","71004","","","13","","","130911","5146071","",""
"206","71005","","","13","","","8","5146071","",""
"207","71006","","","13","","","9","5146071","",""
"10","71007","idle","0","5","0.85","15","10","5146071","-174","0"
"1","71008","","","31","1","0","1","5146071","1","0"
"2","71009","","","31","0","0","2","5146071","1","0"
"14","71010","","","31","0","0","14","5146071","1","-278"
"17","71011","","","31","0","0","17","5146071","1","0"
"18","71012","","","31","0","0","18","5146071","1","0"
"0","71013","","","91","","","0","5146071","",""
"0","71014","","","102","","0","0","5146071","",""
"0","71015","","","93","","","0.2","5146071","",""
"1","71016","","","32","","","17","5146071","",""
"0","71017","","","93","","","0.5","5146071","",""
"0","71018","","","93","","","0","5146071","",""
"0","71019","","","93","","","3.5","5146071","",""
"12","71020","0","0","12","0","2.2","8","5146071","0","0"
"12","71021","0","0","12","0","2.2","9","5146071","0","0"
"lookup","71022","","","3","0.6","1","8","5146071","",""
"lookdown","71023","","","3","0.6","1","9","5146071","",""
"-380","71024","","","2","","-278","130911","5146071","0","3"
"walk_normal","71025","","","3","0.2","1","130911","5146071","",""
"0","71026","","","93","","","3","5146071","",""
"kururu_surprise_talk","71027","","","3","0.2","1","130911","5146071","",""
"vo_apg_1101","71028","","","21","","0","vo_apg","5146071","","0"
"等候參加新吉祥物徵選會的\n怪奇怪靈先生～","71029","0","0","11","0","7","130911","5146071","1","1"
"","71030","","","91","","","0","5146071","",""
"20","71031","","","121","0","1.1","0","5146071","0","1.1"
"1","71032","","","32","","","2","5146071","",""
"fade105_in","71033","","","37","","","2","5146071","",""
"50","71034","","","122","","0.5","50","5146071","",""
"1","71035","","","32","","","18","5146071","",""
"se_10055900_bachibachi","71036","","","23","","0","se_10055900","5146071","",""
"shock_in_surprise2","71037","","0","3","0.2","0","130911","5146071","1","shock_loop_surprise2"
"vo_apg_1102","71038","","","21","","0","vo_apg","5146071","","0"
"咦咦咦！？\n競爭的火花劈哩啪啦！？","71039","0","0","11","-20","9","130911","5146071","1","1"
"","71040","","","91","","","0","5146071","",""
"0","71041","","","22","","","0","5146071","",""
"0","71042","","","32","","","18","5146071","",""
"fade105_out","71043","","","37","","","2","5146071","",""
"0","71044","","","121","11","1","0","5146071","0.5","1"
"walk_jog_sad_quick","71045","","","3","0.2","1","130911","5146071","",""
"idle","71046","","","3","0.4","1","8","5146071","",""
"idle","71047","","","3","0.4","1","9","5146071","",""
"0","71048","","","2","","-278","130911","5146071","0","0.5"
"0","71049","","","93","","","0.3","5146071","",""
"idle","71050","","","3","0.4","1","8","5146071","",""
"idle","71051","","","3","0.4","1","9","5146071","",""
"0","71052","","","93","","","0.2","5146071","",""
"1","71053","","","4","","","130911","5146071","",""
"kururu_worry_talk_lookdown","71054","","","3","0","1","130911","5146071","",""
"vo_apg_1103","71055","","","21","","0","vo_apg","5146071","","0"
"卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","71056","0","0","11","0","7","130911","5146071","1","1"
"","71057","","","91","","","0","5146071","",""
"0","71058","","","4","","","130911","5146071","",""
"kururu_worry_talk_lookup","71059","","","3","0","1","130911","5146071","",""
"vo_apg_1104","71060","","","21","","0","vo_apg","5146071","","0"
"但、但是但是，有時候勁敵角色\n也會更受歡迎……","71061","0","0","11","0","8","130911","5146071","1","1"
"","71062","","","91","","","0","5146071","",""
"40","71063","","","121","10","1.15","0","5146071","10","1.15"
"1","71064","","","32","","","14","5146071","",""
"0","71065","","","22","","","0","5146071","",""
"0","71066","","","4","","","130911","5146071","",""
"kururu_wish_idle_search","71067","","","3","0.2","1","130911","5146071","",""
"12","71068","0","0","12","0","3","8","5146071","0","0"
"12","71069","0","0","12","0","3","9","5146071","0","0"
"0","71070","","","93","","","4","5146071","",""
"0","71071","","","32","","","14","5146071","",""
"approach_in","71072","","0","3","0.2","0","8","5146071","1","approach_loop"
"approach_in","71073","","0","3","0.2","0","9","5146071","1","approach_loop"
"0.8","71074","","10","6","0.6","0.8","8","5146071","1","0.8"
"0.8","71075","","10","6","0.6","0.8","9","5146071","1","0.8"
"0","71076","","","93","","","0.6","5146071","",""
"kururu_down_in","71077","","0","3","0.2","0","130911","5146071","1","kururu_down_loop"
"vo_apg_1105","71078","","","21","","0","vo_apg","5146071","","0"
"噫噫噫……","71079","0","0","11","0","13","130911","5146071","1","1"
"","71080","","","91","","","0","5146071","",""
"","71081","","","101","","","71082","5146071","",""
"0.2","71082","","","22","","","0","5146071","",""
