d6b5b2774e7222b2afdd25e4f7956d8b029a151cf58de96e295940c37df931a1,5ed586892e37274de3adb960aed460fa712f7c67306bd0cb7a2aeac33af14ec5,7a18bb6c01a0bdc3188c04a9b8c1eec54dcda822a08b6f2cc345c0f8cbffe498,c213c24b98526fe61d3f502d97b0a714edc17415a01ea3578f37f8cacaae2f3c,a98d7b7340d9452d63f4ce3ee83af8ae125094b500a3ba15d7c05bbd05f36645,cc421b0ce27179728e29f654f604dd55d7c55bf2d8fe25c35884ce9b30bbfb02,f85aa855b1abe5e0fa10046a4866187bdc099129eebd14375f6be36bff0ec05d,28e1f97bf363a9f0fb491970dcd96cd953264ec605b7475fcadede4e272d2277,484fa687107180ec861f7e5d15a054a938eb2808f180f87c71191955da684fff,ceb156b33ef097297740a9e49f8b2013da27993debff53d9a30818cf117b364a,d1d852f0a9a14b708fddb44bc85b3a122e231fdfb3271dbe961b9299b6c617e3,b59de837ff2795248c13b38737d60f49b05ade1b3ed13f018888e8badb21891c,b6af98746d749360f88f0008682279023333db09f28e800bfa5594f1e9f692a7,26c7baf55224f5e19ad90e0177f8ccda721281b10fa4060de0b1bfe9d65a41fa,d0c6e3b8589e263233fecd17791faaad470c9c3a1eeea78311d4b9ed630bcea4,7294ec5b7f39add7c3224f6cff8f4c19ac1c010ca5e7dc5f41c904483ddaba29,9c4fcaeadead9a51bc74e4d944a082e0361810a0791c8bdc9903227094f61943,abf10052288929694da1614d5a19bc63a5e43e5bc00880338f4280aa25d9f7ef,66d46e95cb3b84a7b333a25aacaeaaa845a43b8353515d42b883481e25c4397c,07ef1359add5170994538f04f667bbdb7013aabe8479bcc047ec26484610e988,1ced40f2d2564cc646e76faf292672a1357fbcce7b8ba69ae9fe3aace7b6687c,f76b0ebe6225a1c5169714c48f2e38090ea4bcad76cf32b2f8f861ec8df97b6b,8abb35a8eb8cf13c6a5191426bcd3b13942ebff9fc79c3e5ea3eb9f05cf262ca,ac548d3ae7e9c609b356f144994e9a3bd48963f8ec0b2a0a19d959df333ab144,ed236b1a43bba180a82f0d7eb3610b55756952cea3ccee768302f259053f8527,274dec9575e220b5bbb496367d3c3a2f1aa971e5ccf8499ba71773d4a3717b14,4ed765dfb75a94e4fb5660594f5b9b6e26ba904c2e1980254b0878881ead78ee,e58d0b53b368e398c83251a59b9d91057405e295ddc701802076facd4170537c,e20013123918d51900df2726b6b8f44829a8196201b350b27d13ba477ffbd0ac,99e80cce0cc5647f93b26c39bb8e45454927fca76484aa42362e2429c5a6a732,f86be41a6f253aeb0e76f09b2062c2b0da46575b5ff169abef8cb71cb9d0c542,a7be5c9dc48bd30518c9dabae729e353a921270679fe5717cd814948c9700679,8c9b57c62ee8ac202452cf18eeb26a65b483a3f58112d6a3b2189c79f18b5bf4,855405033089e12a841c5592a22346280ea92114fae83c38956efb2c1d3b9b60,af1a1162fb1dddd94cfcd3ea0f6c467fdfd585e28371ec8a84eda1b442d4f8fd,ba894f56f1d29560ff39c4ee3800324e2e7a020193d429a9f062b693ae473852,8be3e72d1a57b7c73d35d3e356ecb3581488c4a5e6a91d907c7f2c41445531be,cbd3ecdacf3e8608e5cc907fae0ecfda09c706547e03ecdf44e1935491b55f8f,f99ec7dd622a9882c4261445c9055de3df95f471bb008d8afa4cc048d5abd76f
"54.11","20","0","2.51","0","0","0","0","0","0.28","0","6.01","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31356","0","0.28","0","15","0","0","0","135601","417.8","46.42","10000"
"64.93","20","0","3.01","0","0","0","0","0","0.42","0","9.02","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31356","0","0.42","0","30","0","0","0","135601","501.4","69.63","20000"
"75.75","20","0","3.51","0","0","0","0","0","0.56","0","12.02","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31356","0","0.56","0","100","0","0","0","135601","584.9","92.84","30000"
"86.58","20","0","4.02","0","0","0","0","0","0.7","0","15.03","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31356","0","0.7","0","120","0","0","0","135601","668.5","116.1","40000"
"97.4","20","0","4.52","0","0","0","0","0","0.84","0","18.03","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31356","0","0.84","0","150","0","0","0","135601","752","139.3","50000"
"55.82","20","0","2.73","0","0","0","0","0","0.3","0","6.2","1","0","0","0","0","0","0","0","0","0","2.39","0","0","0","0","31357","0","0.27","0","15","0","0","0","135701","344.6","38.29","10000"
"66.98","20","0","3.28","0","0","0","0","0","0.45","0","9.3","2","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31357","0","0.41","0","30","0","0","0","135701","413.5","57.44","20000"
"78.15","20","0","3.82","0","0","0","0","0","0.6","0","12.4","3","0","0","0","0","0","0","0","0","0","3.35","0","0","0","0","31357","0","0.54","0","100","0","0","0","135701","482.4","76.58","30000"
"89.31","20","0","4.37","0","0","0","0","0","0.75","0","15.5","4","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31357","0","0.68","0","120","0","0","0","135701","551.4","95.73","40000"
"100.5","20","0","4.91","0","0","0","0","0","0.9","0","18.6","5","0","0","0","0","0","0","0","0","0","4.3","0","0","0","0","31357","0","0.81","0","150","0","0","0","135701","620.3","114.9","50000"
"0","0","0","2.16","0","5.03","0","0","0","0.24","0","0","1","0","0","0","0","0","0","0","0","0","2.05","0","0","45.23","0","31358","0","0.23","0","15","0","0","0","135801","290.5","32.28","10000"
"0","0","0","2.59","0","7.55","0","0","0","0.36","0","0","2","0","0","0","0","0","0","0","0","0","2.46","0","0","54.28","0","31358","0","0.35","0","30","0","0","0","135801","348.6","48.42","20000"
"0","0","0","3.02","0","10.06","0","0","0","0.48","0","0","3","0","0","0","0","0","0","0","0","0","2.87","0","0","63.32","0","31358","0","0.46","0","100","0","0","0","135801","406.7","64.56","30000"
"0","0","0","3.46","0","12.58","0","0","0","0.6","0","0","4","0","0","0","0","0","0","0","0","0","3.28","0","0","72.37","0","31358","0","0.58","0","120","0","0","0","135801","464.8","80.7","40000"
"0","0","0","3.89","0","15.09","0","0","0","0.72","0","0","5","0","0","0","0","0","0","0","0","0","3.69","0","0","81.41","0","31358","0","0.69","0","150","0","0","0","135801","522.9","96.84","50000"
"56.39","20","0","2.73","0","0","0","0","0","0.3","0","6.27","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31359","0","0.28","0","15","0","0","0","135901","386.4","42.94","10000"
"67.67","20","0","3.28","0","0","0","0","0","0.45","0","9.41","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31359","0","0.42","0","30","0","0","0","135901","463.7","64.41","20000"
"78.95","20","0","3.82","0","0","0","0","0","0.6","0","12.54","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31359","0","0.56","0","100","0","0","0","135901","541","85.88","30000"
"90.22","20","0","4.37","0","0","0","0","0","0.75","0","15.68","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31359","0","0.7","0","120","0","0","0","135901","618.2","107.4","40000"
"101.5","20","0","4.91","0","0","0","0","0","0.9","0","18.81","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31359","0","0.84","0","150","0","0","0","135901","695.5","128.9","50000"
"38.51","20","0","2.73","0","0","0","0","0","0.3","0","4.28","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31360","0","0.28","0","15","0","0","0","136001","350.3","38.92","10000"
"46.21","20","0","3.28","0","0","0","0","0","0.45","0","6.42","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31360","0","0.42","0","30","0","0","0","136001","420.4","58.38","20000"
"53.91","20","0","3.82","0","0","0","0","0","0.6","0","8.56","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31360","0","0.56","0","100","0","0","0","136001","490.4","77.84","30000"
"61.62","20","0","4.37","0","0","0","0","0","0.75","0","10.7","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31360","0","0.7","0","120","0","0","0","136001","560.5","97.3","40000"
"69.32","20","0","4.91","0","0","0","0","0","0.9","0","12.84","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31360","0","0.84","0","150","0","0","0","136001","630.5","116.8","50000"
"50.81","20","0","2.51","0","0","0","0","0","0.28","0","5.65","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31361","0","0.25","0","15","0","0","0","136101","343.4","38.15","10000"
"60.97","20","0","3.01","0","0","0","0","0","0.42","0","8.48","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31361","0","0.38","0","30","0","0","0","136101","412.1","57.23","20000"
"71.13","20","0","3.51","0","0","0","0","0","0.56","0","11.3","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31361","0","0.5","0","100","0","0","0","136101","480.8","76.3","30000"
"81.3","20","0","4.02","0","0","0","0","0","0.7","0","14.13","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31361","0","0.63","0","120","0","0","0","136101","549.4","95.38","40000"
"91.46","20","0","4.52","0","0","0","0","0","0.84","0","16.95","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31361","0","0.75","0","150","0","0","0","136101","618.1","114.5","50000"
"0","0","0","2.28","0","5.52","0","0","0","0.25","0","0","1","0","0","0","0","0","20","0","0","0","2.16","0","0","49.67","0","31371","0","0.24","0","15","0","0","0","137101","363.1","40.34","10000"
"0","0","0","2.74","0","8.28","0","0","0","0.38","0","0","2","0","0","0","0","0","20","0","0","0","2.59","0","0","59.6","0","31371","0","0.36","0","30","0","0","0","137101","435.7","60.51","20000"
"0","0","0","3.19","0","11.04","0","0","0","0.5","0","0","3","0","0","0","0","0","20","0","0","0","3.02","0","0","69.54","0","31371","0","0.48","0","100","0","0","0","137101","508.3","80.68","30000"
"0","0","0","3.65","0","13.8","0","0","0","0.63","0","0","4","0","0","0","0","0","20","0","0","0","3.46","0","0","79.47","0","31371","0","0.6","0","120","0","0","0","137101","581","100.9","40000"
"0","0","0","4.1","0","16.56","0","0","0","0.75","0","0","5","0","0","0","0","0","20","0","0","0","3.89","0","0","89.41","0","31371","0","0.72","0","150","0","0","0","137101","653.6","121.1","50000"
"0","0","0","2.05","0","4.54","0","0","0","0.23","0","0","1","0","0","0","0","0","20","0","0","0","2.05","0","0","40.9","0","31374","0","0.23","0","15","0","0","0","137401","329","36.56","10000"
"0","0","0","2.46","0","6.81","0","0","0","0.35","0","0","2","0","0","0","0","0","20","0","0","0","2.46","0","0","49.08","0","31374","0","0.35","0","30","0","0","0","137401","394.8","54.84","20000"
"0","0","0","2.87","0","9.08","0","0","0","0.46","0","0","3","0","0","0","0","0","20","0","0","0","2.87","0","0","57.26","0","31374","0","0.46","0","100","0","0","0","137401","460.6","73.12","30000"
"0","0","0","3.28","0","11.35","0","0","0","0.58","0","0","4","0","0","0","0","0","20","0","0","0","3.28","0","0","65.44","0","31374","0","0.58","0","120","0","0","0","137401","526.4","91.4","40000"
"0","0","0","3.69","0","13.62","0","0","0","0.69","0","0","5","0","0","0","0","0","20","0","0","0","3.69","0","0","73.62","0","31374","0","0.69","0","150","0","0","0","137401","592.2","109.7","50000"
"57.65","20","0","2.39","0","0","0","0","0","0.27","0","6.41","1","0","0","0","0","0","0","0","0","0","2.16","0","0","0","0","31801","0","0.24","0","15","0","0","0","180101","355.1","39.46","10000"
"69.18","20","0","2.87","0","0","0","0","0","0.41","0","9.62","2","0","0","0","0","0","0","0","0","0","2.59","0","0","0","0","31801","0","0.36","0","30","0","0","0","180101","426.1","59.19","20000"
"80.71","20","0","3.35","0","0","0","0","0","0.54","0","12.82","3","0","0","0","0","0","0","0","0","0","3.02","0","0","0","0","31801","0","0.48","0","100","0","0","0","180101","497.1","78.92","30000"
"92.24","20","0","3.82","0","0","0","0","0","0.68","0","16.03","4","0","0","0","0","0","0","0","0","0","3.46","0","0","0","0","31801","0","0.6","0","120","0","0","0","180101","568.2","98.65","40000"
"103.8","20","0","4.3","0","0","0","0","0","0.81","0","19.23","5","0","0","0","0","0","0","0","0","0","3.89","0","0","0","0","31801","0","0.72","0","150","0","0","0","180101","639.2","118.4","50000"
"0","0","0","2.28","0","6.08","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.28","0","0","54.68","0","31802","0","0.25","0","15","0","0","0","180201","314","34.89","10000"
"0","0","0","2.74","0","9.12","0","0","0","0.38","0","0","2","0","0","0","0","0","0","0","0","0","2.74","0","0","65.62","0","31802","0","0.38","0","30","0","0","0","180201","376.8","52.34","20000"
"0","0","0","3.19","0","12.16","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.19","0","0","76.55","0","31802","0","0.5","0","100","0","0","0","180201","439.6","69.78","30000"
"0","0","0","3.65","0","15.2","0","0","0","0.63","0","0","4","0","0","0","0","0","0","0","0","0","3.65","0","0","87.49","0","31802","0","0.63","0","120","0","0","0","180201","502.4","87.23","40000"
"0","0","0","4.1","0","18.24","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","4.1","0","0","98.42","0","31802","0","0.75","0","150","0","0","0","180201","565.2","104.7","50000"
"47.05","20","0","2.96","0","0","0","0","0","0.33","0","5.23","1","0","0","0","0","0","0","0","0","0","2.85","0","0","0","0","31803","0","0.32","0","15","0","0","0","180301","396.9","44.1","10000"
"56.46","20","0","3.55","0","0","0","0","0","0.5","0","7.85","2","0","0","0","0","0","0","0","0","0","3.42","0","0","0","0","31803","0","0.48","0","30","0","0","0","180301","476.3","66.15","20000"
"65.87","20","0","4.14","0","0","0","0","0","0.66","0","10.46","3","0","0","0","0","0","0","0","0","0","3.99","0","0","0","0","31803","0","0.64","0","100","0","0","0","180301","555.7","88.2","30000"
"75.28","20","0","4.74","0","0","0","0","0","0.83","0","13.08","4","0","0","0","0","0","0","0","0","0","4.56","0","0","0","0","31803","0","0.8","0","120","0","0","0","180301","635","110.3","40000"
"84.69","20","0","5.33","0","0","0","0","0","0.99","0","15.69","5","0","0","0","0","0","0","0","0","0","5.13","0","0","0","0","31803","0","0.96","0","150","0","0","0","180301","714.4","132.3","50000"
"35.32","15","0","2.96","0","0","0","0","0","0.33","0","3.92","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31804","0","0.28","0","15","0","0","0","180401","511.7","56.86","10000"
"42.38","15","0","3.55","0","0","0","0","0","0.5","0","5.88","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31804","0","0.42","0","30","0","0","0","180401","614","85.29","20000"
"49.45","15","0","4.14","0","0","0","0","0","0.66","0","7.84","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31804","0","0.56","0","100","0","0","0","180401","716.4","113.8","30000"
"56.51","15","0","4.74","0","0","0","0","0","0.83","0","9.8","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31804","0","0.7","0","120","0","0","0","180401","818.7","142.2","40000"
"63.58","15","0","5.33","0","0","0","0","0","0.99","0","11.76","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31804","0","0.84","0","150","0","0","0","180401","921.1","170.6","50000"
"49.44","5","0","2.85","0","0","0","0","0","0.32","0","5.49","1","0","0","0","0","0","0","0","0","0","2.73","0","0","0","0","31805","0","0.3","0","15","0","0","0","180501","386.4","42.94","10000"
"59.33","5","0","3.42","0","0","0","0","0","0.48","0","8.24","2","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31805","0","0.45","0","30","0","0","0","180501","463.7","64.41","20000"
"69.22","5","0","3.99","0","0","0","0","0","0.64","0","10.98","3","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31805","0","0.6","0","100","0","0","0","180501","541","85.88","30000"
"79.1","5","0","4.56","0","0","0","0","0","0.8","0","13.73","4","0","0","0","0","0","0","0","0","0","4.37","0","0","0","0","31805","0","0.75","0","120","0","0","0","180501","618.2","107.4","40000"
"88.99","5","0","5.13","0","0","0","0","0","0.96","0","16.47","5","0","0","0","0","0","0","0","0","0","4.91","0","0","0","0","31805","0","0.9","0","150","0","0","0","180501","695.5","128.9","50000"
"0","0","0","2.28","0","6.2","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.16","0","0","55.82","0","31806","0","0.24","0","15","0","0","0","180601","309.1","34.34","10000"
"0","0","0","2.74","0","9.3","0","0","0","0.38","0","0","2","0","0","0","0","0","0","0","0","0","2.59","0","0","66.98","0","31806","0","0.36","0","30","0","0","0","180601","370.9","51.51","20000"
"0","0","0","3.19","0","12.4","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.02","0","0","78.15","0","31806","0","0.48","0","100","0","0","0","180601","432.7","68.68","30000"
"0","0","0","3.65","0","15.5","0","0","0","0.63","0","0","4","0","0","0","0","0","0","0","0","0","3.46","0","0","89.31","0","31806","0","0.6","0","120","0","0","0","180601","494.6","85.85","40000"
"0","0","0","4.1","0","18.6","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","3.89","0","0","100.5","0","31806","0","0.72","0","150","0","0","0","180601","556.4","103.1","50000"
"51.95","20","0","2.05","0","0","0","0","0","0.23","0","5.77","1","0","0","0","0","0","0","0","0","0","2.62","0","0","0","0","31807","0","0.29","0","15","0","0","0","180701","333.6","37.06","10000"
"62.34","20","0","2.46","0","0","0","0","0","0.35","0","8.66","2","0","0","0","0","0","0","0","0","0","3.14","0","0","0","0","31807","0","0.44","0","30","0","0","0","180701","400.3","55.59","20000"
"72.73","20","0","2.87","0","0","0","0","0","0.46","0","11.54","3","0","0","0","0","0","0","0","0","0","3.67","0","0","0","0","31807","0","0.58","0","100","0","0","0","180701","467","74.12","30000"
"83.12","20","0","3.28","0","0","0","0","0","0.58","0","14.43","4","0","0","0","0","0","0","0","0","0","4.19","0","0","0","0","31807","0","0.73","0","120","0","0","0","180701","533.8","92.65","40000"
"93.51","20","0","3.69","0","0","0","0","0","0.69","0","17.31","5","0","0","0","0","0","0","0","0","0","4.72","0","0","0","0","31807","0","0.87","0","150","0","0","0","180701","600.5","111.2","50000"
"56.39","15","0","2.51","0","0","0","0","0","0.28","0","6.27","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31808","0","0.25","0","15","0","0","0","180801","355.1","39.46","10000"
"67.67","15","0","3.01","0","0","0","0","0","0.42","0","9.41","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31808","0","0.38","0","30","0","0","0","180801","426.1","59.19","20000"
"78.95","15","0","3.51","0","0","0","0","0","0.56","0","12.54","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31808","0","0.5","0","100","0","0","0","180801","497.1","78.92","30000"
"90.22","15","0","4.02","0","0","0","0","0","0.7","0","15.68","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31808","0","0.63","0","120","0","0","0","180801","568.2","98.65","40000"
"101.5","15","0","4.52","0","0","0","0","0","0.84","0","18.81","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31808","0","0.75","0","150","0","0","0","180801","639.2","118.4","50000"
"48.65","20","0","2.28","0","0","0","0","0","0.25","0","5.41","1","0","0","0","0","0","0","0","0","0","2.16","0","0","0","0","31809","0","0.24","0","15","0","0","0","180901","372.9","41.43","10000"
"58.38","20","0","2.74","0","0","0","0","0","0.38","0","8.12","2","0","0","0","0","0","0","0","0","0","2.59","0","0","0","0","31809","0","0.36","0","30","0","0","0","180901","447.5","62.15","20000"
"68.11","20","0","3.19","0","0","0","0","0","0.5","0","10.82","3","0","0","0","0","0","0","0","0","0","3.02","0","0","0","0","31809","0","0.48","0","100","0","0","0","180901","522.1","82.86","30000"
"77.84","20","0","3.65","0","0","0","0","0","0.63","0","13.53","4","0","0","0","0","0","0","0","0","0","3.46","0","0","0","0","31809","0","0.6","0","120","0","0","0","180901","596.6","103.6","40000"
"87.57","20","0","4.1","0","0","0","0","0","0.75","0","16.23","5","0","0","0","0","0","0","0","0","0","3.89","0","0","0","0","31809","0","0.72","0","150","0","0","0","180901","671.2","124.3","50000"
"0","0","0","2.28","0","5.84","0","0","0","0.25","0","0","1","0","0","0","0","0","20","0","0","0","2.16","0","0","52.52","0","31810","0","0.24","0","15","0","0","0","181001","338.5","37.61","10000"
"0","0","0","2.74","0","8.76","0","0","0","0.38","0","0","2","0","0","0","0","0","20","0","0","0","2.59","0","0","63.02","0","31810","0","0.36","0","30","0","0","0","181001","406.2","56.42","20000"
"0","0","0","3.19","0","11.68","0","0","0","0.5","0","0","3","0","0","0","0","0","20","0","0","0","3.02","0","0","73.53","0","31810","0","0.48","0","100","0","0","0","181001","473.9","75.22","30000"
"0","0","0","3.65","0","14.6","0","0","0","0.63","0","0","4","0","0","0","0","0","20","0","0","0","3.46","0","0","84.03","0","31810","0","0.6","0","120","0","0","0","181001","541.6","94.03","40000"
"0","0","0","4.1","0","17.52","0","0","0","0.75","0","0","5","0","0","0","0","0","20","0","0","0","3.89","0","0","94.54","0","31810","0","0.72","0","150","0","0","0","181001","609.3","112.9","50000"
"35.32","20","0","3.87","0","0","0","0","0","0.43","0","3.92","1","0","0","0","0","0","0","0","0","0","2.39","0","0","0","0","31811","0","0.27","0","15","0","0","0","181101","421.9","46.87","10000"
"42.38","20","0","4.64","0","0","0","0","0","0.65","0","5.88","2","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31811","0","0.41","0","30","0","0","0","181101","506.3","70.31","20000"
"49.45","20","0","5.42","0","0","0","0","0","0.86","0","7.84","3","0","0","0","0","0","0","0","0","0","3.35","0","0","0","0","31811","0","0.54","0","100","0","0","0","181101","590.7","93.74","30000"
"56.51","20","0","6.19","0","0","0","0","0","1.08","0","9.8","4","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31811","0","0.68","0","120","0","0","0","181101","675","117.2","40000"
"63.58","20","0","6.97","0","0","0","0","0","1.29","0","11.76","5","0","0","0","0","0","0","0","0","0","4.3","0","0","0","0","31811","0","0.81","0","150","0","0","0","181101","759.4","140.7","50000"
"52.97","20","0","2.73","0","0","0","0","0","0.3","0","5.89","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31812","0","0.28","0","15","0","0","0","181201","353.2","39.24","10000"
"63.56","40","0","3.28","0","0","0","0","0","0.45","0","8.84","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31812","0","0.42","0","30","0","0","0","181201","423.8","58.86","20000"
"74.16","60","0","3.82","0","0","0","0","0","0.6","0","11.78","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31812","0","0.56","0","100","0","0","0","181201","494.5","78.48","30000"
"84.75","80","0","4.37","0","0","0","0","0","0.75","0","14.73","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31812","0","0.7","0","120","0","0","0","181201","565.1","98.1","40000"
"95.35","100","0","4.91","0","0","0","0","0","0.9","0","17.67","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31812","0","0.84","0","150","0","0","0","181201","635.8","117.8","50000"
"78.38","0","0","5.35","0","0","0","0","0","0.59","0","8.71","1","0","0","0","0","0","0","0","0","0","3.99","0","0","0","0","31008","0","0.44","0","15","0","0","0","403101","69.72","7.75","10000"
"94.05","0","0","6.42","0","0","0","0","0","0.88","0","13.06","2","0","0","0","0","0","0","0","0","0","4.78","0","0","0","0","31008","0","0.66","0","30","0","0","0","403101","83.66","11.62","20000"
"109.8","0","0","7.49","0","0","0","0","0","1.18","0","17.42","3","0","0","0","0","0","0","0","0","0","5.58","0","0","0","0","31008","0","0.88","0","100","0","0","0","403101","97.6","15.5","30000"
"125.4","0","0","8.56","0","0","0","0","0","1.47","0","21.77","4","0","0","0","0","0","0","0","0","0","6.38","0","0","0","0","31008","0","1.1","0","120","0","0","0","403101","111.6","19.37","40000"
"141.1","0","0","9.63","0","0","0","0","0","1.77","0","26.13","5","0","0","0","0","0","0","0","0","0","7.18","0","0","0","0","31008","0","1.32","0","150","0","0","0","403101","125.5","23.25","50000"
"156.8","0","0","10.7","0","0","0","0","0","2.07","0","30.49","6","0","0","0","0","0","0","0","0","0","7.98","0","0","0","0","31008","0","1.54","0","0","0","0","0","403101","139.5","27.13","0"
"78.38","0","0","5.35","0","0","0","0","0","0.59","0","8.71","1","0","0","0","0","0","0","0","0","0","3.99","0","0","0","0","31008","0","0.44","0","15","0","0","0","403102","69.72","7.75","10000"
"94.05","0","0","6.42","0","0","0","0","0","0.88","0","13.06","2","0","0","0","0","0","0","0","0","0","4.78","0","0","0","0","31008","0","0.66","0","30","0","0","0","403102","83.66","11.62","20000"
"109.8","0","0","7.49","0","0","0","0","0","1.18","0","17.42","3","0","0","0","0","0","0","0","0","0","5.58","0","0","0","0","31008","0","0.88","0","100","0","0","0","403102","97.6","15.5","30000"
"125.4","0","0","8.56","0","0","0","0","0","1.47","0","21.77","4","0","0","0","0","0","0","0","0","0","6.38","0","0","0","0","31008","0","1.1","0","120","0","0","0","403102","111.6","19.37","40000"
"141.1","0","0","9.63","0","0","0","0","0","1.77","0","26.13","5","0","0","0","0","0","0","0","0","0","7.18","0","0","0","0","31008","0","1.32","0","150","0","0","0","403102","125.5","23.25","50000"
"25164.6","1500","0","11.24","0","0","0","0","0","2.36","0","34.84","6","0","0","0","0","0","0","0","0","0","8.38","0","0","0","0","31008","0","1.76","0","0","0","0","0","403102","35146.4","31","0"
"78.38","0","0","5.35","0","0","0","0","0","0.59","0","8.71","1","0","0","0","0","0","0","0","0","0","3.99","0","0","0","0","31008","0","0.44","0","15","0","0","0","403103","69.72","7.75","10000"
"94.05","0","0","6.42","0","0","0","0","0","0.88","0","13.06","2","0","0","0","0","0","0","0","0","0","4.78","0","0","0","0","31008","0","0.66","0","30","0","0","0","403103","83.66","11.62","20000"
"109.8","0","0","7.49","0","0","0","0","0","1.18","0","17.42","3","0","0","0","0","0","0","0","0","0","5.58","0","0","0","0","31008","0","0.88","0","100","0","0","0","403103","97.6","15.5","30000"
"125.4","0","0","8.56","0","0","0","0","0","1.47","0","21.77","4","0","0","0","0","0","0","0","0","0","6.38","0","0","0","0","31008","0","1.1","0","120","0","0","0","403103","111.6","19.37","40000"
"141.1","0","0","9.63","0","0","0","0","0","1.77","0","26.13","5","0","0","0","0","0","0","0","0","0","7.18","0","0","0","0","31008","0","1.32","0","150","0","0","0","403103","125.5","23.25","50000"
"156.8","0","0","10.7","0","0","0","0","0","2.07","0","30.49","6","0","0","0","0","0","0","0","0","0","7.98","0","0","0","0","31008","0","1.54","0","0","0","0","0","403103","139.5","27.13","0"
"0","0","0","0","0","8.71","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","78.38","0","31008","0","0","0","15","0","0","0","404201","174.1","19.34","10000"
"0","0","0","0","0","13.06","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","94.05","0","31008","0","0","0","30","0","0","0","404201","208.9","29.01","20000"
"0","0","0","0","0","17.42","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","109.8","0","31008","0","0","0","100","0","0","0","404201","243.8","38.68","30000"
"0","0","0","0","0","21.77","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","125.4","0","31008","0","0","0","120","0","0","0","404201","278.6","48.35","40000"
"0","0","0","0","0","26.13","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","141.1","0","31008","0","0","0","150","0","0","0","404201","313.4","58.02","50000"
"0","0","0","30","0","69.68","0","0","0","2.5","5","0","6","0","0","0","0","0","10","0","0","0","30","0","0","789.2","0","31008","0","2.5","0","0","0","0","0","404201","731.1","154.8","0"
"0","0","0","0","0","8.71","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","78.38","0","31008","0","0","0","15","0","0","0","404205","174.1","19.34","10000"
