a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"","33211008","300","","33211","","","","","13","100111"
"","33211009","300","","33211","","","","","13","100211"
"","33211010","58","0","33211","","0","1","1","31","58"
"","33211011","63","0","33211","","0","1","0","31","63"
"","33211012","15","0","33211","","0","1","0","31","15"
"","33211013","502","0","33211","","0","1","1","31","502"
"","33211014","wac_paint_31","","33211","","0","0","0.2","3","100111"
"","33211015","wac_paint_36","","33211","","0","0","0.2","3","111"
"","33211016","wac_paint_bot_41","","33211","","0","0","0.2","3","100211"
"","33211017","wac_paint_48","","33211","","0","0","0.2","3","112"
"","33211018","wac_paint_bot_51","","33211","","0","0","0.2","3","100311"
"","33211019","wac_paint_bot_52","","33211","","0","0","0.2","3","113"
"","33211020","0","","33211","","","","","93","0"
"","33211021","1","","33211","","","","","32","15"
"","33211022","se_sys_login_birthday_calendar_smallbrush","","33211","","0","","","23","se_common"
"","33211023","","","33211","","","","","131","1"
"","33212001","wac_idle_smile","","33212","","1","","0","3","100311"
"","33212002","wac_idle_normal_L","","33212","","1","","0","3","100111"
"","33212003","wac_idle_wish_joy","","33212","","1","","0","3","100211"
"","33212004","wac_no_items","","33212","","1","","0","3","111"
"","33212005","wac_no_items","","33212","","1","","0","3","112"
"","33212006","wac_no_items","","33212","","1","","0","3","113"
"","33212007","190","0","33212","","-335","","","2","100311"
"","33212008","-190","0","33212","","-360","","","2","100111"
"","33212009","350","0","33212","","-360","","","2","100211"
"","33212010","190","0","33212","","-335","","","2","111"
"","33212011","-190","0","33212","","-360","","","2","112"
"","33212012","350","0","33212","","-360","","","2","113"
"","33212013","0","","33212","","","","","32","58"
"","33212014","1","","33212","","","","","32","63"
"","33212015","0","","33212","","","","","32","15"
"","33212016","wac_talk_smile_in","wac_talk_smile_loop","33212","","0","1","0.2","3","100311"
"","33212017","vo_wac_230112_000","0","33212","","0","","","21","vo_wac_230112"
"0.5","33212018","好了，畫也完成了……\n之後該做什麼呢？\n目前也沒什麼要做的工作，\n應該能悠閒地度過。","1","33212","0","10","1","0","11","100311"
"","33212019","","","33212","","","","","91","0"
"","33212020","wac_idle_smile","","33212","","1","1","0.2","3","100311"
"","33212021","wac_talk_kyapi_in_L","wac_talk_kyapi_loop_L","33212","","0","1","0.2","3","100111"
"","33212022","vo_wac_230112_001","0","33212","","0","","","21","vo_wac_230112"
"0.5","33212023","那麼，要不要去\n新開的蛋糕店看看？\n那家店的草莓鮮奶油蛋糕和草莓塔\n看起來超好吃的呢～♪","1","33212","0","10","1","0","11","100111"
"","33212024","","","33212","","","","","91","0"
"","33212025","wac_idle_kyapi_L","","33212","","1","1","0.2","3","100111"
"","33212026","wac_talk_wish_in_joy","wac_talk_wish_loop_joy","33212","","0","1","0.2","3","100211"
"","33212027","vo_wac_230112_002","0","33212","","0","","","21","vo_wac_230112"
"0.5","33212028","草莓鮮奶油蛋糕……草莓塔……\n兩種都吃可以吧……？\n就這週而已……不、不行！\n吃完後還是好好跑步吧！","1","33212","0","10","1","0","11","100211"
"","33212029","","","33212","","","","","91","0"
"","33212030","0","","33212","","","","","22","0"
"","33212031","","","33212","","","","","111",""
"","33213001","wac_idle_smile","","33213","","1","","0.2","3","100311"
"","33213002","wac_idle_kyapi_L","","33213","","1","","0.2","3","100111"
"","33213003","wac_idle_wish_joy","","33213","","1","","0.2","3","100211"
"","33213004","wac_no_items","","33213","","1","","0.2","3","111"
"","33213005","wac_no_items","","33213","","1","","0.2","3","112"
"","33213006","wac_no_items","","33213","","1","","0.2","3","113"
"","33213007","190","0","33213","","-335","","","2","100311"
"","33213008","-190","0","33213","","-360","","","2","100111"
"","33213009","350","0","33213","","-360","","","2","100211"
"","33213010","190","0","33213","","-335","","","2","111"
"","33213011","-190","0","33213","","-360","","","2","112"
"","33213012","350","0","33213","","-360","","","2","113"
"","33213013","0","","33213","","","","","32","58"
"","33213014","1","","33213","","","","","32","63"
"","33213015","0","","33213","","","","","32","15"
"","33213016","","","33213","","","","","91","0"
"wac_default_01","33311001","100111","-108","33311","0","202","-213","2","1","1"
"wac_default_03","33311002","111","-108","33311","0","201","-213","2","5","1"
"","33311003","43","0","33311","","0","1","1","31","43"
"","33311004","57","0","33311","","0","1","0","31","57"
"","33311005","11","0","33311","","0","1","0","31","11"
"","33311006","502","0","33311","","0","1","1","31","502"
"","33311007","wac_paint_01","","33311","","0","0","0.2","3","100111"
"","33311008","wac_paint_03","","33311","","0","0","0.2","3","111"
"","33311009","0","","33311","","","","","93","0"
"","33311010","1","","33311","","","","","32","11"
"","33311011","se_10035700_brush","","33311","","0","","","23","se_10035700"
"","33311012","300","","33311","","","","","13","100111"
"","33311013","","","33311","","","","","131","1"
"","33312001","wac_talk_smile_in","wac_talk_smile_loop","33312","","0","1","0.2","3","100111"
"","33312002","wac_no_items","","33312","","1","","0.2","3","111"
"","33312003","200","0","33312","","-340","","","2","100111"
"","33312004","200","0","33312","","-340","","","2","111"
"","33312005","0","","33312","","","","","32","43"
"","33312006","1","","33312","","","","","32","57"
"","33312007","0","","33312","","","","","32","11"
"","33312008","vo_wac_230113_000","0","33312","","0","","","21","vo_wac_230113"
"0.5","33312009","那個那個，我剛剛想到……\n把顏料塗在肉球上再把手蓋上去，\n是不是就像蓋章一樣？","1","33312","0","10","1","0","11","100111"
"","33312010","","","33312","","","","","91","0"
"","33312011","vo_wac_230113_001","0","33312","","0","","","21","vo_wac_230113"
"0.5","33312012","嘿嘿～蓋在騎士先生\n的臉上說不定會很可愛♪\n……開、開玩笑的，\n不要那麼緊張啦～！","1","33312","0","10","1","0","11","100111"
"","33312013","","","33312","","","","","91","0"
"","33312014","0","","33312","","","","","22","0"
"","33313001","wac_idle_smile","","33313","","1","","0.2","3","100111"
"","33313002","wac_no_items","","33313","","1","","0.2","3","111"
"","33313003","200","0","33313","","-340","","","2","100111"
"","33313004","200","0","33313","","-340","","","2","111"
"","33313005","0","","33313","","","","","32","43"
"","33313006","1","","33313","","","","","32","57"
"","33313007","0","","33313","","","","","32","11"
"","33313008","","","33313","","","","","91","0"
"wac_default_01","33411001","100211","-108","33411","0","202","-213","2","1","1"
"wac_default_01","33411002","111","-108","33411","0","201","-213","2","5","1"
"","33411003","43","0","33411","","0","1","1","31","43"
"","33411004","57","0","33411","","0","1","0","31","57"
"","33411005","11","0","33411","","0","1","0","31","11"
"","33411006","502","0","33411","","0","1","1","31","502"
"","33411007","wac_paint_01","","33411","","0","0","0.2","3","100211"
"","33411008","wac_paint_01","","33411","","0","0","0.2","3","111"
"","33411009","0","","33411","","","","","93","0"
"","33411010","1","","33411","","","","","32","11"
"","33411011","se_10035700_brush","","33411","","0","","","23","se_10035700"
"","33411012","300","","33411","","","","","13","100211"
"","33411013","","","33411","","","","","131","1"
"","33412001","wac_talk_smile_in","wac_talk_smile_loop","33412","","0","1","0.2","3","100211"
"","33412002","wac_no_items","","33412","","1","","0.2","3","111"
"","33412003","200","0","33412","","-340","","","2","100211"
"","33412004","200","0","33412","","-340","","","2","111"
"","33412005","0","","33412","","","","","32","43"
"","33412006","1","","33412","","","","","32","57"
"","33412007","0","","33412","","","","","32","11"
"","33412008","vo_wac_230114_000","0","33412","","0","","","21","vo_wac_230114"
"0.5","33412009","嘿咻……啊，騎士先生。\n我現在正在簡單打掃\n牆壁的四周呢。","1","33412","0","10","1","0","11","100211"
"","33412010","","","33412","","","","","91","0"
"","33412011","vo_wac_230114_001","0","33412","","0","","","21","vo_wac_230114"
"0.5","33412012","就算畫再漂亮，周圍有垃圾，\n或滿是雜草的話就太可惜了。\n……咦，你要幫我嗎？\n謝謝你，騎士先生真溫柔呢♪","1","33412","0","10","1","0","11","100211"
"","33412013","","","33412","","","","","91","0"
"","33412014","0","","33412","","","","","22","0"
"","33413001","wac_idle_smile","","33413","","1","","0.2","3","100211"
"","33413002","wac_no_items","","33413","","1","","0.2","3","111"
"","33413003","200","0","33413","","-340","","","2","100211"
"","33413004","200","0","33413","","-340","","","2","111"
"","33413005","0","","33413","","","","","32","43"
"","33413006","1","","33413","","","","","32","57"
"","33413007","0","","33413","","","","","32","11"
"","33413008","","","33413","","","","","91","0"
"wac_default_01","33511001","104411","-108","33511","0","202","-213","2","1","1"
"wac_default_03","33511002","111","-108","33511","0","201","-213","2","5","1"
"","33511003","43","0","33511","","0","1","1","31","43"
"","33511004","57","0","33511","","0","1","0","31","57"
"","33511005","11","0","33511","","0","1","0","31","11"
"","33511006","502","0","33511","","0","1","1","31","502"
"","33511007","wac_paint_01","","33511","","0","0","0.2","3","104411"
"","33511008","wac_paint_03","","33511","","0","0","0.2","3","111"
"","33511009","0","","33511","","","","","93","0"
"","33511010","1","","33511","","","","","32","11"
"","33511011","se_10035700_brush","","33511","","0","","","23","se_10035700"
"","33511012","300","","33511","","","","","13","104411"
"","33511013","","","33511","","","","","131","1"
"","33512001","wac_talk_doya_in","wac_talk_doya_loop","33512","","0","1","0.2","3","104411"
"","33512002","wac_no_items","","33512","","1","","0.2","3","111"
"","33512003","200","0","33512","","-340","","","2","104411"
"","33512004","200","0","33512","","-340","","","2","111"
"","33512005","0","","33512","","","","","32","43"
"","33512006","1","","33512","","","","","32","57"
"","33512007","0","","33512","","","","","32","11"
"","33512008","vo_wac_230115_000","0","33512","","0","","","21","vo_wac_230115"
"0.5","33512009","呼……\n可能是因為畫圖活動到身體的關係吧，\n喉嚨有點渴呢。\n你有帶什麼飲料嗎？","1","33512","0","10","1","0","11","104411"
"","33512010","","","33512","","","","","91","0"
"","33512011","vo_wac_230115_001","0","33512","","0","","","21","vo_wac_230115"
"0.5","33512012","嗯？你為什麼給我紅色油漆？\n……你該不會以為只要是紅色液體\n什麼都可以吧？\n至少給我人類也能喝的東西吧。","1","33512","0","10","1","0","11","104411"
"","33512013","","","33512","","","","","91","0"
"","33512014","0","","33512","","","","","22","0"
"","33513001","wac_idle_doya","","33513","","1","","0.2","3","104411"
"","33513002","wac_no_items","","33513","","1","","0.2","3","111"
"","33513003","200","0","33513","","-340","","","2","104411"
"","33513004","200","0","33513","","-340","","","2","111"
"","33513005","0","","33513","","","","","32","43"
"","33513006","1","","33513","","","","","32","57"
"","33513007","0","","33513","","","","","32","11"
"","33513008","","","33513","","","","","91","0"
"wac_default_01","33611001","103111","-108","33611","0","202","-213","2","1","1"
"wac_default_01","33611002","111","-108","33611","0","201","-213","2","5","1"
"","33611003","43","0","33611","","0","1","1","31","43"
"","33611004","57","0","33611","","0","1","0","31","57"
"","33611005","11","0","33611","","0","1","0","31","11"
"","33611006","502","0","33611","","0","1","1","31","502"
"","33611007","wac_paint_01","","33611","","0","0","0.2","3","103111"
"","33611008","wac_paint_01","","33611","","0","0","0.2","3","111"
"","33611009","0","","33611","","","","","93","0"
"","33611010","1","","33611","","","","","32","11"
"","33611011","se_10035700_brush","","33611","","0","","","23","se_10035700"
"","33611012","300","","33611","","","","","13","103111"
"","33611013","","","33611","","","","","131","1"
"","33612001","wac_talk_wish_in_joy","wac_talk_wish_loop_joy","33612","","0","1","0.2","3","103111"
"","33612002","wac_no_items","","33612","","1","","0.2","3","111"
"","33612003","200","0","33612","","-340","","","2","103111"
"","33612004","200","0","33612","","-340","","","2","111"
"","33612005","0","","33612","","","","","32","43"
"","33612006","1","","33612","","","","","32","57"
"","33612007","0","","33612","","","","","32","11"
"","33612008","vo_wac_230116_000","0","33612","","0","","","21","vo_wac_230116"
"0.5","33612009","一群人一起畫圖這種嘗試\n雖然很棒，但參加者\n大多是女生這點很令人困擾呢。\n雖然主要是因為我父親。","1","33612","0","10","1","0","11","103111"
"","33612010","","","33612","","","","","91","0"
"","33612011","vo_wac_230116_001","0","33612","","0","","","21","vo_wac_230116"
"0.5","33612012","父親老是去搭訕其他公會的人，\n我已經不曉得低頭道歉多少次了……\n我告訴他下次再這樣，\n就把他丟進油漆罐裡，他才安分下來。","1","33612","0","10","1","0","11","103111"
"","33612013","","","33612","","","","","91","0"
"","33612014","0","","33612","","","","","22","0"
"","33613001","wac_idle_sad","","33613","","1","","0.2","3","103111"
"","33613002","wac_no_items","","33613","","1","","0.2","3","111"
"","33613003","200","0","33613","","-340","","","2","103111"
"","33613004","200","0","33613","","-340","","","2","111"
"","33613005","0","","33613","","","","","32","43"
"","33613006","1","","33613","","","","","32","57"
"","33613007","0","","33613","","","","","32","11"
"","33613008","","","33613","","","","","91","0"
"wac_default_01","33711001","100611","-108","33711","0","202","-213","2","1","1"
"wac_default_01","33711002","111","-108","33711","0","201","-213","2","5","1"
"","33711003","43","0","33711","","0","1","1","31","43"
"","33711004","57","0","33711","","0","1","0","31","57"
"","33711005","11","0","33711","","0","1","0","31","11"
"","33711006","502","0","33711","","0","1","1","31","502"
"","33711007","wac_paint_01","","33711","","0","0","0.2","3","100611"
"","33711008","wac_paint_01","","33711","","0","0","0.2","3","111"
"","33711009","0","","33711","","","","","93","0"
"","33711010","1","","33711","","","","","32","11"
"","33711011","se_10035700_brush","","33711","","0","","","23","se_10035700"
"","33711012","300","","33711","","","","","13","100611"
"","33711013","","","33711","","","","","131","1"
"","33712001","wac_talk_sad_in","wac_talk_sad_loop","33712","","0","1","0.2","3","100611"
"","33712002","wac_no_items","","33712","","1","","0.2","3","111"
"","33712003","200","0","33712","","-340","","","2","100611"
"","33712004","200","0","33712","","-340","","","2","111"
"","33712005","0","","33712","","","","","32","43"
"","33712006","1","","33712","","","","","32","57"
"","33712007","0","","33712","","","","","32","11"
"","33712008","vo_wac_230117_000","0","33712","","0","","","21","vo_wac_230117"
"0.5","33712009","呀啊！\n真是的，好不容易畫完了，\n竟然打翻了油漆罐～！","1","33712","0","10","1","0","11","100611"
"","33712010","","","33712","","","","","91","0"
"","33712011","vo_wac_230117_001","0","33712","","0","","","21","vo_wac_230117"
"0.5","33712012","胸口都被顏料弄得黏答答的……\n還流到肚臍周圍，\n要是被姊姊發現\n可是會被罵的～！","1","33712","0","10","1","0","11","100611"
"","33712013","","","33712","","","","","91","0"
"","33712014","0","","33712","","","","","22","0"
"","33713001","wac_idle_sad","","33713","","1","","0.2","3","100611"
"","33713002","wac_no_items","","33713","","1","","0.2","3","111"
"","33713003","200","0","33713","","-340","","","2","100611"
"","33713004","200","0","33713","","-340","","","2","111"
"","33713005","0","","33713","","","","","32","43"
"","33713006","1","","33713","","","","","32","57"
"","33713007","0","","33713","","","","","32","11"
"","33713008","","","33713","","","","","91","0"
"wac_default_bot_21","33811001","102211","-108","33811","0","202","-325","2","1","1"
"wac_default_bot_27","33811002","111","-108","33811","0","201","-325","2","5","1"
"","33811003","45","0","33811","","0","1","1","31","45"
"","33811004","57","0","33811","","0","1","0","31","57"
"","33811005","13","0","33811","","0","1","0","31","13"
"","33811006","502","0","33811","","0","1","1","31","502"
"","33811007","wac_paint_bot_21","","33811","","0","0","0.2","3","102211"
"","33811008","wac_paint_bot_27","","33811","","0","0","0.2","3","111"
"","33811009","0","","33811","","","","","93","0"
"","33811010","1","","33811","","","","","32","13"
"","33811011","se_sys_login_birthday_calendar_brush","","33811","","0","","","23","se_common"
"","33811012","300","","33811","","","","","13","102211"
"","33811013","","","33811","","","","","131","1"
"","33812001","wac_talk_sad_in","wac_talk_sad_loop","33812","","0","1","0.2","3","102211"
"","33812002","wac_no_items","","33812","","1","","0.2","3","111"
"","33812003","200","0","33812","","-340","","","2","102211"
"","33812004","200","0","33812","","-340","","","2","111"
"","33812005","0","","33812","","","","","32","45"
"","33812006","1","","33812","","","","","32","57"
"","33812007","0","","33812","","","","","32","13"
"","33812008","vo_wac_230118_000","0","33812","","0","","","21","vo_wac_230118"
"0.5","33812009","……這個工作，要是不注意一點，\n衣服就會沾到顏料，真困擾呢。\n昨天茜里弄得髒兮兮的，\n就被念了一頓。","1","33812","0","10","1","0","11","102211"
"","33812010","","","33812","","","","","91","0"
"","33812011","vo_wac_230118_001","0","33812","","0","","","21","vo_wac_230118"
"0.5","33812012","對啊，我才剛念過她呢……\n然而，偏偏今天我的裙子\n也濺滿了油漆！\n我要怎麼跟那孩子解釋啦～！？","1","33812","0","10","1","0","11","102211"
"","33812013","","","33812","","","","","91","0"
"","33812014","0","","33812","","","","","22","0"
"","33813001","wac_idle_sad","","33813","","1","","0.2","3","102211"
"","33813002","wac_no_items","","33813","","1","","0.2","3","111"
"","33813003","200","0","33813","","-340","","","2","102211"
"","33813004","200","0","33813","","-340","","","2","111"
"","33813005","0","","33813","","","","","32","45"
"","33813006","1","","33813","","","","","32","57"
"","33813007","0","","33813","","","","","32","13"
"","33813008","","","33813","","","","","91","0"
"wac_default_bot_21","33911001","105011","-108","33911","0","202","-325","2","1","1"
"wac_default_bot_27","33911002","111","-108","33911","0","201","-325","2","5","1"
"","33911003","45","0","33911","","0","1","1","31","45"
"","33911004","57","0","33911","","0","1","0","31","57"
"","33911005","13","0","33911","","0","1","0","31","13"
"","33911006","502","0","33911","","0","1","1","31","502"
"","33911007","wac_paint_bot_21","","33911","","0","0","0.2","3","105011"
"","33911008","wac_paint_bot_27","","33911","","0","0","0.2","3","111"
"","33911009","0","","33911","","","","","93","0"
"","33911010","1","","33911","","","","","32","13"
"","33911011","se_sys_login_birthday_calendar_brush","","33911","","0","","","23","se_common"
"","33911012","300","","33911","","","","","13","105011"
"","33911013","","","33911","","","","","131","1"
"","33912001","wac_talk_doya_in_surprise","wac_talk_doya_loop_surprise","33912","","0","1","0.2","3","105011"
"","33912002","wac_no_items","","33912","","1","","0.2","3","111"
"","33912003","200","0","33912","","-340","","","2","105011"
"","33912004","200","0","33912","","-340","","","2","111"
"","33912005","0","","33912","","","","","32","45"
"","33912006","1","","33912","","","","","32","57"
"","33912007","0","","33912","","","","","32","13"
"","33912008","vo_wac_230119_000","0","33912","","0","","","21","vo_wac_230119"
"0.5","33912009","我說你！\n你的手沾到顏料了耶，\n要去洗乾淨才行啊？","1","33912","0","10","1","0","11","105011"
"","33912010","","","33912","","","","","91","0"
"","33912011","vo_wac_230119_001","0","33912","","0","","","21","vo_wac_230119"
"0.5","33912012","外表邋遢\n就無法成為與淑女相稱的男孩子喔。\n我去拿肥皂給你，\n你在這邊等一下。","1","33912","0","10","1","0","11","105011"
"","33912013","","","33912","","","","","91","0"
"","33912014","0","","33912","","","","","22","0"
"","33913001","wac_idle_doya_surprise","","33913","","1","","0.2","3","105011"
"","33913002","wac_no_items","","33913","","1","","0.2","3","111"
"","33913003","200","0","33913","","-340","","","2","105011"
"","33913004","200","0","33913","","-340","","","2","111"
"","33913005","0","","33913","","","","","32","45"
"","33913006","1","","33913","","","","","32","57"
"","33913007","0","","33913","","","","","32","13"
"","33913008","","","33913","","","","","91","0"
"wac_default_01","34011001","102611","-108","34011","0","202","-213","2","1","1"
"wac_default_03","34011002","111","-108","34011","0","201","-213","2","5","1"
"","34011003","43","0","34011","","0","1","1","31","43"
"","34011004","57","0","34011","","0","1","0","31","57"
"","34011005","11","0","34011","","0","1","0","31","11"
"","34011006","502","0","34011","","0","1","1","31","502"
"","34011007","wac_paint_01","","34011","","0","0","0.2","3","102611"
"","34011008","wac_paint_03","","34011","","0","0","0.2","3","111"
"","34011009","0","","34011","","","","","93","0"
"","34011010","1","","34011","","","","","32","11"
"","34011011","se_10035700_brush","","34011","","0","","","23","se_10035700"
"","34011012","300","","34011","","","","","13","102611"
"","34011013","","","34011","","","","","131","1"
"","34012001","wac_talk_doya_in","wac_talk_doya_loop","34012","","0","1","0.2","3","102611"
"","34012002","wac_no_items","","34012","","1","","0.2","3","111"
"","34012003","200","0","34012","","-340","","","2","102611"
"","34012004","200","0","34012","","-340","","","2","111"
"","34012005","0","","34012","","","","","32","43"
"","34012006","1","","34012","","","","","32","57"
"","34012007","0","","34012","","","","","32","11"
"","34012008","vo_wac_230120_000","0","34012","","0","","","21","vo_wac_230120"
"0.5","34012009","習慣真可怕呢～\n一開始覺得在牆上畫圖\n這種工作有夠麻煩，\n我絕對不幹。","1","34012","0","10","1","0","11","102611"
"","34012010","","","34012","","","","","91","0"
"","34012011","vo_wac_230120_001","0","34012","","0","","","21","vo_wac_230120"
"0.5","34012012","經過幾次練習掌握訣竅後，\n就變得不那麼痛苦了喔。\n……不不，我並不是說可以\n增加作業量，別再這樣喔。","1","34012","0","10","1","0","11","102611"
"","34012013","","","34012","","","","","91","0"
"","34012014","0","","34012","","","","","22","0"
"","34013001","wac_idle_doya","","34013","","1","","0.2","3","102611"
"","34013002","wac_no_items","","34013","","1","","0.2","3","111"
"","34013003","200","0","34013","","-340","","","2","102611"
"","34013004","200","0","34013","","-340","","","2","111"
"","34013005","0","","34013","","","","","32","43"
"","34013006","1","","34013","","","","","32","57"
"","34013007","0","","34013","","","","","32","11"
"","34013008","","","34013","","","","","91","0"
"wac_default_01","34111001","103311","-108","34111","0","202","-213","2","1","1"
"wac_default_01","34111002","111","-108","34111","0","201","-213","2","5","1"
"","34111003","43","0","34111","","0","1","1","31","43"
"","34111004","57","0","34111","","0","1","0","31","57"
"","34111005","11","0","34111","","0","1","0","31","11"
"","34111006","502","0","34111","","0","1","1","31","502"
"","34111007","wac_paint_01","","34111","","0","0","0.2","3","103311"
"","34111008","wac_paint_01","","34111","","0","0","0.2","3","111"
"","34111009","0","","34111","","","","","93","0"
"","34111010","1","","34111","","","","","32","11"
"","34111011","se_10035700_brush","","34111","","0","","","23","se_10035700"
"","34111012","300","","34111","","","","","13","103311"
"","34111013","","","34111","","","","","131","1"
"","34112001","wac_talk_wish_in","wac_talk_wish_loop","34112","","0","1","0.2","3","103311"
"","34112002","wac_no_items","","34112","","1","","0.2","3","111"
"","34112003","200","0","34112","","-340","","","2","103311"
"","34112004","200","0","34112","","-340","","","2","111"
"","34112005","0","","34112","","","","","32","43"
"","34112006","1","","34112","","","","","32","57"
"","34112007","0","","34112","","","","","32","11"
"","34112008","vo_wac_230121_000","0","34112","","0","","","21","vo_wac_230121"
"0.5","34112009","望著這種巨大畫作\n感覺心靈就像是被洗滌了一般呢～\n感覺似乎能想出令人耳目一新的傑出段子呢！","1","34112","0","10","1","0","11","103311"
"","34112010","","","34112","","","","","91","0"
"","34112011","vo_wac_230121_001","0","34112","","0","","","21","vo_wac_230121"
"0.5","34112012","等我一下喔～嗯……嗯！\n大家一起描繪的圖，\n果然很「繪」啊～！\n……剛剛的當我沒說吧。","1","34112","0","10","1","0","11","103311"
"","34112013","","","34112","","","","","91","0"
"","34112014","0","","34112","","","","","22","0"
"","34113001","wac_idle_wish","","34113","","1","","0.2","3","103311"
"","34113002","wac_no_items","","34113","","1","","0.2","3","111"
"","34113003","200","0","34113","","-340","","","2","103311"
"","34113004","200","0","34113","","-340","","","2","111"
"","34113005","0","","34113","","","","","32","43"
"","34113006","1","","34113","","","","","32","57"
"","34113007","0","","34113","","","","","32","11"
"","34113008","","","34113","","","","","91","0"
"wac_default_01","34211001","105211","-108","34211","0","202","-213","2","1","1"
"wac_default_03","34211002","111","-108","34211","0","201","-213","2","5","1"
"","34211003","43","0","34211","","0","1","1","31","43"
"","34211004","57","0","34211","","0","1","0","31","57"
"","34211005","11","0","34211","","0","1","0","31","11"
"","34211006","502","0","34211","","0","1","1","31","502"
"","34211007","wac_paint_01","","34211","","0","0","0.2","3","105211"
"","34211008","wac_paint_03","","34211","","0","0","0.2","3","111"
"","34211009","0","","34211","","","","","93","0"
"","34211010","1","","34211","","","","","32","11"
"","34211011","se_10035700_brush","","34211","","0","","","23","se_10035700"
"","34211012","300","","34211","","","","","13","105211"
"","34211013","","","34211","","","","","131","1"
"","34212001","wac_talk_smile_in","wac_talk_smile_loop","34212","","0","1","0.2","3","105211"
"","34212002","wac_no_items","","34212","","1","","0.2","3","111"
"","34212003","200","0","34212","","-340","","","2","105211"
"","34212004","200","0","34212","","-340","","","2","111"
"","34212005","0","","34212","","","","","32","43"
"","34212006","1","","34212","","","","","32","57"
"","34212007","0","","34212","","","","","32","11"
"","34212008","vo_wac_230122_000","0","34212","","0","","","21","vo_wac_230122"
"0.5","34212009","嗯？你很好奇我是\n怎麼拿筆的嗎？\n都事到如今了才問啊～","1","34212","0","10","1","0","11","105211"
"","34212010","","","34212","","","","","91","0"
"","34212011","vo_wac_230122_001","0","34212","","0","","","21","vo_wac_230122"
"0.5","34212012","就跟拿劍的方法一樣喔。\n你看，就像這樣拿著。\n……不、不懂？\n你看，就像這樣！就說是這樣了！","1","34212","0","10","1","0","11","105211"
"","34212013","","","34212","","","","","91","0"
"","34212014","0","","34212","","","","","22","0"
"","34213001","wac_idle_smile","","34213","","1","","0.2","3","105211"
"","34213002","wac_no_items","","34213","","1","","0.2","3","111"
"","34213003","200","0","34213","","-340","","","2","105211"
"","34213004","200","0","34213","","-340","","","2","111"
"","34213005","0","","34213","","","","","32","43"
"","34213006","1","","34213","","","","","32","57"
"","34213007","0","","34213","","","","","32","11"
"","34213008","","","34213","","","","","91","0"
"wac_default_31","34311001","103111","-167","34311","0","202","-85","2","1","1"
"wac_default_41","34311002","104411","-64","34311","0","252","-211","2","1","1"
"wac_default_51","34311003","100711","230","34311","0","204","-211","2","1","1"
"wac_default_bot_61","34311004","100611","-330","34311","0","256","-350","2","1","1"
"wac_default_bot_71","34311005","102211","340","34311","0","259","-350","2","1","1"
"wac_default_34","34311006","111","-167","34311","0","201","-85","2","5","1"
"wac_default_41","34311007","112","-64","34311","0","251","-211","2","5","1"
"wac_default_57","34311008","113","230","34311","0","203","-211","2","5","1"
"wac_default_62","34311009","114","-330","34311","0","255","-350","2","5","1"
"wac_default_71","34311010","115","340","34311","0","258","-350","2","5","1"
"","34311011","300","","34311","","","","","13","100611"
"","34311012","300","","34311","","","","","13","102211"
"","34311013","300","","34311","","","","","13","100711"
"","34311014","300","","34311","","","","","13","103111"
"","34311015","300","","34311","","","","","13","104411"
"","34311016","62","0","34311","","0","1","1","31","62"
"","34311017","63","0","34311","","0","1","0","31","63"
"","34311018","16","0","34311","","0","1","0","31","16"
"","34311019","502","0","34311","","0","1","1","31","502"
"","34311020","wac_paint_31","","34311","","0","0","0.2","3","103111"
"","34311021","wac_paint_34","","34311","","0","0","0.2","3","111"
"","34311022","wac_paint_41","","34311","","0","0","0.2","3","104411"
"","34311023","wac_paint_41","","34311","","0","0","0.2","3","112"
"","34311024","wac_paint_51","","34311","","0","0","0.2","3","100711"
"","34311025","wac_paint_57","","34311","","0","0","0.2","3","113"
"","34311026","wac_paint_bot_61","","34311","","0","0","0.2","3","100611"
"","34311027","wac_paint_62","","34311","","0","0","0.2","3","114"
"","34311028","wac_paint_bot_71","","34311","","0","0","0.2","3","102211"
"","34311029","wac_paint_71","","34311","","0","0","0.2","3","115"
"","34311030","0","","34311","","","","","93","0"
"","34311031","1","","34311","","","","","32","16"
"","34311032","se_sys_login_birthday_calendar_smallbrush","","34311","","0","","","23","se_common"
"","34311033","","","34311","","","","","131","1"
"","34312001","wac_idle_smile_L","","34312","","1","","0","3","100611"
"","34312002","wac_idle_wish_L","","34312","","1","","0","3","102211"
