70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"-55","401000","","31","","40101","401000","1","0.65","0","1401010001"
"0","0","normal","5","0","40101","0","1","-73","55","1401010002"
"","0","","91","","40101","0","","","","1401010003"
"-1000","2","<weapon>_idle","1","0","40102","1000001","1","-140","51","1401020001"
"185","20","idle","5","0","40102","20","0.6","-140","50","1401020002"
"0","401001","","31","","40102","401001","1","1","0","1401020003"
"0","401002","","31","","40102","401002","1","1","0","1401020004"
"-140","401003","","31","","40102","401003","0","1","-1000","1401020005"
"-60","401004","","31","","40102","401004","0","1","185","1401020006"
"-100","401005","","31","","40102","401005","0","0.7","135","1401020007"
"0","400010","","31","","40102","400010","1","1","0","1401020008"
"","0","","91","","40102","0","","","","1401020009"
"","0.7","","93","","40102","0","","","","1401020010"
"","1000001","","3","","40102","<weapon>_run","0.2","","1","1401020011"
"1.5","1000001","","2","","40102","-170","","0","-140","1401020012"
"","401003","","32","","40102","1","","","","1401020013"
"1.5","401003","","33","","40102","-170","","0","-140","1401020014"
"","0.2","","93","","40102","0","","","","1401020015"
"","se_travel_top","","23","","40102","se_travel_top_defeat_foot","","","0","1401020016"
"","0.5","","93","","40102","0","","","","1401020017"
"0","1000001","","12","220","40102","4","20","0","0.5","1401020018"
"","0.04","","93","","40102","0","","","","1401020019"
"","se_travel_top","","23","","40102","se_travel_top_defeat_emote_notice","","","0","1401020020"
"","1401020012","","91","","40102","","","","","1401020021"
"","1000001","","3","","40102","<weapon>_idle","0","","1","1401020022"
"","401003","","32","","40102","0","","","","1401020023"
"","0.5","","93","","40102","0","","","","1401020024"
"<weapon>_idle","1000001","","3","0","40102","<weapon>_attack_skipQuest","0","1","0","1401020025"
"","0.1","","93","","40102","0","","","","1401020026"
"","se_travel_top","","23","","40102","se_travel_top_defeat_attack_jump","","","0","1401020027"
"","0.06","","93","","40102","0","","","","1401020028"
"","401004","","32","","40102","1","","","","1401020029"
"","20","","3","","40102","die","0","","0","1401020030"
"","0.25","","93","","40102","0","","","","1401020031"
"","401005","","32","","40102","1","","","","1401020032"
"","0.14","","93","","40102","0","","","","1401020033"
"","se_travel_top","","23","","40102","se_travel_top_defeat_fadeout","","","0","1401020034"
"","1401020030","","91","","40102","","","","","1401020035"
"1","20","","6","","40102","1","0.5","0","1","1401020036"
"","0.04","","93","","40102","0","","","","1401020037"
"","se_travel_top","","23","","40102","se_travel_top_defeat_drop_box","","","0","1401020038"
"","1401020036","","91","","40102","","","","","1401020039"
"","1000001","","3","","40102","<weapon>_joy_short","0","","0","1401020040"
"","0.54","","93","","40102","0","","","","1401020041"
"","se_travel_top","","23","","40102","se_travel_top_defeat_joy","","","0","1401020042"
"","1401020040","","91","","40102","","","","","1401020043"
"","","","111","","40102","","","","","1401020044"
"","0","","91","","40102","","","","","1401020045"
"-55","401000","","31","","40111","401000","1","0.65","0","1401110001"
"0","0","normal","5","0","40111","0","1","-73","55","1401110002"
"","0","","91","","40111","0","","","","1401110003"
"-1000","2","<weapon>_idle","1","0","40112","1000001","1","-140","51","1401120001"
"190","21","idle","5","0","40112","21","0.6","-140","50","1401120002"
"0","401001","","31","","40112","401001","1","1","0","1401120003"
"0","401002","","31","","40112","401002","1","1","0","1401120004"
"-140","401003","","31","","40112","401003","0","1","-1000","1401120005"
"10","401004","","31","","40112","401004","0","1","210","1401120006"
"-100","401006","","31","","40112","401006","0","0.7","135","1401120007"
"0","400011","","31","","40112","400011","1","1","0","1401120008"
"","0","","91","","40112","0","","","","1401120009"
"","0.7","","93","","40112","0","","","","1401120010"
"","1000001","","3","","40112","<weapon>_run","0.2","","1","1401120011"
"1.5","1000001","","2","","40112","-170","","0","-140","1401120012"
"","401003","","32","","40112","1","","","","1401120013"
"1.5","401003","","33","","40112","-170","","0","-140","1401120014"
"","0.2","","93","","40112","0","","","","1401120015"
"","se_travel_top","","23","","40112","se_travel_top_defeat_foot","","","0","1401120016"
"","0.5","","93","","40112","0","","","","1401120017"
"0","1000001","","12","220","40112","4","20","0","0.5","1401120018"
"","0.04","","93","","40112","0","","","","1401120019"
"","se_travel_top","","23","","40112","se_travel_top_defeat_emote_notice","","","0","1401120020"
"","1401120012","","91","","40112","","","","","1401120021"
"","1000001","","3","","40112","<weapon>_idle","0","","1","1401120022"
"","401003","","32","","40112","0","","","","1401120023"
"","0.5","","93","","40112","0","","","","1401120024"
"<weapon>_idle","1000001","","3","0","40112","<weapon>_attack_skipQuest","0","1","0","1401120025"
"","0.1","","93","","40112","0","","","","1401120026"
"","se_travel_top","","23","","40112","se_travel_top_defeat_attack_jump","","","0","1401120027"
"","0.06","","93","","40112","0","","","","1401120028"
"","401004","","32","","40112","1","","","","1401120029"
"","21","","3","","40112","die","0","","0","1401120030"
"","se_travel_top","","23","","40112","se_travel_top_defeat_wyvern_fall","","","0","1401120031"
"","1.4","","93","","40112","0","","","","1401120032"
"","401006","","32","","40112","1","","","","1401120033"
"","se_travel_top","","23","","40112","se_travel_top_defeat_fadeout","","","0","1401120034"
"","0.1","","93","","40112","0","","","","1401120035"
"","0","","122","","40112","24","","","0.2","1401120036"
"","se_travel_top","","23","","40112","se_travel_top_defeat_appear_silverbox","","","0","1401120037"
"","1401120030","","91","","40112","","","","","1401120038"
"1","21","","6","","40112","1","0.5","0","1","1401120039"
"","0.5","","93","","40112","0","","","","1401120040"
"","se_travel_top","","23","","40112","se_travel_top_defeat_drop_silverbox","","","0","1401120041"
"","1401120039","","91","","40112","","","","","1401120042"
"","1000001","","3","","40112","<weapon>_joy_short","0","","0","1401120043"
"","0.54","","93","","40112","0","","","","1401120044"
"","se_travel_top","","23","","40112","se_travel_top_defeat_joy","","","0","1401120045"
"","1401120043","","91","","40112","","","","","1401120046"
"","","","111","","40112","","","","","1401120047"
"","0","","91","","40112","","","","","1401120048"
"-55","401000","","31","","40121","401000","1","0.65","0","1401210001"
"0","0","normal","5","0","40121","0","1","-73","55","1401210002"
"","0","","91","","40121","0","","","","1401210003"
"-1100","2","<weapon>_idle","1","0","40122","1000001","1","-140","51","1401220001"
"220","22","idle","5","0","40122","22","1","-140","50","1401220002"
"0","401001","","31","","40122","401001","1","1","0","1401220003"
"0","401002","","31","","40122","401002","1","1","0","1401220004"
"-140","401003","","31","","40122","401003","0","1","-1100","1401220005"
"-30","401004","","31","","40122","4010041","0","1","210","1401220006"
"-30","401004","","31","","40122","4010042","0","1","210","1401220007"
"-100","401007","","31","","40122","401007","0","0.7","135","1401220008"
"-135","401008","","31","","40122","401008","0","0.8","215","1401220009"
"0","400012","","31","","40122","400012","1","1","0","1401220010"
"","0","","91","","40122","0","","","","1401220011"
"","se_travel_top","","23","","40122","se_travel_top_defeat_wipe","","","0","1401220012"
"idle","22","","3","0.2","40122","awake","0.2","1","0","1401220013"
"","0.83","","93","","40122","0","","","","1401220014"
"","se_travel_top","","23","","40122","se_travel_top_defeat_move_minotaur","","","0","1401220015"
"","0.07","","93","","40122","0","","","","1401220016"
"","0","","122","","40122","24","","","0.7","1401220017"
"","0.5","","93","","40122","0","","","","1401220018"
"","se_travel_top","","23","","40122","se_travel_top_defeat_move_minotaur2","","","0","1401220019"
"","1.3","","93","","40122","0","","","","1401220020"
"","se_travel_top","","23","","40122","se_travel_top_defeat_awake_minotaur","","","0","1401220021"
"","401008","","32","","40122","1","","","","1401220022"
"","0","","122","","40122","48","","","1","1401220023"
"","1.27","","93","","40122","0","","","","1401220024"
"","1000001","","3","","40122","<weapon>_run","0.2","","1","1401220025"
"1.5","1000001","","2","","40122","-170","","0","-140","1401220026"
"","401003","","32","","40122","1","","","","1401220027"
"1.5","401003","","33","","40122","-170","","0","-140","1401220028"
"","0.2","","93","","40122","0","","","","1401220029"
"","se_travel_top","","23","","40122","se_travel_top_defeat_foot","","","0","1401220030"
"","0.5","","93","","40122","0","","","","1401220031"
"0","1000001","","12","220","40122","4","20","0","0.5","1401220032"
"","0.04","","93","","40122","0","","","","1401220033"
"","se_travel_top","","23","","40122","se_travel_top_defeat_emote_notice","","","0","1401220034"
"","1401220026","","91","","40122","","","","","1401220035"
"","1000001","","3","","40122","<weapon>_idle","0","","1","1401220036"
"","401003","","32","","40122","0","","","","1401220037"
"","0.5","","93","","40122","0","","","","1401220038"
"<weapon>_idle","1000001","","3","0","40122","<weapon>_attack_skipQuest","0","1","0","1401220039"
"","0.1","","93","","40122","0","","","","1401220040"
"","se_travel_top","","23","","40122","se_travel_top_defeat_attack_jump","","","0","1401220041"
"","0.06","","93","","40122","0","","","","1401220042"
"","4010041","","32","","40122","1","","","","1401220043"
"idle","22","","3","0","40122","damage","0","1","0","1401220044"
"","1.6","","93","","40122","0","","","","1401220045"
"<weapon>_idle","1000001","","3","0","40122","<weapon>_attack_skipQuest","0","1","0","1401220046"
"","0.1","","93","","40122","0","","","","1401220047"
"","se_travel_top","","23","","40122","se_travel_top_defeat_attack_jump","","","0","1401220048"
"","0.06","","93","","40122","0","","","","1401220049"
"","4010042","","32","","40122","1","","","","1401220050"
"","22","","3","","40122","die","0","","0","1401220051"
"","se_travel_top","","23","","40122","se_travel_top_defeat_die_minotaur","","","0","1401220052"
"","1.67","","93","","40122","0","","","","1401220053"
"","401007","","32","","40122","1","","","","1401220054"
"","se_travel_top","","23","","40122","se_travel_top_defeat_die_minotaur2","","","0","1401220055"
"","0.1","","93","","40122","0","","","","1401220056"
"","0","","122","","40122","24","","","0.2","1401220057"
"","se_travel_top","","23","","40122","se_travel_top_defeat_appear_goldenbox","","","0","1401220058"
"","1401220051","","91","","40122","","","","","1401220059"
"1","22","","6","","40122","1","0.5","0","1","1401220060"
"","se_travel_top","","23","","40122","se_travel_top_defeat_fadeout","","","0","1401220061"
"","0.2","","93","","40122","0","","","","1401220062"
"","se_travel_top","","23","","40122","se_travel_top_defeat_drop_goldenbox","","","0","1401220063"
"","1401220060","","91","","40122","","","","","1401220064"
"","1000001","","3","","40122","<weapon>_joy_short","0","","0","1401220065"
"","0.54","","93","","40122","0","","","","1401220066"
"","se_travel_top","","23","","40122","se_travel_top_defeat_joy","","","0","1401220067"
"","1401220065","","91","","40122","","","","","1401220068"
"","","","111","","40122","","","","","1401220069"
"","0","","91","","40122","","","","","1401220070"
"-55","401300","","31","","40131","401300","1","0.65","0","1401310001"
"0","0","normal","5","0","40131","0","1","-73","55","1401310002"
"","0","","91","","40131","0","","","","1401310003"
"-20","1","travel_topdrama_r_4000_idle","1","0","40132","1000001","1.75","-195","56","1401320001"
"-260","1","travel_topdrama_r_4000_idle","1","0","40132","1000002","1.75","-140","55","1401320002"
"-450","1","travel_topdrama_r_4000_idle","1","0","40132","1000003","1.75","-140","54","1401320003"
"435","7","travel_topdrama_r_4013_static","5","0","40132","7","1","-150","53","1401320004"
"-2000","8","travel_topdrama_r_4013_catch_1","5","0","40132","8","1.75","-2000","57","1401320005"
"0","401301","","31","","40132","401301","1","1","0","1401320006"
"0","401303","","31","","40132","401303","1","1","0","1401320007"
"68","401304","","31","","40132","401304","0","1","50","1401320008"
"-158","401305","","31","","40132","401305","0","1","312","1401320009"
"-158","401306","","31","","40132","401306","0","1","312","1401320010"
"188","401307","","31","","40132","401307","0","0.8","36","1401320011"
"200","401308","","31","","40132","401308","0","1","-258","1401320012"
"255","401318","","31","","40132","4013082","0","1","-437","1401320013"
"-15","401309","","31","","40132","401309","0","1","120","1401320014"
"-15","401310","","31","","40132","401310","0","1","120","1401320015"
"-91","401312","","31","","40132","401312","0","1","-42","1401320016"
"0","401313","","31","","40132","401313","0","1","0","1401320017"
"0","401314","","31","","40132","401314","0","1","0","1401320018"
"0","400013","","31","","40132","400013","1","1","0","1401320019"
"","0","","91","","40132","0","","","","1401320020"
"","1","","93","","40132","0","","","","1401320021"
"","1000001","","3","","40132","travel_topdrama_r_4013_touch_1","0.2","","0","1401320022"
"","se_travel_top","","23","","40132","se_travel_top_aruma_01","","","","1401320023"
"","401309","","32","","40132","1","","","","1401320024"
"","1","","93","","40132","0","","","","1401320025"
"","7","","3","","40132","travel_topdrama_r_4013_danger_1","0","","0","1401320026"
"","1.63","","93","","40132","0","","","","1401320027"
"","se_travel_top","","23","","40132","se_travel_top_aruma_04","","","","1401320028"
"","0.04","","93","","40132","0","","","","1401320029"
"","1000001","","3","","40132","travel_topdrama_r_4013_touch_loop","0.6","","1","1401320030"
"","0.4","","93","","40132","0","","","","1401320031"
"","se_travel_top","","23","","40132","se_travel_top_aruma_05","","","","1401320032"
"","1.33","","93","","40132","0","","","","1401320033"
"0","8","","2","","40132","-20","","0","-195","1401320034"
"","8","","3","0","40132","travel_topdrama_r_4013_catch_1","0","0","0","1401320035"
"","se_travel_top","","23","","40132","se_travel_top_aruma_06","","","","1401320036"
"travel_topdrama_r_4013_static","7","","3","0.1","40132","travel_topdrama_r_4013_safe","0.1","0","0","1401320037"
"travel_topdrama_r_4013_runaway","1000001","","3","0","40132","travel_topdrama_r_4013_catch","0.1","1","0","1401320038"
"","401313","","32","","40132","1","","","","1401320039"
"","0.66","","93","","40132","0","","","","1401320040"
"","401312","","32","","40132","1","","","","1401320041"
"","se_travel_top","","23","","40132","se_travel_top_aruma_07","","","","1401320042"
"","0.97","","93","","40132","0","","","","1401320043"
"","1000001","","4","","40132","1","","","","1401320044"
"","1000001","","3","","40132","travel_topdrama_r_4013_runaway","0","1","1","1401320045"
"","1000002","","3","","40132","travel_topdrama_r_4000_run_normal","0.1","1","1","1401320046"
"","1000003","","3","","40132","travel_topdrama_r_4000_run_normal","0.1","1","1","1401320047"
"","se_travel_top","","23","","40132","se_travel_top_aruma_08","","","","1401320048"
"","8","","4","","40132","1","","0","","1401320049"
"2.5","8","","2","","40132","-1600","","0","-195","1401320050"
"","8","","3","0","40132","travel_topdrama_r_4013_runaway_1","0","1","1","1401320051"
"2.5","1000001","","2","","40132","-1600","","0","-195","1401320052"
"1.4","1000002","","2","","40132","-20","","0","-195","1401320053"
"1.4","1000003","","2","","40132","-215","","0","-140","1401320054"
"","1.4","","93","","40132","0","","","","1401320055"
"","401310","","32","","40132","1","","","","1401320056"
"","1000002","","3","","40132","travel_topdrama_r_4013_touch_2","0.2","","0","1401320057"
"","1000003","","3","","40132","travel_topdrama_r_4000_idle","0.2","","1","1401320058"
"","1","","93","","40132","0","","","","1401320059"
"","7","","3","","40132","travel_topdrama_r_4013_danger_2","0","","0","1401320060"
"","1.67","","93","","40132","0","","","","1401320061"
"","401304","","32","","40132","1","","","","1401320062"
"","se_travel_top","","23","","40132","se_travel_top_aruma_10","","","","1401320063"
"","0.3","","93","","40132","0","","","","1401320064"
"","1000002","","3","","40132","travel_topdrama_r_4013_touch_loop","0.6","","1","1401320065"
"","0.1","","93","","40132","0","","","","1401320066"
"","se_travel_top","","23","","40132","se_travel_top_aruma_05","","","","1401320067"
"","0.06","","93","","40132","0","","","","1401320068"
"","401307","","32","","40132","1","","","","1401320069"
"","0.57","","93","","40132","0","","","","1401320070"
"","401314","","32","","40132","1","","","","1401320071"
"travel_topdrama_r_4013_idle","7","","3","0.1","40132","travel_topdrama_r_4013_out","0.1","1","0","1401320072"
"","se_travel_top","","23","","40132","se_travel_top_aruma_18","","","","1401320073"
"","401308","","32","","40132","1","","","","1401320074"
"","4013082","","32","","40132","1","","","","1401320075"
"","0.1","","93","","40132","0","","","","1401320076"
"travel_topdrama_r_4013_run","1000002","","3","0","40132","travel_topdrama_r_4013_shock","0","1","0","1401320077"
"travel_topdrama_r_4013_run","1000003","","3","0","40132","travel_topdrama_r_4013_shock","0","1","0","1401320078"
"","0.86","","93","","40132","0","","","","1401320079"
"","1000002","","3","","40132","travel_topdrama_r_4013_run","0","","1","1401320080"
"","1000003","","3","","40132","travel_topdrama_r_4013_run","0","","1","1401320081"
"2.5","1000002","","2","","40132","-1600","","0","-195","1401320082"
"2.5","1000003","","2","","40132","-1600","","0","-140","1401320083"
"","0.07","","93","","40132","0","","","","1401320084"
"","0","","122","","40132","24","","","0.4","1401320085"
"","401305","","32","","40132","1","","","","1401320086"
"","401306","","32","","40132","1","","","","1401320087"
"","0.9","","93","","40132","0","","","","1401320088"
"","se_travel_top","","23","","40132","se_travel_top_aruma_21","","","","1401320089"
"","1.1","","93","","40132","0","","","","1401320090"
"","0","","111","","40132","","","","","1401320091"
"","0","","91","","40132","","","","","1401320092"
"-55","401300","","31","","40141","401300","1","0.65","0","1401410001"
"0","0","normal","5","0","40141","0","1","-73","55","1401410002"
"","0","","91","","40141","0","","","","1401410003"
"-20","1","travel_topdrama_r_4000_idle","1","0","40142","1000001","1.75","-195","56","1401420001"
"-260","1","travel_topdrama_r_4000_idle","1","0","40142","1000002","1.75","-140","55","1401420002"
"-450","1","travel_topdrama_r_4000_idle","1","0","40142","1000003","1.75","-140","54","1401420003"
"435","7","travel_topdrama_r_4013_static","5","0","40142","7","1","-150","53","1401420004"
"-2000","8","travel_topdrama_r_4013_catch_1","5","0","40142","8","1.75","-2000","57","1401420005"
"0","401301","","31","","40142","401301","1","1","0","1401420006"
"0","401303","","31","","40142","401303","1","1","0","1401420007"
"78","401304","","31","","40142","401304","0","1","40","1401420008"
"78","401304","","31","","40142","4013042","0","1","40","1401420009"
"-158","401305","","31","","40142","401305","0","1","312","1401420010"
"-158","401306","","31","","40142","401306","0","1","312","1401420011"
"188","401307","","31","","40142","401307","0","0.8","36","1401420012"
"200","401308","","31","","40142","401308","0","1","-258","1401420013"
"255","401308","","31","","40142","4013082","0","1","-437","1401420014"
"-15","401309","","31","","40142","401309","0","1","120","1401420015"
"-15","401310","","31","","40142","401310","0","1","120","1401420016"
"-10","401311","","31","","40142","401311","0","1","120","1401420017"
"-91","401312","","31","","40142","401312","0","1","-42","1401420018"
"-91","401312","","31","","40142","4013122","0","1","-42","1401420019"
"0","401313","","31","","40142","401313","0","1","0","1401420020"
"0","401313","","31","","40142","4013132","0","1","0","1401420021"
"0","401314","","31","","40142","401314","0","1","0","1401420022"
"0","400014","","31","","40142","401400","1","1","0","1401420023"
"","0","","91","","40142","0","","","","1401420024"
"","1","","93","","40142","0","","","","1401420025"
"travel_topdrama_r_4013_touch_loop","1000001","","3","","40142","travel_topdrama_r_4013_touch_1","0.3","1","0","1401420026"
"","se_travel_top","","23","","40142","se_travel_top_aruma_01","","","","1401420027"
"","401309","","32","","40142","1","","","","1401420028"
"","1","","93","","40142","0","","","","1401420029"
"","7","","3","","40142","travel_topdrama_r_4013_danger_1","0","","0","1401420030"
"","1.63","","93","","40142","0","","","","1401420031"
"","se_travel_top","","23","","40142","se_travel_top_aruma_04","","","","1401420032"
"","0.04","","93","","40142","0","","","","1401420033"
"","1000001","","3","","40142","travel_topdrama_r_4013_touch_loop","0.3","","1","1401420034"
"","0.4","","93","","40142","0","","","","1401420035"
"","se_travel_top","","23","","40142","se_travel_top_aruma_05","","","","1401420036"
"","1.33","","93","","40142","0","","","","1401420037"
"0","8","","2","","40142","-20","","0","-195","1401420038"
"","8","","3","","40142","travel_topdrama_r_4013_catch_1","0","0","0","1401420039"
"","se_travel_top","","23","","40142","se_travel_top_aruma_06","","","","1401420040"
"travel_topdrama_r_4013_static","7","","3","0.1","40142","travel_topdrama_r_4013_safe","0.1","0","0","1401420041"
"","1000001","","3","","40142","travel_topdrama_r_4013_catch","0.1","","0","1401420042"
"","401313","","32","","40142","1","","","","1401420043"
"","0.66","","93","","40142","0","","","","1401420044"
"","401312","","32","","40142","1","","","","1401420045"
"","se_travel_top","","23","","40142","se_travel_top_aruma_07","","","","1401420046"
"","0.97","","93","","40142","0","","","","1401420047"
"","1000001","","4","","40142","1","","","","1401420048"
"","1000001","","3","","40142","travel_topdrama_r_4013_runaway","0","","1","1401420049"
"","1000002","","3","","40142","travel_topdrama_r_4000_run_normal","0.1","","1","1401420050"
"","1000003","","3","","40142","travel_topdrama_r_4000_run_normal","0.1","","1","1401420051"
"","se_travel_top","","23","","40142","se_travel_top_aruma_08","","","","1401420052"
"","8","","4","","40142","1","","0","","1401420053"
"2.5","8","","2","","40142","-1600","","0","-195","1401420054"
"","8","","3","","40142","travel_topdrama_r_4013_runaway_1","0","1","1","1401420055"
"2.5","1000001","","2","","40142","-1600","","0","-195","1401420056"
"1.4","1000002","","2","","40142","-20","","0","-195","1401420057"
"1.4","1000003","","2","","40142","-215","","0","-140","1401420058"
"","1.4","","93","","40142","0","","","","1401420059"
"","401310","","32","","40142","1","","","","1401420060"
"travel_topdrama_r_4013_touch_loop","1000002","","3","0.3","40142","travel_topdrama_r_4013_touch_2","0.2","1","0","1401420061"
"","1000003","","3","","40142","travel_topdrama_r_4000_idle","0.2","","1","1401420062"
"","1","","93","","40142","0","","","","1401420063"
"","7","","3","","40142","travel_topdrama_r_4013_danger_2","0","","0","1401420064"
"","1.67","","93","","40142","0","","","","1401420065"
"","401304","","32","","40142","1","","","","1401420066"
"","se_travel_top","","23","","40142","se_travel_top_aruma_10","","","","1401420067"
"","0.3","","93","","40142","0","","","","1401420068"
"","1000002","","3","","40142","travel_topdrama_r_4013_touch_loop","0.3","","1","1401420069"
"","0.2","","93","","40142","0","","","","1401420070"
"","se_travel_top","","23","","40142","se_travel_top_aruma_05","","","","1401420071"
"","0.83","","93","","40142","0","","","","1401420072"
"","8","","4","","40142","0","","0","","1401420073"
"0","8","","2","","40142","-20","","0","-195","1401420074"
"","8","","3","","40142","travel_topdrama_r_4013_catch_2","0","","0","1401420075"
"","se_travel_top","","23","","40142","se_travel_top_aruma_11","","","","1401420076"
"travel_topdrama_r_4013_static","7","","3","0.1","40142","travel_topdrama_r_4013_safe","0.1","0","0","1401420077"
"travel_topdrama_r_4013_runaway","1000002","","3","0","40142","travel_topdrama_r_4013_catch","0.1","1","0","1401420078"
"","4013132","","32","","40142","1","","","","1401420079"
"","0.66","","93","","40142","0","","","","1401420080"
"","4013122","","32","","40142","1","","","","1401420081"
"","se_travel_top","","23","","40142","se_travel_top_aruma_12","","","","1401420082"
"","0.97","","93","","40142","0","","","","1401420083"
"","1000002","","4","","40142","1","","","","1401420084"
"","1000002","","3","","40142","travel_topdrama_r_4013_runaway","0","","1","1401420085"
"","1000003","","3","","40142","travel_topdrama_r_4000_run_normal","0.1","","1","1401420086"
"","se_travel_top","","23","","40142","se_travel_top_aruma_08","","","","1401420087"
"","8","","4","","40142","1","","0","","1401420088"
"2.5","8","","2","","40142","-1600","","0","-195","1401420089"
"","8","","3","","40142","travel_topdrama_r_4013_runaway_2","0","","1","1401420090"
"2.5","1000002","","2","","40142","-1600","","0","-195","1401420091"
"1.4","1000003","","2","","40142","-20","","0","-195","1401420092"
"","1.4","","93","","40142","0","","","","1401420093"
"travel_topdrama_r_4013_touch_loop","1000003","","3","0.3","40142","travel_topdrama_r_4013_touch_3","0.2","1","0","1401420094"
"","401311","","32","","40142","1","","","","1401420095"
"","1","","93","","40142","0","","","","1401420096"
"","7","","3","","40142","travel_topdrama_r_4013_danger_3_in","0","","0","1401420097"
"","2.16","","93","","40142","0","","","","1401420098"
"","4013042","","32","","40142","1","","","","1401420099"
"","0.54","","93","","40142","0","","","","1401420100"
"","1000003","","3","","40142","travel_topdrama_r_4013_touch_loop","0.3","","1","1401420101"
"","0.34","","93","","40142","0","","","","1401420102"
"","401307","","32","","40142","1","","","","1401420103"
"","0.5","","93","","40142","0","","","","1401420104"
"","401314","","32","","40142","1","","","","1401420105"
"travel_topdrama_r_4013_idle","7","","3","0.1","40142","travel_topdrama_r_4013_out","0.1","1","0","1401420106"
"","se_travel_top","","23","","40142","se_travel_top_aruma_18","","","","1401420107"
"","401308","","32","","40142","1","","","","1401420108"
"","0.1","","93","","40142","0","","","","1401420109"
"travel_topdrama_r_4013_run","1000003","","3","0","40142","travel_topdrama_r_4013_shock","0","1","0","1401420110"
"","0.86","","93","","40142","0","","","","1401420111"
"","1000003","","3","","40142","travel_topdrama_r_4013_run","0","","1","1401420112"
"2.5","1000003","","2","","40142","-1600","","0","-195","1401420113"
"","0.07","","93","","40142","0","","","","1401420114"
"","0","","122","","40142","24","","","0.4","1401420115"
"","401305","","32","","40142","1","","","","1401420116"
"","401306","","32","","40142","1","","","","1401420117"
"","0.9","","93","","40142","0","","","","1401420118"
"","se_travel_top","","23","","40142","se_travel_top_aruma_21","","","","1401420119"
"","1.1","","93","","40142","0","","","","1401420120"
"","0","","111","","40142","","","","","1401420121"
"","0","","91","","40142","","","","","1401420122"
"-55","401300","","31","","40151","401300","1","0.65","0","1401510001"
"0","0","normal","5","0","40151","0","1","-73","55","1401510002"
"","0","","91","","40151","0","","","","1401510003"
"-20","1","travel_topdrama_r_4000_idle","1","0","40152","1000001","1.75","-195","56","1401520001"
"-260","1","travel_topdrama_r_4000_idle","1","0","40152","1000002","1.75","-140","55","1401520002"
"-450","1","travel_topdrama_r_4000_idle","1","0","40152","1000003","1.75","-140","54","1401520003"
"435","7","travel_topdrama_r_4013_static","5","0","40152","7","1","-150","53","1401520004"
"-2000","8","travel_topdrama_r_4013_catch_1","5","0","40152","8","1.75","-2000","57","1401520005"
"0","401301","","31","","40152","401301","1","1","0","1401520006"
"0","401303","","31","","40152","401303","1","1","0","1401520007"
"78","401304","","31","","40152","401304","0","1","40","1401520008"
"78","401304","","31","","40152","4013042","0","1","40","1401520009"
"78","401315","","31","","40152","401315","0","1","40","1401520010"
"103","401316","","31","","40152","401316","0","1","27","1401520011"
"188","401307","","31","","40152","401307","0","0.8","36","1401520012"
"-15","401309","","31","","40152","401309","0","1","120","1401520013"
"-15","401310","","31","","40152","401310","0","1","120","1401520014"
"-10","401311","","31","","40152","401311","0","1","120","1401520015"
"-91","401312","","31","","40152","401312","0","1","-42","1401520016"
"-91","401312","","31","","40152","4013122","0","1","-42","1401520017"
"-81","401312","","31","","40152","4013123","0","1","-42","1401520018"
"0","401313","","31","","40152","401313","0","1","0","1401520019"
"0","401313","","31","","40152","4013132","0","1","0","1401520020"
"0","401313","","31","","40152","4013133","0","1","0","1401520021"
"0","400015","","31","","40152","401500","1","1","0","1401520022"
"","0","","91","","40152","0","","","","1401520023"
"","1","","93","","40152","0","","","","1401520024"
"travel_topdrama_r_4013_touch_loop","1000001","","3","0.3","40152","travel_topdrama_r_4013_touch_1","0.2","1","0","1401520025"
"","se_travel_top","","23","","40152","se_travel_top_aruma_01","","","","1401520026"
"","401309","","32","","40152","1","","","","1401520027"
"","1","","93","","40152","0","","","","1401520028"
"","7","","3","","40152","travel_topdrama_r_4013_danger_1","0","","0","1401520029"
"","1.63","","93","","40152","0","","","","1401520030"
"","se_travel_top","","23","","40152","se_travel_top_aruma_04","","","","1401520031"
"","0.04","","93","","40152","0","","","","1401520032"
"","1000001","","3","","40152","travel_topdrama_r_4013_touch_loop","0.3","","1","1401520033"
"","0.4","","93","","40152","0","","","","1401520034"
"","se_travel_top","","23","","40152","se_travel_top_aruma_05","","","","1401520035"
"","0.83","","93","","40152","0","","","","1401520036"
"0","8","","2","","40152","-20","","0","-195","1401520037"
