8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786
"1912010019","0","31","0","912001","","1","912001","0","","91201"
"1912010020","","91","","0","","","0","","","91201"
"1912010021","","32","","10","","","1","","","91201"
"1912010022","","93","","0.7","","","0","","","91201"
"1912010023","","32","","0","","","1","","","91201"
"1912010024","","32","","17","","","1","","","91201"
"1912010025","0","3","","118511","","","checkpoint_karin_idle","1","","91201"
"1912010026","","26","","0.5","","","","","","91201"
"1912010027","","23","","se_caravan","","","se_caravan_goal_amb_gehena","0","","91201"
"1912010028","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","91201"
"1912010029","","93","","0.5","","","0","","","91201"
"1912010030","0","3","idle","100","0","1","run_checkpoint","0","","91201"
"1912010031","0","3","idle","110","0","1","run_checkpoint","0","","91201"
"1912010032","","32","","12","","","1","","","91201"
"1912010033","","2","2.5","100","","11","67","-276","","91201"
"1912010034","","2","2.5","110","","11","67","-276","","91201"
"1912010035","","33","2.5","12","","11","67","-276","","91201"
"1912010036","","93","","2","","","0","","","91201"
"1912010037","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","91201"
"1912010038","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","91201"
"1912010039","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","91201"
"1912010040","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","91201"
"1912010041","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","91201"
"1912010042","","140","","6","","","0","0","","91201"
"1912010043","","93","","1.6","","","0","","","91201"
"1912010044","","32","","13","","","1","","","91201"
"1912010045","0.2","3","","118511","","","checkpoint_karin_clap","1","","91201"
"1912010046","","93","","2.6","","","0","","","91201"
"1912010047","","33","1","11","","3","-600","0","","91201"
"1912010048","3","121","1","600","","1","0","1","","91201"
"1912010049","","23","","se_caravan","","","se_caravan_goal_bandy_appear","0","","91201"
"1912010050","","3","","11","","","run_gakkari","0","","91201"
"1912010051","","3","","12","","","run_gakkari","0","","91201"
"1912010052","","3","","13","","","run_gakkari","0","","91201"
"1912010053","","3","idle","200","0.1","1","run_gakkari","0","","91201"
"1912010054","","32","","912001","","","1","","","91201"
"1912010055","","93","","0.4","","","0","","","91201"
"1912010056","0.1","3","","105811","","","checkpoint_peko_loop_r","1","","91201"
"1912010057","0.1","3","","105911","","","checkpoint_kokkoro_loop_r","1","","91201"
"1912010058","0.1","3","","106011","","","checkpoint_kyaru_loop_r","1","","91201"
"1912010059","0.1","3","","106411","","","checkpoint_shefy_loop_r","1","","91201"
"1912010060","","140","","61","","","0","0","","91201"
"1912010061","","93","","0.1","","","0","","","91201"
"1912010062","","32","","18","","","1","","","91201"
"1912010063","","93","","3.7","","","0","","","91201"
"1912010064","","101","","1912010065","","","","","","91201"
"1912010065","","25","","bgm_MC103","","","bgm_MC103","","","91201"
"1912010066","","32","","12","","","0","","","91201"
"1912010067","","32","","912001","","","0","","","91201"
"1912010068","","113","","1","","","","","","91201"
"1912010069","","93","","0.3","","","0","","","91201"
"1912010070","","32","","11","","","1","","","91201"
"1912010071","","93","","0.4","","","0","","","91201"
"1912010072","","32","","0","","","0","","","91201"
"1912010073","","32","","13","","","0","","","91201"
"1912010074","","32","","18","","","0","","","91201"
"1912010075","","32","","17","","","0","","","91201"
"1912010076","0","6","1","105811","0","0","1","1","","91201"
"1912010077","0","6","1","105911","0","0","1","1","","91201"
"1912010078","0","6","1","106011","0","0","1","1","","91201"
"1912010079","0","6","1","106411","0","0","1","1","","91201"
"1912010080","0","6","1","100","0","0","1","1","","91201"
"1912010081","0","6","1","110","0","0","1","1","","91201"
"1912010082","0","6","1","118511","0","0","1","1","","91201"
"1912010083","0","6","1","11","0","0","1","1","","91201"
"1912010084","0","6","1","12","0","0","1","1","","91201"
"1912010085","0","6","1","13","0","0","1","1","","91201"
"1912010086","0","6","1","200","0","0","1","1","","91201"
"1912010087","3","121","1","0","","0","0","1","","91201"
"1912010088","","33","0","11","","0","0","0","","91201"
"1912010089","","91","","0","","","","","","91201"
"1913010001","1","1","-1250","1","0","-50","105811","62","empty","91301"
"1913010002","1","1","-1390","1","0","-70","105911","66","empty","91301"
"1913010003","1","1","-1520","1","0","-50","106011","64","empty","91301"
"1913010004","1","1","-1660","1","0","-70","106411","64","empty","91301"
"1913010005","0.4","5","-1085","100","1","-266","100","58","idle","91301"
"1913010006","0.4","5","-1085","110","1","-266","110","56","idle","91301"
"1913010007","0.64","5","285","14","0","-330","11","64","empty","91301"
"1913010008","0.64","5","570","15","0","-330","12","66","empty","91301"
"1913010009","0.64","5","425","16","0","-300","13","62","empty","91301"
"1913010010","0.75","5","570","200","0","-250","200","58","empty","91301"
"1913010011","0","31","0","911000","","1","0","-300","","91301"
"1913010012","0","31","0","900001","","1","10","0","","91301"
"1913010013","0","31","0","900002","","1","11","0","","91301"
"1913010014","0","31","0","912000","","1","912000","430","","91301"
"1913010015","0","31","-50","912002","","1","20021","-1250","","91301"
"1913010016","0","31","-70","912002","","1","20022","-1390","","91301"
"1913010017","0","31","-50","912002","","1","20023","-1520","","91301"
"1913010018","0","31","-70","912002","","1","20024","-1660","","91301"
"1913010019","0","31","0","900012","","1","19","0","","91301"
"1913010020","","91","","0","","","0","","","91301"
"1913010021","","32","","10","","","1","","","91301"
"1913010022","","93","","0.7","","","0","","","91301"
"1913010023","","32","","0","","","1","","","91301"
"1913010024","","3","","11","","","doya_wait","1","","91301"
"1913010025","","3","","12","","","doya_wait","1","","91301"
"1913010026","","3","","13","","","doya_wait","1","","91301"
"1913010027","","3","","200","","","idle","1","","91301"
"1913010028","","32","","912000","","","1","","","91301"
"1913010029","","26","","0.5","","","","","","91301"
"1913010030","","23","","se_caravan","","","se_caravan_goal_amb_gehena","0","","91301"
"1913010031","","23","","se_caravan","","","se_caravan_goal_onigiri_bishoku_appear","0","","91301"
"1913010032","","3","","105811","","","run","1","","91301"
"1913010033","","3","","105911","","","run","1","","91301"
"1913010034","","3","","106011","","","run","1","","91301"
"1913010035","","3","","106411","","","run","1","","91301"
"1913010036","0","3","idle","100","0","1","run_checkpoint","0","","91301"
"1913010037","0","3","idle","110","0","1","run_checkpoint","0","","91301"
"1913010038","","2","2.5","105811","","11","-150","-50","","91301"
"1913010039","","2","2.5","105911","","11","-290","-70","","91301"
"1913010040","","2","2.5","106011","","11","-420","-50","","91301"
"1913010041","","2","2.5","106411","","11","-560","-70","","91301"
"1913010042","","32","","20021","","","1","","","91301"
"1913010043","","32","","20022","","","1","","","91301"
"1913010044","","32","","20023","","","1","","","91301"
"1913010045","","32","","20024","","","1","","","91301"
"1913010046","","33","2.5","20021","","11","-150","-50","","91301"
"1913010047","","33","2.5","20022","","11","-290","-70","","91301"
"1913010048","","33","2.5","20023","","11","-420","-50","","91301"
"1913010049","","33","2.5","20024","","11","-560","-70","","91301"
"1913010050","","2","2.5","100","","11","-100","-276","","91301"
"1913010051","","2","2.5","110","","11","-100","-276","","91301"
"1913010052","","93","","2.1","","","0","","","91301"
"1913010053","","140","","62","","","0","0","","91301"
"1913010054","","32","","19","","","1","","","91301"
"1913010055","","93","","0.4","","","0","","","91301"
"1913010056","0.3","3","","105811","","","gakkari","0","","91301"
"1913010057","0.3","3","","105911","","","gakkari","0","","91301"
"1913010058","0.3","3","","106011","","","gakkari","0","","91301"
"1913010059","0.3","3","","106411","","","gakkari","0","","91301"
"1913010060","","93","","0.9","","","0","","","91301"
"1913010061","0.1","3","doya_loop","11","","1","doya_loop_in","0","","91301"
"1913010062","0.1","3","doya_loop","12","","1","doya_loop_in","0","","91301"
"1913010063","0.1","3","doya_loop","13","","1","doya_loop_in","0","","91301"
"1913010064","","93","","2.9","","","0","","","91301"
"1913010065","","101","","1913010066","","","","","","91301"
"1913010066","","25","","bgm_MC103","","","bgm_MC103","","","91301"
"1913010067","","32","","20021","","","0","","","91301"
"1913010068","","32","","20022","","","0","","","91301"
"1913010069","","32","","20023","","","0","","","91301"
"1913010070","","32","","20024","","","0","","","91301"
"1913010071","","113","","1","","","","","","91301"
"1913010072","","93","","0.3","","","0","","","91301"
"1913010073","","32","","11","","","1","","","91301"
"1913010074","","93","","0.4","","","0","","","91301"
"1913010075","","32","","19","","","0","","","91301"
"1913010076","","32","","0","","","0","","","91301"
"1913010077","","32","","912000","","","0","","","91301"
"1913010078","0","6","1","105811","0","0","1","1","","91301"
"1913010079","0","6","1","105911","0","0","1","1","","91301"
"1913010080","0","6","1","106011","0","0","1","1","","91301"
"1913010081","0","6","1","106411","0","0","1","1","","91301"
"1913010082","0","6","1","100","0","0","1","1","","91301"
"1913010083","0","6","1","110","0","0","1","1","","91301"
"1913010084","0","6","1","11","0","0","1","1","","91301"
"1913010085","0","6","1","12","0","0","1","1","","91301"
"1913010086","0","6","1","13","0","0","1","1","","91301"
"1913010087","0","6","1","200","0","0","1","1","","91301"
"1913010088","","91","","0","","","","","","91301"
"1921010001","1","1","0","1","0","-34","105811","62","empty","92101"
"1921010002","1","1","0","1","0","-34","105911","66","empty","92101"
"1921010003","1","1","0","1","0","-34","106011","64","empty","92101"
"1921010004","1","1","0","1","0","-34","106411","65","empty","92101"
"1921010005","1","1","0","1","0","-34","118511","52","empty","92101"
"1921010006","0.4","5","-1085","100","1","-266","100","58","idle","92101"
"1921010007","0.4","5","-1085","110","1","-266","110","56","idle","92101"
"1921010008","0","31","0","921000","","1","0","-300","","92101"
"1921010009","0","31","0","900001","","1","1","0","","92101"
"1921010010","0","31","0","900002","","1","2","0","","92101"
"1921010011","0","31","-266","900004","","1","4","-1085","","92101"
"1921010012","0","31","0","900005","","1","5","0","","92101"
"1921010013","0","31","-34","900009","","1","9","0","","92101"
"1921010014","","91","","0","","","0","","","92101"
"1921010015","","32","","1","","","1","","","92101"
"1921010016","","93","","0.7","","","0","","","92101"
"1921010017","","32","","0","","","1","","","92101"
"1921010018","","32","","9","","","1","","","92101"
"1921010019","0","3","","118511","","","checkpoint_karin_idle","1","","92101"
"1921010020","","26","","0.5","","","","","","92101"
"1921010021","","23","","se_caravan","","","se_caravan_goal_amb_niflhel","0","","92101"
"1921010022","","93","","0.9","","","0","","","92101"
"1921010023","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","92101"
"1921010024","","93","","0.5","","","0","","","92101"
"1921010025","0","3","idle","100","0","1","run_checkpoint","0","","92101"
"1921010026","0","3","idle","110","0","1","run_checkpoint","0","","92101"
"1921010027","","32","","4","","","1","","","92101"
"1921010028","","2","2.5","100","","11","67","-276","","92101"
"1921010029","","2","2.5","110","","11","67","-276","","92101"
"1921010030","","33","2.5","4","","11","67","-276","","92101"
"1921010031","","93","","2","","","0","","","92101"
"1921010032","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","92101"
"1921010033","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","92101"
"1921010034","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","92101"
"1921010035","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","92101"
"1921010036","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","92101"
"1921010037","","140","","6","","","0","0","","92101"
"1921010038","","93","","1.6","","","0","","","92101"
"1921010039","","23","","se_caravan","","","se_caravan_goal_arrival_niflhel","0","","92101"
"1921010040","","32","","5","","","1","","","92101"
"1921010041","0.2","3","","118511","","","checkpoint_karin_clap","1","","92101"
"1921010042","","93","","3","","","0","","","92101"
"1921010043","","101","","1921010044","","","","","","92101"
"1921010044","","25","","bgm_MC211","","","bgm_MC211","","","92101"
"1921010045","","32","","4","","","0","","","92101"
"1921010046","","113","","1","","","","","","92101"
"1921010047","","93","","0.3","","","0","","","92101"
"1921010048","","32","","2","","","1","","","92101"
"1921010049","","93","","0.4","","","0","","","92101"
"1921010050","0","6","1","100","0","0","1","1","","92101"
"1921010051","0","6","1","110","0","0","1","1","","92101"
"1921010052","","32","","0","","","0","","","92101"
"1921010053","","32","","5","","","0","","","92101"
"1921010054","","32","","9","","","0","","","92101"
"1921010055","0","6","1","105811","0","0","1","1","","92101"
"1921010056","0","6","1","105911","0","0","1","1","","92101"
"1921010057","0","6","1","106011","0","0","1","1","","92101"
"1921010058","0","6","1","106411","0","0","1","1","","92101"
"1921010059","0","6","1","118511","0","0","1","1","","92101"
"1921010060","","91","","0","","","","","","92101"
"1921020001","1","1","0","1","0","-34","105811","62","empty","92102"
"1921020002","1","1","0","1","0","-34","105911","66","empty","92102"
"1921020003","1","1","0","1","0","-34","106011","64","empty","92102"
"1921020004","1","1","0","1","0","-34","106411","64","empty","92102"
"1921020005","1","1","0","1","0","-34","118511","52","empty","92102"
"1921020006","1","5","0","900000","0","-34","900000","54","empty","92102"
"1921020007","0","6","1","105811","0","1","1","1","","92102"
"1921020008","0","6","1","105911","0","1","1","1","","92102"
"1921020009","0","6","1","106011","0","1","1","1","","92102"
"1921020010","0","6","1","106411","0","1","1","1","","92102"
"1921020011","0","6","1","118511","0","1","1","1","","92102"
"1921020012","0","2","0","105811","0","1","0","-34","","92102"
"1921020013","0","2","0","105911","0","1","0","-34","","92102"
"1921020014","0","2","0","106011","0","1","0","-34","","92102"
"1921020015","0","2","0","106411","0","1","0","-34","","92102"
"1921020016","1","31","0","921001","","1","921001","-250","","92102"
"1921020017","0","31","0","900002","","1","900002","0","","92102"
"1921020018","0","31","0","900003","","1","900003","0","","92102"
"1921020019","0","31","0","900006","","1","900006","0","","92102"
"1921020020","0","31","0","900008","","1","900008","0","","92102"
"1921020021","","91","","0","","","0","","","92102"
"1921020022","0","3","","105811","","","treasure_peko","1","","92102"
"1921020023","0","3","","105911","","","treasure_kokkoro","1","","92102"
"1921020024","0","3","","106011","","","treasure_kyaru","1","","92102"
"1921020025","0","3","","106411","","","treasure_shefy","1","","92102"
"1921020026","0","3","","118511","","","treasure_karin_normal","0","","92102"
"1921020027","0","3","","900000","","","treasure_karin_normal","0","","92102"
"1921020028","","32","","900006","","","1","","","92102"
"1921020029","","32","","900008","","","1","","","92102"
"1921020030","","93","","0.4","","","0","","","92102"
"1921020031","","140","","7","","","0","0","","92102"
"1921020032","","93","","3.9","","","0","","","92102"
"1921020033","","101","","1921020035","","","","","","92102"
"1921020034","","32","","900006","","","0","","","92102"
"1921020035","0.1","113","1","2","0","0","","1","","92102"
"1921020036","","93","","0.2","","","0","","","92102"
"1921020037","","32","","900003","","","1","","","92102"
"1921020038","","93","","0.2","","","0","","","92102"
"1921020039","","32","","921001","","","0","","","92102"
"1921020040","","32","","900006","","","0","","","92102"
"1921020041","0","6","1","105811","0","0","1","1","","92102"
"1921020042","0","6","1","105911","0","0","1","1","","92102"
"1921020043","0","6","1","106011","0","0","1","1","","92102"
"1921020044","0","6","1","106411","0","0","1","1","","92102"
"1921020045","0","6","1","118511","0","0","1","1","","92102"
"1921020046","0","6","1","900000","0","0","1","1","","92102"
"1921020047","","93","","0.1","","","0","","","92102"
"1921030001","1","1","0","1","0","-34","105811","62","empty","92103"
"1921030002","1","1","0","1","0","-34","105911","66","empty","92103"
"1921030003","1","1","0","1","0","-34","106011","64","empty","92103"
"1921030004","1","1","0","1","0","-34","106411","64","empty","92103"
"1921030005","1","1","0","1","0","-34","118511","52","empty","92103"
"1921030006","1","5","0","900000","0","-34","900000","54","empty","92103"
"1921030007","0","6","1","105811","0","1","1","1","","92103"
"1921030008","0","6","1","105911","0","1","1","1","","92103"
"1921030009","0","6","1","106011","0","1","1","1","","92103"
"1921030010","0","6","1","106411","0","1","1","1","","92103"
"1921030011","0","6","1","118511","0","1","1","1","","92103"
"1921030012","0","2","0","105811","0","1","0","-34","","92103"
"1921030013","0","2","0","105911","0","1","0","-34","","92103"
"1921030014","0","2","0","106011","0","1","0","-34","","92103"
"1921030015","0","2","0","106411","0","1","0","-34","","92103"
"1921030016","1","31","0","921001","","1","921001","-250","","92103"
"1921030017","0","31","0","900002","","1","900002","0","","92103"
"1921030018","0","31","0","900003","","1","900003","0","","92103"
"1921030019","0","31","0","900007","","1","900007","0","","92103"
"1921030020","0","31","0","900008","","1","900008","0","","92103"
"1921030021","","91","","0","","","0","","","92103"
"1921030022","0","3","","105811","","","treasure_peko","1","","92103"
"1921030023","0","3","","105911","","","treasure_kokkoro","1","","92103"
"1921030024","0","3","","106011","","","treasure_kyaru","1","","92103"
"1921030025","0","3","","106411","","","treasure_shefy","1","","92103"
"1921030026","0","3","","118511","","","treasure_karin_rare","0","","92103"
"1921030027","0","3","","900000","","","treasure_karin_rare","0","","92103"
"1921030028","","32","","900007","","","1","","","92103"
"1921030029","","32","","900008","","","1","","","92103"
"1921030030","","93","","0.4","","","0","","","92103"
"1921030031","","140","","7","","","0","0","","92103"
"1921030032","","93","","2.2","","","0","","","92103"
"1921030033","","21","0","vo_caravan","","","vo_caravan_118501_appraise_001","0","","92103"
"1921030034","","93","","2.7","","","0","","","92103"
"1921030035","","101","","1921030037","","","","","","92103"
"1921030036","","32","","900007","","","0","","","92103"
"1921030037","0.1","113","1","2","0","0","","1","","92103"
"1921030038","","93","","0.2","","","0","","","92103"
"1921030039","","32","","900003","","","1","","","92103"
"1921030040","","93","","0.2","","","0","","","92103"
"1921030041","","32","","921001","","","0","","","92103"
"1921030042","","32","","900007","","","0","","","92103"
"1921030043","","32","","900008","","","0","","","92103"
"1921030044","0","6","1","105811","0","0","1","1","","92103"
"1921030045","0","6","1","105911","0","0","1","1","","92103"
"1921030046","0","6","1","106011","0","0","1","1","","92103"
"1921030047","0","6","1","106411","0","0","1","1","","92103"
"1921030048","0","6","1","118511","0","0","1","1","","92103"
"1921030049","0","6","1","900000","0","0","1","1","","92103"
"1921030050","","93","","0.1","","","0","","","92103"
"1922010001","1","1","0","1","0","-34","105811","62","empty","92201"
"1922010002","1","1","0","1","0","-34","105911","66","empty","92201"
"1922010003","1","1","0","1","0","-34","106011","64","empty","92201"
"1922010004","1","1","0","1","0","-34","106411","65","empty","92201"
"1922010005","0.4","5","-1085","100","1","-266","100","58","idle","92201"
"1922010006","0.4","5","-1085","110","1","-266","110","56","idle","92201"
"1922010007","1","1","0","1","0","-34","118511","52","empty","92201"
"1922010008","0.64","5","-800","14","0","-300","11","62","empty","92201"
"1922010009","0.64","5","-1120","15","0","-300","12","64","empty","92201"
"1922010010","0.64","5","-970","16","0","-320","13","66","empty","92201"
"1922010011","0.75","5","-1120","200","1","-250","200","58","empty","92201"
"1922010012","0","31","0","921000","","1","0","-300","","92201"
"1922010013","0","31","0","900001","","1","10","0","","92201"
"1922010014","0","31","0","900002","","1","11","0","","92201"
"1922010015","0","31","-266","900004","","1","12","-1085","","92201"
"1922010016","0","31","0","900005","","1","13","0","","92201"
"1922010017","0","31","0","900011","","1","18","-600","","92201"
"1922010018","0","31","-34","900009","","1","17","0","","92201"
"1922010019","0","31","0","912001","","1","912001","0","","92201"
"1922010020","","91","","0","","","0","","","92201"
"1922010021","","32","","10","","","1","","","92201"
"1922010022","","93","","0.7","","","0","","","92201"
"1922010023","","32","","0","","","1","","","92201"
"1922010024","","32","","17","","","1","","","92201"
"1922010025","0","3","","118511","","","checkpoint_karin_idle","1","","92201"
"1922010026","","26","","0.5","","","","","","92201"
"1922010027","","23","","se_caravan","","","se_caravan_goal_amb_niflhel","0","","92201"
"1922010028","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","92201"
"1922010029","","93","","0.5","","","0","","","92201"
"1922010030","0","3","idle","100","0","1","run_checkpoint","0","","92201"
"1922010031","0","3","idle","110","0","1","run_checkpoint","0","","92201"
"1922010032","","32","","12","","","1","","","92201"
"1922010033","","2","2.5","100","","11","67","-276","","92201"
"1922010034","","2","2.5","110","","11","67","-276","","92201"
"1922010035","","33","2.5","12","","11","67","-276","","92201"
"1922010036","","93","","2","","","0","","","92201"
"1922010037","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","92201"
"1922010038","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","92201"
"1922010039","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","92201"
"1922010040","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","92201"
"1922010041","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","92201"
"1922010042","","140","","6","","","0","0","","92201"
"1922010043","","93","","1.6","","","0","","","92201"
"1922010044","","23","","se_caravan","","","se_caravan_goal_arrival_niflhel","0","","92201"
"1922010045","","32","","13","","","1","","","92201"
"1922010046","0.2","3","","118511","","","checkpoint_karin_clap","1","","92201"
"1922010047","","93","","2.6","","","0","","","92201"
"1922010048","","33","1","11","","3","-600","0","","92201"
"1922010049","3","121","1","600","","1","0","1","","92201"
"1922010050","","23","","se_caravan","","","se_caravan_goal_bandy_appear","0","","92201"
"1922010051","","3","","11","","","run_gakkari","0","","92201"
"1922010052","","3","","12","","","run_gakkari","0","","92201"
"1922010053","","3","","13","","","run_gakkari","0","","92201"
"1922010054","","3","idle","200","0.1","1","run_gakkari","0","","92201"
"1922010055","","32","","912001","","","1","","","92201"
"1922010056","","93","","0.4","","","0","","","92201"
"1922010057","0.1","3","","105811","","","checkpoint_peko_loop_r","1","","92201"
"1922010058","0.1","3","","105911","","","checkpoint_kokkoro_loop_r","1","","92201"
"1922010059","0.1","3","","106011","","","checkpoint_kyaru_loop_r","1","","92201"
"1922010060","0.1","3","","106411","","","checkpoint_shefy_loop_r","1","","92201"
"1922010061","","140","","61","","","0","0","","92201"
"1922010062","","93","","0.1","","","0","","","92201"
"1922010063","","32","","18","","","1","","","92201"
"1922010064","","93","","3.7","","","0","","","92201"
"1922010065","","101","","1922010066","","","","","","92201"
"1922010066","","25","","bgm_MC211","","","bgm_MC211","","","92201"
"1922010067","","32","","12","","","0","","","92201"
"1922010068","","32","","912001","","","0","","","92201"
"1922010069","","113","","1","","","","","","92201"
"1922010070","","93","","0.3","","","0","","","92201"
"1922010071","","32","","11","","","1","","","92201"
"1922010072","","93","","0.4","","","0","","","92201"
"1922010073","","32","","0","","","0","","","92201"
"1922010074","","32","","13","","","0","","","92201"
"1922010075","","32","","18","","","0","","","92201"
"1922010076","","32","","17","","","0","","","92201"
"1922010077","0","6","1","105811","0","0","1","1","","92201"
"1922010078","0","6","1","105911","0","0","1","1","","92201"
"1922010079","0","6","1","106011","0","0","1","1","","92201"
"1922010080","0","6","1","106411","0","0","1","1","","92201"
"1922010081","0","6","1","100","0","0","1","1","","92201"
"1922010082","0","6","1","110","0","0","1","1","","92201"
"1922010083","0","6","1","118511","0","0","1","1","","92201"
"1922010084","0","6","1","11","0","0","1","1","","92201"
"1922010085","0","6","1","12","0","0","1","1","","92201"
"1922010086","0","6","1","13","0","0","1","1","","92201"
"1922010087","0","6","1","200","0","0","1","1","","92201"
"1922010088","3","121","1","0","","0","0","1","","92201"
"1922010089","","33","0","11","","0","0","0","","92201"
"1922010090","","91","","0","","","","","","92201"
"1923010001","1","1","-1250","1","0","-50","105811","62","empty","92301"
"1923010002","1","1","-1390","1","0","-70","105911","66","empty","92301"
"1923010003","1","1","-1520","1","0","-50","106011","64","empty","92301"
"1923010004","1","1","-1660","1","0","-70","106411","64","empty","92301"
"1923010005","0.4","5","-1085","100","1","-266","100","58","idle","92301"
"1923010006","0.4","5","-1085","110","1","-266","110","56","idle","92301"
"1923010007","0.64","5","285","14","0","-330","11","64","empty","92301"
"1923010008","0.64","5","570","15","0","-330","12","66","empty","92301"
"1923010009","0.64","5","425","16","0","-300","13","62","empty","92301"
"1923010010","0.75","5","570","200","0","-250","200","58","empty","92301"
"1923010011","0","31","0","921000","","1","0","-300","","92301"
"1923010012","0","31","0","900001","","1","10","0","","92301"
"1923010013","0","31","0","900002","","1","11","0","","92301"
"1923010014","0","31","0","912000","","1","912000","430","","92301"
"1923010015","0","31","-50","912002","","1","20021","-1250","","92301"
"1923010016","0","31","-70","912002","","1","20022","-1390","","92301"
"1923010017","0","31","-50","912002","","1","20023","-1520","","92301"
"1923010018","0","31","-70","912002","","1","20024","-1660","","92301"
"1923010019","0","31","0","900012","","1","19","0","","92301"
"1923010020","","91","","0","","","0","","","92301"
"1923010021","","32","","10","","","1","","","92301"
"1923010022","","93","","0.7","","","0","","","92301"
"1923010023","","32","","0","","","1","","","92301"
"1923010024","","3","","11","","","doya_wait","1","","92301"
"1923010025","","3","","12","","","doya_wait","1","","92301"
"1923010026","","3","","13","","","doya_wait","1","","92301"
"1923010027","","3","","200","","","idle","1","","92301"
"1923010028","","32","","912000","","","1","","","92301"
"1923010029","","26","","0.5","","","","","","92301"
"1923010030","","23","","se_caravan","","","se_caravan_goal_amb_niflhel","0","","92301"
"1923010031","","23","","se_caravan","","","se_caravan_goal_onigiri_bishoku_appear","0","","92301"
"1923010032","","3","","105811","","","run","1","","92301"
"1923010033","","3","","105911","","","run","1","","92301"
"1923010034","","3","","106011","","","run","1","","92301"
"1923010035","","3","","106411","","","run","1","","92301"
"1923010036","0","3","idle","100","0","1","run_checkpoint","0","","92301"
"1923010037","0","3","idle","110","0","1","run_checkpoint","0","","92301"
"1923010038","","2","2.5","105811","","11","-150","-50","","92301"
"1923010039","","2","2.5","105911","","11","-290","-70","","92301"
"1923010040","","2","2.5","106011","","11","-420","-50","","92301"
"1923010041","","2","2.5","106411","","11","-560","-70","","92301"
"1923010042","","32","","20021","","","1","","","92301"
"1923010043","","32","","20022","","","1","","","92301"
"1923010044","","32","","20023","","","1","","","92301"
"1923010045","","32","","20024","","","1","","","92301"
"1923010046","","33","2.5","20021","","11","-150","-50","","92301"
"1923010047","","33","2.5","20022","","11","-290","-70","","92301"
"1923010048","","33","2.5","20023","","11","-420","-50","","92301"
"1923010049","","33","2.5","20024","","11","-560","-70","","92301"
"1923010050","","2","2.5","100","","11","-100","-276","","92301"
"1923010051","","2","2.5","110","","11","-100","-276","","92301"
"1923010052","","93","","2.1","","","0","","","92301"
"1923010053","","140","","62","","","0","0","","92301"
"1923010054","","32","","19","","","1","","","92301"
"1923010055","","93","","0.4","","","0","","","92301"
"1923010056","0.3","3","","105811","","","gakkari","0","","92301"
"1923010057","0.3","3","","105911","","","gakkari","0","","92301"
"1923010058","0.3","3","","106011","","","gakkari","0","","92301"
"1923010059","0.3","3","","106411","","","gakkari","0","","92301"
"1923010060","","93","","0.9","","","0","","","92301"
"1923010061","0.1","3","doya_loop","11","","1","doya_loop_in","0","","92301"
"1923010062","0.1","3","doya_loop","12","","1","doya_loop_in","0","","92301"
"1923010063","0.1","3","doya_loop","13","","1","doya_loop_in","0","","92301"
"1923010064","","93","","2.9","","","0","","","92301"
"1923010065","","101","","1923010066","","","","","","92301"
"1923010066","","25","","bgm_MC211","","","bgm_MC211","","","92301"
"1923010067","","32","","20021","","","0","","","92301"
"1923010068","","32","","20022","","","0","","","92301"
"1923010069","","32","","20023","","","0","","","92301"
