42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"0","7","0","180701","0","30","0","0","55","0","1155","0","30","0","1575","6","862","0","5"
"0","8","0","180701","0","41","0","4","55","0","1585","0","47","0","2020","6","1161","0","5"
"25","9","0","180701","0","52","0","13","55","0","1835","0","64","0","2140","7","1539","0","5"
"70","10","0","180701","5","57","0","22","55","0","2035","0","82","0","2320","7","1950","0","15"
"111","11","0","180701","10","57","0","24","55","0","2235","0","101","0","2380","12","2387","0","35"
"144","12","2","180701","35","61","0","26","55","0","2605","0","114","0","2440","12","2849","0","35"
"193","13","4","180701","48","67","0","28","80","0","2755","0","127","0","2440","12","3375","0","35"
"262","14","6","180701","51","74","0","28","105","0","2755","0","136","0","2440","12","3994","0","35"
"341","15","6","180701","54","84","0","28","105","0","2755","0","143","0","2440","12","4661","0","35"
"398","16","6","180701","62","99","0","28","105","0","2755","0","150","0","2440","12","5339","0","35"
"478","17","6","180701","65","112","0","28","105","0","2805","0","159","0","2440","12","6059","0","35"
"587","18","6","180701","65","124","0","28","105","0","2855","0","178","0","2440","12","6809","0","35"
"697","19","6","180701","65","133","0","28","105","0","2950","0","202","0","2440","12","7655","0","35"
"786","20","6","180701","65","144","0","28","105","0","3145","0","236","0","2440","12","8560","0","35"
"889","21","6","180701","65","156","0","28","105","0","3335","0","265","0","2440","12","9579","0","35"
"986","22","6","180701","65","167","0","28","105","0","3425","0","293","0","2440","12","10806","0","35"
"1059","23","6","180701","65","179","0","28","105","0","3515","0","319","0","2440","12","12186","0","35"
"1134","24","6","180701","65","181","0","28","105","0","4130","0","336","0","2440","12","13716","0","35"
"1208","25","6","180701","65","189","0","28","105","0","4130","0","358","0","2440","12","15419","0","35"
"1258","26","6","180701","65","195","0","28","105","0","4450","0","376","0","2440","12","17278","0","35"
"1292","27","6","180701","65","200","0","28","105","0","4770","0","388","0","2440","12","19292","0","35"
"1320","28","6","180701","65","206","0","28","105","0","4770","0","396","0","2440","12","21489","0","35"
"1351","29","6","180701","65","213","0","28","105","0","5090","0","403","0","2440","12","23814","0","35"
"1392","30","6","180701","65","226","0","28","105","0","5090","0","416","0","2440","12","26258","0","35"
"1433","31","6","180701","65","239","0","28","105","0","5090","0","429","0","2440","12","28812","0","35"
"1474","32","6","180701","65","252","0","28","105","0","5090","0","442","0","2440","12","31477","0","35"
"1505","33","6","180701","65","261","0","28","105","0","5460","0","451","0","2440","12","34292","0","35"
"1535","34","6","180701","65","270","0","28","105","0","5460","0","460","0","2440","12","37298","0","35"
"1565","35","6","180701","65","279","0","28","105","0","5830","0","469","0","2440","12","40410","0","35"
"1595","36","6","180701","65","289","0","28","105","0","5830","0","479","0","2440","12","43666","0","35"
"1625","37","6","180701","65","299","0","28","105","0","6250","0","489","0","2440","12","46986","0","35"
"1655","38","6","180701","65","309","0","28","105","0","6670","0","499","0","2440","12","50416","0","35"
"0","2","0","180801","0","3","0","0","5","0","30","0","0","0","75","0","24","0","0"
"0","3","0","180801","0","6","0","0","10","0","270","0","1","0","125","0","76","0","0"
"0","4","0","180801","0","9","0","0","40","0","495","0","1","0","185","0","199","0","0"
"0","5","0","180801","0","14","0","0","75","0","880","0","3","0","345","3","347","0","10"
"0","6","0","180801","0","28","0","0","90","0","1540","0","4","0","735","3","548","0","10"
"0","7","3","180801","0","42","0","0","90","0","2065","0","4","0","1205","3","832","0","10"
"0","8","3","180801","0","57","0","0","130","0","2635","0","10","0","1530","3","1129","0","10"
"30","9","3","180801","0","68","0","18","155","0","2885","0","13","0","1530","4","1563","0","10"
"70","10","5","180801","0","73","0","23","155","0","3275","0","17","0","1830","4","2004","5","20"
"112","11","5","180801","3","73","0","23","155","0","3595","0","31","0","1980","9","2471","5","40"
"140","12","5","180801","34","77","0","23","155","0","4185","0","33","0","2130","9","2962","5","40"
"199","13","5","180801","44","83","0","23","188","0","4595","0","39","0","2280","9","3502","5","40"
"284","14","5","180801","44","91","0","25","213","0","4795","0","43","0","2280","9","4120","5","40"
"390","15","5","180801","44","100","0","25","213","0","4915","0","47","0","2400","9","4781","5","40"
"511","16","5","180801","52","106","0","25","219","0","5105","0","55","0","2400","9","5439","5","40"
"635","17","5","180801","55","112","0","25","219","0","5215","0","59","0","2400","9","6190","5","40"
"785","18","5","180801","55","119","0","25","219","0","5420","0","67","0","2400","9","6982","5","40"
"953","19","5","180801","59","125","0","25","219","0","5590","0","75","0","2400","9","7872","5","40"
"1094","20","5","180801","59","133","0","25","219","0","5840","0","81","0","2400","9","8900","5","40"
"1222","21","5","180801","59","146","0","25","219","0","6320","0","87","0","2400","9","9984","5","40"
"1324","22","5","180801","59","156","0","25","219","0","6615","0","93","0","2400","14","11269","5","40"
"1419","23","5","180801","59","167","0","25","219","0","6940","0","107","0","2400","14","12677","5","40"
"1507","24","5","180801","59","167","0","25","219","0","7655","0","107","0","2400","14","14284","5","40"
"1587","25","5","180801","59","173","0","25","219","0","7755","0","116","0","2400","14","16048","5","40"
"1644","26","5","180801","59","173","0","25","219","0","8480","0","116","0","2400","14","17977","5","40"
"1685","27","5","180801","59","178","0","25","219","0","9000","0","123","0","2400","14","19989","5","40"
"1711","28","5","180801","59","178","0","25","219","0","9725","0","123","0","2400","14","22174","5","40"
"1745","29","5","180801","59","183","0","25","219","0","10245","0","128","0","2400","14","24494","5","40"
"1780","30","5","180801","59","188","0","25","219","0","10445","0","133","0","2400","14","26999","5","40"
"1815","31","5","180801","59","193","0","25","219","0","10965","0","138","0","2400","14","29578","5","40"
"1850","32","5","180801","59","193","0","25","219","0","11790","0","138","0","2400","14","32284","5","40"
"1883","33","5","180801","59","199","0","25","219","0","12460","0","144","0","2400","14","35094","5","40"
"1915","34","5","180801","59","205","0","25","219","0","12760","0","150","0","2400","14","38095","5","40"
"1947","35","5","180801","59","211","0","25","219","0","13430","0","156","0","2400","14","41203","5","40"
"1979","36","5","180801","59","218","0","25","219","0","13730","0","163","0","2400","14","44454","5","40"
"2011","37","5","180801","59","225","0","25","219","0","14450","0","170","0","2400","14","47769","5","40"
"2043","38","5","180801","59","232","0","25","219","0","15170","0","177","0","2400","14","51194","5","40"
"0","2","0","180901","0","2","0","0","0","0","95","0","0","0","50","0","25","0","0"
"0","3","0","180901","0","5","0","0","0","0","370","0","1","0","100","0","74","0","0"
"0","4","0","180901","0","10","0","0","10","0","835","0","2","0","130","0","172","0","0"
"0","5","0","180901","0","16","0","0","20","0","1495","0","6","0","130","3","301","0","5"
"0","6","0","180901","0","30","0","0","20","0","2360","0","8","0","310","3","504","0","5"
"0","7","0","180901","0","42","0","0","20","0","3330","0","10","0","780","3","751","0","5"
"0","8","0","180901","0","60","0","0","35","0","4545","0","18","0","780","3","990","0","5"
"20","9","4","180901","0","73","0","9","75","0","5100","0","24","0","780","3","1328","0","5"
"50","10","9","180901","0","82","0","18","75","0","5460","0","33","0","780","8","1704","0","30"
"92","11","11","180901","3","87","0","18","75","0","6070","0","42","0","780","13","2121","0","50"
"134","12","11","180901","19","96","0","18","75","0","6740","0","48","0","780","15","2577","0","50"
"157","13","11","180901","32","108","0","21","108","0","7330","0","62","0","780","17","2992","0","50"
"198","14","11","180901","32","121","0","21","141","0","7790","0","73","0","780","17","3516","0","50"
"264","15","11","180901","32","134","0","21","153","0","8090","0","84","0","780","17","4091","0","50"
"345","16","11","180901","35","149","0","21","165","0","8310","0","104","0","780","17","4639","0","50"
"433","17","11","180901","38","164","0","21","165","0","8680","0","136","0","780","17","5162","0","50"
"537","18","11","180901","38","179","0","21","165","0","9165","0","171","0","780","17","5735","0","50"
"656","19","11","180901","38","197","0","21","165","0","9610","0","195","0","780","17","6454","0","50"
"775","20","11","180901","38","217","0","21","165","0","9935","0","220","0","780","17","7268","0","50"
"906","21","11","180901","38","235","0","21","165","0","10220","0","244","0","780","17","8192","0","50"
"1024","22","11","180901","38","251","0","21","165","0","10435","0","257","0","780","17","9375","0","50"
"1095","23","11","180901","38","275","0","21","165","0","10780","0","276","0","780","17","10665","0","50"
"1178","24","11","180901","38","300","0","21","165","0","11140","0","301","0","780","17","12026","0","50"
"1263","25","11","180901","38","316","0","21","165","0","11340","0","323","0","780","17","13624","0","50"
"1302","26","11","180901","38","322","0","21","165","0","12165","0","332","0","780","17","15435","0","50"
"1326","27","11","180901","38","327","0","21","165","0","13410","0","339","0","780","17","17331","0","50"
"1350","28","11","180901","38","332","0","21","165","0","14655","0","346","0","780","17","19355","0","50"
"1375","29","11","180901","38","337","0","21","165","0","15900","0","351","0","780","17","21553","0","50"
"1410","30","11","180901","38","352","0","21","165","0","16620","0","366","0","780","17","23850","0","50"
"1445","31","11","180901","38","367","0","21","165","0","17340","0","381","0","780","17","26256","0","50"
"1471","32","11","180901","38","372","0","21","165","0","18685","0","386","0","780","17","28807","0","50"
"1504","33","11","180901","38","383","0","21","165","0","19810","0","397","0","780","17","31464","0","50"
"1544","34","11","180901","38","405","0","21","165","0","20410","0","419","0","780","17","34229","0","50"
"1584","35","11","180901","38","427","0","21","165","0","21010","0","441","0","780","17","37122","0","50"
"1624","36","11","180901","38","450","0","21","165","0","21610","0","464","0","780","17","40115","0","50"
"1664","37","11","180901","38","474","0","21","165","0","22210","0","488","0","780","17","43208","0","50"
"1704","38","11","180901","38","498","0","21","165","0","22810","0","512","0","780","17","46404","0","50"
"0","2","0","181001","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","181001","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","181001","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","181001","0","2","405","0","0","0","450","0","29","0","100","0","0","0","10"
"0","6","0","181001","0","4","634","0","50","0","800","0","42","0","100","0","0","0","10"
"0","7","0","181001","0","8","894","0","85","0","1395","0","56","0","100","0","0","0","15"
"0","8","1","181001","0","10","1286","4","120","0","1560","0","63","0","100","0","0","0","30"
"0","9","2","181001","0","10","1710","9","155","0","1700","0","70","16","100","0","0","0","45"
"0","10","4","181001","0","13","2175","14","170","0","1970","0","75","45","320","0","0","0","45"
"0","11","5","181001","0","13","2687","14","186","0","2130","0","80","90","540","0","0","5","45"
"0","12","6","181001","0","16","3211","14","222","0","2230","0","85","143","640","0","0","11","45"
"0","13","6","181001","0","21","3744","16","242","0","2370","0","92","205","640","0","0","17","45"
"0","14","6","181001","0","25","4324","18","272","0","2510","0","99","281","760","0","0","17","45"
"0","15","6","181001","0","33","4929","22","282","0","2540","0","108","351","880","0","0","17","45"
"0","16","6","181001","0","38","5602","22","312","0","2570","0","116","426","880","0","0","17","45"
"0","17","6","181001","0","42","6330","22","342","0","2570","0","125","498","880","0","0","17","45"
"0","18","6","181001","0","48","7114","22","372","0","2570","0","134","587","880","0","0","17","45"
"0","19","6","181001","0","53","8002","22","372","0","2570","0","141","720","880","0","0","17","45"
"0","20","6","181001","0","63","8923","22","372","0","2570","0","155","877","880","0","0","17","45"
"0","21","6","181001","0","69","9942","22","372","0","2570","0","163","1079","980","0","0","17","45"
"0","22","6","181001","0","74","11139","22","372","0","2570","0","170","1297","1080","0","0","17","45"
"0","23","6","181001","0","80","12462","22","372","0","2570","0","186","1481","1080","0","0","17","45"
"0","24","6","181001","0","86","13937","22","372","0","2570","0","203","1624","1080","0","0","17","45"
"0","25","6","181001","0","92","15647","22","372","0","2570","0","211","1733","1080","0","0","17","45"
"0","26","6","181001","0","98","17487","22","372","0","3030","0","220","1805","1080","0","0","17","45"
"0","27","6","181001","0","104","19522","22","372","0","3030","0","228","1850","1080","0","0","17","45"
"0","28","6","181001","0","109","21720","22","372","0","3030","0","233","1882","1080","0","0","17","45"
"0","29","6","181001","0","113","24042","22","372","0","3490","0","237","1915","1080","0","0","17","45"
"0","30","6","181001","0","117","26563","22","372","0","3490","0","241","1949","1080","0","0","17","45"
"0","31","6","181001","0","121","29142","22","372","0","3950","0","245","1983","1080","0","0","17","45"
"0","32","6","181001","0","125","31884","22","372","0","3950","0","249","2017","1080","0","0","17","45"
"0","33","6","181001","0","129","34717","22","372","0","4450","0","253","2050","1080","0","0","17","45"
"0","34","6","181001","0","133","37699","22","372","0","4950","0","257","2082","1080","0","0","17","45"
"0","35","6","181001","0","137","40886","22","372","0","4950","0","261","2114","1080","0","0","17","45"
"0","36","6","181001","0","141","44185","22","372","0","4950","0","265","2146","1080","0","0","17","45"
"0","37","6","181001","0","146","47529","22","372","0","5450","0","270","2178","1080","0","0","17","45"
"0","38","6","181001","0","151","50977","22","372","0","5950","0","275","2210","1080","0","0","17","45"
"0","2","0","181101","0","3","0","0","0","0","65","0","2","0","100","0","10","0","0"
"0","3","0","181101","0","6","0","0","0","0","275","0","4","0","200","0","55","0","0"
"0","4","0","181101","0","12","0","0","0","0","820","0","7","0","250","0","136","0","0"
"0","5","0","181101","0","21","0","0","10","0","1520","0","16","0","250","0","249","0","5"
"0","6","0","181101","0","31","0","0","10","0","2645","0","29","0","250","0","393","0","5"
"0","7","0","181101","0","45","0","0","10","0","3310","0","45","0","620","0","609","0","5"
"0","8","0","181101","0","61","0","4","10","0","4180","0","61","0","975","6","810","0","5"
"15","9","0","181101","0","79","20","14","50","0","5030","0","86","0","975","6","990","0","5"
"25","10","0","181101","5","101","30","23","50","0","6060","0","115","0","1435","6","1165","0","5"
"39","11","2","181101","5","129","30","25","50","0","7160","0","138","0","1435","6","1404","0","15"
"56","12","4","181101","8","161","30","25","50","0","8000","0","168","0","1535","6","1619","0","35"
"71","13","4","181101","14","200","30","28","50","0","8480","0","196","0","1735","6","1892","0","37"
"95","14","4","181101","14","232","30","28","58","0","8760","0","221","0","1835","6","2290","0","39"
"123","15","4","181101","14","264","30","28","58","0","9070","0","249","0","1935","6","2705","0","39"
"147","16","4","181101","14","309","30","28","58","0","9430","0","293","0","2085","6","3003","0","39"
"177","17","4","181101","14","347","30","28","58","0","9880","0","344","0","2135","9","3323","0","39"
"226","18","4","181101","14","391","30","28","58","0","10230","0","382","0","2135","14","3749","0","39"
"287","19","4","181101","14","434","30","28","58","0","10460","0","427","0","2230","14","4285","0","39"
"325","20","4","181101","14","486","30","28","58","0","10625","0","483","0","2325","14","4838","0","39"
"371","21","4","181101","14","540","30","28","58","0","10865","0","527","0","2325","14","5530","0","39"
"405","22","4","181101","14","601","30","28","78","0","11630","0","582","0","2325","14","6243","0","39"
"435","23","4","181101","14","679","30","28","98","0","12540","0","655","0","2325","14","6934","0","39"
"467","24","4","181101","14","777","30","28","98","0","13640","0","744","0","2325","14","7550","0","39"
"511","25","4","181101","14","856","30","28","98","0","14920","0","816","0","2325","14","8518","0","39"
"544","26","4","181101","14","923","30","28","98","0","17415","0","888","0","2325","14","9564","0","39"
"562","27","4","181101","14","988","30","28","98","0","20725","0","957","0","2325","14","10662","0","39"
"571","28","4","181101","14","1058","30","28","98","0","24365","0","1027","0","2325","14","11828","0","39"
"599","29","4","181101","14","1074","30","28","98","0","27055","0","1043","0","2325","14","13797","0","39"
"608","30","4","181101","14","1152","30","28","98","0","31440","0","1121","0","2325","14","15113","0","39"
"617","31","4","181101","14","1233","30","28","98","0","36050","0","1202","0","2325","14","16485","0","39"
"626","32","4","181101","14","1316","30","28","98","0","41065","0","1285","0","2325","14","17902","0","39"
"635","33","4","181101","14","1401","30","28","98","0","46645","0","1370","0","2325","14","19383","0","39"
"644","34","4","181101","14","1487","30","28","98","0","52885","0","1456","0","2325","14","20928","0","39"
"653","35","4","181101","14","1574","30","28","98","0","59685","0","1543","0","2325","14","22548","0","39"
"662","36","4","181101","14","1662","30","28","98","0","66895","0","1631","0","2325","14","24224","0","39"
"671","37","4","181101","14","1751","30","28","98","0","74500","0","1720","0","2325","14","25956","0","39"
"680","38","4","181101","14","1841","30","28","98","0","82445","0","1810","0","2325","14","27744","0","39"
"0","2","0","181201","0","2","0","0","0","0","110","0","0","0","25","0","25","0","0"
"0","3","0","181201","0","5","0","0","0","0","380","0","1","0","75","0","76","0","0"
"0","4","0","181201","0","9","0","0","5","0","845","0","2","0","105","0","181","0","0"
"0","5","0","181201","0","14","0","0","25","0","1385","0","4","0","105","3","330","0","10"
"0","6","0","181201","0","25","0","0","40","0","2250","0","6","0","195","3","540","0","10"
"0","7","0","181201","0","37","0","0","40","0","3220","0","8","0","665","3","787","0","10"
"0","8","0","181201","0","45","0","0","55","0","4110","0","10","0","900","3","1119","0","10"
"20","9","0","181201","0","54","0","9","95","0","4665","0","12","0","900","3","1512","0","10"
"50","10","5","181201","0","60","0","18","110","0","4875","0","18","0","900","3","1968","0","20"
"98","11","7","181201","13","64","0","22","110","0","5295","0","23","0","900","5","2431","0","30"
"130","12","9","181201","29","70","0","25","110","0","6045","0","27","0","900","5","2916","0","30"
"163","13","9","181201","45","76","0","25","143","0","6575","0","33","0","900","5","3446","0","30"
"214","14","9","181201","48","81","0","25","176","0","6995","0","37","0","900","5","4064","0","30"
"280","15","9","181201","48","87","0","25","196","0","7355","0","43","0","900","5","4715","0","30"
"374","16","9","181201","51","95","0","25","196","0","7655","0","45","0","900","5","5417","0","30"
"472","17","9","181201","54","101","0","25","196","0","7905","0","49","0","900","5","6166","0","30"
"610","18","9","181201","54","104","0","25","196","0","8250","0","54","0","900","5","6984","0","30"
"745","19","9","181201","54","113","0","25","196","0","8635","0","61","0","900","5","7870","0","30"
"885","20","9","181201","54","126","0","25","196","0","9115","0","66","0","900","5","8852","0","30"
"1036","21","9","181201","54","132","0","25","196","0","9475","0","71","0","900","5","9978","0","30"
"1180","22","9","181201","54","143","0","25","196","0","9745","0","79","0","900","5","11262","0","30"
"1269","23","9","181201","54","148","0","25","196","0","10130","0","87","0","900","5","12726","0","30"
"1346","24","9","181201","54","148","0","25","196","0","11100","0","87","0","900","5","14310","0","30"
"1423","25","9","181201","54","154","0","25","196","0","11470","0","96","0","900","5","16045","0","30"
"1480","26","9","181201","54","154","0","25","196","0","12395","0","96","0","900","5","17952","0","30"
"1516","27","9","181201","54","159","0","25","196","0","13215","0","103","0","900","5","19933","0","30"
"1543","28","9","181201","54","159","0","25","196","0","14340","0","103","0","900","5","22073","0","30"
"1571","29","9","181201","54","164","0","25","196","0","15260","0","108","0","900","5","24351","0","30"
"1600","30","9","181201","54","169","0","25","196","0","15860","0","113","0","900","5","26814","0","30"
"1629","31","9","181201","54","169","0","25","196","0","16985","0","113","0","900","5","29378","0","30"
"1658","32","9","181201","54","175","0","25","196","0","17685","0","119","0","900","5","32041","0","30"
"1686","33","9","181201","54","181","0","25","196","0","18855","0","125","0","900","5","34798","0","30"
"1713","34","9","181201","54","187","0","25","196","0","19755","0","131","0","900","5","37735","0","30"
"1740","35","9","181201","54","193","0","25","196","0","21025","0","137","0","900","5","40778","0","30"
"1767","36","9","181201","54","200","0","25","196","0","21925","0","144","0","900","5","43964","0","30"
"1794","37","9","181201","54","207","0","25","196","0","23245","0","151","0","900","5","47214","0","30"
"1821","38","9","181201","54","214","0","25","196","0","24565","0","158","0","900","5","50574","0","30"
"0","2","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","18","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","19","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","20","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","21","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","22","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","23","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","24","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","25","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","26","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","27","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","28","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","29","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","30","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","31","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","32","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","33","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","34","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","35","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","36","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","37","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","38","0","400401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","18","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","19","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","20","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","21","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","22","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","23","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","24","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","25","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","26","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","27","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","28","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","29","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","30","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","31","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","32","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","33","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","34","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","35","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","36","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","37","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","38","0","403101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","3","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","4","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","5","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","6","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","7","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","8","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","9","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","10","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","11","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","12","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","13","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","14","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","15","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","16","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","17","0","403102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
