47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c
"","3","105811","5146068","","","68069","0.2","","tahaha_idle","1"
"","3","1058","5146068","","","68070","0.2","","tahaha_idle","1"
"surprise3_loop_anger2","3","106011","5146068","1","","68071","0.2","0","surprise3_in_anger2","0"
"surprise3_loop_anger2","3","1060","5146068","1","","68072","0.2","0","surprise3_in_anger2","0"
"0","21","vo_apg","5146068","","","68073","","","vo_apg_0808","0"
"1","11","106011","5146068","1","0","68074","0","0","不要把方向盤跟甜甜圈搞混啦～！","9"
"","91","0","5146068","","","68075","","","",""
"","4","106011","5146068","","","68076","","","0",""
"","4","1060","5146068","","","68077","","","0",""
"","3","106011","5146068","","","68078","0.2","","surprise3_loop_surprise_slow","1"
"","3","1060","5146068","","","68079","0.2","","surprise3_loop_surprise_slow","1"
"peko_slurp_loop","3","105811","5146068","1","","68080","0.2","0","peko_slurp_in","0"
"peko_slurp_loop","3","1058","5146068","1","","68081","0.2","0","peko_slurp_in","0"
"takeout_talk","3","130911","5146068","1","","68082","0.2","0","takeout_in","0"
"takeout_talk","3","97","5146068","1","","68083","0.2","0","takeout_in","0"
"0","21","vo_apg","5146068","","","68084","","","vo_apg_0809","0"
"1","11","130911","5146068","1","0","68085","0","0","啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","7"
"","91","0","5146068","","","68086","","","",""
"","3","130911","5146068","","","68087","0.2","","takeout_idle","1"
"","3","97","5146068","","","68088","0.2","","takeout_idle","1"
"","3","105811","5146068","","","68089","0.2","","peko_slurp_loop","1"
"","3","1058","5146068","","","68090","0.2","","peko_slurp_loop","1"
"cool_talk_jitome","3","106011","5146068","1","","68091","0.2","0.2","cool_idle_jitome","0"
"cool_talk_jitome","3","1060","5146068","1","","68092","0.2","0.2","cool_idle_jitome_in","0"
"0","21","vo_apg","5146068","","","68093","","","vo_apg_0810","0"
"1","11","106011","5146068","1","0","68094","0","0","……\n甜甜圈就是甜甜圈吧……","9"
"","91","0","5146068","","","68095","","","",""
"","101","68097","5146068","","","68096","","","",""
"","22","0","5146068","","","68097","","","0.2",""
"-225","1","1","5146069","-278","riri_idle","69001","1.8","0","131311","100"
"-225","5","5","5146069","-278","riri_idle","69002","1.8","0","1313","101"
"-385","1","1","5146069","-288","idle_normal","69003","1.8","0","131411","103"
"-385","5","2","5146069","-288","idle_normal","69004","1.8","0","1314","104"
"225","1","1","5146069","-278","joy_idle_noface","69005","1.8","1","130911","106"
"225","5","1","5146069","-278","joy_idle_kururu","69006","1.8","1","98","107"
"","13","131311","5146069","","","69007","","","200",""
"","13","131411","5146069","","","69008","","","203",""
"","13","130911","5146069","","","69009","","","206",""
"0","5","9","5146069","-174","idle","69010","0.85","0","9","15"
"-307","5","22","5146069","12","empty","69011","1","0","22","210"
"0","5","21","5146069","153","empty","69012","1","0","21","60"
"0","31","1","5146069","1","","69013","1","","1","0"
"","91","0","5146069","","","69014","","","0",""
"","102","0","5146069","","","69015","","","0","0"
"","93","1","5146069","","","69016","","","0",""
"","3","131311","5146069","","","69017","0.2","","riri_talk_noface","1"
"","3","1313","5146069","","","69018","0.2","","riri_talk_noface","1"
"","3","131411","5146069","","","69019","0.2","","idle_normal_surprise_lookupS","1"
"","3","1314","5146069","","","69020","0.2","","idle_normal_surprise_lookupS","1"
"0","21","vo_apg","5146069","","","69021","","","vo_apg_0901","0"
"1","11","131311","5146069","1","0","69022","0","0","璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","7"
"","91","0","5146069","","","69023","","","",""
"","3","131311","5146069","","","69024","0.2","","riri_idle_lookup","1"
"","3","1313","5146069","","","69025","0.2","","riri_idle_lookup","1"
"","3","21","5146069","","","69026","0","","coffee_2_in","0"
"","23","se_10055900","5146069","","","69027","","","se_10055900_photo","0"
"","93","0.1","5146069","","","69028","","","0",""
"talk_normal_joy_lookup","3","131411","5146069","1","","69029","0.2","0.2","idle_normal_surprise_lookup","0"
"talk_normal_joy_lookup","3","1314","5146069","1","","69030","0.2","0.2","idle_normal_surprise_lookup","0"
"0","21","vo_apg","5146069","","","69031","","","vo_apg_0902","0"
"1","11","131411","5146069","1","0","69032","0","0","咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","7"
"","91","0","5146069","","","69033","","","",""
"","3","131311","5146069","","","69034","0.2","","riri_idle_surprise","1"
"","3","1313","5146069","","","69035","0.2","","riri_idle_surprise","1"
"","3","131411","5146069","","","69036","0.2","","idle_normal_surprise","1"
"","3","1314","5146069","","","69037","0.2","","idle_normal_surprise","1"
"talk_normal_joy","3","130911","5146069","1","","69038","0.2","0.2","handsup_to_talk","0"
"","3","98","5146069","","","69039","0.2","0.2","handsup","1"
"0","21","vo_apg","5146069","","","69040","","","vo_apg_0903","0"
"1","11","130911","5146069","1","0","69041","0","0","恭喜恭喜妳們！！\n真虧妳們能發現！","6"
"","91","0","5146069","","","69042","","","",""
"","3","130911","5146069","","","69043","0.2","","joy_talk_anger","1"
"0","21","vo_apg","5146069","","","69044","","","vo_apg_0904","0"
"1","11","130911","5146069","1","0","69045","0","0","這個就是！\n「隱藏卡巴邦」哦♪","7"
"","91","0","5146069","","","69046","","","",""
"","3","130911","5146069","","","69047","0.2","","joy_idle_doya","1"
"notice_loop_shy","3","131311","5146069","1","","69048","0.2","0","notice_in_shy","0"
"notice_loop_shy","3","1313","5146069","1","","69049","0.2","0","notice_in_shy","0"
"","3","131411","5146069","","","69050","0.2","","surprise_talk_normal","1"
"","3","1314","5146069","","","69051","0.2","","surprise_talk_normal","1"
"0","21","vo_apg","5146069","","","69052","","","vo_apg_0905","0"
"","3","22","5146069","","","69053","0","","0905_in","0"
"","93","1.2","5146069","","","69054","","","1",""
"","3","22","5146069","","","69055","0","","0905_mid","0"
"","92","","5146069","","","69056","","","",""
"","3","22","5146069","","","69057","0","","0905_out","0"
"","93","0.2","5146069","","","69058","","","0",""
"","91","0","5146069","","","69059","","","",""
"","3","131311","5146069","","","69060","0.2","","riri_sad_talk_dead","1"
"","3","1313","5146069","","","69061","0.2","","riri_sad_talk_dead","1"
"","3","131411","5146069","","","69062","0.2","","surprise_idle","1"
"","3","1314","5146069","","","69063","0.2","","surprise_idle","1"
"","3","130911","5146069","","","69064","0.2","","idle_normal_surprise2","1"
"0","21","vo_apg","5146069","","","69065","","","vo_apg_0906","0"
"1","11","131311","5146069","1","0","69066","0","0","原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","9"
"","91","0","5146069","","","69067","","","",""
"","3","131311","5146069","","","69068","0.2","","riri_sad_idle","1"
"","3","1313","5146069","","","69069","0.2","","riri_sad_idle","1"
"talk_normal_dere","3","130911","5146069","1","","69070","0.2","0.2","watawata","0"
"talk_normal_dere","3","98","5146069","1","","69071","0.2","0.2","watawata","0"
"0","21","vo_apg","5146069","","","69072","","","vo_apg_0907","0"
"1","11","130911","5146069","1","0","69073","0","0","不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","8"
"","91","0","5146069","","","69074","","","",""
"","3","130911","5146069","","","69075","0.2","","idle_normal_noface","1"
"","3","98","5146069","","","69076","0.2","","idle_normal_kururu","1"
"","3","21","5146069","","","69077","0","","coffee_2_out","0"
"","3","131411","5146069","","","69078","0.2","","clear_wish_talk_joy","1"
"","3","1314","5146069","","","69079","0.2","","clear_wish_talk_joy","1"
"0","21","vo_apg","5146069","","","69080","","","vo_apg_0908","0"
"1","11","131411","5146069","1","0","69081","0","0","哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","8"
"","91","0","5146069","","","69082","","","",""
"","3","131411","5146069","","","69083","0.2","","clear_wish_idle","1"
"","3","1314","5146069","","","69084","0.2","","clear_wish_idle","1"
"","3","131311","5146069","","","69085","0.2","","guts2_talk_joy3","1"
"","3","1313","5146069","","","69086","0.2","","guts2_talk_joy3","1"
"0","21","vo_apg","5146069","","","69087","","","vo_apg_0909","0"
"1","11","131311","5146069","1","0","69088","0","0","好的，璃亞！","8"
"","91","0","5146069","","","69089","","","",""
"","3","131311","5146069","","","69090","0.2","","riri_idle","1"
"","3","1313","5146069","","","69091","0.2","","riri_idle","1"
"","3","131411","5146069","","","69092","0.2","","clear_wish_idle_normal","1"
"","3","1314","5146069","","","69093","0.2","","clear_wish_idle_normal","1"
"","3","130911","5146069","","","69094","0.2","","talk_normal_anger","1"
"","3","98","5146069","","","69095","0.2","","talk_normal","1"
"0","21","vo_apg","5146069","","","69096","","","vo_apg_0910","0"
"1","11","130911","5146069","1","0","69097","0","0","那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","8"
"","91","0","5146069","","","69098","","","",""
"","3","130911","5146069","","","69099","0.2","","idle_normal_noface","1"
"","3","98","5146069","","","69100","0.2","","idle_normal_kururu","1"
"idle_normal_joy2","3","131311","5146069","1","","69101","0.2","0","riri_bow","0"
"idle_normal_joy2","3","1313","5146069","1","","69102","0.2","0","riri_bow","0"
"idle_normal_joy2","3","131411","5146069","1","","69103","0.2","0.2","clear_agree","0"
"idle_normal_joy2","3","1314","5146069","1","","69104","0.2","0.2","clear_agree","0"
"0","21","vo_apg","5146069","","","69105","","","vo_apg_0911","0"
"","3","22","5146069","","","69106","0","","0911_in","0"
"","93","0.9","5146069","","","69107","","","1",""
"","3","22","5146069","","","69108","0","","0911_mid","0"
"","92","","5146069","","","69109","","","",""
"","3","22","5146069","","","69110","0","","0911_out","0"
"","93","0.2","5146069","","","69111","","","0",""
"","91","0","5146069","","","69112","","","",""
"","4","130911","5146069","","","69113","","","0",""
"","4","98","5146069","","","69114","","","0",""
"","3","131311","5146069","","","69115","0.2","","walk_normal_slow","1"
"","3","1313","5146069","","","69116","0.2","","walk_normal_slow","1"
"","3","131411","5146069","","","69117","0.2","","walk_normal_slow","1"
"","3","1314","5146069","","","69118","0.2","","walk_normal_slow","1"
"","3","130911","5146069","","","69119","0.2","","walk_kyapi_slow","1"
"","3","98","5146069","","","69120","0.2","","walk_kyapi_slow","1"
"1.5","2","131311","5146069","0","","69121","","","-75","-278"
"1.5","2","1313","5146069","0","","69122","","","-75","-278"
"1.5","2","131411","5146069","0","","69123","","","-225","-288"
"1.5","2","1314","5146069","0","","69124","","","-225","-288"
"1.5","2","130911","5146069","0","","69125","","","325","-278"
"","93","1.5","5146069","","","69126","","","0",""
"","4","131311","5146069","","","69127","","","1",""
"","4","1313","5146069","","","69128","","","1",""
"","4","130911","5146069","","","69129","","","1",""
"","3","131311","5146069","","","69130","0.2","","idle_normal_surprise","1"
"","3","1313","5146069","","","69131","0.2","","idle_normal_surprise","1"
"notice_loop_dere","3","131411","5146069","1","","69132","0.2","0","notice_in_dere","0"
"notice_loop_dere","3","1314","5146069","1","","69133","0.2","0","notice_in_dere","0"
"","3","130911","5146069","","","69134","0.2","","idle_normal_surprise","1"
"0","21","vo_apg","5146069","","","69135","","","vo_apg_0912","0"
"1","11","131411","5146069","1","0","69136","0","0","……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","11"
"","91","0","5146069","","","69137","","","",""
"","3","130911","5146069","","","69138","0.2","","hawawa","0"
"0","21","vo_apg","5146069","","","69139","","","vo_apg_0913","0"
"1","11","130911","5146069","1","0","69140","-30","0","哈哇哇！？","8"
"","91","0","5146069","","","69141","","","",""
"","3","130911","5146069","","","69142","0.1","","bowbowbow","0"
"","4","131311","5146069","","","69143","","","0",""
"","4","1313","5146069","","","69144","","","0",""
"","3","131311","5146069","","","69145","0.2","","riri_talk_noervous","1"
"","3","1313","5146069","","","69146","0.2","","riri_talk_noervous","1"
"clear_smile_idle","3","131411","5146069","1","","69147","0.2","0","clear_smile_in","0"
"clear_smile_idle","3","1314","5146069","1","","69148","0.2","0","clear_smile_in","0"
"0","12","131311","5146069","0","0","69149","0","0","2","2"
"0","12","131411","5146069","0","0","69150","0","0","2","2"
"0","12","130911","5146069","0","0","69151","-30","0","2","2"
"","93","2","5146069","","","69152","","","0",""
"","101","69154","5146069","","","69153","","","",""
"","22","0","5146069","","","69154","","","0.2",""
"0","1","1","5146070","-278","walk_normal_joy","70001","1.8","1","102111","106"
"-195","5","1","5146070","-278","idle_normal","70002","1.8","0","99","107"
"195","1","1","5146070","-278","idle_normal_noface","70003","1.8","1","130911","108"
"195","5","1","5146070","-278","idle_normal_kururu","70004","1.8","1","98","109"
"","13","102111","5146070","","","70005","","","206",""
"","13","130911","5146070","","","70006","","","208",""
"0","5","10","5146070","-174","idle","70007","0.85","0","10","15"
"-237","5","20","5146070","48","empty","70008","1","0","20","290"
"0","31","1","5146070","1","","70009","1","","1","0"
"-57.7","31","2","5146070","1","","70010","1","","2","0"
"","37","2","5146070","","","70011","","","black",""
"-278","31","14","5146070","1","","70012","0","","14","-176"
"","91","0","5146070","","","70013","","","0",""
"","102","0","5146070","","","70014","","","0","0"
"","93","0.4","5146070","","","70015","","","0",""
"","37","2","5146070","","","70016","","","iris_out",""
"2","2","102111","5146070","0","","70017","","","-195","-278"
"","93","2","5146070","","","70018","","","0",""
"","4","102111","5146070","","","70019","","","0",""
"","3","102111","5146070","","","70020","0.2","","idle_normal_joy","1"
"","3","99","5146070","","","70021","0.2","","idle_normal_joy","1"
"","93","0.1","5146070","","","70022","","","0",""
"","3","102111","5146070","","","70023","0.2","","wish_talk_noface","1"
"","3","99","5146070","","","70024","0.2","","kurumi_wish_talk","1"
"0","21","vo_apg","5146070","","","70025","","","vo_apg_1001","0"
"1","11","102111","5146070","1","0","70026","0","0","哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","7"
"","91","0","5146070","","","70027","","","",""
"sad_talk_normal","3","102111","5146070","1","","70028","0.2","0.2","notice_in_normal2","0"
"sad_talk","3","99","5146070","1","","70029","0.2","0.2","notice_in","0"
"0","21","vo_apg","5146070","","","70030","","","vo_apg_1002","0"
"1","11","102111","5146070","1","0","70031","0","0","對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","10"
"","91","0","5146070","","","70032","","","",""
"","3","102111","5146070","","","70033","0.2","","talk_normal_noface","1"
"","3","99","5146070","","","70034","0.2","","kurumi_talk_normal","1"
"0","21","vo_apg","5146070","","","70035","","","vo_apg_1003","0"
"1","11","102111","5146070","1","0","70036","0","0","庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","9"
"","91","0","5146070","","","70037","","","",""
"","3","102111","5146070","","","70038","0.2","","idle_normal_noface","1"
"","3","99","5146070","","","70039","0.2","","kurumi_idle_normal","1"
"","3","130911","5146070","","","70040","0.2","","kururu_wish_talk_joy","1"
"","3","98","5146070","","","70041","0.2","","kururu_wish_talk_joy","1"
"0","21","vo_apg","5146070","","","70042","","","vo_apg_1004","0"
"1","11","130911","5146070","1","0","70043","0","0","哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","7"
"","91","0","5146070","","","70044","","","",""
"","3","130911","5146070","","","70045","0.2","","kururu_wish_idle_surprise","1"
"","3","98","5146070","","","70046","0.2","","kururu_wish_idle_light","1"
"","3","102111","5146070","","","70047","0.2","","surprise_talk_dere","1"
"","3","99","5146070","","","70048","0.2","","surprise_talk_dere","1"
"0","21","vo_apg","5146070","","","70049","","","vo_apg_1005","0"
"1","11","102111","5146070","1","0","70050","0","0","大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","9"
"","91","0","5146070","","","70051","","","",""
"","22","0","5146070","","","70052","","","0",""
"kurumi_witch_loop","3","102111","5146070","1","","70053","0.2","0","kurumi_witch_in","0"
"kurumi_witch_loop","3","99","5146070","1","","70054","0.2","0","kurumi_witch_in","0"
"","93","0.3","5146070","","","70055","","","0",""
"1.05","121","0","5146070","0","","70056","0","","20","1.05"
"","37","2","5146070","","","70057","","","fade105_in",""
"","122","30","5146070","","","70058","","","30","0.5"
"","3","130911","5146070","","","70059","0","","kururu_wish_doteyes_static","1"
"0","21","vo_apg","5146070","","","70060","","","vo_apg_1006","0"
"","3","20","5146070","","","70061","0","","1006_in","0"
"","93","1.2","5146070","","","70062","","","1",""
"","3","20","5146070","","","70063","0","","1006_mid","0"
"","92","","5146070","","","70064","","","",""
"","3","20","5146070","","","70065","0","","1006_out","0"
"","93","0.2","5146070","","","70066","","","0",""
"idle_normal","3","102111","5146070","1","","70067","0.2","0","kurumi_witch_out","0"
"idle_normal","3","99","5146070","1","","70068","0.2","0","kurumi_witch_out","0"
"0","2","20","5146070","0","","70069","","","305","-45"
"","37","2","5146070","","","70070","","","fade105_out",""
"1","121","0","5146070","0","","70071","0","","0","1"
"","122","30","5146070","","","70072","","","30","0.5"
"kururu_scared_idle","3","130911","5146070","1","","70073","0.2","0","kururu_scared_in","0"
"0","21","vo_apg","5146070","","","70074","","","vo_apg_1007","0"
"","3","20","5146070","","","70075","0","","1007_in","0"
"","93","1.2","5146070","","","70076","","","1",""
"","3","20","5146070","","","70077","0","","1007_mid","0"
"","92","","5146070","","","70078","","","",""
"","3","20","5146070","","","70079","0","","1007_out","0"
"","93","0.2","5146070","","","70080","","","0",""
"","3","20","5146070","","","70081","0","","empty","0"
"","3","102111","5146070","","","70082","0.2","","worry_talk_lookdown","1"
"","3","99","5146070","","","70083","0.2","","worry_talk_lookdown","1"
"0","21","vo_apg","5146070","","","70084","","","vo_apg_1008","0"
"1","11","102111","5146070","1","0","70085","0","0","對……對不起……\n妳沒事吧……？","8"
"","91","0","5146070","","","70086","","","",""
"","3","130911","5146070","","","70087","0.2","","kururu_scared_talk_dere","1"
"","3","98","5146070","","","70088","0.2","","kururu_scared_talk_dere","1"
"0","21","vo_apg","5146070","","","70089","","","vo_apg_1009","0"
"1","11","130911","5146070","1","0","70090","-10","-60","不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","10"
"","91","0","5146070","","","70091","","","",""
"","3","130911","5146070","","","70092","0.2","","kururu_scared_idle_noface","1"
"","3","98","5146070","","","70093","0.2","","kururu_scared_idle","1"
"","3","102111","5146070","","","70094","0.2","","anger_talk_dere_red","1"
"","3","99","5146070","","","70095","0.2","","anger_talk_dere_red","1"
"0","21","vo_apg","5146070","","","70096","","","vo_apg_1010","0"
"1","11","102111","5146070","1","0","70097","0","0","……竟、竟然說我是天才……","10"
"","91","0","5146070","","","70098","","","",""
"","22","0","5146070","","","70099","","","0",""
"","32","14","5146070","","","70100","","","1",""
"kurumi_shy_loop","3","102111","5146070","1","","70101","0.2","0","kurumi_shy_in","0"
"kurumi_shy_loop","3","99","5146070","1","","70102","0.2","0","kurumi_shy_in","0"
"","93","2.5","5146070","","","70103","","","0",""
"","3","130911","5146070","","","70104","0.2","","kururu_scared_talk_dere","1"
"","3","98","5146070","","","70105","0.2","","kururu_scared_talk_dere","1"
"0","21","vo_apg","5146070","","","70106","","","vo_apg_1011","0"
"1","11","130911","5146070","1","0","70107","-10","-60","……那個","13"
"","91","0","5146070","","","70108","","","",""
"","3","130911","5146070","","","70109","0.2","","kururu_scared_talk_nervous","1"
"kururu_scared_talk_sweat_loop","3","98","5146070","1","","70110","0","0","kururu_scared_talk_sweat_in","0"
"0","21","vo_apg","5146070","","","70111","","","vo_apg_1012","0"
"1","11","130911","5146070","1","0","70112","-10","-60","我嚇到腳軟了……","7"
"","91","0","5146070","","","70113","","","",""
"","101","70115","5146070","","","70114","","","",""
"","22","0","5146070","","","70115","","","0.2",""
"-1100","1","1","5146071","-278","idle_normal","71001","1.8","0","130911","110"
"-193","5","11","5146071","-233","idle","71002","0.5","0","8","106"
"267","5","12","5146071","-233","idle","71003","0.6","0","9","107"
"","13","130911","5146071","","","71004","","","210",""
"","13","8","5146071","","","71005","","","206",""
"","13","9","5146071","","","71006","","","207",""
"0","5","10","5146071","-174","idle","71007","0.85","0","10","15"
"0","31","1","5146071","1","","71008","1","","1","0"
"0","31","2","5146071","1","","71009","0","","2","0"
"-278","31","14","5146071","1","","71010","0","","14","0"
"0","31","17","5146071","1","","71011","0","","17","0"
"0","31","18","5146071","1","","71012","0","","18","0"
"","91","0","5146071","","","71013","","","0",""
"","102","0","5146071","","","71014","","","0","0"
"","93","0.2","5146071","","","71015","","","0",""
"","32","17","5146071","","","71016","","","1",""
"","93","0.5","5146071","","","71017","","","0",""
"","93","0","5146071","","","71018","","","0",""
"","93","3.5","5146071","","","71019","","","0",""
"0","12","8","5146071","0","0","71020","0","0","12","2.2"
"0","12","9","5146071","0","0","71021","0","0","12","2.2"
"","3","8","5146071","","","71022","0.6","","lookup","1"
"","3","9","5146071","","","71023","0.6","","lookdown","1"
"3","2","130911","5146071","0","","71024","","","-380","-278"
"","3","130911","5146071","","","71025","0.2","","walk_normal","1"
"","93","3","5146071","","","71026","","","0",""
"","3","130911","5146071","","","71027","0.2","","kururu_surprise_talk","1"
"0","21","vo_apg","5146071","","","71028","","","vo_apg_1101","0"
"1","11","130911","5146071","1","0","71029","0","0","等候參加新吉祥物徵選會的\n怪奇怪靈先生～","7"
"","91","0","5146071","","","71030","","","",""
"1.1","121","0","5146071","0","","71031","0","","20","1.1"
"","32","2","5146071","","","71032","","","1",""
"","37","2","5146071","","","71033","","","fade105_in",""
"","122","50","5146071","","","71034","","","50","0.5"
"","32","18","5146071","","","71035","","","1",""
"","23","se_10055900","5146071","","","71036","","","se_10055900_bachibachi","0"
"shock_loop_surprise2","3","130911","5146071","1","","71037","0.2","0","shock_in_surprise2","0"
"0","21","vo_apg","5146071","","","71038","","","vo_apg_1102","0"
"1","11","130911","5146071","1","0","71039","-20","0","咦咦咦！？\n競爭的火花劈哩啪啦！？","9"
"","91","0","5146071","","","71040","","","",""
"","22","0","5146071","","","71041","","","0",""
"","32","18","5146071","","","71042","","","0",""
"","37","2","5146071","","","71043","","","fade105_out",""
"1","121","0","5146071","0.5","","71044","11","","0","1"
"","3","130911","5146071","","","71045","0.2","","walk_jog_sad_quick","1"
"","3","8","5146071","","","71046","0.4","","idle","1"
"","3","9","5146071","","","71047","0.4","","idle","1"
"0.5","2","130911","5146071","0","","71048","","","0","-278"
"","93","0.3","5146071","","","71049","","","0",""
"","3","8","5146071","","","71050","0.4","","idle","1"
"","3","9","5146071","","","71051","0.4","","idle","1"
"","93","0.2","5146071","","","71052","","","0",""
"","4","130911","5146071","","","71053","","","1",""
"","3","130911","5146071","","","71054","0","","kururu_worry_talk_lookdown","1"
"0","21","vo_apg","5146071","","","71055","","","vo_apg_1103","0"
"1","11","130911","5146071","1","0","71056","0","0","卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","7"
"","91","0","5146071","","","71057","","","",""
"","4","130911","5146071","","","71058","","","0",""
"","3","130911","5146071","","","71059","0","","kururu_worry_talk_lookup","1"
"0","21","vo_apg","5146071","","","71060","","","vo_apg_1104","0"
"1","11","130911","5146071","1","0","71061","0","0","但、但是但是，有時候勁敵角色\n也會更受歡迎……","8"
"","91","0","5146071","","","71062","","","",""
"1.15","121","0","5146071","10","","71063","10","","40","1.15"
"","32","14","5146071","","","71064","","","1",""
"","22","0","5146071","","","71065","","","0",""
"","4","130911","5146071","","","71066","","","0",""
"","3","130911","5146071","","","71067","0.2","","kururu_wish_idle_search","1"
"0","12","8","5146071","0","0","71068","0","0","12","3"
"0","12","9","5146071","0","0","71069","0","0","12","3"
"","93","4","5146071","","","71070","","","0",""
"","32","14","5146071","","","71071","","","0",""
"approach_loop","3","8","5146071","1","","71072","0.2","0","approach_in","0"
"approach_loop","3","9","5146071","1","","71073","0.2","0","approach_in","0"
"0.8","6","8","5146071","1","","71074","0.6","10","0.8","0.8"
"0.8","6","9","5146071","1","","71075","0.6","10","0.8","0.8"
"","93","0.6","5146071","","","71076","","","0",""
"kururu_down_loop","3","130911","5146071","1","","71077","0.2","0","kururu_down_in","0"
"0","21","vo_apg","5146071","","","71078","","","vo_apg_1105","0"
"1","11","130911","5146071","1","0","71079","0","0","噫噫噫……","13"
"","91","0","5146071","","","71080","","","",""
"","101","71082","5146071","","","71081","","","",""
"","22","0","5146071","","","71082","","","0.2",""
