0f99f35d06a3af66b3a315aad2940085383e155b942b2fc22a59c1198e1ffb35,d454ab945134417e8422b5893f2bee6d3405ef980e9460c880c1fb99eb788b80,5c0c4579fedae35e3fe8ba83fa8b5f3e44aff8ac91f925902d1bd345e7e8a5b4,545334dad5930628f7b2ce0729c1825902e5c4f833868eb529b07a32c57c218d,a3ce732fd9533023a9349d1cd0fcbbf21644e149ebd24227d1162cd942c5490b,86fe894bd836d5d2cbbd2cf520143a36ce351ed5fc40c9596853726eff716cd3,06d8695411b22aef92074bac265c5abf3b02dc9511f678c7c210cfa0bb4c5a56,7c5caf7f244a844bedaeb3405334768f9465dad4a48290280d1c41bcfeeb4834,bdd45d92f4204b0e7347e19056ac0c443c9666c84c80b58e5c2d8b1746bd3aee,9f8cefcbf0940d6a1b1634aa07f7c23f1fd84a3309cded54fc5c6c7e3eeb7ab2,a4779369d8f3358c6786ee37847df9920a7b02a4152ac02f8ec10ff7620e2bf6
"","","103611","1009811","","","0.2","1","lsv_idle_wish","3","1009811102"
"0","0","102011","1009811","0","0","0","1","6","12","1009811103"
"","","102011","1009811","","","0.2","1","lsv_talk_memory_dere2","3","1009811104"
"","","3","1009811","","","","","0","93","1009811105"
"","","102011","1009811","","","0.2","1","lsv_idle_joy","3","1009811106"
"","","1009811095","1009811","","","","","","101","1009811107"
"1","0","333","1009811","0","","1","1","1","6","1009811108"
"","","102011","1009811","","","","","1","4","1009811109"
"","","102011","1009811","","","0.2","1","lsv_run","3","1009811110"
"0.8","0","102011","1009811","","","","-235","-750","2","1009811111"
"","","103611","1009811","","","","","0","4","1009811112"
"","","103611","1009811","","","0.2","1","lsv_run","3","1009811113"
"0.8","0","103611","1009811","","","","-220","750","2","1009811114"
"","","100411","1009811","","","","","0","4","1009811115"
"","","100411","1009811","","","0.2","1","lsv_run","3","1009811116"
"0.8","0","100411","1009811","","","","-250","850","2","1009811117"
"","","0.6","1009811","","","","","","93","1009811118"
"1","0","102011","1009811","0","","0.2","1","1","6","1009811119"
"1","0","103611","1009811","0","","0.2","1","1","6","1009811120"
"1","0","100411","1009811","0","","0.2","1","1","6","1009811121"
"","","0","1009811","","","","","","91","1009811122"
"-750","-235","1","1009812","0","lsv_idle_normal","1.95","102","103611","1","1009812001"
"650","-220","1","1009812","1","lsv_idle_normal","1.95","100","100411","1","1009812002"
"750","-250","1","1009812","1","lsv_idle_normal","1.95","101","102011","1","1009812003"
"0","0","1","1009812","0","lsv_white_loop","1","0","333","5","1009812004"
"1","0","333","1009812","0","","0","1","1","6","1009812005"
"1","0","103611","1009812","0","","0","1","1","6","1009812006"
"1","0","100411","1009812","0","","0","1","1","6","1009812007"
"1","0","102011","1009812","0","","0","1","1","6","1009812008"
"0","","103611","1009812","","","","0","2","7","1009812009"
"0.5","0","103611","1009812","","","","-235","-750","2","1009812010"
"10","0.8","1","1009812","","","0","-140","16","31","1009812011"
"0","","16","1009812","","","","0","2","34","1009812012"
"","","1","1009812","","","","","0","93","1009812013"
"1","0.4","333","1009812","0","","0.8","1","1","6","1009812014"
"lsv_see_think","1","103611","1009812","0","","0.2","0","lsv_see_think_pre","3","1009812015"
"1.1","0","103611","1009812","","","","-235","-600","2","1009812016"
"1","1","103611","1009812","0","","0.4","1","1","6","1009812017"
"","","1","1009812","","","","","","93","1009812018"
"","","16","1009812","","","","","1","32","1009812019"
"","","0","1009812","","","","","","91","1009812020"
"0","80","103611","1009812","","","","260","240","94","1009812021"
"","","16","1009812","","","","","0","32","1009812022"
"0","","103611","1009812","","","","2","0","7","1009812023"
"","","103611","1009812","","","0.2","1","lsv_walk","3","1009812024"
"2","0","103611","1009812","","","","-235","-250","2","1009812025"
"","","100411","1009812","","","0.2","1","lsv_walk_joy","3","1009812026"
"2","0","100411","1009812","","","","-220","100","2","1009812027"
"1","1","100411","1009812","0","","0.4","1","1","6","1009812028"
"","","102011","1009812","","","0.2","1","lsv_walk","3","1009812029"
"2","0","102011","1009812","","","","-250","270","2","1009812030"
"1","1","102011","1009812","0","","0.4","1","1","6","1009812031"
"","","2","1009812","","","","","","93","1009812032"
"","","103611","1009812","","","0.2","1","lsv_idle_normal","3","1009812033"
"","","100411","1009812","","","0.2","1","lsv_idle_joy","3","1009812034"
"","","102011","1009812","","","0.2","1","lsv_idle_normal","3","1009812035"
"","","0.5","1009812","","","","","","93","1009812036"
"","","0","1009812","","","","","","91","1009812037"
"","","103611","1009812","","","0.2","1","lsv_talk_normal_sad","3","1009812038"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1221","21","1009812039"
"1","1","103611","1009812","0","0","0","10","寫說是祕密……\n但答案已經畫出來了吧？","11","1009812040"
"","","0","1009812","","","","","","91","1009812041"
"","","103611","1009812","","","0.2","1","lsv_idle_normal_sad","3","1009812042"
"","","102011","1009812","","","0.2","1","lsv_talk_sad","3","1009812043"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1222","21","1009812044"
"1","1","102011","1009812","0","0","0","10","禊\n對哥哥\n惡作劇了嗎？","11","1009812045"
"","","0","1009812","","","","","","91","1009812046"
"","","102011","1009812","","","0.2","1","lsv_idle_sad","3","1009812047"
"lsv_talk_cool_joy_loop","1","100411","1009812","0.2","","0","0","lsv_talk_cool_joy","3","1009812048"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1223","21","1009812049"
"1","1","100411","1009812","0","0","0","10","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","11","1009812050"
"","","0","1009812","","","","","","91","1009812051"
"","","100411","1009812","","","0.2","1","lsv_talk_cool_joy_loop","3","1009812052"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1224","21","1009812053"
"1","1","100411","1009812","0","0","0","10","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","11","1009812054"
"","","0","1009812","","","","","","91","1009812055"
"","","100411","1009812","","","0.2","1","lsv_idle_cool_joy","3","1009812056"
"","","103611","1009812","","","0.2","1","lsv_talk_bitter_sad","3","1009812057"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1225","21","1009812058"
"1","1","103611","1009812","0","0","0","10","禊到底教了些什麼啊？\n真叫人不安……","11","1009812059"
"","","0","1009812","","","","","","91","1009812060"
"","","103611","1009812","","","0.2","1","lsv_idle_bitter_sad","3","1009812061"
"lsv_look_idle_normal","1","103611","1009812","0.2","","0","0","lsv_choice","3","1009812062"
"lsv_look_idle_normal","1","100411","1009812","0.2","","0","0","lsv_choice","3","1009812063"
"lsv_look_idle_normal","1","102011","1009812","0.2","","0","0","lsv_choice","3","1009812064"
"","","0.1","1009812","","","","","0","93","1009812065"
"0.33","2","103611","1009812","0.2","","","-235","-452","2","1009812066"
"0.33","2","100411","1009812","0.2","","","-220","420","2","1009812067"
"0.33","2","102011","1009812","0.2","","","-250","545","2","1009812068"
"","","0","1009812","","","0.2","1","0","22","1009812069"
"","","地洞陷阱的作法之類的？","1009812","","","","0","1009812073","103","1009812070"
"","","逃跑講座之類的？","1009812","","","","0","1009812097","103","1009812071"
"","","假哭的方法之類的？","1009812","","","","0","1009812121","103","1009812072"
"lsv_idle_normal","1","103611","1009812","0.2","","0","0","lsv_choice","3","1009812073"
"lsv_idle_normal","1","100411","1009812","0.2","","0","0","lsv_choice","3","1009812074"
"lsv_idle_normal","1","102011","1009812","0.2","","0","0","lsv_choice","3","1009812075"
"","","0.1","1009812","","","","","0","93","1009812076"
"0.33","2","103611","1009812","0.2","","","-235","-200","2","1009812077"
"0.33","2","100411","1009812","0.2","","","-220","100","2","1009812078"
"0.33","2","102011","1009812","0.2","","","-250","270","2","1009812079"
"","","0.7","1009812","","","","","0","93","1009812080"
"lsv_talk_surprise_R2","1","102011","1009812","0.2","","0","0","lsv_surprise_R2","3","1009812081"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1226","21","1009812082"
"1","1","102011","1009812","0","0","0","10","咦咦？\n地洞陷阱有點危險耶～","11","1009812083"
"","","0","1009812","","","","","","91","1009812084"
"","","102011","1009812","","","0.2","1","lsv_idle_surprise","3","1009812085"
"","","100411","1009812","","","0.2","1","lsv_talk_bitter","3","1009812086"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1227","21","1009812087"
"1","1","100411","1009812","0","0","0","10","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","11","1009812088"
"","","0","1009812","","","","","","91","1009812089"
"","","100411","1009812","","","0.2","1","lsv_idle_bitter","3","1009812090"
"lsv_talk_cool_sad_loop","1","103611","1009812","0.2","","0","0","lsv_talk_cool_sad","3","1009812091"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1228","21","1009812092"
"1","1","103611","1009812","0","0","0","10","所以有嘗試過啊……","11","1009812093"
"","","0","1009812","","","","","","91","1009812094"
"","","103611","1009812","","","0.2","1","lsv_idle_normal_sad","3","1009812095"
"","","1009812145","1009812","","","","","","101","1009812096"
"lsv_idle_normal","1","103611","1009812","0.2","","0","0","lsv_choice","3","1009812097"
"lsv_idle_normal","1","100411","1009812","0.2","","0","0","lsv_choice","3","1009812098"
"lsv_idle_normal","1","102011","1009812","0.2","","0","0","lsv_choice","3","1009812099"
"","","0.1","1009812","","","","","0","93","1009812100"
"0.33","2","103611","1009812","0.2","","","-235","-200","2","1009812101"
"0.33","2","100411","1009812","0.2","","","-220","100","2","1009812102"
"0.33","2","102011","1009812","0.2","","","-250","270","2","1009812103"
"","","0.7","1009812","","","","","0","93","1009812104"
"lsv_exactly_joy_loop","1","100411","1009812","0.2","","0","0","lsv_exactly_joy_in","3","1009812105"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1229","21","1009812106"
"1","1","100411","1009812","0","0","0","10","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","11","1009812107"
"","","0","1009812","","","","","","91","1009812108"
"","","100411","1009812","","","0.2","1","lsv_idle_joy","3","1009812109"
"","","103611","1009812","","","0.2","1","lsv_talk_thinking","3","1009812110"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1230","21","1009812111"
"1","1","103611","1009812","0","0","0","10","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","11","1009812112"
"","","0","1009812","","","","","","91","1009812113"
"","","103611","1009812","","","0.2","1","lsv_idle_thinking_anger","3","1009812114"
"","","102011","1009812","","","0.2","1","lsv_talk_wish_joy","3","1009812115"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1231","21","1009812116"
"1","1","102011","1009812","0","0","0","10","擅長賽跑的小繆\n也很可愛呢～","11","1009812117"
"","","0","1009812","","","","","","91","1009812118"
"","","102011","1009812","","","0.2","1","lsv_idle_wish_joy","3","1009812119"
"","","1009812145","1009812","","","","","","101","1009812120"
"lsv_idle_normal","1","103611","1009812","0.2","","0","0","lsv_choice","3","1009812121"
"lsv_idle_normal","1","100411","1009812","0.2","","0","0","lsv_choice","3","1009812122"
"lsv_idle_normal","1","102011","1009812","0.2","","0","0","lsv_choice","3","1009812123"
"","","0.1","1009812","","","","","0","93","1009812124"
"0.33","2","103611","1009812","0.2","","","-235","-200","2","1009812125"
"0.33","2","100411","1009812","0.2","","","-220","100","2","1009812126"
"0.33","2","102011","1009812","0.2","","","-250","270","2","1009812127"
"","","0.7","1009812","","","","","0","93","1009812128"
"","","100411","1009812","","","0.2","1","lsv_idle_sad3","3","1009812129"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1232","21","1009812130"
"1","1","100411","1009812","0","0","0","10","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","11","1009812131"
"","","0","1009812","","","","","","91","1009812132"
"","","100411","1009812","","","0.2","1","lsv_idle_sad3","3","1009812133"
"","","102011","1009812","","","0.2","1","lsv_talk_sad3","3","1009812134"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1233","21","1009812135"
"1","1","102011","1009812","0","0","0","10","哇哇……！\n禊，不要哭～","11","1009812136"
"","","0","1009812","","","","","","91","1009812137"
"","","102011","1009812","","","0.2","1","lsv_idle_sad","3","1009812138"
"lsv_talk_cool_sad_loop","1","103611","1009812","0.2","","0","0","lsv_talk_cool_sad","3","1009812139"
"0","","vo_lsv","1009812","","","","0","vo_lsv_1234","21","1009812140"
"1","1","103611","1009812","0","0","0","10","……這絕對是教了吧。\n真是的……","11","1009812141"
"","","0","1009812","","","","","","91","1009812142"
"","","103611","1009812","","","0.2","1","lsv_idle_cool_sad","3","1009812143"
"","","1009812145","1009812","","","","","","101","1009812144"
"","","0","1009812","","","","","","91","1009812145"
"","","","1009812","","","","","","102","1009812146"
"","","0","1009812","","","","","0.2","22","1009812147"
"","","0.2","1009812","","","","","","93","1009812148"
"0","0","100411","1009812","0","0","0","1","10","12","1009812149"
"lsv_eieio_loop","1","100411","1009812","0.2","","0","0","lsv_eieio","3","1009812150"
"","","3","1009812","","","","","0","93","1009812151"
"","","100411","1009812","","","0.2","1","lsv_idle_cool_joy","3","1009812152"
"0","0","102011","1009812","0","0","0","1","4","12","1009812153"
"lsv_talk_surprise","1","102011","1009812","0.2","","0","0","lsv_surprise","3","1009812154"
"","","3","1009812","","","","","0","93","1009812155"
"","","102011","1009812","","","0.2","1","lsv_idle_wish_joyR","3","1009812156"
"0","0","103611","1009812","0","0","0","1","2","12","1009812157"
"","","103611","1009812","","","0.2","1","lsv_talk_sad","3","1009812158"
"","","3","1009812","","","","","0","93","1009812159"
"","","103611","1009812","","","0.2","1","lsv_idle_sad","3","1009812160"
"","","1009812149","1009812","","","","","","101","1009812161"
"1","0","333","1009812","0","","1","1","1","6","1009812162"
"","","103611","1009812","","","","","1","4","1009812163"
"","","103611","1009812","","","0.2","1","lsv_run","3","1009812164"
"0.8","0","103611","1009812","","","","-235","-750","2","1009812165"
"","","100411","1009812","","","","","0","4","1009812166"
"","","100411","1009812","","","0.2","1","lsv_run","3","1009812167"
"0.8","0","100411","1009812","","","","-220","750","2","1009812168"
"","","102011","1009812","","","","","0","4","1009812169"
"","","102011","1009812","","","0.2","1","lsv_run","3","1009812170"
"0.8","0","102011","1009812","","","","-250","850","2","1009812171"
"","","0.6","1009812","","","","","","93","1009812172"
"1","0","103611","1009812","0","","0.2","1","1","6","1009812173"
"1","0","100411","1009812","0","","0.2","1","1","6","1009812174"
"1","0","102011","1009812","0","","0.2","1","1","6","1009812175"
"","","0","1009812","","","","","","91","1009812176"
"-750","-235","1","1009813","0","lsv_idle_normal","1.95","102","100411","1","1009813001"
"650","-220","1","1009813","1","lsv_idle_normal","1.95","100","103611","1","1009813002"
"750","-250","1","1009813","1","lsv_idle_normal","1.95","101","102011","1","1009813003"
"0","0","1","1009813","0","lsv_white_loop","1","0","333","5","1009813004"
"1","0","333","1009813","0","","0","1","1","6","1009813005"
"1","0","100411","1009813","0","","0","1","1","6","1009813006"
"1","0","103611","1009813","0","","0","1","1","6","1009813007"
"1","0","102011","1009813","0","","0","1","1","6","1009813008"
"0","","100411","1009813","","","","0","2","7","1009813009"
"0.5","0","100411","1009813","","","","-235","-750","2","1009813010"
"10","0.8","1","1009813","","","0","-140","16","31","1009813011"
"0","","16","1009813","","","","0","2","34","1009813012"
"","","1","1009813","","","","","0","93","1009813013"
"1","0.4","333","1009813","0","","0.8","1","1","6","1009813014"
"lsv_see_think","1","100411","1009813","0","","0.2","0","lsv_see_think_pre","3","1009813015"
"1.1","0","100411","1009813","","","","-235","-600","2","1009813016"
"1","1","100411","1009813","0","","0.4","1","1","6","1009813017"
"","","1","1009813","","","","","","93","1009813018"
"","","16","1009813","","","","","1","32","1009813019"
"","","0","1009813","","","","","","91","1009813020"
"0","80","100411","1009813","","","","260","240","94","1009813021"
"","","16","1009813","","","","","0","32","1009813022"
"0","","100411","1009813","","","","2","0","7","1009813023"
"","","100411","1009813","","","0.2","1","lsv_walk","3","1009813024"
"2","0","100411","1009813","","","","-235","-250","2","1009813025"
"","","103611","1009813","","","0.2","1","lsv_walk_joy","3","1009813026"
"2","0","103611","1009813","","","","-220","100","2","1009813027"
"1","1","103611","1009813","0","","0.4","1","1","6","1009813028"
"","","102011","1009813","","","0.2","1","lsv_walk","3","1009813029"
"2","0","102011","1009813","","","","-250","270","2","1009813030"
"1","1","102011","1009813","0","","0.4","1","1","6","1009813031"
"","","2","1009813","","","","","","93","1009813032"
"","","100411","1009813","","","0.2","1","lsv_idle_normal_talkR","3","1009813033"
"","","103611","1009813","","","0.2","1","lsv_idle_joy","3","1009813034"
"","","102011","1009813","","","0.2","1","lsv_idle_normal","3","1009813035"
"","","0.5","1009813","","","","","","93","1009813036"
"","","0","1009813","","","","","","91","1009813037"
"","","100411","1009813","","","0.2","1","lsv_talk_sad","3","1009813038"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1321","21","1009813039"
"1","1","100411","1009813","0","0","0","10","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","11","1009813040"
"","","0","1009813","","","","","","91","1009813041"
"","","100411","1009813","","","0.2","1","lsv_idle_surprise_talkR1","3","1009813042"
"lsv_talk_doya_loop","1","103611","1009813","0.2","","0","0","lsv_talk_doya","3","1009813043"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1322","21","1009813044"
"1","1","103611","1009813","0","0","0","10","因為今天我是老師啊。\n當然得像位老師才行！","11","1009813045"
"","","0","1009813","","","","","","91","1009813046"
"","","103611","1009813","","","0.2","1","lsv_idle_doya","3","1009813047"
"","","102011","1009813","","","0.2","1","lsv_talk_wish_joy","3","1009813048"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1323","21","1009813049"
"1","1","102011","1009813","0","0","0","10","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","11","1009813050"
"","","0","1009813","","","","","","91","1009813051"
"","","102011","1009813","","","0.2","1","lsv_idle_wish_joy","3","1009813052"
"","","103611","1009813","","","0.2","1","lsv_talk_cool_joy_loop","3","1009813053"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1324","21","1009813054"
"1","1","103611","1009813","0","0","0","10","美美妳問得很好。\n那麼……\n在此要向各位提問。","11","1009813055"
"","","0","1009813","","","","","","91","1009813056"
"","","103611","1009813","","","0.2","1","lsv_idle_cool_joy","3","1009813057"
"lsv_talk_cool_sad_loop","1","100411","1009813","0.2","","0","0","lsv_talk_cool_sad","3","1009813058"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1325","21","1009813059"
"1","1","100411","1009813","0","0","0","10","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","11","1009813060"
"","","0","1009813","","","","","","91","1009813061"
"","","100411","1009813","","","0.2","1","lsv_idle_cool_sad","3","1009813062"
"lsv_look_idle_normal","1","100411","1009813","0.2","","0","0","lsv_choice","3","1009813063"
"lsv_look_idle_normal","1","103611","1009813","0.2","","0","0","lsv_choice","3","1009813064"
"lsv_look_idle_normal","1","102011","1009813","0.2","","0","0","lsv_choice","3","1009813065"
"","","0.1","1009813","","","","","0","93","1009813066"
"0.33","2","100411","1009813","0.2","","","-235","-452","2","1009813067"
"0.33","2","103611","1009813","0.2","","","-220","420","2","1009813068"
"0.33","2","102011","1009813","0.2","","","-250","545","2","1009813069"
"","","0","1009813","","","0.2","1","0","22","1009813070"
"","","好的老師！","1009813","","","","0","1009813074","103","1009813071"
"","","裝睡吧。","1009813","","","","0","1009813096","103","1009813072"
"","","要問我們什麼呢？","1009813","","","","0","1009813119","103","1009813073"
"lsv_idle_normal","1","100411","1009813","0.2","","0","0","lsv_choice","3","1009813074"
"lsv_idle_normal","1","103611","1009813","0.2","","0","0","lsv_choice","3","1009813075"
"lsv_idle_normal","1","102011","1009813","0.2","","0","0","lsv_choice","3","1009813076"
"","","0.1","1009813","","","","","0","93","1009813077"
"0.33","2","100411","1009813","0.2","","","-235","-200","2","1009813078"
"0.33","2","103611","1009813","0.2","","","-220","100","2","1009813079"
"0.33","2","102011","1009813","0.2","","","-250","270","2","1009813080"
"","","0.7","1009813","","","","","0","93","1009813081"
"lsv_surprise3_loop","1","100411","1009813","0.2","","0","0","lsv_surprise3","3","1009813082"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1326","21","1009813083"
"1","1","100411","1009813","0","0","0","10","竟然躍躍欲試！？","11","1009813084"
"","","0","1009813","","","","","","91","1009813085"
"","","103611","1009813","","","0.2","1","lsv_talk_thinking_joyR","3","1009813086"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1327","21","1009813087"
"1","1","103611","1009813","0","0","0","10","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","11","1009813088"
"","","0","1009813","","","","","","91","1009813089"
"","","103611","1009813","","","0.2","1","lsv_idle_thinking_joy1","3","1009813090"
"lsv_idle_joy","1","102011","1009813","0.2","","0","0","lsv_handsup_joy","3","1009813091"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1328","21","1009813092"
"1","1","102011","1009813","0","0","0","10","好的～我知道了。\n鏡華老師♪","11","1009813093"
"","","0","1009813","","","","","","91","1009813094"
"","","1009813143","1009813","","","","","","101","1009813095"
"lsv_idle_normal","1","100411","1009813","0.2","","0","0","lsv_choice","3","1009813096"
"lsv_idle_normal","1","103611","1009813","0.2","","0","0","lsv_choice","3","1009813097"
"lsv_idle_normal","1","102011","1009813","0.2","","0","0","lsv_choice","3","1009813098"
"","","0.1","1009813","","","","","0","93","1009813099"
"0.33","2","100411","1009813","0.2","","","-235","-200","2","1009813100"
"0.33","2","103611","1009813","0.2","","","-220","100","2","1009813101"
"0.33","2","102011","1009813","0.2","","","-250","270","2","1009813102"
"","","0.7","1009813","","","","","0","93","1009813103"
"lsv_sleep","1","100411","1009813","0.2","","0.2","0","lsv_look_idle_sad_wink","3","1009813104"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1329","21","1009813105"
"1","1","100411","1009813","0","0","0","10","就……\n就是這個！哥哥。\n……呼──呼──呼──","11","1009813106"
"","","0","1009813","","","","","","91","1009813107"
"","","100411","1009813","","","0.2","1","lsv_sleep","3","1009813108"
"lsv_exactly_loop","1","103611","1009813","0.2","","0","0","lsv_exactly_in","3","1009813109"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1330","21","1009813110"
"1","1","103611","1009813","0","0","0","10","嘿，那邊兩位同學！\n別在上課時睡覺！","11","1009813111"
"","","0","1009813","","","","","","91","1009813112"
"","","103611","1009813","","","0.2","1","lsv_idle_arm_crossed","3","1009813113"
"lsv_surprise3_pain_loop","1","102011","1009813","0.2","","0","0","lsv_surprise3_pain","3","1009813114"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1331","21","1009813115"
"1","1","102011","1009813","0","0","0","10","你們起來啦～！\n大家一起學習嘛～！","11","1009813116"
"","","0","1009813","","","","","","91","1009813117"
"","","1009813143","1009813","","","","","","101","1009813118"
"lsv_idle_normal","1","100411","1009813","0.2","","0","0","lsv_choice","3","1009813119"
"lsv_idle_normal","1","103611","1009813","0.2","","0","0","lsv_choice","3","1009813120"
"lsv_idle_normal","1","102011","1009813","0.2","","0","0","lsv_choice","3","1009813121"
"","","0.1","1009813","","","","","0","93","1009813122"
"0.33","2","100411","1009813","0.2","","","-235","-200","2","1009813123"
"0.33","2","103611","1009813","0.2","","","-220","100","2","1009813124"
"0.33","2","102011","1009813","0.2","","","-250","270","2","1009813125"
"","","0.7","1009813","","","","","0","93","1009813126"
"","","100411","1009813","","","0.2","1","lsv_talk_bitter_sad","3","1009813127"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1332","21","1009813128"
"1","1","100411","1009813","0","0","0","10","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","11","1009813129"
"","","0","1009813","","","","","","91","1009813130"
"","","100411","1009813","","","0.2","1","lsv_idle_bitter","3","1009813131"
"lsv_exactly_loop","1","103611","1009813","0.2","","0","0","lsv_exactly_in","3","1009813132"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1333","21","1009813133"
"1","1","103611","1009813","0","0","0","10","禊同學？\n不可以說老師\n是在扮演！","11","1009813134"
"","","0","1009813","","","","","","91","1009813135"
"","","103611","1009813","","","0.2","1","lsv_idle_arm_crossed","3","1009813136"
"","","102011","1009813","","","0.2","1","lsv_talk_surprise_talkjoy","3","1009813137"
"0","","vo_lsv","1009813","","","","0","vo_lsv_1334","21","1009813138"
"1","1","102011","1009813","0","0","0","10","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","11","1009813139"
"","","0","1009813","","","","","","91","1009813140"
"","","102011","1009813","","","0.2","1","lsv_idle_surprise_joy","3","1009813141"
"","","1009813143","1009813","","","","","","101","1009813142"
"","","0","1009813","","","","","","91","1009813143"
"","","","1009813","","","","","","102","1009813144"
"","","0","1009813","","","","","0.2","22","1009813145"
"","","0.2","1009813","","","","","","93","1009813146"
"0","0","102011","1009813","0","0","0","1","5","12","1009813147"
"","","102011","1009813","","","0.2","1","lsv_talk_surprise","3","1009813148"
"","","3","1009813","","","","","0","93","1009813149"
"","","102011","1009813","","","0.2","1","lsv_idle_surprise","3","1009813150"
"0","0","103611","1009813","0","0","0","1","10","12","1009813151"
"lsv_talk_arm_crossed_loop_joy","1","103611","1009813","0.2","","0","0","lsv_talk_arm_crossed_joy","3","1009813152"
"","","3","1009813","","","","","0","93","1009813153"
"","","103611","1009813","","","0.2","1","lsv_idle_cool_joy","3","1009813154"
"0","0","100411","1009813","0","0","0","1","2","12","1009813155"
"","","100411","1009813","","","0.2","1","lsv_talk_bitter","3","1009813156"
"","","3","1009813","","","","","0","93","1009813157"
"","","100411","1009813","","","0.2","1","lsv_idle_normal_talkR","3","1009813158"
"","","1009813147","1009813","","","","","","101","1009813159"
"1","0","333","1009813","0","","1","1","1","6","1009813160"
"","","100411","1009813","","","","","1","4","1009813161"
"","","100411","1009813","","","0.2","1","lsv_run","3","1009813162"
"0.8","0","100411","1009813","","","","-235","-750","2","1009813163"
"","","103611","1009813","","","","","0","4","1009813164"
"","","103611","1009813","","","0.2","1","lsv_run","3","1009813165"
"0.8","0","103611","1009813","","","","-220","750","2","1009813166"
"","","102011","1009813","","","","","0","4","1009813167"
"","","102011","1009813","","","0.2","1","lsv_run","3","1009813168"
"0.8","0","102011","1009813","","","","-250","850","2","1009813169"
"","","0.6","1009813","","","","","","93","1009813170"
"1","0","100411","1009813","0","","0.2","1","1","6","1009813171"
"1","0","103611","1009813","0","","0.2","1","1","6","1009813172"
"1","0","102011","1009813","0","","0.2","1","1","6","1009813173"
"","","0","1009813","","","","","","91","1009813174"
"-650","-235","1","1009814","0","lsv_idle_normal","1.95","102","122811","1","1009814001"
"650","-220","1","1009814","1","lsv_idle_normal","1.95","100","122911","1","1009814002"
"750","-250","1","1009814","1","lsv_idle_normal","1.95","101","122711","1","1009814003"
"0","0","1","1009814","0","lsv_white_loop","1","0","333","5","1009814004"
"1","0","333","1009814","0","","0","1","1","6","1009814005"
"1","0","122811","1009814","0","","0","1","1","6","1009814006"
"1","0","122911","1009814","0","","0","1","1","6","1009814007"
"1","0","122711","1009814","0","","0","1","1","6","1009814008"
"0","","bgm_M610","1009814","","","","0","bgm_M610","25","1009814009"
"","","1","1009814","","","","","0","93","1009814010"
"1","0.4","333","1009814","0","","0.8","1","1","6","1009814011"
"","","122911","1009814","","","0.2","1","lsv_walk","3","1009814012"
"2","0","122911","1009814","","","","-220","100","2","1009814013"
"1","1","122911","1009814","0","","0.4","1","1","6","1009814014"
"","","122711","1009814","","","0.2","1","lsv_walk","3","1009814015"
"2","0","122711","1009814","","","","-250","270","2","1009814016"
"1","1","122711","1009814","0","","0.4","1","1","6","1009814017"
"","","2","1009814","","","","","0","93","1009814018"
"","","122911","1009814","","","0.2","1","lsv_idle_normal","3","1009814019"
"","","122711","1009814","","","0.2","1","lsv_idle_normal","3","1009814020"
"","","0.6","1009814","","","","","0","93","1009814021"
"","","122711","1009814","","","0.2","1","lsv_idle_sad","3","1009814022"
