616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"0","0","31","32114","603","0","1","32114013","","603",""
"60","1","31","32114","604","30","1","32114014","","604",""
"0","1","31","32114","615","0","1","32114015","","615",""
"0","0","31","32114","700","0","1","32114016","","700",""
"0","0","31","32114","701","0","1","32114017","","701",""
"0","0","31","32114","702","0","1","32114018","","702",""
"0","0","31","32114","800","0","1","32114019","","800",""
"60","1","31","32114","955","30","1","32114020","","955",""
"","","93","32114","","","","32114021","","1",""
"wac_birthday_reaction_03","0.2","3","32114","wac_birthday_reaction_01","0","1","32114022","0.2","103811",""
"","","93","32114","","","","32114023","","0.1",""
"wac_birthday_reaction_04","0.2","3","32114","wac_birthday_reaction_05","0","1","32114024","0.2","105211",""
"wac_birthday_reaction_03","0.2","3","32114","wac_birthday_reaction_02","0","1","32114025","0.2","103311",""
"","","93","32114","","","","32114026","","0.3",""
"","0.2","3","32114","wac_birthday_rin_run_01","1","","32114027","","102611",""
"3","","2","32114","0","-70","","32114028","","102611",""
"","","93","32114","","","","32114029","","2.5",""
"","","32","32114","1","","","32114030","","602",""
"","","93","32114","","","","32114031","","0.6",""
"","","32","32114","1","","","32114032","","502",""
"","","32","32114","0","","","32114033","","600",""
"","","32","32114","0","","","32114034","","615",""
"","","32","32114","0","","","32114035","","604",""
"","","32","32114","1","","","32114036","","701",""
"0.01","","33","32114","0","0","","32114037","","955",""
"wac_birthday_wish_04","0.2","3","32114","wac_birthday_blowout_01","0","1","32114038","0.2","102611",""
"0.01","","2","32114","-200","-330","","32114039","","102611",""
"","0.2","3","32114","wac_birthday_idle_normal","1","","32114040","","105211",""
"0.01","","2","32114","180","-320","","32114041","","105211",""
"","0.2","3","32114","wac_birthday_idle_smile","1","","32114042","","103811",""
"0.01","","2","32114","300","-360","","32114043","","103811",""
"","0.2","3","32114","wac_birthday_idle_smile","1","","32114044","","103311",""
"0.01","","2","32114","420","-340","","32114045","","103311",""
"","","93","32114","","","","32114046","","0",""
"","","32","32114","1","","","32114047","","800",""
"","","93","32114","","","","32114048","","0.7",""
"","","32","32114","1","","","32114049","","702",""
"","","93","32114","","","","32114050","","0.5",""
"","","23","32114","se_sys_login_birthday_blow_candle","0","","32114051","","se_common",""
"","","32","32114","0","","","32114052","","701",""
"","","93","32114","","","","32114053","","0.4",""
"","","23","32114","se_sys_login_birthday_cracker","0","","32114054","","se_common",""
"","","32","32114","1","","","32114055","","700",""
"","","23","32114","se_sys_login_birthday_calendar_applause","0","","32114056","","se_common",""
"wac_birthday_idle_normal","0.2","3","32114","wac_birthday_clap","0","1","32114057","0.2","105211",""
"","","93","32114","","","","32114058","","0.1",""
"wac_birthday_idle_smile","0.2","3","32114","wac_birthday_clap","0","1","32114059","0.2","103811",""
"","","93","32114","","","","32114060","","0.1",""
"wac_birthday_idle_smile","0.2","3","32114","wac_birthday_clap","0","1","32114061","0.2","103311",""
"","","93","32114","","","","32114062","","2",""
"","","131","32114","","","","32114063","","1",""
"0","","21","32114","vo_wac_32114_000","0","","32114064","","vo_wac_32114",""
"1","0","11","32114","我說啊，那個……\n我平常沒什麼在工作，\n你們卻這樣大肆為我慶祝，\n我覺得很不好意思耶……","10","1","32114065","0","102611","0.5"
"","","91","32114","","","","32114066","","0",""
"","0.2","3","32114","wac_birthday_idle_normal","1","","32114067","","102611",""
"","0.2","3","32114","wac_birthday_talk_smile","1","","32114068","","105211",""
"0","","21","32114","vo_wac_32114_001","0","","32114069","","vo_wac_32114",""
"1","0","11","32114","與其現在才在這裡在意，\n平時好好工作不就好了嘛。\n……這種牢騷就先不說了，\n鈴，祝妳生日快樂♪","10","1","32114070","0","105211","0.5"
"","","91","32114","","","","32114071","","0",""
"","0.2","3","32114","wac_birthday_idle_smile","1","","32114072","","105211",""
"","0.2","3","32114","wac_birthday_talk_wish","1","","32114073","","103811",""
"0","","21","32114","vo_wac_32114_002","0","","32114074","","vo_wac_32114",""
"1","0","11","32114","請不必太過客氣哦。\n因為大家都是想為鈴慶生，\n才鼓足了幹勁準備啊。","10","1","32114075","0","103811","0.5"
"","","91","32114","","","","32114076","","0",""
"","0.2","3","32114","wac_birthday_idle_wish","1","","32114077","","103811",""
"","0.2","3","32114","wac_birthday_talk_smile","1","","32114078","","102611",""
"0","","21","32114","vo_wac_32114_003","0","","32114079","","vo_wac_32114",""
"1","0","11","32114","唔唔……這樣啊……\n既然你們都為我做到這種地步了，\n那麼我也會洗心革面，\n從明年開始好好工作的！","10","1","32114080","0","102611","0.5"
"","","91","32114","","","","32114081","","0",""
"","0.2","3","32114","wac_birthday_idle_smile","1","","32114082","","102611",""
"","0.2","3","32114","wac_birthday_talk_kyapi","1","","32114083","","103311",""
"0","","21","32114","vo_wac_32114_004","0","","32114084","","vo_wac_32114",""
"1","0","11","32114","真、真的嗎！？\n辛苦準備生日派對\n還真是值得啦……呃，嗯？\n等一下，妳說明年？","10","1","32114085","0","103311","0.5"
"","","93","32114","1","","","32114086","","7",""
"","0.2","3","32114","wac_birthday_talk_sad","1","","32114087","","103311",""
"","","91","32114","","","","32114088","","32114085",""
"","0.2","3","32114","wac_birthday_idle_sad","1","","32114089","","103311",""
"","0.2","3","32114","wac_birthday_talk_normal","1","","32114090","","102611",""
"0","","21","32114","vo_wac_32114_005","0","","32114091","","vo_wac_32114",""
"1","0","11","32114","沒錯，從明年開始～\n所以我今年一整年\n也會像平時一樣\n懶散地度過，請多指教～","10","1","32114092","0","102611","0.5"
"","","91","32114","","","","32114093","","0",""
"","","22","32114","","","","32114094","","0",""
"","","25","32314","bgm_M321_2C","","","32314001","","bgm_M321",""
"-1000","2","1","32314","105011","250","-70","32314002","0","1","wac_birthday_idle_normal"
"230","2","1","32314","101611","256","-270","32314003","1","1","wac_birthday_idle_normal"
"410","2","1","32314","101811","257","-310","32314004","1","1","wac_birthday_idle_wish"
"","","13","32314","300","","","32314005","","105011",""
"","","13","32314","300","","","32314006","","101611",""
"","","13","32314","300","","","32314007","","101811",""
"0","0","31","32314","502","0","1","32314008","","502",""
"0","1","31","32314","600","0","1","32314009","","600",""
"0","0","31","32314","602","0","1","32314010","","602",""
"0","0","31","32314","603","0","1","32314011","","603",""
"60","1","31","32314","604","30","1","32314012","","604",""
"0","1","31","32314","615","0","1","32314013","","615",""
"0","0","31","32314","700","0","1","32314014","","700",""
"0","0","31","32314","701","0","1","32314015","","701",""
"0","0","31","32314","702","0","1","32314016","","702",""
"0","0","31","32314","800","0","1","32314017","","800",""
"60","1","31","32314","956","30","1","32314018","","956",""
"","","93","32314","","","","32314019","","1",""
"wac_birthday_reaction_03","0.2","3","32314","wac_birthday_reaction_01","0","1","32314020","0.2","101811",""
"","","93","32314","","","","32314021","","0.1",""
"wac_birthday_reaction_03","0.2","3","32314","wac_birthday_reaction_02","0","1","32314022","0.2","101611",""
"","","93","32314","","","","32314023","","0.3",""
"","0.2","3","32314","wac_birthday_run_01","1","","32314024","","105011",""
"3","","2","32314","0","-70","","32314025","","105011",""
"","","93","32314","","","","32314026","","2.5",""
"","","32","32314","1","","","32314027","","602",""
"","","93","32314","","","","32314028","","0.6",""
"","","32","32314","1","","","32314029","","502",""
"","","32","32314","0","","","32314030","","600",""
"","","32","32314","0","","","32314031","","615",""
"","","32","32314","0","","","32314032","","604",""
"","","32","32314","1","","","32314033","","701",""
"0.01","","33","32314","0","0","","32314034","","956",""
"wac_birthday_wish_02","0.2","3","32314","wac_birthday_blowout_01","0","1","32314035","0.2","105011",""
"0.01","","2","32314","-200","-330","","32314036","","105011",""
"","0.2","3","32314","wac_birthday_idle_normal","1","","32314037","","101611",""
"0.01","","2","32314","180","-320","","32314038","","101611",""
"","0.2","3","32314","wac_birthday_idle_wish","1","","32314039","","101811",""
"0.01","","2","32314","320","-340","","32314040","","101811",""
"","","93","32314","","","","32314041","","0",""
"","","32","32314","1","","","32314042","","800",""
"","","93","32314","","","","32314043","","0.7",""
"","","32","32314","1","","","32314044","","702",""
"","","93","32314","","","","32314045","","0.5",""
"","","23","32314","se_sys_login_birthday_blow_candle","0","","32314046","","se_common",""
"","","32","32314","0","","","32314047","","701",""
"","","93","32314","","","","32314048","","0.4",""
"","","23","32314","se_sys_login_birthday_cracker","0","","32314049","","se_common",""
"","","32","32314","1","","","32314050","","700",""
"","","23","32314","se_sys_login_birthday_calendar_applause","0","","32314051","","se_common",""
"wac_birthday_idle_normal","0.2","3","32314","wac_birthday_clap","0","1","32314052","0.2","101611",""
"","","93","32314","","","","32314053","","0.1",""
"wac_birthday_idle_wish","0.2","3","32314","wac_birthday_clap_to_wish","0","1","32314054","0.2","101811",""
"","","93","32314","","","","32314055","","2",""
"","","131","32314","","","","32314056","","1",""
"0","","21","32314","vo_wac_32314_000","0","","32314057","","vo_wac_32314",""
"1","0","11","32314","謝謝你們為我慶生！\n感覺我也已經是個\n出色的淑女了呢♪","10","1","32314058","0","105011","0.5"
"","","91","32314","","","","32314059","","0",""
"","0.2","3","32314","wac_birthday_idle_smile","1","","32314060","","105011",""
"","0.2","3","32314","wac_birthday_talk_kyapi","1","","32314061","","101611",""
"0","","21","32314","vo_wac_32314_001","0","","32314062","","vo_wac_32314",""
"1","0","11","32314","美咲，生日真的恭喜～！\n那飲料先試試咖啡，應該不錯吧？\n人家之前請店家做成大人的口味，\n結果超級苦的！","10","1","32314063","0","101611","0.5"
"","","91","32314","","","","32314064","","0",""
"","0.2","3","32314","wac_birthday_idle_kyapi","1","","32314065","","101611",""
"","0.2","3","32314","wac_birthday_talk_sad","1","","32314066","","105011",""
"0","","21","32314","vo_wac_32314_002","0","","32314067","","vo_wac_32314",""
"1","0","11","32314","咦！？\n那、那個、嗯……\n沒有什麼適合成熟淑女的果汁嗎？\n雖然會苦的也不是不行！","10","1","32314068","0","105011","0.5"
"","","91","32314","","","","32314069","","0",""
"","0.2","3","32314","wac_birthday_idle_sad","1","","32314070","","105011",""
"","0.2","3","32314","wac_birthday_talk_smile","1","","32314071","","101811",""
"0","","21","32314","vo_wac_32314_003","0","","32314072","","vo_wac_32314",""
"1","0","11","32314","呵呵，確實有哦♪\n像這樣在時髦的玻璃杯中\n注入葡萄汁……\n看，很有大人的感覺吧？","10","1","32314073","0","101811","0.5"
"","","91","32314","","","","32314074","","0",""
"","0.2","3","32314","wac_birthday_idle_smile","1","","32314075","","101811",""
"","0.2","3","32314","wac_birthday_talk_smile","1","","32314076","","105011",""
"0","","21","32314","vo_wac_32314_004","0","","32314077","","vo_wac_32314",""
"1","0","11","32314","真的耶，很有那種感覺！\n嘿嘿，來拍個照吧～♪\n你也要一起拍嗎？","10","1","32314078","0","105011","0.5"
"","","91","32314","","","","32314079","","0",""
"","","22","32314","","","","32314080","","0",""
"","","25","33214","bgm_M321_2C","","","33214001","","bgm_M321",""
"-1000","2","1","33214","100311","250","-70","33214002","0","1","wac_birthday_idle_normal"
"230","2","1","33214","100211","256","-270","33214003","1","1","wac_birthday_idle_wish"
"410","2","1","33214","100111","257","-310","33214004","1","1","wac_birthday_idle_smile"
"","","13","33214","300","","","33214005","","100311",""
"","","13","33214","300","","","33214006","","100211",""
"","","13","33214","300","","","33214007","","100111",""
"0","0","31","33214","502","0","1","33214008","","502",""
"0","1","31","33214","600","0","1","33214009","","600",""
"0","0","31","33214","602","0","1","33214010","","602",""
"0","0","31","33214","603","0","1","33214011","","603",""
"60","1","31","33214","604","30","1","33214012","","604",""
"0","1","31","33214","615","0","1","33214013","","615",""
"0","0","31","33214","700","0","1","33214014","","700",""
"0","0","31","33214","701","0","1","33214015","","701",""
"0","0","31","33214","702","0","1","33214016","","702",""
"0","0","31","33214","800","0","1","33214017","","800",""
"60","1","31","33214","957","30","1","33214018","","957",""
"","","93","33214","","","","33214019","","1",""
"wac_birthday_reaction_03","0.2","3","33214","wac_birthday_reaction_02","0","1","33214020","0.2","100111",""
"","","93","33214","","","","33214021","","0.1",""
"wac_birthday_reaction_04","0.2","3","33214","wac_birthday_reaction_01","0","1","33214022","0.2","100211",""
"","","93","33214","","","","33214023","","0.3",""
"","0.2","3","33214","wac_birthday_rei_run_01","1","","33214024","","100311",""
"3","","2","33214","0","-70","","33214025","","100311",""
"","","93","33214","","","","33214026","","2.5",""
"","","32","33214","1","","","33214027","","602",""
"","","93","33214","","","","33214028","","0.6",""
"","","32","33214","1","","","33214029","","502",""
"","","32","33214","0","","","33214030","","600",""
"","","32","33214","0","","","33214031","","615",""
"","","32","33214","0","","","33214032","","604",""
"","","32","33214","1","","","33214033","","701",""
"0.01","","33","33214","0","0","","33214034","","957",""
"wac_birthday_wish_05","0.2","3","33214","wac_birthday_blowout_01","0","1","33214035","0.2","100311",""
"0.01","","2","33214","-200","-330","","33214036","","100311",""
"","0.2","3","33214","wac_birthday_idle_wish","1","","33214037","","100211",""
"0.01","","2","33214","180","-320","","33214038","","100211",""
"","0.2","3","33214","wac_birthday_idle_smile","1","","33214039","","100111",""
"0.01","","2","33214","320","-340","","33214040","","100111",""
"","","93","33214","","","","33214041","","0",""
"","","32","33214","1","","","33214042","","800",""
"","","93","33214","","","","33214043","","0.7",""
"","","32","33214","1","","","33214044","","702",""
"","","93","33214","","","","33214045","","0.5",""
"","","23","33214","se_sys_login_birthday_blow_candle","0","","33214046","","se_common",""
"","","32","33214","0","","","33214047","","701",""
"","","93","33214","","","","33214048","","0.4",""
"","","23","33214","se_sys_login_birthday_cracker","0","","33214049","","se_common",""
"","","32","33214","1","","","33214050","","700",""
"","","23","33214","se_sys_login_birthday_calendar_applause","0","","33214051","","se_common",""
"wac_birthday_idle_wish","0.2","3","33214","wac_birthday_clap_to_wish","0","1","33214052","0.2","100211",""
"","","93","33214","","","","33214053","","0.1",""
"wac_birthday_idle_smile","0.2","3","33214","wac_birthday_clap","0","1","33214054","0.2","100111",""
"","","93","33214","","","","33214055","","2",""
"","","131","33214","","","","33214056","","1",""
"0","","21","33214","vo_wac_33214_000","0","","33214057","","vo_wac_33214",""
"1","0","11","33214","謝謝你們今天為我準備了\n這麼棒的生日蛋糕。\n那個……抱歉，總覺得太害羞了，\n所以沒辦法表達得很好。","10","1","33214058","0","100311","0.5"
"","","91","33214","","","","33214059","","0",""
"","0.2","3","33214","wac_birthday_idle_normal","1","","33214060","","100311",""
"","0.2","3","33214","wac_birthday_talk_smile","1","","33214061","","100211",""
"0","","21","33214","vo_wac_33214_001","0","","33214062","","vo_wac_33214",""
"1","0","11","33214","沒關係的。\n看怜妳現在的表情，\n就知道妳非常高興了♪","10","1","33214063","0","100211","0.5"
"","","91","33214","","","","33214064","","0",""
"","0.2","3","33214","wac_birthday_idle_smile","1","","33214065","","100211",""
"","0.2","3","33214","wac_birthday_talk_doya","1","","33214066","","100111",""
"0","","21","33214","vo_wac_33214_002","0","","33214067","","vo_wac_33214",""
"1","0","11","33214","難得能看到怜滿臉通紅的模樣呢～\n來吧來吧，騎士先生也要牢牢地\n把這副模樣烙印在腦海裡喔♪","10","1","33214068","0","100111","0.5"
"","","91","33214","","","","33214069","","0",""
"","0.2","3","33214","wac_birthday_idle_doya","1","","33214070","","100111",""
"","0.2","3","33214","wac_birthday_talk_wish","1","","33214071","","100311",""
"0","","21","33214","vo_wac_33214_003","0","","33214072","","vo_wac_33214",""
"1","0","11","33214","日、日和妳別這樣……！\n你也別把這種話當真，\n別目不轉睛地盯著我看！\n我的表情會變得更奇怪的……！","10","1","33214073","0","100311","0.5"
"","","91","33214","","","","33214074","","0",""
"","","22","33214","","","","33214075","","0",""
"","","25","34314","bgm_M321_2C","","","34314001","","bgm_M321",""
"-1000","2","1","34314","100711","250","-70","34314002","0","1","wac_birthday_idle_normal"
"170","2","1","34314","100611","256","-260","34314003","1","1","wac_birthday_idle_normal"
"270","2","1","34314","102211","259","-310","34314004","1","1","wac_birthday_idle_wish"
"385","2","1","34314","103111","257","-270","34314005","1","1","wac_birthday_idle_smile"
"510","2","1","34314","104411","258","-310","34314006","1","1","wac_birthday_idle_smile"
"","","13","34314","300","","","34314007","","100711",""
"","","13","34314","300","","","34314008","","100611",""
"","","13","34314","300","","","34314009","","102211",""
"","","13","34314","300","","","34314010","","103111",""
"","","13","34314","300","","","34314011","","104411",""
"0","0","31","34314","502","0","1","34314012","","502",""
"0","1","31","34314","600","0","1","34314013","","600",""
"0","0","31","34314","602","0","1","34314014","","602",""
"0","0","31","34314","603","0","1","34314015","","603",""
"60","1","31","34314","604","30","1","34314016","","604",""
"0","1","31","34314","615","0","1","34314017","","615",""
"0","0","31","34314","700","0","1","34314018","","700",""
"0","0","31","34314","701","0","1","34314019","","701",""
"0","0","31","34314","702","0","1","34314020","","702",""
"0","0","31","34314","800","0","1","34314021","","800",""
"60","1","31","34314","958","30","1","34314022","","958",""
"","","93","34314","","","","34314023","","1",""
"wac_birthday_reaction_03","0.2","3","34314","wac_birthday_reaction_05","0","1","34314024","0.2","102211",""
"wac_birthday_reaction_03","0.2","3","34314","wac_birthday_reaction_01","0","1","34314025","0.2","100611",""
"","","93","34314","","","","34314026","","0.1",""
"wac_birthday_reaction_04","0.2","3","34314","wac_birthday_reaction_01","0","1","34314027","0.2","103111",""
"wac_birthday_reaction_03","0.2","3","34314","wac_birthday_reaction_02","0","1","34314028","0.2","104411",""
"","","93","34314","","","","34314029","","0.3",""
"","0.2","3","34314","wac_birthday_run_01","1","","34314030","","100711",""
"3","","2","34314","0","-70","","34314031","","100711",""
"","","93","34314","","","","34314032","","2.5",""
"","","32","34314","1","","","34314033","","602",""
"","","93","34314","","","","34314034","","0.6",""
"","","32","34314","1","","","34314035","","502",""
"","","32","34314","0","","","34314036","","600",""
"","","32","34314","0","","","34314037","","615",""
"","","32","34314","0","","","34314038","","604",""
"","","32","34314","1","","","34314039","","701",""
"0.01","","33","34314","0","0","","34314040","","958",""
"wac_birthday_wish_02","0.2","3","34314","wac_birthday_blowout_02","0","1","34314041","0.2","100711",""
"0.01","","2","34314","-200","-330","","34314042","","100711",""
"","0.2","3","34314","wac_birthday_idle_normal","1","","34314043","","100611",""
"0.01","","2","34314","150","-320","","34314044","","100611",""
"","0.2","3","34314","wac_birthday_idle_wish","1","","34314045","","102211",""
"0.01","","2","34314","250","-360","","34314046","","102211",""
"","0.2","3","34314","wac_birthday_idle_smile","1","","34314047","","103111",""
"0.01","","2","34314","370","-320","","34314048","","103111",""
"","0.2","3","34314","wac_birthday_idle_smile","1","","34314049","","104411",""
"0.01","","2","34314","490","-360","","34314050","","104411",""
"","","93","34314","","","","34314051","","0",""
"","","32","34314","1","","","34314052","","800",""
"","","93","34314","","","","34314053","","0.7",""
"","","32","34314","1","","","34314054","","702",""
"","","93","34314","","","","34314055","","0.5",""
"","","23","34314","se_sys_login_birthday_blow_candle","0","","34314056","","se_common",""
"","","32","34314","0","","","34314057","","701",""
"","","93","34314","","","","34314058","","0.4",""
"","","23","34314","se_sys_login_birthday_cracker","0","","34314059","","se_common",""
"","","32","34314","1","","","34314060","","700",""
"","","23","34314","se_sys_login_birthday_calendar_applause","0","","34314061","","se_common",""
"wac_birthday_idle_normal","0.2","3","34314","wac_birthday_clap","0","1","34314062","0.2","100611",""
"wac_birthday_idle_smile","0.2","3","34314","wac_birthday_clap","0","1","34314063","0.2","103111",""
"","","93","34314","","","","34314064","","0.1",""
"wac_birthday_idle_wish","0.2","3","34314","wac_birthday_clap_to_wish","0","1","34314065","0.2","102211",""
"","","93","34314","","","","34314066","","0.1",""
"wac_birthday_idle_smile","0.2","3","34314","wac_birthday_clap","0","1","34314067","0.2","104411",""
"","","93","34314","","","","34314068","","2",""
"","","131","34314","","","","34314069","","1",""
"0","","21","34314","vo_wac_34314_000","0","","34314070","","vo_wac_34314",""
"1","0","11","34314","這天終於到來了～！\n今天是宮子的生日，\n所以要準備像山一樣多的布丁，\n盛大地慶祝一番～♪","10","1","34314071","0","100711","0.5"
"","","91","34314","","","","34314072","","0",""
"","0.2","3","34314","wac_birthday_idle_smile","1","","34314073","","100711",""
"","0.2","3","34314","wac_birthday_talk_smile","1","","34314074","","100611",""
"0","","21","34314","vo_wac_34314_001","0","","34314075","","vo_wac_34314",""
"1","0","11","34314","我們當然準備了很多\n香甜又滑嫩的布丁囉～♪\n一口氣塞滿嘴巴，\n可能會從嘴邊滴下來唷～♪","10","1","34314076","0","100611","0.5"
"","","91","34314","","","","34314077","","0",""
"","0.2","3","34314","wac_birthday_idle_smile","1","","34314078","","100611",""
"","0.2","3","34314","wac_birthday_talk_doya","1","","34314079","","100711",""
"0","","21","34314","vo_wac_34314_002","0","","34314080","","vo_wac_34314",""
"1","0","11","34314","你們很懂該送什麼禮物嘛！\n真的很感謝喲～♪\n之後除了生日以外，\n盂蘭盆節和忌日時也交出布丁來吧～","10","1","34314081","0","100711","0.5"
"","","91","34314","","","","34314082","","0",""
"","0.2","3","34314","wac_birthday_idle_doya","1","","34314083","","100711",""
"","0.2","3","34314","wac_birthday_talk_sad","1","","34314084","","102211",""
"0","","21","34314","vo_wac_34314_003","0","","34314085","","vo_wac_34314",""
"1","0","11","34314","等一下，妳也太貪心了吧！？\n一年內辦好幾次的話，\n蘭德索爾的布丁\n會全消失的！","10","1","34314086","0","102211","0.5"
"","","91","34314","","","","34314087","","0",""
"","0.2","3","34314","wac_birthday_idle_sad","1","","34314088","","102211",""
"","0.2","3","34314","wac_birthday_talk_wish","1","","34314089","","103111",""
"0","","21","34314","vo_wac_34314_004","0","","34314090","","vo_wac_34314",""
"1","0","11","34314","不過，妳開心真是太好了。\n只要宮子一直都這麼開心，\n靈魂就能維持純潔，\n不會轉變成惡靈吧……","10","1","34314091","0","103111","0.5"
"","","91","34314","","","","34314092","","0",""
"","0.2","3","34314","wac_birthday_idle_wish","1","","34314093","","103111",""
"","0.2","3","34314","wac_birthday_talk_sad","1","","34314094","","104411",""
"0","","21","34314","vo_wac_34314_005","0","","34314095","","vo_wac_34314",""
"1","0","11","34314","嗯～\n無止境地要求布丁，\n其實已經有一半算是惡靈了吧？","10","1","34314096","0","104411","0.5"
"","","91","34314","","","","34314097","","0",""
"","","22","34314","","","","34314098","","0",""
"","","25","34414","bgm_M321_2C","","","34414001","","bgm_M321",""
"-1000","2","1","34414","102911","250","-70","34414002","0","1","wac_birthday_idle_normal"
"230","2","1","34414","104211","256","-270","34414003","1","1","wac_birthday_idle_smile"
"410","2","1","34414","105411","257","-310","34414004","1","1","wac_birthday_idle_normal"
"","","13","34414","300","","","34414005","","102911",""
"","","13","34414","300","","","34414006","","104211",""
"","","13","34414","300","","","34414007","","105411",""
"0","0","31","34414","502","0","1","34414008","","502",""
"0","1","31","34414","600","0","1","34414009","","600",""
"0","0","31","34414","602","0","1","34414010","","602",""
"0","0","31","34414","603","0","1","34414011","","603",""
"60","1","31","34414","604","30","1","34414012","","604",""
"0","1","31","34414","615","0","1","34414013","","615",""
"0","0","31","34414","700","0","1","34414014","","700",""
"0","0","31","34414","701","0","1","34414015","","701",""
"0","0","31","34414","702","0","1","34414016","","702",""
"0","0","31","34414","800","0","1","34414017","","800",""
"60","1","31","34414","959","30","1","34414018","","959",""
"","","93","34414","","","","34414019","","1",""
"wac_birthday_reaction_03","0.2","3","34414","wac_birthday_reaction_01","0","1","34414020","0.2","105411",""
"","","93","34414","","","","34414021","","0.1",""
"wac_birthday_reaction_04","0.2","3","34414","wac_birthday_reaction_01","0","1","34414022","0.2","104211",""
"","","93","34414","","","","34414023","","0.3",""
"","0.2","3","34414","wac_birthday_run_01","1","","34414024","","102911",""
"3","","2","34414","0","-70","","34414025","","102911",""
"","","93","34414","","","","34414026","","2.5",""
"","","32","34414","1","","","34414027","","602",""
"","","93","34414","","","","34414028","","0.6",""
"","","32","34414","1","","","34414029","","502",""
"","","32","34414","0","","","34414030","","600",""
"","","32","34414","0","","","34414031","","615",""
"","","32","34414","0","","","34414032","","604",""
"","","32","34414","1","","","34414033","","701",""
"0.01","","33","34414","0","0","","34414034","","959",""
"wac_birthday_wish_02","0.2","3","34414","wac_birthday_blowout_01","0","1","34414035","0.2","102911",""
"0.01","","2","34414","-200","-330","","34414036","","102911",""
"","0.2","3","34414","wac_birthday_idle_smile","1","","34414037","","104211",""
"0.01","","2","34414","180","-320","","34414038","","104211",""
"","0.2","3","34414","wac_birthday_idle_normal","1","","34414039","","105411",""
"0.01","","2","34414","320","-340","","34414040","","105411",""
"","","93","34414","","","","34414041","","0",""
"","","32","34414","1","","","34414042","","800",""
"","","93","34414","","","","34414043","","0.7",""
"","","32","34414","1","","","34414044","","702",""
"","","93","34414","","","","34414045","","0.5",""
"","","23","34414","se_sys_login_birthday_blow_candle","0","","34414046","","se_common",""
"","","32","34414","0","","","34414047","","701",""
"","","93","34414","","","","34414048","","0.4",""
"","","23","34414","se_sys_login_birthday_cracker","0","","34414049","","se_common",""
"","","32","34414","1","","","34414050","","700",""
"","","23","34414","se_sys_login_birthday_calendar_applause","0","","34414051","","se_common",""
"wac_birthday_idle_smile","0.2","3","34414","wac_birthday_clap","0","1","34414052","0.2","104211",""
"","","93","34414","","","","34414053","","0.1",""
"wac_birthday_idle_normal","0.2","3","34414","wac_birthday_clap","0","1","34414054","0.2","105411",""
"","","93","34414","","","","34414055","","2",""
"","","131","34414","","","","34414056","","1",""
"0","","21","34414","vo_wac_34414_000","0","","34414057","","vo_wac_34414",""
"1","0","11","34414","各位，今天謝謝你們為我慶生♪\n這種時候果然該來場\n生日演唱會之類的嗎？","10","1","34414058","0","102911","0.5"
"","","91","34414","","","","34414059","","0",""
"","0.2","3","34414","wac_birthday_idle_normal","1","","34414060","","102911",""
"","0.2","3","34414","wac_birthday_talk_normal","1","","34414061","","104211",""
"0","","21","34414","vo_wac_34414_001","0","","34414062","","vo_wac_34414",""
"1","0","11","34414","好像會很開心……\n但仔細想想，\n由慶生對象來唱歌跳舞，\n是件很奇怪的事呢。","10","1","34414063","0","104211","0.5"
"","","91","34414","","","","34414064","","0",""
"","0.2","3","34414","wac_birthday_idle_normal","1","","34414065","","104211",""
"","0.2","3","34414","wac_birthday_talk_wish","1","","34414066","","105411",""
"0","","21","34414","vo_wac_34414_002","0","","34414067","","vo_wac_34414",""
"1","0","11","34414","就想成是回禮怎麼樣？\n想想，這次騎士先生也\n幫忙準備了蛋糕。\n這樣不就能成為偶像風格的回禮嗎？","10","1","34414068","0","105411","0.5"
"","","91","34414","","","","34414069","","0",""
"","0.2","3","34414","wac_birthday_idle_wish","1","","34414070","","105411",""
"","0.2","3","34414","wac_birthday_talk_smile","1","","34414071","","102911",""
"0","","21","34414","vo_wac_34414_003","0","","34414072","","vo_wac_34414",""
"1","0","11","34414","紡希，說得好♪\n那麼就注入感謝的心意……\n為你舉辦一場生日演唱會吧♪","10","1","34414073","0","102911","0.5"
"","","91","34414","","","","34414074","","0",""
"","","22","34414","","","","34414075","","0",""
"","","25","35314","bgm_M321_2C","","","35314001","","bgm_M321",""
"-1000","2","1","35314","103611","250","-70","35314002","0","1","wac_birthday_idle_normal"
