8191eb0db9a9e249845b6f021c80747fe0bd15c892723e846ee4b768af448988,6a0ddc288541d99aa0a2c4479402fa6b8c0068cdf4059b1361bad0f071fb896f,49483517755f54e8b4f43f96c194b674611bf98b94f11500074d2db393182ca8,24b1e8c069b316afea1d224eadd39b2cdc072b3fffc9297f1b70489d82dc5e5d,c40ea4e41cdfc60b2d6946464a159fc03c125fc8991920cd5fd62a8baf0506e0,da8cfd8d0531af7b83923dc23e4a4938ecc0eb97d84fa5d1bb03bbb015cd5b44,7ba51f21d2070d49c6dd265a2765becfdc8102947fc6041092aecf98a741ce4b,f74e44a59cc7f82b12f120bb98ae94ae073c51126cf45f8cc1ff2f050b04f08e,c3d1c7bd77d242de44a71ac100de18aaac6928f9dc417734e438a6fb97da41a0,e461e18f5dc70338a63f55a9981e42c557195c6deda5fca06bd41c6a2f020054,65f0790f1c6617c35bd2b7d63086d5662a2a78771b2fdfb8da0e7ce6fb2b8c47,ce47710ee3e1a7c075eb901d19a085ee55eaf2f941ce712b78a134b487625a0e,56a3746fabca9005f38617878553d3fd4dba8632b56c07ff4d7def7781d7cc30,4b8cb777dcd94ec33f9f94ed025b3f9365968f7dc4b7b802f7a2cb290de48156,0bef1f2de10fbd8183ec952037685e4fcc0ad448bb639bb049bc7f764a747338,497a85f7ada8e355cfa22d0fa3352ad729b03a2d1ecb6d6c6e45c1ddb4a11b7f,ba44eabc628e46fadd7f32e5241dddb2f93f8669f908a735da46ee6c050fb27e,dbf0124096f137e4b929ed9fd7d7e2b3b2f6ed2dcf85d1c544820273c206a464,cb303f21090af02109bf9b3fff9e83e22eaa97d0a19d48a4dd4cc4f7c2dcb81a,f5877e1d4b678eeb1297b283b0dc17395ccd99f457c400d0291fa903f049c9ed
"3","5","5181","6","6","巴薩米克醋","37259","20811","","24052","6","這個的名稱是什麼？","0","2","6","34217","巴薩米克醋","是一種用葡萄榨汁熬煮，再進行醋化後的調味品，可使用在沙拉、醬汁，搭配肉類、海鮮類的餐點。","6","31859"
"2","5","5182","6","6","柑橘莎莎醬","37292","33678","","26577","6","這個的名稱是什麼？","0","2","6","27224","柑橘莎莎醬","用柳丁做基底的莎莎醬，酸甜清新，很適合拌入沙拉。","6","33678"
"1","5","5183","6","6","最右側車道","36947","36554","","26368","6","這個的名稱是什麼？","0","2","6","21491","最右側車道","在高速公路上，外側車道是指主線車道中□□□□□。","6","20596"
"2","5","5184","6","6","纖瘦肌肉男","30007","32905","","32406","6","這個的名稱是什麼？","0","2","6","30246","纖瘦肌肉男","意指「具有恰到好處的肌肉，低脂肪且結實的身材」的俗語。反義詞是「猩猩肌肉猛男」。","6","32908"
"1","5","5185","6","6","最左側車道","36947","36554","","26368","6","這個的名稱是什麼？","0","2","6","24038","最左側車道","在高速公路上，內側車道是指主線車道中□□□□□。","6","20596"
"2","5","5186","6","6","同向三車道","36947","36554","","21516","6","這個的名稱是什麼？","0","2","6","21521","同向三車道","在高速公路上，中線車道是指□□□□□或五車道中之中間車道","6","19977"
"2","5","5187","6","6","鄰接外側車道之車道","36554","20596","鄰接外側車道之車道","37168","6","這個的名稱是什麼？","0","2","6","25509","鄰接外側車","在高速公路上，中外車道是指同向四車道或五車道中□□□□□道之車道。","6","22806"
"1","5","5188","6","6","小黃瓜壽司","21496","22781","","23567","6","這個的名稱是什麼？","0","2","6","40643","小黃瓜壽司","海苔壽司捲之一，中間捲有黃瓜。","6","29916"
"2","5","5189","6","6","鄰接內側車道之車道","36554","20596","鄰接內側車道之車道","37168","6","這個的名稱是什麼？","0","2","6","25509","鄰接內側車","在高速公路上，中內車道是指同向四車道或五車道中□□□□□道之車道。","6","20839"
"3","5","5190","6","6","匝道與主線車道之間","36554","32218","匝道與主線車道之間","21277","6","這個的名稱是什麼？","0","2","6","36947","匝道主線車","在高速公路上，加速車道是指設於□□與□□□道之間，專供汽車由匝道駛入主線車道前加速之車道。","6","20027"
"3","5","5191","6","6","二八蕎麥麵","40629","40613","","20108","6","這個的名稱是什麼？","0","2","6","20843","二八蕎麥麵","「蕎麥麵」的一種分類，將蕎麥麵粉與烏龍麵專用粉以2：8比例混製的蕎麥麵。","6","34126"
"1","5","5192","6","6","甲、乙、丙、丁、戊、己、庚……","25098","19969","甲、乙、丙、丁、戊、己、庚……","30002","6","這個的名稱是什麼？","0","2","6","20057","甲乙丙丁戊","如果按照順序排列「地支」，最前面的五個是？","6","19993"
"3","5","5193","6","6","子、丑、寅、卯、辰、巳、午、未、申……","36784","21359","子、丑、寅、卯、辰、巳、午、未、申……","23376","6","這個的名稱是什麼？","0","2","6","19985","子丑寅卯辰","如果按照順序排列「天干」，最前面的五個是？","6","23493"
"1","5","5194","6","6","可燃垃圾⇔不可燃垃圾","22334","22403","","19981","6","這個的名稱是什麼？","0","2","6","21487","不可燃垃圾","","6","29123"
"3","5","5195","6","6","駛離主線車道","36554","32218","駛離主線車道","39387","6","這個的名稱是什麼？","0","2","6","38626","駛離主線車","在高速公路上，減速車道是指設於主線車道與匝道之間，專供汽車□□□□□道進入匝道前減速之車道。","6","20027"
"3","5","5196","6","6","主線車道外側","22806","36947","主線車道外側","20027","6","這個的名稱是什麼？","0","2","6","32218","主線車道外","輔助車道是指設於□□□□□側，銜接相鄰兩交流道間加、減速車道，專供車輛進出高速公路及快速公路使用之車道。","6","36554"
"2","5","5197","6","6","高乘載車道","36947","36554","","39640","6","這個的名稱是什麼？","0","2","6","20056","高乘載車道","在高速公路上，指專供特定車種或乘載一定人數以上之車輛行駛之車道。","6","36617"
"2","5","5198","6","6","匝道構成立體相交","30456","39636","匝道構成立體相交","21277","6","這個的名稱是什麼？","0","2","6","36947","匝道立體相","交流道指高速公路或快速公路與其他道路連接，以□□構成□□□交之部分。","6","31435"
"3","5","5199","6","6","主線車道外側","22806","36947","主線車道外側","20027","6","這個的名稱是什麼？","0","2","6","32218","主線車道外","在高速公路上，爬坡道是指設於上坡路段□□□□□側，供爬坡時速低於最低速限之車輛行駛之車道。","6","36554"
"2","5","5200","6","6","中央分隔帶","24118","38548","","20013","6","這個的名稱是什麼？","0","2","6","22830","中央分隔帶","在高速公路上，指隔離雙向行車之中間界區。","6","20998"
"2","5","5201","6","6","大型重型機車","36554","27231","大型重型機車","22411","6","這個的名稱是什麼？","0","2","6","37325","型重型機車","哪一種機車是能行駛於高速公路與快速道路。","6","22411"
"2","5","5202","3","3","Rest area","97","101","Rest area","115","3","這個的名稱是什麼？","0","2","3","116","strea","「休息站」的英文。","3","114"
"1","5","5203","6","6","電動刮鬍刀","20992","39693","","38651","6","這個的名稱是什麼？","0","2","6","21205","電動刮鬍刀","刮鬍刀的一種。能節省時間，需要用到電才能使用。","6","21038"
"2","5","5204","3","3","Highway","97","119","Highway","105","3","這個的名稱是什麼？","0","2","3","103","ighwa","「高速公路」的英文。","3","104"
"1","5","5205","3","3","Breakfast","107","97","Breakfast","66","3","這個的名稱是什麼？","0","2","2","114","Break","「早餐」的英文。","3","101"
"1","5","5206","3","3","Lunch","104","99","","76","3","這個的名稱是什麼？","0","2","2","117","Lunch","「午餐」的英文。","3","110"
"2","5","5207","3","3","Egg roll","111","114","Egg roll","69","3","這個的名稱是什麼？","0","2","2","103","Eggro","「蛋餅」的英文。","3","103"
"3","5","5209","6","6","里士滿工商會","26371","21830","里士滿工商會","22763","6","這個的名稱是什麼？","6020","1","6","28415","士滿工商會","隸屬「克蕾琪塔」的公會名稱是？","6","24037"
"3","5","5211","3","3","Steamed bun","109","97","Steamed bun","83","3","這個的名稱是什麼？","0","2","2","116","Steam","「饅頭」的英文。","3","101"
"2","5","5212","3","3","Fried bread stick","100","101","Fried bread stick","70","3","這個的名稱是什麼？","0","2","2","114","Fried","「油條」的英文。","3","105"
"2","5","5213","3","3","Rice and peanut milk","117","110","Rice and peanut milk","112","3","這個的名稱是什麼？","0","2","3","101","peanu","「米漿」的英文。","3","97"
"2","5","5214","6","6","大家的遊戲桌","26700","25138","大家的遊戲桌","22823","6","這個的名稱是什麼？","5214","1","6","23478","大家遊戲桌","可遊玩小遊戲的公會小屋家具。","6","36938"
"3","5","5215","6","6","花凜的辦公桌","26700","20844","花凜的辦公桌","33457","6","這個的名稱是什麼？","5215","1","6","20956","花凜辦公桌","「花凜」會製造出掃蕩券的公會小屋家具。","6","36774"
"3","5","5216","6","6","頂級的龍尾關東煮","29038","26481","頂級的龍尾關東煮","40845","6","這個的名稱是什麼？","5216","1","6","23614","龍尾關東煮","作為登頂「綠龍骸嶺」的證明，美食殿堂所獲得的料理兼公會小屋家具。","6","38364"
"3","5","5217","6","6","雲海的魔物肉","32905","29289","雲海的魔物肉","38642","6","這個的名稱是什麼？","5217","1","6","28023","雲海魔物肉","作為登頂「雲海山脈」的證明，美食殿堂所獲得的料理兼公會小屋家具。","6","39764"
"3","5","5218","6","6","絕世好蛋與海量飯山","39151","37327","絕世好蛋與海量飯山","32085","6","這個的名稱是什麼？","5218","1","6","19990","絕世海量飯","作為登頂「毒瘴闇稜」的證明，美食殿堂所獲得的料理兼公會小屋家具。","6","28023"
"3","5","5219","3","3","Grilled squid","100","105","Grilled squid","115","3","這個的名稱是什麼？","0","2","3","113","squid","「魷魚串」的英文。","3","117"
"2","5","5220","6","6","可可蘿的錢包","21253","37666","可可蘿的錢包","21487","6","這個的名稱是什麼？","5220","1","6","21487","可可蘿錢包","某位角色親手製作的公會小屋家具，可以儲存瑪那。","6","34367"
"3","5","5221","6","6","新春金槍鮪釣起圖","39850","27085","新春金槍鮪釣起圖","26032","6","這個的名稱是什麼？","5221","1","6","26149","新春金槍鮪","洋溢著振興大間鎮的希望，繪有釣起某大魚景象的海報。","6","37329"
"2","5","5222","6","6","涼拌小黃瓜","29916","40643","","28092","6","這個的名稱是什麼？","0","2","6","25292","涼拌小黃瓜","「Cucumber Salad 」的中文為：","6","23567"
"3","5","5223","2","2","克莉絲提娜度假SPA","65","80","克莉絲提娜度假SPA","24230","6","這個的名稱是什麼？","5223","1","6","20551","度假SPA","克莉絲提娜所打造的SPA設備，不僅外觀華美，效果更是超群。","2","83"
"2","5","5224","3","3","Bacon root","110","111","Bacon root","66","3","這個的名稱是什麼？","0","2","2","97","Bacon","「培根串」的英文。","3","99"
"1","6","6001","6","6","世界運動會","26371","21205","世界運動會","19990","6","全名是什麼？","0","2","6","30028","世界運動會","又稱為世運會，每四年舉行一次，於每屆奧運一年後舉行，世運會沒有冬季項目。","6","36939"
"1","6","6002","6","6","兩棲類生物","29289","29983","","20841","6","這個的名稱是什麼？","0","2","6","26866","兩棲類生物","青蛙或蠑螈這類水陸兩棲的生物。","6","39006"
"2","6","6003","6","6","變態可疑分子","20998","30097","變態可疑分子","35722","6","左側的角色如何稱呼右邊的角色？","6003","1","6","24907","變態可疑分","","6","21487"
"2","6","6004","6","6","德蕾女的狂人","20154","29378","德蕾女的狂人","24503","6","這個的名稱是什麼？","6004","1","6","34174","德蕾女狂人","疑似是月光學院的男同學用以指稱優妮之「恐怖」的用語。","6","22899"
"2","6","6005","6","6","德蕾女的狂人","20154","29378","德蕾女的狂人","24503","6","這個的名稱是什麼？","6005","1","6","34174","德蕾女狂人","疑似是月光學院的男同學用以指稱琪愛兒之「恐怖」的用語。","6","22899"
"2","6","6006","6","6","德蕾女的狂人","20154","29378","德蕾女的狂人","24503","6","這個的名稱是什麼？","6006","1","6","34174","德蕾女狂人","疑似是月光學院的男同學用以指稱克蘿依之「恐怖」的用語。","6","22899"
"2","6","6007","6","6","可愛到爆的超強魔法少女","22899","23569","可愛到爆的超強魔法少女","24375","6","這個的名稱是什麼？","6007","1","6","39764","強魔法少女","將「七七香」升到★5時\n可獲得的稱號。","6","27861"
"2","6","6008","6","6","安第斯紅鶴","40372","32005","","23433","6","這個的名稱是什麼？","0","2","6","31532","安第斯紅鶴","紅鶴的一種。分布在安地斯山脈，羽毛是粉白色，腳是唯一一種有者黃色腳的紅鶴。","6","26031"
"1","6","6009","6","6","哺乳類動物","29289","21205","","21754","6","這個的名稱是什麼？","0","2","6","20083","哺乳類動物","犰狳屬於什麼類型的動物？","6","39006"
"1","6","6010","3","3","Goose","101","115","","71","3","這個的名稱是什麼？","0","2","2","111","Goose","「鵝」的英文。","3","111"
"2","6","6012","6","6","四川金絲猴","29492","32114","","22235","6","這個的名稱是什麼？","0","2","6","24029","四川金絲猴","一種猿類。他的肩及背部有長達30公分的親黃色長毛。","6","37329"
"2","6","6013","6","6","白掌長臂猿","29503","33218","","30333","6","這個的名稱是什麼？","0","2","6","25484","白掌長臂猿","長臂猿分為：白臂長臂猿和？","6","38263"
"3","6","6014","6","6","加拉帕戈斯象龜","26031","25096","加拉帕戈斯象龜","21152","6","這個的名稱是什麼？","0","2","6","25289","加拉帕戈斯","世界最大的陸龜。最高紀錄為身長6米，800斤重。","6","24085"
"1","6","6015","3","3","Kangaroo","97","103","Kangaroo","75","3","這個的名稱是什麼？","0","2","2","97","Kanga","「袋鼠」的英文。","3","110"
"1","6","6020","6","6","克蕾琪塔‧凱許","35377","20977","克蕾琪塔‧凱許","34174","6","這個的名稱是什麼？","6020","1","6","29738","蕾琪塔凱許","【里士滿工商會】的公會長「克蕾琪塔」。全名叫作什麼？","6","22612"
"2","6","6021","6","6","傲嬌的害羞女孩","32670","23475","傲嬌的害羞女孩","20658","6","這個人是誰？","6021","1","6","23308","傲嬌的害羞","將「依里」升到★5時\n可獲得的稱號。","6","30340"
"1","6","6022","3","3","Panda","97","100","","80","3","這個的名稱是什麼？","0","2","2","97","Panda","「貓熊」的英文。","3","110"
"1","6","6024","6","6","慈樂之音好棒棒武士","22763","27494","慈樂之音好棒棒武士","22909","6","這個人是誰？","6024","1","6","26834","好棒棒武士","琪愛兒身為「慈樂之音粉絲」的綽號。","6","26834"
"2","6","6025","6","6","疾風之冥姬","23020","20901","疾風之冥姬","30142","6","這個的名稱是什麼？","3002","1","6","39080","疾風之冥姬","「杏奈」的綽號。","6","20043"
"2","6","6028","6","6","你看，是媽媽哦～","23229","23229","你看，是媽媽哦～","20320","6","這上面寫著什麼？","6028","1","6","30475","你看是媽媽","將「美里」升到★5時可獲得的稱號。","6","26159"
"2","6","6041","6","6","百地希留耶","32822","30041","","30334","6","這個的名稱是什麼？","0","1","6","22320","百地希留耶","「凱留」在夢境裡的姓名為？","6","24076"
"1","6","6042","6","6","哀嘆之女神","31070","22899","哀嘆之女神","21696","6","這個的名稱是什麼？","6042","1","6","22022","哀嘆之女神","活動「王都的名偵探 嘆息的追緝者」的Boss。","6","20043"
"2","6","6043","6","6","衣之咲璃乃","20035","29827","衣之咲璃乃","34915","6","這個的名稱是什麼？","0","1","6","20043","衣之咲璃乃","「璃乃」在夢境裡的姓名為？","6","21682"
"1","6","6044","6","6","覺醒‧花心星","26143","24515","覺醒‧花心星","35258","6","這個的名稱是什麼？","6044","1","6","37266","覺醒花心星","活動「七夕劍客旅情譚 天際川流夏之戀」的Boss。","6","33457"
"2","6","6045","6","6","究極金槍鮪","39850","27085","究極金槍鮪","31350","6","這個的名稱是什麼？","6045","1","6","26997","究極金槍鮪","活動「新春美食公主！　賭上關鍵一擲的少女們」的Boss。","6","37329"
"1","6","6046","6","6","女王歌唱水母","27597","27700","女王歌唱水母","22899","6","這個的名稱是什麼？","6046","1","6","29579","女王歌水母","活動「慈樂之音的夏日演唱會　Just a moment！」的Boss。","6","27468"
"1","6","6047","6","6","反逆獸‧三重","37325","19977","反逆獸‧三重","21453","6","這個的名稱是什麼？","6047","1","6","36870","反逆獸三重","活動「魔法少女外傳　黑暗魔法★三人組！」的Boss。","6","29560"
"2","6","6048","6","6","成熟的淑女","22899","28113","成熟的淑女","25104","6","這個的名稱是什麼？","6048","1","6","29087","成熟的淑女","用以形容「美咲」是個什麼樣的女性的俗稱。裝成熟的感覺很可愛。","6","30340"
"3","6","6049","6","6","三線閉殼龜","40860","27580","","19977","6","這個的名稱是什麼？","0","2","6","32218","三線閉殼龜","別名金錢龜、紅邊龜、金頭龜。","6","38281"
"2","6","6050","6","6","迷你麝香龜","40860","39321","","36855","6","這個的名稱是什麼？","0","2","6","20320","迷你麝香龜","世界上體型最小的烏龜。","6","40605"
"2","6","6051","6","6","風之唱喚歌姬","23020","27468","風之唱喚歌姬","39080","6","這個的名稱是什麼？","0","2","6","21809","風唱喚歌姬","將「千歌」升到★5時可獲得的稱號。","6","21914"
"2","6","6052","6","6","紅樹林生態系","24907","29983","紅樹林生態系","32005","6","這個的名稱是什麼？","0","2","6","27193","紅樹林生態","生長在熱帶和亞熱帶部分水域的植物之總稱，會形成形狀非常獨特的根部，具有重要的生態功能。","6","26519"
"1","6","6053","6","6","自然紀念物","29289","24565","","33258","6","這個的名稱是什麼？","0","2","6","28982","自然紀念物","作為學術性貴重資產而被保護的天然動植物、地質、礦物。例如信天翁和朱鷺等。","6","32000"
"2","6","6054","6","6","僵硬性扁平足","24179","25153","僵硬性扁平足","20725","6","這個的名稱是什麼？","0","2","6","30828","僵硬性扁平","扁平足分為兩種：柔軟性扁平足與？","6","24615"
"2","6","6055","6","6","白翼的指揮官","23448","25582","白翼的指揮官","30333","6","這是什麼？","6055","1","6","32764","白翼指揮官","將「莫妮卡」升到★5時\n可獲得的稱號。","6","25351"
"3","6","6056","3","3","獨眼惡魔\n=One Eye Devil","108","105","獨眼惡魔=One Eye Devil","68","3","這個的唸法是什麼？","6056","1","2","101","Devil","令地下社會聞之喪膽的「深月」的綽號。任誰也無法逃過她的獨眼。","3","118"
"3","6","6057","3","3","收藏家（=Collector）","114","111","收藏家（=Collector）","101","3","這個的唸法是什麼？","6057","1","3","99","ector","「七七香」的綽號。源自於她會收集各式各樣魔法的習慣。","3","116"
"3","6","6058","6","6","蒼空的騎空士","22763","31354","蒼空的騎空士","33980","6","這個的唸法是什麼？","6058","1","6","31354","蒼空騎空士","將「吉塔」升到★5時\n可獲得的稱號。","6","39438"
"2","6","6059","6","6","笨蛋打架狂","29378","26550","","31528","6","這個的名稱是什麼？","6059","1","6","34507","笨蛋打架狂","「祈梨」在對「嘉夜」發火或嘲笑時的稱呼方式。","6","25171"
"3","6","6060","6","6","安達盧西亞馬（Andalucian）","20126","35199","安達盧西亞馬（Andalucian）","23433","6","這個的名稱是什麼？","0","2","6","36948","安達盧西亞","自十九世紀以來歐洲第一的馬，更是騎術學校的專用馬。","6","30439"
"3","6","6061","6","6","英育阿拉伯馬","20271","25289","英育阿拉伯馬","33521","6","這個的名稱是什麼？","0","2","6","32946","英育阿拉伯","外貌上比較接近純血馬，擁有純血馬的體型和阿拉伯馬的耐力，具快跑能力。","6","38463"
"2","6","6062","6","6","荷蘭溫血馬","39340","34880","","33655","6","這個的名稱是什麼？","0","2","6","34349","荷蘭溫血馬","結合了兩種荷蘭本土馬種的混種馬。","6","28331"
"1","6","6063","6","6","赫克力士大兜蟲","20828","22763","赫克力士大兜蟲","36203","6","這個的名稱是什麼？","0","2","6","20811","赫克力士兜","獨角仙當中體型最大的一種，超受孩子們喜愛的昆蟲。","6","21147"
"2","6","6064","6","6","半圓形頭冠","20896","38957","","21322","6","這個的名稱是什麼？","0","2","6","22291","半圓形頭冠","冠龍的名字由來，是因為頭上有著？","6","24418"
"1","6","6065","6","6","我是諾維姆啊！","22982","32173","我是諾維姆啊！","25105","6","這個的名稱是什麼？","6065","1","6","26159","我是諾維姆","將「矛依未」升到★5時\n可獲得的稱號。","6","35582"
"1","6","6066","6","6","相信前世的中二病患「疾風之冥姬」","23020","20901","相信前世的中二病患「疾風之冥姬」","30142","6","這個的名稱是什麼？","0","1","6","39080","疾風之冥姬","「杏奈」的角色介紹詞。","6","20043"
"2","6","6067","6","6","元氣滿點的空腹少女","30340","40670","元氣滿點的空腹少女","20803","6","這個的名稱是什麼？","0","1","6","27683","元氣滿點的","「貪吃佩可」的角色介紹詞。","6","28415"
"1","6","6068","6","6","肉食性昆蟲","34802","26118","","32905","6","這個的名稱是什麼？","0","2","6","39135","肉食性昆蟲","蜻蜓與豆娘都是屬於□□□□□，不管是成蟲還是水蠆都是以捕食維生","6","24615"
"3","6","6069","3","3","Grooming","109","111","Grooming","71","3","這個的名稱是什麼？","0","2","2","114","Groom","廣為人知的貓科動物習性「理毛」。英文要怎麼說？","3","111"
"2","6","6070","6","6","魅惑眾多男性的純潔女老師","24107","32769","魅惑眾多男性的純潔女老師","32020","6","這個的名稱是什麼？","0","1","6","28500","純潔女老師","「伊緒」的角色介紹詞。","6","22899"
"2","6","6071","6","6","醒悟了忠義的女商人","20154","21830","醒悟了忠義的女商人","24544","6","這個的名稱是什麼？","0","1","6","32681","忠義女商人","「克蕾琪塔」的角色介紹詞。","6","22899"
"1","6","6072","6","6","一年生草本植物","26412","33609","一年生草本植物","19968","6","這個的名稱是什麼？","0","2","6","24180","一年生草本","從種子發芽、生長、開花、結實至枯萎死亡，其壽命只有一年的草本植物。","6","29983"
"2","6","6073","6","6","小扇撲流螢","34722","27969","","23567","6","這個的名稱是什麼？","0","2","6","25159","小扇撲流螢","唐詩三百首中，有一首與螢火蟲有關的詩為「銀燭秋光冷畫屏，輕羅□□□□□」。","6","25778"
"1","6","6074","6","6","倒在路旁的謎之貓耳魔法師","24107","27861","倒在路旁的謎之貓耳魔法師","35987","6","這個的名稱是什麼？","0","1","6","32819","貓耳魔法師","「凱留」的角色介紹詞。","6","39764"
"3","6","6075","6","6","大王具足蟲","34802","36275","","22823","6","這個的名稱是什麼？","0","2","6","29579","大王具足蟲","棲息在深海裡的甲殼類。外觀類似潮蟲，大型個體體長可超過五十公分。","6","20855"
"3","6","6076","3","3","花園鰻=Garden eel","110","101","花園鰻=Garden eel","97","3","這個的名稱是什麼？","0","2","3","114","arden","","3","100"
"3","6","6077","6","6","肉質寄生性草本植物","24615","29983","肉質寄生性草本植物","32905","6","這個的名稱是什麼？","0","2","6","36074","肉質寄生性","大王花是□□□□□草本植物，自己不製造養分，所有的生活所需的養分水分皆奪取自寄生的植物。","6","23492"
"3","6","6078","6","6","毒蠅鵝膏菌","33740","33167","","27602","6","這個的名稱是什麼？","0","2","6","34821","毒蠅鵝膏菌","毒蠅傘是有白點的一種菇類。具有毒性，吃下肚會產生幻覺、腹痛等症狀。又稱為？","6","40285"
"1","6","6079","6","6","夜行性動物","29289","21205","","22812","6","這個的名稱是什麼？","0","2","6","34892","夜行性動物","貓頭鷹屬於□□□□□，大部分活動時間都是在夜晚。","6","24615"
"2","6","6080","6","6","失去記憶的龍人族少女","22899","23569","失去記憶的龍人族少女","40845","6","這個的名稱是什麼？","0","1","6","20154","龍人族少女","「雪菲」的角色介紹詞。","6","26063"
"3","6","6081","6","6","高鈣深色蔬菜","33756","34092","高鈣深色蔬菜","37411","6","這個的名稱是什麼？","0","2","6","28145","鈣深色蔬菜","比一般的蔬菜含有較多的鈣質。","6","33394"
"2","6","6082","3","3","Sugar cane","114","97","Sugar cane","83","3","這個的名稱是什麼？","0","2","2","117","Sugar","「甘蔗」的英文。","3","103"
"2","6","6083","3","3","不死鳥=Phoenix","110","101","不死鳥=Phoenix","80","3","這個的名稱是什麼？","0","2","2","104","Phoen","別稱菲尼克斯","3","111"
"1","6","6084","3","3","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","108","108","視覺=See、聽覺=Sound、觸覺=Feel、味覺=Taste、嗅覺=Smell","83","3","這個的名稱是什麼？","0","2","2","109","Smell","所謂「五感」是指：","3","101"
"1","6","6085","6","6","能歌善舞的超人氣偶像","20687","20598","能歌善舞的超人氣偶像","36229","6","這個的名稱是什麼？","0","1","6","20154","超人氣偶像","「望」的角色介紹詞。","6","27683"
"3","6","6086","6","6","守護人們而歌唱的唱喚士少女","22899","23569","守護人們而歌唱的唱喚士少女","21809","6","這個的名稱是什麼？","0","1","6","21914","唱喚士少女","「千歌」的角色介紹詞。","6","22763"
"3","6","6087","3","3","Omnivorous","117","111","Omnivorous","118","3","這個的名稱是什麼？","0","2","3","111","vorou","「草食性」的英文為「Herbivorous」，那「雜食性」呢？","3","114"
"2","6","6088","6","6","仰慕英雄的見習騎士少女","22899","22763","仰慕英雄的見習騎士少女","35211","6","這個的名稱是什麼？","0","1","6","32722","見習騎士女","「茉莉」的角色介紹詞。","6","39438"
"3","6","6089","3","3","雙角獸＝Bicorn","110","114","雙角獸＝Bicorn","105","3","這個的名稱是什麼？","0","2","3","99","icorn","獨角獸＝Unicorn。　","3","111"
"1","6","6090","6","6","地獄三頭犬","29356","38957","","22320","6","這個的名稱是什麼？","0","2","6","29508","地獄三頭犬","被稱作「地獄看門犬」的三頭怪物。","6","19977"
"2","6","6091","6","6","隱居在研究所，相當文靜的大姊姊","22986","22986","隱居在研究所，相當文靜的大姊姊","25991","6","這個的名稱是什麼？","0","1","6","38748","文靜大姊姊","「似似花」的角色介紹詞。","6","22823"
"2","6","6092","6","6","專門用拳頭來交朋友的打手龍少女","22899","23569","專門用拳頭來交朋友的打手龍少女","25171","6","這個的名稱是什麼？","0","1","6","25163","打手龍少女","「嘉夜」的角色介紹詞。","6","40845"
"1","6","6093","6","6","九尾狐玉藻前","21069","34299","九尾狐玉藻前","23614","6","這個的名稱是什麼？","0","2","6","29392","尾狐玉藻前","被稱為是「三國傳來之金毛九尾狐」、「九尾狐」、「殺生石」。","6","29577"
"2","6","6094","6","6","目標成為頂尖商人的元氣大小姐","22992","23567","目標成為頂尖商人的元氣大小姐","20803","6","這個的名稱是什麼？","0","1","6","27683","元氣大小姐","「秋乃」的角色介紹詞。","6","22823"
"2","6","6095","6","6","天樓霸斷劍","21133","26039","","22825","6","這個的名稱是什麼？","6095","1","6","27155","天樓霸斷劍","「矛依未」持有的大劍的名稱。","6","38712"
"3","6","6096","6","6","克蕾雅•波洋希亞","27915","27874","克蕾雅•波洋希亞","20811","6","這個的名稱是什麼？","0","1","6","34174","克蕾雅波洋","「克蕾琪塔」在夢境裡的姓名為？","6","38597"
"1","6","6097","3","3","七冠（Seven crowns)","110","119","七冠（Seven crowns)","99","3","這個的唸法是什麼？","6097","1","3","114","crown","","3","111"
"2","6","6098","6","6","波中比目魚","39770","30446","","27874","6","這個的名稱是什麼？","0","2","6","20013","波中比目魚","古代常用「比目魚」比喻形影不離的情侶或朋友。 宋·梅堯臣的詩：「不見沙上雙飛鳥，莫取□□□□□」。","6","27604"
"3","6","6100","6","6","一之瀨祈梨","26792","31048","","19968","6","這個的名稱是什麼？","0","1","6","20043","一之瀨祈梨","「祈梨」在夢境裡的姓名為？","6","28712"
"3","6","6102","6","6","伊莉亞•奧恩斯坦","22374","26031","伊莉亞•奧恩斯坦","20126","6","左側的角色如何稱呼右邊的角色？","0","1","6","22887","亞奧恩斯坦","「伊莉亞」在夢境裡的姓名為？","6","24681"
"1","6","6104","6","6","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","33775","37857","美美=粉色頭髮、禊=橘色頭髮、鏡華=紫色頭髮","32654","6","這個角色的名稱是？","0","1","6","32654","美美禊鏡華","公會【小小甜心】的成員。","6","31114"
"2","6","6105","6","6","倉石惠理子","23376","29702","","20489","6","這個的名稱是什麼？","0","1","6","30707","倉石惠理子","「惠理子」在夢境裡的姓名為？","6","24800"
"1","6","6112","6","6","尤絲蒂亞娜•F•阿斯特賴亞","23068","20126","尤絲蒂亞娜•F•阿斯特賴亞","23588","6","這個角色的本名是？","6112","1","6","32114","尤絲蒂亞娜","","6","33922"
"1","6","6113","6","6","尤絲蒂亞娜","23068","20126","","23588","6","這個的名稱是什麼？","6113","1","6","32114","尤絲蒂亞娜","霸瞳皇帝的假名為：","6","33922"
"1","6","6114","6","6","拉比林斯達","36948","26031","","25289","6","這個角色的名稱是？","6114","1","6","27604","拉比林斯達","","6","26519"
