2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"3500","8053","11011","805304"
"4300","8053","11004","805305"
"5850","8053","10003","805306"
"6100","8053","11004","805307"
"7100","8053","11007","805308"
"7900","8053","11007","805309"
"8800","8053","11004","805310"
"9800","8053","11016","805311"
"10700","8053","11007","805312"
"12150","8053","10003","805313"
"800","8054","11007","805401"
"1600","8054","11007","805402"
"2600","8054","11011","805403"
"4000","8054","10003","805404"
"4350","8054","11004","805405"
"5200","8054","11002","805406"
"6200","8054","11004","805407"
"7000","8054","11016","805408"
"7950","8054","11016","805409"
"8900","8054","11007","805410"
"10250","8054","10003","805411"
"10650","8054","11007","805412"
"11550","8054","11004","805413"
"900","8055","11010","805501"
"1800","8055","11010","805502"
"2700","8055","11009","805503"
"3600","8055","11004","805504"
"4500","8055","11004","805505"
"5400","8055","11011","805506"
"6300","8055","11002","805507"
"7200","8055","11002","805508"
"8650","8055","10003","805509"
"9000","8055","11003","805510"
"9900","8055","11003","805511"
"10800","8055","11019","805512"
"11700","8055","11019","805513"
"1000","8056","11003","805601"
"1950","8056","11002","805602"
"2850","8056","11019","805603"
"3750","8056","11004","805604"
"5200","8056","10003","805605"
"5550","8056","11010","805606"
"6400","8056","11003","805607"
"7350","8056","11004","805608"
"8200","8056","11011","805609"
"9200","8056","11010","805610"
"10000","8056","11009","805611"
"10900","8056","11019","805612"
"11850","8056","11002","805613"
"1600","8057","10003","805701"
"2000","8057","11002","805702"
"2900","8057","11003","805703"
"3700","8057","11019","805704"
"4700","8057","11019","805705"
"5500","8057","11003","805706"
"6450","8057","11010","805707"
"7400","8057","11009","805708"
"8250","8057","11004","805709"
"9150","8057","11002","805710"
"10100","8057","11011","805711"
"10950","8057","11010","805712"
"11800","8057","11004","805713"
"900","8058","11006","805801"
"1800","8058","11014","805802"
"2700","8058","10006","805803"
"3600","8058","11010","805804"
"4500","8058","11008","805805"
"5400","8058","11010","805806"
"6300","8058","11014","805807"
"7200","8058","11015","805808"
"8100","8058","11003","805809"
"9000","8058","11009","805810"
"9900","8058","11011","805811"
"10800","8058","11019","805812"
"11700","8058","11019","805813"
"750","8059","11011","805901"
"1600","8059","11009","805902"
"2550","8059","11019","805903"
"3400","8059","11019","805904"
"4350","8059","11010","805905"
"5200","8059","11006","805906"
"6150","8059","11014","805907"
"7050","8059","11003","805908"
"7950","8059","11008","805909"
"8800","8059","11010","805910"
"9700","8059","10006","805911"
"10700","8059","11014","805912"
"11500","8059","11015","805913"
"700","8060","11011","806001"
"1700","8060","11006","806002"
"2600","8060","11014","806003"
"3450","8060","11010","806004"
"4400","8060","11003","806005"
"5300","8060","11015","806006"
"6100","8060","11014","806007"
"7100","8060","10006","806008"
"7900","8060","11019","806009"
"8900","8060","11009","806010"
"9750","8060","11008","806011"
"10650","8060","11010","806012"
"11600","8060","11019","806013"
"800","9001","1014","900101"
"1600","9001","1004","900102"
"2400","9001","1015","900103"
"3200","9001","1004","900104"
"4000","9001","1016","900105"
"4800","9001","1011","900106"
"5600","9001","1017","900107"
"6400","9001","1011","900108"
"7200","9001","1014","900109"
"8000","9001","1018","900110"
"8800","9001","1015","900111"
"9600","9001","1018","900112"
"10400","9001","1004","900113"
"11200","9001","1011","900114"
"12000","9001","1018","900115"
"12800","9001","1018","900116"
"1000","9002","1015","900201"
"1700","9002","1011","900202"
"2600","9002","1014","900203"
"3350","9002","1014","900204"
"4200","9002","1004","900205"
"5000","9002","1015","900206"
"5800","9002","1004","900207"
"6550","9002","1016","900208"
"7350","9002","1018","900209"
"8150","9002","1018","900210"
"9000","9002","1018","900211"
"9700","9002","1011","900212"
"10550","9002","1011","900213"
"11350","9002","1017","900214"
"12200","9002","1018","900215"
"13000","9002","1004","900216"
"950","9003","1014","900301"
"1750","9003","1018","900302"
"2550","9003","1011","900303"
"3400","9003","1004","900304"
"4150","9003","1015","900305"
"4900","9003","1011","900306"
"5700","9003","1018","900307"
"6600","9003","1014","900308"
"7300","9003","1015","900309"
"8100","9003","1018","900310"
"8950","9003","1016","900311"
"9800","9003","1004","900312"
"10500","9003","1011","900313"
"11300","9003","1017","900314"
"12150","9003","1018","900315"
"12950","9003","1004","900316"
"800","9004","1003","900401"
"1600","9004","1010","900402"
"2400","9004","1010","900403"
"3200","9004","1003","900404"
"4000","9004","1020","900405"
"4800","9004","1010","900406"
"5600","9004","1020","900407"
"6400","9004","1010","900408"
"7200","9004","1009","900409"
"8000","9004","1007","900410"
"8800","9004","1009","900411"
"9600","9004","1007","900412"
"10400","9004","1018","900413"
"11200","9004","1018","900414"
"12000","9004","1018","900415"
"12800","9004","1018","900416"
"700","9005","1003","900501"
"1450","9005","1007","900502"
"2250","9005","1018","900503"
"3050","9005","1010","900504"
"3850","9005","1020","900505"
"4700","9005","1018","900506"
"5400","9005","1010","900507"
"6250","9005","1003","900508"
"7000","9005","1010","900509"
"7850","9005","1009","900510"
"8650","9005","1018","900511"
"9400","9005","1007","900512"
"10200","9005","1009","900513"
"11000","9005","1020","900514"
"11900","9005","1010","900515"
"12600","9005","1018","900516"
"650","9006","1018","900601"
"1400","9006","1007","900602"
"2200","9006","1020","900603"
"3000","9006","1010","900604"
"3800","9006","1020","900605"
"4600","9006","1018","900606"
"5450","9006","1018","900607"
"6200","9006","1010","900608"
"7100","9006","1010","900609"
"7800","9006","1009","900610"
"8600","9006","1009","900611"
"9450","9006","1007","900612"
"10250","9006","1010","900613"
"11050","9006","1003","900614"
"11800","9006","1003","900615"
"12700","9006","1018","900616"
"800","9007","1006","900701"
"1600","9007","1004","900702"
"2400","9007","1006","900703"
"3200","9007","1003","900704"
"4000","9007","6","900705"
"4800","9007","6","900706"
"5600","9007","6","900707"
"6400","9007","6","900708"
"7750","9007","3","900709"
"8000","9007","1008","900710"
"9350","9007","3","900711"
"9600","9007","1009","900712"
"10400","9007","1019","900713"
"11200","9007","1020","900714"
"12000","9007","1018","900715"
"12800","9007","1018","900716"
"1000","9008","6","900801"
"1750","9008","1004","900802"
"2550","9008","1009","900803"
"3300","9008","1019","900804"
"4650","9008","3","900805"
"5550","9008","3","900806"
"5700","9008","6","900807"
"6500","9008","1018","900808"
"7300","9008","6","900809"
"8150","9008","6","900810"
"8950","9008","1003","900811"
"9700","9008","1006","900812"
"10550","9008","1020","900813"
"11400","9008","1008","900814"
"12100","9008","1018","900815"
"12900","9008","1006","900816"
"900","9009","1006","900901"
"1800","9009","1004","900902"
"2600","9009","1006","900903"
"3950","9009","3","900904"
"4150","9009","6","900905"
"4950","9009","1008","900906"
"5800","9009","1019","900907"
"6550","9009","1018","900908"
"7350","9009","6","900909"
"8100","9009","1003","900910"
"9000","9009","6","900911"
"9800","9009","1018","900912"
"10600","9009","1009","900913"
"11300","9009","6","900914"
"12200","9009","1020","900915"
"13550","9009","3","900916"
"800","9010","1009","901001"
"1600","9010","1003","901002"
"2400","9010","1009","901003"
"3200","9010","1003","901004"
"4000","9010","1017","901005"
"4800","9010","1015","901006"
"5600","9010","1017","901007"
"6400","9010","1015","901008"
"7200","9010","1003","901009"
"8000","9010","1003","901010"
"8800","9010","1017","901011"
"9600","9010","1015","901012"
"10400","9010","1009","901013"
"11200","9010","1009","901014"
"12000","9010","1009","901015"
"12800","9010","1009","901016"
"650","9011","1009","901101"
"1500","9011","1009","901102"
"2250","9011","1015","901103"
"3000","9011","1003","901104"
"3900","9011","1015","901105"
"4600","9011","1009","901106"
"5400","9011","1003","901107"
"6200","9011","1009","901108"
"7050","9011","1009","901109"
"7800","9011","1003","901110"
"8600","9011","1017","901111"
"9500","9011","1003","901112"
"10200","9011","1015","901113"
"11050","9011","1017","901114"
"11800","9011","1009","901115"
"12650","9011","1017","901116"
"700","9012","1003","901201"
"1400","9012","1003","901202"
"2200","9012","1009","901203"
"3050","9012","1017","901204"
"3800","9012","1009","901205"
"4700","9012","1009","901206"
"5500","9012","1009","901207"
"6250","9012","1017","901208"
"7100","9012","1015","901209"
"7850","9012","1003","901210"
"8700","9012","1009","901211"
"9450","9012","1015","901212"
"10300","9012","1009","901213"
"11000","9012","1017","901214"
"11900","9012","1003","901215"
"12700","9012","1015","901216"
"800","9013","1011","901301"
"1600","9013","1002","901302"
"2400","9013","1011","901303"
"3200","9013","1003","901304"
"4000","9013","1006","901305"
"4800","9013","1006","901306"
"5600","9013","1007","901307"
"6400","9013","1007","901308"
"7200","9013","1003","901309"
"8000","9013","6","901310"
"8800","9013","6","901311"
"10150","9013","3","901312"
"10400","9013","1001","901313"
"11200","9013","1010","901314"
"12000","9013","1020","901315"
"12800","9013","1020","901316"
"1000","9014","1007","901401"
"2300","9014","3","901402"
"2600","9014","1011","901403"
"3300","9014","1011","901404"
"4200","9014","1006","901405"
"4900","9014","1020","901406"
"5800","9014","6","901407"
"6550","9014","1006","901408"
"7350","9014","1007","901409"
"8100","9014","1003","901410"
"8900","9014","6","901411"
"9750","9014","1020","901412"
"10600","9014","1003","901413"
"11350","9014","1002","901414"
"12150","9014","1010","901415"
"12900","9014","1001","901416"
"900","9015","1003","901501"
"1700","9015","1011","901502"
"2550","9015","1001","901503"
"3350","9015","1007","901504"
"4100","9015","1007","901505"
"4950","9015","1011","901506"
"5750","9015","6","901507"
"6600","9015","6","901508"
"7300","9015","1003","901509"
"8200","9015","1006","901510"
"9000","9015","1010","901511"
"9700","9015","1006","901512"
"10550","9015","1020","901513"
"11400","9015","1002","901514"
"12100","9015","1020","901515"
"13550","9015","3","901516"
"1350","9016","3","901601"
"2150","9016","3","901602"
"2400","9016","1004","901603"
"3200","9016","1004","901604"
"4000","9016","1018","901605"
"4800","9016","1001","901606"
"5600","9016","1020","901607"
"6400","9016","1018","901608"
"7200","9016","1008","901609"
"8000","9016","1007","901610"
"8800","9016","1004","901611"
"9600","9016","1007","901612"
"10400","9016","1011","901613"
"11200","9016","1011","901614"
"12000","9016","1018","901615"
"12800","9016","1018","901616"
"600","9017","1018","901701"
"1950","9017","3","901702"
"2250","9017","1011","901703"
"3100","9017","1018","901704"
"3800","9017","1004","901705"
"4650","9017","1008","901706"
"5450","9017","1007","901707"
"6300","9017","1020","901708"
"7550","9017","3","901709"
"7800","9017","1011","901710"
"8700","9017","1007","901711"
"9500","9017","1018","901712"
"10250","9017","1004","901713"
"11000","9017","1004","901714"
"11800","9017","1001","901715"
"12700","9017","1018","901716"
"650","9018","1004","901801"
"2050","9018","3","901802"
"2200","9018","1018","901803"
"3000","9018","1020","901804"
"3900","9018","1001","901805"
"4700","9018","1018","901806"
"5500","9018","1018","901807"
"6200","9018","1011","901808"
"7100","9018","1008","901809"
"8450","9018","3","901810"
"8600","9018","1004","901811"
"9450","9018","1007","901812"
"10200","9018","1007","901813"
"11050","9018","1004","901814"
"11850","9018","1011","901815"
"12600","9018","1018","901816"
"800","9019","1014","901901"
"1600","9019","1020","901902"
"2400","9019","1014","901903"
"3200","9019","1020","901904"
"4000","9019","1015","901905"
"4800","9019","1009","901906"
"5600","9019","1015","901907"
"6400","9019","1009","901908"
"7200","9019","1016","901909"
"8000","9019","1007","901910"
"8800","9019","1016","901911"
"9600","9019","1007","901912"
"10400","9019","1017","901913"
"11200","9019","1003","901914"
"12000","9019","1017","901915"
"12800","9019","1009","901916"
"900","9020","1009","902001"
"1800","9020","1007","902002"
"2600","9020","1003","902003"
"3400","9020","1015","902004"
"4150","9020","1020","902005"
"4900","9020","1009","902006"
"5750","9020","1015","902007"
"6550","9020","1014","902008"
"7300","9020","1020","902009"
"8200","9020","1009","902010"
"9000","9020","1007","902011"
"9750","9020","1014","902012"
"10600","9020","1016","902013"
"11350","9020","1017","902014"
"12100","9020","1017","902015"
"13000","9020","1016","902016"
"1000","9021","1016","902101"
"1750","9021","1009","902102"
"2500","9021","1020","902103"
"3300","9021","1017","902104"
"4200","9021","1015","902105"
"4950","9021","1007","902106"
"5700","9021","1007","902107"
"6500","9021","1014","902108"
"7350","9021","1016","902109"
"8100","9021","1017","902110"
"8950","9021","1020","902111"
"9800","9021","1003","902112"
"10550","9021","1009","902113"
"11300","9021","1014","902114"
"12150","9021","1009","902115"
"12950","9021","1015","902116"
"800","9022","1019","902201"
"1600","9022","1004","902202"
"2400","9022","1019","902203"
"3200","9022","1006","902204"
"4000","9022","1004","902205"
"4800","9022","1006","902206"
"5600","9022","1007","902207"
"6400","9022","1011","902208"
"7200","9022","1007","902209"
"8000","9022","1009","902210"
"8800","9022","1011","902211"
"9600","9022","1009","902212"
"10400","9022","1004","902213"
"11200","9022","1004","902214"
"12000","9022","1011","902215"
"12800","9022","1011","902216"
"700","9023","1004","902301"
"1500","9023","1011","902302"
"2250","9023","1009","902303"
"3100","9023","1011","902304"
"3800","9023","1011","902305"
"4600","9023","1006","902306"
"5450","9023","1011","902307"
"6250","9023","1004","902308"
"7050","9023","1019","902309"
"7800","9023","1006","902310"
"8650","9023","1007","902311"
"9400","9023","1004","902312"
"10200","9023","1007","902313"
"11000","9023","1009","902314"
"11850","9023","1004","902315"
"12600","9023","1019","902316"
"650","9024","1004","902401"
"1450","9024","1007","902402"
"2200","9024","1011","902403"
"3050","9024","1004","902404"
"3900","9024","1009","902405"
"4700","9024","1011","902406"
"5500","9024","1004","902407"
"6300","9024","1019","902408"
"7100","9024","1007","902409"
"7850","9024","1006","902410"
"8600","9024","1011","902411"
"9450","9024","1004","902412"
"10300","9024","1006","902413"
"11050","9024","1009","902414"
"11900","9024","1011","902415"
"12650","9024","1019","902416"
"1350","9025","3","902501"
"1600","9025","1007","902502"
"2400","9025","1007","902503"
"3750","9025","3","902504"
"4000","9025","1007","902505"
"4800","9025","1004","902506"
"5600","9025","1004","902507"
"6400","9025","1007","902508"
"7200","9025","1007","902509"
"8000","9025","1020","902510"
"8800","9025","1007","902511"
"9600","9025","1020","902512"
"10400","9025","1007","902513"
"11200","9025","1002","902514"
"12000","9025","1011","902515"
"12800","9025","1011","902516"
"1000","9026","1011","902601"
"1800","9026","1011","902602"
"2600","9026","1007","902603"
"3400","9026","1020","902604"
"4100","9026","1007","902605"
"5500","9026","3","902606"
"5700","9026","1007","902607"
"6500","9026","1020","902608"
"7350","9026","1007","902609"
"8150","9026","1007","902610"
"8900","9026","1002","902611"
"9700","9026","1007","902612"
"11150","9026","3","902613"
"11400","9026","1004","902614"
"12200","9026","1004","902615"
"13000","9026","1007","902616"
"1450","9027","3","902701"
"1700","9027","1007","902702"
"3050","9027","3","902703"
"3350","9027","1007","902704"
"4150","9027","1007","902705"
"5000","9027","1002","902706"
"5750","9027","1020","902707"
"6600","9027","1020","902708"
"7300","9027","1004","902709"
"8100","9027","1011","902710"
"9000","9027","1011","902711"
"9800","9027","1007","902712"
"10550","9027","1007","902713"
"11300","9027","1004","902714"
"12100","9027","1007","902715"
"12900","9027","1007","902716"
"800","9028","1007","902801"
"1600","9028","1020","902802"
"2400","9028","1020","902803"
"3200","9028","1007","902804"
"4000","9028","1009","902805"
"4800","9028","1010","902806"
"5600","9028","1010","902807"
"6400","9028","1009","902808"
"7200","9028","1018","902809"
"8000","9028","1019","902810"
"8800","9028","1019","902811"
"9600","9028","1018","902812"
"10400","9028","1004","902813"
"11200","9028","1003","902814"
"12000","9028","1003","902815"
"12800","9028","1004","902816"
"700","9029","1004","902901"
"1500","9029","1010","902902"
"2300","9029","1018","902903"
"3100","9029","1020","902904"
"3900","9029","1009","902905"
"4700","9029","1009","902906"
"5400","9029","1018","902907"
"6300","9029","1020","902908"
"7100","9029","1019","902909"
"7800","9029","1007","902910"
"8600","9029","1004","902911"
"9400","9029","1007","902912"
"10250","9029","1019","902913"
"11050","9029","1003","902914"
"11850","9029","1003","902915"
"12700","9029","1010","902916"
"650","9030","1018","903001"
"1450","9030","1004","903002"
"2200","9030","1010","903003"
"3050","9030","1009","903004"
"3850","9030","1020","903005"
"4600","9030","1009","903006"
"5500","9030","1003","903007"
"6250","9030","1007","903008"
"7000","9030","1007","903009"
"7850","9030","1019","903010"
"8650","9030","1018","903011"
"9500","9030","1004","903012"
"10300","9030","1003","903013"
"11100","9030","1020","903014"
"11900","9030","1010","903015"
"12600","9030","1019","903016"
"800","9031","1006","903101"
"1600","9031","1006","903102"
"2400","9031","1008","903103"
"3200","9031","1008","903104"
"4000","9031","1006","903105"
"4800","9031","6","903106"
"5600","9031","6","903107"
"6400","9031","1006","903108"
"7200","9031","1006","903109"
"8000","9031","1019","903110"
"8800","9031","1019","903111"
"9600","9031","1006","903112"
"10400","9031","1006","903113"
"11200","9031","1003","903114"
"12000","9031","1020","903115"
"12800","9031","1020","903116"
"950","9032","1006","903201"
"1700","9032","6","903202"
"2500","9032","1006","903203"
"3300","9032","1020","903204"
"4150","9032","1006","903205"
"4900","9032","1008","903206"
"5750","9032","1020","903207"
"6600","9032","1006","903208"
"7350","9032","1006","903209"
"8100","9032","1008","903210"
"9000","9032","1003","903211"
"9700","9032","1006","903212"
"10600","9032","6","903213"
"11300","9032","1019","903214"
"12200","9032","1006","903215"
"12950","9032","1019","903216"
"900","9033","6","903301"
"1750","9033","1006","903302"
"2550","9033","1006","903303"
"3400","9033","1019","903304"
"4200","9033","1006","903305"
"4950","9033","1008","903306"
"5700","9033","1003","903307"
"6500","9033","1006","903308"
"7400","9033","6","903309"
"8200","9033","1008","903310"
"8950","9033","1006","903311"
"9750","9033","1006","903312"
"10500","9033","1019","903313"
"11400","9033","1020","903314"
"12150","9033","1006","903315"
"12900","9033","1020","903316"
"800","9034","1010","903401"
"1600","9034","1009","903402"
"2400","9034","1020","903403"
"3200","9034","1009","903404"
"4000","9034","1011","903405"
"4800","9034","1010","903406"
"5600","9034","1020","903407"
"6400","9034","1009","903408"
"7200","9034","1001","903409"
"8000","9034","1009","903410"
"8800","9034","1009","903411"
"9600","9034","1010","903412"
"10400","9034","1020","903413"
"11200","9034","1011","903414"
"12000","9034","1001","903415"
"12800","9034","1011","903416"
"650","9035","1010","903501"
"1500","9035","1020","903502"
"2300","9035","1009","903503"
"3000","9035","1001","903504"
"3850","9035","1011","903505"
"4700","9035","1011","903506"
"5450","9035","1011","903507"
"6250","9035","1009","903508"
"7000","9035","1010","903509"
"7800","9035","1001","903510"
"8600","9035","1009","903511"
"9400","9035","1010","903512"
"10250","9035","1020","903513"
"11050","9035","1020","903514"
"11800","9035","1009","903515"
"12700","9035","1009","903516"
"700","9036","1011","903601"
"1450","9036","1009","903602"
"2250","9036","1020","903603"
"3050","9036","1020","903604"
"3900","9036","1009","903605"
"4650","9036","1010","903606"
"5400","9036","1001","903607"
"6300","9036","1011","903608"
"7050","9036","1010","903609"
"7850","9036","1009","903610"
"8650","9036","1001","903611"
"9450","9036","1009","903612"
"10300","9036","1009","903613"
"11000","9036","1011","903614"
"11900","9036","1020","903615"
"12600","9036","1010","903616"
"800","9037","1020","903701"
"1600","9037","1020","903702"
"2400","9037","1011","903703"
"3200","9037","1011","903704"
"4000","9037","1006","903705"
"4800","9037","1016","903706"
"5600","9037","1017","903707"
"6400","9037","1018","903708"
"7200","9037","1010","903709"
"8000","9037","1010","903710"
"8800","9037","1009","903711"
"9600","9037","1009","903712"
"10400","9037","1014","903713"
"11200","9037","1015","903714"
"12000","9037","1019","903715"
"12800","9037","1007","903716"
"1000","9038","1010","903801"
"1700","9038","1011","903802"
"2550","9038","1009","903803"
"3400","9038","1015","903804"
"4100","9038","1020","903805"
"4900","9038","1019","903806"
"5750","9038","1009","903807"
"6500","9038","1017","903808"
"7350","9038","1006","903809"
"8200","9038","1016","903810"
"8950","9038","1011","903811"
"9800","9038","1014","903812"
"10600","9038","1018","903813"
"11350","9038","1007","903814"
"12100","9038","1010","903815"
"12900","9038","1020","903816"
"950","9039","1014","903901"
"1800","9039","1009","903902"
"2500","9039","1020","903903"
"3300","9039","1017","903904"
"4200","9039","1011","903905"
"5000","9039","1015","903906"
"5700","9039","1009","903907"
"6600","9039","1016","903908"
"7300","9039","1011","903909"
"8100","9039","1019","903910"
"8900","9039","1010","903911"
"9700","9039","1010","903912"
"10500","9039","1006","903913"
"11400","9039","1020","903914"
"12150","9039","1018","903915"
"12950","9039","1007","903916"
"800","9040","1002","904001"
"1600","9040","1004","904002"
"2400","9040","1007","904003"
"3200","9040","1006","904004"
"4000","9040","1008","904005"
"4800","9040","1002","904006"
"5600","9040","1006","904007"
"6400","9040","1003","904008"
"7200","9040","1009","904009"
"8000","9040","1007","904010"
"8800","9040","1017","904011"
"9600","9040","1016","904012"
"10400","9040","1018","904013"
"11200","9040","1007","904014"
"12000","9040","1019","904015"
"12800","9040","1003","904016"
"650","9041","1003","904101"
"1450","9041","1003","904102"
"2200","9041","1002","904103"
"3000","9041","1007","904104"
"3800","9041","1009","904105"
"4600","9041","1006","904106"
"5500","9041","1018","904107"
"6300","9041","1007","904108"
"7050","9041","1006","904109"
"7800","9041","1002","904110"
"8600","9041","1008","904111"
"9500","9041","1017","904112"
"10250","9041","1007","904113"
"11050","9041","1004","904114"
"11800","9041","1016","904115"
"12700","9041","1019","904116"
"700","9042","1002","904201"
"1400","9042","1007","904202"
"2300","9042","1017","904203"
"3100","9042","1006","904204"
"3900","9042","1003","904205"
"4700","9042","1018","904206"
"5400","9042","1004","904207"
"6250","9042","1002","904208"
"7100","9042","1007","904209"
"7850","9042","1006","904210"
"8650","9042","1016","904211"
"9450","9042","1009","904212"
"10200","9042","1019","904213"
"11100","9042","1008","904214"
"11900","9042","1007","904215"
"12650","9042","1003","904216"
"800","9043","1001","904301"
"1600","9043","1004","904302"
"2400","9043","1001","904303"
"3200","9043","1004","904304"
"4000","9043","1020","904305"
"4800","9043","1011","904306"
"5600","9043","1020","904307"
"6400","9043","1011","904308"
"7200","9043","1003","904309"
"8550","9043","3","904310"
"8800","9043","1003","904311"
"10150","9043","3","904312"
"10400","9043","1009","904313"
"11200","9043","1007","904314"
"12000","9043","1009","904315"
"12800","9043","1007","904316"
"1000","9044","1007","904401"
"1800","9044","1020","904402"
"2600","9044","1004","904403"
"3300","9044","1001","904404"
"4100","9044","1009","904405"
"4950","9044","1011","904406"
"5700","9044","1011","904407"
"6600","9044","1001","904408"
"7950","9044","3","904409"
"8200","9044","1004","904410"
"9450","9044","3","904411"
"9700","9044","1003","904412"
"10550","9044","1007","904413"
"11300","9044","1009","904414"
"12100","9044","1020","904415"
"13000","9044","1003","904416"
"900","9045","1001","904501"
"1700","9045","1009","904502"
"2550","9045","1004","904503"
"3350","9045","1003","904504"
"4150","9045","1020","904505"
"4900","9045","1007","904506"
"5800","9045","1001","904507"
"6550","9045","1011","904508"
"7350","9045","1020","904509"
"8100","9045","1009","904510"
"9550","9045","3","904511"
"9800","9045","1004","904512"
"10500","9045","1011","904513"
"11400","9045","1003","904514"
"12150","9045","1007","904515"
"13450","9045","3","904516"
"800","9046","6","904601"
"1600","9046","6","904602"
"2400","9046","1009","904603"
"3200","9046","6","904604"
"4550","9046","3","904605"
"4800","9046","1011","904606"
"5600","9046","1011","904607"
"6950","9046","3","904608"
"7200","9046","1007","904609"
"8550","9046","3","904610"
"8800","9046","1007","904611"
"10150","9046","3","904612"
"10400","9046","1020","904613"
"11200","9046","1009","904614"
"12000","9046","6","904615"
"12800","9046","1009","904616"
"1200","9047","3","904701"
"1450","9047","1009","904702"
"2850","9047","3","904703"
"3100","9047","1020","904704"
"4350","9047","3","904705"
"4700","9047","1011","904706"
"5950","9047","3","904707"
"6300","9047","6","904708"
"7000","9047","1011","904709"
"7850","9047","6","904710"
"8700","9047","1007","904711"
"9400","9047","1009","904712"
"10300","9047","6","904713"
"11100","9047","1009","904714"
"11850","9047","1007","904715"
"12600","9047","6","904716"
"600","9048","6","904801"
"1400","9048","1020","904802"
"2250","9048","6","904803"
"3050","9048","1007","904804"
"4450","9048","3","904805"
"4650","9048","1007","904806"
"5450","9048","1009","904807"
"6750","9048","3","904808"
"7100","9048","1009","904809"
"7800","9048","1011","904810"
"8650","9048","6","904811"
"10050","9048","3","904812"
"10200","9048","1011","904813"
"11600","9048","3","904814"
"11900","9048","1009","904815"
"12700","9048","6","904816"
"800","9049","1001","904901"
"1600","9049","1002","904902"
"2400","9049","1002","904903"
"3200","9049","1004","904904"
"4000","9049","1018","904905"
"4800","9049","1011","904906"
"5600","9049","1018","904907"
"6400","9049","1009","904908"
"7200","9049","1019","904909"
"8000","9049","1009","904910"
"8800","9049","1011","904911"
"9600","9049","1018","904912"
"10400","9049","1003","904913"
"11200","9049","1010","904914"
"12000","9049","1010","904915"
"12800","9049","1003","904916"
"950","9050","1019","905001"
"1750","9050","1010","905002"
"2500","9050","1010","905003"
"3300","9050","1001","905004"
"4150","9050","1002","905005"
"4900","9050","1009","905006"
"5700","9050","1018","905007"
"6550","9050","1018","905008"
"7350","9050","1003","905009"
"8150","9050","1011","905010"
"8900","9050","1003","905011"
"9750","9050","1018","905012"
"10550","9050","1009","905013"
"11300","9050","1002","905014"
"12150","9050","1011","905015"
"12900","9050","1004","905016"
"1000","9051","1010","905101"
"1800","9051","1018","905102"
"2600","9051","1002","905103"
"3350","9051","1009","905104"
"4200","9051","1018","905105"
"5000","9051","1009","905106"
"5800","9051","1018","905107"
"6500","9051","1011","905108"
"7300","9051","1001","905109"
"8100","9051","1003","905110"
"8950","9051","1019","905111"
"9700","9051","1011","905112"
"10500","9051","1003","905113"
"11350","9051","1010","905114"
"12200","9051","1004","905115"
"12950","9051","1002","905116"
"800","9052","1004","905201"
"1600","9052","6","905202"
"2400","9052","1004","905203"
"3200","9052","1001","905204"
"4000","9052","1018","905205"
"4800","9052","1018","905206"
"5600","9052","1018","905207"
"6400","9052","1018","905208"
"7200","9052","1010","905209"
"8000","9052","1003","905210"
"8800","9052","1020","905211"
"9600","9052","1003","905212"
"10400","9052","1011","905213"
"11200","9052","1011","905214"
"12000","9052","1009","905215"
"12800","9052","1009","905216"
"600","9053","1003","905301"
"1450","9053","1020","905302"
"2200","9053","1004","905303"
"3050","9053","1011","905304"
"3850","9053","1003","905305"
"4600","9053","1011","905306"
"5450","9053","1001","905307"
"6200","9053","1009","905308"
"7050","9053","1018","905309"
"7850","9053","1004","905310"
"8650","9053","1018","905311"
"9400","9053","1010","905312"
"10300","9053","6","905313"
"11000","9053","1009","905314"
"11800","9053","1018","905315"
"12600","9053","1018","905316"
"650","9054","1004","905401"
"1400","9054","1011","905402"
"2300","9054","1018","905403"
"3000","9054","1003","905404"
"3800","9054","1018","905405"
"4650","9054","1018","905406"
"5400","9054","1010","905407"
"6250","9054","1003","905408"
"7000","9054","6","905409"
"7900","9054","1020","905410"
"8600","9054","1004","905411"
"9450","9054","1011","905412"
"10200","9054","1009","905413"
"11050","9054","1001","905414"
"11850","9054","1018","905415"
"12650","9054","1009","905416"
"800","9055","1008","905501"
"1600","9055","1006","905502"
"2400","9055","1006","905503"
"3200","9055","1008","905504"
"4000","9055","6","905505"
"4800","9055","1014","905506"
"5600","9055","6","905507"
"6400","9055","1014","905508"
"7200","9055","1006","905509"
"8000","9055","6","905510"
"8800","9055","1006","905511"
"9600","9055","6","905512"
"10400","9055","1014","905513"
"11200","9055","1008","905514"
"12000","9055","1006","905515"
"1000","9056","6","905601"
"1800","9056","6","905602"
"2500","9056","1006","905603"
"3300","9056","1006","905604"
"4150","9056","1006","905605"
"5000","9056","1014","905606"
"5700","9056","6","905607"
"6600","9056","1006","905608"
"7400","9056","1014","905609"
"8150","9056","6","905610"
"8950","9056","1014","905611"
"9750","9056","1008","905612"
"10500","9056","1006","905613"
"11300","9056","1008","905614"
"12200","9056","1008","905615"
"900","9057","1014","905701"
"1700","9057","6","905702"
