a4a08d6ba8874499c99946964b11a7a1dfbac769e36325442016908d683bc3d4,0ccef80dd38d9c9b70e1f12925259f93eec9bda35161223eff942766c5311a6f,485a3bb4799ce31dc4d2774fad20d8b0e5a8d344749f9c8a8c65dae65780acaf,1a1a076e65c262a234876e4d19c24be578e9d7368548db05032adfc45dc7fd09,62d81b9c6b579a8f3b05a7e35be9e9689bfa9b80bd7537bdd1ff397816b937fb,6e2da09074bcc25048a9e2b40aadc432fc13d009bff8cb2e471689380a6e051e,594168b35da698245136582522713828331aa1f901af14b75283be10767e180b,00849b9df2cd58d9a54773bdab7236b92f53a5c3dfcae429b1ae83cb04dd0a8a,0c1c0464d4dfe1ab2c722de2f4c85d1ce23724b19af20838cf77bf45c1d315c0,5d07111240dd6e3b362603b06e93d1ce0b05978814a29f38e5e7af484639a064,d5be661fd33badcbcb2e3737d13ff5aebd5c8e8e992784c9a897db43ab9d23fc
"1","3","1921010035","checkpoint_kyaru_in","0","","92101","0","checkpoint_kyaru_loop","0","106011"
"1","3","1921010036","checkpoint_shefy_in","0","","92101","0","checkpoint_shefy_loop","0","106411"
"","140","1921010037","0","0","","92101","","","","6"
"","93","1921010038","0","","","92101","","","","1.6"
"","23","1921010039","se_caravan_goal_arrival_niflhel","0","","92101","","","","se_caravan"
"","32","1921010040","1","","","92101","","","","5"
"","3","1921010041","checkpoint_karin_clap","1","","92101","0.2","","","118511"
"","93","1921010042","0","","","92101","","","","3"
"","101","1921010043","","","","92101","","","","1921010044"
"","25","1921010044","bgm_MC211","","","92101","","","","bgm_MC211"
"","32","1921010045","0","","","92101","","","","4"
"","113","1921010046","","","","92101","","","","1"
"","93","1921010047","0","","","92101","","","","0.3"
"","32","1921010048","1","","","92101","","","","2"
"","93","1921010049","0","","","92101","","","","0.4"
"0","6","1921010050","1","1","","92101","0","1","0","100"
"0","6","1921010051","1","1","","92101","0","1","0","110"
"","32","1921010052","0","","","92101","","","","0"
"","32","1921010053","0","","","92101","","","","5"
"","32","1921010054","0","","","92101","","","","9"
"0","6","1921010055","1","1","","92101","0","1","0","105811"
"0","6","1921010056","1","1","","92101","0","1","0","105911"
"0","6","1921010057","1","1","","92101","0","1","0","106011"
"0","6","1921010058","1","1","","92101","0","1","0","106411"
"0","6","1921010059","1","1","","92101","0","1","0","118511"
"","91","1921010060","","","","92101","","","","0"
"-34","1","1921020001","105811","62","empty","92102","1","0","0","1"
"-34","1","1921020002","105911","66","empty","92102","1","0","0","1"
"-34","1","1921020003","106011","64","empty","92102","1","0","0","1"
"-34","1","1921020004","106411","64","empty","92102","1","0","0","1"
"-34","1","1921020005","118511","52","empty","92102","1","0","0","1"
"-34","5","1921020006","900000","54","empty","92102","1","0","0","900000"
"1","6","1921020007","1","1","","92102","0","1","0","105811"
"1","6","1921020008","1","1","","92102","0","1","0","105911"
"1","6","1921020009","1","1","","92102","0","1","0","106011"
"1","6","1921020010","1","1","","92102","0","1","0","106411"
"1","6","1921020011","1","1","","92102","0","1","0","118511"
"1","2","1921020012","0","-34","","92102","0","0","0","105811"
"1","2","1921020013","0","-34","","92102","0","0","0","105911"
"1","2","1921020014","0","-34","","92102","0","0","0","106011"
"1","2","1921020015","0","-34","","92102","0","0","0","106411"
"1","31","1921020016","921001","-250","","92102","1","0","","921001"
"1","31","1921020017","900002","0","","92102","0","0","","900002"
"1","31","1921020018","900003","0","","92102","0","0","","900003"
"1","31","1921020019","900006","0","","92102","0","0","","900006"
"1","31","1921020020","900008","0","","92102","0","0","","900008"
"","91","1921020021","0","","","92102","","","","0"
"","3","1921020022","treasure_peko","1","","92102","0","","","105811"
"","3","1921020023","treasure_kokkoro","1","","92102","0","","","105911"
"","3","1921020024","treasure_kyaru","1","","92102","0","","","106011"
"","3","1921020025","treasure_shefy","1","","92102","0","","","106411"
"","3","1921020026","treasure_karin_normal","0","","92102","0","","","118511"
"","3","1921020027","treasure_karin_normal","0","","92102","0","","","900000"
"","32","1921020028","1","","","92102","","","","900006"
"","32","1921020029","1","","","92102","","","","900008"
"","93","1921020030","0","","","92102","","","","0.4"
"","140","1921020031","0","0","","92102","","","","7"
"","93","1921020032","0","","","92102","","","","3.9"
"","101","1921020033","","","","92102","","","","1921020035"
"","32","1921020034","0","","","92102","","","","900006"
"0","113","1921020035","","1","","92102","0.1","1","0","2"
"","93","1921020036","0","","","92102","","","","0.2"
"","32","1921020037","1","","","92102","","","","900003"
"","93","1921020038","0","","","92102","","","","0.2"
"","32","1921020039","0","","","92102","","","","921001"
"","32","1921020040","0","","","92102","","","","900006"
"0","6","1921020041","1","1","","92102","0","1","0","105811"
"0","6","1921020042","1","1","","92102","0","1","0","105911"
"0","6","1921020043","1","1","","92102","0","1","0","106011"
"0","6","1921020044","1","1","","92102","0","1","0","106411"
"0","6","1921020045","1","1","","92102","0","1","0","118511"
"0","6","1921020046","1","1","","92102","0","1","0","900000"
"","93","1921020047","0","","","92102","","","","0.1"
"-34","1","1921030001","105811","62","empty","92103","1","0","0","1"
"-34","1","1921030002","105911","66","empty","92103","1","0","0","1"
"-34","1","1921030003","106011","64","empty","92103","1","0","0","1"
"-34","1","1921030004","106411","64","empty","92103","1","0","0","1"
"-34","1","1921030005","118511","52","empty","92103","1","0","0","1"
"-34","5","1921030006","900000","54","empty","92103","1","0","0","900000"
"1","6","1921030007","1","1","","92103","0","1","0","105811"
"1","6","1921030008","1","1","","92103","0","1","0","105911"
"1","6","1921030009","1","1","","92103","0","1","0","106011"
"1","6","1921030010","1","1","","92103","0","1","0","106411"
"1","6","1921030011","1","1","","92103","0","1","0","118511"
"1","2","1921030012","0","-34","","92103","0","0","0","105811"
"1","2","1921030013","0","-34","","92103","0","0","0","105911"
"1","2","1921030014","0","-34","","92103","0","0","0","106011"
"1","2","1921030015","0","-34","","92103","0","0","0","106411"
"1","31","1921030016","921001","-250","","92103","1","0","","921001"
"1","31","1921030017","900002","0","","92103","0","0","","900002"
"1","31","1921030018","900003","0","","92103","0","0","","900003"
"1","31","1921030019","900007","0","","92103","0","0","","900007"
"1","31","1921030020","900008","0","","92103","0","0","","900008"
"","91","1921030021","0","","","92103","","","","0"
"","3","1921030022","treasure_peko","1","","92103","0","","","105811"
"","3","1921030023","treasure_kokkoro","1","","92103","0","","","105911"
"","3","1921030024","treasure_kyaru","1","","92103","0","","","106011"
"","3","1921030025","treasure_shefy","1","","92103","0","","","106411"
"","3","1921030026","treasure_karin_rare","0","","92103","0","","","118511"
"","3","1921030027","treasure_karin_rare","0","","92103","0","","","900000"
"","32","1921030028","1","","","92103","","","","900007"
"","32","1921030029","1","","","92103","","","","900008"
"","93","1921030030","0","","","92103","","","","0.4"
"","140","1921030031","0","0","","92103","","","","7"
"","93","1921030032","0","","","92103","","","","2.2"
"","21","1921030033","vo_caravan_118501_appraise_001","0","","92103","","0","","vo_caravan"
"","93","1921030034","0","","","92103","","","","2.7"
"","101","1921030035","","","","92103","","","","1921030037"
"","32","1921030036","0","","","92103","","","","900007"
"0","113","1921030037","","1","","92103","0.1","1","0","2"
"","93","1921030038","0","","","92103","","","","0.2"
"","32","1921030039","1","","","92103","","","","900003"
"","93","1921030040","0","","","92103","","","","0.2"
"","32","1921030041","0","","","92103","","","","921001"
"","32","1921030042","0","","","92103","","","","900007"
"","32","1921030043","0","","","92103","","","","900008"
"0","6","1921030044","1","1","","92103","0","1","0","105811"
"0","6","1921030045","1","1","","92103","0","1","0","105911"
"0","6","1921030046","1","1","","92103","0","1","0","106011"
"0","6","1921030047","1","1","","92103","0","1","0","106411"
"0","6","1921030048","1","1","","92103","0","1","0","118511"
"0","6","1921030049","1","1","","92103","0","1","0","900000"
"","93","1921030050","0","","","92103","","","","0.1"
"-34","1","1922010001","105811","62","empty","92201","1","0","0","1"
"-34","1","1922010002","105911","66","empty","92201","1","0","0","1"
"-34","1","1922010003","106011","64","empty","92201","1","0","0","1"
"-34","1","1922010004","106411","65","empty","92201","1","0","0","1"
"-266","5","1922010005","100","58","idle","92201","0.4","-1085","1","100"
"-266","5","1922010006","110","56","idle","92201","0.4","-1085","1","110"
"-34","1","1922010007","118511","52","empty","92201","1","0","0","1"
"-300","5","1922010008","11","62","empty","92201","0.64","-800","0","14"
"-300","5","1922010009","12","64","empty","92201","0.64","-1120","0","15"
"-320","5","1922010010","13","66","empty","92201","0.64","-970","0","16"
"-250","5","1922010011","200","58","empty","92201","0.75","-1120","1","200"
"1","31","1922010012","0","-300","","92201","0","0","","921000"
"1","31","1922010013","10","0","","92201","0","0","","900001"
"1","31","1922010014","11","0","","92201","0","0","","900002"
"1","31","1922010015","12","-1085","","92201","0","-266","","900004"
"1","31","1922010016","13","0","","92201","0","0","","900005"
"1","31","1922010017","18","-600","","92201","0","0","","900011"
"1","31","1922010018","17","0","","92201","0","-34","","900009"
"1","31","1922010019","912001","0","","92201","0","0","","912001"
"","91","1922010020","0","","","92201","","","","0"
"","32","1922010021","1","","","92201","","","","10"
"","93","1922010022","0","","","92201","","","","0.7"
"","32","1922010023","1","","","92201","","","","0"
"","32","1922010024","1","","","92201","","","","17"
"","3","1922010025","checkpoint_karin_idle","1","","92201","0","","","118511"
"","26","1922010026","","","","92201","","","","0.5"
"","23","1922010027","se_caravan_goal_amb_niflhel","0","","92201","","","","se_caravan"
"","23","1922010028","se_caravan_goal_onigiri","0","","92201","","","","se_caravan"
"","93","1922010029","0","","","92201","","","","0.5"
"1","3","1922010030","run_checkpoint","0","","92201","0","idle","0","100"
"1","3","1922010031","run_checkpoint","0","","92201","0","idle","0","110"
"","32","1922010032","1","","","92201","","","","12"
"11","2","1922010033","67","-276","","92201","","2.5","","100"
"11","2","1922010034","67","-276","","92201","","2.5","","110"
"11","33","1922010035","67","-276","","92201","","2.5","","12"
"","93","1922010036","0","","","92201","","","","2"
"","23","1922010037","se_caravan_goal_chara_appear","0","","92201","","","","se_caravan"
"1","3","1922010038","checkpoint_peko_in","0","","92201","0","checkpoint_peko_loop","0","105811"
"1","3","1922010039","checkpoint_kokkoro_in","0","","92201","0","checkpoint_kokkoro_loop","0","105911"
"1","3","1922010040","checkpoint_kyaru_in","0","","92201","0","checkpoint_kyaru_loop","0","106011"
"1","3","1922010041","checkpoint_shefy_in","0","","92201","0","checkpoint_shefy_loop","0","106411"
"","140","1922010042","0","0","","92201","","","","6"
"","93","1922010043","0","","","92201","","","","1.6"
"","23","1922010044","se_caravan_goal_arrival_niflhel","0","","92201","","","","se_caravan"
"","32","1922010045","1","","","92201","","","","13"
"","3","1922010046","checkpoint_karin_clap","1","","92201","0.2","","","118511"
"","93","1922010047","0","","","92201","","","","2.6"
"3","33","1922010048","-600","0","","92201","","1","","11"
"1","121","1922010049","0","1","","92201","3","1","","600"
"","23","1922010050","se_caravan_goal_bandy_appear","0","","92201","","","","se_caravan"
"","3","1922010051","run_gakkari","0","","92201","","","","11"
"","3","1922010052","run_gakkari","0","","92201","","","","12"
"","3","1922010053","run_gakkari","0","","92201","","","","13"
"1","3","1922010054","run_gakkari","0","","92201","","idle","0.1","200"
"","32","1922010055","1","","","92201","","","","912001"
"","93","1922010056","0","","","92201","","","","0.4"
"","3","1922010057","checkpoint_peko_loop_r","1","","92201","0.1","","","105811"
"","3","1922010058","checkpoint_kokkoro_loop_r","1","","92201","0.1","","","105911"
"","3","1922010059","checkpoint_kyaru_loop_r","1","","92201","0.1","","","106011"
"","3","1922010060","checkpoint_shefy_loop_r","1","","92201","0.1","","","106411"
"","140","1922010061","0","0","","92201","","","","61"
"","93","1922010062","0","","","92201","","","","0.1"
"","32","1922010063","1","","","92201","","","","18"
"","93","1922010064","0","","","92201","","","","3.7"
"","101","1922010065","","","","92201","","","","1922010066"
"","25","1922010066","bgm_MC211","","","92201","","","","bgm_MC211"
"","32","1922010067","0","","","92201","","","","12"
"","32","1922010068","0","","","92201","","","","912001"
"","113","1922010069","","","","92201","","","","1"
"","93","1922010070","0","","","92201","","","","0.3"
"","32","1922010071","1","","","92201","","","","11"
"","93","1922010072","0","","","92201","","","","0.4"
"","32","1922010073","0","","","92201","","","","0"
"","32","1922010074","0","","","92201","","","","13"
"","32","1922010075","0","","","92201","","","","18"
"","32","1922010076","0","","","92201","","","","17"
"0","6","1922010077","1","1","","92201","0","1","0","105811"
"0","6","1922010078","1","1","","92201","0","1","0","105911"
"0","6","1922010079","1","1","","92201","0","1","0","106011"
"0","6","1922010080","1","1","","92201","0","1","0","106411"
"0","6","1922010081","1","1","","92201","0","1","0","100"
"0","6","1922010082","1","1","","92201","0","1","0","110"
"0","6","1922010083","1","1","","92201","0","1","0","118511"
"0","6","1922010084","1","1","","92201","0","1","0","11"
"0","6","1922010085","1","1","","92201","0","1","0","12"
"0","6","1922010086","1","1","","92201","0","1","0","13"
"0","6","1922010087","1","1","","92201","0","1","0","200"
"0","121","1922010088","0","1","","92201","3","1","","0"
"0","33","1922010089","0","0","","92201","","0","","11"
"","91","1922010090","","","","92201","","","","0"
"-50","1","1923010001","105811","62","empty","92301","1","-1250","0","1"
"-70","1","1923010002","105911","66","empty","92301","1","-1390","0","1"
"-50","1","1923010003","106011","64","empty","92301","1","-1520","0","1"
"-70","1","1923010004","106411","64","empty","92301","1","-1660","0","1"
"-266","5","1923010005","100","58","idle","92301","0.4","-1085","1","100"
"-266","5","1923010006","110","56","idle","92301","0.4","-1085","1","110"
"-330","5","1923010007","11","64","empty","92301","0.64","285","0","14"
"-330","5","1923010008","12","66","empty","92301","0.64","570","0","15"
"-300","5","1923010009","13","62","empty","92301","0.64","425","0","16"
"-250","5","1923010010","200","58","empty","92301","0.75","570","0","200"
"1","31","1923010011","0","-300","","92301","0","0","","921000"
"1","31","1923010012","10","0","","92301","0","0","","900001"
"1","31","1923010013","11","0","","92301","0","0","","900002"
"1","31","1923010014","912000","430","","92301","0","0","","912000"
"1","31","1923010015","20021","-1250","","92301","0","-50","","912002"
"1","31","1923010016","20022","-1390","","92301","0","-70","","912002"
"1","31","1923010017","20023","-1520","","92301","0","-50","","912002"
"1","31","1923010018","20024","-1660","","92301","0","-70","","912002"
"1","31","1923010019","19","0","","92301","0","0","","900012"
"","91","1923010020","0","","","92301","","","","0"
"","32","1923010021","1","","","92301","","","","10"
"","93","1923010022","0","","","92301","","","","0.7"
"","32","1923010023","1","","","92301","","","","0"
"","3","1923010024","doya_wait","1","","92301","","","","11"
"","3","1923010025","doya_wait","1","","92301","","","","12"
"","3","1923010026","doya_wait","1","","92301","","","","13"
"","3","1923010027","idle","1","","92301","","","","200"
"","32","1923010028","1","","","92301","","","","912000"
"","26","1923010029","","","","92301","","","","0.5"
"","23","1923010030","se_caravan_goal_amb_niflhel","0","","92301","","","","se_caravan"
"","23","1923010031","se_caravan_goal_onigiri_bishoku_appear","0","","92301","","","","se_caravan"
"","3","1923010032","run","1","","92301","","","","105811"
"","3","1923010033","run","1","","92301","","","","105911"
"","3","1923010034","run","1","","92301","","","","106011"
"","3","1923010035","run","1","","92301","","","","106411"
"1","3","1923010036","run_checkpoint","0","","92301","0","idle","0","100"
"1","3","1923010037","run_checkpoint","0","","92301","0","idle","0","110"
"11","2","1923010038","-150","-50","","92301","","2.5","","105811"
"11","2","1923010039","-290","-70","","92301","","2.5","","105911"
"11","2","1923010040","-420","-50","","92301","","2.5","","106011"
"11","2","1923010041","-560","-70","","92301","","2.5","","106411"
"","32","1923010042","1","","","92301","","","","20021"
"","32","1923010043","1","","","92301","","","","20022"
"","32","1923010044","1","","","92301","","","","20023"
"","32","1923010045","1","","","92301","","","","20024"
"11","33","1923010046","-150","-50","","92301","","2.5","","20021"
"11","33","1923010047","-290","-70","","92301","","2.5","","20022"
"11","33","1923010048","-420","-50","","92301","","2.5","","20023"
"11","33","1923010049","-560","-70","","92301","","2.5","","20024"
"11","2","1923010050","-100","-276","","92301","","2.5","","100"
"11","2","1923010051","-100","-276","","92301","","2.5","","110"
"","93","1923010052","0","","","92301","","","","2.1"
"","140","1923010053","0","0","","92301","","","","62"
"","32","1923010054","1","","","92301","","","","19"
"","93","1923010055","0","","","92301","","","","0.4"
"","3","1923010056","gakkari","0","","92301","0.3","","","105811"
"","3","1923010057","gakkari","0","","92301","0.3","","","105911"
"","3","1923010058","gakkari","0","","92301","0.3","","","106011"
"","3","1923010059","gakkari","0","","92301","0.3","","","106411"
"","93","1923010060","0","","","92301","","","","0.9"
"1","3","1923010061","doya_loop_in","0","","92301","0.1","doya_loop","","11"
"1","3","1923010062","doya_loop_in","0","","92301","0.1","doya_loop","","12"
"1","3","1923010063","doya_loop_in","0","","92301","0.1","doya_loop","","13"
"","93","1923010064","0","","","92301","","","","2.9"
"","101","1923010065","","","","92301","","","","1923010066"
"","25","1923010066","bgm_MC211","","","92301","","","","bgm_MC211"
"","32","1923010067","0","","","92301","","","","20021"
"","32","1923010068","0","","","92301","","","","20022"
"","32","1923010069","0","","","92301","","","","20023"
"","32","1923010070","0","","","92301","","","","20024"
"","113","1923010071","","","","92301","","","","1"
"","93","1923010072","0","","","92301","","","","0.3"
"","32","1923010073","1","","","92301","","","","11"
"","93","1923010074","0","","","92301","","","","0.4"
"","32","1923010075","0","","","92301","","","","19"
"","32","1923010076","0","","","92301","","","","0"
"","32","1923010077","0","","","92301","","","","912000"
"0","6","1923010078","1","1","","92301","0","1","0","105811"
"0","6","1923010079","1","1","","92301","0","1","0","105911"
"0","6","1923010080","1","1","","92301","0","1","0","106011"
"0","6","1923010081","1","1","","92301","0","1","0","106411"
"0","6","1923010082","1","1","","92301","0","1","0","100"
"0","6","1923010083","1","1","","92301","0","1","0","110"
"0","6","1923010084","1","1","","92301","0","1","0","11"
"0","6","1923010085","1","1","","92301","0","1","0","12"
"0","6","1923010086","1","1","","92301","0","1","0","13"
"0","6","1923010087","1","1","","92301","0","1","0","200"
"","91","1923010088","","","","92301","","","","0"
"-34","1","1924010001","105811","62","empty","92401","1","0","0","1"
"-34","1","1924010002","105911","66","empty","92401","1","0","0","1"
"-34","1","1924010003","106011","64","empty","92401","1","0","0","1"
"-34","1","1924010004","106411","65","empty","92401","1","0","0","1"
"-34","1","1924010005","118511","52","empty","92401","1","0","0","1"
"-266","5","1924010006","100","58","idle","92401","0.4","-1085","1","100"
"-266","5","1924010007","110","56","idle","92401","0.4","-1085","1","110"
"1","31","1924010008","40","0","","92401","0","0","","904000"
"1","31","1924010009","41","0","","92401","0","0","","904001"
"1","31","1924010010","42","0","","92401","0","0","","904002"
"1","31","1924010011","0","-300","","92401","0","0","","921000"
"1","31","1924010012","1","0","","92401","0","0","","900002"
"1","31","1924010013","2","0","","92401","0","0","","900002"
"1","31","1924010014","3","0","","92401","0","0","","900002"
"1","31","1924010015","4","-1085","","92401","0","-266","","900004"
"1","31","1924010016","5","0","","92401","0","0","","900005"
"1","31","1924010017","9","0","","92401","0","-34","","900009"
"","91","1924010018","0","","","92401","","","","0"
"","32","1924010019","1","","","92401","","","","1"
"","93","1924010020","0","","","92401","","","","0.4"
"","32","1924010021","1","","","92401","","","","40"
"","32","1924010022","1","","","92401","","","","41"
"","32","1924010023","1","","","92401","","","","42"
"","23","1924010024","se_caravan_section_skip","0","","92401","","","","se_caravan"
"","21","1924010025","vo_caravan_onigiriskip","0","","92401","","","","vo_caravan"
"11","2","1924010026","240","-266","","92401","","0","","100"
"11","2","1924010027","240","-266","","92401","","0","","110"
"","3","1924010028","skip","1","","92401","","","","100"
"","3","1924010029","skip","1","","92401","","","","110"
"","93","1924010030","0","","","92401","","","","2.2"
"","32","1924010031","1","","","92401","","","","2"
"","93","1924010032","0","","","92401","","","","0.4"
"","32","1924010033","0","","","92401","","","","40"
"","32","1924010034","0","","","92401","","","","41"
"","32","1924010035","0","","","92401","","","","42"
"11","2","1924010036","-1085","-266","","92401","","0","","100"
"11","2","1924010037","-1085","-266","","92401","","0","","110"
"","32","1924010038","1","","","92401","","","","0"
"","32","1924010039","1","","","92401","","","","9"
"","3","1924010040","checkpoint_karin_idle","1","","92401","0","","","118511"
"","26","1924010041","","","","92401","","","","0.5"
"","23","1924010042","se_caravan_goal_amb_niflhel","0","","92401","","","","se_caravan"
"","93","1924010043","0","","","92401","","","","0.9"
"","23","1924010044","se_caravan_goal_onigiri","0","","92401","","","","se_caravan"
"","93","1924010045","0","","","92401","","","","0.5"
"1","3","1924010046","run_checkpoint","0","","92401","0","idle","0","100"
"1","3","1924010047","run_checkpoint","0","","92401","0","idle","0","110"
"","32","1924010048","1","","","92401","","","","4"
"11","2","1924010049","67","-276","","92401","","2.5","","100"
"11","2","1924010050","67","-276","","92401","","2.5","","110"
"11","33","1924010051","67","-276","","92401","","2.5","","4"
"","93","1924010052","0","","","92401","","","","2"
"","23","1924010053","se_caravan_goal_chara_appear","0","","92401","","","","se_caravan"
"1","3","1924010054","checkpoint_peko_in","0","","92401","0","checkpoint_peko_loop","0","105811"
"1","3","1924010055","checkpoint_kokkoro_in","0","","92401","0","checkpoint_kokkoro_loop","0","105911"
"1","3","1924010056","checkpoint_kyaru_in","0","","92401","0","checkpoint_kyaru_loop","0","106011"
"1","3","1924010057","checkpoint_shefy_in","0","","92401","0","checkpoint_shefy_loop","0","106411"
"","140","1924010058","0","0","","92401","","","","6"
"","93","1924010059","0","","","92401","","","","1.6"
"","23","1924010060","se_caravan_goal_arrival_niflhel","0","","92401","","","","se_caravan"
"","32","1924010061","1","","","92401","","","","5"
"","3","1924010062","checkpoint_karin_clap","1","","92401","0.2","","","118511"
"","93","1924010063","0","","","92401","","","","3"
"","101","1924010064","","","","92401","","","","1924010065"
"","25","1924010065","bgm_MC211","","","92401","","","","bgm_MC211"
"","32","1924010066","0","","","92401","","","","4"
"","113","1924010067","","","","92401","","","","1"
"","93","1924010068","0","","","92401","","","","0.3"
"","32","1924010069","1","","","92401","","","","3"
"","93","1924010070","0","","","92401","","","","0.4"
"0","6","1924010071","1","1","","92401","0","1","0","100"
"0","6","1924010072","1","1","","92401","0","1","0","110"
"","32","1924010073","0","","","92401","","","","0"
"","32","1924010074","0","","","92401","","","","5"
"","32","1924010075","0","","","92401","","","","9"
"0","6","1924010076","1","1","","92401","0","1","0","105811"
"0","6","1924010077","1","1","","92401","0","1","0","105911"
"0","6","1924010078","1","1","","92401","0","1","0","106011"
"0","6","1924010079","1","1","","92401","0","1","0","106411"
"0","6","1924010080","1","1","","92401","0","1","0","118511"
"","91","1924010081","","","","92401","","","","0"
