e5fab68258878820593087b5c513aae6889814e750d97d17c2d3b9ce665e7e9a,b1c47c26b780bd01819306c3343fc0e87d71200355cf9014caaaade8fd5dbd39,90d9f84dbfbeda046c428319fe3442a03b13c5feab29b4836889bdb1280bd7ff,0f82f7758d07af8f185244d3509a3b2798579b4fb5ea8db4d6be83429f0adf10,ca9208bf2a6259a6228df4fed2c8f0cf042c3b69f8baeeddc1e45be734ea8e4b,125121bcbf516b1d5f15ffe40b708bd2baf5eb70bdbb49a1956c13c9cba2aa94,d9c2791b9dab3ab21614673230e8d2f5b6a0278276bdf8f1819e1f14f20057f5,d0305b71ab290185e06cfd000731eb9e58c71d09e04b64101c2860f83fecd8bc,78c7bf73fe0e2ad8d7c343cf2e5a19005bf06df22b03be03063772d47f249ff4,91d7831d8f59455a632b00a574ef54d954ee8e049925783b8fefac562d8a5943,823999135f6f16aa63d5e6c92d05de8d630682110cd6b5e60fbe7afab89eaea0,0c365f936b71e11aa55b87a2875b6ef78c2d9ac518ddafc6142c770f89c3d983,a95945218456438e84fc8bf546f7169c8a931fac9a03da83a97eef868cdb577a,4db8df36c805179cb8798088d601f6e70f1bac2e8e03b2935ac59abf96908643,fec265bf65f4e41990cb3224bcd5dc0a466443e5730f3351c43875bacfb5bc12,6c571a85f1b59970aeaf2393ef99f9d64529329553ecc1480cc6a9a5f2de65b0,4274a908edda8f44a55a24bf5c782ec97d177dd07ed0101b85499fdf552636d2,49081523b231a74bd0ebf4d39cf43a2375962573ca746e8e373e546b62c10477,8c71cd4d36fa211b6c6efaf5568855bde379c118d317ad94c7d91243700cb0ab,68c7e8f25bb210855297c4c0bf14f0991301d2842f42681c7055e0ec434ab59f,f6c00046acd8d6c082d0072561d3f95f07c39335da64abbf9d14576a8e5c1442,813235bc7b4008dbe88fb12405e998d2f2d81f1740017a03509b31b2c8f642ff,58950e6d4d9fd3dea86aa2c89e6f022e837ee6dc05f9a7867f092139d50f5409,9400c68846169e26ff7b6ed749562c289d55de584d81ab5808a177508bf43c7c,4aa9eb97b10357ba8357355b6059d138ffa59e7a8eb99173a1b0b00842bd674a,1482964f9aebf4e2216e6d2b09364a31a9a3601115d83127ec4a1106dc07ca8a,164505d93ab684cbd1ce3c85f163785927d2e1621c02d0ecc7a260215899f6bc,82d36aace32cbe7aeaf3cd2dd5c93d6449049d3b6b3952539c9151dd34a8780e,97d420ae5808682e980e399586261cdb169b52059f55166a6b687cb2ab68f940,08b0a8003ff2549a0dfaaa69f9249a55e63952be5f5a6536f1da104d86c72ccd,bd6752a33b9d808577d17bdd008c1d006256a802951aad0a6a24d36eaad2fa04,c15496de9d3438bb257bcb368f62fc2e68c43b808edd17f90301f48a16197a44,4ac52106264bf390be8a7f01681b4b032c65c189ded40c926781607343926f77,04482d2d02cb0bc00a45263fb0faa72be43080c4039698a44cff2164a9875be8,ac4a9f6d31d97350cb076eaa8f5fb7640e015c1dc45a2a2dcd7b1518209946f6,433f878a88ca3ece36d0fc468e093ff44292e91ce83a6b2f4f8a65404d38b5f6,6b9676b419b5303835281cb3bb4564fcc43471f3efc35adfec74093ac7130166,cf9f81d46f86b9c79f94426da649ef3934ad974d23d4d9f73bc92f3da07a2e10,8c67177cd62764d2d853a40c36740b385f5278e396b36cb6547b8610684141c2,285d96a807a15057bd958811e35757a86d90615977b7f75854aab9c6d71f218e,ab59beffd9355861ce2baa153182ddefb95e0716d7c016f66cb1ce54b24458a3,fe28801b9e504bd498c61ef026be087f2271aced52407fb70d62f22762f9edeb,201a72fe74932fcb066fc7c9f8a8bb77027eb7fde80f040c76abd2d891afa416,2abc6e620674cf10cd86bfcb6c575b6fa8257f46823ab56d68b08e122196feae,0a640af1150ddfaa0667362de395ab6ff469325841eaa7aa90e6a7d54437ff0f,12ba17e287f00b3e8655ebe7f8984036760b7faa2a05eb9a182acde817d14acb,6cebf289f13500a2a41ff687db33b223f2b00f0168539176de570bda89a54f7a,1f450b739234a6f04879736fba1bb4ff0bc27ec5f1cec25d30fef14635baca4e,c685f456dc9b88d68630f7b778bd385d48a968d9a715711522aa8e27a31ad133,9ff002622ceae9478b47ee50ed0c78578fd88736bcb5f213f1c3e0829691f505,999d80db16e1e834f17a4aee0158b1243c60c2e5c4b00ba3c8ff8d8fcb24e750,8c52a008b6df19e206e51244f78a0b437bcde4ea3e7892c3a017b6286d8c29d5,4406790b925387f81cc40b0709c8ba8f69dd8ecc6f8ef7eb653aa3e69e858f15
"刻瑞斯森林 5-3","100932","18","bgm_M17_02","113131","0","0","18","123341","0","2015/12/17 15:00:00","0","102050303","0","0","0","102050301","102050303","90","100080","113551","2030/12/31 14:59:59","12005","0","0","bgm_M63","100931","0","0","31038","100932","18","0","102050311","bgm_M17_02","211001000","bgm_M17","0","330","120050031","0","0","290","120050032","bgm_M63","12005003","120050033","120050031","0","3","bgm_M17","100933","0"
"佛洛拉湖畔 6-1","100492","18","bgm_M06","113222","0","0","18","123612","0","2015/12/17 15:00:00","0","102060107","0","0","0","102060110","102060101","90","100040","123371","2030/12/31 14:59:59","12006","0","0","bgm_M06","100491","102060102","0","31002","100492","18","0","102060101","bgm_M06","211001000","bgm_M06","-45","360","120060011","0","0","-285","120060012","bgm_M06","12006001","120060013","120060011","0","3","bgm_M06","100493","0"
"佛洛拉湖畔 6-2","100432","18","bgm_M06","123193","0","0","18","113581","0","2015/12/17 15:00:00","0","102060208","0","0","0","102060209","102060207","90","100050","123491","2030/12/31 14:59:59","12006","0","0","bgm_M06","100431","0","0","31033","100432","18","0","102060206","bgm_M06","211001000","bgm_M06","-55","360","120060021","0","0","20","120060022","bgm_M06","12006002","120060023","120060021","0","3","bgm_M06","100433","0"
"佛洛拉湖畔 6-3","100712","18","bgm_M17_02","113013","0","0","18","113552","0","2015/12/17 15:00:00","0","0","0","0","0","102060301","102060304","90","100120","113283","2030/12/31 14:59:59","12006","0","0","bgm_M63","100711","0","0","31049","100712","18","0","102060310","bgm_M17_02","211001000","bgm_M17","20","360","120060031","0","0","315","120060032","bgm_M63","12006003","120060033","120060031","0","3","bgm_M17","100713","0"
"墨提斯大瀑布 7-1","100382","20","bgm_M06","123583","0","0","20","113581","0","2015/12/17 15:00:00","0","102070101","0","0","0","102070108","102070104","90","100030","113012","2030/12/31 14:59:59","12007","0","0","bgm_M06","100381","102070107","0","31058","100382","20","0","102070105","bgm_M06","211001000","bgm_M06","40","380","120070011","0","0","-275","120070012","bgm_M06","12007001","120070013","120070011","0","3","bgm_M06","100383","0"
"墨提斯大瀑布 7-2","100812","20","bgm_M06","114191","0","0","20","123282","0","2015/12/17 15:00:00","0","102070206","0","0","0","102070209","102070201","90","100070","113552","2030/12/31 14:59:59","12007","0","0","bgm_M06","100811","0","0","31027","100812","20","0","102070208","bgm_M06","211001000","bgm_M06","-95","380","120070021","0","0","-5","120070022","bgm_M06","12007002","120070023","120070021","0","3","bgm_M06","100813","0"
"墨提斯大瀑布 7-3","100792","20","bgm_M17_02","114041","0","0","20","113401","0","2015/12/17 15:00:00","0","0","0","0","0","102070301","102070305","90","100120","123042","2030/12/31 14:59:59","12007","0","0","bgm_M63","100791","0","0","31031","100792","20","0","102070311","bgm_M17_02","211001000","bgm_M17","-25","380","120070031","0","0","355","120070032","bgm_M63","12007003","120070033","120070031","0","3","bgm_M17","100793","0"
"伊麗絲樹海 8-1","100512","20","bgm_M06","114011","0","0","20","123582","0","2015/12/17 15:00:00","0","102080103","0","0","0","102080110","102080109","90","100020","123282","2030/12/31 14:59:59","12008","0","0","bgm_M06","100511","102080109","0","31003","100512","20","0","102080107","bgm_M06","211001000","bgm_M06","-160","400","120080011","0","0","-350","120080012","bgm_M06","12008001","120080013","120080011","0","3","bgm_M06","100513","0"
"伊麗絲樹海 8-2","100772","20","bgm_M06","124251","0","0","20","113614","0","2015/12/17 15:00:00","0","102080207","0","0","0","102080209","102080202","90","100060","114371","2030/12/31 14:59:59","12008","0","0","bgm_M06","100771","0","0","31008","100772","20","0","102080205","bgm_M06","211001000","bgm_M06","-110","400","120080021","0","0","0","120080022","bgm_M06","12008002","120080023","120080021","0","3","bgm_M06","100773","0"
"伊麗絲樹海 8-3","100452","20","bgm_M17_02","114011","0","0","20","113553","0","2015/12/17 15:00:00","0","0","0","0","0","102080301","102080305","90","100090","113401","2030/12/31 14:59:59","12008","0","0","bgm_M63","100451","0","0","31032","100452","20","0","102080309","bgm_M17_02","211001000","bgm_M17","-30","400","120080031","0","0","310","120080032","bgm_M63","12008003","120080033","120080031","0","3","bgm_M17","100453","0"
"弗麗嘉雪原 9-1","100852","20","bgm_M06","114132","0","0","20","113553","0","2015/12/17 15:00:00","0","102090101","0","0","0","102090107","102090101","90","100130","124431","2030/12/31 14:59:59","12009","-50","0","bgm_M06","100851","102090106","0","31040","100852","20","0","102090102","bgm_M06","211001000","bgm_M06","0","410","120090011","0","0","-350","120090012","bgm_M06","12009001","120090013","120090011","0","3","bgm_M06","100853","0"
"弗麗嘉雪原 9-2","100932","20","bgm_M06","124192","0","0","20","123583","0","2015/12/17 15:00:00","0","102090205","0","0","0","102090207","102090201","90","100140","124491","2030/12/31 14:59:59","12009","0","0","bgm_M06","100931","102090206","0","31020","100932","20","0","102090201","bgm_M06","211001000","bgm_M06","-110","410","120090021","0","0","0","120090022","bgm_M06","12009002","120090023","120090021","0","3","bgm_M06","100933","0"
"弗麗嘉雪原 9-3","100962","20","bgm_M17_02","114012","0","0","20","113614","0","2015/12/17 15:00:00","0","0","0","0","0","102090301","102090302","90","100140","124401","2030/12/31 14:59:59","12009","0","0","bgm_M63","100961","0","0","31028","100962","20","0","102090307","bgm_M17_02","211001000","bgm_M17","-30","410","120090031","0","0","380","120090032","bgm_M63","12009003","120090033","120090031","0","3","bgm_M17","100963","0"
"洛麗泰海岸 10-1","100752","20","bgm_M06","124522","0","0","20","114222","0","2018/10/05 16:00:00","0","102100102","0","0","0","102100108","102100107","90","100020","114611","2030/12/31 14:59:59","12010","0","0","bgm_M06","100751","102100103","0","31050","100752","20","0","102100101","bgm_M06","211001000","bgm_M06","-120","420","120100011","0","0","-350","120100012","bgm_M06","12010001","120100013","120100011","0","3","bgm_M06","100753","0"
"洛麗泰海岸 10-2","100892","20","bgm_M06","124432","0","0","20","124192","0","2018/10/05 16:00:00","0","102100206","0","0","0","102100207","102100204","90","100040","114581","2030/12/31 14:59:59","12010","0","0","bgm_M06","100891","0","0","31048","100892","20","0","102100201","bgm_M06","211001000","bgm_M06","30","420","120100021","0","0","0","120100022","bgm_M06","12010002","120100023","120100021","0","3","bgm_M06","100893","0"
"洛麗泰海岸 10-3","100472","20","bgm_M17_02","124312","0","0","20","124042","0","2018/10/05 16:00:00","0","0","0","0","0","102100304","102100302","90","100110","114551","2030/12/31 14:59:59","12010","0","0","bgm_M63","100471","0","0","31030","100472","20","0","102100305","bgm_M17_02","211001000","bgm_M17","-80","420","120100031","0","0","380","120100032","bgm_M63","12010003","120100033","120100031","0","3","bgm_M17","100473","0"
"蓋奴亞荒漠 11-1","101102","20","bgm_M06","124163","0","0","20","114581","0","2018/11/07 16:00:00","0","102110103","0","0","0","102110107","102110106","90","100150","124312","2030/12/31 14:59:59","12011","0","0","bgm_M06","101101","0","0","31052","101102","20","0","102110104","bgm_M06","211001000","bgm_M06","-120","430","120110011","0","0","-350","120110012","bgm_M06","12011001","120110013","120110011","0","3","bgm_M06","101103","0"
"蓋奴亞荒漠 11-2","100932","20","bgm_M06","114193","0","0","20","114551","0","2018/11/07 16:00:00","0","102110208","0","0","0","102110209","102110204","90","100080","124192","2030/12/31 14:59:59","12011","0","0","bgm_M06","100931","0","0","31027","100932","20","0","102110207","bgm_M06","211001000","bgm_M06","30","430","120110021","0","0","0","120110022","bgm_M06","12011002","120110023","120110021","0","3","bgm_M06","100933","0"
"蓋奴亞荒漠 11-3","100662","20","bgm_M17_02","114013","0","0","20","114551","0","2018/11/07 16:00:00","0","102110303","0","0","0","102110307","102110304","90","100150","124432","2030/12/31 14:59:59","12011","0","0","bgm_M63","100661","0","0","31049","100662","20","0","102110308","bgm_M17_02","211001000","bgm_M17","-80","430","120110031","0","0","380","120110032","bgm_M63","12011003","120110033","120110031","0","3","bgm_M17","100663","0"
"波諾尼亞砂丘 12-1","101102","20","bgm_M06","124283","0","0","20","124163","0","2018/12/07 16:00:00","0","102120102","0","0","0","102120107","102120104","90","100150","114582","2030/12/31 14:59:59","12012","0","0","bgm_M06","101101","102120105","0","31033","101102","20","0","102120101","bgm_M06","211001000","bgm_M06","20","430","120120011","0","0","-350","120120012","bgm_M06","12012001","120120013","120120011","0","3","bgm_M06","101103","0"
"波諾尼亞砂丘 12-2","101072","20","bgm_M06","124343","0","0","20","114133","0","2018/12/07 16:00:00","0","102120204","0","0","0","102120209","102120201","90","100150","114552","2030/12/31 14:59:59","12012","0","0","bgm_M06","101071","102120206","0","31038","101072","20","0","102120203","bgm_M06","211001000","bgm_M06","-120","430","120120021","0","0","0","120120022","bgm_M06","12012002","120120023","120120021","0","3","bgm_M06","101073","0"
"波諾尼亞砂丘 12-3","101132","20","bgm_M17_02","124313","0","0","20","114013","0","2018/12/07 16:00:00","0","102120303","0","0","0","102120307","102120302","90","100150","114582","2030/12/31 14:59:59","12012","0","0","bgm_M63","101131","0","0","31032","101132","20","0","102120308","bgm_M17_02","211001000","bgm_M17","40","430","120120031","0","0","380","120120032","bgm_M63","12012003","120120033","120120031","0","3","bgm_M17","101133","0"
"朵羅西亞溼地 13-1","101102","20","bgm_M06","114164","0","0","20","114582","0","2019/01/03 16:00:00","0","102130107","0","0","0","102130109","102130105","90","100150","124343","2030/12/31 14:59:59","12013","0","0","bgm_M06","101101","0","0","31059","101102","20","0","102130108","bgm_M06","211001000","bgm_M06","20","430","120130011","0","0","-350","120130012","bgm_M06","12013001","120130013","120130011","0","3","bgm_M06","101103","0"
"朵羅西亞溼地 13-2","100812","20","bgm_M06","114254","0","0","20","114612","0","2019/01/03 16:00:00","0","102130206","0","0","0","102130209","102130202","90","100100","124462","2030/12/31 14:59:59","12013","0","0","bgm_M06","100811","0","0","31008","100812","20","0","102130208","bgm_M06","211001000","bgm_M06","-120","430","120130021","0","0","0","120130022","bgm_M06","12013002","120130023","120130021","0","3","bgm_M06","100813","0"
"朵羅西亞溼地 13-3","100753","20","bgm_M17_02","114014","0","0","20","114552","0","2019/01/03 16:00:00","0","102130303","0","0","0","102130309","102130307","90","100040","114013","2030/12/31 14:59:59","12013","0","0","bgm_M63","100752","0","0","31057","100753","20","0","102130310","bgm_M17_02","211001000","bgm_M17","-100","430","120130031","0","0","380","120130032","bgm_M63","12013003","120130033","120130031","0","3","bgm_M17","100754","0"
"尤金尼亞熱地 14-1","100362","20","bgm_M06","114583","0","0","20","114582","0","2019/01/30 16:00:00","0","102140102","0","0","0","102140108","102140107","90","100020","114194","2030/12/31 14:59:59","12014","0","0","bgm_M06","100361","102140105","0","31021","100362","20","0","102140104","bgm_M06","211001000","bgm_M06","-100","430","120140011","0","0","-350","120140012","bgm_M06","12014001","120140013","120140011","0","3","bgm_M06","100363","0"
"尤金尼亞熱地 14-2","101232","20","bgm_M06","114554","0","0","20","114552","0","2019/01/30 16:00:00","0","102140208","0","0","0","102140209","102140202","90","100170","124044","2030/12/31 14:59:59","12014","-50","0","bgm_M06","101231","102140207","0","31031","101232","20","0","102140204","bgm_M06","211001000","bgm_M06","20","430","120140021","0","0","0","120140022","bgm_M06","12014002","120140023","120140021","0","3","bgm_M06","101233","0"
"尤金尼亞熱地 14-3","100872","20","bgm_M17_02","114553","0","0","20","124402","0","2019/01/30 16:00:00","0","102140308","0","0","0","102140309","102140306","90","100060","114014","2030/12/31 14:59:59","12014","0","0","bgm_M63","100871","0","0","31047","100872","20","0","102140307","bgm_M17_02","211001000","bgm_M17","-90","430","120140031","0","0","380","120140032","bgm_M63","12014003","120140033","120140031","0","3","bgm_M17","100873","0"
"塔利亞火山 15-1","100382","20","bgm_M06","124373","0","0","20","114254","0","2019/02/18 16:00:00","0","102150104","0","0","0","102150108","102150101","90","100030","114613","2030/12/31 14:59:59","12015","-50","0","bgm_M06","100381","102150106","0","31002","100382","20","0","102150103","bgm_M06","211001000","bgm_M06","50","430","120150011","0","0","-350","120150012","bgm_M06","12015001","120150013","120150011","0","3","bgm_M06","100383","0"
"塔利亞火山 15-2","100192","20","bgm_M06","124284","0","0","20","114194","0","2019/02/18 16:00:00","0","102150205","0","0","0","102150209","102150204","90","100160","114553","2030/12/31 14:59:59","12015","-50","0","bgm_M06","100191","102150206","0","31020","100192","20","0","102150201","bgm_M06","211001000","bgm_M06","-130","430","120150021","0","0","0","120150022","bgm_M06","12015002","120150023","120150021","0","3","bgm_M06","100193","0"
"塔利亞火山 15-3","100198","20","bgm_M17_02","124433","0","0","20","114134","0","2019/02/18 16:00:00","0","0","0","0","0","102150309","102150306","90","100170","114554","2030/12/31 14:59:59","12015","-50","0","bgm_M63","100197","0","0","31063","100198","20","0","102150307","bgm_M17_02","211001000","bgm_M17","-30","430","120150031","0","0","380","120150032","bgm_M63","12015003","120150033","120150031","0","3","bgm_M17","100199","0"
"泰美斯銀嶺 16-1","100992","20","bgm_M06","125131","0","0","20","114553","0","2019/03/21 16:00:00","0","102160107","0","0","0","102160108","102160101","90","100240","114134","2030/12/31 14:59:59","12016","-50","0","bgm_M06","100991","102160103","0","31040","100992","20","0","102160102","bgm_M06","211001000","bgm_M06","-130","430","120160011","0","0","-350","120160012","bgm_M06","12016001","120160013","120160011","0","3","bgm_M06","100993","0"
"泰美斯銀嶺 16-2","100962","20","bgm_M06","115161","0","0","20","124314","0","2019/03/21 16:00:00","0","102160205","0","0","0","102160207","102160204","90","100140","124433","2030/12/31 14:59:59","12016","-50","0","bgm_M06","100961","102160206","0","31048","100962","20","0","102160201","bgm_M06","211001000","bgm_M06","0","430","120160021","0","0","0","120160022","bgm_M06","12016002","120160023","120160021","0","3","bgm_M06","100963","0"
"泰美斯銀嶺 16-3","100232","20","bgm_M17_02","115221","0","0","20","124224","0","2019/03/21 16:00:00","0","102160310","0","0","0","102160309","102160304","90","100080","124463","2030/12/31 14:59:59","12016","-50","0","bgm_M63","100231","0","0","31036","100232","20","0","102160307","bgm_M17_02","211001000","bgm_M17","-30","430","120160031","0","0","380","120160032","bgm_M63","12016003","120160033","120160031","0","3","bgm_M17","100233","0"
"菲得斯冰原 17-1","100992","20","bgm_M06","115581","0","0","20","124433","0","2019/04/19 16:00:00","0","102170107","0","0","0","102170108","102170102","90","100240","115011","2030/12/31 14:59:59","12017","-50","0","bgm_M06","100991","102170107","0","31058","100992","20","0","102170101","bgm_M06","211001000","bgm_M06","-30","430","120170011","0","0","-350","120170012","bgm_M06","12017001","120170013","120170011","0","3","bgm_M06","100993","0"
"菲得斯冰原 17-2","100962","20","bgm_M06","115551","0","0","20","114553","0","2019/04/19 16:00:00","0","102170205","0","0","0","102170209","102170203","90","100140","125191","2030/12/31 14:59:59","12017","-50","0","bgm_M06","100961","102170207","0","31027","100962","20","0","102170206","bgm_M06","211001000","bgm_M06","-110","430","120170021","0","0","0","120170022","bgm_M06","12017002","120170023","120170021","0","3","bgm_M06","100963","0"
"菲得斯冰原 17-3","100992","20","bgm_M17_02","115611","0","0","20","114613","0","2019/04/19 16:00:00","0","102170310","0","0","0","102170309","102170304","90","100240","115221","2030/12/31 14:59:59","12017","-50","0","bgm_M63","100991","0","0","31044","100992","20","0","102170307","bgm_M17_02","211001000","bgm_M17","-10","430","120170031","0","0","380","120170032","bgm_M63","12017003","120170033","120170031","0","3","bgm_M17","100993","0"
"法艾頓草原‧北部 18-1","101402","20","bgm_M169","125281","0","0","20","124284","0","2019/05/21 16:00:00","0","102180101","0","0","0","102180108","102180103","90","100050","115011","2030/12/31 14:59:59","12018","-50","0","bgm_M169","101401","102180107","0","31003","101402","20","0","102180104","bgm_M169","211001000","bgm_M169","0","430","120180011","0","0","-350","120180012","bgm_M169","12018001","120180013","120180011","0","3","bgm_M169","101403","0"
"法艾頓草原‧北部 18-2","100692","20","bgm_M169","125341","0","0","20","114134","0","2019/05/21 16:00:00","0","102180205","0","0","0","102180207","102180204","90","100020","125131","2030/12/31 14:59:59","12018","-50","0","bgm_M169","100691","102180206","0","31038","100692","20","0","102180203","bgm_M169","211001000","bgm_M169","-130","430","120180021","0","0","0","120180022","bgm_M169","12018002","120180023","120180021","0","3","bgm_M169","100693","0"
"法艾頓草原‧北部 18-3","101432","20","bgm_M170","125401","0","0","20","115011","0","2019/05/21 16:00:00","0","102180302","0","0","0","102180305","102180301","90","100050","115551","2030/12/31 14:59:59","12018","-50","0","bgm_M170","101431","0","0","31028","101432","20","0","102180307","bgm_M170","211001000","bgm_M170","-30","430","120180031","0","0","380","120180032","bgm_M170","12018003","120180033","120180031","0","3","bgm_M170","101433","0"
"法艾頓草原‧南部 19-1","101402","20","bgm_M169","115222","0","0","20","115611","0","2019/06/17 16:00:00","0","102190103","0","0","0","102190108","102190105","90","100050","125521","2030/12/31 14:59:59","12019","-50","0","bgm_M169","101401","102190107","0","31050","101402","20","0","102190104","bgm_M169","211001000","bgm_M169","-90","430","120190011","0","0","-350","120190012","bgm_M169","12019001","120190013","120190011","0","3","bgm_M169","101403","0"
"法艾頓草原‧南部 19-2","101402","20","bgm_M169","125162","0","0","20","125191","0","2019/06/17 16:00:00","0","102190207","0","0","0","102190209","102190202","90","100050","125281","2030/12/31 14:59:59","12019","-50","0","bgm_M169","101401","102190201","0","31033","101402","20","0","102190206","bgm_M169","211001000","bgm_M169","-10","430","120190021","0","0","0","120190022","bgm_M169","12019002","120190023","120190021","0","3","bgm_M169","101403","0"
"法艾頓草原‧南部 19-3","101432","20","bgm_M170","125012","0","0","20","115551","0","2019/06/17 16:00:00","0","102190307","0","0","0","102190308","102190302","90","100020","115011","2030/12/31 14:59:59","12019","-50","0","bgm_M170","101431","0","0","31057","101432","20","0","102190309","bgm_M170","211001000","bgm_M170","-75","430","120190031","0","0","380","120190032","bgm_M170","12019003","120190033","120190031","0","3","bgm_M170","101433","0"
"卡斯塔利亞樹林‧西部 20-1","101402","20","bgm_M169","115582","0","0","20","115581","0","2019/08/15 16:00:00","0","102200108","0","0","0","102200109","102200106","90","100010","125162","2030/12/31 14:59:59","12020","-50","0","bgm_M169","101401","102200107","0","31052","101402","20","0","102200104","bgm_M169","211001000","bgm_M169","-10","430","120200011","0","0","-350","120200012","bgm_M169","12020001","120200013","120200011","0","3","bgm_M169","101403","0"
"卡斯塔利亞樹林‧西部 20-2","100932","20","bgm_M169","115612","0","0","20","125521","0","2019/08/15 16:00:00","0","102200207","0","0","0","102200208","102200204","90","100080","125252","2030/12/31 14:59:59","12020","-50","0","bgm_M169","100931","102200205","0","31008","100932","20","0","102200206","bgm_M169","211001000","bgm_M169","-90","430","120200021","0","0","0","120200022","bgm_M169","12020002","120200023","120200021","0","3","bgm_M169","100933","0"
"卡斯塔利亞樹林‧西部 20-3","100368","20","bgm_M170","115552","0","0","20","125311","0","2019/08/15 16:00:00","0","0","0","0","0","102200309","102200311","90","100020","115042","2030/12/31 14:59:59","12020","-50","0","bgm_M170","100367","0","0","31030","100368","20","0","102200310","bgm_M170","211001000","bgm_M170","0","430","120200031","0","0","380","120200032","bgm_M170","12020003","120200033","120200031","0","3","bgm_M170","100369","0"
"卡斯塔利亞樹林‧東部 21-1","101402","20","bgm_M169","125522","0","0","20","125252","0","2019/08/15 16:00:00","0","102210107","0","0","0","102210109","102210106","90","100050","125371","2030/12/31 14:59:59","12021","-50","0","bgm_M169","101401","102210104","0","31002","101402","20","0","102210106","bgm_M169","211001000","bgm_M169","-10","430","120210011","0","0","-350","120210012","bgm_M169","12021001","120210013","120210011","0","3","bgm_M169","101403","0"
"卡斯塔利亞樹林‧東部 21-2","100932","20","bgm_M169","125312","0","0","20","125401","0","2019/08/15 16:00:00","0","102210205","0","0","0","102210208","102210207","90","100080","115042","2030/12/31 14:59:59","12021","-50","0","bgm_M169","100931","0","0","31031","100932","20","0","102210206","bgm_M169","211001000","bgm_M169","-90","430","120210021","0","0","0","120210022","bgm_M169","12021002","120210023","120210021","0","3","bgm_M169","100933","0"
"卡斯塔利亞樹林‧東部 21-3","100368","20","bgm_M170","125282","0","0","20","115551","0","2019/08/15 16:00:00","0","102210308","0","0","0","102210309","102210311","90","100020","125072","2030/12/31 14:59:59","12021","-50","0","bgm_M170","100367","0","0","31037","100368","20","0","102210310","bgm_M170","211001000","bgm_M170","0","430","120210031","0","0","380","120210032","bgm_M170","12021003","120210033","120210031","0","3","bgm_M170","100369","0"
"馬提爾德岩峰‧南部 22-1","100432","20","bgm_M169","125193","0","0","20","115551","0","2019/09/17 16:00:00","0","102220108","0","0","0","102220109","102220107","90","100050","125342","2030/12/31 14:59:59","12022","-50","0","bgm_M169","100431","102220104","0","31021","100432","20","0","102220106","bgm_M169","211001000","bgm_M169","-90","430","120220011","0","0","-350","120220012","bgm_M169","12022001","120220013","120220011","0","3","bgm_M169","100433","0"
"馬提爾德岩峰‧南部 22-2","100362","20","bgm_M169","115163","0","0","20","115192","0","2019/09/17 16:00:00","0","102220205","0","0","0","102220209","102220207","90","100080","115582","2030/12/31 14:59:59","12022","-50","0","bgm_M169","100361","102220208","0","31048","100362","20","0","102220206","bgm_M169","211001000","bgm_M169","-10","430","120220021","0","0","0","120220022","bgm_M169","12022002","120220023","120220021","0","3","bgm_M169","100363","0"
"馬提爾德岩峰‧南部 22-3","101642","20","bgm_M170","125013","0","0","20","125012","0","2019/09/17 16:00:00","0","102220307","0","0","0","102220308","102220311","90","100020","125431","2030/12/31 14:59:59","12022","-50","0","bgm_M170","101641","0","0","31047","101642","20","0","102220309","bgm_M170","211001000","bgm_M170","-75","430","120220031","0","0","380","120220032","bgm_M170","12022003","120220033","120220031","0","3","bgm_M170","101643","0"
"馬提爾德岩峰‧北部 23-1","100432","20","bgm_M169","115613","0","0","20","125342","0","2019/09/17 16:00:00","0","102230106","0","0","0","102230109","102230107","90","100050","115163","2030/12/31 14:59:59","12023","-50","0","bgm_M169","100431","102230105","0","31059","100432","20","0","102230108","bgm_M169","211001000","bgm_M169","-20","430","120230011","0","0","-350","120230012","bgm_M169","12023001","120230013","120230011","0","3","bgm_M169","100433","0"
"馬提爾德岩峰‧北部 23-2","100362","20","bgm_M169","115583","0","0","20","115552","0","2019/09/17 16:00:00","0","102230201","0","0","0","102230209","102230206","90","100080","125193","2030/12/31 14:59:59","12023","-50","0","bgm_M169","100361","0","0","31020","100362","20","0","102230205","bgm_M169","211001000","bgm_M169","-90","430","120230021","0","0","0","120230022","bgm_M169","12023002","120230023","120230021","0","3","bgm_M169","100363","0"
"馬提爾德岩峰‧北部 23-3","101642","20","bgm_M170","115553","0","0","20","125431","0","2019/09/17 16:00:00","0","102230304","0","0","0","102230308","102230311","90","100020","125013","2030/12/31 14:59:59","12023","-50","0","bgm_M170","101641","102230307","0","31049","101642","20","0","102230309","bgm_M170","211001000","bgm_M170","10","430","120230031","0","0","380","120230032","bgm_M170","12023003","120230033","120230031","0","3","bgm_M170","101643","0"
"雷蒂烏斯群峰‧西麓 24-1","101642","20","bgm_M169","125283","0","0","20","115613","0","2019/10/15 16:00:00","0","102240107","0","0","0","102240109","102240101","90","100450","125373","2030/12/31 14:59:59","12024","-50","0","bgm_M169","101641","102240105","0","31040","101642","20","0","102240108","bgm_M169","211001000","bgm_M169","-40","430","120240011","0","0","-350","120240012","bgm_M169","12024001","120240013","120240011","0","3","bgm_M169","101643","0"
