c4e703a2149c15a2b9c39368c79255d0d6fd800633c62de95011401c420b5f98,e258e7c437604a286176964679f4eda3b373b1cd1f15fbeaf4f7c1dc4c422816,7b6691ce1d3655969d3b5254533b43ae8c2c7e6959cd9f709c4e3a51940ed151,1df26c44fecb596cfba4dcaa7d4feb259b0eb0fe1113dd560cf03c54cccac756,94a170e78dfcf41f2805f85f8c6f59371d49ecf0a0cfd1b493a92a2fa3815a3a,8740d864cd65419008fd4917f3ed7e194848786ec34dbea5a60b1dc0e21879f7,ea0056defb1e108450f505c947616a30589a016f0bf1a5a0a855a10b67ff4750,33ec6089d546538cddaf6b03d403fc64846589006c921c4cd6b09cf102427ca7,bd0abcd070cb91d241827b198e38972c7ceedb9ea599ce765e0d101d41df7758,43efa983a194b493de3c922c60ba61d79479f2340ca3a7123e2d98c9e6b3ac9d,231d7d28126bc7947c723ca33cb645fe24073c5f6111df4c20aa9b8201dd0664,809adb5af2721a7802ca6a175635a925d84ceba75fc44d1b174af4b680d4c0f8,9cef0ccb3e8a8587512152a4516a960b9208853cc50ea26696cec9685b48beb8,7026573fec1900f9c67427cda6b18badc7ca26a7f9906943632a4cf3b6d09fd0,69bac58802444b4ca8317eb42b7c35224fda7b4edd4ee52b59d32b99aa113f27,ea3dcc526241954a3e3191cd4f4194f236667b5b7b5f979fe8577065cbfb1d51,2feb4d234dbad5755789cbab3810b11eee6e42706638fabdaf797cc4a88214b4,3cb452088b545286e5579ece4462ccb6f91f2e4586907a3d72af6eb640abc369,5e2783d6d009f843ba931d158afb2fc17cf594808da9f1c8b02ef5bb671d690e
"2755","0","28","127","12","180701","0","80","0","4","2440","3375","193","0","35","13","48","67","0"
"2755","0","28","136","12","180701","0","105","0","6","2440","3994","262","0","35","14","51","74","0"
"2755","0","28","143","12","180701","0","105","0","6","2440","4661","341","0","35","15","54","84","0"
"2755","0","28","150","12","180701","0","105","0","6","2440","5339","398","0","35","16","62","99","0"
"2805","0","28","159","12","180701","0","105","0","6","2440","6059","478","0","35","17","65","112","0"
"2855","0","28","178","12","180701","0","105","0","6","2440","6809","587","0","35","18","65","124","0"
"2950","0","28","202","12","180701","0","105","0","6","2440","7655","697","0","35","19","65","133","0"
"3145","0","28","236","12","180701","0","105","0","6","2440","8560","786","0","35","20","65","144","0"
"3335","0","28","265","12","180701","0","105","0","6","2440","9579","889","0","35","21","65","156","0"
"3425","0","28","293","12","180701","0","105","0","6","2440","10806","986","0","35","22","65","167","0"
"3515","0","28","319","12","180701","0","105","0","6","2440","12186","1059","0","35","23","65","179","0"
"4130","0","28","336","12","180701","0","105","0","6","2440","13716","1134","0","35","24","65","181","0"
"4130","0","28","358","12","180701","0","105","0","6","2440","15419","1208","0","35","25","65","189","0"
"4450","0","28","376","12","180701","0","105","0","6","2440","17278","1258","0","35","26","65","195","0"
"4770","0","28","388","12","180701","0","105","0","6","2440","19292","1292","0","35","27","65","200","0"
"4770","0","28","396","12","180701","0","105","0","6","2440","21489","1320","0","35","28","65","206","0"
"5090","0","28","403","12","180701","0","105","0","6","2440","23814","1351","0","35","29","65","213","0"
"5090","0","28","416","12","180701","0","105","0","6","2440","26258","1392","0","35","30","65","226","0"
"5090","0","28","429","12","180701","0","105","0","6","2440","28812","1433","0","35","31","65","239","0"
"5090","0","28","442","12","180701","0","105","0","6","2440","31477","1474","0","35","32","65","252","0"
"5460","0","28","451","12","180701","0","105","0","6","2440","34292","1505","0","35","33","65","261","0"
"5460","0","28","460","12","180701","0","105","0","6","2440","37298","1535","0","35","34","65","270","0"
"30","0","0","0","0","180801","0","5","0","0","75","24","0","0","0","2","0","3","0"
"270","0","0","1","0","180801","0","10","0","0","125","76","0","0","0","3","0","6","0"
"495","0","0","1","0","180801","0","40","0","0","185","199","0","0","0","4","0","9","0"
"880","0","0","3","3","180801","0","75","0","0","345","347","0","0","10","5","0","14","0"
"1540","0","0","4","3","180801","0","90","0","0","735","548","0","0","10","6","0","28","0"
"2065","0","0","4","3","180801","0","90","0","3","1205","832","0","0","10","7","0","42","0"
"2635","0","0","10","3","180801","0","130","0","3","1530","1129","0","0","10","8","0","57","0"
"2885","0","18","13","4","180801","0","155","0","3","1530","1563","30","0","10","9","0","68","0"
"3275","0","23","17","4","180801","0","155","0","5","1830","2004","70","0","20","10","0","73","5"
"3595","0","23","31","9","180801","0","155","0","5","1980","2471","112","0","40","11","3","73","5"
"4185","0","23","33","9","180801","0","155","0","5","2130","2962","140","0","40","12","34","77","5"
"4595","0","23","39","9","180801","0","188","0","5","2280","3502","199","0","40","13","44","83","5"
"4795","0","25","43","9","180801","0","213","0","5","2280","4120","284","0","40","14","44","91","5"
"4915","0","25","47","9","180801","0","213","0","5","2400","4781","390","0","40","15","44","100","5"
"5105","0","25","55","9","180801","0","219","0","5","2400","5439","511","0","40","16","52","106","5"
"5215","0","25","59","9","180801","0","219","0","5","2400","6190","635","0","40","17","55","112","5"
"5420","0","25","67","9","180801","0","219","0","5","2400","6982","785","0","40","18","55","119","5"
"5590","0","25","75","9","180801","0","219","0","5","2400","7872","953","0","40","19","59","125","5"
"5840","0","25","81","9","180801","0","219","0","5","2400","8900","1094","0","40","20","59","133","5"
"6320","0","25","87","9","180801","0","219","0","5","2400","9984","1222","0","40","21","59","146","5"
"6615","0","25","93","14","180801","0","219","0","5","2400","11269","1324","0","40","22","59","156","5"
"6940","0","25","107","14","180801","0","219","0","5","2400","12677","1419","0","40","23","59","167","5"
"7655","0","25","107","14","180801","0","219","0","5","2400","14284","1507","0","40","24","59","167","5"
"7755","0","25","116","14","180801","0","219","0","5","2400","16048","1587","0","40","25","59","173","5"
"8480","0","25","116","14","180801","0","219","0","5","2400","17977","1644","0","40","26","59","173","5"
"9000","0","25","123","14","180801","0","219","0","5","2400","19989","1685","0","40","27","59","178","5"
"9725","0","25","123","14","180801","0","219","0","5","2400","22174","1711","0","40","28","59","178","5"
"10245","0","25","128","14","180801","0","219","0","5","2400","24494","1745","0","40","29","59","183","5"
"10445","0","25","133","14","180801","0","219","0","5","2400","26999","1780","0","40","30","59","188","5"
"10965","0","25","138","14","180801","0","219","0","5","2400","29578","1815","0","40","31","59","193","5"
"11790","0","25","138","14","180801","0","219","0","5","2400","32284","1850","0","40","32","59","193","5"
"12460","0","25","144","14","180801","0","219","0","5","2400","35094","1883","0","40","33","59","199","5"
"12760","0","25","150","14","180801","0","219","0","5","2400","38095","1915","0","40","34","59","205","5"
"95","0","0","0","0","180901","0","0","0","0","50","25","0","0","0","2","0","2","0"
"370","0","0","1","0","180901","0","0","0","0","100","74","0","0","0","3","0","5","0"
"835","0","0","2","0","180901","0","10","0","0","130","172","0","0","0","4","0","10","0"
"1495","0","0","6","3","180901","0","20","0","0","130","301","0","0","5","5","0","16","0"
"2360","0","0","8","3","180901","0","20","0","0","310","504","0","0","5","6","0","30","0"
"3330","0","0","10","3","180901","0","20","0","0","780","751","0","0","5","7","0","42","0"
"4545","0","0","18","3","180901","0","35","0","0","780","990","0","0","5","8","0","60","0"
"5100","0","9","24","3","180901","0","75","0","4","780","1328","20","0","5","9","0","73","0"
"5460","0","18","33","8","180901","0","75","0","9","780","1704","50","0","30","10","0","82","0"
"6070","0","18","42","13","180901","0","75","0","11","780","2121","92","0","50","11","3","87","0"
"6740","0","18","48","15","180901","0","75","0","11","780","2577","134","0","50","12","19","96","0"
"7330","0","21","62","17","180901","0","108","0","11","780","2992","157","0","50","13","32","108","0"
"7790","0","21","73","17","180901","0","141","0","11","780","3516","198","0","50","14","32","121","0"
"8090","0","21","84","17","180901","0","153","0","11","780","4091","264","0","50","15","32","134","0"
"8310","0","21","104","17","180901","0","165","0","11","780","4639","345","0","50","16","35","149","0"
"8680","0","21","136","17","180901","0","165","0","11","780","5162","433","0","50","17","38","164","0"
"9165","0","21","171","17","180901","0","165","0","11","780","5735","537","0","50","18","38","179","0"
"9610","0","21","195","17","180901","0","165","0","11","780","6454","656","0","50","19","38","197","0"
"9935","0","21","220","17","180901","0","165","0","11","780","7268","775","0","50","20","38","217","0"
"10220","0","21","244","17","180901","0","165","0","11","780","8192","906","0","50","21","38","235","0"
"10435","0","21","257","17","180901","0","165","0","11","780","9375","1024","0","50","22","38","251","0"
"10780","0","21","276","17","180901","0","165","0","11","780","10665","1095","0","50","23","38","275","0"
"11140","0","21","301","17","180901","0","165","0","11","780","12026","1178","0","50","24","38","300","0"
"11340","0","21","323","17","180901","0","165","0","11","780","13624","1263","0","50","25","38","316","0"
"12165","0","21","332","17","180901","0","165","0","11","780","15435","1302","0","50","26","38","322","0"
"13410","0","21","339","17","180901","0","165","0","11","780","17331","1326","0","50","27","38","327","0"
"14655","0","21","346","17","180901","0","165","0","11","780","19355","1350","0","50","28","38","332","0"
"15900","0","21","351","17","180901","0","165","0","11","780","21553","1375","0","50","29","38","337","0"
"16620","0","21","366","17","180901","0","165","0","11","780","23850","1410","0","50","30","38","352","0"
"17340","0","21","381","17","180901","0","165","0","11","780","26256","1445","0","50","31","38","367","0"
"18685","0","21","386","17","180901","0","165","0","11","780","28807","1471","0","50","32","38","372","0"
"19810","0","21","397","17","180901","0","165","0","11","780","31464","1504","0","50","33","38","383","0"
"20410","0","21","419","17","180901","0","165","0","11","780","34229","1544","0","50","34","38","405","0"
"55","0","0","3","0","181001","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","181001","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","181001","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","181001","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","181001","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","181001","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","63","0","181001","0","120","0","1","100","0","0","1286","30","8","0","10","0"
"1700","0","9","70","0","181001","16","155","0","2","100","0","0","1710","45","9","0","10","0"
"1970","0","14","75","0","181001","45","170","0","4","320","0","0","2175","45","10","0","13","0"
"2130","0","14","80","0","181001","90","186","0","5","540","0","0","2687","45","11","0","13","5"
"2230","0","14","85","0","181001","143","222","0","6","640","0","0","3211","45","12","0","16","11"
"2370","0","16","92","0","181001","205","242","0","6","640","0","0","3744","45","13","0","21","17"
"2510","0","18","99","0","181001","281","272","0","6","760","0","0","4324","45","14","0","25","17"
"2540","0","22","108","0","181001","351","282","0","6","880","0","0","4929","45","15","0","33","17"
"2570","0","22","116","0","181001","426","312","0","6","880","0","0","5602","45","16","0","38","17"
"2570","0","22","125","0","181001","498","342","0","6","880","0","0","6330","45","17","0","42","17"
"2570","0","22","134","0","181001","587","372","0","6","880","0","0","7114","45","18","0","48","17"
"2570","0","22","141","0","181001","720","372","0","6","880","0","0","8002","45","19","0","53","17"
"2570","0","22","155","0","181001","877","372","0","6","880","0","0","8923","45","20","0","63","17"
"2570","0","22","163","0","181001","1079","372","0","6","980","0","0","9942","45","21","0","69","17"
"2570","0","22","170","0","181001","1297","372","0","6","1080","0","0","11139","45","22","0","74","17"
"2570","0","22","186","0","181001","1481","372","0","6","1080","0","0","12462","45","23","0","80","17"
"2570","0","22","203","0","181001","1624","372","0","6","1080","0","0","13937","45","24","0","86","17"
"2570","0","22","211","0","181001","1733","372","0","6","1080","0","0","15647","45","25","0","92","17"
"3030","0","22","220","0","181001","1805","372","0","6","1080","0","0","17487","45","26","0","98","17"
"3030","0","22","228","0","181001","1850","372","0","6","1080","0","0","19522","45","27","0","104","17"
"3030","0","22","233","0","181001","1882","372","0","6","1080","0","0","21720","45","28","0","109","17"
"3490","0","22","237","0","181001","1915","372","0","6","1080","0","0","24042","45","29","0","113","17"
"3490","0","22","241","0","181001","1949","372","0","6","1080","0","0","26563","45","30","0","117","17"
"3950","0","22","245","0","181001","1983","372","0","6","1080","0","0","29142","45","31","0","121","17"
"3950","0","22","249","0","181001","2017","372","0","6","1080","0","0","31884","45","32","0","125","17"
"4450","0","22","253","0","181001","2050","372","0","6","1080","0","0","34717","45","33","0","129","17"
"4950","0","22","257","0","181001","2082","372","0","6","1080","0","0","37699","45","34","0","133","17"
"65","0","0","2","0","181101","0","0","0","0","100","10","0","0","0","2","0","3","0"
"275","0","0","4","0","181101","0","0","0","0","200","55","0","0","0","3","0","6","0"
"820","0","0","7","0","181101","0","0","0","0","250","136","0","0","0","4","0","12","0"
"1520","0","0","16","0","181101","0","10","0","0","250","249","0","0","5","5","0","21","0"
"2645","0","0","29","0","181101","0","10","0","0","250","393","0","0","5","6","0","31","0"
"3310","0","0","45","0","181101","0","10","0","0","620","609","0","0","5","7","0","45","0"
"4180","0","4","61","6","181101","0","10","0","0","975","810","0","0","5","8","0","61","0"
"5030","0","14","86","6","181101","0","50","0","0","975","990","15","20","5","9","0","79","0"
"6060","0","23","115","6","181101","0","50","0","0","1435","1165","25","30","5","10","5","101","0"
"7160","0","25","138","6","181101","0","50","0","2","1435","1404","39","30","15","11","5","129","0"
"8000","0","25","168","6","181101","0","50","0","4","1535","1619","56","30","35","12","8","161","0"
"8480","0","28","196","6","181101","0","50","0","4","1735","1892","71","30","37","13","14","200","0"
"8760","0","28","221","6","181101","0","58","0","4","1835","2290","95","30","39","14","14","232","0"
"9070","0","28","249","6","181101","0","58","0","4","1935","2705","123","30","39","15","14","264","0"
"9430","0","28","293","6","181101","0","58","0","4","2085","3003","147","30","39","16","14","309","0"
"9880","0","28","344","9","181101","0","58","0","4","2135","3323","177","30","39","17","14","347","0"
"10230","0","28","382","14","181101","0","58","0","4","2135","3749","226","30","39","18","14","391","0"
"10460","0","28","427","14","181101","0","58","0","4","2230","4285","287","30","39","19","14","434","0"
"10625","0","28","483","14","181101","0","58","0","4","2325","4838","325","30","39","20","14","486","0"
"10865","0","28","527","14","181101","0","58","0","4","2325","5530","371","30","39","21","14","540","0"
"11630","0","28","582","14","181101","0","78","0","4","2325","6243","405","30","39","22","14","601","0"
"12540","0","28","655","14","181101","0","98","0","4","2325","6934","435","30","39","23","14","679","0"
"13640","0","28","744","14","181101","0","98","0","4","2325","7550","467","30","39","24","14","777","0"
"14920","0","28","816","14","181101","0","98","0","4","2325","8518","511","30","39","25","14","856","0"
"17415","0","28","888","14","181101","0","98","0","4","2325","9564","544","30","39","26","14","923","0"
"20725","0","28","957","14","181101","0","98","0","4","2325","10662","562","30","39","27","14","988","0"
"24365","0","28","1027","14","181101","0","98","0","4","2325","11828","571","30","39","28","14","1058","0"
"27055","0","28","1043","14","181101","0","98","0","4","2325","13797","599","30","39","29","14","1074","0"
"31440","0","28","1121","14","181101","0","98","0","4","2325","15113","608","30","39","30","14","1152","0"
"36050","0","28","1202","14","181101","0","98","0","4","2325","16485","617","30","39","31","14","1233","0"
"41065","0","28","1285","14","181101","0","98","0","4","2325","17902","626","30","39","32","14","1316","0"
"46645","0","28","1370","14","181101","0","98","0","4","2325","19383","635","30","39","33","14","1401","0"
"52885","0","28","1456","14","181101","0","98","0","4","2325","20928","644","30","39","34","14","1487","0"
"110","0","0","0","0","181201","0","0","0","0","25","25","0","0","0","2","0","2","0"
"380","0","0","1","0","181201","0","0","0","0","75","76","0","0","0","3","0","5","0"
"845","0","0","2","0","181201","0","5","0","0","105","181","0","0","0","4","0","9","0"
"1385","0","0","4","3","181201","0","25","0","0","105","330","0","0","10","5","0","14","0"
"2250","0","0","6","3","181201","0","40","0","0","195","540","0","0","10","6","0","25","0"
"3220","0","0","8","3","181201","0","40","0","0","665","787","0","0","10","7","0","37","0"
"4110","0","0","10","3","181201","0","55","0","0","900","1119","0","0","10","8","0","45","0"
"4665","0","9","12","3","181201","0","95","0","0","900","1512","20","0","10","9","0","54","0"
"4875","0","18","18","3","181201","0","110","0","5","900","1968","50","0","20","10","0","60","0"
"5295","0","22","23","5","181201","0","110","0","7","900","2431","98","0","30","11","13","64","0"
"6045","0","25","27","5","181201","0","110","0","9","900","2916","130","0","30","12","29","70","0"
"6575","0","25","33","5","181201","0","143","0","9","900","3446","163","0","30","13","45","76","0"
"6995","0","25","37","5","181201","0","176","0","9","900","4064","214","0","30","14","48","81","0"
"7355","0","25","43","5","181201","0","196","0","9","900","4715","280","0","30","15","48","87","0"
"7655","0","25","45","5","181201","0","196","0","9","900","5417","374","0","30","16","51","95","0"
"7905","0","25","49","5","181201","0","196","0","9","900","6166","472","0","30","17","54","101","0"
"8250","0","25","54","5","181201","0","196","0","9","900","6984","610","0","30","18","54","104","0"
"8635","0","25","61","5","181201","0","196","0","9","900","7870","745","0","30","19","54","113","0"
"9115","0","25","66","5","181201","0","196","0","9","900","8852","885","0","30","20","54","126","0"
"9475","0","25","71","5","181201","0","196","0","9","900","9978","1036","0","30","21","54","132","0"
"9745","0","25","79","5","181201","0","196","0","9","900","11262","1180","0","30","22","54","143","0"
"10130","0","25","87","5","181201","0","196","0","9","900","12726","1269","0","30","23","54","148","0"
"11100","0","25","87","5","181201","0","196","0","9","900","14310","1346","0","30","24","54","148","0"
"11470","0","25","96","5","181201","0","196","0","9","900","16045","1423","0","30","25","54","154","0"
"12395","0","25","96","5","181201","0","196","0","9","900","17952","1480","0","30","26","54","154","0"
"13215","0","25","103","5","181201","0","196","0","9","900","19933","1516","0","30","27","54","159","0"
"14340","0","25","103","5","181201","0","196","0","9","900","22073","1543","0","30","28","54","159","0"
"15260","0","25","108","5","181201","0","196","0","9","900","24351","1571","0","30","29","54","164","0"
"15860","0","25","113","5","181201","0","196","0","9","900","26814","1600","0","30","30","54","169","0"
"16985","0","25","113","5","181201","0","196","0","9","900","29378","1629","0","30","31","54","169","0"
"17685","0","25","119","5","181201","0","196","0","9","900","32041","1658","0","30","32","54","175","0"
"18855","0","25","125","5","181201","0","196","0","9","900","34798","1686","0","30","33","54","181","0"
"19755","0","25","131","5","181201","0","196","0","9","900","37735","1713","0","30","34","54","187","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","2","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","3","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","4","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","5","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","6","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","7","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","8","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","9","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","10","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","11","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","12","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","13","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","14","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","15","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","16","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","17","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","18","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","19","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","20","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","21","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","22","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","23","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","24","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","25","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","26","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","27","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","28","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","29","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","30","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","31","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","32","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","33","0","0","0"
"0","0","0","0","0","400401","0","0","0","0","0","0","0","0","0","34","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","2","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","3","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","4","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","5","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","6","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","7","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","8","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","9","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","10","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","11","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","12","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","13","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","14","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","15","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","16","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","17","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","18","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","19","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","20","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","21","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","22","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","23","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","24","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","25","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","26","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","27","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","28","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","29","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","30","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","31","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","32","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","33","0","0","0"
"0","0","0","0","0","403101","0","0","0","0","0","0","0","0","0","34","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","2","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","3","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","4","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","5","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","6","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","7","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","8","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","9","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","10","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","11","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","12","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","13","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","14","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","15","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","16","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","17","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","18","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","19","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","20","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","21","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","22","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","23","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","24","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","25","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","26","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","27","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","28","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","29","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","30","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","31","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","32","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","33","0","0","0"
"0","0","0","0","0","403102","0","0","0","0","0","0","0","0","0","34","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","2","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","3","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","4","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","5","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","6","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","7","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","8","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","9","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","10","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","11","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","12","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","13","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","14","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","15","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","16","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","17","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","18","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","19","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","20","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","21","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","22","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","23","0","0","0"
"0","0","0","0","0","403103","0","0","0","0","0","0","0","0","0","24","0","0","0"
