2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","1","3","0.2","mhp_handover_receive_loop","1007414","0","mhp_handover_receive_in","100931","1007414104","0"
"","1","6","0","1","1007414","1","1","11","1007414105","0"
"","1","6","0","1","1007414","1","1","12","1007414106","0"
"","1","3","0.2","mhp_receive_anna_loop","1007414","0","mhp_receive_anna_in","11","1007414107","0"
"","1","3","0.2","mhp_item_EX0005_receive_loop","1007414","0","mhp_item_EX0005_receive_in","12","1007414108","0"
"","","93","","","1007414","","0","0.6","1007414109",""
"","1","6","0.4","1","1007414","1","1","22","1007414110","0"
"","","93","","","1007414","","0","0.4","1007414111",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_handover_out","117531","1007414112","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_handover_out","21","1007414113","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_item_EX0005_handover_out","22","1007414114","0"
"","","93","","","1007414","","0","0.4","1007414115",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_handover_receive_out","100931","1007414116","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_receive_anna_out","11","1007414117","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_item_EX0005_receive_out","12","1007414118","0"
"","","93","","","1007414","","","2","1007414119",""
"","","3","0.2","","1007414","1","mhp_idle_memory","100931","1007414120",""
"","","93","","","1007414","","0","0.2","1007414121",""
"","","3","0.2","","1007414","1","mhp_sit_idle_sad","117631","1007414122",""
"","","21","","0","1007414","0","vo_mhp_3111","vo_mhp_1007414","1007414123",""
"0.5","0","11","0","1","1007414","6","（那不管怎麼看\n都只是治喉嚨的感冒糖漿吧？\n這就是所謂好壞全看怎麼說嗎？）","117631","1007414124","0"
"","","91","","","1007414","","","0","1007414125",""
"","","3","0.2","","1007414","1","mhp_sit_idle","117631","1007414126",""
"","","101","","","1007414","","","1007414224","1007414127",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_sit_out","117531","1007414128","0"
"","","93","","","1007414","","0","0.6","1007414129",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_sit_out","100931","1007414130","0"
"","","93","","","1007414","","0","0.2","1007414131",""
"","0","3","0.2","","1007414","1","mhp_walk_sad","100931","1007414132",""
"","0","2","","1.5","1007414","-220","35","100931","1007414133",""
"","0","2","","1.5","1007414","-220","35","31","1007414134",""
"","0","2","","1.5","1007414","-220","35","11","1007414135",""
"","0","2","","1.5","1007414","-220","35","12","1007414136",""
"","","93","","","1007414","","0","0.3","1007414137",""
"","1","3","0.2","mhp_handover_loop","1007414","0","mhp_handover_in","117531","1007414138","0"
"","1","6","0","1","1007414","1","1","21","1007414139","0"
"","1","6","0","1","1007414","1","1","22","1007414140","0"
"","1","3","0.2","mhp_handover_loop","1007414","0","mhp_handover_in","21","1007414141","0"
"","1","3","0.2","mhp_item_EX0013_handover_loop","1007414","0","mhp_item_EX0013_handover_in","22","1007414142","0"
"","","93","","","1007414","","0","1.2","1007414143",""
"","","3","0.2","","1007414","1","mhp_idle_sad","100931","1007414144",""
"","","93","","","1007414","","0","0.5","1007414145",""
"","1","3","0.2","mhp_talk_surprise1","1007414","0","mhp_surprise","100931","1007414146","0"
"","","21","","0","1007414","0","vo_mhp_3112","vo_mhp_1007414","1007414147",""
"0.5","0","11","0","1","1007414","5","這、這是那個傳說中的……！\n哼哼哼，這樣一來，\n我應該就能抵達無上的領域了吧！","100931","1007414148","0"
"","","93","","","1007414","","1","3.5","1007414149",""
"","","3","0.2","","1007414","0","mhp_anna_huhuStand_in","100931","1007414150",""
"","","91","","","1007414","","","0","1007414151",""
"","1","3","0.2","mhp_anna_ahahaStand_loop","1007414","0","mhp_anna_ahahaStand_in","100931","1007414152","0.2"
"","","91","","","1007414","","","1007414148","1007414153",""
"","","22","","","1007414","","0","0","1007414154",""
"","","93","","","1007414","","0","1","1007414155",""
"","1","3","0.2","mhp_handover_receive_loop","1007414","0","mhp_handover_receive_in","100931","1007414156","0"
"","1","6","0","1","1007414","1","1","11","1007414157","0"
"","1","6","0","1","1007414","1","1","12","1007414158","0"
"","1","3","0.2","mhp_receive_anna_loop","1007414","0","mhp_receive_anna_in","11","1007414159","0"
"","1","3","0.2","mhp_item_EX0013_receive_loop","1007414","0","mhp_item_EX0013_receive_in","12","1007414160","0"
"","","93","","","1007414","","0","0.6","1007414161",""
"","1","6","0.4","1","1007414","1","1","22","1007414162","0"
"","","93","","","1007414","","0","0.4","1007414163",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_handover_out","117531","1007414164","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_handover_out","21","1007414165","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_item_EX0013_handover_out","22","1007414166","0"
"","","93","","","1007414","","0","0.4","1007414167",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_handover_receive_out","100931","1007414168","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_receive_anna_out","11","1007414169","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_item_EX0013_receive_out","12","1007414170","0"
"","","93","","","1007414","","","2","1007414171",""
"","","3","0.2","","1007414","1","mhp_idle_memory","100931","1007414172",""
"","","93","","","1007414","","","0.2","1007414173",""
"","","3","0.2","","1007414","1","mhp_idle_thinking","117531","1007414174",""
"","","21","","0","1007414","0","vo_mhp_3113","vo_mhp_1007414","1007414175",""
"0.5","0","11","0","1","1007414","6","（普通的杯子就能讓她這麼開心，\n這還真是划算。）","117531","1007414176","0"
"","","91","","","1007414","","","0","1007414177",""
"","","3","0.2","","1007414","1","mhp_idle_normal","117531","1007414178",""
"","","101","","","1007414","","","1007414224","1007414179",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_sit_out","117531","1007414180","0"
"","","93","","","1007414","","0","0.6","1007414181",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_sit_out","100931","1007414182","0"
"","","93","","","1007414","","0","0.2","1007414183",""
"","0","3","0.2","","1007414","1","mhp_walk_sad","100931","1007414184",""
"","0","2","","1.5","1007414","-220","35","100931","1007414185",""
"","0","2","","1.5","1007414","-220","35","31","1007414186",""
"","0","2","","1.5","1007414","-220","35","11","1007414187",""
"","0","2","","1.5","1007414","-220","35","12","1007414188",""
"","","93","","","1007414","","0","0.3","1007414189",""
"","1","3","0.2","mhp_handover_loop","1007414","0","mhp_handover_in","117531","1007414190","0"
"","1","6","0","1","1007414","1","1","21","1007414191","0"
"","1","6","0","1","1007414","1","1","22","1007414192","0"
"","1","3","0.2","mhp_handover_loop","1007414","0","mhp_handover_in","21","1007414193","0"
"","1","3","0.2","mhp_item_EX0012_handover_loop","1007414","0","mhp_item_EX0012_handover_in","22","1007414194","0"
"","","93","","","1007414","","0","1.2","1007414195",""
"","1","3","0.2","mhp_handover_receive_sad_loop","1007414","0","mhp_handover_receive_sad_in","100931","1007414196","0"
"","1","6","0","1","1007414","1","1","11","1007414197","0"
"","1","6","0","1","1007414","1","1","12","1007414198","0"
"","1","3","0.2","mhp_receive_anna_loop","1007414","0","mhp_receive_anna_in","11","1007414199","0"
"","1","3","0.2","mhp_item_EX0012_receive_loop","1007414","0","mhp_item_EX0012_receive_in","12","1007414200","0"
"","","93","","","1007414","","0","0.6","1007414201",""
"","1","6","0.4","1","1007414","1","1","22","1007414202","0"
"","","93","","","1007414","","0","0.4","1007414203",""
"","1","3","0.2","mhp_idle_normal","1007414","0","mhp_handover_out","117531","1007414204","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_handover_out","21","1007414205","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_item_EX0012_handover_out","22","1007414206","0"
"","","93","","","1007414","","0","0.4","1007414207",""
"","1","3","0.2","mhp_idle_normal_sad","1007414","0","mhp_handover_receive_sad_out","100931","1007414208","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_receive_anna_out","11","1007414209","0"
"","1","3","0.2","NoItem_idle","1007414","0","mhp_item_EX0012_receive_out","12","1007414210","0"
"","","93","","","1007414","","","2","1007414211",""
"","","3","0.2","","1007414","1","mhp_idle_worry","100931","1007414212",""
"","","93","","","1007414","","0","0.2","1007414213",""
"","","3","0.2","","1007414","1","mhp_talk_worry","100931","1007414214",""
"","","21","","0","1007414","0","vo_mhp_3114","vo_mhp_1007414","1007414215",""
"0.5","0","11","0","1","1007414","4","嗚，也就是要採取戰略性休息嗎？\n我明白了，現在就乖乖照做吧……","100931","1007414216","0"
"","","91","","","1007414","","","0","1007414217",""
"","","3","0.2","","1007414","1","mhp_idle_worry","100931","1007414218",""
"","","3","0.2","","1007414","1","mhp_idle_thinking","117531","1007414219",""
"","","21","","0","1007414","0","vo_mhp_3115","vo_mhp_1007414","1007414220",""
"0.5","0","11","0","1","1007414","6","（居然這樣稱呼市售口罩……\n這樣不是連我都快被影響了嗎？）","117531","1007414221","0"
"","","91","","","1007414","","","0","1007414222",""
"","","3","0.2","","1007414","1","mhp_idle_normal","117531","1007414223",""
"","","91","","","1007414","","","0","1007414224",""
"","1","3","0.2","mhp_anna_darkStand_loop","1007414","0","mhp_anna_darkStand_in","100931","1007414225","0.2"
"","1","3","0.2","mhp_anna_darkStand_loop","1007414","0","mhp_anna_darkStand_in","31","1007414226","0.2"
"","","93","","","1007414","","0","0.1","1007414227",""
"","","21","","0","1007414","0","vo_mhp_3116","vo_mhp_1007414","1007414228",""
"0.5","0","11","0","1","1007414","4","「無形之暗殺者」……\n對方是超乎想像的強敵。\n但那群傢伙應該會後悔吧。","100931","1007414229","0"
"","","91","","","1007414","","","0","1007414230",""
"","1","3","0.2","mhp_anna_ahahaStand_loop","1007414","0","mhp_anna_ahahaStand_in","100931","1007414231","0.2"
"","","3","0.2","","1007414","1","NoItem","31","1007414232",""
"","","21","","0","1007414","0","vo_mhp_3117","vo_mhp_1007414","1007414233",""
"0.5","0","11","0","1","1007414","5","為我在克服這個危機後\n得到的全新力量渾身顫慄吧！","100931","1007414234","0"
"","","91","","","1007414","","","0","1007414235",""
"","","3","0.2","","1007414","1","mhp_talk_worry","117531","1007414236",""
"","","21","","0","1007414","0","vo_mhp_3118","vo_mhp_1007414","1007414237",""
"0.5","0","11","0","1","1007414","8","所以說，在醫院請保持安靜。","117531","1007414238","0"
"","","91","","","1007414","","","0","1007414239",""
"","","3","0.2","","1007414","1","mhp_idle_normal","117531","1007414240",""
"","","3","0.2","","1007414","1","mhp_talk_worry","100931","1007414241",""
"","","3","0.2","","1007414","1","NoItem","31","1007414242",""
"","","21","","0","1007414","0","vo_mhp_3119","vo_mhp_1007414","1007414243",""
"0.5","0","11","0","1","1007414","8","好、好的……","100931","1007414244","0"
"","","91","","","1007414","","","0","1007414245",""
"","","93","","","1007414","","","1","1007414246",""
"","","3","0.2","","1007414","1","mhp_run_sad","100931","1007414247",""
"","","4","","","1007414","","1","100931","1007414248",""
"","0","2","","3","1007414","-220","-1000","100931","1007414249",""
"","","93","","","1007414","","0","3","1007414250",""
"","","91","","","1007414","","","0","1007414251",""
"mhp_idle_normal","-220","1","1.7","-1000","1007415","100","100931","1","1007415001","0"
"mhp_sit_idle","-200","1","1.7","365","1007415","100","117631","1","1007415002","1"
"mhp_sit_idle","-220","1","1.7","185","1007415","104","117531","1","1007415003","1"
"","0.85","31","1","-154","1007415","-240","1","1","1007415004",""
"","1","31","0","-237","1007415","-50","120","20","1007415005",""
"","1","31","0","160","1007415","0","130","30","1007415006",""
"","1","31","0","0","1007415","0","111","11","1007415007",""
"NoItem","-220","5","1.7","-200","1007415","110","11","1","1007415008","0"
"NoItem","-220","5","1.7","-200","1007415","105","12","1","1007415009","0"
"NoItem","-220","5","1.7","170","1007415","110","21","1","1007415010","1"
"NoItem","-220","5","1.7","170","1007415","105","22","1","1007415011","1"
"","0","6","0","1","1007415","1","1","11","1007415012","0"
"","0","6","0","1","1007415","1","1","12","1007415013","0"
"","0","6","0","1","1007415","1","1","21","1007415014","0"
"","0","6","0","1","1007415","1","1","22","1007415015","0"
"","","91","","","1007415","","","0","1007415016",""
"","","3","0.2","","1007415","1","mhp_sit_talk_normal","117531","1007415017",""
"","","21","","0","1007415","0","vo_mhp_3201","vo_mhp_1007415","1007415018",""
"0.5","0","11","0","0","1007415","4","杏奈，請進～","117531","1007415019","0"
"","","91","","","1007415","","","0","1007415020",""
"","","3","0.2","","1007415","1","mhp_sit_idle","117531","1007415021",""
"","","3","0.2","","1007415","1","mhp_anna_chill_walk","100931","1007415022",""
"","0","2","","4","1007415","-220","-200","100931","1007415023",""
"","","91","","","1007415","","","0","1007415024",""
"","1","3","0.2","mhp_anna_chill_sit_idle","1007415","0","mhp_anna_chill_sit_in","100931","1007415025","0.2"
"","","93","","","1007415","","0","2","1007415026",""
"","","3","0.2","","1007415","1","mhp_sit_talk_normal","117531","1007415027",""
"","","21","","0","1007415","0","vo_mhp_3202","vo_mhp_1007415","1007415028",""
"0.5","0","11","0","1","1007415","6","呃……妳看起來非常難受呢，\n這也是「無形之暗殺者」\n做的好事嗎？","117531","1007415029","0"
"","","91","","","1007415","","","0","1007415030",""
"","","3","0.2","","1007415","1","mhp_sit_idle","117531","1007415031",""
"","","3","0.2","","1007415","1","mhp_anna_chill_loop","100931","1007415032",""
"","","21","","0","1007415","0","vo_mhp_3203","vo_mhp_1007415","1007415033",""
"0.5","0","11","0","1","1007415","3","我不知道……\n我一直昏昏沉沉的，\n又頭暈腦脹，就是很難受……","100931","1007415034","0"
"","","91","","","1007415","","","0","1007415035",""
"","","3","0.2","","1007415","1","mhp_sit_talk_normal","117531","1007415036",""
"","","21","","0","1007415","0","vo_mhp_3204","vo_mhp_1007415","1007415037",""
"0.5","0","11","0","1","1007415","6","這是因為妳在之前的症狀康復後，\n和七七香打起魔法對戰，\n玩得太過火而造成的吧，\n呵呵，真是個不乖的團長♪","117531","1007415038","0"
"","","91","","","1007415","","","0","1007415039",""
"","","3","0.2","","1007415","1","mhp_sit_idle","117531","1007415040",""
"","","3","0.2","","1007415","1","mhp_anna_sit_talk_sad","100931","1007415041",""
"","","21","","0","1007415","0","vo_mhp_3205","vo_mhp_1007415","1007415042",""
"0.5","0","11","0","1","1007415","3","對不、起……","100931","1007415043","0"
"","","91","","","1007415","","","0","1007415044",""
"","","3","0.2","","1007415","1","mhp_anna_chill_sit_idle","100931","1007415045",""
"","","3","0.2","","1007415","1","mhp_sit_talk_normal","117531","1007415046",""
"","","21","","0","1007415","0","vo_mhp_3206","vo_mhp_1007415","1007415047",""
"0.5","0","11","0","1","1007415","4","唉，看妳這副樣子，\n捉弄妳也沒意思啊。\n得懲罰這麼不中用的妳才行。","117531","1007415048","0"
"","","91","","","1007415","","","0","1007415049",""
"","","3","0.2","","1007415","1","mhp_sit_idle","117531","1007415050",""
"","","3","0.2","","1007415","1","mhp_anna_sit_talk_worry","100931","1007415051",""
"","","21","","0","1007415","0","vo_mhp_3207","vo_mhp_1007415","1007415052",""
"0.5","0","11","0","1","1007415","4","我、我做好覺悟了……\n但會痛的話，還是……","100931","1007415053","0"
"","","91","","","1007415","","","0","1007415054",""
"","","3","0.2","","1007415","1","mhp_anna_chill_sit_idle","100931","1007415055",""
"","1","3","0.2","mhp_anna_ahahaStand_loop","1007415","0","mhp_sit_out","117531","1007415056","0.2"
"","","21","","0","1007415","0","vo_mhp_3208","vo_mhp_1007415","1007415057",""
"0.5","0","11","0","1","1007415","6","沒事的，因為不管是什麼樣的疾病，\n都無法逃過我的獨眼！","117531","1007415058","0"
"","","91","","","1007415","","","0","1007415059",""
"","","22","","","1007415","","0","0","1007415060",""
"","0","3","0.2","","1007415","1","mhp_walk","117531","1007415061",""
"","0","2","","2","1007415","-220","-50","117531","1007415062",""
"","0","2","","2","1007415","-220","-50","21","1007415063",""
"","0","2","","2","1007415","-220","-50","22","1007415064",""
"","","93","","","1007415","","0","2","1007415065",""
"","1","6","0","1","1007415","1","1","21","1007415066","0"
"","1","3","0.2","mhp_mitsuki_injection_loop","1007415","0","mhp_mitsuki_injection_in","117531","1007415067","0"
"","1","3","0.2","mhp_mitsuki_injection_loop","1007415","0","mhp_mitsuki_injection_in","21","1007415068","0"
"","","3","0.2","","1007415","1","mhp_anna_pain_in_blue","100931","1007415069",""
"","","93","","","1007415","","","1.2","1007415070",""
"","","23","","","1007415","","se_10031400_syringe","se_10031400","1007415071",""
"","","93","","","1007415","","","0.6","1007415072",""
"","1","3","0.2","mhp_idle_normal","1007415","0","mhp_mitsuki_injection_out","117531","1007415073","0"
"","1","3","0.2","NoItem","1007415","0","mhp_mitsuki_injection_out","21","1007415074","0"
"","","93","","","1007415","","","0.5","1007415075",""
"","","3","0.2","","1007415","0","mhp_anna_down","100931","1007415076",""
"","","21","","0","1007415","0","vo_mhp_3209","vo_mhp_1007415","1007415077",""
"0.5","0","11","0","1","1007415","8","啊……","100931","1007415078","0"
"","","93","","","1007415","","","0.3","1007415079",""
"","","4","","","1007415","","1","100931","1007415080",""
"","","23","","","1007415","","se_10031400_bodyfall","se_10031400","1007415081",""
"","","91","","","1007415","","","1007415078","1007415082",""
"","","3","0.2","","1007415","1","mhp_sit_talk_surprise2","117631","1007415083",""
"","","21","","0","1007415","0","vo_mhp_3210","vo_mhp_1007415","1007415084",""
"0.5","0","11","0","1","1007415","4","這、這個人怎麼了？\n難道她死、死掉了──","117631","1007415085","0"
"","","91","","","1007415","","","0","1007415086",""
"","","3","0.2","","1007415","1","mhp_sit_idle_surprise1","117631","1007415087",""
"","","3","0.2","","1007415","1","mhp_talk_thinking","117531","1007415088",""
"","","21","","0","1007415","0","vo_mhp_3211","vo_mhp_1007415","1007415089",""
"0.5","0","11","0","1","1007415","4","怎麼可能，我只是打了安眠藥喔。\n因為她需要的是別做些多餘的事情，\n安靜地好好休息。","117531","1007415090","0"
"","","91","","","1007415","","","0","1007415091",""
"","","3","0.2","","1007415","1","mhp_talk_normal","117531","1007415092",""
"","","21","","0","1007415","0","vo_mhp_3212","vo_mhp_1007415","1007415093",""
"0.5","0","11","0","1","1007415","5","因為杏奈虛弱的樣子\n一點都不有趣啊。\n如果她不像平常那樣吵吵鬧鬧的，\n連我都會很不對勁。","117531","1007415094","0"
"","","91","","","1007415","","","0","1007415095",""
"","","3","0.2","","1007415","1","mhp_idle_normal","117531","1007415096",""
"","","3","0.2","","1007415","1","mhp_sit_talk_joy2","117631","1007415097",""
"","","21","","0","1007415","0","vo_mhp_3213","vo_mhp_1007415","1007415098",""
"0.5","0","11","0","1","1007415","4","真是的，妳別嚇我啦。\n說是這麼說，醫生果然很溫柔呢♪","117631","1007415099","0"
"","","91","","","1007415","","","0","1007415100",""
"","","3","0.2","","1007415","1","mhp_sit_idle_joy2","117631","1007415101",""
"","","3","0.2","","1007415","1","mhp_talk_thinking","117531","1007415102",""
"","","21","","0","1007415","0","vo_mhp_3214","vo_mhp_1007415","1007415103",""
"0.5","0","11","0","1","1007415","6","不過，因為這是效果很好的安眠藥，\n她或許會睡上一星期左右呢。","117531","1007415104","0"
"","","91","","","1007415","","","0","1007415105",""
"","","3","0.2","","1007415","1","mhp_idle_thinking","117531","1007415106",""
"","","3","0.2","","1007415","1","mhp_sit_idle_surprise2","117631","1007415107",""
"","","21","","0","1007415","0","vo_mhp_3215","vo_mhp_1007415","1007415108",""
"0.5","0","11","0","1","1007415","8","咦？","117631","1007415109","0"
"","","91","","","1007415","","","0","1007415110",""
"","1","32","1","","1007415","","1","111","1007415111",""
"","1","32","1","","1007415","","1","120","1007415112",""
"","","23","","","1007415","","se_10031400_rose","se_10031400","1007415113",""
"","0","3","0.2","","1007415","0","mhp_mitsuki_kime","117531","1007415114",""
"","","93","","","1007415","","","1","1007415115",""
"","1","32","1","","1007415","","1","130","1007415116",""
"","","93","","","1007415","","","4","1007415117",""
"","1","32","1","","1007415","","0","130","1007415118",""
"","","91","","","1007415","","","0","1007415119",""
"mhp_idle_normal","-240","1","1.7","-1100","1007416","100","103111","1","1007416001","0"
"mhp_sit_idle","-200","1","1.7","365","1007416","100","117631","1","1007416002","1"
"mhp_sit_idle","-220","1","1.7","185","1007416","100","117531","1","1007416003","1"
"","0.85","31","1","-154","1007416","-240","1","1","1007416004",""
"NoItem","-220","5","1.7","-200","1007416","110","11","1","1007416005","0"
"NoItem","-220","5","1.7","-200","1007416","105","12","1","1007416006","0"
"NoItem","-220","5","1.7","185","1007416","110","21","1","1007416007","1"
"NoItem","-220","5","1.7","185","1007416","105","22","1","1007416008","1"
"","0","6","0","1","1007416","1","1","11","1007416009","0"
"","0","6","0","1","1007416","1","1","12","1007416010","0"
"","0","6","0","1","1007416","1","1","21","1007416011","0"
"","0","6","0","1","1007416","1","1","22","1007416012","0"
"mhp_skull_idle","-240","5","1.7","-1000","1007416","110","31","1","1007416013","0"
"","","91","","","1007416","","","0","1007416014",""
"","","3","0.2","","1007416","1","mhp_sit_talk_normal","117531","1007416015",""
"","","21","","0","1007416","0","vo_mhp_6001","vo_mhp_1007416","1007416016",""
"0.5","0","11","0","1","1007416","7","下一位請進～","117531","1007416017","0"
"","","91","","","1007416","","","0","1007416018",""
"","","3","0.2","","1007416","1","mhp_sit_idle","117531","1007416019",""
"","","3","0.2","","1007416","1","mhp_walk","103111","1007416020",""
"","0","2","","4","1007416","-220","-300","103111","1007416021",""
"","0","2","","4","1007416","-220","-200","31","1007416022",""
"","","91","","","1007416","","","0","1007416023",""
"","0","3","0.2","","1007416","0","mhp_idle_sad","103111","1007416024",""
"","","91","","","1007416","","","0","1007416025",""
"","0","3","0.2","","1007416","1","mhp_idle_sad","103111","1007416026",""
"","","91","","","1007416","","","0","1007416027",""
"","","3","0.2","","1007416","1","mhp_skull_talk","31","1007416028",""
"","","21","","0","1007416","0","vo_mhp_6002","vo_mhp_1007416","1007416029",""
"0.5","0","11","0","1","1007416","5","如何？忍，妳能從這個房間感覺到\n相當強烈的靈魂氣息吧？","31","1007416030","0"
"","","91","","","1007416","","","0","1007416031",""
"","","3","0.2","","1007416","1","mhp_skull_idle","31","1007416032",""
"","0","3","0.2","","1007416","1","mhp_talk_sad","103111","1007416033",""
"","","21","","0","1007416","0","vo_mhp_6003","vo_mhp_1007416","1007416034",""
"0.5","0","11","0","1","1007416","6","爸爸，你說的是真的嗎？\n但我什麼都沒感覺到……","103111","1007416035","0"
"","","91","","","1007416","","","0","1007416036",""
"","","3","0.2","","1007416","1","mhp_idle_sad","103111","1007416037",""
"","","3","0.2","","1007416","1","mhp_skull_talk","31","1007416038",""
"","","21","","0","1007416","0","vo_mhp_6004","vo_mhp_1007416","1007416039",""
"1","0","11","0","1","1007416","7","妳看！她果然是符合本大爺\n喜好的超級美女！呼～這種成熟得\n恰到好處的感覺真讓人受不了！","31","1007416040","0"
"","","93","","","1007416","","1","3","1007416041",""
"","1","3","0.2","mhp_skull_excite_loop","1007416","0","mhp_skull_excite_in","31","1007416042","0"
"","","91","","","1007416","","","1007416040","1007416043",""
"","0","3","0.2","","1007416","1","mhp_sit_talk_worry","117631","1007416044",""
"","","21","","0","1007416","0","vo_mhp_6005","vo_mhp_1007416","1007416045",""
"0.5","0","11","0","1","1007416","5","嗚哇，什麼？骷髏頭在說話？\n真讓人不舒服……","117631","1007416046","0"
"","","91","","","1007416","","","0","1007416047",""
"","0","3","0.2","","1007416","1","mhp_sit_idle_sad","117631","1007416048",""
"","0","3","0.2","","1007416","1","mhp_talk_worry","103111","1007416049",""
"","","21","","0","1007416","0","vo_mhp_6006","vo_mhp_1007416","1007416050",""
"0.5","0","11","0","1","1007416","5","很抱歉突然來叨擾，\n我們馬上回去……","103111","1007416051","0"
"","","91","","","1007416","","","0","1007416052",""
"","","3","0.2","","1007416","1","mhp_skull_talk","31","1007416053",""
"","","3","0.2","","1007416","1","mhp_idle_worry","103111","1007416054",""
"","","21","","0","1007416","0","vo_mhp_6007","vo_mhp_1007416","1007416055",""
"0.5","0","11","0","1","1007416","4","等、等等，忍！\n妳還沒跟那位女醫談談啊！","31","1007416056","0"
"","","91","","","1007416","","","0","1007416057",""
"","","22","","","1007416","","0","0","1007416058",""
"","","103","","","1007416","0","1007416062","不可燃垃圾是什麼時候會有人來收？","1007416059",""
"","","103","","","1007416","0","1007416075","會說話的骷髏頭，真想砍砍看。","1007416060",""
"","","103","","","1007416","0","1007416088","默默地拿下眼罩。","1007416061",""
"","","3","0.2","","1007416","1","mhp_sit_idle_bitter2","117531","1007416062",""
"","","93","","","1007416","","","0.5","1007416063",""
"","1","3","0.2","mhp_skull_trouble_loop","1007416","0","mhp_skull_trouble_in","31","1007416064","0"
"","","21","","0","1007416","0","vo_mhp_6008","vo_mhp_1007416","1007416065",""
"0.5","0","11","0","1","1007416","5","咿！好、好冷淡的眼神……\n但、但也讓人興奮到全身顫抖！","31","1007416066","0"
"","","93","","","1007416","","1","6","1007416067",""
"","1","3","0.2","mhp_skull_excite_loop","1007416","0","mhp_skull_excite_in","31","1007416068","0"
"","","91","","","1007416","","","1007416066","1007416069",""
"","","3","0.2","","1007416","1","mhp_talk_sad2","103111","1007416070",""
"","","21","","0","1007416","0","vo_mhp_6009","vo_mhp_1007416","1007416071",""
"0.5","0","11","0","1","1007416","6","爸爸，你安靜一下。","103111","1007416072","0"
"","","91","","","1007416","","","0","1007416073",""
"","","101","","","1007416","","","1007416097","1007416074",""
"","","3","0.2","","1007416","1","mhp_sit_idle_bitter2","117531","1007416075",""
"","","93","","","1007416","","","0.5","1007416076",""
"","1","3","0.2","mhp_skull_trouble_loop","1007416","0","mhp_skull_trouble_in","31","1007416077","0"
"","","21","","0","1007416","0","vo_mhp_6010","vo_mhp_1007416","1007416078",""
"0.5","0","11","0","1","1007416","5","嗚咿！解剖就饒了本大爺吧……\n不過，想到能被那隻美麗的手觸碰，\n就讓人有點興奮起來啦……！","31","1007416079","0"
"","","93","","","1007416","","1","9","1007416080",""
"","1","3","0.2","mhp_skull_excite_loop","1007416","0","mhp_skull_excite_in","31","1007416081","0"
"","","91","","","1007416","","","1007416079","1007416082",""
"","0","3","0.2","","1007416","1","mhp_talk_sad2","103111","1007416083",""
"","","21","","0","1007416","0","vo_mhp_6011","vo_mhp_1007416","1007416084",""
"0.5","0","11","0","1","1007416","5","爸爸，這樣很噁心。","103111","1007416085","0"
"","","91","","","1007416","","","0","1007416086",""
"","","101","","","1007416","","","1007416097","1007416087",""
"","1","3","0.2","mhp_mitsuki_sit_kaihou_loop","1007416","0","mhp_mitsuki_sit_kaihou_in","117531","1007416088","0"
"","","93","","","1007416","","","1","1007416089",""
"","1","3","0.2","mhp_skull_trouble_loop","1007416","0","mhp_skull_trouble_in","31","1007416090","0"
"","","21","","0","1007416","0","vo_mhp_6012","vo_mhp_1007416","1007416091",""
"0.5","0","11","0","1","1007416","5","慢、慢著慢著！那東西不行。\n本大爺的第六感正在奮力說著快逃！\n忍，撤退！撤退～！","31","1007416092","0"
"","","91","","","1007416","","","0","1007416093",""
