0a7d2f617f14805ab1bf53788cb113b8c1cc5780d48d6a3768824d7e9226202b,dd5a556a8030e03a05fb8631d8d31f467a54bcfdf55cf4a76c066268e64f0e9d,f5a37be1d03ae303d4967b3cde4a155eaf3eb8ed9e1a7b4dfacd11b5a4ff5701,e741cbe2fe59347759f4924f8d38544c612ab68bbe25885792d1cfb6d450a2ad,9543b4d9cebca4c215ae86db40d17db7d63e46fa06d8e6105cc70f05d4ccc24a
"609","92501110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"610","92501110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"611","92501110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"612","92501110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"613","92501110","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"614","92501120","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"615","92501120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"616","92501120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"617","92501120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"618","92501120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"619","92501120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"620","92501120","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"621","92501130","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"622","92501130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"623","92501130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"624","92501130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"625","92501130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"626","92501130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"627","92501130","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"628","92501140","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"629","92501140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"630","92501140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"631","92501140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"632","92501140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"633","92501140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"634","92501140","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"635","92501210","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"636","92501210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"637","92501210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"638","92501210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"639","92501210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"640","92501210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"641","92501210","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"642","92501220","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"643","92501220","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"644","92501220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"645","92501220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"646","92501220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"647","92501220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"648","92501220","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"649","92501230","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"650","92501230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"651","92501230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"652","92501230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"653","92501230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"654","92501230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"655","92501230","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"656","92501240","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"657","92501240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"658","92501240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"659","92501240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"660","92501240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"661","92501240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"662","92501240","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"663","92501310","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"664","92501310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"665","92501310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"666","92501310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"667","92501310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"668","92501310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"669","92501310","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"670","92501320","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"671","92501320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"672","92501320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"673","92501320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"674","92501320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"675","92501320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"676","92501320","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"677","92501330","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"678","92501330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"679","92501330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"680","92501330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"681","92501330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"682","92501330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"683","92501330","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"684","92501340","編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","16","闇屬性獎勵特大幅度提升"
"685","92501340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"686","92501340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"687","92501340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"688","92501340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"689","92501340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"690","92501340","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"691","92414010","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"692","92414010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"693","92414010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"694","92414010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"695","92414010","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"696","92414020","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"697","92414020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"698","92414020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"699","92414020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"700","92414020","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"701","92414030","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"702","92414030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"703","92414030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"704","92414030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"705","92414030","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"706","92414110","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"707","92414110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"708","92414110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"709","92414110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"710","92414110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"711","92414110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"712","92414110","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"713","92414120","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"714","92414120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"715","92414120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"716","92414120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"717","92414120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"718","92414120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"719","92414120","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"720","92414130","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"721","92414130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"722","92414130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"723","92414130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"724","92414130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"725","92414130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"726","92414130","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"727","92414140","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"728","92414140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"729","92414140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"730","92414140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"731","92414140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"732","92414140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"733","92414140","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"734","92414210","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"735","92414210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"736","92414210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"737","92414210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"738","92414210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"739","92414210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"740","92414210","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"741","92414220","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"742","92414220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"743","92414220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"744","92414220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"745","92414220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"746","92414220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"747","92414220","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"748","92414230","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"749","92414230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"750","92414230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"751","92414230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"752","92414230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"753","92414230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"754","92414230","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"755","92414240","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"756","92414240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"757","92414240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"758","92414240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"759","92414240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"760","92414240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"761","92414240","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"762","92414310","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"763","92414310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"764","92414310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"765","92414310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"766","92414310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"767","92414310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"768","92414310","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"769","92414320","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"770","92414320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"771","92414320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"772","92414320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"773","92414320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"774","92414320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"775","92414320","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"776","92414330","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"777","92414330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"778","92414330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"779","92414330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"780","92414330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"781","92414330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"782","92414330","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
"783","92414340","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","13","水屬性獎勵特大幅度提升"
"784","92414340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","提升物理防禦力（不可降低）"
"785","92414340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）"
"786","92414340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","boss_tp_down_cut","減少降低TP"
"787","92414340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","18","傷害值衰減"
"788","92414340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","17","賦予TP上升的上限"
"789","92414340","戰鬥開始時，中幅度降低全體角色的HP吸收。","9","降低HP吸收"
