28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"11","1","11","0","0","11","0","10","11","15","11","0","11","1380","620380011","0","10","11","11","11","11","9","11","11","200000001","11","0","11","0","30","222","203800","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","15","12","0","12","1416","620380012","0","10","12","12","12","12","9","12","12","200000001","12","0","12","0","30","234","203800","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","17","13","0","13","1678","620380013","0","10","13","13","13","13","10","13","13","200000001","13","0","13","0","30","258","203800","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","18","14","0","14","1940","620380014","0","10","14","14","14","14","11","14","14","200000001","14","0","14","0","30","283","203800","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","18","15","0","15","2201","620380015","0","10","15","15","15","15","11","15","15","200000001","15","0","15","0","30","307","203800","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","18","16","0","16","2463","620380016","0","10","16","16","16","16","12","16","16","200000001","16","0","16","0","30","331","203800","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","18","17","0","17","2893","620380017","0","10","17","17","17","17","13","17","17","200000001","17","0","17","0","30","374","203800","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","18","18","0","18","3323","620380018","0","10","18","18","18","18","13","18","18","200000001","18","0","18","0","30","416","203800","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","19","19","0","19","3626","620380019","0","10","19","19","19","19","13","19","19","200000001","19","0","19","0","30","424","203800","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","19","20","0","20","3768","620380020","0","10","20","20","20","20","13","20","20","200000001","20","0","20","0","30","439","203800","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","19","21","0","21","3910","620380021","0","10","21","21","21","21","13","21","21","200000001","21","0","21","0","30","454","203800","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","20","22","0","22","4036","620380022","0","10","22","22","22","22","14","22","22","200000001","22","0","22","0","30","482","203800","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","20","23","0","23","4236","620380023","0","10","23","23","23","23","14","23","23","200000001","23","0","23","0","30","482","203800","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","28","24","0","24","4597","620380024","0","10","24","24","24","24","20","24","24","200000001","24","0","24","0","30","633","203800","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","29","25","0","25","4957","620380025","0","10","25","25","25","25","21","25","25","200000001","25","0","25","0","30","639","203800","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","29","26","0","26","5057","620380026","0","10","26","26","26","26","21","26","26","200000001","26","0","26","0","30","639","203800","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","29","27","0","27","5177","620380027","0","10","27","27","27","27","22","27","27","200000001","27","0","27","0","30","646","203800","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","31","28","0","28","5828","620380028","0","10","28","28","28","28","23","28","28","200000001","28","0","28","0","30","687","203800","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","31","29","0","29","6987","620380029","0","10","29","29","29","29","23","29","29","200000001","29","0","29","0","30","734","203800","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","32","30","0","30","7048","620380030","0","10","30","30","30","30","23","30","30","200000001","30","0","30","0","30","785","203800","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","32","31","0","31","7065","620380031","0","10","31","31","31","31","23","31","31","200000001","31","0","31","0","30","787","203800","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","32","32","0","32","7083","620380032","0","10","32","32","32","32","23","32","32","200000001","32","0","32","0","30","790","203800","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","32","33","0","33","7100","620380033","0","10","33","33","33","33","23","33","33","200000001","33","0","33","0","30","792","203800","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","32","34","0","34","8247","620380034","0","10","34","34","34","34","23","34","34","200000001","34","0","34","0","30","794","203800","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","33","35","0","35","8333","620380035","0","10","35","35","35","35","23","35","35","200000001","35","0","35","0","30","800","203800","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","33","36","0","36","9048","620380036","0","10","36","36","36","36","23","36","36","200000001","36","0","36","0","30","845","203800","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","36","37","0","37","10059","620380037","0","10","37","37","37","37","25","37","37","200000001","37","0","37","0","30","936","203800","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","48","38","0","38","11070","620380038","0","10","38","38","38","38","35","38","38","200000001","38","0","38","0","30","1026","203800","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","48","39","0","39","12186","620380039","0","10","39","39","39","39","35","39","39","200000001","39","0","39","0","30","1143","203800","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","48","40","0","40","13301","620380040","0","10","40","40","40","40","35","40","40","200000001","40","0","40","0","30","1260","203800","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","49","41","0","41","16708","620380041","0","10","41","41","41","41","36","41","41","200000001","41","0","41","0","30","1371","203800","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","50","42","0","42","20115","620380042","0","10","42","42","42","42","36","42","42","200000001","42","0","42","0","30","1481","203800","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","51","43","0","43","20209","620380043","0","10","43","43","43","43","37","43","43","200000001","43","0","43","0","30","1484","203800","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","52","44","0","44","20302","620380044","0","10","44","44","44","44","37","44","44","200000001","44","0","44","0","30","1488","203800","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","53","45","0","45","20396","620380045","0","10","45","45","45","45","38","45","45","200000001","45","0","45","0","30","1491","203800","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","56","46","0","46","21500","620380046","0","10","46","46","46","46","40","46","46","200000001","46","0","46","0","30","1536","203800","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","58","47","0","47","22604","620380047","0","10","47","47","47","47","42","47","47","200000001","47","0","47","0","30","1581","203800","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","60","48","0","48","22604","620380048","0","10","48","48","48","48","45","48","48","200000001","48","0","48","0","30","1623","203800","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","63","49","0","49","22604","620380049","0","10","49","49","49","49","47","49","49","200000001","49","0","49","0","30","1664","203800","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","65","50","0","50","22604","620380050","0","10","50","50","50","50","50","50","50","200000001","50","0","50","0","30","1698","203800","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","66","51","0","51","22604","620380051","0","10","51","51","51","51","51","51","51","200000001","51","0","51","0","30","1732","203800","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","66","52","0","52","22604","620380052","0","10","52","52","52","52","51","52","52","200000001","52","0","52","0","30","1766","203800","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","66","53","0","53","23104","620380053","0","10","53","53","53","53","51","53","53","200000001","53","0","53","0","30","1800","203800","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","67","54","0","54","23604","620380054","0","10","54","54","54","54","51","54","54","200000001","54","0","54","0","30","1834","203800","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","67","55","0","55","24104","620380055","0","10","55","55","55","55","51","55","55","200000001","55","0","55","0","30","1868","203800","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","67","56","0","56","24604","620380056","0","10","56","56","56","56","51","56","56","200000001","56","0","56","0","30","1902","203800","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","67","57","0","57","24604","620380057","0","10","57","57","57","57","51","57","57","200000001","57","0","57","0","30","1952","203800","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","94","58","0","58","30804","620380058","0","10","58","58","58","58","72","58","58","200000001","58","0","58","0","30","2544","203800","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","107","59","0","59","34604","620380059","0","10","59","59","59","59","84","59","59","200000001","59","0","59","0","30","2924","203800","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","107","60","0","60","35104","620380060","0","10","60","60","60","60","84","60","60","200000001","60","0","60","0","30","3024","203800","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","108","61","0","61","35604","620380061","0","10","61","61","61","61","84","61","61","200000001","61","0","61","0","30","3124","203800","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","108","62","0","62","35909","620380062","0","10","62","62","62","62","84","62","62","200000001","62","0","62","0","30","3187","203800","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","109","63","0","63","36215","620380063","0","10","63","63","63","63","85","63","63","200000001","63","0","63","0","30","3249","203800","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","109","64","0","64","36520","620380064","0","10","64","64","64","64","85","64","64","200000001","64","0","64","0","30","3312","203800","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","109","65","0","65","36826","620380065","0","10","65","65","65","65","85","65","65","200000001","65","0","65","0","30","3374","203800","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","109","66","0","66","37131","620380066","0","10","66","66","66","66","85","66","66","200000001","66","0","66","0","30","3437","203800","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","110","67","0","67","37437","620380067","0","10","67","67","67","67","86","67","67","200000001","67","0","67","0","30","3500","203800","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","110","68","0","68","37742","620380068","0","10","68","68","68","68","86","68","68","200000001","68","0","68","0","30","3562","203800","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","110","69","0","69","38047","620380069","0","10","69","69","69","69","86","69","69","200000001","69","0","69","0","30","3625","203800","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","111","70","0","70","38353","620380070","0","10","70","70","70","70","86","70","70","200000001","70","0","70","0","30","3688","203800","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","111","71","0","71","38658","620380071","0","10","71","71","71","71","87","71","71","200000001","71","0","71","0","30","3750","203800","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","4","1","0","1","411","620380101","0","10","1","1","1","1","2","1","1","200000001","1","0","1","0","30","40","203801","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","5","2","0","2","539","620380102","0","10","2","2","2","2","3","2","2","200000001","2","0","2","0","30","44","203801","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","6","3","0","3","899","620380103","0","10","3","3","3","3","4","3","3","200000001","3","0","3","0","30","48","203801","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","6","4","0","4","793","620380104","0","10","4","4","4","4","4","4","4","200000001","4","0","4","0","30","70","203801","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","8","5","0","5","881","620380105","0","10","5","5","5","5","4","5","5","200000001","5","0","5","0","30","104","203801","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","9","6","0","6","966","620380106","0","10","6","6","6","6","5","6","6","200000001","6","0","6","0","30","137","203801","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","10","7","0","7","1190","620380107","0","10","7","7","7","7","6","7","7","200000001","7","0","7","0","30","170","203801","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","11","8","0","8","1412","620380108","0","10","8","8","8","8","7","8","8","200000001","8","0","8","0","30","202","203801","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","11","9","0","9","1452","620380109","0","10","9","9","9","9","7","9","9","200000001","9","0","9","0","30","218","203801","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","13","10","0","10","1494","620380110","0","10","10","10","10","10","8","10","10","200000001","10","0","10","0","30","232","203801","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","13","11","0","11","1534","620380111","0","10","11","11","11","11","8","11","11","200000001","11","0","11","0","30","248","203801","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","13","12","0","12","1574","620380112","0","10","12","12","12","12","8","12","12","200000001","12","0","12","0","30","262","203801","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","14","13","0","13","1865","620380113","0","10","13","13","13","13","9","13","13","200000001","13","0","13","0","30","289","203801","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","15","14","0","14","2156","620380114","0","10","14","14","14","14","10","14","14","200000001","14","0","14","0","30","316","203801","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","15","15","0","15","2447","620380115","0","10","15","15","15","15","10","15","15","200000001","15","0","15","0","30","344","203801","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","15","16","0","16","2738","620380116","0","10","16","16","16","16","11","16","16","200000001","16","0","16","0","30","371","203801","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","18","17","0","17","3029","620380117","0","10","17","17","17","17","12","17","17","200000001","17","0","17","0","30","396","203801","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","19","18","0","18","3320","620380118","0","10","18","18","18","18","13","18","18","200000001","18","0","18","0","30","423","203801","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","19","19","0","19","3610","620380119","0","10","19","19","19","19","13","19","19","200000001","19","0","19","0","30","450","203801","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","20","20","0","20","3901","620380120","0","10","20","20","20","20","13","20","20","200000001","20","0","20","0","30","478","203801","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","20","21","0","21","4115","620380121","0","10","21","21","21","21","13","21","21","200000001","21","0","21","0","30","492","203801","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","20","22","0","22","4328","620380122","0","10","22","22","22","22","13","22","22","200000001","22","0","22","0","30","508","203801","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","20","23","0","23","4542","620380123","0","10","23","23","23","23","13","23","23","200000001","23","0","23","0","30","522","203801","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","30","24","0","24","4512","620380124","0","10","24","24","24","24","22","24","24","200000001","24","0","24","0","30","604","203801","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","30","25","0","25","4897","620380125","0","10","25","25","25","25","22","25","25","200000001","25","0","25","0","30","636","203801","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","31","26","0","26","5278","620380126","0","10","26","26","26","26","22","26","26","200000001","26","0","26","0","30","666","203801","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","31","27","0","27","5663","620380127","0","10","27","27","27","27","22","27","27","200000001","27","0","27","0","30","697","203801","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","31","28","0","28","6047","620380128","0","10","28","28","28","28","22","28","28","200000001","28","0","28","0","30","727","203801","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","33","29","0","29","6428","620380129","0","10","29","29","29","29","22","29","29","200000001","29","0","29","0","30","758","203801","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","33","30","0","30","6813","620380130","0","10","30","30","30","30","22","30","30","200000001","30","0","30","0","30","788","203801","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","34","31","0","31","8118","620380131","0","10","31","31","31","31","23","31","31","200000001","31","0","31","0","30","852","203801","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","36","32","0","32","9420","620380132","0","10","32","32","32","32","25","32","32","200000001","32","0","32","0","30","917","203801","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","38","33","0","33","10725","620380133","0","10","33","33","33","33","26","33","33","200000001","33","0","33","0","30","979","203801","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","39","34","0","34","12030","620380134","0","10","34","34","34","34","27","34","34","200000001","34","0","34","0","30","1044","203801","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","40","35","0","35","13332","620380135","0","10","35","35","35","35","29","35","35","200000001","35","0","35","0","30","1108","203801","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","43","36","0","36","14637","620380136","0","10","36","36","36","36","30","36","36","200000001","36","0","36","0","30","1172","203801","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","44","37","0","37","15939","620380137","0","10","37","37","37","37","31","37","37","200000001","37","0","37","0","30","1236","203801","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","45","38","0","38","17244","620380138","0","10","38","38","38","38","32","38","38","200000001","38","0","38","0","30","1300","203801","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","46","39","0","39","18549","620380139","0","10","39","39","39","39","33","39","39","200000001","39","0","39","0","30","1363","203801","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","49","40","0","40","19851","620380140","0","10","40","40","40","40","35","40","40","200000001","40","0","40","0","30","1427","203801","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","49","41","0","41","20036","620380141","0","10","41","41","41","41","36","41","41","200000001","41","0","41","0","30","1460","203801","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","50","42","0","42","21027","620380142","0","10","42","42","42","42","36","42","42","200000001","42","0","42","0","30","1543","203801","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","52","43","0","43","21454","620380143","0","10","43","43","43","43","37","43","43","200000001","43","0","43","0","30","1574","203801","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","53","44","0","44","21880","620380144","0","10","44","44","44","44","38","44","44","200000001","44","0","44","0","30","1583","203801","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","53","45","0","45","21943","620380145","0","10","45","45","45","45","38","45","45","200000001","45","0","45","0","30","1667","203801","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","56","46","0","46","22552","620380146","0","10","46","46","46","46","40","46","46","200000001","46","0","46","0","30","1668","203801","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","58","47","0","47","23160","620380147","0","10","47","47","47","47","42","47","47","200000001","47","0","47","0","30","1696","203801","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","59","48","0","48","23160","620380148","0","10","48","48","48","48","42","48","48","200000001","48","0","48","0","30","1741","203801","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","59","49","0","49","23160","620380149","0","10","49","49","49","49","42","49","49","200000001","49","0","49","0","30","1785","203801","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","65","50","0","50","23660","620380150","0","10","50","50","50","50","50","50","50","200000001","50","0","50","0","30","1843","203801","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","66","51","0","51","24160","620380151","0","10","51","51","51","51","51","51","51","200000001","51","0","51","0","30","1900","203801","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","66","52","0","52","24660","620380152","0","10","52","52","52","52","51","52","52","200000001","52","0","52","0","30","1958","203801","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","66","53","0","53","25160","620380153","0","10","53","53","53","53","51","53","53","200000001","53","0","53","0","30","2016","203801","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","66","54","0","54","25660","620380154","0","10","54","54","54","54","51","54","54","200000001","54","0","54","0","30","2073","203801","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","66","55","0","55","26160","620380155","0","10","55","55","55","55","51","55","55","200000001","55","0","55","0","30","2131","203801","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","67","56","0","56","27160","620380156","0","10","56","56","56","56","51","56","56","200000001","56","0","56","0","30","2072","203801","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","67","57","0","57","27410","620380157","0","10","57","57","57","57","51","57","57","200000001","57","0","57","0","30","2099","203801","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","67","58","0","58","28660","620380158","0","10","58","58","58","58","51","58","58","200000001","58","0","58","0","30","2243","203801","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","68","59","0","59","27910","620380159","0","10","59","59","59","59","53","59","59","200000001","59","0","59","0","30","2154","203801","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","69","60","0","60","28160","620380160","0","10","60","60","60","60","54","60","60","200000001","60","0","60","0","30","2181","203801","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","70","61","0","61","28410","620380161","0","10","61","61","61","61","55","61","61","200000001","61","0","61","0","30","2208","203801","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","70","62","0","62","28433","620380162","0","10","62","62","62","62","56","62","62","200000001","62","0","62","0","30","2251","203801","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","71","63","0","63","28455","620380163","0","10","63","63","63","63","58","63","63","200000001","63","0","63","0","30","2294","203801","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","71","64","0","64","28478","620380164","0","10","64","64","64","64","59","64","64","200000001","64","0","64","0","30","2337","203801","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","72","65","0","65","28500","620380165","0","10","65","65","65","65","60","65","65","200000001","65","0","65","0","30","2380","203801","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","72","66","0","66","28523","620380166","0","10","66","66","66","66","62","66","66","200000001","66","0","66","0","30","2423","203801","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","72","67","0","67","28545","620380167","0","10","67","67","67","67","63","67","67","200000001","67","0","67","0","30","2466","203801","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","73","68","0","68","28568","620380168","0","10","68","68","68","68","65","68","68","200000001","68","0","68","0","30","2509","203801","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","73","69","0","69","28590","620380169","0","10","69","69","69","69","66","69","69","200000001","69","0","69","0","30","2552","203801","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","74","70","0","70","28613","620380170","0","10","70","70","70","70","67","70","70","200000001","70","0","70","0","30","2595","203801","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","74","71","0","71","28636","620380171","0","10","71","71","71","71","69","71","71","200000001","71","0","71","0","30","2638","203801","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","4","1","0","1","331","620390001","0","10","1","1","1","1","4","1","1","200000006","1","0","1","0","30","71","203900","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","9","2","0","2","340","620390002","0","10","2","2","2","2","4","2","2","200000006","2","0","2","0","30","83","203900","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","5","3","0","3","349","620390003","0","10","3","3","3","3","5","3","3","200000006","3","0","3","0","30","96","203900","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","5","4","0","4","349","620390004","0","10","4","4","4","4","5","4","4","200000006","4","0","4","0","30","96","203900","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","5","5","0","5","351","620390005","0","10","5","5","5","5","5","5","5","200000006","5","0","5","0","30","105","203900","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","8","6","0","6","369","620390006","0","10","6","6","6","6","7","6","6","200000006","6","0","6","0","30","143","203900","0","1","6","0","0","6","1","6"
