06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"570","140001","4","1","0","2","-100","72360570","140000","0","0.7","71360570","6","0","36","1","713605701","200","-1","40004","50","-168","0","1","0","-1","1280000","0.9","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102833","0.7","0","333","31057","94002","2","0","0","2100670"
"571","127162","3","1","0","3","-100","0","91002","0","0.7","71370571","3","0","37","0","713705711","2","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127011","94002","60","0","0","2100671"
"572","117132","4","1","0","3","-100","0","91002","0","0.7","71370572","3","0","37","0","713705721","3","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127221","94002","60","0","0","2100672"
"573","127102","2","1","0","3","-100","0","91002","0","0.7","71370573","3","0","37","0","713705731","2","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127162","94002","60","0","0","2100673"
"574","127012","1","1","0","3","-100","0","91002","0","0.7","71370574","3","0","37","0","713705741","3","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117132","94002","60","0","0","2100674"
"575","127222","3","1","0","3","-100","0","91002","0","0.7","71370575","3","0","37","0","713705751","2","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127102","94002","60","0","0","2100675"
"576","117072","4","1","0","3","-100","0","91002","0","0.7","71370576","3","0","37","0","713705761","3","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127012","94002","60","0","0","2100676"
"577","117042","2","1","0","3","-100","0","91002","0","0.7","71370577","3","0","37","0","713705771","2","1","40004","50","-168","0","1","0","-1","640000","0.6","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127222","94002","60","0","0","2100677"
"578","127011","1","1","0","3","-100","0","91002","0","0.7","71370578","3","0","37","0","713705781","3","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117072","94002","60","0","0","2100678"
"579","127221","3","1","0","3","-100","0","91002","0","0.7","71370579","3","0","37","0","713705791","2","1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117042","94002","60","0","0","2100679"
"580","140001","4","1","0","2","-100","72370580","140000","0","0.7","71370580","6","0","37","1","713705801","200","-1","40004","50","-168","0","1","0","-1","1280000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102503","0.8","0","333","31045","94002","2","0","0","2100680"
"581","117612","3","1","0","3","-100","0","91002","0","0.7","71380581","3","0","38","0","713805811","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127012","94002","60","0","0","2100681"
"582","117582","4","1","0","3","-100","0","91002","0","0.7","71380582","3","0","38","0","713805821","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117042","94002","60","0","0","2100682"
"583","117552","2","1","0","3","-100","0","91002","0","0.7","71380583","3","0","38","0","713805831","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117612","94002","60","0","0","2100683"
"584","117132","1","1","0","3","-100","0","91002","0","0.7","71380584","3","0","38","0","713805841","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117582","94002","60","0","0","2100684"
"585","127102","3","1","0","3","-100","0","91002","0","0.7","71380585","3","0","38","0","713805851","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117552","94002","60","0","0","2100685"
"586","127222","4","1","0","3","-100","0","91002","0","0.7","71380586","3","0","38","0","713805861","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117132","94002","60","0","0","2100686"
"587","117072","2","1","0","3","-100","0","91002","0","0.7","71380587","3","0","38","0","713805871","2","1","40004","50","-168","0","1","0","-1","680000","0.6","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127102","94002","60","0","0","2100687"
"588","127012","1","1","0","3","-100","0","91002","0","0.7","71380588","3","0","38","0","713805881","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","127222","94002","60","0","0","2100688"
"589","117042","3","1","0","3","-100","0","91002","0","0.7","71380589","3","0","38","0","713805891","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","117072","94002","60","0","0","2100689"
"590","140001","4","1","0","2","-100","72380590","140000","0","0","71380590","6","0","38","1","713805901","200","-1","40004","50","-101","0","1","0","99","1360000","0.8","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","102503","0.7","0","0","31029","94002","2","0","0","2100690"
"591","117372","3","1","0","3","-100","0","91002","0","0.7","71390591","3","0","39","0","713905911","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117072","94002","60","0","0","2100691"
"592","117312","4","1","0","3","-100","0","91002","0","0.7","71390592","3","0","39","0","713905921","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127102","94002","60","0","0","2100692"
"593","117492","2","1","0","3","-100","0","91002","0","0.7","71390593","3","0","39","0","713905931","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117372","94002","60","0","0","2100693"
"594","127342","1","1","0","3","-100","0","91002","0","0.7","71390594","3","0","39","0","713905941","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117312","94002","60","0","0","2100694"
"595","127282","3","1","0","3","-100","0","91002","0","0.7","71390595","3","0","39","0","713905951","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117492","94002","60","0","0","2100695"
"596","127462","4","1","0","3","-100","0","91002","0","0.7","71390596","3","0","39","0","713905961","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127342","94002","60","0","0","2100696"
"597","117132","2","1","0","3","-100","0","91002","0","0.7","71390597","3","0","39","0","713905971","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127282","94002","60","0","0","2100697"
"598","117072","1","1","0","3","-100","0","91002","0","0.7","71390598","3","0","39","0","713905981","3","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127462","94002","60","0","0","2100698"
"599","127102","3","1","0","3","-100","0","91002","0","0.7","71390599","3","0","39","0","713905991","2","1","40004","50","-168","0","1","0","-1","680000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117132","94002","60","0","0","2100699"
"600","140001","4","1","0","2","-100","72390600","140000","0","0","71390600","6","0","39","1","713906001","200","-1","40004","50","-101","0","1","0","99","1360000","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","101903","0.9","0","0","31056","94002","2","0","0","2100700"
"601","127193","3","1","0","3","-100","0","91002","0","0.7","71400601","3","0","40","0","714006011","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117103","94002","60","0","0","2100701"
"602","127133","4","1","0","3","-100","0","91002","0","0.7","71400602","3","0","40","0","714006021","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117253","94002","60","0","0","2100702"
"603","117223","2","1","0","3","-100","0","91002","0","0.7","71400603","3","0","40","0","714006031","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127193","94002","60","0","0","2100703"
"604","127043","1","1","0","3","-100","0","91002","0","0.7","71400604","3","0","40","0","714006041","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127133","94002","60","0","0","2100704"
"605","117013","3","1","0","3","-100","0","91002","0","0.7","71400605","3","0","40","0","714006051","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117223","94002","60","0","0","2100705"
"606","117163","4","1","0","3","-100","0","91002","0","0.7","71400606","3","0","40","0","714006061","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","127043","94002","60","0","0","2100706"
"607","117073","2","1","0","3","-100","0","91002","0","0.7","71400607","3","0","40","0","714006071","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117013","94002","60","0","0","2100707"
"608","117103","1","1","0","3","-100","0","91002","0","0.7","71400608","3","0","40","0","714006081","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117163","94002","60","0","0","2100708"
"609","117253","3","1","0","3","-100","0","91002","0","0.7","71400609","3","0","40","0","714006091","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101901","0.7","0","333","117073","94002","60","0","0","2100709"
"610","140001","4","1","0","2","-100","72400610","140000","0","0","71400610","6","0","40","1","714006101","200","-1","40004","50","-101","0","1","0","99","1440000","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","101903","0.9","0","0","31037","94002","2","0","0","2100710"
"611","127133","3","1","0","3","-100","0","91002","0","0.7","71410611","3","0","41","0","714106111","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117583","94002","60","0","0","2100711"
"612","117073","4","1","0","3","-100","0","91002","0","0.7","71410612","3","0","41","0","714106121","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117613","94002","60","0","0","2100712"
"613","127193","2","1","0","3","-100","0","91002","0","0.7","71410613","3","0","41","0","714106131","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127133","94002","60","0","0","2100713"
"614","117163","1","1","0","3","-100","0","91002","0","0.7","71410614","3","0","41","0","714106141","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117073","94002","60","0","0","2100714"
"615","127043","3","1","0","3","-100","0","91002","0","0.7","71410615","3","0","41","0","714106151","2","1","40004","50","-168","0","1","0","-1","720000","0.6","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127193","94002","60","0","0","2100715"
"616","117013","4","1","0","3","-100","0","91002","0","0.7","71410616","3","0","41","0","714106161","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117163","94002","60","0","0","2100716"
"617","117223","2","1","0","3","-100","0","91002","0","0.7","71410617","3","0","41","0","714106171","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127043","94002","60","0","0","2100717"
"618","117583","1","1","0","3","-100","0","91002","0","0.7","71410618","3","0","41","0","714106181","3","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117013","94002","60","0","0","2100718"
"619","117613","3","1","0","3","-100","0","91002","0","0.7","71410619","3","0","41","0","714106191","2","1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117223","94002","60","0","0","2100719"
"620","140001","4","1","0","2","-100","72410620","140000","0","0","71410620","6","0","41","1","714106201","200","-1","40004","50","-101","0","1","0","99","1440000","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","102163","0.9","0","0","31046","94002","2","0","0","2100720"
"621","127283","3","1","0","3","-100","0","91002","0","0.7","71420621","3","0","42","0","714206211","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127133","94002","60","0","0","2100721"
"622","117463","4","1","0","3","-100","0","91002","0","0.7","71420622","3","0","42","0","714206221","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117163","94002","60","0","0","2100722"
"623","127313","2","1","0","3","-100","0","91002","0","0.7","71420623","3","0","42","0","714206231","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127283","94002","60","0","0","2100723"
"624","127373","1","1","0","3","-100","0","91002","0","0.7","71420624","3","0","42","0","714206241","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117463","94002","60","0","0","2100724"
"625","127193","3","1","0","3","-100","0","91002","0","0.7","71420625","3","0","42","0","714206251","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127313","94002","60","0","0","2100725"
"626","117493","4","1","0","3","-100","0","91002","0","0.7","71420626","3","0","42","0","714206261","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127373","94002","60","0","0","2100726"
"627","117343","2","1","0","3","-100","0","91002","0","0.7","71420627","3","0","42","0","714206271","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","127193","94002","60","0","0","2100727"
"628","127133","1","1","0","3","-100","0","91002","0","0.7","71420628","3","0","42","0","714206281","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117493","94002","60","0","0","2100728"
"629","117163","3","1","0","3","-100","0","91002","0","0.7","71420629","3","0","42","0","714206291","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","117343","94002","60","0","0","2100729"
"630","140001","4","1","0","2","-100","72420630","140000","0","0","71420630","6","0","42","1","714206301","200","-1","40004","50","-101","0","1","0","99","1520000","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","102163","0.9","0","0","31025","94002","2","0","0","2100730"
"631","128161","3","1","0","3","-100","0","91002","0","0.7","71430631","3","0","43","0","714306311","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118251","94002","60","0","0","2100731"
"632","128041","4","1","0","3","-100","0","91002","0","0.7","71430632","3","0","43","0","714306321","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118191","94002","60","0","0","2100732"
"633","128131","2","1","0","3","-100","0","91002","0","0.7","71430633","3","0","43","0","714306331","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","128161","94002","60","0","0","2100733"
"634","118221","1","1","0","3","-100","0","91002","0","0.7","71430634","3","0","43","0","714306341","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","128041","94002","60","0","0","2100734"
"635","118011","3","1","0","3","-100","0","91002","0","0.7","71430635","3","0","43","0","714306351","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","128131","94002","60","0","0","2100735"
"636","118101","4","1","0","3","-100","0","91002","0","0.7","71430636","3","0","43","0","714306361","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118221","94002","60","0","0","2100736"
"637","118071","2","1","0","3","-100","0","91002","0","0.7","71430637","3","0","43","0","714306371","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118011","94002","60","0","0","2100737"
"638","118251","1","1","0","3","-100","0","91002","0","0.7","71430638","3","0","43","0","714306381","3","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118101","94002","60","0","0","2100738"
"639","118191","3","1","0","3","-100","0","91002","0","0.7","71430639","3","0","43","0","714306391","2","1","40004","50","-168","0","1","0","-1","760000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118071","94002","60","0","0","2100739"
"640","140001","4","1","0","2","-100","72430640","140000","0","0","71430640","6","0","43","1","714306401","200","-1","40004","50","-101","0","1","0","99","1520000","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","101313","0.7","0","0","31013","94002","2","0","0","2100740"
"641","128041","3","1","0","3","-100","0","91002","0","0.7","71440641","3","0","44","0","714406411","2","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118221","94002","60","0","0","2100741"
"642","128131","4","1","0","3","-100","0","91002","0","0.7","71440642","3","0","44","0","714406421","3","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118101","94002","60","0","0","2100742"
"643","118581","2","1","0","3","-100","0","91002","0","0.7","71440643","3","0","44","0","714406431","2","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","128041","94002","60","0","0","2100743"
"644","128161","1","1","0","3","-100","0","91002","0","0.7","71440644","3","0","44","0","714406441","3","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","128131","94002","60","0","0","2100744"
"645","118071","3","1","0","3","-100","0","91002","0","0.7","71440645","3","0","44","0","714406451","2","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118581","94002","60","0","0","2100745"
"646","118611","4","1","0","3","-100","0","91002","0","0.7","71440646","3","0","44","0","714406461","3","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","128161","94002","60","0","0","2100746"
"647","118551","2","1","0","3","-100","0","91002","0","0.7","71440647","3","0","44","0","714406471","2","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118071","94002","60","0","0","2100747"
"648","118221","1","1","0","3","-100","0","91002","0","0.7","71440648","3","0","44","0","714406481","3","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118611","94002","60","0","0","2100748"
"649","118101","3","1","0","3","-100","0","91002","0","0.7","71440649","3","0","44","0","714406491","2","1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","101311","0.7","0","333","118551","94002","60","0","0","2100749"
"650","140001","4","1","0","2","-100","72440650","140000","0","0","71440650","6","0","44","1","714406501","200","-1","40004","50","-101","0","1","0","99","1600000","0.7","0.7","90","50","0","-301","bgm_M126","0","600","0.7","299","0","91002","101313","0.7","0","0","31057","94002","2","0","0","2100750"
"651","118192","3","1","0","3","-100","0","91002","0","0.7","71450651","3","0","45","0","714506511","2","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118252","94002","60","0","0","2100751"
"652","128132","4","1","0","3","-100","0","91002","0","0.7","71450652","3","0","45","0","714506521","3","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118102","94002","60","0","0","2100752"
"653","128042","2","1","0","3","-100","0","91002","0","0.7","71450653","3","0","45","0","714506531","2","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118192","94002","60","0","0","2100753"
"654","118072","1","1","0","3","-100","0","91002","0","0.7","71450654","3","0","45","0","714506541","3","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128132","94002","60","0","0","2100754"
"655","118012","3","1","0","3","-100","0","91002","0","0.7","71450655","3","0","45","0","714506551","2","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","128042","94002","60","0","0","2100755"
"656","128162","4","1","0","3","-100","0","91002","0","0.7","71450656","3","0","45","0","714506561","3","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102141","0.7","0","333","118072","94002","60","0","0","2100756"
