bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"暈眩2","vo_btl_104502_retire_002","104502","vo_btl_104502","","10450208"
"暈眩3","vo_btl_104502_retire_003","104502","vo_btl_104502","","10450209"
"技能切入1","vo_btl_104502_cutin_001","104502","vo_btl_104502","","10450210"
"技能切入2","vo_btl_104502_cutin_002","104502","vo_btl_104502","","10450211"
"技能切入3","vo_btl_104502_cutin_003","104502","vo_btl_104502","","10450212"
"必殺技1","vo_btl_104502_skill_000_001","104502","vo_btl_104502","","10450213"
"必殺技2","vo_btl_104502_skill_000_002","104502","vo_btl_104502","","10450214"
"必殺技3","vo_btl_104502_skill_000_003","104502","vo_btl_104502","","10450215"
"戰鬥開始","vo_btl_104502_wavestart","104502","vo_btl_104502","","10450216"
"到下一波","vo_btl_104502_nextwave","104502","vo_btl_104502","","10450217"
"到最後一波","vo_btl_104502_lastwave","104502","vo_btl_104502","","10450218"
"讀取戰鬥前","vo_cmn_104502_battlestart_001","104502","vo_cmn_104502","","10450219"
"戰鬥結果1","vo_cmn_104502_battleresult_001","104502","vo_cmn_104502","","10450220"
"戰鬥結果2","vo_cmn_104502_battleresult_002","104502","vo_cmn_104502","","10450221"
"主頁1","vo_cmn_104502_mypage_001","104502","vo_cmn_104502","","10450222"
"主頁2","vo_cmn_104502_mypage_002","104502","vo_cmn_104502","","10450223"
"主頁3","vo_cmn_104502_mypage_003","104502","vo_cmn_104502","","10450224"
"主頁4","vo_cmn_104502_mypage_004","104502","vo_cmn_104502","","10450225"
"主頁5","vo_cmn_104502_mypage_005","104502","vo_cmn_104502","","10450226"
"轉蛋登場台詞","vo_cmn_104502_gacha_001","104502","vo_cmn_104502","","10450227"
"自我介紹","vo_cmn_104502_profile_001","104502","vo_cmn_104502","","10450228"
"公會小屋1","vo_room_104502_auto_001","104502","vo_room_104502","","10450229"
"公會小屋2","vo_room_104502_auto_002","104502","vo_room_104502","","10450230"
"公會小屋3","vo_room_104502_auto_003","104502","vo_room_104502","","10450231"
"公會小屋4","vo_room_104502_auto_004","104502","vo_room_104502","","10450232"
"公會小屋5","vo_room_104502_auto_005","104502","vo_room_104502","","10450233"
"點選公會小屋1","vo_room_104502_tap_001","104502","vo_room_104502","","10450234"
"點選公會小屋2","vo_room_104502_tap_002","104502","vo_room_104502","","10450235"
"點選公會小屋3","vo_room_104502_tap_003","104502","vo_room_104502","","10450236"
"點選公會小屋4","vo_room_104502_tap_004","104502","vo_room_104502","","10450237"
"勝利1","vo_btl_104601_win_001","104601","vo_btl_104601","","10460101"
"勝利2","vo_btl_104601_win_002","104601","vo_btl_104601","","10460102"
"勝利3","vo_btl_104601_win_003","104601","vo_btl_104601","","10460103"
"失敗1","vo_btl_104601_lose_001","104601","vo_btl_104601","","10460104"
"失敗2","vo_btl_104601_lose_002","104601","vo_btl_104601","","10460105"
"失敗3","vo_btl_104601_lose_003","104601","vo_btl_104601","","10460106"
"暈眩1","vo_btl_104601_retire_001","104601","vo_btl_104601","","10460107"
"暈眩2","vo_btl_104601_retire_002","104601","vo_btl_104601","","10460108"
"暈眩3","vo_btl_104601_retire_003","104601","vo_btl_104601","","10460109"
"技能切入1","vo_btl_104601_cutin_001","104601","vo_btl_104601","","10460110"
"技能切入2","vo_btl_104601_cutin_002","104601","vo_btl_104601","","10460111"
"技能切入3","vo_btl_104601_cutin_003","104601","vo_btl_104601","","10460112"
"必殺技1","vo_btl_104601_skill_000_001","104601","vo_btl_104601","","10460113"
"必殺技2","vo_btl_104601_skill_000_002","104601","vo_btl_104601","","10460114"
"必殺技3","vo_btl_104601_skill_000_003","104601","vo_btl_104601","","10460115"
"戰鬥開始","vo_btl_104601_wavestart","104601","vo_btl_104601","","10460116"
"到下一波","vo_btl_104601_nextwave","104601","vo_btl_104601","","10460117"
"到最後一波","vo_btl_104601_lastwave","104601","vo_btl_104601","","10460118"
"讀取戰鬥前","vo_cmn_104601_battlestart_001","104601","vo_cmn_104601","","10460119"
"戰鬥結果1","vo_cmn_104601_battleresult_001","104601","vo_cmn_104601","","10460120"
"戰鬥結果2","vo_cmn_104601_battleresult_002","104601","vo_cmn_104601","","10460121"
"主頁1","vo_cmn_104601_mypage_001","104601","vo_cmn_104601","","10460122"
"主頁2","vo_cmn_104601_mypage_002","104601","vo_cmn_104601","","10460123"
"主頁3","vo_cmn_104601_mypage_003","104601","vo_cmn_104601","","10460124"
"主頁4","vo_cmn_104601_mypage_004","104601","vo_cmn_104601","","10460125"
"主頁5","vo_cmn_104601_mypage_005","104601","vo_cmn_104601","","10460126"
"轉蛋登場台詞","vo_cmn_104601_gacha_001","104601","vo_cmn_104601","","10460127"
"自我介紹","vo_cmn_104601_profile_001","104601","vo_cmn_104601","","10460128"
"公會小屋1","vo_room_104601_auto_001","104601","vo_room_104601","","10460129"
"公會小屋2","vo_room_104601_auto_002","104601","vo_room_104601","","10460130"
"公會小屋3","vo_room_104601_auto_003","104601","vo_room_104601","","10460131"
"公會小屋4","vo_room_104601_auto_004","104601","vo_room_104601","","10460132"
"公會小屋5","vo_room_104601_auto_005","104601","vo_room_104601","","10460133"
"點選公會小屋1","vo_room_104601_tap_001","104601","vo_room_104601","","10460134"
"點選公會小屋2","vo_room_104601_tap_002","104601","vo_room_104601","","10460135"
"點選公會小屋3","vo_room_104601_tap_003","104601","vo_room_104601","","10460136"
"點選公會小屋4","vo_room_104601_tap_004","104601","vo_room_104601","","10460137"
"勝利1","vo_btl_104602_win_001","104602","vo_btl_104602","","10460201"
"勝利2","vo_btl_104602_win_002","104602","vo_btl_104602","","10460202"
"勝利3","vo_btl_104602_win_003","104602","vo_btl_104602","","10460203"
"失敗1","vo_btl_104602_lose_001","104602","vo_btl_104602","","10460204"
"失敗2","vo_btl_104602_lose_002","104602","vo_btl_104602","","10460205"
"失敗3","vo_btl_104602_lose_003","104602","vo_btl_104602","","10460206"
"暈眩1","vo_btl_104602_retire_001","104602","vo_btl_104602","","10460207"
"暈眩2","vo_btl_104602_retire_002","104602","vo_btl_104602","","10460208"
"暈眩3","vo_btl_104602_retire_003","104602","vo_btl_104602","","10460209"
"技能切入1","vo_btl_104602_cutin_001","104602","vo_btl_104602","","10460210"
"技能切入2","vo_btl_104602_cutin_002","104602","vo_btl_104602","","10460211"
"技能切入3","vo_btl_104602_cutin_003","104602","vo_btl_104602","","10460212"
"必殺技1","vo_btl_104602_skill_000_001","104602","vo_btl_104602","","10460213"
"必殺技2","vo_btl_104602_skill_000_002","104602","vo_btl_104602","","10460214"
"必殺技3","vo_btl_104602_skill_000_003","104602","vo_btl_104602","","10460215"
"戰鬥開始","vo_btl_104602_wavestart","104602","vo_btl_104602","","10460216"
"到下一波","vo_btl_104602_nextwave","104602","vo_btl_104602","","10460217"
"到最後一波","vo_btl_104602_lastwave","104602","vo_btl_104602","","10460218"
"讀取戰鬥前","vo_cmn_104602_battlestart_001","104602","vo_cmn_104602","","10460219"
"戰鬥結果1","vo_cmn_104602_battleresult_001","104602","vo_cmn_104602","","10460220"
"戰鬥結果2","vo_cmn_104602_battleresult_002","104602","vo_cmn_104602","","10460221"
"主頁1","vo_cmn_104602_mypage_001","104602","vo_cmn_104602","","10460222"
"主頁2","vo_cmn_104602_mypage_002","104602","vo_cmn_104602","","10460223"
"主頁3","vo_cmn_104602_mypage_003","104602","vo_cmn_104602","","10460224"
"主頁4","vo_cmn_104602_mypage_004","104602","vo_cmn_104602","","10460225"
"主頁5","vo_cmn_104602_mypage_005","104602","vo_cmn_104602","","10460226"
"轉蛋登場台詞","vo_cmn_104602_gacha_001","104602","vo_cmn_104602","","10460227"
"自我介紹","vo_cmn_104602_profile_001","104602","vo_cmn_104602","","10460228"
"公會小屋1","vo_room_104602_auto_001","104602","vo_room_104602","","10460229"
"公會小屋2","vo_room_104602_auto_002","104602","vo_room_104602","","10460230"
"公會小屋3","vo_room_104602_auto_003","104602","vo_room_104602","","10460231"
"公會小屋4","vo_room_104602_auto_004","104602","vo_room_104602","","10460232"
"公會小屋5","vo_room_104602_auto_005","104602","vo_room_104602","","10460233"
"點選公會小屋1","vo_room_104602_tap_001","104602","vo_room_104602","","10460234"
"點選公會小屋2","vo_room_104602_tap_002","104602","vo_room_104602","","10460235"
"點選公會小屋3","vo_room_104602_tap_003","104602","vo_room_104602","","10460236"
"點選公會小屋4","vo_room_104602_tap_004","104602","vo_room_104602","","10460237"
"勝利1","vo_btl_104801_win_001","104801","vo_btl_104801","","10480101"
"勝利2","vo_btl_104801_win_002","104801","vo_btl_104801","","10480102"
"勝利3","vo_btl_104801_win_003","104801","vo_btl_104801","","10480103"
"失敗1","vo_btl_104801_lose_001","104801","vo_btl_104801","","10480104"
"失敗2","vo_btl_104801_lose_002","104801","vo_btl_104801","","10480105"
"失敗3","vo_btl_104801_lose_003","104801","vo_btl_104801","","10480106"
"暈眩1","vo_btl_104801_retire_001","104801","vo_btl_104801","","10480107"
"暈眩2","vo_btl_104801_retire_002","104801","vo_btl_104801","","10480108"
"暈眩3","vo_btl_104801_retire_003","104801","vo_btl_104801","","10480109"
"技能切入1","vo_btl_104801_cutin_001","104801","vo_btl_104801","","10480110"
"技能切入2","vo_btl_104801_cutin_002","104801","vo_btl_104801","","10480111"
"技能切入3","vo_btl_104801_cutin_003","104801","vo_btl_104801","","10480112"
"必殺技1","vo_btl_104801_skill_000_001","104801","vo_btl_104801","","10480113"
"必殺技2","vo_btl_104801_skill_000_002","104801","vo_btl_104801","","10480114"
"必殺技3","vo_btl_104801_skill_000_003","104801","vo_btl_104801","","10480115"
"戰鬥開始","vo_btl_104801_wavestart","104801","vo_btl_104801","","10480116"
"到下一波","vo_btl_104801_nextwave","104801","vo_btl_104801","","10480117"
"到最後一波","vo_btl_104801_lastwave","104801","vo_btl_104801","","10480118"
"讀取戰鬥前","vo_cmn_104801_battlestart_001","104801","vo_cmn_104801","","10480119"
"戰鬥結果1","vo_cmn_104801_battleresult_001","104801","vo_cmn_104801","","10480120"
"戰鬥結果2","vo_cmn_104801_battleresult_002","104801","vo_cmn_104801","","10480121"
"主頁1","vo_cmn_104801_mypage_001","104801","vo_cmn_104801","","10480122"
"主頁2","vo_cmn_104801_mypage_002","104801","vo_cmn_104801","","10480123"
"主頁3","vo_cmn_104801_mypage_003","104801","vo_cmn_104801","","10480124"
"主頁4","vo_cmn_104801_mypage_004","104801","vo_cmn_104801","","10480125"
"主頁5","vo_cmn_104801_mypage_005","104801","vo_cmn_104801","","10480126"
"轉蛋登場台詞","vo_cmn_104801_gacha_001","104801","vo_cmn_104801","","10480127"
"自我介紹","vo_cmn_104801_profile_001","104801","vo_cmn_104801","","10480128"
"公會小屋1","vo_room_104801_auto_001","104801","vo_room_104801","","10480129"
"公會小屋2","vo_room_104801_auto_002","104801","vo_room_104801","","10480130"
"公會小屋3","vo_room_104801_auto_003","104801","vo_room_104801","","10480131"
"公會小屋4","vo_room_104801_auto_004","104801","vo_room_104801","","10480132"
"公會小屋5","vo_room_104801_auto_005","104801","vo_room_104801","","10480133"
"點選公會小屋1","vo_room_104801_tap_001","104801","vo_room_104801","","10480134"
"點選公會小屋2","vo_room_104801_tap_002","104801","vo_room_104801","","10480135"
"點選公會小屋3","vo_room_104801_tap_003","104801","vo_room_104801","","10480136"
"點選公會小屋4","vo_room_104801_tap_004","104801","vo_room_104801","","10480137"
"勝利1","vo_btl_104802_win_001","104802","vo_btl_104802","","10480201"
"勝利2","vo_btl_104802_win_002","104802","vo_btl_104802","","10480202"
"勝利3","vo_btl_104802_win_003","104802","vo_btl_104802","","10480203"
"失敗1","vo_btl_104802_lose_001","104802","vo_btl_104802","","10480204"
"失敗2","vo_btl_104802_lose_002","104802","vo_btl_104802","","10480205"
"失敗3","vo_btl_104802_lose_003","104802","vo_btl_104802","","10480206"
"暈眩1","vo_btl_104802_retire_001","104802","vo_btl_104802","","10480207"
"暈眩2","vo_btl_104802_retire_002","104802","vo_btl_104802","","10480208"
"暈眩3","vo_btl_104802_retire_003","104802","vo_btl_104802","","10480209"
"技能切入1","vo_btl_104802_cutin_001","104802","vo_btl_104802","","10480210"
"技能切入2","vo_btl_104802_cutin_002","104802","vo_btl_104802","","10480211"
"技能切入3","vo_btl_104802_cutin_003","104802","vo_btl_104802","","10480212"
"必殺技1","vo_btl_104802_skill_000_001","104802","vo_btl_104802","","10480213"
"必殺技2","vo_btl_104802_skill_000_002","104802","vo_btl_104802","","10480214"
"必殺技3","vo_btl_104802_skill_000_003","104802","vo_btl_104802","","10480215"
"戰鬥開始","vo_btl_104802_wavestart","104802","vo_btl_104802","","10480216"
"到下一波","vo_btl_104802_nextwave","104802","vo_btl_104802","","10480217"
"到最後一波","vo_btl_104802_lastwave","104802","vo_btl_104802","","10480218"
"讀取戰鬥前","vo_cmn_104802_battlestart_001","104802","vo_cmn_104802","","10480219"
"戰鬥結果1","vo_cmn_104802_battleresult_001","104802","vo_cmn_104802","","10480220"
"戰鬥結果2","vo_cmn_104802_battleresult_002","104802","vo_cmn_104802","","10480221"
"主頁1","vo_cmn_104802_mypage_001","104802","vo_cmn_104802","","10480222"
"主頁2","vo_cmn_104802_mypage_002","104802","vo_cmn_104802","","10480223"
"主頁3","vo_cmn_104802_mypage_003","104802","vo_cmn_104802","","10480224"
"主頁4","vo_cmn_104802_mypage_004","104802","vo_cmn_104802","","10480225"
"主頁5","vo_cmn_104802_mypage_005","104802","vo_cmn_104802","","10480226"
"轉蛋登場台詞","vo_cmn_104802_gacha_001","104802","vo_cmn_104802","","10480227"
"自我介紹","vo_cmn_104802_profile_001","104802","vo_cmn_104802","","10480228"
"公會小屋1","vo_room_104802_auto_001","104802","vo_room_104802","","10480229"
"公會小屋2","vo_room_104802_auto_002","104802","vo_room_104802","","10480230"
"公會小屋3","vo_room_104802_auto_003","104802","vo_room_104802","","10480231"
"公會小屋4","vo_room_104802_auto_004","104802","vo_room_104802","","10480232"
"公會小屋5","vo_room_104802_auto_005","104802","vo_room_104802","","10480233"
"點選公會小屋1","vo_room_104802_tap_001","104802","vo_room_104802","","10480234"
"點選公會小屋2","vo_room_104802_tap_002","104802","vo_room_104802","","10480235"
"點選公會小屋3","vo_room_104802_tap_003","104802","vo_room_104802","","10480236"
"點選公會小屋4","vo_room_104802_tap_004","104802","vo_room_104802","","10480237"
"勝利1","vo_btl_104901_win_001","104901","vo_btl_104901","","10490101"
"勝利2","vo_btl_104901_win_002","104901","vo_btl_104901","","10490102"
"勝利3","vo_btl_104901_win_003","104901","vo_btl_104901","","10490103"
"失敗1","vo_btl_104901_lose_001","104901","vo_btl_104901","","10490104"
"失敗2","vo_btl_104901_lose_002","104901","vo_btl_104901","","10490105"
"失敗3","vo_btl_104901_lose_003","104901","vo_btl_104901","","10490106"
"暈眩1","vo_btl_104901_retire_001","104901","vo_btl_104901","","10490107"
"暈眩2","vo_btl_104901_retire_002","104901","vo_btl_104901","","10490108"
"暈眩3","vo_btl_104901_retire_003","104901","vo_btl_104901","","10490109"
"技能切入1","vo_btl_104901_cutin_001","104901","vo_btl_104901","","10490110"
"技能切入2","vo_btl_104901_cutin_002","104901","vo_btl_104901","","10490111"
"技能切入3","vo_btl_104901_cutin_003","104901","vo_btl_104901","","10490112"
"必殺技1","vo_btl_104901_skill_000_001","104901","vo_btl_104901","","10490113"
"必殺技2","vo_btl_104901_skill_000_002","104901","vo_btl_104901","","10490114"
"必殺技3","vo_btl_104901_skill_000_003","104901","vo_btl_104901","","10490115"
"戰鬥開始","vo_btl_104901_wavestart","104901","vo_btl_104901","","10490116"
"到下一波","vo_btl_104901_nextwave","104901","vo_btl_104901","","10490117"
"到最後一波","vo_btl_104901_lastwave","104901","vo_btl_104901","","10490118"
"讀取戰鬥前","vo_cmn_104901_battlestart_001","104901","vo_cmn_104901","","10490119"
"戰鬥結果1","vo_cmn_104901_battleresult_001","104901","vo_cmn_104901","","10490120"
"戰鬥結果2","vo_cmn_104901_battleresult_002","104901","vo_cmn_104901","","10490121"
"主頁1","vo_cmn_104901_mypage_001","104901","vo_cmn_104901","","10490122"
"主頁2","vo_cmn_104901_mypage_002","104901","vo_cmn_104901","","10490123"
"主頁3","vo_cmn_104901_mypage_003","104901","vo_cmn_104901","","10490124"
"主頁4","vo_cmn_104901_mypage_004","104901","vo_cmn_104901","","10490125"
"主頁5","vo_cmn_104901_mypage_005","104901","vo_cmn_104901","","10490126"
"轉蛋登場台詞","vo_cmn_104901_gacha_001","104901","vo_cmn_104901","","10490127"
"自我介紹","vo_cmn_104901_profile_001","104901","vo_cmn_104901","","10490128"
"公會小屋1","vo_room_104901_auto_001","104901","vo_room_104901","","10490129"
"公會小屋2","vo_room_104901_auto_002","104901","vo_room_104901","","10490130"
"公會小屋3","vo_room_104901_auto_003","104901","vo_room_104901","","10490131"
"公會小屋4","vo_room_104901_auto_004","104901","vo_room_104901","","10490132"
"公會小屋5","vo_room_104901_auto_005","104901","vo_room_104901","","10490133"
"點選公會小屋1","vo_room_104901_tap_001","104901","vo_room_104901","","10490134"
"點選公會小屋2","vo_room_104901_tap_002","104901","vo_room_104901","","10490135"
"點選公會小屋3","vo_room_104901_tap_003","104901","vo_room_104901","","10490136"
"點選公會小屋4","vo_room_104901_tap_004","104901","vo_room_104901","","10490137"
"勝利1","vo_btl_104902_win_001","104902","vo_btl_104902","","10490201"
"勝利2","vo_btl_104902_win_002","104902","vo_btl_104902","","10490202"
"勝利3","vo_btl_104902_win_003","104902","vo_btl_104902","","10490203"
"失敗1","vo_btl_104902_lose_001","104902","vo_btl_104902","","10490204"
"失敗2","vo_btl_104902_lose_002","104902","vo_btl_104902","","10490205"
"失敗3","vo_btl_104902_lose_003","104902","vo_btl_104902","","10490206"
"暈眩1","vo_btl_104902_retire_001","104902","vo_btl_104902","","10490207"
"暈眩2","vo_btl_104902_retire_002","104902","vo_btl_104902","","10490208"
"暈眩3","vo_btl_104902_retire_003","104902","vo_btl_104902","","10490209"
"技能切入1","vo_btl_104902_cutin_001","104902","vo_btl_104902","","10490210"
"技能切入2","vo_btl_104902_cutin_002","104902","vo_btl_104902","","10490211"
"技能切入3","vo_btl_104902_cutin_003","104902","vo_btl_104902","","10490212"
"必殺技1","vo_btl_104902_skill_000_001","104902","vo_btl_104902","","10490213"
"必殺技2","vo_btl_104902_skill_000_002","104902","vo_btl_104902","","10490214"
"必殺技3","vo_btl_104902_skill_000_003","104902","vo_btl_104902","","10490215"
"戰鬥開始","vo_btl_104902_wavestart","104902","vo_btl_104902","","10490216"
"到下一波","vo_btl_104902_nextwave","104902","vo_btl_104902","","10490217"
"到最後一波","vo_btl_104902_lastwave","104902","vo_btl_104902","","10490218"
"讀取戰鬥前","vo_cmn_104902_battlestart_001","104902","vo_cmn_104902","","10490219"
"戰鬥結果1","vo_cmn_104902_battleresult_001","104902","vo_cmn_104902","","10490220"
"戰鬥結果2","vo_cmn_104902_battleresult_002","104902","vo_cmn_104902","","10490221"
"主頁1","vo_cmn_104902_mypage_001","104902","vo_cmn_104902","","10490222"
"主頁2","vo_cmn_104902_mypage_002","104902","vo_cmn_104902","","10490223"
"主頁3","vo_cmn_104902_mypage_003","104902","vo_cmn_104902","","10490224"
"主頁4","vo_cmn_104902_mypage_004","104902","vo_cmn_104902","","10490225"
"主頁5","vo_cmn_104902_mypage_005","104902","vo_cmn_104902","","10490226"
"轉蛋登場台詞","vo_cmn_104902_gacha_001","104902","vo_cmn_104902","","10490227"
"自我介紹","vo_cmn_104902_profile_001","104902","vo_cmn_104902","","10490228"
"公會小屋1","vo_room_104902_auto_001","104902","vo_room_104902","","10490229"
"公會小屋2","vo_room_104902_auto_002","104902","vo_room_104902","","10490230"
"公會小屋3","vo_room_104902_auto_003","104902","vo_room_104902","","10490231"
"公會小屋4","vo_room_104902_auto_004","104902","vo_room_104902","","10490232"
"公會小屋5","vo_room_104902_auto_005","104902","vo_room_104902","","10490233"
"點選公會小屋1","vo_room_104902_tap_001","104902","vo_room_104902","","10490234"
"點選公會小屋2","vo_room_104902_tap_002","104902","vo_room_104902","","10490235"
"點選公會小屋3","vo_room_104902_tap_003","104902","vo_room_104902","","10490236"
"點選公會小屋4","vo_room_104902_tap_004","104902","vo_room_104902","","10490237"
"勝利1","vo_btl_105001_win_001","105001","vo_btl_105001","","10500101"
"勝利2","vo_btl_105001_win_002","105001","vo_btl_105001","","10500102"
"勝利3","vo_btl_105001_win_003","105001","vo_btl_105001","","10500103"
"失敗1","vo_btl_105001_lose_001","105001","vo_btl_105001","","10500104"
"失敗2","vo_btl_105001_lose_002","105001","vo_btl_105001","","10500105"
"失敗3","vo_btl_105001_lose_003","105001","vo_btl_105001","","10500106"
"暈眩1","vo_btl_105001_retire_001","105001","vo_btl_105001","","10500107"
"暈眩2","vo_btl_105001_retire_002","105001","vo_btl_105001","","10500108"
"暈眩3","vo_btl_105001_retire_003","105001","vo_btl_105001","","10500109"
"技能切入1","vo_btl_105001_cutin_001","105001","vo_btl_105001","","10500110"
"技能切入2","vo_btl_105001_cutin_002","105001","vo_btl_105001","","10500111"
"技能切入3","vo_btl_105001_cutin_003","105001","vo_btl_105001","","10500112"
"必殺技1","vo_btl_105001_skill_000_001","105001","vo_btl_105001","","10500113"
"必殺技2","vo_btl_105001_skill_000_002","105001","vo_btl_105001","","10500114"
"必殺技3","vo_btl_105001_skill_000_003","105001","vo_btl_105001","","10500115"
"戰鬥開始","vo_btl_105001_wavestart","105001","vo_btl_105001","","10500116"
"到下一波","vo_btl_105001_nextwave","105001","vo_btl_105001","","10500117"
"到最後一波","vo_btl_105001_lastwave","105001","vo_btl_105001","","10500118"
"讀取戰鬥前","vo_cmn_105001_battlestart_001","105001","vo_cmn_105001","","10500119"
"戰鬥結果1","vo_cmn_105001_battleresult_001","105001","vo_cmn_105001","","10500120"
"戰鬥結果2","vo_cmn_105001_battleresult_002","105001","vo_cmn_105001","","10500121"
"主頁1","vo_cmn_105001_mypage_001","105001","vo_cmn_105001","","10500122"
"主頁2","vo_cmn_105001_mypage_002","105001","vo_cmn_105001","","10500123"
"主頁3","vo_cmn_105001_mypage_003","105001","vo_cmn_105001","","10500124"
"主頁4","vo_cmn_105001_mypage_004","105001","vo_cmn_105001","","10500125"
"主頁5","vo_cmn_105001_mypage_005","105001","vo_cmn_105001","","10500126"
"轉蛋登場台詞","vo_cmn_105001_gacha_001","105001","vo_cmn_105001","","10500127"
"自我介紹","vo_cmn_105001_profile_001","105001","vo_cmn_105001","","10500128"
"公會小屋1","vo_room_105001_auto_001","105001","vo_room_105001","","10500129"
"公會小屋2","vo_room_105001_auto_002","105001","vo_room_105001","","10500130"
"公會小屋3","vo_room_105001_auto_003","105001","vo_room_105001","","10500131"
"公會小屋4","vo_room_105001_auto_004","105001","vo_room_105001","","10500132"
"公會小屋5","vo_room_105001_auto_005","105001","vo_room_105001","","10500133"
"點選公會小屋1","vo_room_105001_tap_001","105001","vo_room_105001","","10500134"
"點選公會小屋2","vo_room_105001_tap_002","105001","vo_room_105001","","10500135"
"點選公會小屋3","vo_room_105001_tap_003","105001","vo_room_105001","","10500136"
"點選公會小屋4","vo_room_105001_tap_004","105001","vo_room_105001","","10500137"
"勝利1","vo_btl_105002_win_001","105002","vo_btl_105002","","10500201"
"勝利2","vo_btl_105002_win_002","105002","vo_btl_105002","","10500202"
"勝利3","vo_btl_105002_win_003","105002","vo_btl_105002","","10500203"
"失敗1","vo_btl_105002_lose_001","105002","vo_btl_105002","","10500204"
"失敗2","vo_btl_105002_lose_002","105002","vo_btl_105002","","10500205"
"失敗3","vo_btl_105002_lose_003","105002","vo_btl_105002","","10500206"
"暈眩1","vo_btl_105002_retire_001","105002","vo_btl_105002","","10500207"
"暈眩2","vo_btl_105002_retire_002","105002","vo_btl_105002","","10500208"
"暈眩3","vo_btl_105002_retire_003","105002","vo_btl_105002","","10500209"
"技能切入1","vo_btl_105002_cutin_001","105002","vo_btl_105002","","10500210"
"技能切入2","vo_btl_105002_cutin_002","105002","vo_btl_105002","","10500211"
"技能切入3","vo_btl_105002_cutin_003","105002","vo_btl_105002","","10500212"
"必殺技1","vo_btl_105002_skill_000_001","105002","vo_btl_105002","","10500213"
"必殺技2","vo_btl_105002_skill_000_002","105002","vo_btl_105002","","10500214"
"必殺技3","vo_btl_105002_skill_000_003","105002","vo_btl_105002","","10500215"
"戰鬥開始","vo_btl_105002_wavestart","105002","vo_btl_105002","","10500216"
"到下一波","vo_btl_105002_nextwave","105002","vo_btl_105002","","10500217"
"到最後一波","vo_btl_105002_lastwave","105002","vo_btl_105002","","10500218"
"讀取戰鬥前","vo_cmn_105002_battlestart_001","105002","vo_cmn_105002","","10500219"
"戰鬥結果1","vo_cmn_105002_battleresult_001","105002","vo_cmn_105002","","10500220"
"戰鬥結果2","vo_cmn_105002_battleresult_002","105002","vo_cmn_105002","","10500221"
"主頁1","vo_cmn_105002_mypage_001","105002","vo_cmn_105002","","10500222"
"主頁2","vo_cmn_105002_mypage_002","105002","vo_cmn_105002","","10500223"
"主頁3","vo_cmn_105002_mypage_003","105002","vo_cmn_105002","","10500224"
"主頁4","vo_cmn_105002_mypage_004","105002","vo_cmn_105002","","10500225"
"主頁5","vo_cmn_105002_mypage_005","105002","vo_cmn_105002","","10500226"
"轉蛋登場台詞","vo_cmn_105002_gacha_001","105002","vo_cmn_105002","","10500227"
"自我介紹","vo_cmn_105002_profile_001","105002","vo_cmn_105002","","10500228"
"公會小屋1","vo_room_105002_auto_001","105002","vo_room_105002","","10500229"
"公會小屋2","vo_room_105002_auto_002","105002","vo_room_105002","","10500230"
"公會小屋3","vo_room_105002_auto_003","105002","vo_room_105002","","10500231"
"公會小屋4","vo_room_105002_auto_004","105002","vo_room_105002","","10500232"
"公會小屋5","vo_room_105002_auto_005","105002","vo_room_105002","","10500233"
"點選公會小屋1","vo_room_105002_tap_001","105002","vo_room_105002","","10500234"
"點選公會小屋2","vo_room_105002_tap_002","105002","vo_room_105002","","10500235"
"點選公會小屋3","vo_room_105002_tap_003","105002","vo_room_105002","","10500236"
"點選公會小屋4","vo_room_105002_tap_004","105002","vo_room_105002","","10500237"
"勝利1","vo_btl_105101_win_001","105101","vo_btl_105101","","10510101"
"勝利2","vo_btl_105101_win_002","105101","vo_btl_105101","","10510102"
"勝利3","vo_btl_105101_win_003","105101","vo_btl_105101","","10510103"
"失敗1","vo_btl_105101_lose_001","105101","vo_btl_105101","","10510104"
"失敗2","vo_btl_105101_lose_002","105101","vo_btl_105101","","10510105"
"失敗3","vo_btl_105101_lose_003","105101","vo_btl_105101","","10510106"
"暈眩1","vo_btl_105101_retire_001","105101","vo_btl_105101","","10510107"
"暈眩2","vo_btl_105101_retire_002","105101","vo_btl_105101","","10510108"
"暈眩3","vo_btl_105101_retire_003","105101","vo_btl_105101","","10510109"
"技能切入1","vo_btl_105101_cutin_001","105101","vo_btl_105101","","10510110"
"技能切入2","vo_btl_105101_cutin_002","105101","vo_btl_105101","","10510111"
"技能切入3","vo_btl_105101_cutin_003","105101","vo_btl_105101","","10510112"
"必殺技1","vo_btl_105101_skill_000_001","105101","vo_btl_105101","","10510113"
"必殺技2","vo_btl_105101_skill_000_002","105101","vo_btl_105101","","10510114"
"必殺技3","vo_btl_105101_skill_000_003","105101","vo_btl_105101","","10510115"
"戰鬥開始","vo_btl_105101_wavestart","105101","vo_btl_105101","","10510116"
