dcf907ffda1ab7df9ee44f444e9841cd569c34ae72d328559d9a1fadf6828cde,dc24a80f10c243d461f03734aba5b4e1c572694734b590bc90f3ded7a267cff6,b7fd266bc09a8856460baa2e68abdee1a2e114476b8b7a538c5e2160ad97ba8d,b9734ed12a9b901d639763d87537c218dda6d8322ad4b3a320a452cf66e2ba45,38cd74a207b444ec63e405b55526c2260fa4d2b771c0b49a27eab793f09f5c9d,7f88be969242ef2584bd760606a80c24f595984e987807786b3137343d6d47bd,80c370894d05471d348b5bee7a1c13eed13c82a1faacd5583617487f9f786755,d9384b7ce1cfbaeb343453faf69c220d289095d4ccb2bbaa54cde9e04173f726,16970bc68fae004fa8704bfe811c44f669f31b15835c5446cf3598d61243699e,e1cada6c448a64111058cf22b2cf63203c9ebc73830e11b1c144ea0e9e0fff2d,0b76e9da4a996bc45d063fc2ed1fe0d3c09962b04561fe8409a483e51b047ba8,ae4eb04801d72fba1ffd26a5e7532d73d0114efb946569f267bf3ddb51938d0e,f7c0bbc56a279daf5488d166f0c0362354572f176e96a3d8f443f5be4b7eeaa1,982fd9506d4b66beef470ff58e7abc45bd101d2424dceb814c000ec00ecc5f57,f74b8a8aabc920928a6b42f2059d228015cc68086da56297ebcb37fd3a1da764,4e4e36448a0adf14b695c5a543c865dc302a8b48b55f9c576be2b38142cf3037,b588ca17cb4f74442033443da8879d0d91ba591156c5d4dac09cec412c53add7,a44a8a9966f36ced4b9423e35a54f1aeb30a5c54f49f7de7ce1c1c38746a50f6,be5e024034d08dc08c4b8d80eb64ad6fa4201b0fbad5d8239fdfb01fcd8374c0,86d17c6a5f0b3a54e9e7f8b9ab6ee9e10d50c76e583ab0882b43487f74dc21d1,f227d409492555932311c008bdf4f3d45f8db655495ca89952b5a8318ce6d20f,21bded07036f4a41ca6c0effba03ff61106dfa6d3a7d43e849235b1a5ebf2651,d1ad48d14eee12275f9022ff2e828e88407bee5bdec9ae2a70f64976deb5b22a,a89bd3a5d6ccd6c06cd4604fd0470f48b107eeb642dc71e54626b772ab494881,75cfa08c0ce2c8a0ecbf2e6c266eb1ae090d297a9e96e585646add1300c4ef61,1b2d4683c8a368e0440663568a05363418dbd90a58ee8c0ff5f17eb1bbbb0070,c05b2363fdf5073d321fbafd58c2825f74e82d688b10ee1463eeb5abe232d00a,2f90859c7a42ca0eb0d7a92ab3aa14036d0a46d32a7002aa34addc4db7330ab5,2f09ca28325f764ab885b1008ba66327e854a3cf839b2ee65405cc84811bd3a9,31cda6053f56b29f231eb797af036236091b11b1f1ed10d94a2ff98b493f2016,25197edec11c08b02f3e6da63d5d2073d6fc63dffe2df262793c7bbde4e456a6,60efe700c4591ce58149901121e09158dad304bc1f64fd6d348a98f93c4ba9d5,80cbf300181682c2a22c2bcfb77d0e93e2d08754c69bcd0c0225c301237af901,52b9382ba53f51c18dc565286abec55b86e9e246017c9941d54e898531baae9d,a110735c1054f1b3ef907d8b3b6733398097a413f7718927202656bc53ac674d,232e50a510f4497fcc818015e51f8e3e78e5ffc91418c9277796e748c22a7403,42b868b173f8418479b7ec76156f79ece80bbee1fdff2b6e4572d57115e0781e,ce1ea3ab1fdd0b7be83bbcffa9e6aee86d1d8c8fe89ed805ee5ac47dddf84cb3,9023b0ede5e9b5a3dbecce5ab81e9ecaffddf35dcde4a047757deb426858ff9f
"260","1004109","10560104","1056","0.06","2","1004107","2.6","0","1004106","2.4","10560105","1004108","0","1004207","710081","3","1004206","401056191","1001303","2","2","30","401056171","2.4","11","1004208","401056181","10560101","401056201","1000000","10560102","1004210","10560103","1","1004209","11","1004110","401056161"
"261","1004109","10560104","1056","0.06","3.5","1004107","4","0","1004106","3.8","10560105","1004108","0","1004207","710081","4","1004206","401056241","1001303","2","3.5","38","401056221","3.7","31","1004208","401056231","10560101","401056251","1000000","10560102","1004210","10560103","1","1004209","31","1004110","401056211"
"262","1004109","10560104","1056","0.06","3.5","1004107","4","0","1004106","3.8","10560105","1004108","0","1004207","710081","5","1004206","401056291","1001303","2","3.5","-1","401056271","3.7","39","1004208","401056281","10560101","401056301","1000000","10560102","1004210","10560103","1","1004209","39","1004110","401056261"
"263","1004104","10570104","1057","0.03","1.2","1004102","1.5","0","1004101","1.4","10570105","1004103","0","1004202","710091","1","1004201","401056491","1001301","1","1.2","1","401056471","1.3","1","1004203","401056481","10570101","401056501","1000000","10570102","1004205","10570103","1","1004204","1","1004105","401056461"
"264","1004109","10570104","1057","0.03","1.2","1004107","1.5","0","1004106","1.4","10570105","1004108","0","1004207","710091","1","1004206","401056491","1001303","1","1.2","3","401056471","1.3","2","1004208","401056481","10570101","401056501","1000000","10570102","1004210","10570103","1","1004209","2","1004110","401056461"
"265","1004109","10570104","1057","0.06","1.6","1004107","2","0","1004106","1.9","10570105","1004108","0","1004207","710091","2","1004206","401056541","1001303","2","1.6","10","401056521","1.8","4","1004208","401056531","10570101","401056551","1000000","10570102","1004210","10570103","1","1004209","4","1004110","401056511"
"266","1004109","10570104","1057","0.06","2","1004107","2.6","0","1004106","2.4","10570105","1004108","0","1004207","710091","3","1004206","401056591","1001303","2","2","30","401056571","2.4","11","1004208","401056581","10570101","401056601","1000000","10570102","1004210","10570103","1","1004209","11","1004110","401056561"
"267","1004109","10570104","1057","0.06","3.5","1004107","4","0","1004106","3.8","10570105","1004108","0","1004207","710091","4","1004206","401056641","1001303","2","3.5","38","401056621","3.7","31","1004208","401056631","10570101","401056651","1000000","10570102","1004210","10570103","1","1004209","31","1004110","401056611"
"268","1004109","10570104","1057","0.06","3.5","1004107","4","0","1004106","3.8","10570105","1004108","0","1004207","710091","5","1004206","401056691","1001303","2","3.5","-1","401056671","3.7","39","1004208","401056681","10570101","401056701","1000000","10570102","1004210","10570103","1","1004209","39","1004110","401056661"
"269","1004104","10580104","1058","0.03","1.2","1004102","1.5","0","1004101","1.4","10580105","1004103","0","1004202","710101","1","1004201","401056891","1001301","1","1.2","1","401056871","1.3","1","1004203","401056881","10580101","401056901","1000000","10580102","1004205","10580103","1","1004204","1","1004105","401056861"
"270","1004109","10580104","1058","0.03","1.2","1004107","1.5","0","1004106","1.4","10580105","1004108","0","1004207","710101","1","1004206","401056891","1001303","1","1.2","3","401056871","1.3","2","1004208","401056881","10580101","401056901","1000000","10580102","1004210","10580103","1","1004209","2","1004110","401056861"
"271","1004109","10580104","1058","0.06","1.6","1004107","2","0","1004106","1.9","10580105","1004108","0","1004207","710101","2","1004206","401056941","1001303","2","1.6","10","401056921","1.8","4","1004208","401056931","10580101","401056951","1000000","10580102","1004210","10580103","1","1004209","4","1004110","401056911"
"272","1004109","10580104","1058","0.06","2","1004107","2.6","0","1004106","2.4","10580105","1004108","0","1004207","710101","3","1004206","401056991","1001303","2","2","30","401056971","2.4","11","1004208","401056981","10580101","401057001","1000000","10580102","1004210","10580103","1","1004209","11","1004110","401056961"
"273","1004109","10580104","1058","0.06","3.5","1004107","4","0","1004106","3.8","10580105","1004108","0","1004207","710101","4","1004206","401057041","1001303","2","3.5","38","401057021","3.7","31","1004208","401057031","10580101","401057051","1000000","10580102","1004210","10580103","1","1004209","31","1004110","401057011"
"274","1004109","10580104","1058","0.06","3.5","1004107","4","0","1004106","3.8","10580105","1004108","0","1004207","710101","5","1004206","401057091","1001303","2","3.5","-1","401057071","3.7","39","1004208","401057081","10580101","401057101","1000000","10580102","1004210","10580103","1","1004209","39","1004110","401057061"
"275","1004104","10590104","1059","0.03","1.2","1004102","1.5","0","1004101","1.4","10590105","1004103","0","1004202","710111","1","1004201","401057291","1001301","1","1.2","1","401057271","1.3","1","1004203","401057281","10590101","401057301","1000000","10590102","1004205","10590103","1","1004204","1","1004105","401057261"
"276","1004109","10590104","1059","0.03","1.2","1004107","1.5","0","1004106","1.4","10590105","1004108","0","1004207","710111","1","1004206","401057291","1001303","1","1.2","3","401057271","1.3","2","1004208","401057281","10590101","401057301","1000000","10590102","1004210","10590103","1","1004209","2","1004110","401057261"
"277","1004109","10590104","1059","0.06","1.6","1004107","2","0","1004106","1.9","10590105","1004108","0","1004207","710111","2","1004206","401057341","1001303","2","1.6","9","401057321","1.8","4","1004208","401057331","10590101","401057351","1000000","10590102","1004210","10590103","1","1004209","4","1004110","401057311"
"278","1004109","10590104","1059","0.06","2","1004107","2.2","0","1004106","2.1","10590105","1004108","0","1004207","710111","3","1004206","401057391","1001303","2","2","25","401057371","2.1","10","1004208","401057381","10590101","401057401","1000000","10590102","1004210","10590103","1","1004209","10","1004110","401057361"
"279","1004109","10590104","1059","0.06","4.5","1004107","5","0","1004106","4.8","10590105","1004108","0","1004207","710111","4","1004206","401057441","1001303","2","4.5","-1","401057421","4.7","26","1004208","401057431","10590101","401057451","1000000","10590102","1004210","10590103","1","1004209","26","1004110","401057411"
"281","1004104","10600104","1060","0.03","1.2","1004102","1.5","0","1004101","1.4","10600105","1004103","0","1004202","710121","1","1004201","401057691","1001301","1","1.2","1","401057671","1.3","1","1004203","401057681","10600101","401057701","1000000","10600102","1004205","10600103","1","1004204","1","1004105","401057661"
"282","1004109","10600104","1060","0.03","1.2","1004107","1.5","0","1004106","1.4","10600105","1004108","0","1004207","710121","1","1004206","401057691","1001303","1","1.2","3","401057671","1.3","2","1004208","401057681","10600101","401057701","1000000","10600102","1004210","10600103","1","1004209","2","1004110","401057661"
"283","1004109","10600104","1060","0.06","1.6","1004107","2","0","1004106","1.9","10600105","1004108","0","1004207","710121","2","1004206","401057741","1001303","2","1.6","9","401057721","1.8","4","1004208","401057731","10600101","401057751","1000000","10600102","1004210","10600103","1","1004209","4","1004110","401057711"
"284","1004109","10600104","1060","0.06","2","1004107","2.2","0","1004106","2.1","10600105","1004108","0","1004207","710121","3","1004206","401057791","1001303","2","2","25","401057771","2.1","10","1004208","401057781","10600101","401057801","1000000","10600102","1004210","10600103","1","1004209","10","1004110","401057761"
"285","1004109","10600104","1060","0.06","4.5","1004107","5","0","1004106","4.8","10600105","1004108","0","1004207","710121","4","1004206","401057841","1001303","2","4.5","-1","401057821","4.7","26","1004208","401057831","10600101","401057851","1000000","10600102","1004210","10600103","1","1004209","26","1004110","401057811"
"287","1004104","10610104","1061","0.03","1.2","1004102","1.5","0","1004101","1.4","10610105","1004103","0","1004202","710011","1","1004201","401058091","1001301","1","1.2","1","401058071","1.3","1","1004203","401058081","10610101","401058101","1000000","10610102","1004205","10610103","1","1004204","1","1004105","401058061"
"288","1004109","10610104","1061","0.03","1.2","1004107","1.5","0","1004106","1.4","10610105","1004108","0","1004207","710011","1","1004206","401058091","1001303","1","1.2","3","401058071","1.3","2","1004208","401058081","10610101","401058101","1000000","10610102","1004210","10610103","1","1004209","2","1004110","401058061"
"289","1004109","10610104","1061","0.06","1.6","1004107","2","0","1004106","1.9","10610105","1004108","0","1004207","710011","2","1004206","401058141","1001303","2","1.6","9","401058121","1.8","4","1004208","401058131","10610101","401058151","1000000","10610102","1004210","10610103","1","1004209","4","1004110","401058111"
"290","1004109","10610104","1061","0.06","2","1004107","2.2","0","1004106","2.1","10610105","1004108","0","1004207","710011","3","1004206","401058191","1001303","2","2","25","401058171","2.1","10","1004208","401058181","10610101","401058201","1000000","10610102","1004210","10610103","1","1004209","10","1004110","401058161"
"291","1004109","10610104","1061","0.06","4.5","1004107","5","0","1004106","4.8","10610105","1004108","0","1004207","710011","4","1004206","401058241","1001303","2","4.5","-1","401058221","4.7","26","1004208","401058231","10610101","401058251","1000000","10610102","1004210","10610103","1","1004209","26","1004110","401058211"
"293","1004104","10630104","1063","0.03","1.2","1004102","1.5","0","1004101","1.4","10630105","1004103","0","1004202","710021","1","1004201","401058491","1001301","1","1.2","1","401058471","1.3","1","1004203","401058481","10630101","401058501","1000000","10630102","1004205","10630103","1","1004204","1","1004105","401058461"
"294","1004109","10630104","1063","0.03","1.2","1004107","1.5","0","1004106","1.4","10630105","1004108","0","1004207","710021","1","1004206","401058491","1001303","1","1.2","3","401058471","1.3","2","1004208","401058481","10630101","401058501","1000000","10630102","1004210","10630103","1","1004209","2","1004110","401058461"
"295","1004109","10630104","1063","0.06","1.6","1004107","2","0","1004106","1.9","10630105","1004108","0","1004207","710021","2","1004206","401058541","1001303","2","1.6","9","401058521","1.8","4","1004208","401058531","10630101","401058551","1000000","10630102","1004210","10630103","1","1004209","4","1004110","401058511"
"296","1004109","10630104","1063","0.06","2","1004107","2.2","0","1004106","2.1","10630105","1004108","0","1004207","710021","3","1004206","401058591","1001303","2","2","25","401058571","2.1","10","1004208","401058581","10630101","401058601","1000000","10630102","1004210","10630103","1","1004209","10","1004110","401058561"
"297","1004109","10630104","1063","0.06","4.5","1004107","5","0","1004106","4.8","10630105","1004108","0","1004207","710021","4","1004206","401058641","1001303","2","4.5","-1","401058621","4.7","26","1004208","401058631","10630101","401058651","1000000","10630102","1004210","10630103","1","1004209","26","1004110","401058611"
"298","1004104","10640104","1064","0.03","1.2","1004102","1.5","0","1004101","1.4","10640105","1004103","0","1004202","710031","1","1004201","401058841","1001301","1","1.2","1","401058821","1.3","1","1004203","401058831","10640101","401058851","1000000","10640102","1004205","10640103","1","1004204","1","1004105","401058811"
"299","1004109","10640104","1064","0.03","1.2","1004107","1.5","0","1004106","1.4","10640105","1004108","0","1004207","710031","1","1004206","401058841","1001303","1","1.2","3","401058821","1.3","2","1004208","401058831","10640101","401058851","1000000","10640102","1004210","10640103","1","1004209","2","1004110","401058811"
"300","1004109","10640104","1064","0.06","1.6","1004107","2","0","1004106","1.9","10640105","1004108","0","1004207","710031","2","1004206","401058891","1001303","2","1.6","9","401058871","1.8","4","1004208","401058881","10640101","401058901","1000000","10640102","1004210","10640103","1","1004209","4","1004110","401058861"
"301","1004109","10640104","1064","0.06","2","1004107","2.2","0","1004106","2.1","10640105","1004108","0","1004207","710031","3","1004206","401058941","1001303","2","2","25","401058921","2.1","10","1004208","401058931","10640101","401058951","1000000","10640102","1004210","10640103","1","1004209","10","1004110","401058911"
"302","1004109","10640104","1064","0.06","4.5","1004107","5","0","1004106","4.8","10640105","1004108","0","1004207","710031","4","1004206","401058991","1001303","2","4.5","-1","401058971","4.7","26","1004208","401058981","10640101","401059001","1000000","10640102","1004210","10640103","1","1004209","26","1004110","401058961"
"303","1004104","10650104","1065","0.03","1.2","1004102","1.5","0","1004101","1.4","10650105","1004103","0","1004202","710041","1","1004201","401059191","1001301","1","1.2","1","401059171","1.3","1","1004203","401059181","10650101","401059201","1000000","10650102","1004205","10650103","1","1004204","1","1004105","401059161"
"304","1004109","10650104","1065","0.03","1.2","1004107","1.5","0","1004106","1.4","10650105","1004108","0","1004207","710041","1","1004206","401059191","1001303","1","1.2","3","401059171","1.3","2","1004208","401059181","10650101","401059201","1000000","10650102","1004210","10650103","1","1004209","2","1004110","401059161"
"305","1004109","10650104","1065","0.06","1.6","1004107","2","0","1004106","1.9","10650105","1004108","0","1004207","710041","2","1004206","401059241","1001303","2","1.6","9","401059221","1.8","4","1004208","401059231","10650101","401059251","1000000","10650102","1004210","10650103","1","1004209","4","1004110","401059211"
"306","1004109","10650104","1065","0.06","2","1004107","2.2","0","1004106","2.1","10650105","1004108","0","1004207","710041","3","1004206","401059291","1001303","2","2","25","401059271","2.1","10","1004208","401059281","10650101","401059301","1000000","10650102","1004210","10650103","1","1004209","10","1004110","401059261"
"307","1004109","10650104","1065","0.06","4.5","1004107","5","0","1004106","4.8","10650105","1004108","0","1004207","710041","4","1004206","401059341","1001303","2","4.5","-1","401059321","4.7","26","1004208","401059331","10650101","401059351","1000000","10650102","1004210","10650103","1","1004209","26","1004110","401059311"
"308","1004104","10660104","1066","0.03","1.2","1004102","1.5","0","1004101","1.4","10660105","1004103","0","1004202","710051","1","1004201","401059541","1001301","1","1.2","1","401059521","1.3","1","1004203","401059531","10660101","401059551","1000000","10660102","1004205","10660103","1","1004204","1","1004105","401059511"
"309","1004109","10660104","1066","0.03","1.2","1004107","1.5","0","1004106","1.4","10660105","1004108","0","1004207","710051","1","1004206","401059541","1001303","1","1.2","3","401059521","1.3","2","1004208","401059531","10660101","401059551","1000000","10660102","1004210","10660103","1","1004209","2","1004110","401059511"
"310","1004109","10660104","1066","0.06","1.6","1004107","2","0","1004106","1.9","10660105","1004108","0","1004207","710051","2","1004206","401059591","1001303","2","1.6","9","401059571","1.8","4","1004208","401059581","10660101","401059601","1000000","10660102","1004210","10660103","1","1004209","4","1004110","401059561"
"311","1004109","10660104","1066","0.06","2","1004107","2.2","0","1004106","2.1","10660105","1004108","0","1004207","710051","3","1004206","401059641","1001303","2","2","25","401059621","2.1","10","1004208","401059631","10660101","401059651","1000000","10660102","1004210","10660103","1","1004209","10","1004110","401059611"
"312","1004109","10660104","1066","0.06","4.5","1004107","5","0","1004106","4.8","10660105","1004108","0","1004207","710051","4","1004206","401059691","1001303","2","4.5","-1","401059671","4.7","26","1004208","401059681","10660101","401059701","1000000","10660102","1004210","10660103","1","1004209","26","1004110","401059661"
"313","1004104","10670104","1067","0.03","1.2","1004102","1.5","0","1004101","1.4","10670105","1004103","0","1004202","710061","1","1004201","401059891","1001301","1","1.2","1","401059871","1.3","1","1004203","401059881","10670101","401059901","1000000","10670102","1004205","10670103","1","1004204","1","1004105","401059861"
"314","1004109","10670104","1067","0.03","1.2","1004107","1.5","0","1004106","1.4","10670105","1004108","0","1004207","710061","1","1004206","401059891","1001303","1","1.2","3","401059871","1.3","2","1004208","401059881","10670101","401059901","1000000","10670102","1004210","10670103","1","1004209","2","1004110","401059861"
"315","1004109","10670104","1067","0.06","1.6","1004107","2","0","1004106","1.9","10670105","1004108","0","1004207","710061","2","1004206","401059941","1001303","2","1.6","9","401059921","1.8","4","1004208","401059931","10670101","401059951","1000000","10670102","1004210","10670103","1","1004209","4","1004110","401059911"
"316","1004109","10670104","1067","0.06","2","1004107","2.2","0","1004106","2.1","10670105","1004108","0","1004207","710061","3","1004206","401059991","1001303","2","2","25","401059971","2.1","10","1004208","401059981","10670101","401060001","1000000","10670102","1004210","10670103","1","1004209","10","1004110","401059961"
"317","1004109","10670104","1067","0.06","4.5","1004107","5","0","1004106","4.8","10670105","1004108","0","1004207","710061","4","1004206","401060041","1001303","2","4.5","-1","401060021","4.7","26","1004208","401060031","10670101","401060051","1000000","10670102","1004210","10670103","1","1004209","26","1004110","401060011"
"318","0","10680104","1068","0.03","1.2","0","1.5","0","0","1.4","10680105","0","0","1004207","710071","1","1004206","401060241","0","1","1.2","-2","401060221","1.3","-2","1004208","401060231","10680101","401060251","1000000","10680102","1004210","10680103","1","1004209","-2","0","401060211"
"319","1004104","10680104","1068","0.06","1.6","1004102","2","0","1004101","1.9","10680105","1004103","0","1004202","710071","2","1004201","401060291","1001301","2","1.6","1","401060271","1.8","1","1004203","401060281","10680101","401060301","1000000","10680102","1004205","10680103","1","1004204","1","1004105","401060261"
"320","1004109","10680104","1068","0.06","1.6","1004107","2","0","1004106","1.9","10680105","1004108","0","1004207","710071","2","1004206","401060291","1001303","2","1.6","6","401060271","1.8","2","1004208","401060281","10680101","401060301","1000000","10680102","1004210","10680103","1","1004209","2","1004110","401060261"
"321","1004109","10680104","1068","0.06","2","1004107","2.2","0","1004106","2.1","10680105","1004108","0","1004207","710071","3","1004206","401060341","1001303","2","2","22","401060321","2.1","7","1004208","401060331","10680101","401060351","1000000","10680102","1004210","10680103","1","1004209","7","1004110","401060311"
"322","1004109","10680104","1068","0.06","4.5","1004107","5","0","1004106","4.8","10680105","1004108","0","1004207","710071","4","1004206","401060391","1001303","2","4.5","-1","401060371","4.7","23","1004208","401060381","10680101","401060401","1000000","10680102","1004210","10680103","1","1004209","23","1004110","401060361"
"323","0","10690104","1069","0.03","1.2","0","1.5","0","0","1.4","10690105","0","0","1004207","710081","1","1004206","401060591","0","1","1.2","-2","401060571","1.3","-2","1004208","401060581","10690101","401060601","1000000","10690102","1004210","10690103","1","1004209","-2","0","401060561"
"324","1004104","10690104","1069","0.06","1.6","1004102","2","0","1004101","1.9","10690105","1004103","0","1004202","710081","2","1004201","401060641","1001301","2","1.6","1","401060621","1.8","1","1004203","401060631","10690101","401060651","1000000","10690102","1004205","10690103","1","1004204","1","1004105","401060611"
"325","1004109","10690104","1069","0.06","1.6","1004107","2","0","1004106","1.9","10690105","1004108","0","1004207","710081","2","1004206","401060641","1001303","2","1.6","6","401060621","1.8","2","1004208","401060631","10690101","401060651","1000000","10690102","1004210","10690103","1","1004209","2","1004110","401060611"
"326","1004109","10690104","1069","0.06","2","1004107","2.2","0","1004106","2.1","10690105","1004108","0","1004207","710081","3","1004206","401060691","1001303","2","2","22","401060671","2.1","7","1004208","401060681","10690101","401060701","1000000","10690102","1004210","10690103","1","1004209","7","1004110","401060661"
"327","1004109","10690104","1069","0.06","4.5","1004107","5","0","1004106","4.8","10690105","1004108","0","1004207","710081","4","1004206","401060741","1001303","2","4.5","-1","401060721","4.7","23","1004208","401060731","10690101","401060751","1000000","10690102","1004210","10690103","1","1004209","23","1004110","401060711"
"328","0","10700104","1070","0.03","1.2","0","1.5","0","0","1.4","10700105","0","0","1004207","710091","1","1004206","401060941","0","1","1.2","-2","401060921","1.3","-2","1004208","401060931","10700101","401060951","1000000","10700102","1004210","10700103","1","1004209","-2","0","401060911"
"329","1004104","10700104","1070","0.06","1.6","1004102","2","0","1004101","1.9","10700105","1004103","0","1004202","710091","2","1004201","401060991","1001301","2","1.6","1","401060971","1.8","1","1004203","401060981","10700101","401061001","1000000","10700102","1004205","10700103","1","1004204","1","1004105","401060961"
"330","1004109","10700104","1070","0.06","1.6","1004107","2","0","1004106","1.9","10700105","1004108","0","1004207","710091","2","1004206","401060991","1001303","2","1.6","6","401060971","1.8","2","1004208","401060981","10700101","401061001","1000000","10700102","1004210","10700103","1","1004209","2","1004110","401060961"
"331","1004109","10700104","1070","0.06","2","1004107","2.2","0","1004106","2.1","10700105","1004108","0","1004207","710091","3","1004206","401061041","1001303","2","2","22","401061021","2.1","7","1004208","401061031","10700101","401061051","1000000","10700102","1004210","10700103","1","1004209","7","1004110","401061011"
"332","1004109","10700104","1070","0.06","4.5","1004107","5","0","1004106","4.8","10700105","1004108","0","1004207","710091","4","1004206","401061091","1001303","2","4.5","-1","401061071","4.7","23","1004208","401061081","10700101","401061101","1000000","10700102","1004210","10700103","1","1004209","23","1004110","401061061"
"333","0","10710104","1071","0.03","1.2","0","1.5","0","0","1.4","10710105","0","0","1004207","710101","1","1004206","401061291","0","1","1.2","-2","401061271","1.3","-2","1004208","401061281","10710101","401061301","1000000","10710102","1004210","10710103","1","1004209","-2","0","401061261"
"334","1004104","10710104","1071","0.06","1.6","1004102","2","0","1004101","1.9","10710105","1004103","0","1004202","710101","2","1004201","401061341","1001301","2","1.6","1","401061321","1.8","1","1004203","401061331","10710101","401061351","1000000","10710102","1004205","10710103","1","1004204","1","1004105","401061311"
"335","1004109","10710104","1071","0.06","1.6","1004107","2","0","1004106","1.9","10710105","1004108","0","1004207","710101","2","1004206","401061341","1001303","2","1.6","6","401061321","1.8","2","1004208","401061331","10710101","401061351","1000000","10710102","1004210","10710103","1","1004209","2","1004110","401061311"
"336","1004109","10710104","1071","0.06","2","1004107","2.2","0","1004106","2.1","10710105","1004108","0","1004207","710101","3","1004206","401061391","1001303","2","2","22","401061371","2.1","7","1004208","401061381","10710101","401061401","1000000","10710102","1004210","10710103","1","1004209","7","1004110","401061361"
"337","1004109","10710104","1071","0.06","4.5","1004107","5","0","1004106","4.8","10710105","1004108","0","1004207","710101","4","1004206","401061441","1001303","2","4.5","-1","401061421","4.7","23","1004208","401061431","10710101","401061451","1000000","10710102","1004210","10710103","1","1004209","23","1004110","401061411"
"338","0","10720104","1072","0.03","1.2","0","1.5","0","0","1.4","10720105","0","0","1004207","710111","1","1004206","401061641","0","1","1.2","-2","401061621","1.3","-2","1004208","401061631","10720101","401061651","1000000","10720102","1004210","10720103","1","1004209","-2","0","401061611"
"339","1004104","10720104","1072","0.06","1.6","1004102","2","0","1004101","1.9","10720105","1004103","0","1004202","710111","2","1004201","401061691","1001301","2","1.6","1","401061671","1.8","1","1004203","401061681","10720101","401061701","1000000","10720102","1004205","10720103","1","1004204","1","1004105","401061661"
"340","1004109","10720104","1072","0.06","1.6","1004107","2","0","1004106","1.9","10720105","1004108","0","1004207","710111","2","1004206","401061691","1001303","2","1.6","6","401061671","1.8","2","1004208","401061681","10720101","401061701","1000000","10720102","1004210","10720103","1","1004209","2","1004110","401061661"
"341","1004109","10720104","1072","0.06","2","1004107","2.2","0","1004106","2.1","10720105","1004108","0","1004207","710111","3","1004206","401061741","1001303","2","2","22","401061721","2.1","7","1004208","401061731","10720101","401061751","1000000","10720102","1004210","10720103","1","1004209","7","1004110","401061711"
"342","1004109","10720104","1072","0.06","4.5","1004107","5","0","1004106","4.8","10720105","1004108","0","1004207","710111","4","1004206","401061791","1001303","2","4.5","-1","401061771","4.7","23","1004208","401061781","10720101","401061801","1000000","10720102","1004210","10720103","1","1004209","23","1004110","401061761"
"343","0","10730104","1073","0.03","1.2","0","1.5","0","0","1.4","10730105","0","0","1004207","710121","1","1004206","401061991","0","1","1.2","-2","401061971","1.3","-2","1004208","401061981","10730101","401062001","1000000","10730102","1004210","10730103","1","1004209","-2","0","401061961"
"344","1004104","10730104","1073","0.06","1.6","1004102","2","0","1004101","1.9","10730105","1004103","0","1004202","710121","2","1004201","401062041","1001301","2","1.6","1","401062021","1.8","1","1004203","401062031","10730101","401062051","1000000","10730102","1004205","10730103","1","1004204","1","1004105","401062011"
"345","1004109","10730104","1073","0.06","1.6","1004107","2","0","1004106","1.9","10730105","1004108","0","1004207","710121","2","1004206","401062041","1001303","2","1.6","6","401062021","1.8","2","1004208","401062031","10730101","401062051","1000000","10730102","1004210","10730103","1","1004209","2","1004110","401062011"
"346","1004109","10730104","1073","0.06","2","1004107","2.2","0","1004106","2.1","10730105","1004108","0","1004207","710121","3","1004206","401062091","1001303","2","2","22","401062071","2.1","7","1004208","401062081","10730101","401062101","1000000","10730102","1004210","10730103","1","1004209","7","1004110","401062061"
"347","1004109","10730104","1073","0.06","4.5","1004107","5","0","1004106","4.8","10730105","1004108","0","1004207","710121","4","1004206","401062141","1001303","2","4.5","-1","401062121","4.7","23","1004208","401062131","10730101","401062151","1000000","10730102","1004210","10730103","1","1004209","23","1004110","401062111"
"348","0","10740104","1074","0.03","1.2","0","1.5","0","0","1.4","10740105","0","0","1004207","710011","1","1004206","401062341","0","1","1.2","-2","401062321","1.3","-2","1004208","401062331","10740101","401062351","1000000","10740102","1004210","10740103","1","1004209","-2","0","401062311"
"349","1004104","10740104","1074","0.06","1.6","1004102","2","0","1004101","1.9","10740105","1004103","0","1004202","710011","2","1004201","401062391","1001301","2","1.6","1","401062371","1.8","1","1004203","401062381","10740101","401062401","1000000","10740102","1004205","10740103","1","1004204","1","1004105","401062361"
"350","1004109","10740104","1074","0.06","1.6","1004107","2","0","1004106","1.9","10740105","1004108","0","1004207","710011","2","1004206","401062391","1001303","2","1.6","6","401062371","1.8","2","1004208","401062381","10740101","401062401","1000000","10740102","1004210","10740103","1","1004209","2","1004110","401062361"
"351","1004109","10740104","1074","0.06","2","1004107","2.2","0","1004106","2.1","10740105","1004108","0","1004207","710011","3","1004206","401062441","1001303","2","2","22","401062421","2.1","7","1004208","401062431","10740101","401062451","1000000","10740102","1004210","10740103","1","1004209","7","1004110","401062411"
"352","1004109","10740104","1074","0.06","4.5","1004107","5","0","1004106","4.8","10740105","1004108","0","1004207","710011","4","1004206","401062491","1001303","2","4.5","-1","401062471","4.7","23","1004208","401062481","10740101","401062501","1000000","10740102","1004210","10740103","1","1004209","23","1004110","401062461"
