d14af3171265832e385f6b4c6f9a9ad6706adc307884798f9b8aaad0f6598f45,7db413d48a36aa3423a35ab3a270301690d329babc3253960e380aa03de328f0,a6e79fc14ec91ec45c1774380dd7297240ba06b73d9f2c49db9f0b0d0b11c277,8213a7a4315c9f7a5356c842ad2ec82b377621d168b05598bf49e9366bde6ad3,d0895e2639813b33a4f3026942ed0359b4e4c6e2572b449276dc96948f62e3ac,992b0255f7981baf23082dc06a5af6b8c891fba13b1caaaae69a24aaa13290df,f6b79a1a370613bf9fd50ddbe86af9d5f18e5093bc0c0dd435b4116635d362bb,dc973cb12543b49267b31874b6041710819679e851a2a6f4610b96e79a12a1e6,8a7a5f87ba973b66a8e82ad5ba301a05ccf836b6f58ee9f64661c9e1d01ae003,0efc3f8980546060f266c154edab816c0f7f4176f204e468a231d352d7264309,c3cd58db66e7cfc93e41c39c1e02dd74c756cd3e9583ccfb3186b341dcedc5b5
"102011","3","","","1","0.2","lsv_talk_joy3","1009811","","1009811087",""
"vo_lsv","21","","0","0","","vo_lsv_1130","1009811","","1009811088",""
"102011","11","0","1","10","0","當老師很有趣呢～\n欸嘿嘿♪","1009811","1","1009811089","0"
"0","91","","","","","","1009811","","1009811090",""
"102011","3","","","1","0.2","lsv_idle_joy","1009811","","1009811091",""
"","102","","","","","","1009811","","1009811092",""
"0","22","","","","","0.2","1009811","","1009811093",""
"1","93","","","","","","1009811","","1009811094",""
"100411","12","0","0","1","0","2","1009811","0","1009811095","0"
"100411","3","","","1","0.2","lsv_talk_bitter","1009811","","1009811096",""
"3","93","","","","","0","1009811","","1009811097",""
"100411","3","","","1","0.2","lsv_idle_normal","1009811","","1009811098",""
"103611","12","0","0","1","0","10","1009811","0","1009811099","0"
"103611","3","","","1","0.2","lsv_talk_joy1_normal","1009811","","1009811100",""
"3","93","","","","","0","1009811","","1009811101",""
"103611","3","","","1","0.2","lsv_idle_wish","1009811","","1009811102",""
"102011","12","0","0","1","0","6","1009811","0","1009811103","0"
"102011","3","","","1","0.2","lsv_talk_memory_dere2","1009811","","1009811104",""
"3","93","","","","","0","1009811","","1009811105",""
"102011","3","","","1","0.2","lsv_idle_joy","1009811","","1009811106",""
"1009811095","101","","","","","","1009811","","1009811107",""
"333","6","","1","1","1","1","1009811","0","1009811108","0"
"102011","4","","","","","1","1009811","","1009811109",""
"102011","3","","","1","0.2","lsv_run","1009811","","1009811110",""
"102011","2","","0.8","-235","","-750","1009811","0","1009811111",""
"103611","4","","","","","0","1009811","","1009811112",""
"103611","3","","","1","0.2","lsv_run","1009811","","1009811113",""
"103611","2","","0.8","-220","","750","1009811","0","1009811114",""
"100411","4","","","","","0","1009811","","1009811115",""
"100411","3","","","1","0.2","lsv_run","1009811","","1009811116",""
"100411","2","","0.8","-250","","850","1009811","0","1009811117",""
"0.6","93","","","","","","1009811","","1009811118",""
"102011","6","","1","1","0.2","1","1009811","0","1009811119","0"
"103611","6","","1","1","0.2","1","1009811","0","1009811120","0"
"100411","6","","1","1","0.2","1","1009811","0","1009811121","0"
"0","91","","","","","","1009811","","1009811122",""
"1","1","lsv_idle_normal","-750","102","1.95","103611","1009812","-235","1009812001","0"
"1","1","lsv_idle_normal","650","100","1.95","100411","1009812","-220","1009812002","1"
"1","1","lsv_idle_normal","750","101","1.95","102011","1009812","-250","1009812003","1"
"1","5","lsv_white_loop","0","0","1","333","1009812","0","1009812004","0"
"333","6","","1","1","0","1","1009812","0","1009812005","0"
"103611","6","","1","1","0","1","1009812","0","1009812006","0"
"100411","6","","1","1","0","1","1009812","0","1009812007","0"
"102011","6","","1","1","0","1","1009812","0","1009812008","0"
"103611","7","","0","0","","2","1009812","","1009812009",""
"103611","2","","0.5","-235","","-750","1009812","0","1009812010",""
"1","31","","10","-140","0","16","1009812","0.8","1009812011",""
"16","34","","0","0","","2","1009812","","1009812012",""
"1","93","","","","","0","1009812","","1009812013",""
"333","6","","1","1","0.8","1","1009812","0.4","1009812014","0"
"103611","3","","lsv_see_think","0","0.2","lsv_see_think_pre","1009812","1","1009812015","0"
"103611","2","","1.1","-235","","-600","1009812","0","1009812016",""
"103611","6","","1","1","0.4","1","1009812","1","1009812017","0"
"1","93","","","","","","1009812","","1009812018",""
"16","32","","","","","1","1009812","","1009812019",""
"0","91","","","","","","1009812","","1009812020",""
"103611","94","","0","260","","240","1009812","80","1009812021",""
"16","32","","","","","0","1009812","","1009812022",""
"103611","7","","0","2","","0","1009812","","1009812023",""
"103611","3","","","1","0.2","lsv_walk","1009812","","1009812024",""
"103611","2","","2","-235","","-250","1009812","0","1009812025",""
"100411","3","","","1","0.2","lsv_walk_joy","1009812","","1009812026",""
"100411","2","","2","-220","","100","1009812","0","1009812027",""
"100411","6","","1","1","0.4","1","1009812","1","1009812028","0"
"102011","3","","","1","0.2","lsv_walk","1009812","","1009812029",""
"102011","2","","2","-250","","270","1009812","0","1009812030",""
"102011","6","","1","1","0.4","1","1009812","1","1009812031","0"
"2","93","","","","","","1009812","","1009812032",""
"103611","3","","","1","0.2","lsv_idle_normal","1009812","","1009812033",""
"100411","3","","","1","0.2","lsv_idle_joy","1009812","","1009812034",""
"102011","3","","","1","0.2","lsv_idle_normal","1009812","","1009812035",""
"0.5","93","","","","","","1009812","","1009812036",""
"0","91","","","","","","1009812","","1009812037",""
"103611","3","","","1","0.2","lsv_talk_normal_sad","1009812","","1009812038",""
"vo_lsv","21","","0","0","","vo_lsv_1221","1009812","","1009812039",""
"103611","11","0","1","10","0","寫說是祕密……\n但答案已經畫出來了吧？","1009812","1","1009812040","0"
"0","91","","","","","","1009812","","1009812041",""
"103611","3","","","1","0.2","lsv_idle_normal_sad","1009812","","1009812042",""
"102011","3","","","1","0.2","lsv_talk_sad","1009812","","1009812043",""
"vo_lsv","21","","0","0","","vo_lsv_1222","1009812","","1009812044",""
"102011","11","0","1","10","0","禊\n對哥哥\n惡作劇了嗎？","1009812","1","1009812045","0"
"0","91","","","","","","1009812","","1009812046",""
"102011","3","","","1","0.2","lsv_idle_sad","1009812","","1009812047",""
"100411","3","","lsv_talk_cool_joy_loop","0","0","lsv_talk_cool_joy","1009812","1","1009812048","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1223","1009812","","1009812049",""
"100411","11","0","1","10","0","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","1009812","1","1009812050","0"
"0","91","","","","","","1009812","","1009812051",""
"100411","3","","","1","0.2","lsv_talk_cool_joy_loop","1009812","","1009812052",""
"vo_lsv","21","","0","0","","vo_lsv_1224","1009812","","1009812053",""
"100411","11","0","1","10","0","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","1009812","1","1009812054","0"
"0","91","","","","","","1009812","","1009812055",""
"100411","3","","","1","0.2","lsv_idle_cool_joy","1009812","","1009812056",""
"103611","3","","","1","0.2","lsv_talk_bitter_sad","1009812","","1009812057",""
"vo_lsv","21","","0","0","","vo_lsv_1225","1009812","","1009812058",""
"103611","11","0","1","10","0","禊到底教了些什麼啊？\n真叫人不安……","1009812","1","1009812059","0"
"0","91","","","","","","1009812","","1009812060",""
"103611","3","","","1","0.2","lsv_idle_bitter_sad","1009812","","1009812061",""
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009812","1","1009812062","0.2"
"100411","3","","lsv_look_idle_normal","0","0","lsv_choice","1009812","1","1009812063","0.2"
"102011","3","","lsv_look_idle_normal","0","0","lsv_choice","1009812","1","1009812064","0.2"
"0.1","93","","","","","0","1009812","","1009812065",""
"103611","2","","0.33","-235","","-452","1009812","2","1009812066","0.2"
"100411","2","","0.33","-220","","420","1009812","2","1009812067","0.2"
"102011","2","","0.33","-250","","545","1009812","2","1009812068","0.2"
"0","22","","","1","0.2","0","1009812","","1009812069",""
"地洞陷阱的作法之類的？","103","","","0","","1009812073","1009812","","1009812070",""
"逃跑講座之類的？","103","","","0","","1009812097","1009812","","1009812071",""
"假哭的方法之類的？","103","","","0","","1009812121","1009812","","1009812072",""
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812073","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812074","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812075","0.2"
"0.1","93","","","","","0","1009812","","1009812076",""
"103611","2","","0.33","-235","","-200","1009812","2","1009812077","0.2"
"100411","2","","0.33","-220","","100","1009812","2","1009812078","0.2"
"102011","2","","0.33","-250","","270","1009812","2","1009812079","0.2"
"0.7","93","","","","","0","1009812","","1009812080",""
"102011","3","","lsv_talk_surprise_R2","0","0","lsv_surprise_R2","1009812","1","1009812081","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1226","1009812","","1009812082",""
"102011","11","0","1","10","0","咦咦？\n地洞陷阱有點危險耶～","1009812","1","1009812083","0"
"0","91","","","","","","1009812","","1009812084",""
"102011","3","","","1","0.2","lsv_idle_surprise","1009812","","1009812085",""
"100411","3","","","1","0.2","lsv_talk_bitter","1009812","","1009812086",""
"vo_lsv","21","","0","0","","vo_lsv_1227","1009812","","1009812087",""
"100411","11","0","1","10","0","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","1009812","1","1009812088","0"
"0","91","","","","","","1009812","","1009812089",""
"100411","3","","","1","0.2","lsv_idle_bitter","1009812","","1009812090",""
"103611","3","","lsv_talk_cool_sad_loop","0","0","lsv_talk_cool_sad","1009812","1","1009812091","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1228","1009812","","1009812092",""
"103611","11","0","1","10","0","所以有嘗試過啊……","1009812","1","1009812093","0"
"0","91","","","","","","1009812","","1009812094",""
"103611","3","","","1","0.2","lsv_idle_normal_sad","1009812","","1009812095",""
"1009812145","101","","","","","","1009812","","1009812096",""
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812097","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812098","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812099","0.2"
"0.1","93","","","","","0","1009812","","1009812100",""
"103611","2","","0.33","-235","","-200","1009812","2","1009812101","0.2"
"100411","2","","0.33","-220","","100","1009812","2","1009812102","0.2"
"102011","2","","0.33","-250","","270","1009812","2","1009812103","0.2"
"0.7","93","","","","","0","1009812","","1009812104",""
"100411","3","","lsv_exactly_joy_loop","0","0","lsv_exactly_joy_in","1009812","1","1009812105","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1229","1009812","","1009812106",""
"100411","11","0","1","10","0","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","1009812","1","1009812107","0"
"0","91","","","","","","1009812","","1009812108",""
"100411","3","","","1","0.2","lsv_idle_joy","1009812","","1009812109",""
"103611","3","","","1","0.2","lsv_talk_thinking","1009812","","1009812110",""
"vo_lsv","21","","0","0","","vo_lsv_1230","1009812","","1009812111",""
"103611","11","0","1","10","0","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","1009812","1","1009812112","0"
"0","91","","","","","","1009812","","1009812113",""
"103611","3","","","1","0.2","lsv_idle_thinking_anger","1009812","","1009812114",""
"102011","3","","","1","0.2","lsv_talk_wish_joy","1009812","","1009812115",""
"vo_lsv","21","","0","0","","vo_lsv_1231","1009812","","1009812116",""
"102011","11","0","1","10","0","擅長賽跑的小繆\n也很可愛呢～","1009812","1","1009812117","0"
"0","91","","","","","","1009812","","1009812118",""
"102011","3","","","1","0.2","lsv_idle_wish_joy","1009812","","1009812119",""
"1009812145","101","","","","","","1009812","","1009812120",""
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812121","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812122","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009812","1","1009812123","0.2"
"0.1","93","","","","","0","1009812","","1009812124",""
"103611","2","","0.33","-235","","-200","1009812","2","1009812125","0.2"
"100411","2","","0.33","-220","","100","1009812","2","1009812126","0.2"
"102011","2","","0.33","-250","","270","1009812","2","1009812127","0.2"
"0.7","93","","","","","0","1009812","","1009812128",""
"100411","3","","","1","0.2","lsv_idle_sad3","1009812","","1009812129",""
"vo_lsv","21","","0","0","","vo_lsv_1232","1009812","","1009812130",""
"100411","11","0","1","10","0","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","1009812","1","1009812131","0"
"0","91","","","","","","1009812","","1009812132",""
"100411","3","","","1","0.2","lsv_idle_sad3","1009812","","1009812133",""
"102011","3","","","1","0.2","lsv_talk_sad3","1009812","","1009812134",""
"vo_lsv","21","","0","0","","vo_lsv_1233","1009812","","1009812135",""
"102011","11","0","1","10","0","哇哇……！\n禊，不要哭～","1009812","1","1009812136","0"
"0","91","","","","","","1009812","","1009812137",""
"102011","3","","","1","0.2","lsv_idle_sad","1009812","","1009812138",""
"103611","3","","lsv_talk_cool_sad_loop","0","0","lsv_talk_cool_sad","1009812","1","1009812139","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1234","1009812","","1009812140",""
"103611","11","0","1","10","0","……這絕對是教了吧。\n真是的……","1009812","1","1009812141","0"
"0","91","","","","","","1009812","","1009812142",""
"103611","3","","","1","0.2","lsv_idle_cool_sad","1009812","","1009812143",""
"1009812145","101","","","","","","1009812","","1009812144",""
"0","91","","","","","","1009812","","1009812145",""
"","102","","","","","","1009812","","1009812146",""
"0","22","","","","","0.2","1009812","","1009812147",""
"0.2","93","","","","","","1009812","","1009812148",""
"100411","12","0","0","1","0","10","1009812","0","1009812149","0"
"100411","3","","lsv_eieio_loop","0","0","lsv_eieio","1009812","1","1009812150","0.2"
"3","93","","","","","0","1009812","","1009812151",""
"100411","3","","","1","0.2","lsv_idle_cool_joy","1009812","","1009812152",""
"102011","12","0","0","1","0","4","1009812","0","1009812153","0"
"102011","3","","lsv_talk_surprise","0","0","lsv_surprise","1009812","1","1009812154","0.2"
"3","93","","","","","0","1009812","","1009812155",""
"102011","3","","","1","0.2","lsv_idle_wish_joyR","1009812","","1009812156",""
"103611","12","0","0","1","0","2","1009812","0","1009812157","0"
"103611","3","","","1","0.2","lsv_talk_sad","1009812","","1009812158",""
"3","93","","","","","0","1009812","","1009812159",""
"103611","3","","","1","0.2","lsv_idle_sad","1009812","","1009812160",""
"1009812149","101","","","","","","1009812","","1009812161",""
"333","6","","1","1","1","1","1009812","0","1009812162","0"
"103611","4","","","","","1","1009812","","1009812163",""
"103611","3","","","1","0.2","lsv_run","1009812","","1009812164",""
"103611","2","","0.8","-235","","-750","1009812","0","1009812165",""
"100411","4","","","","","0","1009812","","1009812166",""
"100411","3","","","1","0.2","lsv_run","1009812","","1009812167",""
"100411","2","","0.8","-220","","750","1009812","0","1009812168",""
"102011","4","","","","","0","1009812","","1009812169",""
"102011","3","","","1","0.2","lsv_run","1009812","","1009812170",""
"102011","2","","0.8","-250","","850","1009812","0","1009812171",""
"0.6","93","","","","","","1009812","","1009812172",""
"103611","6","","1","1","0.2","1","1009812","0","1009812173","0"
"100411","6","","1","1","0.2","1","1009812","0","1009812174","0"
"102011","6","","1","1","0.2","1","1009812","0","1009812175","0"
"0","91","","","","","","1009812","","1009812176",""
"1","1","lsv_idle_normal","-750","102","1.95","100411","1009813","-235","1009813001","0"
"1","1","lsv_idle_normal","650","100","1.95","103611","1009813","-220","1009813002","1"
"1","1","lsv_idle_normal","750","101","1.95","102011","1009813","-250","1009813003","1"
"1","5","lsv_white_loop","0","0","1","333","1009813","0","1009813004","0"
"333","6","","1","1","0","1","1009813","0","1009813005","0"
"100411","6","","1","1","0","1","1009813","0","1009813006","0"
"103611","6","","1","1","0","1","1009813","0","1009813007","0"
"102011","6","","1","1","0","1","1009813","0","1009813008","0"
"100411","7","","0","0","","2","1009813","","1009813009",""
"100411","2","","0.5","-235","","-750","1009813","0","1009813010",""
"1","31","","10","-140","0","16","1009813","0.8","1009813011",""
"16","34","","0","0","","2","1009813","","1009813012",""
"1","93","","","","","0","1009813","","1009813013",""
"333","6","","1","1","0.8","1","1009813","0.4","1009813014","0"
"100411","3","","lsv_see_think","0","0.2","lsv_see_think_pre","1009813","1","1009813015","0"
"100411","2","","1.1","-235","","-600","1009813","0","1009813016",""
"100411","6","","1","1","0.4","1","1009813","1","1009813017","0"
"1","93","","","","","","1009813","","1009813018",""
"16","32","","","","","1","1009813","","1009813019",""
"0","91","","","","","","1009813","","1009813020",""
"100411","94","","0","260","","240","1009813","80","1009813021",""
"16","32","","","","","0","1009813","","1009813022",""
"100411","7","","0","2","","0","1009813","","1009813023",""
"100411","3","","","1","0.2","lsv_walk","1009813","","1009813024",""
"100411","2","","2","-235","","-250","1009813","0","1009813025",""
"103611","3","","","1","0.2","lsv_walk_joy","1009813","","1009813026",""
"103611","2","","2","-220","","100","1009813","0","1009813027",""
"103611","6","","1","1","0.4","1","1009813","1","1009813028","0"
"102011","3","","","1","0.2","lsv_walk","1009813","","1009813029",""
"102011","2","","2","-250","","270","1009813","0","1009813030",""
"102011","6","","1","1","0.4","1","1009813","1","1009813031","0"
"2","93","","","","","","1009813","","1009813032",""
"100411","3","","","1","0.2","lsv_idle_normal_talkR","1009813","","1009813033",""
"103611","3","","","1","0.2","lsv_idle_joy","1009813","","1009813034",""
"102011","3","","","1","0.2","lsv_idle_normal","1009813","","1009813035",""
"0.5","93","","","","","","1009813","","1009813036",""
"0","91","","","","","","1009813","","1009813037",""
"100411","3","","","1","0.2","lsv_talk_sad","1009813","","1009813038",""
"vo_lsv","21","","0","0","","vo_lsv_1321","1009813","","1009813039",""
"100411","11","0","1","10","0","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","1009813","1","1009813040","0"
"0","91","","","","","","1009813","","1009813041",""
"100411","3","","","1","0.2","lsv_idle_surprise_talkR1","1009813","","1009813042",""
"103611","3","","lsv_talk_doya_loop","0","0","lsv_talk_doya","1009813","1","1009813043","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1322","1009813","","1009813044",""
"103611","11","0","1","10","0","因為今天我是老師啊。\n當然得像位老師才行！","1009813","1","1009813045","0"
"0","91","","","","","","1009813","","1009813046",""
"103611","3","","","1","0.2","lsv_idle_doya","1009813","","1009813047",""
"102011","3","","","1","0.2","lsv_talk_wish_joy","1009813","","1009813048",""
"vo_lsv","21","","0","0","","vo_lsv_1323","1009813","","1009813049",""
"102011","11","0","1","10","0","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","1009813","1","1009813050","0"
"0","91","","","","","","1009813","","1009813051",""
"102011","3","","","1","0.2","lsv_idle_wish_joy","1009813","","1009813052",""
"103611","3","","","1","0.2","lsv_talk_cool_joy_loop","1009813","","1009813053",""
"vo_lsv","21","","0","0","","vo_lsv_1324","1009813","","1009813054",""
"103611","11","0","1","10","0","美美妳問得很好。\n那麼……\n在此要向各位提問。","1009813","1","1009813055","0"
"0","91","","","","","","1009813","","1009813056",""
"103611","3","","","1","0.2","lsv_idle_cool_joy","1009813","","1009813057",""
"100411","3","","lsv_talk_cool_sad_loop","0","0","lsv_talk_cool_sad","1009813","1","1009813058","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1325","1009813","","1009813059",""
"100411","11","0","1","10","0","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","1009813","1","1009813060","0"
"0","91","","","","","","1009813","","1009813061",""
"100411","3","","","1","0.2","lsv_idle_cool_sad","1009813","","1009813062",""
"100411","3","","lsv_look_idle_normal","0","0","lsv_choice","1009813","1","1009813063","0.2"
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009813","1","1009813064","0.2"
"102011","3","","lsv_look_idle_normal","0","0","lsv_choice","1009813","1","1009813065","0.2"
"0.1","93","","","","","0","1009813","","1009813066",""
"100411","2","","0.33","-235","","-452","1009813","2","1009813067","0.2"
"103611","2","","0.33","-220","","420","1009813","2","1009813068","0.2"
"102011","2","","0.33","-250","","545","1009813","2","1009813069","0.2"
"0","22","","","1","0.2","0","1009813","","1009813070",""
"好的老師！","103","","","0","","1009813074","1009813","","1009813071",""
"裝睡吧。","103","","","0","","1009813096","1009813","","1009813072",""
"要問我們什麼呢？","103","","","0","","1009813119","1009813","","1009813073",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813074","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813075","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813076","0.2"
"0.1","93","","","","","0","1009813","","1009813077",""
"100411","2","","0.33","-235","","-200","1009813","2","1009813078","0.2"
"103611","2","","0.33","-220","","100","1009813","2","1009813079","0.2"
"102011","2","","0.33","-250","","270","1009813","2","1009813080","0.2"
"0.7","93","","","","","0","1009813","","1009813081",""
"100411","3","","lsv_surprise3_loop","0","0","lsv_surprise3","1009813","1","1009813082","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1326","1009813","","1009813083",""
"100411","11","0","1","10","0","竟然躍躍欲試！？","1009813","1","1009813084","0"
"0","91","","","","","","1009813","","1009813085",""
"103611","3","","","1","0.2","lsv_talk_thinking_joyR","1009813","","1009813086",""
"vo_lsv","21","","0","0","","vo_lsv_1327","1009813","","1009813087",""
"103611","11","0","1","10","0","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","1009813","1","1009813088","0"
"0","91","","","","","","1009813","","1009813089",""
"103611","3","","","1","0.2","lsv_idle_thinking_joy1","1009813","","1009813090",""
"102011","3","","lsv_idle_joy","0","0","lsv_handsup_joy","1009813","1","1009813091","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1328","1009813","","1009813092",""
"102011","11","0","1","10","0","好的～我知道了。\n鏡華老師♪","1009813","1","1009813093","0"
"0","91","","","","","","1009813","","1009813094",""
"1009813143","101","","","","","","1009813","","1009813095",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813096","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813097","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813098","0.2"
"0.1","93","","","","","0","1009813","","1009813099",""
"100411","2","","0.33","-235","","-200","1009813","2","1009813100","0.2"
"103611","2","","0.33","-220","","100","1009813","2","1009813101","0.2"
"102011","2","","0.33","-250","","270","1009813","2","1009813102","0.2"
"0.7","93","","","","","0","1009813","","1009813103",""
"100411","3","","lsv_sleep","0","0.2","lsv_look_idle_sad_wink","1009813","1","1009813104","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1329","1009813","","1009813105",""
"100411","11","0","1","10","0","就……\n就是這個！哥哥。\n……呼──呼──呼──","1009813","1","1009813106","0"
"0","91","","","","","","1009813","","1009813107",""
"100411","3","","","1","0.2","lsv_sleep","1009813","","1009813108",""
"103611","3","","lsv_exactly_loop","0","0","lsv_exactly_in","1009813","1","1009813109","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1330","1009813","","1009813110",""
"103611","11","0","1","10","0","嘿，那邊兩位同學！\n別在上課時睡覺！","1009813","1","1009813111","0"
"0","91","","","","","","1009813","","1009813112",""
"103611","3","","","1","0.2","lsv_idle_arm_crossed","1009813","","1009813113",""
"102011","3","","lsv_surprise3_pain_loop","0","0","lsv_surprise3_pain","1009813","1","1009813114","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1331","1009813","","1009813115",""
"102011","11","0","1","10","0","你們起來啦～！\n大家一起學習嘛～！","1009813","1","1009813116","0"
"0","91","","","","","","1009813","","1009813117",""
"1009813143","101","","","","","","1009813","","1009813118",""
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813119","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813120","0.2"
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009813","1","1009813121","0.2"
"0.1","93","","","","","0","1009813","","1009813122",""
"100411","2","","0.33","-235","","-200","1009813","2","1009813123","0.2"
"103611","2","","0.33","-220","","100","1009813","2","1009813124","0.2"
"102011","2","","0.33","-250","","270","1009813","2","1009813125","0.2"
"0.7","93","","","","","0","1009813","","1009813126",""
"100411","3","","","1","0.2","lsv_talk_bitter_sad","1009813","","1009813127",""
"vo_lsv","21","","0","0","","vo_lsv_1332","1009813","","1009813128",""
"100411","11","0","1","10","0","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","1009813","1","1009813129","0"
"0","91","","","","","","1009813","","1009813130",""
"100411","3","","","1","0.2","lsv_idle_bitter","1009813","","1009813131",""
"103611","3","","lsv_exactly_loop","0","0","lsv_exactly_in","1009813","1","1009813132","0.2"
"vo_lsv","21","","0","0","","vo_lsv_1333","1009813","","1009813133",""
"103611","11","0","1","10","0","禊同學？\n不可以說老師\n是在扮演！","1009813","1","1009813134","0"
"0","91","","","","","","1009813","","1009813135",""
"103611","3","","","1","0.2","lsv_idle_arm_crossed","1009813","","1009813136",""
"102011","3","","","1","0.2","lsv_talk_surprise_talkjoy","1009813","","1009813137",""
"vo_lsv","21","","0","0","","vo_lsv_1334","1009813","","1009813138",""
"102011","11","0","1","10","0","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","1009813","1","1009813139","0"
"0","91","","","","","","1009813","","1009813140",""
"102011","3","","","1","0.2","lsv_idle_surprise_joy","1009813","","1009813141",""
"1009813143","101","","","","","","1009813","","1009813142",""
"0","91","","","","","","1009813","","1009813143",""
"","102","","","","","","1009813","","1009813144",""
"0","22","","","","","0.2","1009813","","1009813145",""
"0.2","93","","","","","","1009813","","1009813146",""
"102011","12","0","0","1","0","5","1009813","0","1009813147","0"
"102011","3","","","1","0.2","lsv_talk_surprise","1009813","","1009813148",""
"3","93","","","","","0","1009813","","1009813149",""
"102011","3","","","1","0.2","lsv_idle_surprise","1009813","","1009813150",""
"103611","12","0","0","1","0","10","1009813","0","1009813151","0"
"103611","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009813","1","1009813152","0.2"
"3","93","","","","","0","1009813","","1009813153",""
"103611","3","","","1","0.2","lsv_idle_cool_joy","1009813","","1009813154",""
"100411","12","0","0","1","0","2","1009813","0","1009813155","0"
"100411","3","","","1","0.2","lsv_talk_bitter","1009813","","1009813156",""
"3","93","","","","","0","1009813","","1009813157",""
"100411","3","","","1","0.2","lsv_idle_normal_talkR","1009813","","1009813158",""
"1009813147","101","","","","","","1009813","","1009813159",""
"333","6","","1","1","1","1","1009813","0","1009813160","0"
"100411","4","","","","","1","1009813","","1009813161",""
"100411","3","","","1","0.2","lsv_run","1009813","","1009813162",""
"100411","2","","0.8","-235","","-750","1009813","0","1009813163",""
"103611","4","","","","","0","1009813","","1009813164",""
"103611","3","","","1","0.2","lsv_run","1009813","","1009813165",""
"103611","2","","0.8","-220","","750","1009813","0","1009813166",""
"102011","4","","","","","0","1009813","","1009813167",""
"102011","3","","","1","0.2","lsv_run","1009813","","1009813168",""
"102011","2","","0.8","-250","","850","1009813","0","1009813169",""
"0.6","93","","","","","","1009813","","1009813170",""
"100411","6","","1","1","0.2","1","1009813","0","1009813171","0"
"103611","6","","1","1","0.2","1","1009813","0","1009813172","0"
"102011","6","","1","1","0.2","1","1009813","0","1009813173","0"
"0","91","","","","","","1009813","","1009813174",""
"1","1","lsv_idle_normal","-650","102","1.95","122811","1009814","-235","1009814001","0"
"1","1","lsv_idle_normal","650","100","1.95","122911","1009814","-220","1009814002","1"
"1","1","lsv_idle_normal","750","101","1.95","122711","1009814","-250","1009814003","1"
"1","5","lsv_white_loop","0","0","1","333","1009814","0","1009814004","0"
"333","6","","1","1","0","1","1009814","0","1009814005","0"
"122811","6","","1","1","0","1","1009814","0","1009814006","0"
"122911","6","","1","1","0","1","1009814","0","1009814007","0"
"122711","6","","1","1","0","1","1009814","0","1009814008","0"
