4aa9a67a28f8e012c7b8cc38f791a752cf0f96dae33b455d0632ba7664511093,5f66171b5f44a8cbbbd8d249d32fc858f6b347f3511042dc7441f50b94dee83a,9441ba3e824a02afe3467ed415b9f4e1fe59747c6f6d9e528c7ff1c008eb84e7,fb762ba1de2bc179f1a145fbf547da9dd2f17630d27a4617e61ae4dc1b3569f6,2ccc726e34e3ac24419471d33f07e226df867d2e83732e1d34056c8d96499f2f,5ce8d0af4bb700ad3e306e3b53f383f899f46b8b3c76498fe0e055630e5090ea,24a3c737f10462cb549aa0c012e6ac4a55d55bcd2d76f2eba9b2f2295944f4f9
"0:00","1:04","355","bgm_MC044_juke","前往決鬥的舞台","戰鬥試煉場\n\n時間 / 01:04\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","bgm_MC044"
"0:00","2:13","356","bgm_MC045_juke","戰鬥試煉場，開幕！","戰鬥試煉場\n\n時間 / 02:13\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","bgm_MC045"
"0:00","1:20","357","bgm_MC143_juke","花開季節的真心","故事劇情主題曲\n-「映照在眼中的倒影」編曲-\n\n時間 / 01:20\n作曲 / ReNee\n編曲 / 多田彰文","bgm_MC143"
"0:00","2:25","358","bgm_MC145_juke","魔物植物‧莫培爾培","故事劇情Boss戰\n\n時間 / 02:25\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","bgm_MC145"
"0:50","1:29","359","bgm_MC152","映照在眼中的倒影","角色歌曲\n\n時間 / 01:29\n演唱　 / 鈴莓（悠木碧）\n　　　鏡華（小倉唯）\n作詞 / ReNee\n作曲 / ReNee\n編曲 / 戸嶋友祐","bgm_MC152"
"0:00","1:31","360","bgm_MC142_juke","坐鎮於煉獄之物","主線冒險Boss戰\n-｢業火燃燒的密林｣編曲-\n\n時間 / 01:31\n作曲 / 松尾早人、IM.Lab\n編曲 / 松尾早人","bgm_MC142"
"0:00","2:43","361","bgm_MC147_juke","大夢想樂園大遊行　寶石兔與祕密的夥伴們","故事劇情主題曲\n-《神奇寶石遊行！》編曲-\n\n時間 / 02:43\n作曲 / INN\n編曲 / 小出大和（Cygames）","bgm_MC147"
"0:00","1:42","362","bgm_MC150_juke","捲土重來‧吉諾","故事劇情Boss戰\n\n時間 / 01:42\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC150"
"0:48","1:23","363","bgm_MC153","神奇寶石遊行！","角色歌曲\n\n時間 / 01:23\n歌　 / 庫露露（田中美海）\n作詞 / 松井洋平\n作曲 / INN\n編曲 / INN","bgm_MC153"
"0:00","2:47","364","bgm_MC148_juke","大夢想樂園導覽","故事劇情迷你內容\n-《神奇寶石遊行！》編曲-\n\n時間 / 02:47\n作曲 / INN\n編曲 / IM.Lab","bgm_MC148"
"0:00","1:45","365","bgm_MC156_juke","集合吧，做好事社團！　美空的愉快暑假","故事劇情主題曲\n-《Ai-愛的逃亡★》、《最終冒險★》編曲-\n\n時間 / 01:45\n作曲 / 梯拓哉（Cygames）、IM.Lab\n編曲 / 塚越廉","bgm_MC156"
"0:00","2:00","366","bgm_MC158_juke","盛夏的發狂史萊姆","故事劇情Boss戰\n\n時間 / 02:00\n作曲 / 田山里奈\n編曲 / 田山里奈","bgm_MC158"
"0:42","1:24","367","bgm_MC154","Ai-愛的逃亡★","角色歌曲\n\n時間 / 01:24\n歌　 / 美空（鬼頭明里）\n作詞 / 岩井彩夏\n作曲 / 梯拓哉（Cygames）\n編曲 / 梯拓哉（Cygames）","bgm_MC154"
"0:00","1:48","368","bgm_MC157_juke","修復夏日相片","故事劇情迷你內容\n-《Ai-愛的逃亡★》編曲-\n\n時間 / 01:48\n作曲 / 梯拓哉（Cygames）\n編曲 / 古見千桜子（Cygames）","bgm_MC157"
"0:00","1:27","369","bgm_MC162_juke","幻惑的妖精　-於盛夏之園起舞的身影-","故事劇情主題曲\n-「Re:collection」編曲-\n\n時間 / 01:27\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / Enarak（Cygames）","bgm_MC162"
"0:00","2:15","370","bgm_MC164_juke","混沌生成系統","故事劇情Boss戰\n\n時間 / 02:15\n作曲 / 田山里奈\n編曲 / 田山里奈","bgm_MC164"
"0:50","1:28","371","bgm_MC193","Re:collection","角色歌曲\n\n時間 / 01:28\n演唱　 / 愛梅斯（相坂優歌）\n作詞 / Mitsu（TRYTONELABO）\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 滝澤俊輔（TRYTONELABO）","bgm_MC193"
"0:00","1:49","372","bgm_MC163A_juke","水都的回憶","故事劇情迷你內容\n-「Re:collection」編曲-\n\n時間 / 01:49\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 小半大","bgm_MC163A"
"0:00","1:29","373","bgm_MC178A_juke","煉獄之叛亂","煉獄之叛亂\n\n時間 / 1:29\n作曲 / 中町友洋\n編曲 / 中町友洋","bgm_MC178A"
"0:00","1:39","374","bgm_MC178B_juke","煉獄之叛亂　-六凶‧魔蜘蛛阿剌克涅-","煉獄之叛亂\n\n時間 / 1:39\n作曲 / 中町友洋\n編曲 / 中町友洋","bgm_MC178B"
"0:00","1:40","375","bgm_MC179A_juke","與魔蜘蛛僕人的戰鬥","煉獄之叛亂Boss戰\n\n時間 / 1:40\n作曲 / 植田能平\n編曲 / 植田能平","bgm_MC179A"
"0:00","1:40","376","bgm_MC179B_juke","拿不准的盜賊三姊妹","煉獄之叛亂Boss戰\n\n時間 / 1:40\n作曲 / 植田能平‧関根修平（Cygames）\n編曲 / 植田能平","bgm_MC179B"
"0:00","2:07","377","bgm_MC180_juke","與革命少女的戰鬥","煉獄之叛亂Boss戰\n\n時間 / 2:07\n作曲 / IM.Lab‧Enarak（Cygames）\n編曲 / Enarak（Cygames）","bgm_MC180"
"0:00","2:05","378","bgm_MC181A_juke","潛藏在地底煉獄的災禍","煉獄之叛亂Boss戰\n\n時間 / 2:05\n作曲 / IM.Lab\n編曲 / 東大路憲太","bgm_MC181A"
"0:00","2:08","379","bgm_MC181B_juke","甦醒的六凶‧魔蜘蛛阿剌克涅","煉獄之叛亂Boss戰\n\n時間 / 2:08\n作曲 / IM.Lab\n編曲 / 東大路憲太","bgm_MC181B"
"0:00","2:49","380","bgm_MC182_juke","再臨的公主造型冰龍","煉獄之叛亂Boss戰\n-「Yes！ Precious Harmony！」編曲-\n\n時間 / 2:49\n作曲 / 高尾奏之介（F.M.F）\n編曲 / 中川峻彰","bgm_MC182"
"0:00","1:47","381","bgm_M408_juke","雪菲","角色主題曲\n\n時間 / 1:47\n作曲 / 中川峻彰\n編曲 / 中川峻彰","bgm_M408"
"0:00","2:50","382","bgm_MC069_juke","芙蕾雅","角色主題曲\n\n時間 / 2:50\n作曲 / IM.Lab\n編曲 / IM.Lab","bgm_MC069"
"0:00","1:55","383","bgm_MC059_juke","阿剌克涅","角色主題曲\n\n時間 / 1:55\n作曲 / IM.Lab\n編曲 / IM.Lab","bgm_MC059"
"0:00","3:15","384","bgm_MC176B_juke","顯現的魔蜘蛛真容","主線劇情\n\n時間 / 3:15\n作曲 / IM.Lab\n編曲 / IM.Lab","bgm_MC176B"
"0:00","1:37","385","bgm_MC186_juke","望的一日店長記　這裡是阿爾克絲鍊金堂","故事劇情主題曲\n-《Dance in the Fragrance》《阿爾克絲鍊金堂》\n編曲-\n\n時間 / 01:37\n作曲 / 山本真央樹、小出大和（Cygames）\n編曲 / 小出大和（Cygames）","bgm_MC186"
"0:00","1:34","386","bgm_MC188_juke","惡毒巨蛇","故事劇情Boss戰\n\n時間 / 01:34\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC188"
"0:55","1:24","387","bgm_MC207","Dance in the Fragrance","角色歌曲\n\n時間 / 01:24\n演唱　 / 望（日笠陽子）\n　　　露易絲瑪莉（鈴代紗弓）\n　　　彩羽（青山吉能）\n　　　苑（井上ほの花）\n作詞 / 児玉雨子\n作曲 / 山本真央樹\n編曲 / 山本真央","bgm_MC207"
"0:00","2:01","388","bgm_MC187_juke","阿爾克絲鍊金堂　業務日誌","故事劇情迷你內容\n-《Dance in the Fragrance》編曲-\n\n時間 / 02:01\n作曲 / 山本真央樹\n編曲 / Enarak（Cygames）","bgm_MC187"
"0:00","1:39","389","bgm_MC189A_juke","阿爾克絲鍊金堂","角色主題曲\n\n時間 / 01:39\n作曲 / 小出大和（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC189A"
"0:00","1:39","390","bgm_MC189B_juke","阿爾克絲鍊金堂（化學Ver.）","角色主題曲\n\n時間 / 01:39\n作曲 / 小出大和（Cygames）\n編曲 / 小出大和（Cygames）、岡本優一（Cygames）","bgm_MC189B"
"0:00","1:55","391","bgm_MC194_juke","蠻賊歸來　炎國的無法無天姊妹","故事劇情主題曲\n-「狂野蠻賊表演時間！！」編曲-\n\n時間 / 01:55\n作曲 / 関根修平（Cygames）\n編曲 / 塚越廉","bgm_MC194"
"0:00","1:37","392","bgm_MC196_juke","超級 衝刺喬","故事劇情Boss戰\n\n時間 / 01:37\n作曲 / 中村博\n編曲 / 中村博","bgm_MC196"
"0:39","1:20","393","bgm_MC208","狂野蠻賊表演時間！！","角色歌曲\n\n時間 / 01:20\n演唱　 / 倭（ファイルーズあい）\n　　　若菜 (石見舞菜香)\n　　　布武機 (花井美春)\n作詞 / 岩井彩夏（Cygames）、佐藤遥（Cygames）\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","bgm_MC208"
"0:00","1:54","394","bgm_MC198_juke","衝突！破壞！非法坦克大戰","小遊戲\n-「狂野蠻賊表演時間！！」編曲-\n\n時間 / 01:54\n作曲 / 関根修平（Cygames）\n編曲 / 小出大和（Cygames）","bgm_MC198"
"0:00","0:23","395","bgm_MC199_Battle","出擊吧！戰車戰鬥！","小遊戲\n-「蠻賊三姊妹」編曲-\n\n時間 / 00:23\n作曲 / 関根修平（Cygames）\n編曲 / 小出大和（Cygames）","bgm_MC199"
"0:00","2:05","396","bgm_MC190_juke","Let's！「究極鍊成」！","究極鍊成\n-「阿爾克絲鍊金堂」編曲-\n\n時間 / 02:05\n作曲 / 小出大和（Cygames）\n編曲 / Enarak（Cygames）","bgm_MC190"
"0:00","1:18","397","bgm_MC191_juke","於此地邂逅身經百戰的強敵","追憶之戰域\n\n時間 / 01:18\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","bgm_MC191"
"0:00","3:26","398","bgm_MC213_juke","Love＆Punishment　惡魔送來的聖誕節","故事劇情主題曲\n-｢今晚，在槲寄生底下｣編曲-\n\n時間 / 03:26\n作曲 / 矢野達也\n編曲 / 小出大和（Cygames）","bgm_MC213"
"0:00","1:37","399","bgm_MC214_juke","年幼鬼魂‧吐舌鬼","故事劇情Boss戰\n\n時間 / 01:37\n作曲 / 小出大和（Cygames）\n編曲 / 小出大和（Cygames）","bgm_MC214"
"0:51","1:31","400","bgm_MC209","今晚，在槲寄生底下","角色歌曲\n\n時間 / 01:31\n演唱　 / 萊拉耶爾（河瀬茉希）\n　　　伊緒（伊藤静）\n作詞 / 結城アイラ\n作曲 / 矢野達也\n編曲 / 矢野達也","bgm_MC209"
"0:00","1:24","401","bgm_MC165_juke","朱火深淵","深淵討伐戰\n\n時間 / 01:24\n作曲 / 松尾早人、塚越廉、IM.Lab\n編曲 / IM.Lab","bgm_MC165"
"0:00","1:24","402","bgm_MC166_juke","轟流深淵","深淵討伐戰\n\n時間 / 01:24\n作曲 / 松尾早人、塚越廉、IM.Lab\n編曲 / IM.Lab","bgm_MC166"
"0:00","1:24","403","bgm_MC167_juke","烈風深淵","深淵討伐戰\n\n時間 / 01:24\n作曲 / 松尾早人、塚越廉、IM.Lab\n編曲 / IM.Lab","bgm_MC167"
"0:00","1:24","404","bgm_MC168_juke","燦爛深淵","深淵討伐戰\n\n時間 / 01:24\n作曲 / 松尾早人、塚越廉、IM.Lab\n編曲 / IM.Lab","bgm_MC168"
"0:00","1:24","405","bgm_MC169_juke","玄闇深淵","深淵討伐戰\n\n時間 / 01:24\n作曲 / 松尾早人、塚越廉、IM.Lab\n編曲 / IM.Lab","bgm_MC169"
"0:00","1:56","406","bgm_MC170_juke","征戰深遠的潛魔深淵","深淵討伐戰\n\n時間 / 01:56\n作曲 / 塚越廉、松尾早人\n編曲 / 塚越廉","bgm_MC170"
"0:00","1:21","407","bgm_MC215B_juke","迎春吉歐‧格黑納　蛇少女與雙姝劍士","故事劇情主題曲\n-｢Tiny Twin Stars！！｣編曲-\n\n時間 / 01:21\n作曲 / 金山秀士（Dream Monster）\n編曲 / 岡本優一（Cygames）","bgm_MC215B"
"0:00","1:35","408","bgm_MC216_juke","咒縛的大蛇‧梅杜希亞娜","故事劇情Boss戰\n\n時間 / 01:35\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC216"
"0:57","1:34","409","bgm_MC210","Tiny Twin Stars！！","角色歌曲\n\n時間 / 01:34\n演唱　 / 梅杜莎（水橋かおり）\n　　　莫妮卡（辻あゆみ）\n作詞 / 金山秀士（Dream Monster）\n作曲 / 金山秀士（Dream Monster）\n編曲 / 金山秀士（Dream Monster）\n額外編曲 / 佐藤厚仁 (Dream Monster)","bgm_MC210"
"0:00","3:09","410","bgm_MC201_juke","寂靜的永凍冥界","主線冒險\n\n時間 / 03:09\n作曲 / 東大路憲太\n編曲 / Enarak（Cygames）","bgm_MC201"
"0:00","1:36","411","bgm_MC202_juke","吉歐‧尼布爾黑爾之戰","主線冒險\n\n時間 / 01:36\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","bgm_MC202"
"0:00","1:57","412","bgm_MC203_juke","靜寂世界的強敵","主線冒險Boss戰\n\n時間 / 01:57\n作曲 / 守谷勇人\n編曲 / 守谷勇人","bgm_MC203"
"0:00","2:54","413","bgm_MC160_juke","薇歐莉特","角色主題曲\n-「寂靜的永凍冥界」編曲-\n\n時間 / 02:54\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_MC160"
"0:00","3:24","414","bgm_MC205_juke","三魔姬屬","角色主題曲\n\n時間 / 03:24\n作曲 / Enarak（Cygames）\n編曲 / 岡本優一（Cygames）、Enarak（Cygames）","bgm_MC205"
"0:00","3:13","415","bgm_MC219_juke","潛入‧阿斯特朗　七個願望與創世之殘響","故事劇情主題曲\n-《Phosphorus》編曲-\n\n時間 / 03:13\n作曲 / 竹次幸司\n編曲 / 小出大和（Cygames）","bgm_MC219"
"0:00","1:44","416","bgm_MC223_juke","妖狐神荒尾‧始源","故事劇情Boss戰\n-《相互碰撞的鬥志》編曲-\n\n時間 / 01:44\n作曲 / 伊藤翼\n編曲 / 岡本優一（Cygames）","bgm_MC223"
"0:00","2:24","417","bgm_MC224_juke","始源‧七重冠冕","故事劇情Boss戰\n\n時間 / 02:24\n作曲 / 中川峻彰、西木康智、伊藤翼、\n　　　サワグチカズヒコ、東大路憲太、ウツミタカアキ、\n　　　伊禮完（Cygames）、白井友規（Cygames）\n編曲 / 中川峻彰","bgm_MC224"
"0:46","1:30","418","bgm_MC245","Phosphorus","角色歌曲\n\n時間 / 01:30\n演唱 / 菲歐（相坂優歌）\n作詞 / カイザー恵理菜、竹次幸司\n作曲 / 竹次幸司\n編曲 / 竹次幸司","bgm_MC245"
"0:00","1:30","419","bgm_MC220A_juke","阿斯特朗開發錄","故事劇情迷你內容\n-《Phosphorus》編曲-\n\n時間 / 01:30\n作曲 / 竹次幸司\n編曲 / 塚越廉","bgm_MC220A"
"0:00","1:39","420","bgm_MC211_juke","穿越靜寂的世界","巡遊\n-《Precious Journey》編曲-\n\n時間 / 01:39\n作曲 / 東大路憲太\n編曲 / 小出大和（Cygames）","bgm_MC211"
"0:00","1:59","421","bgm_M23_juke","誓約女君","角色主題曲\n\n時間 / 01:59\n作曲 / 伊藤翼\n編曲 / 伊藤翼","bgm_M23"
"0:00","2:55","422","bgm_M177_juke","變貌大妃","角色主題曲\n\n時間 / 02:55\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M177"
"0:00","4:14","423","bgm_M307_juke","迷宮女王","角色主題曲\n\n時間 / 04:14\n作曲 / 白井友規（Cygames）\n編曲 / 白井友規（Cygames）","bgm_M307"
"0:00","1:53","424","bgm_M49_juke","霸瞳皇帝","角色主題曲\n\n時間 / 01:53\n作曲 / 西木康智\n編曲 / 西木康智","bgm_M49"
"0:00","2:05","425","bgm_M50_juke","跳躍王","角色主題曲\n\n時間 / 02:05\n作曲 / サワグチカズヒコ\n編曲 / サワグチカズヒコ","bgm_M50"
"0:00","2:21","426","bgm_M600_juke","嚮導老君","角色主題曲\n\n時間 / 02:21\n作曲 / ウツミタカアキ、伊禮完（Cygames）\n編曲 / 伊禮完（Cygames）","bgm_M600"
"1:04","1:31","427","bgm_MC244","緊緊相連","角色歌曲\n\n時間 / 01:31\n演唱 / 優衣（種田梨沙）\n　　　日和（東山奈央）\n　　　怜（早見沙織）\n作詞 / 利根川貴之\n作曲 / 利根川貴之、坂和也\n編曲 / Dr.Usui、坂和也＆Wicky.Recordings","bgm_MC244"
"0:00","1:21","428","bgm_MC226_juke","Andante‧With‧You　祈禱的雙唱響起時","故事劇情主題曲\n-《星詠的祈禱之歌》編曲-\n\n時間 / 01:21\n作曲 / Enarak（Cygames）\n編曲 / 吉川美矩","bgm_MC226"
"0:00","0:50","429","bgm_MC228_juke","歪音之精靈","故事劇情Boss戰\n\n時間 / 00:50\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC228"
"0:45","1:30","430","bgm_MC246","星詠的祈禱之歌","角色歌曲\n\n時間 / 01:30\n演唱　 / 千歌（福原綾香）\n　　　蘭法（原田彩楓）\n作詞 / Enarak（Cygames）\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","bgm_MC246"
"0:00","1:58","431","bgm_MC227B_juke","演唱會海報","故事劇情迷你內容\n-《星詠的祈禱之歌》編曲-\n\n時間 / 01:58\n作曲 / Enarak（Cygames）\n編曲 / 多田彰文","bgm_MC227B"
"0:00","3:06","432","bgm_M55_juke","魔星獸決戰","戰隊競賽\n\n時間 / 03:06\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M55"
"0:00","1:11","433","bgm_MC234B_juke","超鋼少女巨型克蘿茜　～大出擊！蘭德索爾爆炸4.1秒前～","故事劇情主題曲\n-《愛！勇氣！巨型克蘿茜》編曲-\n\n時間 / 01:11\n作曲 / 千葉梓（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC234B"
"0:00","2:59","434","bgm_MC236_juke","巨鋼機獸‧改造蓋登","故事劇情Boss戰\n\n時間 / 02:59\n作曲 / 田山里奈‧千葉梓（Cygames）\n編曲 / 田山里奈","bgm_MC236"
"0:39","1:34","435","bgm_MC247","愛！勇氣！巨型克蘿茜","角色歌曲\n\n時間 / 01:34\n演唱　 / 克蘿茜（長谷川育美）\n作詞 / 千葉梓（Cygames）\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）‧加藤慶久（Cygames）","bgm_MC247"
"0:00","0:58","436","bgm_MC234A_juke","克蘿茜大解密","故事劇情迷你內容\n-《愛！勇氣！巨型克蘿茜》編曲-\n\n時間 / 00:58\n作曲 / 千葉梓（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC234A"
"0:00","1:33","437","bgm_MC250_juke","集結！　阿爾克絲＆暮光　密醫與兩位鍊金術師","故事劇情主題曲\n-《鍊金 Make it！》編曲-\n\n時間 / 01:33\n作曲 / 青柳諒 （Arte Refact）‧小出大和（Cygames）\n編曲 / 小出大和 （Cygames）","bgm_MC250"
"0:00","1:34","438","bgm_MC253_juke","戀愛的鍊僕‧荷姆荷姆","故事劇情Boss戰\n\n時間 / 01:34\n作曲 / 岡本優一 （Cygames）\n編曲 / 岡本優一 （Cygames）","bgm_MC253"
"1:00","1:25","439","bgm_MC248","鍊金 Make it！","角色歌曲\n\n時間 / 01:25\n演唱　 / 露易絲瑪莉（鈴代紗弓）\n　　　彩羽（青山吉能）\n　　　苑（井上ほの花）\n作詞 / 青柳諒 （Arte Refact）\n作曲 / 青柳諒 （Arte Refact）‧小出大和 （Cygames）\n編曲 / 青柳諒 （Arte Refact）","bgm_MC248"
"0:47","1:12","440","bgm_MC248_OffDrama","鍊金 Make it！ (off drama ver.)","角色歌曲\n\n時間 / 01:12\n演唱　 / 露易絲瑪莉（鈴代紗弓）\n　　　彩羽（青山吉能）\n　　　苑（井上ほの花）\n作詞 / 青柳諒 （Arte Refact）\n作曲 / 青柳諒 （Arte Refact）‧小出大和 （Cygames）\n編曲 / 青柳諒 （Arte Refact）","bgm_MC248"
"0:00","1:59","441","bgm_MC254_juke","鍊金術‧重播","故事劇情迷你內容\n-《鍊金 Make it！》編曲-\n\n時間 / 01:59\n作曲 / 青柳諒 （Arte Refact）‧小出大和 （Cygames）\n編曲 / 小出大和 （Cygames）","bgm_MC254"
"0:00","1:19","442","bgm_MC255_juke","華隸大小姐華音的華麗復仇　～佐以傲嬌粉紅～","故事劇情主題曲\n-《Back×Back》編曲-\n\n時間 / 01:19\n作曲 / gratia‧奈良ひより‧Fi'Ne‧Ryo Ito\n編曲 / 岡本優一 （Cygames）","bgm_MC255"
"0:00","1:44","443","bgm_MC257_juke","灼麗的劍奴 哥布林女士","故事劇情Boss戰\n\n時間 / 01:44\n作曲 / Enarak （Cygames）\n編曲 / Enarak （Cygames）","bgm_MC257"
"0:49","1:31","444","bgm_MC289","Back×Back","角色歌曲\n\n時間 / 01:31\n演唱　 / 華音（幸村恵理）\n　　　紡希（木戸衣吹）\n作詞 / gratia‧奈良ひより‧Fi'Ne‧Ryo Ito\n作曲 / gratia‧奈良ひより‧Fi'Ne‧Ryo Ito\n編曲 / Fi'Ne","bgm_MC289"
"0:00","1:25","445","bgm_MC256_02_juke","華隸大小姐的更生挑戰","故事劇情迷你內容\n-《Back×Back》編曲-\n\n時間 / 01:25\n作曲 / gratia‧奈良ひより‧Fi'Ne‧Ryo Ito\n編曲 / 岡本優一（Cygames）","bgm_MC256"
"0:00","1:21","446","bgm_MC262_juke","Summer Dream Refrain　水平線彼端的旅途","故事劇情主題曲\n-《幸福的味道》編曲-\n\n時間 / 01:21\n作曲 / 高尾奏之介（F.M.F）\n編曲 / 小半大 ","bgm_MC262"
"0:00","2:00","447","bgm_MC264_NoIntro_juke","厄莉絲的闇影","故事劇情Boss戰\n-《厄莉絲》編曲-\n\n時間 / 02:00\n作曲 / 東大路憲太\n編曲 / Enarak（Cygames）","bgm_MC264"
"0:48","1:38","448","bgm_MC290","幸福的味道","角色歌曲\n\n時間 / 01:38\n演唱　 / 普蕾西亞（高尾奏音）\n作詞 / 高尾奏之介（F.M.F）\n作曲 / 高尾奏之介（F.M.F）\n編曲 / 高尾奏之介（F.M.F）","bgm_MC290"
"0:00","2:10","449","bgm_MC267A_juke","Summer Anemos, Summer Qualia","故事劇情主題曲\n-《夏日的一片花瓣》編曲-\n\n時間 / 02:10\n作曲 / 山崎光（Arte Refact）\n編曲 / 小出大和（Cygames）","bgm_MC267A"
"0:00","1:31","450","bgm_MC270_juke","企鵝加丘","故事劇情Boss戰\n\n時間 / 01:31\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC270"
"0:39","1:20","451","bgm_MC291","夏日的一片花瓣","角色歌曲\n\n時間 / 01:20\n演唱　 /可璃亞（前田佳織里）\n　　　安涅默涅（立花日菜）\n作詞 / 山崎光（Arte Refact）\n作曲 / 山崎光（Arte Refact）\n編曲 / 山崎光（Arte Refact）","bgm_MC291"
"0:00","1:37","452","bgm_MC271_juke","妮諾，建立大奧","故事劇情迷你內容\n-《夏日的一片花瓣》編曲-\n\n時間 / 01:37\n作曲 / 山崎光（Arte Refact）\n編曲 / 岡本優一（Cygames）","bgm_MC271"
"0:00","2:15","453","bgm_MC279_juke",", And I Will　以掌握的這雙手","故事劇情主題曲\n-「Resonate　～奔向尚未見過的明日～」編曲-\n\n時間 / 02:15\n作曲 / シノ（Dream Monster）\n編曲 / 中町友洋","bgm_MC279"
"0:00","2:49","454","bgm_MC283_juke","霸瞳皇帝'","故事劇情Boss戰\n-「與神的決戰」\n 「Resonate　～奔向尚未見過的明日～」編曲-\n\n時間 / 02:49\n作曲 / 西木康智・東大路憲太\n　　　シノ（Dream Monster）\n編曲 / 中町友洋","bgm_MC283"
"0:33","1:24","455","bgm_MC292","Resonate　～奔向尚未見過的明日～","角色歌曲\n\n時間 / 01:24\n演唱　 / 埃拉（松岡由貴）\n　　　志那都（皆川純子）\n作詞 / シノ（Dream Monster）\n作曲 / シノ（Dream Monster）\n編曲 / シノ（Dream Monster）\n弦樂編曲 / 三浦良明 (Dream Monster)","bgm_MC292"
"0:00","2:12","456","bgm_MC281_juke","複製品世界回憶（埃拉的世界）","故事劇情迷你內容\n-「Resonate　～奔向尚未見過的明日～」編曲-\n\n時間 / 02:12\n作曲 / シノ（Dream Monster）\n編曲 / 小半大","bgm_MC281"
"0:00","2:30","457","bgm_MC280_juke","複製品世界回憶（志那都的世界）","故事劇情迷你內容\n-「Resonate　～奔向尚未見過的明日～」編曲-\n\n時間 / 02:30\n作曲 / シノ（Dream Monster）\n編曲 / 小半大","bgm_MC280"
"0:00","4:25","458","bgm_MC273_juke","幻境龍后","角色主題曲\n\n時間 / 04:25\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_MC273"
"0:00","2:57","459","bgm_MC275_juke","阿爾莎特","角色主題曲\n\n時間 / 02:57\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）","bgm_MC275"
"0:00","2:11","460","bgm_MC284_juke","Demon/Snow　起死回生的冥府旅途情懷","故事劇情主題曲\n-「二重奏之歌」編曲-\n\n時間 / 02:11\n作曲 / YUU for YOU、常楽寺澪\n編曲 / 岡本優一（Cygames）","bgm_MC284"
"0:53","1:30","461","bgm_MC293","二重奏之歌","角色歌曲\n\n時間 / 01:30\n演唱　 / 雪野（天野聡美）\n　　　剎鬼（島袋美由利）\n作詞 / 常楽寺澪\n作曲 / YUU for YOU、常楽寺澪\n編曲 / YUU for YOU","bgm_MC293"
"0:00","2:00","462","bgm_MC298B_juke","煉獄的名偵探　全部成為Ｗ（網）","故事劇情主題曲\n-《最大級的I Want You！》「阿剌克涅」編曲-\n\n時間 / 02:00\n作曲 / 吉村彰一（Dream Monster）、IM.Lab\n編曲 / 中川峻彰","bgm_MC298B"
"0:45","1:33","463","bgm_MC324","最大級的I Want You！","角色歌曲\n\n時間 / 01:33\n演唱　/ 阿剌克涅（遠藤綾）\n　　　拿娜（黒沢ともよ）\n作詞 / 吉村彰一（Dream Monster）\n作曲 / 吉村彰一（Dream Monster）\n曲 / 吉村彰一（Dream Monster）、\n　　　宮内椋太（TRIFRONTIER)","bgm_MC324"
"0:00","1:43","464","bgm_MC305_juke","寂靜（最終）之夜　優衣vs美空的聖誕大決戰","故事劇情主題曲\n-《祕密Whisper》編曲-\n\n時間 / 01:43\n作曲 / 梯拓哉（Cygames）\n編曲 / 吉川美矩","bgm_MC305"
"0:55","1:26","465","bgm_MC325","祕密Whisper","角色歌曲\n\n時間 / 01:26\n演唱　 / 美空（鬼頭明里）\n作詞 / 岩井彩夏（Cygames）\n作曲 / 梯拓哉（Cygames）\n編曲 / 梯拓哉（Cygames）","bgm_MC325"
"0","2:33","466","bgm_MC311B_juke","嚮導幼君","角色主題曲\n-《心的思念 ～心的思念～》編曲-\n\n時間 / 02:33\n作曲 / 内海考彰（TRYTONELABO）\n編曲 / 守谷勇人","bgm_MC311B"
