524e01c0e9322d8eb0ef1939444b44a481dd83b914210b5305f1ec7c1cb23e25,1967e68961505659085f6a7fa6d74b8c1ff8c5a711ddc1d7fae0ff9a5df80061,4a45bdb32674ccc458665a09d8c367ee2069e96af5128764621244bf6be85a6a,2ddfb6996797641c4839d6f72c709c08a94ee6275f4343a0ffb9ed2accc1e67b,bb8e29bcf995abc03d0a349f32e58d1c5935aedab0a418da63fd03cc3f09e14b,79d235ee1e1ce8182390fdc04e80fa2aa86848a863ab60010d3c05c3abeb23d1,7ab33f896a02c766bcddeb26bb21a03e3fa00595392346d40d9fb3f911a4cebd,3b087c96c5f0ab408ae6388c74b336188abba8322046c260bc82bc8d015c3027,3b38cd07646c3eb018cc49d08027eabf26b9a6dff65789c50ce6f00b41cc213c,21713c6933e32c5580c1aa93aff95db807784f78c6719e83c29a115bc682bec9,3739afe5ae943164534c82471c2790bbe9913b4505ad590697c0f83a0529b95b
"1","201","wac_default_24","37511","-100","2","0","-108","5","111","37511002"
"53","0","","37511","1","1","","0","31","53","37511003"
"57","0","","37511","1","0","","0","31","57","37511004"
"20","0","","37511","1","0","","0","31","20","37511005"
"502","0","","37511","1","1","","0","31","502","37511006"
"104711","0","","37511","0","0.2","","","3","wac_paint_21","37511007"
"111","0","","37511","0","0.2","","","3","wac_paint_24","37511008"
"0","","","37511","","","","","93","0","37511009"
"20","","","37511","","","","","32","1","37511010"
"se_common","0","","37511","","","","","23","se_sys_login_birthday_calendar_brush","37511011"
"104711","","","37511","","","","","13","300","37511012"
"1","","","37511","","","","","131","","37511013"
"104711","0","","37512","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","37512001"
"111","1","","37512","","0.2","","","3","wac_no_items","37512002"
"104711","-340","","37512","","","","0","2","200","37512003"
"111","-340","","37512","","","","0","2","200","37512004"
"53","","","37512","","","","","32","0","37512005"
"57","","","37512","","","","","32","1","37512006"
"20","","","37512","","","","","32","0","37512007"
"vo_wac_230224","0","","37512","","","","0","21","vo_wac_230224_000","37512008"
"104711","10","0.5","37512","1","0","0","1","11","好了，差不多該結束了吧。\n……嗯，這道牆集結了許多畫作，\n變得非常漂亮。\n我是打從心底這麼想的。","37512009"
"0","","","37512","","","","","91","","37512010"
"vo_wac_230224","0","","37512","","","","0","21","vo_wac_230224_001","37512011"
"104711","10","0.5","37512","1","0","0","1","11","因為我不太會說話，\n所以沒辦法說得很好聽……\n但只要望著它，心裡就會變得很溫暖。\n少年你也可以理解吧？","37512012"
"0","","","37512","","","","","91","","37512013"
"0","","","37512","","","","","22","0","37512014"
"104711","1","","37513","","0.2","","","3","wac_idle_doya","37513001"
"111","1","","37513","","0.2","","","3","wac_no_items","37513002"
"104711","-340","","37513","","","","0","2","200","37513003"
"111","-340","","37513","","","","0","2","200","37513004"
"53","","","37513","","","","","32","0","37513005"
"57","","","37513","","","","","32","1","37513006"
"20","","","37513","","","","","32","0","37513007"
"0","","","37513","","","","","91","","37513008"
"1","202","wac_default_01","37611","-213","2","0","-108","1","111411","37611001"
"1","201","wac_default_01","37611","-213","2","0","-108","5","111","37611002"
"43","0","","37611","1","1","","0","31","43","37611003"
"57","0","","37611","1","0","","0","31","57","37611004"
"11","0","","37611","1","0","","0","31","11","37611005"
"502","0","","37611","1","1","","0","31","502","37611006"
"111411","0","","37611","0","0.2","","","3","wac_paint_01","37611007"
"111","0","","37611","0","0.2","","","3","wac_paint_01","37611008"
"0","","","37611","","","","","93","0","37611009"
"11","","","37611","","","","","32","1","37611010"
"se_10035700","0","","37611","","","","","23","se_10035700_brush","37611011"
"111411","","","37611","","","","","13","300","37611012"
"1","","","37611","","","","","131","","37611013"
"111411","0","","37612","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","37612001"
"111","1","","37612","","0.2","","","3","wac_no_items","37612002"
"111411","-340","","37612","","","","0","2","200","37612003"
"111","-340","","37612","","","","0","2","200","37612004"
"43","","","37612","","","","","32","0","37612005"
"57","","","37612","","","","","32","1","37612006"
"11","","","37612","","","","","32","0","37612007"
"vo_wac_230225","0","","37612","","","","0","21","vo_wac_230225_000","37612008"
"111411","10","0.5","37612","1","0","0","1","11","嗯……完成了……\n一個人畫圖很寂寞，\n不過跟大家一起畫圖\n就不寂寞了呢。","37612009"
"0","","","37612","","","","","91","","37612010"
"vo_wac_230225","0","","37612","","","","0","21","vo_wac_230225_001","37612011"
"111411","10","0.5","37612","1","0","0","1","11","……哥哥。\n謝謝你帶\n露娜來這裡……","37612012"
"0","","","37612","","","","","91","","37612013"
"0","","","37612","","","","","22","0","37612014"
"111411","1","","37613","","0.2","","","3","wac_idle_wish","37613001"
"111","1","","37613","","0.2","","","3","wac_no_items","37613002"
"111411","-340","","37613","","","","0","2","200","37613003"
"111","-340","","37613","","","","0","2","200","37613004"
"43","","","37613","","","","","32","0","37613005"
"57","","","37613","","","","","32","1","37613006"
"11","","","37613","","","","","32","0","37613007"
"0","","","37613","","","","","91","","37613008"
"1","202","wac_default_11","37711","-213","2","0","-108","1","110911","37711001"
"1","201","wac_default_11","37711","-213","2","0","-108","5","111","37711002"
"43","0","","37711","1","1","","0","31","43","37711003"
"57","0","","37711","1","0","","0","31","57","37711004"
"11","0","","37711","1","0","","0","31","11","37711005"
"502","0","","37711","1","1","","0","31","502","37711006"
"110911","0","","37711","0","0.2","","","3","wac_paint_11","37711007"
"111","0","","37711","0","0.2","","","3","wac_paint_11","37711008"
"0.3","","","37711","","","","","93","0","37711009"
"11","","","37711","","","","","32","1","37711010"
"se_10035700","0","","37711","","","","","23","se_10035700_roller","37711011"
"110911","","","37711","","","","","13","300","37711012"
"1","","","37711","","","","","131","","37711013"
"110911","0","","37712","1","0.2","","wac_talk_sad_loop","3","wac_talk_sad_in","37712001"
"111","1","","37712","","0.2","","","3","wac_no_items","37712002"
"110911","-340","","37712","","","","0","2","200","37712003"
"111","-340","","37712","","","","0","2","200","37712004"
"43","","","37712","","","","","32","0","37712005"
"57","","","37712","","","","","32","1","37712006"
"11","","","37712","","","","","32","0","37712007"
"vo_wac_230226","0","","37712","","","","0","21","vo_wac_230226_000","37712008"
"110911","10","0.5","37712","1","0","0","1","11","啊？學長，你剛才說什麼？\n這個畫城牆的企劃，\n慈樂之音她們也有參加？\n三個人都不小心在牆上簽名了？","37712009"
"0","","","37712","","","","","91","","37712010"
"vo_wac_230226","0","","37712","","","","0","21","vo_wac_230226_001","37712011"
"110911","10","0.5","37712","1","0","0","1","11","那個啊……琪愛兒雖然也很常\n匿名投稿慈樂之音創作文，\n但是就別再像個愚蠢角色一樣到處說\n這種不符合現實的事情了吧。好嗎？","37712012"
"0","","","37712","","","","","91","","37712013"
"0","","","37712","","","","","22","0","37712014"
"110911","1","","37713","","0.2","","","3","wac_idle_sad","37713001"
"111","1","","37713","","0.2","","","3","wac_no_items","37713002"
"110911","-340","","37713","","","","0","2","200","37713003"
"111","-340","","37713","","","","0","2","200","37713004"
"43","","","37713","","","","","32","0","37713005"
"57","","","37713","","","","","32","1","37713006"
"11","","","37713","","","","","32","0","37713007"
"0","","","37713","","","","","91","","37713008"
"1","202","wac_default_11","37811","-213","2","0","-108","1","110811","37811001"
"1","201","wac_default_11","37811","-213","2","0","-108","5","111","37811002"
"43","0","","37811","1","1","","0","31","43","37811003"
"57","0","","37811","1","0","","0","31","57","37811004"
"11","0","","37811","1","0","","0","31","11","37811005"
"502","0","","37811","1","1","","0","31","502","37811006"
"110811","0","","37811","0","0.2","","","3","wac_paint_11","37811007"
"111","0","","37811","0","0.2","","","3","wac_paint_11","37811008"
"0.3","","","37811","","","","","93","0","37811009"
"11","","","37811","","","","","32","1","37811010"
"se_10035700","0","","37811","","","","","23","se_10035700_roller","37811011"
"110811","","","37811","","","","","13","300","37811012"
"1","","","37811","","","","","131","","37811013"
"110811","0","","37812","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","37812001"
"111","1","","37812","","0.2","","","3","wac_no_items","37812002"
"110811","-340","","37812","","","","0","2","200","37812003"
"111","-340","","37812","","","","0","2","200","37812004"
"43","","","37812","","","","","32","0","37812005"
"57","","","37812","","","","","32","1","37812006"
"11","","","37812","","","","","32","0","37812007"
"vo_wac_230227","0","","37812","","","","0","21","vo_wac_230227_000","37812008"
"110811","10","0.5","37812","1","0","0","1","11","好了，如何啊這個……雖然不太清楚，\n不過今天可不是做得很好嗎。\n用轉印魔法器自拍來留作紀念吧，\n那麼……","37812009"
"0","","","37812","","","","","91","","37812010"
"110811","1","","37812","","0.2","","","3","wac_talk_surprise_loop_shy","37812011"
"vo_wac_230227","0","","37812","","","","0","21","vo_wac_230227_001","37812012"
"110811","10","0.5","37812","1","0","0","1","11","啊？啊啊，你也在啊。\n嗯……那要不要一起拍？\n我都可以。\n嗯，要拍嗎？OK，就這麼辦吧。","37812013"
"0","","","37812","","","","","91","","37812014"
"0","","","37812","","","","","22","0","37812015"
"110811","1","","37813","","0.2","","","3","wac_idle_doya","37813001"
"111","1","","37813","","0.2","","","3","wac_no_items","37813002"
"110811","-340","","37813","","","","0","2","200","37813003"
"111","-340","","37813","","","","0","2","200","37813004"
"43","","","37813","","","","","32","0","37813005"
"57","","","37813","","","","","32","1","37813006"
"11","","","37813","","","","","32","0","37813007"
"0","","","37813","","","","","91","","37813008"
"1","251","wac_default_31","37911","-205","2","0","-167","1","110911","37911001"
"1","254","wac_default_bot_41","37911","-350","2","0","-64","1","110811","37911002"
"1","252","wac_default_51","37911","-325","2","0","230","1","111011","37911003"
"1","201","wac_default_34","37911","-205","2","0","-167","5","111","37911004"
"1","253","wac_default_48","37911","-350","2","0","-64","5","112","37911005"
"1","251","wac_default_bot_54","37911","-325","2","0","230","5","113","37911006"
"111011","","","37911","","","","","13","300","37911007"
"110911","","","37911","","","","","13","300","37911008"
"110811","","","37911","","","","","13","300","37911009"
"58","0","","37911","1","1","","0","31","58","37911010"
"63","0","","37911","1","0","","0","31","63","37911011"
"15","0","","37911","1","0","","0","31","15","37911012"
"502","0","","37911","1","1","","0","31","502","37911013"
"14","0","","37911","1","0","","0","31","14","37911014"
"18","0","","37911","1","0","","0","31","18","37911015"
"110911","0","","37911","0","0.2","","","3","wac_paint_31","37911016"
"111","0","","37911","0","0.2","","","3","wac_paint_34","37911017"
"110811","0","","37911","0","0.2","","","3","wac_paint_bot_41","37911018"
"112","0","","37911","0","0.2","","","3","wac_paint_48","37911019"
"111011","0","","37911","0","0.2","","","3","wac_paint_bot_51","37911020"
"113","0","","37911","0","0.2","","","3","wac_paint_bot_54","37911021"
"0","","","37911","","","","","93","0","37911022"
"15","","","37911","","","","","32","1","37911023"
"se_common","0","","37911","","","","","23","se_sys_login_birthday_calendar_smallbrush","37911024"
"1","","","37911","","","","","131","","37911025"
"111011","1","","37912","","0","","","3","wac_idle_sad","37912001"
"110911","1","","37912","","0","","","3","wac_idle_smile_L","37912002"
"110811","1","","37912","","0","","","3","wac_idle_doya","37912003"
"111","1","","37912","","0","","","3","wac_no_items","37912004"
"112","1","","37912","","0","","","3","wac_no_items","37912005"
"113","1","","37912","","0","","","3","wac_no_items","37912006"
"111011","-335","","37912","","","","0","2","436","37912007"
"110911","-360","","37912","","","","0","2","-434","37912008"
"110811","-360","","37912","","","","0","2","551","37912009"
"111","-335","","37912","","","","0","2","436","37912010"
"112","-360","","37912","","","","0","2","-434","37912011"
"113","-360","","37912","","","","0","2","551","37912012"
"58","","","37912","","","","","32","0","37912013"
"63","","","37912","","","","","32","1","37912014"
"15","","","37912","","","","","32","0","37912015"
"14","","","37912","","","","","32","1","37912016"
"18","","","37912","","","","","32","1","37912017"
"1.8","","","37912","","","","","93","0","37912018"
"111011","0","","37912","1","0.2","","wac_talk_sad_loop","3","wac_talk_sad_in","37912019"
"vo_wac_230228","0","","37912","","","","0","21","vo_wac_230228_000","37912020"
"111011","10","0.5","37912","1","0","0","1","11","喂，各位，糟糕了。\n關於國家預算與我們的勞動報酬問題，\n我向公會管理協會詢問後，\n他們回答說沒有這回事耶。","37912021"
"0","","","37912","","","","","91","","37912022"
"111011","1","","37912","1","0.2","","","3","wac_idle_sad","37912023"
"110911","0","","37912","1","0.2","","wac_talk_smile_loop_L","3","wac_talk_smile_in_L","37912024"
"vo_wac_230228","0","","37912","","","","0","21","vo_wac_230228_001","37912025"
"110911","10","0.5","37912","1","0","0","1","11","又來了～！這種的是那個啦，\n當我們得知這件事而騷動起來時，\n花凜姐姐就會拿著標語\n從後面冒出來的那種啦。","37912026"
"0","","","37912","","","","","91","","37912027"
"110911","1","","37912","1","0.2","","","3","wac_idle_smile_L","37912028"
"110811","0","","37912","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","37912029"
"vo_wac_230228","0","","37912","","","","0","21","vo_wac_230228_002","37912030"
"110811","10","0.5","37912","1","0","0","1","11","說「整人大成功！」這樣。\n會拿著標語和國家預算。\n有可能有可能，絕對是這樣。","37912031"
"0","","","37912","","","","","91","","37912032"
"vo_wac_230228","0","","37912","","","","0","21","vo_wac_230228_003","37912033"
"110811","10","0.5","37912","1","0","0","1","11","啊～好好笑。\n那麼在花凜出現以前，\n我們就先這樣等著吧，好嗎？","37912034"
"0","","","37912","","","","","91","","37912035"
"0","","","37912","","","","","22","0","37912036"
"","","","37912","","","","","111","","37912037"
"111011","1","","37913","","0.2","","","3","wac_idle_sad","37913001"
"110911","1","","37913","","0.2","","","3","wac_idle_smile_L","37913002"
"110811","1","","37913","","0.2","","","3","wac_idle_doya","37913003"
"111","1","","37913","","0.2","","","3","wac_no_items","37913004"
"112","1","","37913","","0.2","","","3","wac_no_items","37913005"
"113","1","","37913","","0.2","","","3","wac_no_items","37913006"
"111011","-335","","37913","","","","0","2","436","37913007"
"110911","-360","","37913","","","","0","2","-434","37913008"
"110811","-360","","37913","","","","0","2","551","37913009"
"111","-335","","37913","","","","0","2","436","37913010"
"112","-360","","37913","","","","0","2","-434","37913011"
"113","-360","","37913","","","","0","2","551","37913012"
"58","","","37913","","","","","32","0","37913013"
"63","","","37913","","","","","32","1","37913014"
"15","","","37913","","","","","32","0","37913015"
"14","","","37913","","","","","32","0","37913016"
"18","","","37913","","","","","32","1","37913017"
"0","","","37913","","","","","91","","37913018"
"1","204","wac_default_31","38011","-185","2","0","-167","1","103411","38011001"
"1","202","wac_default_51","38011","-185","2","0","230","1","104611","38011002"
"1","256","wac_default_bot_61","38011","-350","2","0","-330","1","103211","38011003"
"1","254","wac_default_bot_91","38011","-350","2","0","340","1","104811","38011004"
"1","203","wac_default_36","38011","-185","2","0","-167","5","111","38011005"
"1","201","wac_default_53","38011","-185","2","0","230","5","113","38011006"
"1","255","wac_default_66","38011","-350","2","0","-330","5","114","38011007"
"1","253","wac_default_95","38011","-350","2","0","340","5","115","38011008"
"103211","","","38011","","","","","13","300","38011009"
"104811","","","38011","","","","","13","300","38011010"
"104611","","","38011","","","","","13","300","38011011"
"103411","","","38011","","","","","13","300","38011012"
"49","0","","38011","1","1","","0","31","49","38011013"
"52","0","","38011","1","0","","0","31","52","38011014"
"15","0","","38011","1","0","","0","31","15","38011015"
"103411","0","","38011","0","0.2","","","3","wac_paint_31","38011016"
"111","0","","38011","0","0.2","","","3","wac_paint_36","38011017"
"104611","0","","38011","0","0.2","","","3","wac_paint_51","38011018"
"113","0","","38011","0","0.2","","","3","wac_paint_53","38011019"
"103211","0","","38011","0","0.2","","","3","wac_paint_bot_61","38011020"
"114","0","","38011","0","0.2","","","3","wac_paint_66","38011021"
"104811","0","","38011","0","0.2","","","3","wac_paint_bot_91","38011022"
"115","0","","38011","0","0.2","","","3","wac_paint_95","38011023"
"0","","","38011","","","","","93","0","38011024"
"15","","","38011","","","","","32","1","38011025"
"se_common","0","","38011","","","","","23","se_sys_login_birthday_calendar_smallbrush","38011026"
"1","","","38011","","","","","131","","38011027"
"103211","1","","38012","","0","","","3","wac_idle_wish_joy_L","38012001"
"104811","1","","38012","","0","","","3","wac_idle_normal_L","38012002"
"104611","1","","38012","","0","","","3","wac_idle_doya","38012003"
"103411","1","","38012","","0","","","3","wac_idle_kyapi_headred","38012004"
"111","1","","38012","","0","","","3","wac_no_items","38012005"
"113","1","","38012","","0","","","3","wac_no_items","38012006"
"114","1","","38012","","0","","","3","wac_no_items","38012007"
"115","1","","38012","","0","","","3","wac_no_items","38012008"
"103211","-360","","38012","","","","0","2","-335","38012009"
"104811","-335","","38012","","","","0","2","-190","38012010"
"104611","-335","","38012","","","","0","2","190","38012011"
"103411","-360","","38012","","","","0","2","350","38012012"
"111","-360","","38012","","","","0","2","-335","38012013"
"113","-335","","38012","","","","0","2","-190","38012014"
"114","-335","","38012","","","","0","2","190","38012015"
"115","-360","","38012","","","","0","2","350","38012016"
"49","","","38012","","","","","32","0","38012017"
"52","","","38012","","","","","32","1","38012018"
"15","","","38012","","","","","32","0","38012019"
"104611","0","","38012","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","38012020"
"vo_wac_230301","0","","38012","","","","0","21","vo_wac_230301_000","38012021"
"104611","10","0.5","38012","1","0","0","1","11","這次也畫得很好呢喵～♪\n回過神來我們也\n變得很有畫家風範了喵。\n要不要就這樣開始新的生意喵？","38012022"
"0","","","38012","","","","","91","","38012023"
"104611","1","","38012","1","0.2","","","3","wac_idle_doya","38012024"
"104811","0","","38012","1","0.2","","wac_talk_sad_loop_surprise_L","3","wac_talk_sad_in_surprise_L","38012025"
"vo_wac_230301","0","","38012","","","","0","21","vo_wac_230301_001","38012026"
"104811","10","0.5","38012","1","0","0","1","11","生意……是指賣畫之類的？\n嗯──但我也不是\n以藝術家身分成名的，\n這有點困難吧……","38012027"
"0","","","38012","","","","","91","","38012028"
"104811","1","","38012","1","0.2","","","3","wac_idle_arm_crossed_L","38012029"
"103411","0","","38012","1","0.2","","wac_talk_kyapi_loop_headred","3","wac_talk_kyapi_in_headred","38012030"
"vo_wac_230301","0","","38012","","","","0","21","vo_wac_230301_002","38012031"
"103411","10","0.5","38012","1","0","0","1","11","麥酒！我要畫麥酒的圖！\n然後啊～把圖賣給酒館之類的～\n再用賺到的錢來買麥酒～♪\n……嗝。","38012032"
"0","","","38012","","","","","91","","38012033"
"103411","1","","38012","1","0.2","","","3","wac_idle_kyapi_headred","38012034"
"103211","0","","38012","1","0.2","","wac_talk_wish_loop_joy_L","3","wac_talk_wish_in_joy_L","38012035"
"vo_wac_230301","0","","38012","","","","0","21","vo_wac_230301_003","38012036"
"103211","10","0.5","38012","1","0","0","1","11","暫且先不討論業務結束時\n喝麥酒的利弊，這可是個好主意！\n活用這次學到的知識，來挑戰\n製作商店的看板吧！","38012037"
"0","","","38012","","","","","91","","38012038"
"0","","","38012","","","","","22","0","38012039"
"","","","38012","","","","","111","","38012040"
"103211","1","","38013","","0.2","","","3","wac_idle_wish_joy_L","38013001"
"104811","1","","38013","","0.2","","","3","wac_idle_arm_crossed_L","38013002"
"104611","1","","38013","","0.2","","","3","wac_idle_doya","38013003"
"103411","1","","38013","","0.2","","","3","wac_idle_kyapi_headred","38013004"
"111","1","","38013","","0.2","","","3","wac_no_items","38013005"
"113","1","","38013","","0.2","","","3","wac_no_items","38013006"
"114","1","","38013","","0.2","","","3","wac_no_items","38013007"
"115","1","","38013","","0.2","","","3","wac_no_items","38013008"
"103211","-360","","38013","","","","0","2","-335","38013009"
"104811","-335","","38013","","","","0","2","-190","38013010"
"104611","-335","","38013","","","","0","2","190","38013011"
"103411","-360","","38013","","","","0","2","350","38013012"
"111","-360","","38013","","","","0","2","-335","38013013"
"113","-335","","38013","","","","0","2","-190","38013014"
"114","-335","","38013","","","","0","2","190","38013015"
"115","-360","","38013","","","","0","2","350","38013016"
"49","","","38013","","","","","32","0","38013017"
"52","","","38013","","","","","32","1","38013018"
"15","","","38013","","","","","32","0","38013019"
"0","","","38013","","","","","91","","38013020"
"1","202","wac_default_bot_21","38111","-325","2","0","-108","1","104811","38111001"
"1","201","wac_default_bot_27","38111","-325","2","0","-108","5","111","38111002"
"45","0","","38111","1","1","","0","31","45","38111003"
"44","0","","38111","1","0","","0","31","44","38111004"
"13","0","","38111","1","0","","0","31","13","38111005"
"104811","0","","38111","0","0.2","","","3","wac_paint_bot_21","38111006"
"111","0","","38111","0","0.2","","","3","wac_paint_bot_27","38111007"
"0","","","38111","","","","","93","0","38111008"
"13","","","38111","","","","","32","1","38111009"
"se_common","0","","38111","","","","","23","se_sys_login_birthday_calendar_brush","38111010"
"104811","","","38111","","","","","13","300","38111011"
"1","","","38111","","","","","131","","38111012"
"104811","0","","38112","1","0.2","","wac_talk_arm_crossed_loop","3","wac_talk_arm_crossed_in","38112001"
"111","1","","38112","","0.2","","","3","wac_no_items","38112002"
"104811","-340","","38112","","","","0","2","200","38112003"
"111","-340","","38112","","","","0","2","200","38112004"
"45","","","38112","","","","","32","0","38112005"
"44","","","38112","","","","","32","1","38112006"
"13","","","38112","","","","","32","0","38112007"
"vo_wac_230302","0","","38112","","","","0","21","vo_wac_230302_000","38112008"
"104811","10","0.5","38112","1","0","0","1","11","呼……完成了呢。\n雖然已經完全習慣了，\n但正是這種時候才容易出錯。","38112009"
"0","","","38112","","","","","91","","38112010"
"vo_wac_230302","0","","38112","","","","0","21","vo_wac_230302_001","38112011"
"104811","10","0.5","38112","1","0","0","1","11","不好意思，能不能陪我一起\n看我有沒有好好照著指導書完成？\n做好雙重確認，\n交出完美的成品吧。","38112012"
"0","","","38112","","","","","91","","38112013"
"0","","","38112","","","","","22","0","38112014"
"104811","1","","38113","","0.2","","","3","wac_idle_arm_crossed","38113001"
"111","1","","38113","","0.2","","","3","wac_no_items","38113002"
"104811","-340","","38113","","","","0","2","200","38113003"
"111","-340","","38113","","","","0","2","200","38113004"
"45","","","38113","","","","","32","0","38113005"
"44","","","38113","","","","","32","1","38113006"
"13","","","38113","","","","","32","0","38113007"
"0","","","38113","","","","","91","","38113008"
"1","204","wac_default_31","38211","-185","2","0","-167","1","105211","38211001"
"1","202","wac_default_51","38211","-185","2","0","230","1","103311","38211002"
"1","256","wac_default_bot_61","38211","-350","2","0","-330","1","102611","38211003"
"1","254","wac_default_bot_91","38211","-350","2","0","340","1","103811","38211004"
"1","203","wac_default_32","38211","-185","2","0","-167","5","111","38211005"
"1","201","wac_default_57","38211","-185","2","0","230","5","113","38211006"
"1","255","wac_default_61","38211","-350","2","0","-330","5","114","38211007"
"1","253","wac_default_92","38211","-350","2","0","340","5","115","38211008"
"102611","","","38211","","","","","13","300","38211009"
"103811","","","38211","","","","","13","300","38211010"
"103311","","","38211","","","","","13","300","38211011"
"105211","","","38211","","","","","13","300","38211012"
"49","0","","38211","1","1","","0","31","49","38211013"
"52","0","","38211","1","0","","0","31","52","38211014"
"15","0","","38211","1","0","","0","31","15","38211015"
"105211","0","","38211","0","0.2","","","3","wac_paint_31","38211016"
"111","0","","38211","0","0.2","","","3","wac_paint_32","38211017"
"103311","0","","38211","0","0.2","","","3","wac_paint_51","38211018"
"113","0","","38211","0","0.2","","","3","wac_paint_57","38211019"
"102611","0","","38211","0","0.2","","","3","wac_paint_bot_61","38211020"
"114","0","","38211","0","0.2","","","3","wac_paint_61","38211021"
"103811","0","","38211","0","0.2","","","3","wac_paint_bot_91","38211022"
"115","0","","38211","0","0.2","","","3","wac_paint_92","38211023"
"0","","","38211","","","","","93","0","38211024"
"15","","","38211","","","","","32","1","38211025"
"se_common","0","","38211","","","","","23","se_sys_login_birthday_calendar_smallbrush","38211026"
"1","","","38211","","","","","131","","38211027"
"102611","1","","38212","","0","","","3","wac_idle_smile_L","38212001"
"103811","1","","38212","","0","","","3","wac_idle_normal_L","38212002"
"103311","1","","38212","","0","","","3","wac_idle_smile","38212003"
"105211","1","","38212","","0","","","3","wac_idle_doya","38212004"
"111","1","","38212","","0","","","3","wac_no_items","38212005"
"113","1","","38212","","0","","","3","wac_no_items","38212006"
"114","1","","38212","","0","","","3","wac_no_items","38212007"
"115","1","","38212","","0","","","3","wac_no_items","38212008"
"102611","-360","","38212","","","","0","2","-335","38212009"
"103811","-335","","38212","","","","0","2","-190","38212010"
"103311","-335","","38212","","","","0","2","190","38212011"
"105211","-360","","38212","","","","0","2","350","38212012"
"111","-360","","38212","","","","0","2","-335","38212013"
"113","-335","","38212","","","","0","2","-190","38212014"
"114","-335","","38212","","","","0","2","190","38212015"
"115","-360","","38212","","","","0","2","350","38212016"
"49","","","38212","","","","","32","0","38212017"
"52","","","38212","","","","","32","1","38212018"
"15","","","38212","","","","","32","0","38212019"
"103311","0","","38212","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","38212020"
"vo_wac_230303","0","","38212","","","","0","21","vo_wac_230303_000","38212021"
"103311","10","0.5","38212","1","0","0","1","11","搞定啦～♪\n不過牆壁已經差不多都畫滿了，\n沒什麼地方可以畫了耶？","38212022"
"0","","","38212","","","","","91","","38212023"
"103311","1","","38212","1","0.2","","","3","wac_idle_smile","38212024"
"103811","0","","38212","1","0.2","","wac_talk_wish_loop_L","3","wac_talk_wish_in_L","38212025"
"vo_wac_230303","0","","38212","","","","0","21","vo_wac_230303_001","38212026"
"103811","10","0.5","38212","1","0","0","1","11","因為大家都很努力地\n一直持續在畫……\n希望能仔細地完成工作\n直到最後呢♪","38212027"
"0","","","38212","","","","","91","","38212028"
"103811","1","","38212","1","0.2","","","3","wac_idle_wish_L","38212029"
"102611","0","","38212","1","0.2","","wac_talk_smile_loop_L","3","wac_talk_smile_in_L","38212030"
"vo_wac_230303","0","","38212","","","","0","21","vo_wac_230303_002","38212031"
"102611","10","0.5","38212","1","0","0","1","11","小栞真認真耶……\n我已經工作夠了，\n剩下的就交給其他人吧。","38212032"
"0","","","38212","","","","","91","","38212033"
"102611","1","","38212","1","0.2","","","3","wac_idle_smile_L","38212034"
"105211","0","","38212","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","38212035"
"vo_wac_230303","0","","38212","","","","0","21","vo_wac_230303_003","38212036"
"105211","10","0.5","38212","1","0","0","1","11","唉唷，鈴妳真是的。\n小栞說得對，\n正因為只剩一點點，\n才更需要繃緊神經啊？","38212037"
"0","","","38212","","","","","91","","38212038"
"0","","","38212","","","","","22","0","38212039"
"","","","38212","","","","","111","","38212040"
"102611","1","","38213","","0.2","","","3","wac_idle_smile_L","38213001"
"103811","1","","38213","","0.2","","","3","wac_idle_wish_L","38213002"
"103311","1","","38213","","0.2","","","3","wac_idle_smile","38213003"
"105211","1","","38213","","0.2","","","3","wac_idle_doya","38213004"
"111","1","","38213","","0.2","","","3","wac_no_items","38213005"
"113","1","","38213","","0.2","","","3","wac_no_items","38213006"
"114","1","","38213","","0.2","","","3","wac_no_items","38213007"
"115","1","","38213","","0.2","","","3","wac_no_items","38213008"
"102611","-360","","38213","","","","0","2","-335","38213009"
"103811","-335","","38213","","","","0","2","-190","38213010"
"103311","-335","","38213","","","","0","2","190","38213011"
"105211","-360","","38213","","","","0","2","350","38213012"
"111","-360","","38213","","","","0","2","-335","38213013"
"113","-335","","38213","","","","0","2","-190","38213014"
"114","-335","","38213","","","","0","2","190","38213015"
"115","-360","","38213","","","","0","2","350","38213016"
"49","","","38213","","","","","32","0","38213017"
"52","","","38213","","","","","32","1","38213018"
"15","","","38213","","","","","32","0","38213019"
"0","","","38213","","","","","91","","38213020"
"1","202","wac_default_01","38311","-213","2","0","-108","1","103811","38311001"
"1","201","wac_default_03","38311","-213","2","0","-108","5","111","38311002"
"43","0","","38311","1","1","","0","31","43","38311003"
"44","0","","38311","1","0","","0","31","44","38311004"
"11","0","","38311","1","0","","0","31","11","38311005"
"103811","0","","38311","0","0.2","","","3","wac_paint_01","38311006"
"111","0","","38311","0","0.2","","","3","wac_paint_03","38311007"
"0","","","38311","","","","","93","0","38311008"
"11","","","38311","","","","","32","1","38311009"
