c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b
"1","0.2","","","31314061","101511","","","wac_birthday_talk_smile","31314","3"
"0","","","","31314062","vo_wac_31314","0","","vo_wac_31314_001","31314","21"
"10","0","0.5","0","31314063","101511","1","1","嗯，生日快樂～♪\n大家合力準備了蛋糕，\n一起開心地慶生吧～\n來，小碧也說幾句話。","31314","11"
"","","","","31314064","0","","","","31314","91"
"1","0.2","","","31314065","101511","","","wac_birthday_idle_smile","31314","3"
"1","0.2","","","31314066","104011","","","wac_birthday_talk_wish","31314","3"
"0","","","","31314067","vo_wac_31314","0","","vo_wac_31314_002","31314","21"
"10","0","0.5","0","31314068","104011","1","1","生、生生生日快樂！\n我這種邊緣人也能為\n初音這種陽光人物慶生，\n真的是誠惶誠恐啊！","31314","11"
"","","","","31314069","0","","","","31314","91"
"1","0.2","","","31314070","104011","","","wac_birthday_idle_wish","31314","3"
"1","0.2","","","31314071","101211","","","wac_birthday_talk_sad","31314","3"
"0","","","","31314072","vo_wac_31314","0","","vo_wac_31314_003","31314","21"
"10","0","0.5","0","31314073","101211","1","1","陽光人物？我聽不太懂，\n反正謝謝美里老師和\n小碧替我慶生～！\n……還有你！","31314","11"
"","","","","31314074","4","","","1","31314","93"
"1","0.2","","","31314075","101211","","","wac_birthday_talk_normal","31314","3"
"","","","","31314076","31314073","","","","31314","91"
"1","0.2","","","31314077","101211","","","wac_birthday_talk_smile","31314","3"
"0","","","","31314078","vo_wac_31314","0","","vo_wac_31314_004","31314","21"
"10","0","0.5","0","31314079","101211","1","1","我可能對你造成過很多麻煩，\n不過謝謝你陪在我身邊，\n以後也要一直守護小初音的\n精彩表現喔～☆","31314","11"
"","","","","31314080","0","","","","31314","91"
"","","","","31314081","0","","","","31314","22"
"","","","","31714001","bgm_M321","","","bgm_M321_2C","31714","25"
"250","2","wac_birthday_idle_normal","0","31714002","1","-1000","-70","118111","31714","1"
"256","2","wac_birthday_idle_wish","1","31714003","1","230","-270","105911","31714","1"
"257","2","wac_birthday_idle_smile","1","31714004","1","410","-310","123311","31714","1"
"","","","","31714005","118111","","","300","31714","13"
"","","","","31714006","105911","","","300","31714","13"
"","","","","31714007","123311","","","300","31714","13"
"0","0","","","31714008","502","0","1","502","31714","31"
"0","1","","","31714009","600","0","1","600","31714","31"
"0","0","","","31714010","602","0","1","602","31714","31"
"0","0","","","31714011","603","0","1","603","31714","31"
"30","1","","","31714012","604","60","1","604","31714","31"
"0","1","","","31714013","615","0","1","615","31714","31"
"0","0","","","31714014","700","0","1","700","31714","31"
"0","0","","","31714015","701","0","1","701","31714","31"
"0","0","","","31714016","702","0","1","702","31714","31"
"0","0","","","31714017","800","0","1","800","31714","31"
"30","1","","","31714018","954","60","1","954","31714","31"
"","","","","31714019","1","","","","31714","93"
"0","0.2","","0.2","31714020","123311","wac_birthday_nea_reaction_03","1","wac_birthday_reaction_02","31714","3"
"","","","","31714021","0.1","","","","31714","93"
"0","0.2","","0.2","31714022","105911","wac_birthday_reaction_03","1","wac_birthday_reaction_01","31714","3"
"","","","","31714023","0.3","","","","31714","93"
"1","0.2","","","31714024","118111","","","wac_birthday_run_01","31714","3"
"-70","","","","31714025","118111","3","","0","31714","2"
"","","","","31714026","2.5","","","","31714","93"
"","","","","31714027","602","","","1","31714","32"
"","","","","31714028","0.6","","","","31714","93"
"","","","","31714029","502","","","1","31714","32"
"","","","","31714030","600","","","0","31714","32"
"","","","","31714031","615","","","0","31714","32"
"","","","","31714032","604","","","0","31714","32"
"","","","","31714033","701","","","1","31714","32"
"0","","","","31714034","954","0.01","","0","31714","33"
"0","0.2","","0.2","31714035","118111","wac_birthday_wish_04","1","wac_birthday_blowout_01","31714","3"
"-330","","","","31714036","118111","0.01","","-200","31714","2"
"1","0.2","","","31714037","105911","","","wac_birthday_idle_wish","31714","3"
"-320","","","","31714038","105911","0.01","","180","31714","2"
"1","0.2","","","31714039","123311","","","wac_birthday_idle_smile","31714","3"
"-340","","","","31714040","123311","0.01","","320","31714","2"
"","","","","31714041","0","","","","31714","93"
"","","","","31714042","800","","","1","31714","32"
"","","","","31714043","0.7","","","","31714","93"
"","","","","31714044","702","","","1","31714","32"
"","","","","31714045","0.5","","","","31714","93"
"0","","","","31714046","se_common","","","se_sys_login_birthday_blow_candle","31714","23"
"","","","","31714047","701","","","0","31714","32"
"","","","","31714048","0.4","","","","31714","93"
"0","","","","31714049","se_common","","","se_sys_login_birthday_cracker","31714","23"
"","","","","31714050","700","","","1","31714","32"
"0","","","","31714051","se_common","","","se_sys_login_birthday_calendar_applause","31714","23"
"0","0.2","","0.2","31714052","105911","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","31714","3"
"","","","","31714053","0.1","","","","31714","93"
"0","0.2","","0.2","31714054","123311","wac_birthday_idle_smile","1","wac_birthday_clap_nea","31714","3"
"","","","","31714055","2","","","","31714","93"
"","","","","31714056","1","","","","31714","131"
"0","","","","31714057","vo_wac_31714","0","","vo_wac_31714_000","31714","21"
"10","0","0.5","0","31714058","118111","1","1","這就是，生日蛋糕……\n我、我很高興……！\n竟然，為了我這種人……\n謝謝……","31714","11"
"","","","","31714059","0","","","","31714","91"
"1","0.2","","","31714060","118111","","","wac_birthday_talk_smile","31714","3"
"0","","","","31714061","vo_wac_31714","0","","vo_wac_31714_001","31714","21"
"10","0","0.5","0","31714062","118111","1","1","我、我想說……機會難得……\n你要不要、一起吃……？\n我想、餵你……","31714","11"
"","","","","31714063","0","","","","31714","91"
"1","0.2","","","31714064","118111","","","wac_birthday_idle_smile","31714","3"
"1","0.2","","","31714065","105911","","","wac_birthday_talk_sad","31714","3"
"0","","","","31714066","vo_wac_31714","0","","vo_wac_31714_002","31714","21"
"10","0","0.5","0","31714067","105911","1","1","餵主人嗎……！？\n唔……沒辦法，\n今天就容許您吧。\n……只能餵一口喔。","31714","11"
"","","","","31714068","0","","","","31714","91"
"1","0.2","","","31714069","105911","","","wac_birthday_idle_sad","31714","3"
"1","0.2","","","31714070","118111","","","wac_birthday_talk_normal","31714","3"
"0","","","","31714071","vo_wac_31714","0","","vo_wac_31714_003","31714","21"
"10","0","0.5","0","31714072","118111","1","1","謝、謝謝……！\n那我馬上，來切蛋糕喔……？\n呵呵……最好吃的地方……\n留給你……♪","31714","11"
"","","","","31714073","10","","","1","31714","93"
"1","0.2","","","31714074","118111","","","wac_birthday_talk_wish","31714","3"
"","","","","31714075","31714072","","","","31714","91"
"","","","","31714076","0","","","","31714","22"
"","","","","32114001","bgm_M321","","","bgm_M321_2C","32114","25"
"250","2","wac_birthday_idle_normal","0","32114002","1","-1000","-70","102611","32114","1"
"256","2","wac_birthday_idle_normal","1","32114003","1","200","-270","105211","32114","1"
"258","2","wac_birthday_idle_smile","1","32114004","1","320","-310","103811","32114","1"
"257","2","wac_birthday_idle_smile","1","32114005","1","440","-290","103311","32114","1"
"","","","","32114006","102611","","","300","32114","13"
"","","","","32114007","105211","","","300","32114","13"
"","","","","32114008","103811","","","300","32114","13"
"","","","","32114009","103311","","","300","32114","13"
"0","0","","","32114010","502","0","1","502","32114","31"
"0","1","","","32114011","600","0","1","600","32114","31"
"0","0","","","32114012","602","0","1","602","32114","31"
"0","0","","","32114013","603","0","1","603","32114","31"
"30","1","","","32114014","604","60","1","604","32114","31"
"0","1","","","32114015","615","0","1","615","32114","31"
"0","0","","","32114016","700","0","1","700","32114","31"
"0","0","","","32114017","701","0","1","701","32114","31"
"0","0","","","32114018","702","0","1","702","32114","31"
"0","0","","","32114019","800","0","1","800","32114","31"
"30","1","","","32114020","955","60","1","955","32114","31"
"","","","","32114021","1","","","","32114","93"
"0","0.2","","0.2","32114022","103811","wac_birthday_reaction_03","1","wac_birthday_reaction_01","32114","3"
"","","","","32114023","0.1","","","","32114","93"
"0","0.2","","0.2","32114024","105211","wac_birthday_reaction_04","1","wac_birthday_reaction_05","32114","3"
"0","0.2","","0.2","32114025","103311","wac_birthday_reaction_03","1","wac_birthday_reaction_02","32114","3"
"","","","","32114026","0.3","","","","32114","93"
"1","0.2","","","32114027","102611","","","wac_birthday_rin_run_01","32114","3"
"-70","","","","32114028","102611","3","","0","32114","2"
"","","","","32114029","2.5","","","","32114","93"
"","","","","32114030","602","","","1","32114","32"
"","","","","32114031","0.6","","","","32114","93"
"","","","","32114032","502","","","1","32114","32"
"","","","","32114033","600","","","0","32114","32"
"","","","","32114034","615","","","0","32114","32"
"","","","","32114035","604","","","0","32114","32"
"","","","","32114036","701","","","1","32114","32"
"0","","","","32114037","955","0.01","","0","32114","33"
"0","0.2","","0.2","32114038","102611","wac_birthday_wish_04","1","wac_birthday_blowout_01","32114","3"
"-330","","","","32114039","102611","0.01","","-200","32114","2"
"1","0.2","","","32114040","105211","","","wac_birthday_idle_normal","32114","3"
"-320","","","","32114041","105211","0.01","","180","32114","2"
"1","0.2","","","32114042","103811","","","wac_birthday_idle_smile","32114","3"
"-360","","","","32114043","103811","0.01","","300","32114","2"
"1","0.2","","","32114044","103311","","","wac_birthday_idle_smile","32114","3"
"-340","","","","32114045","103311","0.01","","420","32114","2"
"","","","","32114046","0","","","","32114","93"
"","","","","32114047","800","","","1","32114","32"
"","","","","32114048","0.7","","","","32114","93"
"","","","","32114049","702","","","1","32114","32"
"","","","","32114050","0.5","","","","32114","93"
"0","","","","32114051","se_common","","","se_sys_login_birthday_blow_candle","32114","23"
"","","","","32114052","701","","","0","32114","32"
"","","","","32114053","0.4","","","","32114","93"
"0","","","","32114054","se_common","","","se_sys_login_birthday_cracker","32114","23"
"","","","","32114055","700","","","1","32114","32"
"0","","","","32114056","se_common","","","se_sys_login_birthday_calendar_applause","32114","23"
"0","0.2","","0.2","32114057","105211","wac_birthday_idle_normal","1","wac_birthday_clap","32114","3"
"","","","","32114058","0.1","","","","32114","93"
"0","0.2","","0.2","32114059","103811","wac_birthday_idle_smile","1","wac_birthday_clap","32114","3"
"","","","","32114060","0.1","","","","32114","93"
"0","0.2","","0.2","32114061","103311","wac_birthday_idle_smile","1","wac_birthday_clap","32114","3"
"","","","","32114062","2","","","","32114","93"
"","","","","32114063","1","","","","32114","131"
"0","","","","32114064","vo_wac_32114","0","","vo_wac_32114_000","32114","21"
"10","0","0.5","0","32114065","102611","1","1","我說啊，那個……\n我平常沒什麼在工作，\n你們卻這樣大肆為我慶祝，\n我覺得很不好意思耶……","32114","11"
"","","","","32114066","0","","","","32114","91"
"1","0.2","","","32114067","102611","","","wac_birthday_idle_normal","32114","3"
"1","0.2","","","32114068","105211","","","wac_birthday_talk_smile","32114","3"
"0","","","","32114069","vo_wac_32114","0","","vo_wac_32114_001","32114","21"
"10","0","0.5","0","32114070","105211","1","1","與其現在才在這裡在意，\n平時好好工作不就好了嘛。\n……這種牢騷就先不說了，\n鈴，祝妳生日快樂♪","32114","11"
"","","","","32114071","0","","","","32114","91"
"1","0.2","","","32114072","105211","","","wac_birthday_idle_smile","32114","3"
"1","0.2","","","32114073","103811","","","wac_birthday_talk_wish","32114","3"
"0","","","","32114074","vo_wac_32114","0","","vo_wac_32114_002","32114","21"
"10","0","0.5","0","32114075","103811","1","1","請不必太過客氣哦。\n因為大家都是想為鈴慶生，\n才鼓足了幹勁準備啊。","32114","11"
"","","","","32114076","0","","","","32114","91"
"1","0.2","","","32114077","103811","","","wac_birthday_idle_wish","32114","3"
"1","0.2","","","32114078","102611","","","wac_birthday_talk_smile","32114","3"
"0","","","","32114079","vo_wac_32114","0","","vo_wac_32114_003","32114","21"
"10","0","0.5","0","32114080","102611","1","1","唔唔……這樣啊……\n既然你們都為我做到這種地步了，\n那麼我也會洗心革面，\n從明年開始好好工作的！","32114","11"
"","","","","32114081","0","","","","32114","91"
"1","0.2","","","32114082","102611","","","wac_birthday_idle_smile","32114","3"
"1","0.2","","","32114083","103311","","","wac_birthday_talk_kyapi","32114","3"
"0","","","","32114084","vo_wac_32114","0","","vo_wac_32114_004","32114","21"
"10","0","0.5","0","32114085","103311","1","1","真、真的嗎！？\n辛苦準備生日派對\n還真是值得啦……呃，嗯？\n等一下，妳說明年？","32114","11"
"","","","","32114086","7","","","1","32114","93"
"1","0.2","","","32114087","103311","","","wac_birthday_talk_sad","32114","3"
"","","","","32114088","32114085","","","","32114","91"
"1","0.2","","","32114089","103311","","","wac_birthday_idle_sad","32114","3"
"1","0.2","","","32114090","102611","","","wac_birthday_talk_normal","32114","3"
"0","","","","32114091","vo_wac_32114","0","","vo_wac_32114_005","32114","21"
"10","0","0.5","0","32114092","102611","1","1","沒錯，從明年開始～\n所以我今年一整年\n也會像平時一樣\n懶散地度過，請多指教～","32114","11"
"","","","","32114093","0","","","","32114","91"
"","","","","32114094","0","","","","32114","22"
"","","","","32314001","bgm_M321","","","bgm_M321_2C","32314","25"
"250","2","wac_birthday_idle_normal","0","32314002","1","-1000","-70","105011","32314","1"
"256","2","wac_birthday_idle_normal","1","32314003","1","230","-270","101611","32314","1"
"257","2","wac_birthday_idle_wish","1","32314004","1","410","-310","101811","32314","1"
"","","","","32314005","105011","","","300","32314","13"
"","","","","32314006","101611","","","300","32314","13"
"","","","","32314007","101811","","","300","32314","13"
"0","0","","","32314008","502","0","1","502","32314","31"
"0","1","","","32314009","600","0","1","600","32314","31"
"0","0","","","32314010","602","0","1","602","32314","31"
"0","0","","","32314011","603","0","1","603","32314","31"
"30","1","","","32314012","604","60","1","604","32314","31"
"0","1","","","32314013","615","0","1","615","32314","31"
"0","0","","","32314014","700","0","1","700","32314","31"
"0","0","","","32314015","701","0","1","701","32314","31"
"0","0","","","32314016","702","0","1","702","32314","31"
"0","0","","","32314017","800","0","1","800","32314","31"
"30","1","","","32314018","956","60","1","956","32314","31"
"","","","","32314019","1","","","","32314","93"
"0","0.2","","0.2","32314020","101811","wac_birthday_reaction_03","1","wac_birthday_reaction_01","32314","3"
"","","","","32314021","0.1","","","","32314","93"
"0","0.2","","0.2","32314022","101611","wac_birthday_reaction_03","1","wac_birthday_reaction_02","32314","3"
"","","","","32314023","0.3","","","","32314","93"
"1","0.2","","","32314024","105011","","","wac_birthday_run_01","32314","3"
"-70","","","","32314025","105011","3","","0","32314","2"
"","","","","32314026","2.5","","","","32314","93"
"","","","","32314027","602","","","1","32314","32"
"","","","","32314028","0.6","","","","32314","93"
"","","","","32314029","502","","","1","32314","32"
"","","","","32314030","600","","","0","32314","32"
"","","","","32314031","615","","","0","32314","32"
"","","","","32314032","604","","","0","32314","32"
"","","","","32314033","701","","","1","32314","32"
"0","","","","32314034","956","0.01","","0","32314","33"
"0","0.2","","0.2","32314035","105011","wac_birthday_wish_02","1","wac_birthday_blowout_01","32314","3"
"-330","","","","32314036","105011","0.01","","-200","32314","2"
"1","0.2","","","32314037","101611","","","wac_birthday_idle_normal","32314","3"
"-320","","","","32314038","101611","0.01","","180","32314","2"
"1","0.2","","","32314039","101811","","","wac_birthday_idle_wish","32314","3"
"-340","","","","32314040","101811","0.01","","320","32314","2"
"","","","","32314041","0","","","","32314","93"
"","","","","32314042","800","","","1","32314","32"
"","","","","32314043","0.7","","","","32314","93"
"","","","","32314044","702","","","1","32314","32"
"","","","","32314045","0.5","","","","32314","93"
"0","","","","32314046","se_common","","","se_sys_login_birthday_blow_candle","32314","23"
"","","","","32314047","701","","","0","32314","32"
"","","","","32314048","0.4","","","","32314","93"
"0","","","","32314049","se_common","","","se_sys_login_birthday_cracker","32314","23"
"","","","","32314050","700","","","1","32314","32"
"0","","","","32314051","se_common","","","se_sys_login_birthday_calendar_applause","32314","23"
"0","0.2","","0.2","32314052","101611","wac_birthday_idle_normal","1","wac_birthday_clap","32314","3"
"","","","","32314053","0.1","","","","32314","93"
"0","0.2","","0.2","32314054","101811","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","32314","3"
"","","","","32314055","2","","","","32314","93"
"","","","","32314056","1","","","","32314","131"
"0","","","","32314057","vo_wac_32314","0","","vo_wac_32314_000","32314","21"
"10","0","0.5","0","32314058","105011","1","1","謝謝你們為我慶生！\n感覺我也已經是個\n出色的淑女了呢♪","32314","11"
"","","","","32314059","0","","","","32314","91"
"1","0.2","","","32314060","105011","","","wac_birthday_idle_smile","32314","3"
"1","0.2","","","32314061","101611","","","wac_birthday_talk_kyapi","32314","3"
"0","","","","32314062","vo_wac_32314","0","","vo_wac_32314_001","32314","21"
"10","0","0.5","0","32314063","101611","1","1","美咲，生日真的恭喜～！\n那飲料先試試咖啡，應該不錯吧？\n人家之前請店家做成大人的口味，\n結果超級苦的！","32314","11"
"","","","","32314064","0","","","","32314","91"
"1","0.2","","","32314065","101611","","","wac_birthday_idle_kyapi","32314","3"
"1","0.2","","","32314066","105011","","","wac_birthday_talk_sad","32314","3"
"0","","","","32314067","vo_wac_32314","0","","vo_wac_32314_002","32314","21"
"10","0","0.5","0","32314068","105011","1","1","咦！？\n那、那個、嗯……\n沒有什麼適合成熟淑女的果汁嗎？\n雖然會苦的也不是不行！","32314","11"
"","","","","32314069","0","","","","32314","91"
"1","0.2","","","32314070","105011","","","wac_birthday_idle_sad","32314","3"
"1","0.2","","","32314071","101811","","","wac_birthday_talk_smile","32314","3"
"0","","","","32314072","vo_wac_32314","0","","vo_wac_32314_003","32314","21"
"10","0","0.5","0","32314073","101811","1","1","呵呵，確實有哦♪\n像這樣在時髦的玻璃杯中\n注入葡萄汁……\n看，很有大人的感覺吧？","32314","11"
"","","","","32314074","0","","","","32314","91"
"1","0.2","","","32314075","101811","","","wac_birthday_idle_smile","32314","3"
"1","0.2","","","32314076","105011","","","wac_birthday_talk_smile","32314","3"
"0","","","","32314077","vo_wac_32314","0","","vo_wac_32314_004","32314","21"
"10","0","0.5","0","32314078","105011","1","1","真的耶，很有那種感覺！\n嘿嘿，來拍個照吧～♪\n你也要一起拍嗎？","32314","11"
"","","","","32314079","0","","","","32314","91"
"","","","","32314080","0","","","","32314","22"
"","","","","33214001","bgm_M321","","","bgm_M321_2C","33214","25"
"250","2","wac_birthday_idle_normal","0","33214002","1","-1000","-70","100311","33214","1"
"256","2","wac_birthday_idle_wish","1","33214003","1","230","-270","100211","33214","1"
"257","2","wac_birthday_idle_smile","1","33214004","1","410","-310","100111","33214","1"
"","","","","33214005","100311","","","300","33214","13"
"","","","","33214006","100211","","","300","33214","13"
"","","","","33214007","100111","","","300","33214","13"
"0","0","","","33214008","502","0","1","502","33214","31"
"0","1","","","33214009","600","0","1","600","33214","31"
"0","0","","","33214010","602","0","1","602","33214","31"
"0","0","","","33214011","603","0","1","603","33214","31"
"30","1","","","33214012","604","60","1","604","33214","31"
"0","1","","","33214013","615","0","1","615","33214","31"
"0","0","","","33214014","700","0","1","700","33214","31"
"0","0","","","33214015","701","0","1","701","33214","31"
"0","0","","","33214016","702","0","1","702","33214","31"
"0","0","","","33214017","800","0","1","800","33214","31"
"30","1","","","33214018","957","60","1","957","33214","31"
"","","","","33214019","1","","","","33214","93"
"0","0.2","","0.2","33214020","100111","wac_birthday_reaction_03","1","wac_birthday_reaction_02","33214","3"
"","","","","33214021","0.1","","","","33214","93"
"0","0.2","","0.2","33214022","100211","wac_birthday_reaction_04","1","wac_birthday_reaction_01","33214","3"
"","","","","33214023","0.3","","","","33214","93"
"1","0.2","","","33214024","100311","","","wac_birthday_rei_run_01","33214","3"
"-70","","","","33214025","100311","3","","0","33214","2"
"","","","","33214026","2.5","","","","33214","93"
"","","","","33214027","602","","","1","33214","32"
"","","","","33214028","0.6","","","","33214","93"
"","","","","33214029","502","","","1","33214","32"
"","","","","33214030","600","","","0","33214","32"
"","","","","33214031","615","","","0","33214","32"
"","","","","33214032","604","","","0","33214","32"
"","","","","33214033","701","","","1","33214","32"
"0","","","","33214034","957","0.01","","0","33214","33"
"0","0.2","","0.2","33214035","100311","wac_birthday_wish_05","1","wac_birthday_blowout_01","33214","3"
"-330","","","","33214036","100311","0.01","","-200","33214","2"
"1","0.2","","","33214037","100211","","","wac_birthday_idle_wish","33214","3"
"-320","","","","33214038","100211","0.01","","180","33214","2"
"1","0.2","","","33214039","100111","","","wac_birthday_idle_smile","33214","3"
"-340","","","","33214040","100111","0.01","","320","33214","2"
"","","","","33214041","0","","","","33214","93"
"","","","","33214042","800","","","1","33214","32"
"","","","","33214043","0.7","","","","33214","93"
"","","","","33214044","702","","","1","33214","32"
"","","","","33214045","0.5","","","","33214","93"
"0","","","","33214046","se_common","","","se_sys_login_birthday_blow_candle","33214","23"
"","","","","33214047","701","","","0","33214","32"
"","","","","33214048","0.4","","","","33214","93"
"0","","","","33214049","se_common","","","se_sys_login_birthday_cracker","33214","23"
"","","","","33214050","700","","","1","33214","32"
"0","","","","33214051","se_common","","","se_sys_login_birthday_calendar_applause","33214","23"
"0","0.2","","0.2","33214052","100211","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","33214","3"
"","","","","33214053","0.1","","","","33214","93"
"0","0.2","","0.2","33214054","100111","wac_birthday_idle_smile","1","wac_birthday_clap","33214","3"
"","","","","33214055","2","","","","33214","93"
"","","","","33214056","1","","","","33214","131"
"0","","","","33214057","vo_wac_33214","0","","vo_wac_33214_000","33214","21"
"10","0","0.5","0","33214058","100311","1","1","謝謝你們今天為我準備了\n這麼棒的生日蛋糕。\n那個……抱歉，總覺得太害羞了，\n所以沒辦法表達得很好。","33214","11"
"","","","","33214059","0","","","","33214","91"
"1","0.2","","","33214060","100311","","","wac_birthday_idle_normal","33214","3"
"1","0.2","","","33214061","100211","","","wac_birthday_talk_smile","33214","3"
"0","","","","33214062","vo_wac_33214","0","","vo_wac_33214_001","33214","21"
"10","0","0.5","0","33214063","100211","1","1","沒關係的。\n看怜妳現在的表情，\n就知道妳非常高興了♪","33214","11"
"","","","","33214064","0","","","","33214","91"
"1","0.2","","","33214065","100211","","","wac_birthday_idle_smile","33214","3"
"1","0.2","","","33214066","100111","","","wac_birthday_talk_doya","33214","3"
"0","","","","33214067","vo_wac_33214","0","","vo_wac_33214_002","33214","21"
"10","0","0.5","0","33214068","100111","1","1","難得能看到怜滿臉通紅的模樣呢～\n來吧來吧，騎士先生也要牢牢地\n把這副模樣烙印在腦海裡喔♪","33214","11"
"","","","","33214069","0","","","","33214","91"
"1","0.2","","","33214070","100111","","","wac_birthday_idle_doya","33214","3"
"1","0.2","","","33214071","100311","","","wac_birthday_talk_wish","33214","3"
"0","","","","33214072","vo_wac_33214","0","","vo_wac_33214_003","33214","21"
"10","0","0.5","0","33214073","100311","1","1","日、日和妳別這樣……！\n你也別把這種話當真，\n別目不轉睛地盯著我看！\n我的表情會變得更奇怪的……！","33214","11"
"","","","","33214074","0","","","","33214","91"
"","","","","33214075","0","","","","33214","22"
"","","","","34314001","bgm_M321","","","bgm_M321_2C","34314","25"
"250","2","wac_birthday_idle_normal","0","34314002","1","-1000","-70","100711","34314","1"
"256","2","wac_birthday_idle_normal","1","34314003","1","170","-260","100611","34314","1"
"259","2","wac_birthday_idle_wish","1","34314004","1","270","-310","102211","34314","1"
"257","2","wac_birthday_idle_smile","1","34314005","1","385","-270","103111","34314","1"
"258","2","wac_birthday_idle_smile","1","34314006","1","510","-310","104411","34314","1"
"","","","","34314007","100711","","","300","34314","13"
"","","","","34314008","100611","","","300","34314","13"
"","","","","34314009","102211","","","300","34314","13"
"","","","","34314010","103111","","","300","34314","13"
"","","","","34314011","104411","","","300","34314","13"
"0","0","","","34314012","502","0","1","502","34314","31"
"0","1","","","34314013","600","0","1","600","34314","31"
"0","0","","","34314014","602","0","1","602","34314","31"
"0","0","","","34314015","603","0","1","603","34314","31"
"30","1","","","34314016","604","60","1","604","34314","31"
"0","1","","","34314017","615","0","1","615","34314","31"
"0","0","","","34314018","700","0","1","700","34314","31"
"0","0","","","34314019","701","0","1","701","34314","31"
"0","0","","","34314020","702","0","1","702","34314","31"
"0","0","","","34314021","800","0","1","800","34314","31"
"30","1","","","34314022","958","60","1","958","34314","31"
"","","","","34314023","1","","","","34314","93"
"0","0.2","","0.2","34314024","102211","wac_birthday_reaction_03","1","wac_birthday_reaction_05","34314","3"
"0","0.2","","0.2","34314025","100611","wac_birthday_reaction_03","1","wac_birthday_reaction_01","34314","3"
"","","","","34314026","0.1","","","","34314","93"
"0","0.2","","0.2","34314027","103111","wac_birthday_reaction_04","1","wac_birthday_reaction_01","34314","3"
"0","0.2","","0.2","34314028","104411","wac_birthday_reaction_03","1","wac_birthday_reaction_02","34314","3"
"","","","","34314029","0.3","","","","34314","93"
"1","0.2","","","34314030","100711","","","wac_birthday_run_01","34314","3"
"-70","","","","34314031","100711","3","","0","34314","2"
"","","","","34314032","2.5","","","","34314","93"
"","","","","34314033","602","","","1","34314","32"
"","","","","34314034","0.6","","","","34314","93"
"","","","","34314035","502","","","1","34314","32"
"","","","","34314036","600","","","0","34314","32"
"","","","","34314037","615","","","0","34314","32"
"","","","","34314038","604","","","0","34314","32"
"","","","","34314039","701","","","1","34314","32"
"0","","","","34314040","958","0.01","","0","34314","33"
"0","0.2","","0.2","34314041","100711","wac_birthday_wish_02","1","wac_birthday_blowout_02","34314","3"
"-330","","","","34314042","100711","0.01","","-200","34314","2"
"1","0.2","","","34314043","100611","","","wac_birthday_idle_normal","34314","3"
"-320","","","","34314044","100611","0.01","","150","34314","2"
"1","0.2","","","34314045","102211","","","wac_birthday_idle_wish","34314","3"
"-360","","","","34314046","102211","0.01","","250","34314","2"
"1","0.2","","","34314047","103111","","","wac_birthday_idle_smile","34314","3"
"-320","","","","34314048","103111","0.01","","370","34314","2"
"1","0.2","","","34314049","104411","","","wac_birthday_idle_smile","34314","3"
"-360","","","","34314050","104411","0.01","","490","34314","2"
"","","","","34314051","0","","","","34314","93"
"","","","","34314052","800","","","1","34314","32"
"","","","","34314053","0.7","","","","34314","93"
"","","","","34314054","702","","","1","34314","32"
"","","","","34314055","0.5","","","","34314","93"
"0","","","","34314056","se_common","","","se_sys_login_birthday_blow_candle","34314","23"
"","","","","34314057","701","","","0","34314","32"
"","","","","34314058","0.4","","","","34314","93"
"0","","","","34314059","se_common","","","se_sys_login_birthday_cracker","34314","23"
"","","","","34314060","700","","","1","34314","32"
"0","","","","34314061","se_common","","","se_sys_login_birthday_calendar_applause","34314","23"
"0","0.2","","0.2","34314062","100611","wac_birthday_idle_normal","1","wac_birthday_clap","34314","3"
"0","0.2","","0.2","34314063","103111","wac_birthday_idle_smile","1","wac_birthday_clap","34314","3"
"","","","","34314064","0.1","","","","34314","93"
"0","0.2","","0.2","34314065","102211","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","34314","3"
"","","","","34314066","0.1","","","","34314","93"
"0","0.2","","0.2","34314067","104411","wac_birthday_idle_smile","1","wac_birthday_clap","34314","3"
"","","","","34314068","2","","","","34314","93"
"","","","","34314069","1","","","","34314","131"
"0","","","","34314070","vo_wac_34314","0","","vo_wac_34314_000","34314","21"
