70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10115007","30","91002","8","71115003"
"10115008","1","22002","2","71115003"
"10115009","30","91002","8","71115004"
"10115010","1","22002","2","71115004"
"10115011","30","91002","8","71115005"
"10115012","1","22002","2","71115005"
"10115013","30","91002","8","71115006"
"10115014","1","22002","2","71115006"
"10115015","30","91002","8","71115007"
"10115016","1","22002","2","71115007"
"10115017","30","91002","8","71115008"
"10115018","1","22002","2","71115008"
"10115019","30","91002","8","71115009"
"10115020","1","22002","2","71115009"
"10115021","30","91002","8","71115010"
"10115022","1","22002","2","71115010"
"10115023","30","91002","8","71115011"
"10115024","1","22002","2","71115011"
"10115025","30","91002","8","71115012"
"10115026","1","22002","2","71115012"
"10115027","30","91002","8","71115013"
"10115028","1","22002","2","71115013"
"10115029","30","91002","8","71115014"
"10115030","1","22002","2","71115014"
"10115031","30","91002","8","71115015"
"10115032","1","22002","2","71115015"
"10115033","60","91002","8","71115016"
"10115034","2","22002","2","71115016"
"10115035","60","91002","8","71115017"
"10115036","2","22002","2","71115017"
"10115037","60","91002","8","71115018"
"10115038","2","22002","2","71115018"
"10115039","60","91002","8","71115019"
"10115040","2","22002","2","71115019"
"10115041","60","91002","8","71115020"
"10115042","2","22002","2","71115020"
"10115043","50000","94002","12","71115021"
"10115044","100000","94002","12","71115022"
"10115045","150000","94002","12","71115023"
"10115046","200000","94002","12","71115024"
"10115047","250000","94002","12","71115025"
"10115048","50","91002","8","71115026"
"10115049","1","31128","2","71115027"
"10115050","1","31128","2","71115028"
"10115051","1","31128","2","71115029"
"10115052","1","31128","2","71115030"
"10115053","1","31128","2","71115031"
"10115054","4","31128","2","71115032"
"10115055","1","2818","7","71115033"
"10115056","1","31128","2","81115001"
"10115057","25","91002","8","81115001"
"10115058","50","61142","2","81115002"
"10115059","30000","94002","12","81115002"
"10115060","50","61142","2","81115003"
"10115061","30000","94002","12","81115003"
"10115062","1","31128","2","81115004"
"10115063","25","91002","8","81115004"
"10115064","50","61142","2","81115005"
"10115065","30000","94002","12","81115005"
"10115066","50","61142","2","81115006"
"10115067","30000","94002","12","81115006"
"10115068","1","31128","2","81115007"
"10115069","25","91002","8","81115007"
"10115070","50","91002","8","81115008"
"10116001","5","61152","2","61116001"
"10116002","5","61152","2","61116002"
"10116003","30","91002","8","71116001"
"10116004","1","22002","2","71116001"
"10116005","30","91002","8","71116002"
"10116006","1","22002","2","71116002"
"10116007","30","91002","8","71116003"
"10116008","1","22002","2","71116003"
"10116009","30","91002","8","71116004"
"10116010","1","22002","2","71116004"
"10116011","30","91002","8","71116005"
"10116012","1","22002","2","71116005"
"10116013","30","91002","8","71116006"
"10116014","1","22002","2","71116006"
"10116015","30","91002","8","71116007"
"10116016","1","22002","2","71116007"
"10116017","30","91002","8","71116008"
"10116018","1","22002","2","71116008"
"10116019","30","91002","8","71116009"
"10116020","1","22002","2","71116009"
"10116021","30","91002","8","71116010"
"10116022","1","22002","2","71116010"
"10116023","30","91002","8","71116011"
"10116024","1","22002","2","71116011"
"10116025","30","91002","8","71116012"
"10116026","1","22002","2","71116012"
"10116027","30","91002","8","71116013"
"10116028","1","22002","2","71116013"
"10116029","30","91002","8","71116014"
"10116030","1","22002","2","71116014"
"10116031","30","91002","8","71116015"
"10116032","1","22002","2","71116015"
"10116033","60","91002","8","71116016"
"10116034","2","22002","2","71116016"
"10116035","60","91002","8","71116017"
"10116036","2","22002","2","71116017"
"10116037","60","91002","8","71116018"
"10116038","2","22002","2","71116018"
"10116039","60","91002","8","71116019"
"10116040","2","22002","2","71116019"
"10116041","60","91002","8","71116020"
"10116042","2","22002","2","71116020"
"10116043","50000","94002","12","71116021"
"10116044","100000","94002","12","71116022"
"10116045","150000","94002","12","71116023"
"10116046","200000","94002","12","71116024"
"10116047","250000","94002","12","71116025"
"10116048","50","91002","8","71116026"
"10116049","1","31012","2","71116027"
"10116050","1","31012","2","71116028"
"10116051","2","31012","2","71116029"
"10116052","2","31012","2","71116030"
"10116053","4","31012","2","71116031"
"10116054","10","31012","2","71116032"
"10116055","65","61152","2","81116001"
"10116056","20000","94002","12","81116001"
"10116057","65","61152","2","81116002"
"10116058","20000","94002","12","81116002"
"10116059","2","31012","2","81116003"
"10116060","30","91002","8","81116003"
"10116061","65","61152","2","81116004"
"10116062","20000","94002","12","81116004"
"10116063","65","61152","2","81116005"
"10116064","20000","94002","12","81116005"
"10116065","2","31012","2","81116006"
"10116066","30","91002","8","81116006"
"10116067","70","61152","2","81116007"
"10116068","20000","94002","12","81116007"
"10116069","70","61152","2","81116008"
"10116070","20000","94002","12","81116008"
"10116071","2","31012","2","81116009"
"10116072","30","91002","8","81116009"
"10116073","100","91002","8","81116010"
"10117001","5","61162","2","61117001"
"10117002","5","61162","2","61117002"
"10117003","30","91002","8","71117001"
"10117004","1","22002","2","71117001"
"10117005","30","91002","8","71117002"
"10117006","1","22002","2","71117002"
"10117007","30","91002","8","71117003"
"10117008","1","22002","2","71117003"
"10117009","30","91002","8","71117004"
"10117010","1","22002","2","71117004"
"10117011","30","91002","8","71117005"
"10117012","1","22002","2","71117005"
"10117013","30","91002","8","71117006"
"10117014","1","22002","2","71117006"
"10117015","30","91002","8","71117007"
"10117016","1","22002","2","71117007"
"10117017","30","91002","8","71117008"
"10117018","1","22002","2","71117008"
"10117019","30","91002","8","71117009"
"10117020","1","22002","2","71117009"
"10117021","30","91002","8","71117010"
"10117022","1","22002","2","71117010"
"10117023","30","91002","8","71117011"
"10117024","1","22002","2","71117011"
"10117025","30","91002","8","71117012"
"10117026","1","22002","2","71117012"
"10117027","30","91002","8","71117013"
"10117028","1","22002","2","71117013"
"10117029","30","91002","8","71117014"
"10117030","1","22002","2","71117014"
"10117031","30","91002","8","71117015"
"10117032","1","22002","2","71117015"
"10117033","60","91002","8","71117016"
"10117034","2","22002","2","71117016"
"10117035","60","91002","8","71117017"
"10117036","2","22002","2","71117017"
"10117037","60","91002","8","71117018"
"10117038","2","22002","2","71117018"
"10117039","60","91002","8","71117019"
"10117040","2","22002","2","71117019"
"10117041","60","91002","8","71117020"
"10117042","2","22002","2","71117020"
"10117043","50000","94002","12","71117021"
"10117044","100000","94002","12","71117022"
"10117045","150000","94002","12","71117023"
"10117046","200000","94002","12","71117024"
"10117047","250000","94002","12","71117025"
"10117048","50","91002","8","71117026"
"10117049","1","31065","2","71117027"
"10117050","1","31065","2","71117028"
"10117051","1","31065","2","71117029"
"10117052","1","31065","2","71117030"
"10117053","1","31065","2","71117031"
"10117054","4","31065","2","71117033"
"10117055","50","61162","2","81117001"
"10117056","30000","94002","12","81117001"
"10117057","50","61162","2","81117002"
"10117058","30000","94002","12","81117002"
"10117059","1","31065","2","81117003"
"10117060","25","91002","8","81117003"
"10117061","1","31065","2","81117004"
"10117062","25","91002","8","81117004"
"10117063","50","61162","2","81117005"
"10117064","30000","94002","12","81117005"
"10117065","50","61162","2","81117006"
"10117066","30000","94002","12","81117006"
"10117067","1","31065","2","81117007"
"10117068","25","91002","8","81117007"
"10117069","50","91002","8","81117008"
"10118001","5","61172","2","61118001"
"10118002","5","61172","2","61118002"
"10118003","30","91002","8","71118001"
"10118004","1","22002","2","71118001"
"10118005","30","91002","8","71118002"
"10118006","1","22002","2","71118002"
"10118007","30","91002","8","71118003"
"10118008","1","22002","2","71118003"
"10118009","30","91002","8","71118004"
"10118010","1","22002","2","71118004"
"10118011","30","91002","8","71118005"
"10118012","1","22002","2","71118005"
"10118013","30","91002","8","71118006"
"10118014","1","22002","2","71118006"
"10118015","30","91002","8","71118007"
"10118016","1","22002","2","71118007"
"10118017","30","91002","8","71118008"
"10118018","1","22002","2","71118008"
"10118019","30","91002","8","71118009"
"10118020","1","22002","2","71118009"
"10118021","30","91002","8","71118010"
"10118022","1","22002","2","71118010"
"10118023","30","91002","8","71118011"
"10118024","1","22002","2","71118011"
"10118025","30","91002","8","71118012"
"10118026","1","22002","2","71118012"
"10118027","30","91002","8","71118013"
"10118028","1","22002","2","71118013"
"10118029","30","91002","8","71118014"
"10118030","1","22002","2","71118014"
"10118031","30","91002","8","71118015"
"10118032","1","22002","2","71118015"
"10118033","60","91002","8","71118016"
"10118034","2","22002","2","71118016"
"10118035","60","91002","8","71118017"
"10118036","2","22002","2","71118017"
"10118037","60","91002","8","71118018"
"10118038","2","22002","2","71118018"
"10118039","60","91002","8","71118019"
"10118040","2","22002","2","71118019"
"10118041","60","91002","8","71118020"
"10118042","2","22002","2","71118020"
"10118043","50000","94002","12","71118021"
"10118044","100000","94002","12","71118022"
"10118045","150000","94002","12","71118023"
"10118046","200000","94002","12","71118024"
"10118047","250000","94002","12","71118025"
"10118048","50","91002","8","71118026"
"10118049","1","31257","2","71118027"
"10118050","1","31257","2","71118028"
"10118051","2","31257","2","71118029"
"10118052","2","31257","2","71118030"
"10118053","4","31257","2","71118031"
"10118054","1","125701","1","71118032"
"10118055","10","31257","2","71118033"
"10118056","65","61172","2","81181001"
"10118057","20000","94002","12","81181001"
"10118058","65","61172","2","81181002"
"10118059","20000","94002","12","81181002"
"10118060","2","31257","2","81181003"
"10118061","30","91002","8","81181003"
"10118062","65","61172","2","81181004"
"10118063","20000","94002","12","81181004"
"10118064","65","61172","2","81181005"
"10118065","20000","94002","12","81181005"
"10118066","2","31257","2","81181006"
"10118067","30","91002","8","81181006"
"10118068","70","61172","2","81181007"
"10118069","20000","94002","12","81181007"
"10118070","70","61172","2","81181008"
"10118071","20000","94002","12","81181008"
"10118072","2","31257","2","81181009"
"10118073","30","91002","8","81181009"
"10118074","100","91002","8","81181010"
"10119001","5","61182","2","61119001"
"10119002","5","61182","2","61119002"
"10119003","30","91002","8","71119001"
"10119004","1","22002","2","71119001"
"10119005","30","91002","8","71119002"
"10119006","1","22002","2","71119002"
"10119007","30","91002","8","71119003"
"10119008","1","22002","2","71119003"
"10119009","30","91002","8","71119004"
"10119010","1","22002","2","71119004"
"10119011","30","91002","8","71119005"
"10119012","1","22002","2","71119005"
"10119013","30","91002","8","71119006"
"10119014","1","22002","2","71119006"
"10119015","30","91002","8","71119007"
"10119016","1","22002","2","71119007"
"10119017","30","91002","8","71119008"
"10119018","1","22002","2","71119008"
"10119019","30","91002","8","71119009"
"10119020","1","22002","2","71119009"
"10119021","30","91002","8","71119010"
"10119022","1","22002","2","71119010"
"10119023","30","91002","8","71119011"
"10119024","1","22002","2","71119011"
"10119025","30","91002","8","71119012"
"10119026","1","22002","2","71119012"
"10119027","30","91002","8","71119013"
"10119028","1","22002","2","71119013"
"10119029","30","91002","8","71119014"
"10119030","1","22002","2","71119014"
"10119031","30","91002","8","71119015"
"10119032","1","22002","2","71119015"
"10119033","60","91002","8","71119016"
"10119034","2","22002","2","71119016"
"10119035","60","91002","8","71119017"
"10119036","2","22002","2","71119017"
"10119037","60","91002","8","71119018"
"10119038","2","22002","2","71119018"
"10119039","60","91002","8","71119019"
"10119040","2","22002","2","71119019"
"10119041","60","91002","8","71119020"
"10119042","2","22002","2","71119020"
"10119043","50000","94002","12","71119021"
"10119044","100000","94002","12","71119022"
"10119045","150000","94002","12","71119023"
"10119046","200000","94002","12","71119024"
"10119047","250000","94002","12","71119025"
"10119048","50","91002","8","71119026"
"10119049","1","31014","2","71119027"
"10119050","1","31014","2","71119028"
"10119051","1","31014","2","71119029"
"10119052","1","31014","2","71119030"
"10119053","1","31014","2","71119031"
"10119054","4","31014","2","71119032"
"10119055","50","61182","2","81119001"
"10119056","30000","94002","12","81119001"
"10119057","50","61182","2","81119002"
"10119058","30000","94002","12","81119002"
"10119059","1","31014","2","81119003"
"10119060","25","91002","8","81119003"
"10119061","1","31014","2","81119004"
"10119062","25","91002","8","81119004"
"10119063","50","61182","2","81119005"
"10119064","30000","94002","12","81119005"
"10119065","50","61182","2","81119006"
"10119066","30000","94002","12","81119006"
"10119067","1","31014","2","81119007"
"10119068","25","91002","8","81119007"
"10119069","50","91002","8","81119008"
"10120001","5","61192","2","61120001"
"10120002","5","61192","2","61120002"
"10120003","30","91002","8","71120001"
"10120004","1","22002","2","71120001"
"10120005","30","91002","8","71120002"
"10120006","1","22002","2","71120002"
"10120007","30","91002","8","71120003"
"10120008","1","22002","2","71120003"
"10120009","30","91002","8","71120004"
"10120010","1","22002","2","71120004"
"10120011","30","91002","8","71120005"
"10120012","1","22002","2","71120005"
"10120013","30","91002","8","71120006"
"10120014","1","22002","2","71120006"
"10120015","30","91002","8","71120007"
"10120016","1","22002","2","71120007"
"10120017","30","91002","8","71120008"
"10120018","1","22002","2","71120008"
"10120019","30","91002","8","71120009"
"10120020","1","22002","2","71120009"
"10120021","30","91002","8","71120010"
"10120022","1","22002","2","71120010"
"10120023","30","91002","8","71120011"
"10120024","1","22002","2","71120011"
"10120025","30","91002","8","71120012"
"10120026","1","22002","2","71120012"
"10120027","30","91002","8","71120013"
"10120028","1","22002","2","71120013"
"10120029","30","91002","8","71120014"
"10120030","1","22002","2","71120014"
"10120031","30","91002","8","71120015"
"10120032","1","22002","2","71120015"
"10120033","60","91002","8","71120016"
"10120034","2","22002","2","71120016"
"10120035","60","91002","8","71120017"
"10120036","2","22002","2","71120017"
"10120037","60","91002","8","71120018"
"10120038","2","22002","2","71120018"
"10120039","60","91002","8","71120019"
"10120040","2","22002","2","71120019"
"10120041","60","91002","8","71120020"
"10120042","2","22002","2","71120020"
"10120043","50000","94002","12","71120021"
"10120044","100000","94002","12","71120022"
"10120045","150000","94002","12","71120023"
"10120046","200000","94002","12","71120024"
"10120047","250000","94002","12","71120025"
"10120048","50","91002","8","71120026"
"10120049","1","31044","2","71120027"
"10120050","1","31044","2","71120028"
"10120051","2","31044","2","71120029"
"10120052","2","31044","2","71120030"
"10120053","4","31044","2","71120031"
"10120054","10","31044","2","71120033"
"10120055","100","61192","2","81120001"
"10120056","30000","94002","12","81120001"
"10120057","100","61192","2","81120002"
"10120058","30000","94002","12","81120002"
"10120059","2","31044","2","81120003"
"10120060","30","91002","8","81120003"
"10120061","2","31044","2","81120004"
"10120062","30","91002","8","81120004"
"10120063","100","61192","2","81120005"
"10120064","30000","94002","12","81120005"
"10120065","100","61192","2","81120006"
"10120066","30000","94002","12","81120006"
"10120067","2","31044","2","81120007"
"10120068","30","91002","8","81120007"
"10120069","100","91002","8","81120008"
"10121001","5","61202","2","61121001"
"10121002","5","61202","2","61121002"
"10121003","30","91002","8","71121001"
"10121004","1","22002","2","71121001"
"10121005","30","91002","8","71121002"
"10121006","1","22002","2","71121002"
"10121007","30","91002","8","71121003"
"10121008","1","22002","2","71121003"
"10121009","30","91002","8","71121004"
"10121010","1","22002","2","71121004"
"10121011","30","91002","8","71121005"
"10121012","1","22002","2","71121005"
"10121013","30","91002","8","71121006"
"10121014","1","22002","2","71121006"
"10121015","30","91002","8","71121007"
"10121016","1","22002","2","71121007"
"10121017","30","91002","8","71121008"
"10121018","1","22002","2","71121008"
"10121019","30","91002","8","71121009"
"10121020","1","22002","2","71121009"
"10121021","30","91002","8","71121010"
"10121022","1","22002","2","71121010"
"10121023","30","91002","8","71121011"
"10121024","1","22002","2","71121011"
"10121025","30","91002","8","71121012"
"10121026","1","22002","2","71121012"
"10121027","30","91002","8","71121013"
"10121028","1","22002","2","71121013"
"10121029","30","91002","8","71121014"
"10121030","1","22002","2","71121014"
"10121031","30","91002","8","71121015"
"10121032","1","22002","2","71121015"
"10121033","60","91002","8","71121016"
"10121034","2","22002","2","71121016"
"10121035","60","91002","8","71121017"
"10121036","2","22002","2","71121017"
"10121037","60","91002","8","71121018"
"10121038","2","22002","2","71121018"
"10121039","60","91002","8","71121019"
"10121040","2","22002","2","71121019"
"10121041","60","91002","8","71121020"
"10121042","2","22002","2","71121020"
"10121043","50000","94002","12","71121021"
"10121044","100000","94002","12","71121022"
"10121045","150000","94002","12","71121023"
"10121046","200000","94002","12","71121024"
"10121047","250000","94002","12","71121025"
"10121048","50","91002","8","71121026"
"10121049","1","31221","2","71121027"
"10121050","1","31221","2","71121028"
"10121051","1","31221","2","71121029"
"10121052","1","31221","2","71121030"
"10121053","1","31221","2","71121031"
"10121054","1","122101","1","71121032"
"10121055","1","2100941","19","71121033"
"10121056","4","31221","2","71121034"
"10121057","1","31221","2","81121001"
"10121058","25","91002","8","81121001"
"10121059","50","61202","2","81121002"
"10121060","30000","94002","12","81121002"
"10121061","50","61202","2","81121003"
"10121062","30000","94002","12","81121003"
"10121063","1","31221","2","81121004"
"10121064","25","91002","8","81121004"
"10121065","50","61202","2","81121005"
"10121066","30000","94002","12","81121005"
"10121067","50","61202","2","81121006"
"10121068","30000","94002","12","81121006"
"10121069","1","31221","2","81121007"
"10121070","25","91002","8","81121007"
"10121071","50","91002","8","81121008"
"10122001","5","61212","2","61122001"
"10122002","5","61212","2","61122002"
"10122003","30","91002","8","71122001"
"10122004","1","22002","2","71122001"
"10122005","30","91002","8","71122002"
"10122006","1","22002","2","71122002"
"10122007","30","91002","8","71122003"
"10122008","1","22002","2","71122003"
"10122009","30","91002","8","71122004"
"10122010","1","22002","2","71122004"
"10122011","30","91002","8","71122005"
"10122012","1","22002","2","71122005"
"10122013","30","91002","8","71122006"
"10122014","1","22002","2","71122006"
"10122015","30","91002","8","71122007"
"10122016","1","22002","2","71122007"
"10122017","30","91002","8","71122008"
"10122018","1","22002","2","71122008"
"10122019","30","91002","8","71122009"
"10122020","1","22002","2","71122009"
"10122021","30","91002","8","71122010"
"10122022","1","22002","2","71122010"
"10122023","30","91002","8","71122011"
"10122024","1","22002","2","71122011"
"10122025","30","91002","8","71122012"
"10122026","1","22002","2","71122012"
"10122027","30","91002","8","71122013"
"10122028","1","22002","2","71122013"
"10122029","30","91002","8","71122014"
"10122030","1","22002","2","71122014"
"10122031","30","91002","8","71122015"
"10122032","1","22002","2","71122015"
"10122033","60","91002","8","71122016"
"10122034","2","22002","2","71122016"
"10122035","60","91002","8","71122017"
"10122036","2","22002","2","71122017"
"10122037","60","91002","8","71122018"
"10122038","2","22002","2","71122018"
"10122039","60","91002","8","71122019"
"10122040","2","22002","2","71122019"
"10122041","60","91002","8","71122020"
"10122042","2","22002","2","71122020"
"10122043","50000","94002","12","71122021"
"10122044","100000","94002","12","71122022"
"10122045","150000","94002","12","71122023"
"10122046","200000","94002","12","71122024"
"10122047","250000","94002","12","71122025"
"10122048","50","91002","8","71122026"
"10122049","1","31267","2","71122027"
"10122050","1","31267","2","71122028"
"10122051","2","31267","2","71122029"
"10122052","2","31267","2","71122030"
"10122053","4","31267","2","71122031"
"10122054","1","126701","1","71122032"
"10122055","10","31267","2","71122033"
"10122056","2","31267","2","81122001"
"10122057","30","91002","8","81122001"
"10122058","2","31267","2","81122002"
"10122059","30","91002","8","81122002"
"10122060","100","61212","2","81122003"
"10122061","30000","94002","12","81122003"
"10122062","100","61212","2","81122004"
"10122063","30000","94002","12","81122004"
"10122064","2","31267","2","81122005"
"10122065","30","91002","8","81122005"
"10122066","100","61212","2","81122006"
"10122067","30000","94002","12","81122006"
"10122068","100","61212","2","81122007"
"10122069","30000","94002","12","81122007"
"10122070","2","31267","2","81122008"
"10122071","30","91002","8","81122008"
"10122072","100","91002","8","81122009"
"10123001","5","61222","2","61123001"
"10123002","5","61222","2","61123002"
"10123003","30","91002","8","71123001"
"10123004","1","22002","2","71123001"
"10123005","30","91002","8","71123002"
"10123006","1","22002","2","71123002"
"10123007","30","91002","8","71123003"
"10123008","1","22002","2","71123003"
"10123009","30","91002","8","71123004"
"10123010","1","22002","2","71123004"
"10123011","30","91002","8","71123005"
"10123012","1","22002","2","71123005"
"10123013","30","91002","8","71123006"
"10123014","1","22002","2","71123006"
"10123015","30","91002","8","71123007"
"10123016","1","22002","2","71123007"
"10123017","30","91002","8","71123008"
"10123018","1","22002","2","71123008"
"10123019","30","91002","8","71123009"
"10123020","1","22002","2","71123009"
"10123021","30","91002","8","71123010"
"10123022","1","22002","2","71123010"
"10123023","30","91002","8","71123011"
"10123024","1","22002","2","71123011"
"10123025","30","91002","8","71123012"
"10123026","1","22002","2","71123012"
"10123027","30","91002","8","71123013"
"10123028","1","22002","2","71123013"
"10123029","30","91002","8","71123014"
"10123030","1","22002","2","71123014"
"10123031","30","91002","8","71123015"
"10123032","1","22002","2","71123015"
"10123033","60","91002","8","71123016"
"10123034","2","22002","2","71123016"
"10123035","60","91002","8","71123017"
"10123036","2","22002","2","71123017"
"10123037","60","91002","8","71123018"
"10123038","2","22002","2","71123018"
"10123039","60","91002","8","71123019"
"10123040","2","22002","2","71123019"
"10123041","60","91002","8","71123020"
"10123042","2","22002","2","71123020"
"10123043","50000","94002","12","71123021"
"10123044","100000","94002","12","71123022"
"10123045","150000","94002","12","71123023"
"10123046","200000","94002","12","71123024"
"10123047","250000","94002","12","71123025"
"10123048","50","91002","8","71123026"
"10123049","1","31224","2","71123027"
"10123050","1","31224","2","71123028"
"10123051","1","31224","2","71123029"
"10123052","1","31224","2","71123030"
"10123053","1","31224","2","71123031"
"10123054","1","122401","1","71123032"
"10123055","1","2100961","19","71123033"
"10123056","4","31224","2","71123034"
"10123057","50","61222","2","81123001"
"10123058","30000","94002","12","81123001"
"10123059","50","61222","2","81123002"
"10123060","30000","94002","12","81123002"
"10123061","1","31224","2","81123003"
"10123062","25","91002","8","81123003"
"10123063","1","31224","2","81123004"
"10123064","25","91002","8","81123004"
"10123065","50","61222","2","81123005"
"10123066","30000","94002","12","81123005"
"10123067","50","61222","2","81123006"
"10123068","30000","94002","12","81123006"
"10123069","1","31224","2","81123007"
"10123070","25","91002","8","81123007"
"10123071","50","91002","8","81123008"
"10124001","5","61232","2","61124001"
"10124002","5","61232","2","61124002"
"10124003","30","91002","8","71124001"
"10124004","1","22002","2","71124001"
"10124005","30","91002","8","71124002"
"10124006","1","22002","2","71124002"
"10124007","30","91002","8","71124003"
"10124008","1","22002","2","71124003"
"10124009","30","91002","8","71124004"
"10124010","1","22002","2","71124004"
"10124011","30","91002","8","71124005"
"10124012","1","22002","2","71124005"
"10124013","30","91002","8","71124006"
"10124014","1","22002","2","71124006"
"10124015","30","91002","8","71124007"
"10124016","1","22002","2","71124007"
"10124017","30","91002","8","71124008"
"10124018","1","22002","2","71124008"
"10124019","30","91002","8","71124009"
"10124020","1","22002","2","71124009"
"10124021","30","91002","8","71124010"
"10124022","1","22002","2","71124010"
"10124023","30","91002","8","71124011"
"10124024","1","22002","2","71124011"
"10124025","30","91002","8","71124012"
"10124026","1","22002","2","71124012"
"10124027","30","91002","8","71124013"
"10124028","1","22002","2","71124013"
"10124029","30","91002","8","71124014"
"10124030","1","22002","2","71124014"
"10124031","30","91002","8","71124015"
"10124032","1","22002","2","71124015"
"10124033","60","91002","8","71124016"
"10124034","2","22002","2","71124016"
"10124035","60","91002","8","71124017"
"10124036","2","22002","2","71124017"
"10124037","60","91002","8","71124018"
"10124038","2","22002","2","71124018"
"10124039","60","91002","8","71124019"
"10124040","2","22002","2","71124019"
"10124041","60","91002","8","71124020"
"10124042","2","22002","2","71124020"
"10124043","50000","94002","12","71124021"
"10124044","100000","94002","12","71124022"
"10124045","150000","94002","12","71124023"
"10124046","200000","94002","12","71124024"
"10124047","250000","94002","12","71124025"
"10124048","50","91002","8","71124026"
"10124049","1","31270","2","71124027"
"10124050","1","31270","2","71124028"
"10124051","2","31270","2","71124029"
"10124052","2","31270","2","71124030"
"10124053","4","31270","2","71124031"
"10124054","1","127001","1","71124032"
"10124055","10","31270","2","71124033"
"10124056","2","31270","2","81241001"
"10124057","30","91002","8","81241001"
"10124058","100","61232","2","81241002"
"10124059","30000","94002","12","81241002"
"10124060","100","61232","2","81241003"
"10124061","30000","94002","12","81241003"
"10124062","2","31270","2","81241004"
"10124063","30","91002","8","81241004"
"10124064","100","61232","2","81241005"
"10124065","30000","94002","12","81241005"
"10124066","100","61232","2","81241006"
"10124067","30000","94002","12","81241006"
"10124068","2","31270","2","81241007"
"10124069","30","91002","8","81241007"
"10124070","100","91002","8","81241008"
"10125001","5","61242","2","61125001"
"10125002","5","61242","2","61125002"
"10125003","30","91002","8","71125001"
"10125004","1","22002","2","71125001"
"10125005","30","91002","8","71125002"
"10125006","1","22002","2","71125002"
"10125007","30","91002","8","71125003"
"10125008","1","22002","2","71125003"
"10125009","30","91002","8","71125004"
"10125010","1","22002","2","71125004"
"10125011","30","91002","8","71125005"
"10125012","1","22002","2","71125005"
"10125013","30","91002","8","71125006"
"10125014","1","22002","2","71125006"
"10125015","30","91002","8","71125007"
"10125016","1","22002","2","71125007"
"10125017","30","91002","8","71125008"
"10125018","1","22002","2","71125008"
"10125019","30","91002","8","71125009"
"10125020","1","22002","2","71125009"
"10125021","30","91002","8","71125010"
"10125022","1","22002","2","71125010"
"10125023","30","91002","8","71125011"
"10125024","1","22002","2","71125011"
"10125025","30","91002","8","71125012"
"10125026","1","22002","2","71125012"
"10125027","30","91002","8","71125013"
"10125028","1","22002","2","71125013"
"10125029","30","91002","8","71125014"
"10125030","1","22002","2","71125014"
"10125031","30","91002","8","71125015"
"10125032","1","22002","2","71125015"
"10125033","60","91002","8","71125016"
"10125034","2","22002","2","71125016"
"10125035","60","91002","8","71125017"
"10125036","2","22002","2","71125017"
"10125037","60","91002","8","71125018"
"10125038","2","22002","2","71125018"
"10125039","60","91002","8","71125019"
"10125040","2","22002","2","71125019"
"10125041","60","91002","8","71125020"
"10125042","2","22002","2","71125020"
"10125043","50000","94002","12","71125021"
"10125044","100000","94002","12","71125022"
"10125045","150000","94002","12","71125023"
"10125046","200000","94002","12","71125024"
"10125047","250000","94002","12","71125025"
"10125048","50","91002","8","71125026"
"10125049","1","31228","2","71125027"
"10125050","1","31228","2","71125028"
"10125051","1","31228","2","71125029"
"10125052","1","31228","2","71125030"
"10125053","1","31228","2","71125031"
"10125054","1","122801","1","71125032"
"10125055","1","2100981","19","71125033"
"10125056","4","31228","2","71125034"
"10125057","1","31228","2","81125001"
"10125058","25","91002","8","81125001"
"10125059","1","31228","2","81125002"
"10125060","25","91002","8","81125002"
"10125061","100","61242","2","81125003"
"10125062","60000","94002","12","81125003"
"10125063","100","61242","2","81125004"
"10125064","60000","94002","12","81125004"
"10125065","1","31228","2","81125005"
"10125066","25","91002","8","81125005"
"10125067","50","91002","8","81125006"
"10126001","5","61252","2","61126001"
"10126002","5","61252","2","61126002"
"10126003","30","91002","8","71126001"
"10126004","1","22002","2","71126001"
"10126005","30","91002","8","71126002"
"10126006","1","22002","2","71126002"
"10126007","30","91002","8","71126003"
"10126008","1","22002","2","71126003"
"10126009","30","91002","8","71126004"
"10126010","1","22002","2","71126004"
"10126011","30","91002","8","71126005"
"10126012","1","22002","2","71126005"
"10126013","30","91002","8","71126006"
"10126014","1","22002","2","71126006"
"10126015","30","91002","8","71126007"
"10126016","1","22002","2","71126007"
"10126017","30","91002","8","71126008"
"10126018","1","22002","2","71126008"
"10126019","30","91002","8","71126009"
"10126020","1","22002","2","71126009"
"10126021","30","91002","8","71126010"
"10126022","1","22002","2","71126010"
"10126023","30","91002","8","71126011"
"10126024","1","22002","2","71126011"
"10126025","30","91002","8","71126012"
"10126026","1","22002","2","71126012"
"10126027","30","91002","8","71126013"
"10126028","1","22002","2","71126013"
"10126029","30","91002","8","71126014"
"10126030","1","22002","2","71126014"
"10126031","30","91002","8","71126015"
"10126032","1","22002","2","71126015"
"10126033","60","91002","8","71126016"
"10126034","2","22002","2","71126016"
"10126035","60","91002","8","71126017"
"10126036","2","22002","2","71126017"
