5aca16f8eab08d133cc3888f6cb6cc01ecd5f665187f9ea5120d90dccd484173,6aac0998feaaa18e3f857b639c7765213311c307163c670afbedf36a0a546d8b,ad1668f42f900564553d443d9e9da5621985cb785eaef439a0a3ecbb69592ef6,bba1a61f57b0c8640ce9448aa9b606ab47f978d9f9e6015005d082e02d4f3e05,85be95d7295e51f13f8c552882dab56cbf52cd934bd7dc371b7c4c588b8373cb,f07d9bc94793bb4e864e6ec931a2e42db81098a0ddfa39aa8903b170962b4072,34e9cce5d446ce1aa3c9b81af0afc5c026ff5e6ca8835a841b039fb5cd4ea407,851465f7d1cd88bb5009dda77c590e605d92050ce0feb20b98ccfe20de1352b8,3675317716d06490db685b8ff26ce0e086ae8e67ca5d47175651d742122dde67,eefb0c11ad835cbd021e1a3d9012df294cce22447f44f99cf7bb47a0238d7875,0601dbb3eac0f2a4b2087af2ac58f85f2aed71e64ef7ce5c58977c097d979801,1a7a6f6b63b44016f61bd870cd8574adee770e3929ce8669ca4e0ec6aacb4034,54af7f5ec98ade64003139f517cf2e1dfc490fe5ebe4652a065799e6aba64399,c75a5812231b96757a03258e7bf0efe4fd5633ca68ba0830016d72d0aa096d8a,1a26b03066d6d5fe768e2410baa01b6f6c20fbdf15dd6258ca2f1d32ebce980e,85cd6eaecd983564f8eff3b6ea74c3fdd7dd610c6d96a00a60abf6e5d0090da0,a469eb367862e9e9d59bffe21cd26ee7c0d0d8877bf3a8fcacc701ee1feba06f,b66211833c8ebbc303edd2883a193274af23b5b3a8982b0aa13c27c0e050a19a,c5cd4046a75b303df8b7e49cf7f6a07184e13a0365cb9db7375d072a8d2c9763,3f396b97995d2e63f8b9446c7c8dc2f166290b541e79c84a3bc0ff0e5af00d80,94748fa4031d71c8fa2d3ba7596dc082c95439de1c565f0f576a4ba33ef6b0d9,d3e8a24c60772d320c9d49992cc1947b83845eea70cc7e8f556f51a9a6c200bc,bbaecd791d253e4b477430f87b342664804ee1719c1366fda55fbeaea0b5d5f7,3092028d05ef3333beec1b1ec4204633f96417ae949d5b46f086a93dad3da726
"0","2025/05/01 15:59:59","450","0","124001","【魔法】位於中衛，為迎來聖夜的城鎮帶來幸福的雙胞胎\n妹妹聖誕老人。除了能為我方全體附加效果會隨自身魔法\n攻擊力提升的攻擊力強化，還會用單體特大幅度傷害的\n魔法攻擊來演奏勝利的旋律。","438","3","0","1","0","124001","0","2.07","茜里（聖誕節）","7","0","124001","茜里（聖誕節）","0","124001","2025/04/22 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","124101","【魔法】位於中衛，點亮燈光、傳遞幸福的雙胞胎姊姊\n聖誕老人。會為距離最近的一名角色提升魔法攻擊力及\n行動速度，並恢復其ＴＰ，除此之外還會用支援所有人的\n技能來點綴聖夜的勝利。","433","1","0","1","0","124101","0","1.965","依里（聖誕節）","6","0","124101","依里（聖誕節）","0","124101","2025/03/26 16:00:00","6","2"
"0","2030/12/31 15:00:00","450","0","124201","【物理】在前方庇護夥伴並給予祝福的聖白騎士團長。\n使用技能強化後方夥伴的攻擊能力並恢復其ＴＰ，\n透過降低敵人防禦力及恢復自身ＨＰ的ＵＢ以掌握勝算。","144","3","0","0","0","124201","0","2.07","純（聖誕節）","5","0","124201","純（聖誕節）","0","124201","2023/04/26 16:00:00","5","1"
"0","2030/12/31 15:00:00","0","0","124301","","577","3","1","1","181001","0","0","0","安（安＆古蕾婭）","0","0","0","安（安＆古蕾婭）","0","124301","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","0","0","124401","","577","3","1","1","181001","0","0","0","古蕾婭（安＆古蕾婭）","0","0","0","古蕾婭（安＆古蕾婭）","0","124401","2015/04/01 15:00:00","0","0"
"0","2025/05/21 15:59:59","450","0","124501","【魔法】位於後衛，用笑容隱藏魔力並盛裝打扮的龍之首\n領。強化自身攻擊並恢復ＴＰ，而ＵＢ使出的曙光之淚\n將根據敵方數量增加威力及防禦力減少值，驅除所有災厄。","707","3","0","1","0","124501","0","2.07","帆稀（新年）","21","0","124501","帆稀（新年）","0","124501","2025/05/16 16:00:00","7","2"
"0","2025/05/21 15:59:59","450","0","124601","【魔法】位於後衛以層層真心對待夥伴、女接待員之姿的\n老師。以所有技能提升夥伴的物理攻擊力及暴擊能力，\n透過支援魔防和ＴＰ以及恢復ＨＰ和ＴＰ來祈求萬福。","698","3","0","1","0","124601","0","2.44","美里（新年）","21","0","124601","美里（新年）","0","124601","2025/05/16 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","124701","【物理】位於中衛，身著振袖出手協助旅館的獨眼密醫。\n攻擊朦朧狀態的敵人時，技能的傷害及防禦力的下降值\n將提升，以妖豔姿態打倒被紫色煙霧籠罩的敵人。","590","1","0","1","0","124701","0","2.24","深月（新年）","46","0","124701","深月（新年）","0","124701","2023/05/01 16:00:00","7","1"
"0","2025/06/26 15:59:59","450","0","124801","【物理】位於中衛，相信未來並點亮希望的頂尖偶像。\n戰鬥開始時加強物理角色的ＴＰ特大幅度恢復以及敵人的\n永續物防下降值，透過強化物理攻擊和ＴＰ恢復來致勝。","423","3","0","1","0","124801","0","2.14","望（解放者）","0","0","124801","望（解放者）","0","124801","2025/06/22 16:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","124901","【物理】在前方打頭陣掌握未來的打手龍人族。\n首次使用大幅強化技能時大幅提升自身攻擊力和ＴＰ，\n以威力增幅的ＵＢ先發制人、掃蕩成群的敵人。","170","1","0","1","0","124901","0","1.965","嘉夜（解放者）","0","0","124901","嘉夜（解放者）","0","124901","2025/05/26 16:00:00","1","1"
"0","2025/06/26 15:59:59","450","0","125001","【物理】位於前衛，和搭檔一起邁向明天的大壞蛋少女。\n運用自我強化和降低物防的矛依未，與ＵＢ後有\n一定時間一起戰鬥的尾狗刀共同追擊，奪回燦爛的未來。","221","3","0","1","0","125001","0","1.965","矛依未（解放者）","0","0","125001","矛依未（解放者）","0","125001","2025/06/22 16:00:00","5","1"
"0","2030/12/31 15:00:00","450","0","125101","【物理】位於後衛，治癒並款待客人的貓咖啡店員貓娘。\n在物攻高的角色旁邊能提升周圍的物攻與恢復ＨＰ與\nＴＰ，並以周圍的我方人數強化攻擊，橫掃敵人。","825","3","0","0","0","125101","0","2.24","珠希（咖啡廳）","47","0","125101","珠希（咖啡廳）","0","125101","2023/07/05 16:00:00","8","1"
"0","2030/12/31 15:00:00","450","0","125201","【物理】位於中衛，款待懷舊點心散播福氣的貓咖啡店員。\n能在受到３次攻擊前極大幅度提升我方全體物理攻擊力，\n並透過２種降低物防的技能在初期迅速提供支援。\n","463","3","0","0","0","125201","0","1.965","莫妮卡（咖啡廳）","4","0","125201","莫妮卡（咖啡廳）","0","125201","2023/07/12 16:00:00","4","1"
"0","2024/08/16 15:59:59","450","0","125301","【物理】位於後衛，伴隨汪汪的新綠遊俠少女。\n透過根據自身攻擊力強化的物理攻擊支援技能、持續恢復\nＨＰ、以及護盾支援周遭，引領大家邁向羈絆的勝利。","752","3","0","1","0","125301","0","2.07","可可蘿（遊俠）","6","0","125301","可可蘿（遊俠）","0","125301","2024/08/13 16:00:00","6","1"
"0","2030/12/31 15:00:00","450","0","125401","【物理】位於後衛，與夥伴一同奔馳於山中的新手遊俠。\n能以技能提高自己的攻擊力以及暴擊時的傷害，\n恢復ＴＰ，並降低敵人的傷害與防禦力，將之逼入絕境。","710","3","0","0","0","125401","0","2.09","栞（遊俠）","8","0","125401","栞（遊俠）","0","125401","2023/08/12 16:00:00","8","1"
"0","2024/09/16 15:59:59","450","0","125501","【魔法】位於中衛，與其他施法者一同凝聚魔力的究極\n魔導士。除了支援我方魔法攻擊與回復ＴＰ，亦能削弱\n敵陣的攻守調整戰況，自己也會施放強大的攻擊魔法。","443","3","0","1","0","125501","0","1.92","吉塔（術士）","50","0","125501","吉塔（術士）","0","125501","2024/09/11 16:00:00","7","2"
"0","2024/09/16 15:59:59","450","0","125601","【物理】位於前衛，送上夢、希望與鼠耳的鼠神宮巫女。\n能支援周圍夥伴的物理攻擊，回復ＴＰ並提升上升量，\n且使自身無敵化以乘隙攻擊敵人，用銳利金牙給予一擊。","267","3","0","1","0","125601","0","2.09","碧卡拉","0","0","125601","碧卡拉","0","125601","2024/09/11 16:00:00","51","1"
"0","2030/12/31 15:00:00","450","0","125701","【魔法】位於中衛，探究森羅萬象並支援夥伴的鍊金術師。\n無論敵人的屬性為物理還是魔法，都能將其弱化，並能\n強化夥伴，以技能高頻率地恢復ＨＰ，建立穩固的戰局。","579","1","1","1","0","125701","0","2.24","花凜（鍊金術師）","9","0","125701","花凜（鍊金術師）","0","125701","2023/09/01 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","125801","【物理】位於中衛，手持嘆鐮以黑羽之力掌控天空的少女。\n在戰鬥開始時，會進入【飛行】狀態以躲避敵人的範圍\n攻擊，並與產生的闇影一起，一擊斬殺眼前的敵人。","464","3","0","0","0","125801","0","2.09","莉莉（墮落）","0","0","125801","莉莉（墮落）","0","125801","2023/08/19 16:00:00","3","1"
"0","2030/12/31 15:00:00","0","0","125901","","0","3","0","1","0","0","0","0","嘉夜（解放者）","1","0","0","嘉夜（解放者）","0","125901","2015/04/01 15:00:00","1","0"
"0","2030/12/31 15:00:00","450","0","126001","【物理】從中衛以自身為盾守護我方的隱棘少女。\n戰鬥開始時會進入【飛行】狀態，保護ＨＰ最低的我方，\n並隨著我方的ＨＰ強化技能來牽制敵人。","406","3","0","0","0","126001","0","2.09","可璃亞（墮落）","0","0","126001","可璃亞（墮落）","0","126001","2024/03/05 16:00:00","0","1"
"0","2030/12/31 15:00:00","450","0","126101","【魔法】位於中衛，以自己的步調協助同伴的破杖少女。\n以【飛行】狀態，用強化暴擊與恢復ＨＰ、ＴＰ支援我方，\n並以加上魔法攻擊力的物理攻擊將敵人一口氣打倒。","480","3","0","0","0","126101","0","2.09","普蕾西亞（墮落）","53","0","126101","普蕾西亞（墮落）","0","126101","2024/03/20 16:00:00","44","2"
"0","2024/10/16 15:59:59","450","0","126201","【魔法】位於中衛，與眷屬立下永恆血盟的月下吸血鬼。\n以ＵＢ召喚兩隻眷屬，透過支援攻擊與行動速度上升\n強化我方，與眷屬一起發動猛攻，討伐阻擋在前的敵人。","568","3","0","1","0","126201","0","2.09","伊莉亞（祭服）","3","0","126201","伊莉亞（祭服）","0","126201","2024/10/11 16:00:00","3","2"
"0","2030/12/31 15:00:00","450","0","126301","【魔法】位於中衛，身穿暗色調祭服的「統御美麗之人」。\n受到能力提升的效果時，會增幅【美貌】，強化釋放\n降低敵方魔法攻擊力、強化我方與恢復ＴＰ等效果。","456","3","0","0","0","126301","0","2.07","雪（祭服）","9","0","126301","雪（祭服）","0","126301","2023/10/17 16:00:00","7","2"
"0","2025/07/04 15:59:59","450","0","126401","【物理】位於中衛，射出可拆卸鐵腕的機械人族機器女孩。\n發動ＵＢ時，會進入【蓄電滿載】狀態，直到【電池】\n耗盡前，連續施展強化技能，高速碾碎周遭一帶。","373","3","0","1","0","126401","0","2.09","克蘿茜","1","0","126401","克蘿茜","0","126401","2025/07/01 16:00:00","1","1"
"0","2025/07/04 15:59:59","450","0","126501","【魔法】位於後衛，展露優雅微笑的吉歐‧提格尼亞公主。\n利用戰鬥開始時發動的【界雷】持續影響敵我雙方，\n會以能降低魔法防禦及強力的傷害技能下達制裁。","740","3","0","1","0","126501","0","1.965","萊拉耶爾","0","0","126501","萊拉耶爾","0","126501","2025/07/01 16:00:00","7","2"
"0","2024/11/20 15:59:59","450","0","126601","【魔法】位於後衛，涼爽微笑的夏日裝扮「變貌大妃」。\n能透過技能大幅強化我方，複製魔法攻擊力最高的\n我方角色魔法攻擊力，以其攻擊力施放強力ＵＢ。","650","3","0","1","0","126601","0","2.04","似似花（夏日）","7","0","126601","似似花（夏日）","0","126601","2024/11/16 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","126701","【物理】位於前衛，於晚霞映照下優雅度過假期的大小姐。\n敵方使用魔法攻擊時，能透過效果大幅上升的兩種\n範圍攻擊與支援攻守兩方的技能，高奏盛夏的凱歌。","224","1","1","1","0","126701","0","1.965","秋乃（夏日）","5","0","126701","秋乃（夏日）","0","126701","2023/11/01 16:00:00","5","1"
"0","2030/12/31 15:00:00","450","0","126801","【物理】位於前衛，喜愛夏日麥酒，沙灘上的前聖騎士。\n給予敵方單體傷害的同時，能對周圍的我方施加\n魔法無效護盾與提升魔防，鞏固防線，乘上勝利的浪潮。","159","3","0","0","0","126801","0","1.97","優花梨（夏日）","5","0","126801","優花梨（夏日）","0","126801","2023/11/16 16:00:00","5","1"
"0","2024/12/13 15:59:59","450","0","126901","【魔法】位於後衛，側耳傾聽寂靜海潮聲的夕陽歌姬。\n以極大幅度提升魔法暴擊率為首，於攻守兩方面\n強化周圍的我方，同時自身也以UB擊退多數敵人。","682","3","0","1","0","126901","0","1.965","蘭法（夏日）","21","0","126901","蘭法（夏日）","0","126901","2024/12/10 16:00:00","7","2"
"0","2023/12/15 15:59:59","450","0","127001","【物理】位於前衛，追求新刺激的泳裝被虐狂女孩。\n持有自身HP越低，效果量就越增加的技能，並藉著提升\n技能的物理攻擊力和UB的傷害，躍入勝利的大海。","133","1","1","1","0","127001","0","1.97","空花（夏日）","52","0","127001","空花（夏日）","0","127001","2023/12/01 16:00:00","2","1"
"0","2024/12/13 15:59:59","450","0","127101","【物理】位於前衛，飄盪於平靜水面上的夜光靈能少女。\n召喚出來的老爸會吸引敵人的攻擊，忍則藉由強化\n自身的攻擊性能並降低防禦，將敵人誘入冥海。","255","3","0","1","0","127101","0","2.09","忍（夏日）","46","0","127101","忍（夏日）","0","127101","2024/12/10 16:00:00","5","1"
"0","2025/02/13 15:59:59","450","0","127201","【魔法】位於後衛，身穿制服、滿心期待的青春貓女。\n除了支援攻守兩方面外，更能以提升行動速度和恢復TP\n支援我方，並以UB攻擊距離最遠的敵人取得耀眼勝利。","804","3","0","1","0","127201","0","2.09","凱留（插班生）","7","0","127201","凱留（插班生）","0","127201","2025/02/10 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","127301","【物理】位於後衛，完美駕馭超可愛制服的超級名模。\n能藉由暴擊時會強化我方的技能，\n以及暴擊時產生追加傷害的UB，框住青春的一頁。","750","3","0","0","0","127301","0","2.09","鈴奈（插班生）","8","0","127301","鈴奈（插班生）","0","127301","2024/01/17 16:00:00","8","1"
"0","2030/12/31 15:00:00","0","0","127401","","0","3","0","1","0","0","0","0","碧卡拉（合作）","1","0","0","碧卡拉（合作）","0","127401","2023/09/01 16:00:00","1","0"
"0","2025/03/19 15:59:59","450","0","127501","【物理】位於中衛，優美地與火焰共舞，熱情的咲戀媽媽。\n保護我方躲避物理攻擊，並隨著【炎舞的烙印】的數量\n提升物攻與恢復ＴＰ，鼓舞大家的士氣。","304","3","0","1","0","127501","0","2.09","咲戀（薩拉薩利亞）","4","0","127501","咲戀（薩拉薩利亞）","0","127501","2025/03/12 16:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","127601","【物理】位於前衛，乘坐飛天絨毯巡遊綠洲的大姐頭。\n以技能大幅度提升自己的物防並挑釁敵人，再加上\n降低敵人ＴＰ與ＴＰ上升量的ＵＢ，爽朗地拿下勝利。","157","3","0","0","0","127601","0","1.965","流夏（薩拉薩利亞）","4","0","127601","流夏（薩拉薩利亞）","0","127601","2024/02/13 16:00:00","4","1"
"0","2030/12/31 15:00:00","450","0","127701","【魔法】位於後衛，為女僕工作四處奔走的龍人族雙胞胎姊姊。\nＵＢ的領域展開時能再次發動攻擊、防禦、ＴＰ恢復等\n多樣的支援技能效果來無微不至地支援我方。","693","3","0","0","0","127701","0","1.965","琳德","48","0","127701","琳德","0","127701","2025/02/10 16:00:00","6","2"
"0","2030/12/31 15:00:00","450","0","127801","【魔法】位於後衛，會邊抱怨邊工作的龍人族雙胞胎妹妹。\n擁有可兼顧傷害與降低魔法防禦力的技能，\n但一沒看著就會敗給【偷懶的誘惑】而鬆懈。","706","3","0","0","0","127801","0","1.965","烏爾姆","47","0","127801","烏爾姆","0","127801","2025/02/17 16:00:00","7","2"
"0","2025/04/15 15:59:59","450","0","127901","【魔法】在中衛帶給大家笑容的貪吃聖誕公主。\n於前線抵擋敵人的攻擊，並支援範圍內我方的防禦，\n甚至能降低敵人的防禦，為聖夜點燃勝利的光輝。","372","3","0","1","0","127901","0","1.965","貪吃佩可（聖誕節）","5","0","127901","貪吃佩可（聖誕節）","0","127901","2025/04/10 16:00:00","5","2"
"0","2030/12/31 15:00:00","450","0","128001","【物理】位於後衛，享受甜美時光的聖誕夜女商人。\n能恢復距離最遠的我方ＴＰ，且初次攻擊還帶有追加效果，\n能以此同時弱化敵人並強化我方，整頓出勝利的舞台。","723","3","0","0","0","128001","0","2.09","克蕾琪塔（聖誕節）","35","0","128001","克蕾琪塔（聖誕節）","0","128001","2024/04/16 16:00:00","35","1"
"0","2030/12/31 15:00:00","0","0","128101","","580","3","1","1","181101","0","0","0","靜流（靜流＆璃乃）","0","0","0","靜流（靜流＆璃乃）","0","128101","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","0","0","128201","","580","3","1","1","181101","0","0","0","璃乃（靜流＆璃乃）","0","0","0","璃乃（靜流＆璃乃）","0","128201","2015/04/01 15:00:00","0","0"
"0","2030/12/31 15:00:00","450","0","128301","【物理】位於前衛，會捉弄敵人且得意忘形的年神龍人。\n能挑釁敵方全體，反擊敵人的妨礙技能，\n並使出讓前方全體敵人暈眩的技能來擾亂戰局。","191","1","1","1","0","128301","0","2.09","祈梨（新年）","38","0","128301","祈梨（新年）","0","128301","2024/05/01 16:00:00","3","1"
"0","2025/05/16 15:59:59","450","0","128401","【魔法】位於後衛，伴隨著特別景色的初夢超能力少女。\n當敵人進行物理攻擊時，會強化自身攻擊性能，\n並追加數次弱化效果，能同時支援我方的攻守，掃蕩敵人。","801","3","0","1","0","128401","0","2.09","初音（新年）","21","0","128401","初音（新年）","0","128401","2025/05/10 16:00:00","7","2"
"0","2025/05/16 15:59:59","450","0","128501","【魔法】位於後衛，為繪馬上祕密心願祈禱的新年名偵探。\n能以依據敵我方數量提升效果量的技能支援傷害和攻擊力，\n還能靈活運用兩種恢復技能來祈禱勝利。","739","3","0","1","0","128501","0","2.09","霞（新年）","21","0","128501","霞（新年）","0","128501","2025/05/10 16:00:00","7","2"
"0","2030/12/31 15:00:00","0","0","128601","","0","3","0","1","0","0","0","0","莉莉（墮落）","1","0","0","莉莉（墮落）","0","128601","2015/04/01 15:00:00","1","0"
"0","2025/06/17 15:59:59","450","0","128701","【物理】位於前衛，煌炎附體並散播希望的覺醒元氣少女。\n施放火炎弱化敵人的攻守兩面，同時鼓舞我方。\n利用兩種ＴＰ恢復效果進行連續攻勢，呼喚勝利。","226","3","0","1","0","128701","0","2.09","日和（星素）","0","0","128701","日和（星素）","0","128701","2025/06/12 16:00:00","1","1"
"0","2030/12/31 15:00:00","450","0","128801","【物理】位於前衛，身纏旋風奔向未來的覺醒劍士。\n以眼力無法捕捉的劍技擊飛敵人，並使其暈眩。\n運用鞏固夥伴防線的技能開闢邁向勝利之路。","194","1","1","1","0","128801","0","1.965","怜（星素）","0","0","128801","怜（星素）","0","128801","2024/06/01 16:00:00","4","1"
"0","2025/06/17 15:59:59","450","0","128901","【魔法】位於後衛，化心願為力量施放極光的覺醒魔法士。\n強化自身的同時不斷用高火力魔法猛烈攻擊，\n並以護盾為起點對我方施展支援攻擊技能，獲得勝利。","772","3","0","1","0","128901","0","2.09","優衣（星素）","0","0","128901","優衣（星素）","0","128901","2025/06/12 16:00:00","7","2"
"0","2025/07/04 15:59:59","450","0","129001","【魔法】位於後衛，從沉睡中甦醒，豔麗盛開的黑薔薇。\n透過超越終焉的【回歸的薔薇】與提升行動速度為首的\n多種攻防支援強化我方，掌握嶄新的未來。","800","3","0","1","0","129001","0","2.09","厄莉絲","0","0","129001","厄莉絲","0","129001","2025/07/01 16:00:00","7","2"
"0","2025/07/16 15:59:59","450","0","129301","【物理】位於後衛，於頹廢冬季水邊耽溺學習的才女。\n透過強化物理攻擊、恢復ＨＰ、提升行動速度支援我方，\n並且為了死守透過ＵＢ獲得的【水際的安寧】而投入體力勞動。","708","3","0","1","0","129301","0","2.09","優妮（冬日）","7","0","129301","優妮（冬日）","0","129301","2025/07/11 16:00:00","7","1"
"0","2030/12/31 15:00:00","450","0","129401","【物理】位於前衛，映於水面的神速冷淡系泳裝女孩。\n依據每當攻擊擊中時賦予敵人的【水月】數量，\n提升傷害與物理防禦下降的幅度，劃出必勝的泳技。","188","3","0","0","0","129401","0","2.09","克蘿依（冬日）","2","0","129401","克蘿依（冬日）","0","129401","2024/07/19 16:00:00","2","1"
"0","2025/04/22 15:59:59","450","0","129501","【物理】位於前衛，切嚕地切嚕嚕的泳裝琪愛兒。\n將能力提升時能夠累積的【切嚕】，轉換強化自身火力\n或支援能力，將寒冬的盛夏給切嚕哩啵叭嗶？","247","3","0","1","0","129501","0","2.09","琪愛兒（冬日）","1","0","129501","琪愛兒（冬日）","0","129501","2025/04/15 16:00:00","1","1"
"0","2025/07/04 15:59:59","450","0","129601","【物理】位於中衛佈下伶俐麗花之陣的吸血妖花妖魔人。\n降低敵人的攻擊力、防禦力及造成的傷害，吸收其ＴＰ，\n並使用ＵＢ的持續傷害來不斷阻擋擊退侵入領域的敵人。","550","3","0","1","0","129601","0","2.09","安涅默涅","0","0","129601","安涅默涅","0","129601","2025/07/01 16:00:00","0","1"
"0","2025/07/04 15:59:59","450","0","129701","【物理】位於中衛，凌駕於萬魔之巔的吉歐‧格黑納皇女。\n能發動環境效果【妨魔塵】阻礙魔法攻擊，提升\n行動速度等支援或猛烈的攻擊，讓魯莽的無禮之人屈服。","540","3","0","1","0","129701","0","2.09","涅妃‧涅羅","0","0","129701","涅妃‧涅羅","0","129701","2025/07/01 16:00:00","0","1"
"0","2025/02/17 15:59:59","450","0","129801","【物理】位於前衛，以人情與熱情統帥夥伴的狼女指揮官。\n在削弱敵人攻防的同時，利用恢復自身ＴＰ和在目標\n物理防禦力下降狀態時觸發的追擊，發起猛攻突破前線。","269","3","0","1","0","129801","0","2.09","真琴（指揮官）","5","0","129801","真琴（指揮官）","0","129801","2025/02/13 16:00:00","5","1"
"0","2030/12/31 15:00:00","450","0","129901","【物理】位於前衛，用嚴厲教導率領我方的狂戀教官。\n除了恢復ＴＰ及支援防禦外，還能提供依照我方人數提升\n效果的支援攻擊與大幅度傷害，鼓舞我方全體擊敗敵人。","294","3","0","0","0","129901","0","1.84","惠理子（指揮官）","48","0","129901","惠理子（指揮官）","0","129901","2024/08/16 16:00:00","6","1"
"0","2025/03/19 15:59:59","450","0","130001","【物理】位於前衛，大膽追求刺激的盜賊公會長女。\n會在最前線拚命，並消耗獲得的【蠻賊骰子】\n大幅強化自己，壓制烏合之眾。","150","3","0","1","0","130001","0","2.09","倭","0","0","130001","倭","0","130001","2025/03/12 16:00:00","4","1"
"0","2025/03/28 15:59:59","450","0","130101","【物理】位於中衛，常常抽到壞籤的盜賊公會次女。\n召喚來的刺蝟墊木會站上前線保護若菜，而她自身\n會從攻擊支援到恢復ＨＰ和ＴＰ，在各方面無私地支持我方。","535","3","0","1","0","130101","0","2.09","若菜","9","0","130101","若菜","0","130101","2025/03/19 16:00:00","7","1"
"0","2025/03/12 15:59:59","450","0","130201","【物理】位於中衛，囂張且極其聰明的盜賊公會三女。\n靠著【夥伴護盾♡】讓夥伴承受自身所受的傷害，\nＨＰ最大值時能透過傷害提升的範圍攻擊蹂躪敵人。","371","3","0","1","0","130201","0","1.84","布武機","0","0","130201","布武機","0","130201","2025/03/01 16:00:00","5","1"
"0","2030/12/31 15:00:00","0","0","130601","","0","3","0","1","0","0","0","0","怜（星素）","1","0","0","怜（星素）","0","130601","2015/04/01 15:00:00","4","0"
"0","2025/03/19 15:59:59","450","0","130701","【魔法】位於中衛，身著花祭禮服帶給花田春天的優等生。\n利用依照技能發動次數有效率地強化自身能力，\n與暴擊時有追加效果的技能及ＵＢ吹起勝利之風。","563","3","0","1","0","130701","0","1.92","鏡華（春日）","7","0","130701","鏡華（春日）","0","130701","2025/03/12 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","130801","【魔法】位於中衛，以春天點綴花祭禮服的冒失女僕。\n對範圍內的敵人造成傷害的同時，活用擁有多種弱化效果\n的技能及ＵＢ，安穩的掌握勝利。","558","3","0","0","0","130801","0","1.84","鈴莓（春日）","7","0","130801","鈴莓（春日）","0","130801","2024/09/16 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","130901","【魔法】位於中衛，邀人進入夢想世界的寶石兔族經理。\n每當受到能力提升的效果時，會增加【卡巴邦】\n並反射性地報答我方的支援攻擊。","440","3","0","0","0","130901","0","2.09","庫露露","7","0","130901","庫露露","0","130901","2024/10/16 16:00:00","7","2"
"0","2025/04/15 15:59:59","450","0","131001","【魔法】位於後衛，在馬戲團舞台上閃閃發光的童話少女。\n除了支援我方攻防、削弱敵方攻防之外，\n擁有【謝幕】時會以追加傷害技能點亮勝利的聚光燈。","702","3","0","1","0","131001","0","1.84","真步（夢想樂園）","7","0","131001","真步（夢想樂園）","0","131001","2025/04/10 16:00:00","7","2"
"0","2030/12/31 15:00:00","450","0","131101","【物理】位於前衛，穿著泳裝尋找擁抱機會的史萊姆辣妹。\n自動將【黏稠】附著在發動攻擊的敵人身上，\n造成攻擊力降低、傷害和束縛等多重效果。","165","3","0","0","0","131101","0","2.09","涅婭（夏日）","52","0","131101","涅婭（夏日）","0","131101","2024/11/01 16:00:00","2","1"
"0","2025/05/16 15:59:59","450","0","131201","【魔法】位於後衛，在盛夏做點好事的活潑泳裝少女★\n蓄力【PSI★風暴】，使用連續攻擊殲滅敵人，\n透過ＴＰ恢復和護盾嚴密地支援我方。","753","3","0","1","0","131201","0","2.09","美空（夏日）","35","0","131201","美空（夏日）","0","131201","2025/05/10 16:00:00","35","2"
"0","2030/12/31 15:00:00","0","0","131301","","0","3","1","1","0","0","0","0","莉莉","1","0","0","莉莉","0","131301","2015/04/01 15:00:00","1","0"
"0","2030/12/31 15:00:00","0","0","131401","","0","3","1","1","0","0","0","0","可璃亞","1","0","0","可璃亞","0","131401","2015/04/01 15:00:00","1","0"
"0","2030/12/31 15:00:00","0","0","131501","","0","3","1","1","0","0","0","0","普蕾西亞","1","0","0","普蕾西亞","0","131501","2015/04/01 15:00:00","1","0"
"0","2025/05/16 15:59:59","450","0","131601","【物理】位於中衛，在夏日陽光下鑽研的妹系大和撫子。\n除了提升防禦力之外，透過護盾或ＨＰ恢復來鞏固我方防線，\n並巧妙地操縱ＴＰ恢復和攻擊力降低來支配戰場。","399","3","0","1","0","131601","0","1.92","莉莉（夏日）","4","0","131601","莉莉（夏日）","0","131601","2025/05/10 16:00:00","4","1"
"0","2025/06/17 15:59:59","450","0","131701","【魔法】位於後衛，降臨於黃昏水面上的泳裝妖精。\n施展以行動速度提升與ＴＰ輔助為首的許多支援，\n並以ＵＢ的弱化攻防清爽地引導隊伍邁向勝利。","743","3","0","1","0","131701","0","1.92","愛梅斯（夏日）","53","0","131701","愛梅斯（夏日）","0","131701","2025/06/12 16:00:00","44","2"
"0","2030/12/31 15:00:00","450","0","131801","【魔法】位於後衛，在夏季清涼中休養身心的泳裝龍首領。\n除了弱化攻防之外，每次賦予能力降低，\n都能根據【日食】數量造成傷害，將所有反抗者化為塵土。","709","3","0","0","0","131801","0","2.09","帆稀（夏日）","21","0","131801","帆稀（夏日）","0","131801","2024/12/16 16:00:00","7","2"
