f813d980a0a4bcde99a525dd39b950a5af6d0ad6892a6d3a6d1de836508739c1,109ad53b9040780b6f0b88393979e0cf246eda90421a721a3539306911658844,245c48357e024ff8522b1605d91bbb5b700db9de5a4f6027a78eab1a94f3b37c,70b0022db8a9a58a56797c60bf0f94b39b8ed22a508e71f67185eac640df9077,be09742f8b62f5ca0d69468ec4945d5ca4cd9ffa7dce0fd4b95f535ad925cf20
"500101505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001015","提升魔法防禦力（不可降低）"
"500101506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001015","降低HP吸收"
"500101601","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001016","闇屬性獎勵特大幅度提升"
"500101602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001016","深域怪物"
"500101603","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001016","賦予TP上升上限"
"500101604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001016","提升物理防禦力（不可降低）"
"500101605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001016","提升魔法防禦力（不可降低）"
"500101606","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001016","降低HP吸收"
"500101701","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001017","闇屬性獎勵特大幅度提升"
"500101702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001017","深域怪物"
"500101703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001017","賦予TP上升上限"
"500101704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001017","提升物理防禦力（不可降低）"
"500101705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001017","提升魔法防禦力（不可降低）"
"500101706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001017","降低HP吸收"
"500101801","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001018","闇屬性獎勵特大幅度提升"
"500101802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001018","深域怪物"
"500101803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001018","賦予TP上升上限"
"500101804","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001018","提升物理防禦力（不可降低）"
"500101805","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001018","提升魔法防禦力（不可降低）"
"500101806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001018","降低HP吸收"
"500101901","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001019","闇屬性獎勵特大幅度提升"
"500101902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001019","深域怪物"
"500101903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001019","賦予TP上升上限"
"500101904","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001019","提升物理防禦力（不可降低）"
"500101905","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001019","提升魔法防禦力（不可降低）"
"500101906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001019","降低HP吸收"
"500102001","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001020","闇屬性獎勵特大幅度提升"
"500102002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001020","深域怪物"
"500102003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001020","賦予TP上升上限"
"500102004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001020","提升物理防禦力（不可降低）"
"500102005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001020","提升魔法防禦力（不可降低）"
"500102006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001020","降低HP吸收"
"500102007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","85001020","減少TP下降"
"500102008","戰鬥開始時，讓全體角色最大 HP 減少 30％。","max_hp_down","85001020","減少最大HP"
"500102101","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001021","闇屬性獎勵特大幅度提升"
"500102102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001021","深域怪物"
"500102103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001021","賦予TP上升上限"
"500102104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001021","提升物理防禦力（不可降低）"
"500102105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001021","提升魔法防禦力（不可降低）"
"500102106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001021","降低HP吸收"
"500102201","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001022","闇屬性獎勵特大幅度提升"
"500102202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001022","深域怪物"
"500102203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001022","賦予TP上升上限"
"500102204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001022","提升物理防禦力（不可降低）"
"500102205","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001022","提升魔法防禦力（不可降低）"
"500102206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001022","降低HP吸收"
"500102301","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001023","闇屬性獎勵特大幅度提升"
"500102302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001023","深域怪物"
"500102303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001023","賦予TP上升上限"
"500102304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001023","提升物理防禦力（不可降低）"
"500102305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001023","提升魔法防禦力（不可降低）"
"500102306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001023","降低HP吸收"
"500102401","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001024","闇屬性獎勵特大幅度提升"
"500102402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001024","深域怪物"
"500102403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001024","賦予TP上升上限"
"500102404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001024","提升物理防禦力（不可降低）"
"500102405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001024","提升魔法防禦力（不可降低）"
"500102406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001024","降低HP吸收"
"500102501","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001025","闇屬性獎勵特大幅度提升"
"500102502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001025","深域怪物"
"500102503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001025","賦予TP上升上限"
"500102504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001025","提升物理防禦力（不可降低）"
"500102505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001025","提升魔法防禦力（不可降低）"
"500102506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001025","降低HP吸收"
"500102601","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001026","闇屬性獎勵特大幅度提升"
"500102602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001026","深域怪物"
"500102603","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001026","賦予TP上升上限"
"500102604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001026","提升物理防禦力（不可降低）"
"500102605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001026","提升魔法防禦力（不可降低）"
"500102606","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001026","降低HP吸收"
"500102701","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001027","闇屬性獎勵特大幅度提升"
"500102702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001027","深域怪物"
"500102703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001027","賦予TP上升上限"
"500102704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001027","提升物理防禦力（不可降低）"
"500102705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001027","提升魔法防禦力（不可降低）"
"500102706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001027","降低HP吸收"
"500102801","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001028","闇屬性獎勵特大幅度提升"
"500102802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001028","深域怪物"
"500102803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001028","賦予TP上升上限"
"500102804","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001028","提升物理防禦力（不可降低）"
"500102805","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001028","提升魔法防禦力（不可降低）"
"500102806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001028","降低HP吸收"
"500102901","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001029","闇屬性獎勵特大幅度提升"
"500102902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001029","深域怪物"
"500102903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001029","賦予TP上升上限"
"500102904","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001029","提升物理防禦力（不可降低）"
"500102905","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001029","提升魔法防禦力（不可降低）"
"500102906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001029","降低HP吸收"
"500103001","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001030","闇屬性獎勵特大幅度提升"
"500103002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001030","深域怪物"
"500103003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001030","賦予TP上升上限"
"500103004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001030","提升物理防禦力（不可降低）"
"500103005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001030","提升魔法防禦力（不可降低）"
"500103006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","85001030","降低HP吸收"
"500103007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","85001030","減少TP下降"
"500103008","戰鬥開始時，使全體角色中毒。","10","85001030","賦予毒"
"500103101","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001031","闇屬性獎勵特大幅度提升"
"500103102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001031","深域怪物"
"500103103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001031","賦予TP上升上限"
"500103104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001031","提升物理防禦力（不可降低）"
"500103105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001031","提升魔法防禦力（不可降低）"
"500103106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001031","降低HP吸收"
"500103201","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001032","闇屬性獎勵特大幅度提升"
"500103202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001032","深域怪物"
"500103203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001032","賦予TP上升上限"
"500103204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001032","提升物理防禦力（不可降低）"
"500103205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001032","提升魔法防禦力（不可降低）"
"500103206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001032","降低HP吸收"
"500103301","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001033","闇屬性獎勵特大幅度提升"
"500103302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001033","深域怪物"
"500103303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001033","賦予TP上升上限"
"500103304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001033","提升物理防禦力（不可降低）"
"500103305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001033","提升魔法防禦力（不可降低）"
"500103306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001033","降低HP吸收"
"500103401","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001034","闇屬性獎勵特大幅度提升"
"500103402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001034","深域怪物"
"500103403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001034","賦予TP上升上限"
"500103404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001034","提升物理防禦力（不可降低）"
"500103405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001034","提升魔法防禦力（不可降低）"
"500103406","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001034","降低HP吸收"
"500103501","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001035","闇屬性獎勵特大幅度提升"
"500103502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001035","深域怪物"
"500103503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001035","賦予TP上升上限"
"500103504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001035","提升物理防禦力（不可降低）"
"500103505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001035","提升魔法防禦力（不可降低）"
"500103506","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001035","降低HP吸收"
"500103601","戰鬥中，發動「反擊屏障」效果。","25","85001036","危險領域"
"500103602","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001036","闇屬性獎勵特大幅度提升"
"500103603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001036","深域怪物"
"500103604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001036","賦予TP上升上限"
"500103605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001036","提升物理防禦力（不可降低）"
"500103606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001036","提升魔法防禦力（不可降低）"
"500103607","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001036","降低HP吸收"
"500103608","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","24","85001036","反擊屏障"
"500103701","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001037","闇屬性獎勵特大幅度提升"
"500103702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001037","深域怪物"
"500103703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001037","賦予TP上升上限"
"500103704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001037","提升物理防禦力（不可降低）"
"500103705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001037","提升魔法防禦力（不可降低）"
"500103706","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001037","降低HP吸收"
"500103801","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001038","闇屬性獎勵特大幅度提升"
"500103802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001038","深域怪物"
"500103803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001038","賦予TP上升上限"
"500103804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001038","提升物理防禦力（不可降低）"
"500103805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001038","提升魔法防禦力（不可降低）"
"500103806","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001038","降低HP吸收"
"500103901","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001039","闇屬性獎勵特大幅度提升"
"500103902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001039","深域怪物"
"500103903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001039","賦予TP上升上限"
"500103904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001039","提升物理防禦力（不可降低）"
"500103905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001039","提升魔法防禦力（不可降低）"
"500103906","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001039","降低HP吸收"
"500104001","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001040","闇屬性獎勵特大幅度提升"
"500104002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001040","深域怪物"
"500104003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001040","賦予TP上升上限"
"500104004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001040","提升物理防禦力（不可降低）"
"500104005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001040","提升魔法防禦力（不可降低）"
"500104006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001040","降低HP吸收"
"500104007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","85001040","減少TP下降"
"500104008","戰鬥開始時，賦予所有怪物中幅度持續恢復TP狀態。","energy_recover","85001040","持續恢復TP"
"500104101","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001041","闇屬性獎勵特大幅度提升"
"500104102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001041","深域怪物"
"500104103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001041","賦予TP上升上限"
"500104104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001041","提升物理防禦力（不可降低）"
"500104105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001041","提升魔法防禦力（不可降低）"
"500104106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001041","降低HP吸收"
"500104201","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001042","闇屬性獎勵特大幅度提升"
"500104202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001042","深域怪物"
"500104203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001042","賦予TP上升上限"
"500104204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001042","提升物理防禦力（不可降低）"
"500104205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001042","提升魔法防禦力（不可降低）"
"500104206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001042","降低HP吸收"
"500104301","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001043","闇屬性獎勵特大幅度提升"
"500104302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001043","深域怪物"
"500104303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001043","賦予TP上升上限"
"500104304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001043","提升物理防禦力（不可降低）"
"500104305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001043","提升魔法防禦力（不可降低）"
"500104306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001043","降低HP吸收"
"500104401","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001044","闇屬性獎勵特大幅度提升"
"500104402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001044","深域怪物"
"500104403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001044","賦予TP上升上限"
"500104404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001044","提升物理防禦力（不可降低）"
"500104405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001044","提升魔法防禦力（不可降低）"
"500104406","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001044","降低HP吸收"
"500104501","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001045","闇屬性獎勵特大幅度提升"
"500104502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001045","深域怪物"
"500104503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001045","賦予TP上升上限"
"500104504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001045","提升物理防禦力（不可降低）"
"500104505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001045","提升魔法防禦力（不可降低）"
"500104506","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001045","降低HP吸收"
"500104601","戰鬥中，發動「傷害降低」、「提升詛咒、咒術持續傷害」效果。","25","85001046","危險領域"
"500104602","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001046","闇屬性獎勵特大幅度提升"
"500104603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","85001046","深域怪物"
"500104604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","85001046","賦予TP上升上限"
"500104605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","85001046","提升物理防禦力（不可降低）"
"500104606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","85001046","提升魔法防禦力（不可降低）"
"500104607","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","85001046","降低HP吸收"
"500104608","戰鬥開始時，所有怪物的傷害為減少50%的狀態","boss_damage_cut","85001046","傷害降低"
"500104609","戰鬥開始時，提升所有怪物受到的詛咒、咒術狀態所造成的持續傷害。","19","85001046","提升詛咒、咒術持續傷害"
"500104701","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","16","85001047","闇屬性獎勵特大幅度提升"
