118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"7","318804601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","318804602","1","0","0","0","","3","50","0","7","2","1","1","0","1","10","90","0","0",""
"1040","318804603","1","0","0","0","","3","50","0","7","2","1","1","0","1","10","90","0","0",""
"0","318804604","1","0","0","0","","3","90","0","7","2","1","0.5","0","1","98","0","0","0",""
"0","318805101","1","0","0","3000","","2","0","0","3","1","0","0","0","1","92","0","0","0",""
"1","318805102","1","3.5","0","3000","","2","0.9","0","3","1","0","90","0","1","1","0.00135","0","0",""
"0","318805103","99","0","0","3000","","3","0","0","3","1","0","0","0","1","92","0","0","0",""
"1","318805104","99","1.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0009","0","0",""
"7","318805105","99","5","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"4","318805201","1","0","0","3000","","2","0","0","3","1","0","0","0","1","7","0","0","0",""
"21","318805202","99","0.1","0","250","","2","0","0","3","1","0","1","0","1","10","12","0","1",""
"0","318805203","99","0","0","250","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","318805204","99","3.5","0","250","","2","1.2","0","3","1","0","120","0","1","1","0.0012","0","0",""
"0","318805501","1","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","318805502","1","3.5","0","3000","","2","0.6","0","3","1","0","60","0","1","1","0.0009","0","0",""
"7","318805601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","318805602","1","0","0","0","","3","50","0","7","2","1","1","0","1","10","90","0","0",""
"1040","318805603","1","0","0","0","","3","50","0","7","2","1","1","0","1","10","90","0","0",""
"21","318805701","1","1","0","3000","","1","0","0","7","2","0","1","1","1","10","6","0","1",""
"41","318805702","1","1","0","3000","","1","0","0","7","2","0","1","1","1","10","6","0","1",""
"318805704","318805703","1","500000","0","3000","","1","1","0","7","2","0","5","318805705","1","63","0","0","318805706",""
"1","318805704","1","0","0","3000","","1","0","0","7","2","0","200","0","1","16","0","0","0",""
"2","318805705","1","0","0","3000","","1","0","0","7","2","0","600","0","1","16","0","0","0",""
"10","318805706","1","0","0","3000","","1","50","0","7","2","0","2","0","1","10","8","0","1",""
"21","318805801","1","1","0","3000","","1","0","0","7","2","0","1","1","1","10","6","0","1",""
"41","318805802","1","1","0","3000","","1","0","0","7","2","0","1","1","1","10","6","0","1",""
"318805804","318805803","1","875000","0","3000","","1","1","0","7","2","0","5","318805805","1","63","0","0","318805806",""
"1","318805804","1","0","0","3000","","1","0","0","7","2","0","200","0","1","16","0","0","0",""
"2","318805805","1","0","0","3000","","1","0","0","7","2","0","600","0","1","16","0","0","0",""
"10","318805806","1","0","0","3000","","1","50","0","7","2","0","2","0","1","10","8","0","1",""
"21","318805901","1","1","0","3000","","1","0","0","7","2","0","1","1","1","10","6","0","1",""
"41","318805902","1","1","0","3000","","1","0","0","7","2","0","1","1","1","10","6","0","1",""
"318805904","318805903","1","1250000","0","3000","","1","1","0","7","2","0","5","318805905","1","63","0","0","318805906",""
"1","318805904","1","0","0","3000","","1","0","0","7","2","0","200","0","1","16","0","0","0",""
"2","318805905","1","0","0","3000","","1","0","0","7","2","0","600","0","1","16","0","0","0",""
"10","318805906","1","0","0","3000","","1","50","0","7","2","0","2","0","1","10","8","0","1",""
"0","318806101","1","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","318806102","1","3.5","0","3000","","2","0.9","0","3","1","0","90","0","1","1","0.00135","0","0",""
"7","318806103","1","3","0","3000","","2","0","0","3","1","0","0","0","1","8","0","0","0",""
"0","318806104","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","318806105","99","1.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0009","0","0",""
"21","318806106","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"41","318806107","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"4","318806201","1","0","0","3000","","2","0","0","3","1","0","0","0","1","7","0","0","0",""
"21","318806202","99","0.1","0","200","","2","0","0","3","1","0","1","0","1","10","12","0","1",""
"0","318806203","99","0","0","200","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","318806204","99","3.5","0","200","","2","1.2","0","3","1","0","120","0","1","1","0.0012","0","0",""
"7","318806205","99","3","0","200","","2","0","0","3","1","0","0","0","1","8","0","0","0",""
"21","318806206","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"41","318806207","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"1","318806301","1","0","0","3000","","1","0","0","7","2","0","200","0","1","16","0","0","0",""
"2","318806302","1","12","0","3000","","1","0","0","7","2","0","2","0","1","8","0","0","0",""
"21","318806303","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"41","318806304","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"3","318806401","1","26","0","3000","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","318806402","1","0","0","3000","","1","20","0","7","2","0","2","0","1","10","90","0","1",""
"21","318806403","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"41","318806404","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"0","318806501","1","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","318806502","1","3.5","0","3000","","2","0.6","0","3","1","0","60","0","1","1","0.0009","0","0",""
"21","318806503","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"41","318806504","1","0","0","3000","","1","6","0","7","2","0","2","0","1","10","90","0","1",""
"7","318806601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","318806602","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","318806603","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"318900102","318900101","1","0","0","3000","","3","0.0007","0","7","2","0","7","0","1","26","0","0","1",""
"1","318900102","99","0","0","3000","","3","0.005","0","3","1","0","6","0","1","46","0","0","1",""
"10","318900103","99","0","0","3000","","3","0","0","3","1","0","100","0","1","49","0","0","0",""
"10","318900201","99","10","0","3000","","3","0","0","3","2","0","1","0","1","10","12","0","1",""
"11","318900202","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","12","0","1",""
"31","318900203","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","12","0","1",""
"2","318900301","1","3.5","0","3000","","3","0.2","0","38","1","0","20","0","1","1","0.0002","0","0",""
"0","318900302","1","100","0","3000","","3","0","0","38","1","0","4","0","1","11","0","0","0",""
"1","318900303","1","0","0","3000","","3","0","0","38","1","0","100","0","1","49","0","0","0",""
"3","318900401","1","50","0","3000","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","318900402","1","8","0","3000","","1","0","0","7","2","0","1","0","1","10","90","0","1",""
"2","318900403","1","90","0","3000","","1","0","0","7","2","0","2","0","1","8","0","0","0",""
"1","318900501","1","3.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"318904103","318904101","1","0","0","3000","","3","0.0007","0","7","2","0","7","0","1","26","0","0","1",""
"0","318904102","99","0","0","3000","","3","0","0","3","1","0","0.7","0","1","92","0","0","0",""
"1","318904103","99","0","0","3000","","3","0.005","0","3","1","0","6","0","1","46","0","0","1",""
"10","318904104","99","0","0","3000","","3","0","0","3","1","0","100","0","1","49","0","0","0",""
"10","318904201","99","10","0","3000","","3","0","0","3","2","0","1","0","1","10","12","0","1",""
"11","318904202","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","12","0","1",""
"31","318904203","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","12","0","1",""
"318904302","318904301","1","0","0","3000","","3","0","0","38","1","0","0","0","1","93","0","0","0",""
"0","318904302","1","0","0","3000","","3","0","0","38","1","0","0.7","0","1","92","0","0","0",""
"2","318904303","1","3.5","0","3000","","3","0.2","0","38","1","0","20","0","1","1","0.0002","0","0",""
"0","318904304","1","100","0","3000","","3","0","0","38","1","0","4","0","1","11","0","0","0",""
"1","318904305","1","0","0","3000","","3","0","0","38","1","0","100","0","1","49","0","0","0",""
"3","318904401","1","38","0","3000","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"10","318904402","1","8","0","3000","","1","0","0","7","2","0","1","0","1","10","90","0","1",""
"2","318904403","1","90","0","3000","","1","0","0","7","2","0","2","0","1","8","0","0","0",""
"0","318904501","1","0","0","3000","","3","0","0","3","1","0","0.7","0","1","92","0","0","0",""
"1","318904502","1","3.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"7","318904601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","318904602","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","318904603","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"11","318904701","99","10","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","318904702","99","3","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"10","318904703","1","8","0","0","","3","0","0","7","2","0","1","0","1","10","90","0","1",""
"1","318904704","1","0","0","0","","3","0","0","7","2","0","400","0","1","16","0","0","0",""
"11","318904801","99","10","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","318904802","99","3","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"10","318904803","1","8","0","0","","3","0","0","7","2","0","1","0","1","10","90","0","1",""
"1","318904804","1","0","0","0","","3","0","0","7","2","0","600","0","1","16","0","0","0",""
"11","318904901","99","10","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","318904902","99","3","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"10","318904903","1","8","0","0","","3","0","0","7","2","0","1","0","1","10","90","0","1",""
"1","318904904","1","0","0","0","","3","0","0","7","2","0","1000","0","1","16","0","0","0",""
"1","319000101","99","0","0","3000","","3","0","0","3","1","0","30","0","1","46","0","0","1",""
"11","319000102","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","319000103","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"319000202","319000201","99","0","0","3000","","3","20","0","3","2","0","4","0","1","26","0","0","1",""
"1","319000202","99","0","0","3000","","3","0.01","0","3","1","0","10","0","1","46","0","0","2","物理傷害+{0}"
"2","319000301","3","2.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"3","319000302","3","500","0","3000","","3","0","0","3","1","0","300","0","1","3","0","0","0",""
"7","319000303","3","1","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"1","319000401","1","3.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"3","319000501","1","50","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","319000502","1","0","0","3000","","3","0","0","7","2","0","120","0","1","22","0","0","31900202",""
"2","319000503","1","90","0","3000","","3","0","0","7","2","0","1.1","0","1","8","0","0","0",""
"2","319000601","1","9","1","-1","","3","9","0","7","2","1400","0","1","1","15","0","1400","610149102",""
"2","319000602","1","7","1","-1","","3","7","0","7","2","1200","0","1","1","15","0","1200","610149103",""
"2","319000603","1","5","1","-1","","3","5","0","7","2","1000","0","1","1","15","0","1000","610149104",""
"3","319000604","99","2000","0","3000","","3","0","0","3","1","0","700","0","1","3","0","0","0",""
"2","319000701","1","9","1","-1","","3","9","0","7","2","1400","0","1","1","15","0","1400","610149202",""
"2","319000702","1","7","1","-1","","3","7","0","7","2","1200","0","1","1","15","0","1200","610149203",""
"2","319000703","1","5","1","-1","","3","5","0","7","2","1000","0","1","1","15","0","1000","610149204",""
"3","319000704","99","2000","0","3000","","3","0","0","3","1","0","700","0","1","3","0","0","0",""
"2","319000801","1","9","1","-1","","3","9","0","7","2","1400","0","1","1","15","0","1400","610149302",""
"2","319000802","1","7","1","-1","","3","7","0","7","2","1200","0","1","1","15","0","1200","610149303",""
"2","319000803","1","5","1","-1","","3","5","0","7","2","1000","0","1","1","15","0","1000","610149304",""
"3","319000804","99","2000","0","3000","","3","0","0","3","1","0","700","0","1","3","0","0","0",""
"0","319003101","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319003102","99","0","0","3000","","3","0.02","0","3","1","0","0","0","1","46","0","0","1",""
"11","319003103","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","319003104","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"319003203","319003201","99","0","0","3000","","3","20","0","3","2","0","4","0","1","26","0","0","1",""
"0","319003202","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319003203","99","0","0","3000","","3","0.01","0","3","1","0","10","0","1","46","0","0","2",""
"0","319003301","3","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319003302","3","2.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"3","319003303","3","500","0","3000","","3","0","0","3","1","0","300","0","1","3","0","0","0",""
"7","319003304","3","1","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"0","319003401","1","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319003402","1","3.5","0","3000","","3","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"3","319003501","1","34","0","0","","1","0","0","7","2","0","100","0","1","17","0","0","0",""
"1","319003502","1","0","0","3000","","3","0","0","7","2","0","120","0","1","22","0","0","31900502",""
"2","319003503","1","90","0","3000","","3","0","0","7","2","0","1.1","0","1","8","0","0","0",""
"7","319003601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319003602","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319003603","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"2","319003701","1","9","1","-1","","1","9","0","7","2","1400","0","1","1","15","0","1400","610149407",""
"2","319003702","1","7","1","-1","","1","7","0","7","2","1200","0","1","1","15","0","1200","610149408",""
"2","319003703","1","5","1","-1","","1","5","0","7","2","1000","0","1","1","15","0","1000","610149409",""
"3","319003704","99","2000","0","3000","","3","0","0","3","1","0","700","0","1","3","0","0","0",""
"319100102","319100101","1","0","0","-1","","3","0.005","0","7","2","0","7","0","1","26","0","0","1",""
"1","319100102","99","0","0","3000","","3","0.01","0","3","1","0","0","0","1","46","0","0","1",""
"950","319100103","99","0","0","3000","","3","0","0","3","1","0","0","319100105","1","23","0","0","319100104",""
"3","319100104","99","3","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"3","319100105","99","1","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"319100202","319100201","1","0","0","-1","","3","0.005","0","7","2","0","7","0","1","26","0","0","1",""
"1","319100202","3","0","0","3000","","2","0.01","0","3","1","0","0","0","1","46","0","0","1",""
"10","319100301","1","5","0","3000","","3","0","0","7","2","0","1","1","1","10","90","0","1",""
"3","319100401","1","50","0","3000","","3","0","0","7","2","0","100","1","1","17","0","0","0",""
"10","319100402","1","8","0","3000","","3","0","0","7","2","0","1","1","1","10","90","0","1",""
"1","319100501","1","3.5","0","3000","","2","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"0","319104101","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"319104103","319104102","1","0","0","-1","","3","0.001","0","7","2","0","7","0","1","26","0","0","1",""
"1","319104103","99","0","0","3000","","3","0.01","0","3","1","0","0","0","1","46","0","0","1",""
"950","319104104","99","0","0","3000","","3","0","0","3","1","0","0","319104106","1","23","0","0","319104105",""
"3","319104105","99","3","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"3","319104106","99","1","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"0","319104201","3","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"319104203","319104202","1","0","0","-1","","3","0.001","0","7","2","0","7","0","1","26","0","0","1",""
"1","319104203","3","0","0","3000","","2","0.01","0","3","1","0","0","0","1","46","0","0","1",""
"10","319104301","1","5","0","3000","","3","0","0","7","2","0","1","1","1","10","90","0","1",""
"3","319104401","1","26","0","3000","","3","0","0","7","2","0","100","1","1","17","0","0","0",""
"10","319104402","1","8","0","3000","","3","0","0","7","2","0","1","1","1","10","90","0","1",""
"0","319104501","1","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319104502","1","3.5","0","3000","","2","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"1","319104601","1","0","0","3000","","2","0.1","0","3","1","0","5000000","0","1","46","0","0","1",""
"1","319104701","1","0","0","3000","","2","0.1","0","3","1","0","5000000","0","1","46","0","0","1",""
"7","319104801","1","83","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319104802","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319104803","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319104901","99","0","0","3000","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319104902","2","3","0","3000","","2","0.4","0","4","1","0","40","0","1","1","0.0004","0","0",""
"3","319104903","2","1500","0","3000","","2","0","0","4","1","0","-360","0","1","3","0","0","0",""
"7","319104904","2","4","0","3000","","2","0","0","4","1","0","0","0","1","8","0","0","0",""
"0","319105001","99","0","0","290","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319105002","99","2.5","0","290","","2","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"11","319105003","99","0","0","290","","2","50","0","3","1","0","2","1","1","10","20","0","1",""
"31","319105004","99","0","0","290","","2","50","0","3","1","0","2","1","1","10","20","0","1",""
"3","319105005","99","3000","0","550","","1","0","0","3","1","0","1000","0","1","3","0","0","0",""
"2","319200101","2","3","0","2160","","1","0.9","0","1","1","0","90","0","1","1","0.00135","0","0",""
"3","319200102","99","3","0","2160","","3","0","0","1","1","0","0","0","1","8","0","0","0",""
"2","319200201","2","3.5","0","2160","","1","0.6","0","1","1","0","60","0","1","1","0.0006","0","0",""
"3","319200202","2","2000","0","2160","","1","0","0","1","1","0","500","0","1","3","0","0","0",""
"2","319200301","2","3.5","0","2160","","1","0.4","0","1","1","0","40","0","1","1","0.0008","0","0",""
"41","319200302","2","0","0","2160","","1","30","0","1","1","0","2","0","1","10","12","0","1",""
"2","319201101","99","1.5","0","3000","","3","0.9","0","3","1","0","90","100","1","1","0.00135","0","0",""
"3","319201102","99","3","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319201201","2","3","0","3000","","9","0.2","0","3","1","0","20","50","1","1","0.0002","0","0",""
"3","319201202","2","2000","0","3000","","9","0","0","3","1","0","3000","0","1","3","0","0","0",""
"2","319201301","2","3","0","3000","","9","0.6","0","3","1","0","60","50","1","1","0.0012","0","0",""
"41","319201302","2","0.03","0","3000","","9","0","0","3","1","0","1","0","1","10","12","0","1",""
"2","319202101","99","1.5","0","3000","","3","0.9","0","3","1","0","90","100","1","1","0.00135","0","0",""
"3","319202102","99","3","0","3000","","3","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319202201","2","3","0","3000","","9","0.2","0","3","1","0","20","80","1","1","0.0002","0","0",""
"3","319202202","2","2000","0","3000","","9","0","0","3","1","0","3000","0","1","3","0","0","0",""
"2","319202203","2","3","0","3000","","9","0.6","0","3","1","0","60","80","1","1","0.0006","0","0",""
"2","319202301","2","3","0","3000","","9","0.6","0","3","1","0","60","80","1","1","0.0012","0","0",""
"41","319202302","2","0.03","0","3000","","9","0","0","3","1","0","1","0","1","10","12","0","1",""
"2","319203101","99","1","0","3000","","6","5","0","3","1","0","5","100","1","1","0.00034","0","0",""
"3","319203102","99","3","0","3000","","6","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319203201","2","1","0","3000","","9","1","0","3","1","0","1","80","1","1","0.00009","0","0",""
"3","319203202","2","2000","0","3000","","9","0","0","3","1","0","3000","0","1","3","0","0","0",""
"2","319203203","2","1","0","3000","","9","4","0","3","1","0","4","80","1","1","0.0003","0","0",""
"2","319203301","2","1","0","3000","","9","4","0","3","1","0","4","80","1","1","0.0003","0","0",""
"41","319203302","2","0.003","0","3000","","9","0","0","3","1","0","1","0","1","10","12","0","1",""
"2","319300101","99","1.5","0","3000","","3","0.9","0","3","1","0","90","0","1","1","0.00135","0","0",""
"11","319300102","99","3","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","319300103","99","3","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"1","319300104","99","0","0","3000","","3","12.1","0","3","1","0","0.7","0","1","59","0","0","0",""
"2","319300201","99","3","0","450","","1","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"3","319300202","99","12.5","0","450","","1","0.7","0","3","1","0","70","0","1","9","0","0","0",""
"960","319300203","99","0","0","450","","1","0","0","3","1","0","0","0","1","23","0","0","319300204",""
"7","319300204","99","3","0","450","","1","0","0","3","1","0","0","0","1","8","0","0","0",""
"2","319300301","99","1.5","0","3000","","3","0.4","0","3","1","0","40","0","1","1","0.0004","0","0",""
"960","319300302","99","0","0","3000","","3","0","0","3","1","0","0","0","1","23","0","0","319300303",""
"1","319300303","99","100","0","3000","","3","0","0","3","1","0","8","0","1","11","0","0","0",""
"3","319300401","1","50","0","0","","0","0","0","7","0","0","100","0","1","17","0","0","0",""
"1","319300402","1","0","0","3000","","3","0","0","7","2","0","120","0","1","22","0","0","31930202",""
"30","319300403","1","0","0","3000","","3","30","0","7","2","0","2","1","1","10","90","0","1",""
"2","319300501","1","3.5","0","3000","","1","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"0","319303101","99","0","0","3000","","3","0","0","3","1","0","0","0","1","92","0","0","0",""
"2","319303102","99","1.5","0","3000","","3","0.9","0","3","1","0","90","0","1","1","0.00135","0","0",""
"11","319303103","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"31","319303104","99","8","0","3000","","3","0","0","3","1","0","1","0","1","10","18","0","1",""
"1","319303105","99","0","0","3000","","3","12.1","0","3","1","0","0.9","0","1","59","0","0","0",""
"0","319303201","99","0","0","450","","1","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319303202","99","3","0","450","","1","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"0","319303203","99","0","0","450","","1","0","0","3","1","0","0","0","1","92","0","0","0",""
"3","319303204","99","12.5","0","450","","1","0.7","0","3","1","0","70","0","1","9","0","0","0",""
"980","319303205","99","0","0","450","","1","0","0","3","1","0","0","0","1","23","0","0","319303206",""
"7","319303206","99","3","0","450","","1","0","0","3","1","0","0","0","1","8","0","0","0",""
"0","319303301","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319303302","99","1.5","0","3000","","3","0.4","0","3","1","0","40","0","1","1","0.0004","0","0",""
"980","319303303","99","0","0","3000","","3","0","0","3","1","0","0","0","1","23","0","0","319303304",""
"1","319303304","99","100","0","3000","","3","0","0","3","1","0","8","0","1","11","0","0","0",""
"3","319303401","1","33","0","0","","0","0","0","7","0","0","100","0","1","17","0","0","0",""
"1","319303402","1","0","0","0","","3","0","0","7","2","0","120","0","1","22","0","0","31930502",""
"30","319303403","1","0","0","0","","3","30","0","7","2","0","2","1","1","10","120","0","1",""
"0","319303501","1","0","0","3000","","1","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319303502","1","3.5","0","3000","","1","0.6","0","3","1","0","60","0","1","1","0.0012","0","0",""
"7","319303601","1","90","0","0","","3","0","0","7","2","0","100","0","1","17","0","0","0",""
"1020","319303602","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"1040","319303603","1","1","0","0","","3","0","0","7","2","1","1","0","1","10","90","0","0",""
"0","319303604","1","0","0","0","","3","90","0","7","2","1","0.5","0","1","98","0","0","0",""
"91","319303605","99","0","0","3000","","3","200","0","3","1","0","2","1","1","10","90","0","0",""
"2","319303701","1","-1","1","-1","","1","0","0","7","2","700","0","1","1","15","0","700","610151404",""
"2","319303702","1","1","1","-1","","1","0","0","7","2","550","0","1","1","15","0","550","610151405",""
"2","319303703","1","2","1","-1","","1","0","0","7","2","400","0","1","1","15","0","400","610151406",""
"3","319303704","99","1000","0","3000","","3","0","0","3","1","0","400","0","1","3","0","0","0",""
"0","319400101","99","0","0","3000","","3","0","0","3","1","0","0","0","1","92","0","0","0",""
"1","319400102","99","0","0","3000","","3","0.012","0","3","1","0","10","0","1","46","0","0","2",""
"1","319400103","99","0","0","3000","","3","0","0","3","1","0","100","0","1","49","0","0","0",""
"2","319400104","99","0","0","3000","","3","0","0","3","1","0","500","0","1","16","0","0","0",""
"11","319400105","99","5","0","3000","","3","0","0","3","1","0","1","0","1","10","90","0","1",""
"31","319400106","99","5","0","3000","","3","0","0","3","1","0","1","0","1","10","90","0","1",""
"4","319400201","1","0","0","3000","","3","0","0","3","1","0","0","0","1","7","0","0","0",""
"0","319400202","99","0","0","200","","2","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"1","319400203","99","3.5","0","200","","2","0.6","0","3","1","0","60","0","1","1","0.0006","0","0",""
"0","319400301","99","0","0","3000","","3","0","0","3","1","0","0.5","0","1","92","0","0","0",""
"2","319400302","99","1.5","0","3000","","3","0.4","0","3","1","0","40","0","1","1","0.0004","0","0",""
"0","319400303","99","100","0","3000","","3","0","0","3","1","0","4","0","1","13","0","0","0",""
"950","319400401","1","0","0","3000","","1","2","0","7","2","0","1","319400403","1","23","0","0","319400402",""
