df1753b666af1752f6ce5341db2088d0ab9e0292619d02ac5edbdb87da82b608,595bdfbee39be65a136149cc8d3201e02b90676181ead2ec24fc3e042630af66,2bdaebc86ea5ff1f75864bf30c2c5b729e537c3b7ed2e89fc5587f910ad2f588,c7c9a4379620df48cd7ed68bb4c41521d2880f3fd60e7c416884cab425b5823e,a4fb23803662fa5550bf5a3e10b8492d13b4bd8e48bd35c7a6276b30f99a752c,8ef86f99014c82017c895bce88fe36d7f9c01b262e6826021fe0b5da18b92fa2,7edff343ef52da7ac0d9d936daaf7e1d6d7fd26944ccacf33ea015bdc61d3762,4518e1c2034e882f4cb0b6c80102a0935cd1c877906b89a256fa5c21505ac158,1636245d54427d837cbeba0cbca550b2341f7eef476927272baef1bb3042cb75,08efe10d18941add714fbba9cd4a9fd8fe69448384909493464303fb5cb3e5f0,8bb9ce37fca57dfe70d6a09da3c898bafab894a355e09e52520c4165da3bf68a,4a1dbd8c4699a05cdda81ab429550c013e02a1a34dd99e015389896125d39074,7b5f46208e416f781330328cda0a7c24d3ed06e5a388db188112c60b2eb8ddb9,abe01df8ff2c78525f5a8e83b28e9154b5f1105f74b21600530d90629882b277,62cc791759eb7c32fcf24441b977c2c499fd92d429b00eb8eaec74dade698898,ed69ff6dfda77ca92e14af844fe01546a5cd9e7126cb60f36bea040052ca3bf9,358ba9c8abaa1a94479d216b742d70fbb15b8dd4c13444ddaa8dd87cde94ddff,3ed06e1c0b31f4c68098a5bf6533aebeb7fdb1575a75d6f81560611146ff5a96,0f5181c6dda593787565a79d2eb93466cabd5eb4f68184aaf1bd646a80a777d9,fc499eb6a8b22807e099f2f26a24e42d4a58d8b67e4c8bc43dbf05cbc62b157f,aa32006fb8ab553b7965d964754986a97c4e94233212fb7c7703316d784c1060,39026f38876419cb88a11493795a83b91e2c811a10c2c66a548b702fa2efe36b,e74c8540edbf39c5c648f649134427dc8e6a32d83ff59a5e5b13e70d9c00dc9c,0a4bbed13b82390a8fb19af0ab498e38162ba03a635510709bd26c51638eb93c,51463b084aefee86fc32fb9b084b109ce2de122e323c88b2503684dbaab001ee,2a2fbe74b65e25f4f94cafac332b763239d095ece8e2f99995af1393881f3a0a,1b4239e8d4bc163ec76a08daa0c0a20abc1a7e7d2d97d3f245896e4d63c25f29,928f826234cfcbea7bd26855a530eba3ad66d2a1a6058335e9f8facc22e360e8,ef37dcc3cd9e3144e4f92bc9b9f45c0659b55479ec212b0a022ed3ebfc0170da,7fea1fd226f6282ab9c721c67247d76c09cc6406623ac231468c9b99232658ad,65f2723fa6663cfbae2131826fa538448b08f28ce60433398f0014895c4a837e,23eae564bff2a279b101ae4009a7354590c14e294341cbb7d8d56caa7653836f,4ec316003f9d2033199f25776dd9ef48125298b885c2a5a46b0be183116a77e6,f87258bd3b7ec2a6bca475ec06795bc06334d9c94b13e97d989679ff13953dd8,9a16584ef9445fe9f92a0350c200c3cf86f8422cd1fead82a2362d0d78916158,8ef59b66d95f5eb8f8dae9f13653b74aa2a3c92c1ea7c20ff169106c76b54a1c,73e964dd43fe97e833b2fadf9febe0b2807cb68bc8a8476246c63c83d5b321bb,460b7c6774aaa8758839058f2947f2ad95bcb62ffdd550ba624284086bb0f43a,b4e8b0876ffd7abc8fcb64fd01a6f45a468368ab7cfa6a0b3eef03b8f7231285
"260","1004206","1004109","1004110","401056191","1004210","1000000","401056181","401056201","1004106","2","10560105","2.6","0","1004207","2.4","10560103","11","0.06","0","10560101","710081","2","10560104","3","30","401056161","1004209","1056","401056171","10560102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"261","1004206","1004109","1004110","401056241","1004210","1000000","401056231","401056251","1004106","2","10560105","4","0","1004207","3.8","10560103","31","0.06","0","10560101","710081","3.5","10560104","4","38","401056211","1004209","1056","401056221","10560102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"262","1004206","1004109","1004110","401056291","1004210","1000000","401056281","401056301","1004106","2","10560105","4","0","1004207","3.8","10560103","39","0.06","0","10560101","710081","3.5","10560104","5","-1","401056261","1004209","1056","401056271","10560102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"263","1004201","1004104","1004105","401056491","1004205","1000000","401056481","401056501","1004101","1","10570105","1.5","0","1004202","1.4","10570103","1","0.03","0","10570101","710091","1.2","10570104","1","1","401056461","1004204","1057","401056471","10570102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"264","1004206","1004109","1004110","401056491","1004210","1000000","401056481","401056501","1004106","1","10570105","1.5","0","1004207","1.4","10570103","2","0.03","0","10570101","710091","1.2","10570104","1","3","401056461","1004209","1057","401056471","10570102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"265","1004206","1004109","1004110","401056541","1004210","1000000","401056531","401056551","1004106","2","10570105","2","0","1004207","1.9","10570103","4","0.06","0","10570101","710091","1.6","10570104","2","10","401056511","1004209","1057","401056521","10570102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"266","1004206","1004109","1004110","401056591","1004210","1000000","401056581","401056601","1004106","2","10570105","2.6","0","1004207","2.4","10570103","11","0.06","0","10570101","710091","2","10570104","3","30","401056561","1004209","1057","401056571","10570102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"267","1004206","1004109","1004110","401056641","1004210","1000000","401056631","401056651","1004106","2","10570105","4","0","1004207","3.8","10570103","31","0.06","0","10570101","710091","3.5","10570104","4","38","401056611","1004209","1057","401056621","10570102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"268","1004206","1004109","1004110","401056691","1004210","1000000","401056681","401056701","1004106","2","10570105","4","0","1004207","3.8","10570103","39","0.06","0","10570101","710091","3.5","10570104","5","-1","401056661","1004209","1057","401056671","10570102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"269","1004201","1004104","1004105","401056891","1004205","1000000","401056881","401056901","1004101","1","10580105","1.5","0","1004202","1.4","10580103","1","0.03","0","10580101","710101","1.2","10580104","1","1","401056861","1004204","1058","401056871","10580102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"270","1004206","1004109","1004110","401056891","1004210","1000000","401056881","401056901","1004106","1","10580105","1.5","0","1004207","1.4","10580103","2","0.03","0","10580101","710101","1.2","10580104","1","3","401056861","1004209","1058","401056871","10580102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"271","1004206","1004109","1004110","401056941","1004210","1000000","401056931","401056951","1004106","2","10580105","2","0","1004207","1.9","10580103","4","0.06","0","10580101","710101","1.6","10580104","2","10","401056911","1004209","1058","401056921","10580102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"272","1004206","1004109","1004110","401056991","1004210","1000000","401056981","401057001","1004106","2","10580105","2.6","0","1004207","2.4","10580103","11","0.06","0","10580101","710101","2","10580104","3","30","401056961","1004209","1058","401056971","10580102","1","11","2","1004108","2.4","1004208","1004107","1001303"
"273","1004206","1004109","1004110","401057041","1004210","1000000","401057031","401057051","1004106","2","10580105","4","0","1004207","3.8","10580103","31","0.06","0","10580101","710101","3.5","10580104","4","38","401057011","1004209","1058","401057021","10580102","1","31","3.5","1004108","3.7","1004208","1004107","1001303"
"274","1004206","1004109","1004110","401057091","1004210","1000000","401057081","401057101","1004106","2","10580105","4","0","1004207","3.8","10580103","39","0.06","0","10580101","710101","3.5","10580104","5","-1","401057061","1004209","1058","401057071","10580102","1","39","3.5","1004108","3.7","1004208","1004107","1001303"
"275","1004201","1004104","1004105","401057291","1004205","1000000","401057281","401057301","1004101","1","10590105","1.5","0","1004202","1.4","10590103","1","0.03","0","10590101","710111","1.2","10590104","1","1","401057261","1004204","1059","401057271","10590102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"276","1004206","1004109","1004110","401057291","1004210","1000000","401057281","401057301","1004106","1","10590105","1.5","0","1004207","1.4","10590103","2","0.03","0","10590101","710111","1.2","10590104","1","3","401057261","1004209","1059","401057271","10590102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"277","1004206","1004109","1004110","401057341","1004210","1000000","401057331","401057351","1004106","2","10590105","2","0","1004207","1.9","10590103","4","0.06","0","10590101","710111","1.6","10590104","2","9","401057311","1004209","1059","401057321","10590102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"278","1004206","1004109","1004110","401057391","1004210","1000000","401057381","401057401","1004106","2","10590105","2.2","0","1004207","2.1","10590103","10","0.06","0","10590101","710111","2","10590104","3","25","401057361","1004209","1059","401057371","10590102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"279","1004206","1004109","1004110","401057441","1004210","1000000","401057431","401057451","1004106","2","10590105","5","0","1004207","4.8","10590103","26","0.06","0","10590101","710111","4.5","10590104","4","-1","401057411","1004209","1059","401057421","10590102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"281","1004201","1004104","1004105","401057691","1004205","1000000","401057681","401057701","1004101","1","10600105","1.5","0","1004202","1.4","10600103","1","0.03","0","10600101","710121","1.2","10600104","1","1","401057661","1004204","1060","401057671","10600102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"282","1004206","1004109","1004110","401057691","1004210","1000000","401057681","401057701","1004106","1","10600105","1.5","0","1004207","1.4","10600103","2","0.03","0","10600101","710121","1.2","10600104","1","3","401057661","1004209","1060","401057671","10600102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"283","1004206","1004109","1004110","401057741","1004210","1000000","401057731","401057751","1004106","2","10600105","2","0","1004207","1.9","10600103","4","0.06","0","10600101","710121","1.6","10600104","2","9","401057711","1004209","1060","401057721","10600102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"284","1004206","1004109","1004110","401057791","1004210","1000000","401057781","401057801","1004106","2","10600105","2.2","0","1004207","2.1","10600103","10","0.06","0","10600101","710121","2","10600104","3","25","401057761","1004209","1060","401057771","10600102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"285","1004206","1004109","1004110","401057841","1004210","1000000","401057831","401057851","1004106","2","10600105","5","0","1004207","4.8","10600103","26","0.06","0","10600101","710121","4.5","10600104","4","-1","401057811","1004209","1060","401057821","10600102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"287","1004201","1004104","1004105","401058091","1004205","1000000","401058081","401058101","1004101","1","10610105","1.5","0","1004202","1.4","10610103","1","0.03","0","10610101","710011","1.2","10610104","1","1","401058061","1004204","1061","401058071","10610102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"288","1004206","1004109","1004110","401058091","1004210","1000000","401058081","401058101","1004106","1","10610105","1.5","0","1004207","1.4","10610103","2","0.03","0","10610101","710011","1.2","10610104","1","3","401058061","1004209","1061","401058071","10610102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"289","1004206","1004109","1004110","401058141","1004210","1000000","401058131","401058151","1004106","2","10610105","2","0","1004207","1.9","10610103","4","0.06","0","10610101","710011","1.6","10610104","2","9","401058111","1004209","1061","401058121","10610102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"290","1004206","1004109","1004110","401058191","1004210","1000000","401058181","401058201","1004106","2","10610105","2.2","0","1004207","2.1","10610103","10","0.06","0","10610101","710011","2","10610104","3","25","401058161","1004209","1061","401058171","10610102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"291","1004206","1004109","1004110","401058241","1004210","1000000","401058231","401058251","1004106","2","10610105","5","0","1004207","4.8","10610103","26","0.06","0","10610101","710011","4.5","10610104","4","-1","401058211","1004209","1061","401058221","10610102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"293","1004201","1004104","1004105","401058491","1004205","1000000","401058481","401058501","1004101","1","10630105","1.5","0","1004202","1.4","10630103","1","0.03","0","10630101","710021","1.2","10630104","1","1","401058461","1004204","1063","401058471","10630102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"294","1004206","1004109","1004110","401058491","1004210","1000000","401058481","401058501","1004106","1","10630105","1.5","0","1004207","1.4","10630103","2","0.03","0","10630101","710021","1.2","10630104","1","3","401058461","1004209","1063","401058471","10630102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"295","1004206","1004109","1004110","401058541","1004210","1000000","401058531","401058551","1004106","2","10630105","2","0","1004207","1.9","10630103","4","0.06","0","10630101","710021","1.6","10630104","2","9","401058511","1004209","1063","401058521","10630102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"296","1004206","1004109","1004110","401058591","1004210","1000000","401058581","401058601","1004106","2","10630105","2.2","0","1004207","2.1","10630103","10","0.06","0","10630101","710021","2","10630104","3","25","401058561","1004209","1063","401058571","10630102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"297","1004206","1004109","1004110","401058641","1004210","1000000","401058631","401058651","1004106","2","10630105","5","0","1004207","4.8","10630103","26","0.06","0","10630101","710021","4.5","10630104","4","-1","401058611","1004209","1063","401058621","10630102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"298","1004201","1004104","1004105","401058841","1004205","1000000","401058831","401058851","1004101","1","10640105","1.5","0","1004202","1.4","10640103","1","0.03","0","10640101","710031","1.2","10640104","1","1","401058811","1004204","1064","401058821","10640102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"299","1004206","1004109","1004110","401058841","1004210","1000000","401058831","401058851","1004106","1","10640105","1.5","0","1004207","1.4","10640103","2","0.03","0","10640101","710031","1.2","10640104","1","3","401058811","1004209","1064","401058821","10640102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"300","1004206","1004109","1004110","401058891","1004210","1000000","401058881","401058901","1004106","2","10640105","2","0","1004207","1.9","10640103","4","0.06","0","10640101","710031","1.6","10640104","2","9","401058861","1004209","1064","401058871","10640102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"301","1004206","1004109","1004110","401058941","1004210","1000000","401058931","401058951","1004106","2","10640105","2.2","0","1004207","2.1","10640103","10","0.06","0","10640101","710031","2","10640104","3","25","401058911","1004209","1064","401058921","10640102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"302","1004206","1004109","1004110","401058991","1004210","1000000","401058981","401059001","1004106","2","10640105","5","0","1004207","4.8","10640103","26","0.06","0","10640101","710031","4.5","10640104","4","-1","401058961","1004209","1064","401058971","10640102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"303","1004201","1004104","1004105","401059191","1004205","1000000","401059181","401059201","1004101","1","10650105","1.5","0","1004202","1.4","10650103","1","0.03","0","10650101","710041","1.2","10650104","1","1","401059161","1004204","1065","401059171","10650102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"304","1004206","1004109","1004110","401059191","1004210","1000000","401059181","401059201","1004106","1","10650105","1.5","0","1004207","1.4","10650103","2","0.03","0","10650101","710041","1.2","10650104","1","3","401059161","1004209","1065","401059171","10650102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"305","1004206","1004109","1004110","401059241","1004210","1000000","401059231","401059251","1004106","2","10650105","2","0","1004207","1.9","10650103","4","0.06","0","10650101","710041","1.6","10650104","2","9","401059211","1004209","1065","401059221","10650102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"306","1004206","1004109","1004110","401059291","1004210","1000000","401059281","401059301","1004106","2","10650105","2.2","0","1004207","2.1","10650103","10","0.06","0","10650101","710041","2","10650104","3","25","401059261","1004209","1065","401059271","10650102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"307","1004206","1004109","1004110","401059341","1004210","1000000","401059331","401059351","1004106","2","10650105","5","0","1004207","4.8","10650103","26","0.06","0","10650101","710041","4.5","10650104","4","-1","401059311","1004209","1065","401059321","10650102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"308","1004201","1004104","1004105","401059541","1004205","1000000","401059531","401059551","1004101","1","10660105","1.5","0","1004202","1.4","10660103","1","0.03","0","10660101","710051","1.2","10660104","1","1","401059511","1004204","1066","401059521","10660102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"309","1004206","1004109","1004110","401059541","1004210","1000000","401059531","401059551","1004106","1","10660105","1.5","0","1004207","1.4","10660103","2","0.03","0","10660101","710051","1.2","10660104","1","3","401059511","1004209","1066","401059521","10660102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"310","1004206","1004109","1004110","401059591","1004210","1000000","401059581","401059601","1004106","2","10660105","2","0","1004207","1.9","10660103","4","0.06","0","10660101","710051","1.6","10660104","2","9","401059561","1004209","1066","401059571","10660102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"311","1004206","1004109","1004110","401059641","1004210","1000000","401059631","401059651","1004106","2","10660105","2.2","0","1004207","2.1","10660103","10","0.06","0","10660101","710051","2","10660104","3","25","401059611","1004209","1066","401059621","10660102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"312","1004206","1004109","1004110","401059691","1004210","1000000","401059681","401059701","1004106","2","10660105","5","0","1004207","4.8","10660103","26","0.06","0","10660101","710051","4.5","10660104","4","-1","401059661","1004209","1066","401059671","10660102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"313","1004201","1004104","1004105","401059891","1004205","1000000","401059881","401059901","1004101","1","10670105","1.5","0","1004202","1.4","10670103","1","0.03","0","10670101","710061","1.2","10670104","1","1","401059861","1004204","1067","401059871","10670102","1","1","1.2","1004103","1.3","1004203","1004102","1001301"
"314","1004206","1004109","1004110","401059891","1004210","1000000","401059881","401059901","1004106","1","10670105","1.5","0","1004207","1.4","10670103","2","0.03","0","10670101","710061","1.2","10670104","1","3","401059861","1004209","1067","401059871","10670102","1","2","1.2","1004108","1.3","1004208","1004107","1001303"
"315","1004206","1004109","1004110","401059941","1004210","1000000","401059931","401059951","1004106","2","10670105","2","0","1004207","1.9","10670103","4","0.06","0","10670101","710061","1.6","10670104","2","9","401059911","1004209","1067","401059921","10670102","1","4","1.6","1004108","1.8","1004208","1004107","1001303"
"316","1004206","1004109","1004110","401059991","1004210","1000000","401059981","401060001","1004106","2","10670105","2.2","0","1004207","2.1","10670103","10","0.06","0","10670101","710061","2","10670104","3","25","401059961","1004209","1067","401059971","10670102","1","10","2","1004108","2.1","1004208","1004107","1001303"
"317","1004206","1004109","1004110","401060041","1004210","1000000","401060031","401060051","1004106","2","10670105","5","0","1004207","4.8","10670103","26","0.06","0","10670101","710061","4.5","10670104","4","-1","401060011","1004209","1067","401060021","10670102","1","26","4.5","1004108","4.7","1004208","1004107","1001303"
"318","1004206","0","0","401060241","1004210","1000000","401060231","401060251","0","1","10680105","1.5","0","1004207","1.4","10680103","-2","0.03","0","10680101","710071","1.2","10680104","1","-2","401060211","1004209","1068","401060221","10680102","1","-2","1.2","0","1.3","1004208","0","0"
"319","1004201","1004104","1004105","401060291","1004205","1000000","401060281","401060301","1004101","2","10680105","2","0","1004202","1.9","10680103","1","0.06","0","10680101","710071","1.6","10680104","2","1","401060261","1004204","1068","401060271","10680102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"320","1004206","1004109","1004110","401060291","1004210","1000000","401060281","401060301","1004106","2","10680105","2","0","1004207","1.9","10680103","2","0.06","0","10680101","710071","1.6","10680104","2","6","401060261","1004209","1068","401060271","10680102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"321","1004206","1004109","1004110","401060341","1004210","1000000","401060331","401060351","1004106","2","10680105","2.2","0","1004207","2.1","10680103","7","0.06","0","10680101","710071","2","10680104","3","22","401060311","1004209","1068","401060321","10680102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"322","1004206","1004109","1004110","401060391","1004210","1000000","401060381","401060401","1004106","2","10680105","5","0","1004207","4.8","10680103","23","0.06","0","10680101","710071","4.5","10680104","4","-1","401060361","1004209","1068","401060371","10680102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"323","1004206","0","0","401060591","1004210","1000000","401060581","401060601","0","1","10690105","1.5","0","1004207","1.4","10690103","-2","0.03","0","10690101","710081","1.2","10690104","1","-2","401060561","1004209","1069","401060571","10690102","1","-2","1.2","0","1.3","1004208","0","0"
"324","1004201","1004104","1004105","401060641","1004205","1000000","401060631","401060651","1004101","2","10690105","2","0","1004202","1.9","10690103","1","0.06","0","10690101","710081","1.6","10690104","2","1","401060611","1004204","1069","401060621","10690102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"325","1004206","1004109","1004110","401060641","1004210","1000000","401060631","401060651","1004106","2","10690105","2","0","1004207","1.9","10690103","2","0.06","0","10690101","710081","1.6","10690104","2","6","401060611","1004209","1069","401060621","10690102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"326","1004206","1004109","1004110","401060691","1004210","1000000","401060681","401060701","1004106","2","10690105","2.2","0","1004207","2.1","10690103","7","0.06","0","10690101","710081","2","10690104","3","22","401060661","1004209","1069","401060671","10690102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"327","1004206","1004109","1004110","401060741","1004210","1000000","401060731","401060751","1004106","2","10690105","5","0","1004207","4.8","10690103","23","0.06","0","10690101","710081","4.5","10690104","4","-1","401060711","1004209","1069","401060721","10690102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"328","1004206","0","0","401060941","1004210","1000000","401060931","401060951","0","1","10700105","1.5","0","1004207","1.4","10700103","-2","0.03","0","10700101","710091","1.2","10700104","1","-2","401060911","1004209","1070","401060921","10700102","1","-2","1.2","0","1.3","1004208","0","0"
"329","1004201","1004104","1004105","401060991","1004205","1000000","401060981","401061001","1004101","2","10700105","2","0","1004202","1.9","10700103","1","0.06","0","10700101","710091","1.6","10700104","2","1","401060961","1004204","1070","401060971","10700102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"330","1004206","1004109","1004110","401060991","1004210","1000000","401060981","401061001","1004106","2","10700105","2","0","1004207","1.9","10700103","2","0.06","0","10700101","710091","1.6","10700104","2","6","401060961","1004209","1070","401060971","10700102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"331","1004206","1004109","1004110","401061041","1004210","1000000","401061031","401061051","1004106","2","10700105","2.2","0","1004207","2.1","10700103","7","0.06","0","10700101","710091","2","10700104","3","22","401061011","1004209","1070","401061021","10700102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"332","1004206","1004109","1004110","401061091","1004210","1000000","401061081","401061101","1004106","2","10700105","5","0","1004207","4.8","10700103","23","0.06","0","10700101","710091","4.5","10700104","4","-1","401061061","1004209","1070","401061071","10700102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"333","1004206","0","0","401061291","1004210","1000000","401061281","401061301","0","1","10710105","1.5","0","1004207","1.4","10710103","-2","0.03","0","10710101","710101","1.2","10710104","1","-2","401061261","1004209","1071","401061271","10710102","1","-2","1.2","0","1.3","1004208","0","0"
"334","1004201","1004104","1004105","401061341","1004205","1000000","401061331","401061351","1004101","2","10710105","2","0","1004202","1.9","10710103","1","0.06","0","10710101","710101","1.6","10710104","2","1","401061311","1004204","1071","401061321","10710102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"335","1004206","1004109","1004110","401061341","1004210","1000000","401061331","401061351","1004106","2","10710105","2","0","1004207","1.9","10710103","2","0.06","0","10710101","710101","1.6","10710104","2","6","401061311","1004209","1071","401061321","10710102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"336","1004206","1004109","1004110","401061391","1004210","1000000","401061381","401061401","1004106","2","10710105","2.2","0","1004207","2.1","10710103","7","0.06","0","10710101","710101","2","10710104","3","22","401061361","1004209","1071","401061371","10710102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"337","1004206","1004109","1004110","401061441","1004210","1000000","401061431","401061451","1004106","2","10710105","5","0","1004207","4.8","10710103","23","0.06","0","10710101","710101","4.5","10710104","4","-1","401061411","1004209","1071","401061421","10710102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"338","1004206","0","0","401061641","1004210","1000000","401061631","401061651","0","1","10720105","1.5","0","1004207","1.4","10720103","-2","0.03","0","10720101","710111","1.2","10720104","1","-2","401061611","1004209","1072","401061621","10720102","1","-2","1.2","0","1.3","1004208","0","0"
"339","1004201","1004104","1004105","401061691","1004205","1000000","401061681","401061701","1004101","2","10720105","2","0","1004202","1.9","10720103","1","0.06","0","10720101","710111","1.6","10720104","2","1","401061661","1004204","1072","401061671","10720102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"340","1004206","1004109","1004110","401061691","1004210","1000000","401061681","401061701","1004106","2","10720105","2","0","1004207","1.9","10720103","2","0.06","0","10720101","710111","1.6","10720104","2","6","401061661","1004209","1072","401061671","10720102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"341","1004206","1004109","1004110","401061741","1004210","1000000","401061731","401061751","1004106","2","10720105","2.2","0","1004207","2.1","10720103","7","0.06","0","10720101","710111","2","10720104","3","22","401061711","1004209","1072","401061721","10720102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"342","1004206","1004109","1004110","401061791","1004210","1000000","401061781","401061801","1004106","2","10720105","5","0","1004207","4.8","10720103","23","0.06","0","10720101","710111","4.5","10720104","4","-1","401061761","1004209","1072","401061771","10720102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"343","1004206","0","0","401061991","1004210","1000000","401061981","401062001","0","1","10730105","1.5","0","1004207","1.4","10730103","-2","0.03","0","10730101","710121","1.2","10730104","1","-2","401061961","1004209","1073","401061971","10730102","1","-2","1.2","0","1.3","1004208","0","0"
"344","1004201","1004104","1004105","401062041","1004205","1000000","401062031","401062051","1004101","2","10730105","2","0","1004202","1.9","10730103","1","0.06","0","10730101","710121","1.6","10730104","2","1","401062011","1004204","1073","401062021","10730102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"345","1004206","1004109","1004110","401062041","1004210","1000000","401062031","401062051","1004106","2","10730105","2","0","1004207","1.9","10730103","2","0.06","0","10730101","710121","1.6","10730104","2","6","401062011","1004209","1073","401062021","10730102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"346","1004206","1004109","1004110","401062091","1004210","1000000","401062081","401062101","1004106","2","10730105","2.2","0","1004207","2.1","10730103","7","0.06","0","10730101","710121","2","10730104","3","22","401062061","1004209","1073","401062071","10730102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"347","1004206","1004109","1004110","401062141","1004210","1000000","401062131","401062151","1004106","2","10730105","5","0","1004207","4.8","10730103","23","0.06","0","10730101","710121","4.5","10730104","4","-1","401062111","1004209","1073","401062121","10730102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
"348","1004206","0","0","401062341","1004210","1000000","401062331","401062351","0","1","10740105","1.5","0","1004207","1.4","10740103","-2","0.03","0","10740101","710011","1.2","10740104","1","-2","401062311","1004209","1074","401062321","10740102","1","-2","1.2","0","1.3","1004208","0","0"
"349","1004201","1004104","1004105","401062391","1004205","1000000","401062381","401062401","1004101","2","10740105","2","0","1004202","1.9","10740103","1","0.06","0","10740101","710011","1.6","10740104","2","1","401062361","1004204","1074","401062371","10740102","1","1","1.6","1004103","1.8","1004203","1004102","1001301"
"350","1004206","1004109","1004110","401062391","1004210","1000000","401062381","401062401","1004106","2","10740105","2","0","1004207","1.9","10740103","2","0.06","0","10740101","710011","1.6","10740104","2","6","401062361","1004209","1074","401062371","10740102","1","2","1.6","1004108","1.8","1004208","1004107","1001303"
"351","1004206","1004109","1004110","401062441","1004210","1000000","401062431","401062451","1004106","2","10740105","2.2","0","1004207","2.1","10740103","7","0.06","0","10740101","710011","2","10740104","3","22","401062411","1004209","1074","401062421","10740102","1","7","2","1004108","2.1","1004208","1004107","1001303"
"352","1004206","1004109","1004110","401062491","1004210","1000000","401062481","401062501","1004106","2","10740105","5","0","1004207","4.8","10740103","23","0.06","0","10740101","710011","4.5","10740104","4","-1","401062461","1004209","1074","401062471","10740102","1","23","4.5","1004108","4.7","1004208","1004107","1001303"
