226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"0","3","","20_kasumi_cool_loop","20_kasumi_cool_in","0.2","3","19230015","1","0","923"
"0","21","","0","vo_fpc_22301","","vo_fpc","19230016","","","923"
"9","11","0.5","1","傳聞說在這個墨丘利度假村中，\n有一個在泳池邊賣鯛魚燒的怪人。","0","115711","19230017","0","0","923"
"","91","","","","","0","19230018","","","923"
"","93","","","0","","0.5","19230019","","","923"
"0","21","","0","vo_fpc_22302","","vo_fpc","19230020","","","923"
"7","11","0.5","1","雖說如果是在美食街賣\n就不會有任何突兀感。","0","115711","19230021","0","0","923"
"","91","","","","","0","19230022","","","923"
"","93","","","0","","0.5","19230023","","","923"
"1","3","","","20_kasumi_cool_sad","0.2","115711","19230024","","","923"
"1","3","","","20_kasumi_cool_loop","0.2","3","19230025","","","923"
"0","21","","0","vo_fpc_22303","","vo_fpc","19230026","","","923"
"9","11","0.5","1","……但竟然在容易弄溼的泳池區域賣，\n這是常人的思維所無法想像的。","0","115711","19230027","0","0","923"
"","91","","","","","0","19230028","","","923"
"","93","","","0","","0.5","19230029","","","923"
"1","3","","","20_kasumi_cool_anger","0.2","115711","19230030","","","923"
"1","3","","","20_kasumi_cool_loop","0.2","3","19230031","","","923"
"0","21","","0","vo_fpc_22304","","vo_fpc","19230032","","","923"
"8","11","0.5","1","而且鯛魚燒的內餡據說是彩虹色的，\n味道還是極品呢。","0","115711","19230033","0","0","923"
"","91","","","","","0","19230034","","","923"
"","93","","","0","","0.5","19230035","","","923"
"1","3","","","20_kasumi_doya_normal2","0.2","115711","19230036","","","923"
"1","3","","","20_kasumi_doya_normal2","0.2","3","19230037","","","923"
"0","21","","0","vo_fpc_22305","","vo_fpc","19230038","","","923"
"8","11","0.5","1","也有聽說要是看見夢幻鯛魚燒小販，\n就能夠變得幸福喔。","0","115711","19230039","0","0","923"
"","91","","","","","0","19230040","","","923"
"","93","","","0","","0.5","19230041","","","923"
"0","3","","20_kasumi_approach_loop","20_kasumi_approach_in","0.3","115711","19230042","1","0","923"
"0","3","","20_kasumi_approach_loop","20_kasumi_approach_in","0.3","3","19230043","1","0","923"
"0","21","","0","vo_fpc_22306","","vo_fpc","19230044","","","923"
"8","11","0.5","1","在泳池邊\n賣鯛魚燒的怪人，是嗎。","0","115711","19230045","0","0","923"
"","91","","","","","0","19230046","","","923"
"","93","","","0","","0.5","19230047","","","923"
"1","3","","","20_kasumi_thinking","0.2","115711","19230048","","","923"
"1","3","","","20_kasumi_thinking","0.2","3","19230049","","","923"
"0","21","","0","vo_fpc_22307","","vo_fpc","19230050","","","923"
"7","11","0.5","1","究竟那樣的人物\n是真實存在的嗎……","0","115711","19230051","0","0","923"
"","91","","","","","0","19230052","","","923"
"","93","","","0","","0.5","19230053","","","923"
"1","3","","","20_kasumi_walk","0.2","115711","19230054","","","923"
"1","3","","","20_kasumi_walk","0.2","3","19230055","","","923"
"-15","2","","4.41176470588235","750","","115711","19230056","0","","923"
"-15","2","","4.41176470588235","750","","3","19230057","0","","923"
"","91","","","","","0","19230058","","","923"
"23","1","41_pekorine_swim_loop","-910","107511","1.75","1","19410001","-180","0","941"
"22","1","cmn_float","-800","107611","1.75","1","19410002","-180","0","941"
"22","5","41_kyaru_floatRing","-1000","22","1.75","22","19410003","-180","0","941"
"-890","31","","-180","1075111","1","1","19410004","1","","941"
"0","31","","-180","1075114","0","14","19410005","1","","941"
"-800","31","","-180","107611","1","4","19410006","1","","941"
"-830","31","","-180","22","1","126","19410007","1","","941"
"140","31","","-180","105","0","105","19410008","1","","941"
"320","31","","40","108","0","108","19410009","1","","941"
"-160","31","","-110","1001","0","1001","19410010","1","","941"
"1","23","","","se_fpc_water_random","1","se_10053800","19410011","","","941"
"","91","","","0","","19410010","19410012","","","941"
"-180","2","","5","-150","","22","19410013","12","","941"
"-180","33","","5","-10","","22","19410014","12","","941"
"","91","","","","","0","19410015","","","941"
"","21","","0","vo_fpc_30101","","vo_fpc","19410016","","","941"
"4","11","1","1","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","0","22","19410017","0","0","941"
"","91","","","0","","0","19410018","","","941"
"-180","2","","4.52941176470588","0","","107511","19410019","0","","941"
"-180","33","","4.52941176470588","0","","1075111","19410020","0","","941"
"-180","2","","4.52941176470588","0","","22","19410021","12","","941"
"-180","33","","4.52941176470588","140","","22","19410022","12","","941"
"","93","","","0","","1.5","19410023","","","941"
"","21","","0","vo_fpc_30102","","vo_fpc","19410024","","","941"
"5","11","1","1","小──凱──留──！\n嘿！","0","107511","19410025","0","0","941"
"","91","","","","","19410019","19410026","","","941"
"","32","","","0","","1075111","19410027","","","941"
"","32","","","1","","1075114","19410028","","","941"
"0","3","","41_pekorine_hug_loop","41_pekorine_hug","0.1","107511","19410029","1","0.1","941"
"0","3","","41_kyaru_surprise_loop","41_kyaru_surprise","0.1","22","19410030","1","0.1","941"
"","93","","","0","","0.6","19410031","","","941"
"","32","","","1","","105","19410032","","","941"
"","93","","","0","","0.6","19410033","","","941"
"","32","","","0","","105","19410034","","","941"
"","91","","","","","19410025","19410035","","","941"
"-180","2","","2.94117647058824","-300","","107611","19410036","12","","941"
"-180","33","","2.94117647058824","-300","","107611","19410037","12","","941"
"","21","","0","vo_fpc_30103","","vo_fpc","19410038","","","941"
"7","11","1","1","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","0","22","19410039","0","0","941"
"","91","","","0","","0","19410040","","","941"
"","91","","","","","19410036","19410041","","","941"
"","32","","","1","","105","19410042","","","941"
"1","3","","","41_pekorine_shake","0.1","107511","19410043","","","941"
"1","3","","","41_kyaru_shake","0.1","22","19410044","","","941"
"","21","","0","vo_fpc_30104","","vo_fpc","19410045","","","941"
"1","3","","","41_kokkoro_float_loop","0.1","107611","19410046","","","941"
"6","11","1","1","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","0","107611","19410047","0","0","941"
"","91","","","0","","0","19410048","","","941"
"","21","","0","vo_fpc_30105","","vo_fpc","19410049","","","941"
"11","11","1","1","啊，不行……\n已經，到極……限了……","0","22","19410050","0","0","941"
"","91","","","0","","0","19410051","","","941"
"0","3","","","41_kyaru_drown","0.2","22","19410052","","","941"
"1","3","","","41_pekorine_shake","0.2","107511","19410053","","","941"
"","93","","","0","","0.2","19410054","","","941"
"0","23","","","se_10053800_941_bishokuden","1","se_10053800","19410055","","","941"
"","93","","","0","","0.8","19410056","","","941"
"0","3","","41_kokkoro_surprise_loop","41_kokkoro_surprise","0.1","107611","19410057","1","0.1","941"
"","93","","","0","","0.5","19410058","","","941"
"","32","","","1","","108","19410059","","","941"
"","93","","","0","","2.5","19410060","","","941"
"1","3","","","41_kyaru_drown_loop","0.1","22","19410061","","0.1","941"
"0","3","","41_pekorine_notice_loop","41_pekorine_notice","0.1","107511","19410062","1","0.1","941"
"","32","","","0","","105","19410063","","","941"
"","32","","","0","","22","19410064","","","941"
"","21","","0","vo_fpc_30106","","vo_fpc","19410065","","","941"
"6","11","1","1","咦？\n小凱留？\n妳跑哪去了？","0","107511","19410066","0","0","941"
"","91","","","0","","0","19410067","","","941"
"","21","","0","vo_fpc_30107","","vo_fpc","19410068","","","941"
"9","11","1","1","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","0","107611","19410069","0","0","941"
"","93","","","0","","2.1","19410070","","","941"
"0","3","","41_kokkoro_action_loop","41_kokkoro_action","0.1","107611","19410071","1","0.1","941"
"","32","","","1","","1001","19410072","","","941"
"0","3","","cmn_swm_flutterKick_floatRing","41_pekorine_flutterKick_floatRing_in","0","107511","19410073","1","0.1","941"
"1","3","","","41_kyaru_flutterKick_floatRing","0.1","22","19410074","","","941"
"-180","2","","4.52488687782805","1000","","107511","19410075","0","","941"
"","32","","","1","","1075111","19410076","","","941"
"","32","","","0","","1075114","19410077","","","941"
"-180","33","","4.52488687782805","1000","","1075111","19410078","0","","941"
"-180","2","","4.52488687782805","1000","","22","19410079","0","","941"
"-180","2","","5.88235294117647","1000","","107611","19410080","0","","941"
"-180","33","","5.88235294117647","1000","","107611","19410081","0","","941"
"-110","33","","5.88235294117647","1140","","1001","19410082","0","","941"
"","91","","","","","19410081","19410083","","","941"
"33","1","42_anna_idle","-1060","113211","1.75","1","19420001","-250","0","942"
"33","1","42_shinobu_idle","-920","127111","1.75","1","19420002","-250","0","942"
"32","5","42_boat_idle","-1000","2","1.75","2","19420003","-250","0","942"
"0","31","","0","107","0","107","19420004","1","","942"
"-1000","31","","-250","106","1","106","19420005","1","","942"
"","13","","","47","","113211","19420006","","","942"
"","13","","","47","","127111","19420007","","","942"
"1","23","","","se_fpc_water_random","1","se_10053800","19420008","","","942"
"","91","","","0","","19420007","19420009","","","942"
"-250","2","","5.88235294117647","-60","","113211","19420010","12","","942"
"-250","2","","5.88235294117647","80","","127111","19420011","12","","942"
"-250","2","","5.88235294117647","0","","2","19420012","12","","942"
"-250","33","","5.88235294117647","0","","106","19420013","12","","942"
"","91","","","","","","19420014","","","942"
"1","3","","","42_anna_doyatalk","0.2","113211","19420015","","","942"
"1","3","","","42_shinobu_idle","0.2","127111","19420016","","","942"
"1","3","","","42_boat_idle","0.2","2","19420017","","","942"
"","21","","0","vo_fpc_30201","","vo_fpc","19420018","","","942"
"4","11","1","1","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","0","113211","19420019","0","0","942"
"","91","","","0","","0","19420020","","","942"
"1","3","","","42_anna_doyatalk","0.2","113211","19420021","","","942"
"0","3","","42_shinobu_talk","42_shinobu_idle2talk","0.2","127111","19420022","1","0.1","942"
"1","3","","","42_boat_idle","0.2","2","19420023","","","942"
"","21","","0","vo_fpc_30202","","vo_fpc","19420024","","","942"
"6","11","1","1","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","0","127111","19420025","0","0","942"
"","91","","","0","","0","19420026","","","942"
"0","3","","42_shinobu_idle","42_shinobu_talk2idle","0.2","127111","19420027","1","0.1","942"
"0","3","","42_anna_idle","42_anna_doya2idle","0.2","113211","19420028","1","0.1","942"
"1","3","","","42_boat_idle","0.2","2","19420029","","","942"
"","21","","0","vo_fpc_30203","","vo_fpc","19420030","","","942"
"6","11","0.5","1","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","0","113211","19420031","0","0","942"
"","91","","","0","","0","19420032","","","942"
"","21","","0","vo_fpc_30204","","vo_fpc","19420033","","","942"
"7","11","1","1","（說不定會成為\n冥風戰記的好靈感呢！）","0","113211","19420034","0","0","942"
"","91","","","0","","0","19420035","","","942"
"1","3","","","42_anna_idle","0.2","113211","19420036","","","942"
"0","3","","42_shinobu_talk","42_shinobu_idle2talk","0.2","127111","19420037","1","0.1","942"
"1","3","","","42_boat_idle","0.2","2","19420038","","","942"
"","21","","0","vo_fpc_30205","","vo_fpc","19420039","","","942"
"4","11","0.5","1","嗯，有喔。\n在度假村發生的\n各種靈異現象……","0","127111","19420040","0","0","942"
"","91","","","0","","0","19420041","","","942"
"1","3","","","42_anna_idle","0.2","113211","19420042","","","942"
"0","3","","42_shinobu_horror","42_shinobu_talk2horror","0.2","127111","19420043","1","0.1","942"
"1","3","","","42_boat_idle","0.2","2","19420044","","","942"
"","32","","","1","","107","19420045","","","942"
"","21","","0","vo_fpc_30206","","vo_fpc","19420046","","","942"
"4","11","1","1","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","0","127111","19420047","0","0","942"
"","93","","","0","","6.5","19420048","","","942"
"","93","","","0","","1.5","19420049","","","942"
"","91","","","0","","19420047","19420050","","","942"
"1","3","","","42_shinobu_horror","0.1","127111","19420051","","","942"
"1","3","","","42_anna_scared","0.1","113211","19420052","","","942"
"1","3","","","42_boat_idle","0.1","2","19420053","","","942"
"","21","","0","vo_fpc_30207","","vo_fpc","19420054","","","942"
"4","11","1.5","1","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","0","113211","19420055","0","0","942"
"","93","","","0","","9.13333333333333","19420056","","","942"
"","93","","","0","","1.5","19420057","","","942"
"","91","","","0","","19420055","19420058","","","942"
"-250","2","","4.52488687782805","940","","113211","19420059","","","942"
"-250","2","","4.52488687782805","1080","","127111","19420060","","","942"
"-250","2","","4.52488687782805","1000","","2","19420061","","","942"
"-250","33","","4.52488687782805","1000","","106","19420062","","","942"
"","91","","","","","0","19420063","","","942"
"23","1","cmn_float","-850","122511","1.75","1","19430001","-180","0","943"
"13","1","43_tsumugi_deredere","-800","117411","1.75","1","19430002","-125","0","943"
"12","5","cmn_float_item_09_Ball","-1675","11","1.75","1","19430003","-125","0","943"
"32","5","cmn_floatRing_pink","-850","12","1.75","1","19430004","-250","0","943"
"32","5","cmn_floatRing_blue","-2500","13","1.75","1","19430005","-250","0","943"
"-850","31","","-180","1225114","1","8","19430006","1","","943"
"-800","31","","-125","1174114","1","5","19430007","1","","943"
"-1675","31","","-125","411","1","5","19430008","1","","943"
"-850","31","","-250","412","1","4","19430009","1","","943"
"-2500","31","","-250","413","1","4","19430010","1","","943"
"-350","31","","-125","1101","0","110","19430011","1","","943"
"1","23","","","se_fpc_water_random","1","se_10053800","19430012","","","943"
"","91","","","","","19430011","19430013","","","943"
"-250","2","","24.2647058823529","2450","","12","19430014","","","943"
"-250","33","","24.2647058823529","2450","","412","19430015","","","943"
"-125","2","","24.2647058823529","1625","","11","19430016","","","943"
"-125","33","","24.2647058823529","1625","","411","19430017","","","943"
"-250","2","","24.2647058823529","800","","13","19430018","","","943"
"-250","33","","24.2647058823529","800","","413","19430019","","","943"
"","93","","","0","","2","19430020","","","943"
"-180","2","","6.25","0","","122511","19430021","12","","943"
"-180","33","","6.25","0","","1225114","19430022","12","","943"
"","91","","","","","19430021","19430023","","","943"
"","21","","0","vo_fpc_30301","","vo_fpc","19430024","","","943"
"5","11","1","1","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","0","122511","19430025","0","0","943"
"","91","","","","","0","19430026","","","943"
"-125","2","","6.92307692307692","-350","","117411","19430027","12","","943"
"-125","33","","6.92307692307692","-350","","1174114","19430028","12","","943"
"","21","","0","vo_fpc_30302","","vo_fpc","19430029","","","943"
"5","11","1","1","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","0","122511","19430030","0","0","943"
"","91","","","","","0","19430031","","","943"
"","91","","","","","19430028","19430032","","","943"
"","21","","0","vo_fpc_30303","","vo_fpc","19430033","","","943"
"6","11","1","1","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","0","117411","19430034","0","0","943"
"","91","","","","","0","19430035","","","943"
"0","3","","43_rei_notice_loop","43_rei_notice_in","0.1","122511","19430036","1","0.1","943"
"","21","","0","vo_fpc_30304","","vo_fpc","19430037","","","943"
"4","11","0.5","1","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","0","122511","19430038","0","0","943"
"","91","","","","","0","19430039","","","943"
"","32","","","1","","1101","19430040","","","943"
"","32","","","0","","1174114","19430041","","","943"
"0","3","","43_rei_aseri","43_rei_turn","0.1","122511","19430042","1","0.1","943"
"0","3","","","43_tsumugi_hide","0.1","117411","19430043","","","943"
"","93","","","0","","3","19430044","","","943"
"0","3","","43_tsumugi_deredere","43_tsumugi_appear","0.1","117411","19430045","1","0.1","943"
"","93","","","0","","1","19430046","","","943"
"","32","","","0","","1101","19430047","","","943"
"","32","","","1","","1174114","19430048","","","943"
"","21","","0","vo_fpc_30305","","vo_fpc","19430049","","","943"
"6","11","0.5","1","沒有任何人啊……\n不……在那裡！","0","122511","19430050","0","0","943"
"","91","","","","","0","19430051","","","943"
"","32","","","1","","1101","19430052","","","943"
"","32","","","0","","1174114","19430053","","","943"
"0","3","","43_rei_aseri_2","43_rei_turn","0.1","122511","19430054","1","0.1","943"
"0","3","","","43_tsumugi_hide","0.1","117411","19430055","","","943"
"","93","","","0","","3","19430056","","","943"
"0","3","","43_tsumugi_deredere","43_tsumugi_appear","0.1","117411","19430057","1","0.1","943"
"","93","","","0","","1","19430058","","","943"
"","32","","","0","","1101","19430059","","","943"
"","32","","","1","","1174114","19430060","","","943"
"","21","","0","vo_fpc_30306","","vo_fpc","19430061","","","943"
"5","11","1","1","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","0","122511","19430062","0","0","943"
"","91","","","","","0","19430063","","","943"
"-180","2","","3.84615384615385","850","","122511","19430064","","","943"
"-180","33","","3.84615384615385","850","","1225114","19430065","","","943"
"-125","2","","2.57352941176471","0","","117411","19430066","12","","943"
"-125","33","","2.57352941176471","0","","1174114","19430067","12","","943"
"","91","","","","","0","19430068","","","943"
"","21","","0","vo_fpc_30307","","vo_fpc","19430069","","","943"
"5","11","1","1","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","0","117411","19430070","0","0","943"
"","91","","","","","0","19430071","","","943"
"-125","2","","3.84615384615385","850","","117411","19430072","","","943"
"-125","33","","3.84615384615385","850","","1174114","19430073","","","943"
"","91","","","","","0","19430074","","","943"
"12","1","44_tamaki_in","800","107911","1.4875","1","19440001","-15","0","944"
"13","5","44_tamaki_in","800","3","1.4875","3","19440002","-15","0","944"
"33","1","44_yukari_idle","-1000","126811","1.75","1","19440003","-250","0","944"
"32","5","cmn_boat_idle","-1000","2","1.75","2","19440004","-250","0","944"
"12","1","44_mifuyu_run","-800","108011","1.4875","1","19440005","-15","0","944"
"-1000","31","","-250","126811","1","101","19440006","1","","944"
"-560","31","","140","1004","0","1004","19440007","1","","944"
"1","23","","","se_fpc_water_random","1","se_10053800","19440008","","","944"
"","91","","","0","","19440007","19440009","","","944"
"-15","2","","2.26244343891403","300","","107911","19440010","","","944"
"-15","2","","2.26244343891403","300","","3","19440011","","","944"
"","91","","","","","","19440012","","","944"
"","3","","44_tamaki_sale_loop","44_tamaki_sale","0.1","107911","19440013","1","0.1","944"
"","3","","44_tamaki_sale_loop","44_tamaki_sale","0.1","3","19440014","1","0.1","944"
"","21","","0","vo_fpc_30401","","vo_fpc","19440015","","","944"
"4","11","1","1","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","0","107911","19440016","0","0","944"
"","91","","","","","0","19440017","","","944"
"-250","2","","5.29411764705882","-100","","126811","19440018","12","","944"
"-250","2","","5.29411764705882","-100","","2","19440019","12","","944"
"-250","33","","5.29411764705882","-100","","126811","19440020","12","","944"
"","91","","","","","","19440021","","","944"
"0","3","","44_tamaki_present_loop","44_tamaki_present","0.1","107911","19440022","1","0.1","944"
"0","3","","44_tamaki_present_loop","44_tamaki_present","0.1","3","19440023","1","0.1","944"
"","21","","0","vo_fpc_30402","","vo_fpc","19440024","","","944"
"7","11","1","1","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","0","107911","19440025","0","0","944"
"","91","","","","","0","19440026","","","944"
"0","3","","44_yukari_notice_loop","44_yukari_notice","0.2","126811","19440027","1","0.1","944"
"1","3","","","cmn_boat_idle","0.2","2","19440028","","","944"
"","21","","0","vo_fpc_30403","","vo_fpc","19440029","","","944"
"7","11","1","1","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","0","126811","19440030","0","0","944"
"","91","","","","","0","19440031","","","944"
"","21","","0","vo_fpc_30404","","vo_fpc","19440032","","","944"
"10","11","1","1","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","0","107911","19440033","0","0","944"
"","91","","","","","0","19440034","","","944"
"0","3","","44_tamaki_sale_loop","44_tamaki_present2sale","0.1","107911","19440035","1","0.1","944"
"0","3","","44_tamaki_sale_loop","44_tamaki_present2sale","0.1","3","19440036","1","0.1","944"
"","21","","0","vo_fpc_30405","","vo_fpc","19440037","","","944"
"6","11","1","1","有這麼多人在的商機，\n我可不能錯過喵！","0","107911","19440038","0","0","944"
"","91","","","","","0","19440039","","","944"
"0","3","","44_yukari_worry_loop","44_yukari_worry","0.2","126811","19440040","1","0.1","944"
"1","3","","","cmn_boat_idle","0.2","2","19440041","","","944"
"","21","","0","vo_fpc_30406","","vo_fpc","19440042","","","944"
"5","11","1","1","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","0","126811","19440043","0","0","944"
"","91","","","","","0","19440044","","","944"
"","21","","0","vo_fpc_30407","","vo_fpc","19440045","","","944"
"7","11","0.5","1","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","0","107911","19440046","0","0","944"
"","91","","","","","0","19440047","","","944"
"","32","","","1","","1004","19440048","","","944"
"","93","","","0","","1","19440049","","","944"
"0","3","","44_tamaki_run","44_tamaki_surprise","0.1","107911","19440050","1","0.1","944"
"0","3","","44_tamaki_run","44_tamaki_surprise","0.1","3","19440051","1","0.1","944"
"0","3","","44_tamaki_run","44_tamaki_surprise","0.1","3","19440052","1","0.1","944"
"","21","","0","vo_fpc_30408","","vo_fpc","19440053","","","944"
"8","11","1","1","快溜喵──！","0","107911","19440054","0","0","944"
"","93","","","0","","0.8","19440055","","","944"
"-15","2","","1.74034110685694","800","","107911","19440056","","","944"
"-15","2","","1.74034110685694","800","","3","19440057","","","944"
"-15","2","","4.82654600301659","800","","108011","19440058","","","944"
"-15","33","","4.82654600301659","800","","1004","19440059","","","944"
"","93","","","0","","0.8","19440060","","","944"
"","21","","0","vo_fpc_30409","","vo_fpc","19440061","","","944"
"12","11","0.5","1","無照營業是要被取締的！\n給我等一下！","0","108011","19440062","0","0","944"
"","91","","","","","19440058","19440063","","","944"
"","21","","0","vo_fpc_30410","","vo_fpc","19440064","","","944"
"5","11","1.5","1","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","0","126811","19440065","0","0","944"
"","93","","","1","","11.6571428571429","19440066","","","944"
"0","3","","44_yukari_smile_loop","44_yukari_smile","0.2","126811","19440067","1","0.1","944"
"1","3","","","cmn_boat_idle","0.2","2","19440068","","","944"
"","93","","","0","","1.5","19440069","","","944"
"","91","","","","","19440065","19440070","","","944"
"-250","2","","4.97737556561086","1000","","126811","19440071","","","944"
"-250","2","","4.97737556561086","1000","","2","19440072","","","944"
"-250","33","","4.97737556561086","1000","","126811","19440073","","","944"
"","91","","","","","0","19440074","","","944"
"23","1","45_yui_cmn_swm_tread","-1150","122611","1.75","1","19450001","-180","0","945"
"12","1","45_makoto_idle","-800","110411","1.75","1","19450002","-125","0","945"
"32","5","empty","-250","23","1.75","23","19450003","-180","0","945"
"22","5","cmn_swm_tread_pink","-1150","1","1.75","1","19450004","-180","0","945"
"-1150","31","","-180","1226113","1","3","19450005","1","","945"
"-770","31","","-125","1104111","1","4","19450006","1","","945"
"150","31","","-125","117","0","117","19450007","1","","945"
"-250","31","","-180","111","0","111","19450008","1","","945"
"1","23","","","se_fpc_water_random","1","se_10053800","19450009","","","945"
"","91","","","0","","19450008","19450010","","","945"
"-125","2","","5.58823529411765","150","","110411","19450011","12","","945"
"-125","33","","5.58823529411765","180","","1104111","19450012","12","","945"
"-180","2","","5.58823529411765","-200","","122611","19450013","12","","945"
"-180","2","","5.58823529411765","-200","","1","19450014","12","","945"
"-180","33","","5.58823529411765","-200","","1226113","19450015","12","","945"
"","91","","","","","19450015","19450016","","","945"
"1","3","","","45_yui_idle","0.1","122611","19450017","","","945"
"1","3","","","45_yui_idle","0.1","1","19450018","","","945"
"1","3","","","45_makoto_talk","0.1","110411","19450019","","","945"
"","21","","0","vo_fpc_30501","","vo_fpc","19450020","","","945"
"6","11","1","1","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","0","110411","19450021","0","0","945"
"","91","","","","","0","19450022","","","945"
"","21","","0","vo_fpc_30502","","vo_fpc","19450023","","","945"
"5","11","1","1","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","0","122611","19450024","0","0","945"
"","91","","","","","0","19450025","","","945"
"","21","","0","vo_fpc_30503","","vo_fpc","19450026","","","945"
"5","11","1","1","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","0","110411","19450027","0","0","945"
"","91","","","","","0","19450028","","","945"
"0","3","","45_makoto_talk_surprise_loop","45_makoto_talk_surprise","0.1","110411","19450029","1","0.1","945"
"0","3","","45_yui_shy_loop","45_yui_shy_in","0.1","122611","19450030","1","0.1","945"
"0","3","","45_yui_shy_loop","45_yui_shy_in","0.1","1","19450031","1","0.1","945"
"","21","","0","vo_fpc_30504","","vo_fpc","19450032","","","945"
"4","11","1","1","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","0","122611","19450033","0","0","945"
"","91","","","","","0","19450034","","","945"
"1","3","","","45_makoto_idle","0.1","110411","19450035","","","945"
"","21","","0","vo_fpc_30505","","vo_fpc","19450036","","","945"
"7","11","0.5","1","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","0","110411","19450037","0","0","945"
"","91","","","","","0","19450038","","","945"
"0","3","","cmn_swm_dogscratch","45_makoto_dogscratch_in","0.1","110411","19450039","1","0.1","945"
"","93","","","0","","0.5","19450040","","","945"
"","32","","","0","","1104111","19450041","","","945"
"","32","","","1","","117","19450042","","","945"
"-125","2","","4.07239819004525","1050","","110411","19450043","0","","945"
"-125","33","","4.07239819004525","1050","","117","19450044","0","","945"
"0","3","","45_yui_idle_2","45_yui_notice","0.1","122611","19450045","1","0.1","945"
"0","3","","45_yui_idle","45_yui_notice","0.1","1","19450046","1","0.1","945"
"","21","","0","vo_fpc_30506","","vo_fpc","19450047","","","945"
"9","11","1","1","啊，真琴？\n等一下啦──！","0","122611","19450048","0","0","945"
"","91","","","","","0","19450049","","","945"
"1","3","","","45_yui_cmn_swm_tread","0.1","122611","19450050","","","945"
"1","3","","","cmn_swm_tread_pink","0.1","1","19450051","","","945"
"-180","2","","4.75113122171946","850","","122611","19450052","0","","945"
"-180","2","","4.75113122171946","850","","1","19450053","0","","945"
"-180","33","","4.75113122171946","850","","1226113","19450054","0","","945"
"","93","","","0","","3","19450055","","","945"
"","32","","","1","","111","19450056","","","945"
"0","3","","45_eriko_float_loop","45_eriko_float_in","0.1","23","19450057","1","0.1","945"
"","93","","","0","","2","19450058","","","945"
"","21","","0","vo_fpc_30507","","vo_fpc","19450059","","","945"
"3","11","3","1","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","0","23","19450060","0","0","945"
"","93","","","0","","16.7666666666667","19450061","","","945"
"","93","","","0","","1.5","19450062","","","945"
"","91","","","","","19450060","19450063","","","945"
