9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939
"0","0","11","1","我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","7","105811","1","68067","0","5146068"
"","","91","","","","0","","68068","","5146068"
"0.2","","3","","tahaha_idle","1","105811","","68069","","5146068"
"0.2","","3","","tahaha_idle","1","1058","","68070","","5146068"
"0.2","","3","1","surprise3_in_anger2","0","106011","surprise3_loop_anger2","68071","0","5146068"
"0.2","","3","1","surprise3_in_anger2","0","1060","surprise3_loop_anger2","68072","0","5146068"
"","","21","","vo_apg_0808","0","vo_apg","0","68073","","5146068"
"0","0","11","1","不要把方向盤跟甜甜圈搞混啦～！","9","106011","1","68074","0","5146068"
"","","91","","","","0","","68075","","5146068"
"","","4","","0","","106011","","68076","","5146068"
"","","4","","0","","1060","","68077","","5146068"
"0.2","","3","","surprise3_loop_surprise_slow","1","106011","","68078","","5146068"
"0.2","","3","","surprise3_loop_surprise_slow","1","1060","","68079","","5146068"
"0.2","","3","1","peko_slurp_in","0","105811","peko_slurp_loop","68080","0","5146068"
"0.2","","3","1","peko_slurp_in","0","1058","peko_slurp_loop","68081","0","5146068"
"0.2","","3","1","takeout_in","0","130911","takeout_talk","68082","0","5146068"
"0.2","","3","1","takeout_in","0","97","takeout_talk","68083","0","5146068"
"","","21","","vo_apg_0809","0","vo_apg","0","68084","","5146068"
"0","0","11","1","啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","7","130911","1","68085","0","5146068"
"","","91","","","","0","","68086","","5146068"
"0.2","","3","","takeout_idle","1","130911","","68087","","5146068"
"0.2","","3","","takeout_idle","1","97","","68088","","5146068"
"0.2","","3","","peko_slurp_loop","1","105811","","68089","","5146068"
"0.2","","3","","peko_slurp_loop","1","1058","","68090","","5146068"
"0.2","","3","1","cool_idle_jitome","0","106011","cool_talk_jitome","68091","0.2","5146068"
"0.2","","3","1","cool_idle_jitome_in","0","1060","cool_talk_jitome","68092","0.2","5146068"
"","","21","","vo_apg_0810","0","vo_apg","0","68093","","5146068"
"0","0","11","1","……\n甜甜圈就是甜甜圈吧……","9","106011","1","68094","0","5146068"
"","","91","","","","0","","68095","","5146068"
"","","101","","","","68097","","68096","","5146068"
"","","22","","0.2","","0","","68097","","5146068"
"1.8","riri_idle","1","-278","131311","100","1","-225","69001","0","5146069"
"1.8","riri_idle","5","-278","1313","101","5","-225","69002","0","5146069"
"1.8","idle_normal","1","-288","131411","103","1","-385","69003","0","5146069"
"1.8","idle_normal","5","-288","1314","104","2","-385","69004","0","5146069"
"1.8","joy_idle_noface","1","-278","130911","106","1","225","69005","1","5146069"
"1.8","joy_idle_kururu","5","-278","98","107","1","225","69006","1","5146069"
"","","13","","200","","131311","","69007","","5146069"
"","","13","","203","","131411","","69008","","5146069"
"","","13","","206","","130911","","69009","","5146069"
"0.85","idle","5","-174","9","15","9","0","69010","0","5146069"
"1","empty","5","12","22","210","22","-307","69011","0","5146069"
"1","empty","5","153","21","60","21","0","69012","0","5146069"
"1","","31","1","1","0","1","0","69013","","5146069"
"","","91","","0","","0","","69014","","5146069"
"","","102","","0","0","0","","69015","","5146069"
"","","93","","0","","1","","69016","","5146069"
"0.2","","3","","riri_talk_noface","1","131311","","69017","","5146069"
"0.2","","3","","riri_talk_noface","1","1313","","69018","","5146069"
"0.2","","3","","idle_normal_surprise_lookupS","1","131411","","69019","","5146069"
"0.2","","3","","idle_normal_surprise_lookupS","1","1314","","69020","","5146069"
"","","21","","vo_apg_0901","0","vo_apg","0","69021","","5146069"
"0","0","11","1","璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","7","131311","1","69022","0","5146069"
"","","91","","","","0","","69023","","5146069"
"0.2","","3","","riri_idle_lookup","1","131311","","69024","","5146069"
"0.2","","3","","riri_idle_lookup","1","1313","","69025","","5146069"
"0","","3","","coffee_2_in","0","21","","69026","","5146069"
"","","23","","se_10055900_photo","0","se_10055900","","69027","","5146069"
"","","93","","0","","0.1","","69028","","5146069"
"0.2","","3","1","idle_normal_surprise_lookup","0","131411","talk_normal_joy_lookup","69029","0.2","5146069"
"0.2","","3","1","idle_normal_surprise_lookup","0","1314","talk_normal_joy_lookup","69030","0.2","5146069"
"","","21","","vo_apg_0902","0","vo_apg","0","69031","","5146069"
"0","0","11","1","咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","7","131411","1","69032","0","5146069"
"","","91","","","","0","","69033","","5146069"
"0.2","","3","","riri_idle_surprise","1","131311","","69034","","5146069"
"0.2","","3","","riri_idle_surprise","1","1313","","69035","","5146069"
"0.2","","3","","idle_normal_surprise","1","131411","","69036","","5146069"
"0.2","","3","","idle_normal_surprise","1","1314","","69037","","5146069"
"0.2","","3","1","handsup_to_talk","0","130911","talk_normal_joy","69038","0.2","5146069"
"0.2","","3","","handsup","1","98","","69039","0.2","5146069"
"","","21","","vo_apg_0903","0","vo_apg","0","69040","","5146069"
"0","0","11","1","恭喜恭喜妳們！！\n真虧妳們能發現！","6","130911","1","69041","0","5146069"
"","","91","","","","0","","69042","","5146069"
"0.2","","3","","joy_talk_anger","1","130911","","69043","","5146069"
"","","21","","vo_apg_0904","0","vo_apg","0","69044","","5146069"
"0","0","11","1","這個就是！\n「隱藏卡巴邦」哦♪","7","130911","1","69045","0","5146069"
"","","91","","","","0","","69046","","5146069"
"0.2","","3","","joy_idle_doya","1","130911","","69047","","5146069"
"0.2","","3","1","notice_in_shy","0","131311","notice_loop_shy","69048","0","5146069"
"0.2","","3","1","notice_in_shy","0","1313","notice_loop_shy","69049","0","5146069"
"0.2","","3","","surprise_talk_normal","1","131411","","69050","","5146069"
"0.2","","3","","surprise_talk_normal","1","1314","","69051","","5146069"
"","","21","","vo_apg_0905","0","vo_apg","0","69052","","5146069"
"0","","3","","0905_in","0","22","","69053","","5146069"
"","","93","","1","","1.2","","69054","","5146069"
"0","","3","","0905_mid","0","22","","69055","","5146069"
"","","92","","","","","","69056","","5146069"
"0","","3","","0905_out","0","22","","69057","","5146069"
"","","93","","0","","0.2","","69058","","5146069"
"","","91","","","","0","","69059","","5146069"
"0.2","","3","","riri_sad_talk_dead","1","131311","","69060","","5146069"
"0.2","","3","","riri_sad_talk_dead","1","1313","","69061","","5146069"
"0.2","","3","","surprise_idle","1","131411","","69062","","5146069"
"0.2","","3","","surprise_idle","1","1314","","69063","","5146069"
"0.2","","3","","idle_normal_surprise2","1","130911","","69064","","5146069"
"","","21","","vo_apg_0906","0","vo_apg","0","69065","","5146069"
"0","0","11","1","原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","9","131311","1","69066","0","5146069"
"","","91","","","","0","","69067","","5146069"
"0.2","","3","","riri_sad_idle","1","131311","","69068","","5146069"
"0.2","","3","","riri_sad_idle","1","1313","","69069","","5146069"
"0.2","","3","1","watawata","0","130911","talk_normal_dere","69070","0.2","5146069"
"0.2","","3","1","watawata","0","98","talk_normal_dere","69071","0.2","5146069"
"","","21","","vo_apg_0907","0","vo_apg","0","69072","","5146069"
"0","0","11","1","不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","8","130911","1","69073","0","5146069"
"","","91","","","","0","","69074","","5146069"
"0.2","","3","","idle_normal_noface","1","130911","","69075","","5146069"
"0.2","","3","","idle_normal_kururu","1","98","","69076","","5146069"
"0","","3","","coffee_2_out","0","21","","69077","","5146069"
"0.2","","3","","clear_wish_talk_joy","1","131411","","69078","","5146069"
"0.2","","3","","clear_wish_talk_joy","1","1314","","69079","","5146069"
"","","21","","vo_apg_0908","0","vo_apg","0","69080","","5146069"
"0","0","11","1","哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","8","131411","1","69081","0","5146069"
"","","91","","","","0","","69082","","5146069"
"0.2","","3","","clear_wish_idle","1","131411","","69083","","5146069"
"0.2","","3","","clear_wish_idle","1","1314","","69084","","5146069"
"0.2","","3","","guts2_talk_joy3","1","131311","","69085","","5146069"
"0.2","","3","","guts2_talk_joy3","1","1313","","69086","","5146069"
"","","21","","vo_apg_0909","0","vo_apg","0","69087","","5146069"
"0","0","11","1","好的，璃亞！","8","131311","1","69088","0","5146069"
"","","91","","","","0","","69089","","5146069"
"0.2","","3","","riri_idle","1","131311","","69090","","5146069"
"0.2","","3","","riri_idle","1","1313","","69091","","5146069"
"0.2","","3","","clear_wish_idle_normal","1","131411","","69092","","5146069"
"0.2","","3","","clear_wish_idle_normal","1","1314","","69093","","5146069"
"0.2","","3","","talk_normal_anger","1","130911","","69094","","5146069"
"0.2","","3","","talk_normal","1","98","","69095","","5146069"
"","","21","","vo_apg_0910","0","vo_apg","0","69096","","5146069"
"0","0","11","1","那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","8","130911","1","69097","0","5146069"
"","","91","","","","0","","69098","","5146069"
"0.2","","3","","idle_normal_noface","1","130911","","69099","","5146069"
"0.2","","3","","idle_normal_kururu","1","98","","69100","","5146069"
"0.2","","3","1","riri_bow","0","131311","idle_normal_joy2","69101","0","5146069"
"0.2","","3","1","riri_bow","0","1313","idle_normal_joy2","69102","0","5146069"
"0.2","","3","1","clear_agree","0","131411","idle_normal_joy2","69103","0.2","5146069"
"0.2","","3","1","clear_agree","0","1314","idle_normal_joy2","69104","0.2","5146069"
"","","21","","vo_apg_0911","0","vo_apg","0","69105","","5146069"
"0","","3","","0911_in","0","22","","69106","","5146069"
"","","93","","1","","0.9","","69107","","5146069"
"0","","3","","0911_mid","0","22","","69108","","5146069"
"","","92","","","","","","69109","","5146069"
"0","","3","","0911_out","0","22","","69110","","5146069"
"","","93","","0","","0.2","","69111","","5146069"
"","","91","","","","0","","69112","","5146069"
"","","4","","0","","130911","","69113","","5146069"
"","","4","","0","","98","","69114","","5146069"
"0.2","","3","","walk_normal_slow","1","131311","","69115","","5146069"
"0.2","","3","","walk_normal_slow","1","1313","","69116","","5146069"
"0.2","","3","","walk_normal_slow","1","131411","","69117","","5146069"
"0.2","","3","","walk_normal_slow","1","1314","","69118","","5146069"
"0.2","","3","","walk_kyapi_slow","1","130911","","69119","","5146069"
"0.2","","3","","walk_kyapi_slow","1","98","","69120","","5146069"
"","","2","0","-75","-278","131311","1.5","69121","","5146069"
"","","2","0","-75","-278","1313","1.5","69122","","5146069"
"","","2","0","-225","-288","131411","1.5","69123","","5146069"
"","","2","0","-225","-288","1314","1.5","69124","","5146069"
"","","2","0","325","-278","130911","1.5","69125","","5146069"
"","","93","","0","","1.5","","69126","","5146069"
"","","4","","1","","131311","","69127","","5146069"
"","","4","","1","","1313","","69128","","5146069"
"","","4","","1","","130911","","69129","","5146069"
"0.2","","3","","idle_normal_surprise","1","131311","","69130","","5146069"
"0.2","","3","","idle_normal_surprise","1","1313","","69131","","5146069"
"0.2","","3","1","notice_in_dere","0","131411","notice_loop_dere","69132","0","5146069"
"0.2","","3","1","notice_in_dere","0","1314","notice_loop_dere","69133","0","5146069"
"0.2","","3","","idle_normal_surprise","1","130911","","69134","","5146069"
"","","21","","vo_apg_0912","0","vo_apg","0","69135","","5146069"
"0","0","11","1","……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","11","131411","1","69136","0","5146069"
"","","91","","","","0","","69137","","5146069"
"0.2","","3","","hawawa","0","130911","","69138","","5146069"
"","","21","","vo_apg_0913","0","vo_apg","0","69139","","5146069"
"-30","0","11","1","哈哇哇！？","8","130911","1","69140","0","5146069"
"","","91","","","","0","","69141","","5146069"
"0.1","","3","","bowbowbow","0","130911","","69142","","5146069"
"","","4","","0","","131311","","69143","","5146069"
"","","4","","0","","1313","","69144","","5146069"
"0.2","","3","","riri_talk_noervous","1","131311","","69145","","5146069"
"0.2","","3","","riri_talk_noervous","1","1313","","69146","","5146069"
"0.2","","3","1","clear_smile_in","0","131411","clear_smile_idle","69147","0","5146069"
"0.2","","3","1","clear_smile_in","0","1314","clear_smile_idle","69148","0","5146069"
"0","0","12","0","2","2","131311","0","69149","0","5146069"
"0","0","12","0","2","2","131411","0","69150","0","5146069"
"-30","0","12","0","2","2","130911","0","69151","0","5146069"
"","","93","","0","","2","","69152","","5146069"
"","","101","","","","69154","","69153","","5146069"
"","","22","","0.2","","0","","69154","","5146069"
"1.8","walk_normal_joy","1","-278","102111","106","1","0","70001","1","5146070"
"1.8","idle_normal","5","-278","99","107","1","-195","70002","0","5146070"
"1.8","idle_normal_noface","1","-278","130911","108","1","195","70003","1","5146070"
"1.8","idle_normal_kururu","5","-278","98","109","1","195","70004","1","5146070"
"","","13","","206","","102111","","70005","","5146070"
"","","13","","208","","130911","","70006","","5146070"
"0.85","idle","5","-174","10","15","10","0","70007","0","5146070"
"1","empty","5","48","20","290","20","-237","70008","0","5146070"
"1","","31","1","1","0","1","0","70009","","5146070"
"1","","31","1","2","0","2","-57.7","70010","","5146070"
"","","37","","black","","2","","70011","","5146070"
"0","","31","1","14","-176","14","-278","70012","","5146070"
"","","91","","0","","0","","70013","","5146070"
"","","102","","0","0","0","","70014","","5146070"
"","","93","","0","","0.4","","70015","","5146070"
"","","37","","iris_out","","2","","70016","","5146070"
"","","2","0","-195","-278","102111","2","70017","","5146070"
"","","93","","0","","2","","70018","","5146070"
"","","4","","0","","102111","","70019","","5146070"
"0.2","","3","","idle_normal_joy","1","102111","","70020","","5146070"
"0.2","","3","","idle_normal_joy","1","99","","70021","","5146070"
"","","93","","0","","0.1","","70022","","5146070"
"0.2","","3","","wish_talk_noface","1","102111","","70023","","5146070"
"0.2","","3","","kurumi_wish_talk","1","99","","70024","","5146070"
"","","21","","vo_apg_1001","0","vo_apg","0","70025","","5146070"
"0","0","11","1","哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","7","102111","1","70026","0","5146070"
"","","91","","","","0","","70027","","5146070"
"0.2","","3","1","notice_in_normal2","0","102111","sad_talk_normal","70028","0.2","5146070"
"0.2","","3","1","notice_in","0","99","sad_talk","70029","0.2","5146070"
"","","21","","vo_apg_1002","0","vo_apg","0","70030","","5146070"
"0","0","11","1","對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","10","102111","1","70031","0","5146070"
"","","91","","","","0","","70032","","5146070"
"0.2","","3","","talk_normal_noface","1","102111","","70033","","5146070"
"0.2","","3","","kurumi_talk_normal","1","99","","70034","","5146070"
"","","21","","vo_apg_1003","0","vo_apg","0","70035","","5146070"
"0","0","11","1","庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","9","102111","1","70036","0","5146070"
"","","91","","","","0","","70037","","5146070"
"0.2","","3","","idle_normal_noface","1","102111","","70038","","5146070"
"0.2","","3","","kurumi_idle_normal","1","99","","70039","","5146070"
"0.2","","3","","kururu_wish_talk_joy","1","130911","","70040","","5146070"
"0.2","","3","","kururu_wish_talk_joy","1","98","","70041","","5146070"
"","","21","","vo_apg_1004","0","vo_apg","0","70042","","5146070"
"0","0","11","1","哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","7","130911","1","70043","0","5146070"
"","","91","","","","0","","70044","","5146070"
"0.2","","3","","kururu_wish_idle_surprise","1","130911","","70045","","5146070"
"0.2","","3","","kururu_wish_idle_light","1","98","","70046","","5146070"
"0.2","","3","","surprise_talk_dere","1","102111","","70047","","5146070"
"0.2","","3","","surprise_talk_dere","1","99","","70048","","5146070"
"","","21","","vo_apg_1005","0","vo_apg","0","70049","","5146070"
"0","0","11","1","大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","9","102111","1","70050","0","5146070"
"","","91","","","","0","","70051","","5146070"
"","","22","","0","","0","","70052","","5146070"
"0.2","","3","1","kurumi_witch_in","0","102111","kurumi_witch_loop","70053","0","5146070"
"0.2","","3","1","kurumi_witch_in","0","99","kurumi_witch_loop","70054","0","5146070"
"","","93","","0","","0.3","","70055","","5146070"
"0","","121","0","20","1.05","0","1.05","70056","","5146070"
"","","37","","fade105_in","","2","","70057","","5146070"
"","","122","","30","0.5","30","","70058","","5146070"
"0","","3","","kururu_wish_doteyes_static","1","130911","","70059","","5146070"
"","","21","","vo_apg_1006","0","vo_apg","0","70060","","5146070"
"0","","3","","1006_in","0","20","","70061","","5146070"
"","","93","","1","","1.2","","70062","","5146070"
"0","","3","","1006_mid","0","20","","70063","","5146070"
"","","92","","","","","","70064","","5146070"
"0","","3","","1006_out","0","20","","70065","","5146070"
"","","93","","0","","0.2","","70066","","5146070"
"0.2","","3","1","kurumi_witch_out","0","102111","idle_normal","70067","0","5146070"
"0.2","","3","1","kurumi_witch_out","0","99","idle_normal","70068","0","5146070"
"","","2","0","305","-45","20","0","70069","","5146070"
"","","37","","fade105_out","","2","","70070","","5146070"
"0","","121","0","0","1","0","1","70071","","5146070"
"","","122","","30","0.5","30","","70072","","5146070"
"0.2","","3","1","kururu_scared_in","0","130911","kururu_scared_idle","70073","0","5146070"
"","","21","","vo_apg_1007","0","vo_apg","0","70074","","5146070"
"0","","3","","1007_in","0","20","","70075","","5146070"
"","","93","","1","","1.2","","70076","","5146070"
"0","","3","","1007_mid","0","20","","70077","","5146070"
"","","92","","","","","","70078","","5146070"
"0","","3","","1007_out","0","20","","70079","","5146070"
"","","93","","0","","0.2","","70080","","5146070"
"0","","3","","empty","0","20","","70081","","5146070"
"0.2","","3","","worry_talk_lookdown","1","102111","","70082","","5146070"
"0.2","","3","","worry_talk_lookdown","1","99","","70083","","5146070"
"","","21","","vo_apg_1008","0","vo_apg","0","70084","","5146070"
"0","0","11","1","對……對不起……\n妳沒事吧……？","8","102111","1","70085","0","5146070"
"","","91","","","","0","","70086","","5146070"
"0.2","","3","","kururu_scared_talk_dere","1","130911","","70087","","5146070"
"0.2","","3","","kururu_scared_talk_dere","1","98","","70088","","5146070"
"","","21","","vo_apg_1009","0","vo_apg","0","70089","","5146070"
"-10","0","11","1","不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","10","130911","1","70090","-60","5146070"
"","","91","","","","0","","70091","","5146070"
"0.2","","3","","kururu_scared_idle_noface","1","130911","","70092","","5146070"
"0.2","","3","","kururu_scared_idle","1","98","","70093","","5146070"
"0.2","","3","","anger_talk_dere_red","1","102111","","70094","","5146070"
"0.2","","3","","anger_talk_dere_red","1","99","","70095","","5146070"
"","","21","","vo_apg_1010","0","vo_apg","0","70096","","5146070"
"0","0","11","1","……竟、竟然說我是天才……","10","102111","1","70097","0","5146070"
"","","91","","","","0","","70098","","5146070"
"","","22","","0","","0","","70099","","5146070"
"","","32","","1","","14","","70100","","5146070"
"0.2","","3","1","kurumi_shy_in","0","102111","kurumi_shy_loop","70101","0","5146070"
"0.2","","3","1","kurumi_shy_in","0","99","kurumi_shy_loop","70102","0","5146070"
"","","93","","0","","2.5","","70103","","5146070"
"0.2","","3","","kururu_scared_talk_dere","1","130911","","70104","","5146070"
"0.2","","3","","kururu_scared_talk_dere","1","98","","70105","","5146070"
"","","21","","vo_apg_1011","0","vo_apg","0","70106","","5146070"
"-10","0","11","1","……那個","13","130911","1","70107","-60","5146070"
"","","91","","","","0","","70108","","5146070"
"0.2","","3","","kururu_scared_talk_nervous","1","130911","","70109","","5146070"
"0","","3","1","kururu_scared_talk_sweat_in","0","98","kururu_scared_talk_sweat_loop","70110","0","5146070"
"","","21","","vo_apg_1012","0","vo_apg","0","70111","","5146070"
"-10","0","11","1","我嚇到腳軟了……","7","130911","1","70112","-60","5146070"
"","","91","","","","0","","70113","","5146070"
"","","101","","","","70115","","70114","","5146070"
"","","22","","0.2","","0","","70115","","5146070"
"1.8","idle_normal","1","-278","130911","110","1","-1100","71001","0","5146071"
"0.5","idle","5","-233","8","106","11","-193","71002","0","5146071"
"0.6","idle","5","-233","9","107","12","267","71003","0","5146071"
"","","13","","210","","130911","","71004","","5146071"
"","","13","","206","","8","","71005","","5146071"
"","","13","","207","","9","","71006","","5146071"
"0.85","idle","5","-174","10","15","10","0","71007","0","5146071"
"1","","31","1","1","0","1","0","71008","","5146071"
"0","","31","1","2","0","2","0","71009","","5146071"
"0","","31","1","14","0","14","-278","71010","","5146071"
"0","","31","1","17","0","17","0","71011","","5146071"
"0","","31","1","18","0","18","0","71012","","5146071"
"","","91","","0","","0","","71013","","5146071"
"","","102","","0","0","0","","71014","","5146071"
"","","93","","0","","0.2","","71015","","5146071"
"","","32","","1","","17","","71016","","5146071"
"","","93","","0","","0.5","","71017","","5146071"
"","","93","","0","","0","","71018","","5146071"
"","","93","","0","","3.5","","71019","","5146071"
"0","0","12","0","12","2.2","8","0","71020","0","5146071"
"0","0","12","0","12","2.2","9","0","71021","0","5146071"
"0.6","","3","","lookup","1","8","","71022","","5146071"
"0.6","","3","","lookdown","1","9","","71023","","5146071"
"","","2","0","-380","-278","130911","3","71024","","5146071"
"0.2","","3","","walk_normal","1","130911","","71025","","5146071"
"","","93","","0","","3","","71026","","5146071"
"0.2","","3","","kururu_surprise_talk","1","130911","","71027","","5146071"
"","","21","","vo_apg_1101","0","vo_apg","0","71028","","5146071"
"0","0","11","1","等候參加新吉祥物徵選會的\n怪奇怪靈先生～","7","130911","1","71029","0","5146071"
"","","91","","","","0","","71030","","5146071"
"0","","121","0","20","1.1","0","1.1","71031","","5146071"
"","","32","","1","","2","","71032","","5146071"
"","","37","","fade105_in","","2","","71033","","5146071"
"","","122","","50","0.5","50","","71034","","5146071"
"","","32","","1","","18","","71035","","5146071"
"","","23","","se_10055900_bachibachi","0","se_10055900","","71036","","5146071"
"0.2","","3","1","shock_in_surprise2","0","130911","shock_loop_surprise2","71037","0","5146071"
"","","21","","vo_apg_1102","0","vo_apg","0","71038","","5146071"
"-20","0","11","1","咦咦咦！？\n競爭的火花劈哩啪啦！？","9","130911","1","71039","0","5146071"
"","","91","","","","0","","71040","","5146071"
"","","22","","0","","0","","71041","","5146071"
"","","32","","0","","18","","71042","","5146071"
"","","37","","fade105_out","","2","","71043","","5146071"
"11","","121","0.5","0","1","0","1","71044","","5146071"
"0.2","","3","","walk_jog_sad_quick","1","130911","","71045","","5146071"
"0.4","","3","","idle","1","8","","71046","","5146071"
"0.4","","3","","idle","1","9","","71047","","5146071"
"","","2","0","0","-278","130911","0.5","71048","","5146071"
"","","93","","0","","0.3","","71049","","5146071"
"0.4","","3","","idle","1","8","","71050","","5146071"
"0.4","","3","","idle","1","9","","71051","","5146071"
"","","93","","0","","0.2","","71052","","5146071"
"","","4","","1","","130911","","71053","","5146071"
"0","","3","","kururu_worry_talk_lookdown","1","130911","","71054","","5146071"
"","","21","","vo_apg_1103","0","vo_apg","0","71055","","5146071"
"0","0","11","1","卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","7","130911","1","71056","0","5146071"
"","","91","","","","0","","71057","","5146071"
"","","4","","0","","130911","","71058","","5146071"
"0","","3","","kururu_worry_talk_lookup","1","130911","","71059","","5146071"
"","","21","","vo_apg_1104","0","vo_apg","0","71060","","5146071"
"0","0","11","1","但、但是但是，有時候勁敵角色\n也會更受歡迎……","8","130911","1","71061","0","5146071"
"","","91","","","","0","","71062","","5146071"
"10","","121","10","40","1.15","0","1.15","71063","","5146071"
"","","32","","1","","14","","71064","","5146071"
"","","22","","0","","0","","71065","","5146071"
"","","4","","0","","130911","","71066","","5146071"
"0.2","","3","","kururu_wish_idle_search","1","130911","","71067","","5146071"
"0","0","12","0","12","3","8","0","71068","0","5146071"
"0","0","12","0","12","3","9","0","71069","0","5146071"
"","","93","","0","","4","","71070","","5146071"
"","","32","","0","","14","","71071","","5146071"
"0.2","","3","1","approach_in","0","8","approach_loop","71072","0","5146071"
"0.2","","3","1","approach_in","0","9","approach_loop","71073","0","5146071"
"0.6","","6","1","0.8","0.8","8","0.8","71074","10","5146071"
"0.6","","6","1","0.8","0.8","9","0.8","71075","10","5146071"
"","","93","","0","","0.6","","71076","","5146071"
"0.2","","3","1","kururu_down_in","0","130911","kururu_down_loop","71077","0","5146071"
"","","21","","vo_apg_1105","0","vo_apg","0","71078","","5146071"
"0","0","11","1","噫噫噫……","13","130911","1","71079","0","5146071"
"","","91","","","","0","","71080","","5146071"
"","","101","","","","71082","","71081","","5146071"
"","","22","","0.2","","0","","71082","","5146071"
