69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"2570","0","45","8893","872","180201","0","0","17","20","1080","61","162","6","0","0","0","22","372"
"2570","0","45","9912","1074","180201","0","0","17","21","1180","67","170","6","0","0","0","22","372"
"2570","0","45","11109","1292","180201","0","0","17","22","1280","72","177","6","0","0","0","22","372"
"2570","0","45","12432","1476","180201","0","0","17","23","1280","78","193","6","0","0","0","22","372"
"2570","0","45","13907","1619","180201","0","0","17","24","1280","84","210","6","0","0","0","22","372"
"2570","0","45","15617","1728","180201","0","0","17","25","1280","90","218","6","0","0","0","22","372"
"3030","0","45","17457","1800","180201","0","0","17","26","1280","96","227","6","0","0","0","22","372"
"3030","0","45","19492","1845","180201","0","0","17","27","1280","102","235","6","0","0","0","22","372"
"3030","0","45","21690","1877","180201","0","0","17","28","1280","107","240","6","0","0","0","22","372"
"3490","0","45","24012","1910","180201","0","0","17","29","1280","111","244","6","0","0","0","22","372"
"3490","0","45","26533","1944","180201","0","0","17","30","1280","115","248","6","0","0","0","22","372"
"3950","0","45","29112","1978","180201","0","0","17","31","1280","119","252","6","0","0","0","22","372"
"3950","0","45","31854","2012","180201","0","0","17","32","1280","123","256","6","0","0","0","22","372"
"4450","0","45","34687","2045","180201","0","0","17","33","1280","127","260","6","0","0","0","22","372"
"4950","0","45","37669","2077","180201","0","0","17","34","1280","131","264","6","0","0","0","22","372"
"4950","0","45","40856","2109","180201","0","0","17","35","1280","135","268","6","0","0","0","22","372"
"4950","0","45","44155","2141","180201","0","0","17","36","1280","139","272","6","0","0","0","22","372"
"110","0","0","0","0","180301","0","0","0","2","25","2","0","0","0","25","0","0","0"
"290","0","0","0","0","180301","0","0","0","3","75","4","0","0","0","89","0","0","5"
"755","0","0","0","0","180301","0","0","0","4","105","8","1","0","0","194","0","0","10"
"1295","0","10","0","0","180301","0","0","0","5","105","13","3","0","3","343","0","0","30"
"2160","0","10","0","0","180301","0","0","0","6","195","24","5","0","3","553","0","0","45"
"3130","0","10","0","0","180301","0","0","0","7","665","36","7","0","3","800","0","0","45"
"4020","0","10","0","0","180301","0","0","0","8","900","44","9","0","3","1132","0","0","60"
"4575","20","10","0","0","180301","0","0","0","9","900","53","11","0","3","1525","0","9","100"
"4785","50","20","0","0","180301","0","0","0","10","900","59","17","5","3","1981","0","18","115"
"5405","102","30","0","0","180301","0","0","0","11","900","63","22","7","3","2464","3","22","115"
"6155","134","30","0","0","180301","0","0","0","12","900","69","26","9","3","2949","19","25","115"
"6685","167","30","0","0","180301","0","0","0","13","900","75","32","9","3","3479","35","25","148"
"7185","208","30","0","0","180301","0","0","0","14","900","82","37","9","3","4076","38","25","181"
"7545","274","30","0","0","180301","0","0","0","15","900","88","43","9","3","4727","38","25","201"
"7845","368","30","0","0","180301","0","0","0","16","900","96","45","9","3","5429","41","25","201"
"8095","466","30","0","0","180301","0","0","0","17","900","102","49","9","3","6178","44","25","201"
"8440","604","30","0","0","180301","0","0","0","18","900","105","54","9","3","6996","44","25","201"
"8825","739","30","0","0","180301","0","0","0","19","900","114","61","9","3","7882","44","25","201"
"9305","879","30","0","0","180301","0","0","0","20","900","127","66","9","3","8864","44","25","201"
"9665","1030","30","0","0","180301","0","0","0","21","900","133","71","9","3","9990","44","25","201"
"9935","1174","30","0","0","180301","0","0","0","22","900","144","79","9","3","11274","44","25","201"
"10320","1285","30","0","0","180301","0","0","0","23","900","155","88","9","3","12692","44","25","201"
"10765","1384","30","0","0","180301","0","0","0","24","900","165","101","9","3","14210","44","25","201"
"11395","1461","30","0","0","180301","0","0","0","25","900","178","114","9","3","15861","44","25","201"
"12115","1518","30","0","0","180301","0","0","0","26","900","184","123","9","3","17717","44","25","201"
"12875","1554","30","0","0","180301","0","0","0","27","900","197","136","9","3","19635","44","25","201"
"14000","1581","30","0","0","180301","0","0","0","28","900","197","136","9","3","21775","44","25","201"
"14920","1609","30","0","0","180301","0","0","0","29","900","202","141","9","3","24053","44","25","201"
"15520","1638","30","0","0","180301","0","0","0","30","900","207","146","9","3","26516","44","25","201"
"16645","1667","30","0","0","180301","0","0","0","31","900","207","146","9","3","29080","44","25","201"
"17870","1696","30","0","0","180301","0","0","0","32","900","207","146","9","3","31744","44","25","201"
"19040","1724","30","0","0","180301","0","0","0","33","900","213","152","9","3","34501","44","25","201"
"19940","1751","30","0","0","180301","0","0","0","34","900","219","158","9","3","37438","44","25","201"
"21210","1778","30","0","0","180301","0","0","0","35","900","225","164","9","3","40481","44","25","201"
"22110","1805","30","0","0","180301","0","0","0","36","900","232","171","9","3","43667","44","25","201"
"80","0","0","0","0","180401","0","0","0","2","100","3","0","0","0","19","0","0","0"
"370","0","0","0","0","180401","0","0","0","3","150","6","1","0","1","59","0","0","0"
"910","0","0","0","0","180401","0","0","0","4","180","13","2","0","1","144","0","0","5"
"1795","0","0","0","0","180401","0","0","0","5","180","24","9","0","1","244","0","0","5"
"2840","0","0","0","0","180401","0","0","0","6","270","38","14","0","5","387","0","0","5"
"4045","0","0","0","0","180401","0","0","0","7","270","56","24","0","5","572","0","0","5"
"5885","0","0","0","0","180401","0","0","0","8","270","81","38","0","5","678","0","0","20"
"7065","10","15","10","0","180401","0","0","0","9","270","98","52","0","10","871","0","9","35"
"8035","30","15","20","0","180401","0","0","0","10","270","120","69","2","10","1121","0","18","60"
"9045","50","25","20","0","180401","0","0","0","11","270","147","94","5","10","1356","3","18","60"
"9785","60","45","20","0","180401","0","0","0","12","370","169","113","5","15","1646","9","21","60"
"10465","70","47","20","0","180401","0","0","0","13","470","205","137","5","15","1943","12","24","68"
"10955","74","49","20","0","180401","0","0","3","14","470","245","169","5","15","2237","12","24","76"
"11325","88","49","20","0","180401","0","0","5","15","570","284","206","5","15","2558","12","24","76"
"11615","112","49","20","0","180401","0","0","5","16","720","323","246","5","15","2904","12","24","88"
"12040","142","49","20","0","180401","0","0","5","17","770","371","288","5","18","3224","12","24","88"
"12600","179","49","20","0","180401","0","0","5","18","770","424","330","5","21","3582","12","24","88"
"13225","220","49","20","0","180401","0","0","5","19","865","481","378","5","21","3989","12","24","103"
"13735","258","49","20","0","180401","0","0","5","20","960","542","432","5","21","4440","12","24","138"
"14350","294","49","20","0","180401","0","0","5","21","960","607","489","5","21","4943","12","24","178"
"15455","328","49","20","0","180401","0","0","5","22","960","679","555","5","21","5492","12","24","218"
"16795","358","49","20","0","180401","0","0","5","23","960","764","636","5","21","6059","12","24","238"
"17895","390","49","20","0","180401","0","0","5","24","960","862","725","5","21","6675","12","24","238"
"19405","420","49","20","0","180401","0","0","5","25","960","967","817","5","21","7357","12","24","238"
"21070","444","49","20","0","180401","0","0","5","26","960","1054","903","5","21","8290","12","24","238"
"22790","459","49","20","0","180401","0","0","5","27","960","1120","976","5","21","9501","12","24","238"
"24675","474","49","20","0","180401","0","0","5","28","960","1189","1047","5","21","10817","12","24","238"
"28560","489","49","20","0","180401","0","0","5","29","960","1272","1130","5","21","11942","12","24","238"
"34835","495","49","20","0","180401","0","0","5","30","960","1366","1224","5","21","12838","12","24","238"
"41400","501","49","20","0","180401","0","0","5","31","960","1464","1322","5","21","13771","12","24","238"
"48435","507","49","20","0","180401","0","0","5","32","960","1565","1423","5","21","14731","12","24","238"
"56185","513","49","20","0","180401","0","0","5","33","960","1668","1526","5","21","15736","12","24","238"
"64715","519","49","20","0","180401","0","0","5","34","960","1773","1631","5","21","16797","12","24","238"
"73955","525","49","20","0","180401","0","0","5","35","960","1879","1737","5","21","17896","12","24","238"
"83755","531","49","20","0","180401","0","0","5","36","960","1986","1844","5","21","19032","12","24","238"
"50","0","0","0","0","180501","0","0","0","2","75","5","0","0","0","17","0","0","0"
"140","0","0","0","0","180501","0","0","0","3","150","12","0","0","0","70","0","0","0"
"315","0","10","7","0","180501","0","0","0","4","315","21","5","0","0","143","0","0","5"
"495","0","20","7","0","180501","0","0","0","5","475","35","6","0","0","309","0","0","25"
"910","0","20","7","0","180501","0","0","0","6","775","53","10","0","0","524","0","0","25"
"1350","0","20","7","0","180501","0","0","0","7","1590","70","13","0","0","783","0","0","25"
"1980","0","35","53","0","180501","0","0","0","8","2150","90","25","0","0","969","0","0","25"
"2330","5","65","109","0","180501","0","0","0","9","2150","112","41","0","5","1186","0","5","25"
"2880","30","90","119","0","180501","0","0","0","10","2150","129","58","0","10","1466","0","13","25"
"3080","55","120","119","0","180501","0","0","0","11","2150","145","75","0","15","1837","0","16","25"
"3480","65","140","119","0","180501","0","0","0","12","2250","174","98","0","24","2119","0","16","25"
"3900","75","142","119","0","180501","0","0","0","13","2350","214","131","0","28","2411","0","16","25"
"4040","75","144","119","0","180501","0","0","2","14","2350","254","164","2","30","2762","0","16","25"
"4040","75","144","119","0","180501","0","0","4","15","2450","285","199","4","32","3188","0","16","25"
"4320","75","144","119","0","180501","0","0","4","16","2550","326","240","6","32","3569","0","16","25"
"4930","75","144","119","0","180501","0","0","4","17","2550","363","281","6","35","3976","0","16","25"
"5390","87","144","119","0","180501","0","0","4","18","2550","399","314","6","40","4509","0","16","25"
"5640","87","144","119","0","180501","0","0","4","19","2645","449","358","6","40","5084","0","16","25"
"5675","97","144","119","0","180501","0","0","4","20","2740","502","414","6","40","5722","0","16","25"
"5820","117","144","119","0","180501","0","0","4","21","2740","556","465","6","40","6468","0","16","25"
"6245","127","144","119","0","180501","0","0","4","22","2740","617","524","6","40","7297","0","16","25"
"6560","127","144","119","0","180501","0","0","4","23","2740","697","596","6","40","8118","0","16","25"
"6880","127","144","119","0","180501","0","0","4","24","2740","780","663","6","40","9063","0","16","25"
"7175","144","144","119","0","180501","0","0","4","25","2740","863","732","6","40","10150","0","16","25"
"7925","153","144","119","0","180501","0","0","4","26","2740","936","797","6","40","11409","0","16","25"
"8925","162","144","119","0","180501","0","0","4","27","2740","1005","859","6","40","12786","0","16","25"
"10090","171","144","119","0","180501","0","0","4","28","2740","1075","925","6","40","14250","0","16","25"
"11485","180","144","119","0","180501","0","0","4","29","2740","1149","997","6","40","15804","0","16","25"
"13375","180","144","119","0","180501","0","0","4","30","2740","1231","1079","6","40","17365","0","16","25"
"15165","189","144","119","0","180501","0","0","4","31","2740","1310","1158","6","40","19074","0","16","25"
"17110","198","144","119","0","180501","0","0","4","32","2740","1391","1239","6","40","20856","0","16","25"
"19825","198","144","119","0","180501","0","0","4","33","2740","1463","1311","6","40","22742","0","16","25"
"22785","198","144","119","0","180501","0","0","4","34","2740","1551","1399","6","40","24640","0","16","25"
"25795","206","144","119","0","180501","0","0","4","35","2740","1636","1484","6","40","26706","0","16","25"
"29145","214","144","119","0","180501","0","0","4","36","2740","1722","1570","6","40","28836","0","16","25"
"55","0","0","26","0","180601","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","180601","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","180601","0","0","0","4","100","2","14","0","0","0","0","0","0"
"450","0","10","405","0","180601","0","0","0","5","100","2","29","0","0","0","0","0","0"
"800","0","10","634","0","180601","0","0","0","6","100","4","42","0","0","0","0","0","50"
"1395","0","15","894","0","180601","0","0","0","7","100","8","56","0","0","0","0","0","85"
"1560","0","45","1261","0","180601","0","0","0","8","100","10","67","0","0","0","0","4","120"
"1700","0","75","1660","16","180601","0","0","0","9","100","10","78","0","0","0","0","9","155"
"1970","0","95","2048","35","180601","0","0","0","10","520","11","98","0","0","0","0","14","170"
"2130","0","100","2538","75","180601","0","0","5","11","740","11","107","0","0","0","0","14","186"
"2230","0","105","3040","123","180601","0","0","11","12","840","14","116","0","0","0","0","14","222"
"2370","0","105","3573","185","180601","0","0","17","13","840","19","123","0","0","0","0","16","242"
"2510","0","105","4153","261","180601","0","0","17","14","960","23","130","0","0","0","0","18","272"
"2540","0","110","4739","321","180601","0","0","17","15","1080","33","141","0","0","0","0","22","282"
"2570","0","116","5391","386","180601","0","0","17","16","1080","41","153","0","0","0","0","22","292"
"2570","0","122","6098","448","180601","0","0","17","17","1080","48","166","0","0","0","0","22","302"
"2570","0","123","6880","537","180601","0","0","17","18","1080","55","177","0","0","0","0","22","312"
"2570","0","123","7768","670","180601","0","0","17","19","1080","60","184","0","0","0","0","22","312"
"2570","0","123","8689","827","180601","0","0","17","20","1080","70","198","0","0","0","0","22","312"
"2570","0","123","9708","1029","180601","0","0","17","21","1180","76","206","0","0","0","0","22","312"
"2570","0","123","10905","1247","180601","0","0","17","22","1280","81","213","0","0","0","0","22","312"
"2570","0","123","12228","1431","180601","0","0","17","23","1280","87","229","0","0","0","0","22","312"
"2570","0","123","13703","1574","180601","0","0","17","24","1280","93","246","0","0","0","0","22","312"
"2570","0","123","15413","1683","180601","0","0","17","25","1280","99","254","0","0","0","0","22","312"
"3030","0","123","17253","1755","180601","0","0","17","26","1280","105","263","0","0","0","0","22","312"
"3030","0","123","19288","1800","180601","0","0","17","27","1280","111","271","0","0","0","0","22","312"
"3030","0","123","21486","1832","180601","0","0","17","28","1280","116","276","0","0","0","0","22","312"
"3490","0","123","23808","1865","180601","0","0","17","29","1280","120","280","0","0","0","0","22","312"
"3490","0","123","26329","1899","180601","0","0","17","30","1280","124","284","0","0","0","0","22","312"
"3950","0","123","28908","1933","180601","0","0","17","31","1280","128","288","0","0","0","0","22","312"
"3950","0","123","31650","1967","180601","0","0","17","32","1280","132","292","0","0","0","0","22","312"
"4450","0","123","34483","2000","180601","0","0","17","33","1280","136","296","0","0","0","0","22","312"
"4950","0","123","37465","2032","180601","0","0","17","34","1280","140","300","0","0","0","0","22","312"
"4950","0","123","40652","2064","180601","0","0","17","35","1280","144","304","0","0","0","0","22","312"
"4950","0","123","43951","2096","180601","0","0","17","36","1280","148","308","0","0","0","0","22","312"
"15","0","0","0","0","180701","0","0","0","2","75","2","2","0","1","18","0","0","0"
"135","0","0","0","0","180701","0","0","0","3","125","5","3","0","2","72","0","0","5"
"195","0","0","0","0","180701","0","0","0","4","185","7","6","0","4","191","0","0","30"
"435","0","5","0","0","180701","0","0","0","5","435","14","11","0","6","350","0","0","55"
"850","0","5","0","0","180701","0","0","0","6","1130","22","19","0","6","564","0","0","55"
"1155","0","5","0","0","180701","0","0","0","7","1575","30","30","0","6","862","0","0","55"
"1585","0","5","0","0","180701","0","0","0","8","2020","41","47","0","6","1161","0","4","55"
"1835","25","5","0","0","180701","0","0","0","9","2140","52","64","0","7","1539","0","13","55"
"2035","70","15","0","0","180701","0","0","0","10","2320","57","82","0","7","1950","5","22","55"
"2235","111","35","0","0","180701","0","0","0","11","2380","57","101","0","12","2387","10","24","55"
"2605","144","35","0","0","180701","0","0","0","12","2440","61","114","2","12","2849","35","26","55"
"2755","193","35","0","0","180701","0","0","0","13","2440","67","127","4","12","3375","48","28","80"
"2755","262","35","0","0","180701","0","0","0","14","2440","74","136","6","12","3994","51","28","105"
"2755","341","35","0","0","180701","0","0","0","15","2440","84","143","6","12","4661","54","28","105"
"2755","398","35","0","0","180701","0","0","0","16","2440","99","150","6","12","5339","62","28","105"
"2805","478","35","0","0","180701","0","0","0","17","2440","112","159","6","12","6059","65","28","105"
"2855","587","35","0","0","180701","0","0","0","18","2440","124","178","6","12","6809","65","28","105"
"2950","697","35","0","0","180701","0","0","0","19","2440","133","202","6","12","7655","65","28","105"
"3145","786","35","0","0","180701","0","0","0","20","2440","144","236","6","12","8560","65","28","105"
"3335","889","35","0","0","180701","0","0","0","21","2440","156","265","6","12","9579","65","28","105"
"3425","986","35","0","0","180701","0","0","0","22","2440","167","293","6","12","10806","65","28","105"
"3515","1059","35","0","0","180701","0","0","0","23","2440","179","319","6","12","12186","65","28","105"
"4130","1134","35","0","0","180701","0","0","0","24","2440","181","336","6","12","13716","65","28","105"
"4130","1208","35","0","0","180701","0","0","0","25","2440","189","358","6","12","15419","65","28","105"
"4450","1258","35","0","0","180701","0","0","0","26","2440","195","376","6","12","17278","65","28","105"
"4770","1292","35","0","0","180701","0","0","0","27","2440","200","388","6","12","19292","65","28","105"
"4770","1320","35","0","0","180701","0","0","0","28","2440","206","396","6","12","21489","65","28","105"
"5090","1351","35","0","0","180701","0","0","0","29","2440","213","403","6","12","23814","65","28","105"
"5090","1392","35","0","0","180701","0","0","0","30","2440","226","416","6","12","26258","65","28","105"
"5090","1433","35","0","0","180701","0","0","0","31","2440","239","429","6","12","28812","65","28","105"
"5090","1474","35","0","0","180701","0","0","0","32","2440","252","442","6","12","31477","65","28","105"
"5460","1505","35","0","0","180701","0","0","0","33","2440","261","451","6","12","34292","65","28","105"
"5460","1535","35","0","0","180701","0","0","0","34","2440","270","460","6","12","37298","65","28","105"
"5830","1565","35","0","0","180701","0","0","0","35","2440","279","469","6","12","40410","65","28","105"
"5830","1595","35","0","0","180701","0","0","0","36","2440","289","479","6","12","43666","65","28","105"
"30","0","0","0","0","180801","0","0","0","2","75","3","0","0","0","24","0","0","5"
"270","0","0","0","0","180801","0","0","0","3","125","6","1","0","0","76","0","0","10"
"495","0","0","0","0","180801","0","0","0","4","185","9","1","0","0","199","0","0","40"
"880","0","10","0","0","180801","0","0","0","5","345","14","3","0","3","347","0","0","75"
"1540","0","10","0","0","180801","0","0","0","6","735","28","4","0","3","548","0","0","90"
"2065","0","10","0","0","180801","0","0","0","7","1205","42","4","3","3","832","0","0","90"
"2635","0","10","0","0","180801","0","0","0","8","1530","57","10","3","3","1129","0","0","130"
"2885","30","10","0","0","180801","0","0","0","9","1530","68","13","3","4","1563","0","18","155"
"3275","70","20","0","0","180801","0","0","5","10","1830","73","17","5","4","2004","0","23","155"
"3595","112","40","0","0","180801","0","0","5","11","1980","73","31","5","9","2471","3","23","155"
"4185","140","40","0","0","180801","0","0","5","12","2130","77","33","5","9","2962","34","23","155"
"4595","199","40","0","0","180801","0","0","5","13","2280","83","39","5","9","3502","44","23","188"
"4795","284","40","0","0","180801","0","0","5","14","2280","91","43","5","9","4120","44","25","213"
"4915","390","40","0","0","180801","0","0","5","15","2400","100","47","5","9","4781","44","25","213"
"5105","511","40","0","0","180801","0","0","5","16","2400","106","55","5","9","5439","52","25","219"
"5215","635","40","0","0","180801","0","0","5","17","2400","112","59","5","9","6190","55","25","219"
"5420","785","40","0","0","180801","0","0","5","18","2400","119","67","5","9","6982","55","25","219"
"5590","953","40","0","0","180801","0","0","5","19","2400","125","75","5","9","7872","59","25","219"
"5840","1094","40","0","0","180801","0","0","5","20","2400","133","81","5","9","8900","59","25","219"
"6320","1222","40","0","0","180801","0","0","5","21","2400","146","87","5","9","9984","59","25","219"
"6615","1324","40","0","0","180801","0","0","5","22","2400","156","93","5","14","11269","59","25","219"
"6940","1419","40","0","0","180801","0","0","5","23","2400","167","107","5","14","12677","59","25","219"
"7655","1507","40","0","0","180801","0","0","5","24","2400","167","107","5","14","14284","59","25","219"
"7755","1587","40","0","0","180801","0","0","5","25","2400","173","116","5","14","16048","59","25","219"
"8480","1644","40","0","0","180801","0","0","5","26","2400","173","116","5","14","17977","59","25","219"
"9000","1685","40","0","0","180801","0","0","5","27","2400","178","123","5","14","19989","59","25","219"
"9725","1711","40","0","0","180801","0","0","5","28","2400","178","123","5","14","22174","59","25","219"
"10245","1745","40","0","0","180801","0","0","5","29","2400","183","128","5","14","24494","59","25","219"
"10445","1780","40","0","0","180801","0","0","5","30","2400","188","133","5","14","26999","59","25","219"
"10965","1815","40","0","0","180801","0","0","5","31","2400","193","138","5","14","29578","59","25","219"
"11790","1850","40","0","0","180801","0","0","5","32","2400","193","138","5","14","32284","59","25","219"
"12460","1883","40","0","0","180801","0","0","5","33","2400","199","144","5","14","35094","59","25","219"
"12760","1915","40","0","0","180801","0","0","5","34","2400","205","150","5","14","38095","59","25","219"
"13430","1947","40","0","0","180801","0","0","5","35","2400","211","156","5","14","41203","59","25","219"
"13730","1979","40","0","0","180801","0","0","5","36","2400","218","163","5","14","44454","59","25","219"
"95","0","0","0","0","180901","0","0","0","2","50","2","0","0","0","25","0","0","0"
"370","0","0","0","0","180901","0","0","0","3","100","5","1","0","0","74","0","0","0"
"835","0","0","0","0","180901","0","0","0","4","130","10","2","0","0","172","0","0","10"
"1495","0","5","0","0","180901","0","0","0","5","130","16","6","0","3","301","0","0","20"
"2360","0","5","0","0","180901","0","0","0","6","310","30","8","0","3","504","0","0","20"
"3330","0","5","0","0","180901","0","0","0","7","780","42","10","0","3","751","0","0","20"
"4545","0","5","0","0","180901","0","0","0","8","780","60","18","0","3","990","0","0","35"
"5100","20","5","0","0","180901","0","0","0","9","780","73","24","4","3","1328","0","9","75"
"5460","50","30","0","0","180901","0","0","0","10","780","82","33","9","8","1704","0","18","75"
"6070","92","50","0","0","180901","0","0","0","11","780","87","42","11","13","2121","3","18","75"
"6740","134","50","0","0","180901","0","0","0","12","780","96","48","11","15","2577","19","18","75"
"7330","157","50","0","0","180901","0","0","0","13","780","108","62","11","17","2992","32","21","108"
"7790","198","50","0","0","180901","0","0","0","14","780","121","73","11","17","3516","32","21","141"
"8090","264","50","0","0","180901","0","0","0","15","780","134","84","11","17","4091","32","21","153"
"8310","345","50","0","0","180901","0","0","0","16","780","149","104","11","17","4639","35","21","165"
"8680","433","50","0","0","180901","0","0","0","17","780","164","136","11","17","5162","38","21","165"
"9165","537","50","0","0","180901","0","0","0","18","780","179","171","11","17","5735","38","21","165"
"9610","656","50","0","0","180901","0","0","0","19","780","197","195","11","17","6454","38","21","165"
"9935","775","50","0","0","180901","0","0","0","20","780","217","220","11","17","7268","38","21","165"
"10220","906","50","0","0","180901","0","0","0","21","780","235","244","11","17","8192","38","21","165"
"10435","1024","50","0","0","180901","0","0","0","22","780","251","257","11","17","9375","38","21","165"
"10780","1095","50","0","0","180901","0","0","0","23","780","275","276","11","17","10665","38","21","165"
"11140","1178","50","0","0","180901","0","0","0","24","780","300","301","11","17","12026","38","21","165"
"11340","1263","50","0","0","180901","0","0","0","25","780","316","323","11","17","13624","38","21","165"
"12165","1302","50","0","0","180901","0","0","0","26","780","322","332","11","17","15435","38","21","165"
"13410","1326","50","0","0","180901","0","0","0","27","780","327","339","11","17","17331","38","21","165"
"14655","1350","50","0","0","180901","0","0","0","28","780","332","346","11","17","19355","38","21","165"
"15900","1375","50","0","0","180901","0","0","0","29","780","337","351","11","17","21553","38","21","165"
"16620","1410","50","0","0","180901","0","0","0","30","780","352","366","11","17","23850","38","21","165"
"17340","1445","50","0","0","180901","0","0","0","31","780","367","381","11","17","26256","38","21","165"
"18685","1471","50","0","0","180901","0","0","0","32","780","372","386","11","17","28807","38","21","165"
"19810","1504","50","0","0","180901","0","0","0","33","780","383","397","11","17","31464","38","21","165"
"20410","1544","50","0","0","180901","0","0","0","34","780","405","419","11","17","34229","38","21","165"
"21010","1584","50","0","0","180901","0","0","0","35","780","427","441","11","17","37122","38","21","165"
"21610","1624","50","0","0","180901","0","0","0","36","780","450","464","11","17","40115","38","21","165"
"55","0","0","26","0","181001","0","0","0","2","50","0","3","0","0","0","0","0","0"
"150","0","0","94","0","181001","0","0","0","3","100","0","7","0","0","0","0","0","0"
"270","0","10","214","0","181001","0","0","0","4","100","2","14","0","0","0","0","0","0"
"450","0","10","405","0","181001","0","0","0","5","100","2","29","0","0","0","0","0","0"
"800","0","10","634","0","181001","0","0","0","6","100","4","42","0","0","0","0","0","50"
"1395","0","15","894","0","181001","0","0","0","7","100","8","56","0","0","0","0","0","85"
"1560","0","30","1286","0","181001","0","0","0","8","100","10","63","1","0","0","0","4","120"
"1700","0","45","1710","16","181001","0","0","0","9","100","10","70","2","0","0","0","9","155"
"1970","0","45","2175","45","181001","0","0","0","10","320","13","75","4","0","0","0","14","170"
"2130","0","45","2687","90","181001","0","0","5","11","540","13","80","5","0","0","0","14","186"
"2230","0","45","3211","143","181001","0","0","11","12","640","16","85","6","0","0","0","14","222"
"2370","0","45","3744","205","181001","0","0","17","13","640","21","92","6","0","0","0","16","242"
"2510","0","45","4324","281","181001","0","0","17","14","760","25","99","6","0","0","0","18","272"
"2540","0","45","4929","351","181001","0","0","17","15","880","33","108","6","0","0","0","22","282"
"2570","0","45","5602","426","181001","0","0","17","16","880","38","116","6","0","0","0","22","312"
"2570","0","45","6330","498","181001","0","0","17","17","880","42","125","6","0","0","0","22","342"
"2570","0","45","7114","587","181001","0","0","17","18","880","48","134","6","0","0","0","22","372"
"2570","0","45","8002","720","181001","0","0","17","19","880","53","141","6","0","0","0","22","372"
"2570","0","45","8923","877","181001","0","0","17","20","880","63","155","6","0","0","0","22","372"
"2570","0","45","9942","1079","181001","0","0","17","21","980","69","163","6","0","0","0","22","372"
"2570","0","45","11139","1297","181001","0","0","17","22","1080","74","170","6","0","0","0","22","372"
"2570","0","45","12462","1481","181001","0","0","17","23","1080","80","186","6","0","0","0","22","372"
"2570","0","45","13937","1624","181001","0","0","17","24","1080","86","203","6","0","0","0","22","372"
"2570","0","45","15647","1733","181001","0","0","17","25","1080","92","211","6","0","0","0","22","372"
"3030","0","45","17487","1805","181001","0","0","17","26","1080","98","220","6","0","0","0","22","372"
"3030","0","45","19522","1850","181001","0","0","17","27","1080","104","228","6","0","0","0","22","372"
"3030","0","45","21720","1882","181001","0","0","17","28","1080","109","233","6","0","0","0","22","372"
"3490","0","45","24042","1915","181001","0","0","17","29","1080","113","237","6","0","0","0","22","372"
"3490","0","45","26563","1949","181001","0","0","17","30","1080","117","241","6","0","0","0","22","372"
"3950","0","45","29142","1983","181001","0","0","17","31","1080","121","245","6","0","0","0","22","372"
"3950","0","45","31884","2017","181001","0","0","17","32","1080","125","249","6","0","0","0","22","372"
"4450","0","45","34717","2050","181001","0","0","17","33","1080","129","253","6","0","0","0","22","372"
"4950","0","45","37699","2082","181001","0","0","17","34","1080","133","257","6","0","0","0","22","372"
"4950","0","45","40886","2114","181001","0","0","17","35","1080","137","261","6","0","0","0","22","372"
"4950","0","45","44185","2146","181001","0","0","17","36","1080","141","265","6","0","0","0","22","372"
"65","0","0","0","0","181101","0","0","0","2","100","3","2","0","0","10","0","0","0"
"275","0","0","0","0","181101","0","0","0","3","200","6","4","0","0","55","0","0","0"
"820","0","0","0","0","181101","0","0","0","4","250","12","7","0","0","136","0","0","0"
"1520","0","5","0","0","181101","0","0","0","5","250","21","16","0","0","249","0","0","10"
