a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812
"0","0","11","1","0.2","","1007414","3","mhp_receive_anna_out","NoItem_idle","1007414117"
"0","0","12","1","0.2","","1007414","3","mhp_item_EX0005_receive_out","NoItem_idle","1007414118"
"","","2","","","","1007414","93","","","1007414119"
"","1","100931","","0.2","","1007414","3","mhp_idle_memory","","1007414120"
"","","0.2","","","","1007414","93","0","","1007414121"
"","1","117631","","0.2","","1007414","3","mhp_sit_idle_sad","","1007414122"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3111","0","1007414123"
"0","6","117631","0","0","0.5","1007414","11","（那不管怎麼看\n都只是治喉嚨的感冒糖漿吧？\n這就是所謂好壞全看怎麼說嗎？）","1","1007414124"
"","","0","","","","1007414","91","","","1007414125"
"","1","117631","","0.2","","1007414","3","mhp_sit_idle","","1007414126"
"","","1007414224","","","","1007414","101","","","1007414127"
"0","0","117531","1","0.2","","1007414","3","mhp_sit_out","mhp_idle_normal","1007414128"
"","","0.6","","","","1007414","93","0","","1007414129"
"0","0","100931","1","0.2","","1007414","3","mhp_sit_out","mhp_idle_normal","1007414130"
"","","0.2","","","","1007414","93","0","","1007414131"
"","1","100931","0","0.2","","1007414","3","mhp_walk_sad","","1007414132"
"","-220","100931","0","","","1007414","2","35","1.5","1007414133"
"","-220","31","0","","","1007414","2","35","1.5","1007414134"
"","-220","11","0","","","1007414","2","35","1.5","1007414135"
"","-220","12","0","","","1007414","2","35","1.5","1007414136"
"","","0.3","","","","1007414","93","0","","1007414137"
"0","0","117531","1","0.2","","1007414","3","mhp_handover_in","mhp_handover_loop","1007414138"
"0","1","21","1","0","","1007414","6","1","1","1007414139"
"0","1","22","1","0","","1007414","6","1","1","1007414140"
"0","0","21","1","0.2","","1007414","3","mhp_handover_in","mhp_handover_loop","1007414141"
"0","0","22","1","0.2","","1007414","3","mhp_item_EX0013_handover_in","mhp_item_EX0013_handover_loop","1007414142"
"","","1.2","","","","1007414","93","0","","1007414143"
"","1","100931","","0.2","","1007414","3","mhp_idle_sad","","1007414144"
"","","0.5","","","","1007414","93","0","","1007414145"
"0","0","100931","1","0.2","","1007414","3","mhp_surprise","mhp_talk_surprise1","1007414146"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3112","0","1007414147"
"0","5","100931","0","0","0.5","1007414","11","這、這是那個傳說中的……！\n哼哼哼，這樣一來，\n我應該就能抵達無上的領域了吧！","1","1007414148"
"","","3.5","","","","1007414","93","1","","1007414149"
"","0","100931","","0.2","","1007414","3","mhp_anna_huhuStand_in","","1007414150"
"","","0","","","","1007414","91","","","1007414151"
"0.2","0","100931","1","0.2","","1007414","3","mhp_anna_ahahaStand_in","mhp_anna_ahahaStand_loop","1007414152"
"","","1007414148","","","","1007414","91","","","1007414153"
"","","0","","","","1007414","22","0","","1007414154"
"","","1","","","","1007414","93","0","","1007414155"
"0","0","100931","1","0.2","","1007414","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007414156"
"0","1","11","1","0","","1007414","6","1","1","1007414157"
"0","1","12","1","0","","1007414","6","1","1","1007414158"
"0","0","11","1","0.2","","1007414","3","mhp_receive_anna_in","mhp_receive_anna_loop","1007414159"
"0","0","12","1","0.2","","1007414","3","mhp_item_EX0013_receive_in","mhp_item_EX0013_receive_loop","1007414160"
"","","0.6","","","","1007414","93","0","","1007414161"
"0","1","22","1","0.4","","1007414","6","1","1","1007414162"
"","","0.4","","","","1007414","93","0","","1007414163"
"0","0","117531","1","0.2","","1007414","3","mhp_handover_out","mhp_idle_normal","1007414164"
"0","0","21","1","0.2","","1007414","3","mhp_handover_out","NoItem_idle","1007414165"
"0","0","22","1","0.2","","1007414","3","mhp_item_EX0013_handover_out","NoItem_idle","1007414166"
"","","0.4","","","","1007414","93","0","","1007414167"
"0","0","100931","1","0.2","","1007414","3","mhp_handover_receive_out","mhp_idle_normal","1007414168"
"0","0","11","1","0.2","","1007414","3","mhp_receive_anna_out","NoItem_idle","1007414169"
"0","0","12","1","0.2","","1007414","3","mhp_item_EX0013_receive_out","NoItem_idle","1007414170"
"","","2","","","","1007414","93","","","1007414171"
"","1","100931","","0.2","","1007414","3","mhp_idle_memory","","1007414172"
"","","0.2","","","","1007414","93","","","1007414173"
"","1","117531","","0.2","","1007414","3","mhp_idle_thinking","","1007414174"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3113","0","1007414175"
"0","6","117531","0","0","0.5","1007414","11","（普通的杯子就能讓她這麼開心，\n這還真是划算。）","1","1007414176"
"","","0","","","","1007414","91","","","1007414177"
"","1","117531","","0.2","","1007414","3","mhp_idle_normal","","1007414178"
"","","1007414224","","","","1007414","101","","","1007414179"
"0","0","117531","1","0.2","","1007414","3","mhp_sit_out","mhp_idle_normal","1007414180"
"","","0.6","","","","1007414","93","0","","1007414181"
"0","0","100931","1","0.2","","1007414","3","mhp_sit_out","mhp_idle_normal","1007414182"
"","","0.2","","","","1007414","93","0","","1007414183"
"","1","100931","0","0.2","","1007414","3","mhp_walk_sad","","1007414184"
"","-220","100931","0","","","1007414","2","35","1.5","1007414185"
"","-220","31","0","","","1007414","2","35","1.5","1007414186"
"","-220","11","0","","","1007414","2","35","1.5","1007414187"
"","-220","12","0","","","1007414","2","35","1.5","1007414188"
"","","0.3","","","","1007414","93","0","","1007414189"
"0","0","117531","1","0.2","","1007414","3","mhp_handover_in","mhp_handover_loop","1007414190"
"0","1","21","1","0","","1007414","6","1","1","1007414191"
"0","1","22","1","0","","1007414","6","1","1","1007414192"
"0","0","21","1","0.2","","1007414","3","mhp_handover_in","mhp_handover_loop","1007414193"
"0","0","22","1","0.2","","1007414","3","mhp_item_EX0012_handover_in","mhp_item_EX0012_handover_loop","1007414194"
"","","1.2","","","","1007414","93","0","","1007414195"
"0","0","100931","1","0.2","","1007414","3","mhp_handover_receive_sad_in","mhp_handover_receive_sad_loop","1007414196"
"0","1","11","1","0","","1007414","6","1","1","1007414197"
"0","1","12","1","0","","1007414","6","1","1","1007414198"
"0","0","11","1","0.2","","1007414","3","mhp_receive_anna_in","mhp_receive_anna_loop","1007414199"
"0","0","12","1","0.2","","1007414","3","mhp_item_EX0012_receive_in","mhp_item_EX0012_receive_loop","1007414200"
"","","0.6","","","","1007414","93","0","","1007414201"
"0","1","22","1","0.4","","1007414","6","1","1","1007414202"
"","","0.4","","","","1007414","93","0","","1007414203"
"0","0","117531","1","0.2","","1007414","3","mhp_handover_out","mhp_idle_normal","1007414204"
"0","0","21","1","0.2","","1007414","3","mhp_handover_out","NoItem_idle","1007414205"
"0","0","22","1","0.2","","1007414","3","mhp_item_EX0012_handover_out","NoItem_idle","1007414206"
"","","0.4","","","","1007414","93","0","","1007414207"
"0","0","100931","1","0.2","","1007414","3","mhp_handover_receive_sad_out","mhp_idle_normal_sad","1007414208"
"0","0","11","1","0.2","","1007414","3","mhp_receive_anna_out","NoItem_idle","1007414209"
"0","0","12","1","0.2","","1007414","3","mhp_item_EX0012_receive_out","NoItem_idle","1007414210"
"","","2","","","","1007414","93","","","1007414211"
"","1","100931","","0.2","","1007414","3","mhp_idle_worry","","1007414212"
"","","0.2","","","","1007414","93","0","","1007414213"
"","1","100931","","0.2","","1007414","3","mhp_talk_worry","","1007414214"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3114","0","1007414215"
"0","4","100931","0","0","0.5","1007414","11","嗚，也就是要採取戰略性休息嗎？\n我明白了，現在就乖乖照做吧……","1","1007414216"
"","","0","","","","1007414","91","","","1007414217"
"","1","100931","","0.2","","1007414","3","mhp_idle_worry","","1007414218"
"","1","117531","","0.2","","1007414","3","mhp_idle_thinking","","1007414219"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3115","0","1007414220"
"0","6","117531","0","0","0.5","1007414","11","（居然這樣稱呼市售口罩……\n這樣不是連我都快被影響了嗎？）","1","1007414221"
"","","0","","","","1007414","91","","","1007414222"
"","1","117531","","0.2","","1007414","3","mhp_idle_normal","","1007414223"
"","","0","","","","1007414","91","","","1007414224"
"0.2","0","100931","1","0.2","","1007414","3","mhp_anna_darkStand_in","mhp_anna_darkStand_loop","1007414225"
"0.2","0","31","1","0.2","","1007414","3","mhp_anna_darkStand_in","mhp_anna_darkStand_loop","1007414226"
"","","0.1","","","","1007414","93","0","","1007414227"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3116","0","1007414228"
"0","4","100931","0","0","0.5","1007414","11","「無形之暗殺者」……\n對方是超乎想像的強敵。\n但那群傢伙應該會後悔吧。","1","1007414229"
"","","0","","","","1007414","91","","","1007414230"
"0.2","0","100931","1","0.2","","1007414","3","mhp_anna_ahahaStand_in","mhp_anna_ahahaStand_loop","1007414231"
"","1","31","","0.2","","1007414","3","NoItem","","1007414232"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3117","0","1007414233"
"0","5","100931","0","0","0.5","1007414","11","為我在克服這個危機後\n得到的全新力量渾身顫慄吧！","1","1007414234"
"","","0","","","","1007414","91","","","1007414235"
"","1","117531","","0.2","","1007414","3","mhp_talk_worry","","1007414236"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3118","0","1007414237"
"0","8","117531","0","0","0.5","1007414","11","所以說，在醫院請保持安靜。","1","1007414238"
"","","0","","","","1007414","91","","","1007414239"
"","1","117531","","0.2","","1007414","3","mhp_idle_normal","","1007414240"
"","1","100931","","0.2","","1007414","3","mhp_talk_worry","","1007414241"
"","1","31","","0.2","","1007414","3","NoItem","","1007414242"
"","0","vo_mhp_1007414","","","","1007414","21","vo_mhp_3119","0","1007414243"
"0","8","100931","0","0","0.5","1007414","11","好、好的……","1","1007414244"
"","","0","","","","1007414","91","","","1007414245"
"","","1","","","","1007414","93","","","1007414246"
"","1","100931","","0.2","","1007414","3","mhp_run_sad","","1007414247"
"","","100931","","","","1007414","4","1","","1007414248"
"","-220","100931","0","","","1007414","2","-1000","3","1007414249"
"","","3","","","","1007414","93","0","","1007414250"
"","","0","","","","1007414","91","","","1007414251"
"0","100","1","-220","1.7","mhp_idle_normal","1007415","1","100931","-1000","1007415001"
"1","100","1","-200","1.7","mhp_sit_idle","1007415","1","117631","365","1007415002"
"1","104","1","-220","1.7","mhp_sit_idle","1007415","1","117531","185","1007415003"
"","-240","1","0.85","1","","1007415","31","1","-154","1007415004"
"","-50","20","1","0","","1007415","31","120","-237","1007415005"
"","0","30","1","0","","1007415","31","130","160","1007415006"
"","0","11","1","0","","1007415","31","111","0","1007415007"
"0","110","1","-220","1.7","NoItem","1007415","5","11","-200","1007415008"
"0","105","1","-220","1.7","NoItem","1007415","5","12","-200","1007415009"
"1","110","1","-220","1.7","NoItem","1007415","5","21","170","1007415010"
"1","105","1","-220","1.7","NoItem","1007415","5","22","170","1007415011"
"0","1","11","0","0","","1007415","6","1","1","1007415012"
"0","1","12","0","0","","1007415","6","1","1","1007415013"
"0","1","21","0","0","","1007415","6","1","1","1007415014"
"0","1","22","0","0","","1007415","6","1","1","1007415015"
"","","0","","","","1007415","91","","","1007415016"
"","1","117531","","0.2","","1007415","3","mhp_sit_talk_normal","","1007415017"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3201","0","1007415018"
"0","4","117531","0","0","0.5","1007415","11","杏奈，請進～","0","1007415019"
"","","0","","","","1007415","91","","","1007415020"
"","1","117531","","0.2","","1007415","3","mhp_sit_idle","","1007415021"
"","1","100931","","0.2","","1007415","3","mhp_anna_chill_walk","","1007415022"
"","-220","100931","0","","","1007415","2","-200","4","1007415023"
"","","0","","","","1007415","91","","","1007415024"
"0.2","0","100931","1","0.2","","1007415","3","mhp_anna_chill_sit_in","mhp_anna_chill_sit_idle","1007415025"
"","","2","","","","1007415","93","0","","1007415026"
"","1","117531","","0.2","","1007415","3","mhp_sit_talk_normal","","1007415027"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3202","0","1007415028"
"0","6","117531","0","0","0.5","1007415","11","呃……妳看起來非常難受呢，\n這也是「無形之暗殺者」\n做的好事嗎？","1","1007415029"
"","","0","","","","1007415","91","","","1007415030"
"","1","117531","","0.2","","1007415","3","mhp_sit_idle","","1007415031"
"","1","100931","","0.2","","1007415","3","mhp_anna_chill_loop","","1007415032"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3203","0","1007415033"
"0","3","100931","0","0","0.5","1007415","11","我不知道……\n我一直昏昏沉沉的，\n又頭暈腦脹，就是很難受……","1","1007415034"
"","","0","","","","1007415","91","","","1007415035"
"","1","117531","","0.2","","1007415","3","mhp_sit_talk_normal","","1007415036"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3204","0","1007415037"
"0","6","117531","0","0","0.5","1007415","11","這是因為妳在之前的症狀康復後，\n和七七香打起魔法對戰，\n玩得太過火而造成的吧，\n呵呵，真是個不乖的團長♪","1","1007415038"
"","","0","","","","1007415","91","","","1007415039"
"","1","117531","","0.2","","1007415","3","mhp_sit_idle","","1007415040"
"","1","100931","","0.2","","1007415","3","mhp_anna_sit_talk_sad","","1007415041"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3205","0","1007415042"
"0","3","100931","0","0","0.5","1007415","11","對不、起……","1","1007415043"
"","","0","","","","1007415","91","","","1007415044"
"","1","100931","","0.2","","1007415","3","mhp_anna_chill_sit_idle","","1007415045"
"","1","117531","","0.2","","1007415","3","mhp_sit_talk_normal","","1007415046"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3206","0","1007415047"
"0","4","117531","0","0","0.5","1007415","11","唉，看妳這副樣子，\n捉弄妳也沒意思啊。\n得懲罰這麼不中用的妳才行。","1","1007415048"
"","","0","","","","1007415","91","","","1007415049"
"","1","117531","","0.2","","1007415","3","mhp_sit_idle","","1007415050"
"","1","100931","","0.2","","1007415","3","mhp_anna_sit_talk_worry","","1007415051"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3207","0","1007415052"
"0","4","100931","0","0","0.5","1007415","11","我、我做好覺悟了……\n但會痛的話，還是……","1","1007415053"
"","","0","","","","1007415","91","","","1007415054"
"","1","100931","","0.2","","1007415","3","mhp_anna_chill_sit_idle","","1007415055"
"0.2","0","117531","1","0.2","","1007415","3","mhp_sit_out","mhp_anna_ahahaStand_loop","1007415056"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3208","0","1007415057"
"0","6","117531","0","0","0.5","1007415","11","沒事的，因為不管是什麼樣的疾病，\n都無法逃過我的獨眼！","1","1007415058"
"","","0","","","","1007415","91","","","1007415059"
"","","0","","","","1007415","22","0","","1007415060"
"","1","117531","0","0.2","","1007415","3","mhp_walk","","1007415061"
"","-220","117531","0","","","1007415","2","-50","2","1007415062"
"","-220","21","0","","","1007415","2","-50","2","1007415063"
"","-220","22","0","","","1007415","2","-50","2","1007415064"
"","","2","","","","1007415","93","0","","1007415065"
"0","1","21","1","0","","1007415","6","1","1","1007415066"
"0","0","117531","1","0.2","","1007415","3","mhp_mitsuki_injection_in","mhp_mitsuki_injection_loop","1007415067"
"0","0","21","1","0.2","","1007415","3","mhp_mitsuki_injection_in","mhp_mitsuki_injection_loop","1007415068"
"","1","100931","","0.2","","1007415","3","mhp_anna_pain_in_blue","","1007415069"
"","","1.2","","","","1007415","93","","","1007415070"
"","","se_10031400","","","","1007415","23","se_10031400_syringe","","1007415071"
"","","0.6","","","","1007415","93","","","1007415072"
"0","0","117531","1","0.2","","1007415","3","mhp_mitsuki_injection_out","mhp_idle_normal","1007415073"
"0","0","21","1","0.2","","1007415","3","mhp_mitsuki_injection_out","NoItem","1007415074"
"","","0.5","","","","1007415","93","","","1007415075"
"","0","100931","","0.2","","1007415","3","mhp_anna_down","","1007415076"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3209","0","1007415077"
"0","8","100931","0","0","0.5","1007415","11","啊……","1","1007415078"
"","","0.3","","","","1007415","93","","","1007415079"
"","","100931","","","","1007415","4","1","","1007415080"
"","","se_10031400","","","","1007415","23","se_10031400_bodyfall","","1007415081"
"","","1007415078","","","","1007415","91","","","1007415082"
"","1","117631","","0.2","","1007415","3","mhp_sit_talk_surprise2","","1007415083"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3210","0","1007415084"
"0","4","117631","0","0","0.5","1007415","11","這、這個人怎麼了？\n難道她死、死掉了──","1","1007415085"
"","","0","","","","1007415","91","","","1007415086"
"","1","117631","","0.2","","1007415","3","mhp_sit_idle_surprise1","","1007415087"
"","1","117531","","0.2","","1007415","3","mhp_talk_thinking","","1007415088"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3211","0","1007415089"
"0","4","117531","0","0","0.5","1007415","11","怎麼可能，我只是打了安眠藥喔。\n因為她需要的是別做些多餘的事情，\n安靜地好好休息。","1","1007415090"
"","","0","","","","1007415","91","","","1007415091"
"","1","117531","","0.2","","1007415","3","mhp_talk_normal","","1007415092"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3212","0","1007415093"
"0","5","117531","0","0","0.5","1007415","11","因為杏奈虛弱的樣子\n一點都不有趣啊。\n如果她不像平常那樣吵吵鬧鬧的，\n連我都會很不對勁。","1","1007415094"
"","","0","","","","1007415","91","","","1007415095"
"","1","117531","","0.2","","1007415","3","mhp_idle_normal","","1007415096"
"","1","117631","","0.2","","1007415","3","mhp_sit_talk_joy2","","1007415097"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3213","0","1007415098"
"0","4","117631","0","0","0.5","1007415","11","真是的，妳別嚇我啦。\n說是這麼說，醫生果然很溫柔呢♪","1","1007415099"
"","","0","","","","1007415","91","","","1007415100"
"","1","117631","","0.2","","1007415","3","mhp_sit_idle_joy2","","1007415101"
"","1","117531","","0.2","","1007415","3","mhp_talk_thinking","","1007415102"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3214","0","1007415103"
"0","6","117531","0","0","0.5","1007415","11","不過，因為這是效果很好的安眠藥，\n她或許會睡上一星期左右呢。","1","1007415104"
"","","0","","","","1007415","91","","","1007415105"
"","1","117531","","0.2","","1007415","3","mhp_idle_thinking","","1007415106"
"","1","117631","","0.2","","1007415","3","mhp_sit_idle_surprise2","","1007415107"
"","0","vo_mhp_1007415","","","","1007415","21","vo_mhp_3215","0","1007415108"
"0","8","117631","0","0","0.5","1007415","11","咦？","1","1007415109"
"","","0","","","","1007415","91","","","1007415110"
"","","111","1","1","","1007415","32","1","","1007415111"
"","","120","1","1","","1007415","32","1","","1007415112"
"","","se_10031400","","","","1007415","23","se_10031400_rose","","1007415113"
"","0","117531","0","0.2","","1007415","3","mhp_mitsuki_kime","","1007415114"
"","","1","","","","1007415","93","","","1007415115"
"","","130","1","1","","1007415","32","1","","1007415116"
"","","4","","","","1007415","93","","","1007415117"
"","","130","1","1","","1007415","32","0","","1007415118"
"","","0","","","","1007415","91","","","1007415119"
"0","100","1","-240","1.7","mhp_idle_normal","1007416","1","103111","-1100","1007416001"
"1","100","1","-200","1.7","mhp_sit_idle","1007416","1","117631","365","1007416002"
"1","100","1","-220","1.7","mhp_sit_idle","1007416","1","117531","185","1007416003"
"","-240","1","0.85","1","","1007416","31","1","-154","1007416004"
"0","110","1","-220","1.7","NoItem","1007416","5","11","-200","1007416005"
"0","105","1","-220","1.7","NoItem","1007416","5","12","-200","1007416006"
"1","110","1","-220","1.7","NoItem","1007416","5","21","185","1007416007"
"1","105","1","-220","1.7","NoItem","1007416","5","22","185","1007416008"
"0","1","11","0","0","","1007416","6","1","1","1007416009"
"0","1","12","0","0","","1007416","6","1","1","1007416010"
"0","1","21","0","0","","1007416","6","1","1","1007416011"
"0","1","22","0","0","","1007416","6","1","1","1007416012"
"0","110","1","-240","1.7","mhp_skull_idle","1007416","5","31","-1000","1007416013"
"","","0","","","","1007416","91","","","1007416014"
"","1","117531","","0.2","","1007416","3","mhp_sit_talk_normal","","1007416015"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6001","0","1007416016"
"0","7","117531","0","0","0.5","1007416","11","下一位請進～","1","1007416017"
"","","0","","","","1007416","91","","","1007416018"
"","1","117531","","0.2","","1007416","3","mhp_sit_idle","","1007416019"
"","1","103111","","0.2","","1007416","3","mhp_walk","","1007416020"
"","-220","103111","0","","","1007416","2","-300","4","1007416021"
"","-220","31","0","","","1007416","2","-200","4","1007416022"
"","","0","","","","1007416","91","","","1007416023"
"","0","103111","0","0.2","","1007416","3","mhp_idle_sad","","1007416024"
"","","0","","","","1007416","91","","","1007416025"
"","1","103111","0","0.2","","1007416","3","mhp_idle_sad","","1007416026"
"","","0","","","","1007416","91","","","1007416027"
"","1","31","","0.2","","1007416","3","mhp_skull_talk","","1007416028"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6002","0","1007416029"
"0","5","31","0","0","0.5","1007416","11","如何？忍，妳能從這個房間感覺到\n相當強烈的靈魂氣息吧？","1","1007416030"
"","","0","","","","1007416","91","","","1007416031"
"","1","31","","0.2","","1007416","3","mhp_skull_idle","","1007416032"
"","1","103111","0","0.2","","1007416","3","mhp_talk_sad","","1007416033"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6003","0","1007416034"
"0","6","103111","0","0","0.5","1007416","11","爸爸，你說的是真的嗎？\n但我什麼都沒感覺到……","1","1007416035"
"","","0","","","","1007416","91","","","1007416036"
"","1","103111","","0.2","","1007416","3","mhp_idle_sad","","1007416037"
"","1","31","","0.2","","1007416","3","mhp_skull_talk","","1007416038"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6004","0","1007416039"
"0","7","31","0","0","1","1007416","11","妳看！她果然是符合本大爺\n喜好的超級美女！呼～這種成熟得\n恰到好處的感覺真讓人受不了！","1","1007416040"
"","","3","","","","1007416","93","1","","1007416041"
"0","0","31","1","0.2","","1007416","3","mhp_skull_excite_in","mhp_skull_excite_loop","1007416042"
"","","1007416040","","","","1007416","91","","","1007416043"
"","1","117631","0","0.2","","1007416","3","mhp_sit_talk_worry","","1007416044"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6005","0","1007416045"
"0","5","117631","0","0","0.5","1007416","11","嗚哇，什麼？骷髏頭在說話？\n真讓人不舒服……","1","1007416046"
"","","0","","","","1007416","91","","","1007416047"
"","1","117631","0","0.2","","1007416","3","mhp_sit_idle_sad","","1007416048"
"","1","103111","0","0.2","","1007416","3","mhp_talk_worry","","1007416049"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6006","0","1007416050"
"0","5","103111","0","0","0.5","1007416","11","很抱歉突然來叨擾，\n我們馬上回去……","1","1007416051"
"","","0","","","","1007416","91","","","1007416052"
"","1","31","","0.2","","1007416","3","mhp_skull_talk","","1007416053"
"","1","103111","","0.2","","1007416","3","mhp_idle_worry","","1007416054"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6007","0","1007416055"
"0","4","31","0","0","0.5","1007416","11","等、等等，忍！\n妳還沒跟那位女醫談談啊！","1","1007416056"
"","","0","","","","1007416","91","","","1007416057"
"","","0","","","","1007416","22","0","","1007416058"
"","0","不可燃垃圾是什麼時候會有人來收？","","","","1007416","103","1007416062","","1007416059"
"","0","會說話的骷髏頭，真想砍砍看。","","","","1007416","103","1007416075","","1007416060"
"","0","默默地拿下眼罩。","","","","1007416","103","1007416088","","1007416061"
"","1","117531","","0.2","","1007416","3","mhp_sit_idle_bitter2","","1007416062"
"","","0.5","","","","1007416","93","","","1007416063"
"0","0","31","1","0.2","","1007416","3","mhp_skull_trouble_in","mhp_skull_trouble_loop","1007416064"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6008","0","1007416065"
"0","5","31","0","0","0.5","1007416","11","咿！好、好冷淡的眼神……\n但、但也讓人興奮到全身顫抖！","1","1007416066"
"","","6","","","","1007416","93","1","","1007416067"
"0","0","31","1","0.2","","1007416","3","mhp_skull_excite_in","mhp_skull_excite_loop","1007416068"
"","","1007416066","","","","1007416","91","","","1007416069"
"","1","103111","","0.2","","1007416","3","mhp_talk_sad2","","1007416070"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6009","0","1007416071"
"0","6","103111","0","0","0.5","1007416","11","爸爸，你安靜一下。","1","1007416072"
"","","0","","","","1007416","91","","","1007416073"
"","","1007416097","","","","1007416","101","","","1007416074"
"","1","117531","","0.2","","1007416","3","mhp_sit_idle_bitter2","","1007416075"
"","","0.5","","","","1007416","93","","","1007416076"
"0","0","31","1","0.2","","1007416","3","mhp_skull_trouble_in","mhp_skull_trouble_loop","1007416077"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6010","0","1007416078"
"0","5","31","0","0","0.5","1007416","11","嗚咿！解剖就饒了本大爺吧……\n不過，想到能被那隻美麗的手觸碰，\n就讓人有點興奮起來啦……！","1","1007416079"
"","","9","","","","1007416","93","1","","1007416080"
"0","0","31","1","0.2","","1007416","3","mhp_skull_excite_in","mhp_skull_excite_loop","1007416081"
"","","1007416079","","","","1007416","91","","","1007416082"
"","1","103111","0","0.2","","1007416","3","mhp_talk_sad2","","1007416083"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6011","0","1007416084"
"0","5","103111","0","0","0.5","1007416","11","爸爸，這樣很噁心。","1","1007416085"
"","","0","","","","1007416","91","","","1007416086"
"","","1007416097","","","","1007416","101","","","1007416087"
"0","0","117531","1","0.2","","1007416","3","mhp_mitsuki_sit_kaihou_in","mhp_mitsuki_sit_kaihou_loop","1007416088"
"","","1","","","","1007416","93","","","1007416089"
"0","0","31","1","0.2","","1007416","3","mhp_skull_trouble_in","mhp_skull_trouble_loop","1007416090"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6012","0","1007416091"
"0","5","31","0","0","0.5","1007416","11","慢、慢著慢著！那東西不行。\n本大爺的第六感正在奮力說著快逃！\n忍，撤退！撤退～！","1","1007416092"
"","","0","","","","1007416","91","","","1007416093"
"","1","103111","0","0.2","","1007416","3","mhp_talk_sad2","","1007416094"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6013","0","1007416095"
"0","5","103111","0","0","0.5","1007416","11","是嗎？但我覺得\n讓你吃到一點苦頭比較好喔？","1","1007416096"
"","","0","","","","1007416","91","","","1007416097"
"","","1","","","","1007416","93","","","1007416098"
"","1","103111","0","0.2","","1007416","3","mhp_talk_sad","","1007416099"
"","0","vo_mhp_1007416","","","","1007416","21","vo_mhp_6014","0","1007416100"
"0","3","103111","0","0","0.5","1007416","11","打擾到各位了……\n我日後再來為此致歉。","1","1007416101"
"","","0","","","","1007416","91","","","1007416102"
"","","0","","","","1007416","22","0","","1007416103"
"0.2","0","103111","1","0.2","","1007416","3","mhp_shinobu_bow","mhp_idle_normal","1007416104"
"","","4","","","","1007416","93","","","1007416105"
"","1","103111","0","0.2","","1007416","3","mhp_walk","","1007416106"
"","","103111","","","","1007416","4","1","","1007416107"
