066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"","","0.1","3","941","","1","107511","","19410043","41_pekorine_shake"
"","","0.1","3","941","","1","22","","19410044","41_kyaru_shake"
"","0","","21","941","","","vo_fpc","","19410045","vo_fpc_30104"
"","","0.1","3","941","","1","107611","","19410046","41_kokkoro_float_loop"
"0","1","0","11","941","0","6","107611","1","19410047","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。"
"","","","91","941","","","0","","19410048","0"
"","0","","21","941","","","vo_fpc","","19410049","vo_fpc_30105"
"0","1","0","11","941","0","11","22","1","19410050","啊，不行……\n已經，到極……限了……"
"","","","91","941","","","0","","19410051","0"
"","","0.2","3","941","","0","22","","19410052","41_kyaru_drown"
"","","0.2","3","941","","1","107511","","19410053","41_pekorine_shake"
"","","","93","941","","","0.2","","19410054","0"
"","","1","23","941","","0","se_10053800","","19410055","se_10053800_941_bishokuden"
"","","","93","941","","","0.8","","19410056","0"
"1","41_kokkoro_surprise_loop","0.1","3","941","0.1","0","107611","","19410057","41_kokkoro_surprise"
"","","","93","941","","","0.5","","19410058","0"
"","","","32","941","","","108","","19410059","1"
"","","","93","941","","","2.5","","19410060","0"
"","","0.1","3","941","0.1","1","22","","19410061","41_kyaru_drown_loop"
"1","41_pekorine_notice_loop","0.1","3","941","0.1","0","107511","","19410062","41_pekorine_notice"
"","","","32","941","","","105","","19410063","0"
"","","","32","941","","","22","","19410064","0"
"","0","","21","941","","","vo_fpc","","19410065","vo_fpc_30106"
"0","1","0","11","941","0","6","107511","1","19410066","咦？\n小凱留？\n妳跑哪去了？"
"","","","91","941","","","0","","19410067","0"
"","0","","21","941","","","vo_fpc","","19410068","vo_fpc_30107"
"0","1","0","11","941","0","9","107611","1","19410069","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！"
"","","","93","941","","","2.1","","19410070","0"
"1","41_kokkoro_action_loop","0.1","3","941","0.1","0","107611","","19410071","41_kokkoro_action"
"","","","32","941","","","1001","","19410072","1"
"1","cmn_swm_flutterKick_floatRing","0","3","941","0.1","0","107511","","19410073","41_pekorine_flutterKick_floatRing_in"
"","","0.1","3","941","","1","22","","19410074","41_kyaru_flutterKick_floatRing"
"0","4.52488687782805","","2","941","","-180","107511","","19410075","1000"
"","","","32","941","","","1075111","","19410076","1"
"","","","32","941","","","1075114","","19410077","0"
"0","4.52488687782805","","33","941","","-180","1075111","","19410078","1000"
"0","4.52488687782805","","2","941","","-180","22","","19410079","1000"
"0","5.88235294117647","","2","941","","-180","107611","","19410080","1000"
"0","5.88235294117647","","33","941","","-180","107611","","19410081","1000"
"0","5.88235294117647","","33","941","","-110","1001","","19410082","1140"
"","","","91","941","","","19410081","","19410083",""
"-250","-1060","1.75","1","942","0","33","1","42_anna_idle","19420001","113211"
"-250","-920","1.75","1","942","0","33","1","42_shinobu_idle","19420002","127111"
"-250","-1000","1.75","5","942","0","32","2","42_boat_idle","19420003","2"
"1","0","0","31","942","","0","107","","19420004","107"
"1","-250","1","31","942","","-1000","106","","19420005","106"
"","","","13","942","","","113211","","19420006","47"
"","","","13","942","","","127111","","19420007","47"
"","","1","23","942","","1","se_10053800","","19420008","se_fpc_water_random"
"","","","91","942","","","19420007","","19420009","0"
"12","5.88235294117647","","2","942","","-250","113211","","19420010","-60"
"12","5.88235294117647","","2","942","","-250","127111","","19420011","80"
"12","5.88235294117647","","2","942","","-250","2","","19420012","0"
"12","5.88235294117647","","33","942","","-250","106","","19420013","0"
"","","","91","942","","","","","19420014",""
"","","0.2","3","942","","1","113211","","19420015","42_anna_doyatalk"
"","","0.2","3","942","","1","127111","","19420016","42_shinobu_idle"
"","","0.2","3","942","","1","2","","19420017","42_boat_idle"
"","0","","21","942","","","vo_fpc","","19420018","vo_fpc_30201"
"0","1","0","11","942","0","4","113211","1","19420019","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！"
"","","","91","942","","","0","","19420020","0"
"","","0.2","3","942","","1","113211","","19420021","42_anna_doyatalk"
"1","42_shinobu_talk","0.2","3","942","0.1","0","127111","","19420022","42_shinobu_idle2talk"
"","","0.2","3","942","","1","2","","19420023","42_boat_idle"
"","0","","21","942","","","vo_fpc","","19420024","vo_fpc_30202"
"0","1","0","11","942","0","6","127111","1","19420025","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。"
"","","","91","942","","","0","","19420026","0"
"1","42_shinobu_idle","0.2","3","942","0.1","0","127111","","19420027","42_shinobu_talk2idle"
"1","42_anna_idle","0.2","3","942","0.1","0","113211","","19420028","42_anna_doya2idle"
"","","0.2","3","942","","1","2","","19420029","42_boat_idle"
"","0","","21","942","","","vo_fpc","","19420030","vo_fpc_30203"
"0","1","0","11","942","0","6","113211","0.5","19420031","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！"
"","","","91","942","","","0","","19420032","0"
"","0","","21","942","","","vo_fpc","","19420033","vo_fpc_30204"
"0","1","0","11","942","0","7","113211","1","19420034","（說不定會成為\n冥風戰記的好靈感呢！）"
"","","","91","942","","","0","","19420035","0"
"","","0.2","3","942","","1","113211","","19420036","42_anna_idle"
"1","42_shinobu_talk","0.2","3","942","0.1","0","127111","","19420037","42_shinobu_idle2talk"
"","","0.2","3","942","","1","2","","19420038","42_boat_idle"
"","0","","21","942","","","vo_fpc","","19420039","vo_fpc_30205"
"0","1","0","11","942","0","4","127111","0.5","19420040","嗯，有喔。\n在度假村發生的\n各種靈異現象……"
"","","","91","942","","","0","","19420041","0"
"","","0.2","3","942","","1","113211","","19420042","42_anna_idle"
"1","42_shinobu_horror","0.2","3","942","0.1","0","127111","","19420043","42_shinobu_talk2horror"
"","","0.2","3","942","","1","2","","19420044","42_boat_idle"
"","","","32","942","","","107","","19420045","1"
"","0","","21","942","","","vo_fpc","","19420046","vo_fpc_30206"
"0","1","0","11","942","0","4","127111","1","19420047","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……"
"","","","93","942","","","6.5","","19420048","0"
"","","","93","942","","","1.5","","19420049","0"
"","","","91","942","","","19420047","","19420050","0"
"","","0.1","3","942","","1","127111","","19420051","42_shinobu_horror"
"","","0.1","3","942","","1","113211","","19420052","42_anna_scared"
"","","0.1","3","942","","1","2","","19420053","42_boat_idle"
"","0","","21","942","","","vo_fpc","","19420054","vo_fpc_30207"
"0","1","0","11","942","0","4","113211","1.5","19420055","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！"
"","","","93","942","","","9.13333333333333","","19420056","0"
"","","","93","942","","","1.5","","19420057","0"
"","","","91","942","","","19420055","","19420058","0"
"","4.52488687782805","","2","942","","-250","113211","","19420059","940"
"","4.52488687782805","","2","942","","-250","127111","","19420060","1080"
"","4.52488687782805","","2","942","","-250","2","","19420061","1000"
"","4.52488687782805","","33","942","","-250","106","","19420062","1000"
"","","","91","942","","","0","","19420063",""
"-180","-850","1.75","1","943","0","23","1","cmn_float","19430001","122511"
"-125","-800","1.75","1","943","0","13","1","43_tsumugi_deredere","19430002","117411"
"-125","-1675","1.75","5","943","0","12","1","cmn_float_item_09_Ball","19430003","11"
"-250","-850","1.75","5","943","0","32","1","cmn_floatRing_pink","19430004","12"
"-250","-2500","1.75","5","943","0","32","1","cmn_floatRing_blue","19430005","13"
"1","-180","1","31","943","","-850","8","","19430006","1225114"
"1","-125","1","31","943","","-800","5","","19430007","1174114"
"1","-125","1","31","943","","-1675","5","","19430008","411"
"1","-250","1","31","943","","-850","4","","19430009","412"
"1","-250","1","31","943","","-2500","4","","19430010","413"
"1","-125","0","31","943","","-350","110","","19430011","1101"
"","","1","23","943","","1","se_10053800","","19430012","se_fpc_water_random"
"","","","91","943","","","19430011","","19430013",""
"","24.2647058823529","","2","943","","-250","12","","19430014","2450"
"","24.2647058823529","","33","943","","-250","412","","19430015","2450"
"","24.2647058823529","","2","943","","-125","11","","19430016","1625"
"","24.2647058823529","","33","943","","-125","411","","19430017","1625"
"","24.2647058823529","","2","943","","-250","13","","19430018","800"
"","24.2647058823529","","33","943","","-250","413","","19430019","800"
"","","","93","943","","","2","","19430020","0"
"12","6.25","","2","943","","-180","122511","","19430021","0"
"12","6.25","","33","943","","-180","1225114","","19430022","0"
"","","","91","943","","","19430021","","19430023",""
"","0","","21","943","","","vo_fpc","","19430024","vo_fpc_30301"
"0","1","0","11","943","0","5","122511","1","19430025","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……"
"","","","91","943","","","0","","19430026",""
"12","6.92307692307692","","2","943","","-125","117411","","19430027","-350"
"12","6.92307692307692","","33","943","","-125","1174114","","19430028","-350"
"","0","","21","943","","","vo_fpc","","19430029","vo_fpc_30302"
"0","1","0","11","943","0","5","122511","1","19430030","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。"
"","","","91","943","","","0","","19430031",""
"","","","91","943","","","19430028","","19430032",""
"","0","","21","943","","","vo_fpc","","19430033","vo_fpc_30303"
"0","1","0","11","943","0","6","117411","1","19430034","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……"
"","","","91","943","","","0","","19430035",""
"1","43_rei_notice_loop","0.1","3","943","0.1","0","122511","","19430036","43_rei_notice_in"
"","0","","21","943","","","vo_fpc","","19430037","vo_fpc_30304"
"0","1","0","11","943","0","4","122511","0.5","19430038","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？"
"","","","91","943","","","0","","19430039",""
"","","","32","943","","","1101","","19430040","1"
"","","","32","943","","","1174114","","19430041","0"
"1","43_rei_aseri","0.1","3","943","0.1","0","122511","","19430042","43_rei_turn"
"","","0.1","3","943","","0","117411","","19430043","43_tsumugi_hide"
"","","","93","943","","","3","","19430044","0"
"1","43_tsumugi_deredere","0.1","3","943","0.1","0","117411","","19430045","43_tsumugi_appear"
"","","","93","943","","","1","","19430046","0"
"","","","32","943","","","1101","","19430047","0"
"","","","32","943","","","1174114","","19430048","1"
"","0","","21","943","","","vo_fpc","","19430049","vo_fpc_30305"
"0","1","0","11","943","0","6","122511","0.5","19430050","沒有任何人啊……\n不……在那裡！"
"","","","91","943","","","0","","19430051",""
"","","","32","943","","","1101","","19430052","1"
"","","","32","943","","","1174114","","19430053","0"
"1","43_rei_aseri_2","0.1","3","943","0.1","0","122511","","19430054","43_rei_turn"
"","","0.1","3","943","","0","117411","","19430055","43_tsumugi_hide"
"","","","93","943","","","3","","19430056","0"
"1","43_tsumugi_deredere","0.1","3","943","0.1","0","117411","","19430057","43_tsumugi_appear"
"","","","93","943","","","1","","19430058","0"
"","","","32","943","","","1101","","19430059","0"
"","","","32","943","","","1174114","","19430060","1"
"","0","","21","943","","","vo_fpc","","19430061","vo_fpc_30306"
"0","1","0","11","943","0","5","122511","1","19430062","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。"
"","","","91","943","","","0","","19430063",""
"","3.84615384615385","","2","943","","-180","122511","","19430064","850"
"","3.84615384615385","","33","943","","-180","1225114","","19430065","850"
"12","2.57352941176471","","2","943","","-125","117411","","19430066","0"
"12","2.57352941176471","","33","943","","-125","1174114","","19430067","0"
"","","","91","943","","","0","","19430068",""
"","0","","21","943","","","vo_fpc","","19430069","vo_fpc_30307"
"0","1","0","11","943","0","5","117411","1","19430070","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～"
"","","","91","943","","","0","","19430071",""
"","3.84615384615385","","2","943","","-125","117411","","19430072","850"
"","3.84615384615385","","33","943","","-125","1174114","","19430073","850"
"","","","91","943","","","0","","19430074",""
"-15","800","1.4875","1","944","0","12","1","44_tamaki_in","19440001","107911"
"-15","800","1.4875","5","944","0","13","3","44_tamaki_in","19440002","3"
"-250","-1000","1.75","1","944","0","33","1","44_yukari_idle","19440003","126811"
"-250","-1000","1.75","5","944","0","32","2","cmn_boat_idle","19440004","2"
"-15","-800","1.4875","1","944","0","12","1","44_mifuyu_run","19440005","108011"
"1","-250","1","31","944","","-1000","101","","19440006","126811"
"1","140","0","31","944","","-560","1004","","19440007","1004"
"","","1","23","944","","1","se_10053800","","19440008","se_fpc_water_random"
"","","","91","944","","","19440007","","19440009","0"
"","2.26244343891403","","2","944","","-15","107911","","19440010","300"
"","2.26244343891403","","2","944","","-15","3","","19440011","300"
"","","","91","944","","","","","19440012",""
"1","44_tamaki_sale_loop","0.1","3","944","0.1","","107911","","19440013","44_tamaki_sale"
"1","44_tamaki_sale_loop","0.1","3","944","0.1","","3","","19440014","44_tamaki_sale"
"","0","","21","944","","","vo_fpc","","19440015","vo_fpc_30401"
"0","1","0","11","944","0","4","107911","1","19440016","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～"
"","","","91","944","","","0","","19440017",""
"12","5.29411764705882","","2","944","","-250","126811","","19440018","-100"
"12","5.29411764705882","","2","944","","-250","2","","19440019","-100"
"12","5.29411764705882","","33","944","","-250","126811","","19440020","-100"
"","","","91","944","","","","","19440021",""
"1","44_tamaki_present_loop","0.1","3","944","0.1","0","107911","","19440022","44_tamaki_present"
"1","44_tamaki_present_loop","0.1","3","944","0.1","0","3","","19440023","44_tamaki_present"
"","0","","21","944","","","vo_fpc","","19440024","vo_fpc_30402"
"0","1","0","11","944","0","7","107911","1","19440025","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？"
"","","","91","944","","","0","","19440026",""
"1","44_yukari_notice_loop","0.2","3","944","0.1","0","126811","","19440027","44_yukari_notice"
"","","0.2","3","944","","1","2","","19440028","cmn_boat_idle"
"","0","","21","944","","","vo_fpc","","19440029","vo_fpc_30403"
"0","1","0","11","944","0","7","126811","1","19440030","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？"
"","","","91","944","","","0","","19440031",""
"","0","","21","944","","","vo_fpc","","19440032","vo_fpc_30404"
"0","1","0","11","944","0","10","107911","1","19440033","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！"
"","","","91","944","","","0","","19440034",""
"1","44_tamaki_sale_loop","0.1","3","944","0.1","0","107911","","19440035","44_tamaki_present2sale"
"1","44_tamaki_sale_loop","0.1","3","944","0.1","0","3","","19440036","44_tamaki_present2sale"
"","0","","21","944","","","vo_fpc","","19440037","vo_fpc_30405"
"0","1","0","11","944","0","6","107911","1","19440038","有這麼多人在的商機，\n我可不能錯過喵！"
"","","","91","944","","","0","","19440039",""
"1","44_yukari_worry_loop","0.2","3","944","0.1","0","126811","","19440040","44_yukari_worry"
"","","0.2","3","944","","1","2","","19440041","cmn_boat_idle"
"","0","","21","944","","","vo_fpc","","19440042","vo_fpc_30406"
"0","1","0","11","944","0","5","126811","1","19440043","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？"
"","","","91","944","","","0","","19440044",""
"","0","","21","944","","","vo_fpc","","19440045","vo_fpc_30407"
"0","1","0","11","944","0","7","107911","0.5","19440046","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！"
"","","","91","944","","","0","","19440047",""
"","","","32","944","","","1004","","19440048","1"
"","","","93","944","","","1","","19440049","0"
"1","44_tamaki_run","0.1","3","944","0.1","0","107911","","19440050","44_tamaki_surprise"
"1","44_tamaki_run","0.1","3","944","0.1","0","3","","19440051","44_tamaki_surprise"
"1","44_tamaki_run","0.1","3","944","0.1","0","3","","19440052","44_tamaki_surprise"
"","0","","21","944","","","vo_fpc","","19440053","vo_fpc_30408"
"0","1","0","11","944","0","8","107911","1","19440054","快溜喵──！"
"","","","93","944","","","0.8","","19440055","0"
"","1.74034110685694","","2","944","","-15","107911","","19440056","800"
"","1.74034110685694","","2","944","","-15","3","","19440057","800"
"","4.82654600301659","","2","944","","-15","108011","","19440058","800"
"","4.82654600301659","","33","944","","-15","1004","","19440059","800"
"","","","93","944","","","0.8","","19440060","0"
"","0","","21","944","","","vo_fpc","","19440061","vo_fpc_30409"
"0","1","0","11","944","0","12","108011","0.5","19440062","無照營業是要被取締的！\n給我等一下！"
"","","","91","944","","","19440058","","19440063",""
"","0","","21","944","","","vo_fpc","","19440064","vo_fpc_30410"
"0","1","0","11","944","0","5","126811","1.5","19440065","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。"
"","","","93","944","","","11.6571428571429","","19440066","1"
"1","44_yukari_smile_loop","0.2","3","944","0.1","0","126811","","19440067","44_yukari_smile"
"","","0.2","3","944","","1","2","","19440068","cmn_boat_idle"
"","","","93","944","","","1.5","","19440069","0"
"","","","91","944","","","19440065","","19440070",""
"","4.97737556561086","","2","944","","-250","126811","","19440071","1000"
"","4.97737556561086","","2","944","","-250","2","","19440072","1000"
"","4.97737556561086","","33","944","","-250","126811","","19440073","1000"
"","","","91","944","","","0","","19440074",""
"-180","-1150","1.75","1","945","0","23","1","45_yui_cmn_swm_tread","19450001","122611"
"-125","-800","1.75","1","945","0","12","1","45_makoto_idle","19450002","110411"
"-180","-250","1.75","5","945","0","32","23","empty","19450003","23"
"-180","-1150","1.75","5","945","0","22","1","cmn_swm_tread_pink","19450004","1"
"1","-180","1","31","945","","-1150","3","","19450005","1226113"
"1","-125","1","31","945","","-770","4","","19450006","1104111"
"1","-125","0","31","945","","150","117","","19450007","117"
"1","-180","0","31","945","","-250","111","","19450008","111"
"","","1","23","945","","1","se_10053800","","19450009","se_fpc_water_random"
"","","","91","945","","","19450008","","19450010","0"
"12","5.58823529411765","","2","945","","-125","110411","","19450011","150"
"12","5.58823529411765","","33","945","","-125","1104111","","19450012","180"
"12","5.58823529411765","","2","945","","-180","122611","","19450013","-200"
"12","5.58823529411765","","2","945","","-180","1","","19450014","-200"
"12","5.58823529411765","","33","945","","-180","1226113","","19450015","-200"
"","","","91","945","","","19450015","","19450016",""
"","","0.1","3","945","","1","122611","","19450017","45_yui_idle"
"","","0.1","3","945","","1","1","","19450018","45_yui_idle"
"","","0.1","3","945","","1","110411","","19450019","45_makoto_talk"
"","0","","21","945","","","vo_fpc","","19450020","vo_fpc_30501"
"0","1","0","11","945","0","6","110411","1","19450021","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。"
"","","","91","945","","","0","","19450022",""
"","0","","21","945","","","vo_fpc","","19450023","vo_fpc_30502"
"0","1","0","11","945","0","5","122611","1","19450024","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……"
"","","","91","945","","","0","","19450025",""
"","0","","21","945","","","vo_fpc","","19450026","vo_fpc_30503"
"0","1","0","11","945","0","5","110411","1","19450027","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……"
"","","","91","945","","","0","","19450028",""
"1","45_makoto_talk_surprise_loop","0.1","3","945","0.1","0","110411","","19450029","45_makoto_talk_surprise"
"1","45_yui_shy_loop","0.1","3","945","0.1","0","122611","","19450030","45_yui_shy_in"
"1","45_yui_shy_loop","0.1","3","945","0.1","0","1","","19450031","45_yui_shy_in"
"","0","","21","945","","","vo_fpc","","19450032","vo_fpc_30504"
"0","1","0","11","945","0","4","122611","1","19450033","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？"
"","","","91","945","","","0","","19450034",""
"","","0.1","3","945","","1","110411","","19450035","45_makoto_idle"
"","0","","21","945","","","vo_fpc","","19450036","vo_fpc_30505"
"0","1","0","11","945","0","7","110411","0.5","19450037","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！"
"","","","91","945","","","0","","19450038",""
"1","cmn_swm_dogscratch","0.1","3","945","0.1","0","110411","","19450039","45_makoto_dogscratch_in"
"","","","93","945","","","0.5","","19450040","0"
"","","","32","945","","","1104111","","19450041","0"
"","","","32","945","","","117","","19450042","1"
"0","4.07239819004525","","2","945","","-125","110411","","19450043","1050"
"0","4.07239819004525","","33","945","","-125","117","","19450044","1050"
"1","45_yui_idle_2","0.1","3","945","0.1","0","122611","","19450045","45_yui_notice"
"1","45_yui_idle","0.1","3","945","0.1","0","1","","19450046","45_yui_notice"
"","0","","21","945","","","vo_fpc","","19450047","vo_fpc_30506"
"0","1","0","11","945","0","9","122611","1","19450048","啊，真琴？\n等一下啦──！"
"","","","91","945","","","0","","19450049",""
"","","0.1","3","945","","1","122611","","19450050","45_yui_cmn_swm_tread"
"","","0.1","3","945","","1","1","","19450051","cmn_swm_tread_pink"
"0","4.75113122171946","","2","945","","-180","122611","","19450052","850"
"0","4.75113122171946","","2","945","","-180","1","","19450053","850"
"0","4.75113122171946","","33","945","","-180","1226113","","19450054","850"
"","","","93","945","","","3","","19450055","0"
"","","","32","945","","","111","","19450056","1"
"1","45_eriko_float_loop","0.1","3","945","0.1","0","23","","19450057","45_eriko_float_in"
"","","","93","945","","","2","","19450058","0"
"","0","","21","945","","","vo_fpc","","19450059","vo_fpc_30507"
"0","1","0","11","945","0","3","23","3","19450060","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……"
"","","","93","945","","","16.7666666666667","","19450061","0"
"","","","93","945","","","1.5","","19450062","0"
"","","","91","945","","","19450060","","19450063",""
"","","0.1","3","945","","0","23","","19450064","45_eriko_float_end"
"","","","93","945","","","3","","19450065","0"
"","","","91","945","","","0","","19450066",""
"-15","-800","1.4875","1","946","0","12","1","cmn_walk","19460001","107911"
"-15","-1000","1.4875","1","946","0","12","1","cmn_walk","19460002","107811"
"-180","-910","1.75","1","946","0","22","1","cmn_swm_flutterKick","19460003","122411"
"1","-180","1","31","946","","-910","1","","19460004","122411"
"1","-180","1","31","946","","-910","1","","19460005","115"
"","","1","23","946","","1","se_10053800","","19460006","se_fpc_water_random"
"","","","91","946","","","19460005","","19460007","0"
"","","","93","946","","","0.3","","19460008","0"
"","","0.1","3","946","","1","107811","","19460009","cmn_walk"
"","3.82352941176471","","2","946","","-15","107911","","19460010","-150"
"","3.82352941176471","","2","946","","-15","107811","","19460011","-350"
"","","","91","946","","","","","19460012",""
"1","46_tamaki_talk_loop","0.1","3","946","0.1","","107911","","19460013","46_tamaki_talk"
"1","46_kyaru_idle_jitome_loop","0.1","3","946","0.1","","107811","","19460014","46_kyaru_idle_jitome"
"","0","","21","946","","","vo_fpc","","19460015","vo_fpc_30601"
"0","1","0","11","946","0","5","107811","1","19460016","大家游了那麼久，\n居然都不會膩呢～"
"","","","91","946","","","0","","19460017",""
"","0","","21","946","","","vo_fpc","","19460018","vo_fpc_30602"
"0","1","0","11","946","0","4","107911","1","19460019","嗯？\n難道妳怕水喵？"
"","","","91","946","","","0","","19460020",""
"1","46_kyaru_talk_loop","0.1","3","946","0.1","","107811","","19460021","46_kyaru_talk"
"","0","","21","946","","","vo_fpc","","19460022","vo_fpc_30603"
"0","1","0","11","946","0","5","107811","1","19460023","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？"
"","","","91","946","","","0","","19460024",""
"1","46_tamaki_nod_loop","0.1","3","946","0.1","","107911","","19460025","46_tamaki_nod"
"","0","","21","946","","","vo_fpc","","19460026","vo_fpc_30604"
"0","1","0","11","946","0","6","107911","0.5","19460027","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。"
"","","","91","946","","","0","","19460028",""
"","8.64253393665158","","2","946","","-180","122411","","19460029","1000"
"","8.64253393665158","","33","946","","-180","122411","","19460030","1000"
"","","","93","946","","","3","","19460031","0"
"1","46_hiyori_flutterKick_handWave_loop","0.1","3","946","0.1","0","122411","","19460032","46_hiyori_flutterKick_handWave"
"","0","","21","946","","","vo_fpc","","19460033","vo_fpc_30605"
"0","1","0","11","946","0","10","122411","1","19460034","啊，哈囉──！"
"","","","93","946","","","2","","19460035","0"
"1","46_tamaki_handwave_loop","0.1","3","946","0.1","","107911","","19460036","46_tamaki_handwave"
"1","46_kyaru_idle_smile_loop","0.1","3","946","0.1","","107811","","19460037","46_kyaru_idle_smile"
"","","","93","946","","","1.5","","19460038","0"
"","0","","21","946","","","vo_fpc","","19460039","vo_fpc_30606"
"0","1","0","11","946","0","5","107911","1","19460040","哈囉──\n不過，當然還是有例外啦喵。"
"","","","91","946","","","0","","19460041",""
"1","46_tamaki_talk2_loop","0.1","3","946","0.1","0","107911","","19460042","46_tamaki_talk2"
"","0","","21","946","","","vo_fpc","","19460043","vo_fpc_30607"
"0","1","0","11","946","0","6","107811","0.5","19460044","是啊。\n……話說回來，她還真有精神呢。"
"","","","91","946","","","0","","19460045",""
"1","46_kyaru_idle_normal_loop","0.1","3","946","0.1","0","107811","","19460046","46_kyaru_idle_normal"
"","","","93","946","","","0.5","","19460047","0"
"","","","32","946","","","115","","19460048","0"
"","","","32","946","","","122411","","19460049","0"
"","0","","2","946","","-180","122411","","19460050","-910"
"","0","","33","946","","-180","115","","19460051","-910"
"","4.80140774258421","","2","946","","-180","122411","","19460052","1000"
"","4.80140774258421","","33","946","","-180","115","","19460053","1000"
"","","","32","946","","","115","","19460054","1"
"","","0.1","3","946","","1","122411","","19460055","46_hiyori_flutterKickFast"
"","","","93","946","","","1.5","","19460056","0"
"","0","","21","946","","","vo_fpc","","19460057","vo_fpc_30608"
"0","1","0","11","946","0","15","122411","1","19460058","哇──！"
"","","","93","946","","","0.766666666666667","","19460059","0"
"","","","93","946","","","1.5","","19460060","0"
"","","","91","946","","","19460052","","19460061",""
"1","46_tamaki_talk3_loop","0.1","3","946","0.1","","107911","","19460062","46_tamaki_talk3"
"","0","","21","946","","","vo_fpc","","19460063","vo_fpc_30609"
"0","1","0","11","946","0","7","107911","0.5","19460064","……咦？這個泳池\n應該相當地長才對喵。"
"","","","91","946","","","0","","19460065",""
"1","46_kyaru_idle_normal2_loop","0.1","3","946","0.1","0","107811","","19460066","46_kyaru_idle_normal2"
"","","","32","946","","","115","","19460067","0"
"","0","","2","946","","-180","122411","","19460068","-910"
"","0","","33","946","","-180","115","","19460069","-910"
"","2.1606334841629","","2","946","","-180","122411","","19460070","1000"
"","2.1606334841629","","33","946","","-180","115","","19460071","1000"
"","","","32","946","","","115","","19460072","1"
"","","1","23","946","","0","se_10053800","","19460073","se_10053800_946_hiyori"
"","","","93","946","","","0.5","","19460074","0"
"","0","","21","946","","","vo_fpc","","19460075","vo_fpc_30610"
"0","1","0","11","946","0","27","122411","1","19460076","哇──！"
"","","","93","946","","","0.65","","19460077","0"
"","","","93","946","","","1.5","","19460078","0"
"1","46_kyaru_surprise_loop","0.1","3","946","0.1","0","107811","","19460079","46_kyaru_surprise"
"1","46_tamaki_talk4_loop","0.1","3","946","0.1","","107911","","19460080","46_tamaki_talk4"
"","0","","21","946","","","vo_fpc","","19460081","vo_fpc_30611"
