10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"0","3000","92","0.5","0","0","0","2","0","","316204501","0","1","0","0","0","3","1","0","","1"
"40","3000","1","10","0","0","0","2","0","","316204502","0","1","0","1","0","3","1","20","","1"
"90","0","17","100","0","0","0","3","0","","316204601","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","1","","316204602","0","2","0","1020","90","7","1","50","","1"
"0","0","10","1","0","0","0","3","1","","316204603","0","2","0","1040","90","7","1","50","","1"
"1","3000","10","2","0","1","0","2","0","","316204701","0","2","0","21","6","7","99","0","","1"
"1","3000","10","2","0","1","0","2","0","","316204702","0","2","0","41","6","7","99","0","","1"
"700000","0","63","6","0","316204704","0","3","0","","316204703","316204705","2","0","0","0","7","1","0","","1"
"8","3000","8","0","0","0","0","2","0","","316204704","0","1","0","3","0","3","3","0","","1"
"1","3000","10","2","0","1","0","2","0","","316204705","0","2","0","21","8","7","99","0","","1"
"1","3000","10","2","0","1","0","2","0","","316204706","0","2","0","41","8","7","99","0","","1"
"8","0","8","0","0","0","1","3","0","","316204707","0","2","0","10","0","7","1","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316205101","0","1","0","0","0","3","99","0","","1"
"0","-1","26","7","0","1","0","3","0","","316205102","0","2","0","316205103","0","7","1","0.005","","1"
"0","3000","46","0","0","1","0","2","0","","316205103","0","1","0","1","0","3","99","0.1","","1"
"90","0","35","0","0","-1","0","3","0","","316205201","0","2","0","1","-1","7","1","85","","1"
"0","-1","26","7","0","1","0","3","0","","316207101","0","2","0","316207102","0","7","1","0.0034","","1"
"0","3000","46","0","0","1","0","2","0","","316207102","100","1","0","1","0","3","99","0.005","","1"
"0","3000","23","0","0","316207104","0","2","0","","316207103","0","1","0","940","0","3","99","0","","1"
"100","3000","11","8","0","0","0","2","0","","316207104","0","1","0","1","0","3","99","0","","1"
"0.04","290","10","1","0","1","0","2","0","","316207201","1","2","0","20","90","3","99","0","","1"
"0.04","290","10","1","0","1","0","2","0","","316207202","1","2","0","40","90","3","99","0","","1"
"100","290","11","4","0","0","0","2","0","","316207203","0","1","0","1","0","3","99","0","","1"
"1","-1","15","0","0","501011015","1","1","300","","316207301","1","2","0","2","0","7","1","-1","","1"
"2","-1","15","0","0","501011016","1","1","350","","316207302","1","2","0","2","0","7","1","-2","","1"
"3","-1","15","0","0","501011017","1","1","400","","316207303","1","2","0","2","0","7","1","-3","","1"
"4","-1","15","0","0","501011018","1","1","450","","316207304","1","2","0","2","0","7","1","-4","","1"
"1000","2160","3","100","0","0","0","2","0","","316207305","0","1","0","3","0","3","99","0","","1"
"12.25","3000","1","60","0","0","0","2","0","","316207501","50","1","0","1","0.0042","3","1","12","","1"
"10","3000","1","0","0","0","0","1","0","","316300101","0","1","2","2","0","3","1","1","","1"
"0","3000","7","0","0","0","0","1","0","","316300102","0","1","2","4","0","3","1","0","","1"
"4.5","130","8","0","0","0","0","2","0","","316300103","0","1","0","10","0","1","99","0","","1"
"10","3000","1","10","0","0","0","2","0","","316300201","0","1","0","2","0","3","1","40","","1"
"10","3000","10","1","0","1","0","3","1","","316300301","0","2","0","30","90","3","1","0","","1"
"0","3000","16","300","0","0","0","3","1","","316300302","0","2","0","1","0","7","1","0","","1"
"50","0","17","100","0","0","0","1","0","","316300401","0","2","0","3","0","7","1","0","","1"
"0","3000","22","90","0","31630102","0","3","0","","316300402","0","2","0","1","0","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316300403","0","2","0","10","90","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316300404","0","2","0","30","90","7","1","0","","1"
"0","2160","10","2","0","1","0","3","0","","316300405","0","2","0","21","90","7","1","50","","1"
"90","2160","8","3","0","0","0","3","0","","316300406","0","2","0","2","0","7","1","0","","1"
"10","3000","1","0","0","0","0","1","0","","316300501","0","1","2","1","0","3","1","10","","1"
"50","0","17","100","0","0","0","1","0","","316300601","0","2","0","3","0","7","1","0","","1"
"0","3000","22","90","0","31630202","0","3","0","","316300602","0","2","0","1","0","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316300603","0","2","0","10","90","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316300604","0","2","0","30","90","7","1","0","","1"
"0","2160","10","2","0","1","0","3","0","","316300605","0","2","0","21","90","7","1","50","","1"
"90","2160","8","3","0","0","0","3","0","","316300606","0","2","0","2","0","7","1","0","","1"
"50","0","17","100","0","0","0","1","0","","316300701","0","2","0","3","0","7","1","0","","1"
"0","3000","22","120","0","31630302","0","3","0","","316300702","0","2","0","1","0","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316300703","0","2","0","10","120","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316300704","0","2","0","30","120","7","1","0","","1"
"0","2160","10","2","0","1","0","3","0","","316300705","0","2","0","21","120","7","1","50","","1"
"120","2160","8","3","0","0","0","3","0","","316300706","0","2","0","2","0","7","1","0","","1"
"0","3000","92","0.5","0","0","0","1","0","","316304101","0","1","2","0","0","3","1","0","","1"
"20","3000","1","0","0","0","0","1","0","","316304102","0","1","2","2","0","3","1","10","","1"
"0","3000","7","0","0","0","0","1","0","","316304103","0","1","2","4","0","3","1","0","","1"
"4.5","130","8","0","0","0","0","2","0","","316304104","0","1","0","10","0","1","99","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316304201","0","1","0","0","0","3","99","0","","1"
"6","3000","1","10","0","0","0","3","0","","316304202","0","1","0","2","0","3","99","10","","1"
"1000","3000","3","800","0","0","0","3","0","","316304203","0","1","0","3","0","3","99","0","","1"
"0","3000","10","2","0","1","0","3","0","","316304204","0","1","0","41","10","3","99","80","","1"
"0","3000","16","1000","0","0","0","3","1","","316304205","0","2","0","1","0","7","99","0","","1"
"10","3000","10","1","0","1","0","3","1","","316304301","0","2","0","30","90","3","1","0","","1"
"0","3000","16","600","0","0","0","3","1","","316304302","0","2","0","1","0","7","1","0","","1"
"40","0","17","100","0","0","0","1","0","","316304401","0","2","0","3","0","7","1","0","","1"
"0","3000","22","120","0","31630602","0","3","0","","316304402","0","2","0","1","0","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316304403","0","2","0","10","120","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316304404","0","2","0","30","120","7","1","0","","1"
"0","2160","10","2","0","1","0","3","0","","316304405","0","2","0","21","120","7","1","50","","1"
"120","2160","8","3","0","0","0","3","0","","316304406","0","2","0","2","0","7","1","0","","1"
"0","3000","92","0.5","0","0","0","1","0","","316304501","0","1","2","0","0","3","1","0","","1"
"10","3000","1","0","0","0","0","1","0","","316304502","0","1","2","1","0","3","1","10","","1"
"90","0","17","100","0","0","0","3","0","","316304601","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","1","","316304602","0","2","0","1020","90","7","1","50","","1"
"0","0","10","1","0","0","0","3","1","","316304603","0","2","0","1040","90","7","1","50","","1"
"90","0","35","0","0","-1","0","3","0","","316304701","0","2","0","1","-1","7","1","85","","1"
"0","3000","93","0","0","0","0","1","0","","316304801","0","1","2","316304802","0","3","1","0","","1"
"0","3000","92","0.5","0","0","0","1","0","","316304802","0","1","2","0","0","3","1","0","","1"
"20","3000","1","0","0","0","0","3","0","","316304803","0","2","0","2","0","7","1","10","","1"
"0","3000","93","0","0","0","0","1","0","","316304804","0","1","2","316304805","0","3","1","0","","1"
"0","3000","7","0","0","0","0","1","0","","316304805","0","1","2","4","0","3","1","0","","1"
"4.5","130","8","0","0","0","0","2","0","","316304806","0","1","0","10","0","1","99","0","","1"
"0","3000","93","0","0","0","0","1","0","","316304901","0","1","2","316304902","0","3","1","0","","1"
"0","3000","92","0.5","0","0","0","1","0","","316304902","0","1","2","0","0","3","1","0","","1"
"10","3000","1","0","0","0","0","1","0","","316304903","0","1","2","1","0","3","1","10","","1"
"0.002","0","26","2121","0","1","0","3","0","","316400101","0","2","0","316400102","0","7","1","0","","1"
"0","3000","46","7","0","2","0","3","0","","316400102","0","1","0","1","0","3","99","0","","1"
"0.0004","0","26","2121","0","1","0","3","0","","316400201","0","2","0","316400202","0","7","1","0","","1"
"0","3000","46","7","0","2","0","3","0","","316400202","0","1","0","1","0","3","99","0","","1"
"1000","3000","3","3000","0","0","0","3","0","","316400203","0","1","0","3","10","3","99","0","","1"
"100","0","35","50","0","10","0","3","0","","316400204","0","2","0","1","10","7","1","121","","1"
"8","3000","8","0.75","0","0","0","3","0","","316400205","0","1","0","1","0","3","99","0","","1"
"0.14","0","26","2121","0","1","0","3","0","","316400301","0","2","0","316400302","0","7","1","0","","1"
"0","3000","1","0","0","0","0","3","0","","316400302","0","1","0","2","0.002","3","99","4","","1"
"0.1","0","26","2121","0","1","0","3","0","","316400303","0","2","0","316400304","0","7","1","0","","1"
"0","400","1","0","0","0","0","2","0","","316400304","0","1","0","2","0.002","3","99","1","","1"
"50","0","17","100","0","0","0","1","0","","316400401","0","2","0","3","0","7","1","0","","1"
"0","3000","14","120","0","31640302","0","3","0","","316400402","1","2","0","1","0","7","1","0","","1"
"0","0","14","0","0","31640301","0","3","0","","316400403","0","2","0","3","0","7","1","0","","1"
"3","3000","10","1","0","1","0","3","0","","316400404","0","2","0","20","100","7","1","0","","1"
"5","3000","10","1","0","1","0","3","0","","316400405","0","2","0","40","100","7","1","0","","1"
"100","0","35","50","0","20","0","3","0","","316400406","0","2","0","1","20","7","1","121","","1"
"0","3000","22","120","0","31640302","0","3","0","","316400407","0","2","0","1","0","7","1","0","","1"
"50","0","17","100","0","0","0","1","0","","316400501","0","2","0","3","0","7","1","0","","1"
"0","3000","14","120","0","31640102","0","3","0","","316400502","1","2","0","1","0","7","1","0","","1"
"0","0","14","0","0","31640101","0","3","0","","316400503","0","2","0","3","0","7","1","0","","1"
"3","3000","10","1","0","1","0","3","0","","316400504","0","2","0","20","100","7","1","0","","1"
"3","3000","10","1","0","1","0","3","0","","316400505","0","2","0","40","100","7","1","0","","1"
"100","0","35","50","0","20","0","3","0","","316400506","0","2","0","1","20","7","1","121","","1"
"0","3000","22","120","0","31640102","0","3","0","","316400507","0","2","0","1","0","7","1","0","","1"
"50","0","17","100","0","0","0","1","0","","316400601","0","2","0","3","0","7","1","0","","1"
"0","3000","14","120","0","31640202","0","3","0","","316400602","1","2","0","1","0","7","1","0","","1"
"0","0","14","0","0","31640201","0","3","0","","316400603","0","2","0","3","0","7","1","0","","1"
"3","3000","10","1","0","1","0","3","0","","316400604","0","2","0","20","100","7","1","0","","1"
"3","3000","10","1","0","1","0","3","0","","316400605","0","2","0","40","100","7","1","0","","1"
"100","0","35","50","0","20","0","3","0","","316400606","0","2","0","1","20","7","1","121","","1"
"0","3000","22","120","0","31640202","0","3","0","","316400607","0","2","0","1","0","7","1","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316404101","0","1","0","0","0","3","99","0","","1"
"0","0","26","2121","0","1","0","3","0","","316404102","0","2","0","316404103","0","7","1","0.8","","1"
"0","3000","46","7","0","2","0","2","0","","316404103","0","1","0","1","0","3","99","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316404201","0","1","0","0","0","3","99","0","","1"
"0","0","26","2121","0","1","0","3","0","","316404202","0","2","0","316404203","0","7","1","0.3","","1"
"0","3000","46","7","0","2","0","3","0","","316404203","0","1","0","1","0","3","99","0","","1"
"1000","3000","3","3000","0","0","0","3","0","","316404204","0","1","0","3","10","3","99","0","","1"
"100","0","35","70","0","15","0","3","0","","316404205","0","2","0","1","15","7","1","121","","1"
"8","3000","8","0.75","0","0","0","3","0","","316404206","0","1","0","1","0","3","99","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316404301","0","1","0","0","0","3","99","0","","1"
"0","0","26","2121","0","1","0","3","0","","316404302","0","2","0","316404303","0","7","1","100","","1"
"2","3000","1","5000","0","0","0","3","0","","316404303","0","1","0","2","0","3","99","0","","1"
"0","400","92","0.5","0","0","0","2","0","","316404304","0","1","0","0","0","3","99","0","","1"
"0","0","26","2121","0","1","0","3","0","","316404305","0","2","0","316404306","0","7","1","500","","1"
"1.5","400","1","5000","0","0","0","2","0","","316404306","0","1","0","2","0","3","99","0","","1"
"40","0","17","100","0","0","0","3","0","","316404401","0","2","0","3","0","7","1","0","","1"
"0","0","14","120","0","31640602","0","3","0","","316404402","1","2","0","1","0","7","1","0","","1"
"0","3000","14","0","0","31640601","0","3","0","","316404403","0","2","0","3","0","7","1","0","","1"
"0","3000","10","1","0","1","0","3","0","","316404404","0","2","0","20","90","7","1","300","","1"
"0","3000","10","1","0","1","0","3","0","","316404405","0","2","0","40","90","7","1","580","","1"
"100","0","35","70","0","40","0","3","0","","316404406","0","2","0","1","40","7","1","121","","1"
"0","3000","22","120","0","31640602","0","3","0","","316404407","0","2","0","1","0","7","1","0","","1"
"90","0","17","100","0","0","0","3","0","","316404501","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","0","","316404502","0","2","0","1020","90","7","1","50","","1"
"0","0","10","1","0","0","0","3","0","","316404503","0","2","0","1040","90","7","1","50","","1"
"90","0","35","0","0","-1","0","3","0","","316404601","0","2","0","1","-1","7","1","85","","1"
"0","3000","10","2","0","1","0","3","0","","316405201","0","2","0","10","90","34","99","25","","1"
"0","3000","10","2","0","1","0","3","0","","316405202","0","2","0","30","90","34","99","25","","1"
"0","0","17","100","0","0","0","0","0","","316405301","0","0","0","2","0","7","1","0","","1"
"0","0","28","1","0","316405303","0","1","0","","316405302","316405305","2","0","50","0","7","1","2","","1"
"0","3000","10","1","0","1","0","3","0","","316405303","0","2","0","21","4","34","99","1200","","1"
"0","3000","10","1","0","1","0","3","0","","316405304","0","2","0","41","4","34","99","1500","","1"
"0","3000","10","1","0","1","0","3","0","","316405305","0","2","0","21","4","34","99","1200","","1"
"0","3000","10","1","0","1","0","3","0","","316405306","0","2","0","41","4","34","99","1500","","1"
"45","0","17","100","0","0","0","3","0","","316405401","0","2","0","7","0","7","1","0","","1"
"0","0","14","120","0","31640502","0","3","0","","316405402","1","2","0","1","0","7","1","0","","1"
"0","3000","14","0","0","31640501","0","3","0","","316405403","0","2","0","3","0","7","1","0","","1"
"0","3000","22","120","0","31640502","0","3","0","","316405404","0","2","0","1","0","7","1","0","","1"
"0","3000","10","2","0","1","0","3","0","","316405501","0","2","0","20","90","34","99","50","","1"
"0","3000","10","2","0","1","0","3","0","","316405502","0","2","0","40","90","34","99","50","","1"
"90","0","17","100","0","0","0","3","0","","316405601","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","0","","316405602","0","2","0","1020","90","7","1","50","","1"
"0","0","10","1","0","0","0","3","0","","316405603","0","2","0","1040","90","7","1","50","","1"
"0","3000","49","100","0","0","0","3","0","","316500101","0","1","0","10","0","3","99","0","","1"
"0.0024","3000","26","285","0","1","0","3","0","","316500102","0","2","0","316500103","0","7","1","0","","1"
"0","3000","46","20","0","1","0","3","0","","316500103","0","1","0","1","0","3","99","0","","1"
"0.00063","3000","26","285","0","1","0","3","0","","316500201","0","2","0","316500202","0","7","1","0","","1"
"0","3000","46","4","0","1","0","3","0","","316500202","0","1","0","1","0","5","3","0","","1"
"0.0008","3000","26","285","0","1","0","3","0","","316500301","0","2","0","316500302","0","7","1","0","","1"
"0","3000","46","7.5","0","1","0","3","0","","316500302","0","1","0","1","0","3","3","0","","1"
"25","3000","17","100","0","0","0","3","0","","316500401","0","2","0","3","0","7","1","0","","1"
"120","3000","35","99","0","35","0","3","0","","316500402","0","2","0","1","35","7","1","85","","1"
"90","0","17","100","0","0","0","0","0","","316500501","0","0","0","7","0","0","1","0","","1"
"0","250","15","0","0","610100110","1","1","-800","","316500502","1","2","0","2","0","7","1","0","","2"
"89","0","17","100","0","0","0","0","0","","316500601","0","0","0","7","0","0","1","0","","1"
"120","0","77","99","0","1","120","3","-1","","316500602","0","2","0","2","0","7","1","85","","1"
"90","0","17","100","0","0","0","0","0","","316500701","0","0","0","7","0","0","1","0","","1"
"0","250","15","0","0","610100111","1","1","-800","","316500702","1","2","0","2","0","7","1","0","","2"
"0","3000","49","100","0","0","0","3","0","","316504101","0","1","0","10","0","3","99","0","","1"
"0","3000","26","285","0","1","0","3","0","","316504102","0","2","0","316504104","0","7","1","0.5","","1"
"0","3000","92","0.5","0","0","0","3","0","","316504103","0","1","0","0","0","3","99","0","","1"
"0","3000","46","20","0","1","0","3","0","","316504104","0","1","0","1","0","3","99","0","","1"
"0","3000","26","285","0","1","0","3","0","","316504201","0","2","0","316504203","0","7","1","0.25","","1"
"0","3000","92","0.5","0","0","0","3","0","","316504202","0","1","0","0","0","5","3","0","","1"
"0","3000","46","5","0","1","0","3","0","","316504203","0","1","0","1","0","5","3","0","","1"
"0","3000","26","285","0","1","0","3","0","","316504301","0","2","0","316504303","0","7","1","0.45","","1"
"0","3000","92","0.5","0","0","0","3","0","","316504302","0","1","0","0","0","3","3","0","","1"
"0","3000","46","5","0","1","0","3","0","","316504303","0","1","0","1","0","3","3","0","","1"
"16","3000","17","100","0","0","0","3","0","","316504401","0","2","0","3","0","7","1","0","","1"
"120","3000","35","99","0","50","0","3","0","","316504402","0","2","0","1","20","7","1","85","","1"
"90","0","17","100","0","0","0","0","0","","316504501","0","0","0","7","0","7","1","0","","1"
"0","250","15","0","0","610100110","1","1","-800","","316504502","1","2","0","2","0","7","1","0","","2"
"89","0","17","100","0","0","0","0","0","","316504601","0","0","0","7","0","0","1","0","","1"
"120","0","77","99","0","1","120","3","-1","","316504602","0","2","0","2","0","7","1","85","","1"
"90","0","17","100","0","0","0","3","0","","316504701","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","0","","316504702","0","2","0","1020","120","7","1","50","","1"
"0","0","10","1","0","0","0","3","0","","316504703","0","2","0","1040","120","7","1","50","","1"
"0","3000","49","100","0","0","0","3","0","","316505101","0","1","0","10","0","3","99","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316505102","0","1","0","0","0","3","99","0","","1"
"0","3000","46","40","0","1","0","3","0","","316505103","0","1","0","1","0","3","99","0","","1"
"0","0","28","0","0","0","0","3","0","","316505104","316505106","2","0","599","0","7","1","1","","1"
"0","3000","92","0.5","0","0","0","3","0","","316505105","0","1","0","0","0","3","99","0","","1"
"0","3000","46","30","0","1","0","3","0","","316505106","0","1","0","1","0","3","99","0","","1"
"0","3000","92","0.5","0","0","0","3","0","","316505201","0","1","0","0","0","5","3","0","","1"
"5","3000","1","5","0","0","0","3","0","","316505202","0","1","0","1","0","5","3","5","","1"
"0","0","28","0","0","0","0","3","0","","316505203","316505205","2","0","599","0","7","1","1","","1"
"0","3000","92","0.5","0","0","0","3","0","","316505204","0","1","0","0","0","5","3","0","","1"
"0.1","3000","1","50","0","0","0","3","0","","316505205","0","1","0","1","0","5","3","10","","1"
"0","0","17","100","0","0","0","0","0","","316505301","0","0","0","10","1","0","0","0","","1"
"0","-1","10","2","0","1","0","3","2","","316505302","0","2","0","21","15","7","1","70","","1"
"0","-1","10","2","0","1","0","3","2","","316505303","0","2","0","41","15","7","1","70","","1"
"16","3000","17","100","0","0","0","3","0","","316505401","0","2","0","3","0","7","1","0","","1"
"90","3000","35","99","0","50","0","3","0","","316505402","0","2","0","0","50","7","1","85","","1"
"90","0","17","100","0","0","0","3","0","","316505501","0","2","0","7","0","7","1","0","","1"
"0","0","10","1","0","0","0","3","0","","316505502","0","2","0","1020","120","7","1","140","","1"
"0","0","10","1","0","0","0","3","0","","316505503","0","2","0","1040","120","7","1","80","","1"
"0","3000","49","100","0","0","0","3","0","","316507101","0","1","0","10","0","3","99","0","","1"
"0","3000","26","285","0","1","0","3","0","","316507102","0","2","0","316507103","0","7","1","2","","1"
"0","3000","46","40","0","1","0","3","0","","316507103","80","1","0","1","0","3","99","0","","1"
"0","3000","26","285","0","1","0","3","0","","316507201","0","2","0","316507202","0","7","1","1","","1"
"0","3000","46","20","0","1","0","3","0","","316507202","80","1","0","1","0","5","3","0","","1"
"0","3000","26","285","0","1","0","3","0","","316507301","0","2","0","316507302","0","7","1","1.5","","1"
"0","3000","46","30","0","1","0","3","0","","316507302","80","1","0","1","0","3","3","0","","1"
"25","3000","17","100","0","0","0","3","0","","316507401","0","2","0","3","0","7","1","0","","1"
"120","3000","35","99","0","50","0","3","0","","316507402","0","2","0","1","20","7","1","85","","1"
"90","0","17","100","0","0","0","0","0","","316507501","0","0","0","7","0","7","1","0","","1"
"0","250","15","0","0","610100110","1","1","-800","","316507502","1","2","0","2","0","7","1","0","","2"
"89","0","17","100","0","0","0","0","0","","316507601","0","0","0","7","0","0","1","0","","1"
"120","0","77","99","0","1","120","3","-1","","316507602","0","2","0","2","0","7","1","85","","1"
"1","3000","1","12","0","0","0","3","0","","316600101","80","1","0","1","0.00036","4","3","12","","1"
"1","3000","8","0","0","0","0","3","0","","316600102","0","1","0","7","0","4","3","0","","1"
"0","3000","7","0","0","0","0","3","0","","316600201","0","1","0","4","0","4","2","0","","1"
"1","3000","1","8","0","0","0","3","0","","316600202","80","1","0","1","0.00022","4","2","8","","1"
"0.05","3000","10","1","0","1","0","3","0","","316600203","0","1","0","21","12","4","2","0","","1"
"0","3000","93","0","0","0","0","3","0","","316600301","0","1","0","316600302","0","4","1","0","","1"
"1","3000","1","13","0","0","0","3","0","","316600302","100","1","0","1","0.00039","4","1","13","","1"
"20","0","17","100","0","0","0","1","0","","316600501","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316600502","0","2","0","21","20","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316600503","0","2","0","41","20","7","1","0","","1"
"20","0","17","100","0","0","0","1","0","","316600601","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316600602","0","2","0","21","20","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316600603","0","2","0","41","20","7","1","0","","1"
"1","3000","1","12","0","0","0","3","0","","316601101","80","1","0","1","0.00036","4","3","12","","1"
"3","3000","8","0","0","0","0","3","0","","316601102","0","1","0","7","0","4","3","0","","1"
"0","3000","7","0","0","0","0","3","0","","316601201","0","1","0","4","0","4","2","0","","1"
"1","3000","1","8","0","0","0","3","0","","316601202","80","1","0","1","0.00022","4","2","8","","1"
"0.1","3000","10","1","0","1","0","3","0","","316601203","0","1","0","21","12","4","2","0","","1"
"0","3000","16","600","0","0","0","3","0","","316601204","0","1","0","2","0","4","2","0","","1"
"0","3000","93","0","0","0","0","3","0","","316601301","0","1","0","316601302","0","4","1","0","","1"
"1","3000","1","13","0","0","0","3","0","","316601302","100","1","0","1","0.00039","4","1","13","","1"
"20","0","17","100","0","0","0","1","0","","316601501","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316601502","0","2","0","21","20","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316601503","0","2","0","41","20","7","1","0","","1"
"20","0","17","100","0","0","0","1","0","","316601601","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316601602","0","2","0","21","20","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316601603","0","2","0","41","20","7","1","0","","1"
"1","3000","1","100","0","0","0","9","0","","316602101","80","1","0","1","0.01","4","3","10","","1"
"3","3000","8","0","0","0","0","9","0","","316602102","0","1","0","7","0","4","3","0","","1"
"0","3000","7","0","0","0","0","9","0","","316602201","0","1","0","4","0","4","2","0","","1"
"1","3000","1","100","0","0","0","9","0","","316602202","80","1","0","1","0.01","4","2","10","","1"
"0","3000","10","1","0","1","0","9","0","","316602203","0","1","0","21","12","4","2","300","","1"
"0","3000","93","0","0","0","0","3","0","","316602301","0","1","0","316602302","0","4","1","0","","1"
"1","3000","1","100","0","0","0","3","0","","316602302","100","1","0","1","0.01","4","1","10","","1"
"20","0","17","100","0","0","0","1","0","","316602501","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316602502","0","2","0","21","20","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316602503","0","2","0","41","20","7","1","0","","1"
"20","0","17","100","0","0","0","1","0","","316602601","0","2","0","9","0","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316602602","0","2","0","21","20","7","1","0","","1"
"1","0","10","1","0","2","0","1","0","","316602603","0","2","0","41","20","7","1","0","","1"
"0","0","26","2123","0","3","0","1","0","","316700101","0","2","0","316700102","0","7","1","2","","1"
"1","3000","1","10","0","0","0","2","0","","316700102","0","1","0","1","0","3","1","10","","1"
"90","3000","35","99","0","15","0","3","0","","316700103","0","2","0","1","15","7","1","123","","1"
"1","3000","10","2","0","1","0","1","0","","316700201","0","2","0","21","4.5","7","1","1","","1"
"1","3000","10","2","0","1","0","1","0","","316700202","0","2","0","41","4.5","7","1","1","","1"
"90","3000","35","99","0","10","0","3","0","","316700203","0","2","0","1","10","7","1","123","","1"
"0","0","26","2123","0","2","0","1","0","","316700204","0","2","0","316700205","0","7","1","4","","1"
"0","3000","10","2","0","1","0","1","0","","316700205","0","2","0","10","90","7","1","1","","1"
"0","0","26","2123","0","1","0","1","0","","316700206","0","2","0","316700207","0","7","1","10","","1"
"0","3000","16","1","0","0","0","3","1","","316700207","0","2","0","1","0","7","1","0","","1"
"3.5","3000","1","10","0","0","0","2","0","","316700301","0","1","0","1","0","3","2","10","","1"
"90","3000","35","99","0","5","0","3","0","","316700302","0","2","0","1","5","7","1","123","","1"
"50","0","17","100","0","0","0","1","0","","316700401","0","2","0","3","0","7","1","0","","1"
"1","2160","10","2","0","1","0","3","0","","316700402","0","2","0","10","90","7","1","1","","1"
"90","2160","8","2","0","0","0","3","0","","316700403","0","2","0","2","0","7","1","0","","1"
"90","0","17","100","0","0","0","3","0","","316700501","0","2","0","7","0","7","1","0","","1"
"90","3000","35","99","0","5","0","3","0","","316700502","0","2","0","1","5","7","1","123","","1"
"0","0","17","100","0","0","0","0","0","","316700601","0","0","0","10","1","0","0","0","","1"
"90","3000","35","99","0","-5","0","3","0","","316700602","0","2","0","1","-5","7","1","123","","1"
