1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a,a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454
"1","2","10119004","22002","71119001"
"30","8","10119005","91002","71119002"
"1","2","10119006","22002","71119002"
"30","8","10119007","91002","71119003"
"1","2","10119008","22002","71119003"
"30","8","10119009","91002","71119004"
"1","2","10119010","22002","71119004"
"30","8","10119011","91002","71119005"
"1","2","10119012","22002","71119005"
"30","8","10119013","91002","71119006"
"1","2","10119014","22002","71119006"
"30","8","10119015","91002","71119007"
"1","2","10119016","22002","71119007"
"30","8","10119017","91002","71119008"
"1","2","10119018","22002","71119008"
"30","8","10119019","91002","71119009"
"1","2","10119020","22002","71119009"
"30","8","10119021","91002","71119010"
"1","2","10119022","22002","71119010"
"30","8","10119023","91002","71119011"
"1","2","10119024","22002","71119011"
"30","8","10119025","91002","71119012"
"1","2","10119026","22002","71119012"
"30","8","10119027","91002","71119013"
"1","2","10119028","22002","71119013"
"30","8","10119029","91002","71119014"
"1","2","10119030","22002","71119014"
"30","8","10119031","91002","71119015"
"1","2","10119032","22002","71119015"
"60","8","10119033","91002","71119016"
"2","2","10119034","22002","71119016"
"60","8","10119035","91002","71119017"
"2","2","10119036","22002","71119017"
"60","8","10119037","91002","71119018"
"2","2","10119038","22002","71119018"
"60","8","10119039","91002","71119019"
"2","2","10119040","22002","71119019"
"60","8","10119041","91002","71119020"
"2","2","10119042","22002","71119020"
"50000","12","10119043","94002","71119021"
"100000","12","10119044","94002","71119022"
"150000","12","10119045","94002","71119023"
"200000","12","10119046","94002","71119024"
"250000","12","10119047","94002","71119025"
"50","8","10119048","91002","71119026"
"1","2","10119049","31014","71119027"
"1","2","10119050","31014","71119028"
"1","2","10119051","31014","71119029"
"1","2","10119052","31014","71119030"
"1","2","10119053","31014","71119031"
"4","2","10119054","31014","71119032"
"50","2","10119055","61182","81119001"
"30000","12","10119056","94002","81119001"
"50","2","10119057","61182","81119002"
"30000","12","10119058","94002","81119002"
"1","2","10119059","31014","81119003"
"25","8","10119060","91002","81119003"
"1","2","10119061","31014","81119004"
"25","8","10119062","91002","81119004"
"50","2","10119063","61182","81119005"
"30000","12","10119064","94002","81119005"
"50","2","10119065","61182","81119006"
"30000","12","10119066","94002","81119006"
"1","2","10119067","31014","81119007"
"25","8","10119068","91002","81119007"
"50","8","10119069","91002","81119008"
"5","2","10120001","61192","61120001"
"5","2","10120002","61192","61120002"
"30","8","10120003","91002","71120001"
"1","2","10120004","22002","71120001"
"30","8","10120005","91002","71120002"
"1","2","10120006","22002","71120002"
"30","8","10120007","91002","71120003"
"1","2","10120008","22002","71120003"
"30","8","10120009","91002","71120004"
"1","2","10120010","22002","71120004"
"30","8","10120011","91002","71120005"
"1","2","10120012","22002","71120005"
"30","8","10120013","91002","71120006"
"1","2","10120014","22002","71120006"
"30","8","10120015","91002","71120007"
"1","2","10120016","22002","71120007"
"30","8","10120017","91002","71120008"
"1","2","10120018","22002","71120008"
"30","8","10120019","91002","71120009"
"1","2","10120020","22002","71120009"
"30","8","10120021","91002","71120010"
"1","2","10120022","22002","71120010"
"30","8","10120023","91002","71120011"
"1","2","10120024","22002","71120011"
"30","8","10120025","91002","71120012"
"1","2","10120026","22002","71120012"
"30","8","10120027","91002","71120013"
"1","2","10120028","22002","71120013"
"30","8","10120029","91002","71120014"
"1","2","10120030","22002","71120014"
"30","8","10120031","91002","71120015"
"1","2","10120032","22002","71120015"
"60","8","10120033","91002","71120016"
"2","2","10120034","22002","71120016"
"60","8","10120035","91002","71120017"
"2","2","10120036","22002","71120017"
"60","8","10120037","91002","71120018"
"2","2","10120038","22002","71120018"
"60","8","10120039","91002","71120019"
"2","2","10120040","22002","71120019"
"60","8","10120041","91002","71120020"
"2","2","10120042","22002","71120020"
"50000","12","10120043","94002","71120021"
"100000","12","10120044","94002","71120022"
"150000","12","10120045","94002","71120023"
"200000","12","10120046","94002","71120024"
"250000","12","10120047","94002","71120025"
"50","8","10120048","91002","71120026"
"1","2","10120049","31044","71120027"
"1","2","10120050","31044","71120028"
"2","2","10120051","31044","71120029"
"2","2","10120052","31044","71120030"
"4","2","10120053","31044","71120031"
"10","2","10120054","31044","71120033"
"100","2","10120055","61192","81120001"
"30000","12","10120056","94002","81120001"
"100","2","10120057","61192","81120002"
"30000","12","10120058","94002","81120002"
"2","2","10120059","31044","81120003"
"30","8","10120060","91002","81120003"
"2","2","10120061","31044","81120004"
"30","8","10120062","91002","81120004"
"100","2","10120063","61192","81120005"
"30000","12","10120064","94002","81120005"
"100","2","10120065","61192","81120006"
"30000","12","10120066","94002","81120006"
"2","2","10120067","31044","81120007"
"30","8","10120068","91002","81120007"
"100","8","10120069","91002","81120008"
"5","2","10121001","61202","61121001"
"5","2","10121002","61202","61121002"
"30","8","10121003","91002","71121001"
"1","2","10121004","22002","71121001"
"30","8","10121005","91002","71121002"
"1","2","10121006","22002","71121002"
"30","8","10121007","91002","71121003"
"1","2","10121008","22002","71121003"
"30","8","10121009","91002","71121004"
"1","2","10121010","22002","71121004"
"30","8","10121011","91002","71121005"
"1","2","10121012","22002","71121005"
"30","8","10121013","91002","71121006"
"1","2","10121014","22002","71121006"
"30","8","10121015","91002","71121007"
"1","2","10121016","22002","71121007"
"30","8","10121017","91002","71121008"
"1","2","10121018","22002","71121008"
"30","8","10121019","91002","71121009"
"1","2","10121020","22002","71121009"
"30","8","10121021","91002","71121010"
"1","2","10121022","22002","71121010"
"30","8","10121023","91002","71121011"
"1","2","10121024","22002","71121011"
"30","8","10121025","91002","71121012"
"1","2","10121026","22002","71121012"
"30","8","10121027","91002","71121013"
"1","2","10121028","22002","71121013"
"30","8","10121029","91002","71121014"
"1","2","10121030","22002","71121014"
"30","8","10121031","91002","71121015"
"1","2","10121032","22002","71121015"
"60","8","10121033","91002","71121016"
"2","2","10121034","22002","71121016"
"60","8","10121035","91002","71121017"
"2","2","10121036","22002","71121017"
"60","8","10121037","91002","71121018"
"2","2","10121038","22002","71121018"
"60","8","10121039","91002","71121019"
"2","2","10121040","22002","71121019"
"60","8","10121041","91002","71121020"
"2","2","10121042","22002","71121020"
"50000","12","10121043","94002","71121021"
"100000","12","10121044","94002","71121022"
"150000","12","10121045","94002","71121023"
"200000","12","10121046","94002","71121024"
"250000","12","10121047","94002","71121025"
"50","8","10121048","91002","71121026"
"1","2","10121049","31221","71121027"
"1","2","10121050","31221","71121028"
"1","2","10121051","31221","71121029"
"1","2","10121052","31221","71121030"
"1","2","10121053","31221","71121031"
"1","1","10121054","122101","71121032"
"1","19","10121055","2100941","71121033"
"4","2","10121056","31221","71121034"
"1","2","10121057","31221","81121001"
"25","8","10121058","91002","81121001"
"50","2","10121059","61202","81121002"
"30000","12","10121060","94002","81121002"
"50","2","10121061","61202","81121003"
"30000","12","10121062","94002","81121003"
"1","2","10121063","31221","81121004"
"25","8","10121064","91002","81121004"
"50","2","10121065","61202","81121005"
"30000","12","10121066","94002","81121005"
"50","2","10121067","61202","81121006"
"30000","12","10121068","94002","81121006"
"1","2","10121069","31221","81121007"
"25","8","10121070","91002","81121007"
"50","8","10121071","91002","81121008"
"5","2","10122001","61212","61122001"
"5","2","10122002","61212","61122002"
"30","8","10122003","91002","71122001"
"1","2","10122004","22002","71122001"
"30","8","10122005","91002","71122002"
"1","2","10122006","22002","71122002"
"30","8","10122007","91002","71122003"
"1","2","10122008","22002","71122003"
"30","8","10122009","91002","71122004"
"1","2","10122010","22002","71122004"
"30","8","10122011","91002","71122005"
"1","2","10122012","22002","71122005"
"30","8","10122013","91002","71122006"
"1","2","10122014","22002","71122006"
"30","8","10122015","91002","71122007"
"1","2","10122016","22002","71122007"
"30","8","10122017","91002","71122008"
"1","2","10122018","22002","71122008"
"30","8","10122019","91002","71122009"
"1","2","10122020","22002","71122009"
"30","8","10122021","91002","71122010"
"1","2","10122022","22002","71122010"
"30","8","10122023","91002","71122011"
"1","2","10122024","22002","71122011"
"30","8","10122025","91002","71122012"
"1","2","10122026","22002","71122012"
"30","8","10122027","91002","71122013"
"1","2","10122028","22002","71122013"
"30","8","10122029","91002","71122014"
"1","2","10122030","22002","71122014"
"30","8","10122031","91002","71122015"
"1","2","10122032","22002","71122015"
"60","8","10122033","91002","71122016"
"2","2","10122034","22002","71122016"
"60","8","10122035","91002","71122017"
"2","2","10122036","22002","71122017"
"60","8","10122037","91002","71122018"
"2","2","10122038","22002","71122018"
"60","8","10122039","91002","71122019"
"2","2","10122040","22002","71122019"
"60","8","10122041","91002","71122020"
"2","2","10122042","22002","71122020"
"50000","12","10122043","94002","71122021"
"100000","12","10122044","94002","71122022"
"150000","12","10122045","94002","71122023"
"200000","12","10122046","94002","71122024"
"250000","12","10122047","94002","71122025"
"50","8","10122048","91002","71122026"
"1","2","10122049","31267","71122027"
"1","2","10122050","31267","71122028"
"2","2","10122051","31267","71122029"
"2","2","10122052","31267","71122030"
"4","2","10122053","31267","71122031"
"1","1","10122054","126701","71122032"
"10","2","10122055","31267","71122033"
"2","2","10122056","31267","81122001"
"30","8","10122057","91002","81122001"
"2","2","10122058","31267","81122002"
"30","8","10122059","91002","81122002"
"100","2","10122060","61212","81122003"
"30000","12","10122061","94002","81122003"
"100","2","10122062","61212","81122004"
"30000","12","10122063","94002","81122004"
"2","2","10122064","31267","81122005"
"30","8","10122065","91002","81122005"
"100","2","10122066","61212","81122006"
"30000","12","10122067","94002","81122006"
"100","2","10122068","61212","81122007"
"30000","12","10122069","94002","81122007"
"2","2","10122070","31267","81122008"
"30","8","10122071","91002","81122008"
"100","8","10122072","91002","81122009"
"5","2","10123001","61222","61123001"
"5","2","10123002","61222","61123002"
"30","8","10123003","91002","71123001"
"1","2","10123004","22002","71123001"
"30","8","10123005","91002","71123002"
"1","2","10123006","22002","71123002"
"30","8","10123007","91002","71123003"
"1","2","10123008","22002","71123003"
"30","8","10123009","91002","71123004"
"1","2","10123010","22002","71123004"
"30","8","10123011","91002","71123005"
"1","2","10123012","22002","71123005"
"30","8","10123013","91002","71123006"
"1","2","10123014","22002","71123006"
"30","8","10123015","91002","71123007"
"1","2","10123016","22002","71123007"
"30","8","10123017","91002","71123008"
"1","2","10123018","22002","71123008"
"30","8","10123019","91002","71123009"
"1","2","10123020","22002","71123009"
"30","8","10123021","91002","71123010"
"1","2","10123022","22002","71123010"
"30","8","10123023","91002","71123011"
"1","2","10123024","22002","71123011"
"30","8","10123025","91002","71123012"
"1","2","10123026","22002","71123012"
"30","8","10123027","91002","71123013"
"1","2","10123028","22002","71123013"
"30","8","10123029","91002","71123014"
"1","2","10123030","22002","71123014"
"30","8","10123031","91002","71123015"
"1","2","10123032","22002","71123015"
"60","8","10123033","91002","71123016"
"2","2","10123034","22002","71123016"
"60","8","10123035","91002","71123017"
"2","2","10123036","22002","71123017"
"60","8","10123037","91002","71123018"
"2","2","10123038","22002","71123018"
"60","8","10123039","91002","71123019"
"2","2","10123040","22002","71123019"
"60","8","10123041","91002","71123020"
"2","2","10123042","22002","71123020"
"50000","12","10123043","94002","71123021"
"100000","12","10123044","94002","71123022"
"150000","12","10123045","94002","71123023"
"200000","12","10123046","94002","71123024"
"250000","12","10123047","94002","71123025"
"50","8","10123048","91002","71123026"
"1","2","10123049","31224","71123027"
"1","2","10123050","31224","71123028"
"1","2","10123051","31224","71123029"
"1","2","10123052","31224","71123030"
"1","2","10123053","31224","71123031"
"1","1","10123054","122401","71123032"
"1","19","10123055","2100961","71123033"
"4","2","10123056","31224","71123034"
"50","2","10123057","61222","81123001"
"30000","12","10123058","94002","81123001"
"50","2","10123059","61222","81123002"
"30000","12","10123060","94002","81123002"
"1","2","10123061","31224","81123003"
"25","8","10123062","91002","81123003"
"1","2","10123063","31224","81123004"
"25","8","10123064","91002","81123004"
"50","2","10123065","61222","81123005"
"30000","12","10123066","94002","81123005"
"50","2","10123067","61222","81123006"
"30000","12","10123068","94002","81123006"
"1","2","10123069","31224","81123007"
"25","8","10123070","91002","81123007"
"50","8","10123071","91002","81123008"
"5","2","10124001","61232","61124001"
"5","2","10124002","61232","61124002"
"30","8","10124003","91002","71124001"
"1","2","10124004","22002","71124001"
"30","8","10124005","91002","71124002"
"1","2","10124006","22002","71124002"
"30","8","10124007","91002","71124003"
"1","2","10124008","22002","71124003"
"30","8","10124009","91002","71124004"
"1","2","10124010","22002","71124004"
"30","8","10124011","91002","71124005"
"1","2","10124012","22002","71124005"
"30","8","10124013","91002","71124006"
"1","2","10124014","22002","71124006"
"30","8","10124015","91002","71124007"
"1","2","10124016","22002","71124007"
"30","8","10124017","91002","71124008"
"1","2","10124018","22002","71124008"
"30","8","10124019","91002","71124009"
"1","2","10124020","22002","71124009"
"30","8","10124021","91002","71124010"
"1","2","10124022","22002","71124010"
"30","8","10124023","91002","71124011"
"1","2","10124024","22002","71124011"
"30","8","10124025","91002","71124012"
"1","2","10124026","22002","71124012"
"30","8","10124027","91002","71124013"
"1","2","10124028","22002","71124013"
"30","8","10124029","91002","71124014"
"1","2","10124030","22002","71124014"
"30","8","10124031","91002","71124015"
"1","2","10124032","22002","71124015"
"60","8","10124033","91002","71124016"
"2","2","10124034","22002","71124016"
"60","8","10124035","91002","71124017"
"2","2","10124036","22002","71124017"
"60","8","10124037","91002","71124018"
"2","2","10124038","22002","71124018"
"60","8","10124039","91002","71124019"
"2","2","10124040","22002","71124019"
"60","8","10124041","91002","71124020"
"2","2","10124042","22002","71124020"
"50000","12","10124043","94002","71124021"
"100000","12","10124044","94002","71124022"
"150000","12","10124045","94002","71124023"
"200000","12","10124046","94002","71124024"
"250000","12","10124047","94002","71124025"
"50","8","10124048","91002","71124026"
"1","2","10124049","31270","71124027"
"1","2","10124050","31270","71124028"
"2","2","10124051","31270","71124029"
"2","2","10124052","31270","71124030"
"4","2","10124053","31270","71124031"
"1","1","10124054","127001","71124032"
"10","2","10124055","31270","71124033"
"2","2","10124056","31270","81241001"
"30","8","10124057","91002","81241001"
"100","2","10124058","61232","81241002"
"30000","12","10124059","94002","81241002"
"100","2","10124060","61232","81241003"
"30000","12","10124061","94002","81241003"
"2","2","10124062","31270","81241004"
"30","8","10124063","91002","81241004"
"100","2","10124064","61232","81241005"
"30000","12","10124065","94002","81241005"
"100","2","10124066","61232","81241006"
"30000","12","10124067","94002","81241006"
"2","2","10124068","31270","81241007"
"30","8","10124069","91002","81241007"
"100","8","10124070","91002","81241008"
"5","2","10125001","61242","61125001"
"5","2","10125002","61242","61125002"
"30","8","10125003","91002","71125001"
"1","2","10125004","22002","71125001"
"30","8","10125005","91002","71125002"
"1","2","10125006","22002","71125002"
"30","8","10125007","91002","71125003"
"1","2","10125008","22002","71125003"
"30","8","10125009","91002","71125004"
"1","2","10125010","22002","71125004"
"30","8","10125011","91002","71125005"
"1","2","10125012","22002","71125005"
"30","8","10125013","91002","71125006"
"1","2","10125014","22002","71125006"
"30","8","10125015","91002","71125007"
"1","2","10125016","22002","71125007"
"30","8","10125017","91002","71125008"
"1","2","10125018","22002","71125008"
"30","8","10125019","91002","71125009"
"1","2","10125020","22002","71125009"
"30","8","10125021","91002","71125010"
"1","2","10125022","22002","71125010"
"30","8","10125023","91002","71125011"
"1","2","10125024","22002","71125011"
"30","8","10125025","91002","71125012"
"1","2","10125026","22002","71125012"
"30","8","10125027","91002","71125013"
"1","2","10125028","22002","71125013"
"30","8","10125029","91002","71125014"
"1","2","10125030","22002","71125014"
"30","8","10125031","91002","71125015"
"1","2","10125032","22002","71125015"
"60","8","10125033","91002","71125016"
"2","2","10125034","22002","71125016"
"60","8","10125035","91002","71125017"
"2","2","10125036","22002","71125017"
"60","8","10125037","91002","71125018"
"2","2","10125038","22002","71125018"
"60","8","10125039","91002","71125019"
"2","2","10125040","22002","71125019"
"60","8","10125041","91002","71125020"
"2","2","10125042","22002","71125020"
"50000","12","10125043","94002","71125021"
"100000","12","10125044","94002","71125022"
"150000","12","10125045","94002","71125023"
"200000","12","10125046","94002","71125024"
"250000","12","10125047","94002","71125025"
"50","8","10125048","91002","71125026"
"1","2","10125049","31228","71125027"
"1","2","10125050","31228","71125028"
"1","2","10125051","31228","71125029"
"1","2","10125052","31228","71125030"
"1","2","10125053","31228","71125031"
"1","1","10125054","122801","71125032"
"1","19","10125055","2100981","71125033"
"4","2","10125056","31228","71125034"
"1","2","10125057","31228","81125001"
"25","8","10125058","91002","81125001"
"1","2","10125059","31228","81125002"
"25","8","10125060","91002","81125002"
"100","2","10125061","61242","81125003"
"60000","12","10125062","94002","81125003"
"100","2","10125063","61242","81125004"
"60000","12","10125064","94002","81125004"
"1","2","10125065","31228","81125005"
"25","8","10125066","91002","81125005"
"50","8","10125067","91002","81125006"
"5","2","10126001","61252","61126001"
"5","2","10126002","61252","61126002"
"30","8","10126003","91002","71126001"
"1","2","10126004","22002","71126001"
"30","8","10126005","91002","71126002"
"1","2","10126006","22002","71126002"
"30","8","10126007","91002","71126003"
"1","2","10126008","22002","71126003"
"30","8","10126009","91002","71126004"
"1","2","10126010","22002","71126004"
"30","8","10126011","91002","71126005"
"1","2","10126012","22002","71126005"
"30","8","10126013","91002","71126006"
"1","2","10126014","22002","71126006"
"30","8","10126015","91002","71126007"
"1","2","10126016","22002","71126007"
"30","8","10126017","91002","71126008"
"1","2","10126018","22002","71126008"
"30","8","10126019","91002","71126009"
"1","2","10126020","22002","71126009"
"30","8","10126021","91002","71126010"
"1","2","10126022","22002","71126010"
"30","8","10126023","91002","71126011"
"1","2","10126024","22002","71126011"
"30","8","10126025","91002","71126012"
"1","2","10126026","22002","71126012"
"30","8","10126027","91002","71126013"
"1","2","10126028","22002","71126013"
"30","8","10126029","91002","71126014"
"1","2","10126030","22002","71126014"
"30","8","10126031","91002","71126015"
"1","2","10126032","22002","71126015"
"60","8","10126033","91002","71126016"
"2","2","10126034","22002","71126016"
"60","8","10126035","91002","71126017"
"2","2","10126036","22002","71126017"
"60","8","10126037","91002","71126018"
"2","2","10126038","22002","71126018"
"60","8","10126039","91002","71126019"
"2","2","10126040","22002","71126019"
"60","8","10126041","91002","71126020"
"2","2","10126042","22002","71126020"
"50000","12","10126043","94002","71126021"
"100000","12","10126044","94002","71126022"
"150000","12","10126045","94002","71126023"
"200000","12","10126046","94002","71126024"
"250000","12","10126047","94002","71126025"
"50","8","10126048","91002","71126026"
"1","2","10126049","31011","71126027"
"1","2","10126050","31011","71126028"
"2","2","10126051","31011","71126029"
"2","2","10126052","31011","71126030"
"4","2","10126053","31011","71126031"
"10","2","10126054","31011","71126032"
"100","2","10126055","61252","81126001"
"30000","12","10126056","94002","81126001"
"100","2","10126057","61252","81126002"
"30000","12","10126058","94002","81126002"
"2","2","10126059","31011","81126003"
"30","8","10126060","91002","81126003"
"2","2","10126061","31011","81126004"
"30","8","10126062","91002","81126004"
"100","2","10126063","61252","81126005"
"30000","12","10126064","94002","81126005"
"100","2","10126065","61252","81126006"
"30000","12","10126066","94002","81126006"
"2","2","10126067","31011","81126007"
"30","8","10126068","91002","81126007"
"100","8","10126069","91002","81126008"
"5","2","10127001","61262","61127001"
"5","2","10127002","61262","61127002"
"30","8","10127003","91002","71127001"
"1","2","10127004","22002","71127001"
"30","8","10127005","91002","71127002"
"1","2","10127006","22002","71127002"
"30","8","10127007","91002","71127003"
"1","2","10127008","22002","71127003"
"30","8","10127009","91002","71127004"
"1","2","10127010","22002","71127004"
"30","8","10127011","91002","71127005"
"1","2","10127012","22002","71127005"
"30","8","10127013","91002","71127006"
"1","2","10127014","22002","71127006"
"30","8","10127015","91002","71127007"
"1","2","10127016","22002","71127007"
"30","8","10127017","91002","71127008"
"1","2","10127018","22002","71127008"
"30","8","10127019","91002","71127009"
"1","2","10127020","22002","71127009"
"30","8","10127021","91002","71127010"
"1","2","10127022","22002","71127010"
"30","8","10127023","91002","71127011"
"1","2","10127024","22002","71127011"
"30","8","10127025","91002","71127012"
"1","2","10127026","22002","71127012"
"30","8","10127027","91002","71127013"
"1","2","10127028","22002","71127013"
"30","8","10127029","91002","71127014"
"1","2","10127030","22002","71127014"
"30","8","10127031","91002","71127015"
"1","2","10127032","22002","71127015"
"60","8","10127033","91002","71127016"
"2","2","10127034","22002","71127016"
"60","8","10127035","91002","71127017"
"2","2","10127036","22002","71127017"
"60","8","10127037","91002","71127018"
"2","2","10127038","22002","71127018"
"60","8","10127039","91002","71127019"
"2","2","10127040","22002","71127019"
"60","8","10127041","91002","71127020"
"2","2","10127042","22002","71127020"
"50000","12","10127043","94002","71127021"
"100000","12","10127044","94002","71127022"
"150000","12","10127045","94002","71127023"
"200000","12","10127046","94002","71127024"
"250000","12","10127047","94002","71127025"
"50","8","10127048","91002","71127026"
"1","2","10127049","31010","71127027"
"1","2","10127050","31010","71127028"
"1","2","10127051","31010","71127029"
"1","2","10127052","31010","71127030"
"1","2","10127053","31010","71127031"
"1","19","10127054","2101001","71127032"
"4","2","10127055","31010","71127033"
"1","2","10127056","31010","81127001"
"25","8","10127057","91002","81127001"
"50","2","10127058","61262","81127002"
"30000","12","10127059","94002","81127002"
"50","2","10127060","61262","81127003"
"30000","12","10127061","94002","81127003"
"1","2","10127062","31010","81127004"
"25","8","10127063","91002","81127004"
"50","2","10127064","61262","81127005"
"30000","12","10127065","94002","81127005"
"50","2","10127066","61262","81127006"
"30000","12","10127067","94002","81127006"
"1","2","10127068","31010","81127007"
"25","8","10127069","91002","81127007"
"50","8","10127070","91002","81127008"
"5","2","10128001","61272","61128001"
"5","2","10128002","61272","61128002"
"30","8","10128003","91002","71128001"
"1","2","10128004","22002","71128001"
"30","8","10128005","91002","71128002"
"1","2","10128006","22002","71128002"
"30","8","10128007","91002","71128003"
"1","2","10128008","22002","71128003"
"30","8","10128009","91002","71128004"
"1","2","10128010","22002","71128004"
"30","8","10128011","91002","71128005"
"1","2","10128012","22002","71128005"
"30","8","10128013","91002","71128006"
"1","2","10128014","22002","71128006"
"30","8","10128015","91002","71128007"
"1","2","10128016","22002","71128007"
"30","8","10128017","91002","71128008"
"1","2","10128018","22002","71128008"
"30","8","10128019","91002","71128009"
"1","2","10128020","22002","71128009"
"30","8","10128021","91002","71128010"
"1","2","10128022","22002","71128010"
"30","8","10128023","91002","71128011"
"1","2","10128024","22002","71128011"
"30","8","10128025","91002","71128012"
"1","2","10128026","22002","71128012"
"30","8","10128027","91002","71128013"
"1","2","10128028","22002","71128013"
"30","8","10128029","91002","71128014"
"1","2","10128030","22002","71128014"
"30","8","10128031","91002","71128015"
"1","2","10128032","22002","71128015"
"60","8","10128033","91002","71128016"
"2","2","10128034","22002","71128016"
"60","8","10128035","91002","71128017"
"2","2","10128036","22002","71128017"
"60","8","10128037","91002","71128018"
"2","2","10128038","22002","71128018"
"60","8","10128039","91002","71128019"
"2","2","10128040","22002","71128019"
"60","8","10128041","91002","71128020"
"2","2","10128042","22002","71128020"
"50000","12","10128043","94002","71128021"
"100000","12","10128044","94002","71128022"
"150000","12","10128045","94002","71128023"
"200000","12","10128046","94002","71128024"
"250000","12","10128047","94002","71128025"
"50","8","10128048","91002","71128026"
"1","2","10128049","31056","71128027"
"1","2","10128050","31056","71128028"
"2","2","10128051","31056","71128029"
"2","2","10128052","31056","71128030"
"4","2","10128053","31056","71128031"
"10","2","10128054","31056","71128032"
"2","2","10128055","31056","81128001"
"30","8","10128056","91002","81128001"
"100","2","10128057","61272","81128002"
"30000","12","10128058","94002","81128002"
"100","2","10128059","61272","81128003"
"30000","12","10128060","94002","81128003"
"2","2","10128061","31056","81128004"
"30","8","10128062","91002","81128004"
"100","2","10128063","61272","81128005"
"30000","12","10128064","94002","81128005"
"100","2","10128065","61272","81128006"
"30000","12","10128066","94002","81128006"
"2","2","10128067","31056","81128007"
"30","8","10128068","91002","81128007"
"100","8","10128069","91002","81128008"
"5","2","10129001","61282","61129001"
"5","2","10129002","61282","61129002"
"30","8","10129003","91002","71129001"
"1","2","10129004","22002","71129001"
"30","8","10129005","91002","71129002"
"1","2","10129006","22002","71129002"
"30","8","10129007","91002","71129003"
"1","2","10129008","22002","71129003"
"30","8","10129009","91002","71129004"
"1","2","10129010","22002","71129004"
"30","8","10129011","91002","71129005"
"1","2","10129012","22002","71129005"
"30","8","10129013","91002","71129006"
"1","2","10129014","22002","71129006"
"30","8","10129015","91002","71129007"
"1","2","10129016","22002","71129007"
"30","8","10129017","91002","71129008"
"1","2","10129018","22002","71129008"
"30","8","10129019","91002","71129009"
"1","2","10129020","22002","71129009"
"30","8","10129021","91002","71129010"
"1","2","10129022","22002","71129010"
"30","8","10129023","91002","71129011"
"1","2","10129024","22002","71129011"
"30","8","10129025","91002","71129012"
"1","2","10129026","22002","71129012"
"30","8","10129027","91002","71129013"
"1","2","10129028","22002","71129013"
"30","8","10129029","91002","71129014"
"1","2","10129030","22002","71129014"
"30","8","10129031","91002","71129015"
"1","2","10129032","22002","71129015"
"60","8","10129033","91002","71129016"
"2","2","10129034","22002","71129016"
"60","8","10129035","91002","71129017"
"2","2","10129036","22002","71129017"
"60","8","10129037","91002","71129018"
"2","2","10129038","22002","71129018"
"60","8","10129039","91002","71129019"
"2","2","10129040","22002","71129019"
"60","8","10129041","91002","71129020"
"2","2","10129042","22002","71129020"
"50000","12","10129043","94002","71129021"
"100000","12","10129044","94002","71129022"
"150000","12","10129045","94002","71129023"
"200000","12","10129046","94002","71129024"
"250000","12","10129047","94002","71129025"
"50","8","10129048","91002","71129026"
"1","2","10129049","31235","71129027"
"1","2","10129050","31235","71129028"
"1","2","10129051","31235","71129029"
"1","2","10129052","31235","71129030"
"1","2","10129053","31235","71129031"
"1","1","10129054","123501","71129032"
"4","2","10129055","31235","71129034"
"50","2","10129056","61282","81129001"
"30000","12","10129057","94002","81129001"
"50","2","10129058","61282","81129002"
"30000","12","10129059","94002","81129002"
"1","2","10129060","31235","81129003"
"25","8","10129061","91002","81129003"
"1","2","10129062","31235","81129004"
"25","8","10129063","91002","81129004"
"50","2","10129064","61282","81129005"
"30000","12","10129065","94002","81129005"
"50","2","10129066","61282","81129006"
"30000","12","10129067","94002","81129006"
"1","2","10129068","31235","81129007"
"25","8","10129069","91002","81129007"
"50","8","10129070","91002","81129008"
"5","2","10130001","61292","61130001"
"5","2","10130002","61292","61130002"
"30","8","10130003","91002","71130001"
"1","2","10130004","22002","71130001"
"30","8","10130005","91002","71130002"
"1","2","10130006","22002","71130002"
"30","8","10130007","91002","71130003"
"1","2","10130008","22002","71130003"
"30","8","10130009","91002","71130004"
"1","2","10130010","22002","71130004"
"30","8","10130011","91002","71130005"
"1","2","10130012","22002","71130005"
"30","8","10130013","91002","71130006"
"1","2","10130014","22002","71130006"
"30","8","10130015","91002","71130007"
"1","2","10130016","22002","71130007"
"30","8","10130017","91002","71130008"
"1","2","10130018","22002","71130008"
"30","8","10130019","91002","71130009"
"1","2","10130020","22002","71130009"
"30","8","10130021","91002","71130010"
"1","2","10130022","22002","71130010"
"30","8","10130023","91002","71130011"
"1","2","10130024","22002","71130011"
"30","8","10130025","91002","71130012"
"1","2","10130026","22002","71130012"
"30","8","10130027","91002","71130013"
"1","2","10130028","22002","71130013"
"30","8","10130029","91002","71130014"
"1","2","10130030","22002","71130014"
"30","8","10130031","91002","71130015"
"1","2","10130032","22002","71130015"
"60","8","10130033","91002","71130016"
"2","2","10130034","22002","71130016"
"60","8","10130035","91002","71130017"
"2","2","10130036","22002","71130017"
"60","8","10130037","91002","71130018"
"2","2","10130038","22002","71130018"
"60","8","10130039","91002","71130019"
"2","2","10130040","22002","71130019"
"60","8","10130041","91002","71130020"
