f3ef84b895a22268622cbcdf412d717cb1cc8923a57894957a2433dc05ceb1d6,6a4606c2b4f7ae0d0906f1e691549c15b1dbfc54ca9c5e0ecf4aa6362fa2f6e9,61bc5a4afac597d1b1adece6acfe4725bcc1e6e7997c0417b3d98264bcfbfb80,c69fad87cd073612416e48a1fd590645527a69bea087e53a9bcd3f001aed2d65,a5a7061f9f3860ed3d8a6c78d7ad71775c1c8ed51d430a6f78bf3acb58c33bbe,57ec4bc05790b34c0bea04669f16d22d24faefc87d8fa3bb319cbcc0546560f1,55a220d0d1259bcfbcdd6bab353641a67cc0410d3fffbeed6c42e033b9024aac,043b32a0f6fe340a583e0fdae153047358fa0ec49b9212e8f0fa7e8d60086ff7,5d025ab1c051db0ff68a39528bd14635219dd01ad09ef2c8c812b3ab75345275,89146b2849e7b6ef62032409023d362e9bb833b0e34ee65254ba7030c1e10f8e,2eedc0d3d225e61c996140e8f0f7a12e5fbc4d2f0e6ffd06a91f68635c94af13
"1007413","1","100931","","","3","0.2","mhp_talk_normal","","1007413201",""
"1007413","0","vo_mhp_1007413","","","21","","vo_mhp_3017","","1007413202","0"
"1007413","4","100931","0","0","11","0","受妳們照顧了。\n我今天就先告退了。\n沒什麼，不必擔心，\n明天應該就會徹底痊癒了。再會！","0.5","1007413203","1"
"1007413","","0","","","91","","","","1007413204",""
"1007413","","0","","","22","","0","","1007413205",""
"1007413","1","100931","","","3","0.2","mhp_run","","1007413206",""
"1007413","","100931","","","4","","1","","1007413207",""
"1007413","-220","100931","","0","2","","-1000","","1007413208","3"
"1007413","","3","","","93","","0","","1007413209",""
"1007413","","0","","","91","","","","1007413210",""
"1007414","100","1","0","-220","1","1.7","100931","mhp_idle_normal","1007414001","-1000"
"1007414","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007414002","365"
"1007414","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007414003","185"
"1007414","-240","1","","0.85","31","1","1","","1007414004","-154"
"1007414","110","1","0","-220","5","1.7","11","NoItem","1007414005","-200"
"1007414","105","1","0","-220","5","1.7","12","NoItem","1007414006","-200"
"1007414","110","1","1","-220","5","1.7","21","NoItem","1007414007","185"
"1007414","105","1","1","-220","5","1.7","22","NoItem","1007414008","185"
"1007414","1","11","0","0","6","0","1","","1007414009","1"
"1007414","1","12","0","0","6","0","1","","1007414010","1"
"1007414","1","21","0","0","6","0","1","","1007414011","1"
"1007414","1","22","0","0","6","0","1","","1007414012","1"
"1007414","110","1","0","-220","5","1.7","31","NoItem","1007414013","-1000"
"1007414","","0","","","91","","","","1007414014",""
"1007414","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007414015",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3101","","1007414016","0"
"1007414","4","117531","0","0","11","0","杏奈，請進～","0.5","1007414017","0"
"1007414","","0","","","91","","","","1007414018",""
"1007414","1","117531","","","3","0.2","mhp_sit_idle","","1007414019",""
"1007414","1","100931","","","3","0.2","mhp_anna_walk_sad","","1007414020",""
"1007414","-220","100931","","0","2","","-200","","1007414021","4"
"1007414","1","31","","","3","0.2","NoItem","","1007414022",""
"1007414","-220","31","","0","2","","-200","","1007414023","4"
"1007414","","0","","","91","","","","1007414024",""
"1007414","0","100931","","","3","0.2","mhp_sit_in_sad","","1007414025",""
"1007414","","0.2","","","93","","0","","1007414026",""
"1007414","0","100931","","1","3","0.2","mhp_anna_dark_in","","1007414027","mhp_anna_dark_loop"
"1007414","0","31","","1","3","0.2","mhp_anna_dark_in","","1007414028","mhp_anna_dark_loop"
"1007414","","1","","","93","","0","","1007414029",""
"1007414","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007414030",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3102","","1007414031","0"
"1007414","5","117531","0","0","11","0","哎呀，看妳的樣子，\n那什麼「無形之暗殺者」\n好像還在繼續攻擊妳呢。","0.5","1007414032","1"
"1007414","","0","","","91","","","","1007414033",""
"1007414","1","117531","","","3","0.2","mhp_sit_idle","","1007414034",""
"1007414","1","100931","","","3","0.2","mhp_sit_talk_sad","","1007414035",""
"1007414","1","31","","","3","0.2","NoItem","","1007414036",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3103","","1007414037","0"
"1007414","4","100931","0","0","11","0","是、是啊，之前是以頭部的疼痛\n削減我的專注力，嗚……\n而對方這次好像封住了我的魔法。","1","1007414038","1"
"1007414","","0","","","91","","","","1007414039",""
"1007414","0","100931","0","1","3","0.2","mhp_anna_huhu_in","","1007414040","mhp_anna_huhu_loop"
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3104","","1007414041","0"
"1007414","5","100931","0","0","11","0","咯咯咯，對方好像相當害怕\n我的魔法，啊嗚……","0.5","1007414042","1"
"1007414","","0","","","91","","0","","1007414043",""
"1007414","","0.2","","","93","","0","","1007414044",""
"1007414","2","100931","0","","12","0","15","","1007414045",""
"1007414","1","100931","","","3","0.2","mhp_anna_huhu_loop2","","1007414046",""
"1007414","","2","","","93","","0","","1007414047",""
"1007414","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007414048",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3105","","1007414049","0"
"1007414","6","117531","0","0","11","0","嗯～也就是說，\n妳是喉嚨痛到難以詠唱，\n而無法使用魔法。","0.5","1007414050","1"
"1007414","","0","","","91","","","","1007414051",""
"1007414","1","117531","","","3","0.2","mhp_sit_idle","","1007414052",""
"1007414","1","100931","","","3","0.2","mhp_sit_talk_anger2","","1007414053",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3106","","1007414054","0"
"1007414","5","100931","0","0","11","0","不、不是這麼輕微的問題！\n這肯定是禁忌的封印術\n「弒魔苦痛刻印」──","0.5","1007414055","1"
"1007414","","0","","","91","","","","1007414056",""
"1007414","1","117531","","","3","0.2","mhp_sit_talk_wish2","","1007414057",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3107","","1007414058","0"
"1007414","7","117531","0","0","11","0","在醫院請保持安靜。","0.5","1007414059","1"
"1007414","","0","","","91","","","","1007414060",""
"1007414","1","117531","","","3","0.2","mhp_sit_idle","","1007414061",""
"1007414","1","100931","","","3","0.2","mhp_sit_talk_sad","","1007414062",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3108","","1007414063","0"
"1007414","8","100931","0","0","11","0","啊，是……","0.5","1007414064","1"
"1007414","","0","","","91","","","","1007414065",""
"1007414","1","100931","","","3","0.2","mhp_sit_idle_sad","","1007414066",""
"1007414","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007414067",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3109","","1007414068","0"
"1007414","6","117531","0","0","11","0","不過，看到杏奈很安靜，\n會讓人覺得有點不舒服呢。\n我們都是同個公會的人，\n我不會對妳不利的。","0.5","1007414069","1"
"1007414","","0","","","91","","","","1007414070",""
"1007414","","0","","","22","","0","","1007414071",""
"1007414","0","我開「金色天露」給妳。","","","103","","1007414075","","1007414072",""
"1007414","0","妳用這個聖杯來漱口吧。","","","103","","1007414128","","1007414073",""
"1007414","0","妳用這條封魔帶來保濕吧。","","","103","","1007414180","","1007414074",""
"1007414","0","117531","0","1","3","0.2","mhp_sit_out","","1007414075","mhp_idle_normal"
"1007414","","0.6","","","93","","0","","1007414076",""
"1007414","0","100931","0","1","3","0.2","mhp_sit_out","","1007414077","mhp_idle_normal"
"1007414","","0.2","","","93","","0","","1007414078",""
"1007414","1","100931","","0","3","0.2","mhp_walk_sad","","1007414079",""
"1007414","-220","100931","","0","2","","35","","1007414080","1.5"
"1007414","-220","31","","0","2","","35","","1007414081","1.5"
"1007414","-220","11","","0","2","","35","","1007414082","1.5"
"1007414","-220","12","","0","2","","35","","1007414083","1.5"
"1007414","","0.3","","","93","","0","","1007414084",""
"1007414","0","117531","0","1","3","0.2","mhp_handover_in","","1007414085","mhp_handover_loop"
"1007414","1","21","0","1","6","0","1","","1007414086","1"
"1007414","1","22","0","1","6","0","1","","1007414087","1"
"1007414","0","21","0","1","3","0.2","mhp_handover_in","","1007414088","mhp_handover_loop"
"1007414","0","22","0","1","3","0.2","mhp_item_EX0005_handover_in","","1007414089","mhp_item_EX0005_handover_loop"
"1007414","","1.2","","","93","","0","","1007414090",""
"1007414","1","100931","","","3","0.2","mhp_idle_sad","","1007414091",""
"1007414","","0.5","","","93","","0","","1007414092",""
"1007414","0","100931","0","1","3","0.2","mhp_surprise","","1007414093","mhp_talk_surprise1"
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3110","","1007414094","0"
"1007414","4","100931","0","0","11","0","那、那不是能從生長於靈峰的花朵\n採取到的傳說之蜜嗎！\n只要有這個，\n我大概能馬上詠唱一千道魔法吧！","0.5","1007414095","1"
"1007414","","6","","","93","","1","","1007414096",""
"1007414","0","100931","","","3","0.2","mhp_anna_huhuStand_in","","1007414097",""
"1007414","","0","","","91","","","","1007414098",""
"1007414","0","100931","0.2","1","3","0.2","mhp_anna_ahahaStand_in","","1007414099","mhp_anna_ahahaStand_loop"
"1007414","","0","","","93","","1","","1007414100",""
"1007414","","1007414095","","","91","","","","1007414101",""
"1007414","","0","","","22","","0","","1007414102",""
"1007414","","1","","","93","","","","1007414103",""
"1007414","0","100931","0","1","3","0.2","mhp_handover_receive_in","","1007414104","mhp_handover_receive_loop"
"1007414","1","11","0","1","6","0","1","","1007414105","1"
"1007414","1","12","0","1","6","0","1","","1007414106","1"
"1007414","0","11","0","1","3","0.2","mhp_receive_anna_in","","1007414107","mhp_receive_anna_loop"
"1007414","0","12","0","1","3","0.2","mhp_item_EX0005_receive_in","","1007414108","mhp_item_EX0005_receive_loop"
"1007414","","0.6","","","93","","0","","1007414109",""
"1007414","1","22","0","1","6","0.4","1","","1007414110","1"
"1007414","","0.4","","","93","","0","","1007414111",""
"1007414","0","117531","0","1","3","0.2","mhp_handover_out","","1007414112","mhp_idle_normal"
"1007414","0","21","0","1","3","0.2","mhp_handover_out","","1007414113","NoItem_idle"
"1007414","0","22","0","1","3","0.2","mhp_item_EX0005_handover_out","","1007414114","NoItem_idle"
"1007414","","0.4","","","93","","0","","1007414115",""
"1007414","0","100931","0","1","3","0.2","mhp_handover_receive_out","","1007414116","mhp_idle_normal"
"1007414","0","11","0","1","3","0.2","mhp_receive_anna_out","","1007414117","NoItem_idle"
"1007414","0","12","0","1","3","0.2","mhp_item_EX0005_receive_out","","1007414118","NoItem_idle"
"1007414","","2","","","93","","","","1007414119",""
"1007414","1","100931","","","3","0.2","mhp_idle_memory","","1007414120",""
"1007414","","0.2","","","93","","0","","1007414121",""
"1007414","1","117631","","","3","0.2","mhp_sit_idle_sad","","1007414122",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3111","","1007414123","0"
"1007414","6","117631","0","0","11","0","（那不管怎麼看\n都只是治喉嚨的感冒糖漿吧？\n這就是所謂好壞全看怎麼說嗎？）","0.5","1007414124","1"
"1007414","","0","","","91","","","","1007414125",""
"1007414","1","117631","","","3","0.2","mhp_sit_idle","","1007414126",""
"1007414","","1007414224","","","101","","","","1007414127",""
"1007414","0","117531","0","1","3","0.2","mhp_sit_out","","1007414128","mhp_idle_normal"
"1007414","","0.6","","","93","","0","","1007414129",""
"1007414","0","100931","0","1","3","0.2","mhp_sit_out","","1007414130","mhp_idle_normal"
"1007414","","0.2","","","93","","0","","1007414131",""
"1007414","1","100931","","0","3","0.2","mhp_walk_sad","","1007414132",""
"1007414","-220","100931","","0","2","","35","","1007414133","1.5"
"1007414","-220","31","","0","2","","35","","1007414134","1.5"
"1007414","-220","11","","0","2","","35","","1007414135","1.5"
"1007414","-220","12","","0","2","","35","","1007414136","1.5"
"1007414","","0.3","","","93","","0","","1007414137",""
"1007414","0","117531","0","1","3","0.2","mhp_handover_in","","1007414138","mhp_handover_loop"
"1007414","1","21","0","1","6","0","1","","1007414139","1"
"1007414","1","22","0","1","6","0","1","","1007414140","1"
"1007414","0","21","0","1","3","0.2","mhp_handover_in","","1007414141","mhp_handover_loop"
"1007414","0","22","0","1","3","0.2","mhp_item_EX0013_handover_in","","1007414142","mhp_item_EX0013_handover_loop"
"1007414","","1.2","","","93","","0","","1007414143",""
"1007414","1","100931","","","3","0.2","mhp_idle_sad","","1007414144",""
"1007414","","0.5","","","93","","0","","1007414145",""
"1007414","0","100931","0","1","3","0.2","mhp_surprise","","1007414146","mhp_talk_surprise1"
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3112","","1007414147","0"
"1007414","5","100931","0","0","11","0","這、這是那個傳說中的……！\n哼哼哼，這樣一來，\n我應該就能抵達無上的領域了吧！","0.5","1007414148","1"
"1007414","","3.5","","","93","","1","","1007414149",""
"1007414","0","100931","","","3","0.2","mhp_anna_huhuStand_in","","1007414150",""
"1007414","","0","","","91","","","","1007414151",""
"1007414","0","100931","0.2","1","3","0.2","mhp_anna_ahahaStand_in","","1007414152","mhp_anna_ahahaStand_loop"
"1007414","","1007414148","","","91","","","","1007414153",""
"1007414","","0","","","22","","0","","1007414154",""
"1007414","","1","","","93","","0","","1007414155",""
"1007414","0","100931","0","1","3","0.2","mhp_handover_receive_in","","1007414156","mhp_handover_receive_loop"
"1007414","1","11","0","1","6","0","1","","1007414157","1"
"1007414","1","12","0","1","6","0","1","","1007414158","1"
"1007414","0","11","0","1","3","0.2","mhp_receive_anna_in","","1007414159","mhp_receive_anna_loop"
"1007414","0","12","0","1","3","0.2","mhp_item_EX0013_receive_in","","1007414160","mhp_item_EX0013_receive_loop"
"1007414","","0.6","","","93","","0","","1007414161",""
"1007414","1","22","0","1","6","0.4","1","","1007414162","1"
"1007414","","0.4","","","93","","0","","1007414163",""
"1007414","0","117531","0","1","3","0.2","mhp_handover_out","","1007414164","mhp_idle_normal"
"1007414","0","21","0","1","3","0.2","mhp_handover_out","","1007414165","NoItem_idle"
"1007414","0","22","0","1","3","0.2","mhp_item_EX0013_handover_out","","1007414166","NoItem_idle"
"1007414","","0.4","","","93","","0","","1007414167",""
"1007414","0","100931","0","1","3","0.2","mhp_handover_receive_out","","1007414168","mhp_idle_normal"
"1007414","0","11","0","1","3","0.2","mhp_receive_anna_out","","1007414169","NoItem_idle"
"1007414","0","12","0","1","3","0.2","mhp_item_EX0013_receive_out","","1007414170","NoItem_idle"
"1007414","","2","","","93","","","","1007414171",""
"1007414","1","100931","","","3","0.2","mhp_idle_memory","","1007414172",""
"1007414","","0.2","","","93","","","","1007414173",""
"1007414","1","117531","","","3","0.2","mhp_idle_thinking","","1007414174",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3113","","1007414175","0"
"1007414","6","117531","0","0","11","0","（普通的杯子就能讓她這麼開心，\n這還真是划算。）","0.5","1007414176","1"
"1007414","","0","","","91","","","","1007414177",""
"1007414","1","117531","","","3","0.2","mhp_idle_normal","","1007414178",""
"1007414","","1007414224","","","101","","","","1007414179",""
"1007414","0","117531","0","1","3","0.2","mhp_sit_out","","1007414180","mhp_idle_normal"
"1007414","","0.6","","","93","","0","","1007414181",""
"1007414","0","100931","0","1","3","0.2","mhp_sit_out","","1007414182","mhp_idle_normal"
"1007414","","0.2","","","93","","0","","1007414183",""
"1007414","1","100931","","0","3","0.2","mhp_walk_sad","","1007414184",""
"1007414","-220","100931","","0","2","","35","","1007414185","1.5"
"1007414","-220","31","","0","2","","35","","1007414186","1.5"
"1007414","-220","11","","0","2","","35","","1007414187","1.5"
"1007414","-220","12","","0","2","","35","","1007414188","1.5"
"1007414","","0.3","","","93","","0","","1007414189",""
"1007414","0","117531","0","1","3","0.2","mhp_handover_in","","1007414190","mhp_handover_loop"
"1007414","1","21","0","1","6","0","1","","1007414191","1"
"1007414","1","22","0","1","6","0","1","","1007414192","1"
"1007414","0","21","0","1","3","0.2","mhp_handover_in","","1007414193","mhp_handover_loop"
"1007414","0","22","0","1","3","0.2","mhp_item_EX0012_handover_in","","1007414194","mhp_item_EX0012_handover_loop"
"1007414","","1.2","","","93","","0","","1007414195",""
"1007414","0","100931","0","1","3","0.2","mhp_handover_receive_sad_in","","1007414196","mhp_handover_receive_sad_loop"
"1007414","1","11","0","1","6","0","1","","1007414197","1"
"1007414","1","12","0","1","6","0","1","","1007414198","1"
"1007414","0","11","0","1","3","0.2","mhp_receive_anna_in","","1007414199","mhp_receive_anna_loop"
"1007414","0","12","0","1","3","0.2","mhp_item_EX0012_receive_in","","1007414200","mhp_item_EX0012_receive_loop"
"1007414","","0.6","","","93","","0","","1007414201",""
"1007414","1","22","0","1","6","0.4","1","","1007414202","1"
"1007414","","0.4","","","93","","0","","1007414203",""
"1007414","0","117531","0","1","3","0.2","mhp_handover_out","","1007414204","mhp_idle_normal"
"1007414","0","21","0","1","3","0.2","mhp_handover_out","","1007414205","NoItem_idle"
"1007414","0","22","0","1","3","0.2","mhp_item_EX0012_handover_out","","1007414206","NoItem_idle"
"1007414","","0.4","","","93","","0","","1007414207",""
"1007414","0","100931","0","1","3","0.2","mhp_handover_receive_sad_out","","1007414208","mhp_idle_normal_sad"
"1007414","0","11","0","1","3","0.2","mhp_receive_anna_out","","1007414209","NoItem_idle"
"1007414","0","12","0","1","3","0.2","mhp_item_EX0012_receive_out","","1007414210","NoItem_idle"
"1007414","","2","","","93","","","","1007414211",""
"1007414","1","100931","","","3","0.2","mhp_idle_worry","","1007414212",""
"1007414","","0.2","","","93","","0","","1007414213",""
"1007414","1","100931","","","3","0.2","mhp_talk_worry","","1007414214",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3114","","1007414215","0"
"1007414","4","100931","0","0","11","0","嗚，也就是要採取戰略性休息嗎？\n我明白了，現在就乖乖照做吧……","0.5","1007414216","1"
"1007414","","0","","","91","","","","1007414217",""
"1007414","1","100931","","","3","0.2","mhp_idle_worry","","1007414218",""
"1007414","1","117531","","","3","0.2","mhp_idle_thinking","","1007414219",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3115","","1007414220","0"
"1007414","6","117531","0","0","11","0","（居然這樣稱呼市售口罩……\n這樣不是連我都快被影響了嗎？）","0.5","1007414221","1"
"1007414","","0","","","91","","","","1007414222",""
"1007414","1","117531","","","3","0.2","mhp_idle_normal","","1007414223",""
"1007414","","0","","","91","","","","1007414224",""
"1007414","0","100931","0.2","1","3","0.2","mhp_anna_darkStand_in","","1007414225","mhp_anna_darkStand_loop"
"1007414","0","31","0.2","1","3","0.2","mhp_anna_darkStand_in","","1007414226","mhp_anna_darkStand_loop"
"1007414","","0.1","","","93","","0","","1007414227",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3116","","1007414228","0"
"1007414","4","100931","0","0","11","0","「無形之暗殺者」……\n對方是超乎想像的強敵。\n但那群傢伙應該會後悔吧。","0.5","1007414229","1"
"1007414","","0","","","91","","","","1007414230",""
"1007414","0","100931","0.2","1","3","0.2","mhp_anna_ahahaStand_in","","1007414231","mhp_anna_ahahaStand_loop"
"1007414","1","31","","","3","0.2","NoItem","","1007414232",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3117","","1007414233","0"
"1007414","5","100931","0","0","11","0","為我在克服這個危機後\n得到的全新力量渾身顫慄吧！","0.5","1007414234","1"
"1007414","","0","","","91","","","","1007414235",""
"1007414","1","117531","","","3","0.2","mhp_talk_worry","","1007414236",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3118","","1007414237","0"
"1007414","8","117531","0","0","11","0","所以說，在醫院請保持安靜。","0.5","1007414238","1"
"1007414","","0","","","91","","","","1007414239",""
"1007414","1","117531","","","3","0.2","mhp_idle_normal","","1007414240",""
"1007414","1","100931","","","3","0.2","mhp_talk_worry","","1007414241",""
"1007414","1","31","","","3","0.2","NoItem","","1007414242",""
"1007414","0","vo_mhp_1007414","","","21","","vo_mhp_3119","","1007414243","0"
"1007414","8","100931","0","0","11","0","好、好的……","0.5","1007414244","1"
"1007414","","0","","","91","","","","1007414245",""
"1007414","","1","","","93","","","","1007414246",""
"1007414","1","100931","","","3","0.2","mhp_run_sad","","1007414247",""
"1007414","","100931","","","4","","1","","1007414248",""
"1007414","-220","100931","","0","2","","-1000","","1007414249","3"
"1007414","","3","","","93","","0","","1007414250",""
"1007414","","0","","","91","","","","1007414251",""
"1007415","100","1","0","-220","1","1.7","100931","mhp_idle_normal","1007415001","-1000"
"1007415","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007415002","365"
"1007415","104","1","1","-220","1","1.7","117531","mhp_sit_idle","1007415003","185"
"1007415","-240","1","","0.85","31","1","1","","1007415004","-154"
"1007415","-50","20","","1","31","0","120","","1007415005","-237"
"1007415","0","30","","1","31","0","130","","1007415006","160"
"1007415","0","11","","1","31","0","111","","1007415007","0"
"1007415","110","1","0","-220","5","1.7","11","NoItem","1007415008","-200"
"1007415","105","1","0","-220","5","1.7","12","NoItem","1007415009","-200"
"1007415","110","1","1","-220","5","1.7","21","NoItem","1007415010","170"
"1007415","105","1","1","-220","5","1.7","22","NoItem","1007415011","170"
"1007415","1","11","0","0","6","0","1","","1007415012","1"
"1007415","1","12","0","0","6","0","1","","1007415013","1"
"1007415","1","21","0","0","6","0","1","","1007415014","1"
"1007415","1","22","0","0","6","0","1","","1007415015","1"
"1007415","","0","","","91","","","","1007415016",""
"1007415","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007415017",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3201","","1007415018","0"
"1007415","4","117531","0","0","11","0","杏奈，請進～","0.5","1007415019","0"
"1007415","","0","","","91","","","","1007415020",""
"1007415","1","117531","","","3","0.2","mhp_sit_idle","","1007415021",""
"1007415","1","100931","","","3","0.2","mhp_anna_chill_walk","","1007415022",""
"1007415","-220","100931","","0","2","","-200","","1007415023","4"
"1007415","","0","","","91","","","","1007415024",""
"1007415","0","100931","0.2","1","3","0.2","mhp_anna_chill_sit_in","","1007415025","mhp_anna_chill_sit_idle"
"1007415","","2","","","93","","0","","1007415026",""
"1007415","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007415027",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3202","","1007415028","0"
"1007415","6","117531","0","0","11","0","呃……妳看起來非常難受呢，\n這也是「無形之暗殺者」\n做的好事嗎？","0.5","1007415029","1"
"1007415","","0","","","91","","","","1007415030",""
"1007415","1","117531","","","3","0.2","mhp_sit_idle","","1007415031",""
"1007415","1","100931","","","3","0.2","mhp_anna_chill_loop","","1007415032",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3203","","1007415033","0"
"1007415","3","100931","0","0","11","0","我不知道……\n我一直昏昏沉沉的，\n又頭暈腦脹，就是很難受……","0.5","1007415034","1"
"1007415","","0","","","91","","","","1007415035",""
"1007415","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007415036",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3204","","1007415037","0"
"1007415","6","117531","0","0","11","0","這是因為妳在之前的症狀康復後，\n和七七香打起魔法對戰，\n玩得太過火而造成的吧，\n呵呵，真是個不乖的團長♪","0.5","1007415038","1"
"1007415","","0","","","91","","","","1007415039",""
"1007415","1","117531","","","3","0.2","mhp_sit_idle","","1007415040",""
"1007415","1","100931","","","3","0.2","mhp_anna_sit_talk_sad","","1007415041",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3205","","1007415042","0"
"1007415","3","100931","0","0","11","0","對不、起……","0.5","1007415043","1"
"1007415","","0","","","91","","","","1007415044",""
"1007415","1","100931","","","3","0.2","mhp_anna_chill_sit_idle","","1007415045",""
"1007415","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007415046",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3206","","1007415047","0"
"1007415","4","117531","0","0","11","0","唉，看妳這副樣子，\n捉弄妳也沒意思啊。\n得懲罰這麼不中用的妳才行。","0.5","1007415048","1"
"1007415","","0","","","91","","","","1007415049",""
"1007415","1","117531","","","3","0.2","mhp_sit_idle","","1007415050",""
"1007415","1","100931","","","3","0.2","mhp_anna_sit_talk_worry","","1007415051",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3207","","1007415052","0"
"1007415","4","100931","0","0","11","0","我、我做好覺悟了……\n但會痛的話，還是……","0.5","1007415053","1"
"1007415","","0","","","91","","","","1007415054",""
"1007415","1","100931","","","3","0.2","mhp_anna_chill_sit_idle","","1007415055",""
"1007415","0","117531","0.2","1","3","0.2","mhp_sit_out","","1007415056","mhp_anna_ahahaStand_loop"
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3208","","1007415057","0"
"1007415","6","117531","0","0","11","0","沒事的，因為不管是什麼樣的疾病，\n都無法逃過我的獨眼！","0.5","1007415058","1"
"1007415","","0","","","91","","","","1007415059",""
"1007415","","0","","","22","","0","","1007415060",""
"1007415","1","117531","","0","3","0.2","mhp_walk","","1007415061",""
"1007415","-220","117531","","0","2","","-50","","1007415062","2"
"1007415","-220","21","","0","2","","-50","","1007415063","2"
"1007415","-220","22","","0","2","","-50","","1007415064","2"
"1007415","","2","","","93","","0","","1007415065",""
"1007415","1","21","0","1","6","0","1","","1007415066","1"
"1007415","0","117531","0","1","3","0.2","mhp_mitsuki_injection_in","","1007415067","mhp_mitsuki_injection_loop"
"1007415","0","21","0","1","3","0.2","mhp_mitsuki_injection_in","","1007415068","mhp_mitsuki_injection_loop"
"1007415","1","100931","","","3","0.2","mhp_anna_pain_in_blue","","1007415069",""
"1007415","","1.2","","","93","","","","1007415070",""
"1007415","","se_10031400","","","23","","se_10031400_syringe","","1007415071",""
"1007415","","0.6","","","93","","","","1007415072",""
"1007415","0","117531","0","1","3","0.2","mhp_mitsuki_injection_out","","1007415073","mhp_idle_normal"
"1007415","0","21","0","1","3","0.2","mhp_mitsuki_injection_out","","1007415074","NoItem"
"1007415","","0.5","","","93","","","","1007415075",""
"1007415","0","100931","","","3","0.2","mhp_anna_down","","1007415076",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3209","","1007415077","0"
"1007415","8","100931","0","0","11","0","啊……","0.5","1007415078","1"
"1007415","","0.3","","","93","","","","1007415079",""
"1007415","","100931","","","4","","1","","1007415080",""
"1007415","","se_10031400","","","23","","se_10031400_bodyfall","","1007415081",""
"1007415","","1007415078","","","91","","","","1007415082",""
"1007415","1","117631","","","3","0.2","mhp_sit_talk_surprise2","","1007415083",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3210","","1007415084","0"
"1007415","4","117631","0","0","11","0","這、這個人怎麼了？\n難道她死、死掉了──","0.5","1007415085","1"
"1007415","","0","","","91","","","","1007415086",""
"1007415","1","117631","","","3","0.2","mhp_sit_idle_surprise1","","1007415087",""
"1007415","1","117531","","","3","0.2","mhp_talk_thinking","","1007415088",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3211","","1007415089","0"
"1007415","4","117531","0","0","11","0","怎麼可能，我只是打了安眠藥喔。\n因為她需要的是別做些多餘的事情，\n安靜地好好休息。","0.5","1007415090","1"
"1007415","","0","","","91","","","","1007415091",""
"1007415","1","117531","","","3","0.2","mhp_talk_normal","","1007415092",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3212","","1007415093","0"
"1007415","5","117531","0","0","11","0","因為杏奈虛弱的樣子\n一點都不有趣啊。\n如果她不像平常那樣吵吵鬧鬧的，\n連我都會很不對勁。","0.5","1007415094","1"
"1007415","","0","","","91","","","","1007415095",""
"1007415","1","117531","","","3","0.2","mhp_idle_normal","","1007415096",""
"1007415","1","117631","","","3","0.2","mhp_sit_talk_joy2","","1007415097",""
"1007415","0","vo_mhp_1007415","","","21","","vo_mhp_3213","","1007415098","0"
