56f3126d119576504b5feec5010d578140a3c5012b134f32b20159924836ca47,c50cb7b8286903bc33a0b63250b6f1bd8d963f158cfcdc5c7148ea24410ce01f,abe1ceb14eb7661164e14b9575f1cbbe83253f000aa9500b349a022bf09c9b1e,bdc8a78b0c4e11453cedab471ade6cbc31e870b99114e3596dc06388e424fbac,b9bf09bd9a4cabe18ea8586cfdb9fd60b9db9e21403ade64246ede0195fa8852
"1182","84001039","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1183","84001040","15","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"1184","84001040","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1185","84001040","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1186","84001040","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1187","84001040","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1188","84001040","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1189","84001040","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"1190","84001040","7","戰鬥中降低物理防禦力","戰鬥開始45秒後，大幅度降低全體角色的物理防禦力。"
"1191","84001040","8","戰鬥中降低魔法防禦力","戰鬥開始45秒後，大幅度降低全體角色的魔法防禦力。"
"1192","85001031","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1193","85001031","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1194","85001031","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1195","85001031","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1196","85001031","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1197","85001031","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1198","85001032","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1199","85001032","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1200","85001032","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1201","85001032","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1202","85001032","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1203","85001032","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1204","85001033","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1205","85001033","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1206","85001033","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1207","85001033","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1208","85001033","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1209","85001033","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1210","85001034","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1211","85001034","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1212","85001034","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1213","85001034","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1214","85001034","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1215","85001034","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1216","85001035","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1217","85001035","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1218","85001035","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1219","85001035","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1220","85001035","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1221","85001035","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1222","85001036","25","危險領域","戰鬥中，發動「反擊屏障」效果。"
"1223","85001036","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1224","85001036","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1225","85001036","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1226","85001036","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1227","85001036","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1228","85001036","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1229","85001036","24","反擊屏障","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。"
"1230","85001037","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1231","85001037","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1232","85001037","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1233","85001037","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1234","85001037","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1235","85001037","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1236","85001038","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1237","85001038","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1238","85001038","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1239","85001038","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1240","85001038","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1241","85001038","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1242","85001039","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1243","85001039","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1244","85001039","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1245","85001039","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1246","85001039","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1247","85001039","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1248","85001040","16","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。"
"1249","85001040","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1250","85001040","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1251","85001040","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1252","85001040","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1253","85001040","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1254","85001040","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"1255","85001040","energy_recover","持續恢復TP","戰鬥開始時，賦予所有怪物中幅度持續恢復TP狀態。"
"1256","81001041","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1257","81001041","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1258","81001041","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1259","81001041","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1260","81001041","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1261","81001041","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1262","81001042","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1263","81001042","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1264","81001042","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1265","81001042","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1266","81001042","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1267","81001042","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1268","81001043","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1269","81001043","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1270","81001043","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1271","81001043","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1272","81001043","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1273","81001043","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1274","81001044","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1275","81001044","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1276","81001044","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1277","81001044","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1278","81001044","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1279","81001044","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1280","81001045","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1281","81001045","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1282","81001045","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1283","81001045","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1284","81001045","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1285","81001045","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1286","81001046","25","危險領域","戰鬥中，發動「所有怪物全部狀態異常無效、能力提升效果解除無效、降低行動速度無效」、「魔法攻擊力降低」效果。"
"1287","81001046","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1288","81001046","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1289","81001046","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1290","81001046","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1291","81001046","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1292","81001046","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1293","81001046","26","狀態異常、解除提升效果、降低速度無效","所有怪物全部狀態異常無效、能力提升效果解除無效、降低行動速度無效。"
"1294","81001046","6","降低魔法攻擊力","戰鬥開始時，超大幅度降低全體角色的魔法攻擊力。"
"1295","81001047","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1296","81001047","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1297","81001047","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1298","81001047","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1299","81001047","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1300","81001047","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1301","81001048","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1302","81001048","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1303","81001048","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1304","81001048","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1305","81001048","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1306","81001048","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1307","81001049","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1308","81001049","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1309","81001049","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1310","81001049","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1311","81001049","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1312","81001049","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1313","81001050","12","火屬性獎勵特大幅度提升","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。"
"1314","81001050","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1315","81001050","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1316","81001050","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1317","81001050","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1318","81001050","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1319","81001050","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"1320","81001050","max_hp_down","減少最大HP","戰鬥開始時，讓全體角色最大 HP 減少 30％。"
"1321","82001041","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1322","82001041","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1323","82001041","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1324","82001041","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1325","82001041","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1326","82001041","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1327","82001042","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1328","82001042","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1329","82001042","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1330","82001042","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1331","82001042","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1332","82001042","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1333","82001043","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1334","82001043","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1335","82001043","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1336","82001043","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1337","82001043","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1338","82001043","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1339","82001044","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1340","82001044","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1341","82001044","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1342","82001044","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1343","82001044","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1344","82001044","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1345","82001045","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1346","82001045","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1347","82001045","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1348","82001045","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1349","82001045","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1350","82001045","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1351","82001046","25","危險領域","戰鬥中，發動「反擊屏障」效果。"
"1352","82001046","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1353","82001046","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1354","82001046","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1355","82001046","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1356","82001046","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1357","82001046","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1358","82001046","24","反擊屏障","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色20000傷害的反擊屏障。"
"1359","82001047","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1360","82001047","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1361","82001047","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1362","82001047","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1363","82001047","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1364","82001047","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1365","82001048","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1366","82001048","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1367","82001048","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1368","82001048","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1369","82001048","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1370","82001048","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1371","82001049","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1372","82001049","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1373","82001049","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1374","82001049","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1375","82001049","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1376","82001049","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1377","82001050","13","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"1378","82001050","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1379","82001050","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"1380","82001050","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1381","82001050","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1382","82001050","9","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"1383","82001050","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"1384","82001050","boss_physics_cut","物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。"
"1385","83001041","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"1386","83001041","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
