7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"","3","","","0","93","1009811","1009811097","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009811","1009811098","","",""
"0","103611","1","0","10","12","1009811","1009811099","0","0","0"
"","103611","1","0.2","lsv_talk_joy1_normal","3","1009811","1009811100","","",""
"","3","","","0","93","1009811","1009811101","","",""
"","103611","1","0.2","lsv_idle_wish","3","1009811","1009811102","","",""
"0","102011","1","0","6","12","1009811","1009811103","0","0","0"
"","102011","1","0.2","lsv_talk_memory_dere2","3","1009811","1009811104","","",""
"","3","","","0","93","1009811","1009811105","","",""
"","102011","1","0.2","lsv_idle_joy","3","1009811","1009811106","","",""
"","1009811095","","","","101","1009811","1009811107","","",""
"0","333","1","1","1","6","1009811","1009811108","","1","0"
"","102011","","","1","4","1009811","1009811109","","",""
"","102011","1","0.2","lsv_run","3","1009811","1009811110","","",""
"0","102011","-235","","-750","2","1009811","1009811111","","0.8",""
"","103611","","","0","4","1009811","1009811112","","",""
"","103611","1","0.2","lsv_run","3","1009811","1009811113","","",""
"0","103611","-220","","750","2","1009811","1009811114","","0.8",""
"","100411","","","0","4","1009811","1009811115","","",""
"","100411","1","0.2","lsv_run","3","1009811","1009811116","","",""
"0","100411","-250","","850","2","1009811","1009811117","","0.8",""
"","0.6","","","","93","1009811","1009811118","","",""
"0","102011","1","0.2","1","6","1009811","1009811119","","1","0"
"0","103611","1","0.2","1","6","1009811","1009811120","","1","0"
"0","100411","1","0.2","1","6","1009811","1009811121","","1","0"
"","0","","","","91","1009811","1009811122","","",""
"-235","1","102","1.95","103611","1","1009812","1009812001","lsv_idle_normal","-750","0"
"-220","1","100","1.95","100411","1","1009812","1009812002","lsv_idle_normal","650","1"
"-250","1","101","1.95","102011","1","1009812","1009812003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009812","1009812004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009812","1009812005","","1","0"
"0","103611","1","0","1","6","1009812","1009812006","","1","0"
"0","100411","1","0","1","6","1009812","1009812007","","1","0"
"0","102011","1","0","1","6","1009812","1009812008","","1","0"
"","103611","0","","2","7","1009812","1009812009","","0",""
"0","103611","-235","","-750","2","1009812","1009812010","","0.5",""
"0.8","1","-140","0","16","31","1009812","1009812011","","10",""
"","16","0","","2","34","1009812","1009812012","","0",""
"","1","","","0","93","1009812","1009812013","","",""
"0.4","333","1","0.8","1","6","1009812","1009812014","","1","0"
"1","103611","0","0.2","lsv_see_think_pre","3","1009812","1009812015","","lsv_see_think","0"
"0","103611","-235","","-600","2","1009812","1009812016","","1.1",""
"1","103611","1","0.4","1","6","1009812","1009812017","","1","0"
"","1","","","","93","1009812","1009812018","","",""
"","16","","","1","32","1009812","1009812019","","",""
"","0","","","","91","1009812","1009812020","","",""
"80","103611","260","","240","94","1009812","1009812021","","0",""
"","16","","","0","32","1009812","1009812022","","",""
"","103611","2","","0","7","1009812","1009812023","","0",""
"","103611","1","0.2","lsv_walk","3","1009812","1009812024","","",""
"0","103611","-235","","-250","2","1009812","1009812025","","2",""
"","100411","1","0.2","lsv_walk_joy","3","1009812","1009812026","","",""
"0","100411","-220","","100","2","1009812","1009812027","","2",""
"1","100411","1","0.4","1","6","1009812","1009812028","","1","0"
"","102011","1","0.2","lsv_walk","3","1009812","1009812029","","",""
"0","102011","-250","","270","2","1009812","1009812030","","2",""
"1","102011","1","0.4","1","6","1009812","1009812031","","1","0"
"","2","","","","93","1009812","1009812032","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009812","1009812033","","",""
"","100411","1","0.2","lsv_idle_joy","3","1009812","1009812034","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009812","1009812035","","",""
"","0.5","","","","93","1009812","1009812036","","",""
"","0","","","","91","1009812","1009812037","","",""
"","103611","1","0.2","lsv_talk_normal_sad","3","1009812","1009812038","","",""
"","vo_lsv","0","","vo_lsv_1221","21","1009812","1009812039","","0",""
"1","103611","10","0","寫說是祕密……\n但答案已經畫出來了吧？","11","1009812","1009812040","0","1","0"
"","0","","","","91","1009812","1009812041","","",""
"","103611","1","0.2","lsv_idle_normal_sad","3","1009812","1009812042","","",""
"","102011","1","0.2","lsv_talk_sad","3","1009812","1009812043","","",""
"","vo_lsv","0","","vo_lsv_1222","21","1009812","1009812044","","0",""
"1","102011","10","0","禊\n對哥哥\n惡作劇了嗎？","11","1009812","1009812045","0","1","0"
"","0","","","","91","1009812","1009812046","","",""
"","102011","1","0.2","lsv_idle_sad","3","1009812","1009812047","","",""
"1","100411","0","0","lsv_talk_cool_joy","3","1009812","1009812048","","lsv_talk_cool_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_1223","21","1009812","1009812049","","0",""
"1","100411","10","0","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","11","1009812","1009812050","0","1","0"
"","0","","","","91","1009812","1009812051","","",""
"","100411","1","0.2","lsv_talk_cool_joy_loop","3","1009812","1009812052","","",""
"","vo_lsv","0","","vo_lsv_1224","21","1009812","1009812053","","0",""
"1","100411","10","0","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","11","1009812","1009812054","0","1","0"
"","0","","","","91","1009812","1009812055","","",""
"","100411","1","0.2","lsv_idle_cool_joy","3","1009812","1009812056","","",""
"","103611","1","0.2","lsv_talk_bitter_sad","3","1009812","1009812057","","",""
"","vo_lsv","0","","vo_lsv_1225","21","1009812","1009812058","","0",""
"1","103611","10","0","禊到底教了些什麼啊？\n真叫人不安……","11","1009812","1009812059","0","1","0"
"","0","","","","91","1009812","1009812060","","",""
"","103611","1","0.2","lsv_idle_bitter_sad","3","1009812","1009812061","","",""
"1","103611","0","0","lsv_choice","3","1009812","1009812062","","lsv_look_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009812","1009812063","","lsv_look_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009812","1009812064","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009812","1009812065","","",""
"2","103611","-235","","-452","2","1009812","1009812066","","0.33","0.2"
"2","100411","-220","","420","2","1009812","1009812067","","0.33","0.2"
"2","102011","-250","","545","2","1009812","1009812068","","0.33","0.2"
"","0","1","0.2","0","22","1009812","1009812069","","",""
"","地洞陷阱的作法之類的？","0","","1009812073","103","1009812","1009812070","","",""
"","逃跑講座之類的？","0","","1009812097","103","1009812","1009812071","","",""
"","假哭的方法之類的？","0","","1009812121","103","1009812","1009812072","","",""
"1","103611","0","0","lsv_choice","3","1009812","1009812073","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009812","1009812074","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009812","1009812075","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009812","1009812076","","",""
"2","103611","-235","","-200","2","1009812","1009812077","","0.33","0.2"
"2","100411","-220","","100","2","1009812","1009812078","","0.33","0.2"
"2","102011","-250","","270","2","1009812","1009812079","","0.33","0.2"
"","0.7","","","0","93","1009812","1009812080","","",""
"1","102011","0","0","lsv_surprise_R2","3","1009812","1009812081","","lsv_talk_surprise_R2","0.2"
"","vo_lsv","0","","vo_lsv_1226","21","1009812","1009812082","","0",""
"1","102011","10","0","咦咦？\n地洞陷阱有點危險耶～","11","1009812","1009812083","0","1","0"
"","0","","","","91","1009812","1009812084","","",""
"","102011","1","0.2","lsv_idle_surprise","3","1009812","1009812085","","",""
"","100411","1","0.2","lsv_talk_bitter","3","1009812","1009812086","","",""
"","vo_lsv","0","","vo_lsv_1227","21","1009812","1009812087","","0",""
"1","100411","10","0","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","11","1009812","1009812088","0","1","0"
"","0","","","","91","1009812","1009812089","","",""
"","100411","1","0.2","lsv_idle_bitter","3","1009812","1009812090","","",""
"1","103611","0","0","lsv_talk_cool_sad","3","1009812","1009812091","","lsv_talk_cool_sad_loop","0.2"
"","vo_lsv","0","","vo_lsv_1228","21","1009812","1009812092","","0",""
"1","103611","10","0","所以有嘗試過啊……","11","1009812","1009812093","0","1","0"
"","0","","","","91","1009812","1009812094","","",""
"","103611","1","0.2","lsv_idle_normal_sad","3","1009812","1009812095","","",""
"","1009812145","","","","101","1009812","1009812096","","",""
"1","103611","0","0","lsv_choice","3","1009812","1009812097","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009812","1009812098","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009812","1009812099","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009812","1009812100","","",""
"2","103611","-235","","-200","2","1009812","1009812101","","0.33","0.2"
"2","100411","-220","","100","2","1009812","1009812102","","0.33","0.2"
"2","102011","-250","","270","2","1009812","1009812103","","0.33","0.2"
"","0.7","","","0","93","1009812","1009812104","","",""
"1","100411","0","0","lsv_exactly_joy_in","3","1009812","1009812105","","lsv_exactly_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_1229","21","1009812","1009812106","","0",""
"1","100411","10","0","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","11","1009812","1009812107","0","1","0"
"","0","","","","91","1009812","1009812108","","",""
"","100411","1","0.2","lsv_idle_joy","3","1009812","1009812109","","",""
"","103611","1","0.2","lsv_talk_thinking","3","1009812","1009812110","","",""
"","vo_lsv","0","","vo_lsv_1230","21","1009812","1009812111","","0",""
"1","103611","10","0","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","11","1009812","1009812112","0","1","0"
"","0","","","","91","1009812","1009812113","","",""
"","103611","1","0.2","lsv_idle_thinking_anger","3","1009812","1009812114","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009812","1009812115","","",""
"","vo_lsv","0","","vo_lsv_1231","21","1009812","1009812116","","0",""
"1","102011","10","0","擅長賽跑的小繆\n也很可愛呢～","11","1009812","1009812117","0","1","0"
"","0","","","","91","1009812","1009812118","","",""
"","102011","1","0.2","lsv_idle_wish_joy","3","1009812","1009812119","","",""
"","1009812145","","","","101","1009812","1009812120","","",""
"1","103611","0","0","lsv_choice","3","1009812","1009812121","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009812","1009812122","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009812","1009812123","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009812","1009812124","","",""
"2","103611","-235","","-200","2","1009812","1009812125","","0.33","0.2"
"2","100411","-220","","100","2","1009812","1009812126","","0.33","0.2"
"2","102011","-250","","270","2","1009812","1009812127","","0.33","0.2"
"","0.7","","","0","93","1009812","1009812128","","",""
"","100411","1","0.2","lsv_idle_sad3","3","1009812","1009812129","","",""
"","vo_lsv","0","","vo_lsv_1232","21","1009812","1009812130","","0",""
"1","100411","10","0","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","11","1009812","1009812131","0","1","0"
"","0","","","","91","1009812","1009812132","","",""
"","100411","1","0.2","lsv_idle_sad3","3","1009812","1009812133","","",""
"","102011","1","0.2","lsv_talk_sad3","3","1009812","1009812134","","",""
"","vo_lsv","0","","vo_lsv_1233","21","1009812","1009812135","","0",""
"1","102011","10","0","哇哇……！\n禊，不要哭～","11","1009812","1009812136","0","1","0"
"","0","","","","91","1009812","1009812137","","",""
"","102011","1","0.2","lsv_idle_sad","3","1009812","1009812138","","",""
"1","103611","0","0","lsv_talk_cool_sad","3","1009812","1009812139","","lsv_talk_cool_sad_loop","0.2"
"","vo_lsv","0","","vo_lsv_1234","21","1009812","1009812140","","0",""
"1","103611","10","0","……這絕對是教了吧。\n真是的……","11","1009812","1009812141","0","1","0"
"","0","","","","91","1009812","1009812142","","",""
"","103611","1","0.2","lsv_idle_cool_sad","3","1009812","1009812143","","",""
"","1009812145","","","","101","1009812","1009812144","","",""
"","0","","","","91","1009812","1009812145","","",""
"","","","","","102","1009812","1009812146","","",""
"","0","","","0.2","22","1009812","1009812147","","",""
"","0.2","","","","93","1009812","1009812148","","",""
"0","100411","1","0","10","12","1009812","1009812149","0","0","0"
"1","100411","0","0","lsv_eieio","3","1009812","1009812150","","lsv_eieio_loop","0.2"
"","3","","","0","93","1009812","1009812151","","",""
"","100411","1","0.2","lsv_idle_cool_joy","3","1009812","1009812152","","",""
"0","102011","1","0","4","12","1009812","1009812153","0","0","0"
"1","102011","0","0","lsv_surprise","3","1009812","1009812154","","lsv_talk_surprise","0.2"
"","3","","","0","93","1009812","1009812155","","",""
"","102011","1","0.2","lsv_idle_wish_joyR","3","1009812","1009812156","","",""
"0","103611","1","0","2","12","1009812","1009812157","0","0","0"
"","103611","1","0.2","lsv_talk_sad","3","1009812","1009812158","","",""
"","3","","","0","93","1009812","1009812159","","",""
"","103611","1","0.2","lsv_idle_sad","3","1009812","1009812160","","",""
"","1009812149","","","","101","1009812","1009812161","","",""
"0","333","1","1","1","6","1009812","1009812162","","1","0"
"","103611","","","1","4","1009812","1009812163","","",""
"","103611","1","0.2","lsv_run","3","1009812","1009812164","","",""
"0","103611","-235","","-750","2","1009812","1009812165","","0.8",""
"","100411","","","0","4","1009812","1009812166","","",""
"","100411","1","0.2","lsv_run","3","1009812","1009812167","","",""
"0","100411","-220","","750","2","1009812","1009812168","","0.8",""
"","102011","","","0","4","1009812","1009812169","","",""
"","102011","1","0.2","lsv_run","3","1009812","1009812170","","",""
"0","102011","-250","","850","2","1009812","1009812171","","0.8",""
"","0.6","","","","93","1009812","1009812172","","",""
"0","103611","1","0.2","1","6","1009812","1009812173","","1","0"
"0","100411","1","0.2","1","6","1009812","1009812174","","1","0"
"0","102011","1","0.2","1","6","1009812","1009812175","","1","0"
"","0","","","","91","1009812","1009812176","","",""
"-235","1","102","1.95","100411","1","1009813","1009813001","lsv_idle_normal","-750","0"
"-220","1","100","1.95","103611","1","1009813","1009813002","lsv_idle_normal","650","1"
"-250","1","101","1.95","102011","1","1009813","1009813003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009813","1009813004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009813","1009813005","","1","0"
"0","100411","1","0","1","6","1009813","1009813006","","1","0"
"0","103611","1","0","1","6","1009813","1009813007","","1","0"
"0","102011","1","0","1","6","1009813","1009813008","","1","0"
"","100411","0","","2","7","1009813","1009813009","","0",""
"0","100411","-235","","-750","2","1009813","1009813010","","0.5",""
"0.8","1","-140","0","16","31","1009813","1009813011","","10",""
"","16","0","","2","34","1009813","1009813012","","0",""
"","1","","","0","93","1009813","1009813013","","",""
"0.4","333","1","0.8","1","6","1009813","1009813014","","1","0"
"1","100411","0","0.2","lsv_see_think_pre","3","1009813","1009813015","","lsv_see_think","0"
"0","100411","-235","","-600","2","1009813","1009813016","","1.1",""
"1","100411","1","0.4","1","6","1009813","1009813017","","1","0"
"","1","","","","93","1009813","1009813018","","",""
"","16","","","1","32","1009813","1009813019","","",""
"","0","","","","91","1009813","1009813020","","",""
"80","100411","260","","240","94","1009813","1009813021","","0",""
"","16","","","0","32","1009813","1009813022","","",""
"","100411","2","","0","7","1009813","1009813023","","0",""
"","100411","1","0.2","lsv_walk","3","1009813","1009813024","","",""
"0","100411","-235","","-250","2","1009813","1009813025","","2",""
"","103611","1","0.2","lsv_walk_joy","3","1009813","1009813026","","",""
"0","103611","-220","","100","2","1009813","1009813027","","2",""
"1","103611","1","0.4","1","6","1009813","1009813028","","1","0"
"","102011","1","0.2","lsv_walk","3","1009813","1009813029","","",""
"0","102011","-250","","270","2","1009813","1009813030","","2",""
"1","102011","1","0.4","1","6","1009813","1009813031","","1","0"
"","2","","","","93","1009813","1009813032","","",""
"","100411","1","0.2","lsv_idle_normal_talkR","3","1009813","1009813033","","",""
"","103611","1","0.2","lsv_idle_joy","3","1009813","1009813034","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009813","1009813035","","",""
"","0.5","","","","93","1009813","1009813036","","",""
"","0","","","","91","1009813","1009813037","","",""
"","100411","1","0.2","lsv_talk_sad","3","1009813","1009813038","","",""
"","vo_lsv","0","","vo_lsv_1321","21","1009813","1009813039","","0",""
"1","100411","10","0","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","11","1009813","1009813040","0","1","0"
"","0","","","","91","1009813","1009813041","","",""
"","100411","1","0.2","lsv_idle_surprise_talkR1","3","1009813","1009813042","","",""
"1","103611","0","0","lsv_talk_doya","3","1009813","1009813043","","lsv_talk_doya_loop","0.2"
"","vo_lsv","0","","vo_lsv_1322","21","1009813","1009813044","","0",""
"1","103611","10","0","因為今天我是老師啊。\n當然得像位老師才行！","11","1009813","1009813045","0","1","0"
"","0","","","","91","1009813","1009813046","","",""
"","103611","1","0.2","lsv_idle_doya","3","1009813","1009813047","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009813","1009813048","","",""
"","vo_lsv","0","","vo_lsv_1323","21","1009813","1009813049","","0",""
"1","102011","10","0","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","11","1009813","1009813050","0","1","0"
"","0","","","","91","1009813","1009813051","","",""
"","102011","1","0.2","lsv_idle_wish_joy","3","1009813","1009813052","","",""
"","103611","1","0.2","lsv_talk_cool_joy_loop","3","1009813","1009813053","","",""
"","vo_lsv","0","","vo_lsv_1324","21","1009813","1009813054","","0",""
"1","103611","10","0","美美妳問得很好。\n那麼……\n在此要向各位提問。","11","1009813","1009813055","0","1","0"
"","0","","","","91","1009813","1009813056","","",""
"","103611","1","0.2","lsv_idle_cool_joy","3","1009813","1009813057","","",""
"1","100411","0","0","lsv_talk_cool_sad","3","1009813","1009813058","","lsv_talk_cool_sad_loop","0.2"
"","vo_lsv","0","","vo_lsv_1325","21","1009813","1009813059","","0",""
"1","100411","10","0","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","11","1009813","1009813060","0","1","0"
"","0","","","","91","1009813","1009813061","","",""
"","100411","1","0.2","lsv_idle_cool_sad","3","1009813","1009813062","","",""
"1","100411","0","0","lsv_choice","3","1009813","1009813063","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009813","1009813064","","lsv_look_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009813","1009813065","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009813","1009813066","","",""
"2","100411","-235","","-452","2","1009813","1009813067","","0.33","0.2"
"2","103611","-220","","420","2","1009813","1009813068","","0.33","0.2"
"2","102011","-250","","545","2","1009813","1009813069","","0.33","0.2"
"","0","1","0.2","0","22","1009813","1009813070","","",""
"","好的老師！","0","","1009813074","103","1009813","1009813071","","",""
"","裝睡吧。","0","","1009813096","103","1009813","1009813072","","",""
"","要問我們什麼呢？","0","","1009813119","103","1009813","1009813073","","",""
"1","100411","0","0","lsv_choice","3","1009813","1009813074","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009813","1009813075","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009813","1009813076","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009813","1009813077","","",""
"2","100411","-235","","-200","2","1009813","1009813078","","0.33","0.2"
"2","103611","-220","","100","2","1009813","1009813079","","0.33","0.2"
"2","102011","-250","","270","2","1009813","1009813080","","0.33","0.2"
"","0.7","","","0","93","1009813","1009813081","","",""
"1","100411","0","0","lsv_surprise3","3","1009813","1009813082","","lsv_surprise3_loop","0.2"
"","vo_lsv","0","","vo_lsv_1326","21","1009813","1009813083","","0",""
"1","100411","10","0","竟然躍躍欲試！？","11","1009813","1009813084","0","1","0"
"","0","","","","91","1009813","1009813085","","",""
"","103611","1","0.2","lsv_talk_thinking_joyR","3","1009813","1009813086","","",""
"","vo_lsv","0","","vo_lsv_1327","21","1009813","1009813087","","0",""
"1","103611","10","0","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","11","1009813","1009813088","0","1","0"
"","0","","","","91","1009813","1009813089","","",""
"","103611","1","0.2","lsv_idle_thinking_joy1","3","1009813","1009813090","","",""
"1","102011","0","0","lsv_handsup_joy","3","1009813","1009813091","","lsv_idle_joy","0.2"
"","vo_lsv","0","","vo_lsv_1328","21","1009813","1009813092","","0",""
"1","102011","10","0","好的～我知道了。\n鏡華老師♪","11","1009813","1009813093","0","1","0"
"","0","","","","91","1009813","1009813094","","",""
"","1009813143","","","","101","1009813","1009813095","","",""
"1","100411","0","0","lsv_choice","3","1009813","1009813096","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009813","1009813097","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009813","1009813098","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009813","1009813099","","",""
"2","100411","-235","","-200","2","1009813","1009813100","","0.33","0.2"
"2","103611","-220","","100","2","1009813","1009813101","","0.33","0.2"
"2","102011","-250","","270","2","1009813","1009813102","","0.33","0.2"
"","0.7","","","0","93","1009813","1009813103","","",""
"1","100411","0","0.2","lsv_look_idle_sad_wink","3","1009813","1009813104","","lsv_sleep","0.2"
"","vo_lsv","0","","vo_lsv_1329","21","1009813","1009813105","","0",""
"1","100411","10","0","就……\n就是這個！哥哥。\n……呼──呼──呼──","11","1009813","1009813106","0","1","0"
"","0","","","","91","1009813","1009813107","","",""
"","100411","1","0.2","lsv_sleep","3","1009813","1009813108","","",""
"1","103611","0","0","lsv_exactly_in","3","1009813","1009813109","","lsv_exactly_loop","0.2"
"","vo_lsv","0","","vo_lsv_1330","21","1009813","1009813110","","0",""
"1","103611","10","0","嘿，那邊兩位同學！\n別在上課時睡覺！","11","1009813","1009813111","0","1","0"
"","0","","","","91","1009813","1009813112","","",""
"","103611","1","0.2","lsv_idle_arm_crossed","3","1009813","1009813113","","",""
"1","102011","0","0","lsv_surprise3_pain","3","1009813","1009813114","","lsv_surprise3_pain_loop","0.2"
"","vo_lsv","0","","vo_lsv_1331","21","1009813","1009813115","","0",""
"1","102011","10","0","你們起來啦～！\n大家一起學習嘛～！","11","1009813","1009813116","0","1","0"
"","0","","","","91","1009813","1009813117","","",""
"","1009813143","","","","101","1009813","1009813118","","",""
"1","100411","0","0","lsv_choice","3","1009813","1009813119","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009813","1009813120","","lsv_idle_normal","0.2"
"1","102011","0","0","lsv_choice","3","1009813","1009813121","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009813","1009813122","","",""
"2","100411","-235","","-200","2","1009813","1009813123","","0.33","0.2"
"2","103611","-220","","100","2","1009813","1009813124","","0.33","0.2"
"2","102011","-250","","270","2","1009813","1009813125","","0.33","0.2"
"","0.7","","","0","93","1009813","1009813126","","",""
"","100411","1","0.2","lsv_talk_bitter_sad","3","1009813","1009813127","","",""
"","vo_lsv","0","","vo_lsv_1332","21","1009813","1009813128","","0",""
"1","100411","10","0","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","11","1009813","1009813129","0","1","0"
"","0","","","","91","1009813","1009813130","","",""
"","100411","1","0.2","lsv_idle_bitter","3","1009813","1009813131","","",""
"1","103611","0","0","lsv_exactly_in","3","1009813","1009813132","","lsv_exactly_loop","0.2"
"","vo_lsv","0","","vo_lsv_1333","21","1009813","1009813133","","0",""
"1","103611","10","0","禊同學？\n不可以說老師\n是在扮演！","11","1009813","1009813134","0","1","0"
"","0","","","","91","1009813","1009813135","","",""
"","103611","1","0.2","lsv_idle_arm_crossed","3","1009813","1009813136","","",""
"","102011","1","0.2","lsv_talk_surprise_talkjoy","3","1009813","1009813137","","",""
"","vo_lsv","0","","vo_lsv_1334","21","1009813","1009813138","","0",""
"1","102011","10","0","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","11","1009813","1009813139","0","1","0"
"","0","","","","91","1009813","1009813140","","",""
"","102011","1","0.2","lsv_idle_surprise_joy","3","1009813","1009813141","","",""
"","1009813143","","","","101","1009813","1009813142","","",""
"","0","","","","91","1009813","1009813143","","",""
"","","","","","102","1009813","1009813144","","",""
"","0","","","0.2","22","1009813","1009813145","","",""
"","0.2","","","","93","1009813","1009813146","","",""
"0","102011","1","0","5","12","1009813","1009813147","0","0","0"
"","102011","1","0.2","lsv_talk_surprise","3","1009813","1009813148","","",""
"","3","","","0","93","1009813","1009813149","","",""
"","102011","1","0.2","lsv_idle_surprise","3","1009813","1009813150","","",""
"0","103611","1","0","10","12","1009813","1009813151","0","0","0"
"1","103611","0","0","lsv_talk_arm_crossed_joy","3","1009813","1009813152","","lsv_talk_arm_crossed_loop_joy","0.2"
"","3","","","0","93","1009813","1009813153","","",""
"","103611","1","0.2","lsv_idle_cool_joy","3","1009813","1009813154","","",""
"0","100411","1","0","2","12","1009813","1009813155","0","0","0"
"","100411","1","0.2","lsv_talk_bitter","3","1009813","1009813156","","",""
"","3","","","0","93","1009813","1009813157","","",""
"","100411","1","0.2","lsv_idle_normal_talkR","3","1009813","1009813158","","",""
"","1009813147","","","","101","1009813","1009813159","","",""
"0","333","1","1","1","6","1009813","1009813160","","1","0"
"","100411","","","1","4","1009813","1009813161","","",""
"","100411","1","0.2","lsv_run","3","1009813","1009813162","","",""
"0","100411","-235","","-750","2","1009813","1009813163","","0.8",""
"","103611","","","0","4","1009813","1009813164","","",""
"","103611","1","0.2","lsv_run","3","1009813","1009813165","","",""
"0","103611","-220","","750","2","1009813","1009813166","","0.8",""
"","102011","","","0","4","1009813","1009813167","","",""
"","102011","1","0.2","lsv_run","3","1009813","1009813168","","",""
"0","102011","-250","","850","2","1009813","1009813169","","0.8",""
"","0.6","","","","93","1009813","1009813170","","",""
"0","100411","1","0.2","1","6","1009813","1009813171","","1","0"
"0","103611","1","0.2","1","6","1009813","1009813172","","1","0"
"0","102011","1","0.2","1","6","1009813","1009813173","","1","0"
"","0","","","","91","1009813","1009813174","","",""
"-235","1","102","1.95","122811","1","1009814","1009814001","lsv_idle_normal","-650","0"
"-220","1","100","1.95","122911","1","1009814","1009814002","lsv_idle_normal","650","1"
"-250","1","101","1.95","122711","1","1009814","1009814003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009814","1009814004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009814","1009814005","","1","0"
"0","122811","1","0","1","6","1009814","1009814006","","1","0"
"0","122911","1","0","1","6","1009814","1009814007","","1","0"
"0","122711","1","0","1","6","1009814","1009814008","","1","0"
"","bgm_M610","0","","bgm_M610","25","1009814","1009814009","","0",""
"","1","","","0","93","1009814","1009814010","","",""
"0.4","333","1","0.8","1","6","1009814","1009814011","","1","0"
"","122911","1","0.2","lsv_walk","3","1009814","1009814012","","",""
"0","122911","-220","","100","2","1009814","1009814013","","2",""
"1","122911","1","0.4","1","6","1009814","1009814014","","1","0"
"","122711","1","0.2","lsv_walk","3","1009814","1009814015","","",""
"0","122711","-250","","270","2","1009814","1009814016","","2",""
"1","122711","1","0.4","1","6","1009814","1009814017","","1","0"
"","2","","","0","93","1009814","1009814018","","",""
