1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06
"","0","1009811","","0.2","1009811093","","","","","22"
"","1","1009811","","","1009811094","","","","","93"
"0","100411","1009811","0","2","1009811095","1","0","0","0","12"
"","100411","1009811","0.2","lsv_talk_bitter","1009811096","1","","","","3"
"","3","1009811","","0","1009811097","","","","","93"
"","100411","1009811","0.2","lsv_idle_normal","1009811098","1","","","","3"
"0","103611","1009811","0","10","1009811099","1","0","0","0","12"
"","103611","1009811","0.2","lsv_talk_joy1_normal","1009811100","1","","","","3"
"","3","1009811","","0","1009811101","","","","","93"
"","103611","1009811","0.2","lsv_idle_wish","1009811102","1","","","","3"
"0","102011","1009811","0","6","1009811103","1","0","0","0","12"
"","102011","1009811","0.2","lsv_talk_memory_dere2","1009811104","1","","","","3"
"","3","1009811","","0","1009811105","","","","","93"
"","102011","1009811","0.2","lsv_idle_joy","1009811106","1","","","","3"
"","1009811095","1009811","","","1009811107","","","","","101"
"0","333","1009811","1","1","1009811108","1","0","","1","6"
"","102011","1009811","","1","1009811109","","","","","4"
"","102011","1009811","0.2","lsv_run","1009811110","1","","","","3"
"","102011","1009811","","-750","1009811111","-235","0","","0.8","2"
"","103611","1009811","","0","1009811112","","","","","4"
"","103611","1009811","0.2","lsv_run","1009811113","1","","","","3"
"","103611","1009811","","750","1009811114","-220","0","","0.8","2"
"","100411","1009811","","0","1009811115","","","","","4"
"","100411","1009811","0.2","lsv_run","1009811116","1","","","","3"
"","100411","1009811","","850","1009811117","-250","0","","0.8","2"
"","0.6","1009811","","","1009811118","","","","","93"
"0","102011","1009811","0.2","1","1009811119","1","0","","1","6"
"0","103611","1009811","0.2","1","1009811120","1","0","","1","6"
"0","100411","1009811","0.2","1","1009811121","1","0","","1","6"
"","0","1009811","","","1009811122","","","","","91"
"0","1","1009812","1.95","103611","1009812001","102","-235","lsv_idle_normal","-750","1"
"1","1","1009812","1.95","100411","1009812002","100","-220","lsv_idle_normal","650","1"
"1","1","1009812","1.95","102011","1009812003","101","-250","lsv_idle_normal","750","1"
"0","1","1009812","1","333","1009812004","0","0","lsv_white_loop","0","5"
"0","333","1009812","0","1","1009812005","1","0","","1","6"
"0","103611","1009812","0","1","1009812006","1","0","","1","6"
"0","100411","1009812","0","1","1009812007","1","0","","1","6"
"0","102011","1009812","0","1","1009812008","1","0","","1","6"
"","103611","1009812","","2","1009812009","0","","","0","7"
"","103611","1009812","","-750","1009812010","-235","0","","0.5","2"
"","1","1009812","0","16","1009812011","-140","0.8","","10","31"
"","16","1009812","","2","1009812012","0","","","0","34"
"","1","1009812","","0","1009812013","","","","","93"
"0","333","1009812","0.8","1","1009812014","1","0.4","","1","6"
"0","103611","1009812","0.2","lsv_see_think_pre","1009812015","0","1","","lsv_see_think","3"
"","103611","1009812","","-600","1009812016","-235","0","","1.1","2"
"0","103611","1009812","0.4","1","1009812017","1","1","","1","6"
"","1","1009812","","","1009812018","","","","","93"
"","16","1009812","","1","1009812019","","","","","32"
"","0","1009812","","","1009812020","","","","","91"
"","103611","1009812","","240","1009812021","260","80","","0","94"
"","16","1009812","","0","1009812022","","","","","32"
"","103611","1009812","","0","1009812023","2","","","0","7"
"","103611","1009812","0.2","lsv_walk","1009812024","1","","","","3"
"","103611","1009812","","-250","1009812025","-235","0","","2","2"
"","100411","1009812","0.2","lsv_walk_joy","1009812026","1","","","","3"
"","100411","1009812","","100","1009812027","-220","0","","2","2"
"0","100411","1009812","0.4","1","1009812028","1","1","","1","6"
"","102011","1009812","0.2","lsv_walk","1009812029","1","","","","3"
"","102011","1009812","","270","1009812030","-250","0","","2","2"
"0","102011","1009812","0.4","1","1009812031","1","1","","1","6"
"","2","1009812","","","1009812032","","","","","93"
"","103611","1009812","0.2","lsv_idle_normal","1009812033","1","","","","3"
"","100411","1009812","0.2","lsv_idle_joy","1009812034","1","","","","3"
"","102011","1009812","0.2","lsv_idle_normal","1009812035","1","","","","3"
"","0.5","1009812","","","1009812036","","","","","93"
"","0","1009812","","","1009812037","","","","","91"
"","103611","1009812","0.2","lsv_talk_normal_sad","1009812038","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1221","1009812039","0","","","0","21"
"0","103611","1009812","0","寫說是祕密……\n但答案已經畫出來了吧？","1009812040","10","1","0","1","11"
"","0","1009812","","","1009812041","","","","","91"
"","103611","1009812","0.2","lsv_idle_normal_sad","1009812042","1","","","","3"
"","102011","1009812","0.2","lsv_talk_sad","1009812043","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1222","1009812044","0","","","0","21"
"0","102011","1009812","0","禊\n對哥哥\n惡作劇了嗎？","1009812045","10","1","0","1","11"
"","0","1009812","","","1009812046","","","","","91"
"","102011","1009812","0.2","lsv_idle_sad","1009812047","1","","","","3"
"0.2","100411","1009812","0","lsv_talk_cool_joy","1009812048","0","1","","lsv_talk_cool_joy_loop","3"
"","vo_lsv","1009812","","vo_lsv_1223","1009812049","0","","","0","21"
"0","100411","1009812","0","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","1009812050","10","1","0","1","11"
"","0","1009812","","","1009812051","","","","","91"
"","100411","1009812","0.2","lsv_talk_cool_joy_loop","1009812052","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1224","1009812053","0","","","0","21"
"0","100411","1009812","0","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","1009812054","10","1","0","1","11"
"","0","1009812","","","1009812055","","","","","91"
"","100411","1009812","0.2","lsv_idle_cool_joy","1009812056","1","","","","3"
"","103611","1009812","0.2","lsv_talk_bitter_sad","1009812057","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1225","1009812058","0","","","0","21"
"0","103611","1009812","0","禊到底教了些什麼啊？\n真叫人不安……","1009812059","10","1","0","1","11"
"","0","1009812","","","1009812060","","","","","91"
"","103611","1009812","0.2","lsv_idle_bitter_sad","1009812061","1","","","","3"
"0.2","103611","1009812","0","lsv_choice","1009812062","0","1","","lsv_look_idle_normal","3"
"0.2","100411","1009812","0","lsv_choice","1009812063","0","1","","lsv_look_idle_normal","3"
"0.2","102011","1009812","0","lsv_choice","1009812064","0","1","","lsv_look_idle_normal","3"
"","0.1","1009812","","0","1009812065","","","","","93"
"0.2","103611","1009812","","-452","1009812066","-235","2","","0.33","2"
"0.2","100411","1009812","","420","1009812067","-220","2","","0.33","2"
"0.2","102011","1009812","","545","1009812068","-250","2","","0.33","2"
"","0","1009812","0.2","0","1009812069","1","","","","22"
"","地洞陷阱的作法之類的？","1009812","","1009812073","1009812070","0","","","","103"
"","逃跑講座之類的？","1009812","","1009812097","1009812071","0","","","","103"
"","假哭的方法之類的？","1009812","","1009812121","1009812072","0","","","","103"
"0.2","103611","1009812","0","lsv_choice","1009812073","0","1","","lsv_idle_normal","3"
"0.2","100411","1009812","0","lsv_choice","1009812074","0","1","","lsv_idle_normal","3"
"0.2","102011","1009812","0","lsv_choice","1009812075","0","1","","lsv_idle_normal","3"
"","0.1","1009812","","0","1009812076","","","","","93"
"0.2","103611","1009812","","-200","1009812077","-235","2","","0.33","2"
"0.2","100411","1009812","","100","1009812078","-220","2","","0.33","2"
"0.2","102011","1009812","","270","1009812079","-250","2","","0.33","2"
"","0.7","1009812","","0","1009812080","","","","","93"
"0.2","102011","1009812","0","lsv_surprise_R2","1009812081","0","1","","lsv_talk_surprise_R2","3"
"","vo_lsv","1009812","","vo_lsv_1226","1009812082","0","","","0","21"
"0","102011","1009812","0","咦咦？\n地洞陷阱有點危險耶～","1009812083","10","1","0","1","11"
"","0","1009812","","","1009812084","","","","","91"
"","102011","1009812","0.2","lsv_idle_surprise","1009812085","1","","","","3"
"","100411","1009812","0.2","lsv_talk_bitter","1009812086","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1227","1009812087","0","","","0","21"
"0","100411","1009812","0","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","1009812088","10","1","0","1","11"
"","0","1009812","","","1009812089","","","","","91"
"","100411","1009812","0.2","lsv_idle_bitter","1009812090","1","","","","3"
"0.2","103611","1009812","0","lsv_talk_cool_sad","1009812091","0","1","","lsv_talk_cool_sad_loop","3"
"","vo_lsv","1009812","","vo_lsv_1228","1009812092","0","","","0","21"
"0","103611","1009812","0","所以有嘗試過啊……","1009812093","10","1","0","1","11"
"","0","1009812","","","1009812094","","","","","91"
"","103611","1009812","0.2","lsv_idle_normal_sad","1009812095","1","","","","3"
"","1009812145","1009812","","","1009812096","","","","","101"
"0.2","103611","1009812","0","lsv_choice","1009812097","0","1","","lsv_idle_normal","3"
"0.2","100411","1009812","0","lsv_choice","1009812098","0","1","","lsv_idle_normal","3"
"0.2","102011","1009812","0","lsv_choice","1009812099","0","1","","lsv_idle_normal","3"
"","0.1","1009812","","0","1009812100","","","","","93"
"0.2","103611","1009812","","-200","1009812101","-235","2","","0.33","2"
"0.2","100411","1009812","","100","1009812102","-220","2","","0.33","2"
"0.2","102011","1009812","","270","1009812103","-250","2","","0.33","2"
"","0.7","1009812","","0","1009812104","","","","","93"
"0.2","100411","1009812","0","lsv_exactly_joy_in","1009812105","0","1","","lsv_exactly_joy_loop","3"
"","vo_lsv","1009812","","vo_lsv_1229","1009812106","0","","","0","21"
"0","100411","1009812","0","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","1009812107","10","1","0","1","11"
"","0","1009812","","","1009812108","","","","","91"
"","100411","1009812","0.2","lsv_idle_joy","1009812109","1","","","","3"
"","103611","1009812","0.2","lsv_talk_thinking","1009812110","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1230","1009812111","0","","","0","21"
"0","103611","1009812","0","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","1009812112","10","1","0","1","11"
"","0","1009812","","","1009812113","","","","","91"
"","103611","1009812","0.2","lsv_idle_thinking_anger","1009812114","1","","","","3"
"","102011","1009812","0.2","lsv_talk_wish_joy","1009812115","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1231","1009812116","0","","","0","21"
"0","102011","1009812","0","擅長賽跑的小繆\n也很可愛呢～","1009812117","10","1","0","1","11"
"","0","1009812","","","1009812118","","","","","91"
"","102011","1009812","0.2","lsv_idle_wish_joy","1009812119","1","","","","3"
"","1009812145","1009812","","","1009812120","","","","","101"
"0.2","103611","1009812","0","lsv_choice","1009812121","0","1","","lsv_idle_normal","3"
"0.2","100411","1009812","0","lsv_choice","1009812122","0","1","","lsv_idle_normal","3"
"0.2","102011","1009812","0","lsv_choice","1009812123","0","1","","lsv_idle_normal","3"
"","0.1","1009812","","0","1009812124","","","","","93"
"0.2","103611","1009812","","-200","1009812125","-235","2","","0.33","2"
"0.2","100411","1009812","","100","1009812126","-220","2","","0.33","2"
"0.2","102011","1009812","","270","1009812127","-250","2","","0.33","2"
"","0.7","1009812","","0","1009812128","","","","","93"
"","100411","1009812","0.2","lsv_idle_sad3","1009812129","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1232","1009812130","0","","","0","21"
"0","100411","1009812","0","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","1009812131","10","1","0","1","11"
"","0","1009812","","","1009812132","","","","","91"
"","100411","1009812","0.2","lsv_idle_sad3","1009812133","1","","","","3"
"","102011","1009812","0.2","lsv_talk_sad3","1009812134","1","","","","3"
"","vo_lsv","1009812","","vo_lsv_1233","1009812135","0","","","0","21"
"0","102011","1009812","0","哇哇……！\n禊，不要哭～","1009812136","10","1","0","1","11"
"","0","1009812","","","1009812137","","","","","91"
"","102011","1009812","0.2","lsv_idle_sad","1009812138","1","","","","3"
"0.2","103611","1009812","0","lsv_talk_cool_sad","1009812139","0","1","","lsv_talk_cool_sad_loop","3"
"","vo_lsv","1009812","","vo_lsv_1234","1009812140","0","","","0","21"
"0","103611","1009812","0","……這絕對是教了吧。\n真是的……","1009812141","10","1","0","1","11"
"","0","1009812","","","1009812142","","","","","91"
"","103611","1009812","0.2","lsv_idle_cool_sad","1009812143","1","","","","3"
"","1009812145","1009812","","","1009812144","","","","","101"
"","0","1009812","","","1009812145","","","","","91"
"","","1009812","","","1009812146","","","","","102"
"","0","1009812","","0.2","1009812147","","","","","22"
"","0.2","1009812","","","1009812148","","","","","93"
"0","100411","1009812","0","10","1009812149","1","0","0","0","12"
"0.2","100411","1009812","0","lsv_eieio","1009812150","0","1","","lsv_eieio_loop","3"
"","3","1009812","","0","1009812151","","","","","93"
"","100411","1009812","0.2","lsv_idle_cool_joy","1009812152","1","","","","3"
"0","102011","1009812","0","4","1009812153","1","0","0","0","12"
"0.2","102011","1009812","0","lsv_surprise","1009812154","0","1","","lsv_talk_surprise","3"
"","3","1009812","","0","1009812155","","","","","93"
"","102011","1009812","0.2","lsv_idle_wish_joyR","1009812156","1","","","","3"
"0","103611","1009812","0","2","1009812157","1","0","0","0","12"
"","103611","1009812","0.2","lsv_talk_sad","1009812158","1","","","","3"
"","3","1009812","","0","1009812159","","","","","93"
"","103611","1009812","0.2","lsv_idle_sad","1009812160","1","","","","3"
"","1009812149","1009812","","","1009812161","","","","","101"
"0","333","1009812","1","1","1009812162","1","0","","1","6"
"","103611","1009812","","1","1009812163","","","","","4"
"","103611","1009812","0.2","lsv_run","1009812164","1","","","","3"
"","103611","1009812","","-750","1009812165","-235","0","","0.8","2"
"","100411","1009812","","0","1009812166","","","","","4"
"","100411","1009812","0.2","lsv_run","1009812167","1","","","","3"
"","100411","1009812","","750","1009812168","-220","0","","0.8","2"
"","102011","1009812","","0","1009812169","","","","","4"
"","102011","1009812","0.2","lsv_run","1009812170","1","","","","3"
"","102011","1009812","","850","1009812171","-250","0","","0.8","2"
"","0.6","1009812","","","1009812172","","","","","93"
"0","103611","1009812","0.2","1","1009812173","1","0","","1","6"
"0","100411","1009812","0.2","1","1009812174","1","0","","1","6"
"0","102011","1009812","0.2","1","1009812175","1","0","","1","6"
"","0","1009812","","","1009812176","","","","","91"
"0","1","1009813","1.95","100411","1009813001","102","-235","lsv_idle_normal","-750","1"
"1","1","1009813","1.95","103611","1009813002","100","-220","lsv_idle_normal","650","1"
"1","1","1009813","1.95","102011","1009813003","101","-250","lsv_idle_normal","750","1"
"0","1","1009813","1","333","1009813004","0","0","lsv_white_loop","0","5"
"0","333","1009813","0","1","1009813005","1","0","","1","6"
"0","100411","1009813","0","1","1009813006","1","0","","1","6"
"0","103611","1009813","0","1","1009813007","1","0","","1","6"
"0","102011","1009813","0","1","1009813008","1","0","","1","6"
"","100411","1009813","","2","1009813009","0","","","0","7"
"","100411","1009813","","-750","1009813010","-235","0","","0.5","2"
"","1","1009813","0","16","1009813011","-140","0.8","","10","31"
"","16","1009813","","2","1009813012","0","","","0","34"
"","1","1009813","","0","1009813013","","","","","93"
"0","333","1009813","0.8","1","1009813014","1","0.4","","1","6"
"0","100411","1009813","0.2","lsv_see_think_pre","1009813015","0","1","","lsv_see_think","3"
"","100411","1009813","","-600","1009813016","-235","0","","1.1","2"
"0","100411","1009813","0.4","1","1009813017","1","1","","1","6"
"","1","1009813","","","1009813018","","","","","93"
"","16","1009813","","1","1009813019","","","","","32"
"","0","1009813","","","1009813020","","","","","91"
"","100411","1009813","","240","1009813021","260","80","","0","94"
"","16","1009813","","0","1009813022","","","","","32"
"","100411","1009813","","0","1009813023","2","","","0","7"
"","100411","1009813","0.2","lsv_walk","1009813024","1","","","","3"
"","100411","1009813","","-250","1009813025","-235","0","","2","2"
"","103611","1009813","0.2","lsv_walk_joy","1009813026","1","","","","3"
"","103611","1009813","","100","1009813027","-220","0","","2","2"
"0","103611","1009813","0.4","1","1009813028","1","1","","1","6"
"","102011","1009813","0.2","lsv_walk","1009813029","1","","","","3"
"","102011","1009813","","270","1009813030","-250","0","","2","2"
"0","102011","1009813","0.4","1","1009813031","1","1","","1","6"
"","2","1009813","","","1009813032","","","","","93"
"","100411","1009813","0.2","lsv_idle_normal_talkR","1009813033","1","","","","3"
"","103611","1009813","0.2","lsv_idle_joy","1009813034","1","","","","3"
"","102011","1009813","0.2","lsv_idle_normal","1009813035","1","","","","3"
"","0.5","1009813","","","1009813036","","","","","93"
"","0","1009813","","","1009813037","","","","","91"
"","100411","1009813","0.2","lsv_talk_sad","1009813038","1","","","","3"
"","vo_lsv","1009813","","vo_lsv_1321","1009813039","0","","","0","21"
"0","100411","1009813","0","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","1009813040","10","1","0","1","11"
"","0","1009813","","","1009813041","","","","","91"
"","100411","1009813","0.2","lsv_idle_surprise_talkR1","1009813042","1","","","","3"
"0.2","103611","1009813","0","lsv_talk_doya","1009813043","0","1","","lsv_talk_doya_loop","3"
"","vo_lsv","1009813","","vo_lsv_1322","1009813044","0","","","0","21"
"0","103611","1009813","0","因為今天我是老師啊。\n當然得像位老師才行！","1009813045","10","1","0","1","11"
"","0","1009813","","","1009813046","","","","","91"
"","103611","1009813","0.2","lsv_idle_doya","1009813047","1","","","","3"
"","102011","1009813","0.2","lsv_talk_wish_joy","1009813048","1","","","","3"
"","vo_lsv","1009813","","vo_lsv_1323","1009813049","0","","","0","21"
"0","102011","1009813","0","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","1009813050","10","1","0","1","11"
"","0","1009813","","","1009813051","","","","","91"
"","102011","1009813","0.2","lsv_idle_wish_joy","1009813052","1","","","","3"
"","103611","1009813","0.2","lsv_talk_cool_joy_loop","1009813053","1","","","","3"
"","vo_lsv","1009813","","vo_lsv_1324","1009813054","0","","","0","21"
"0","103611","1009813","0","美美妳問得很好。\n那麼……\n在此要向各位提問。","1009813055","10","1","0","1","11"
"","0","1009813","","","1009813056","","","","","91"
"","103611","1009813","0.2","lsv_idle_cool_joy","1009813057","1","","","","3"
"0.2","100411","1009813","0","lsv_talk_cool_sad","1009813058","0","1","","lsv_talk_cool_sad_loop","3"
"","vo_lsv","1009813","","vo_lsv_1325","1009813059","0","","","0","21"
"0","100411","1009813","0","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","1009813060","10","1","0","1","11"
"","0","1009813","","","1009813061","","","","","91"
"","100411","1009813","0.2","lsv_idle_cool_sad","1009813062","1","","","","3"
"0.2","100411","1009813","0","lsv_choice","1009813063","0","1","","lsv_look_idle_normal","3"
"0.2","103611","1009813","0","lsv_choice","1009813064","0","1","","lsv_look_idle_normal","3"
"0.2","102011","1009813","0","lsv_choice","1009813065","0","1","","lsv_look_idle_normal","3"
"","0.1","1009813","","0","1009813066","","","","","93"
"0.2","100411","1009813","","-452","1009813067","-235","2","","0.33","2"
"0.2","103611","1009813","","420","1009813068","-220","2","","0.33","2"
"0.2","102011","1009813","","545","1009813069","-250","2","","0.33","2"
"","0","1009813","0.2","0","1009813070","1","","","","22"
"","好的老師！","1009813","","1009813074","1009813071","0","","","","103"
"","裝睡吧。","1009813","","1009813096","1009813072","0","","","","103"
"","要問我們什麼呢？","1009813","","1009813119","1009813073","0","","","","103"
"0.2","100411","1009813","0","lsv_choice","1009813074","0","1","","lsv_idle_normal","3"
"0.2","103611","1009813","0","lsv_choice","1009813075","0","1","","lsv_idle_normal","3"
"0.2","102011","1009813","0","lsv_choice","1009813076","0","1","","lsv_idle_normal","3"
"","0.1","1009813","","0","1009813077","","","","","93"
"0.2","100411","1009813","","-200","1009813078","-235","2","","0.33","2"
"0.2","103611","1009813","","100","1009813079","-220","2","","0.33","2"
"0.2","102011","1009813","","270","1009813080","-250","2","","0.33","2"
"","0.7","1009813","","0","1009813081","","","","","93"
"0.2","100411","1009813","0","lsv_surprise3","1009813082","0","1","","lsv_surprise3_loop","3"
"","vo_lsv","1009813","","vo_lsv_1326","1009813083","0","","","0","21"
"0","100411","1009813","0","竟然躍躍欲試！？","1009813084","10","1","0","1","11"
"","0","1009813","","","1009813085","","","","","91"
"","103611","1009813","0.2","lsv_talk_thinking_joyR","1009813086","1","","","","3"
"","vo_lsv","1009813","","vo_lsv_1327","1009813087","0","","","0","21"
"0","103611","1009813","0","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","1009813088","10","1","0","1","11"
"","0","1009813","","","1009813089","","","","","91"
"","103611","1009813","0.2","lsv_idle_thinking_joy1","1009813090","1","","","","3"
"0.2","102011","1009813","0","lsv_handsup_joy","1009813091","0","1","","lsv_idle_joy","3"
"","vo_lsv","1009813","","vo_lsv_1328","1009813092","0","","","0","21"
"0","102011","1009813","0","好的～我知道了。\n鏡華老師♪","1009813093","10","1","0","1","11"
"","0","1009813","","","1009813094","","","","","91"
"","1009813143","1009813","","","1009813095","","","","","101"
"0.2","100411","1009813","0","lsv_choice","1009813096","0","1","","lsv_idle_normal","3"
"0.2","103611","1009813","0","lsv_choice","1009813097","0","1","","lsv_idle_normal","3"
"0.2","102011","1009813","0","lsv_choice","1009813098","0","1","","lsv_idle_normal","3"
"","0.1","1009813","","0","1009813099","","","","","93"
"0.2","100411","1009813","","-200","1009813100","-235","2","","0.33","2"
"0.2","103611","1009813","","100","1009813101","-220","2","","0.33","2"
"0.2","102011","1009813","","270","1009813102","-250","2","","0.33","2"
"","0.7","1009813","","0","1009813103","","","","","93"
"0.2","100411","1009813","0.2","lsv_look_idle_sad_wink","1009813104","0","1","","lsv_sleep","3"
"","vo_lsv","1009813","","vo_lsv_1329","1009813105","0","","","0","21"
"0","100411","1009813","0","就……\n就是這個！哥哥。\n……呼──呼──呼──","1009813106","10","1","0","1","11"
"","0","1009813","","","1009813107","","","","","91"
"","100411","1009813","0.2","lsv_sleep","1009813108","1","","","","3"
"0.2","103611","1009813","0","lsv_exactly_in","1009813109","0","1","","lsv_exactly_loop","3"
"","vo_lsv","1009813","","vo_lsv_1330","1009813110","0","","","0","21"
"0","103611","1009813","0","嘿，那邊兩位同學！\n別在上課時睡覺！","1009813111","10","1","0","1","11"
"","0","1009813","","","1009813112","","","","","91"
"","103611","1009813","0.2","lsv_idle_arm_crossed","1009813113","1","","","","3"
"0.2","102011","1009813","0","lsv_surprise3_pain","1009813114","0","1","","lsv_surprise3_pain_loop","3"
"","vo_lsv","1009813","","vo_lsv_1331","1009813115","0","","","0","21"
"0","102011","1009813","0","你們起來啦～！\n大家一起學習嘛～！","1009813116","10","1","0","1","11"
"","0","1009813","","","1009813117","","","","","91"
"","1009813143","1009813","","","1009813118","","","","","101"
"0.2","100411","1009813","0","lsv_choice","1009813119","0","1","","lsv_idle_normal","3"
"0.2","103611","1009813","0","lsv_choice","1009813120","0","1","","lsv_idle_normal","3"
"0.2","102011","1009813","0","lsv_choice","1009813121","0","1","","lsv_idle_normal","3"
"","0.1","1009813","","0","1009813122","","","","","93"
"0.2","100411","1009813","","-200","1009813123","-235","2","","0.33","2"
"0.2","103611","1009813","","100","1009813124","-220","2","","0.33","2"
"0.2","102011","1009813","","270","1009813125","-250","2","","0.33","2"
"","0.7","1009813","","0","1009813126","","","","","93"
"","100411","1009813","0.2","lsv_talk_bitter_sad","1009813127","1","","","","3"
"","vo_lsv","1009813","","vo_lsv_1332","1009813128","0","","","0","21"
"0","100411","1009813","0","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","1009813129","10","1","0","1","11"
"","0","1009813","","","1009813130","","","","","91"
"","100411","1009813","0.2","lsv_idle_bitter","1009813131","1","","","","3"
"0.2","103611","1009813","0","lsv_exactly_in","1009813132","0","1","","lsv_exactly_loop","3"
"","vo_lsv","1009813","","vo_lsv_1333","1009813133","0","","","0","21"
"0","103611","1009813","0","禊同學？\n不可以說老師\n是在扮演！","1009813134","10","1","0","1","11"
"","0","1009813","","","1009813135","","","","","91"
"","103611","1009813","0.2","lsv_idle_arm_crossed","1009813136","1","","","","3"
"","102011","1009813","0.2","lsv_talk_surprise_talkjoy","1009813137","1","","","","3"
"","vo_lsv","1009813","","vo_lsv_1334","1009813138","0","","","0","21"
"0","102011","1009813","0","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","1009813139","10","1","0","1","11"
"","0","1009813","","","1009813140","","","","","91"
"","102011","1009813","0.2","lsv_idle_surprise_joy","1009813141","1","","","","3"
"","1009813143","1009813","","","1009813142","","","","","101"
"","0","1009813","","","1009813143","","","","","91"
"","","1009813","","","1009813144","","","","","102"
"","0","1009813","","0.2","1009813145","","","","","22"
"","0.2","1009813","","","1009813146","","","","","93"
"0","102011","1009813","0","5","1009813147","1","0","0","0","12"
"","102011","1009813","0.2","lsv_talk_surprise","1009813148","1","","","","3"
"","3","1009813","","0","1009813149","","","","","93"
"","102011","1009813","0.2","lsv_idle_surprise","1009813150","1","","","","3"
"0","103611","1009813","0","10","1009813151","1","0","0","0","12"
"0.2","103611","1009813","0","lsv_talk_arm_crossed_joy","1009813152","0","1","","lsv_talk_arm_crossed_loop_joy","3"
"","3","1009813","","0","1009813153","","","","","93"
"","103611","1009813","0.2","lsv_idle_cool_joy","1009813154","1","","","","3"
"0","100411","1009813","0","2","1009813155","1","0","0","0","12"
"","100411","1009813","0.2","lsv_talk_bitter","1009813156","1","","","","3"
"","3","1009813","","0","1009813157","","","","","93"
"","100411","1009813","0.2","lsv_idle_normal_talkR","1009813158","1","","","","3"
"","1009813147","1009813","","","1009813159","","","","","101"
"0","333","1009813","1","1","1009813160","1","0","","1","6"
"","100411","1009813","","1","1009813161","","","","","4"
"","100411","1009813","0.2","lsv_run","1009813162","1","","","","3"
"","100411","1009813","","-750","1009813163","-235","0","","0.8","2"
"","103611","1009813","","0","1009813164","","","","","4"
"","103611","1009813","0.2","lsv_run","1009813165","1","","","","3"
"","103611","1009813","","750","1009813166","-220","0","","0.8","2"
"","102011","1009813","","0","1009813167","","","","","4"
"","102011","1009813","0.2","lsv_run","1009813168","1","","","","3"
"","102011","1009813","","850","1009813169","-250","0","","0.8","2"
"","0.6","1009813","","","1009813170","","","","","93"
"0","100411","1009813","0.2","1","1009813171","1","0","","1","6"
"0","103611","1009813","0.2","1","1009813172","1","0","","1","6"
"0","102011","1009813","0.2","1","1009813173","1","0","","1","6"
"","0","1009813","","","1009813174","","","","","91"
"0","1","1009814","1.95","122811","1009814001","102","-235","lsv_idle_normal","-650","1"
"1","1","1009814","1.95","122911","1009814002","100","-220","lsv_idle_normal","650","1"
"1","1","1009814","1.95","122711","1009814003","101","-250","lsv_idle_normal","750","1"
"0","1","1009814","1","333","1009814004","0","0","lsv_white_loop","0","5"
"0","333","1009814","0","1","1009814005","1","0","","1","6"
"0","122811","1009814","0","1","1009814006","1","0","","1","6"
"0","122911","1009814","0","1","1009814007","1","0","","1","6"
"0","122711","1009814","0","1","1009814008","1","0","","1","6"
"","bgm_M610","1009814","","bgm_M610","1009814009","0","","","0","25"
"","1","1009814","","0","1009814010","","","","","93"
"0","333","1009814","0.8","1","1009814011","1","0.4","","1","6"
"","122911","1009814","0.2","lsv_walk","1009814012","1","","","","3"
"","122911","1009814","","100","1009814013","-220","0","","2","2"
"0","122911","1009814","0.4","1","1009814014","1","1","","1","6"
