e5269e84fc38151bb1c5da8b9e59aac07878c8e4f575e0f57da0060d7832299b,491c567b4ed0214f0c4c699094d3332841e7918382bd928d1a3ca8e5988d028b,ef608a375a3bd4e7f4941b41b601a6f2662b57bc7b8537bf85ae79859413c036,ffea15582219506133d0055a793a1bc2c61aca5c7934294b3d989a8bd4df0a34,6d76a202219319ff6e66160c8ab1e18cbee82e9de68fe59ba7a049dcdcfa1a16,f466c651b9b2b351171236a841fcf9ac4d7e538519d7e19eec808554cfaba62e,79652d6f220af18c933b2783b3423f5030e5db88af8d0e176fd3be53c0d29337,4f93761958159a7a156011ad7008ae6b267557d0ae80ef72157586036e9ef7c8,53bbe130e57d59fb7f5bb6a32f8a2bc63019e4c9df823a793c0b7c4067317f74,155f4949bc6ba8b5aa2ea5c4ad3e1bc296221787b03bf5d91d1f72426cc1532e
"2","199","2023/04/17 04:59:59","10180015","0","180","2021/02/09 05:00:00","20002","11004001","34"
"2","199","2023/04/17 04:59:59","10180016","0","180","2021/02/09 05:00:00","90007","11004001","500"
"5","199","2023/04/17 04:59:59","10180017","0","180","2021/02/09 05:00:00","0","11005001","55"
"12","199","2023/04/17 04:59:59","10180018","0","180","2021/02/09 05:00:00","94002","11005001","100000"
"2","199","2023/04/17 04:59:59","10180019","0","180","2021/02/09 05:00:00","90007","11005001","500"
"5","199","2030/12/31 23:59:59","10180023","0","180","2023/04/17 05:00:00","0","11001001","80"
"5","199","2023/04/17 04:59:59","10180024","0","180","2021/02/09 05:00:00","0","14001001","55"
"12","199","2023/04/17 04:59:59","10180025","0","180","2021/02/09 05:00:00","94002","14001001","260000"
"2","199","2023/04/17 04:59:59","10180026","0","180","2021/02/09 05:00:00","20003","14001001","10"
"5","199","2023/04/17 04:59:59","10180027","0","180","2021/02/09 05:00:00","0","14003001","70"
"12","199","2023/04/17 04:59:59","10180028","0","180","2021/02/09 05:00:00","94002","14003001","450000"
"2","199","2023/04/17 04:59:59","10180029","0","180","2021/02/09 05:00:00","22002","14003001","4"
"12","199","2030/12/31 23:59:59","10180030","0","180","2023/04/17 05:00:00","94002","11001001","100000"
"8","199","2030/12/31 23:59:59","10180031","0","180","2023/04/17 05:00:00","91002","11001001","10"
"5","199","2030/12/31 23:59:59","10180032","0","180","2023/04/17 05:00:00","0","11003001","110"
"2","199","2030/12/31 23:59:59","10180033","0","180","2023/04/17 05:00:00","20002","11003001","34"
"8","199","2030/12/31 23:59:59","10180034","0","180","2023/04/17 05:00:00","91002","11003001","10"
"5","199","2030/12/31 23:59:59","10180035","0","180","2023/04/17 05:00:00","0","13002001","60"
"5","199","2030/12/31 23:59:59","10180036","0","180","2023/04/17 05:00:00","0","18004001","60"
"5","199","2024/06/14 15:59:59","10180037","0","180","2023/04/17 05:00:00","0","16006001","70"
"5","199","2024/06/14 15:59:59","10180038","0","180","2023/04/17 05:00:00","0","16007001","70"
"2","199","2024/06/14 15:59:59","10180039","0","180","2023/04/17 05:00:00","22001","16007001","3"
"5","199","2030/12/31 23:59:59","10180040","0","180","2023/04/17 05:00:00","0","11004001","90"
"2","199","2030/12/31 23:59:59","10180041","0","180","2023/04/17 05:00:00","20002","11004001","34"
"2","199","2030/12/31 23:59:59","10180042","0","180","2023/04/17 05:00:00","90007","11004001","500"
"5","199","2030/12/31 23:59:59","10180043","0","180","2023/04/17 05:00:00","0","11005001","110"
"12","199","2030/12/31 23:59:59","10180044","0","180","2023/04/17 05:00:00","94002","11005001","100000"
"2","199","2030/12/31 23:59:59","10180045","0","180","2023/04/17 05:00:00","90007","11005001","500"
"5","199","2030/12/31 23:59:59","10180046","0","180","2023/04/17 05:00:00","0","14001001","110"
"12","199","2030/12/31 23:59:59","10180047","0","180","2023/04/17 05:00:00","94002","14001001","260000"
"2","199","2030/12/31 23:59:59","10180048","0","180","2023/04/17 05:00:00","20003","14001001","10"
"5","199","2030/12/31 23:59:59","10180049","0","180","2023/04/17 05:00:00","0","14003001","140"
"12","199","2030/12/31 23:59:59","10180050","0","180","2023/04/17 05:00:00","94002","14003001","450000"
"2","199","2030/12/31 23:59:59","10180051","0","180","2023/04/17 05:00:00","22002","14003001","4"
"5","199","2023/04/17 04:59:59","10180114","0","180","2021/02/09 05:00:00","0","11101001","30"
"2","199","2023/04/17 04:59:59","10180115","0","180","2021/02/09 05:00:00","20003","11101001","10"
"5","199","2023/04/17 04:59:59","10180121","0","180","2021/02/09 05:00:00","0","11001002","40"
"12","199","2023/04/17 04:59:59","10180122","0","180","2021/02/09 05:00:00","94002","11001002","100000"
"2","199","2023/04/17 04:59:59","10180123","0","180","2021/02/09 05:00:00","23001","11001002","6"
"5","199","2030/12/31 23:59:59","10180152","0","180","2023/04/17 05:00:00","0","11101001","60"
"2","199","2030/12/31 23:59:59","10180153","0","180","2023/04/17 05:00:00","20003","11101001","10"
"5","199","2030/12/31 23:59:59","10180154","0","180","2023/04/17 05:00:00","0","11001002","80"
"12","199","2030/12/31 23:59:59","10180155","0","180","2023/04/17 05:00:00","94002","11001002","100000"
"2","199","2026/03/13 04:59:59","10180156","0","180","2023/04/17 05:00:00","23001","11001002","6"
"2","199","2030/12/31 23:59:59","10180157","0","180","2026/03/13 05:00:00","23003","11001002","100"
"5","219","2030/12/31 23:59:59","10200003","0","200","2021/10/15 16:00:00","0","11001001","45"
"12","219","2030/12/31 23:59:59","10200004","0","200","2021/10/15 16:00:00","94002","11001001","110000"
"8","219","2030/12/31 23:59:59","10200005","0","200","2021/10/15 16:00:00","91002","11001001","10"
"5","219","2030/12/31 23:59:59","10200006","0","200","2021/10/15 16:00:00","0","11003001","55"
"2","219","2030/12/31 23:59:59","10200007","0","200","2021/10/15 16:00:00","20002","11003001","38"
"8","219","2030/12/31 23:59:59","10200008","0","200","2021/10/15 16:00:00","91002","11003001","10"
"5","219","2030/12/31 23:59:59","10200009","0","200","2022/11/15 16:00:00","0","13002001","30"
"5","219","2030/12/31 23:59:59","10200010","0","200","2021/10/15 16:00:00","0","18004001","30"
"5","219","2024/06/14 15:59:59","10200011","0","200","2021/10/15 16:00:00","0","16006001","35"
"5","219","2024/06/14 15:59:59","10200012","0","200","2021/10/15 16:00:00","0","16007001","35"
"2","219","2024/06/14 15:59:59","10200013","0","200","2021/10/15 16:00:00","22001","16007001","3"
"5","219","2030/12/31 23:59:59","10200014","0","200","2021/10/15 16:00:00","0","11004001","45"
"2","219","2030/12/31 23:59:59","10200015","0","200","2021/10/15 16:00:00","20002","11004001","38"
"2","219","2030/12/31 23:59:59","10200016","0","200","2021/10/15 16:00:00","90007","11004001","500"
"5","219","2030/12/31 23:59:59","10200017","0","200","2021/10/15 16:00:00","0","11005001","55"
"12","219","2030/12/31 23:59:59","10200018","0","200","2021/10/15 16:00:00","94002","11005001","120000"
"2","219","2030/12/31 23:59:59","10200019","0","200","2021/10/15 16:00:00","90007","11005001","500"
"5","219","2030/12/31 23:59:59","10200024","0","200","2021/10/15 16:00:00","0","14001001","55"
"12","219","2030/12/31 23:59:59","10200025","0","200","2021/10/15 16:00:00","94002","14001001","280000"
"2","219","2030/12/31 23:59:59","10200026","0","200","2021/10/15 16:00:00","20003","14001001","11"
"5","219","2030/12/31 23:59:59","10200027","0","200","2021/10/15 16:00:00","0","14003001","70"
"12","219","2030/12/31 23:59:59","10200028","0","200","2021/10/15 16:00:00","94002","14003001","480000"
"2","219","2030/12/31 23:59:59","10200029","0","200","2021/10/15 16:00:00","22002","14003001","4"
"5","219","2030/12/31 23:59:59","10200114","0","200","2021/10/15 16:00:00","0","11101001","30"
"2","219","2030/12/31 23:59:59","10200115","0","200","2021/10/15 16:00:00","20003","11101001","11"
"5","219","2030/12/31 23:59:59","10200121","0","200","2021/10/15 16:00:00","0","11001002","45"
"12","219","2030/12/31 23:59:59","10200122","0","200","2021/10/15 16:00:00","94002","11001002","110000"
"2","219","2026/03/13 04:59:59","10200123","0","200","2021/10/15 16:00:00","23001","11001002","6"
"2","219","2030/12/31 23:59:59","10200124","0","200","2026/03/13 05:00:00","23003","11001002","100"
"5","239","2030/12/31 23:59:59","10220003","0","220","2022/04/15 16:00:00","0","11001001","45"
"12","239","2030/12/31 23:59:59","10220004","0","220","2022/04/15 16:00:00","94002","11001001","120000"
"8","239","2030/12/31 23:59:59","10220005","0","220","2022/04/15 16:00:00","91002","11001001","10"
"5","239","2030/12/31 23:59:59","10220006","0","220","2022/04/15 16:00:00","0","11003001","60"
"2","239","2030/12/31 23:59:59","10220007","0","220","2022/04/15 16:00:00","20002","11003001","42"
"8","239","2030/12/31 23:59:59","10220008","0","220","2022/04/15 16:00:00","91002","11003001","10"
"5","239","2030/12/31 23:59:59","10220009","0","220","2022/11/15 16:00:00","0","13002001","30"
"5","239","2030/12/31 23:59:59","10220010","0","220","2022/04/15 16:00:00","0","18004001","30"
"5","239","2024/06/14 15:59:59","10220011","0","220","2022/04/15 16:00:00","0","16006001","40"
"5","239","2024/06/14 15:59:59","10220012","0","220","2022/04/15 16:00:00","0","16007001","35"
"2","239","2024/06/14 15:59:59","10220013","0","220","2022/04/15 16:00:00","22001","16007001","3"
"5","239","2030/12/31 23:59:59","10220014","0","220","2022/04/15 16:00:00","0","11004001","45"
"2","239","2030/12/31 23:59:59","10220015","0","220","2022/04/15 16:00:00","20002","11004001","42"
"2","239","2030/12/31 23:59:59","10220016","0","220","2022/04/15 16:00:00","90007","11004001","500"
"5","239","2030/12/31 23:59:59","10220017","0","220","2022/04/15 16:00:00","0","11005001","55"
"12","239","2030/12/31 23:59:59","10220018","0","220","2022/04/15 16:00:00","94002","11005001","130000"
"2","239","2030/12/31 23:59:59","10220019","0","220","2022/04/15 16:00:00","90007","11005001","500"
"5","239","2030/12/31 23:59:59","10220024","0","220","2022/04/15 16:00:00","0","14001001","55"
"12","239","2030/12/31 23:59:59","10220025","0","220","2022/04/15 16:00:00","94002","14001001","300000"
"2","239","2030/12/31 23:59:59","10220026","0","220","2022/04/15 16:00:00","20003","14001001","12"
"5","239","2030/12/31 23:59:59","10220027","0","220","2022/04/15 16:00:00","0","14003001","70"
"12","239","2030/12/31 23:59:59","10220028","0","220","2022/04/15 16:00:00","94002","14003001","510000"
"2","239","2030/12/31 23:59:59","10220029","0","220","2022/04/15 16:00:00","22002","14003001","4"
"5","239","2030/12/31 23:59:59","10220114","0","220","2022/04/15 16:00:00","0","11101001","30"
"2","239","2030/12/31 23:59:59","10220115","0","220","2022/04/15 16:00:00","20003","11101001","12"
"5","239","2030/12/31 23:59:59","10220121","0","220","2022/04/15 16:00:00","0","11001002","45"
"12","239","2030/12/31 23:59:59","10220122","0","220","2022/04/15 16:00:00","94002","11001002","120000"
"2","239","2026/03/13 04:59:59","10220123","0","220","2022/04/15 16:00:00","23001","11001002","6"
"2","239","2030/12/31 23:59:59","10220124","0","220","2026/03/13 05:00:00","23003","11001002","100"
"5","259","2030/12/31 23:59:59","10240003","0","240","2022/11/15 16:00:00","0","11001001","45"
"12","259","2030/12/31 23:59:59","10240004","0","240","2022/11/15 16:00:00","94002","11001001","130000"
"8","259","2030/12/31 23:59:59","10240005","0","240","2022/11/15 16:00:00","91002","11001001","10"
"5","259","2030/12/31 23:59:59","10240006","0","240","2022/11/15 16:00:00","0","11003001","60"
"2","259","2030/12/31 23:59:59","10240007","0","240","2022/11/15 16:00:00","20002","11003001","46"
"8","259","2030/12/31 23:59:59","10240008","0","240","2022/11/15 16:00:00","91002","11003001","10"
"5","259","2030/12/31 23:59:59","10240009","0","240","2022/11/15 16:00:00","0","13002001","30"
"5","259","2030/12/31 23:59:59","10240010","0","240","2022/11/15 16:00:00","0","18004001","30"
"5","259","2024/06/14 15:59:59","10240011","0","240","2022/11/15 16:00:00","0","16006001","40"
"5","259","2024/06/14 15:59:59","10240012","0","240","2022/11/15 16:00:00","0","16007001","35"
"2","259","2024/06/14 15:59:59","10240013","0","240","2022/11/15 16:00:00","22001","16007001","3"
"5","259","2030/12/31 23:59:59","10240014","0","240","2022/11/15 16:00:00","0","11004001","45"
"2","259","2030/12/31 23:59:59","10240015","0","240","2022/11/15 16:00:00","20002","11004001","46"
"2","259","2030/12/31 23:59:59","10240016","0","240","2022/11/15 16:00:00","90007","11004001","500"
"5","259","2030/12/31 23:59:59","10240017","0","240","2022/11/15 16:00:00","0","11005001","55"
"12","259","2030/12/31 23:59:59","10240018","0","240","2022/11/15 16:00:00","94002","11005001","140000"
"2","259","2030/12/31 23:59:59","10240019","0","240","2022/11/15 16:00:00","90007","11005001","500"
"5","259","2030/12/31 23:59:59","10240024","0","240","2022/11/15 16:00:00","0","14001001","55"
"12","259","2030/12/31 23:59:59","10240025","0","240","2022/11/15 16:00:00","94002","14001001","320000"
"2","259","2030/12/31 23:59:59","10240026","0","240","2022/11/15 16:00:00","20003","14001001","13"
"5","259","2030/12/31 23:59:59","10240027","0","240","2022/11/15 16:00:00","0","14003001","70"
"12","259","2030/12/31 23:59:59","10240028","0","240","2022/11/15 16:00:00","94002","14003001","540000"
"2","259","2030/12/31 23:59:59","10240029","0","240","2022/11/15 16:00:00","22002","14003001","4"
"5","259","2030/12/31 23:59:59","10240114","0","240","2022/11/15 16:00:00","0","11101001","30"
"2","259","2030/12/31 23:59:59","10240115","0","240","2022/11/15 16:00:00","20003","11101001","13"
"5","259","2030/12/31 23:59:59","10240121","0","240","2022/11/15 16:00:00","0","11001002","45"
"12","259","2030/12/31 23:59:59","10240122","0","240","2022/11/15 16:00:00","94002","11001002","130000"
"2","259","2026/03/13 04:59:59","10240123","0","240","2022/11/15 16:00:00","23001","11001002","6"
"2","259","2030/12/31 23:59:59","10240124","0","240","2026/03/13 05:00:00","23003","11001002","100"
"5","279","2030/12/31 23:59:59","10260003","0","260","2023/06/15 16:00:00","0","11001001","45"
"12","279","2030/12/31 23:59:59","10260004","0","260","2023/06/15 16:00:00","94002","11001001","140000"
"8","279","2030/12/31 23:59:59","10260005","0","260","2023/06/15 16:00:00","91002","11001001","10"
"5","279","2030/12/31 23:59:59","10260006","0","260","2023/06/15 16:00:00","0","11003001","60"
"2","279","2030/12/31 23:59:59","10260007","0","260","2023/06/15 16:00:00","20002","11003001","50"
"8","279","2030/12/31 23:59:59","10260008","0","260","2023/06/15 16:00:00","91002","11003001","10"
"5","279","2030/12/31 23:59:59","10260009","0","260","2023/06/15 16:00:00","0","13002001","30"
"5","279","2030/12/31 23:59:59","10260010","0","260","2023/06/15 16:00:00","0","18004001","30"
"5","279","2024/06/14 15:59:59","10260011","0","260","2023/06/15 16:00:00","0","16006001","40"
"5","279","2024/06/14 15:59:59","10260012","0","260","2023/06/15 16:00:00","0","16007001","35"
"2","279","2024/06/14 15:59:59","10260013","0","260","2023/06/15 16:00:00","22001","16007001","3"
"5","279","2030/12/31 23:59:59","10260014","0","260","2023/06/15 16:00:00","0","11004001","45"
"2","279","2030/12/31 23:59:59","10260015","0","260","2023/06/15 16:00:00","20002","11004001","50"
"2","279","2030/12/31 23:59:59","10260016","0","260","2023/06/15 16:00:00","90007","11004001","500"
"5","279","2030/12/31 23:59:59","10260017","0","260","2023/06/15 16:00:00","0","11005001","55"
"12","279","2030/12/31 23:59:59","10260018","0","260","2023/06/15 16:00:00","94002","11005001","150000"
"2","279","2030/12/31 23:59:59","10260019","0","260","2023/06/15 16:00:00","90007","11005001","500"
"5","279","2030/12/31 23:59:59","10260024","0","260","2023/06/15 16:00:00","0","14001001","55"
"12","279","2030/12/31 23:59:59","10260025","0","260","2023/06/15 16:00:00","94002","14001001","340000"
"2","279","2030/12/31 23:59:59","10260026","0","260","2023/06/15 16:00:00","20003","14001001","14"
"5","279","2030/12/31 23:59:59","10260027","0","260","2023/06/15 16:00:00","0","14003001","70"
"12","279","2030/12/31 23:59:59","10260028","0","260","2023/06/15 16:00:00","94002","14003001","570000"
"2","279","2030/12/31 23:59:59","10260029","0","260","2023/06/15 16:00:00","22002","14003001","4"
"5","279","2030/12/31 23:59:59","10260114","0","260","2023/06/15 16:00:00","0","11101001","30"
"2","279","2030/12/31 23:59:59","10260115","0","260","2023/06/15 16:00:00","20003","11101001","14"
"5","279","2030/12/31 23:59:59","10260121","0","260","2023/06/15 16:00:00","0","11001002","45"
"12","279","2030/12/31 23:59:59","10260122","0","260","2023/06/15 16:00:00","94002","11001002","140000"
"2","279","2026/03/13 04:59:59","10260123","0","260","2023/06/15 16:00:00","23001","11001002","6"
"2","279","2030/12/31 23:59:59","10260124","0","260","2026/03/13 05:00:00","23003","11001002","100"
"5","299","2030/12/31 23:59:59","10280003","0","280","2023/12/15 16:00:00","0","11001001","45"
"12","299","2030/12/31 23:59:59","10280004","0","280","2023/12/15 16:00:00","94002","11001001","150000"
"8","299","2030/12/31 23:59:59","10280005","0","280","2023/12/15 16:00:00","91002","11001001","10"
"5","299","2030/12/31 23:59:59","10280006","0","280","2023/12/15 16:00:00","0","11003001","60"
"2","299","2030/12/31 23:59:59","10280007","0","280","2023/12/15 16:00:00","20002","11003001","54"
"8","299","2030/12/31 23:59:59","10280008","0","280","2023/12/15 16:00:00","91002","11003001","10"
"5","299","2030/12/31 23:59:59","10280009","0","280","2023/12/15 16:00:00","0","13002001","30"
"5","299","2030/12/31 23:59:59","10280010","0","280","2023/12/15 16:00:00","0","18004001","30"
"5","-1","2024/06/14 15:59:59","10280011","0","280","2023/12/15 16:00:00","0","16006001","40"
"5","-1","2024/06/14 15:59:59","10280012","0","280","2023/12/15 16:00:00","0","16007001","35"
"2","-1","2024/06/14 15:59:59","10280013","0","280","2023/12/15 16:00:00","22001","16007001","3"
"5","299","2030/12/31 23:59:59","10280014","0","280","2023/12/15 16:00:00","0","11004001","45"
"2","299","2030/12/31 23:59:59","10280015","0","280","2023/12/15 16:00:00","20002","11004001","54"
"2","299","2030/12/31 23:59:59","10280016","0","280","2023/12/15 16:00:00","90007","11004001","500"
"5","299","2030/12/31 23:59:59","10280017","0","280","2023/12/15 16:00:00","0","11005001","55"
"12","299","2030/12/31 23:59:59","10280018","0","280","2023/12/15 16:00:00","94002","11005001","160000"
"2","299","2030/12/31 23:59:59","10280019","0","280","2023/12/15 16:00:00","90007","11005001","500"
"5","299","2030/12/31 23:59:59","10280024","0","280","2023/12/15 16:00:00","0","14001001","55"
"12","299","2030/12/31 23:59:59","10280025","0","280","2023/12/15 16:00:00","94002","14001001","360000"
"2","299","2030/12/31 23:59:59","10280026","0","280","2023/12/15 16:00:00","20003","14001001","15"
"5","299","2030/12/31 23:59:59","10280027","0","280","2023/12/15 16:00:00","0","14003001","70"
"12","299","2030/12/31 23:59:59","10280028","0","280","2023/12/15 16:00:00","94002","14003001","600000"
"2","299","2030/12/31 23:59:59","10280029","0","280","2023/12/15 16:00:00","22002","14003001","4"
"5","299","2030/12/31 23:59:59","10280114","0","280","2023/12/15 16:00:00","0","11101001","30"
"2","299","2030/12/31 23:59:59","10280115","0","280","2023/12/15 16:00:00","20003","11101001","15"
"5","299","2030/12/31 23:59:59","10280121","0","280","2023/12/15 16:00:00","0","11001002","45"
"12","299","2030/12/31 23:59:59","10280122","0","280","2023/12/15 16:00:00","94002","11001002","150000"
"2","299","2026/03/13 04:59:59","10280123","0","280","2023/12/15 16:00:00","23001","11001002","6"
"2","299","2030/12/31 23:59:59","10280124","0","280","2026/03/13 05:00:00","23003","11001002","100"
"5","-1","2030/12/31 23:59:59","10290011","0","1","2024/06/14 16:00:00","0","16008001","140"
"2","-1","2030/12/31 23:59:59","10290012","0","1","2024/06/14 16:00:00","22001","16008001","3"
"5","319","2030/12/31 23:59:59","10300003","0","300","2024/07/15 16:00:00","0","11001001","45"
"12","319","2030/12/31 23:59:59","10300004","0","300","2024/07/15 16:00:00","94002","11001001","160000"
"8","319","2030/12/31 23:59:59","10300005","0","300","2024/07/15 16:00:00","91002","11001001","10"
"5","319","2030/12/31 23:59:59","10300006","0","300","2024/07/15 16:00:00","0","11003001","60"
"2","319","2030/12/31 23:59:59","10300007","0","300","2024/07/15 16:00:00","20002","11003001","58"
"8","319","2030/12/31 23:59:59","10300008","0","300","2024/07/15 16:00:00","91002","11003001","10"
"5","319","2030/12/31 23:59:59","10300009","0","300","2024/07/15 16:00:00","0","13002001","30"
"5","319","2030/12/31 23:59:59","10300010","0","300","2024/07/15 16:00:00","0","18004001","30"
"5","319","2030/12/31 23:59:59","10300014","0","300","2024/07/15 16:00:00","0","11004001","45"
"2","319","2030/12/31 23:59:59","10300015","0","300","2024/07/15 16:00:00","20002","11004001","58"
"2","319","2030/12/31 23:59:59","10300016","0","300","2024/07/15 16:00:00","90007","11004001","500"
"5","319","2030/12/31 23:59:59","10300017","0","300","2024/07/15 16:00:00","0","11005001","55"
"12","319","2030/12/31 23:59:59","10300018","0","300","2024/07/15 16:00:00","94002","11005001","170000"
"2","319","2030/12/31 23:59:59","10300019","0","300","2024/07/15 16:00:00","90007","11005001","500"
"5","319","2030/12/31 23:59:59","10300024","0","300","2024/07/15 16:00:00","0","14001001","55"
"12","319","2030/12/31 23:59:59","10300025","0","300","2024/07/15 16:00:00","94002","14001001","380000"
"2","319","2030/12/31 23:59:59","10300026","0","300","2024/07/15 16:00:00","20003","14001001","16"
"5","319","2030/12/31 23:59:59","10300027","0","300","2024/07/15 16:00:00","0","14003001","70"
"12","319","2030/12/31 23:59:59","10300028","0","300","2024/07/15 16:00:00","94002","14003001","630000"
"2","319","2030/12/31 23:59:59","10300029","0","300","2024/07/15 16:00:00","22002","14003001","4"
"5","319","2030/12/31 23:59:59","10300114","0","300","2024/07/15 16:00:00","0","11101001","30"
"2","319","2030/12/31 23:59:59","10300115","0","300","2024/07/15 16:00:00","20003","11101001","16"
"5","319","2030/12/31 23:59:59","10300121","0","300","2024/07/15 16:00:00","0","11001002","45"
"12","319","2030/12/31 23:59:59","10300122","0","300","2024/07/15 16:00:00","94002","11001002","160000"
"2","319","2026/03/13 04:59:59","10300123","0","300","2024/07/15 16:00:00","23001","11001002","6"
"2","319","2030/12/31 23:59:59","10300124","0","300","2026/03/13 05:00:00","23003","11001002","100"
"5","339","2030/12/31 23:59:59","10320003","0","320","2025/02/15 16:00:00","0","11001001","45"
"12","339","2030/12/31 23:59:59","10320004","0","320","2025/02/15 16:00:00","94002","11001001","170000"
"8","339","2030/12/31 23:59:59","10320005","0","320","2025/02/15 16:00:00","91002","11001001","10"
"5","339","2030/12/31 23:59:59","10320006","0","320","2025/02/15 16:00:00","0","11003001","60"
"2","339","2030/12/31 23:59:59","10320007","0","320","2025/02/15 16:00:00","20002","11003001","62"
"8","339","2030/12/31 23:59:59","10320008","0","320","2025/02/15 16:00:00","91002","11003001","10"
"5","339","2030/12/31 23:59:59","10320009","0","320","2025/02/15 16:00:00","0","13002001","30"
"5","339","2030/12/31 23:59:59","10320010","0","320","2025/02/15 16:00:00","0","18004001","30"
"5","339","2030/12/31 23:59:59","10320014","0","320","2025/02/15 16:00:00","0","11004001","45"
"2","339","2030/12/31 23:59:59","10320015","0","320","2025/02/15 16:00:00","20002","11004001","62"
"2","339","2030/12/31 23:59:59","10320016","0","320","2025/02/15 16:00:00","90007","11004001","500"
"5","339","2030/12/31 23:59:59","10320017","0","320","2025/02/15 16:00:00","0","11005001","55"
"12","339","2030/12/31 23:59:59","10320018","0","320","2025/02/15 16:00:00","94002","11005001","180000"
"2","339","2030/12/31 23:59:59","10320019","0","320","2025/02/15 16:00:00","90007","11005001","500"
"5","339","2030/12/31 23:59:59","10320024","0","320","2025/02/15 16:00:00","0","14001001","55"
"12","339","2030/12/31 23:59:59","10320025","0","320","2025/02/15 16:00:00","94002","14001001","400000"
"2","339","2030/12/31 23:59:59","10320026","0","320","2025/02/15 16:00:00","20003","14001001","17"
"5","339","2030/12/31 23:59:59","10320027","0","320","2025/02/15 16:00:00","0","14003001","70"
"12","339","2030/12/31 23:59:59","10320028","0","320","2025/02/15 16:00:00","94002","14003001","660000"
"2","339","2030/12/31 23:59:59","10320029","0","320","2025/02/15 16:00:00","22002","14003001","4"
"5","339","2030/12/31 23:59:59","10320114","0","320","2025/02/15 16:00:00","0","11101001","30"
"2","339","2030/12/31 23:59:59","10320115","0","320","2025/02/15 16:00:00","20003","11101001","17"
"5","339","2030/12/31 23:59:59","10320121","0","320","2025/02/15 16:00:00","0","11001002","45"
"12","339","2030/12/31 23:59:59","10320122","0","320","2025/02/15 16:00:00","94002","11001002","170000"
"2","339","2026/03/13 04:59:59","10320123","0","320","2025/02/15 16:00:00","23001","11001002","6"
"2","339","2030/12/31 23:59:59","10320124","0","320","2026/03/13 05:00:00","23003","11001002","100"
"5","359","2030/12/31 23:59:59","10340003","0","340","2025/08/15 16:00:00","0","11001001","45"
"12","359","2030/12/31 23:59:59","10340004","0","340","2025/08/15 16:00:00","94002","11001001","180000"
"8","359","2030/12/31 23:59:59","10340005","0","340","2025/08/15 16:00:00","91002","11001001","10"
"5","359","2030/12/31 23:59:59","10340006","0","340","2025/08/15 16:00:00","0","11003001","60"
"2","359","2030/12/31 23:59:59","10340007","0","340","2025/08/15 16:00:00","20002","11003001","66"
"8","359","2030/12/31 23:59:59","10340008","0","340","2025/08/15 16:00:00","91002","11003001","10"
"5","359","2030/12/31 23:59:59","10340009","0","340","2025/08/15 16:00:00","0","13002001","30"
"5","359","2030/12/31 23:59:59","10340010","0","340","2025/08/15 16:00:00","0","18004001","30"
"5","359","2030/12/31 23:59:59","10340014","0","340","2025/08/15 16:00:00","0","11004001","45"
"2","359","2030/12/31 23:59:59","10340015","0","340","2025/08/15 16:00:00","20002","11004001","66"
"2","359","2030/12/31 23:59:59","10340016","0","340","2025/08/15 16:00:00","90007","11004001","500"
"5","359","2030/12/31 23:59:59","10340017","0","340","2025/08/15 16:00:00","0","11005001","55"
"12","359","2030/12/31 23:59:59","10340018","0","340","2025/08/15 16:00:00","94002","11005001","190000"
"2","359","2030/12/31 23:59:59","10340019","0","340","2025/08/15 16:00:00","90007","11005001","500"
"5","359","2030/12/31 23:59:59","10340024","0","340","2025/08/15 16:00:00","0","14001001","55"
"12","359","2030/12/31 23:59:59","10340025","0","340","2025/08/15 16:00:00","94002","14001001","420000"
"2","359","2030/12/31 23:59:59","10340026","0","340","2025/08/15 16:00:00","20003","14001001","17"
"5","359","2030/12/31 23:59:59","10340027","0","340","2025/08/15 16:00:00","0","14003001","70"
"12","359","2030/12/31 23:59:59","10340028","0","340","2025/08/15 16:00:00","94002","14003001","690000"
"2","359","2030/12/31 23:59:59","10340029","0","340","2025/08/15 16:00:00","22002","14003001","4"
"5","359","2030/12/31 23:59:59","10340114","0","340","2025/08/15 16:00:00","0","11101001","30"
"2","359","2030/12/31 23:59:59","10340115","0","340","2025/08/15 16:00:00","20003","11101001","18"
"5","359","2030/12/31 23:59:59","10340121","0","340","2025/08/15 16:00:00","0","11001002","45"
"12","359","2030/12/31 23:59:59","10340122","0","340","2025/08/15 16:00:00","94002","11001002","180000"
"2","-1","2026/03/13 04:59:59","10340123","0","340","2025/08/15 16:00:00","23001","11001002","6"
"2","359","2030/12/31 23:59:59","10340124","0","340","2026/03/13 05:00:00","23003","11001002","100"
"5","-1","2030/12/31 23:59:59","10360003","0","360","2026/03/15 16:00:00","0","11001001","45"
"12","-1","2030/12/31 23:59:59","10360004","0","360","2026/03/15 16:00:00","94002","11001001","190000"
"8","-1","2030/12/31 23:59:59","10360005","0","360","2026/03/15 16:00:00","91002","11001001","10"
"5","-1","2030/12/31 23:59:59","10360006","0","360","2026/03/15 16:00:00","0","11003001","60"
"2","-1","2030/12/31 23:59:59","10360007","0","360","2026/03/15 16:00:00","20002","11003001","70"
"8","-1","2030/12/31 23:59:59","10360008","0","360","2026/03/15 16:00:00","91002","11003001","10"
"5","-1","2030/12/31 23:59:59","10360009","0","360","2026/03/15 16:00:00","0","13002001","30"
