8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"105615","15","105225","105614","105523","105256","105375","130801"
"105616","16","105226","105615","105375","105257","105524","130801"
"105617","17","105227","105616","105524","106251","105377","130801"
"106611","18","106221","105617","105377","106252","106371","130801"
"106612","19","106222","106611","106371","106253","106521","130801"
"106613","20","106223","106612","106521","107251","106373","130801"
"107611","21","107221","106613","106373","107252","107371","130801"
"107612","22","107222","107611","107371","107253","107372","130801"
"107613","23","107223","107612","107372","108251","107373","130801"
"108611","24","108221","107613","107373","108252","108371","130801"
"108612","25","108222","108611","108371","108253","108372","130801"
"108613","26","108223","108612","108372","108254","108373","130801"
"108614","27","108224","108613","108373","109251","108374","130801"
"109611","28","109221","108614","108374","109252","109371","130801"
"109612","29","109222","109611","109371","109253","109372","130801"
"109613","30","109223","109612","109372","109254","109373","130801"
"109614","31","109224","109613","109373","10025032","109374","130801"
"10061032","32","10022032","109614","109374","10025033","10037032","130801"
"10061033","33","10022033","10061032","10037032","10025034","10046033","130801"
"10061034","34","10022034","10061033","10037033","999999","10037034","130801"
"101581","1","101251","101581","101521","101251","101371","130901"
"101581","2","102221","101581","102461","102222","102371","130901"
"102581","3","102222","102581","102521","103221","102372","130901"
"102582","4","103221","102582","103581","103252","103521","130901"
"103581","5","103252","103581","103461","103222","103371","130901"
"103371","6","103222","103582","103461","104221","103372","130901"
"103583","7","104221","103582","103583","104222","104461","130901"
"104581","8","104222","103583","104461","104223","104372","130901"
"104582","9","104223","104581","104372","104224","104523","130901"
"104583","10","104224","104582","104462","105221","104373","130901"
"105581","11","105221","104583","104463","105222","105521","130901"
"105582","12","105222","105581","105371","105223","105342","130901"
"105583","13","105223","105582","105372","105224","105373","130901"
"105584","14","105224","105583","105373","105225","105374","130901"
"105585","15","105225","105584","105374","105226","105463","130901"
"105586","16","105226","105585","105463","105227","105524","130901"
"105587","17","105227","105586","105524","106221","105464","130901"
"106581","18","106221","105587","105464","106222","106461","130901"
"106582","19","106222","106581","106461","106223","106521","130901"
"106583","20","106223","106582","106372","107221","106462","130901"
"107581","21","107221","106583","106462","107222","107461","130901"
"107582","22","107222","107581","107461","107223","107462","130901"
"107583","23","107223","107582","107462","108221","107463","130901"
"108581","24","108221","107583","107463","108222","108371","130901"
"108582","25","108222","108581","108371","108223","108372","130901"
"108583","26","108223","108582","108372","108224","108373","130901"
"108584","27","108224","108583","108373","109221","108374","130901"
"109581","28","109221","108584","108374","109222","109371","130901"
"109582","29","109222","109581","109461","109223","109522","130901"
"109583","30","109223","109582","109522","109224","109463","130901"
"109584","31","109224","109583","109463","10022032","109524","130901"
"10058032","32","10022032","109584","109524","10022033","10046032","130901"
"10058033","33","10022033","10058032","10046032","10022034","10046033","130901"
"10058034","34","10022034","10058033","10046033","999999","10052034","130901"
"101581","1","101251","101611","101521","101251","101371","131001"
"101581","2","102221","101611","102461","102222","102371","131001"
"102612","3","102222","102611","102521","103221","102372","131001"
"102614","4","103221","102613","103521","103252","103521","131001"
"103612","5","103252","103611","103461","103222","103371","131001"
"103613","6","103222","103613","103522","104221","103372","131001"
"103614","7","104221","103613","103614","104222","104371","131001"
"104611","8","104222","103614","104461","104223","104372","131001"
"104612","9","104223","104611","104522","104224","104523","131001"
"104613","10","104224","104612","104523","105221","104373","131001"
"105581","11","105221","104613","104373","105222","105371","131001"
"105582","12","105222","105611","105371","105223","105522","131001"
"105583","13","105223","105612","105372","105224","105462","131001"
"105584","14","105224","105613","105373","105225","105374","131001"
"105585","15","105225","105614","105374","105226","105463","131001"
"105586","16","105226","105615","105463","105227","105524","131001"
"105587","17","105227","105616","105376","106221","105464","131001"
"106581","18","106221","105617","105377","106222","106461","131001"
"106582","19","106222","106611","106371","106223","106372","131001"
"106583","20","106223","106612","106372","107221","106373","131001"
"107581","21","107221","106613","106373","107222","107371","131001"
"107582","22","107222","107611","107371","107223","107372","131001"
"107613","23","107223","107612","107372","108221","107373","131001"
"108611","24","108221","107613","107373","108222","108371","131001"
"108612","25","108222","108611","108371","108223","108372","131001"
"108613","26","108223","108612","108372","108224","108373","131001"
"108614","27","108224","108613","108373","109221","108374","131001"
"109611","28","109221","108614","108374","109222","109371","131001"
"109612","29","109222","109611","109371","109223","109372","131001"
"109613","30","109223","109612","109372","109224","109373","131001"
"109614","31","109224","109613","109373","10022032","109374","131001"
"10061032","32","10022032","109614","109374","10022033","10037032","131001"
"10061033","33","10022033","10061032","10037032","10022034","10037033","131001"
"10061034","34","10022034","10061033","10037033","999999","10037034","131001"
"101551","1","101071","101581","101401","101071","101281","131101"
"101551","2","102071","101581","102493","102013","102281","131101"
"102162","3","102013","102581","102401","103071","102282","131101"
"102163","4","103071","102582","103431","103012","103311","131101"
"103551","5","103012","103581","103401","103072","103282","131101"
"103552","6","103072","103582","103401","104071","103283","131101"
"103583","7","104071","103582","103583","104072","104311","131101"
"104581","8","104072","103583","104491","104073","104432","131101"
"104582","9","104013","104581","104312","104074","104313","131101"
"104553","10","104074","104582","104402","105071","104284","131101"
"105581","11","105071","104583","104433","105072","105311","131101"
"105582","12","105072","105581","105401","105073","105431","131101"
"105583","13","105073","105582","105431","105074","105313","131101"
"105584","14","105074","105583","105491","105075","105284","131101"
"105585","15","105075","105584","105432","105076","105315","131101"
"105586","16","105076","105585","105315","105077","105316","131101"
"105587","17","105077","105586","105316","106071","105317","131101"
"106581","18","106071","105587","105317","106072","106311","131101"
"106582","19","106072","106581","106311","106073","106312","131101"
"106583","20","106073","106582","106312","107071","106313","131101"
"107581","21","107071","106583","106313","107072","107311","131101"
"107582","22","107072","107581","107311","107073","107312","131101"
"107583","23","107073","107582","107312","108071","107313","131101"
"108581","24","108071","107583","107313","108072","108311","131101"
"108582","25","108072","108581","108311","108073","108282","131101"
"108583","26","108073","108582","108282","108074","108283","131101"
"108584","27","108074","108583","108283","109071","108314","131101"
"109581","28","109071","108584","108314","109072","109311","131101"
"109582","29","109072","109581","109311","109073","109312","131101"
"109583","30","109073","109582","109312","109074","109313","131101"
"109584","31","109074","109583","109313","10007032","109314","131101"
"10058032","32","10007032","109584","109314","10007033","10031032","131101"
"10058033","33","10007033","10058032","10031032","10007034","10031033","131101"
"10058034","34","10007034","10058033","10031033","999999","10031034","131101"
"101611","1","101251","101611","101521","101251","101371","131201"
"101611","2","102221","101611","102461","102222","102371","131201"
"102611","3","102222","102611","102521","103221","102372","131201"
"102613","4","103521","102613","103611","103252","103251","131201"
"103611","5","103252","103611","103522","103222","103371","131201"
"103371","6","103222","103613","103522","104221","103372","131201"
"103614","7","104221","103613","103614","104222","104461","131201"
"104461","8","104222","103583","104461","104223","104522","131201"
"104582","9","104223","104461","104522","104224","104462","131201"
"104613","10","104224","104582","104462","105221","104373","131201"
"105611","11","105221","104613","104373","105222","105521","131201"
"105612","12","105222","105581","105521","105223","105372","131201"
"105613","13","105223","105612","105372","105224","105373","131201"
"105614","14","105224","105613","105373","105255","105523","131201"
"105615","15","105255","105614","105523","105226","105375","131201"
"105616","16","105226","105615","105375","105227","105376","131201"
"105617","17","105227","105616","105376","106221","105377","131201"
"106611","18","106221","105617","105377","106222","106371","131201"
"106612","19","106222","106611","106371","106223","106372","131201"
"106613","20","106223","106612","106372","107221","106373","131201"
"107611","21","107221","106613","106373","107222","107371","131201"
"107612","22","107222","107611","107371","107223","107372","131201"
"107613","23","107223","107612","107372","108221","107373","131201"
"108611","24","108221","107613","107373","108222","108371","131201"
"108612","25","108222","108611","108371","108223","108372","131201"
"108613","26","108223","108612","108222","108224","108373","131201"
"108614","27","108224","108613","108223","109221","108374","131201"
"109611","28","109221","108614","108224","109222","109461","131201"
"109612","29","109222","109611","109221","109223","109522","131201"
"109613","30","109223","109612","109222","109224","109463","131201"
"109614","31","109224","109613","109223","10022032","109524","131201"
"10061032","32","10022032","109614","109224","10022033","10046032","131201"
"10061033","33","10022033","10061032","10022032","10022034","10046033","131201"
"10061034","34","10022034","10061033","10022033","999999","10052034","131201"
"101551","1","101011","101581","101401","101011","101281","131601"
"101581","2","102011","101581","102493","102041","102281","131601"
"102551","3","102041","102581","102401","103011","102282","131601"
"102552","4","103011","102582","103431","103041","103281","131601"
"103551","5","103552","103581","103491","103042","103282","131601"
"103552","6","103042","103582","103491","104041","103343","131601"
"103583","7","104041","103401","103553","104042","104281","131601"
"104551","8","104042","103553","104401","104043","104312","131601"
"104552","9","104043","104551","104432","104044","104402","131601"
"104553","10","104044","104552","104402","105041","104284","131601"
"105551","11","105041","104554","104433","105042","105281","131601"
"105552","12","105042","105551","105401","105043","105312","131601"
"105553","13","105043","105552","105431","105044","105283","131601"
"105554","14","105044","105553","105491","105045","105344","131601"
"105555","15","105045","105554","105432","105046","105285","131601"
"105556","16","105046","105555","105285","105047","105346","131601"
"105557","17","105047","105556","105346","106041","105347","131601"
"106551","18","106041","105557","105347","106042","106341","131601"
"106552","19","106042","106551","106341","106043","106431","131601"
"106553","20","106043","106552","106431","107041","106343","131601"
"107551","21","107041","106553","106343","107042","107341","131601"
"107552","22","107042","107551","107341","107043","107342","131601"
"107553","23","107043","107552","107342","108041","107343","131601"
"108551","24","108041","107553","107343","108042","108431","131601"
"108552","25","108042","108551","108431","108043","108492","131601"
"108553","26","108043","108552","108492","108044","108343","131601"
"108554","27","108044","108553","108343","109041","108494","131601"
"109551","28","109041","108554","108494","109042","109341","131601"
"109552","29","109042","109551","109341","109043","109432","131601"
"109553","30","109043","109552","109432","109044","109493","131601"
"109554","31","109044","109553","109493","10004032","109494","131601"
"10055032","32","10004032","109554","109494","10004033","10034032","131601"
"10055033","33","10004033","10055032","10040032","10004034","10043033","131601"
"10055034","34","10004034","10055033","10043033","999999","10034034","131601"
"101611","1","101251","101581","101521","101251","101371","131701"
"101611","2","102251","101611","102461","102252","102371","131701"
"102612","3","102252","102581","102521","103251","102372","131701"
"102613","4","103251","102614","103521","103252","103521","131701"
"103612","5","103252","103581","103461","103222","103371","131701"
"103613","6","103222","103613","103522","104251","103372","131701"
"103614","7","104251","103461","103614","104252","104371","131701"
"104611","8","104252","103614","104461","104223","104372","131701"
"104612","9","104223","104611","104522","104224","104523","131701"
"104613","10","104224","104612","104523","105221","104373","131701"
"105611","11","105221","104613","104373","105252","105371","131701"
"105612","12","105252","105611","105371","105253","105522","131701"
"105613","13","105253","105612","105372","105254","105462","131701"
"105614","14","105254","105613","105373","105255","105374","131701"
"105615","15","105255","105614","105374","105256","105463","131701"
"105616","16","105256","105615","105463","105257","105524","131701"
"105617","17","105257","105616","105524","106251","105464","131701"
"106611","18","106251","105617","105464","106252","106461","131701"
"106612","19","106252","106581","106461","106253","106521","131701"
"106613","20","106253","106582","106372","107251","106462","131701"
"107611","21","107251","106583","106462","107252","107461","131701"
"107612","22","107252","107581","107461","107253","107462","131701"
"107613","23","107253","107582","107462","108251","107463","131701"
"108611","24","108251","107583","107463","108252","108521","131701"
"108612","25","108252","108581","108521","108253","108372","131701"
"108613","26","108253","108582","108372","108254","108523","131701"
"108614","27","108254","108583","108523","109251","108374","131701"
"109611","28","109251","108584","108374","109252","109371","131701"
"109612","29","109252","109581","109371","109253","109372","131701"
"109613","30","109253","109582","109372","109254","109373","131701"
"109614","31","109254","109583","109373","10025032","109374","131701"
"10061032","32","10025032","109584","109374","10025033","10037032","131701"
"10061033","33","10025033","10058032","10037032","10025034","10037033","131701"
"10061034","34","10025034","10058033","10037033","999999","10037034","131701"
"101611","1","101251","101611","101521","101251","101371","131801"
"101611","2","102221","101611","102461","102222","102371","131801"
"102611","3","102222","102611","102521","103221","102372","131801"
"102613","4","103221","102613","103521","103252","103521","131801"
"103611","5","103252","103611","103522","103222","103371","131801"
"103371","6","103222","103613","103522","104221","103372","131801"
"103614","7","104221","103613","103614","104222","104371","131801"
"104611","8","104222","103614","104461","104223","104522","131801"
"104612","9","104223","104611","104522","104224","104462","131801"
"104613","10","104224","104612","104523","105221","104463","131801"
"105611","11","105221","104613","104463","105222","105521","131801"
"105612","12","105222","105611","105521","105223","105372","131801"
"105613","13","105223","105612","105522","105224","105373","131801"
"105614","14","105224","105613","105462","105225","105523","131801"
"105615","15","105225","105614","105523","105226","105375","131801"
"105616","16","105226","105615","105375","105227","105376","131801"
"105617","17","105227","105616","105376","106221","105377","131801"
"106611","18","106221","105617","105377","106222","106371","131801"
"106612","19","106222","106611","106371","106223","106372","131801"
"106613","20","106223","106612","106521","107221","106373","131801"
"107611","21","107221","106613","106373","107222","107371","131801"
"107612","22","107222","107611","107371","107223","107372","131801"
"107613","23","107223","107612","107372","108221","107373","131801"
"108611","24","108221","107613","107373","108222","108521","131801"
"108612","25","108222","108611","108521","108223","108462","131801"
"108613","26","108223","108612","108462","108224","108523","131801"
"108614","27","108224","108613","108523","109221","108524","131801"
"109611","28","109221","108614","108524","109222","109461","131801"
"109612","29","109222","109611","109461","109223","109522","131801"
"109613","30","109223","109612","109522","109224","109463","131801"
"109614","31","109224","109613","109463","10022032","109524","131801"
"10061032","32","10022032","109614","109524","10022033","10046032","131801"
"10061033","33","10022033","10061032","10046032","10022034","10046033","131801"
"10061034","34","10022034","10061033","10046033","999999","10052034","131801"
"101611","1","101251","101581","101521","101251","101371","131901"
"101611","2","102221","101611","102461","102222","102371","131901"
"102612","3","102222","102581","102521","103221","102372","131901"
"102613","4","103221","102614","103521","103252","103521","131901"
"103612","5","103252","103581","103461","103222","103371","131901"
"103613","6","103222","103613","103522","104221","103372","131901"
"103614","7","104221","103461","103614","104252","104371","131901"
"104611","8","104252","103614","104461","104223","104372","131901"
"104612","9","104223","104611","104372","104254","104523","131901"
"104613","10","104254","104612","104523","105251","104373","131901"
"105581","11","105251","104613","104373","105222","105371","131901"
"105612","12","105222","105611","105521","105223","105522","131901"
"105613","13","105223","105612","105522","105224","105462","131901"
"105614","14","105224","105613","105462","105225","105523","131901"
"105615","15","105225","105614","105523","105226","105375","131901"
"105616","16","105226","105615","105375","105227","105376","131901"
"105617","17","105227","105616","105376","106221","105377","131901"
"106611","18","106221","105617","105377","106222","106371","131901"
"106612","19","106222","106611","106371","106223","106372","131901"
"106613","20","106223","106612","106521","107221","106373","131901"
"107611","21","107221","106613","106373","107222","107371","131901"
"107612","22","107222","107611","107371","107223","107372","131901"
"107613","23","107223","107612","107372","108221","107373","131901"
"108611","24","108221","107613","107373","108252","108521","131901"
"108612","25","108252","108611","108521","108253","108462","131901"
"108613","26","108253","108612","108462","108254","108523","131901"
"108614","27","108254","108613","108523","109251","108524","131901"
"109581","28","109251","108614","108524","109252","109461","131901"
"109582","29","109252","109611","109461","109253","109522","131901"
"109583","30","109253","109612","109522","109254","109463","131901"
"109584","31","109254","109613","109463","10025032","109524","131901"
"10061032","32","10025032","109614","109524","10025033","10046032","131901"
"10061033","33","10025033","10061032","10046032","10025034","10046033","131901"
"10061034","34","10025034","10061033","10046033","999999","10052034","131901"
"101611","1","101251","101611","101521","101251","101371","132001"
"101611","2","102221","101611","102461","102222","102371","132001"
"102611","3","102222","102611","102521","103221","102372","132001"
"102613","4","103221","102613","103521","103252","103521","132001"
"103611","5","103252","103611","103522","103222","103371","132001"
"103371","6","103222","103613","103522","104221","103372","132001"
"103222","7","104221","103613","103614","104252","104371","132001"
"104611","8","104252","103614","104221","104223","104522","132001"
"104612","9","104223","104611","104252","104254","104462","132001"
"104613","10","104254","104612","104223","105221","104463","132001"
"105611","11","105221","104613","104254","105222","105521","132001"
"105612","12","105222","105611","105221","105223","105372","132001"
"105613","13","105223","105612","105222","105224","105373","132001"
"105614","14","105224","105613","105223","105255","105523","132001"
"105615","15","105255","105614","105224","105256","105375","132001"
"105616","16","105256","105615","105255","105227","105376","132001"
"105617","17","105227","105616","105256","106221","105377","132001"
"106611","18","106221","105617","105227","106222","106371","132001"
"106612","19","106222","106611","106221","106223","106372","132001"
"106613","20","106223","106612","106222","107221","106373","132001"
"107611","21","107221","106613","106223","107222","107371","132001"
"107612","22","107222","107611","107221","107223","107372","132001"
"107613","23","107223","107612","107222","108221","107373","132001"
"108611","24","108221","107613","107223","108222","108521","132001"
"108612","25","108222","108611","108221","108223","108462","132001"
"108613","26","108223","108612","108222","108224","108523","132001"
"108614","27","108224","108613","108223","109221","108524","132001"
"109611","28","109221","108614","108224","109222","109461","132001"
"109612","29","109222","109611","109221","109223","109522","132001"
"109613","30","109223","109612","109222","109224","109463","132001"
"109614","31","109224","109613","109223","10022032","109524","132001"
"10061032","32","10022032","109614","109224","10022033","10046032","132001"
"10061033","33","10022033","10061032","10022032","10022034","10046033","132001"
"10061034","34","10022034","10061033","10046033","999999","10052034","132001"
"101551","1","101191","101581","101281","101191","101401","132101"
"101431","2","102191","101581","102311","102192","102311","132101"
"102281","3","102192","102551","102312","103191","102312","132101"
"102401","4","103191","102582","103311","103192","103311","132101"
"103581","5","103192","103551","103282","103193","103282","132101"
"103401","6","103193","103582","103282","104191","103283","132101"
"103553","7","104191","103401","103283","104192","104311","132101"
"104551","8","104192","103553","104311","104193","104312","132101"
"104552","9","104193","104551","104312","104194","104313","132101"
"104554","10","104194","104552","104313","105191","104314","132101"
"105551","11","105191","104553","104314","105192","105311","132101"
"105552","12","105192","105551","105311","105193","105312","132101"
"105553","13","105193","105552","105312","105194","105313","132101"
"105554","14","105194","105553","105553","105195","105314","132101"
"105555","15","105195","105554","105554","105196","105315","132101"
"105556","16","105196","105555","105555","105197","105316","132101"
"105557","17","105197","105556","105556","106191","105317","132101"
"106551","18","106191","105557","105557","106192","106311","132101"
"106552","19","106192","106551","106551","106193","106312","132101"
"106553","20","106193","106552","106552","107191","106313","132101"
"107551","21","107191","106553","106553","107192","107311","132101"
"107552","22","107192","107551","107311","107193","107312","132101"
"107553","23","107193","107552","107312","108191","107313","132101"
"108551","24","108191","107553","107313","108192","108311","132101"
"108552","25","108192","108551","108311","108193","108312","132101"
"108553","26","108193","108552","108312","108194","108313","132101"
"108554","27","108194","108553","108313","109191","108314","132101"
"109551","28","109191","108554","108314","109192","109311","132101"
"109552","29","109192","109551","109311","109193","109312","132101"
"109553","30","109193","109552","109312","109194","109313","132101"
"109554","31","109194","109553","109313","10019032","109314","132101"
"10055032","32","10019032","109554","109314","10019033","10031032","132101"
"10055033","33","10019033","10055032","10031032","10019034","10031033","132101"
"10055034","34","10019034","10055033","10031033","999999","10031034","132101"
"101581","1","101251","101611","101521","101251","101371","132201"
"101581","2","102221","101611","102461","102222","102371","132201"
"102612","3","102222","102611","102521","103221","102372","132201"
"102614","4","103221","102613","103521","103252","103521","132201"
"103612","5","103252","103611","103461","103222","103371","132201"
"103613","6","103222","103613","103522","104221","103372","132201"
"103614","7","104221","103613","103614","104222","104371","132201"
"104581","8","104222","103614","104461","104223","104372","132201"
"104582","9","104223","104611","104222","104224","104523","132201"
"104583","10","104224","104612","104223","105221","104373","132201"
"105581","11","105221","104613","104254","105222","105371","132201"
"105612","12","105222","105611","105221","105223","105522","132201"
"105613","13","105223","105612","105222","105224","105462","132201"
"105614","14","105224","105613","105223","105225","105374","132201"
"105615","15","105225","105614","105224","105226","105463","132201"
"105616","16","105226","105615","105255","105227","105524","132201"
"105617","17","105227","105616","105256","106221","105464","132201"
"106611","18","106221","105617","105227","106222","106461","132201"
"106612","19","106222","106611","106221","106223","106372","132201"
"106613","20","106223","106612","106222","107221","106373","132201"
"107611","21","107221","106613","106223","107222","107371","132201"
"107612","22","107222","107611","107221","107223","107372","132201"
"107613","23","107223","107612","107222","108221","107373","132201"
"108611","24","108221","107613","107223","108222","108371","132201"
"108612","25","108222","108611","108221","108223","108372","132201"
"108613","26","108223","108612","108222","108224","108373","132201"
"108614","27","108224","108613","108223","109221","108374","132201"
"109611","28","109221","108614","108224","109222","109371","132201"
"109612","29","109222","109611","109221","109223","109372","132201"
"109613","30","109223","109612","109222","109224","109373","132201"
"109614","31","109224","109613","109223","10022032","109374","132201"
"10061032","32","10022032","109614","109224","10022033","10037032","132201"
"10061033","33","10022033","10061032","10022032","10022034","10037033","132201"
"10061034","34","10022034","10061033","10022033","999999","10037034","132201"
"101071","1","101071","101551","101101","101101","101281","180101"
"101551","2","102071","101551","102071","102101","102341","180101"
"102551","3","102101","102551","102101","103071","102342","180101"
"102552","4","103071","102552","103071","103101","103341","180101"
"103551","5","103101","103551","103101","103072","103342","180101"
"103552","6","103072","103552","103101","104101","103343","180101"
"103072","7","104101","103552","103553","104102","104341","180101"
"104551","8","104102","103553","104101","104103","104342","180101"
"104552","9","104103","104551","104102","104104","104343","180101"
"104554","10","104104","104552","104103","105101","104344","180101"
"105551","11","105101","104553","104104","105102","105341","180101"
"105552","12","105102","105551","105101","105103","105282","180101"
"105553","13","105103","105552","105102","105104","105343","180101"
"105554","14","105104","105553","105103","105105","105344","180101"
"105555","15","105105","105554","105104","105106","105345","180101"
"105556","16","105106","105555","105105","105107","105286","180101"
"105557","17","105107","105556","105106","106101","105347","180101"
"106551","18","106101","105557","105107","106102","106341","180101"
"106552","19","106102","106551","106101","106103","106342","180101"
"106553","20","106103","106552","106102","107101","106343","180101"
"107551","21","107101","106553","106103","107102","107341","180101"
"107552","22","107102","107551","107101","107103","107492","180101"
"107553","23","107103","107552","107102","108101","107493","180101"
"108551","24","108101","107553","107103","108102","108431","180101"
"108552","25","108102","108551","108101","108103","108342","180101"
"108553","26","108103","108552","108102","108104","108343","180101"
"108554","27","108104","108553","108103","109101","108434","180101"
"109551","28","109101","108554","108104","109102","109341","180101"
"109552","29","109102","109551","109101","109103","109432","180101"
"109553","30","109103","109552","109102","109104","109343","180101"
"109554","31","109104","109553","109103","10010032","109434","180101"
"10055032","32","10010032","109554","109104","10010033","10034032","180101"
"10055033","33","10010033","10055032","10010032","10010034","10043033","180101"
"10055034","34","10010034","10055033","10010033","999999","10034034","180101"
"101611","1","101251","101611","101521","101251","101371","180201"
"101611","2","102221","101611","102461","102222","102371","180201"
"102611","3","102222","102611","102521","103221","102372","180201"
"102613","4","103221","102613","103521","103252","103521","180201"
"103611","5","103252","103611","103522","103222","103371","180201"
"103371","6","103222","103613","103522","104221","103372","180201"
"103222","7","104221","103613","103614","104222","104371","180201"
"104611","8","104222","103614","104221","104223","104522","180201"
"104612","9","104223","104611","104222","104224","104462","180201"
"104613","10","104224","104612","104223","105221","104463","180201"
"105611","11","105221","104613","104224","105222","105521","180201"
"105612","12","105222","105611","105221","105223","105372","180201"
"105613","13","105223","105612","105222","105224","105373","180201"
"105614","14","105224","105613","105223","105225","105523","180201"
"105615","15","105225","105614","105224","105226","105375","180201"
"105616","16","105226","105615","105225","105227","105376","180201"
"105617","17","105227","105616","105226","106221","105377","180201"
"106611","18","106221","105617","105227","106222","106371","180201"
"106612","19","106222","106611","106221","106223","106372","180201"
"106613","20","106223","106612","106222","107221","106373","180201"
"107611","21","107221","106613","106223","107222","107371","180201"
"107612","22","107222","107611","107221","107223","107372","180201"
"107613","23","107223","107612","107222","108221","107373","180201"
"108611","24","108221","107613","107223","108222","108521","180201"
"108612","25","108222","108611","108221","108223","108462","180201"
"108613","26","108223","108612","108222","108224","108523","180201"
"108614","27","108224","108613","108223","109221","108524","180201"
"109611","28","109221","108614","108224","109222","109461","180201"
"109612","29","109222","109611","109221","109223","109522","180201"
"109613","30","109223","109612","109222","109224","109463","180201"
"109614","31","109224","109613","109223","10022032","109524","180201"
"10061032","32","10022032","109614","109224","10022033","10046032","180201"
"10061033","33","10022033","10061032","10022032","10022034","10046033","180201"
"10061034","34","10022034","10061033","10022033","999999","10052034","180201"
"101011","1","101011","101551","101401","101011","101281","180301"
"101551","2","102011","101551","102071","102013","102281","180301"
"102011","3","102013","102551","102401","103011","102282","180301"
"102552","4","103011","102552","103431","103012","103281","180301"
"103071","5","103012","103551","103401","103013","103282","180301"
"103552","6","103013","103552","103401","104011","103283","180301"
"103553","7","104011","103552","103013","104012","104281","180301"
"104551","8","104012","103553","104011","104013","104282","180301"
"104552","9","104013","104551","104012","104014","104402","180301"
"104553","10","104014","104552","104013","105011","104284","180301"
"105551","11","105011","104553","104014","105012","105281","180301"
"105552","12","105012","105551","105011","105013","105282","180301"
"105553","13","105013","105552","105012","105014","105283","180301"
"105554","14","105014","105553","105013","105015","105284","180301"
"105555","15","105015","105554","105014","105016","105285","180301"
"105556","16","105016","105555","105015","105017","105286","180301"
"105557","17","105017","105556","105016","106011","105287","180301"
"106551","18","106011","105557","105017","106012","106281","180301"
"106552","19","106012","106551","106011","106013","106282","180301"
"106553","20","106013","106552","106012","107011","106283","180301"
"107551","21","107011","106553","106013","107012","107281","180301"
"107552","22","107012","107551","107011","107013","107282","180301"
"107553","23","107013","107552","107012","108011","107283","180301"
"108551","24","108011","107553","107013","108012","108401","180301"
"108552","25","108012","108551","108011","108013","108342","180301"
"108553","26","108013","108552","108012","108014","108403","180301"
"108554","27","108014","108553","108013","109011","108494","180301"
"109551","28","109011","108554","108014","109012","109341","180301"
"109552","29","109012","109551","109011","109013","109432","180301"
"109553","30","109013","109552","109012","109014","109493","180301"
"109554","31","109014","109553","109013","10001032","109494","180301"
"10055032","32","10001032","109554","109014","10001033","10034032","180301"
"10055033","33","10001033","10055032","10001032","10001034","10043033","180301"
"10055034","34","10001034","10055033","10001033","999999","10034034","180301"
"101551","1","101071","101581","101401","101011","101281","180401"
"101431","2","102011","101581","102493","102013","102311","180401"
"102011","3","102401","102551","102401","103011","102282","180401"
"102401","4","103011","102582","103581","103012","103311","180401"
"103581","5","103401","103551","103432","103013","103282","180401"
"103401","6","103013","103582","103491","104011","103283","180401"
"103583","7","104491","103401","103583","104012","104311","180401"
"104581","8","104012","103583","104491","104013","104432","180401"
"104582","9","104013","104581","104282","104014","104283","180401"
"104583","10","104014","104582","104283","105011","104314","180401"
"105581","11","105011","104583","104433","105012","105281","180401"
"105582","12","105012","105581","105281","105013","105431","180401"
"105583","13","105013","105582","105282","105014","105313","180401"
"105584","14","105014","105583","105283","105015","105314","180401"
"105585","15","105015","105584","105284","105016","105315","180401"
"105586","16","105016","105585","105315","105017","105316","180401"
"105587","17","105017","105586","105316","106011","105317","180401"
"106581","18","106011","105587","105317","106012","106311","180401"
"106582","19","106012","106581","106311","106013","106312","180401"
"106583","20","106013","106582","106312","107011","106313","180401"
"107581","21","107011","106583","106313","107012","107311","180401"
"107582","22","107012","107581","107311","107013","107312","180401"
"107583","23","107013","107582","107312","108011","107313","180401"
"108581","24","108011","107583","107313","108012","108311","180401"
"108582","25","108012","108581","108311","108013","108282","180401"
"108583","26","108013","108582","108282","108014","108343","180401"
"108584","27","108014","108583","108343","109011","108284","180401"
"109581","28","109011","108584","108284","109012","109311","180401"
"109582","29","109012","109581","109311","109013","109312","180401"
"109583","30","109013","109582","109312","109014","109313","180401"
"109584","31","109014","109583","109313","10001032","109314","180401"
"10058032","32","10001032","109584","109314","10001033","10031032","180401"
"10058033","33","10001033","10058032","10031032","10001034","10031033","180401"
"10058034","34","10001034","10058033","10031033","999999","10031034","180401"
"101581","1","101161","101551","101161","101161","101281","180501"
"101581","2","102162","101551","102162","102163","102341","180501"
"102581","3","102163","102551","102521","103161","102342","180501"
"102552","4","103161","102552","103161","103162","103341","180501"
"103581","5","103162","103551","103162","103193","103342","180501"
