9df9caac7d3dc4e64d5f2cd1a03e57cf27fa594bb2c3b45f261c952027ddec9e,523a801fd000e9bcf698ca1def4cc380b62f7e2e98eb1ed07fde685378eaccdc,20e329e29ea6d3ce55a251dc9a0e648a8e23e79a6c3a5ab30505565f0d60f459,b13f85f939c988a0298219c689447038fe391f967409007a1ba686dc0b2642fc,8233a5a434066fae0f6c0397988e8942b63ffd91ca10e8ce7e14713effc10b24,fe6e4ada81e535efd6392a6e282ef5640ec394cd1a8766170bc26e089fe91e1c,55aa9556ebabb345c409fb11a97da3594ad89b1b10a1060bdd84e8e82bdafc2a,53bc86d232e82acb7a57d42f0a3768e6b7109d4c8bc1d9de2ed9da0038a03d49,6893191b0625bff6ec810146038cc6247d3f031d358f56f1fe30e4d3597d0a0d,e659d0f1590fdacff2e9a45467302118cc2b062b0d1da3c58e56df7f5b7b35cf,81b22048db4a3eeb77fc382a8a49a34b8c68226de6427cef2720b4e3919f901f
"我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","1","1","68067","105811","11","0","5146068","0","0","7"
"","","","68068","0","91","","5146068","","",""
"tahaha_idle","","","68069","105811","3","0.2","5146068","","","1"
"tahaha_idle","","","68070","1058","3","0.2","5146068","","","1"
"surprise3_in_anger2","surprise3_loop_anger2","1","68071","106011","3","0.2","5146068","","0","0"
"surprise3_in_anger2","surprise3_loop_anger2","1","68072","1060","3","0.2","5146068","","0","0"
"vo_apg_0808","0","","68073","vo_apg","21","","5146068","","","0"
"不要把方向盤跟甜甜圈搞混啦～！","1","1","68074","106011","11","0","5146068","0","0","9"
"","","","68075","0","91","","5146068","","",""
"0","","","68076","106011","4","","5146068","","",""
"0","","","68077","1060","4","","5146068","","",""
"surprise3_loop_surprise_slow","","","68078","106011","3","0.2","5146068","","","1"
"surprise3_loop_surprise_slow","","","68079","1060","3","0.2","5146068","","","1"
"peko_slurp_in","peko_slurp_loop","1","68080","105811","3","0.2","5146068","","0","0"
"peko_slurp_in","peko_slurp_loop","1","68081","1058","3","0.2","5146068","","0","0"
"takeout_in","takeout_talk","1","68082","130911","3","0.2","5146068","","0","0"
"takeout_in","takeout_talk","1","68083","97","3","0.2","5146068","","0","0"
"vo_apg_0809","0","","68084","vo_apg","21","","5146068","","","0"
"啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","1","1","68085","130911","11","0","5146068","0","0","7"
"","","","68086","0","91","","5146068","","",""
"takeout_idle","","","68087","130911","3","0.2","5146068","","","1"
"takeout_idle","","","68088","97","3","0.2","5146068","","","1"
"peko_slurp_loop","","","68089","105811","3","0.2","5146068","","","1"
"peko_slurp_loop","","","68090","1058","3","0.2","5146068","","","1"
"cool_idle_jitome","cool_talk_jitome","1","68091","106011","3","0.2","5146068","","0.2","0"
"cool_idle_jitome_in","cool_talk_jitome","1","68092","1060","3","0.2","5146068","","0.2","0"
"vo_apg_0810","0","","68093","vo_apg","21","","5146068","","","0"
"……\n甜甜圈就是甜甜圈吧……","1","1","68094","106011","11","0","5146068","0","0","9"
"","","","68095","0","91","","5146068","","",""
"","","","68096","68097","101","","5146068","","",""
"0.2","","","68097","0","22","","5146068","","",""
"131311","-225","-278","69001","1","1","1.8","5146069","riri_idle","0","100"
"1313","-225","-278","69002","5","5","1.8","5146069","riri_idle","0","101"
"131411","-385","-288","69003","1","1","1.8","5146069","idle_normal","0","103"
"1314","-385","-288","69004","2","5","1.8","5146069","idle_normal","0","104"
"130911","225","-278","69005","1","1","1.8","5146069","joy_idle_noface","1","106"
"98","225","-278","69006","1","5","1.8","5146069","joy_idle_kururu","1","107"
"200","","","69007","131311","13","","5146069","","",""
"203","","","69008","131411","13","","5146069","","",""
"206","","","69009","130911","13","","5146069","","",""
"9","0","-174","69010","9","5","0.85","5146069","idle","0","15"
"22","-307","12","69011","22","5","1","5146069","empty","0","210"
"21","0","153","69012","21","5","1","5146069","empty","0","60"
"1","0","1","69013","1","31","1","5146069","","","0"
"0","","","69014","0","91","","5146069","","",""
"0","","","69015","0","102","","5146069","","","0"
"0","","","69016","1","93","","5146069","","",""
"riri_talk_noface","","","69017","131311","3","0.2","5146069","","","1"
"riri_talk_noface","","","69018","1313","3","0.2","5146069","","","1"
"idle_normal_surprise_lookupS","","","69019","131411","3","0.2","5146069","","","1"
"idle_normal_surprise_lookupS","","","69020","1314","3","0.2","5146069","","","1"
"vo_apg_0901","0","","69021","vo_apg","21","","5146069","","","0"
"璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","1","1","69022","131311","11","0","5146069","0","0","7"
"","","","69023","0","91","","5146069","","",""
"riri_idle_lookup","","","69024","131311","3","0.2","5146069","","","1"
"riri_idle_lookup","","","69025","1313","3","0.2","5146069","","","1"
"coffee_2_in","","","69026","21","3","0","5146069","","","0"
"se_10055900_photo","","","69027","se_10055900","23","","5146069","","","0"
"0","","","69028","0.1","93","","5146069","","",""
"idle_normal_surprise_lookup","talk_normal_joy_lookup","1","69029","131411","3","0.2","5146069","","0.2","0"
"idle_normal_surprise_lookup","talk_normal_joy_lookup","1","69030","1314","3","0.2","5146069","","0.2","0"
"vo_apg_0902","0","","69031","vo_apg","21","","5146069","","","0"
"咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","1","1","69032","131411","11","0","5146069","0","0","7"
"","","","69033","0","91","","5146069","","",""
"riri_idle_surprise","","","69034","131311","3","0.2","5146069","","","1"
"riri_idle_surprise","","","69035","1313","3","0.2","5146069","","","1"
"idle_normal_surprise","","","69036","131411","3","0.2","5146069","","","1"
"idle_normal_surprise","","","69037","1314","3","0.2","5146069","","","1"
"handsup_to_talk","talk_normal_joy","1","69038","130911","3","0.2","5146069","","0.2","0"
"handsup","","","69039","98","3","0.2","5146069","","0.2","1"
"vo_apg_0903","0","","69040","vo_apg","21","","5146069","","","0"
"恭喜恭喜妳們！！\n真虧妳們能發現！","1","1","69041","130911","11","0","5146069","0","0","6"
"","","","69042","0","91","","5146069","","",""
"joy_talk_anger","","","69043","130911","3","0.2","5146069","","","1"
"vo_apg_0904","0","","69044","vo_apg","21","","5146069","","","0"
"這個就是！\n「隱藏卡巴邦」哦♪","1","1","69045","130911","11","0","5146069","0","0","7"
"","","","69046","0","91","","5146069","","",""
"joy_idle_doya","","","69047","130911","3","0.2","5146069","","","1"
"notice_in_shy","notice_loop_shy","1","69048","131311","3","0.2","5146069","","0","0"
"notice_in_shy","notice_loop_shy","1","69049","1313","3","0.2","5146069","","0","0"
"surprise_talk_normal","","","69050","131411","3","0.2","5146069","","","1"
"surprise_talk_normal","","","69051","1314","3","0.2","5146069","","","1"
"vo_apg_0905","0","","69052","vo_apg","21","","5146069","","","0"
"0905_in","","","69053","22","3","0","5146069","","","0"
"1","","","69054","1.2","93","","5146069","","",""
"0905_mid","","","69055","22","3","0","5146069","","","0"
"","","","69056","","92","","5146069","","",""
"0905_out","","","69057","22","3","0","5146069","","","0"
"0","","","69058","0.2","93","","5146069","","",""
"","","","69059","0","91","","5146069","","",""
"riri_sad_talk_dead","","","69060","131311","3","0.2","5146069","","","1"
"riri_sad_talk_dead","","","69061","1313","3","0.2","5146069","","","1"
"surprise_idle","","","69062","131411","3","0.2","5146069","","","1"
"surprise_idle","","","69063","1314","3","0.2","5146069","","","1"
"idle_normal_surprise2","","","69064","130911","3","0.2","5146069","","","1"
"vo_apg_0906","0","","69065","vo_apg","21","","5146069","","","0"
"原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","1","1","69066","131311","11","0","5146069","0","0","9"
"","","","69067","0","91","","5146069","","",""
"riri_sad_idle","","","69068","131311","3","0.2","5146069","","","1"
"riri_sad_idle","","","69069","1313","3","0.2","5146069","","","1"
"watawata","talk_normal_dere","1","69070","130911","3","0.2","5146069","","0.2","0"
"watawata","talk_normal_dere","1","69071","98","3","0.2","5146069","","0.2","0"
"vo_apg_0907","0","","69072","vo_apg","21","","5146069","","","0"
"不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","1","1","69073","130911","11","0","5146069","0","0","8"
"","","","69074","0","91","","5146069","","",""
"idle_normal_noface","","","69075","130911","3","0.2","5146069","","","1"
"idle_normal_kururu","","","69076","98","3","0.2","5146069","","","1"
"coffee_2_out","","","69077","21","3","0","5146069","","","0"
"clear_wish_talk_joy","","","69078","131411","3","0.2","5146069","","","1"
"clear_wish_talk_joy","","","69079","1314","3","0.2","5146069","","","1"
"vo_apg_0908","0","","69080","vo_apg","21","","5146069","","","0"
"哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","1","1","69081","131411","11","0","5146069","0","0","8"
"","","","69082","0","91","","5146069","","",""
"clear_wish_idle","","","69083","131411","3","0.2","5146069","","","1"
"clear_wish_idle","","","69084","1314","3","0.2","5146069","","","1"
"guts2_talk_joy3","","","69085","131311","3","0.2","5146069","","","1"
"guts2_talk_joy3","","","69086","1313","3","0.2","5146069","","","1"
"vo_apg_0909","0","","69087","vo_apg","21","","5146069","","","0"
"好的，璃亞！","1","1","69088","131311","11","0","5146069","0","0","8"
"","","","69089","0","91","","5146069","","",""
"riri_idle","","","69090","131311","3","0.2","5146069","","","1"
"riri_idle","","","69091","1313","3","0.2","5146069","","","1"
"clear_wish_idle_normal","","","69092","131411","3","0.2","5146069","","","1"
"clear_wish_idle_normal","","","69093","1314","3","0.2","5146069","","","1"
"talk_normal_anger","","","69094","130911","3","0.2","5146069","","","1"
"talk_normal","","","69095","98","3","0.2","5146069","","","1"
"vo_apg_0910","0","","69096","vo_apg","21","","5146069","","","0"
"那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","1","1","69097","130911","11","0","5146069","0","0","8"
"","","","69098","0","91","","5146069","","",""
"idle_normal_noface","","","69099","130911","3","0.2","5146069","","","1"
"idle_normal_kururu","","","69100","98","3","0.2","5146069","","","1"
"riri_bow","idle_normal_joy2","1","69101","131311","3","0.2","5146069","","0","0"
"riri_bow","idle_normal_joy2","1","69102","1313","3","0.2","5146069","","0","0"
"clear_agree","idle_normal_joy2","1","69103","131411","3","0.2","5146069","","0.2","0"
"clear_agree","idle_normal_joy2","1","69104","1314","3","0.2","5146069","","0.2","0"
"vo_apg_0911","0","","69105","vo_apg","21","","5146069","","","0"
"0911_in","","","69106","22","3","0","5146069","","","0"
"1","","","69107","0.9","93","","5146069","","",""
"0911_mid","","","69108","22","3","0","5146069","","","0"
"","","","69109","","92","","5146069","","",""
"0911_out","","","69110","22","3","0","5146069","","","0"
"0","","","69111","0.2","93","","5146069","","",""
"","","","69112","0","91","","5146069","","",""
"0","","","69113","130911","4","","5146069","","",""
"0","","","69114","98","4","","5146069","","",""
"walk_normal_slow","","","69115","131311","3","0.2","5146069","","","1"
"walk_normal_slow","","","69116","1313","3","0.2","5146069","","","1"
"walk_normal_slow","","","69117","131411","3","0.2","5146069","","","1"
"walk_normal_slow","","","69118","1314","3","0.2","5146069","","","1"
"walk_kyapi_slow","","","69119","130911","3","0.2","5146069","","","1"
"walk_kyapi_slow","","","69120","98","3","0.2","5146069","","","1"
"-75","1.5","0","69121","131311","2","","5146069","","","-278"
"-75","1.5","0","69122","1313","2","","5146069","","","-278"
"-225","1.5","0","69123","131411","2","","5146069","","","-288"
"-225","1.5","0","69124","1314","2","","5146069","","","-288"
"325","1.5","0","69125","130911","2","","5146069","","","-278"
"0","","","69126","1.5","93","","5146069","","",""
"1","","","69127","131311","4","","5146069","","",""
"1","","","69128","1313","4","","5146069","","",""
"1","","","69129","130911","4","","5146069","","",""
"idle_normal_surprise","","","69130","131311","3","0.2","5146069","","","1"
"idle_normal_surprise","","","69131","1313","3","0.2","5146069","","","1"
"notice_in_dere","notice_loop_dere","1","69132","131411","3","0.2","5146069","","0","0"
"notice_in_dere","notice_loop_dere","1","69133","1314","3","0.2","5146069","","0","0"
"idle_normal_surprise","","","69134","130911","3","0.2","5146069","","","1"
"vo_apg_0912","0","","69135","vo_apg","21","","5146069","","","0"
"……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","1","1","69136","131411","11","0","5146069","0","0","11"
"","","","69137","0","91","","5146069","","",""
"hawawa","","","69138","130911","3","0.2","5146069","","","0"
"vo_apg_0913","0","","69139","vo_apg","21","","5146069","","","0"
"哈哇哇！？","1","1","69140","130911","11","-30","5146069","0","0","8"
"","","","69141","0","91","","5146069","","",""
"bowbowbow","","","69142","130911","3","0.1","5146069","","","0"
"0","","","69143","131311","4","","5146069","","",""
"0","","","69144","1313","4","","5146069","","",""
"riri_talk_noervous","","","69145","131311","3","0.2","5146069","","","1"
"riri_talk_noervous","","","69146","1313","3","0.2","5146069","","","1"
"clear_smile_in","clear_smile_idle","1","69147","131411","3","0.2","5146069","","0","0"
"clear_smile_in","clear_smile_idle","1","69148","1314","3","0.2","5146069","","0","0"
"2","0","0","69149","131311","12","0","5146069","0","0","2"
"2","0","0","69150","131411","12","0","5146069","0","0","2"
"2","0","0","69151","130911","12","-30","5146069","0","0","2"
"0","","","69152","2","93","","5146069","","",""
"","","","69153","69154","101","","5146069","","",""
"0.2","","","69154","0","22","","5146069","","",""
"102111","0","-278","70001","1","1","1.8","5146070","walk_normal_joy","1","106"
"99","-195","-278","70002","1","5","1.8","5146070","idle_normal","0","107"
"130911","195","-278","70003","1","1","1.8","5146070","idle_normal_noface","1","108"
"98","195","-278","70004","1","5","1.8","5146070","idle_normal_kururu","1","109"
"206","","","70005","102111","13","","5146070","","",""
"208","","","70006","130911","13","","5146070","","",""
"10","0","-174","70007","10","5","0.85","5146070","idle","0","15"
"20","-237","48","70008","20","5","1","5146070","empty","0","290"
"1","0","1","70009","1","31","1","5146070","","","0"
"2","-57.7","1","70010","2","31","1","5146070","","","0"
"black","","","70011","2","37","","5146070","","",""
"14","-278","1","70012","14","31","0","5146070","","","-176"
"0","","","70013","0","91","","5146070","","",""
"0","","","70014","0","102","","5146070","","","0"
"0","","","70015","0.4","93","","5146070","","",""
"iris_out","","","70016","2","37","","5146070","","",""
"-195","2","0","70017","102111","2","","5146070","","","-278"
"0","","","70018","2","93","","5146070","","",""
"0","","","70019","102111","4","","5146070","","",""
"idle_normal_joy","","","70020","102111","3","0.2","5146070","","","1"
"idle_normal_joy","","","70021","99","3","0.2","5146070","","","1"
"0","","","70022","0.1","93","","5146070","","",""
"wish_talk_noface","","","70023","102111","3","0.2","5146070","","","1"
"kurumi_wish_talk","","","70024","99","3","0.2","5146070","","","1"
"vo_apg_1001","0","","70025","vo_apg","21","","5146070","","","0"
"哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","1","1","70026","102111","11","0","5146070","0","0","7"
"","","","70027","0","91","","5146070","","",""
"notice_in_normal2","sad_talk_normal","1","70028","102111","3","0.2","5146070","","0.2","0"
"notice_in","sad_talk","1","70029","99","3","0.2","5146070","","0.2","0"
"vo_apg_1002","0","","70030","vo_apg","21","","5146070","","","0"
"對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","1","1","70031","102111","11","0","5146070","0","0","10"
"","","","70032","0","91","","5146070","","",""
"talk_normal_noface","","","70033","102111","3","0.2","5146070","","","1"
"kurumi_talk_normal","","","70034","99","3","0.2","5146070","","","1"
"vo_apg_1003","0","","70035","vo_apg","21","","5146070","","","0"
"庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","1","1","70036","102111","11","0","5146070","0","0","9"
"","","","70037","0","91","","5146070","","",""
"idle_normal_noface","","","70038","102111","3","0.2","5146070","","","1"
"kurumi_idle_normal","","","70039","99","3","0.2","5146070","","","1"
"kururu_wish_talk_joy","","","70040","130911","3","0.2","5146070","","","1"
"kururu_wish_talk_joy","","","70041","98","3","0.2","5146070","","","1"
"vo_apg_1004","0","","70042","vo_apg","21","","5146070","","","0"
"哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","1","1","70043","130911","11","0","5146070","0","0","7"
"","","","70044","0","91","","5146070","","",""
"kururu_wish_idle_surprise","","","70045","130911","3","0.2","5146070","","","1"
"kururu_wish_idle_light","","","70046","98","3","0.2","5146070","","","1"
"surprise_talk_dere","","","70047","102111","3","0.2","5146070","","","1"
"surprise_talk_dere","","","70048","99","3","0.2","5146070","","","1"
"vo_apg_1005","0","","70049","vo_apg","21","","5146070","","","0"
"大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","1","1","70050","102111","11","0","5146070","0","0","9"
"","","","70051","0","91","","5146070","","",""
"0","","","70052","0","22","","5146070","","",""
"kurumi_witch_in","kurumi_witch_loop","1","70053","102111","3","0.2","5146070","","0","0"
"kurumi_witch_in","kurumi_witch_loop","1","70054","99","3","0.2","5146070","","0","0"
"0","","","70055","0.3","93","","5146070","","",""
"20","1.05","0","70056","0","121","0","5146070","","","1.05"
"fade105_in","","","70057","2","37","","5146070","","",""
"30","","","70058","30","122","","5146070","","","0.5"
"kururu_wish_doteyes_static","","","70059","130911","3","0","5146070","","","1"
"vo_apg_1006","0","","70060","vo_apg","21","","5146070","","","0"
"1006_in","","","70061","20","3","0","5146070","","","0"
"1","","","70062","1.2","93","","5146070","","",""
"1006_mid","","","70063","20","3","0","5146070","","","0"
"","","","70064","","92","","5146070","","",""
"1006_out","","","70065","20","3","0","5146070","","","0"
"0","","","70066","0.2","93","","5146070","","",""
"kurumi_witch_out","idle_normal","1","70067","102111","3","0.2","5146070","","0","0"
"kurumi_witch_out","idle_normal","1","70068","99","3","0.2","5146070","","0","0"
"305","0","0","70069","20","2","","5146070","","","-45"
"fade105_out","","","70070","2","37","","5146070","","",""
"0","1","0","70071","0","121","0","5146070","","","1"
"30","","","70072","30","122","","5146070","","","0.5"
"kururu_scared_in","kururu_scared_idle","1","70073","130911","3","0.2","5146070","","0","0"
"vo_apg_1007","0","","70074","vo_apg","21","","5146070","","","0"
"1007_in","","","70075","20","3","0","5146070","","","0"
"1","","","70076","1.2","93","","5146070","","",""
"1007_mid","","","70077","20","3","0","5146070","","","0"
"","","","70078","","92","","5146070","","",""
"1007_out","","","70079","20","3","0","5146070","","","0"
"0","","","70080","0.2","93","","5146070","","",""
"empty","","","70081","20","3","0","5146070","","","0"
"worry_talk_lookdown","","","70082","102111","3","0.2","5146070","","","1"
"worry_talk_lookdown","","","70083","99","3","0.2","5146070","","","1"
"vo_apg_1008","0","","70084","vo_apg","21","","5146070","","","0"
"對……對不起……\n妳沒事吧……？","1","1","70085","102111","11","0","5146070","0","0","8"
"","","","70086","0","91","","5146070","","",""
"kururu_scared_talk_dere","","","70087","130911","3","0.2","5146070","","","1"
"kururu_scared_talk_dere","","","70088","98","3","0.2","5146070","","","1"
"vo_apg_1009","0","","70089","vo_apg","21","","5146070","","","0"
"不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","1","1","70090","130911","11","-10","5146070","0","-60","10"
"","","","70091","0","91","","5146070","","",""
"kururu_scared_idle_noface","","","70092","130911","3","0.2","5146070","","","1"
"kururu_scared_idle","","","70093","98","3","0.2","5146070","","","1"
"anger_talk_dere_red","","","70094","102111","3","0.2","5146070","","","1"
"anger_talk_dere_red","","","70095","99","3","0.2","5146070","","","1"
"vo_apg_1010","0","","70096","vo_apg","21","","5146070","","","0"
"……竟、竟然說我是天才……","1","1","70097","102111","11","0","5146070","0","0","10"
"","","","70098","0","91","","5146070","","",""
"0","","","70099","0","22","","5146070","","",""
"1","","","70100","14","32","","5146070","","",""
"kurumi_shy_in","kurumi_shy_loop","1","70101","102111","3","0.2","5146070","","0","0"
"kurumi_shy_in","kurumi_shy_loop","1","70102","99","3","0.2","5146070","","0","0"
"0","","","70103","2.5","93","","5146070","","",""
"kururu_scared_talk_dere","","","70104","130911","3","0.2","5146070","","","1"
"kururu_scared_talk_dere","","","70105","98","3","0.2","5146070","","","1"
"vo_apg_1011","0","","70106","vo_apg","21","","5146070","","","0"
"……那個","1","1","70107","130911","11","-10","5146070","0","-60","13"
"","","","70108","0","91","","5146070","","",""
"kururu_scared_talk_nervous","","","70109","130911","3","0.2","5146070","","","1"
"kururu_scared_talk_sweat_in","kururu_scared_talk_sweat_loop","1","70110","98","3","0","5146070","","0","0"
"vo_apg_1012","0","","70111","vo_apg","21","","5146070","","","0"
"我嚇到腳軟了……","1","1","70112","130911","11","-10","5146070","0","-60","7"
"","","","70113","0","91","","5146070","","",""
"","","","70114","70115","101","","5146070","","",""
"0.2","","","70115","0","22","","5146070","","",""
"130911","-1100","-278","71001","1","1","1.8","5146071","idle_normal","0","110"
"8","-193","-233","71002","11","5","0.5","5146071","idle","0","106"
"9","267","-233","71003","12","5","0.6","5146071","idle","0","107"
"210","","","71004","130911","13","","5146071","","",""
"206","","","71005","8","13","","5146071","","",""
"207","","","71006","9","13","","5146071","","",""
"10","0","-174","71007","10","5","0.85","5146071","idle","0","15"
"1","0","1","71008","1","31","1","5146071","","","0"
"2","0","1","71009","2","31","0","5146071","","","0"
"14","-278","1","71010","14","31","0","5146071","","","0"
"17","0","1","71011","17","31","0","5146071","","","0"
"18","0","1","71012","18","31","0","5146071","","","0"
"0","","","71013","0","91","","5146071","","",""
"0","","","71014","0","102","","5146071","","","0"
"0","","","71015","0.2","93","","5146071","","",""
"1","","","71016","17","32","","5146071","","",""
"0","","","71017","0.5","93","","5146071","","",""
"0","","","71018","0","93","","5146071","","",""
"0","","","71019","3.5","93","","5146071","","",""
"12","0","0","71020","8","12","0","5146071","0","0","2.2"
"12","0","0","71021","9","12","0","5146071","0","0","2.2"
"lookup","","","71022","8","3","0.6","5146071","","","1"
"lookdown","","","71023","9","3","0.6","5146071","","","1"
"-380","3","0","71024","130911","2","","5146071","","","-278"
"walk_normal","","","71025","130911","3","0.2","5146071","","","1"
"0","","","71026","3","93","","5146071","","",""
"kururu_surprise_talk","","","71027","130911","3","0.2","5146071","","","1"
"vo_apg_1101","0","","71028","vo_apg","21","","5146071","","","0"
"等候參加新吉祥物徵選會的\n怪奇怪靈先生～","1","1","71029","130911","11","0","5146071","0","0","7"
"","","","71030","0","91","","5146071","","",""
"20","1.1","0","71031","0","121","0","5146071","","","1.1"
"1","","","71032","2","32","","5146071","","",""
"fade105_in","","","71033","2","37","","5146071","","",""
"50","","","71034","50","122","","5146071","","","0.5"
"1","","","71035","18","32","","5146071","","",""
"se_10055900_bachibachi","","","71036","se_10055900","23","","5146071","","","0"
"shock_in_surprise2","shock_loop_surprise2","1","71037","130911","3","0.2","5146071","","0","0"
"vo_apg_1102","0","","71038","vo_apg","21","","5146071","","","0"
"咦咦咦！？\n競爭的火花劈哩啪啦！？","1","1","71039","130911","11","-20","5146071","0","0","9"
"","","","71040","0","91","","5146071","","",""
"0","","","71041","0","22","","5146071","","",""
"0","","","71042","18","32","","5146071","","",""
"fade105_out","","","71043","2","37","","5146071","","",""
"0","1","0.5","71044","0","121","11","5146071","","","1"
"walk_jog_sad_quick","","","71045","130911","3","0.2","5146071","","","1"
"idle","","","71046","8","3","0.4","5146071","","","1"
"idle","","","71047","9","3","0.4","5146071","","","1"
"0","0.5","0","71048","130911","2","","5146071","","","-278"
"0","","","71049","0.3","93","","5146071","","",""
"idle","","","71050","8","3","0.4","5146071","","","1"
"idle","","","71051","9","3","0.4","5146071","","","1"
"0","","","71052","0.2","93","","5146071","","",""
"1","","","71053","130911","4","","5146071","","",""
"kururu_worry_talk_lookdown","","","71054","130911","3","0","5146071","","","1"
"vo_apg_1103","0","","71055","vo_apg","21","","5146071","","","0"
"卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","1","1","71056","130911","11","0","5146071","0","0","7"
"","","","71057","0","91","","5146071","","",""
"0","","","71058","130911","4","","5146071","","",""
"kururu_worry_talk_lookup","","","71059","130911","3","0","5146071","","","1"
"vo_apg_1104","0","","71060","vo_apg","21","","5146071","","","0"
"但、但是但是，有時候勁敵角色\n也會更受歡迎……","1","1","71061","130911","11","0","5146071","0","0","8"
"","","","71062","0","91","","5146071","","",""
"40","1.15","10","71063","0","121","10","5146071","","","1.15"
"1","","","71064","14","32","","5146071","","",""
"0","","","71065","0","22","","5146071","","",""
"0","","","71066","130911","4","","5146071","","",""
"kururu_wish_idle_search","","","71067","130911","3","0.2","5146071","","","1"
"12","0","0","71068","8","12","0","5146071","0","0","3"
"12","0","0","71069","9","12","0","5146071","0","0","3"
"0","","","71070","4","93","","5146071","","",""
"0","","","71071","14","32","","5146071","","",""
"approach_in","approach_loop","1","71072","8","3","0.2","5146071","","0","0"
"approach_in","approach_loop","1","71073","9","3","0.2","5146071","","0","0"
"0.8","0.8","1","71074","8","6","0.6","5146071","","10","0.8"
"0.8","0.8","1","71075","9","6","0.6","5146071","","10","0.8"
"0","","","71076","0.6","93","","5146071","","",""
"kururu_down_in","kururu_down_loop","1","71077","130911","3","0.2","5146071","","0","0"
"vo_apg_1105","0","","71078","vo_apg","21","","5146071","","","0"
"噫噫噫……","1","1","71079","130911","11","0","5146071","0","0","13"
"","","","71080","0","91","","5146071","","",""
"","","","71081","71082","101","","5146071","","",""
"0.2","","","71082","0","22","","5146071","","",""
