21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"32","1","32","0","0","32","10","32","32","32","32","7016","670290232","32","30","32","0","202902","0","32","0","0","200000001","0","32","0","32","32","0","684","32","31","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","7383","670290233","33","30","33","0","202902","0","33","0","0","200000001","0","33","0","33","33","0","695","33","31","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","7751","670290234","34","30","34","0","202902","0","34","0","0","200000001","0","34","0","34","33","0","705","34","31","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","8119","670290235","35","30","35","0","202902","0","35","0","0","200000001","0","35","0","35","33","0","715","35","31","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","8896","670290236","36","30","36","0","202902","0","36","0","0","200000001","0","36","0","36","36","0","786","36","34","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","9672","670290237","37","30","37","0","202902","0","37","0","0","200000001","0","37","0","37","38","0","856","37","37","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","10449","670290238","38","30","38","0","202902","0","38","0","0","200000001","0","38","0","38","41","0","927","38","40","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","11225","670290239","39","30","39","0","202902","0","39","0","0","200000001","0","39","0","39","44","0","998","39","42","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","12002","670290240","40","30","40","0","202902","0","40","0","0","200000001","0","40","0","40","47","0","1069","40","45","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","12778","670290241","41","30","41","0","202902","0","41","0","0","200000001","0","41","0","41","49","0","1139","41","48","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","13555","670290242","42","30","42","0","202902","0","42","0","0","200000001","0","42","0","42","52","0","1210","42","51","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","13681","670290243","43","30","43","0","202902","0","43","0","0","200000001","0","43","0","43","53","0","1214","43","51","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","13807","670290244","44","30","44","0","202902","0","44","0","0","200000001","0","44","0","44","53","0","1217","44","51","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","13933","670290245","45","30","45","0","202902","0","45","0","0","200000001","0","45","0","45","59","0","1342","45","57","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","14638","670290246","46","30","46","0","202902","0","46","0","0","200000001","0","46","0","46","64","0","1456","46","59","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","15343","670290247","47","30","47","0","202902","0","47","0","0","200000001","0","47","0","47","67","0","1469","47","61","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","16048","670290248","48","30","48","0","202902","0","48","0","0","200000001","0","48","0","48","69","0","1483","48","63","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","16753","670290249","49","30","49","0","202902","0","49","0","0","200000001","0","49","0","49","72","0","1496","49","64","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","17458","670290250","50","30","50","0","202902","0","50","0","0","200000001","0","50","0","50","74","0","1509","50","66","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","18163","670290251","51","30","51","0","202902","0","51","0","0","200000001","0","51","0","51","77","0","1523","51","68","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","18868","670290252","52","30","52","0","202902","0","52","0","0","200000001","0","52","0","52","79","0","1536","52","70","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","20036","670290253","53","30","53","0","202902","0","53","0","0","200000001","0","53","0","53","82","0","1593","53","73","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","21203","670290254","54","30","54","0","202902","0","54","0","0","200000001","0","54","0","54","85","0","1651","54","77","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","22370","670290255","55","30","55","0","202902","0","55","0","0","200000001","0","55","0","55","89","0","1708","55","80","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","23538","670290256","56","30","56","0","202902","0","56","0","0","200000001","0","56","0","56","92","0","1765","56","83","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","24717","670290257","57","30","57","0","202902","0","57","0","0","200000001","0","57","0","57","96","0","1842","57","86","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","25896","670290258","58","30","58","0","202902","0","58","0","0","200000001","0","58","0","58","100","0","1917","58","89","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","27077","670290259","59","30","59","0","202902","0","59","0","0","200000001","0","59","0","59","104","0","1994","59","93","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","28256","670290260","60","30","60","0","202902","0","60","0","0","200000001","0","60","0","60","107","0","2070","60","96","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","29435","670290261","61","30","61","0","202902","0","61","0","0","200000001","0","61","0","61","111","0","2146","61","99","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","29975","670290262","62","30","62","0","202902","0","62","0","0","200000001","0","62","0","62","116","0","2297","62","99","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","30514","670290263","63","30","63","0","202902","0","63","0","0","200000001","0","63","0","63","122","0","2449","63","100","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","31054","670290264","64","30","64","0","202902","0","64","0","0","200000001","0","64","0","64","127","0","2600","64","100","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","31594","670290265","65","30","65","0","202902","0","65","0","0","200000001","0","65","0","65","132","0","2752","65","101","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","32133","670290266","66","30","66","0","202902","0","66","0","0","200000001","0","66","0","66","137","0","2903","66","101","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","32673","670290267","67","30","67","0","202902","0","67","0","0","200000001","0","67","0","67","143","0","3055","67","102","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","33213","670290268","68","30","68","0","202902","0","68","0","0","200000001","0","68","0","68","148","0","3206","68","102","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","33752","670290269","69","30","69","0","202902","0","69","0","0","200000001","0","69","0","69","153","0","3358","69","103","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","34292","670290270","70","30","70","0","202902","0","70","0","0","200000001","0","70","0","70","159","0","3509","70","103","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","34832","670290271","71","30","71","0","202902","0","71","0","0","200000001","0","71","0","71","164","0","3661","71","103","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","228","670300001","1","30","1","0","203000","0","1","0","26","200000001","0","1","0","1","3","0","0","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","300","670300002","2","30","2","0","203000","0","2","0","34","200000001","0","2","0","2","5","0","0","2","3","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","372","670300003","3","30","3","0","203000","0","3","0","45","200000001","0","3","0","3","6","0","0","3","4","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","410","670300004","4","30","4","0","203000","0","4","0","106","200000001","0","4","0","4","10","0","0","4","6","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","410","670300005","5","30","5","0","203000","0","5","0","106","200000001","0","5","0","5","10","0","0","5","6","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","405","670300006","6","30","6","0","203000","0","6","0","110","200000001","0","6","0","6","10","0","0","6","7","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","499","670300007","7","30","7","0","203000","0","7","0","154","200000001","0","7","0","7","11","0","0","7","8","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","592","670300008","8","30","8","0","203000","0","8","0","199","200000001","0","8","0","8","13","0","0","8","9","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","609","670300009","9","30","9","0","203000","0","9","0","203","200000001","0","9","0","9","13","0","0","9","9","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","626","670300010","10","30","10","0","203000","0","10","0","209","200000001","0","10","0","10","14","0","0","10","11","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","643","670300011","11","30","11","0","203000","0","11","0","214","200000001","0","11","0","11","14","0","0","11","11","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","660","670300012","12","30","12","0","203000","0","12","0","218","200000001","0","12","0","12","14","0","0","12","11","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","782","670300013","13","30","13","0","203000","0","13","0","231","200000001","0","13","0","13","15","0","0","13","12","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","904","670300014","14","30","14","0","203000","0","14","0","240","200000001","0","14","0","14","16","0","0","14","13","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","1026","670300015","15","30","15","0","203000","0","15","0","252","200000001","0","15","0","15","16","0","0","15","13","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1148","670300016","16","30","16","0","203000","0","16","0","263","200000001","0","16","0","16","16","0","0","16","14","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","1348","670300017","17","30","17","0","203000","0","17","0","304","200000001","0","17","0","17","16","0","0","17","15","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","1549","670300018","18","30","18","0","203000","0","18","0","344","200000001","0","18","0","18","16","0","0","18","15","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","1690","670300019","19","30","19","0","203000","0","19","0","348","200000001","0","19","0","19","17","0","0","19","15","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","1756","670300020","20","30","20","0","203000","0","20","0","353","200000001","0","20","0","20","17","0","0","20","15","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","1822","670300021","21","30","21","0","203000","0","21","0","358","200000001","0","21","0","21","17","0","0","21","15","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","1881","670300022","22","30","22","0","203000","0","22","0","393","200000001","0","22","0","22","18","0","0","22","16","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","1974","670300023","23","30","23","0","203000","0","23","0","393","200000001","0","23","0","23","18","0","0","23","16","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","2142","670300024","24","30","24","0","203000","0","24","0","558","200000001","0","24","0","24","25","0","0","24","23","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","2310","670300025","25","30","25","0","203000","0","25","0","579","200000001","0","25","0","25","26","0","0","25","25","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","2370","670300026","26","30","26","0","203000","0","26","0","645","200000001","0","26","0","26","26","0","0","26","25","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","2426","670300027","27","30","27","0","203000","0","27","0","650","200000001","0","27","0","27","26","0","0","27","25","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","2481","670300028","28","30","28","0","203000","0","28","0","653","200000001","0","28","0","28","26","0","0","28","25","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","3312","670300029","29","30","29","0","203000","0","29","0","761","200000001","0","29","0","29","29","0","0","29","27","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","3340","670300030","30","30","30","0","203000","0","30","0","833","200000001","0","30","0","30","30","0","0","30","27","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","3349","670300031","31","30","31","0","203000","0","31","0","835","200000001","0","31","0","31","30","0","0","31","27","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","3357","670300032","32","30","32","0","203000","0","32","0","835","200000001","0","32","0","32","30","0","0","32","27","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","3365","670300033","33","30","33","0","203000","0","33","0","837","200000001","0","33","0","33","30","0","0","33","27","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","3909","670300034","34","30","34","0","203000","0","34","0","937","200000001","0","34","0","34","30","0","0","34","27","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","3949","670300035","35","30","35","0","203000","0","35","0","943","200000001","0","35","0","35","31","0","0","35","27","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","4288","670300036","36","30","36","0","203000","0","36","0","974","200000001","0","36","0","36","31","0","0","36","27","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","4768","670300037","37","30","37","0","203000","0","37","0","1054","200000001","0","37","0","37","33","0","0","37","29","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","5247","670300038","38","30","38","0","203000","0","38","0","1131","200000001","0","38","0","38","44","0","0","38","40","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","5776","670300039","39","30","39","0","203000","0","39","0","1279","200000001","0","39","0","39","44","0","0","39","40","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","6304","670300040","40","30","40","0","203000","0","40","0","1427","200000001","0","40","0","40","44","0","0","40","40","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","7919","670300041","41","30","41","0","203000","0","41","0","1624","200000001","0","41","0","41","45","0","0","41","42","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","9534","670300042","42","30","42","0","203000","0","42","0","1822","200000001","0","42","0","42","46","0","0","42","42","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","9578","670300043","43","30","43","0","203000","0","43","0","1852","200000001","0","43","0","43","47","0","0","43","43","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","9622","670300044","44","30","44","0","203000","0","44","0","1882","200000001","0","44","0","44","48","0","0","44","43","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","9667","670300045","45","30","45","0","203000","0","45","0","1912","200000001","0","45","0","45","49","0","0","45","44","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","10190","670300046","46","30","46","0","203000","0","46","0","1984","200000001","0","46","0","46","52","0","0","46","46","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","10713","670300047","47","30","47","0","203000","0","47","0","2054","200000001","0","47","0","47","54","0","0","47","48","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","10713","670300048","48","30","48","0","203000","0","48","0","2127","200000001","0","48","0","48","56","0","0","48","52","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","10713","670300049","49","30","49","0","203000","0","49","0","2127","200000001","0","49","0","49","56","0","0","49","52","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","10803","670300050","50","30","50","0","203000","0","50","0","2179","200000001","0","50","0","50","57","0","0","50","57","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","10893","670300051","51","30","51","0","203000","0","51","0","2232","200000001","0","51","0","51","59","0","0","51","62","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","10893","670300052","52","30","52","0","203000","0","52","0","2232","200000001","0","52","0","52","59","0","0","52","63","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","11341","670300053","53","30","53","0","203000","0","53","0","2337","200000001","0","53","0","53","60","0","0","53","63","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","11789","670300054","54","30","54","0","203000","0","54","0","2441","200000001","0","54","0","54","60","0","0","54","63","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","12386","670300055","55","30","55","0","203000","0","55","0","2510","200000001","0","55","0","55","60","0","0","55","63","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","12984","670300056","56","30","56","0","203000","0","56","0","2580","200000001","0","56","0","56","60","0","0","56","63","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","13581","670300057","57","30","57","0","203000","0","57","0","2823","200000001","0","57","0","57","61","0","0","57","65","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","14179","670300058","58","30","58","0","203000","0","58","0","3066","200000001","0","58","0","58","61","0","0","58","66","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","14776","670300059","59","30","59","0","203000","0","59","0","3379","200000001","0","59","0","59","62","0","0","59","67","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","15374","670300060","60","30","60","0","203000","0","60","0","3692","200000001","0","60","0","60","62","0","0","60","68","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","15971","670300061","61","30","61","0","203000","0","61","0","4005","200000001","0","61","0","61","63","0","0","61","70","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","16310","670300062","62","30","62","0","203000","0","62","0","4120","200000001","0","62","0","62","64","0","0","62","71","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","16649","670300063","63","30","63","0","203000","0","63","0","4235","200000001","0","63","0","63","65","0","0","63","73","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","16987","670300064","64","30","64","0","203000","0","64","0","4350","200000001","0","64","0","64","66","0","0","64","74","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","17326","670300065","65","30","65","0","203000","0","65","0","4465","200000001","0","65","0","65","67","0","0","65","76","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","17665","670300066","66","30","66","0","203000","0","66","0","4579","200000001","0","66","0","66","67","0","0","66","77","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","18004","670300067","67","30","67","0","203000","0","67","0","4694","200000001","0","67","0","67","68","0","0","67","79","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","18343","670300068","68","30","68","0","203000","0","68","0","4809","200000001","0","68","0","68","69","0","0","68","80","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","18681","670300069","69","30","69","0","203000","0","69","0","4924","200000001","0","69","0","69","70","0","0","69","82","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","19020","670300070","70","30","70","0","203000","0","70","0","5039","200000001","0","70","0","70","71","0","0","70","83","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","19359","670300071","71","30","71","0","203000","0","71","0","5154","200000001","0","71","0","71","72","0","0","71","85","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","383","670300101","1","30","1","0","203001","0","1","0","16","200000001","0","1","0","1","4","0","0","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","504","670300102","2","30","2","0","203001","0","2","0","21","200000005","0","2","0","2","6","0","0","2","3","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","625","670300103","3","30","3","0","203001","0","3","0","27","200000005","0","3","0","3","8","0","0","3","4","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","689","670300104","4","30","4","0","203001","0","4","0","65","200000005","0","4","0","4","13","0","0","4","6","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","689","670300105","5","30","5","0","203001","0","5","0","65","200000005","0","5","0","5","13","0","0","5","6","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","681","670300106","6","30","6","0","203001","0","6","0","67","200000005","0","6","0","6","13","0","0","6","7","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","839","670300107","7","30","7","0","203001","0","7","0","94","200000005","0","7","0","7","14","0","0","7","8","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","995","670300108","8","30","8","0","203001","0","8","0","121","200000005","0","8","0","8","16","0","0","8","9","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","1023","670300109","9","30","9","0","203001","0","9","0","124","200000005","0","9","0","9","16","0","0","9","9","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","1053","670300110","10","30","10","0","203001","0","10","0","128","200000005","0","10","0","10","18","0","0","10","10","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","1081","670300111","11","30","11","0","203001","0","11","0","130","200000005","0","11","0","11","18","0","0","11","10","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","1109","670300112","12","30","12","0","203001","0","12","0","133","200000005","0","12","0","12","18","0","0","12","10","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","1314","670300113","13","30","13","0","203001","0","13","0","141","200000005","0","13","0","13","20","0","0","13","11","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","1520","670300114","14","30","14","0","203001","0","14","0","146","200000005","0","14","0","14","21","0","0","14","13","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","1724","670300115","15","30","15","0","203001","0","15","0","154","200000005","0","15","0","15","21","0","0","15","13","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1929","670300116","16","30","16","0","203001","0","16","0","160","200000005","0","16","0","16","21","0","0","16","14","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","2266","670300117","17","30","17","0","203001","0","17","0","185","200000005","0","17","0","17","21","0","0","17","15","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","2603","670300118","18","30","18","0","203001","0","18","0","210","200000005","0","18","0","18","21","0","0","18","15","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","2840","670300119","19","30","19","0","203001","0","19","0","212","200000005","0","19","0","19","22","0","0","19","15","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","2952","670300120","20","30","20","0","203001","0","20","0","215","200000005","0","20","0","20","22","0","0","20","15","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","3063","670300121","21","30","21","0","203001","0","21","0","218","200000005","0","21","0","21","22","0","0","21","15","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","3162","670300122","22","30","22","0","203001","0","22","0","239","200000005","0","22","0","22","23","0","0","22","16","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","3318","670300123","23","30","23","0","203001","0","23","0","239","200000005","0","23","0","23","23","0","0","23","16","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","3601","670300124","24","30","24","0","203001","0","24","0","340","200000005","0","24","0","24","33","0","0","24","23","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","3883","670300125","25","30","25","0","203001","0","25","0","353","200000005","0","25","0","25","34","0","0","25","24","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","3983","670300126","26","30","26","0","203001","0","26","0","393","200000005","0","26","0","26","34","0","0","26","24","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","4077","670300127","27","30","27","0","203001","0","27","0","396","200000005","0","27","0","27","34","0","0","27","24","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","4170","670300128","28","30","28","0","203001","0","28","0","398","200000005","0","28","0","28","34","0","0","28","24","28","0","28","1","28","10","1","28"
