e8f742ce4dbb002451abecaf1aaa1eb7fa4c9611ca217adbc075ae6ff3f6456e,82672d6575d0dba270511195360c2d46e826a8d9d411b6894dbaf16cb6f051a4,788d2f1402b75a5d6926ee9a908c4f2cbbf9495509554685bd082dea54445120,94dfb496c62c0c91d1100539a145dbf7812d5c6688f8a83c9609ff1a89136427,28c202be1277253f9f390cabb9e9ce631fbe7c6fe76ecf0393097aee37b23dac,bf74ae2615a636a35b5079eeaf833a13ec8608e5a500811a28cb5a2db41626f9,c871c35b7d267179264e5b5c3d439e1eac80b41f807a2405dfa52097a255aaac,d4f8c53075319ee337b2641bf6f56e14e6b06f948b397df7ad2be8a235432f36,b25f94ee6d962c81340ffde8a854daf02d023e70aac8d13631020bd4adda7308,67e7ec60ba83e4830d2759eae7a14f100fa905d9bfdb38fa14b6ea89b6d3a5f3,8ba5402da24156e7a7eb572df6b01bce10ff7c816fbe428dc7c5fffe797be48b
"tahaha_idle","3","","0.2","5146068","68069","","1","","","105811"
"tahaha_idle","3","","0.2","5146068","68070","","1","","","1058"
"surprise3_in_anger2","3","0","0.2","5146068","68071","","0","surprise3_loop_anger2","1","106011"
"surprise3_in_anger2","3","0","0.2","5146068","68072","","0","surprise3_loop_anger2","1","1060"
"vo_apg_0808","21","","","5146068","68073","","0","0","","vo_apg"
"不要把方向盤跟甜甜圈搞混啦～！","11","0","0","5146068","68074","0","9","1","1","106011"
"","91","","","5146068","68075","","","","","0"
"0","4","","","5146068","68076","","","","","106011"
"0","4","","","5146068","68077","","","","","1060"
"surprise3_loop_surprise_slow","3","","0.2","5146068","68078","","1","","","106011"
"surprise3_loop_surprise_slow","3","","0.2","5146068","68079","","1","","","1060"
"peko_slurp_in","3","0","0.2","5146068","68080","","0","peko_slurp_loop","1","105811"
"peko_slurp_in","3","0","0.2","5146068","68081","","0","peko_slurp_loop","1","1058"
"takeout_in","3","0","0.2","5146068","68082","","0","takeout_talk","1","130911"
"takeout_in","3","0","0.2","5146068","68083","","0","takeout_talk","1","97"
"vo_apg_0809","21","","","5146068","68084","","0","0","","vo_apg"
"啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","11","0","0","5146068","68085","0","7","1","1","130911"
"","91","","","5146068","68086","","","","","0"
"takeout_idle","3","","0.2","5146068","68087","","1","","","130911"
"takeout_idle","3","","0.2","5146068","68088","","1","","","97"
"peko_slurp_loop","3","","0.2","5146068","68089","","1","","","105811"
"peko_slurp_loop","3","","0.2","5146068","68090","","1","","","1058"
"cool_idle_jitome","3","0.2","0.2","5146068","68091","","0","cool_talk_jitome","1","106011"
"cool_idle_jitome_in","3","0.2","0.2","5146068","68092","","0","cool_talk_jitome","1","1060"
"vo_apg_0810","21","","","5146068","68093","","0","0","","vo_apg"
"……\n甜甜圈就是甜甜圈吧……","11","0","0","5146068","68094","0","9","1","1","106011"
"","91","","","5146068","68095","","","","","0"
"","101","","","5146068","68096","","","","","68097"
"0.2","22","","","5146068","68097","","","","","0"
"131311","1","0","1.8","5146069","69001","riri_idle","100","-225","-278","1"
"1313","5","0","1.8","5146069","69002","riri_idle","101","-225","-278","5"
"131411","1","0","1.8","5146069","69003","idle_normal","103","-385","-288","1"
"1314","5","0","1.8","5146069","69004","idle_normal","104","-385","-288","2"
"130911","1","1","1.8","5146069","69005","joy_idle_noface","106","225","-278","1"
"98","5","1","1.8","5146069","69006","joy_idle_kururu","107","225","-278","1"
"200","13","","","5146069","69007","","","","","131311"
"203","13","","","5146069","69008","","","","","131411"
"206","13","","","5146069","69009","","","","","130911"
"9","5","0","0.85","5146069","69010","idle","15","0","-174","9"
"22","5","0","1","5146069","69011","empty","210","-307","12","22"
"21","5","0","1","5146069","69012","empty","60","0","153","21"
"1","31","","1","5146069","69013","","0","0","1","1"
"0","91","","","5146069","69014","","","","","0"
"0","102","","","5146069","69015","","0","","","0"
"0","93","","","5146069","69016","","","","","1"
"riri_talk_noface","3","","0.2","5146069","69017","","1","","","131311"
"riri_talk_noface","3","","0.2","5146069","69018","","1","","","1313"
"idle_normal_surprise_lookupS","3","","0.2","5146069","69019","","1","","","131411"
"idle_normal_surprise_lookupS","3","","0.2","5146069","69020","","1","","","1314"
"vo_apg_0901","21","","","5146069","69021","","0","0","","vo_apg"
"璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","11","0","0","5146069","69022","0","7","1","1","131311"
"","91","","","5146069","69023","","","","","0"
"riri_idle_lookup","3","","0.2","5146069","69024","","1","","","131311"
"riri_idle_lookup","3","","0.2","5146069","69025","","1","","","1313"
"coffee_2_in","3","","0","5146069","69026","","0","","","21"
"se_10055900_photo","23","","","5146069","69027","","0","","","se_10055900"
"0","93","","","5146069","69028","","","","","0.1"
"idle_normal_surprise_lookup","3","0.2","0.2","5146069","69029","","0","talk_normal_joy_lookup","1","131411"
"idle_normal_surprise_lookup","3","0.2","0.2","5146069","69030","","0","talk_normal_joy_lookup","1","1314"
"vo_apg_0902","21","","","5146069","69031","","0","0","","vo_apg"
"咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","11","0","0","5146069","69032","0","7","1","1","131411"
"","91","","","5146069","69033","","","","","0"
"riri_idle_surprise","3","","0.2","5146069","69034","","1","","","131311"
"riri_idle_surprise","3","","0.2","5146069","69035","","1","","","1313"
"idle_normal_surprise","3","","0.2","5146069","69036","","1","","","131411"
"idle_normal_surprise","3","","0.2","5146069","69037","","1","","","1314"
"handsup_to_talk","3","0.2","0.2","5146069","69038","","0","talk_normal_joy","1","130911"
"handsup","3","0.2","0.2","5146069","69039","","1","","","98"
"vo_apg_0903","21","","","5146069","69040","","0","0","","vo_apg"
"恭喜恭喜妳們！！\n真虧妳們能發現！","11","0","0","5146069","69041","0","6","1","1","130911"
"","91","","","5146069","69042","","","","","0"
"joy_talk_anger","3","","0.2","5146069","69043","","1","","","130911"
"vo_apg_0904","21","","","5146069","69044","","0","0","","vo_apg"
"這個就是！\n「隱藏卡巴邦」哦♪","11","0","0","5146069","69045","0","7","1","1","130911"
"","91","","","5146069","69046","","","","","0"
"joy_idle_doya","3","","0.2","5146069","69047","","1","","","130911"
"notice_in_shy","3","0","0.2","5146069","69048","","0","notice_loop_shy","1","131311"
"notice_in_shy","3","0","0.2","5146069","69049","","0","notice_loop_shy","1","1313"
"surprise_talk_normal","3","","0.2","5146069","69050","","1","","","131411"
"surprise_talk_normal","3","","0.2","5146069","69051","","1","","","1314"
"vo_apg_0905","21","","","5146069","69052","","0","0","","vo_apg"
"0905_in","3","","0","5146069","69053","","0","","","22"
"1","93","","","5146069","69054","","","","","1.2"
"0905_mid","3","","0","5146069","69055","","0","","","22"
"","92","","","5146069","69056","","","","",""
"0905_out","3","","0","5146069","69057","","0","","","22"
"0","93","","","5146069","69058","","","","","0.2"
"","91","","","5146069","69059","","","","","0"
"riri_sad_talk_dead","3","","0.2","5146069","69060","","1","","","131311"
"riri_sad_talk_dead","3","","0.2","5146069","69061","","1","","","1313"
"surprise_idle","3","","0.2","5146069","69062","","1","","","131411"
"surprise_idle","3","","0.2","5146069","69063","","1","","","1314"
"idle_normal_surprise2","3","","0.2","5146069","69064","","1","","","130911"
"vo_apg_0906","21","","","5146069","69065","","0","0","","vo_apg"
"原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","11","0","0","5146069","69066","0","9","1","1","131311"
"","91","","","5146069","69067","","","","","0"
"riri_sad_idle","3","","0.2","5146069","69068","","1","","","131311"
"riri_sad_idle","3","","0.2","5146069","69069","","1","","","1313"
"watawata","3","0.2","0.2","5146069","69070","","0","talk_normal_dere","1","130911"
"watawata","3","0.2","0.2","5146069","69071","","0","talk_normal_dere","1","98"
"vo_apg_0907","21","","","5146069","69072","","0","0","","vo_apg"
"不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","11","0","0","5146069","69073","0","8","1","1","130911"
"","91","","","5146069","69074","","","","","0"
"idle_normal_noface","3","","0.2","5146069","69075","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146069","69076","","1","","","98"
"coffee_2_out","3","","0","5146069","69077","","0","","","21"
"clear_wish_talk_joy","3","","0.2","5146069","69078","","1","","","131411"
"clear_wish_talk_joy","3","","0.2","5146069","69079","","1","","","1314"
"vo_apg_0908","21","","","5146069","69080","","0","0","","vo_apg"
"哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","11","0","0","5146069","69081","0","8","1","1","131411"
"","91","","","5146069","69082","","","","","0"
"clear_wish_idle","3","","0.2","5146069","69083","","1","","","131411"
"clear_wish_idle","3","","0.2","5146069","69084","","1","","","1314"
"guts2_talk_joy3","3","","0.2","5146069","69085","","1","","","131311"
"guts2_talk_joy3","3","","0.2","5146069","69086","","1","","","1313"
"vo_apg_0909","21","","","5146069","69087","","0","0","","vo_apg"
"好的，璃亞！","11","0","0","5146069","69088","0","8","1","1","131311"
"","91","","","5146069","69089","","","","","0"
"riri_idle","3","","0.2","5146069","69090","","1","","","131311"
"riri_idle","3","","0.2","5146069","69091","","1","","","1313"
"clear_wish_idle_normal","3","","0.2","5146069","69092","","1","","","131411"
"clear_wish_idle_normal","3","","0.2","5146069","69093","","1","","","1314"
"talk_normal_anger","3","","0.2","5146069","69094","","1","","","130911"
"talk_normal","3","","0.2","5146069","69095","","1","","","98"
"vo_apg_0910","21","","","5146069","69096","","0","0","","vo_apg"
"那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","11","0","0","5146069","69097","0","8","1","1","130911"
"","91","","","5146069","69098","","","","","0"
"idle_normal_noface","3","","0.2","5146069","69099","","1","","","130911"
"idle_normal_kururu","3","","0.2","5146069","69100","","1","","","98"
"riri_bow","3","0","0.2","5146069","69101","","0","idle_normal_joy2","1","131311"
"riri_bow","3","0","0.2","5146069","69102","","0","idle_normal_joy2","1","1313"
"clear_agree","3","0.2","0.2","5146069","69103","","0","idle_normal_joy2","1","131411"
"clear_agree","3","0.2","0.2","5146069","69104","","0","idle_normal_joy2","1","1314"
"vo_apg_0911","21","","","5146069","69105","","0","0","","vo_apg"
"0911_in","3","","0","5146069","69106","","0","","","22"
"1","93","","","5146069","69107","","","","","0.9"
"0911_mid","3","","0","5146069","69108","","0","","","22"
"","92","","","5146069","69109","","","","",""
"0911_out","3","","0","5146069","69110","","0","","","22"
"0","93","","","5146069","69111","","","","","0.2"
"","91","","","5146069","69112","","","","","0"
"0","4","","","5146069","69113","","","","","130911"
"0","4","","","5146069","69114","","","","","98"
"walk_normal_slow","3","","0.2","5146069","69115","","1","","","131311"
"walk_normal_slow","3","","0.2","5146069","69116","","1","","","1313"
"walk_normal_slow","3","","0.2","5146069","69117","","1","","","131411"
"walk_normal_slow","3","","0.2","5146069","69118","","1","","","1314"
"walk_kyapi_slow","3","","0.2","5146069","69119","","1","","","130911"
"walk_kyapi_slow","3","","0.2","5146069","69120","","1","","","98"
"-75","2","","","5146069","69121","","-278","1.5","0","131311"
"-75","2","","","5146069","69122","","-278","1.5","0","1313"
"-225","2","","","5146069","69123","","-288","1.5","0","131411"
"-225","2","","","5146069","69124","","-288","1.5","0","1314"
"325","2","","","5146069","69125","","-278","1.5","0","130911"
"0","93","","","5146069","69126","","","","","1.5"
"1","4","","","5146069","69127","","","","","131311"
"1","4","","","5146069","69128","","","","","1313"
"1","4","","","5146069","69129","","","","","130911"
"idle_normal_surprise","3","","0.2","5146069","69130","","1","","","131311"
"idle_normal_surprise","3","","0.2","5146069","69131","","1","","","1313"
"notice_in_dere","3","0","0.2","5146069","69132","","0","notice_loop_dere","1","131411"
"notice_in_dere","3","0","0.2","5146069","69133","","0","notice_loop_dere","1","1314"
"idle_normal_surprise","3","","0.2","5146069","69134","","1","","","130911"
"vo_apg_0912","21","","","5146069","69135","","0","0","","vo_apg"
"……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","11","0","0","5146069","69136","0","11","1","1","131411"
"","91","","","5146069","69137","","","","","0"
"hawawa","3","","0.2","5146069","69138","","0","","","130911"
"vo_apg_0913","21","","","5146069","69139","","0","0","","vo_apg"
"哈哇哇！？","11","0","-30","5146069","69140","0","8","1","1","130911"
"","91","","","5146069","69141","","","","","0"
"bowbowbow","3","","0.1","5146069","69142","","0","","","130911"
"0","4","","","5146069","69143","","","","","131311"
"0","4","","","5146069","69144","","","","","1313"
"riri_talk_noervous","3","","0.2","5146069","69145","","1","","","131311"
"riri_talk_noervous","3","","0.2","5146069","69146","","1","","","1313"
"clear_smile_in","3","0","0.2","5146069","69147","","0","clear_smile_idle","1","131411"
"clear_smile_in","3","0","0.2","5146069","69148","","0","clear_smile_idle","1","1314"
"2","12","0","0","5146069","69149","0","2","0","0","131311"
"2","12","0","0","5146069","69150","0","2","0","0","131411"
"2","12","0","-30","5146069","69151","0","2","0","0","130911"
"0","93","","","5146069","69152","","","","","2"
"","101","","","5146069","69153","","","","","69154"
"0.2","22","","","5146069","69154","","","","","0"
"102111","1","1","1.8","5146070","70001","walk_normal_joy","106","0","-278","1"
"99","5","0","1.8","5146070","70002","idle_normal","107","-195","-278","1"
"130911","1","1","1.8","5146070","70003","idle_normal_noface","108","195","-278","1"
"98","5","1","1.8","5146070","70004","idle_normal_kururu","109","195","-278","1"
"206","13","","","5146070","70005","","","","","102111"
"208","13","","","5146070","70006","","","","","130911"
"10","5","0","0.85","5146070","70007","idle","15","0","-174","10"
"20","5","0","1","5146070","70008","empty","290","-237","48","20"
"1","31","","1","5146070","70009","","0","0","1","1"
"2","31","","1","5146070","70010","","0","-57.7","1","2"
"black","37","","","5146070","70011","","","","","2"
"14","31","","0","5146070","70012","","-176","-278","1","14"
"0","91","","","5146070","70013","","","","","0"
"0","102","","","5146070","70014","","0","","","0"
"0","93","","","5146070","70015","","","","","0.4"
"iris_out","37","","","5146070","70016","","","","","2"
"-195","2","","","5146070","70017","","-278","2","0","102111"
"0","93","","","5146070","70018","","","","","2"
"0","4","","","5146070","70019","","","","","102111"
"idle_normal_joy","3","","0.2","5146070","70020","","1","","","102111"
"idle_normal_joy","3","","0.2","5146070","70021","","1","","","99"
"0","93","","","5146070","70022","","","","","0.1"
"wish_talk_noface","3","","0.2","5146070","70023","","1","","","102111"
"kurumi_wish_talk","3","","0.2","5146070","70024","","1","","","99"
"vo_apg_1001","21","","","5146070","70025","","0","0","","vo_apg"
"哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","11","0","0","5146070","70026","0","7","1","1","102111"
"","91","","","5146070","70027","","","","","0"
"notice_in_normal2","3","0.2","0.2","5146070","70028","","0","sad_talk_normal","1","102111"
"notice_in","3","0.2","0.2","5146070","70029","","0","sad_talk","1","99"
"vo_apg_1002","21","","","5146070","70030","","0","0","","vo_apg"
"對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","11","0","0","5146070","70031","0","10","1","1","102111"
"","91","","","5146070","70032","","","","","0"
"talk_normal_noface","3","","0.2","5146070","70033","","1","","","102111"
"kurumi_talk_normal","3","","0.2","5146070","70034","","1","","","99"
"vo_apg_1003","21","","","5146070","70035","","0","0","","vo_apg"
"庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","11","0","0","5146070","70036","0","9","1","1","102111"
"","91","","","5146070","70037","","","","","0"
"idle_normal_noface","3","","0.2","5146070","70038","","1","","","102111"
"kurumi_idle_normal","3","","0.2","5146070","70039","","1","","","99"
"kururu_wish_talk_joy","3","","0.2","5146070","70040","","1","","","130911"
"kururu_wish_talk_joy","3","","0.2","5146070","70041","","1","","","98"
"vo_apg_1004","21","","","5146070","70042","","0","0","","vo_apg"
"哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","11","0","0","5146070","70043","0","7","1","1","130911"
"","91","","","5146070","70044","","","","","0"
"kururu_wish_idle_surprise","3","","0.2","5146070","70045","","1","","","130911"
"kururu_wish_idle_light","3","","0.2","5146070","70046","","1","","","98"
"surprise_talk_dere","3","","0.2","5146070","70047","","1","","","102111"
"surprise_talk_dere","3","","0.2","5146070","70048","","1","","","99"
"vo_apg_1005","21","","","5146070","70049","","0","0","","vo_apg"
"大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","11","0","0","5146070","70050","0","9","1","1","102111"
"","91","","","5146070","70051","","","","","0"
"0","22","","","5146070","70052","","","","","0"
"kurumi_witch_in","3","0","0.2","5146070","70053","","0","kurumi_witch_loop","1","102111"
"kurumi_witch_in","3","0","0.2","5146070","70054","","0","kurumi_witch_loop","1","99"
"0","93","","","5146070","70055","","","","","0.3"
"20","121","","0","5146070","70056","","1.05","1.05","0","0"
"fade105_in","37","","","5146070","70057","","","","","2"
"30","122","","","5146070","70058","","0.5","","","30"
"kururu_wish_doteyes_static","3","","0","5146070","70059","","1","","","130911"
"vo_apg_1006","21","","","5146070","70060","","0","0","","vo_apg"
"1006_in","3","","0","5146070","70061","","0","","","20"
"1","93","","","5146070","70062","","","","","1.2"
"1006_mid","3","","0","5146070","70063","","0","","","20"
"","92","","","5146070","70064","","","","",""
"1006_out","3","","0","5146070","70065","","0","","","20"
"0","93","","","5146070","70066","","","","","0.2"
"kurumi_witch_out","3","0","0.2","5146070","70067","","0","idle_normal","1","102111"
"kurumi_witch_out","3","0","0.2","5146070","70068","","0","idle_normal","1","99"
"305","2","","","5146070","70069","","-45","0","0","20"
"fade105_out","37","","","5146070","70070","","","","","2"
"0","121","","0","5146070","70071","","1","1","0","0"
"30","122","","","5146070","70072","","0.5","","","30"
"kururu_scared_in","3","0","0.2","5146070","70073","","0","kururu_scared_idle","1","130911"
"vo_apg_1007","21","","","5146070","70074","","0","0","","vo_apg"
"1007_in","3","","0","5146070","70075","","0","","","20"
"1","93","","","5146070","70076","","","","","1.2"
"1007_mid","3","","0","5146070","70077","","0","","","20"
"","92","","","5146070","70078","","","","",""
"1007_out","3","","0","5146070","70079","","0","","","20"
"0","93","","","5146070","70080","","","","","0.2"
"empty","3","","0","5146070","70081","","0","","","20"
"worry_talk_lookdown","3","","0.2","5146070","70082","","1","","","102111"
"worry_talk_lookdown","3","","0.2","5146070","70083","","1","","","99"
"vo_apg_1008","21","","","5146070","70084","","0","0","","vo_apg"
"對……對不起……\n妳沒事吧……？","11","0","0","5146070","70085","0","8","1","1","102111"
"","91","","","5146070","70086","","","","","0"
"kururu_scared_talk_dere","3","","0.2","5146070","70087","","1","","","130911"
"kururu_scared_talk_dere","3","","0.2","5146070","70088","","1","","","98"
"vo_apg_1009","21","","","5146070","70089","","0","0","","vo_apg"
"不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","11","-60","-10","5146070","70090","0","10","1","1","130911"
"","91","","","5146070","70091","","","","","0"
"kururu_scared_idle_noface","3","","0.2","5146070","70092","","1","","","130911"
"kururu_scared_idle","3","","0.2","5146070","70093","","1","","","98"
"anger_talk_dere_red","3","","0.2","5146070","70094","","1","","","102111"
"anger_talk_dere_red","3","","0.2","5146070","70095","","1","","","99"
"vo_apg_1010","21","","","5146070","70096","","0","0","","vo_apg"
"……竟、竟然說我是天才……","11","0","0","5146070","70097","0","10","1","1","102111"
"","91","","","5146070","70098","","","","","0"
"0","22","","","5146070","70099","","","","","0"
"1","32","","","5146070","70100","","","","","14"
"kurumi_shy_in","3","0","0.2","5146070","70101","","0","kurumi_shy_loop","1","102111"
"kurumi_shy_in","3","0","0.2","5146070","70102","","0","kurumi_shy_loop","1","99"
"0","93","","","5146070","70103","","","","","2.5"
"kururu_scared_talk_dere","3","","0.2","5146070","70104","","1","","","130911"
"kururu_scared_talk_dere","3","","0.2","5146070","70105","","1","","","98"
"vo_apg_1011","21","","","5146070","70106","","0","0","","vo_apg"
"……那個","11","-60","-10","5146070","70107","0","13","1","1","130911"
"","91","","","5146070","70108","","","","","0"
"kururu_scared_talk_nervous","3","","0.2","5146070","70109","","1","","","130911"
"kururu_scared_talk_sweat_in","3","0","0","5146070","70110","","0","kururu_scared_talk_sweat_loop","1","98"
"vo_apg_1012","21","","","5146070","70111","","0","0","","vo_apg"
"我嚇到腳軟了……","11","-60","-10","5146070","70112","0","7","1","1","130911"
"","91","","","5146070","70113","","","","","0"
"","101","","","5146070","70114","","","","","70115"
"0.2","22","","","5146070","70115","","","","","0"
"130911","1","0","1.8","5146071","71001","idle_normal","110","-1100","-278","1"
"8","5","0","0.5","5146071","71002","idle","106","-193","-233","11"
"9","5","0","0.6","5146071","71003","idle","107","267","-233","12"
"210","13","","","5146071","71004","","","","","130911"
"206","13","","","5146071","71005","","","","","8"
"207","13","","","5146071","71006","","","","","9"
"10","5","0","0.85","5146071","71007","idle","15","0","-174","10"
"1","31","","1","5146071","71008","","0","0","1","1"
"2","31","","0","5146071","71009","","0","0","1","2"
"14","31","","0","5146071","71010","","0","-278","1","14"
"17","31","","0","5146071","71011","","0","0","1","17"
"18","31","","0","5146071","71012","","0","0","1","18"
"0","91","","","5146071","71013","","","","","0"
"0","102","","","5146071","71014","","0","","","0"
"0","93","","","5146071","71015","","","","","0.2"
"1","32","","","5146071","71016","","","","","17"
"0","93","","","5146071","71017","","","","","0.5"
"0","93","","","5146071","71018","","","","","0"
"0","93","","","5146071","71019","","","","","3.5"
"12","12","0","0","5146071","71020","0","2.2","0","0","8"
"12","12","0","0","5146071","71021","0","2.2","0","0","9"
"lookup","3","","0.6","5146071","71022","","1","","","8"
"lookdown","3","","0.6","5146071","71023","","1","","","9"
"-380","2","","","5146071","71024","","-278","3","0","130911"
"walk_normal","3","","0.2","5146071","71025","","1","","","130911"
"0","93","","","5146071","71026","","","","","3"
"kururu_surprise_talk","3","","0.2","5146071","71027","","1","","","130911"
"vo_apg_1101","21","","","5146071","71028","","0","0","","vo_apg"
"等候參加新吉祥物徵選會的\n怪奇怪靈先生～","11","0","0","5146071","71029","0","7","1","1","130911"
"","91","","","5146071","71030","","","","","0"
"20","121","","0","5146071","71031","","1.1","1.1","0","0"
"1","32","","","5146071","71032","","","","","2"
"fade105_in","37","","","5146071","71033","","","","","2"
"50","122","","","5146071","71034","","0.5","","","50"
"1","32","","","5146071","71035","","","","","18"
"se_10055900_bachibachi","23","","","5146071","71036","","0","","","se_10055900"
"shock_in_surprise2","3","0","0.2","5146071","71037","","0","shock_loop_surprise2","1","130911"
"vo_apg_1102","21","","","5146071","71038","","0","0","","vo_apg"
"咦咦咦！？\n競爭的火花劈哩啪啦！？","11","0","-20","5146071","71039","0","9","1","1","130911"
"","91","","","5146071","71040","","","","","0"
"0","22","","","5146071","71041","","","","","0"
"0","32","","","5146071","71042","","","","","18"
"fade105_out","37","","","5146071","71043","","","","","2"
"0","121","","11","5146071","71044","","1","1","0.5","0"
"walk_jog_sad_quick","3","","0.2","5146071","71045","","1","","","130911"
"idle","3","","0.4","5146071","71046","","1","","","8"
"idle","3","","0.4","5146071","71047","","1","","","9"
"0","2","","","5146071","71048","","-278","0.5","0","130911"
"0","93","","","5146071","71049","","","","","0.3"
"idle","3","","0.4","5146071","71050","","1","","","8"
"idle","3","","0.4","5146071","71051","","1","","","9"
"0","93","","","5146071","71052","","","","","0.2"
"1","4","","","5146071","71053","","","","","130911"
"kururu_worry_talk_lookdown","3","","0","5146071","71054","","1","","","130911"
"vo_apg_1103","21","","","5146071","71055","","0","0","","vo_apg"
"卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","11","0","0","5146071","71056","0","7","1","1","130911"
"","91","","","5146071","71057","","","","","0"
"0","4","","","5146071","71058","","","","","130911"
"kururu_worry_talk_lookup","3","","0","5146071","71059","","1","","","130911"
"vo_apg_1104","21","","","5146071","71060","","0","0","","vo_apg"
"但、但是但是，有時候勁敵角色\n也會更受歡迎……","11","0","0","5146071","71061","0","8","1","1","130911"
"","91","","","5146071","71062","","","","","0"
"40","121","","10","5146071","71063","","1.15","1.15","10","0"
"1","32","","","5146071","71064","","","","","14"
"0","22","","","5146071","71065","","","","","0"
"0","4","","","5146071","71066","","","","","130911"
"kururu_wish_idle_search","3","","0.2","5146071","71067","","1","","","130911"
"12","12","0","0","5146071","71068","0","3","0","0","8"
"12","12","0","0","5146071","71069","0","3","0","0","9"
"0","93","","","5146071","71070","","","","","4"
"0","32","","","5146071","71071","","","","","14"
"approach_in","3","0","0.2","5146071","71072","","0","approach_loop","1","8"
"approach_in","3","0","0.2","5146071","71073","","0","approach_loop","1","9"
"0.8","6","10","0.6","5146071","71074","","0.8","0.8","1","8"
"0.8","6","10","0.6","5146071","71075","","0.8","0.8","1","9"
"0","93","","","5146071","71076","","","","","0.6"
"kururu_down_in","3","0","0.2","5146071","71077","","0","kururu_down_loop","1","130911"
"vo_apg_1105","21","","","5146071","71078","","0","0","","vo_apg"
"噫噫噫……","11","0","0","5146071","71079","0","13","1","1","130911"
"","91","","","5146071","71080","","","","","0"
"","101","","","5146071","71081","","","","","71082"
"0.2","22","","","5146071","71082","","","","","0"
