cd768d365918e98f7e88ed56a212e49651d2dcedfa800b92a81ed93e94b183a2,d313c4dd1e3f8b7a5036e388c62016d9385c7081b1b3d4478b4602d7d03c5471,402846457fbbcf075aaa2658421a44b9800c5a4aef01bd4629ccf178a265d596,87c7a6e31288c1a4cccd684e75dd68f0c22d3ad59a0e24aa3ee2d4051d280fc4,ca1273cd2046f01081e09f64da167c0148f8bf206f64514d545447949ae58dc2,af92ecc098b6f57e2474de527f866f9c8004b1b3a0d8334b5b50406bc82ea7d5
"30502087","2","對霰彈槍附加<0>攻擊力+87%","87","5","3"
"30502088","2","對霰彈槍附加<0>攻擊力+88%","88","5","3"
"30502089","2","對霰彈槍附加<0>攻擊力+89%","89","5","3"
"30502090","2","對霰彈槍附加<0>攻擊力+90%","90","5","3"
"30502091","2","對霰彈槍附加<0>攻擊力+91%","91","5","3"
"30502092","2","對霰彈槍附加<0>攻擊力+92%","92","5","3"
"30502093","2","對霰彈槍附加<0>攻擊力+93%","93","5","3"
"30502094","2","對霰彈槍附加<0>攻擊力+94%","94","5","3"
"30502095","2","對霰彈槍附加<0>攻擊力+95%","95","5","3"
"30502096","2","對霰彈槍附加<0>攻擊力+96%","96","5","3"
"30502097","2","對霰彈槍附加<0>攻擊力+97%","97","5","3"
"30502098","2","對霰彈槍附加<0>攻擊力+98%","98","5","3"
"30502099","2","對霰彈槍附加<0>攻擊力+99%","99","5","3"
"30502100","2","對霰彈槍附加<0>攻擊力+100%","100","5","3"
"40101010","1","對升降機附加<1>HP+10%","10","1","4"
"40101011","1","對升降機附加<1>HP+11%","11","1","4"
"40101012","1","對升降機附加<1>HP+12%","12","1","4"
"40101013","1","對升降機附加<1>HP+13%","13","1","4"
"40101014","1","對升降機附加<1>HP+14%","14","1","4"
"40101015","1","對升降機附加<1>HP+15%","15","1","4"
"40101016","1","對升降機附加<1>HP+16%","16","1","4"
"40101017","1","對升降機附加<1>HP+17%","17","1","4"
"40101018","1","對升降機附加<1>HP+18%","18","1","4"
"40101019","1","對升降機附加<1>HP+19%","19","1","4"
"40101020","1","對升降機附加<1>HP+20%","20","1","4"
"40101021","1","對升降機附加<1>HP+21%","21","1","4"
"40101022","1","對升降機附加<1>HP+22%","22","1","4"
"40101023","1","對升降機附加<1>HP+23%","23","1","4"
"40101024","1","對升降機附加<1>HP+24%","24","1","4"
"40101025","1","對升降機附加<1>HP+25%","25","1","4"
"40101026","1","對升降機附加<1>HP+26%","26","1","4"
"40101027","1","對升降機附加<1>HP+27%","27","1","4"
"40101028","1","對升降機附加<1>HP+28%","28","1","4"
"40101029","1","對升降機附加<1>HP+29%","29","1","4"
"40101030","1","對升降機附加<1>HP+30%","30","1","4"
"40101031","1","對升降機附加<1>HP+31%","31","1","4"
"40101032","1","對升降機附加<1>HP+32%","32","1","4"
"40101033","1","對升降機附加<1>HP+33%","33","1","4"
"40101034","1","對升降機附加<1>HP+34%","34","1","4"
"40101035","1","對升降機附加<1>HP+35%","35","1","4"
"40101036","1","對升降機附加<1>HP+36%","36","1","4"
"40101037","1","對升降機附加<1>HP+37%","37","1","4"
"40101038","1","對升降機附加<1>HP+38%","38","1","4"
"40101039","1","對升降機附加<1>HP+39%","39","1","4"
"40101040","1","對升降機附加<1>HP+40%","40","1","4"
"40101041","1","對升降機附加<1>HP+41%","41","1","4"
"40101042","1","對升降機附加<1>HP+42%","42","1","4"
"40101043","1","對升降機附加<1>HP+43%","43","1","4"
"40101044","1","對升降機附加<1>HP+44%","44","1","4"
"40101045","1","對升降機附加<1>HP+45%","45","1","4"
"40101046","1","對升降機附加<1>HP+46%","46","1","4"
"40101047","1","對升降機附加<1>HP+47%","47","1","4"
"40101048","1","對升降機附加<1>HP+48%","48","1","4"
"40101049","1","對升降機附加<1>HP+49%","49","1","4"
"40101050","1","對升降機附加<1>HP+50%","50","1","4"
"40101051","1","對升降機附加<1>HP+51%","51","1","4"
"40101052","1","對升降機附加<1>HP+52%","52","1","4"
"40101053","1","對升降機附加<1>HP+53%","53","1","4"
"40101054","1","對升降機附加<1>HP+54%","54","1","4"
"40101055","1","對升降機附加<1>HP+55%","55","1","4"
"40101056","1","對升降機附加<1>HP+56%","56","1","4"
"40101057","1","對升降機附加<1>HP+57%","57","1","4"
"40101058","1","對升降機附加<1>HP+58%","58","1","4"
"40101059","1","對升降機附加<1>HP+59%","59","1","4"
"40101060","1","對升降機附加<1>HP+60%","60","1","4"
"40101061","1","對升降機附加<1>HP+61%","61","1","4"
"40101062","1","對升降機附加<1>HP+62%","62","1","4"
"40101063","1","對升降機附加<1>HP+63%","63","1","4"
"40101064","1","對升降機附加<1>HP+64%","64","1","4"
"40101065","1","對升降機附加<1>HP+65%","65","1","4"
"40101066","1","對升降機附加<1>HP+66%","66","1","4"
"40101067","1","對升降機附加<1>HP+67%","67","1","4"
"40101068","1","對升降機附加<1>HP+68%","68","1","4"
"40101069","1","對升降機附加<1>HP+69%","69","1","4"
"40101070","1","對升降機附加<1>HP+70%","70","1","4"
"40101071","1","對升降機附加<1>HP+71%","71","1","4"
"40101072","1","對升降機附加<1>HP+72%","72","1","4"
"40101073","1","對升降機附加<1>HP+73%","73","1","4"
"40101074","1","對升降機附加<1>HP+74%","74","1","4"
"40101075","1","對升降機附加<1>HP+75%","75","1","4"
"40101076","1","對升降機附加<1>HP+76%","76","1","4"
"40101077","1","對升降機附加<1>HP+77%","77","1","4"
"40101078","1","對升降機附加<1>HP+78%","78","1","4"
"40101079","1","對升降機附加<1>HP+79%","79","1","4"
"40101080","1","對升降機附加<1>HP+80%","80","1","4"
"40101081","1","對升降機附加<1>HP+81%","81","1","4"
"40101082","1","對升降機附加<1>HP+82%","82","1","4"
"40101083","1","對升降機附加<1>HP+83%","83","1","4"
"40101084","1","對升降機附加<1>HP+84%","84","1","4"
"40101085","1","對升降機附加<1>HP+85%","85","1","4"
"40101086","1","對升降機附加<1>HP+86%","86","1","4"
"40101087","1","對升降機附加<1>HP+87%","87","1","4"
"40101088","1","對升降機附加<1>HP+88%","88","1","4"
"40101089","1","對升降機附加<1>HP+89%","89","1","4"
"40101090","1","對升降機附加<1>HP+90%","90","1","4"
"40101091","1","對升降機附加<1>HP+91%","91","1","4"
"40101092","1","對升降機附加<1>HP+92%","92","1","4"
"40101093","1","對升降機附加<1>HP+93%","93","1","4"
"40101094","1","對升降機附加<1>HP+94%","94","1","4"
"40101095","1","對升降機附加<1>HP+95%","95","1","4"
"40101096","1","對升降機附加<1>HP+96%","96","1","4"
"40101097","1","對升降機附加<1>HP+97%","97","1","4"
"40101098","1","對升降機附加<1>HP+98%","98","1","4"
"40101099","1","對升降機附加<1>HP+99%","99","1","4"
"40101100","1","對升降機附加<1>HP+100%","100","1","4"
"40201010","1","對鉤子附加<1>HP+10%","10","2","4"
"40201011","1","對鉤子附加<1>HP+11%","11","2","4"
"40201012","1","對鉤子附加<1>HP+12%","12","2","4"
"40201013","1","對鉤子附加<1>HP+13%","13","2","4"
"40201014","1","對鉤子附加<1>HP+14%","14","2","4"
"40201015","1","對鉤子附加<1>HP+15%","15","2","4"
"40201016","1","對鉤子附加<1>HP+16%","16","2","4"
"40201017","1","對鉤子附加<1>HP+17%","17","2","4"
"40201018","1","對鉤子附加<1>HP+18%","18","2","4"
"40201019","1","對鉤子附加<1>HP+19%","19","2","4"
"40201020","1","對鉤子附加<1>HP+20%","20","2","4"
"40201021","1","對鉤子附加<1>HP+21%","21","2","4"
"40201022","1","對鉤子附加<1>HP+22%","22","2","4"
"40201023","1","對鉤子附加<1>HP+23%","23","2","4"
"40201024","1","對鉤子附加<1>HP+24%","24","2","4"
"40201025","1","對鉤子附加<1>HP+25%","25","2","4"
"40201026","1","對鉤子附加<1>HP+26%","26","2","4"
"40201027","1","對鉤子附加<1>HP+27%","27","2","4"
"40201028","1","對鉤子附加<1>HP+28%","28","2","4"
"40201029","1","對鉤子附加<1>HP+29%","29","2","4"
"40201030","1","對鉤子附加<1>HP+30%","30","2","4"
"40201031","1","對鉤子附加<1>HP+31%","31","2","4"
"40201032","1","對鉤子附加<1>HP+32%","32","2","4"
"40201033","1","對鉤子附加<1>HP+33%","33","2","4"
"40201034","1","對鉤子附加<1>HP+34%","34","2","4"
"40201035","1","對鉤子附加<1>HP+35%","35","2","4"
"40201036","1","對鉤子附加<1>HP+36%","36","2","4"
"40201037","1","對鉤子附加<1>HP+37%","37","2","4"
"40201038","1","對鉤子附加<1>HP+38%","38","2","4"
"40201039","1","對鉤子附加<1>HP+39%","39","2","4"
"40201040","1","對鉤子附加<1>HP+40%","40","2","4"
"40201041","1","對鉤子附加<1>HP+41%","41","2","4"
"40201042","1","對鉤子附加<1>HP+42%","42","2","4"
"40201043","1","對鉤子附加<1>HP+43%","43","2","4"
"40201044","1","對鉤子附加<1>HP+44%","44","2","4"
"40201045","1","對鉤子附加<1>HP+45%","45","2","4"
"40201046","1","對鉤子附加<1>HP+46%","46","2","4"
"40201047","1","對鉤子附加<1>HP+47%","47","2","4"
"40201048","1","對鉤子附加<1>HP+48%","48","2","4"
"40201049","1","對鉤子附加<1>HP+49%","49","2","4"
"40201050","1","對鉤子附加<1>HP+50%","50","2","4"
"40201051","1","對鉤子附加<1>HP+51%","51","2","4"
"40201052","1","對鉤子附加<1>HP+52%","52","2","4"
"40201053","1","對鉤子附加<1>HP+53%","53","2","4"
"40201054","1","對鉤子附加<1>HP+54%","54","2","4"
"40201055","1","對鉤子附加<1>HP+55%","55","2","4"
"40201056","1","對鉤子附加<1>HP+56%","56","2","4"
"40201057","1","對鉤子附加<1>HP+57%","57","2","4"
"40201058","1","對鉤子附加<1>HP+58%","58","2","4"
"40201059","1","對鉤子附加<1>HP+59%","59","2","4"
"40201060","1","對鉤子附加<1>HP+60%","60","2","4"
"40201061","1","對鉤子附加<1>HP+61%","61","2","4"
"40201062","1","對鉤子附加<1>HP+62%","62","2","4"
"40201063","1","對鉤子附加<1>HP+63%","63","2","4"
"40201064","1","對鉤子附加<1>HP+64%","64","2","4"
"40201065","1","對鉤子附加<1>HP+65%","65","2","4"
"40201066","1","對鉤子附加<1>HP+66%","66","2","4"
"40201067","1","對鉤子附加<1>HP+67%","67","2","4"
"40201068","1","對鉤子附加<1>HP+68%","68","2","4"
"40201069","1","對鉤子附加<1>HP+69%","69","2","4"
"40201070","1","對鉤子附加<1>HP+70%","70","2","4"
"40201071","1","對鉤子附加<1>HP+71%","71","2","4"
"40201072","1","對鉤子附加<1>HP+72%","72","2","4"
"40201073","1","對鉤子附加<1>HP+73%","73","2","4"
"40201074","1","對鉤子附加<1>HP+74%","74","2","4"
"40201075","1","對鉤子附加<1>HP+75%","75","2","4"
"40201076","1","對鉤子附加<1>HP+76%","76","2","4"
"40201077","1","對鉤子附加<1>HP+77%","77","2","4"
"40201078","1","對鉤子附加<1>HP+78%","78","2","4"
"40201079","1","對鉤子附加<1>HP+79%","79","2","4"
"40201080","1","對鉤子附加<1>HP+80%","80","2","4"
"40201081","1","對鉤子附加<1>HP+81%","81","2","4"
"40201082","1","對鉤子附加<1>HP+82%","82","2","4"
"40201083","1","對鉤子附加<1>HP+83%","83","2","4"
"40201084","1","對鉤子附加<1>HP+84%","84","2","4"
"40201085","1","對鉤子附加<1>HP+85%","85","2","4"
"40201086","1","對鉤子附加<1>HP+86%","86","2","4"
"40201087","1","對鉤子附加<1>HP+87%","87","2","4"
"40201088","1","對鉤子附加<1>HP+88%","88","2","4"
"40201089","1","對鉤子附加<1>HP+89%","89","2","4"
"40201090","1","對鉤子附加<1>HP+90%","90","2","4"
"40201091","1","對鉤子附加<1>HP+91%","91","2","4"
"40201092","1","對鉤子附加<1>HP+92%","92","2","4"
"40201093","1","對鉤子附加<1>HP+93%","93","2","4"
"40201094","1","對鉤子附加<1>HP+94%","94","2","4"
"40201095","1","對鉤子附加<1>HP+95%","95","2","4"
"40201096","1","對鉤子附加<1>HP+96%","96","2","4"
"40201097","1","對鉤子附加<1>HP+97%","97","2","4"
"40201098","1","對鉤子附加<1>HP+98%","98","2","4"
"40201099","1","對鉤子附加<1>HP+99%","99","2","4"
"40201100","1","對鉤子附加<1>HP+100%","100","2","4"
"40301010","1","對推進器附加<1>HP+10%","10","3","4"
"40301011","1","對推進器附加<1>HP+11%","11","3","4"
"40301012","1","對推進器附加<1>HP+12%","12","3","4"
"40301013","1","對推進器附加<1>HP+13%","13","3","4"
"40301014","1","對推進器附加<1>HP+14%","14","3","4"
"40301015","1","對推進器附加<1>HP+15%","15","3","4"
"40301016","1","對推進器附加<1>HP+16%","16","3","4"
"40301017","1","對推進器附加<1>HP+17%","17","3","4"
"40301018","1","對推進器附加<1>HP+18%","18","3","4"
"40301019","1","對推進器附加<1>HP+19%","19","3","4"
"40301020","1","對推進器附加<1>HP+20%","20","3","4"
"40301021","1","對推進器附加<1>HP+21%","21","3","4"
"40301022","1","對推進器附加<1>HP+22%","22","3","4"
"40301023","1","對推進器附加<1>HP+23%","23","3","4"
"40301024","1","對推進器附加<1>HP+24%","24","3","4"
"40301025","1","對推進器附加<1>HP+25%","25","3","4"
"40301026","1","對推進器附加<1>HP+26%","26","3","4"
"40301027","1","對推進器附加<1>HP+27%","27","3","4"
"40301028","1","對推進器附加<1>HP+28%","28","3","4"
"40301029","1","對推進器附加<1>HP+29%","29","3","4"
"40301030","1","對推進器附加<1>HP+30%","30","3","4"
"40301031","1","對推進器附加<1>HP+31%","31","3","4"
"40301032","1","對推進器附加<1>HP+32%","32","3","4"
"40301033","1","對推進器附加<1>HP+33%","33","3","4"
"40301034","1","對推進器附加<1>HP+34%","34","3","4"
"40301035","1","對推進器附加<1>HP+35%","35","3","4"
"40301036","1","對推進器附加<1>HP+36%","36","3","4"
"40301037","1","對推進器附加<1>HP+37%","37","3","4"
"40301038","1","對推進器附加<1>HP+38%","38","3","4"
"40301039","1","對推進器附加<1>HP+39%","39","3","4"
"40301040","1","對推進器附加<1>HP+40%","40","3","4"
"40301041","1","對推進器附加<1>HP+41%","41","3","4"
"40301042","1","對推進器附加<1>HP+42%","42","3","4"
"40301043","1","對推進器附加<1>HP+43%","43","3","4"
"40301044","1","對推進器附加<1>HP+44%","44","3","4"
"40301045","1","對推進器附加<1>HP+45%","45","3","4"
"40301046","1","對推進器附加<1>HP+46%","46","3","4"
"40301047","1","對推進器附加<1>HP+47%","47","3","4"
"40301048","1","對推進器附加<1>HP+48%","48","3","4"
"40301049","1","對推進器附加<1>HP+49%","49","3","4"
"40301050","1","對推進器附加<1>HP+50%","50","3","4"
"40301051","1","對推進器附加<1>HP+51%","51","3","4"
"40301052","1","對推進器附加<1>HP+52%","52","3","4"
"40301053","1","對推進器附加<1>HP+53%","53","3","4"
"40301054","1","對推進器附加<1>HP+54%","54","3","4"
"40301055","1","對推進器附加<1>HP+55%","55","3","4"
"40301056","1","對推進器附加<1>HP+56%","56","3","4"
"40301057","1","對推進器附加<1>HP+57%","57","3","4"
"40301058","1","對推進器附加<1>HP+58%","58","3","4"
"40301059","1","對推進器附加<1>HP+59%","59","3","4"
"40301060","1","對推進器附加<1>HP+60%","60","3","4"
"40301061","1","對推進器附加<1>HP+61%","61","3","4"
"40301062","1","對推進器附加<1>HP+62%","62","3","4"
"40301063","1","對推進器附加<1>HP+63%","63","3","4"
"40301064","1","對推進器附加<1>HP+64%","64","3","4"
"40301065","1","對推進器附加<1>HP+65%","65","3","4"
"40301066","1","對推進器附加<1>HP+66%","66","3","4"
"40301067","1","對推進器附加<1>HP+67%","67","3","4"
"40301068","1","對推進器附加<1>HP+68%","68","3","4"
"40301069","1","對推進器附加<1>HP+69%","69","3","4"
"40301070","1","對推進器附加<1>HP+70%","70","3","4"
"40301071","1","對推進器附加<1>HP+71%","71","3","4"
"40301072","1","對推進器附加<1>HP+72%","72","3","4"
"40301073","1","對推進器附加<1>HP+73%","73","3","4"
"40301074","1","對推進器附加<1>HP+74%","74","3","4"
"40301075","1","對推進器附加<1>HP+75%","75","3","4"
"40301076","1","對推進器附加<1>HP+76%","76","3","4"
"40301077","1","對推進器附加<1>HP+77%","77","3","4"
"40301078","1","對推進器附加<1>HP+78%","78","3","4"
"40301079","1","對推進器附加<1>HP+79%","79","3","4"
"40301080","1","對推進器附加<1>HP+80%","80","3","4"
"40301081","1","對推進器附加<1>HP+81%","81","3","4"
"40301082","1","對推進器附加<1>HP+82%","82","3","4"
"40301083","1","對推進器附加<1>HP+83%","83","3","4"
"40301084","1","對推進器附加<1>HP+84%","84","3","4"
"40301085","1","對推進器附加<1>HP+85%","85","3","4"
"40301086","1","對推進器附加<1>HP+86%","86","3","4"
"40301087","1","對推進器附加<1>HP+87%","87","3","4"
"40301088","1","對推進器附加<1>HP+88%","88","3","4"
"40301089","1","對推進器附加<1>HP+89%","89","3","4"
"40301090","1","對推進器附加<1>HP+90%","90","3","4"
"40301091","1","對推進器附加<1>HP+91%","91","3","4"
"40301092","1","對推進器附加<1>HP+92%","92","3","4"
"40301093","1","對推進器附加<1>HP+93%","93","3","4"
"40301094","1","對推進器附加<1>HP+94%","94","3","4"
"40301095","1","對推進器附加<1>HP+95%","95","3","4"
"40301096","1","對推進器附加<1>HP+96%","96","3","4"
"40301097","1","對推進器附加<1>HP+97%","97","3","4"
"40301098","1","對推進器附加<1>HP+98%","98","3","4"
"40301099","1","對推進器附加<1>HP+99%","99","3","4"
"40301100","1","對推進器附加<1>HP+100%","100","3","4"
