5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"9","降低HP吸收","92422220","戰鬥開始時，中幅度降低全體角色的HP吸收。","1547"
"13","水屬性獎勵特大幅度提升","92422230","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","1548"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92422230","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1549"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422230","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1550"
"boss_tp_down_cut","減少降低TP","92422230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1551"
"18","傷害值衰減","92422230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1552"
"17","賦予TP上升的上限","92422230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1553"
"9","降低HP吸收","92422230","戰鬥開始時，中幅度降低全體角色的HP吸收。","1554"
"boss_damage_cut","傷害降低","92422230","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1555"
"13","水屬性獎勵特大幅度提升","92422240","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","1556"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92422240","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1557"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422240","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1558"
"boss_tp_down_cut","減少降低TP","92422240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1559"
"18","傷害值衰減","92422240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1560"
"17","賦予TP上升的上限","92422240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1561"
"9","降低HP吸收","92422240","戰鬥開始時，中幅度降低全體角色的HP吸收。","1562"
"boss_damage_cut","傷害降低","92422240","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1563"
"13","水屬性獎勵特大幅度提升","92422310","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","1564"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92422310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1565"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1566"
"boss_tp_down_cut","減少降低TP","92422310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1567"
"18","傷害值衰減","92422310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1568"
"17","賦予TP上升的上限","92422310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1569"
"9","降低HP吸收","92422310","戰鬥開始時，中幅度降低全體角色的HP吸收。","1570"
"13","水屬性獎勵特大幅度提升","92422320","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","1571"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92422320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1572"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1573"
"boss_tp_down_cut","減少降低TP","92422320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1574"
"18","傷害值衰減","92422320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1575"
"17","賦予TP上升的上限","92422320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1576"
"9","降低HP吸收","92422320","戰鬥開始時，中幅度降低全體角色的HP吸收。","1577"
"13","水屬性獎勵特大幅度提升","92422330","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","1578"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92422330","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1579"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422330","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1580"
"boss_tp_down_cut","減少降低TP","92422330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1581"
"18","傷害值衰減","92422330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1582"
"17","賦予TP上升的上限","92422330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1583"
"9","降低HP吸收","92422330","戰鬥開始時，中幅度降低全體角色的HP吸收。","1584"
"boss_damage_cut","傷害降低","92422330","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1585"
"13","水屬性獎勵特大幅度提升","92422340","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","1586"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92422340","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1587"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92422340","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1588"
"boss_tp_down_cut","減少降低TP","92422340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1589"
"18","傷害值衰減","92422340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1590"
"17","賦予TP上升的上限","92422340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1591"
"9","降低HP吸收","92422340","戰鬥開始時，中幅度降低全體角色的HP吸收。","1592"
"boss_damage_cut","傷害降低","92422340","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1593"
"15","光屬性獎勵特大幅度提升","92423010","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1594"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1595"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1596"
"17","賦予TP上升的上限","92423010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1597"
"9","降低HP吸收","92423010","戰鬥開始時，中幅度降低全體角色的HP吸收。","1598"
"15","光屬性獎勵特大幅度提升","92423020","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1599"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1600"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1601"
"17","賦予TP上升的上限","92423020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1602"
"9","降低HP吸收","92423020","戰鬥開始時，中幅度降低全體角色的HP吸收。","1603"
"15","光屬性獎勵特大幅度提升","92423030","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1604"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1605"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1606"
"17","賦予TP上升的上限","92423030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1607"
"9","降低HP吸收","92423030","戰鬥開始時，中幅度降低全體角色的HP吸收。","1608"
"15","光屬性獎勵特大幅度提升","92423110","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1609"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1610"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1611"
"boss_tp_down_cut","減少降低TP","92423110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1612"
"18","傷害值衰減","92423110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1613"
"17","賦予TP上升的上限","92423110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1614"
"9","降低HP吸收","92423110","戰鬥開始時，中幅度降低全體角色的HP吸收。","1615"
"15","光屬性獎勵特大幅度提升","92423120","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1616"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1617"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1618"
"boss_tp_down_cut","減少降低TP","92423120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1619"
"18","傷害值衰減","92423120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1620"
"17","賦予TP上升的上限","92423120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1621"
"9","降低HP吸收","92423120","戰鬥開始時，中幅度降低全體角色的HP吸收。","1622"
"15","光屬性獎勵特大幅度提升","92423130","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1623"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1624"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1625"
"boss_tp_down_cut","減少降低TP","92423130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1626"
"18","傷害值衰減","92423130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1627"
"17","賦予TP上升的上限","92423130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1628"
"9","降低HP吸收","92423130","戰鬥開始時，中幅度降低全體角色的HP吸收。","1629"
"boss_damage_cut","傷害降低","92423130","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1630"
"15","光屬性獎勵特大幅度提升","92423140","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1631"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1632"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1633"
"boss_tp_down_cut","減少降低TP","92423140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1634"
"18","傷害值衰減","92423140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1635"
"17","賦予TP上升的上限","92423140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1636"
"9","降低HP吸收","92423140","戰鬥開始時，中幅度降低全體角色的HP吸收。","1637"
"boss_damage_cut","傷害降低","92423140","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1638"
"15","光屬性獎勵特大幅度提升","92423210","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1639"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1640"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1641"
"boss_tp_down_cut","減少降低TP","92423210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1642"
"18","傷害值衰減","92423210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1643"
"17","賦予TP上升的上限","92423210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1644"
"9","降低HP吸收","92423210","戰鬥開始時，中幅度降低全體角色的HP吸收。","1645"
"15","光屬性獎勵特大幅度提升","92423220","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1646"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1647"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1648"
"boss_tp_down_cut","減少降低TP","92423220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1649"
"18","傷害值衰減","92423220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1650"
"17","賦予TP上升的上限","92423220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1651"
"9","降低HP吸收","92423220","戰鬥開始時，中幅度降低全體角色的HP吸收。","1652"
"15","光屬性獎勵特大幅度提升","92423230","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1653"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1654"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1655"
"boss_tp_down_cut","減少降低TP","92423230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1656"
"18","傷害值衰減","92423230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1657"
"17","賦予TP上升的上限","92423230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1658"
"9","降低HP吸收","92423230","戰鬥開始時，中幅度降低全體角色的HP吸收。","1659"
"boss_damage_cut","傷害降低","92423230","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1660"
"15","光屬性獎勵特大幅度提升","92423240","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1661"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1662"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1663"
"boss_tp_down_cut","減少降低TP","92423240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","1664"
"18","傷害值衰減","92423240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1665"
"17","賦予TP上升的上限","92423240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1666"
"9","降低HP吸收","92423240","戰鬥開始時，中幅度降低全體角色的HP吸收。","1667"
"boss_damage_cut","傷害降低","92423240","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1668"
"15","光屬性獎勵特大幅度提升","92423310","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1669"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1670"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1671"
"boss_tp_down_cut","減少降低TP","92423310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1672"
"18","傷害值衰減","92423310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1673"
"17","賦予TP上升的上限","92423310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1674"
"9","降低HP吸收","92423310","戰鬥開始時，中幅度降低全體角色的HP吸收。","1675"
"15","光屬性獎勵特大幅度提升","92423320","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1676"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1677"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1678"
"boss_tp_down_cut","減少降低TP","92423320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1679"
"18","傷害值衰減","92423320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1680"
"17","賦予TP上升的上限","92423320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1681"
"9","降低HP吸收","92423320","戰鬥開始時，中幅度降低全體角色的HP吸收。","1682"
"15","光屬性獎勵特大幅度提升","92423330","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1683"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1684"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1685"
"boss_tp_down_cut","減少降低TP","92423330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1686"
"18","傷害值衰減","92423330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1687"
"17","賦予TP上升的上限","92423330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1688"
"9","降低HP吸收","92423330","戰鬥開始時，中幅度降低全體角色的HP吸收。","1689"
"boss_damage_cut","傷害降低","92423330","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1690"
"15","光屬性獎勵特大幅度提升","92423340","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。","1691"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92423340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1692"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92423340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1693"
"boss_tp_down_cut","減少降低TP","92423340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1694"
"18","傷害值衰減","92423340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1695"
"17","賦予TP上升的上限","92423340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1696"
"9","降低HP吸收","92423340","戰鬥開始時，中幅度降低全體角色的HP吸收。","1697"
"boss_damage_cut","傷害降低","92423340","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1698"
"12","火屬性獎勵特大幅度提升","92424010","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1699"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1700"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1701"
"17","賦予TP上升的上限","92424010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1702"
"9","降低HP吸收","92424010","戰鬥開始時，中幅度降低全體角色的HP吸收。","1703"
"12","火屬性獎勵特大幅度提升","92424020","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1704"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1705"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1706"
"17","賦予TP上升的上限","92424020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1707"
"9","降低HP吸收","92424020","戰鬥開始時，中幅度降低全體角色的HP吸收。","1708"
"12","火屬性獎勵特大幅度提升","92424030","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1709"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1710"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1711"
"17","賦予TP上升的上限","92424030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1712"
"9","降低HP吸收","92424030","戰鬥開始時，中幅度降低全體角色的HP吸收。","1713"
"12","火屬性獎勵特大幅度提升","92424110","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1714"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1715"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1716"
"boss_tp_down_cut","減少降低TP","92424110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1717"
"18","傷害值衰減","92424110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1718"
"17","賦予TP上升的上限","92424110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1719"
"9","降低HP吸收","92424110","戰鬥開始時，中幅度降低全體角色的HP吸收。","1720"
"12","火屬性獎勵特大幅度提升","92424120","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1721"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1722"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1723"
"boss_tp_down_cut","減少降低TP","92424120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1724"
"18","傷害值衰減","92424120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1725"
"17","賦予TP上升的上限","92424120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1726"
"9","降低HP吸收","92424120","戰鬥開始時，中幅度降低全體角色的HP吸收。","1727"
"12","火屬性獎勵特大幅度提升","92424130","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1728"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1729"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1730"
"boss_tp_down_cut","減少降低TP","92424130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1731"
"18","傷害值衰減","92424130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1732"
"17","賦予TP上升的上限","92424130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1733"
"9","降低HP吸收","92424130","戰鬥開始時，中幅度降低全體角色的HP吸收。","1734"
"boss_damage_cut","傷害降低","92424130","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1735"
"12","火屬性獎勵特大幅度提升","92424140","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1736"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1737"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1738"
"boss_tp_down_cut","減少降低TP","92424140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1739"
"18","傷害值衰減","92424140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1740"
"17","賦予TP上升的上限","92424140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1741"
"9","降低HP吸收","92424140","戰鬥開始時，中幅度降低全體角色的HP吸收。","1742"
"boss_damage_cut","傷害降低","92424140","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。","1743"
"12","火屬性獎勵特大幅度提升","92424210","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1744"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92424210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","1745"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","1746"
"boss_tp_down_cut","減少降低TP","92424210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","1747"
"18","傷害值衰減","92424210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","1748"
"17","賦予TP上升的上限","92424210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","1749"
"9","降低HP吸收","92424210","戰鬥開始時，中幅度降低全體角色的HP吸收。","1750"
"12","火屬性獎勵特大幅度提升","92424220","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。","1751"
