0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"日常節能指標","常節能指標","5","綠建築分為九大指標，其中「節省日常使用能源」是哪一個指標？","0","27161","25351","5145","6","3","6","31680","6","6","6","日常節能指標","24120","這個的唸法是什麼？","2","33021"
"二氧化碳減量指標","二氧化碳減","5","綠建築分為九大指標，其中「使用低二氧化碳排放的建材」是哪一個指標？","0","28187","30899","5146","6","3","6","27687","6","6","6","二氧化碳減量指標","20108","這個的名稱是什麼？","2","21270"
"廢棄物減量指標","廢棄物減量","5","綠建築分為九大指標，其中「運用自動化及規格化，避免浪費」是哪一個指標？","0","37327","28187","5147","6","3","6","26820","6","6","6","廢棄物減量指標","24290","這個的唸法是什麼？","2","29289"
"室內健康指標","內健康指標","5","綠建築分為九大指標，其中「避免有音、光、熱、空氣、電磁等影響室內健康的因子」是哪一個指標？","0","27161","25351","5148","6","3","6","20581","6","6","6","室內健康指標","20839","這個的名稱是什麼？","2","24247"
"","水資源指標","5","綠建築分為九大指標，其中「節省水源」是哪一個指標？","0","27161","25351","5149","6","3","6","36039","6","6","6","水資源指標","27700","這個的名稱是什麼？","2","28304"
"汙水與垃圾減量指標","汙水垃圾減","5","綠建築分為九大指標，其中「減少日常汙水與垃圾使用量」是哪一個指標？","0","28187","22334","5150","6","3","6","27700","6","6","6","汙水與垃圾減量指標","27737","這個的名稱是什麼？","2","22403"
"夜間例行公事","間例行公事","5","意指每天晚上會進行的個人習慣。","0","20107","20844","5151","6","2","6","20363","6","6","6","夜間例行公事","38291","這個的名稱是什麼？","2","34892"
"","百老匯劇院","5","美國知名劇院，是紐約市重要的旅遊景點。","0","38498","21127","5152","6","1","6","32769","6","6","6","百老匯劇院","30334","這個的唸法是什麼？","2","21295"
"壽司、鰻魚、蕎麥麵、天婦羅","壽司天婦羅","5","被稱作「江戶四大食」。","0","32645","23142","5153","6","3","6","21496","6","6","6","壽司、鰻魚、蕎麥麵、天婦羅","22781","這個的名稱是什麼？","2","22825"
"","把盤子摔破","5","","5154","30772","25684","5154","6","3","6","30436","6","6","6","把盤子摔破","25226","這個「？」裡填入的是？","1","23376"
"","大吉嶺紅茶","5","十分受歡迎的紅茶品種。和「烏巴紅茶」、「祁門紅茶」齊名，被譽為「世界三大紅茶」。","0","33590","32005","5155","6","3","6","21513","6","6","6","大吉嶺紅茶","22823","這個的名稱是什麼？","2","23994"
"","格雷伯爵茶","5","受大眾歡迎的一種紅茶，也常是製作點心的食材。含有「伯爵」的意思。","0","33590","29237","5156","6","2","6","38647","6","6","6","格雷伯爵茶","26684","這個的名稱是什麼？","2","20271"
"","阿薩姆紅茶","5","紅茶的一種。帶有淡淡的麥芽香、玫瑰香。","0","33590","32005","5157","6","2","6","34217","6","6","6","阿薩姆紅茶","38463","這個的名稱是什麼？","2","22982"
"","恩格爾定律","5","意指家庭支出總額中，「伙食費」所占的比例。","0","24459","23450","5158","6","2","6","26684","6","6","6","恩格爾定律","24681","這個的名稱是什麼？","2","29246"
"","高尿酸血症","5","血中尿酸過多的□□□□□，會增加痛風的風險。","0","30151","34880","5159","6","2","6","23615","6","6","6","高尿酸血症","39640","這個的名稱是什麼？","2","37240"
"","台茶18號","5","紅茶的一種。在地野生種臺灣山茶與緬甸大葉種紅茶配種而成，茶色偏紅。又稱為「紅玉」","0","34399","56","5160","6","2","1","33590","6","1","6","台茶18號","21488","這個的名稱是什麼？","2","49"
"錫蘭烏巴茶","錫蘭烏巴茶","5","紅茶的一種。帶有樹、草與苔的中性香氣，最適合調製奶茶。","0","33590","24052","5161","6","3","6","34349","6","6","6","錫蘭烏巴茶","37675","這個的名稱是什麼？","2","28879"
"","東方美人茶","5","茶類之一。有濃濃的蜂蜜香、熟果味。顏色是橙紅色。","0","33590","20154","5162","6","3","6","26041","6","6","6","東方美人茶","26481","這個的名稱是什麼？","2","32654"
"","過敏性鼻炎","5","又稱為「花粉症」。","0","28814","40763","5163","6","2","6","25935","6","6","6","過敏性鼻炎","36942","這個的名稱是什麼？","2","24615"
"","彈性工時制","5","不同於以往在固定時段工作的形式，可以自由決定上下班時間的工作制度。","0","21046","26178","5164","6","2","6","24615","6","6","6","彈性工時制","24392","這個的名稱是什麼？","2","24037"
"","日式和風醬","5","沙拉醬之一，醬油為基底，除了加上果糖、洋蔥、糖之外，額外還會加上鹽巴，使得鈉含量偏高。","0","37292","39080","5165","6","2","6","24335","6","6","6","日式和風醬","26085","這個的名稱是什麼？","2","21644"
"","Salsa","5","「莎莎醬」的英文。","0","97","115","5166","3","2","3","97","3","3","2","Salsa","83","這個的名稱是什麼？","2","108"
"Ketchup","Ketch","5","「番茄醬」的英文。","0","104","99","5167","3","1","3","101","3","3","2","Ketchup","75","這個的名稱是什麼？","2","116"
"","反式脂肪酸","5","人造奶油因生產過程經氫化後會產生□□□□□，容易增加心臟病與糖尿病等機率。","0","37240","32938","5168","6","1","6","24335","6","6","6","反式脂肪酸","21453","這個的名稱是什麼？","2","33026"
"糖、鹽、醋、醬油、味精","糖鹽醋醬油","5","料理的「基本調味料」，其使用順序為何？","0","27833","37292","5169","6","3","6","40573","6","6","6","糖、鹽、醋、醬油、味精","31958","這個的名稱是什麼？","2","37259"
"自助餐=Buffet  吃到飽=All-you-can-eat","Buffet","5","","0","101","102","5170","3","1","3","117","3","3","2","自助餐=Buffet  吃到飽=All-you-can-eat","66","這個的名稱是什麼？","2","102"
"吃到飽=All-you-can-eat","lleat","5","「吃到飽」的英文簡稱為「AYCE」，那全名為？","0","116","97","5171","3","3","3","108","3","3","3","吃到飽=All-you-can-eat","108","這個的名稱是什麼？","2","101"
"史高維爾指標","高維爾指標","5","現今飲食界廣泛使用的辣度量度指標是：","0","27161","25351","5172","6","3","6","32173","6","6","6","史高維爾指標","39640","這個的名稱是什麼？","2","29246"
"墨西哥綠番茄","墨西哥番茄","5","黏果酸漿，有著獨特的酸味，是墨西哥菜常用的佐料。又稱為？","0","33540","30058","5173","6","2","6","35199","6","6","6","墨西哥綠番茄","22696","這個的名稱是什麼？","2","21733"
"","櫻花蝦炒飯","5","經過炸什錦等方式料理後頗受歡迎的食用小蝦。身體是透明的粉紅色，再與飯一起炒可成為一道料理。","0","39151","28818","5174","6","1","6","33457","6","6","6","櫻花蝦炒飯","27387","這個的名稱是什麼？","2","34662"
"1910年6月19日","10619","5","美國為第一個設立父親節的國家，請問當時設立父親節的日期為？ ","0","57","49","5175","1","3","1","48","1","1","1","1910年6月19日","49","這個的名稱是什麼？","2","54"
"","牧場莎莎醬","5","以生番茄、各種辣椒、香料製成，為濃稠滑順的醬料，通常使用在熱菜上。","0","37292","33678","5176","6","3","6","22580","6","6","6","牧場莎莎醬","29287","這個的名稱是什麼？","2","33678"
"","勇敢莎莎醬","5","「狂野莎莎醬」是從西班牙馬德里變化出的莎莎醬，因為吃來很辣，又被稱為？","0","37292","33678","5177","6","2","6","25954","6","6","6","勇敢莎莎醬","21191","這個的名稱是什麼？","2","33678"
"","酪梨莎莎醬","5","以酪梨為主料的混醬(混醬是以紅辣椒為基底的墨西哥醬料形式)。","0","37292","33678","5178","6","2","6","26792","6","6","6","酪梨莎莎醬","37226","這個的名稱是什麼？","2","33678"
"","芒果莎莎醬","5","用酸度較高的芒果，搭配又辣又甜Tabasco辣椒醬的醬料。","0","37292","33678","5179","6","3","6","26524","6","6","6","芒果莎莎醬","33426","這個的名稱是什麼？","2","33678"
"","番茄莎莎醬","5","臺灣人熟悉的醬料，常用於開胃小點，會搭配白麵包。","0","37292","33678","5180","6","3","6","33540","6","6","6","番茄莎莎醬","30058","這個的名稱是什麼？","2","33678"
"","巴薩米克醋","5","是一種用葡萄榨汁熬煮，再進行醋化後的調味品，可使用在沙拉、醬汁，搭配肉類、海鮮類的餐點。","0","37259","20811","5181","6","3","6","34217","6","6","6","巴薩米克醋","24052","這個的名稱是什麼？","2","31859"
"","柑橘莎莎醬","5","用柳丁做基底的莎莎醬，酸甜清新，很適合拌入沙拉。","0","37292","33678","5182","6","2","6","27224","6","6","6","柑橘莎莎醬","26577","這個的名稱是什麼？","2","33678"
"","最右側車道","5","在高速公路上，外側車道是指主線車道中□□□□□。","0","36947","36554","5183","6","1","6","21491","6","6","6","最右側車道","26368","這個的名稱是什麼？","2","20596"
"","纖瘦肌肉男","5","意指「具有恰到好處的肌肉，低脂肪且結實的身材」的俗語。反義詞是「猩猩肌肉猛男」。","0","30007","32905","5184","6","2","6","30246","6","6","6","纖瘦肌肉男","32406","這個的名稱是什麼？","2","32908"
"","最左側車道","5","在高速公路上，內側車道是指主線車道中□□□□□。","0","36947","36554","5185","6","1","6","24038","6","6","6","最左側車道","26368","這個的名稱是什麼？","2","20596"
"","同向三車道","5","在高速公路上，中線車道是指□□□□□或五車道中之中間車道","0","36947","36554","5186","6","2","6","21521","6","6","6","同向三車道","21516","這個的名稱是什麼？","2","19977"
"鄰接外側車道之車道","鄰接外側車","5","在高速公路上，中外車道是指同向四車道或五車道中□□□□□道之車道。","0","36554","20596","5187","6","2","6","25509","6","6","6","鄰接外側車道之車道","37168","這個的名稱是什麼？","2","22806"
"","小黃瓜壽司","5","海苔壽司捲之一，中間捲有黃瓜。","0","21496","22781","5188","6","1","6","40643","6","6","6","小黃瓜壽司","23567","這個的名稱是什麼？","2","29916"
"鄰接內側車道之車道","鄰接內側車","5","在高速公路上，中內車道是指同向四車道或五車道中□□□□□道之車道。","0","36554","20596","5189","6","2","6","25509","6","6","6","鄰接內側車道之車道","37168","這個的名稱是什麼？","2","20839"
"匝道與主線車道之間","匝道主線車","5","在高速公路上，加速車道是指設於□□與□□□道之間，專供汽車由匝道駛入主線車道前加速之車道。","0","36554","32218","5190","6","3","6","36947","6","6","6","匝道與主線車道之間","21277","這個的名稱是什麼？","2","20027"
"","二八蕎麥麵","5","「蕎麥麵」的一種分類，將蕎麥麵粉與烏龍麵專用粉以2：8比例混製的蕎麥麵。","0","40629","40613","5191","6","3","6","20843","6","6","6","二八蕎麥麵","20108","這個的名稱是什麼？","2","34126"
"甲、乙、丙、丁、戊、己、庚……","甲乙丙丁戊","5","如果按照順序排列「地支」，最前面的五個是？","0","25098","19969","5192","6","1","6","20057","6","6","6","甲、乙、丙、丁、戊、己、庚……","30002","這個的名稱是什麼？","2","19993"
"子、丑、寅、卯、辰、巳、午、未、申……","子丑寅卯辰","5","如果按照順序排列「天干」，最前面的五個是？","0","36784","21359","5193","6","3","6","19985","6","6","6","子、丑、寅、卯、辰、巳、午、未、申……","23376","這個的名稱是什麼？","2","23493"
"","不可燃垃圾","5","","0","22334","22403","5194","6","1","6","21487","6","6","6","可燃垃圾⇔不可燃垃圾","19981","這個的名稱是什麼？","2","29123"
"駛離主線車道","駛離主線車","5","在高速公路上，減速車道是指設於主線車道與匝道之間，專供汽車□□□□□道進入匝道前減速之車道。","0","36554","32218","5195","6","3","6","38626","6","6","6","駛離主線車道","39387","這個的名稱是什麼？","2","20027"
"主線車道外側","主線車道外","5","輔助車道是指設於□□□□□側，銜接相鄰兩交流道間加、減速車道，專供車輛進出高速公路及快速公路使用之車道。","0","22806","36947","5196","6","3","6","32218","6","6","6","主線車道外側","20027","這個的名稱是什麼？","2","36554"
"","高乘載車道","5","在高速公路上，指專供特定車種或乘載一定人數以上之車輛行駛之車道。","0","36947","36554","5197","6","2","6","20056","6","6","6","高乘載車道","39640","這個的名稱是什麼？","2","36617"
"匝道構成立體相交","匝道立體相","5","交流道指高速公路或快速公路與其他道路連接，以□□構成□□□交之部分。","0","30456","39636","5198","6","2","6","36947","6","6","6","匝道構成立體相交","21277","這個的名稱是什麼？","2","31435"
"主線車道外側","主線車道外","5","在高速公路上，爬坡道是指設於上坡路段□□□□□側，供爬坡時速低於最低速限之車輛行駛之車道。","0","22806","36947","5199","6","3","6","32218","6","6","6","主線車道外側","20027","這個的名稱是什麼？","2","36554"
"","中央分隔帶","5","在高速公路上，指隔離雙向行車之中間界區。","0","24118","38548","5200","6","2","6","22830","6","6","6","中央分隔帶","20013","這個的名稱是什麼？","2","20998"
"大型重型機車","型重型機車","5","哪一種機車是能行駛於高速公路與快速道路。","0","36554","27231","5201","6","2","6","37325","6","6","6","大型重型機車","22411","這個的名稱是什麼？","2","22411"
"Rest area","strea","5","「休息站」的英文。","0","97","101","5202","3","2","3","116","3","3","3","Rest area","115","這個的名稱是什麼？","2","114"
"","電動刮鬍刀","5","刮鬍刀的一種。能節省時間，需要用到電才能使用。","0","20992","39693","5203","6","1","6","21205","6","6","6","電動刮鬍刀","38651","這個的名稱是什麼？","2","21038"
"Highway","ighwa","5","「高速公路」的英文。","0","97","119","5204","3","2","3","103","3","3","3","Highway","105","這個的名稱是什麼？","2","104"
"Breakfast","Break","5","「早餐」的英文。","0","107","97","5205","3","1","3","114","3","3","2","Breakfast","66","這個的名稱是什麼？","2","101"
"","Lunch","5","「午餐」的英文。","0","104","99","5206","3","1","3","117","3","3","2","Lunch","76","這個的名稱是什麼？","2","110"
"Egg roll","Eggro","5","「蛋餅」的英文。","0","111","114","5207","3","2","3","103","3","3","2","Egg roll","69","這個的名稱是什麼？","2","103"
"里士滿工商會","士滿工商會","5","隸屬「克蕾琪塔」的公會名稱是？","6020","26371","21830","5209","6","3","6","28415","6","6","6","里士滿工商會","22763","這個的名稱是什麼？","1","24037"
"Steamed bun","Steam","5","「饅頭」的英文。","0","109","97","5211","3","3","3","116","3","3","2","Steamed bun","83","這個的名稱是什麼？","2","101"
"Fried bread stick","Fried","5","「油條」的英文。","0","100","101","5212","3","2","3","114","3","3","2","Fried bread stick","70","這個的名稱是什麼？","2","105"
"Rice and peanut milk","peanu","5","「米漿」的英文。","0","117","110","5213","3","2","3","101","3","3","3","Rice and peanut milk","112","這個的名稱是什麼？","2","97"
"大家的遊戲桌","大家遊戲桌","5","可遊玩小遊戲的公會小屋家具。","5214","26700","25138","5214","6","2","6","23478","6","6","6","大家的遊戲桌","22823","這個的名稱是什麼？","1","36938"
"花凜的辦公桌","花凜辦公桌","5","「花凜」會製造出掃蕩券的公會小屋家具。","5215","26700","20844","5215","6","3","6","20956","6","6","6","花凜的辦公桌","33457","這個的名稱是什麼？","1","36774"
"頂級的龍尾關東煮","龍尾關東煮","5","作為登頂「綠龍骸嶺」的證明，美食殿堂所獲得的料理兼公會小屋家具。","5216","29038","26481","5216","6","3","6","23614","6","6","6","頂級的龍尾關東煮","40845","這個的名稱是什麼？","1","38364"
"雲海的魔物肉","雲海魔物肉","5","作為登頂「雲海山脈」的證明，美食殿堂所獲得的料理兼公會小屋家具。","5217","32905","29289","5217","6","3","6","28023","6","6","6","雲海的魔物肉","38642","這個的名稱是什麼？","1","39764"
"絕世好蛋與海量飯山","絕世海量飯","5","作為登頂「毒瘴闇稜」的證明，美食殿堂所獲得的料理兼公會小屋家具。","5218","39151","37327","5218","6","3","6","19990","6","6","6","絕世好蛋與海量飯山","32085","這個的名稱是什麼？","1","28023"
"Grilled squid","squid","5","「魷魚串」的英文。","0","100","105","5219","3","3","3","113","3","3","3","Grilled squid","115","這個的名稱是什麼？","2","117"
"可可蘿的錢包","可可蘿錢包","5","某位角色親手製作的公會小屋家具，可以儲存瑪那。","5220","21253","37666","5220","6","2","6","21487","6","6","6","可可蘿的錢包","21487","這個的名稱是什麼？","1","34367"
"新春金槍鮪釣起圖","新春金槍鮪","5","洋溢著振興大間鎮的希望，繪有釣起某大魚景象的海報。","5221","39850","27085","5221","6","3","6","26149","6","6","6","新春金槍鮪釣起圖","26032","這個的名稱是什麼？","1","37329"
"","涼拌小黃瓜","5","「Cucumber Salad 」的中文為：","0","29916","40643","5222","6","2","6","25292","6","6","6","涼拌小黃瓜","28092","這個的名稱是什麼？","2","23567"
"克莉絲提娜度假SPA","度假SPA","5","克莉絲提娜所打造的SPA設備，不僅外觀華美，效果更是超群。","5223","65","80","5223","6","3","2","20551","2","2","6","克莉絲提娜度假SPA","24230","這個的名稱是什麼？","1","83"
"Bacon root","Bacon","5","「培根串」的英文。","0","110","111","5224","3","2","3","97","3","3","2","Bacon root","66","這個的名稱是什麼？","2","99"
"世界運動會","世界運動會","6","又稱為世運會，每四年舉行一次，於每屆奧運一年後舉行，世運會沒有冬季項目。","0","26371","21205","6001","6","1","6","30028","6","6","6","世界運動會","19990","全名是什麼？","2","36939"
"","兩棲類生物","6","青蛙或蠑螈這類水陸兩棲的生物。","0","29289","29983","6002","6","1","6","26866","6","6","6","兩棲類生物","20841","這個的名稱是什麼？","2","39006"
"變態可疑分子","變態可疑分","6","","6003","20998","30097","6003","6","2","6","24907","6","6","6","變態可疑分子","35722","左側的角色如何稱呼右邊的角色？","1","21487"
"德蕾女的狂人","德蕾女狂人","6","疑似是月光學院的男同學用以指稱優妮之「恐怖」的用語。","6004","20154","29378","6004","6","2","6","34174","6","6","6","德蕾女的狂人","24503","這個的名稱是什麼？","1","22899"
"德蕾女的狂人","德蕾女狂人","6","疑似是月光學院的男同學用以指稱琪愛兒之「恐怖」的用語。","6005","20154","29378","6005","6","2","6","34174","6","6","6","德蕾女的狂人","24503","這個的名稱是什麼？","1","22899"
"德蕾女的狂人","德蕾女狂人","6","疑似是月光學院的男同學用以指稱克蘿依之「恐怖」的用語。","6006","20154","29378","6006","6","2","6","34174","6","6","6","德蕾女的狂人","24503","這個的名稱是什麼？","1","22899"
"可愛到爆的超強魔法少女","強魔法少女","6","將「七七香」升到★5時\n可獲得的稱號。","6007","22899","23569","6007","6","2","6","39764","6","6","6","可愛到爆的超強魔法少女","24375","這個的名稱是什麼？","1","27861"
"","安第斯紅鶴","6","紅鶴的一種。分布在安地斯山脈，羽毛是粉白色，腳是唯一一種有者黃色腳的紅鶴。","0","40372","32005","6008","6","2","6","31532","6","6","6","安第斯紅鶴","23433","這個的名稱是什麼？","2","26031"
"","哺乳類動物","6","犰狳屬於什麼類型的動物？","0","29289","21205","6009","6","1","6","20083","6","6","6","哺乳類動物","21754","這個的名稱是什麼？","2","39006"
"","Goose","6","「鵝」的英文。","0","101","115","6010","3","1","3","111","3","3","2","Goose","71","這個的名稱是什麼？","2","111"
"","四川金絲猴","6","一種猿類。他的肩及背部有長達30公分的親黃色長毛。","0","29492","32114","6012","6","2","6","24029","6","6","6","四川金絲猴","22235","這個的名稱是什麼？","2","37329"
"","白掌長臂猿","6","長臂猿分為：白臂長臂猿和？","0","29503","33218","6013","6","2","6","25484","6","6","6","白掌長臂猿","30333","這個的名稱是什麼？","2","38263"
"加拉帕戈斯象龜","加拉帕戈斯","6","世界最大的陸龜。最高紀錄為身長6米，800斤重。","0","26031","25096","6014","6","3","6","25289","6","6","6","加拉帕戈斯象龜","21152","這個的名稱是什麼？","2","24085"
"Kangaroo","Kanga","6","「袋鼠」的英文。","0","97","103","6015","3","1","3","97","3","3","2","Kangaroo","75","這個的名稱是什麼？","2","110"
"克蕾琪塔‧凱許","蕾琪塔凱許","6","【里士滿工商會】的公會長「克蕾琪塔」。全名叫作什麼？","6020","35377","20977","6020","6","1","6","29738","6","6","6","克蕾琪塔‧凱許","34174","這個的名稱是什麼？","1","22612"
"傲嬌的害羞女孩","傲嬌的害羞","6","將「依里」升到★5時\n可獲得的稱號。","6021","32670","23475","6021","6","2","6","23308","6","6","6","傲嬌的害羞女孩","20658","這個人是誰？","1","30340"
"","Panda","6","「貓熊」的英文。","0","97","100","6022","3","1","3","97","3","3","2","Panda","80","這個的名稱是什麼？","2","110"
"慈樂之音好棒棒武士","好棒棒武士","6","琪愛兒身為「慈樂之音粉絲」的綽號。","6024","22763","27494","6024","6","1","6","26834","6","6","6","慈樂之音好棒棒武士","22909","這個人是誰？","1","26834"
"疾風之冥姬","疾風之冥姬","6","「杏奈」的綽號。","3002","23020","20901","6025","6","2","6","39080","6","6","6","疾風之冥姬","30142","這個的名稱是什麼？","1","20043"
"你看，是媽媽哦～","你看是媽媽","6","將「美里」升到★5時可獲得的稱號。","6028","23229","23229","6028","6","2","6","30475","6","6","6","你看，是媽媽哦～","20320","這上面寫著什麼？","1","26159"
"","百地希留耶","6","「凱留」在夢境裡的姓名為？","0","32822","30041","6041","6","2","6","22320","6","6","6","百地希留耶","30334","這個的名稱是什麼？","1","24076"
"哀嘆之女神","哀嘆之女神","6","活動「王都的名偵探 嘆息的追緝者」的Boss。","6042","31070","22899","6042","6","1","6","22022","6","6","6","哀嘆之女神","21696","這個的名稱是什麼？","1","20043"
"衣之咲璃乃","衣之咲璃乃","6","「璃乃」在夢境裡的姓名為？","0","20035","29827","6043","6","2","6","20043","6","6","6","衣之咲璃乃","34915","這個的名稱是什麼？","1","21682"
"覺醒‧花心星","覺醒花心星","6","活動「七夕劍客旅情譚 天際川流夏之戀」的Boss。","6044","26143","24515","6044","6","1","6","37266","6","6","6","覺醒‧花心星","35258","這個的名稱是什麼？","1","33457"
"究極金槍鮪","究極金槍鮪","6","活動「新春美食公主！　賭上關鍵一擲的少女們」的Boss。","6045","39850","27085","6045","6","2","6","26997","6","6","6","究極金槍鮪","31350","這個的名稱是什麼？","1","37329"
"女王歌唱水母","女王歌水母","6","活動「慈樂之音的夏日演唱會　Just a moment！」的Boss。","6046","27597","27700","6046","6","1","6","29579","6","6","6","女王歌唱水母","22899","這個的名稱是什麼？","1","27468"
"反逆獸‧三重","反逆獸三重","6","活動「魔法少女外傳　黑暗魔法★三人組！」的Boss。","6047","37325","19977","6047","6","1","6","36870","6","6","6","反逆獸‧三重","21453","這個的名稱是什麼？","1","29560"
"成熟的淑女","成熟的淑女","6","用以形容「美咲」是個什麼樣的女性的俗稱。裝成熟的感覺很可愛。","6048","22899","28113","6048","6","2","6","29087","6","6","6","成熟的淑女","25104","這個的名稱是什麼？","1","30340"
"","三線閉殼龜","6","別名金錢龜、紅邊龜、金頭龜。","0","40860","27580","6049","6","3","6","32218","6","6","6","三線閉殼龜","19977","這個的名稱是什麼？","2","38281"
"","迷你麝香龜","6","世界上體型最小的烏龜。","0","40860","39321","6050","6","2","6","20320","6","6","6","迷你麝香龜","36855","這個的名稱是什麼？","2","40605"
"風之唱喚歌姬","風唱喚歌姬","6","將「千歌」升到★5時可獲得的稱號。","0","23020","27468","6051","6","2","6","21809","6","6","6","風之唱喚歌姬","39080","這個的名稱是什麼？","2","21914"
"紅樹林生態系","紅樹林生態","6","生長在熱帶和亞熱帶部分水域的植物之總稱，會形成形狀非常獨特的根部，具有重要的生態功能。","0","24907","29983","6052","6","2","6","27193","6","6","6","紅樹林生態系","32005","這個的名稱是什麼？","2","26519"
"","自然紀念物","6","作為學術性貴重資產而被保護的天然動植物、地質、礦物。例如信天翁和朱鷺等。","0","29289","24565","6053","6","1","6","28982","6","6","6","自然紀念物","33258","這個的名稱是什麼？","2","32000"
"僵硬性扁平足","僵硬性扁平","6","扁平足分為兩種：柔軟性扁平足與？","0","24179","25153","6054","6","2","6","30828","6","6","6","僵硬性扁平足","20725","這個的名稱是什麼？","2","24615"
"白翼的指揮官","白翼指揮官","6","將「莫妮卡」升到★5時\n可獲得的稱號。","6055","23448","25582","6055","6","2","6","32764","6","6","6","白翼的指揮官","30333","這是什麼？","1","25351"
"獨眼惡魔=One Eye Devil","Devil","6","令地下社會聞之喪膽的「深月」的綽號。任誰也無法逃過她的獨眼。","6056","108","105","6056","3","3","3","101","3","3","2","獨眼惡魔\n=One Eye Devil","68","這個的唸法是什麼？","1","118"
"收藏家（=Collector）","ector","6","「七七香」的綽號。源自於她會收集各式各樣魔法的習慣。","6057","114","111","6057","3","3","3","99","3","3","3","收藏家（=Collector）","101","這個的唸法是什麼？","1","116"
"蒼空的騎空士","蒼空騎空士","6","將「吉塔」升到★5時\n可獲得的稱號。","6058","22763","31354","6058","6","3","6","31354","6","6","6","蒼空的騎空士","33980","這個的唸法是什麼？","1","39438"
"","笨蛋打架狂","6","「祈梨」在對「嘉夜」發火或嘲笑時的稱呼方式。","6059","29378","26550","6059","6","2","6","34507","6","6","6","笨蛋打架狂","31528","這個的名稱是什麼？","1","25171"
"安達盧西亞馬（Andalucian）","安達盧西亞","6","自十九世紀以來歐洲第一的馬，更是騎術學校的專用馬。","0","20126","35199","6060","6","3","6","36948","6","6","6","安達盧西亞馬（Andalucian）","23433","這個的名稱是什麼？","2","30439"
"英育阿拉伯馬","英育阿拉伯","6","外貌上比較接近純血馬，擁有純血馬的體型和阿拉伯馬的耐力，具快跑能力。","0","20271","25289","6061","6","3","6","32946","6","6","6","英育阿拉伯馬","33521","這個的名稱是什麼？","2","38463"
"","荷蘭溫血馬","6","結合了兩種荷蘭本土馬種的混種馬。","0","39340","34880","6062","6","2","6","34349","6","6","6","荷蘭溫血馬","33655","這個的名稱是什麼？","2","28331"
"赫克力士大兜蟲","赫克力士兜","6","獨角仙當中體型最大的一種，超受孩子們喜愛的昆蟲。","0","20828","22763","6063","6","1","6","20811","6","6","6","赫克力士大兜蟲","36203","這個的名稱是什麼？","2","21147"
"","半圓形頭冠","6","冠龍的名字由來，是因為頭上有著？","0","20896","38957","6064","6","2","6","22291","6","6","6","半圓形頭冠","21322","這個的名稱是什麼？","2","24418"
"我是諾維姆啊！","我是諾維姆","6","將「矛依未」升到★5時\n可獲得的稱號。","6065","22982","32173","6065","6","1","6","26159","6","6","6","我是諾維姆啊！","25105","這個的名稱是什麼？","1","35582"
"相信前世的中二病患「疾風之冥姬」","疾風之冥姬","6","「杏奈」的角色介紹詞。","0","23020","20901","6066","6","1","6","39080","6","6","6","相信前世的中二病患「疾風之冥姬」","30142","這個的名稱是什麼？","1","20043"
"元氣滿點的空腹少女","元氣滿點的","6","「貪吃佩可」的角色介紹詞。","0","30340","40670","6067","6","2","6","27683","6","6","6","元氣滿點的空腹少女","20803","這個的名稱是什麼？","1","28415"
"","肉食性昆蟲","6","蜻蜓與豆娘都是屬於□□□□□，不管是成蟲還是水蠆都是以捕食維生","0","34802","26118","6068","6","1","6","39135","6","6","6","肉食性昆蟲","32905","這個的名稱是什麼？","2","24615"
"Grooming","Groom","6","廣為人知的貓科動物習性「理毛」。英文要怎麼說？","0","109","111","6069","3","3","3","114","3","3","2","Grooming","71","這個的名稱是什麼？","2","111"
