44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"39312033","","39312","","","0","","","","","91"
"39312034","1","39312","wac_idle_wish_joy_L","","103811","","1","","0.2","3"
"39312035","1","39312","wac_talk_doya_in","wac_talk_doya_loop","103311","","0","","0.2","3"
"39312036","","39312","vo_wac_230314_003","0","vo_wac_230314","","0","","","21"
"39312037","1","39312","「正因為喜歡，所以才做得好」\n就是這麼一回事吧～！\n我們也該向莉瑪看齊呢！","1","103311","0","10","0.5","0","11"
"39312038","","39312","","","0","","","","","91"
"39312039","","39312","0","","0","","","","","22"
"39312040","","39312","","","","","","","","111"
"39313001","","39313","wac_idle_wish_joy_L","","103811","","1","","0.2","3"
"39313002","","39313","wac_idle_arm_crossed_L","","102611","","1","","0.2","3"
"39313003","","39313","wac_idle_smile","","105211","","1","","0.2","3"
"39313004","","39313","wac_idle_doya","","103311","","1","","0.2","3"
"39313005","","39313","wac_no_items","","111","","1","","0.2","3"
"39313006","","39313","wac_no_items","","113","","1","","0.2","3"
"39313007","","39313","wac_no_items","","114","","1","","0.2","3"
"39313008","","39313","wac_no_items","","115","","1","","0.2","3"
"39313009","","39313","-335","0","103811","","-360","","","2"
"39313010","","39313","-190","0","102611","","-335","","","2"
"39313011","","39313","190","0","105211","","-335","","","2"
"39313012","","39313","350","0","103311","","-360","","","2"
"39313013","","39313","-335","0","111","","-360","","","2"
"39313014","","39313","-190","0","113","","-335","","","2"
"39313015","","39313","190","0","114","","-335","","","2"
"39313016","","39313","350","0","115","","-360","","","2"
"39313017","","39313","0","","49","","","","","32"
"39313018","","39313","1","","52","","","","","32"
"39313019","","39313","0","","15","","","","","32"
"39313020","","39313","","","0","","","","","91"
"39411001","-325","39411","104611","-108","1","0","202","wac_default_bot_21","2","1"
"39411002","-325","39411","111","-108","1","0","201","wac_default_bot_26","2","5"
"39411003","1","39411","45","0","45","","0","","1","31"
"39411004","1","39411","44","0","44","","0","","0","31"
"39411005","1","39411","13","0","13","","0","","0","31"
"39411006","0","39411","wac_paint_bot_21","","104611","","0","","0.2","3"
"39411007","0","39411","wac_paint_bot_26","","111","","0","","0.2","3"
"39411008","","39411","0","","0","","","","","93"
"39411009","","39411","1","","13","","","","","32"
"39411010","","39411","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"39411011","","39411","300","","104611","","","","","13"
"39411012","","39411","","","1","","","","","131"
"39412001","1","39412","wac_talk_smile_in","wac_talk_smile_loop","104611","","0","","0.2","3"
"39412002","","39412","wac_no_items","","111","","1","","0.2","3"
"39412003","","39412","200","0","104611","","-340","","","2"
"39412004","","39412","200","0","111","","-340","","","2"
"39412005","","39412","0","","45","","","","","32"
"39412006","","39412","1","","44","","","","","32"
"39412007","","39412","0","","13","","","","","32"
"39412008","","39412","vo_wac_230315_000","0","vo_wac_230315","","0","","","21"
"39412009","1","39412","回過神來，這個牆壁\n已經幾乎沒剩下\n可以畫的地方了喵。","1","104611","0","10","0.5","0","11"
"39412010","","39412","","","0","","","","","91"
"39412011","","39412","vo_wac_230315_001","0","vo_wac_230315","","0","","","21"
"39412012","1","39412","就快完成了，\n這個工作也接近尾聲了呢。\n到時就來開個鯛魚燒派對，\n大家一起慶祝喵♪","1","104611","0","10","0.5","0","11"
"39412013","","39412","","","0","","","","","91"
"39412014","","39412","0","","0","","","","","22"
"39413001","","39413","wac_idle_smile","","104611","","1","","0.2","3"
"39413002","","39413","wac_no_items","","111","","1","","0.2","3"
"39413003","","39413","200","0","104611","","-340","","","2"
"39413004","","39413","200","0","111","","-340","","","2"
"39413005","","39413","0","","45","","","","","32"
"39413006","","39413","1","","44","","","","","32"
"39413007","","39413","0","","13","","","","","32"
"39413008","","39413","","","0","","","","","91"
"39511001","-325","39511","103211","-167","1","0","204","wac_default_bot_31","2","1"
"39511002","-325","39511","103411","230","1","0","202","wac_default_51","2","1"
"39511003","-350","39511","104811","-330","1","0","256","wac_default_bot_81","2","1"
"39511004","-350","39511","104611","340","1","0","254","wac_default_bot_71","2","1"
"39511005","-325","39511","111","-167","1","0","203","wac_default_bot_33","2","5"
"39511006","-325","39511","113","230","1","0","201","wac_default_bot_52","2","5"
"39511007","-350","39511","114","-330","1","0","255","wac_default_83","2","5"
"39511008","-350","39511","115","340","1","0","253","wac_default_77","2","5"
"39511009","","39511","300","","104811","","","","","13"
"39511010","","39511","300","","104611","","","","","13"
"39511011","","39511","300","","103411","","","","","13"
"39511012","","39511","300","","103211","","","","","13"
"39511013","1","39511","48","0","48","","0","","1","31"
"39511014","1","39511","52","0","52","","0","","0","31"
"39511015","1","39511","17","0","17","","0","","0","31"
"39511016","0","39511","wac_paint_bot_31","","103211","","0","","0.2","3"
"39511017","0","39511","wac_paint_bot_33","","111","","0","","0.2","3"
"39511018","0","39511","wac_paint_bot_51","","103411","","0","","0.2","3"
"39511019","0","39511","wac_paint_bot_52","","113","","0","","0.2","3"
"39511020","0","39511","wac_paint_bot_81","","104811","","0","","0.2","3"
"39511021","0","39511","wac_paint_83","","114","","0","","0.2","3"
"39511022","0","39511","wac_paint_bot_71","","104611","","0","","0.2","3"
"39511023","0","39511","wac_paint_77","","115","","0","","0.2","3"
"39511024","","39511","0","","0","","","","","93"
"39511025","","39511","1","","17","","","","","32"
"39511026","","39511","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"39511027","","39511","","","1","","","","","131"
"39512001","","39512","wac_idle_arm_crossed_L","","104811","","1","","0","3"
"39512002","","39512","wac_idle_normal_L","","104611","","1","","0","3"
"39512003","","39512","wac_idle_sad_dead","","103411","","1","","0","3"
"39512004","","39512","wac_idle_doya","","103211","","1","","0","3"
"39512005","","39512","wac_no_items","","111","","1","","0","3"
"39512006","","39512","wac_no_items","","113","","1","","0","3"
"39512007","","39512","wac_no_items","","114","","1","","0","3"
"39512008","","39512","wac_no_items","","115","","1","","0","3"
"39512009","","39512","-335","0","104811","","-360","","","2"
"39512010","","39512","-190","0","104611","","-335","","","2"
"39512011","","39512","190","0","103411","","-335","","","2"
"39512012","","39512","350","0","103211","","-360","","","2"
"39512013","","39512","-335","0","111","","-360","","","2"
"39512014","","39512","-190","0","113","","-335","","","2"
"39512015","","39512","190","0","114","","-335","","","2"
"39512016","","39512","350","0","115","","-360","","","2"
"39512017","","39512","0","","48","","","","","32"
"39512018","","39512","1","","52","","","","","32"
"39512019","","39512","0","","17","","","","","32"
"39512020","1","39512","wac_talk_sad_in_dead","wac_talk_sad_loop_dead","103411","","0","","0.2","3"
"39512021","","39512","vo_wac_230316_000","0","vo_wac_230316","","0","","","21"
"39512022","1","39512","嗯……我是不是喝太多了……？\n頭好痛，無法集中注意力啊～\n秋乃，我負責的部分\n看起來還可以嗎？","1","103411","0","10","0.5","0","11"
"39512023","","39512","","","0","","","","","91"
"39512024","1","39512","wac_idle_sad_dead","","103411","","1","","0.2","3"
"39512025","1","39512","wac_talk_doya_in","wac_talk_doya_loop","103211","","0","","0.2","3"
"39512026","","39512","vo_wac_230316_001","0","vo_wac_230316","","0","","","21"
"39512027","1","39512","我看看……沒問題喔。\n只是，妳應該好好控制\n喝麥酒的量。\n否則到時候身體會壞掉喔？","1","103211","0","10","0.5","0","11"
"39512028","","39512","","","0","","","","","91"
"39512029","1","39512","wac_idle_doya","","103211","","1","","0.2","3"
"39512030","1","39512","wac_talk_sad_in_surprise_L","wac_talk_sad_loop_surprise_L","104611","","0","","0.2","3"
"39512031","","39512","vo_wac_230316_002","0","vo_wac_230316","","0","","","21"
"39512032","1","39512","已經宿醉了喵。\n因為沒喝過麥酒，\n所以我不懂優花梨一直\n渴求麥酒的心情喵。","1","104611","0","10","0.5","0","11"
"39512033","","39512","","","0","","","","","91"
"39512034","1","39512","wac_idle_sad_surprise_L","","104611","","1","","0.2","3"
"39512035","1","39512","wac_talk_arm_crossed_in_L","wac_talk_arm_crossed_loop_L","104811","","0","","0.2","3"
"39512036","","39512","vo_wac_230316_003","0","vo_wac_230316","","0","","","21"
"39512037","1","39512","雖然是大人限定，不過這是\n快速讓心情變好的好方法喔……\n但這就像是預支精神一樣，\n所以最好還是適量飲用喔。","1","104811","0","10","0.5","0","11"
"39512038","","39512","","","0","","","","","91"
"39512039","","39512","0","","0","","","","","22"
"39512040","","39512","","","","","","","","111"
"39513001","","39513","wac_idle_arm_crossed_L","","104811","","1","","0.2","3"
"39513002","","39513","wac_idle_sad_surprise_L","","104611","","1","","0.2","3"
"39513003","","39513","wac_idle_sad_dead","","103411","","1","","0.2","3"
"39513004","","39513","wac_idle_doya","","103211","","1","","0.2","3"
"39513005","","39513","wac_no_items","","111","","1","","0.2","3"
"39513006","","39513","wac_no_items","","113","","1","","0.2","3"
"39513007","","39513","wac_no_items","","114","","1","","0.2","3"
"39513008","","39513","wac_no_items","","115","","1","","0.2","3"
"39513009","","39513","-335","0","104811","","-360","","","2"
"39513010","","39513","-190","0","104611","","-335","","","2"
"39513011","","39513","190","0","103411","","-335","","","2"
"39513012","","39513","350","0","103211","","-360","","","2"
"39513013","","39513","-335","0","111","","-360","","","2"
"39513014","","39513","-190","0","113","","-335","","","2"
"39513015","","39513","190","0","114","","-335","","","2"
"39513016","","39513","350","0","115","","-360","","","2"
"39513017","","39513","0","","48","","","","","32"
"39513018","","39513","1","","52","","","","","32"
"39513019","","39513","0","","17","","","","","32"
"39513020","","39513","","","0","","","","","91"
"39611001","-100","39611","103211","-108","1","0","202","wac_default_21","2","1"
"39611002","-100","39611","111","-108","1","0","201","wac_default_21","2","5"
"39611003","1","39611","53","0","53","","0","","1","31"
"39611004","1","39611","44","0","44","","0","","0","31"
"39611005","1","39611","20","0","20","","0","","0","31"
"39611006","0","39611","wac_paint_21","","103211","","0","","0.2","3"
"39611007","0","39611","wac_paint_21","","111","","0","","0.2","3"
"39611008","","39611","0","","0","","","","","93"
"39611009","","39611","1","","20","","","","","32"
"39611010","","39611","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"39611011","","39611","300","","103211","","","","","13"
"39611012","","39611","","","1","","","","","131"
"39612001","1","39612","wac_talk_doya_in","wac_talk_doya_loop","103211","","0","","0.2","3"
"39612002","","39612","wac_no_items","","111","","1","","0.2","3"
"39612003","","39612","200","0","103211","","-340","","","2"
"39612004","","39612","200","0","111","","-340","","","2"
"39612005","","39612","0","","53","","","","","32"
"39612006","","39612","1","","44","","","","","32"
"39612007","","39612","0","","20","","","","","32"
"39612008","","39612","vo_wac_230317_000","0","vo_wac_230317","","0","","","21"
"39612009","1","39612","呼……好了！\n看來【墨丘利財團】\n已經把承接的\n工作完成啦。","1","103211","0","10","0.5","0","11"
"39612010","","39612","","","0","","","","","91"
"39612011","","39612","vo_wac_230317_001","0","vo_wac_230317","","0","","","21"
"39612012","1","39612","和許多人共同完成的工作，\n是非常充實的體驗。\n之後也想把這次經驗\n運用在生意上呢♪","1","103211","0","10","0.5","0","11"
"39612013","","39612","","","0","","","","","91"
"39612014","","39612","0","","0","","","","","22"
"39613001","","39613","wac_idle_doya","","103211","","1","","0.2","3"
"39613002","","39613","wac_no_items","","111","","1","","0.2","3"
"39613003","","39613","200","0","103211","","-340","","","2"
"39613004","","39613","200","0","111","","-340","","","2"
"39613005","","39613","0","","53","","","","","32"
"39613006","","39613","1","","44","","","","","32"
"39613007","","39613","0","","20","","","","","32"
"39613008","","39613","","","0","","","","","91"
"39711001","-100","39711","103811","-108","1","0","202","wac_default_21","2","1"
"39711002","-100","39711","111","-108","1","0","201","wac_default_21","2","5"
"39711003","1","39711","53","0","53","","0","","1","31"
"39711004","1","39711","44","0","44","","0","","0","31"
"39711005","1","39711","20","0","20","","0","","0","31"
"39711006","0","39711","wac_paint_21","","103811","","0","","0.2","3"
"39711007","0","39711","wac_paint_21","","111","","0","","0.2","3"
"39711008","","39711","0","","0","","","","","93"
"39711009","","39711","1","","20","","","","","32"
"39711010","","39711","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"39711011","","39711","300","","103811","","","","","13"
"39711012","","39711","","","1","","","","","131"
"39712001","1","39712","wac_talk_wish_in","wac_talk_wish_loop","103811","","0","","0.2","3"
"39712002","","39712","wac_no_items","","111","","1","","0.2","3"
"39712003","","39712","200","0","103811","","-340","","","2"
"39712004","","39712","200","0","111","","-340","","","2"
"39712005","","39712","0","","53","","","","","32"
"39712006","","39712","1","","44","","","","","32"
"39712007","","39712","0","","20","","","","","32"
"39712008","","39712","vo_wac_230318_000","0","vo_wac_230318","","0","","","21"
"39712009","1","39712","完成了……\n這樣我受託的部分\n就全部完成了。","1","103811","0","10","0.5","0","11"
"39712010","","39712","","","0","","","","","91"
"39712011","","39712","vo_wac_230318_001","0","vo_wac_230318","","0","","","21"
"39712012","1","39712","等其他人也都結束作業、\n畫作完成之時……\n我想跟姊姊和牧場的大家\n再一起去看♪","1","103811","0","10","0.5","0","11"
"39712013","","39712","","","0","","","","","91"
"39712014","","39712","0","","0","","","","","22"
"39713001","","39713","wac_idle_wish","","103811","","1","","0.2","3"
"39713002","","39713","wac_no_items","","111","","1","","0.2","3"
"39713003","","39713","200","0","103811","","-340","","","2"
"39713004","","39713","200","0","111","","-340","","","2"
"39713005","","39713","0","","53","","","","","32"
"39713006","","39713","1","","44","","","","","32"
"39713007","","39713","0","","20","","","","","32"
"39713008","","39713","","","0","","","","","91"
"39811001","-213","39811","102611","-108","1","0","202","wac_default_01","2","1"
"39811002","-213","39811","111","-108","1","0","201","wac_default_03","2","5"
"39811003","1","39811","43","0","43","","0","","1","31"
"39811004","1","39811","44","0","44","","0","","0","31"
"39811005","1","39811","11","0","11","","0","","0","31"
"39811006","0","39811","wac_paint_01","","102611","","0","","0.2","3"
"39811007","0","39811","wac_paint_03","","111","","0","","0.2","3"
"39811008","","39811","0","","0","","","","","93"
"39811009","","39811","1","","11","","","","","32"
"39811010","","39811","se_10035700_brush","","se_10035700","","0","","","23"
"39811011","","39811","300","","102611","","","","","13"
"39811012","","39811","","","1","","","","","131"
"39812001","1","39812","wac_talk_smile_in","wac_talk_smile_loop","102611","","0","","0.2","3"
"39812002","","39812","wac_no_items","","111","","1","","0.2","3"
"39812003","","39812","200","0","102611","","-340","","","2"
"39812004","","39812","200","0","111","","-340","","","2"
"39812005","","39812","0","","43","","","","","32"
"39812006","","39812","1","","44","","","","","32"
"39812007","","39812","0","","11","","","","","32"
"39812008","","39812","vo_wac_230319_000","0","vo_wac_230319","","0","","","21"
"39812009","1","39812","好的，結束了～\n不不，就我來說很努力了吧？\n我竟然工作了這麼長的時間，\n說不定是世界滅亡的前兆呢。","1","102611","0","10","0.5","0","11"
"39812010","","39812","","","0","","","","","91"
"39812011","1","39812","wac_talk_arm_crossed_in_fromblink","wac_talk_arm_crossed_loop","102611","","0","","0.2","3"
"39812012","","39812","vo_wac_230319_001","0","vo_wac_230319","","0","","","21"
"39812013","1","39812","……這個嘛，雖然是因為你和真陽她們\n也在，我才做到了最後。\n但偶爾做做這種事也還不錯。\n我是說偶爾喔。","1","102611","0","10","0.5","0","11"
"39812014","","39812","","","0","","","","","91"
"39812015","","39812","0","","0","","","","","22"
"39813001","","39813","wac_idle_arm_crossed","","102611","","1","","0.2","3"
"39813002","","39813","wac_no_items","","111","","1","","0.2","3"
"39813003","","39813","200","0","102611","","-340","","","2"
"39813004","","39813","200","0","111","","-340","","","2"
"39813005","","39813","0","","43","","","","","32"
"39813006","","39813","1","","44","","","","","32"
"39813007","","39813","0","","11","","","","","32"
"39813008","","39813","","","0","","","","","91"
"39911001","-213","39911","100911","-108","1","0","202","wac_default_11","2","1"
"39911002","-213","39911","111","-108","1","0","201","wac_default_12","2","5"
"39911003","1","39911","43","0","43","","0","","1","31"
"39911004","1","39911","44","0","44","","0","","0","31"
"39911005","1","39911","11","0","11","","0","","0","31"
"39911006","0","39911","wac_paint_11","","100911","","0","","0.2","3"
"39911007","0","39911","wac_paint_12","","111","","0","","0.2","3"
"39911008","","39911","0","","0.3","","","","","93"
"39911009","","39911","1","","11","","","","","32"
"39911010","","39911","se_10035700_roller","","se_10035700","","0","","","23"
"39911011","","39911","300","","100911","","","","","13"
"39911012","","39911","","","1","","","","","131"
"39912001","1","39912","wac_talk_doya_in","wac_talk_doya_loop","100911","","0","","0.2","3"
"39912002","","39912","wac_no_items","","111","","1","","0.2","3"
"39912003","","39912","200","0","100911","","-340","","","2"
"39912004","","39912","200","0","111","","-340","","","2"
"39912005","","39912","0","","43","","","","","32"
"39912006","","39912","1","","44","","","","","32"
"39912007","","39912","0","","11","","","","","32"
"39912008","","39912","vo_wac_230320_000","0","vo_wac_230320","","0","","","21"
"39912009","1","39912","無論何種傳說，都有結束之時……\n吉格魯特啊，看來將我們的命運\n刻記在堅固防壁上的作業\n也即將迎向尾聲了。","1","100911","0","10","0.5","0","11"
"39912010","","39912","","","0","","","","","91"
"39912011","","39912","wac_talk_sad_loop_shy","","100911","","1","","0.2","3"
"39912012","","39912","vo_wac_230320_001","0","vo_wac_230320","","0","","","21"
"39912013","1","39912","……所以，那個，雖然說這個有點晚了。\n我現在超擔心所有我負責的\n部分有沒有地方出錯……！\n要不要一起去確認一下！？","1","100911","0","10","0.5","0","11"
"39912014","","39912","","","0","","","","","91"
"39912015","","39912","0","","0","","","","","22"
"39913001","","39913","wac_idle_sad_shy","","100911","","1","","0.2","3"
"39913002","","39913","wac_no_items","","111","","1","","0.2","3"
"39913003","","39913","200","0","100911","","-340","","","2"
"39913004","","39913","200","0","111","","-340","","","2"
"39913005","","39913","0","","43","","","","","32"
"39913006","","39913","1","","44","","","","","32"
"39913007","","39913","0","","11","","","","","32"
"39913008","","39913","","","0","","","","","91"
"40011001","-213","40011","101311","-108","1","0","202","wac_default_11","2","1"
"40011002","-213","40011","111","-108","1","0","201","wac_default_13","2","5"
"40011003","1","40011","43","0","43","","0","","1","31"
"40011004","1","40011","44","0","44","","0","","0","31"
"40011005","1","40011","11","0","11","","0","","0","31"
"40011006","0","40011","wac_paint_11","","101311","","0","","0.2","3"
"40011007","0","40011","wac_paint_13","","111","","0","","0.2","3"
"40011008","","40011","0","","0.3","","","","","93"
"40011009","","40011","1","","11","","","","","32"
"40011010","","40011","se_10035700_roller","","se_10035700","","0","","","23"
"40011011","","40011","300","","101311","","","","","13"
"40011012","","40011","","","1","","","","","131"
"40012001","1","40012","wac_talk_sad_in","wac_talk_sad_loop","101311","","0","","0.2","3"
"40012002","","40012","wac_no_items","","111","","1","","0.2","3"
"40012003","","40012","200","0","101311","","-340","","","2"
"40012004","","40012","200","0","111","","-340","","","2"
"40012005","","40012","0","","43","","","","","32"
"40012006","","40012","1","","44","","","","","32"
"40012007","","40012","0","","11","","","","","32"
"40012008","","40012","vo_wac_230321_000","0","vo_wac_230321","","0","","","21"
"40012009","1","40012","唉～\n壁畫好像馬上就要完成了，\n雖然是好事，但七七香\n果然還是有點寂寞啊～","1","101311","0","10","0.5","0","11"
"40012010","","40012","","","0","","","","","91"
"40012011","1","40012","wac_talk_smile_in","wac_talk_smile_loop","101311","","0","","0.2","3"
"40012012","","40012","vo_wac_230321_001","0","vo_wac_230321","","0","","","21"
"40012013","1","40012","……肯定還會有新的工作？\n說得也是呢～♪\n下次如果也有這種需要大家一起\n完成的工作，我會挑戰看看的～！","1","101311","0","10","0.5","0","11"
"40012014","","40012","","","0","","","","","91"
"40012015","","40012","0","","0","","","","","22"
"40013001","","40013","wac_idle_smile","","101311","","1","","0.2","3"
"40013002","","40013","wac_no_items","","111","","1","","0.2","3"
"40013003","","40013","200","0","101311","","-340","","","2"
"40013004","","40013","200","0","111","","-340","","","2"
"40013005","","40013","0","","43","","","","","32"
"40013006","","40013","1","","44","","","","","32"
"40013007","","40013","0","","11","","","","","32"
"40013008","","40013","","","0","","","","","91"
"40111001","-213","40111","102711","-108","1","0","202","wac_default_01","2","1"
"40111002","-213","40111","111","-108","1","0","201","wac_default_03","2","5"
"40111003","1","40111","43","0","43","","0","","1","31"
"40111004","1","40111","44","0","44","","0","","0","31"
"40111005","1","40111","11","0","11","","0","","0","31"
"40111006","0","40111","wac_paint_01","","102711","","0","","0.2","3"
"40111007","0","40111","wac_paint_03","","111","","0","","0.2","3"
"40111008","","40111","0","","0","","","","","93"
"40111009","","40111","1","","11","","","","","32"
"40111010","","40111","se_10035700_brush","","se_10035700","","0","","","23"
"40111011","","40111","300","","102711","","","","","13"
"40111012","","40111","","","1","","","","","131"
"40112001","1","40112","wac_talk_sad_in","wac_talk_sad_loop","102711","","0","","0.2","3"
"40112002","","40112","wac_no_items","","111","","1","","0.2","3"
"40112003","","40112","200","0","102711","","-340","","","2"
"40112004","","40112","200","0","111","","-340","","","2"
"40112005","","40112","0","","43","","","","","32"
"40112006","","40112","1","","44","","","","","32"
"40112007","","40112","0","","11","","","","","32"
"40112008","","40112","vo_wac_230322_000","0","vo_wac_230322","","0","","","21"
"40112009","1","40112","……與您一起畫圖的時間\n也差不多要結束了呢。\n真令人依依不捨……","1","102711","0","10","0.5","0","11"
"40112010","","40112","","","0","","","","","91"
"40112011","1","40112","wac_talk_wish_in","wac_talk_wish_loop","102711","","0","","0.2","3"
"40112012","","40112","vo_wac_230322_001","0","vo_wac_230322","","0","","","21"
"40112013","1","40112","不過，在我負責的部分裡注入的\n我對您的愛將會是永遠不變的。\n它不會和牆壁一起腐朽，\n而是會持續籠罩蘭德索爾的喔……嘻嘻……♪","1","102711","0","10","0.5","0","11"
"40112014","","40112","","","0","","","","","91"
"40112015","","40112","0","","0","","","","","22"
"40113001","","40113","wac_idle_wish","","102711","","1","","0.2","3"
"40113002","","40113","wac_no_items","","111","","1","","0.2","3"
"40113003","","40113","200","0","102711","","-340","","","2"
"40113004","","40113","200","0","111","","-340","","","2"
"40113005","","40113","0","","43","","","","","32"
"40113006","","40113","1","","44","","","","","32"
"40113007","","40113","0","","11","","","","","32"
"40113008","","40113","","","0","","","","","91"
"40211001","-325","40211","105211","-108","1","0","202","wac_default_bot_21","2","1"
"40211002","-325","40211","111","-108","1","0","201","wac_default_bot_27","2","5"
"40211003","1","40211","45","0","45","","0","","1","31"
"40211004","1","40211","44","0","44","","0","","0","31"
"40211005","1","40211","13","0","13","","0","","0","31"
"40211006","0","40211","wac_paint_bot_21","","105211","","0","","0.2","3"
"40211007","0","40211","wac_paint_bot_27","","111","","0","","0.2","3"
"40211008","","40211","0","","0","","","","","93"
"40211009","","40211","1","","13","","","","","32"
"40211010","","40211","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"40211011","","40211","300","","105211","","","","","13"
"40211012","","40211","","","1","","","","","131"
"40212001","1","40212","wac_talk_wish_in","wac_talk_wish_loop","105211","","0","","0.2","3"
"40212002","","40212","wac_no_items","","111","","1","","0.2","3"
"40212003","","40212","200","0","105211","","-340","","","2"
"40212004","","40212","200","0","111","","-340","","","2"
"40212005","","40212","0","","45","","","","","32"
"40212006","","40212","1","","44","","","","","32"
"40212007","","40212","0","","13","","","","","32"
"40212008","","40212","vo_wac_230323_000","0","vo_wac_230323","","0","","","21"
"40212009","1","40212","這片牆也完全被大家\n畫的圖填滿了呢～\n一開始只是乏味的牆壁，\n現在卻變得很熱鬧呢♪","1","105211","0","10","0.5","0","11"
"40212010","","40212","","","0","","","","","91"
"40212011","","40212","vo_wac_230323_001","0","vo_wac_230323","","0","","","21"
"40212012","1","40212","我非常歡迎這種可愛又美好\n的工作喔。如果還有類似的委託，\n隨時歡迎來邀請我們喔♪","1","105211","0","10","0.5","0","11"
"40212013","","40212","","","0","","","","","91"
"40212014","","40212","0","","0","","","","","22"
"40213001","","40213","wac_idle_wish","","105211","","1","","0.2","3"
"40213002","","40213","wac_no_items","","111","","1","","0.2","3"
"40213003","","40213","200","0","105211","","-340","","","2"
"40213004","","40213","200","0","111","","-340","","","2"
"40213005","","40213","0","","45","","","","","32"
"40213006","","40213","1","","44","","","","","32"
"40213007","","40213","0","","13","","","","","32"
"40213008","","40213","","","0","","","","","91"
"40311001","-185","40311","105211","-167","1","0","204","wac_default_31","2","1"
"40311002","-185","40311","107011","230","1","0","202","wac_default_51","2","1"
"40311003","-185","40311","111","-167","1","0","203","wac_default_31","2","5"
"40311004","-185","40311","113","230","1","0","201","wac_default_51","2","5"
"40311005","","40311","300","","107011","","","","","13"
"40311006","","40311","300","","105211","","","","","13"
"40311007","1","40311","49","0","49","","0","","1","31"
"40311008","1","40311","52","0","52","","0","","0","31"
"40311009","1","40311","15","0","15","","0","","0","31"
"40311010","0","40311","wac_paint_31","","105211","","0","","0.2","3"
"40311011","0","40311","wac_paint_31","","111","","0","","0.2","3"
"40311012","0","40311","wac_paint_51","","107011","","0","","0.2","3"
"40311013","0","40311","wac_paint_51","","113","","0","","0.2","3"
"40311014","","40311","0","","0","","","","","93"
"40311015","","40311","1","","15","","","","","32"
"40311016","","40311","se_sys_login_birthday_calendar_smallbrush","","se_common","","0","","","23"
"40311017","","40311","","","1","","","","","131"
"40312001","","40312","wac_idle_doya_surprise","","107011","","1","","0","3"
"40312002","","40312","wac_idle_smile_L","","105211","","1","","0","3"
"40312003","","40312","wac_no_items","","111","","1","","0","3"
"40312004","","40312","wac_no_items","","113","","1","","0","3"
"40312005","","40312","190","0","107011","","-335","","","2"
"40312006","","40312","-190","0","105211","","-335","","","2"
"40312007","","40312","190","0","111","","-335","","","2"
"40312008","","40312","-190","0","113","","-335","","","2"
"40312009","","40312","0","","49","","","","","32"
"40312010","","40312","1","","52","","","","","32"
"40312011","","40312","0","","15","","","","","32"
"40312012","1","40312","wac_talk_doya_in_surprise","wac_talk_doya_loop_surprise","107011","","0","","0.2","3"
"40312013","","40312","vo_wac_230324_000","0","vo_wac_230324","","0","","","21"
"40312014","1","40312","……我無法為用畫填滿牆壁這種行為\n找出合理的理由。\n但既然能強化公會間彼此的信賴關係，\n倒也可算是不錯的措施呢。","1","107011","0","10","0.5","0","11"
"40312015","","40312","","","0","","","","","91"
"40312016","1","40312","wac_idle_doya_surprise","","107011","","1","","0.2","3"
"40312017","1","40312","wac_talk_smile_in_L","wac_talk_smile_loop_L","105211","","0","","0.2","3"
"40312018","","40312","vo_wac_230324_001","0","vo_wac_230324","","0","","","21"
"40312019","1","40312","沒錯沒錯，不能想得太複雜！\n大家能一起開心地作畫，\n留下美好的回憶就很夠了唷♪","1","105211","0","10","0.5","0","11"
"40312020","","40312","","","0","","","","","91"
"40312021","","40312","0","","0","","","","","22"
"40312022","","40312","","","","","","","","111"
"40313001","","40313","wac_idle_doya_surprise","","107011","","1","","0.2","3"
"40313002","","40313","wac_idle_smile_L","","105211","","1","","0.2","3"
"40313003","","40313","wac_no_items","","111","","1","","0.2","3"
"40313004","","40313","wac_no_items","","113","","1","","0.2","3"
"40313005","","40313","190","0","107011","","-335","","","2"
"40313006","","40313","-190","0","105211","","-335","","","2"
"40313007","","40313","190","0","111","","-335","","","2"
"40313008","","40313","-190","0","113","","-335","","","2"
"40313009","","40313","0","","49","","","","","32"
