7891b6bc22b1df0190525a89ff3991d83bc5f82e0a81f3cbbfd4db6d4df329a6,69fdd66bd548b815fbed51b03a2373c65de50230841fd795dfc4a757fbf5a6ae,71b729e2de03a35a038faa3b9f3993a2c5625b3036316717d81b4668038888bd,0da897029765baa09ce0fb983da02a4495d6d20963fc40fb55cc3b0e227e1fa0,c5e4e3a9522a42b3e4752bc54a9139640deabbacb497847f7d07860138571a3f,af8bec160ad4585c0b303fdc04610d2fd405b7ee88507d7f53e65d6d693e25f5,241af72d4514769b46811baf774e9c6210af724d8e9b4bfcd105897ba264fc5d,b59d682ba7841ca0ecc0d94613701e496afd11705c83a9ca3524a2411917bf49,a2e6ae510a3e6cb73880e07f3eaaba75b7e68fcedb2d7b19e51a4b08675c70de,a31c8f7ad690fc8f07f2a60bf1afa7fd4769a6f7848b41679f9744b879ab53a0,2eb6f55fc0e7d07268069ff21f2d7868eb5f5f6a45c382c79ed9a5517ac9bbcd,67849fbc46d2f3da90054ecd06e877b3a131c81f3740a27f61cc4aedb92f0614,661291617efde53e61d6a71467c7fc78dae86c71f0ad4bacbbc2e8893423b9b6,bccb71ac41ba1a001f0ec671b4f03bd2111e96ecc0aaa2acf9f9196448480098,1f83a7d1ea3fbc63c83de857f817bec44fa51e4414e0eff697826a2331383af7,e5d44e78b0c0d14ed905296a54ff75076193a2ff1fcbe1738b742bf8568dc47d,ceb879ff6f6cf4ba9e0ac84bb470afd248b23b679fbf6449df29bbbb96447617,81ae0efed0b63e6e5715b745f22682d9d7582c32c6b5723f815a145235fbd548,7d478e76d71f54ec04e17f18a6f9cfbf3bfdcdc4eb81b5cb8cb94da14b9f8be6,1937aa598e4a091eb458deb887078ac738d839db19f9ddbcec2bb817a262f8b6,6d64fcb1f6a26f28d48f9838410414f8cd559356582f456df7f16efc0747cdb3,e8b83e71faed6b1c3f91da55884d62a4bc0d9f806e70f3929af651e316edc56c,99641e966f59e9f598d44eeefddce00e03efa374a151ea230c2b69a1b96b7f3f,8e672a654727e4d4a23bb6fc1641622e7ba8173929dd3a78f0b774b5542a73c8,fb4954d6f4b0306bff899d1890da5abf7e684e69b3f61e27f4fd907f1e2e6670,46ebb4e643f473a6932a9f7802ebf2b193c2e760aff500fb20ae32cf67d5e12c,17e3c6f162cfa37037e74df0becc6100847e6ff90f60c869110154503dc51ede,7e5a6006e209e1cb24a847562a81f326edcd6aa5ddeffd2a01e63426f7b79bcc,35574173e1bf76c9bd55980e33aad8cd337de9f2edfb8e09f125dec62f496195,522416dee0a1df8f08fd0e21a14d5ccf00aa54447f7d6d29b013889105589007,f796c6941ad579a13520eb097daa072d22495d250ac8868771da326a2e3f7736,3a1b53f466dd838dff312cc5db67d30aa8ddf0fabf662c22502c6d316b495590,a18e51ff302e482049161b02c5e6cc4fa7f8af1a485d5533418ea04b5917d731,f41978950beea9b5fcaa3aa95a906d9e75b78ed23bb8ec46cd92dab3144d756d,79a72e0cef5f702f0453857b19f142ea7a659aa00d45855cc0840291a4c9adf8,d61e0cf6c5e356bb5972c01edbbb87c9943665dc93257dc137a207adfcf99cf6,493b611f34360f4eb41a2c56e7717cac78f7cd6cdf442447fffd6b741f5b7a7c,06e41e8fd58660833a3d1d4e01eee26b942b8f7019ed2cc9f4dc64137f99758b,2620451f49b0e9bcdb3d00c5d075940851afdae10d30f91d26fb4af288f06f4c
"710081","1","1004208","10560101","1004109","10560102","1004206","2","1004210","401056191","2","30","2.6","2.4","10560105","0","1004209","1056","1001303","2","10560104","1000000","401056161","3","10560103","2.4","401056181","1004110","1004107","401056171","401056201","0","260","1004108","11","0.06","1004106","11","1004207"
"710081","1","1004208","10560101","1004109","10560102","1004206","2","1004210","401056241","3.5","38","4","3.7","10560105","0","1004209","1056","1001303","3.5","10560104","1000000","401056211","4","10560103","3.8","401056231","1004110","1004107","401056221","401056251","0","261","1004108","31","0.06","1004106","31","1004207"
"710081","1","1004208","10560101","1004109","10560102","1004206","2","1004210","401056291","3.5","-1","4","3.7","10560105","0","1004209","1056","1001303","3.5","10560104","1000000","401056261","5","10560103","3.8","401056281","1004110","1004107","401056271","401056301","0","262","1004108","39","0.06","1004106","39","1004207"
"710091","1","1004203","10570101","1004104","10570102","1004201","1","1004205","401056491","1.2","1","1.5","1.3","10570105","0","1004204","1057","1001301","1.2","10570104","1000000","401056461","1","10570103","1.4","401056481","1004105","1004102","401056471","401056501","0","263","1004103","1","0.03","1004101","1","1004202"
"710091","1","1004208","10570101","1004109","10570102","1004206","1","1004210","401056491","1.2","3","1.5","1.3","10570105","0","1004209","1057","1001303","1.2","10570104","1000000","401056461","1","10570103","1.4","401056481","1004110","1004107","401056471","401056501","0","264","1004108","2","0.03","1004106","2","1004207"
"710091","1","1004208","10570101","1004109","10570102","1004206","2","1004210","401056541","1.6","10","2","1.8","10570105","0","1004209","1057","1001303","1.6","10570104","1000000","401056511","2","10570103","1.9","401056531","1004110","1004107","401056521","401056551","0","265","1004108","4","0.06","1004106","4","1004207"
"710091","1","1004208","10570101","1004109","10570102","1004206","2","1004210","401056591","2","30","2.6","2.4","10570105","0","1004209","1057","1001303","2","10570104","1000000","401056561","3","10570103","2.4","401056581","1004110","1004107","401056571","401056601","0","266","1004108","11","0.06","1004106","11","1004207"
"710091","1","1004208","10570101","1004109","10570102","1004206","2","1004210","401056641","3.5","38","4","3.7","10570105","0","1004209","1057","1001303","3.5","10570104","1000000","401056611","4","10570103","3.8","401056631","1004110","1004107","401056621","401056651","0","267","1004108","31","0.06","1004106","31","1004207"
"710091","1","1004208","10570101","1004109","10570102","1004206","2","1004210","401056691","3.5","-1","4","3.7","10570105","0","1004209","1057","1001303","3.5","10570104","1000000","401056661","5","10570103","3.8","401056681","1004110","1004107","401056671","401056701","0","268","1004108","39","0.06","1004106","39","1004207"
"710101","1","1004203","10580101","1004104","10580102","1004201","1","1004205","401056891","1.2","1","1.5","1.3","10580105","0","1004204","1058","1001301","1.2","10580104","1000000","401056861","1","10580103","1.4","401056881","1004105","1004102","401056871","401056901","0","269","1004103","1","0.03","1004101","1","1004202"
"710101","1","1004208","10580101","1004109","10580102","1004206","1","1004210","401056891","1.2","3","1.5","1.3","10580105","0","1004209","1058","1001303","1.2","10580104","1000000","401056861","1","10580103","1.4","401056881","1004110","1004107","401056871","401056901","0","270","1004108","2","0.03","1004106","2","1004207"
"710101","1","1004208","10580101","1004109","10580102","1004206","2","1004210","401056941","1.6","10","2","1.8","10580105","0","1004209","1058","1001303","1.6","10580104","1000000","401056911","2","10580103","1.9","401056931","1004110","1004107","401056921","401056951","0","271","1004108","4","0.06","1004106","4","1004207"
"710101","1","1004208","10580101","1004109","10580102","1004206","2","1004210","401056991","2","30","2.6","2.4","10580105","0","1004209","1058","1001303","2","10580104","1000000","401056961","3","10580103","2.4","401056981","1004110","1004107","401056971","401057001","0","272","1004108","11","0.06","1004106","11","1004207"
"710101","1","1004208","10580101","1004109","10580102","1004206","2","1004210","401057041","3.5","38","4","3.7","10580105","0","1004209","1058","1001303","3.5","10580104","1000000","401057011","4","10580103","3.8","401057031","1004110","1004107","401057021","401057051","0","273","1004108","31","0.06","1004106","31","1004207"
"710101","1","1004208","10580101","1004109","10580102","1004206","2","1004210","401057091","3.5","-1","4","3.7","10580105","0","1004209","1058","1001303","3.5","10580104","1000000","401057061","5","10580103","3.8","401057081","1004110","1004107","401057071","401057101","0","274","1004108","39","0.06","1004106","39","1004207"
"710111","1","1004203","10590101","1004104","10590102","1004201","1","1004205","401057291","1.2","1","1.5","1.3","10590105","0","1004204","1059","1001301","1.2","10590104","1000000","401057261","1","10590103","1.4","401057281","1004105","1004102","401057271","401057301","0","275","1004103","1","0.03","1004101","1","1004202"
"710111","1","1004208","10590101","1004109","10590102","1004206","1","1004210","401057291","1.2","3","1.5","1.3","10590105","0","1004209","1059","1001303","1.2","10590104","1000000","401057261","1","10590103","1.4","401057281","1004110","1004107","401057271","401057301","0","276","1004108","2","0.03","1004106","2","1004207"
"710111","1","1004208","10590101","1004109","10590102","1004206","2","1004210","401057341","1.6","9","2","1.8","10590105","0","1004209","1059","1001303","1.6","10590104","1000000","401057311","2","10590103","1.9","401057331","1004110","1004107","401057321","401057351","0","277","1004108","4","0.06","1004106","4","1004207"
"710111","1","1004208","10590101","1004109","10590102","1004206","2","1004210","401057391","2","25","2.2","2.1","10590105","0","1004209","1059","1001303","2","10590104","1000000","401057361","3","10590103","2.1","401057381","1004110","1004107","401057371","401057401","0","278","1004108","10","0.06","1004106","10","1004207"
"710111","1","1004208","10590101","1004109","10590102","1004206","2","1004210","401057441","4.5","-1","5","4.7","10590105","0","1004209","1059","1001303","4.5","10590104","1000000","401057411","4","10590103","4.8","401057431","1004110","1004107","401057421","401057451","0","279","1004108","26","0.06","1004106","26","1004207"
"710121","1","1004203","10600101","1004104","10600102","1004201","1","1004205","401057691","1.2","1","1.5","1.3","10600105","0","1004204","1060","1001301","1.2","10600104","1000000","401057661","1","10600103","1.4","401057681","1004105","1004102","401057671","401057701","0","281","1004103","1","0.03","1004101","1","1004202"
"710121","1","1004208","10600101","1004109","10600102","1004206","1","1004210","401057691","1.2","3","1.5","1.3","10600105","0","1004209","1060","1001303","1.2","10600104","1000000","401057661","1","10600103","1.4","401057681","1004110","1004107","401057671","401057701","0","282","1004108","2","0.03","1004106","2","1004207"
"710121","1","1004208","10600101","1004109","10600102","1004206","2","1004210","401057741","1.6","9","2","1.8","10600105","0","1004209","1060","1001303","1.6","10600104","1000000","401057711","2","10600103","1.9","401057731","1004110","1004107","401057721","401057751","0","283","1004108","4","0.06","1004106","4","1004207"
"710121","1","1004208","10600101","1004109","10600102","1004206","2","1004210","401057791","2","25","2.2","2.1","10600105","0","1004209","1060","1001303","2","10600104","1000000","401057761","3","10600103","2.1","401057781","1004110","1004107","401057771","401057801","0","284","1004108","10","0.06","1004106","10","1004207"
"710121","1","1004208","10600101","1004109","10600102","1004206","2","1004210","401057841","4.5","-1","5","4.7","10600105","0","1004209","1060","1001303","4.5","10600104","1000000","401057811","4","10600103","4.8","401057831","1004110","1004107","401057821","401057851","0","285","1004108","26","0.06","1004106","26","1004207"
"710011","1","1004203","10610101","1004104","10610102","1004201","1","1004205","401058091","1.2","1","1.5","1.3","10610105","0","1004204","1061","1001301","1.2","10610104","1000000","401058061","1","10610103","1.4","401058081","1004105","1004102","401058071","401058101","0","287","1004103","1","0.03","1004101","1","1004202"
"710011","1","1004208","10610101","1004109","10610102","1004206","1","1004210","401058091","1.2","3","1.5","1.3","10610105","0","1004209","1061","1001303","1.2","10610104","1000000","401058061","1","10610103","1.4","401058081","1004110","1004107","401058071","401058101","0","288","1004108","2","0.03","1004106","2","1004207"
"710011","1","1004208","10610101","1004109","10610102","1004206","2","1004210","401058141","1.6","9","2","1.8","10610105","0","1004209","1061","1001303","1.6","10610104","1000000","401058111","2","10610103","1.9","401058131","1004110","1004107","401058121","401058151","0","289","1004108","4","0.06","1004106","4","1004207"
"710011","1","1004208","10610101","1004109","10610102","1004206","2","1004210","401058191","2","25","2.2","2.1","10610105","0","1004209","1061","1001303","2","10610104","1000000","401058161","3","10610103","2.1","401058181","1004110","1004107","401058171","401058201","0","290","1004108","10","0.06","1004106","10","1004207"
"710011","1","1004208","10610101","1004109","10610102","1004206","2","1004210","401058241","4.5","-1","5","4.7","10610105","0","1004209","1061","1001303","4.5","10610104","1000000","401058211","4","10610103","4.8","401058231","1004110","1004107","401058221","401058251","0","291","1004108","26","0.06","1004106","26","1004207"
"710021","1","1004203","10630101","1004104","10630102","1004201","1","1004205","401058491","1.2","1","1.5","1.3","10630105","0","1004204","1063","1001301","1.2","10630104","1000000","401058461","1","10630103","1.4","401058481","1004105","1004102","401058471","401058501","0","293","1004103","1","0.03","1004101","1","1004202"
"710021","1","1004208","10630101","1004109","10630102","1004206","1","1004210","401058491","1.2","3","1.5","1.3","10630105","0","1004209","1063","1001303","1.2","10630104","1000000","401058461","1","10630103","1.4","401058481","1004110","1004107","401058471","401058501","0","294","1004108","2","0.03","1004106","2","1004207"
"710021","1","1004208","10630101","1004109","10630102","1004206","2","1004210","401058541","1.6","9","2","1.8","10630105","0","1004209","1063","1001303","1.6","10630104","1000000","401058511","2","10630103","1.9","401058531","1004110","1004107","401058521","401058551","0","295","1004108","4","0.06","1004106","4","1004207"
"710021","1","1004208","10630101","1004109","10630102","1004206","2","1004210","401058591","2","25","2.2","2.1","10630105","0","1004209","1063","1001303","2","10630104","1000000","401058561","3","10630103","2.1","401058581","1004110","1004107","401058571","401058601","0","296","1004108","10","0.06","1004106","10","1004207"
"710021","1","1004208","10630101","1004109","10630102","1004206","2","1004210","401058641","4.5","-1","5","4.7","10630105","0","1004209","1063","1001303","4.5","10630104","1000000","401058611","4","10630103","4.8","401058631","1004110","1004107","401058621","401058651","0","297","1004108","26","0.06","1004106","26","1004207"
"710031","1","1004203","10640101","1004104","10640102","1004201","1","1004205","401058841","1.2","1","1.5","1.3","10640105","0","1004204","1064","1001301","1.2","10640104","1000000","401058811","1","10640103","1.4","401058831","1004105","1004102","401058821","401058851","0","298","1004103","1","0.03","1004101","1","1004202"
"710031","1","1004208","10640101","1004109","10640102","1004206","1","1004210","401058841","1.2","3","1.5","1.3","10640105","0","1004209","1064","1001303","1.2","10640104","1000000","401058811","1","10640103","1.4","401058831","1004110","1004107","401058821","401058851","0","299","1004108","2","0.03","1004106","2","1004207"
"710031","1","1004208","10640101","1004109","10640102","1004206","2","1004210","401058891","1.6","9","2","1.8","10640105","0","1004209","1064","1001303","1.6","10640104","1000000","401058861","2","10640103","1.9","401058881","1004110","1004107","401058871","401058901","0","300","1004108","4","0.06","1004106","4","1004207"
"710031","1","1004208","10640101","1004109","10640102","1004206","2","1004210","401058941","2","25","2.2","2.1","10640105","0","1004209","1064","1001303","2","10640104","1000000","401058911","3","10640103","2.1","401058931","1004110","1004107","401058921","401058951","0","301","1004108","10","0.06","1004106","10","1004207"
"710031","1","1004208","10640101","1004109","10640102","1004206","2","1004210","401058991","4.5","-1","5","4.7","10640105","0","1004209","1064","1001303","4.5","10640104","1000000","401058961","4","10640103","4.8","401058981","1004110","1004107","401058971","401059001","0","302","1004108","26","0.06","1004106","26","1004207"
"710041","1","1004203","10650101","1004104","10650102","1004201","1","1004205","401059191","1.2","1","1.5","1.3","10650105","0","1004204","1065","1001301","1.2","10650104","1000000","401059161","1","10650103","1.4","401059181","1004105","1004102","401059171","401059201","0","303","1004103","1","0.03","1004101","1","1004202"
"710041","1","1004208","10650101","1004109","10650102","1004206","1","1004210","401059191","1.2","3","1.5","1.3","10650105","0","1004209","1065","1001303","1.2","10650104","1000000","401059161","1","10650103","1.4","401059181","1004110","1004107","401059171","401059201","0","304","1004108","2","0.03","1004106","2","1004207"
"710041","1","1004208","10650101","1004109","10650102","1004206","2","1004210","401059241","1.6","9","2","1.8","10650105","0","1004209","1065","1001303","1.6","10650104","1000000","401059211","2","10650103","1.9","401059231","1004110","1004107","401059221","401059251","0","305","1004108","4","0.06","1004106","4","1004207"
"710041","1","1004208","10650101","1004109","10650102","1004206","2","1004210","401059291","2","25","2.2","2.1","10650105","0","1004209","1065","1001303","2","10650104","1000000","401059261","3","10650103","2.1","401059281","1004110","1004107","401059271","401059301","0","306","1004108","10","0.06","1004106","10","1004207"
"710041","1","1004208","10650101","1004109","10650102","1004206","2","1004210","401059341","4.5","-1","5","4.7","10650105","0","1004209","1065","1001303","4.5","10650104","1000000","401059311","4","10650103","4.8","401059331","1004110","1004107","401059321","401059351","0","307","1004108","26","0.06","1004106","26","1004207"
"710051","1","1004203","10660101","1004104","10660102","1004201","1","1004205","401059541","1.2","1","1.5","1.3","10660105","0","1004204","1066","1001301","1.2","10660104","1000000","401059511","1","10660103","1.4","401059531","1004105","1004102","401059521","401059551","0","308","1004103","1","0.03","1004101","1","1004202"
"710051","1","1004208","10660101","1004109","10660102","1004206","1","1004210","401059541","1.2","3","1.5","1.3","10660105","0","1004209","1066","1001303","1.2","10660104","1000000","401059511","1","10660103","1.4","401059531","1004110","1004107","401059521","401059551","0","309","1004108","2","0.03","1004106","2","1004207"
"710051","1","1004208","10660101","1004109","10660102","1004206","2","1004210","401059591","1.6","9","2","1.8","10660105","0","1004209","1066","1001303","1.6","10660104","1000000","401059561","2","10660103","1.9","401059581","1004110","1004107","401059571","401059601","0","310","1004108","4","0.06","1004106","4","1004207"
"710051","1","1004208","10660101","1004109","10660102","1004206","2","1004210","401059641","2","25","2.2","2.1","10660105","0","1004209","1066","1001303","2","10660104","1000000","401059611","3","10660103","2.1","401059631","1004110","1004107","401059621","401059651","0","311","1004108","10","0.06","1004106","10","1004207"
"710051","1","1004208","10660101","1004109","10660102","1004206","2","1004210","401059691","4.5","-1","5","4.7","10660105","0","1004209","1066","1001303","4.5","10660104","1000000","401059661","4","10660103","4.8","401059681","1004110","1004107","401059671","401059701","0","312","1004108","26","0.06","1004106","26","1004207"
"710061","1","1004203","10670101","1004104","10670102","1004201","1","1004205","401059891","1.2","1","1.5","1.3","10670105","0","1004204","1067","1001301","1.2","10670104","1000000","401059861","1","10670103","1.4","401059881","1004105","1004102","401059871","401059901","0","313","1004103","1","0.03","1004101","1","1004202"
"710061","1","1004208","10670101","1004109","10670102","1004206","1","1004210","401059891","1.2","3","1.5","1.3","10670105","0","1004209","1067","1001303","1.2","10670104","1000000","401059861","1","10670103","1.4","401059881","1004110","1004107","401059871","401059901","0","314","1004108","2","0.03","1004106","2","1004207"
"710061","1","1004208","10670101","1004109","10670102","1004206","2","1004210","401059941","1.6","9","2","1.8","10670105","0","1004209","1067","1001303","1.6","10670104","1000000","401059911","2","10670103","1.9","401059931","1004110","1004107","401059921","401059951","0","315","1004108","4","0.06","1004106","4","1004207"
"710061","1","1004208","10670101","1004109","10670102","1004206","2","1004210","401059991","2","25","2.2","2.1","10670105","0","1004209","1067","1001303","2","10670104","1000000","401059961","3","10670103","2.1","401059981","1004110","1004107","401059971","401060001","0","316","1004108","10","0.06","1004106","10","1004207"
"710061","1","1004208","10670101","1004109","10670102","1004206","2","1004210","401060041","4.5","-1","5","4.7","10670105","0","1004209","1067","1001303","4.5","10670104","1000000","401060011","4","10670103","4.8","401060031","1004110","1004107","401060021","401060051","0","317","1004108","26","0.06","1004106","26","1004207"
"710071","1","1004208","10680101","0","10680102","1004206","1","1004210","401060241","1.2","-2","1.5","1.3","10680105","0","1004209","1068","0","1.2","10680104","1000000","401060211","1","10680103","1.4","401060231","0","0","401060221","401060251","0","318","0","-2","0.03","0","-2","1004207"
"710071","1","1004203","10680101","1004104","10680102","1004201","2","1004205","401060291","1.6","1","2","1.8","10680105","0","1004204","1068","1001301","1.6","10680104","1000000","401060261","2","10680103","1.9","401060281","1004105","1004102","401060271","401060301","0","319","1004103","1","0.06","1004101","1","1004202"
"710071","1","1004208","10680101","1004109","10680102","1004206","2","1004210","401060291","1.6","6","2","1.8","10680105","0","1004209","1068","1001303","1.6","10680104","1000000","401060261","2","10680103","1.9","401060281","1004110","1004107","401060271","401060301","0","320","1004108","2","0.06","1004106","2","1004207"
"710071","1","1004208","10680101","1004109","10680102","1004206","2","1004210","401060341","2","22","2.2","2.1","10680105","0","1004209","1068","1001303","2","10680104","1000000","401060311","3","10680103","2.1","401060331","1004110","1004107","401060321","401060351","0","321","1004108","7","0.06","1004106","7","1004207"
"710071","1","1004208","10680101","1004109","10680102","1004206","2","1004210","401060391","4.5","-1","5","4.7","10680105","0","1004209","1068","1001303","4.5","10680104","1000000","401060361","4","10680103","4.8","401060381","1004110","1004107","401060371","401060401","0","322","1004108","23","0.06","1004106","23","1004207"
"710081","1","1004208","10690101","0","10690102","1004206","1","1004210","401060591","1.2","-2","1.5","1.3","10690105","0","1004209","1069","0","1.2","10690104","1000000","401060561","1","10690103","1.4","401060581","0","0","401060571","401060601","0","323","0","-2","0.03","0","-2","1004207"
"710081","1","1004203","10690101","1004104","10690102","1004201","2","1004205","401060641","1.6","1","2","1.8","10690105","0","1004204","1069","1001301","1.6","10690104","1000000","401060611","2","10690103","1.9","401060631","1004105","1004102","401060621","401060651","0","324","1004103","1","0.06","1004101","1","1004202"
"710081","1","1004208","10690101","1004109","10690102","1004206","2","1004210","401060641","1.6","6","2","1.8","10690105","0","1004209","1069","1001303","1.6","10690104","1000000","401060611","2","10690103","1.9","401060631","1004110","1004107","401060621","401060651","0","325","1004108","2","0.06","1004106","2","1004207"
"710081","1","1004208","10690101","1004109","10690102","1004206","2","1004210","401060691","2","22","2.2","2.1","10690105","0","1004209","1069","1001303","2","10690104","1000000","401060661","3","10690103","2.1","401060681","1004110","1004107","401060671","401060701","0","326","1004108","7","0.06","1004106","7","1004207"
"710081","1","1004208","10690101","1004109","10690102","1004206","2","1004210","401060741","4.5","-1","5","4.7","10690105","0","1004209","1069","1001303","4.5","10690104","1000000","401060711","4","10690103","4.8","401060731","1004110","1004107","401060721","401060751","0","327","1004108","23","0.06","1004106","23","1004207"
"710091","1","1004208","10700101","0","10700102","1004206","1","1004210","401060941","1.2","-2","1.5","1.3","10700105","0","1004209","1070","0","1.2","10700104","1000000","401060911","1","10700103","1.4","401060931","0","0","401060921","401060951","0","328","0","-2","0.03","0","-2","1004207"
"710091","1","1004203","10700101","1004104","10700102","1004201","2","1004205","401060991","1.6","1","2","1.8","10700105","0","1004204","1070","1001301","1.6","10700104","1000000","401060961","2","10700103","1.9","401060981","1004105","1004102","401060971","401061001","0","329","1004103","1","0.06","1004101","1","1004202"
"710091","1","1004208","10700101","1004109","10700102","1004206","2","1004210","401060991","1.6","6","2","1.8","10700105","0","1004209","1070","1001303","1.6","10700104","1000000","401060961","2","10700103","1.9","401060981","1004110","1004107","401060971","401061001","0","330","1004108","2","0.06","1004106","2","1004207"
"710091","1","1004208","10700101","1004109","10700102","1004206","2","1004210","401061041","2","22","2.2","2.1","10700105","0","1004209","1070","1001303","2","10700104","1000000","401061011","3","10700103","2.1","401061031","1004110","1004107","401061021","401061051","0","331","1004108","7","0.06","1004106","7","1004207"
"710091","1","1004208","10700101","1004109","10700102","1004206","2","1004210","401061091","4.5","-1","5","4.7","10700105","0","1004209","1070","1001303","4.5","10700104","1000000","401061061","4","10700103","4.8","401061081","1004110","1004107","401061071","401061101","0","332","1004108","23","0.06","1004106","23","1004207"
"710101","1","1004208","10710101","0","10710102","1004206","1","1004210","401061291","1.2","-2","1.5","1.3","10710105","0","1004209","1071","0","1.2","10710104","1000000","401061261","1","10710103","1.4","401061281","0","0","401061271","401061301","0","333","0","-2","0.03","0","-2","1004207"
"710101","1","1004203","10710101","1004104","10710102","1004201","2","1004205","401061341","1.6","1","2","1.8","10710105","0","1004204","1071","1001301","1.6","10710104","1000000","401061311","2","10710103","1.9","401061331","1004105","1004102","401061321","401061351","0","334","1004103","1","0.06","1004101","1","1004202"
"710101","1","1004208","10710101","1004109","10710102","1004206","2","1004210","401061341","1.6","6","2","1.8","10710105","0","1004209","1071","1001303","1.6","10710104","1000000","401061311","2","10710103","1.9","401061331","1004110","1004107","401061321","401061351","0","335","1004108","2","0.06","1004106","2","1004207"
"710101","1","1004208","10710101","1004109","10710102","1004206","2","1004210","401061391","2","22","2.2","2.1","10710105","0","1004209","1071","1001303","2","10710104","1000000","401061361","3","10710103","2.1","401061381","1004110","1004107","401061371","401061401","0","336","1004108","7","0.06","1004106","7","1004207"
"710101","1","1004208","10710101","1004109","10710102","1004206","2","1004210","401061441","4.5","-1","5","4.7","10710105","0","1004209","1071","1001303","4.5","10710104","1000000","401061411","4","10710103","4.8","401061431","1004110","1004107","401061421","401061451","0","337","1004108","23","0.06","1004106","23","1004207"
"710111","1","1004208","10720101","0","10720102","1004206","1","1004210","401061641","1.2","-2","1.5","1.3","10720105","0","1004209","1072","0","1.2","10720104","1000000","401061611","1","10720103","1.4","401061631","0","0","401061621","401061651","0","338","0","-2","0.03","0","-2","1004207"
"710111","1","1004203","10720101","1004104","10720102","1004201","2","1004205","401061691","1.6","1","2","1.8","10720105","0","1004204","1072","1001301","1.6","10720104","1000000","401061661","2","10720103","1.9","401061681","1004105","1004102","401061671","401061701","0","339","1004103","1","0.06","1004101","1","1004202"
"710111","1","1004208","10720101","1004109","10720102","1004206","2","1004210","401061691","1.6","6","2","1.8","10720105","0","1004209","1072","1001303","1.6","10720104","1000000","401061661","2","10720103","1.9","401061681","1004110","1004107","401061671","401061701","0","340","1004108","2","0.06","1004106","2","1004207"
"710111","1","1004208","10720101","1004109","10720102","1004206","2","1004210","401061741","2","22","2.2","2.1","10720105","0","1004209","1072","1001303","2","10720104","1000000","401061711","3","10720103","2.1","401061731","1004110","1004107","401061721","401061751","0","341","1004108","7","0.06","1004106","7","1004207"
"710111","1","1004208","10720101","1004109","10720102","1004206","2","1004210","401061791","4.5","-1","5","4.7","10720105","0","1004209","1072","1001303","4.5","10720104","1000000","401061761","4","10720103","4.8","401061781","1004110","1004107","401061771","401061801","0","342","1004108","23","0.06","1004106","23","1004207"
"710121","1","1004208","10730101","0","10730102","1004206","1","1004210","401061991","1.2","-2","1.5","1.3","10730105","0","1004209","1073","0","1.2","10730104","1000000","401061961","1","10730103","1.4","401061981","0","0","401061971","401062001","0","343","0","-2","0.03","0","-2","1004207"
"710121","1","1004203","10730101","1004104","10730102","1004201","2","1004205","401062041","1.6","1","2","1.8","10730105","0","1004204","1073","1001301","1.6","10730104","1000000","401062011","2","10730103","1.9","401062031","1004105","1004102","401062021","401062051","0","344","1004103","1","0.06","1004101","1","1004202"
"710121","1","1004208","10730101","1004109","10730102","1004206","2","1004210","401062041","1.6","6","2","1.8","10730105","0","1004209","1073","1001303","1.6","10730104","1000000","401062011","2","10730103","1.9","401062031","1004110","1004107","401062021","401062051","0","345","1004108","2","0.06","1004106","2","1004207"
"710121","1","1004208","10730101","1004109","10730102","1004206","2","1004210","401062091","2","22","2.2","2.1","10730105","0","1004209","1073","1001303","2","10730104","1000000","401062061","3","10730103","2.1","401062081","1004110","1004107","401062071","401062101","0","346","1004108","7","0.06","1004106","7","1004207"
"710121","1","1004208","10730101","1004109","10730102","1004206","2","1004210","401062141","4.5","-1","5","4.7","10730105","0","1004209","1073","1001303","4.5","10730104","1000000","401062111","4","10730103","4.8","401062131","1004110","1004107","401062121","401062151","0","347","1004108","23","0.06","1004106","23","1004207"
"710011","1","1004208","10740101","0","10740102","1004206","1","1004210","401062341","1.2","-2","1.5","1.3","10740105","0","1004209","1074","0","1.2","10740104","1000000","401062311","1","10740103","1.4","401062331","0","0","401062321","401062351","0","348","0","-2","0.03","0","-2","1004207"
"710011","1","1004203","10740101","1004104","10740102","1004201","2","1004205","401062391","1.6","1","2","1.8","10740105","0","1004204","1074","1001301","1.6","10740104","1000000","401062361","2","10740103","1.9","401062381","1004105","1004102","401062371","401062401","0","349","1004103","1","0.06","1004101","1","1004202"
"710011","1","1004208","10740101","1004109","10740102","1004206","2","1004210","401062391","1.6","6","2","1.8","10740105","0","1004209","1074","1001303","1.6","10740104","1000000","401062361","2","10740103","1.9","401062381","1004110","1004107","401062371","401062401","0","350","1004108","2","0.06","1004106","2","1004207"
"710011","1","1004208","10740101","1004109","10740102","1004206","2","1004210","401062441","2","22","2.2","2.1","10740105","0","1004209","1074","1001303","2","10740104","1000000","401062411","3","10740103","2.1","401062431","1004110","1004107","401062421","401062451","0","351","1004108","7","0.06","1004106","7","1004207"
"710011","1","1004208","10740101","1004109","10740102","1004206","2","1004210","401062491","4.5","-1","5","4.7","10740105","0","1004209","1074","1001303","4.5","10740104","1000000","401062461","4","10740103","4.8","401062481","1004110","1004107","401062471","401062501","0","352","1004108","23","0.06","1004106","23","1004207"
