85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1,19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e
"1","-2160","0","6","0","1","1","3","Skill1:將前排拉近（擊退的應用）","0","0","2160","","4","0","0","0","0","8640","308408202","1"
"1","0","0","7","0","1","1","8","Skill1:暈眩","0","0","0","","1","0","0","0","0","0.5","308408203","1"
"3","10","0","2","2","1","1","1","Skill2：對全體造成小幅度魔法傷害","0","0","2160","","3","0","10","0","0","0.8","308408301","1"
"1","30","0","2","0","1","1","1","Skill2：對前方範圍造成大幅度魔法傷害","0","0","2160","","3","0","30","0","0","2.4","308408302","1"
"3","300","0","3","0","1","1","3","Skill2：造成擊飛，使被拉近的敵人回到原本的位置","0","0","2160","","3","0","0","0","0","1200","308408303","1"
"3","10","0","2","0","1","1","1","Skill2：對全體造成小幅度魔法傷害","0","0","2160","","3","0","10","0","0","0.8","308408311","1"
"0","100","0","3","0","1","1","17","awake：觸發設定","0","0","0","","0","0","0","0","0","40","308408401","1"
"1","1.2","0","2","0","1","3","8","awake：加速","0","0","-1","","7","0","0","0","2","90","308408402","2"
"1","2","0","30","1","1","3","10","awake：魔法攻擊增益效果","0","90","-1","","7","0","10","0","2","0","308408403","2"
"1","180","0","1","30840802","1","1","22","awake：行動模式變更","0","0","0","","7","0","-1","0","0","1","308408404","2"
"0","100","0","3","0","1","1","17","awake：觸發設定","0","0","0","","0","0","0","0","0","63","308408411","1"
"99","18","0","2","0","1","3","1","對全體敵人造成魔法傷害","0","0","2160","","3","0","18","0","0","1.44","308500101","1"
"0","50","0","0","0","1","3","62","造成畏懼","0","0","2160","","1","0","0","0","0","12","308500102","1"
"99","20","0","2","0","1","1","1","範圍魔法攻擊","0","0","650","","3","0","20","0","0","1.6","308500201","1"
"99","4","0","308500203","2","1","3","26","對擊中的角色進行倒數","0","0","650","","3","0","6","0","0","0","308500202","1"
"1","2","0","20","0","1","3","10","依擊中的數量×6%物防上升","0","12","0","","7","0","0","0","0","0","308500203","2"
"99","1200","0","4","0","1","3","36","持續傷害領域","0","0","2160","","11","8.5","0","0","1000","0.12","308500204","1"
"1","20.4","0","2","0","1","3","1","單體魔法攻擊","0","0","2160","","3","6","20.4","0","0","1.62","308500301","1"
"99","13.5","0","2","0","1","3","1","全體魔法攻擊","0","0","2160","","3","0","13.5","0","0","1.08","308500302","1"
"1","5","0","1","1","1","3","46","對自己的 HP 造成 5% 傷害","0","0","0","","7","0","0","0","0","0","308500303","2"
"1","2","0","10","1","1","3","10","提升自己 10% 的物攻","0","8","0","","7","0","10","1","1","0","308500304","2"
"1","2","0","30","1","1","3","10","提升自己 10% 的魔攻","0","8","0","","7","0","10","1","1","0","308500305","2"
"1","100","0","3","0","1","3","17","awake：觸發設定","0","0","0","","7","0","0","0","0","40","308500401","1"
"1","1.32","0","2","0","1","3","8","awake：加速","0","0","0","","7","0","0","0","2","90","308500402","2"
"1","2","0","30","1","1","3","10","awake：魔法攻擊增益效果","0","90","0","","7","0","20","0","2","0","308500403","2"
"1","180","0","1","30850002","1","1","22","awake：行動模式變更","0","0","0","","7","0","-1","0","0","1","308500404","2"
"99","30","0","1","1","1","1","46","似龍生物 UB","0","0","2160","","3","0","0","0","0","0","308600101","1"
"1","258","0","308600101","1","1","1","26","似龍生物 UB","0","0","0","","7","0","0.35","0","0","0","308600102","2"
"1","99","0","1","0","1","3","35","除去自己的刻印","0","-60","2160","","7","0","58","0","0","99","308600103","2"
"1","6","0","308600202","0","1","3","63","累積傷害觸發","0","0","2160","","7","0","0.5","308600203","0","160000","308600201","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","5","2160","","7","0","58","0","0","99","308600202","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","-30","2160","","7","0","58","0","0","99","308600203","2"
"1","2","0","21","1","1","3","10","對自身減益","0","6","-1","","7","0","200","0","2","0","308600204","2"
"1","2","0","41","1","1","3","10","對自身減益","0","6","-1","","7","0","200","0","2","0","308600205","2"
"3","22","0","1","1","1","3","46","傷害","0","0","2160","","3","0","0","0","0","0","308600301","1"
"3","0","0","7","0","1","3","8","硬直","0","0","2160","","3","0","0","0","0","2","308600302","1"
"0","100","0","3","0","1","1","17","覺醒","0","0","0","","0","0","0","0","0","40","308600401","1"
"1","2","0","10","1","1","3","10","覺醒","0","90","-1","","7","0","10","0","2","0","308600402","2"
"1","2","0","20","1","1","3","10","覺醒","0","90","-1","","7","0","25","0","2","0","308600403","2"
"1","2","0","40","1","1","3","10","覺醒","0","90","-1","","7","0","20","0","2","0","308600404","2"
"1","180","0","1","30860302","1","1","22","覺醒　行動模式變更","0","0","0","","1","0","-1","0","0","1","308600405","2"
"1","0","0","2","610051701","1","1","15","召喚","600","0","-1","","7","1","0","1","600","0","308600501","2"
"1","0","0","2","610051702","1","1","15","召喚","400","0","-1","","7","1","0","1","400","0","308600502","2"
"1","0","0","2","610051703","1","1","15","召喚","-450","0","-1","","7","1","0","1","-450","0","308600503","2"
"1","0","0","2","610051704","1","1","15","召喚","-350","0","-1","","7","1","0","1","-350","0","308600504","2"
"99","200","0","3","0","1","2","3","擊退","0","0","2160","","3","0","0","0","0","1000","308600505","1"
"0","100","0","7","0","1","1","17","開場發動","0","0","0","","0","0","0","0","0","90","308600601","1"
"1","99","0","1","0","1","3","35","給予自己刻印","0","70","2160","","7","0","58","0","0","99","308600602","2"
"1","6","0","308600702","0","1","3","63","累積傷害觸發","0","0","2160","","7","0","0.5","308600703","0","20000","308600701","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","5","2160","","7","0","58","0","0","99","308600702","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","-30","2160","","7","0","58","0","0","99","308600703","2"
"1","2","0","21","1","1","3","10","對自身減益","0","6","-1","","7","0","100","0","2","0","308600704","2"
"1","2","0","41","1","1","3","10","對自身減益","0","6","-1","","7","0","100","0","2","0","308600705","2"
"1","6","0","308600802","0","1","3","63","累積傷害觸發","0","0","2160","","7","0","0.5","308600803","0","150000","308600801","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","5","2160","","7","0","58","0","0","99","308600802","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","-30","2160","","7","0","58","0","0","99","308600803","2"
"1","2","0","21","1","1","3","10","對自身減益","0","6","-1","","7","0","100","0","2","0","308600804","2"
"1","2","0","41","1","1","3","10","對自身減益","0","6","-1","","7","0","100","0","2","0","308600805","2"
"99","8","0","1","1","1","1","46","似龍生物 UB","0","0","2160","","3","0","0.3","0","0","0","308601101","1"
"1","258","0","308601101","1","1","1","26","似龍生物 UB","0","0","0","","7","0","0.15","0","0","0","308601102","2"
"3","8.5","0","1","1","1","3","46","傷害","0","0","2160","","3","0","0.25","0","0","0","308601301","1"
"1","6","0","308600702","0","1","3","63","累積傷害觸發","0","0","2160","","7","0","0.5","308600703","0","5000","308601701","2"
"3","32","0","1","1","1","3","46","傷害","0","0","2160","","3","0","0","0","0","0","308602301","1"
"3","0","0","7","0","1","3","8","硬直","0","0","2160","","3","0","0","0","0","4","308602302","1"
"99","38","0","1","1","1","1","46","似龍生物 UB","0","0","2160","","3","0","0","0","0","0","308606101","1"
"1","258","0","308606101","1","1","1","26","似龍生物 UB","0","0","0","","7","0","0.25","0","0","0","308606102","2"
"1","99","0","1","0","1","3","35","除去自己的刻印","0","-60","2160","","7","0","58","0","0","99","308606103","2"
"1","1","0","658","0","1","3","28","當刻印 60 個以上時效果分歧","0","0","2160","","7","0","2","0","0","60","308606104","2"
"1","6","0","308606202","0","1","3","63","累積傷害觸發","0","0","2160","","7","0","0.5","308606203","0","250000","308606201","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","5","2160","","7","0","58","0","0","99","308606202","2"
"1","99","0","1","0","1","3","35","給予自己刻印","0","-30","2160","","7","0","58","0","0","99","308606203","2"
"1","2","0","21","1","1","3","10","對自身減益","0","6","-1","","7","0","200","0","2","0","308606204","2"
"1","2","0","41","1","1","3","10","對自身減益","0","6","-1","","7","0","200","0","2","0","308606205","2"
"3","32","0","1","1","1","3","46","傷害","0","0","2160","","3","0","0","0","0","0","308606301","1"
"3","0","0","7","0","1","3","8","硬直","0","0","2160","","3","0","0","0","0","4","308606302","1"
"0","100","0","3","0","1","1","17","覺醒","0","0","0","","0","0","0","0","0","100","308606401","1"
"1","2","0","10","1","1","3","10","覺醒","0","90","-1","","7","0","10","0","2","0","308606402","2"
"1","2","0","20","1","1","3","10","覺醒","0","90","-1","","7","0","25","0","2","0","308606403","2"
"1","2","0","40","1","1","3","10","覺醒","0","90","-1","","7","0","25","0","2","0","308606404","2"
"0","100","0","7","0","1","1","17","開場發動","0","0","0","","0","0","0","0","0","90","308606501","1"
"1","99","0","1","0","1","3","35","給予自己刻印","0","70","2160","","7","0","58","0","0","99","308606502","2"
"99","10","0","1","2","1","3","46","","0","0","3000","","3","0","0.005","50","0","0","309000101","1"
"99","1","0","11","1","1","3","10","","0","18","3000","","1","0","0","0","0","10","309000102","1"
"99","1","0","31","1","1","3","10","","0","18","3000","","1","0","0","0","0","5","309000103","1"
"99","40","0","2","0","1","3","1","","0","0.0004","3000","","3","0","0.4","50","0","1.5","309000201","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","50","0","3.5","309000301","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","309000401","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","2000000","0","0","0","90","309000402","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309000403","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309000404","2"
"99","10","0","1","2","1","3","46","","0","0","3000","","3","0","0.005","50","0","0","309001101","1"
"99","1","0","11","1","1","3","10","","0","18","3000","","1","0","0","0","0","10","309001102","1"
"99","1","0","31","1","1","3","10","","0","18","3000","","1","0","0","0","0","5","309001103","1"
"99","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","309001104","1"
"99","40","0","2","0","1","3","1","","0","0.0004","3000","","3","0","0.4","50","0","1.5","309001201","1"
"99","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","309001202","1"
"1","60","0","1","0","1","3","1","","0","0.0012","3000","","3","0","0.6","50","0","3.5","309001301","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","309001401","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","2000000","0","0","0","90","309001402","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309001403","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309001404","2"
"1","0.5","0","0","0","1","3","98","","0","0","0","","7","0","90","0","1","0","309001405","2"
"1","20","0","81","2","1","3","38","","0","0","3000","","3","3000","0","0","0","90","309001406","1"
"99","2","0","91","0","1","6","10","","0","90","3000","","3","0","90","0","0","0","309001407","1"
"99","1","0","1","2","1","3","46","","0","0","3000","","3","0","0.25","0","0","0","309002101","1"
"99","1","0","11","1","1","3","10","","0","15","3000","","1","0","10000","0","0","20","309002102","1"
"99","1","0","31","1","1","3","10","","0","15","3000","","1","0","10000","0","0","20","309002103","1"
"99","5000","0","2","0","1","3","1","","0","0","3000","","3","0","100","0","0","1.2","309002201","1"
"99","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","1","309002202","1"
"1","10000","0","1","0","1","3","1","","0","0","3000","","3","0","700","0","0","1.5","309002301","1"
"99","10","0","1","2","1","3","46","","0","0","3000","","3","0","0.005","50","0","0","309003101","1"
"99","1","0","11","1","1","3","10","","0","18","3000","","1","0","0","0","0","4","309003102","1"
"99","1","0","31","1","1","3","10","","0","18","3000","","1","0","0","0","0","4","309003103","1"
"99","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","309003104","1"
"99","100","0","2","0","1","3","1","","0","0.01","3000","","3","0","10","50","0","1","309003201","1"
"1","100","0","1","0","1","3","1","","0","0.01","3000","","3","0","10","50","0","1","309003301","1"
"99","18","0","1","0","1","3","1","","0","0","3000","","3","0","1.5","0","0","1.5","309100101","1"
"0","2","0","21","1","1","3","10","","0","10","3000","","1","0","50","0","0","0","309100102","1"
"0","0.3","0","1","0","1","3","8","","0","0","3000","","1","0","0","0","0","10","309100103","1"
"1","0","2","4","0","1","1","7","","0","0","3000","","3","0","0","0","0","0","309100201","1"
"99","0","0","1","0","1","2","1","","0","0","100","","1","0","1","0","0","1","309100202","1"
"0","0","0","5","0","1","2","8","","0","0","100","","1","0","0","0","0","3","309100203","1"
"1","18","0","1","0","1","1","1","","0","0","3000","","3","0","1.2","0","0","1.2","309100301","1"
"1","18","1","1","0","1","1","1","","0","0","3000","","3","0","1.2","0","0","1.2","309100302","1"
"1","0","2","309101102","0","1","6","93","","0","0","3000","","3","0","0","0","0","0","309101101","1"
"1","0","2","4","0","1","6","7","","0","0","3000","","3","0","0","0","0","0","309101102","1"
"99","120","0","1","0","1","5","1","","0","0.0018","150","","3","0","1.2","50","0","3.5","309101103","1"
"99","5","0","309101105","1","1","6","27","","0","5","3000","","3","0","1","0","0","0","309101104","1"
"99","100","0","2","0","1","6","16","","0","0","3000","","3","0","0","0","0","0","309101105","1"
"99","0.5","0","1","0","1","6","8","","0","0","3000","","3","0","0","0","0","18","309101106","1"
"1","0","2","309101202","0","1","6","93","","0","0","3000","","3","0","0","0","0","0","309101201","1"
"1","0","2","4","0","1","6","7","","0","0","3000","","3","0","0","0","0","0","309101202","1"
"99","20","0","1","0","1","5","1","","0","0.0002","150","","3","0","0.2","50","0","3.5","309101203","1"
"99","0","0","5","0","1","5","8","","0","0","150","","3","0","0","0","0","1.5","309101204","1"
"1","40","0","1","0","1","3","1","","0","0.0008","3000","","3","0","0.4","50","0","3.5","309101301","1"
"1","0","2","309102102","0","1","6","93","","0","0","3000","","3","0","0","0","0","0","309102101","1"
"1","0","2","4","0","1","6","7","","0","0","3000","","3","0","0","0","0","0","309102102","1"
"99","120","0","1","0","1","5","1","","0","0.0018","150","","3","0","1.2","50","0","3.5","309102103","1"
"99","5","0","309102105","1","1","6","27","","0","5","3000","","3","0","1","0","0","0","309102104","1"
"99","200","0","2","0","1","6","16","","0","0","3000","","3","0","0","0","0","0","309102105","1"
"99","0.5","0","1","0","1","6","8","","0","0","3000","","3","0","0","0","0","18","309102106","1"
"1","0","2","309102202","0","1","6","93","","0","0","3000","","3","0","0","0","0","0","309102201","1"
"1","0","2","4","0","1","6","7","","0","0","3000","","3","0","0","0","0","0","309102202","1"
"99","20","0","1","0","1","5","1","","0","0.0002","150","","3","0","0.2","50","0","3.5","309102203","1"
"99","0","0","5","0","1","5","8","","0","0","150","","3","0","0","0","0","3","309102204","1"
"1","40","0","1","0","1","3","1","","0","0.0008","3000","","3","0","0.4","50","0","3.5","309102301","1"
"4","0.5","0","0","0","1","2","92","","0","0","450","","3","0","0","0","0","0","309200101","1"
"0","90","0","1","0","1","2","1","","0","0.00135","0","","1","0","0.9","0","0","2","309200102","1"
"0","250","0","2","0","1","2","16","","0","0","0","","1","0","0","0","0","0","309200103","1"
"0","0.5","0","1","0","1","2","8","","0","0","0","","1","0","0","0","0","12","309200104","1"
"4","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","309200201","1"
"4","60","0","1","0","1","3","1","","0","0.0006","3000","","3","0","0.6","0","0","2","309200202","1"
"1","2","0","2","0","1","3","8","","0","0","-1","","7","0","0","0","0","20","309200203","2"
"4","1","0","11","1","1","3","10","","0","90","3000","","3","0","0","1","0","6","309200204","1"
"4","1","0","31","1","1","3","10","","0","90","3000","","3","0","0","1","0","6","309200205","1"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","309200301","1"
"1","90","0","1","0","1","3","1","","0","0.0018","3000","","3","0","0.9","0","0","3.5","309200302","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","309200401","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","309200402","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309200403","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309200404","2"
"4","0.5","0","0","0","1","2","92","","0","0","450","","3","0","0","0","0","0","309201101","1"
"0","90","0","1","0","1","2","1","","0","0.00135","0","","1","0","0.9","0","0","2","309201102","1"
"0","500","0","2","0","1","2","16","","0","0","0","","1","0","0","0","0","0","309201103","1"
"0","1","0","81","0","1","2","10","","0","90","0","","1","0","1000","0","0","0","309201104","1"
"0","0.1","0","1","0","1","2","8","","0","0","0","","1","0","0","0","0","90","309201105","1"
"1","1","0","1000","309201107","1","3","28","","0","0","0","","7","0","0","0","0","0","309201106","2"
"1","2","0","10","0","1","3","10","","0","90","0","","7","0","1000","0","0","0","309201107","2"
"4","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","309201201","1"
"4","60","0","1","0","1","3","1","","0","0.0006","3000","","3","0","0.6","0","0","2","309201202","1"
"1","2","0","2","0","1","3","8","","0","0","-1","","7","0","0","0","0","20","309201203","2"
"4","1","0","11","1","1","3","10","","0","90","3000","","3","0","0","1","0","6","309201204","1"
"4","1","0","31","1","1","3","10","","0","90","3000","","3","0","0","1","0","6","309201205","1"
"1","0.5","0","0","0","1","3","92","","0","0","3000","","3","0","0","0","0","0","309201301","1"
"1","90","0","1","0","1","3","1","","0","0.0018","3000","","3","0","0.9","0","0","3.5","309201302","1"
"1","100","0","7","0","1","3","17","","0","0","0","","7","0","0","0","0","90","309201401","2"
"1","100000","0","3","0","1","3","73","","0","0","0","","7","850000","0","0","0","90","309201402","2"
"1","1","0","1020","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309201403","2"
"1","1","0","1040","0","1","3","10","","0","90","0","","7","0","0","0","1","1","309201404","2"
"1","0.25","0","0","0","1","3","98","","0","0","0","","7","0","90","0","1","0","309201405","2"
"1","20","0","81","2","1","3","38","","0","0","3000","","3","3000","0","0","0","90","309201406","1"
"4","100","0","1","0","1","2","1","","0","0.01","450","","3","0","10","50","0","1","309202101","1"
"4","500","0","2","0","1","2","16","","0","0","450","","3","0","0","0","0","0","309202102","1"
"4","1","0","81","0","1","2","10","","0","90","450","","3","0","1000","0","0","0","309202103","1"
"4","0.1","0","1","0","1","2","8","","0","0","450","","3","0","0","0","0","90","309202104","1"
"4","100","0","1","0","1","3","1","","0","0.01","3000","","3","0","10","50","0","1","309202201","1"
"1","2","0","2","0","1","3","8","","0","0","-1","","7","0","0","0","0","20","309202202","2"
"4","1","0","11","1","1","3","10","","0","90","3000","","3","0","23000","1","0","0","309202203","1"
"4","1","0","31","1","1","3","10","","0","90","3000","","3","0","23000","1","0","0","309202204","1"
"1","100","0","1","0","1","3","1","","0","0.01","3000","","3","0","10","50","0","1","309202301","1"
"4","100","0","1","0","1","2","1","","0","0.001","450","","3","0","100","50","0","1","309203101","1"
"4","500","0","2","0","1","2","16","","0","0","450","","3","0","0","0","0","0","309203102","1"
"4","1","0","81","0","1","2","10","","0","90","450","","3","0","1000","0","0","0","309203103","1"
"4","0.2","0","1","0","1","2","8","","0","0","450","","3","0","0","0","0","90","309203104","1"
"4","100","0","1","0","1","3","1","","0","0.001","3000","","3","0","100","50","0","1","309203201","1"
"1","2","0","2","0","1","3","8","","0","0","-1","","7","0","0","0","0","20","309203202","2"
"4","1","0","11","1","1","3","10","","0","90","3000","","3","0","1000","1","0","3","309203203","1"
"4","1","0","31","1","1","3","10","","0","90","3000","","3","0","1000","1","0","3","309203204","1"
"1","100","0","1","0","1","3","1","","0","0.001","3000","","3","0","100","50","0","1","309203301","1"
"99","0","0","1","0","1","3","30","","0","0","3000","","18","0","0","0","0","0","309300101","1"
"99","0","0","1","1","1","3","46","","0","0","3000","","3","0","0.25","0","0","0","309300102","1"
"0","8","0","208700","0","1","3","69","","0","64","-1","","1","0","0","0","0","0","309300103","1"
"0","2","0","61","0","1","1","10","","0","8","-1","","1","0","100","0","0","0","309300104","1"
"0","2","0","71","0","1","1","10","","0","8","-1","","1","0","100","0","0","0","309300105","1"
"99","0","0","940","309300103","1","3","23","","0","0","3000","","3","0","0","0","0","0","309300106","1"
"1","2","0","21","0","1","3","10","","0","4","-1","","7","0","100","0","0","0","309300107","2"
"1","0","0","4","0","1","1","7","","0","0","3000","","3","0","0","0","0","0","309300201","1"
"99","0","0","1","1","1","1","46","","0","0","400","","1","0","0.25","0","0","0","309300202","1"
"1","2","0","10","1","1","3","10","","0","10","-1","","7","0","8","0","1","0","309300203","2"
"1","675","0","3","0","1","1","7","","0","0","3000","","11","0","0","0","0","0","309300301","2"
"99","90","0","11","2","1","2","38","","0","0","3000","","11","140","0","0","0","15","309300302","1"
"1","675","0","3","0","1","1","7","","0","0","3000","","11","0","0","0","0","0","309300303","2"
"99","100","0","81","2","1","2","38","","0","0","3000","","11","140","0","0","0","15","309300304","1"
"1","675","0","3","0","1","1","7","","0","0","3000","","11","0","0","0","0","0","309300305","2"
"99","100","0","61","2","1","2","38","","0","0","3000","","11","140","0","0","0","15","309300306","1"
"0","100","0","3","0","1","0","17","","0","0","0","","0","0","0","1","0","50","309300401","0"
"1","2","0","10","1","1","3","10","","0","90","-1","","7","0","10","0","2","0","309300402","2"
"1","45","0","1","0","1","3","1","","0","0","3000","","3","0","45","0","0","6","309300501","1"
"1","800","0","3","0","1","3","3","","0","0","3000","","3","0","0","0","0","5000","309300502","1"
"1","0","0","7","0","1","3","8","","0","0","3000","","3","0","0","0","0","3","309300503","1"
"99","0","0","1","0","1","3","30","","0","0","3000","","18","0","0","0","0","0","309301101","1"
"99","0","0","1","1","1","3","46","","0","0","3000","","3","0","0.25","0","0","0","309301102","1"
"0","8","0","208700","0","1","3","69","","0","64","-1","","1","0","0","0","0","0","309301103","1"
"0","2","0","61","0","1","1","10","","0","8","-1","","1","0","100","0","0","0","309301104","1"
"0","2","0","71","0","1","1","10","","0","8","-1","","1","0","100","0","0","0","309301105","1"
"99","0","0","935","309301103","1","3","23","","0","0","3000","","3","0","0","0","0","0","309301106","1"
"1","2","0","21","0","1","3","10","","0","4","-1","","7","0","100","0","0","0","309301107","2"
"0","100","0","3","0","1","0","17","","0","0","0","","0","0","0","1","0","100","309301401","0"
"99","15","0","1","1","1","3","46","【UB】物理比例傷害40%","0","0","3000","","3","0","0","0","0","0","309400101","1"
"1","0","0","4","0","1","1","7","以最前方敵人為目標","0","0","3000","","3","0","0","0","0","0","309400201","1"
"99","10","0","1","1","1","2","46","對範圍內造成中幅度的物理傷害","0","0","100","","1","0","0","0","0","0","309400202","1"
"1","8","0","1","1","1","3","46","普通攻擊","0","0","3000","","3","0","0","0","0","0","309400301","1"
"1","100","0","3","0","1","3","17","awake：觸發設定","0","0","0","","7","0","0","0","0","40","309400401","1"
"1","1.32","0","2","0","1","3","8","awake：提升速度32%","0","0","0","","7","0","0","0","0","90","309400402","2"
"99","10","0","1","2","1","3","46","【UB】魔法比例傷害40%","0","0","3000","","3","0","0","0","0","0","309500101","1"
"99","2","0","11","1","1","3","10","【UB】降低敵方全體物攻","0","10","3000","","1","0","20","0","0","0","309500102","1"
"99","2","0","31","1","1","3","10","【UB】降低敵方全體魔攻","0","10","3000","","1","0","20","0","0","0","309500103","1"
"1","0","0","2","0","1","3","1","隨機造成魔法傷害","0","0","3000","","8","0","0","0","0","2","309500201","1"
"1","100","0","3","0","1","3","9","造成狀態異常","0","0","-1","","1","0","0","0","0","3","309500202","1"
"1","0","0","3","0","1","3","8","造成狀態異常","0","0","-1","","1","0","0","0","0","3","309500203","1"
"1","300","0","2","0","1","3","16","造成狀態異常","0","0","-1","","1","0","0","0","0","0","309500204","1"
"1","0","0","2","0","1","3","1","普通攻擊","0","0","3000","","3","0","0","0","0","1","309500301","1"
"1","100","0","3","0","1","3","17","awake：觸發設定","0","0","0","","7","0","0","0","0","40","309500401","1"
"1","1.32","0","2","0","1","3","8","awake：加速","0","0","0","","7","0","0","0","2","90","309500402","2"
"1","0","0","4","0","1","1","7","【UB】以最前方敵人為目標","0","0","3000","","3","0","0","0","0","0","309600101","1"
"99","15","0","1","1","1","1","46","【UB】對範圍內造成物理比例傷害40%","0","0","550","","1","0","0","0","0","0","309600102","1"
"1","1","0","1","0","1","1","1","【UB】對單體造成中幅度的物理傷害","0","0","3000","","1","0","0","0","0","3","309600103","1"
"1","0","0","4","0","1","1","7","以最前方敵人為目標","0","0","3000","","3","0","0","0","0","0","309600201","1"
"99","10","0","1","0","1","1","46","對範圍內造成物理比例傷害10%","0","0","100","","1","0","0","0","0","0","309600202","1"
"1","0","0","1","0","1","3","1","普通攻擊","0","0","3000","","3","0","0","0","0","2.5","309600301","1"
"1","100","0","3","0","1","3","17","awake：觸發設定","0","0","0","","7","0","0","0","0","40","309600401","1"
"1","2","0","20","1","1","3","10","awake：提升防禦","0","90","0","","7","0","15","0","2","0","309600402","2"
"1","2","0","40","1","1","3","10","awake：提升魔防","0","90","0","","7","0","15","0","2","0","309600403","2"
"1","100","0","9","0","1","1","17","【破壞】觸發","0","0","0","","7","0","0","0","0","15","309600501","2"
"1","2","0","21","2","1","3","10","【破壞】大幅度降低自身的物理防禦力","0","15","-1","","7","0","15","0","2","0","309600502","2"
"1","2","0","41","2","1","3","10","【破壞】大幅度降低自身的魔法防禦力","0","15","-1","","7","0","15","0","2","0","309600503","2"
"1","100","0","9","0","1","1","17","【破壞】觸發","0","0","0","","7","0","0","0","0","15","309600601","2"
"1","2","0","11","2","1","3","10","【破壞】降低自身的物理攻擊力","0","15","-1","","7","0","30","0","2","0","309600602","2"
"1","100","0","9","0","1","1","17","【破壞】觸發","0","0","0","","7","0","0","0","0","15","309600701","2"
"1","2","0","21","2","1","3","10","【破壞】降低自身的物理防禦力","0","15","-1","","7","0","15","0","2","0","309600702","2"
"1","2","0","41","2","1","3","10","【破壞】降低自身的魔法防禦力","0","15","-1","","7","0","15","0","2","0","309600703","2"
