d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009811094","","1","93","","","","","","1009811",""
"1009811095","0","100411","12","0","1","0","2","0","1009811","0"
"1009811096","","100411","3","","1","","lsv_talk_bitter","","1009811","0.2"
"1009811097","","3","93","","","","0","","1009811",""
"1009811098","","100411","3","","1","","lsv_idle_normal","","1009811","0.2"
"1009811099","0","103611","12","0","1","0","10","0","1009811","0"
"1009811100","","103611","3","","1","","lsv_talk_joy1_normal","","1009811","0.2"
"1009811101","","3","93","","","","0","","1009811",""
"1009811102","","103611","3","","1","","lsv_idle_wish","","1009811","0.2"
"1009811103","0","102011","12","0","1","0","6","0","1009811","0"
"1009811104","","102011","3","","1","","lsv_talk_memory_dere2","","1009811","0.2"
"1009811105","","3","93","","","","0","","1009811",""
"1009811106","","102011","3","","1","","lsv_idle_joy","","1009811","0.2"
"1009811107","","1009811095","101","","","","","","1009811",""
"1009811108","0","333","6","1","1","","1","0","1009811","1"
"1009811109","","102011","4","","","","1","","1009811",""
"1009811110","","102011","3","","1","","lsv_run","","1009811","0.2"
"1009811111","0","102011","2","0.8","-235","","-750","","1009811",""
"1009811112","","103611","4","","","","0","","1009811",""
"1009811113","","103611","3","","1","","lsv_run","","1009811","0.2"
"1009811114","0","103611","2","0.8","-220","","750","","1009811",""
"1009811115","","100411","4","","","","0","","1009811",""
"1009811116","","100411","3","","1","","lsv_run","","1009811","0.2"
"1009811117","0","100411","2","0.8","-250","","850","","1009811",""
"1009811118","","0.6","93","","","","","","1009811",""
"1009811119","0","102011","6","1","1","","1","0","1009811","0.2"
"1009811120","0","103611","6","1","1","","1","0","1009811","0.2"
"1009811121","0","100411","6","1","1","","1","0","1009811","0.2"
"1009811122","","0","91","","","","","","1009811",""
"1009812001","-235","1","1","-750","102","lsv_idle_normal","103611","0","1009812","1.95"
"1009812002","-220","1","1","650","100","lsv_idle_normal","100411","1","1009812","1.95"
"1009812003","-250","1","1","750","101","lsv_idle_normal","102011","1","1009812","1.95"
"1009812004","0","1","5","0","0","lsv_white_loop","333","0","1009812","1"
"1009812005","0","333","6","1","1","","1","0","1009812","0"
"1009812006","0","103611","6","1","1","","1","0","1009812","0"
"1009812007","0","100411","6","1","1","","1","0","1009812","0"
"1009812008","0","102011","6","1","1","","1","0","1009812","0"
"1009812009","","103611","7","0","0","","2","","1009812",""
"1009812010","0","103611","2","0.5","-235","","-750","","1009812",""
"1009812011","0.8","1","31","10","-140","","16","","1009812","0"
"1009812012","","16","34","0","0","","2","","1009812",""
"1009812013","","1","93","","","","0","","1009812",""
"1009812014","0.4","333","6","1","1","","1","0","1009812","0.8"
"1009812015","1","103611","3","lsv_see_think","0","","lsv_see_think_pre","0","1009812","0.2"
"1009812016","0","103611","2","1.1","-235","","-600","","1009812",""
"1009812017","1","103611","6","1","1","","1","0","1009812","0.4"
"1009812018","","1","93","","","","","","1009812",""
"1009812019","","16","32","","","","1","","1009812",""
"1009812020","","0","91","","","","","","1009812",""
"1009812021","80","103611","94","0","260","","240","","1009812",""
"1009812022","","16","32","","","","0","","1009812",""
"1009812023","","103611","7","0","2","","0","","1009812",""
"1009812024","","103611","3","","1","","lsv_walk","","1009812","0.2"
"1009812025","0","103611","2","2","-235","","-250","","1009812",""
"1009812026","","100411","3","","1","","lsv_walk_joy","","1009812","0.2"
"1009812027","0","100411","2","2","-220","","100","","1009812",""
"1009812028","1","100411","6","1","1","","1","0","1009812","0.4"
"1009812029","","102011","3","","1","","lsv_walk","","1009812","0.2"
"1009812030","0","102011","2","2","-250","","270","","1009812",""
"1009812031","1","102011","6","1","1","","1","0","1009812","0.4"
"1009812032","","2","93","","","","","","1009812",""
"1009812033","","103611","3","","1","","lsv_idle_normal","","1009812","0.2"
"1009812034","","100411","3","","1","","lsv_idle_joy","","1009812","0.2"
"1009812035","","102011","3","","1","","lsv_idle_normal","","1009812","0.2"
"1009812036","","0.5","93","","","","","","1009812",""
"1009812037","","0","91","","","","","","1009812",""
"1009812038","","103611","3","","1","","lsv_talk_normal_sad","","1009812","0.2"
"1009812039","","vo_lsv","21","0","0","","vo_lsv_1221","","1009812",""
"1009812040","1","103611","11","1","10","0","寫說是祕密……\n但答案已經畫出來了吧？","0","1009812","0"
"1009812041","","0","91","","","","","","1009812",""
"1009812042","","103611","3","","1","","lsv_idle_normal_sad","","1009812","0.2"
"1009812043","","102011","3","","1","","lsv_talk_sad","","1009812","0.2"
"1009812044","","vo_lsv","21","0","0","","vo_lsv_1222","","1009812",""
"1009812045","1","102011","11","1","10","0","禊\n對哥哥\n惡作劇了嗎？","0","1009812","0"
"1009812046","","0","91","","","","","","1009812",""
"1009812047","","102011","3","","1","","lsv_idle_sad","","1009812","0.2"
"1009812048","1","100411","3","lsv_talk_cool_joy_loop","0","","lsv_talk_cool_joy","0.2","1009812","0"
"1009812049","","vo_lsv","21","0","0","","vo_lsv_1223","","1009812",""
"1009812050","1","100411","11","1","10","0","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","0","1009812","0"
"1009812051","","0","91","","","","","","1009812",""
"1009812052","","100411","3","","1","","lsv_talk_cool_joy_loop","","1009812","0.2"
"1009812053","","vo_lsv","21","0","0","","vo_lsv_1224","","1009812",""
"1009812054","1","100411","11","1","10","0","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","0","1009812","0"
"1009812055","","0","91","","","","","","1009812",""
"1009812056","","100411","3","","1","","lsv_idle_cool_joy","","1009812","0.2"
"1009812057","","103611","3","","1","","lsv_talk_bitter_sad","","1009812","0.2"
"1009812058","","vo_lsv","21","0","0","","vo_lsv_1225","","1009812",""
"1009812059","1","103611","11","1","10","0","禊到底教了些什麼啊？\n真叫人不安……","0","1009812","0"
"1009812060","","0","91","","","","","","1009812",""
"1009812061","","103611","3","","1","","lsv_idle_bitter_sad","","1009812","0.2"
"1009812062","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812063","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812064","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812065","","0.1","93","","","","0","","1009812",""
"1009812066","2","103611","2","0.33","-235","","-452","0.2","1009812",""
"1009812067","2","100411","2","0.33","-220","","420","0.2","1009812",""
"1009812068","2","102011","2","0.33","-250","","545","0.2","1009812",""
"1009812069","","0","22","","1","","0","","1009812","0.2"
"1009812070","","地洞陷阱的作法之類的？","103","","0","","1009812073","","1009812",""
"1009812071","","逃跑講座之類的？","103","","0","","1009812097","","1009812",""
"1009812072","","假哭的方法之類的？","103","","0","","1009812121","","1009812",""
"1009812073","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812074","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812075","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812076","","0.1","93","","","","0","","1009812",""
"1009812077","2","103611","2","0.33","-235","","-200","0.2","1009812",""
"1009812078","2","100411","2","0.33","-220","","100","0.2","1009812",""
"1009812079","2","102011","2","0.33","-250","","270","0.2","1009812",""
"1009812080","","0.7","93","","","","0","","1009812",""
"1009812081","1","102011","3","lsv_talk_surprise_R2","0","","lsv_surprise_R2","0.2","1009812","0"
"1009812082","","vo_lsv","21","0","0","","vo_lsv_1226","","1009812",""
"1009812083","1","102011","11","1","10","0","咦咦？\n地洞陷阱有點危險耶～","0","1009812","0"
"1009812084","","0","91","","","","","","1009812",""
"1009812085","","102011","3","","1","","lsv_idle_surprise","","1009812","0.2"
"1009812086","","100411","3","","1","","lsv_talk_bitter","","1009812","0.2"
"1009812087","","vo_lsv","21","0","0","","vo_lsv_1227","","1009812",""
"1009812088","1","100411","11","1","10","0","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","0","1009812","0"
"1009812089","","0","91","","","","","","1009812",""
"1009812090","","100411","3","","1","","lsv_idle_bitter","","1009812","0.2"
"1009812091","1","103611","3","lsv_talk_cool_sad_loop","0","","lsv_talk_cool_sad","0.2","1009812","0"
"1009812092","","vo_lsv","21","0","0","","vo_lsv_1228","","1009812",""
"1009812093","1","103611","11","1","10","0","所以有嘗試過啊……","0","1009812","0"
"1009812094","","0","91","","","","","","1009812",""
"1009812095","","103611","3","","1","","lsv_idle_normal_sad","","1009812","0.2"
"1009812096","","1009812145","101","","","","","","1009812",""
"1009812097","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812098","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812099","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812100","","0.1","93","","","","0","","1009812",""
"1009812101","2","103611","2","0.33","-235","","-200","0.2","1009812",""
"1009812102","2","100411","2","0.33","-220","","100","0.2","1009812",""
"1009812103","2","102011","2","0.33","-250","","270","0.2","1009812",""
"1009812104","","0.7","93","","","","0","","1009812",""
"1009812105","1","100411","3","lsv_exactly_joy_loop","0","","lsv_exactly_joy_in","0.2","1009812","0"
"1009812106","","vo_lsv","21","0","0","","vo_lsv_1229","","1009812",""
"1009812107","1","100411","11","1","10","0","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","0","1009812","0"
"1009812108","","0","91","","","","","","1009812",""
"1009812109","","100411","3","","1","","lsv_idle_joy","","1009812","0.2"
"1009812110","","103611","3","","1","","lsv_talk_thinking","","1009812","0.2"
"1009812111","","vo_lsv","21","0","0","","vo_lsv_1230","","1009812",""
"1009812112","1","103611","11","1","10","0","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","0","1009812","0"
"1009812113","","0","91","","","","","","1009812",""
"1009812114","","103611","3","","1","","lsv_idle_thinking_anger","","1009812","0.2"
"1009812115","","102011","3","","1","","lsv_talk_wish_joy","","1009812","0.2"
"1009812116","","vo_lsv","21","0","0","","vo_lsv_1231","","1009812",""
"1009812117","1","102011","11","1","10","0","擅長賽跑的小繆\n也很可愛呢～","0","1009812","0"
"1009812118","","0","91","","","","","","1009812",""
"1009812119","","102011","3","","1","","lsv_idle_wish_joy","","1009812","0.2"
"1009812120","","1009812145","101","","","","","","1009812",""
"1009812121","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812122","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812123","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009812","0"
"1009812124","","0.1","93","","","","0","","1009812",""
"1009812125","2","103611","2","0.33","-235","","-200","0.2","1009812",""
"1009812126","2","100411","2","0.33","-220","","100","0.2","1009812",""
"1009812127","2","102011","2","0.33","-250","","270","0.2","1009812",""
"1009812128","","0.7","93","","","","0","","1009812",""
"1009812129","","100411","3","","1","","lsv_idle_sad3","","1009812","0.2"
"1009812130","","vo_lsv","21","0","0","","vo_lsv_1232","","1009812",""
"1009812131","1","100411","11","1","10","0","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","0","1009812","0"
"1009812132","","0","91","","","","","","1009812",""
"1009812133","","100411","3","","1","","lsv_idle_sad3","","1009812","0.2"
"1009812134","","102011","3","","1","","lsv_talk_sad3","","1009812","0.2"
"1009812135","","vo_lsv","21","0","0","","vo_lsv_1233","","1009812",""
"1009812136","1","102011","11","1","10","0","哇哇……！\n禊，不要哭～","0","1009812","0"
"1009812137","","0","91","","","","","","1009812",""
"1009812138","","102011","3","","1","","lsv_idle_sad","","1009812","0.2"
"1009812139","1","103611","3","lsv_talk_cool_sad_loop","0","","lsv_talk_cool_sad","0.2","1009812","0"
"1009812140","","vo_lsv","21","0","0","","vo_lsv_1234","","1009812",""
"1009812141","1","103611","11","1","10","0","……這絕對是教了吧。\n真是的……","0","1009812","0"
"1009812142","","0","91","","","","","","1009812",""
"1009812143","","103611","3","","1","","lsv_idle_cool_sad","","1009812","0.2"
"1009812144","","1009812145","101","","","","","","1009812",""
"1009812145","","0","91","","","","","","1009812",""
"1009812146","","","102","","","","","","1009812",""
"1009812147","","0","22","","","","0.2","","1009812",""
"1009812148","","0.2","93","","","","","","1009812",""
"1009812149","0","100411","12","0","1","0","10","0","1009812","0"
"1009812150","1","100411","3","lsv_eieio_loop","0","","lsv_eieio","0.2","1009812","0"
"1009812151","","3","93","","","","0","","1009812",""
"1009812152","","100411","3","","1","","lsv_idle_cool_joy","","1009812","0.2"
"1009812153","0","102011","12","0","1","0","4","0","1009812","0"
"1009812154","1","102011","3","lsv_talk_surprise","0","","lsv_surprise","0.2","1009812","0"
"1009812155","","3","93","","","","0","","1009812",""
"1009812156","","102011","3","","1","","lsv_idle_wish_joyR","","1009812","0.2"
"1009812157","0","103611","12","0","1","0","2","0","1009812","0"
"1009812158","","103611","3","","1","","lsv_talk_sad","","1009812","0.2"
"1009812159","","3","93","","","","0","","1009812",""
"1009812160","","103611","3","","1","","lsv_idle_sad","","1009812","0.2"
"1009812161","","1009812149","101","","","","","","1009812",""
"1009812162","0","333","6","1","1","","1","0","1009812","1"
"1009812163","","103611","4","","","","1","","1009812",""
"1009812164","","103611","3","","1","","lsv_run","","1009812","0.2"
"1009812165","0","103611","2","0.8","-235","","-750","","1009812",""
"1009812166","","100411","4","","","","0","","1009812",""
"1009812167","","100411","3","","1","","lsv_run","","1009812","0.2"
"1009812168","0","100411","2","0.8","-220","","750","","1009812",""
"1009812169","","102011","4","","","","0","","1009812",""
"1009812170","","102011","3","","1","","lsv_run","","1009812","0.2"
"1009812171","0","102011","2","0.8","-250","","850","","1009812",""
"1009812172","","0.6","93","","","","","","1009812",""
"1009812173","0","103611","6","1","1","","1","0","1009812","0.2"
"1009812174","0","100411","6","1","1","","1","0","1009812","0.2"
"1009812175","0","102011","6","1","1","","1","0","1009812","0.2"
"1009812176","","0","91","","","","","","1009812",""
"1009813001","-235","1","1","-750","102","lsv_idle_normal","100411","0","1009813","1.95"
"1009813002","-220","1","1","650","100","lsv_idle_normal","103611","1","1009813","1.95"
"1009813003","-250","1","1","750","101","lsv_idle_normal","102011","1","1009813","1.95"
"1009813004","0","1","5","0","0","lsv_white_loop","333","0","1009813","1"
"1009813005","0","333","6","1","1","","1","0","1009813","0"
"1009813006","0","100411","6","1","1","","1","0","1009813","0"
"1009813007","0","103611","6","1","1","","1","0","1009813","0"
"1009813008","0","102011","6","1","1","","1","0","1009813","0"
"1009813009","","100411","7","0","0","","2","","1009813",""
"1009813010","0","100411","2","0.5","-235","","-750","","1009813",""
"1009813011","0.8","1","31","10","-140","","16","","1009813","0"
"1009813012","","16","34","0","0","","2","","1009813",""
"1009813013","","1","93","","","","0","","1009813",""
"1009813014","0.4","333","6","1","1","","1","0","1009813","0.8"
"1009813015","1","100411","3","lsv_see_think","0","","lsv_see_think_pre","0","1009813","0.2"
"1009813016","0","100411","2","1.1","-235","","-600","","1009813",""
"1009813017","1","100411","6","1","1","","1","0","1009813","0.4"
"1009813018","","1","93","","","","","","1009813",""
"1009813019","","16","32","","","","1","","1009813",""
"1009813020","","0","91","","","","","","1009813",""
"1009813021","80","100411","94","0","260","","240","","1009813",""
"1009813022","","16","32","","","","0","","1009813",""
"1009813023","","100411","7","0","2","","0","","1009813",""
"1009813024","","100411","3","","1","","lsv_walk","","1009813","0.2"
"1009813025","0","100411","2","2","-235","","-250","","1009813",""
"1009813026","","103611","3","","1","","lsv_walk_joy","","1009813","0.2"
"1009813027","0","103611","2","2","-220","","100","","1009813",""
"1009813028","1","103611","6","1","1","","1","0","1009813","0.4"
"1009813029","","102011","3","","1","","lsv_walk","","1009813","0.2"
"1009813030","0","102011","2","2","-250","","270","","1009813",""
"1009813031","1","102011","6","1","1","","1","0","1009813","0.4"
"1009813032","","2","93","","","","","","1009813",""
"1009813033","","100411","3","","1","","lsv_idle_normal_talkR","","1009813","0.2"
"1009813034","","103611","3","","1","","lsv_idle_joy","","1009813","0.2"
"1009813035","","102011","3","","1","","lsv_idle_normal","","1009813","0.2"
"1009813036","","0.5","93","","","","","","1009813",""
"1009813037","","0","91","","","","","","1009813",""
"1009813038","","100411","3","","1","","lsv_talk_sad","","1009813","0.2"
"1009813039","","vo_lsv","21","0","0","","vo_lsv_1321","","1009813",""
"1009813040","1","100411","11","1","10","0","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","0","1009813","0"
"1009813041","","0","91","","","","","","1009813",""
"1009813042","","100411","3","","1","","lsv_idle_surprise_talkR1","","1009813","0.2"
"1009813043","1","103611","3","lsv_talk_doya_loop","0","","lsv_talk_doya","0.2","1009813","0"
"1009813044","","vo_lsv","21","0","0","","vo_lsv_1322","","1009813",""
"1009813045","1","103611","11","1","10","0","因為今天我是老師啊。\n當然得像位老師才行！","0","1009813","0"
"1009813046","","0","91","","","","","","1009813",""
"1009813047","","103611","3","","1","","lsv_idle_doya","","1009813","0.2"
"1009813048","","102011","3","","1","","lsv_talk_wish_joy","","1009813","0.2"
"1009813049","","vo_lsv","21","0","0","","vo_lsv_1323","","1009813",""
"1009813050","1","102011","11","1","10","0","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","0","1009813","0"
"1009813051","","0","91","","","","","","1009813",""
"1009813052","","102011","3","","1","","lsv_idle_wish_joy","","1009813","0.2"
"1009813053","","103611","3","","1","","lsv_talk_cool_joy_loop","","1009813","0.2"
"1009813054","","vo_lsv","21","0","0","","vo_lsv_1324","","1009813",""
"1009813055","1","103611","11","1","10","0","美美妳問得很好。\n那麼……\n在此要向各位提問。","0","1009813","0"
"1009813056","","0","91","","","","","","1009813",""
"1009813057","","103611","3","","1","","lsv_idle_cool_joy","","1009813","0.2"
"1009813058","1","100411","3","lsv_talk_cool_sad_loop","0","","lsv_talk_cool_sad","0.2","1009813","0"
"1009813059","","vo_lsv","21","0","0","","vo_lsv_1325","","1009813",""
"1009813060","1","100411","11","1","10","0","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","0","1009813","0"
"1009813061","","0","91","","","","","","1009813",""
"1009813062","","100411","3","","1","","lsv_idle_cool_sad","","1009813","0.2"
"1009813063","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813064","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813065","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813066","","0.1","93","","","","0","","1009813",""
"1009813067","2","100411","2","0.33","-235","","-452","0.2","1009813",""
"1009813068","2","103611","2","0.33","-220","","420","0.2","1009813",""
"1009813069","2","102011","2","0.33","-250","","545","0.2","1009813",""
"1009813070","","0","22","","1","","0","","1009813","0.2"
"1009813071","","好的老師！","103","","0","","1009813074","","1009813",""
"1009813072","","裝睡吧。","103","","0","","1009813096","","1009813",""
"1009813073","","要問我們什麼呢？","103","","0","","1009813119","","1009813",""
"1009813074","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813075","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813076","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813077","","0.1","93","","","","0","","1009813",""
"1009813078","2","100411","2","0.33","-235","","-200","0.2","1009813",""
"1009813079","2","103611","2","0.33","-220","","100","0.2","1009813",""
"1009813080","2","102011","2","0.33","-250","","270","0.2","1009813",""
"1009813081","","0.7","93","","","","0","","1009813",""
"1009813082","1","100411","3","lsv_surprise3_loop","0","","lsv_surprise3","0.2","1009813","0"
"1009813083","","vo_lsv","21","0","0","","vo_lsv_1326","","1009813",""
"1009813084","1","100411","11","1","10","0","竟然躍躍欲試！？","0","1009813","0"
"1009813085","","0","91","","","","","","1009813",""
"1009813086","","103611","3","","1","","lsv_talk_thinking_joyR","","1009813","0.2"
"1009813087","","vo_lsv","21","0","0","","vo_lsv_1327","","1009813",""
"1009813088","1","103611","11","1","10","0","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","0","1009813","0"
"1009813089","","0","91","","","","","","1009813",""
"1009813090","","103611","3","","1","","lsv_idle_thinking_joy1","","1009813","0.2"
"1009813091","1","102011","3","lsv_idle_joy","0","","lsv_handsup_joy","0.2","1009813","0"
"1009813092","","vo_lsv","21","0","0","","vo_lsv_1328","","1009813",""
"1009813093","1","102011","11","1","10","0","好的～我知道了。\n鏡華老師♪","0","1009813","0"
"1009813094","","0","91","","","","","","1009813",""
"1009813095","","1009813143","101","","","","","","1009813",""
"1009813096","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813097","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813098","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813099","","0.1","93","","","","0","","1009813",""
"1009813100","2","100411","2","0.33","-235","","-200","0.2","1009813",""
"1009813101","2","103611","2","0.33","-220","","100","0.2","1009813",""
"1009813102","2","102011","2","0.33","-250","","270","0.2","1009813",""
"1009813103","","0.7","93","","","","0","","1009813",""
"1009813104","1","100411","3","lsv_sleep","0","","lsv_look_idle_sad_wink","0.2","1009813","0.2"
"1009813105","","vo_lsv","21","0","0","","vo_lsv_1329","","1009813",""
"1009813106","1","100411","11","1","10","0","就……\n就是這個！哥哥。\n……呼──呼──呼──","0","1009813","0"
"1009813107","","0","91","","","","","","1009813",""
"1009813108","","100411","3","","1","","lsv_sleep","","1009813","0.2"
"1009813109","1","103611","3","lsv_exactly_loop","0","","lsv_exactly_in","0.2","1009813","0"
"1009813110","","vo_lsv","21","0","0","","vo_lsv_1330","","1009813",""
"1009813111","1","103611","11","1","10","0","嘿，那邊兩位同學！\n別在上課時睡覺！","0","1009813","0"
"1009813112","","0","91","","","","","","1009813",""
"1009813113","","103611","3","","1","","lsv_idle_arm_crossed","","1009813","0.2"
"1009813114","1","102011","3","lsv_surprise3_pain_loop","0","","lsv_surprise3_pain","0.2","1009813","0"
"1009813115","","vo_lsv","21","0","0","","vo_lsv_1331","","1009813",""
"1009813116","1","102011","11","1","10","0","你們起來啦～！\n大家一起學習嘛～！","0","1009813","0"
"1009813117","","0","91","","","","","","1009813",""
"1009813118","","1009813143","101","","","","","","1009813",""
"1009813119","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813120","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813121","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009813","0"
"1009813122","","0.1","93","","","","0","","1009813",""
"1009813123","2","100411","2","0.33","-235","","-200","0.2","1009813",""
"1009813124","2","103611","2","0.33","-220","","100","0.2","1009813",""
"1009813125","2","102011","2","0.33","-250","","270","0.2","1009813",""
"1009813126","","0.7","93","","","","0","","1009813",""
"1009813127","","100411","3","","1","","lsv_talk_bitter_sad","","1009813","0.2"
"1009813128","","vo_lsv","21","0","0","","vo_lsv_1332","","1009813",""
"1009813129","1","100411","11","1","10","0","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","0","1009813","0"
"1009813130","","0","91","","","","","","1009813",""
"1009813131","","100411","3","","1","","lsv_idle_bitter","","1009813","0.2"
"1009813132","1","103611","3","lsv_exactly_loop","0","","lsv_exactly_in","0.2","1009813","0"
"1009813133","","vo_lsv","21","0","0","","vo_lsv_1333","","1009813",""
"1009813134","1","103611","11","1","10","0","禊同學？\n不可以說老師\n是在扮演！","0","1009813","0"
"1009813135","","0","91","","","","","","1009813",""
"1009813136","","103611","3","","1","","lsv_idle_arm_crossed","","1009813","0.2"
"1009813137","","102011","3","","1","","lsv_talk_surprise_talkjoy","","1009813","0.2"
"1009813138","","vo_lsv","21","0","0","","vo_lsv_1334","","1009813",""
"1009813139","1","102011","11","1","10","0","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","0","1009813","0"
"1009813140","","0","91","","","","","","1009813",""
"1009813141","","102011","3","","1","","lsv_idle_surprise_joy","","1009813","0.2"
"1009813142","","1009813143","101","","","","","","1009813",""
"1009813143","","0","91","","","","","","1009813",""
"1009813144","","","102","","","","","","1009813",""
"1009813145","","0","22","","","","0.2","","1009813",""
"1009813146","","0.2","93","","","","","","1009813",""
"1009813147","0","102011","12","0","1","0","5","0","1009813","0"
"1009813148","","102011","3","","1","","lsv_talk_surprise","","1009813","0.2"
"1009813149","","3","93","","","","0","","1009813",""
"1009813150","","102011","3","","1","","lsv_idle_surprise","","1009813","0.2"
"1009813151","0","103611","12","0","1","0","10","0","1009813","0"
"1009813152","1","103611","3","lsv_talk_arm_crossed_loop_joy","0","","lsv_talk_arm_crossed_joy","0.2","1009813","0"
"1009813153","","3","93","","","","0","","1009813",""
"1009813154","","103611","3","","1","","lsv_idle_cool_joy","","1009813","0.2"
"1009813155","0","100411","12","0","1","0","2","0","1009813","0"
"1009813156","","100411","3","","1","","lsv_talk_bitter","","1009813","0.2"
"1009813157","","3","93","","","","0","","1009813",""
"1009813158","","100411","3","","1","","lsv_idle_normal_talkR","","1009813","0.2"
"1009813159","","1009813147","101","","","","","","1009813",""
"1009813160","0","333","6","1","1","","1","0","1009813","1"
"1009813161","","100411","4","","","","1","","1009813",""
"1009813162","","100411","3","","1","","lsv_run","","1009813","0.2"
"1009813163","0","100411","2","0.8","-235","","-750","","1009813",""
"1009813164","","103611","4","","","","0","","1009813",""
"1009813165","","103611","3","","1","","lsv_run","","1009813","0.2"
"1009813166","0","103611","2","0.8","-220","","750","","1009813",""
"1009813167","","102011","4","","","","0","","1009813",""
"1009813168","","102011","3","","1","","lsv_run","","1009813","0.2"
"1009813169","0","102011","2","0.8","-250","","850","","1009813",""
"1009813170","","0.6","93","","","","","","1009813",""
"1009813171","0","100411","6","1","1","","1","0","1009813","0.2"
"1009813172","0","103611","6","1","1","","1","0","1009813","0.2"
"1009813173","0","102011","6","1","1","","1","0","1009813","0.2"
"1009813174","","0","91","","","","","","1009813",""
"1009814001","-235","1","1","-650","102","lsv_idle_normal","122811","0","1009814","1.95"
"1009814002","-220","1","1","650","100","lsv_idle_normal","122911","1","1009814","1.95"
"1009814003","-250","1","1","750","101","lsv_idle_normal","122711","1","1009814","1.95"
"1009814004","0","1","5","0","0","lsv_white_loop","333","0","1009814","1"
"1009814005","0","333","6","1","1","","1","0","1009814","0"
"1009814006","0","122811","6","1","1","","1","0","1009814","0"
"1009814007","0","122911","6","1","1","","1","0","1009814","0"
"1009814008","0","122711","6","1","1","","1","0","1009814","0"
"1009814009","","bgm_M610","25","0","0","","bgm_M610","","1009814",""
"1009814010","","1","93","","","","0","","1009814",""
"1009814011","0.4","333","6","1","1","","1","0","1009814","0.8"
"1009814012","","122911","3","","1","","lsv_walk","","1009814","0.2"
"1009814013","0","122911","2","2","-220","","100","","1009814",""
"1009814014","1","122911","6","1","1","","1","0","1009814","0.4"
"1009814015","","122711","3","","1","","lsv_walk","","1009814","0.2"
