a2260023ba921b46ea37c631a09f33f8c43d08dc7fc673e9719ca53b5c9244e0,6406759b9d793842874e92e4ee3a818882c601cf96c764e1d098c1eed09e55ba,706413491bdc7593b2253e44e6fb6326d861b74aadd2ff69c2c08f0341767ee6,7831becc63b4fbaf0ca5a77eeec8478786434ffa9faa7f42f18c3ae0879f0c0d,e43bbdb6931fc38f423020d15a4398bc04648f63a6bbd05c4f9bdc5af144a16d,31571048bd9c03c5abb38336c38172724f79ec9e414b6ad7adb7694691977734,4d53a8589eeecd2922a870311b185c7da00babcb7f6e3c69df8695ebaeb17ae3,09a9d46d0eaf4140e2959f759a51a058016e484a3737853bbd81982fa92593b9,d7a29c60bfc08cc4c2e153bc9e9601aab42897ea3a1fe09e8937d1ee8ed1e621,44630c182a49435996fce771c3dcce24b787de73a606a0fd4ff0b8b5a4eed9f6,c436990e67de354addc49a4bfe0807aa97c119c5091ef33ba8a76e4bbca90c6b,94cf5d4d73400d5944a35983944a45f44da107263e2f709ee80feb9ebdd3178c,a1b275bc3a8ef3246d8dfe4e4bd7719e74dbd9111b87f8266e506a864e04c5c2,6ff850a1d297465441b3ad010b4956335cf2c62647c05b2841653408bc39cf5c,84c0f6807927690c288342ef794324dfde5292b1a95aac9f60b125c7e548a69b,04ed3803c070d54804663be8e2c8de0a51c266153133b2a3c21acb4e100b94bd,d8a1fa0f095f7397289fa1a74ccac6201c3a91b077a8e293c2fd175a7c3ac5e9,2fa4ffd58926bccde0acad5fe8e7995101ab43a50922c6c09518901f5eda9c17,cd65da23b5ac4f442738a83c8262c70d17bc6a39332a14de8e629dd00286be66,07e11aae912a4425b912d61149eb6ddfbe629b6d8882e8dfebb3aca3941e9f53,182f16dd548ea037eb4dcfe396a74a0c6694f8016c20678683c161faa03876c5,be472b40fa128baeac026447acb673bc95899421da4a1fb4d16446686162d3fb,16303b19164cb501be1dec1286e483a1a1fc44a418a0dcb6acb0d2540b2c2643,a28ad4f92abee13b71291570df33a2fc6aad7fd5fc6188a66c604a61e58abd76,674ec6ad1300ad929e474d8f6233120cd386b7bca116fa53bbcb4865b1c87880,b6846de94ef23fdad849ab1d1e21b91c0617957e8c7f0b1b5479169af076535f,8df1a0af6b45892c87ab0a2c4e932a95ca2f4e7da4846ebc975dc089f086beba,8bb281945f3d70e5db79f6a59fe95a5777536015144493a88ef72b01677494f2,01e75ea9a3197fb29597b340ea32810f4e70fa0a0c18eb74a839851b89025d78,35fdaba2b4fab0717afc1bcdb2ae9fdffbcef4711c426b9d2515aed8cd66beee,d3098b89975879eb26b385885f7d75ba5914b47e572431efd130a44e120b4f65,8eec5c39f991467a7037c37dac93005c2b548b01a734c713e439dea9989b5a7d,91b78c1a2cadb0e01a3598a8ac1b350d5620fd4f0a6740490d5f60ab7224d7bd,029aca253a4e83cfde60bf24c63b253e36d22aa5c1a5451da87d80e0b3237f02,6d1fe5f9743a70cb02700fbfa06462e21be8a8bdd9eee991705c499a1bd6fc7c,9d5d8c36d661948e3923f537cd22395559ddba7fd111eaa5ae4f3a4db22a8cc6,ac102dfb3823a46659efd2e60b5d08daa774015426df0ce8e1e135b3a9ddddb6,3f32434c287d4cf799cca97ab2043417d031a8fe1756636c2495d51c297571c6,286980f3c47d1c174c3130bb692e28c974de41e63a5e1910e70134cae62aea03,ad1311073e5b25e61021001448cdc2a4a37366d5edc6ed19559f6613c7e6a9e7,385061594e7b41bbac5c39bf4162a506f4d9e535f11deaaff8d1a22e423b10d0,25020c20fc05bd95761e5f6d87c4637bf73dabb1c69a27cdc31e0c23e7a316bd,4487f1e06905a1306f3c64bbefdfb8c3c195195bd8e08fa6a2c6b68c35b2fd28
"610109120","1","57","bgm_M41","300","0","0","0","10109201","10109205","101481","101481","bgm_M41","bgm_M41","0","1","20","bgm_M41","加托羅斯山 1-5","20","20","0","31208","0","2023/05/19 16:00:00","101482","0","2","2023/05/28 15:59:59","bgm_M41","101483","0","610109121","bgm_M41","20","3","2","10109","100320","90","30","0","230"
"610110101","0","-153","bgm_M41","120","0","0","0","10110101","10110101","101581","101581","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-1","8","8","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","1","0","0","10110","100190","90","0","0","-847"
"610110102","0","52","bgm_M41","120","0","0","0","10110101","10110102","101581","101581","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-2","8","8","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","2","0","0","10110","100200","90","0","0","-774"
"610110103","0","82","bgm_M41","120","0","0","0","10110101","10110103","101581","101581","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-3","8","8","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","3","0","0","10110","100200","90","0","0","-572"
"610110104","0","-154","bgm_M41","120","0","0","0","10110101","10110104","101581","101581","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-4","8","8","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","4","0","0","10110","100590","90","0","0","-671"
"610110105","0","-118","bgm_M41","120","0","0","0","10110101","10110105","101581","101581","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-5","8","8","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","5","0","0","10110","100190","90","0","0","-446"
"610110106","0","-108","bgm_M41","135","0","0","0","10110101","10110106","101581","101581","bgm_M41","bgm_M41","0","1","9","bgm_M41","王都蘭德索爾 女神祭典 1-6","9","9","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","6","0","0","10110","100200","90","0","0","-178"
"610110107","0","57","bgm_M41","135","0","0","0","10110101","10110107","101581","101581","bgm_M41","bgm_M41","0","1","9","bgm_M41","王都蘭德索爾 女神祭典 1-7","9","9","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110122","bgm_M41","7","0","0","10110","100590","90","0","0","-347"
"610110108","0","78","bgm_M41","135","0","0","0","10110101","10110108","101581","101581","bgm_M41","bgm_M41","0","1","9","bgm_M41","王都蘭德索爾 女神祭典 1-8","9","9","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","8","0","0","10110","100200","90","0","0","-94"
"610110109","0","-90","bgm_M41","135","0","0","0","10110101","10110109","101581","101581","bgm_M41","bgm_M41","0","1","9","bgm_M41","王都蘭德索爾 女神祭典 1-9","9","9","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","9","0","0","10110","100590","90","0","0","30"
"610110110","0","-89","bgm_M41","135","0","0","0","10110101","10110110","101581","101581","bgm_M41","bgm_M41","0","1","9","bgm_M41","王都蘭德索爾 女神祭典 1-10","9","9","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","10","0","0","10110","100190","90","0","0","227"
"610110111","0","92","bgm_M41","150","0","0","0","10110101","10110111","101581","101581","bgm_M41","bgm_M41","0","1","10","bgm_M41","王都蘭德索爾 女神祭典 1-11","10","10","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","11","0","0","10110","100200","90","0","0","135"
"610110112","0","80","bgm_M41","150","0","0","0","10110101","10110112","101581","101581","bgm_M41","bgm_M41","0","1","10","bgm_M41","王都蘭德索爾 女神祭典 1-12","10","10","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","12","0","0","10110","100200","90","0","0","345"
"610110113","0","-85","bgm_M41","150","0","0","0","10110101","10110113","101581","101581","bgm_M41","bgm_M41","0","1","10","bgm_M41","王都蘭德索爾 女神祭典 1-13","10","10","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","13","0","0","10110","100590","90","0","0","442"
"610110114","0","72","bgm_M41","150","0","0","0","10110101","10110114","101581","101581","bgm_M41","bgm_M41","0","1","10","bgm_M41","王都蘭德索爾 女神祭典 1-14","10","10","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110121","bgm_M41","14","0","0","10110","100190","90","0","0","573"
"610110115","0","-77","bgm_M41","150","0","0","0","10110101","10110115","101581","101581","bgm_M41","bgm_M41","0","1","10","bgm_M41","王都蘭德索爾 女神祭典 1-15","10","10","0","0","0","2023/06/01 16:00:00","101582","0","1","2023/06/29 15:59:59","bgm_M41","101583","0","610110123","bgm_M41","15","0","0","10110","100200","90","0","0","693"
"610110116","1","14","bgm_M41","240","0","0","0","10110201","10110201","103141","103141","bgm_M41","bgm_M41","0","1","16","bgm_M41","王都蘭德索爾 女神祭典 1-1","16","16","0","31249","0","2023/06/01 16:00:00","103142","0","2","2023/06/29 15:59:59","bgm_M41","103143","0","610110121","bgm_M41","16","3","2","10110","100590","90","28","0","-559"
"610110117","1","-149","bgm_M41","240","0","0","0","10110201","10110202","103141","103141","bgm_M41","bgm_M41","0","1","16","bgm_M41","王都蘭德索爾 女神祭典 1-2","16","16","0","31029","0","2023/06/01 16:00:00","103142","0","2","2023/06/29 15:59:59","bgm_M41","103143","0","610110121","bgm_M41","17","3","2","10110","100200","90","28","0","-448"
"610110118","1","-184","bgm_M41","270","0","0","0","10110201","10110203","103141","103141","bgm_M41","bgm_M41","0","1","18","bgm_M41","王都蘭德索爾 女神祭典 1-3","18","18","0","31249","0","2023/06/01 16:00:00","103142","0","2","2023/06/29 15:59:59","bgm_M41","103143","0","610110121","bgm_M41","18","3","2","10110","100590","90","29","0","-141"
"610110119","1","36","bgm_M41","270","0","0","0","10110201","10110204","103141","103141","bgm_M41","bgm_M41","0","1","18","bgm_M41","王都蘭德索爾 女神祭典 1-4","18","18","0","31029","0","2023/06/01 16:00:00","103142","0","2","2023/06/29 15:59:59","bgm_M41","103143","0","610110121","bgm_M41","19","3","2","10110","100590","90","29","0","33"
"610110120","1","-98","bgm_M41","300","0","0","0","10110201","10110205","103141","103141","bgm_M41","bgm_M41","0","1","20","bgm_M41","王都蘭德索爾 女神祭典 1-5","20","20","0","31249","0","2023/06/01 16:00:00","103142","0","2","2023/06/29 15:59:59","bgm_M41","103143","0","610110121","bgm_M41","20","3","2","10110","100200","90","30","0","220"
"610111101","0","9","bgm_M41","120","0","0","0","10111101","10111101","103131","103131","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-1","8","8","0","0","0","2023/06/08 16:00:00","103132","0","1","2023/06/29 15:59:59","bgm_M41","103133","0","610111121","bgm_M41","1","0","0","10111","100200","90","0","0","-312"
"610111102","0","-54","bgm_M41","120","0","0","0","10111101","10111102","103131","103131","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-2","8","8","0","0","0","2023/06/08 16:00:00","103132","0","1","2023/06/29 15:59:59","bgm_M41","103133","0","610111121","bgm_M41","2","0","0","10111","100190","90","0","0","-100"
"610111103","0","0","bgm_M41","120","0","0","0","10111101","10111103","103131","103131","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-3","8","8","0","0","0","2023/06/08 16:00:00","103132","0","1","2023/06/29 15:59:59","bgm_M41","103133","0","610111121","bgm_M41","3","0","0","10111","100590","90","0","0","133"
"610111104","0","-55","bgm_M41","120","0","0","0","10111101","10111104","103131","103131","bgm_M41","bgm_M41","0","1","8","bgm_M41","王都蘭德索爾 女神祭典 1-4","8","8","0","0","0","2023/06/08 16:00:00","103132","0","1","2023/06/29 15:59:59","bgm_M41","103133","0","610111121","bgm_M41","4","0","0","10111","100200","90","0","0","350"
"610111105","0","-165","bgm_M41","120","0","0","0","10111102","10111105","103151","103151","bgm_M41","bgm_M41","0","1","8","bgm_M41","回想樂園 1-5","8","8","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","5","0","0","10111","110421","90","0","0","-515"
"610111106","0","-177","bgm_M41","135","0","0","0","10111102","10111106","103151","103151","bgm_M41","bgm_M41","0","1","9","bgm_M41","回想樂園 1-6","9","9","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","6","0","0","10111","110422","90","0","0","-327"
"610111107","0","-48","bgm_M41","135","0","0","0","10111102","10111107","103151","103151","bgm_M41","bgm_M41","0","1","9","bgm_M41","回想樂園 1-7","9","9","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111122","bgm_M41","7","0","0","10111","110422","90","0","0","-419"
"610111108","0","58","bgm_M41","135","0","0","0","10111102","10111108","103151","103151","bgm_M41","bgm_M41","0","1","9","bgm_M41","回想樂園 1-8","9","9","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","8","0","0","10111","110421","90","0","0","-321"
"610111109","0","-42","bgm_M41","135","0","0","0","10111102","10111109","103151","103151","bgm_M41","bgm_M41","0","1","9","bgm_M41","回想樂園 1-9","9","9","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","9","0","0","10111","110422","90","0","0","-231"
"610111110","0","-169","bgm_M41","135","0","0","0","10111102","10111110","103151","103151","bgm_M41","bgm_M41","0","1","9","bgm_M41","回想樂園 1-10","9","9","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","10","0","0","10111","110421","90","0","0","-122"
"610111111","0","-117","bgm_M41","150","0","0","0","10111102","10111111","103151","103151","bgm_M41","bgm_M41","0","1","10","bgm_M41","回想樂園 1-11","10","10","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","11","0","0","10111","110422","90","0","0","39"
"610111112","0","44","bgm_M41","150","0","0","0","10111102","10111112","103151","103151","bgm_M41","bgm_M41","0","1","10","bgm_M41","回想樂園 1-12","10","10","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","12","0","0","10111","110421","90","0","0","-55"
"610111113","0","42","bgm_M41","150","0","0","0","10111102","10111113","103151","103151","bgm_M41","bgm_M41","0","1","10","bgm_M41","回想樂園 1-13","10","10","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","13","0","0","10111","110421","90","0","0","130"
"610111114","0","-91","bgm_M41","150","0","0","0","10111102","10111114","103151","103151","bgm_M41","bgm_M41","0","1","10","bgm_M41","回想樂園 1-14","10","10","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111121","bgm_M41","14","0","0","10111","110422","90","0","0","218"
"610111115","0","27","bgm_M41","150","0","0","0","10111102","10111115","103151","103151","bgm_M41","bgm_M41","0","1","10","bgm_M41","回想樂園 1-15","10","10","0","0","0","2023/06/08 16:00:00","103152","0","1","2023/06/29 15:59:59","bgm_M41","103153","0","610111123","bgm_M41","15","0","0","10111","110421","90","0","0","328"
"610111116","1","-73","bgm_M41","240","0","0","0","10111201","10111201","103161","103161","bgm_M41","bgm_M41","0","1","16","bgm_M41","回想樂園 1-1","16","16","0","31249","0","2023/06/08 16:00:00","103162","0","2","2023/06/29 15:59:59","bgm_M41","103163","0","610111121","bgm_M41","16","3","2","10111","110422","90","28","0","-520"
"610111117","1","60","bgm_M41","240","0","0","0","10111201","10111202","103161","103161","bgm_M41","bgm_M41","0","1","16","bgm_M41","回想樂園 1-2","16","16","0","31042","0","2023/06/08 16:00:00","103162","0","2","2023/06/29 15:59:59","bgm_M41","103163","0","610111121","bgm_M41","17","3","2","10111","110421","90","28","0","-310"
"610111118","1","-179","bgm_M41","270","0","0","0","10111201","10111203","103161","103161","bgm_M41","bgm_M41","0","1","18","bgm_M41","回想樂園 1-3","18","18","0","31249","0","2023/06/08 16:00:00","103162","0","2","2023/06/29 15:59:59","bgm_M41","103163","0","610111121","bgm_M41","18","3","2","10111","110421","90","29","0","-234"
"610111119","1","-176","bgm_M41","270","0","0","0","10111201","10111204","103161","103161","bgm_M41","bgm_M41","0","1","18","bgm_M41","回想樂園 1-4","18","18","0","31042","0","2023/06/08 16:00:00","103162","0","2","2023/06/29 15:59:59","bgm_M41","103163","0","610111121","bgm_M41","19","3","2","10111","110422","90","29","0","61"
"610111120","1","5","bgm_M41","300","0","0","0","10111201","10111205","103161","103161","bgm_M41","bgm_M41","0","1","20","bgm_M41","回想樂園 1-5","20","20","0","31249","0","2023/06/08 16:00:00","103162","0","2","2023/06/29 15:59:59","bgm_M41","103163","0","610111121","bgm_M41","20","3","2","10111","110422","90","30","0","289"
"610112101","0","-144","bgm_M41","120","0","0","0","10112101","10112101","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-1","8","8","0","0","0","2023/06/16 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610112121","bgm_M41","1","0","0","10112","100190","90","0","0","-451"
"610112102","0","13","bgm_M41","120","0","0","0","10112101","10112102","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-2","8","8","0","0","0","2023/06/16 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610112121","bgm_M41","2","0","0","10112","100190","90","0","0","-232"
"610112103","0","-176","bgm_M41","120","0","0","0","10112101","10112103","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-3","8","8","0","0","0","2023/06/16 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610112121","bgm_M41","3","0","0","10112","100200","90","0","0","-64"
"610112104","0","9","bgm_M41","120","0","0","0","10112101","10112104","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-4","8","8","0","0","0","2023/06/16 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610112121","bgm_M41","4","0","0","10112","100190","90","0","0","92"
"610112105","0","-70","bgm_M41","120","0","0","0","10112101","10112105","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2023/06/16 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610112121","bgm_M41","5","0","0","10112","100200","90","0","0","300"
"610112106","0","22","bgm_M41","135","0","0","0","10112101","10112106","101241","101241","bgm_M41","bgm_M41","0","1","5","bgm_M41","王城蘭德索爾 1-6","9","9","0","0","0","2023/06/16 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610112121","bgm_M41","6","0","0","10112","100190","90","0","0","458"
"610112107","0","-4","bgm_M41","135","0","0","0","10112102","10112107","100065","100065","bgm_M41","bgm_M41","0","1","5","bgm_M41","蘭德索爾近郊 1-7","9","9","0","0","0","2023/06/16 16:00:00","100066","0","1","2023/06/30 15:59:59","bgm_M41","100067","0","610112122","bgm_M41","7","0","0","10112","100020","90","0","0","-381"
"610112108","0","-113","bgm_M41","135","0","0","0","10112102","10112108","100111","100111","bgm_M41","bgm_M41","0","1","5","bgm_M41","蘭德索爾近郊 1-8","9","9","0","0","0","2023/06/16 16:00:00","100112","0","1","2023/06/30 15:59:59","bgm_M41","100113","0","610112121","bgm_M41","8","0","0","10112","100050","90","0","0","52"
"610112109","0","-21","bgm_M41","135","0","0","0","10112102","10112109","100021","100021","bgm_M41","bgm_M41","0","1","5","bgm_M41","蘭德索爾近郊 1-9","9","9","0","0","0","2023/06/16 16:00:00","100022","0","1","2023/06/30 15:59:59","bgm_M41","100023","0","610112121","bgm_M41","9","0","0","10112","100020","90","0","0","398"
"610112110","0","-37","bgm_M41","135","0","0","0","10112103","10112110","100241","100241","bgm_M41","bgm_M41","0","1","5","bgm_M41","伊麗絲樹海 1-10","9","9","0","0","0","2023/06/16 16:00:00","100242","0","1","2023/06/30 15:59:59","bgm_M41","100243","0","610112121","bgm_M41","10","0","0","10112","100050","90","0","0","-337"
"610112111","0","38","bgm_M41","150","0","0","0","10112103","10112111","100241","100241","bgm_M41","bgm_M41","0","1","5","bgm_M41","伊麗絲樹海 1-11","10","10","0","0","0","2023/06/16 16:00:00","100242","0","1","2023/06/30 15:59:59","bgm_M41","100243","0","610112121","bgm_M41","11","0","0","10112","100050","90","0","0","-52"
"610112112","0","-77","bgm_M41","150","0","0","0","10112103","10112112","100121","100121","bgm_M41","bgm_M41","0","1","5","bgm_M41","伊麗絲樹海 1-12","10","10","0","0","0","2023/06/16 16:00:00","100122","0","1","2023/06/30 15:59:59","bgm_M41","100123","0","610112121","bgm_M41","12","0","0","10112","100040","90","0","0","252"
"610112113","0","-109","bgm_M41","150","0","0","0","10112104","10112113","100081","100081","bgm_M41","bgm_M41","0","1","5","bgm_M41","佛洛拉湖畔 1-13","10","10","0","0","0","2023/06/16 16:00:00","100082","0","1","2023/06/30 15:59:59","bgm_M41","100083","0","610112121","bgm_M41","13","0","0","10112","100120","90","0","0","-388"
"610112114","0","29","bgm_M41","150","0","0","0","10112104","10112114","102365","102365","bgm_M41","bgm_M41","0","1","5","bgm_M41","佛洛拉湖畔 1-14","10","10","0","0","0","2023/06/16 16:00:00","102366","0","1","2023/06/30 15:59:59","bgm_M41","102367","0","610112121","bgm_M41","14","0","0","10112","100040","90","0","0","-43"
"610112115","0","-90","bgm_M41","150","0","0","0","10112104","10112115","100041","100041","bgm_M41","bgm_M41","0","1","5","bgm_M41","佛洛拉湖畔 1-15","10","10","0","0","0","2023/06/16 16:00:00","100042","0","1","2023/06/30 15:59:59","bgm_M41","100043","0","610112123","bgm_M41","15","0","0","10112","100070","90","0","0","190"
"610112116","1","-27","bgm_M41","240","0","0","0","10112201","10112201","100711","100711","bgm_M41","bgm_M41","0","1","8","bgm_M41","佛洛拉湖畔 1-1","16","16","0","31059","0","2023/06/16 16:00:00","100712","0","2","2023/06/30 15:59:59","bgm_M41","100713","0","610112121","bgm_M41","16","3","2","10112","100120","90","28","0","-478"
"610112117","1","68","bgm_M41","240","0","0","0","10112201","10112202","102371","102371","bgm_M41","bgm_M41","0","1","8","bgm_M41","佛洛拉湖畔 1-2","16","16","0","31060","0","2023/06/16 16:00:00","102372","0","2","2023/06/30 15:59:59","bgm_M41","102373","0","610112121","bgm_M41","17","3","2","10112","100040","90","28","0","-266"
"610112118","1","26","bgm_M41","270","0","0","0","10112201","10112203","102371","102371","bgm_M41","bgm_M41","0","1","9","bgm_M41","佛洛拉湖畔 1-3","18","18","0","31059","0","2023/06/16 16:00:00","102372","0","2","2023/06/30 15:59:59","bgm_M41","102373","0","610112121","bgm_M41","18","3","2","10112","100040","90","29","0","-68"
"610112119","1","-161","bgm_M41","270","0","0","0","10112201","10112204","100411","100411","bgm_M41","bgm_M41","0","1","9","bgm_M41","佛洛拉湖畔 1-4","18","18","0","31060","0","2023/06/16 16:00:00","100412","0","2","2023/06/30 15:59:59","bgm_M41","100413","0","610112121","bgm_M41","19","3","2","10112","100070","90","29","0","58"
"610112120","1","2","bgm_M41","300","0","0","0","10112201","10112205","100411","100411","bgm_M41","bgm_M41","0","1","10","bgm_M41","佛洛拉湖畔 1-5","20","20","0","31059","0","2023/06/16 16:00:00","100412","0","2","2023/06/30 15:59:59","bgm_M41","100413","0","610112121","bgm_M41","20","3","2","10112","100070","90","30","0","223"
"610113101","0","90","bgm_M41","120","0","0","0","10113101","10113101","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-1","8","8","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","1","0","0","10113","100200","90","0","0","-679"
"610113102","0","-147","bgm_M41","120","0","0","0","10113101","10113102","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-2","8","8","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","2","0","0","10113","100190","90","0","0","-596"
"610113103","0","32","bgm_M41","120","0","0","0","10113101","10113103","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-3","8","8","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","3","0","0","10113","100590","90","0","0","-446"
"610113104","0","65","bgm_M41","120","0","0","0","10113101","10113104","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-4","8","8","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","4","0","0","10113","100200","90","0","0","-252"
"610113105","0","-171","bgm_M41","120","0","0","0","10113101","10113105","101241","101241","bgm_M41","bgm_M41","0","1","4","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","5","0","0","10113","100190","90","0","0","-221"
"610113106","0","-98","bgm_M41","135","0","0","0","10113101","10113106","101241","101241","bgm_M41","bgm_M41","0","1","5","bgm_M41","王城蘭德索爾 1-6","9","9","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","6","0","0","10113","100200","90","0","0","-32"
"610113107","0","30","bgm_M41","135","0","0","0","10113101","10113107","101241","101241","bgm_M41","bgm_M41","0","1","5","bgm_M41","王城蘭德索爾 1-7","9","9","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113122","bgm_M41","7","0","0","10113","100590","90","0","0","112"
"610113108","0","-93","bgm_M41","135","0","0","0","10113101","10113108","101241","101241","bgm_M41","bgm_M41","0","1","5","bgm_M41","王城蘭德索爾 1-8","9","9","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","8","0","0","10113","100200","90","0","0","244"
"610113109","0","-60","bgm_M41","135","0","0","0","10113101","10113109","101241","101241","bgm_M41","bgm_M41","0","1","5","bgm_M41","王城蘭德索爾 1-9","9","9","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","9","0","0","10113","100590","90","0","0","442"
"610113110","0","32","bgm_M41","135","0","0","0","10113101","10113110","101241","101241","bgm_M41","bgm_M41","0","1","5","bgm_M41","王城蘭德索爾 1-10","9","9","0","0","0","2023/06/21 16:00:00","101242","0","1","2023/06/30 15:59:59","bgm_M41","101243","0","610113121","bgm_M41","10","0","0","10113","100190","90","0","0","583"
"610113111","0","-41","bgm_M41","150","0","0","0","10113102","10113111","81008503","81008501","bgm_M41","bgm_M41","0","1","5","bgm_M41","世界之間的夾縫 1-11","10","10","0","0","0","2023/06/21 16:00:00","81008502","0","1","2023/06/30 15:59:59","bgm_M41","81008503","0","610113121","bgm_M41","11","0","0","10113","100720","90","0","0","-418"
