7f996a91643f22d845da5dc0f4906400cf23293b46e5c03d11ed38ccf8a7eba8,4484ca7c12eff6b1d0dee0360af2032ca4362f7d838b469b3c7577a5b46223f2,c402e2530b4257de4004f7b0069538cdf9870127cbf89e544af705a16aa3ae4b
"10110658","-23","-8"
"10110659","-22","-6"
"10110660","-22","-5"
"10110661","-22","-4"
"10110662","-22","-3"
"10110663","-21","-3"
"10110664","-20","-3"
"10110665","-19","-3"
"10110666","-18","-3"
"10110668","-18","-5"
"10110670","-18","-6"
"10110671","-18","-7"
"10110672","-18","-8"
"10110673","-18","-9"
"10110674","-18","-10"
"10110675","-18","-11"
"10110676","-17","-11"
"10110677","-16","-11"
"10110678","-15","-11"
"10110679","-15","-12"
"10110680","-13","-12"
"10110681","-15","-13"
"10110682","-13","-13"
"10110683","-14","-13"
"10110684","-15","-10"
"10110685","-13","-10"
"10110686","-15","-9"
"10110687","-14","-9"
"10110688","-13","-9"
"10110689","-13","-11"
"10110690","-12","-11"
"10110691","-11","-11"
"10110692","-10","-11"
"10110693","-9","-11"
"10110694","-8","-11"
"10110695","-7","-11"
"10110696","-7","-10"
"10110697","-7","-6"
"10110698","-14","-4"
"10110699","-14","-3"
"10110700","-14","-2"
"10110701","-14","-1"
"10110702","-14","0"
"10110704","-14","2"
"10110705","-13","2"
"10110707","-11","2"
"10110708","-10","2"
"10110710","-8","2"
"10110711","-7","2"
"10110712","-14","1"
"10110713","-9","2"
"10110714","-7","1"
"10110715","-7","3"
"10110716","-6","3"
"10110717","-6","1"
"10110718","-5","1"
"10110719","-5","3"
"10110720","-5","2"
"10110721","-4","2"
"10110722","-3","2"
"10110723","-2","2"
"10110724","-1","2"
"10110725","0","2"
"10110726","1","2"
"10110728","1","0"
"10110729","1","-1"
"10110730","1","-2"
"10110731","1","-3"
"10110732","1","-4"
"10110733","0","-4"
"10110734","-1","-4"
"10110735","-2","-4"
"10110737","-2","-7"
"10110738","-2","-8"
"10110739","-2","-9"
"10110740","-1","-9"
"10110741","2","-8"
"10110742","3","-7"
"10110744","4","-5"
"10110746","4","-3"
"10110747","4","-2"
"10110748","4","-1"
"10110749","4","0"
"10110750","4","1"
"10110751","4","2"
"10110752","4","3"
"10110753","4","4"
"10110754","5","4"
"10110756","7","4"
"10110757","8","4"
"10110758","8","3"
"10110759","8","2"
"10110760","7","2"
"10110761","9","2"
"10110762","7","1"
"10110763","9","1"
"10110764","9","0"
"10110765","8","0"
"10110766","7","0"
"10110767","8","-1"
"10110768","8","-2"
"10110769","9","-2"
"10110770","10","-2"
"10110771","11","-2"
"10110772","12","-2"
"10110773","12","-1"
"10110774","12","0"
"10110775","12","1"
"10110776","12","2"
"10110777","13","2"
"10110778","14","2"
"10110779","15","2"
"10110780","15","1"
"10110781","15","0"
"10110782","16","0"
"10110783","16","2"
"10110784","17","2"
"10110785","17","1"
"10110786","17","0"
"10110787","17","-1"
"10110788","17","-2"
"10110790","17","-4"
"10110791","16","-4"
"10110792","18","-4"
"10110793","19","-4"
"10110794","15","-4"
"10110795","15","-5"
"10110796","19","-5"
"10110797","15","-6"
"10110798","19","-6"
"10110799","19","-7"
"10110800","18","-7"
"10110801","17","-7"
"10110802","16","-7"
"10110803","15","-7"
"10110804","17","-8"
"10110805","17","-9"
"10110806","18","-9"
"10110807","19","-9"
"10110808","20","-9"
"10110809","21","-9"
"10110810","21","-10"
"10110811","21","-11"
"10110812","21","-12"
"10110813","20","-12"
"10110814","19","-12"
"10110815","18","-12"
"10110816","17","-12"
"10110817","16","-12"
"10110818","15","-12"
"10110819","14","-12"
"10110820","13","-12"
"10110821","12","-12"
"10110822","12","-13"
"10110823","12","-14"
"10110824","12","-15"
"10110825","13","-16"
"10110826","11","-18"
"10110827","22","-17"
"10110828","22","-22"
"10110829","19","-22"
"10110830","6","-20"
"10110831","6","-14"
"10110832","-3","-15"
"10110833","-7","-15"
"10110834","-7","-19"
"10110835","-7","-18"
"10110836","-22","-16"
"10110837","-22","-12"
"10110838","-22","-9"
"10110839","-18","-4"
"10110840","-7","-5"
"10110841","-12","2"
"10110842","1","1"
"10110843","-2","-5"
"10110844","4","-6"
"10110845","4","-4"
"10110846","6","4"
"10110847","17","-3"
"10110848","17","-19"
"10110849","20","-16"
"10110850","6","-15"
"10110851","-10","-19"
"10110852","-20","-19"
"10120001","0","-24"
"10120002","0","-23"
"10120003","-1","-23"
"10120004","-2","-23"
"10120012","-3","-23"
"10120013","-4","-23"
"10120014","-4","-22"
"10120015","-4","-21"
"10120018","-5","-21"
"10120019","-6","-21"
"10120020","-6","-22"
"10120021","-8","-22"
"10120022","-7","-22"
"10120023","-6","-20"
"10120024","-8","-20"
"10120025","-7","-20"
"10120027","-9","-21"
"10120028","-10","-21"
"10120029","-11","-21"
"10120030","-12","-21"
"10120031","-13","-21"
"10120032","-14","-21"
"10120033","-15","-21"
"10120034","-15","-22"
"10120035","-15","-20"
"10120036","-15","-19"
"10120037","-15","-23"
"10120038","-16","-23"
"10120039","-16","-19"
"10120040","-17","-23"
"10120041","-17","-19"
"10120042","-18","-19"
"10120043","-18","-23"
"10120044","-19","-23"
"10120045","-19","-19"
"10120046","-19","-20"
"10120047","-19","-22"
"10120048","-19","-21"
"10120049","-20","-21"
"10120092","-13","-9"
"10120093","-13","-8"
"10120094","-13","-7"
"10120095","-13","-6"
"10120096","-14","-6"
"10120097","-12","-6"
"10120098","-12","-5"
"10120099","-14","-5"
"10120100","-14","-4"
"10120101","-12","-4"
"10120102","-13","-4"
"10120103","-13","-3"
"10120104","-13","-2"
"10120105","-12","-2"
"10120106","-11","-2"
"10120107","-10","-2"
"10120108","-9","-2"
"10120110","-9","-1"
"10120112","-8","0"
"10120113","-7","0"
"10120114","-6","0"
"10120116","-6","-2"
"10120117","-6","-3"
"10120118","-6","-4"
"10120119","-6","-5"
"10120120","-7","-5"
"10120121","-5","-5"
"10120122","-4","-5"
"10120123","-8","-5"
"10120124","-8","-6"
"10120125","-4","-6"
"10120126","-8","-7"
"10120127","-4","-7"
"10120128","-4","-8"
"10120129","-8","-8"
"10120130","-4","-9"
"10120131","-8","-9"
"10120132","-7","-9"
"10120133","-5","-9"
"10120134","-6","-9"
"10120135","-6","-10"
"10120137","-6","-12"
"10120138","-6","-13"
"10120139","-6","-14"
"10120140","-5","-14"
"10120141","-4","-14"
"10120142","-3","-14"
"10120143","-2","-14"
"10120144","-2","-13"
"10120145","-2","-12"
"10120146","-2","-11"
"10120148","-2","-9"
"10120149","-2","-8"
"10120150","-2","-7"
"10120153","-2","-4"
"10120156","-9","0"
"10120161","2","-4"
"10120162","2","-5"
"10120163","2","-6"
"10120164","2","-7"
"10120165","2","-8"
"10120166","1","-8"
"10120167","3","-8"
"10120168","3","-9"
"10120169","1","-9"
"10120170","1","-10"
"10120171","2","-10"
"10120172","3","-10"
"10120173","4","-9"
"10120174","5","-9"
"10120175","6","-9"
"10120177","8","-9"
"10120178","9","-9"
"10120179","10","-9"
"10120183","10","-7"
"10120184","9","-7"
"10120185","8","-7"
"10120186","7","-7"
"10120187","6","-6"
"10120188","6","-7"
"10120189","6","-5"
"10120190","7","-5"
"10120191","5","-5"
"10120192","5","-4"
"10120193","7","-4"
"10120195","5","-3"
"10120197","6","-2"
"10120198","6","-1"
"10120199","7","-1"
"10120200","8","-1"
"10120201","9","-1"
"10120202","10","-1"
"10120203","10","-2"
"10120204","10","0"
"10120205","11","0"
"10120206","11","-2"
"10120207","12","-2"
"10120208","12","0"
"10120209","12","-1"
"10120210","13","-1"
"10120211","14","-1"
"10120212","15","-1"
"10120242","16","-4"
"10120244","14","-4"
"10120245","14","-5"
"10120246","14","-6"
"10120247","14","-7"
"10120251","16","-9"
"10120252","15","-9"
"10120294","8","-12"
"10120295","7","-12"
"10120296","6","-12"
"10120297","5","-12"
"10120298","5","-13"
"10120299","5","-14"
"10120300","6","-14"
"10120301","4","-14"
"10120302","3","-14"
"10120303","7","-14"
"10120304","7","-15"
"10120305","3","-15"
"10120306","7","-16"
"10120307","6","-16"
"10120308","3","-16"
"10120309","4","-16"
"10120310","5","-16"
"10120311","5","-17"
"10120312","5","-18"
"10120313","6","-18"
"10120314","7","-18"
"10120315","8","-18"
"10120317","10","-18"
"10120320","13","-18"
"10120321","13","-17"
"10120322","14","-17"
"10120323","15","-17"
"10120324","14","-18"
"10120325","15","-18"
"10120366","4","-23"
"10120367","3","-23"
"10120368","2","-23"
"10120369","1","-23"
"10120380","-8","-21"
"10120385","9","-18"
"10120387","15","-4"
"10120390","12","-18"
"10120391","11","-18"
"10120398","-2","-5"
"10120399","-2","-6"
"10120400","14","-9"
"10120401","14","-8"
"10120402","-21","-21"
"10120403","-22","-21"
"10120404","-23","-21"
"10120405","-24","-21"
"10120406","-24","-20"
"10120407","-24","-19"
"10120408","-24","-18"
"10120409","-24","-17"
"10120410","-24","-16"
"10120411","-23","-16"
"10120412","-22","-16"
"10120413","-21","-16"
"10120414","-20","-16"
"10120415","-19","-16"
"10120416","-18","-16"
"10120417","-17","-16"
"10120418","-16","-16"
"10120419","-15","-16"
"10120420","-14","-16"
"10120446","-17","-17"
"10120447","-14","-17"
"10120448","-15","-15"
"10120449","-17","-15"
"10120450","-14","-15"
"10120451","-16","-15"
"10120452","-16","-17"
"10120453","-15","-17"
"10120454","-13","-16"
"10120455","-12","-16"
"10120456","-11","-16"
"10120457","-10","-16"
"10120458","-10","-15"
"10120459","-10","-14"
"10120460","-10","-13"
"10120461","-11","-13"
"10120462","-12","-13"
"10120463","-13","-13"
"10120464","-14","-13"
"10120465","-15","-13"
"10120466","-16","-13"
"10120467","-17","-13"
"10120468","-18","-13"
"10120469","-18","-12"
"10120470","-18","-11"
"10120471","-18","-10"
"10120472","-17","-10"
"10120473","-16","-10"
"10120474","-15","-10"
"10120475","-14","-10"
"10120476","-13","-10"
"10120477","-6","-1"
"10120478","-6","-11"
"10120479","-2","-10"
"10120480","-2","-3"
"10120481","-2","-2"
"10120482","-2","-1"
"10120483","-2","0"
"10120484","-2","1"
"10120485","-1","1"
"10120486","0","1"
"10120487","1","1"
"10120488","2","1"
"10120489","2","0"
"10120490","2","-1"
"10120491","2","-2"
"10120492","2","-3"
"10120493","7","-9"
"10120494","11","-9"
"10120495","12","-9"
"10120496","12","-8"
"10120497","12","-7"
"10120498","11","-7"
"10120499","7","-3"
"10120500","6","-3"
"10120501","15","0"
"10120502","16","0"
"10120503","17","0"
"10120515","18","1"
"10120516","18","0"
"10120517","19","0"
"10120518","20","0"
"10120519","21","0"
"10120520","22","0"
"10120521","23","0"
"10120522","24","0"
"10120523","24","-1"
"10120524","24","-2"
"10120525","24","-3"
"10120526","24","-4"
"10120527","24","-5"
"10120528","18","2"
"10120529","19","2"
"10120530","20","2"
"10120531","22","2"
"10120532","23","2"
"10120533","24","2"
"10120534","24","1"
"10120535","21","2"
"10120536","23","-5"
"10120537","22","-5"
"10120538","21","-5"
"10120539","20","-5"
"10120540","19","-5"
"10120541","19","-4"
"10120542","18","-4"
"10120543","17","-4"
"10120544","17","-9"
"10120545","18","-9"
"10120546","19","-9"
"10120547","20","-9"
"10120548","22","-9"
"10120549","21","-9"
"10120550","20","-8"
"10120551","21","-10"
"10120552","23","-9"
"10120553","24","-9"
"10120554","24","-10"
"10120555","21","-8"
"10120556","20","-10"
"10120557","24","-11"
"10120558","24","-12"
"10120559","24","-13"
"10120560","24","-14"
"10120561","24","-15"
"10120563","23","-15"
"10120564","22","-15"
"10120565","21","-15"
"10120566","20","-15"
"10120567","20","-14"
"10120568","20","-13"
"10120569","19","-13"
"10120570","18","-13"
"10120571","17","-13"
"10120572","17","-12"
"10120573","17","-11"
"10120574","16","-11"
"10120575","15","-11"
"10120576","15","-12"
"10120577","15","-13"
"10120578","15","-14"
"10120579","17","-14"
"10120580","17","-15"
"10120581","15","-15"
"10120582","16","-15"
"10120583","14","-13"
"10120584","13","-13"
"10120585","13","-12"
"10120586","12","-12"
"10120588","10","-12"
"10120589","9","-12"
"10120590","11","-12"
"10120591","16","-18"
"10120592","17","-18"
"10120593","18","-18"
"10120594","19","-18"
"10120595","19","-20"
"10120596","19","-19"
"10120597","19","-21"
"10120598","19","-22"
"10120599","19","-23"
"10120603","19","-24"
"10120604","18","-24"
"10120605","17","-24"
"10120606","16","-24"
"10120607","15","-24"
"10120608","14","-24"
"10120609","13","-24"
"10120610","12","-24"
"10120611","11","-24"
"10120612","15","-25"
"10120613","14","-25"
"10120614","13","-23"
"10120615","14","-23"
"10120616","15","-23"
"10120617","13","-25"
"10120618","11","-23"
"10120619","10","-23"
"10120620","9","-23"
"10120621","8","-23"
"10120622","7","-23"
"10120623","6","-23"
"10120624","5","-23"
